device_pk,device_fk,name,vendor_fk,dev_loc,Cloud Service Name,Hosted Location,first_added,last_edited,first_month,last_month
"15926","","trusting_snyder_ab0d4879828b","","Undefined Loc","","On-Prem",2020-09-18 16:04:55.350,2021-02-19 05:08:46.380,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15916","","eager_lalande_e057c58ad6b2","","Undefined Loc","","On-Prem",2020-09-16 16:04:58.150,2021-02-19 05:08:46.010,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15906","","hungry_bardeen_6987282efd57","","Undefined Loc","","On-Prem",2020-09-15 16:04:56.466,2021-02-19 05:08:45.650,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15910","","vigilant_swanson_65384c4735fd","","Undefined Loc","","On-Prem",2020-09-16 16:04:57.503,2021-02-19 05:08:45.793,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15936","","pensive_booth_6a2aa1d58035","","Undefined Loc","","On-Prem",2020-09-20 16:03:54.086,2021-02-19 05:08:46.763,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15937","","hungry_wescoff_ac7d84672530","","Undefined Loc","","On-Prem",2020-09-20 16:03:54.190,2021-02-19 05:08:46.800,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15963","","serene_mcnulty_9a78ce0604f5","","Undefined Loc","","On-Prem",2020-09-29 16:04:57.230,2021-02-19 05:08:47.740,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15889","","busybox_83e5f45c2280","","Undefined Loc","","On-Prem",2020-09-01 16:24:29.816,2021-02-19 05:08:45.013,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15902","","hopeful_liskov_db6fb9c104a5","","Undefined Loc","","On-Prem",2020-09-15 16:04:56.036,2021-02-19 05:08:45.500,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15935","","keen_stallman_bf4bad65e734","","Undefined Loc","","On-Prem",2020-09-20 16:03:53.983,2021-02-19 05:08:46.723,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15966","","ArrayIQ","","Undefined Loc","","On-Prem",2020-09-30 04:12:53.056,2021-02-19 05:08:47.860,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15900","","competent_khorana_c4a41ecb6011","","Undefined Loc","","On-Prem",2020-09-15 16:04:55.816,2021-02-19 05:08:45.430,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15923","","modest_shockley_265b72b8daba","","Undefined Loc","","On-Prem",2020-09-18 16:04:55.020,2021-02-19 05:08:46.263,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15960","","modest_austin_d847ee8df550","","Undefined Loc","","On-Prem",2020-09-29 16:04:56.883,2021-02-19 05:08:47.626,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15943","","festive_albattani_0c58cd9235ce","","Undefined Loc","","On-Prem",2020-09-20 16:03:54.786,2021-02-19 05:08:47.026,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15979","","reverent_shaw_9f8289a437ea","","Undefined Loc","","On-Prem",2020-09-30 16:04:53.133,2021-02-19 05:08:48.353,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15957","","vibrant_lalande_3f1776851354","","Undefined Loc","","On-Prem",2020-09-29 16:04:56.536,2021-02-19 05:08:47.516,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15951","","trusting_wescoff_65731b022b3d","","Undefined Loc","","On-Prem",2020-09-29 16:04:55.806,2021-02-19 05:08:47.293,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15959","","vigilant_wescoff_249441fdd532","","Undefined Loc","","On-Prem",2020-09-29 16:04:56.770,2021-02-19 05:08:47.590,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15946","","my-postgres_a0946146f487","","Undefined Loc","","On-Prem",2020-09-22 13:52:59.236,2021-02-19 05:08:47.106,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15950","","vigilant_cray_e7d016d0ee45","","Undefined Loc","","On-Prem",2020-09-29 16:04:55.663,2021-02-19 05:08:47.256,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15975","","inspiring_clarke_3efabebbf2ae","","Undefined Loc","","On-Prem",2020-09-30 16:04:52.686,2021-02-19 05:08:48.200,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15930","","zen_jennings_0e1d38119989","","Undefined Loc","","On-Prem",2020-09-18 16:04:55.763,2021-02-19 05:08:46.533,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15933","","selenium-hub_ccd0d1ebd80c","","Undefined Loc","","On-Prem",2020-09-18 16:04:56.073,2021-02-19 05:08:46.646,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15917","","stoic_gates_360e2e92d3c2","","Undefined Loc","","On-Prem",2020-09-16 16:04:58.253,2021-02-19 05:08:46.046,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15972","","dreamy_varahamihira_6f19f7d3c2ab","","Undefined Loc","","On-Prem",2020-09-30 16:04:52.350,2021-02-19 05:08:48.093,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15976","","unruffled_jang_5ef62915cb74","","Undefined Loc","","On-Prem",2020-09-30 16:04:52.796,2021-02-19 05:08:48.236,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15973","","clever_wiles_351f16a58eec","","Undefined Loc","","On-Prem",2020-09-30 16:04:52.463,2021-02-19 05:08:48.130,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15904","","stoic_easley_556bbc10bfb4","","Undefined Loc","","On-Prem",2020-09-15 16:04:56.253,2021-02-19 05:08:45.576,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15927","","nervous_wozniak_6d4e2bbaf0af","","Undefined Loc","","On-Prem",2020-09-18 16:04:55.456,2021-02-19 05:08:46.416,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15955","","elated_wescoff_111c4b666961","","Undefined Loc","","On-Prem",2020-09-29 16:04:56.300,2021-02-19 05:08:47.443,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15899","","optimistic_bose_c6371701e678","","Undefined Loc","","On-Prem",2020-09-15 16:04:55.693,2021-02-19 05:08:45.393,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15985","","selenium-hub_98306614f644","","Undefined Loc","","On-Prem",2020-09-30 16:04:53.823,2021-02-19 05:08:48.583,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15932","","optimistic_goldwasser_4a483e0481c1","","Undefined Loc","","On-Prem",2020-09-18 16:04:55.970,2021-02-19 05:08:46.610,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15940","","gracious_lewin_fb0f5750b57f","","Undefined Loc","","On-Prem",2020-09-20 16:03:54.490,2021-02-19 05:08:46.913,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15918","","flamboyant_almeida_28fd728c7a2a","","Undefined Loc","","On-Prem",2020-09-16 16:04:58.356,2021-02-19 05:08:46.083,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15965","","selenium-hub_aab2eb17aed9","","Undefined Loc","","On-Prem",2020-09-29 16:04:57.466,2021-02-19 05:08:47.820,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15944","","selenium-hub_ab2efd40d851","","Undefined Loc","","On-Prem",2020-09-20 16:03:54.886,2021-02-19 05:08:47.066,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15924","","elastic_shirley_615f88397fb3","","Undefined Loc","","On-Prem",2020-09-18 16:04:55.143,2021-02-19 05:08:46.303,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15964","","frosty_goldwasser_465789dee355","","Undefined Loc","","On-Prem",2020-09-29 16:04:57.343,2021-02-19 05:08:47.780,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15892","","googledrivedowload_55ed65155aa7","","Undefined Loc","","On-Prem",2020-09-02 16:04:26.250,2021-02-19 05:08:45.130,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15952","","serene_bhabha_95e255508fcf","","Undefined Loc","","On-Prem",2020-09-29 16:04:55.933,2021-02-19 05:08:47.330,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15958","","laughing_wilson_d65dc91b9ceb","","Undefined Loc","","On-Prem",2020-09-29 16:04:56.653,2021-02-19 05:08:47.553,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15942","","relaxed_visvesvaraya_995f736f9f7b","","Undefined Loc","","On-Prem",2020-09-20 16:03:54.686,2021-02-19 05:08:46.986,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15967","","stupefied_boyd_4dd470336a1a","","Undefined Loc","","On-Prem",2020-09-30 16:04:51.763,2021-02-19 05:08:47.896,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15893","","Device42-16.16.00","","Undefined Loc","","On-Prem",2020-09-09 04:12:50.020,2021-02-19 05:08:45.166,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15948","","suspicious_montalcini_7c1f93d19680","","Undefined Loc","","On-Prem",2020-09-24 16:04:48.506,2021-02-19 05:08:47.183,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15895","","youthful_hamilton_42ca7071912c","","Undefined Loc","","On-Prem",2020-09-12 16:03:55.173,2021-02-19 05:08:45.246,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15897","","unruffled_mccarthy_80f7d5fe9a47","","Undefined Loc","","On-Prem",2020-09-12 16:03:55.390,2021-02-19 05:08:45.320,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15911","","fervent_hawking_9035ad9c4d67","","Undefined Loc","","On-Prem",2020-09-16 16:04:57.623,2021-02-19 05:08:45.826,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15961","","reverent_franklin_e9e5a27259bb","","Undefined Loc","","On-Prem",2020-09-29 16:04:57.000,2021-02-19 05:08:47.663,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15974","","naughty_goodall_dd86b3ff0f1c","","Undefined Loc","","On-Prem",2020-09-30 16:04:52.576,2021-02-19 05:08:48.166,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15954","","cranky_bose_a4a083ea7e34","","Undefined Loc","","On-Prem",2020-09-29 16:04:56.183,2021-02-19 05:08:47.406,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15981","","priceless_snyder_8b80f7fad0d7","","Undefined Loc","","On-Prem",2020-09-30 16:04:53.366,2021-02-19 05:08:48.430,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15919","","friendly_darwin_01dae3da366e","","Undefined Loc","","On-Prem",2020-09-16 16:04:58.456,2021-02-19 05:08:46.116,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15915","","peaceful_kare_9fb56c6f62ce","","Undefined Loc","","On-Prem",2020-09-16 16:04:58.046,2021-02-19 05:08:45.976,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15971","","fervent_shaw_94590136f264","","Undefined Loc","","On-Prem",2020-09-30 16:04:52.236,2021-02-19 05:08:48.053,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15947","","blissful_wilson_3628dda6af5d","","Undefined Loc","","On-Prem",2020-09-24 16:04:48.376,2021-02-19 05:08:47.143,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15894","","wizardly_bell_adba026eeb32","","Undefined Loc","","On-Prem",2020-09-12 16:03:55.053,2021-02-19 05:08:45.206,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15939","","practical_raman_b74582f32de8","","Undefined Loc","","On-Prem",2020-09-20 16:03:54.393,2021-02-19 05:08:46.876,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15980","","quirky_beaver_210a9854094e","","Undefined Loc","","On-Prem",2020-09-30 16:04:53.253,2021-02-19 05:08:48.390,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15909","","selenium-hub_ffe27e864e28","","Undefined Loc","","On-Prem",2020-09-15 16:04:56.786,2021-02-19 05:08:45.756,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15920","","selenium-hub_f60c81fd2adb","","Undefined Loc","","On-Prem",2020-09-16 16:04:58.560,2021-02-19 05:08:46.153,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15949","","hopeful_hodgkin_83b25b681d8e","","Undefined Loc","","On-Prem",2020-09-24 16:04:48.613,2021-02-19 05:08:47.220,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15969","","goofy_goodall_865ebd9c0a17","","Undefined Loc","","On-Prem",2020-09-30 16:04:52.003,2021-02-19 05:08:47.976,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15912","","hopeful_goldstine_14dc5fb50ad3","","Undefined Loc","","On-Prem",2020-09-16 16:04:57.730,2021-02-19 05:08:45.866,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15941","","practical_shannon_263aa4a0a24e","","Undefined Loc","","On-Prem",2020-09-20 16:03:54.590,2021-02-19 05:08:46.950,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15896","","practical_hypatia_69c77793c508","","Undefined Loc","","On-Prem",2020-09-12 16:03:55.283,2021-02-19 05:08:45.283,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15914","","nifty_archimedes_ba6caa0a94b6","","Undefined Loc","","On-Prem",2020-09-16 16:04:57.940,2021-02-19 05:08:45.940,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15962","","dreamy_goldwasser_f81a4442c42f","","Undefined Loc","","On-Prem",2020-09-29 16:04:57.113,2021-02-19 05:08:47.703,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15983","","wizardly_liskov_2466d3c0f4a2","","Undefined Loc","","On-Prem",2020-09-30 16:04:53.596,2021-02-19 05:08:48.506,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"15903","","keen_easley_a5c1deaa7619","","Undefined Loc","","On-Prem",2020-09-15 16:04:56.146,2021-02-19 05:08:45.536,2020-09-01 00:00:00.000,2021-03-01 00:00:00.000
"12130","","kube-proxy_38c52dbee14e","","Undefined Loc","","On-Prem",2019-10-11 22:55:06.426,2021-02-19 05:07:18.266,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12116","","2nd_0c44044ee8df","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.756,2021-02-19 05:07:17.726,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"13396","","Device42 CentOS 64-bit (VM 10.0)","","Undefined Loc","","On-Prem",2019-10-15 21:41:14.200,2021-02-19 05:07:23.366,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12063","","kubernetes-dashboard_0eca29fe2b5a","","Undefined Loc","","On-Prem",2019-10-11 22:51:05.746,2021-02-19 05:07:15.800,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12127","","nginx-ingress-controller_7875e46a2f80","","Undefined Loc","","On-Prem",2019-10-11 22:55:06.296,2021-02-19 05:07:18.153,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"13645","","ubu-ipv6-client","","Undefined Loc","","On-Prem",2019-10-15 21:42:16.550,2021-02-19 05:07:32.503,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12100","","kneeling-giraffe-worker_e8a8e813b5da","","Undefined Loc","","On-Prem",2019-10-11 22:55:04.920,2021-02-19 05:07:17.073,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12091","","kneeling-giraffe-worker_d5aee90a953e","","Undefined Loc","","On-Prem",2019-10-11 22:55:04.456,2021-02-19 05:07:16.716,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12110","","nginx-ingress-controller_eca2f6c75063","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.423,2021-02-19 05:07:17.466,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12044","","kubedns_4b2724bc7f18","","Undefined Loc","","On-Prem",2019-10-11 22:51:04.736,2021-02-19 05:07:15.046,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12107","","azure-vote-back_a6b122252818","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.293,2021-02-19 05:07:17.346,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12046","","sidecar_4ad5fb74931e","","Undefined Loc","","On-Prem",2019-10-11 22:51:04.823,2021-02-19 05:07:15.126,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12098","","tiller_c57cb48dd262","","Undefined Loc","","On-Prem",2019-10-11 22:55:04.770,2021-02-19 05:07:16.993,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12043","","heapster-nanny_d0cd13d15a76","","Undefined Loc","","On-Prem",2019-10-11 22:51:04.690,2021-02-19 05:07:15.006,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12059","","dnsmasq_77ab6650d228","","Undefined Loc","","On-Prem",2019-10-11 22:51:05.456,2021-02-19 05:07:15.643,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12106","","tunnel-front_025783616a26","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.186,2021-02-19 05:07:17.306,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12066","","metrics-server-nanny_e64508b4d921","","Undefined Loc","","On-Prem",2019-10-11 22:51:05.876,2021-02-19 05:07:15.916,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12109","","nginx-ingress-controller_eb2677e9a23f","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.380,2021-02-19 05:07:17.426,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12122","","omsagent_9e8653a32107","","Undefined Loc","","On-Prem",2019-10-11 22:55:06.020,2021-02-19 05:07:17.960,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12055","","prometheus-to-sd-exporter_c02ca7842d87","","Undefined Loc","","On-Prem",2019-10-11 22:51:05.280,2021-02-19 05:07:15.483,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12092","","coredns_ce9bc13538c3","","Undefined Loc","","On-Prem",2019-10-11 22:55:04.503,2021-02-19 05:07:16.756,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12089","","kissable-wolverine-mongodb_03105cbf0002","","Undefined Loc","","On-Prem",2019-10-11 22:55:04.356,2021-02-19 05:07:16.640,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12045","","dnsmasq_6a49db1989f6","","Undefined Loc","","On-Prem",2019-10-11 22:51:04.780,2021-02-19 05:07:15.086,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12102","","kube-proxy_7bf7e890052d","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.006,2021-02-19 05:07:17.150,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12132","","omsagent_78980505b2eb","","Undefined Loc","","On-Prem",2019-10-11 22:55:06.510,2021-02-19 05:07:18.343,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12111","","coredns_0b4c4657c0b8","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.466,2021-02-19 05:07:17.510,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12058","","kubedns_c04d6cdac278","","Undefined Loc","","On-Prem",2019-10-11 22:51:05.413,2021-02-19 05:07:15.603,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12065","","metrics-server_e61811cf8a1b","","Undefined Loc","","On-Prem",2019-10-11 22:51:05.833,2021-02-19 05:07:15.876,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12120","","kube-proxy_33ec6d6fbc40","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.930,2021-02-19 05:07:17.883,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12104","","metrics-server_11b0389ce8c6","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.096,2021-02-19 05:07:17.226,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12053","","slave_aa39991dc893","","Undefined Loc","","On-Prem",2019-10-11 22:51:05.190,2021-02-19 05:07:15.403,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12105","","omsagent_26c60b7e4597","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.143,2021-02-19 05:07:17.270,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12057","","prometheus-to-sd-exporter_33b299126bd6","","Undefined Loc","","On-Prem",2019-10-11 22:51:05.366,2021-02-19 05:07:15.563,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12035","","php-redis_a360564b00d0","","Undefined Loc","","On-Prem",2019-10-11 22:51:04.306,2021-02-19 05:07:14.693,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12099","","kneeling-giraffe-master_8d1c89f8a234","","Undefined Loc","","On-Prem",2019-10-11 22:55:04.873,2021-02-19 05:07:17.033,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12133","","tunnel-front_882bb6c0e6b1","","Undefined Loc","","On-Prem",2019-10-11 22:55:06.553,2021-02-19 05:07:18.383,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12017","","sysdig-agent_8ef707db65d4","","Undefined Loc","","On-Prem",2019-10-11 22:42:05.096,2021-02-19 05:07:13.993,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12042","","prom-to-sd_1f8a92cacce1","","Undefined Loc","","On-Prem",2019-10-11 22:51:04.643,2021-02-19 05:07:14.970,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12101","","kneeling-giraffe-zeppelin_b27171b25b4a","","Undefined Loc","","On-Prem",2019-10-11 22:55:04.963,2021-02-19 05:07:17.113,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12064","","default-http-backend_d96108949554","","Undefined Loc","","On-Prem",2019-10-11 22:51:05.790,2021-02-19 05:07:15.836,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12096","","omsagent_ba3c205d8cd3","","Undefined Loc","","On-Prem",2019-10-11 22:55:04.680,2021-02-19 05:07:16.913,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12034","","sysdig-agent_09c731ad2c84","","Undefined Loc","","On-Prem",2019-10-11 22:42:05.993,2021-02-19 05:07:14.653,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12040","","prometheus-to-sd-exporter_40f7be5862ab","","Undefined Loc","","On-Prem",2019-10-11 22:51:04.553,2021-02-19 05:07:14.890,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12126","","nginx-ingress-default-backend_1a531917b6df","","Undefined Loc","","On-Prem",2019-10-11 22:55:06.253,2021-02-19 05:07:18.116,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12051","","php-redis_336735db75ee","","Undefined Loc","","On-Prem",2019-10-11 22:51:05.096,2021-02-19 05:07:15.323,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12060","","sidecar_bc58d8a71252","","Undefined Loc","","On-Prem",2019-10-11 22:51:05.616,2021-02-19 05:07:15.680,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12093","","coredns_5a806dfb22d0","","Undefined Loc","","On-Prem",2019-10-11 22:55:04.550,2021-02-19 05:07:16.796,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"13644","","ubu-ipv6-gate","","Undefined Loc","","On-Prem",2019-10-15 21:42:16.493,2021-02-19 05:07:32.466,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12112","","kube-proxy_4012cbea004b","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.510,2021-02-19 05:07:17.563,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"13626","","Device42-16.11.00","","Undefined Loc","","On-Prem",2019-10-15 21:42:15.313,2021-02-19 05:07:31.763,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12108","","azure-vote-front_d1385bda17d3","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.336,2021-02-19 05:07:17.386,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12090","","kneeling-giraffe-worker_ce571a295429","","Undefined Loc","","On-Prem",2019-10-11 22:55:04.413,2021-02-19 05:07:16.680,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"13414","","d42-centos-gb","","Undefined Loc","","On-Prem",2019-10-15 21:41:15.230,2021-02-19 05:07:24.046,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"13311","","test_16_ovf","","Undefined Loc","","On-Prem",2019-10-15 21:41:07.973,2021-02-19 05:07:20.053,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12113","","metrics-server_d44edf3eb5c1","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.550,2021-02-19 05:07:17.610,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12114","","omsagent_8be6a4c62a44","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.593,2021-02-19 05:07:17.650,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12049","","kube-proxy_b00894870469","","Undefined Loc","","On-Prem",2019-10-11 22:51:04.953,2021-02-19 05:07:15.243,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12129","","autoscaler_c76e63e85303","","Undefined Loc","","On-Prem",2019-10-11 22:55:06.383,2021-02-19 05:07:18.230,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12062","","kube-proxy_8ead11538f03","","Undefined Loc","","On-Prem",2019-10-11 22:51:05.703,2021-02-19 05:07:15.760,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12056","","fluentd-gcp_19e812570289","","Undefined Loc","","On-Prem",2019-10-11 22:51:05.323,2021-02-19 05:07:15.523,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12128","","nginx-ingress-default-backend_c28455870733","","Undefined Loc","","On-Prem",2019-10-11 22:55:06.340,2021-02-19 05:07:18.190,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12047","","prometheus-to-sd_cffce961fd46","","Undefined Loc","","On-Prem",2019-10-11 22:51:04.866,2021-02-19 05:07:15.166,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12117","","acs-helloworld-callous-kangaroo_1a1a571c0075","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.803,2021-02-19 05:07:17.766,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12123","","tiller_5ce66865db8c","","Undefined Loc","","On-Prem",2019-10-11 22:55:06.063,2021-02-19 05:07:18.000,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12097","","omsagent_0a3a081c2370","","Undefined Loc","","On-Prem",2019-10-11 22:55:04.723,2021-02-19 05:07:16.953,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12054","","event-exporter_522076529b4b","","Undefined Loc","","On-Prem",2019-10-11 22:51:05.236,2021-02-19 05:07:15.443,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12039","","fluentd-gcp_31a2afaa1e90","","Undefined Loc","","On-Prem",2019-10-11 22:51:04.506,2021-02-19 05:07:14.850,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12131","","main_e9320bdd2cb6","","Undefined Loc","","On-Prem",2019-10-11 22:55:06.466,2021-02-19 05:07:18.306,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12019","","busybox_c5209e49e194","","Undefined Loc","","On-Prem",2019-10-11 22:42:05.220,2021-02-19 05:07:14.066,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
"12121","","omsagent_e7ee6b94419d","","Undefined Loc","","On-Prem",2019-10-11 22:55:05.973,2021-02-19 05:07:17.923,2019-10-01 00:00:00.000,2021-03-01 00:00:00.000
