CountryName,CountryCode,Date,School closures,Workplace closures,Cancelling public events,Restrictions on gathering,Public transport closures,Stay at home requirements,Internal mov't restrictions,International travel controls,Face coverings,Vaccination Policy
"Senegal","SEN",20200309,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Senegal","SEN",20200310,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Senegal","SEN",20200311,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Senegal","SEN",20200312,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Senegal","SEN",20200313,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sierra Leone","SLE",20200306,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sierra Leone","SLE",20200307,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sierra Leone","SLE",20200308,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sierra Leone","SLE",20200309,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sierra Leone","SLE",20200310,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sierra Leone","SLE",20200311,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sierra Leone","SLE",20200312,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sierra Leone","SLE",20200313,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sierra Leone","SLE",20200314,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sierra Leone","SLE",20200315,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"El Salvador","SLV",20210330,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"El Salvador","SLV",20210331,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"El Salvador","SLV",20210401,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"El Salvador","SLV",20210402,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"El Salvador","SLV",20210403,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"El Salvador","SLV",20210404,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"El Salvador","SLV",20210405,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"El Salvador","SLV",20210406,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210323,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210324,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210325,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210326,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210327,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210328,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210329,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210330,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210331,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210401,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210402,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210403,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210404,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210405,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210406,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Somalia","SOM",20200306,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Somalia","SOM",20200307,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Somalia","SOM",20200308,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Somalia","SOM",20200309,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Somalia","SOM",20200310,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Somalia","SOM",20200311,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Somalia","SOM",20200312,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Somalia","SOM",20200313,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Somalia","SOM",20210406,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Suriname","SUR",20200306,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Suriname","SUR",20200307,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Suriname","SUR",20200308,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Suriname","SUR",20200309,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Suriname","SUR",20200310,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Suriname","SUR",20200311,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Suriname","SUR",20200312,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Suriname","SUR",20210405,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Suriname","SUR",20210406,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Slovak Republic","SVK",20210405,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Slovak Republic","SVK",20210406,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Slovenia","SVN",20200306,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sweden","SWE",20200306,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sweden","SWE",20200307,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sweden","SWE",20200308,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sweden","SWE",20200309,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sweden","SWE",20200310,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sweden","SWE",20200311,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Eswatini","SWZ",20210406,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Chad","TCD",20200306,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Chad","TCD",20200307,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Togo","TGO",20200306,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Togo","TGO",20200307,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Togo","TGO",20200308,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Togo","TGO",20200309,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Togo","TGO",20200310,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Togo","TGO",20200311,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Togo","TGO",20200312,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Togo","TGO",20200313,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Togo","TGO",20200314,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Togo","TGO",20200315,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Turkmenistan","TKM",20210406,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Tonga","TON",20210406,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Trinidad and Tobago","TTO",20210330,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Trinidad and Tobago","TTO",20210331,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Trinidad and Tobago","TTO",20210401,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Trinidad and Tobago","TTO",20210402,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Trinidad and Tobago","TTO",20210403,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Trinidad and Tobago","TTO",20210404,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Trinidad and Tobago","TTO",20210405,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Trinidad and Tobago","TTO",20210406,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Taiwan","TWN",20210406,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Ukraine","UKR",20200306,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Ukraine","UKR",20200307,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Ukraine","UKR",20200308,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Ukraine","UKR",20200309,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Ukraine","UKR",20200310,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Ukraine","UKR",20200311,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Uruguay","URY",20200306,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Uruguay","URY",20200307,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Uruguay","URY",20200308,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Uruguay","URY",20200309,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Uruguay","URY",20200310,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Uruguay","URY",20200311,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Uruguay","URY",20200312,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Venezuela","VEN",20200306,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Venezuela","VEN",20200307,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Venezuela","VEN",20200308,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Venezuela","VEN",20200309,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Venezuela","VEN",20200310,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Venezuela","VEN",20200311,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"United States Virgin Islands","VIR",20200306,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"United States Virgin Islands","VIR",20200307,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"United States Virgin Islands","VIR",20200308,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"United States Virgin Islands","VIR",20200309,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"United States Virgin Islands","VIR",20200310,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"United States Virgin Islands","VIR",20200311,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"United States Virgin Islands","VIR",20200312,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"United States Virgin Islands","VIR",20200313,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"United States Virgin Islands","VIR",20200314,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"United States Virgin Islands","VIR",20200315,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"United States Virgin Islands","VIR",20200316,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"United States Virgin Islands","VIR",20200317,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"United States Virgin Islands","VIR",20210406,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Vanuatu","VUT",20210406,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Yemen","YEM",20200306,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Yemen","YEM",20200307,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Yemen","YEM",20200308,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Yemen","YEM",20200309,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Yemen","YEM",20200310,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Yemen","YEM",20200311,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Yemen","YEM",20200312,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Yemen","YEM",20200313,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Yemen","YEM",20200314,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"South Africa","ZAF",20210406,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Aruba","ABW",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Afghanistan","AFG",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Angola","AGO",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Albania","ALB",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Andorra","AND",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Argentina","ARG",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Azerbaijan","AZE",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Burundi","BDI",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Bahrain","BHR",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Bermuda","BMU",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Brazil","BRA",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Barbados","BRB",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Brunei","BRN",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Central African Republic","CAF",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Chile","CHL",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Democratic Republic of Congo","COD",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Cape Verde","CPV",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Cyprus","CYP",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Djibouti","DJI",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Algeria","DZA",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Egypt","EGY",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Gabon","GAB",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Guinea","GIN",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Guatemala","GTM",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Guam","GUM",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Guyana","GUY",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Honduras","HND",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Iraq","IRQ",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Kyrgyz Republic","KGZ",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Kiribati","KIR",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Kuwait","KWT",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Lebanon","LBN",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Libya","LBY",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Liechtenstein","LIE",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Luxembourg","LUX",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Moldova","MDA",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Madagascar","MDG",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Mali","MLI",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Mauritania","MRT",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Malaysia","MYS",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Nicaragua","NIC",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Pakistan","PAK",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Peru","PER",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Papua New Guinea","PNG",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Puerto Rico","PRI",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Palestine","PSE",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Qatar","QAT",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Russia","RUS",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Sudan","SDN",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Senegal","SEN",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"El Salvador","SLV",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"San Marino","SMR",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Somalia","SOM",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Suriname","SUR",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Slovak Republic","SVK",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Slovenia","SVN",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Eswatini","SWZ",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Chad","TCD",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Turkmenistan","TKM",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Tonga","TON",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Trinidad and Tobago","TTO",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Taiwan","TWN",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"United States Virgin Islands","VIR",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Vanuatu","VUT",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"South Africa","ZAF",20210408,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Aruba","ABW",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Afghanistan","AFG",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Angola","AGO",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Albania","ALB",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Andorra","AND",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Argentina","ARG",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Azerbaijan","AZE",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Burundi","BDI",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Bahrain","BHR",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Bermuda","BMU",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Brazil","BRA",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Barbados","BRB",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Brunei","BRN",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Central African Republic","CAF",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Chile","CHL",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Democratic Republic of Congo","COD",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Cape Verde","CPV",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Cyprus","CYP",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Djibouti","DJI",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Algeria","DZA",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Egypt","EGY",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Gabon","GAB",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Guinea","GIN",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Guatemala","GTM",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Guam","GUM",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Guyana","GUY",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Honduras","HND",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Iraq","IRQ",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Kyrgyz Republic","KGZ",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Kiribati","KIR",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Kuwait","KWT",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Lebanon","LBN",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Libya","LBY",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Liechtenstein","LIE",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Luxembourg","LUX",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Moldova","MDA",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Madagascar","MDG",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Mali","MLI",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Mauritania","MRT",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Malaysia","MYS",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Nicaragua","NIC",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Pakistan","PAK",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Peru","PER",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Papua New Guinea","PNG",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Puerto Rico","PRI",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
"Palestine","PSE",20210407,"No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No measures","No availability"
