ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
"IN10278379","NEW","","","","",
"IN10278380","NEW","","","","",
"IN10278381","NEW","","","","",
"IN10278385","NEW","","","","",
"IN10278386","NEW","","","","",
"IN10278387","NEW","","","","",
"IN10278388","NEW","","","","",
"IN10278389","NEW","","","","",
"IN10278393","NEW","","","","",
"IN10278396","NEW","","","","",
"IN10278397","NEW","","","","",
"IN10278399","NEW","","","","",
"IN10278402","NEW","","","","",
"IN10278403","NEW","","","","",
"IN10278405","NEW","","","","",
"IN10278409","NEW","","","","",
"IN10278410","NEW","","","","",
"IN10278411","NEW","","","","",
"IN10278412","NEW","","","","",
"IN10278414","NEW","","","","",
"IN10278415","NEW","","","","",
"IN10278418","NEW","","","","",
"IN10278419","NEW","","","","",
"IN10278420","NEW","","","","",
"IN10278421","NEW","","","","",
"IN10278422","NEW","","","","",
"IN10278423","NEW","","","","",
"IN10278424","NEW","","","","",
"IN10278425","NEW","","","","",
"IN10278426","NEW","","","","",
"IN10278429","NEW","","","","",
"IN10278430","NEW","","","","",
"IN10278431","NEW","","","","",
"IN10278432","NEW","","","","",
"IN10278437","NEW","","","","",
"IN10278438","NEW","","","","",
"IN10278439","NEW","","","","",
"IN10278440","NEW","","","","",
"IN10278445","NEW","","","","",
"IN10278446","NEW","","","","",
"IN10278448","NEW","","","","",
"IN10278460","NEW","","","","",
"IN10278467","NEW","","","","",
"IN10278477","NEW","","","","",
"IN10278479","NEW","","","","",
"IN10278482","NEW","","","","",
"IN10278496","NEW","","","","",
"IN10278516","NEW","","","","",
"IN10278517","NEW","","","","",
"IN10278520","NEW","","","","",
"IN10278521","NEW","","","","",
"IN10278522","NEW","","","","",
"IN10278532","NEW","","","","",
"IN10278533","NEW","","","","",
"IN10278538","NEW","","","","",
"IN10278540","NEW","","","","",
"IN10278541","NEW","","","","",
"IN10278542","NEW","","","","",
"IN10278544","NEW","","","","",
"IN10278546","NEW","","","","",
"IN10278550","NEW","","","","",
"IN10278551","NEW","","","","",
"IN10278552","NEW","","","","",
"IN10278559","NEW","","","","",
"IN10278561","NEW","","","","",
"IN10278606","NEW","","","","",
"IN10278613","NEW","","","","",
"IN10278618","NEW","","","","",
"IN10278619","NEW","","","","",
"IN10278623","NEW","","","","",
"IN10278625","NEW","","","","",
"IN10278633","NEW","","","","",
"IN10278634","NEW","","","","",
"IN10278636","NEW","","","","",
"IN10278638","NEW","","","","",
"IN10278639","NEW","","","","",
"IN10278640","NEW","","","","",
"IN10278642","NEW","","","","",
"IN10278643","NEW","","","","",
"IN10278646","NEW","","","","",
"IN10278649","NEW","","","","",
"IN10278650","NEW","","","","",
"IN10278651","NEW","","","","",
"IN10278652","NEW","","","","",
"IN10278653","NEW","","","","",
"IN10278680","NEW","","","","",
"IN10278685","NEW","","","","",
"IN10278690","NEW","","","","",
"IN10278695","NEW","","","","",
"IN10278696","NEW","","","","",
"IN10278697","NEW","","","","",
"IN10278698","NEW","","","","",
"IN10278700","NEW","","","","",
"IN10278725","NEW","","","","",
"IN10278728","NEW","","","","",
"IN10278729","NEW","","","","",
"IN10278730","NEW","","","","",
"IN10278731","NEW","","","","",
"IN10278732","NEW","","","","",
"IN10278733","NEW","","","","",
"IN10278734","NEW","","","","",
"IN10278735","NEW","","","","",
"IN10278736","NEW","","","","",
"IN10278737","NEW","","","","",
"IN10278738","NEW","","","","",
"IN10278739","NEW","","","","",
"IN10278745","NEW","","","","",
"IN10278746","NEW","","","","",
"IN10278760","NEW","","","","",
"IN10278765","NEW","","","","",
"IN10278775","NEW","","","","",
"IN10278781","NEW","","","","",
"IN10278788","NEW","","","","",
"IN10278790","NEW","","","","",
"IN10278791","NEW","","","","",
"IN10278792","NEW","","","","",
"IN10278793","NEW","","","","",
"IN10278799","NEW","","","","",
"IN10278803","NEW","","","","",
"IN10278804","NEW","","","","",
"IN10278807","NEW","","","","",
"IN10278808","NEW","","","","",
"IN10278809","NEW","","","","",
"IN10278810","NEW","","","","",
"IN10278811","NEW","","","","",
"IN10278813","NEW","","","","",
"IN10278814","NEW","","","","",
"IN10278815","NEW","","","","",
"IN10278816","NEW","","","","",
"IN10278818","NEW","","","","",
"IN10278819","NEW","","","","",
"IN10278820","NEW","","","","",
"IN10278822","NEW","","","","",
"IN10278823","NEW","","","","",
"IN10278824","NEW","","","","",
"IN10278825","NEW","","","","",
"IN10278826","NEW","","","","",
"IN10278827","NEW","","","","",
"IN10278830","NEW","","","","",
"IN10278831","NEW","","","","",
"IN10278833","NEW","","","","",
"IN10278835","NEW","","","","",
"IN10278836","NEW","","","","",
"IN10278838","NEW","","","","",
"IN10278839","NEW","","","","",
"IN10278840","NEW","","","","",
"IN10278844","NEW","","","","",
"IN10278845","NEW","","","","",
"IN10278846","NEW","","","","",
"IN10278850","NEW","","","","",
"IN10278852","NEW","","","","",
"IN10278856","NEW","","","","",
"IN10278859","NEW","","","","",
"IN10278860","NEW","","","","",
"IN10278861","NEW","","","","",
"IN10278862","NEW","","","","",
"IN10278864","NEW","","","","",
"IN10278865","NEW","","","","",
"IN10278866","NEW","","","","",
"IN10278870","NEW","","","","",
"IN10278871","NEW","","","","",
"IN10278875","NEW","","","","",
"IN10278878","NEW","","","","",
"IN10278883","NEW","","","","",
"IN10278884","NEW","","","","",
"IN10278887","NEW","","","","",
"IN10278890","NEW","","","","",
"IN10278895","NEW","","","","",
"IN10278899","NEW","","","","",
"IN10278900","NEW","","","","",
"IN10278901","NEW","","","","",
"IN10278902","NEW","","","","",
"IN10278903","NEW","","","","",
"IN10278909","NEW","","","","",
"IN10278910","NEW","","","","",
"IN10278912","NEW","","","","",
"IN10278913","NEW","","","","",
"IN10278914","NEW","","","","",
"IN10278915","NEW","","","","",
"IN10278916","NEW","","","","",
"IN10278917","NEW","","","","",
"IN10278920","NEW","","","","",
"IN10278922","NEW","","","","",
"IN10278923","NEW","","","","",
"IN10278924","NEW","","","","",
"IN10278925","NEW","","","","",
"IN10278926","NEW","","","","",
"IN10278927","NEW","","","","",
"IN10278928","NEW","","","","",
"IN10278929","NEW","","","","",
"IN10278932","NEW","","","","",
"IN10278936","NEW","","","","",
"IN10278937","NEW","","","","",
"IN10278939","NEW","","","","",
"IN10278941","NEW","","","","",
"IN10278942","NEW","","","","",
"IN10278944","NEW","","","","",
"IN10278946","NEW","","","","",
"IN10278947","NEW","","","","",
"IN10278952","NEW","","","","",
"IN10278953","NEW","","","","",
"IN10278954","NEW","","","","",
"IN10278955","NEW","","","","",
"IN10278957","NEW","","","","",
"IN10278958","NEW","","","","",
"IN10278960","NEW","","","","",
"IN10278962","NEW","","","","",
"IN10278965","NEW","","","","",
"IN10278966","NEW","","","","",
"IN10278967","NEW","","","","",
"IN10278969","NEW","","","","",
"IN10278972","NEW","","","","",
"IN10278973","NEW","","","","",
"IN10278974","NEW","","","","",
"IN10278977","NEW","","","","",
"IN10278978","NEW","","","","",
"IN10278979","NEW","","","","",
"IN10278980","NEW","","","","",
"IN10278981","NEW","","","","",
"IN10278984","NEW","","","","",
"IN10278986","NEW","","","","",
"IN10278987","NEW","","","","",
"IN10278989","NEW","","","","",
"IN10278990","NEW","","","","",
"IN10278993","NEW","","","","",
"IN10279000","NEW","","","","",
"IN10279014","NEW","","","","",
"IN10279015","NEW","","","","",
"IN10279020","NEW","","","","",
"IN10279021","NEW","","","","",
"IN10279022","NEW","","","","",
"IN10279024","NEW","","","","",
"IN10279025","NEW","","","","",
"IN10279026","NEW","","","","",
"IN10279027","NEW","","","","",
"IN10279029","NEW","","","","",
"IN10279030","NEW","","","","",
"IN10279031","NEW","","","","",
"IN10279033","NEW","","","","",
"IN10279037","NEW","","","","",
"IN10279038","NEW","","","","",
"IN10279039","NEW","","","","",
"IN10279041","NEW","","","","",
"IN10279043","NEW","","","","",
"IN10279044","NEW","","","","",
"IN10279047","NEW","","","","",
"IN10279050","NEW","","","","",
"IN10279051","NEW","","","","",
"IN10279053","NEW","","","","",
"IN10279054","NEW","","","","",
"IN10279055","NEW","","","","",
"IN10279059","NEW","","","","",
"IN10279062","NEW","","","","",
"IN10279064","NEW","","","","",
"IN10279065","NEW","","","","",
"IN10279068","NEW","","","","",
"IN10279069","NEW","","","","",
"IN10279070","NEW","","","","",
"IN10279071","NEW","","","","",
"IN10279073","NEW","","","","",
"IN10279075","NEW","","","","",
"IN10279076","NEW","","","","",
"IN10279077","NEW","","","","",
"IN10279078","NEW","","","","",
"IN10279079","NEW","","","","",
"IN10279083","NEW","","","","",
"IN10279084","NEW","","","","",
"IN10279085","NEW","","","","",
"IN10279086","NEW","","","","",
"IN10279087","NEW","","","","",
"IN10279089","NEW","","","","",
"IN10279090","NEW","","","","",
"IN10279091","NEW","","","","",
"IN10279093","NEW","","","","",
"IN10279094","NEW","","","","",
"IN10279095","NEW","","","","",
"IN10279099","NEW","","","","",
"IN10279100","NEW","","","","",
"IN10279104","NEW","","","","",
"IN10279109","NEW","","","","",
"IN10279111","NEW","","","","",
"IN10279112","NEW","","","","",
"IN10279113","NEW","","","","",
"IN10279114","NEW","","","","",
"IN10279115","NEW","","","","",
"IN10279116","NEW","","","","",
"IN10279117","NEW","","","","",
"IN10279118","NEW","","","","",
"IN10279120","NEW","","","","",
"IN10279121","NEW","","","","",
"IN10279122","NEW","","","","",
"IN10279124","NEW","","","","",
"IN10279126","NEW","","","","",
"IN10279129","NEW","","","","",
"IN10279130","NEW","","","","",
"IN10279131","NEW","","","","",
"IN10279132","NEW","","","","",
"IN10279134","NEW","","","","",
"IN10279136","NEW","","","","",
"IN10279137","NEW","","","","",
"IN10279138","NEW","","","","",
"IN10279139","NEW","","","","",
"IN10279140","NEW","","","","",
"IN10279141","NEW","","","","",
"IN10279142","NEW","","","","",
"IN10279143","NEW","","","","",
"IN10279145","NEW","","","","",
"IN10279147","NEW","","","","",
"IN10279149","NEW","","","","",
"IN10279153","NEW","","","","",
"IN10279156","NEW","","","","",
"IN10279161","NEW","","","","",
"IN10279164","NEW","","","","",
"IN10279165","NEW","","","","",
"IN10279166","NEW","","","","",
"IN10279167","NEW","","","","",
"IN10279168","NEW","","","","",
"IN10279169","NEW","","","","",
"IN10279170","NEW","","","","",
"IN10279171","NEW","","","","",
"IN10279174","NEW","","","","",
"IN10279176","NEW","","","","",
"IN10279179","NEW","","","","",
"IN10279182","NEW","","","","",
"IN10279185","NEW","","","","",
"IN10279186","NEW","","","","",
"IN10279187","NEW","","","","",
"IN10279189","NEW","","","","",
"IN10279190","NEW","","","","",
"IN10279191","NEW","","","","",
"IN10279192","NEW","","","","",
"IN10279193","NEW","","","","",
"IN10279194","NEW","","","","",
"IN10279195","NEW","","","","",
"IN10279197","NEW","","","","",
"IN10279198","NEW","","","","",
"IN10279199","NEW","","","","",
"IN10279200","NEW","","","","",
"IN10279201","NEW","","","","",
"IN10279203","NEW","","","","",
"IN10279206","NEW","","","","",
"IN10279207","NEW","","","","",
"IN10279208","NEW","","","","",
"IN10279209","NEW","","","","",
"IN10279210","NEW","","","","",
"IN10279211","NEW","","","","",
"IN10279216","NEW","","","","",
"IN10279217","NEW","","","","",
"IN10279218","NEW","","","","",
"IN10279221","NEW","","","","",
"IN10279223","NEW","","","","",
"IN10279224","NEW","","","","",
"IN10279225","NEW","","","","",
"IN10279246","NEW","","","","",
"IN10279249","NEW","","","","",
"IN10279250","NEW","","","","",
"IN10279253","NEW","","","","",
"IN10279254","NEW","","","","",
"IN10279255","NEW","","","","",
"IN10279256","NEW","","","","",
"IN10279258","NEW","","","","",
"IN10279260","NEW","","","","",
"IN10279261","NEW","","","","",
"IN10279262","NEW","","","","",
"IN10279263","NEW","","","","",
"IN10279265","NEW","","","","",
"IN10279267","NEW","","","","",
"IN10279268","NEW","","","","",
"IN10279269","NEW","","","","",
"IN10279270","NEW","","","","",
"IN10279272","NEW","","","","",
"IN10279273","NEW","","","","",
"IN10279275","NEW","","","","",
"IN10279277","NEW","","","","",
"IN10279279","NEW","","","","",
"IN10279281","NEW","","","","",
"IN10279282","NEW","","","","",
"IN10279283","NEW","","","","",
"IN10279284","NEW","","","","",
"IN10279285","NEW","","","","",
"IN10279287","NEW","","","","",
"IN10279288","NEW","","","","",
"IN10279289","NEW","","","","",
"IN10279290","NEW","","","","",
"IN10279291","NEW","","","","",
"IN10279292","NEW","","","","",
"IN10279293","NEW","","","","",
"IN10279295","NEW","","","","",
"IN10279296","NEW","","","","",
"IN10279297","NEW","","","","",
"IN10279298","NEW","","","","",
"IN10279299","NEW","","","","",
"IN10279300","NEW","","","","",
"IN10279301","NEW","","","","",
"IN10279302","NEW","","","","",
"IN10279303","NEW","","","","",
"IN10279304","NEW","","","","",
"IN10279305","NEW","","","","",
"IN10279306","NEW","","","","",
"IN10279308","NEW","","","","",
"IN10279309","NEW","","","","",
"IN10279310","NEW","","","","",
"IN10279313","NEW","","","","",
"IN10279314","NEW","","","","",
"IN10279315","NEW","","","","",
"IN10279317","NEW","","","","",
"IN10279318","NEW","","","","",
"IN10279320","NEW","","","","",
"IN10279321","NEW","","","","",
"IN10279322","NEW","","","","",
"IN10279323","NEW","","","","",
"IN10279324","NEW","","","","",
"IN10279326","NEW","","","","",
"IN10279329","NEW","","","","",
"IN10279330","NEW","","","","",
"IN10279333","NEW","","","","",
"IN10279334","NEW","","","","",
"IN10279337","NEW","","","","",
"IN10279338","NEW","","","","",
"IN10279339","NEW","","","","",
"IN10279341","NEW","","","","",
"IN10279343","NEW","","","","",
"IN10279348","NEW","","","","",
"IN10279350","NEW","","","","",
"IN10279351","NEW","","","","",
"IN10279352","NEW","","","","",
"IN10279353","NEW","","","","",
"IN10279354","NEW","","","","",
"IN10279355","NEW","","","","",
"IN10279356","NEW","","","","",
"IN10279357","NEW","","","","",
"IN10279358","NEW","","","","",
"IN10279359","NEW","","","","",
"IN10279360","NEW","","","","",
"IN10279361","NEW","","","","",
"IN10279378","NEW","","","","",
"IN10279379","NEW","","","","",
"IN10279381","NEW","","","","",
"IN10279383","NEW","","","","",
"IN10279384","NEW","","","","",
"IN10279385","NEW","","","","",
"IN10279386","NEW","","","","",
"IN10279388","NEW","","","","",
"IN10279389","NEW","","","","",
"IN10279390","NEW","","","","",
"IN10279392","NEW","","","","",
"IN10279393","NEW","","","","",
"IN10279394","NEW","","","","",
"IN10279398","NEW","","","","",
"IN10279402","NEW","","","","",
"IN10279403","NEW","","","","",
"IN10279405","NEW","","","","",
"IN10279406","NEW","","","","",
"IN10279409","NEW","","","","",
"IN10279410","NEW","","","","",
"IN10279414","NEW","","","","",
"IN10279416","NEW","","","","",
"IN10279417","NEW","","","","",
"IN10279421","NEW","","","","",
"IN10279424","NEW","","","","",
"IN10279425","NEW","","","","",
"IN10279428","NEW","","","","",
"IN10279429","NEW","","","","",
"IN10279430","NEW","","","","",
"IN10279431","NEW","","","","",
"IN10279432","NEW","","","","",
"IN10279433","NEW","","","","",
"IN10279436","NEW","","","","",
"IN10279437","NEW","","","","",
"IN10279438","NEW","","","","",
"IN10279439","NEW","","","","",
"IN10279443","NEW","","","","",
"IN10279445","NEW","","","","",
"IN10279446","NEW","","","","",
"IN10279448","NEW","","","","",
"IN10279449","NEW","","","","",
"IN10279450","NEW","","","","",
"IN10279451","NEW","","","","",
"IN10279452","NEW","","","","",
"IN10279453","NEW","","","","",
"IN10279457","NEW","","","","",
"IN10279458","NEW","","","","",
"IN10279459","NEW","","","","",
"IN10279460","NEW","","","","",
"IN10279461","NEW","","","","",
"IN10279462","NEW","","","","",
"IN10279464","NEW","","","","",
"IN10279466","NEW","","","","",
"IN10279468","NEW","","","","",
"IN10279469","NEW","","","","",
"IN10279470","NEW","","","","",
"IN10279471","NEW","","","","",
"IN10279474","NEW","","","","",
"IN10279475","NEW","","","","",
"IN10279477","NEW","","","","",
"IN10279478","NEW","","","","",
"IN10279479","NEW","","","","",
"IN10279480","NEW","","","","",
"IN10279481","NEW","","","","",
"IN10279482","NEW","","","","",
"IN10279483","NEW","","","","",
"IN10279485","NEW","","","","",
"IN10279486","NEW","","","","",
"IN10279488","NEW","","","","",
"IN10279489","NEW","","","","",
"IN10279490","NEW","","","","",
"IN10279493","NEW","","","","",
"IN10279494","NEW","","","","",
"IN10279495","NEW","","","","",
"IN10279496","NEW","","","","",
"IN10279522","NEW","","","","",
"IN10279523","NEW","","","","",
"IN10279526","NEW","","","","",
"IN10279528","NEW","","","","",
"IN10279529","NEW","","","","",
"IN10279530","NEW","","","","",
"IN10279531","NEW","","","","",
"IN10279534","NEW","","","","",
"IN10279535","NEW","","","","",
"IN10279537","NEW","","","","",
"IN10279541","NEW","","","","",
"IN10279544","NEW","","","","",
"IN10279545","NEW","","","","",
"IN10279547","NEW","","","","",
"IN10279549","NEW","","","","",
"IN10279554","NEW","","","","",
"IN10279555","NEW","","","","",
"IN10279558","NEW","","","","",
"IN10279559","NEW","","","","",
"IN10279560","NEW","","","","",
"IN10279563","NEW","","","","",
"IN10279564","NEW","","","","",
"IN10279565","NEW","","","","",
"IN10279566","NEW","","","","",
"IN10279569","NEW","","","","",
"IN10279570","NEW","","","","",
"IN10279573","NEW","","","","",
"IN10279574","NEW","","","","",
"IN10279578","NEW","","","","",
"IN10279582","NEW","","","","",
"IN10279583","NEW","","","","",
"IN10279586","NEW","","","","",
"IN10279587","NEW","","","","",
"IN10279593","NEW","","","","",
"IN10279595","NEW","","","","",
"IN10279596","NEW","","","","",
"IN10279597","NEW","","","","",
"IN10279598","NEW","","","","",
"IN10279599","NEW","","","","",
"IN10279600","NEW","","","","",
"IN10279602","NEW","","","","",
"IN10279603","NEW","","","","",
"IN10279604","NEW","","","","",
"IN10279605","NEW","","","","",
"IN10279607","NEW","","","","",
"IN10279609","NEW","","","","",
"IN10279610","NEW","","","","",
"IN10279611","NEW","","","","",
"IN10279612","NEW","","","","",
"IN10279613","NEW","","","","",
"IN10279617","NEW","","","","",
"IN10279618","NEW","","","","",
"IN10279619","NEW","","","","",
"IN10279620","NEW","","","","",
"IN10279621","NEW","","","","",
"IN10279622","NEW","","","","",
"IN10279624","NEW","","","","",
"IN10279625","NEW","","","","",
"IN10279628","NEW","","","","",
"IN10279630","NEW","","","","",
"IN10279632","NEW","","","","",
"IN10279633","NEW","","","","",
"IN10279636","NEW","","","","",
"IN10279650","NEW","","","","",
"IN10279654","NEW","","","","",
"IN10279659","NEW","","","","",
"IN10279660","NEW","","","","",
"IN10279661","NEW","","","","",
"IN10279663","NEW","","","","",
"IN10279670","NEW","","","","",
"IN10279671","NEW","","","","",
"IN10279672","NEW","","","","",
"IN10279690","NEW","","","","",
"IN10279691","NEW","","","","",
"IN10279692","NEW","","","","",
"IN10279696","NEW","","","","",
"IN10279700","NEW","","","","",
"IN10279702","NEW","","","","",
"IN10279703","NEW","","","","",
"IN10279704","NEW","","","","",
"IN10279707","NEW","","","","",
"IN10279709","NEW","","","","",
"IN10279720","NEW","","","","",
"IN10279721","NEW","","","","",
"IN10279729","NEW","","","","",
"IN10279730","NEW","","","","",
"IN10279736","NEW","","","","",
"IN10279743","NEW","","","","",
"IN10279763","NEW","","","","",
"IN10279768","NEW","","","","",
"IN10279784","NEW","","","","",
"IN10279786","NEW","","","","",
"IN10279787","NEW","","","","",
"IN10279788","NEW","","","","",
"IN10279790","NEW","","","","",
"IN10279792","NEW","","","","",
"IN10279800","NEW","","","","",
"IN10279801","NEW","","","","",
"IN10279802","NEW","","","","",
"IN10279803","NEW","","","","",
"IN10279804","NEW","","","","",
"IN10279806","NEW","","","","",
"IN10279807","NEW","","","","",
"IN10279811","NEW","","","","",
"IN10279812","NEW","","","","",
"IN10279813","NEW","","","","",
"IN10279815","NEW","","","","",
"IN10279816","NEW","","","","",
"IN10279817","NEW","","","","",
"IN10279818","NEW","","","","",
"IN10279820","NEW","","","","",
"IN10279822","NEW","","","","",
"IN10279823","NEW","","","","",
"IN10279824","NEW","","","","",
"IN10279825","NEW","","","","",
"IN10279826","NEW","","","","",
"IN10279831","NEW","","","","",
"IN10279833","NEW","","","","",
"IN10279836","NEW","","","","",
"IN10279837","NEW","","","","",
"IN10279838","NEW","","","","",
"IN10279839","NEW","","","","",
"IN10279841","NEW","","","","",
"IN10279842","NEW","","","","",
"IN10279843","NEW","","","","",
"IN10279844","NEW","","","","",
"IN10279845","NEW","","","","",
"IN10279847","NEW","","","","",
"IN10279848","NEW","","","","",
"IN10279849","NEW","","","","",
"IN10279850","NEW","","","","",
"IN10279851","NEW","","","","",
"IN10279852","NEW","","","","",
"IN10279854","NEW","","","","",
"IN10279856","NEW","","","","",
"IN10279857","NEW","","","","",
"IN10279858","NEW","","","","",
"IN10279861","NEW","","","","",
"IN10279862","NEW","","","","",
"IN10279865","NEW","","","","",
"IN10279867","NEW","","","","",
"IN10279869","NEW","","","","",
"IN10279870","NEW","","","","",
"IN10279872","NEW","","","","",
"IN10279874","NEW","","","","",
"IN10279875","NEW","","","","",
"IN10279876","NEW","","","","",
"IN10279877","NEW","","","","",
"IN10279878","NEW","","","","",
"IN10279879","NEW","","","","",
"IN10279880","NEW","","","","",
"IN10279881","NEW","","","","",
"IN10279882","NEW","","","","",
"IN10279883","NEW","","","","",
"IN10279885","NEW","","","","",
"IN10279886","NEW","","","","",
"IN10279888","NEW","","","","",
"IN10279889","NEW","","","","",
"IN10279890","NEW","","","","",
"IN10279891","NEW","","","","",
"IN10279892","NEW","","","","",
"IN10279893","NEW","","","","",
"IN10279894","NEW","","","","",
"IN10279896","NEW","","","","",
"IN10279897","NEW","","","","",
"IN10279898","NEW","","","","",
"IN10279899","NEW","","","","",
"IN10279901","NEW","","","","",
"IN10279902","NEW","","","","",
"IN10279903","NEW","","","","",
"IN10279904","NEW","","","","",
"IN10279906","NEW","","","","",
"IN10279907","NEW","","","","",
"IN10279908","NEW","","","","",
"IN10279909","NEW","","","","",
"IN10279910","NEW","","","","",
"IN10279911","NEW","","","","",
"IN10279912","NEW","","","","",
"IN10279913","NEW","","","","",
"IN10279915","NEW","","","","",
"IN10279916","NEW","","","","",
"IN10279917","NEW","","","","",
"IN10279918","NEW","","","","",
"IN10279919","NEW","","","","",
"IN10279920","NEW","","","","",
"IN10279921","NEW","","","","",
"IN10279922","NEW","","","","",
"IN10279923","NEW","","","","",
"IN10279924","NEW","","","","",
"IN10279925","NEW","","","","",
"IN10279928","NEW","","","","",
"IN10279929","NEW","","","","",
"IN10279932","NEW","","","","",
"IN10279933","NEW","","","","",
"IN10279934","NEW","","","","",
"IN10279935","NEW","","","","",
"IN10279936","NEW","","","","",
"IN10279941","NEW","","","","",
"IN10279944","NEW","","","","",
"IN10279945","NEW","","","","",
"IN10279947","NEW","","","","",
"IN10279951","NEW","","","","",
"IN10279952","NEW","","","","",
"IN10279953","NEW","","","","",
"IN10279954","NEW","","","","",
"IN10279955","NEW","","","","",
"IN10279957","NEW","","","","",
"IN10279958","NEW","","","","",
"IN10279961","NEW","","","","",
"IN10279962","NEW","","","","",
"IN10279965","NEW","","","","",
"IN10279966","NEW","","","","",
"IN10279967","NEW","","","","",
"IN10279968","NEW","","","","",
"IN10279970","NEW","","","","",
"IN10279971","NEW","","","","",
"IN10279974","NEW","","","","",
"IN10279975","NEW","","","","",
"IN10279976","NEW","","","","",
"IN10279977","NEW","","","","",
"IN10279980","NEW","","","","",
"IN10279981","NEW","","","","",
"IN10279982","NEW","","","","",
"IN10279983","NEW","","","","",
"IN10279985","NEW","","","","",
"IN10279986","NEW","","","","",
"IN10279987","NEW","","","","",
"IN10279988","NEW","","","","",
"IN10279989","NEW","","","","",
"IN10279990","NEW","","","","",
"IN10279992","NEW","","","","",
"IN10279994","NEW","","","","",
"IN10279995","NEW","","","","",
"IN10279996","NEW","","","","",
"IN10279997","NEW","","","","",
"IN10279999","NEW","","","","",
"IN10280000","NEW","","","","",
"IN10280001","NEW","","","","",
"IN10280002","NEW","","","","",
"IN10280003","NEW","","","","",
"IN10280006","NEW","","","","",
"IN10280014","NEW","","","","",
"IN10280015","NEW","","","","",
"IN10280016","NEW","","","","",
"IN10280017","NEW","","","","",
"IN10280020","NEW","","","","",
"IN10280021","NEW","","","","",
"IN10280033","NEW","","","","",
"IN10280042","NEW","","","","",
"IN10280043","NEW","","","","",
"IN10280044","NEW","","","","",
"IN10280046","NEW","","","","",
"IN10280048","NEW","","","","",
"IN10280050","NEW","","","","",
"IN10280051","NEW","","","","",
"IN10280052","NEW","","","","",
"IN10280054","NEW","","","","",
"IN10280055","NEW","","","","",
"IN10280056","NEW","","","","",
"IN10280059","NEW","","","","",
"IN10280060","NEW","","","","",
"IN10280061","NEW","","","","",
"IN10280062","NEW","","","","",
"IN10280063","NEW","","","","",
"IN10280064","NEW","","","","",
"IN10280065","NEW","","","","",
"IN10280067","NEW","","","","",
"IN10280071","NEW","","","","",
"IN10280073","NEW","","","","",
"IN10280074","NEW","","","","",
"IN10280075","NEW","","","","",
"IN10280076","NEW","","","","",
"IN10280077","NEW","","","","",
"IN10280078","NEW","","","","",
"IN10280080","NEW","","","","",
"IN10280084","NEW","","","","",
"IN10280085","NEW","","","","",
"IN10280086","NEW","","","","",
"IN10280088","NEW","","","","",
"IN10280091","NEW","","","","",
"IN10280092","NEW","","","","",
"IN10280093","NEW","","","","",
"IN10280094","NEW","","","","",
"IN10280098","NEW","","","","",
"IN10280101","NEW","","","","",
"IN10280104","NEW","","","","",
"IN10280105","NEW","","","","",
"IN10280107","NEW","","","","",
"IN10280108","NEW","","","","",
"IN10280110","NEW","","","","",
"IN10280112","NEW","","","","",
"IN10280114","NEW","","","","",
"IN10280116","NEW","","","","",
"IN10280119","NEW","","","","",
"IN10280122","NEW","","","","",
"IN10280123","NEW","","","","",
"IN10280124","NEW","","","","",
"IN10280125","NEW","","","","",
"IN10280131","NEW","","","","",
"IN10280132","NEW","","","","",
"IN10280135","NEW","","","","",
"IN10280136","NEW","","","","",
"IN10280138","NEW","","","","",
"IN10280140","NEW","","","","",
"IN10280146","NEW","","","","",
"IN10280150","NEW","","","","",
"IN10280151","NEW","","","","",
"IN10280152","NEW","","","","",
"IN10280153","NEW","","","","",
"IN10280155","NEW","","","","",
"IN10280156","NEW","","","","",
"IN10280157","NEW","","","","",
"IN10280158","NEW","","","","",
"IN10280159","NEW","","","","",
"IN10280160","NEW","","","","",
"IN10280163","NEW","","","","",
"IN10280164","NEW","","","","",
"IN10280165","NEW","","","","",
"IN10280166","NEW","","","","",
"IN10280167","NEW","","","","",
"IN10280168","NEW","","","","",
"IN10280169","NEW","","","","",
"IN10280170","NEW","","","","",
"IN10280171","NEW","","","","",
"IN10280172","NEW","","","","",
"IN10280173","NEW","","","","",
"IN10280174","NEW","","","","",
"IN10280175","NEW","","","","",
"IN10280176","NEW","","","","",
"IN10280177","NEW","","","","",
"IN10280178","NEW","","","","",
"IN10280179","NEW","","","","",
"IN10280180","NEW","","","","",
"IN10280181","NEW","","","","",
"IN10280182","NEW","","","","",
"IN10280184","NEW","","","","",
"IN10280186","NEW","","","","",
"IN10280187","NEW","","","","",
"IN10280188","NEW","","","","",
"IN10280189","NEW","","","","",
"IN10280191","NEW","","","","",
"IN10280194","NEW","","","","",
"IN10280197","NEW","","","","",
"IN10280198","NEW","","","","",
"IN10280200","NEW","","","","",
"IN10280201","NEW","","","","",
"IN10280202","NEW","","","","",
"IN10280203","NEW","","","","",
"IN10280207","NEW","","","","",
"IN10280208","NEW","","","","",
"IN10280209","NEW","","","","",
"IN10280210","NEW","","","","",
"IN10280212","NEW","","","","",
"IN10280213","NEW","","","","",
"IN10280215","NEW","","","","",
"IN10280218","NEW","","","","",
"IN10280219","NEW","","","","",
"IN10280221","NEW","","","","",
"IN10280224","NEW","","","","",
"IN10280226","NEW","","","","",
