screen_name,description,followers_count,user_id,name,profile_image_url,statuses_count,profile_url,location
"PowerBITips","Hi from https://t.co/VAlL3TwPzH. We Love Power BI because it is a game changer for companies. Follow our channel to stay current on all our new articles, tips and tricks.",8701,"777007441707925504","PowerBI.Tips","http://pbs.twimg.com/profile_images/1114555903683039233/udO-OZPO_normal.png",1081,"https://twitter.com/PowerBITips","Wisconsin, USA"
"PalomasAntonio","Business Intelligence | Power BI Solution Architect  | Power BI Specialist |
 #PowerBI",87,"871827113149706241","Antonio Palomas","http://pbs.twimg.com/profile_images/967397908302782466/1vwmyzC6_normal.jpg",1825,"https://twitter.com/PalomasAntonio","Sao Paulo, Brazil"
"amitchandak78","Chief Analytics Officer, Kanerika, A AI/BI company. SuperUser Power BI Community. AI/ML, Business Intelligence Professional, Guide, Mentor at B-School.",238,"137042003","Amit Chandak","http://pbs.twimg.com/profile_images/1291696179269390336/SZEMLBPh_normal.jpg",554,"https://twitter.com/amitchandak78","Hyderabad, India"
"maikelson","#Immigrant 🇨🇱, ⚽, 🏒 , father of 3 🌪 , 🏭  + 🌩 eng, Berkeley MBA 11', data junkie, 🎤 , @MSPowerBI #MSFTEmployee and ent fan. Eng/Esp He/him/his  #ADHD #IBD",1324,"31039515","Miguel Martínez 🧢✌️🇨🇱 #BLM","http://pbs.twimg.com/profile_images/1316471913321951232/2Ub_rudo_normal.jpg",11176,"https://twitter.com/maikelson","Redmond, WA"
"ruthpozuelo","Owner of @CurbalEN and Microsoft MVP Data Platform.

#PowerBI YouTube channel: https://t.co/X8FV3WQ8ss",2374,"116196785","Ruth Pozuelo Mtnez","http://pbs.twimg.com/profile_images/699722880335085569/Hm7QX1kx_normal.png",2391,"https://twitter.com/ruthpozuelo","Stockholm, Sweden"
"thepowerbiqueen","Business Intelligence Administration | Data Strategist | Power BI Queen 👑",791,"864261905392824320","DeNisha Malone","http://pbs.twimg.com/profile_images/1284166748502142976/QBaBvfyo_normal.jpg",377,"https://twitter.com/thepowerbiqueen","Texas, USA"
"dhawalmehta","Hungry 2 Learn",151,"55616670","Dhawal Mehta (ધવલ મેહતા)","http://pbs.twimg.com/profile_images/1138154898669920256/4WcPtnwb_normal.jpg",1136,"https://twitter.com/dhawalmehta","New Jearsy, US"
"mllopis","Principal Program Manager Lead for Microsoft Power Query, M language and Dataflows",3031,"11922712","Miguel Llopis","http://pbs.twimg.com/profile_images/1193504332945219584/y4l8Bgz2_normal.jpg",792,"https://twitter.com/mllopis","Bothell, WA"
"leJuan5150","Solution Developer | O365 | Dynamics 365 | Power Apps | Power Automate | Power BI | Azure Serverless",510,"26389843","John Paddington","http://pbs.twimg.com/profile_images/988557649309458432/tCvC-p40_normal.jpg",2954,"https://twitter.com/leJuan5150","Calgary, Alberta"
"dreamshipper","IT man turned to Airline Sales man to deliver the best. Fiercely enthusiastic; I can simply get things done by timeline. Happy father of a sweet Daughter!",140,"30501222","Md Minhazul Islam","http://pbs.twimg.com/profile_images/1350898394135334912/BGBQ4pbm_normal.jpg",11219,"https://twitter.com/dreamshipper","Dhaka, Bangladesh"
"resing","Content design including UX writing @Microsoft. @Spurs fan. lucky 🍀 partner of @kresing Learning about diversity and inclusion. Working on antiracist action.",7273,"14173377","Tom Resing - Microsoft Viva and SharePoint Syntex!","http://pbs.twimg.com/profile_images/1363168874120712192/gIhqtzQD_normal.jpg",46776,"https://twitter.com/resing","Redmond, WA"
"MrsLUU1","Former IT Business  Analyst | Data Analytics Enthusiast",53,"1079420751063724032","Lynda","http://pbs.twimg.com/profile_images/1362406589718818818/vXvircco_normal.jpg",95,"https://twitter.com/MrsLUU1","Abuja, Nigeria"
"TechmindsGroup","Microsoft Partner and IT Services Firm in Rochelle Park, NJ. Follow us for info. or visit us at https://t.co/4Wp0wm99bB",68,"387774051","Techminds Group Llc","http://pbs.twimg.com/profile_images/775056713355497472/B_lqU0B3_normal.jpg",1117,"https://twitter.com/TechmindsGroup","Rochelle Park, NJ"
"anselmojg","Global Supply Chain / Analytics Advisor at Eli Lilly & Co.... Now leading the adoption of PowerBI among a 'trillion' other things...",88,"97876586","Anselmo Gomez","http://pbs.twimg.com/profile_images/1060667268688961536/QAQSce6g_normal.jpg",111,"https://twitter.com/anselmojg","Community of Madrid, Spain"
"BaXaadim","#StatisticianEngineer | #ActeurInclusionFinancière |  
              #Philosophie: S'instruire pour mieux servir 🙂",1657,"763354509515059200","Xaadim","http://pbs.twimg.com/profile_images/1328826284445749250/RzGzwNFL_normal.jpg",15131,"https://twitter.com/BaXaadim","From Saloum, Senegal 🇸🇳"
"ambynet","Business Intelligence Consultant | MS Power BI Partner | Data Platform MVP | LinkedIn Learning Trainer | ITWoman",2092,"105467500","Ana María Bisbé York","http://pbs.twimg.com/profile_images/1202135700327546881/ZybmPpj9_normal.jpg",15864,"https://twitter.com/ambynet","Alcobendas, Spain"
"franmullor","#MVP Microsoft. Esta cuenta es, sobre todo, Betis y algo de Power BI. Cuando un tonto coge una linde, la linde se acaba y el tonto sigue",292,"522591746","Francisco Mullor","http://pbs.twimg.com/profile_images/1119284987373731840/LnSp4MPq_normal.jpg",2523,"https://twitter.com/franmullor","Madrid, Comunidad de Madrid"
"vinaypugalia","A .net, SQL, SSAS, SSIS, SSRS & power BI geek always looking forward to be inline with the upcoming change in the technologies",53,"383201198","vinay pugalia","http://pbs.twimg.com/profile_images/1260478079954231297/9M0iBrI5_normal.jpg",112,"https://twitter.com/vinaypugalia","Surat, India"
"resemblesystems","Founded in 2010, Resemble Systems is a leading software consulting firm offering Digital Transformations solutions and value added in house developed Products.",65,"282997689","Resemble Systems","http://pbs.twimg.com/profile_images/1264258719958945792/BmOn3Doz_normal.jpg",982,"https://twitter.com/resemblesystems","Dubai, United Arab Emirates"
"webzworldcloud","Empowering STARTUPS with everything they need in TECHNOLOGY.
Premium Partners for Google, AWS, DELL, ESCAN, Rediff....",80,"3004883072","Webzworld","http://pbs.twimg.com/profile_images/1271776721298022400/Xgl5MmyY_normal.jpg",522,"https://twitter.com/webzworldcloud","Mumbai, India"
"VMuraliKRaju","TOGAF Certified Architect -  DW, Bigdata,Analytics, Datascience,IOT,Cloud -  Azure, AWS & GCP Cloud. Opinions are my own and do not represent my employer.",1495,"1628349403","Murali Krishna","http://pbs.twimg.com/profile_images/898911848942010368/GYw5qVEn_normal.jpg",34144,"https://twitter.com/VMuraliKRaju","Hyderabad, India"
"KrishnaShp","Business APPS MVP, Power Platform architect #publicspeaker #migrationexpert #Blogger #Trainer #Youtuber . A certified Office 365 admin",602,"961279209137102848","Krishna Vandanapu #MVP Power Apps & Automate","http://pbs.twimg.com/profile_images/1322968311521595404/PUDyFxSb_normal.jpg",2733,"https://twitter.com/KrishnaShp","Charlotte, NC"
"Trueorgcloud","https://t.co/dRV1niVCLO Cloud Provides True Cloud IT services",316,"340005088","True.org Cloud","http://pbs.twimg.com/profile_images/1263104401696108544/mNRwDemR_normal.jpg",8565,"https://twitter.com/Trueorgcloud","Altadena, CA, USA"
"RobHawker56","I work in Data and Analytics, I’m passionate about Power BI and teaching people to use it. A daddy and husband and occasional guitarist.",31,"294152460","Robert Hawker","http://pbs.twimg.com/profile_images/1520269188/image_normal.jpg",97,"https://twitter.com/RobHawker56","Reading, UK"
"TwayneCommunic1","At Twayne Communications we always seek to be at the forefront of innovation and productivity. Visit our website below.

#Microsoft Certified Partner",7,"1288323024190668800","Twayne Communications","http://pbs.twimg.com/profile_images/1288323566145069056/qw_KIRZ1_normal.jpg",56,"https://twitter.com/TwayneCommunic1","St Augustine, FL"
"Rosenchild","➡️ @HubBucket | https://t.co/IfmRw6A67P
➡️ @ProsumerSoft | https://t.co/n4lgVhCtnF
Founder Chairman President/CEO
Former CTO CIO CISO CSO
U.S. Navy Cryptology #Veteran",13136,"480875170","VonVictor V. Rosenchild","http://pbs.twimg.com/profile_images/1203578922639745024/kD4VAQi-_normal.png",832754,"https://twitter.com/Rosenchild","New York, NY"
"envisiontech","Business & Technology Consulting Services: #digitaltransformation, #cybersecurity, #cloud, #managedservices, #webdevelopment, #BCDR, & more. Based in RI & MA.",3262,"54313681","Envision Technology Advisors, LLC","http://pbs.twimg.com/profile_images/1088117312694022145/x1iJAZVM_normal.jpg",1946,"https://twitter.com/envisiontech","Providence, RI"
"johanaslund","Intelligence Technical Specialist at Microsoft",297,"23428193","Johan Åslund 🇸🇪","http://pbs.twimg.com/profile_images/801753509582487552/FWkxQNA6_normal.jpg",2027,"https://twitter.com/johanaslund","Stockholm, Sweden"
"cmidway11","Man, get to know your innerself and you will get to know the Universe and the Gods!!",13,"111090796","MannyCC","http://pbs.twimg.com/profile_images/1325899442780696577/FGvm-2F5_normal.jpg",120,"https://twitter.com/cmidway11","Calgary, Alberta Canada"
"go3cloud","Providing you with the Ultimate #Azure Experience – enabling your journey to the Microsoft cloud with expertise and flair. #cloud #technology",80,"893518785625325568","3Cloud Solutions","http://pbs.twimg.com/profile_images/1309603722021015552/B_8A3INg_normal.png",294,"https://twitter.com/go3cloud","Downers, IL"
"juan_manuel_rp","Software Developer,
s|ngular",915,"308451924","Juanma Rguez Perez (jmrp81)","http://pbs.twimg.com/profile_images/1260823359656546304/2jn4plWC_normal.jpg",6551,"https://twitter.com/juan_manuel_rp","San Martín del Rey Aurelio, Es"
"mihkal","#indigenous #Sápmi #networkanalytics #trailrunning #radioprofessional @smr_foundation #arctic
 #vaalit2021 @vihreat #kangasala",962,"24256031","Mika Laiti (Ásllat-Mihku Ilmára Mika)🇫🇮🇸🇪🇳🇴","http://pbs.twimg.com/profile_images/1300389897925201920/gacbcc5C_normal.jpg",10884,"https://twitter.com/mihkal","Tampere, Finland"
"angelmrayo","Ingeniero Informático. Technical Lead Expert en @netmindIT y @bitctraining #alwayslearning #Boosting apasionado de la tecnología y del aprendizaje",2048,"102626378","Ángel Rayo 😇⚡","http://pbs.twimg.com/profile_images/721452220701650950/Vy6D7B97_normal.jpg",31849,"https://twitter.com/angelmrayo","Madrid, España"
"Odd_jobe","I'm an optimist that's passionate about tech & Business intelligence.
I'm a Microsoft Employee, but all tweets and thoughts are my own.",31,"163597488","Lamin Jobe","http://pbs.twimg.com/profile_images/936531235761020929/QtbAUg_r_normal.jpg",71,"https://twitter.com/Odd_jobe","Stockholm, Sweden"
"GuyInACube","@awsaxton and @patrickdba @Microsoft. On the #PowerBI CAT team. We also post weekly videos on #YouTube",16166,"3014597029","Guy In A Cube","http://pbs.twimg.com/profile_images/1034182614607777792/NvJrberQ_normal.jpg",16420,"https://twitter.com/GuyInACube","Conroe, TX"
"oscarojasgtz","Respirando datos",31,"998000883702161409","Oscar Rojas","http://pbs.twimg.com/profile_images/1350235340968177664/Ihbb7JG1_normal.jpg",114,"https://twitter.com/oscarojasgtz","Bogotá, D.C., Colombia"
"mim_djo","#PowerBI #PrimaveraP6 #BigQuery #GoogleDatastudio",1016,"796152745203929089","mim","http://pbs.twimg.com/profile_images/1333013853102166017/R2OQDq_9_normal.jpg",12415,"https://twitter.com/mim_djo","Brisbane, Queensland"
"bobehayes","PhD in industrial-organizational psych. Interests in #datascience #cx #statistics #machinelearning",45596,"20748873","Bob E. Hayes","http://pbs.twimg.com/profile_images/1252709413401452545/60imMuqZ_normal.jpg",66796,"https://twitter.com/bobehayes","Seattle, WA"
"sldeere","SharePoint MVP & Owner of Focal Point Solutions LLC. Focused on SharePoint Solutions for the Enterprise.  SharePoint Event Speaker, blogger and author.",2605,"38816627","Stacy Deere-Strole","http://pbs.twimg.com/profile_images/3207385915/707ab7dc8984372ffc079d093a7e6b90_normal.jpeg",5089,"https://twitter.com/sldeere","Cincinnati, OH"
"hmntkmr","Data Analyst by profession. Like playing with data. Continuous learner and loves building things from scratch.",78,"99080782","Hemant Kumar","http://pbs.twimg.com/profile_images/988287718366072832/S5eYk0yF_normal.jpg",596,"https://twitter.com/hmntkmr","Toronto, Ontario"
"sfpbi","Building a Power BI community in Miami, Fort Lauderdale and Palm Beach",123,"1091255472492085250","South Florida Power BI User Group","http://pbs.twimg.com/profile_images/1125731005430734849/TRH1Ja1w_normal.png",119,"https://twitter.com/sfpbi","South Florida, FL"
"JonathanGennick","",1008,"106845583","Jonathan Gennick","http://pbs.twimg.com/profile_images/1342910172025524226/6ZJvq8xx_normal.jpg",2357,"https://twitter.com/JonathanGennick","Munising, Upper Peninsula, Mi"
"y99","When was the last time you did something for the first time? Director of Product  @azure @Databricks  | @microsoft |  @harvardhbs",518,"11900832","Yatharth Gupta","http://pbs.twimg.com/profile_images/1109490579149197312/GO6bB_cL_normal.jpg",3472,"https://twitter.com/y99","Seattle, WA"
"quantumudit","I enjoy making sense out of the #data through #DataAnalytics & #BusinessIntelligence 🕵 

📊 Microsoft Certified Professional & Trainer || #PowerBI Nerd 💻🧮",87,"3379202105","Udit Kumar Chatterjee","http://pbs.twimg.com/profile_images/1325417635694092293/3Lb_8F5n_normal.jpg",309,"https://twitter.com/quantumudit","Bhubaneshwar, India"
"hackmum","Aamchi Mumbai's largest OSS community. Also host its longest running community tech Meetup #mumtechup",1363,"891266209","Hackerspace Mumbai","http://pbs.twimg.com/profile_images/1029719648135049216/262PsSJc_normal.jpg",4056,"https://twitter.com/hackmum","Mumbai, India"
"TheFlowHawk","Maker/Builder, Change Manager, alumni of @BYU and @BYUCHIUltimate, husband, father, and Power Platform Consultant @Slalom. Member @Ch_JesusChrist.",594,"604087096","Bryant Boyer | #Maker | #Solver | #PowerAddict","http://pbs.twimg.com/profile_images/1153043811313971200/9xgi1RX4_normal.jpg",1382,"https://twitter.com/TheFlowHawk","Saratoga Springs, UT"
"nikxpatel","T-Shaped #MicrosoftCloud technologist focusing on the digital workplace, data, and cloud computing at @slalom I #Azure #Microsoft365 #PowerPlatform #DevOps",2590,"21251518","Nik Patel #BeHuman","http://pbs.twimg.com/profile_images/841408915891970048/34mXasqi_normal.jpg",22637,"https://twitter.com/nikxpatel","Chicago, IL"
"Appolotech","I use and teach #PowerPlatform to empower people to achieve more. Also #vegan 🌱🥕🥦🌽",797,"882282611703504897","Dave Stone","http://pbs.twimg.com/profile_images/971330791853740032/Ac7HTnS0_normal.jpg",3769,"https://twitter.com/Appolotech","Telford, England"
"BartoszCio","BI Analyst
Interested in politics, history, culture and local matters

I will like Polish politics much, so please be informed",25,"1250728627081224192","Bartosz_Ciołek","http://pbs.twimg.com/profile_images/1362421285821775873/xDuTwBlW_normal.jpg",112,"https://twitter.com/BartoszCio","Warsaw, Poland"
"Mati_Karmalski","Analytics Manager @CEMEX_PL / Tableau fan / Data enthusiast / Vizzing addict / Tableau Public Featured Author Sep'20 / #VOTD x2",679,"835752876291010560","Mateusz Karmalski","http://pbs.twimg.com/profile_images/1258391049313058816/I3PNP50c_normal.jpg",416,"https://twitter.com/Mati_Karmalski","Warsaw, Poland"
"wordsLTD","Driving #cloud adoption and transformation with effective #ecrm, #customerinsights, #ai @MintGroupZA #globalvillage",265,"95230332","Valerie Polyakova","http://pbs.twimg.com/profile_images/879534875392520192/aCF4xc6q_normal.jpg",309,"https://twitter.com/wordsLTD","St Petersburg, FL"
"jeroenterheerdt","Dutch Data Dude. I work on #PowerBI @Microsoft. #SayNoToPieCharts. Everyone's opinions (including mine) are their own.",1628,"94532914","Jeroen (Jay) ter Heerdt #PowerBI","http://pbs.twimg.com/profile_images/1270101460324216833/wNzEHT_N_normal.jpg",4404,"https://twitter.com/jeroenterheerdt","Duvall, WA"
"Netwoven","Netwoven is a leading @Microsoft Cloud solutions provider.  We partner with businesses in their journey for #DigitalTransformation",490,"87756075","Netwoven Inc.","http://pbs.twimg.com/profile_images/1066982963596845056/h3_52x8k_normal.jpg",1708,"https://twitter.com/Netwoven","San Francisco, CA"
"chass","https://t.co/UfzabzEq1L",3124,"2570651","Charles Sterling","http://pbs.twimg.com/profile_images/30464162/Chuck_normal.jpg",6072,"https://twitter.com/chass","Redmond, WA"
"sergeluca","Microsoft SharePoint/Office365 MVP and Power Platform MVP, speaker living in Brussels and working for ShareQL.Former researcher & scientist Namur University.",4021,"18163556","sergeluca #doctorFlow #doctorPowerAutomate","http://pbs.twimg.com/profile_images/1325791997144293376/j5KVtuaz_normal.jpg",9048,"https://twitter.com/sergeluca","Brussels, Belgium"
"KaySauter","Senior Business Intelligence Consultant. Microsoft Data Platform. Cochlear Implant user. He/Him #BLM",425,"358132126","Kay Sauter","http://pbs.twimg.com/profile_images/1309166987415883783/OLYC8UvJ_normal.jpg",1672,"https://twitter.com/KaySauter","Zurich, Switzerland"
"notaboutthecell","I spend my days crunching numbers and my nights torturing a wife and cats with the sound of keystrokes. Opinions are my own. #MSFTEmployee",2582,"70234339","Alex Power|s| BI","http://pbs.twimg.com/profile_images/1308472572376477703/SGgx6Kg5_normal.png",7053,"https://twitter.com/notaboutthecell","St Louis, MO"
"SQLterri","Account Executive",313,"297975282","Terri Mottram","http://pbs.twimg.com/profile_images/1356980489836453888/lFDmai4N_normal.jpg",4731,"https://twitter.com/SQLterri","E Hampstead, NH"
"cyclingfisch","@SAPMentors, ABAP Dev & Architect, @sapcoffeecorner, @_DSAG AG DevOps, @bridgingIT Stuttgart. Skier, runner, outdoor addict & cyclist.",1792,"425078370","Martin Fischer","http://pbs.twimg.com/profile_images/655375387631947776/A2A2_e73_normal.jpg",8457,"https://twitter.com/cyclingfisch","Mehrstetten, Deutschland"
"DynamicsNinja","Microsoft MVP | Dynamics 365 Enthusiast | Problem Solver | Bedroom DJ",959,"889964328757190659","Ivan Ficko #ProCodeNoCodeUnite","http://pbs.twimg.com/profile_images/1097920925444513792/JJHrt0O0_normal.png",1061,"https://twitter.com/DynamicsNinja","Zagreb, Croatia"
"arkka1","Microsoft Technologies @microsoftoy",260,"57695629","Ari Auvinen","http://pbs.twimg.com/profile_images/623386563955703808/Rfc7i62b_normal.jpg",6881,"https://twitter.com/arkka1","Southern FinlandFI, Ingå"
"benitezhere","Microsoft Business Applications MVP | @ThetaNet Senior Consultant | YouTuber https://t.co/SjRTPOtDBc #Dynamics365 #CDS #PowerApps #PowerAutomate",2178,"914767827277623296","Elaiza Benitez #LetsAutomate","http://pbs.twimg.com/profile_images/1174172583714930688/sLQuIE37_normal.jpg",2707,"https://twitter.com/benitezhere","Wellington, New Zealand"
"TracyKinsey","Director, Business Applications in Health and Life Sciences @Microsoft. Passionate about #DigitalTransformation for customers & partners.",2836,"103969879","Tracy Kinsey 🇺🇸","http://pbs.twimg.com/profile_images/1313656184910614529/893vBwGb_normal.jpg",11214,"https://twitter.com/TracyKinsey","Kansas City, MO"
"gvwoods","Customer Engineer - Global Technical Team @Microsoft | Marathon Runner(7x) | Tweets are my own. https://t.co/c2weuEVWFS",614,"18703143","George Woods","http://pbs.twimg.com/profile_images/1113491091448389634/NAE8g1cm_normal.png",2998,"https://twitter.com/gvwoods","Pittsburgh, PA"
"LinnZawWin","#Burmese Microsoft BizApps MVP, D365 CE Technical Consultant and #PowerPlatform enthusiast who tweets about #MSDyn365, #PowerApps and #PowerAutomate",755,"26954572","Linn Zaw Win 🇲🇲🇳🇿","http://pbs.twimg.com/profile_images/1209434471180582912/JQE_pTxB_normal.jpg",3020,"https://twitter.com/LinnZawWin","Wellington City, New Zealand"
"SuhasKudekar","Microsoft Community Contributor(MCC). #MSBI Enthusiast (SSAS/SSRS/SSIS). Expert in #SQLServer #BI #PowerBI. Also worked on AWS RS, Hive/Presto DB, Denodo(VQL).",413,"287684258","Suhas Kudekar","http://pbs.twimg.com/profile_images/729270290685960192/jcVy4PM2_normal.jpg",2056,"https://twitter.com/SuhasKudekar","Nashville, TN, USA"
"BergmannBene","Microsoft Business Applications #MVP | Power Platform Consultant at @crmkonsulterna. #Dynamics365 #MDA #PowerPlatform #Community #ProCodeNoCodeUnite",488,"855462778076844032","Benedikt Bergmann 🇩🇪 🇸🇪","http://pbs.twimg.com/profile_images/855758508079185920/li9gk13K_normal.jpg",791,"https://twitter.com/BergmannBene","Stockholm, Sverige"
"clairebillabong","Agency marketing specialist, focused on brand building and supporting growth. Views are my own.",1121,"150967980","Claire Billings","http://pbs.twimg.com/profile_images/1042762084721876992/iVVPAjod_normal.jpg",5034,"https://twitter.com/clairebillabong","London, UK"
"fdezjose","Enthusiast about the endless possibilities of computing. Working at @Microsoft.",485,"3054151","Joe Fernandez","http://pbs.twimg.com/profile_images/863512571835449345/nLbcbNHf_normal.jpg",2374,"https://twitter.com/fdezjose","Paris, France"
"readyxrm","Dad, Husband, Powerlifter, Trainer, Speaker, Blogger, Microsoft Business Applications MVP, Dynamics 365/CRM, Power Platform Specialist.",2071,"16753704","Nick Doelman #ProCodeNoCodeUnite | MVP | MCT","http://pbs.twimg.com/profile_images/1237714305837076480/5JCmhpDU_normal.jpg",2375,"https://twitter.com/readyxrm","Ottawa, Ontario"
"itz_samietex","PowerBI Analyst | Data Analyst 

@Upwork   #Python #ML O&G

Tech Bro

 https://eduthex. com",201,"1621338500","$amietex","http://pbs.twimg.com/profile_images/1327276775068610560/K6HMnDDS_normal.jpg",3672,"https://twitter.com/itz_samietex","Lagos, Nigeria"
"precog","Universal, no-code data connector
One solution, all sources, all destinations",791,"501190114","Precog","http://pbs.twimg.com/profile_images/1233505254035066880/u7aIL7L-_normal.jpg",32,"https://twitter.com/precog","Boulder, CO"
"laxmiarte","Techie. Runner. Beatles fan. Bookworm. Founder at Data Clariti (https://t.co/qv6Rof8bOU, @ClaritiData)",36,"126197570","Laxmi Arte","http://pbs.twimg.com/profile_images/773418222158770176/i7R7gZl2_normal.jpg",294,"https://twitter.com/laxmiarte","New York, USA"
"IlgarZ","Store Operations Specialist | MCSA: BI Reporting | MCT - https://t.co/2bYY9K2ogd",314,"101159614","Ilgar Zarbaliyev 🇦🇿","http://pbs.twimg.com/profile_images/1333439203670110208/HusOLkOw_normal.jpg",1725,"https://twitter.com/IlgarZ","Baku, Azerbaijan!!!"
"MacrordinaryCA","Former finance guy and accountant, using #Excel, #PowerBI and #PowerAutomate to build reporting solutions.",170,"1183403420763459584","Brent Allen","http://pbs.twimg.com/profile_images/1191387017025916931/u-QymsTU_normal.jpg",705,"https://twitter.com/MacrordinaryCA","Toronto, Ontario"
"CherryRonao","Data scientist | Engineer | Former academic | Tweeting about #rstats #dataviz and RTing trusted scientists on COVID-19 | 🇵🇭🇰🇷🇺🇲 Views are my own.",97,"915456649501933568","Cherry Ronao","http://pbs.twimg.com/profile_images/1185426855714705409/TorfdVp1_normal.jpg",1087,"https://twitter.com/CherryRonao","Manila, Philippines"
"Rad_Reza","#Microsoft Regional Director, #MVP #Author #Trainer #Speaker #Coach #Consultant #PowerBI 
Co-Founder and CEO @RADACAD_com
Co-Founder @difinityconf",7125,"374910911","Reza Rad","http://pbs.twimg.com/profile_images/1102766467173408768/F9EbQENa_normal.png",20729,"https://twitter.com/Rad_Reza","New Zealand, Auckland"
"ehansalytics","Christ follower first. Then family, and finally Power BI consultant 📊, Excel, Power Query, Power Pivot, Power Platform. Also owns the best dog in the world. 🐶",737,"1020511052969099264","Ed Hansberry - MVP","http://pbs.twimg.com/profile_images/1020688033383788545/eUGpU0ym_normal.jpg",7370,"https://twitter.com/ehansalytics","California, USA"
"jamesdales","Microsoft Data Platform #MVP | @pug_london leader | Director at @AvanadeUKI | #PowerBI #PowerPlatform #PowerApps #MSAzure #IconMap",1996,"108359240","James Dales","http://pbs.twimg.com/profile_images/1210455856296480771/alWWAV0M_normal.jpg",2656,"https://twitter.com/jamesdales","London, England"
"dbrownAnalyst","Entrepreneur, Consultant, Keynote Speaker, Microsoft MVP, Financial Modeler, Power BI & Excel Pro, ATD Master Trainer & Master Instructional Designer",12640,"4743525023","David Brown","http://pbs.twimg.com/profile_images/685412984361992192/xcJa1dZQ_normal.jpg",5164,"https://twitter.com/dbrownAnalyst","Lagos, Nigeria"
"dattatreysindol","Microsoft BI, Cloud, & Big Data Enthusiast, a passionate developer, and a blogger. Views are my own! More about me @ https://t.co/gyq6QABLSE",249,"72113492","Dattatrey Sindol (Datta)","http://pbs.twimg.com/profile_images/1235762299492851716/CltqGrXR_normal.jpg",2650,"https://twitter.com/dattatreysindol","Bangalore, India"
"sue_bayes","Passionate about data, Data Analytics Power BI developer and data fixer. R, Python, SQL, Excel & database dev - ask questions, see patterns & solve problems.",460,"2863958411","susan bayes","http://pbs.twimg.com/profile_images/1111721503077400576/yD5y3yAH_normal.png",1840,"https://twitter.com/sue_bayes","Plymouth, England"
"Will_MI77","Program manager on the #PowerBI team at #Microsoft (tweets are my views). Immigrant Brit who misses good beer. Data geek, gamer, pianist and music lover. He/him",8233,"3478338192","Will Thompson","http://pbs.twimg.com/profile_images/817093197692178432/rWgiuV2p_normal.jpg",5838,"https://twitter.com/Will_MI77","Duvall, WA"
"zoorillacafe","intrepid correspondent East of the Mississippi based in Florida Dog City",150,"404000739","Joe Kofe","http://pbs.twimg.com/profile_images/761579193503285248/NPdgqzqa_normal.jpg",3511,"https://twitter.com/zoorillacafe","Jacksonville, FL"
"erich_dejesus","Chief Architect Power Platform @aptude. working in #PowerPlatforms, #Azure & #SSAS . Also Group Leader @pbiusergroup. Interested on #MachineLearning and #AI",235,"721072805618520064","Erich A Dejesus","http://pbs.twimg.com/profile_images/1194826638418157568/UYSjD5tx_normal.jpg",2195,"https://twitter.com/erich_dejesus","Atlanta, GA"
"ZebraBI","The most powerful and intuitive #datavisualisation technology for Microsoft's #PowerBI and #Excel.",1422,"2308072009","Zebra BI","http://pbs.twimg.com/profile_images/1098590805437173760/OuV2ihlp_normal.png",1822,"https://twitter.com/ZebraBI","Ljubljana, Slovenia"
"MWCraigMew","Infrastructure Manager • Modern Workplace • Solutions Architect • Consultant • Southampton FC Season Ticket Holder • Opinions are my own",10,"1358687764812808199","Craig Mew","http://pbs.twimg.com/profile_images/1359987049089097729/UKCHPRw6_normal.jpg",8,"https://twitter.com/MWCraigMew","England, United Kingdom"
"beschickAT","Solution Architect | Cloud-native | Azure | ❤️ Electronic Music | Cosmopolitan | believes in Radical Constructivism",85,"1055830382690660353","Bernd Schickerbauer","http://pbs.twimg.com/profile_images/1200844383177920512/f_txI9ey_normal.jpg",125,"https://twitter.com/beschickAT","Linz, Österreich"
"Altis_DWBI","Altis has 4 key disciplines that cover DW/BI, data management & business analytics. Awarded one of BRW's Best Places to Work 10 years in a row!",352,"242292693","Altis Consulting","http://pbs.twimg.com/profile_images/605607449949634560/arLk9Htj_normal.jpg",769,"https://twitter.com/Altis_DWBI","Australia, NZ, London"
"lapajne","Founder @ZebraBI | Addicted to Data Visualization, Management Reporting, BI Dashboards | Microsoft MVP",993,"14746623","Andrej Lapajne","http://pbs.twimg.com/profile_images/1425135281/AL_normal.jpg",1225,"https://twitter.com/lapajne","Ljubljana, Slovenia"
"nexus150","Apasionado del análisis de datos, #PowerBIAdicto.",126,"89367906","Ricardo Rincon","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",110,"https://twitter.com/nexus150","Barcelona, España"
"luke_dawgfan","Data/Analytics founder @decisivedata w/new ways in sight | 💟 wife & 4 👧🏽 | Jesus follower ☦ | PNW 🏀🏈🎿 | opinions+theophanies mine retweets≠endorse",837,"41605424","Luke Hartsock","http://pbs.twimg.com/profile_images/1043020763987468289/LPwqewNb_normal.jpg",9977,"https://twitter.com/luke_dawgfan","Seattle, WA"
"esra_aliu","Data Analyst 👩‍💻📊 @PlatformOfTrust
One year from now: Data Scientist 🤞
BBA International business 👩‍🎓
Origin:🇽🇰
📍🇫🇮",44,"798811813471129600","Esra Aliu","http://pbs.twimg.com/profile_images/1354417315857756161/qc6O8Z_6_normal.jpg",91,"https://twitter.com/esra_aliu","Tampere, Finland"
