grupo_indicador,categoria,PK_servico,campo,servico,cod_campo,atributo,cod_campo_campo
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",58,"Pessoas que foram Desligadas do Serviço por Reinserção Familiar","Casas Lares Criancas/Adolescentes (0 a 17 Anos)","CLC-6","casasLaresCriancasAdolescentes0A17Anos-quantidadeDePessoasForamDesligadasDoServicoPorReinsercaoFamiliar","(CLC-6) Pessoas que foram Desligadas do Serviço por Reinserção Familiar"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",59,"Pessoas Beneficiárias do BPC","Casas Lares Criancas/Adolescentes (0 a 17 Anos)","CLC-7","casasLaresCriancasAdolescentes0A17Anos-quantidadeDePessoasSaoBeneficiariasDoBPC","(CLC-7) Pessoas Beneficiárias do BPC"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",60,"Unidades De Natureza Governamental","Casas Lares Criancas/Adolescentes (0 a 17 Anos)","CLC-8","casasLaresCriancasAdolescentes0A17Anos-quantidadeDeUnidadesDeNaturezaGovernamental","(CLC-8) Unidades De Natureza Governamental"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",61,"Unidades de Natureza Organizacao Da Sociedade Civil","Casas Lares Criancas/Adolescentes (0 a 17 Anos)","CLC-9","casasLaresCriancasAdolescentes0A17Anos-quantidadeDeUnidadesDeNaturezaOrganizacaoDaSociedadeCivil","(CLC-9) Unidades de Natureza Organizacao Da Sociedade Civil"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",62,"Unidades No Município","Casas Lares Criancas/Adolescentes (0 a 17 Anos)","CLC-11","casasLaresCriancasAdolescentes0A17Anos-quantidadeDeUnidadesNoMunicipio","(CLC-11) Unidades no Município"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",63,"Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","Casas Lares - Idosos","CL-1","casasLaresIdosos-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","(CL-1) Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",64,"Pessoas que foram Desligadas do Servico Por Autonomia","Casas Lares - Idosos","CL-2","casasLaresIdosos-quantadadeDePessoasForamDesligadasDoServicoPorAutonomia","(CL-2) Pessoas que foram Desligadas do Servico Por Autonomia"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",65,"Unidades de Natureza Privada","Casas Lares - Idosos","CL-10","casasLaresIdosos-quantidadeDeUnidadesDeNaturezaPrivado","(CL-10) Unidades de Natureza Privada"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",66,"Pessoas Beneficiárias de Auxílio Moradia/Aluguel Social","Casas Lares - Idosos","CL-3","casasLaresIdosos-quantidadeDePessoasBeneficiariasDeAuxilioMoradiaAluguelSocial","(CL-3) Pessoas Beneficiárias de Auxílio Moradia/Aluguel Social"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",67,"Pessoas Acolhidas","Casas Lares - Idosos","CL-4","casasLaresIdosos-quantidadeDePessoasForamAcolhidas","(CL-4) Pessoas Acolhidas"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",68,"Pessoas Desligadas do Servico Por Óbito","Casas Lares - Idosos","CL-5","casasLaresIdosos-quantidadeDePessoasForamDesligadasDoServicoPorObito","(CL-5) Pessoas Desligadas do Servico Por Óbito"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",69,"Pessoas que foram Desligadas do Serviço por Reinserção Familiar","Casas Lares - Idosos","CL-6","casasLaresIdosos-quantidadeDePessoasForamDesligadasDoServicoPorReinsercaoFamiliar","(CL-6) Pessoas que foram Desligadas do Serviço por Reinserção Familiar"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",70,"Pessoas Beneficiárias do BPC","Casas Lares - Idosos","CL-7","casasLaresIdosos-quantidadeDePessoasSaoBeneficiariasDoBPC","(CL-7) Pessoas Beneficiárias do BPC"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",71,"Unidades De Natureza Governamental","Casas Lares - Idosos","CL-8","casasLaresIdosos-quantidadeDeUnidadesDeNaturezaGovernamental","(CL-8) Unidades De Natureza Governamental"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",72,"Unidades de Natureza Organizacao Da Sociedade Civil","Casas Lares - Idosos","CL-9","casasLaresIdosos-quantidadeDeUnidadesDeNaturezaOrganizacaoDaSociedadeCivil","(CL-9) Unidades de Natureza Organizacao Da Sociedade Civil"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",73,"Unidades No Município","Casas Lares - Idosos","CL-11","casasLaresIdosos-quantidadeDeUnidadesNoMunicipio","(CL-11) Unidades no Município"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",74,"Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","IPI-1","instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","(IPI-1) Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",75,"Pessoas que foram Desligadas do Servico Por Autonomia","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","IPI-2","instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-quantadadeDePessoasForamDesligadasDoServicoPorAutonomia","(IPI-2) Pessoas que foram Desligadas do Servico Por Autonomia"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",76,"Unidades de Natureza Privada","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","IPI-10","instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-quantidadeDeUnidadesDeNaturezaPrivado","(IPI-10) Unidades de Natureza Privada"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",77,"Pessoas Beneficiárias de Auxílio Moradia/Aluguel Social","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","IPI-3","instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-quantidadeDePessoasBeneficiariasDeAuxilioMoradiaAluguelSocial","(IPI-3) Pessoas Beneficiárias de Auxílio Moradia/Aluguel Social"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",78,"Pessoas Acolhidas","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","IPI-4","instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-quantidadeDePessoasForamAcolhidas","(IPI-4) Pessoas Acolhidas"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",79,"Pessoas Desligadas do Servico Por Óbito","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","IPI-5","instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-quantidadeDePessoasForamDesligadasDoServicoPorObito","(IPI-5) Pessoas Desligadas do Servico Por Óbito"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",80,"Pessoas que foram Desligadas do Serviço por Reinserção Familiar","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","IPI-6","instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-quantidadeDePessoasForamDesligadasDoServicoPorReinsercaoFamiliar","(IPI-6) Pessoas que foram Desligadas do Serviço por Reinserção Familiar"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",81,"Pessoas Beneficiárias do BPC","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","IPI-7","instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-quantidadeDePessoasSaoBeneficiariasDoBPC","(IPI-7) Pessoas Beneficiárias do BPC"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",82,"Pessoas Beneficiárias do BPC","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","IPI-8","instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-quantidadeDeUnidadesDeNaturezaGovernamental","(IPI-8) Pessoas Beneficiárias do BPC"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",83,"Unidades de Natureza Organizacao Da Sociedade Civil","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","IPI-9","instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-quantidadeDeUnidadesDeNaturezaOrganizacaoDaSociedadeCivil","(IPI-9) Unidades de Natureza Organizacao Da Sociedade Civil"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",84,"Unidades No Município","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","IPI-11","instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-quantidadeDeUnidadesNoMunicipio","(IPI-11) Unidades no Município"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",85,"Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","República - Idosos","IG-3","republicaIdosos-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","(IG-3) Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",86,"Pessoas que foram Desligadas do Servico Por Autonomia","República - Idosos","CF-4","republicaIdosos-quantadadeDePessoasForamDesligadasDoServicoPorAutonomia","(CF-4) Pessoas que foram Desligadas do Servico Por Autonomia"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",87,"Unidades de Natureza Privada","República - Idosos","CF-4","republicaIdosos-quantidadeDeUnidadesDeNaturezaPrivado","(CF-4) Unidades de Natureza Privada"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",88,"Pessoas Beneficiárias de Auxílio Moradia/Aluguel Social","República - Idosos","CF-4","republicaIdosos-quantidadeDePessoasBeneficiariasDeAuxilioMoradiaAluguelSocial","(CF-4) Pessoas Beneficiárias de Auxílio Moradia/Aluguel Social"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",89,"Pessoas Acolhidas","República - Idosos","CF-4","republicaIdosos-quantidadeDePessoasForamAcolhidas","(CF-4) Pessoas Acolhidas"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",90,"Pessoas Desligadas do Servico Por Óbito","República - Idosos","CF-4","republicaIdosos-quantidadeDePessoasForamDesligadasDoServicoPorObito","(CF-4) Pessoas Desligadas do Servico Por Óbito"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",91,"Pessoas que foram Desligadas do Serviço por Reinserção Familiar","República - Idosos","CF-4","republicaIdosos-quantidadeDePessoasForamDesligadasDoServicoPorReinsercaoFamiliar","(CF-4) Pessoas que foram Desligadas do Serviço por Reinserção Familiar"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",92,"Pessoas Beneficiárias do BPC","República - Idosos","CF-4","republicaIdosos-quantidadeDePessoasSaoBeneficiariasDoBPC","(CF-4) Pessoas Beneficiárias do BPC"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",93,"Unidades De Natureza Governamental","República - Idosos","CF-4","republicaIdosos-quantidadeDeUnidadesDeNaturezaGovernamental","(CF-4) Unidades De Natureza Governamental"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",94,"Unidades de Natureza Organizacao Da Sociedade Civil","República - Idosos","CF-4","republicaIdosos-quantidadeDeUnidadesDeNaturezaOrganizacaoDaSociedadeCivil","(CF-4) Unidades de Natureza Organizacao Da Sociedade Civil"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",95,"Unidades No Município","República - Idosos","CF-4","republicaIdosos-quantidadeDeUnidadesNoMunicipio","(CF-4) Unidades no Município"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",96,"Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","RAD-1","residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","(RAD-1) Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",97,"Pessoas que foram Desligadas do Servico Por Autonomia","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","RAD-2","residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantadadeDePessoasForamDesligadasDoServicoPorAutonomia","(RAD-2) Pessoas que foram Desligadas do Servico Por Autonomia"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",98,"Unidades de Natureza Privada","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","RAD-10","residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantidadeDeUnidadesDeNaturezaPrivado","(RAD-10) Unidades de Natureza Privada"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",99,"Pessoas Beneficiárias de Auxílio Moradia/Aluguel Social","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","RAD-3","residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantidadeDePessoasBeneficiariasDeAuxilioMoradiaAluguelSocial","(RAD-3) Pessoas Beneficiárias de Auxílio Moradia/Aluguel Social"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",100,"Pessoas Acolhidas","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","RAD-4","residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantidadeDePessoasForamAcolhidas","(RAD-4) Pessoas Acolhidas"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",101,"Pessoas Desligadas do Servico Por Óbito","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","RAD-5","residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantidadeDePessoasForamDesligadasDoServicoPorObito","(RAD-5) Pessoas Desligadas do Servico Por Óbito"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",102,"Pessoas que foram Desligadas do Serviço por Reinserção Familiar","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","RAD-6","residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantidadeDePessoasForamDesligadasDoServicoPorReinsercaoFamiliar","(RAD-6) Pessoas que foram Desligadas do Serviço por Reinserção Familiar"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",103,"Pessoas Beneficiárias do BPC","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","RAD-7","residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantidadeDePessoasSaoBeneficiariasDoBPC","(RAD-7) Pessoas Beneficiárias do BPC"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",104,"Unidades De Natureza Governamental","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","RAD-8","residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantidadeDeUnidadesDeNaturezaGovernamental","(RAD-8) Unidades De Natureza Governamental"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",105,"Unidades de Natureza Organizacao Da Sociedade Civil","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","RAD-9","residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantidadeDeUnidadesDeNaturezaOrganizacaoDaSociedadeCivil","(RAD-9) Unidades de Natureza Organizacao Da Sociedade Civil"
"Serviço de acolhimento institucional","Proteção Social Especial - Alta Complexidade",106,"Unidades No Município","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","RAD-11","residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantidadeDeUnidadesNoMunicipio","(RAD-11) Unidades no Município"
"Sedes - Dados de Gestão","SEDES",293,"Conselheiros no Estado","Capacitações Ofertadas Gestão SUAS","CE","capacitacoesOfertadasGestaoSUAS-conselheiros-quantidadeEstado","(CE) Conselheiros no Estado"
"Sedes - Dados de Gestão","SEDES",294,"Conselheiros no Governo Federal","Capacitações Ofertadas Gestão SUAS","CF","capacitacoesOfertadasGestaoSUAS-conselheiros-quantidadeGovernoFederal","(CF) Conselheiros no Governo Federal"
"Sedes - Dados de Gestão","SEDES",292,"Conselheiros no Município","Capacitações Ofertadas Gestão SUAS","CM","capacitacoesOfertadasGestaoSUAS-conselheiros-quantidadeMunicipio","(CM) Conselheiros no Município"
"Sedes - Dados de Gestão","SEDES",285,"Gestores no Estado","Capacitações Ofertadas Gestão SUAS","GE","capacitacoesOfertadasGestaoSUAS-gestor-quantidadeEstado","(GE) Gestores no Estado"
"Sedes - Dados de Gestão","SEDES",284,"Gestores no Governo Federal","Capacitações Ofertadas Gestão SUAS","GF","capacitacoesOfertadasGestaoSUAS-gestor-quantidadeGovernoFederal","(GF) Gestores no Governo Federal"
"Sedes - Dados de Gestão","SEDES",283,"Gestores no Município","Capacitações Ofertadas Gestão SUAS","GM","capacitacoesOfertadasGestaoSUAS-gestor-quantidadeMunicipio","(GM) Gestores no Município"
"Sedes - Dados de Gestão","SEDES",290,"Trabalhadores Nível Médio no Estado","Capacitações Ofertadas Gestão SUAS","TME","capacitacoesOfertadasGestaoSUAS-trabalhadoresDeNivelMedio-quantidadeEstado","(TME) Trabalhadores Nível Médio no Estado"
"Sedes - Dados de Gestão","SEDES",291,"Trabalhadores Nível Médio no Governo Federal","Capacitações Ofertadas Gestão SUAS","TMF","capacitacoesOfertadasGestaoSUAS-trabalhadoresDeNivelMedio-quantidadeGovernoFederal","(TMF) Trabalhadores Nível Médio no Governo Federal"
"Sedes - Dados de Gestão","SEDES",289,"Trabalhadores Nível Médio no Município","Capacitações Ofertadas Gestão SUAS","TMM","capacitacoesOfertadasGestaoSUAS-trabalhadoresDeNivelMedio-quantidadeMunicipio","(TMM) Trabalhadores Nível Médio no Município"
"Sedes - Dados de Gestão","SEDES",288,"Trabalhadores Nível Superior no Estado","Capacitações Ofertadas Gestão SUAS","TSE","capacitacoesOfertadasGestaoSUAS-trabalhadoresDeNivelSuperior-quantidadeEstado","(TSE) Trabalhadores Nível Superior no Estado"
"Sedes - Dados de Gestão","SEDES",287,"Trabalhadores Nível Superior no Governo Federal","Capacitações Ofertadas Gestão SUAS","TSF","capacitacoesOfertadasGestaoSUAS-trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","(TSF) Trabalhadores Nível Superior no Governo Federal"
"Sedes - Dados de Gestão","SEDES",286,"Trabalhadores Nível Superior no Município","Capacitações Ofertadas Gestão SUAS","TSM","capacitacoesOfertadasGestaoSUAS-trabalhadoresDeNivelSuperior-quantidadeMunicipio","(TSM) Trabalhadores Nível Superior no Município"
"Sedes - Dados de Gestão","SEDES",297,"Conselheiros no Estado","Capacitações Ofertadas Proteção Básica","CE","capacitacoesOfertadasProtecaoSocialBasica-conselheiros-quantidadeEstado","(CE) Conselheiros no Estado"
"Sedes - Dados de Gestão","SEDES",298,"Conselheiros no Governo Federal","Capacitações Ofertadas Proteção Básica","CF","capacitacoesOfertadasProtecaoSocialBasica-conselheiros-quantidadeGovernoFederal","(CF) Conselheiros no Governo Federal"
"Sedes - Dados de Gestão","SEDES",296,"Conselheiros no Município","Capacitações Ofertadas Proteção Básica","CM","capacitacoesOfertadasProtecaoSocialBasica-conselheiros-quantidadeMunicipio","(CM) Conselheiros no Município"
"Sedes - Dados de Gestão","SEDES",320,"Gestores no Estado","Capacitações Ofertadas Proteção Básica","GE","capacitacoesOfertadasProtecaoSocialBasica-gestor-quantidadeEstado","(GE) Gestores no Estado"
"Sedes - Dados de Gestão","SEDES",319,"Gestores no Governo Federal","Capacitações Ofertadas Proteção Básica","GF","capacitacoesOfertadasProtecaoSocialBasica-gestor-quantidadeGovernoFederal","(GF) Gestores no Governo Federal"
"Sedes - Dados de Gestão","SEDES",295,"Gestores no Município","Capacitações Ofertadas Proteção Básica","GM","capacitacoesOfertadasProtecaoSocialBasica-gestor-quantidadeMunicipio","(GM) Gestores no Município"
"Sedes - Dados de Gestão","SEDES",328,"Trabalhadores Nível Médio no Estado","Capacitações Ofertadas Proteção Básica","TME","capacitacoesOfertadasProtecaoSocialBasica-trabalhadoresDeNivelMedio-quantidadeEstado","(TME) Trabalhadores Nível Médio no Estado"
"Sedes - Dados de Gestão","SEDES",329,"Trabalhadores Nível Médio no Governo Federal","Capacitações Ofertadas Proteção Básica","TMF","capacitacoesOfertadasProtecaoSocialBasica-trabalhadoresDeNivelMedio-quantidadeGovernoFederal","(TMF) Trabalhadores Nível Médio no Governo Federal"
"Sedes - Dados de Gestão","SEDES",327,"Trabalhadores Nível Médio no Município","Capacitações Ofertadas Proteção Básica","TMM","capacitacoesOfertadasProtecaoSocialBasica-trabalhadoresDeNivelMedio-quantidadeMunicipio","(TMM) Trabalhadores Nível Médio no Município"
"Sedes - Dados de Gestão","SEDES",325,"Trabalhadores Nível Superior no Estado","Capacitações Ofertadas Proteção Básica","TSE","capacitacoesOfertadasProtecaoSocialBasica-trabalhadoresDeNivelSuperior-quantidadeEstado","(TSE) Trabalhadores Nível Superior no Estado"
"Sedes - Dados de Gestão","SEDES",326,"Trabalhadores Nível Superior no Governo Federal","Capacitações Ofertadas Proteção Básica","TSF","capacitacoesOfertadasProtecaoSocialBasica-trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","(TSF) Trabalhadores Nível Superior no Governo Federal"
"Sedes - Dados de Gestão","SEDES",324,"Trabalhadores Nível Superior no Município","Capacitações Ofertadas Proteção Básica","TSM","capacitacoesOfertadasProtecaoSocialBasica-trabalhadoresDeNivelSuperior-quantidadeMunicipio","(TSM) Trabalhadores Nível Superior no Município"
"Sedes - Dados de Gestão","SEDES",322,"Conselheiros no Estado","Capacitações Ofertadas Proteção e Controle Social","CE","capacitacoesOfertadasProtecaoSocialControleSocial-conselheiros-quantidadeEstado","(CE) Conselheiros no Estado"
"Sedes - Dados de Gestão","SEDES",323,"Conselheiros no Governo Federal","Capacitações Ofertadas Proteção e Controle Social","CF","capacitacoesOfertadasProtecaoSocialControleSocial-conselheiros-quantidadeGovernoFederal","(CF) Conselheiros no Governo Federal"
"Sedes - Dados de Gestão","SEDES",321,"Conselheiros no Município","Capacitações Ofertadas Proteção e Controle Social","CM","capacitacoesOfertadasProtecaoSocialControleSocial-conselheiros-quantidadeMunicipio","(CM) Conselheiros no Município"
"Sedes - Dados de Gestão","SEDES",311,"Gestores no Estado","Capacitações Ofertadas Proteção e Controle Social","GE","capacitacoesOfertadasProtecaoSocialControleSocial-gestor-quantidadeEstado","(GE) Gestores no Estado"
"Sedes - Dados de Gestão","SEDES",312,"Gestores no Governo Federal","Capacitações Ofertadas Proteção e Controle Social","GF","capacitacoesOfertadasProtecaoSocialControleSocial-gestor-quantidadeGovernoFederal","(GF) Gestores no Governo Federal"
"Sedes - Dados de Gestão","SEDES",310,"Gestores no Município","Capacitações Ofertadas Proteção e Controle Social","GM","capacitacoesOfertadasProtecaoSocialControleSocial-gestor-quantidadeMunicipio","(GM) Gestores no Município"
"Sedes - Dados de Gestão","SEDES",317,"Trabalhadores Nível Médio no Estado","Capacitações Ofertadas Proteção e Controle Social","TME","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelMedio-quantidadeEstado","(TME) Trabalhadores Nível Médio no Estado"
"Sedes - Dados de Gestão","SEDES",318,"Trabalhadores Nível Médio no Governo Federal","Capacitações Ofertadas Proteção e Controle Social","TMF","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelMedio-quantidadeGovernoFederal","(TMF) Trabalhadores Nível Médio no Governo Federal"
"Sedes - Dados de Gestão","SEDES",316,"Trabalhadores Nível Médio no Município","Capacitações Ofertadas Proteção e Controle Social","TMM","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelMedio-quantidadeMunicipio","(TMM) Trabalhadores Nível Médio no Município"
"Sedes - Dados de Gestão","SEDES",314,"Trabalhadores Nível Superior no Estado","Capacitações Ofertadas Proteção e Controle Social","TSE","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelSuperior-quantidadeEstado","(TSE) Trabalhadores Nível Superior no Estado"
"Sedes - Dados de Gestão","SEDES",315,"Trabalhadores Nível Superior no Governo Federal","Capacitações Ofertadas Proteção e Controle Social","TSF","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","(TSF) Trabalhadores Nível Superior no Governo Federal"
"Sedes - Dados de Gestão","SEDES",313,"Trabalhadores Nível Superior no Município","Capacitações Ofertadas Proteção e Controle Social","TSM","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelSuperior-quantidadeMunicipio","(TSM) Trabalhadores Nível Superior no Município"
"Sedes - Dados de Gestão","SEDES",307,"Conselheiros no Estado","Capacitações Ofertadas Proteção Social Especial","CE","capacitacoesOfertadasProtecaoSocialEspecial-conselheiros-quantidadeEstado","(CE) Conselheiros no Estado"
"Sedes - Dados de Gestão","SEDES",309,"Conselheiros no Governo Federal","Capacitações Ofertadas Proteção Social Especial","CF","capacitacoesOfertadasProtecaoSocialEspecial-conselheiros-quantidadeGovernoFederal","(CF) Conselheiros no Governo Federal"
"Sedes - Dados de Gestão","SEDES",308,"Conselheiros no Município","Capacitações Ofertadas Proteção Social Especial","CM","capacitacoesOfertadasProtecaoSocialEspecial-conselheiros-quantidadeMunicipio","(CM) Conselheiros no Município"
"Sedes - Dados de Gestão","SEDES",300,"Gestores no Estado","Capacitações Ofertadas Proteção Social Especial","GE","capacitacoesOfertadasProtecaoSocialEspecial-gestor-quantidadeEstado","(GE) Gestores no Estado"
"Sedes - Dados de Gestão","SEDES",299,"Gestores no Município","Capacitações Ofertadas Proteção Social Especial","GM","capacitacoesOfertadasProtecaoSocialEspecial-gestor-quantidadeMunicipio","(GM) Gestores no Município"
"Sedes - Dados de Gestão","SEDES",305,"Trabalhadores Nível Médio no Estado","Capacitações Ofertadas Proteção Social Especial","TME","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelMedio-quantidadeEstado","(TME) Trabalhadores Nível Médio no Estado"
"Sedes - Dados de Gestão","SEDES",306,"Trabalhadores Nível Médio no Governo Federal","Capacitações Ofertadas Proteção Social Especial","TMF","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelMedio-quantidadeGovernoFederal","(TMF) Trabalhadores Nível Médio no Governo Federal"
"Sedes - Dados de Gestão","SEDES",304,"Trabalhadores Nível Médio no Município","Capacitações Ofertadas Proteção Social Especial","TMM","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelMedio-quantidadeMunicipio","(TMM) Trabalhadores Nível Médio no Município"
"Sedes - Dados de Gestão","SEDES",302,"Trabalhadores Nível Superior no Estado","Capacitações Ofertadas Proteção Social Especial","TSE","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelSuperior-quantidadeEstado","(TSE) Trabalhadores Nível Superior no Estado"
"Sedes - Dados de Gestão","SEDES",303,"Trabalhadores Nível Superior no Governo Federal","Capacitações Ofertadas Proteção Social Especial","TSF","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","(TSF) Trabalhadores Nível Superior no Governo Federal"
