PK_servico,categoria,grupo_indicador,servico,campo,atributo,META_nome_servico,META_nome_campo,META_tipo_campo,META_cod_campo,META_contexto
255,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","gestor-quantidadeEstado","capacitacoesOfertadasProtecaoSocialControleSocial-gestor-quantidadeEstado","Capacitações Ofertadas Proteção e Controle Social","Gestores no Estado","numeric","GE",1
311,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","gestor-quantidadeEstado","capacitacoesOfertadasProtecaoSocialControleSocial-gestor-quantidadeEstado","Capacitações Ofertadas Proteção e Controle Social","Gestores no Estado","numeric","GE",1
256,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","gestor-quantidadeGovernoFederal","capacitacoesOfertadasProtecaoSocialControleSocial-gestor-quantidadeGovernoFederal","Capacitações Ofertadas Proteção e Controle Social","Gestores no Governo Federal","numeric","GF",1
312,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","gestor-quantidadeGovernoFederal","capacitacoesOfertadasProtecaoSocialControleSocial-gestor-quantidadeGovernoFederal","Capacitações Ofertadas Proteção e Controle Social","Gestores no Governo Federal","numeric","GF",1
254,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","gestor-quantidadeMunicipio","capacitacoesOfertadasProtecaoSocialControleSocial-gestor-quantidadeMunicipio","Capacitações Ofertadas Proteção e Controle Social","Gestores no Município","numeric","GM",1
310,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","gestor-quantidadeMunicipio","capacitacoesOfertadasProtecaoSocialControleSocial-gestor-quantidadeMunicipio","Capacitações Ofertadas Proteção e Controle Social","Gestores no Município","numeric","GM",1
261,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","trabalhadoresDeNivelMedio-quantidadeEstado","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelMedio-quantidadeEstado","Capacitações Ofertadas Proteção e Controle Social","Trabalhadores Nível Médio no Estado","numeric","TME",1
317,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","trabalhadoresDeNivelMedio-quantidadeEstado","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelMedio-quantidadeEstado","Capacitações Ofertadas Proteção e Controle Social","Trabalhadores Nível Médio no Estado","numeric","TME",1
262,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","trabalhadoresDeNivelMedio-quantidadeGovernoFederal","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelMedio-quantidadeGovernoFederal","Capacitações Ofertadas Proteção e Controle Social","Trabalhadores Nível Médio no Governo Federal","numeric","TMF",1
318,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","trabalhadoresDeNivelMedio-quantidadeGovernoFederal","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelMedio-quantidadeGovernoFederal","Capacitações Ofertadas Proteção e Controle Social","Trabalhadores Nível Médio no Governo Federal","numeric","TMF",1
260,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","trabalhadoresDeNivelMedio-quantidadeMunicipio","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelMedio-quantidadeMunicipio","Capacitações Ofertadas Proteção e Controle Social","Trabalhadores Nível Médio no Município","numeric","TMM",1
316,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","trabalhadoresDeNivelMedio-quantidadeMunicipio","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelMedio-quantidadeMunicipio","Capacitações Ofertadas Proteção e Controle Social","Trabalhadores Nível Médio no Município","numeric","TMM",1
258,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","trabalhadoresDeNivelSuperior-quantidadeEstado","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelSuperior-quantidadeEstado","Capacitações Ofertadas Proteção e Controle Social","Trabalhadores Nível Superior no Estado","numeric","TSE",1
314,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","trabalhadoresDeNivelSuperior-quantidadeEstado","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelSuperior-quantidadeEstado","Capacitações Ofertadas Proteção e Controle Social","Trabalhadores Nível Superior no Estado","numeric","TSE",1
259,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","Capacitações Ofertadas Proteção e Controle Social","Trabalhadores Nível Superior no Governo Federal","numeric","TSF",1
315,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","Capacitações Ofertadas Proteção e Controle Social","Trabalhadores Nível Superior no Governo Federal","numeric","TSF",1
257,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","trabalhadoresDeNivelSuperior-quantidadeMunicipio","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelSuperior-quantidadeMunicipio","Capacitações Ofertadas Proteção e Controle Social","Trabalhadores Nível Superior no Município","numeric","TSM",1
313,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialControleSocial","trabalhadoresDeNivelSuperior-quantidadeMunicipio","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelSuperior-quantidadeMunicipio","Capacitações Ofertadas Proteção e Controle Social","Trabalhadores Nível Superior no Município","numeric","TSM",1
252,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","conselheiros-quantidadeEstado","capacitacoesOfertadasProtecaoSocialEspecial-conselheiros-quantidadeEstado","Capacitações Ofertadas Proteção Social Especial","Conselheiros no Estado","numeric","CE",1
307,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","conselheiros-quantidadeEstado","capacitacoesOfertadasProtecaoSocialEspecial-conselheiros-quantidadeEstado","Capacitações Ofertadas Proteção Social Especial","Conselheiros no Estado","numeric","CE",1
253,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","conselheiros-quantidadeGovernoFederal","capacitacoesOfertadasProtecaoSocialEspecial-conselheiros-quantidadeGovernoFederal","Capacitações Ofertadas Proteção Social Especial","Conselheiros no Governo Federal","numeric","CF",1
309,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","conselheiros-quantidadeGovernoFederal","capacitacoesOfertadasProtecaoSocialEspecial-conselheiros-quantidadeGovernoFederal","Capacitações Ofertadas Proteção Social Especial","Conselheiros no Governo Federal","numeric","CF",1
251,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","conselheiros-quantidadeMunicipio","capacitacoesOfertadasProtecaoSocialEspecial-conselheiros-quantidadeMunicipio","Capacitações Ofertadas Proteção Social Especial","Conselheiros no Município","numeric","CM",1
308,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","conselheiros-quantidadeMunicipio","capacitacoesOfertadasProtecaoSocialEspecial-conselheiros-quantidadeMunicipio","Capacitações Ofertadas Proteção Social Especial","Conselheiros no Município","numeric","CM",1
243,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","gestor-quantidadeEstado","capacitacoesOfertadasProtecaoSocialEspecial-gestor-quantidadeEstado","Capacitações Ofertadas Proteção Social Especial","Gestores no Estado","numeric","GE",1
300,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","gestor-quantidadeEstado","capacitacoesOfertadasProtecaoSocialEspecial-gestor-quantidadeEstado","Capacitações Ofertadas Proteção Social Especial","Gestores no Estado","numeric","GE",1
244,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","gestor-quantidadeGovernoFederal","capacitacoesOfertadasProtecaoSocialEspecial-gestor-quantidadeGovernoFederal","Capacitações Ofertadas Proteção Social Especial","Gestores no Governo Federal","numeric","GF",1
242,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","gestor-quantidadeMunicipio","capacitacoesOfertadasProtecaoSocialEspecial-gestor-quantidadeMunicipio","Capacitações Ofertadas Proteção Social Especial","Gestores no Município","numeric","GM",1
299,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","gestor-quantidadeMunicipio","capacitacoesOfertadasProtecaoSocialEspecial-gestor-quantidadeMunicipio","Capacitações Ofertadas Proteção Social Especial","Gestores no Município","numeric","GM",1
249,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","trabalhadoresDeNivelMedio-quantidadeEstado","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelMedio-quantidadeEstado","Capacitações Ofertadas Proteção Social Especial","Trabalhadores Nível Médio no Estado","numeric","TME",1
305,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","trabalhadoresDeNivelMedio-quantidadeEstado","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelMedio-quantidadeEstado","Capacitações Ofertadas Proteção Social Especial","Trabalhadores Nível Médio no Estado","numeric","TME",1
250,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","trabalhadoresDeNivelMedio-quantidadeGovernoFederal","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelMedio-quantidadeGovernoFederal","Capacitações Ofertadas Proteção Social Especial","Trabalhadores Nível Médio no Governo Federal","numeric","TMF",1
306,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","trabalhadoresDeNivelMedio-quantidadeGovernoFederal","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelMedio-quantidadeGovernoFederal","Capacitações Ofertadas Proteção Social Especial","Trabalhadores Nível Médio no Governo Federal","numeric","TMF",1
248,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","trabalhadoresDeNivelMedio-quantidadeMunicipio","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelMedio-quantidadeMunicipio","Capacitações Ofertadas Proteção Social Especial","Trabalhadores Nível Médio no Município","numeric","TMM",1
304,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","trabalhadoresDeNivelMedio-quantidadeMunicipio","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelMedio-quantidadeMunicipio","Capacitações Ofertadas Proteção Social Especial","Trabalhadores Nível Médio no Município","numeric","TMM",1
246,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","trabalhadoresDeNivelSuperior-quantidadeEstado","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelSuperior-quantidadeEstado","Capacitações Ofertadas Proteção Social Especial","Trabalhadores Nível Superior no Estado","numeric","TSE",1
302,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","trabalhadoresDeNivelSuperior-quantidadeEstado","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelSuperior-quantidadeEstado","Capacitações Ofertadas Proteção Social Especial","Trabalhadores Nível Superior no Estado","numeric","TSE",1
247,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","Capacitações Ofertadas Proteção Social Especial","Trabalhadores Nível Superior no Governo Federal","numeric","TSF",1
303,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","Capacitações Ofertadas Proteção Social Especial","Trabalhadores Nível Superior no Governo Federal","numeric","TSF",1
245,"Gestão","Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","trabalhadoresDeNivelSuperior-quantidadeMunicipio","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelSuperior-quantidadeMunicipio","Capacitações Ofertadas Proteção Social Especial","Trabalhadores Nível Superior no Município","numeric","TSM",1
301,"SEDES","Sedes - Dados de Gestão","capacitacoesOfertadasProtecaoSocialEspecial","trabalhadoresDeNivelSuperior-quantidadeMunicipio","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelSuperior-quantidadeMunicipio","Capacitações Ofertadas Proteção Social Especial","Trabalhadores Nível Superior no Município","numeric","TSM",1
107,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeCriancasDe0A3AnosAcompanhadasComDeficencia","","numeroDeCriancasDe0A3AnosAcompanhadasComDeficencia","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","Criancas de 0 a 3 Anos Acompanhadas Com Deficiencia","numeric","CF-1",1
108,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasComDeficiencia","","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasComDeficiencia","Crianças De 0 a 6 anos Beneficiárias do BPC Acompanhadas com Deficiência","com Deficiência","numeric","CPD-1",1
109,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeGestantesAcompanhadasComDeficencia","","numeroDeGestantesAcompanhadasComDeficencia","Gestantes Acompanhadas","com Deficiência","numeric","GA-1",1
113,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","oProgramaPrimeiraInfanciaNoSUASProgramaCriancaFelizPromoveAcoesDeInterlocucaoComOProgramaBPCNaEscola","","oProgramaPrimeiraInfanciaNoSUASProgramaCriancaFelizPromoveAcoesDeInterlocucaoComOProgramaBPCNaEscola","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","Programa Primeira Infância no SUAS - Programa Criança Feliz Promove Ações de Interlocução com o Programa BPC na Escola","numeric","CF-6",1
114,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","quantasCriancasDoProgramaPrimeiraInfanciaNoSUASProgramaCriancaFelizSaoAcompanhadasEmServicosDeAcolhimentoInstitucionalEFamiliar","","quantasCriancasDoProgramaPrimeiraInfanciaNoSUASProgramaCriancaFelizSaoAcompanhadasEmServicosDeAcolhimentoInstitucionalEFamiliar","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","Crianças Do Programa Primeira Infância no SUAS e Programa Criança Feliz Acompanhadas Em Serviços de Acolhimento Institucional e Familiar","numeric","CF-5",1
115,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","quantidadeDeEncaminhamentosAsDemaisPoliticasPublicas","","quantidadeDeEncaminhamentosAsDemaisPoliticasPublicas","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","Encaminhamentos às demais Políticas Públicas","numeric","CF-4",1
116,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","quantidadeDeEncaminhamentosParaAosDemaisServicosDaRedeSocioassistencial","","quantidadeDeEncaminhamentosParaAosDemaisServicosDaRedeSocioassistencial","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","Encaminhamentos para os demais Serviços da Rede Socioassistencial","numeric","CF-3",1
117,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","quantidadeDeEncaminhamentosParaOPAIF","","quantidadeDeEncaminhamentosParaOPAIF","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","Encaminhamentos para o PAIF","numeric","CF-2",1
118,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numerodeCriancasde0a3anosAcompanhadasConformeRacaCor","pretas","numerodeCriancasde0a3anosAcompanhadasConformeRacaCor-pretas","Crianças de 0 a 3 anos Acompanhadas Conforme Raça e Cor","Pretas","numeric","CRC-5",1
119,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numerodeCriancasde0a3anosAcompanhadasConformeRacaCor","pardas","numerodeCriancasde0a3anosAcompanhadasConformeRacaCor-pardas","Crianças de 0 a 3 anos Acompanhadas Conforme Raça e Cor","Pardas","numeric","CRC-4",1
120,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numerodeCriancasde0a3anosAcompanhadasConformeRacaCor","indigenas","numerodeCriancasde0a3anosAcompanhadasConformeRacaCor-indigenas","Crianças de 0 a 3 anos Acompanhadas Conforme Raça e Cor","Indígenas","numeric","CRC-3",1
121,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numerodeCriancasde0a3anosAcompanhadasConformeRacaCor","amarelas","numerodeCriancasde0a3anosAcompanhadasConformeRacaCor-amarelas","Crianças de 0 a 3 anos Acompanhadas Conforme Raça e Cor","Amarelas","numeric","CRC-1",1
122,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numerodeCriancasde0a3anosAcompanhadasConformeRacaCor","brancas","numerodeCriancasde0a3anosAcompanhadasConformeRacaCor-brancas","Crianças de 0 a 3 anos Acompanhadas Conforme Raça e Cor","Brancas","numeric","CRC-2",1
123,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais","quilombolas","numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais-quilombolas","Crianças de 0 a 3 anos Acompanhadas de Povos e Comunidades Tradicionais","Quilombolas","numeric","CPT-4",1
124,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais","comunidadesDeMatrizAfrinacana","numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais-comunidadesDeMatrizAfrinacana","Crianças de 0 a 3 anos Acompanhadas de Povos e Comunidades Tradicionais","Comunidades de Matriz Africana","numeric","CPT-2",1
125,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais","rIbeirinhos","numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais-rIbeirinhos","Crianças de 0 a 3 anos Acompanhadas de Povos e Comunidades Tradicionais","Ribeirinhos","numeric","CPT-5",1
126,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais","extrativistas","numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais-extrativistas","Crianças de 0 a 3 anos Acompanhadas de Povos e Comunidades Tradicionais","Extrativistas","numeric","CPT-3",1
127,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais","ciganos","numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais-ciganos","Crianças de 0 a 3 anos Acompanhadas de Povos e Comunidades Tradicionais","Ciganos","numeric","CPT-1",1
128,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor","pretas","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor-pretas","Crianças de 0 a 6 anos Beneficiárias do BPC Acompanhadas Conforme Raca e Cor","Pretas","numeric","CRR-5",1
129,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor","pardas","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor-pardas","Crianças de 0 a 6 anos Beneficiárias do BPC Acompanhadas Conforme Raca e Cor","Pardas","numeric","CRR-4",1
130,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor","indigenas","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor-indigenas","Crianças de 0 a 6 anos Beneficiárias do BPC Acompanhadas Conforme Raca e Cor","Indígenas","numeric","CRR-3",1
131,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor","amarelas","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor-amarelas","Crianças de 0 a 6 anos Beneficiárias do BPC Acompanhadas Conforme Raca e Cor","Amarelas","numeric","CRR-1",1
132,"Proteção Social Básica","Programa Cuidar","numeroDeAdolescentesInseridosEmProgramasDeQualificacaoProfissional","","numeroDeAdolescentesInseridosEmProgramasDeQualificacaoProfissional","Programa Cuidar","Adolescentes Inseridos em Programas De Qualificação Profissional","numeric","PC-1",1
133,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor","brancas","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor-brancas","Crianças de 0 a 6 anos Beneficiárias do BPC Acompanhadas Conforme Raca e Cor","Brancas","numeric","CRR-2",1
134,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais","quilombolas","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais-quilombolas","Crianças de 0 a 6 anos Beneficiárias do BPC acompanhadas de Povos e Comunidades Tradicionais","Quilombolas","numeric","CCT-4",1
135,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais","comunidadesDeMatrizAfrinacana","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais-comunidadesDeMatrizAfrinacana","Crianças de 0 a 6 anos Beneficiárias do BPC acompanhadas de Povos e Comunidades Tradicionais","Comunidades de Matriz Africana","numeric","CCT-2",1
136,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais","rIbeirinhos","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais-rIbeirinhos","Crianças de 0 a 6 anos Beneficiárias do BPC acompanhadas de Povos e Comunidades Tradicionais","Ribeirinhos","numeric","CCT-5",1
137,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais","extrativistas","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais-extrativistas","Crianças de 0 a 6 anos Beneficiárias do BPC acompanhadas de Povos e Comunidades Tradicionais","Extrativistas","numeric","CCT-3",1
138,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais","ciganos","numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais-ciganos","Crianças de 0 a 6 anos Beneficiárias do BPC acompanhadas de Povos e Comunidades Tradicionais","Ciganos","numeric","CCT-1",1
139,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeGestantesAcompanhadasConformeRacaCor","pretas","numeroDeGestantesAcompanhadasConformeRacaCor-pretas","Gestantes Acompanhadas Conforme Raça e Cor","Pretas","numeric","GRC-5",1
140,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeGestantesAcompanhadasConformeRacaCor","pardas","numeroDeGestantesAcompanhadasConformeRacaCor-pardas","Gestantes Acompanhadas Conforme Raça e Cor","Pardas","numeric","GRC-4",1
141,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeGestantesAcompanhadasConformeRacaCor","indigenas","numeroDeGestantesAcompanhadasConformeRacaCor-indigenas","Gestantes Acompanhadas Conforme Raça e Cor","Indígenas","numeric","GRC-3",1
142,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeGestantesAcompanhadasConformeRacaCor","amarelas","numeroDeGestantesAcompanhadasConformeRacaCor-amarelas","Gestantes Acompanhadas Conforme Raça e Cor","Amarelas","numeric","GRC-1",1
143,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeGestantesAcompanhadasConformeRacaCor","brancas","numeroDeGestantesAcompanhadasConformeRacaCor-brancas","Gestantes Acompanhadas Conforme Raça e Cor","Brancas","numeric","GRC-2",1
144,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais","quilombolas","numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais-quilombolas","Gestantes Acompanhadas de Povos e Comunidades Tradicionais","Quilombolas","numeric","GAT-4",1
145,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais","comunidadesDeMatrizAfrinacana","numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais-comunidadesDeMatrizAfrinacana","Gestantes Acompanhadas de Povos e Comunidades Tradicionais","Comunidades de Matriz Africana","numeric","GAT-2",1
146,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais","rIbeirinhos","numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais-rIbeirinhos","Gestantes Acompanhadas de Povos e Comunidades Tradicionais","Ribeirinhos","numeric","GAT-5",1
147,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais","extrativistas","numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais-extrativistas","Gestantes Acompanhadas de Povos e Comunidades Tradicionais","Extrativistas","numeric","GAT-3",1
148,"Proteção Social Básica","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais","ciganos","numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais-ciganos","Gestantes Acompanhadas de Povos e Comunidades Tradicionais","Ciganos","numeric","GAT-1",1
