Omschrijving,Periode,Waarde,Service
"Reclame en advertentiekosten","2020 - 10",3600,"Verhuur"
"Reclame en advertentiekosten","2020 - 11",3600,"Verhuur"
"Reclame en advertentiekosten","2020 - 12",3600,"Verhuur"
"Representatiekosten","2020 - 1",30,"Verhuur"
"Representatiekosten","2020 - 2",30,"Verhuur"
"Representatiekosten","2020 - 3",30,"Verhuur"
"Representatiekosten","2020 - 4",30,"Verhuur"
"Representatiekosten","2020 - 5",30,"Verhuur"
"Representatiekosten","2020 - 6",30,"Verhuur"
"Representatiekosten","2020 - 7",30,"Verhuur"
"Representatiekosten","2020 - 8",30,"Verhuur"
"Representatiekosten","2020 - 9",30,"Verhuur"
"Representatiekosten","2020 - 10",30,"Verhuur"
"Representatiekosten","2020 - 11",30,"Verhuur"
"Representatiekosten","2020 - 12",30,"Verhuur"
"Reis- en verblijfkosten","2020 - 1",293.09999999999997,"Verhuur"
"Reis- en verblijfkosten","2020 - 2",293.09999999999997,"Verhuur"
"Reis- en verblijfkosten","2020 - 3",293.09999999999997,"Verhuur"
"Reis- en verblijfkosten","2020 - 4",293.09999999999997,"Verhuur"
"Reis- en verblijfkosten","2020 - 5",293.09999999999997,"Verhuur"
"Reis- en verblijfkosten","2020 - 6",293.09999999999997,"Verhuur"
"Reis- en verblijfkosten","2020 - 7",293.09999999999997,"Verhuur"
"Reis- en verblijfkosten","2020 - 8",293.09999999999997,"Verhuur"
"Reis- en verblijfkosten","2020 - 9",293.09999999999997,"Verhuur"
"Reis- en verblijfkosten","2020 - 10",293.09999999999997,"Verhuur"
"Reis- en verblijfkosten","2020 - 11",293.09999999999997,"Verhuur"
"Reis- en verblijfkosten","2020 - 12",293.09999999999997,"Verhuur"
"Beurskosten","2020 - 1",1200,"Verhuur"
"Beurskosten","2020 - 2",1200,"Verhuur"
"Beurskosten","2020 - 3",1200,"Verhuur"
"Beurskosten","2020 - 4",1200,"Verhuur"
"Beurskosten","2020 - 5",1200,"Verhuur"
"Beurskosten","2020 - 6",1200,"Verhuur"
"Beurskosten","2020 - 7",1200,"Verhuur"
"Beurskosten","2020 - 8",1200,"Verhuur"
"Beurskosten","2020 - 9",1200,"Verhuur"
"Beurskosten","2020 - 10",1200,"Verhuur"
"Beurskosten","2020 - 11",1200,"Verhuur"
"Beurskosten","2020 - 12",1200,"Verhuur"
"Mutatie voorziening dub. vorderingen","2020 - 1",150,"Verhuur"
"Mutatie voorziening dub. vorderingen","2020 - 2",150,"Verhuur"
"Mutatie voorziening dub. vorderingen","2020 - 3",150,"Verhuur"
"Mutatie voorziening dub. vorderingen","2020 - 4",150,"Verhuur"
"Mutatie voorziening dub. vorderingen","2020 - 5",150,"Verhuur"
"Mutatie voorziening dub. vorderingen","2020 - 6",150,"Verhuur"
"Mutatie voorziening dub. vorderingen","2020 - 7",150,"Verhuur"
"Mutatie voorziening dub. vorderingen","2020 - 8",150,"Verhuur"
"Mutatie voorziening dub. vorderingen","2020 - 9",150,"Verhuur"
"Mutatie voorziening dub. vorderingen","2020 - 10",150,"Verhuur"
"Mutatie voorziening dub. vorderingen","2020 - 11",150,"Verhuur"
"Mutatie voorziening dub. vorderingen","2020 - 12",150,"Verhuur"
"Vertalingen","2020 - 1",131.4,"Verhuur"
"Vertalingen","2020 - 2",131.4,"Verhuur"
"Vertalingen","2020 - 3",131.4,"Verhuur"
"Vertalingen","2020 - 4",131.4,"Verhuur"
"Vertalingen","2020 - 5",131.4,"Verhuur"
"Vertalingen","2020 - 6",131.4,"Verhuur"
"Vertalingen","2020 - 7",131.4,"Verhuur"
"Vertalingen","2020 - 8",131.4,"Verhuur"
"Vertalingen","2020 - 9",131.4,"Verhuur"
"Vertalingen","2020 - 10",131.4,"Verhuur"
"Vertalingen","2020 - 11",131.4,"Verhuur"
"Vertalingen","2020 - 12",131.4,"Verhuur"
"Overige verkoopkosten","2020 - 1",450,"Verhuur"
"Overige verkoopkosten","2020 - 2",450,"Verhuur"
"Overige verkoopkosten","2020 - 3",450,"Verhuur"
"Overige verkoopkosten","2020 - 4",450,"Verhuur"
"Overige verkoopkosten","2020 - 5",450,"Verhuur"
"Overige verkoopkosten","2020 - 6",450,"Verhuur"
"Overige verkoopkosten","2020 - 7",450,"Verhuur"
"Overige verkoopkosten","2020 - 8",450,"Verhuur"
"Overige verkoopkosten","2020 - 9",450,"Verhuur"
"Overige verkoopkosten","2020 - 10",450,"Verhuur"
"Overige verkoopkosten","2020 - 11",450,"Verhuur"
"Overige verkoopkosten","2020 - 12",450,"Verhuur"
"     Totaal verkoopkosten","2020 - 1",5854.5,"Verhuur"
"     Totaal verkoopkosten","2020 - 2",5854.5,"Verhuur"
"     Totaal verkoopkosten","2020 - 3",5854.5,"Verhuur"
"     Totaal verkoopkosten","2020 - 4",5854.5,"Verhuur"
"     Totaal verkoopkosten","2020 - 5",5854.5,"Verhuur"
"     Totaal verkoopkosten","2020 - 6",5854.5,"Verhuur"
"     Totaal verkoopkosten","2020 - 7",5854.5,"Verhuur"
"     Totaal verkoopkosten","2020 - 8",5854.5,"Verhuur"
"     Totaal verkoopkosten","2020 - 9",5854.5,"Verhuur"
"     Totaal verkoopkosten","2020 - 10",5854.5,"Verhuur"
"     Totaal verkoopkosten","2020 - 11",5854.5,"Verhuur"
"     Totaal verkoopkosten","2020 - 12",5854.5,"Verhuur"
"Website","2020 - 1",300,"Verhuur"
"Website","2020 - 2",300,"Verhuur"
"Website","2020 - 3",300,"Verhuur"
"Website","2020 - 4",300,"Verhuur"
"Website","2020 - 5",300,"Verhuur"
"Website","2020 - 6",300,"Verhuur"
"Website","2020 - 7",300,"Verhuur"
"Website","2020 - 8",300,"Verhuur"
"Website","2020 - 9",300,"Verhuur"
"Website","2020 - 10",300,"Verhuur"
"Website","2020 - 11",300,"Verhuur"
"Website","2020 - 12",300,"Verhuur"
"Communicatiekosten en infrastructuur","2020 - 1",300,"Verhuur"
"Communicatiekosten en infrastructuur","2020 - 2",300,"Verhuur"
"Communicatiekosten en infrastructuur","2020 - 3",300,"Verhuur"
"Communicatiekosten en infrastructuur","2020 - 4",300,"Verhuur"
"Communicatiekosten en infrastructuur","2020 - 5",300,"Verhuur"
"Communicatiekosten en infrastructuur","2020 - 6",300,"Verhuur"
"Communicatiekosten en infrastructuur","2020 - 7",300,"Verhuur"
"Communicatiekosten en infrastructuur","2020 - 8",300,"Verhuur"
"Communicatiekosten en infrastructuur","2020 - 9",300,"Verhuur"
"Communicatiekosten en infrastructuur","2020 - 10",300,"Verhuur"
"Communicatiekosten en infrastructuur","2020 - 11",300,"Verhuur"
"Communicatiekosten en infrastructuur","2020 - 12",300,"Verhuur"
"Hardware","2020 - 1",150,"Verhuur"
"Hardware","2020 - 2",150,"Verhuur"
"Hardware","2020 - 3",150,"Verhuur"
"Hardware","2020 - 4",150,"Verhuur"
"Hardware","2020 - 5",150,"Verhuur"
"Hardware","2020 - 6",150,"Verhuur"
"Hardware","2020 - 7",150,"Verhuur"
"Hardware","2020 - 8",150,"Verhuur"
"Hardware","2020 - 9",150,"Verhuur"
"Hardware","2020 - 10",150,"Verhuur"
"Hardware","2020 - 11",150,"Verhuur"
"Hardware","2020 - 12",150,"Verhuur"
"Software en licenties","2020 - 1",750,"Verhuur"
"Software en licenties","2020 - 2",750,"Verhuur"
"Software en licenties","2020 - 3",750,"Verhuur"
"Software en licenties","2020 - 4",750,"Verhuur"
"Software en licenties","2020 - 5",750,"Verhuur"
"Software en licenties","2020 - 6",750,"Verhuur"
"Software en licenties","2020 - 7",750,"Verhuur"
"Software en licenties","2020 - 8",750,"Verhuur"
"Software en licenties","2020 - 9",750,"Verhuur"
"Software en licenties","2020 - 10",750,"Verhuur"
"Software en licenties","2020 - 11",750,"Verhuur"
"Software en licenties","2020 - 12",750,"Verhuur"
"     Totaal ICT kosten","2020 - 1",1500,"Verhuur"
"     Totaal ICT kosten","2020 - 2",1500,"Verhuur"
"     Totaal ICT kosten","2020 - 3",1500,"Verhuur"
"     Totaal ICT kosten","2020 - 4",1500,"Verhuur"
"     Totaal ICT kosten","2020 - 5",1500,"Verhuur"
"     Totaal ICT kosten","2020 - 6",1500,"Verhuur"
"     Totaal ICT kosten","2020 - 7",1500,"Verhuur"
"     Totaal ICT kosten","2020 - 8",1500,"Verhuur"
"     Totaal ICT kosten","2020 - 9",1500,"Verhuur"
"     Totaal ICT kosten","2020 - 10",1500,"Verhuur"
"     Totaal ICT kosten","2020 - 11",1500,"Verhuur"
"     Totaal ICT kosten","2020 - 12",1500,"Verhuur"
"Brandstof","2020 - 1",250,"Verhuur"
"Brandstof","2020 - 2",250,"Verhuur"
"Brandstof","2020 - 3",250,"Verhuur"
"Brandstof","2020 - 4",250,"Verhuur"
"Brandstof","2020 - 5",250,"Verhuur"
"Brandstof","2020 - 6",250,"Verhuur"
"Brandstof","2020 - 7",250,"Verhuur"
"Brandstof","2020 - 8",250,"Verhuur"
"Brandstof","2020 - 9",250,"Verhuur"
"Brandstof","2020 - 10",250,"Verhuur"
"Brandstof","2020 - 11",250,"Verhuur"
"Brandstof","2020 - 12",250,"Verhuur"
"Motorrijtuigenbelasting","2020 - 1",134,"Verhuur"
"Motorrijtuigenbelasting","2020 - 2",134,"Verhuur"
"Motorrijtuigenbelasting","2020 - 3",134,"Verhuur"
"Motorrijtuigenbelasting","2020 - 4",134,"Verhuur"
"Motorrijtuigenbelasting","2020 - 5",134,"Verhuur"
"Motorrijtuigenbelasting","2020 - 6",134,"Verhuur"
"Motorrijtuigenbelasting","2020 - 7",134,"Verhuur"
"Motorrijtuigenbelasting","2020 - 8",134,"Verhuur"
"Motorrijtuigenbelasting","2020 - 9",134,"Verhuur"
"Motorrijtuigenbelasting","2020 - 10",134,"Verhuur"
"Motorrijtuigenbelasting","2020 - 11",134,"Verhuur"
"Motorrijtuigenbelasting","2020 - 12",134,"Verhuur"
"Overige autokosten","2020 - 1",26,"Verhuur"
"Overige autokosten","2020 - 2",26,"Verhuur"
"Overige autokosten","2020 - 3",26,"Verhuur"
"Overige autokosten","2020 - 4",26,"Verhuur"
"Overige autokosten","2020 - 5",26,"Verhuur"
"Overige autokosten","2020 - 6",26,"Verhuur"
"Overige autokosten","2020 - 7",26,"Verhuur"
"Overige autokosten","2020 - 8",26,"Verhuur"
"Overige autokosten","2020 - 9",26,"Verhuur"
"Overige autokosten","2020 - 10",26,"Verhuur"
"Overige autokosten","2020 - 11",26,"Verhuur"
"Overige autokosten","2020 - 12",26,"Verhuur"
"     Totaal autokosten","2020 - 1",410,"Verhuur"
"     Totaal autokosten","2020 - 2",410,"Verhuur"
"     Totaal autokosten","2020 - 3",410,"Verhuur"
"     Totaal autokosten","2020 - 4",410,"Verhuur"
"     Totaal autokosten","2020 - 5",410,"Verhuur"
"     Totaal autokosten","2020 - 6",410,"Verhuur"
"     Totaal autokosten","2020 - 7",410,"Verhuur"
"     Totaal autokosten","2020 - 8",410,"Verhuur"
"     Totaal autokosten","2020 - 9",410,"Verhuur"
"     Totaal autokosten","2020 - 10",410,"Verhuur"
"     Totaal autokosten","2020 - 11",410,"Verhuur"
"     Totaal autokosten","2020 - 12",410,"Verhuur"
"Kantoorkosten","2020 - 1",259.8,"Verhuur"
"Kantoorkosten","2020 - 2",259.8,"Verhuur"
"Kantoorkosten","2020 - 3",259.8,"Verhuur"
"Kantoorkosten","2020 - 4",259.8,"Verhuur"
"Kantoorkosten","2020 - 5",259.8,"Verhuur"
"Kantoorkosten","2020 - 6",259.8,"Verhuur"
"Kantoorkosten","2020 - 7",259.8,"Verhuur"
"Kantoorkosten","2020 - 8",259.8,"Verhuur"
"Kantoorkosten","2020 - 9",259.8,"Verhuur"
"Kantoorkosten","2020 - 10",259.8,"Verhuur"
"Kantoorkosten","2020 - 11",259.8,"Verhuur"
"Kantoorkosten","2020 - 12",259.8,"Verhuur"
"Telefoonkosten","2020 - 1",66,"Verhuur"
"Telefoonkosten","2020 - 2",66,"Verhuur"
"Telefoonkosten","2020 - 3",66,"Verhuur"
"Telefoonkosten","2020 - 4",66,"Verhuur"
"Telefoonkosten","2020 - 5",66,"Verhuur"
"Telefoonkosten","2020 - 6",66,"Verhuur"
"Telefoonkosten","2020 - 7",66,"Verhuur"
"Telefoonkosten","2020 - 8",66,"Verhuur"
"Telefoonkosten","2020 - 9",66,"Verhuur"
"Telefoonkosten","2020 - 10",66,"Verhuur"
"Telefoonkosten","2020 - 11",66,"Verhuur"
"Telefoonkosten","2020 - 12",66,"Verhuur"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 1",300,"Verhuur"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 2",300,"Verhuur"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 3",300,"Verhuur"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 4",300,"Verhuur"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 5",300,"Verhuur"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 6",300,"Verhuur"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 7",300,"Verhuur"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 8",300,"Verhuur"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 9",300,"Verhuur"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 10",300,"Verhuur"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 11",300,"Verhuur"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 12",300,"Verhuur"
"Advieskosten","2020 - 1",300,"Verhuur"
"Advieskosten","2020 - 2",300,"Verhuur"
"Advieskosten","2020 - 3",300,"Verhuur"
"Advieskosten","2020 - 4",300,"Verhuur"
"Advieskosten","2020 - 5",300,"Verhuur"
"Advieskosten","2020 - 6",300,"Verhuur"
"Advieskosten","2020 - 7",300,"Verhuur"
"Advieskosten","2020 - 8",300,"Verhuur"
"Advieskosten","2020 - 9",300,"Verhuur"
"Advieskosten","2020 - 10",300,"Verhuur"
"Advieskosten","2020 - 11",300,"Verhuur"
"Advieskosten","2020 - 12",300,"Verhuur"
"Juridische advieskosten","2020 - 1",150,"Verhuur"
"Juridische advieskosten","2020 - 2",150,"Verhuur"
"Juridische advieskosten","2020 - 3",150,"Verhuur"
"Juridische advieskosten","2020 - 4",150,"Verhuur"
"Juridische advieskosten","2020 - 5",150,"Verhuur"
"Juridische advieskosten","2020 - 6",150,"Verhuur"
"Juridische advieskosten","2020 - 7",150,"Verhuur"
"Juridische advieskosten","2020 - 8",150,"Verhuur"
"Juridische advieskosten","2020 - 9",150,"Verhuur"
"Juridische advieskosten","2020 - 10",150,"Verhuur"
"Juridische advieskosten","2020 - 11",150,"Verhuur"
"Juridische advieskosten","2020 - 12",150,"Verhuur"
"Contributies en abonnementen","2020 - 1",180,"Verhuur"
"Contributies en abonnementen","2020 - 2",180,"Verhuur"
"Contributies en abonnementen","2020 - 3",180,"Verhuur"
"Contributies en abonnementen","2020 - 4",180,"Verhuur"
"Contributies en abonnementen","2020 - 5",180,"Verhuur"
"Contributies en abonnementen","2020 - 6",180,"Verhuur"
"Contributies en abonnementen","2020 - 7",180,"Verhuur"
"Contributies en abonnementen","2020 - 8",180,"Verhuur"
"Contributies en abonnementen","2020 - 9",180,"Verhuur"
"Contributies en abonnementen","2020 - 10",180,"Verhuur"
"Contributies en abonnementen","2020 - 11",180,"Verhuur"
"Contributies en abonnementen","2020 - 12",180,"Verhuur"
"Verzekeringspremies","2020 - 1",1500,"Verhuur"
"Verzekeringspremies","2020 - 2",1500,"Verhuur"
"Verzekeringspremies","2020 - 3",1500,"Verhuur"
"Verzekeringspremies","2020 - 4",1500,"Verhuur"
"Verzekeringspremies","2020 - 5",1500,"Verhuur"
"Verzekeringspremies","2020 - 6",1500,"Verhuur"
"Verzekeringspremies","2020 - 7",1500,"Verhuur"
"Verzekeringspremies","2020 - 8",1500,"Verhuur"
"Verzekeringspremies","2020 - 9",1500,"Verhuur"
"Verzekeringspremies","2020 - 10",1500,"Verhuur"
"Verzekeringspremies","2020 - 11",1500,"Verhuur"
"Verzekeringspremies","2020 - 12",1500,"Verhuur"
"Overige algemene kosten","2020 - 1",25,"Verhuur"
"Overige algemene kosten","2020 - 2",25,"Verhuur"
"Overige algemene kosten","2020 - 3",25,"Verhuur"
"Overige algemene kosten","2020 - 4",25,"Verhuur"
"Overige algemene kosten","2020 - 5",25,"Verhuur"
"Overige algemene kosten","2020 - 6",25,"Verhuur"
"Overige algemene kosten","2020 - 7",25,"Verhuur"
"Overige algemene kosten","2020 - 8",25,"Verhuur"
"Overige algemene kosten","2020 - 9",25,"Verhuur"
"Overige algemene kosten","2020 - 10",25,"Verhuur"
"Overige algemene kosten","2020 - 11",25,"Verhuur"
"Overige algemene kosten","2020 - 12",25,"Verhuur"
"   Totaal algemene kosten","2020 - 1",2780.8,"Verhuur"
"   Totaal algemene kosten","2020 - 2",2780.8,"Verhuur"
"   Totaal algemene kosten","2020 - 3",2780.8,"Verhuur"
"   Totaal algemene kosten","2020 - 4",2780.8,"Verhuur"
"   Totaal algemene kosten","2020 - 5",2780.8,"Verhuur"
"   Totaal algemene kosten","2020 - 6",2780.8,"Verhuur"
"   Totaal algemene kosten","2020 - 7",2780.8,"Verhuur"
"   Totaal algemene kosten","2020 - 8",2780.8,"Verhuur"
"   Totaal algemene kosten","2020 - 9",2780.8,"Verhuur"
"   Totaal algemene kosten","2020 - 10",2780.8,"Verhuur"
"   Totaal algemene kosten","2020 - 11",2780.8,"Verhuur"
"   Totaal algemene kosten","2020 - 12",2780.8,"Verhuur"
"Totaal overige bedrijfslasten","2020 - 1",34653.124,"Verhuur"
"Totaal overige bedrijfslasten","2020 - 2",34653.124,"Verhuur"
"Totaal overige bedrijfslasten","2020 - 3",34653.124,"Verhuur"
"Totaal overige bedrijfslasten","2020 - 4",34653.124,"Verhuur"
"Totaal overige bedrijfslasten","2020 - 5",34653.124,"Verhuur"
"Totaal overige bedrijfslasten","2020 - 6",34653.124,"Verhuur"
"Totaal overige bedrijfslasten","2020 - 7",34653.124,"Verhuur"
"Totaal overige bedrijfslasten","2020 - 8",38591.524000000005,"Verhuur"
"Totaal overige bedrijfslasten","2020 - 9",38591.524000000005,"Verhuur"
"Totaal overige bedrijfslasten","2020 - 10",38591.524000000005,"Verhuur"
"Totaal overige bedrijfslasten","2020 - 11",38591.524000000005,"Verhuur"
"Totaal overige bedrijfslasten","2020 - 12",38591.524000000005,"Verhuur"
"Bedrijfsresultaat (EBITDA)","2020 - 1",120235.79266666668,"Verhuur"
"Bedrijfsresultaat (EBITDA)","2020 - 2",120235.79266666668,"Verhuur"
"Bedrijfsresultaat (EBITDA)","2020 - 3",120235.79266666668,"Verhuur"
"Bedrijfsresultaat (EBITDA)","2020 - 4",120235.79266666668,"Verhuur"
"Bedrijfsresultaat (EBITDA)","2020 - 5",120235.79266666668,"Verhuur"
"Bedrijfsresultaat (EBITDA)","2020 - 6",120235.79266666668,"Verhuur"
"Bedrijfsresultaat (EBITDA)","2020 - 7",120235.79266666668,"Verhuur"
"Bedrijfsresultaat (EBITDA)","2020 - 8",116297.39266666668,"Verhuur"
"Bedrijfsresultaat (EBITDA)","2020 - 9",116297.39266666668,"Verhuur"
"Bedrijfsresultaat (EBITDA)","2020 - 10",116297.39266666668,"Verhuur"
"Bedrijfsresultaat (EBITDA)","2020 - 11",116297.39266666668,"Verhuur"
"Bedrijfsresultaat (EBITDA)","2020 - 12",116297.39266666668,"Verhuur"
"Afschrijvingen","2020 - 1",24000,"Verhuur"
"Afschrijvingen","2020 - 2",24000,"Verhuur"
"Afschrijvingen","2020 - 3",24000,"Verhuur"
"Afschrijvingen","2020 - 4",24000,"Verhuur"
"Afschrijvingen","2020 - 5",24000,"Verhuur"
"Afschrijvingen","2020 - 6",24000,"Verhuur"
"Afschrijvingen","2020 - 7",24000,"Verhuur"
"Afschrijvingen","2020 - 8",24000,"Verhuur"
"Afschrijvingen","2020 - 9",24000,"Verhuur"
"Afschrijvingen","2020 - 10",24000,"Verhuur"
"Afschrijvingen","2020 - 11",24000,"Verhuur"
"Afschrijvingen","2020 - 12",24000,"Verhuur"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 1",96235.792666666675,"Verhuur"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 2",96235.792666666675,"Verhuur"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 3",96235.792666666675,"Verhuur"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 4",96235.792666666675,"Verhuur"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 5",96235.792666666675,"Verhuur"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 6",96235.792666666675,"Verhuur"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 7",96235.792666666675,"Verhuur"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 8",92297.392666666681,"Verhuur"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 9",92297.392666666681,"Verhuur"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 10",92297.392666666681,"Verhuur"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 11",92297.392666666681,"Verhuur"
"Bedrijfsres. na afschrijvingen (EBIT)","2020 - 12",92297.392666666681,"Verhuur"
"Financieringslasten","2020 - 1",1000,"Verhuur"
"Financieringslasten","2020 - 2",1000,"Verhuur"
"Financieringslasten","2020 - 3",1000,"Verhuur"
"Financieringslasten","2020 - 4",1000,"Verhuur"
"Financieringslasten","2020 - 5",1000,"Verhuur"
"Financieringslasten","2020 - 6",1000,"Verhuur"
"Financieringslasten","2020 - 7",1000,"Verhuur"
"Financieringslasten","2020 - 8",1000,"Verhuur"
"Financieringslasten","2020 - 9",1000,"Verhuur"
"Financieringslasten","2020 - 10",1000,"Verhuur"
"Financieringslasten","2020 - 11",1000,"Verhuur"
"Financieringslasten","2020 - 12",1000,"Verhuur"
"Resultaat voor belastingen","2020 - 1",95235.792666666675,"Verhuur"
"Resultaat voor belastingen","2020 - 2",95235.792666666675,"Verhuur"
"Resultaat voor belastingen","2020 - 3",95235.792666666675,"Verhuur"
"Resultaat voor belastingen","2020 - 4",95235.792666666675,"Verhuur"
"Resultaat voor belastingen","2020 - 5",95235.792666666675,"Verhuur"
"Resultaat voor belastingen","2020 - 6",95235.792666666675,"Verhuur"
"Resultaat voor belastingen","2020 - 7",95235.792666666675,"Verhuur"
"Resultaat voor belastingen","2020 - 8",91297.392666666681,"Verhuur"
"Resultaat voor belastingen","2020 - 9",91297.392666666681,"Verhuur"
"Resultaat voor belastingen","2020 - 10",91297.392666666681,"Verhuur"
"Resultaat voor belastingen","2020 - 11",91297.392666666681,"Verhuur"
"Resultaat voor belastingen","2020 - 12",91297.392666666681,"Verhuur"
"Belastingen","2020 - 1",23808.948166666669,"Verhuur"
"Belastingen","2020 - 2",23808.948166666669,"Verhuur"
"Belastingen","2020 - 3",23808.948166666669,"Verhuur"
"Belastingen","2020 - 4",23808.948166666669,"Verhuur"
"Belastingen","2020 - 5",23808.948166666669,"Verhuur"
"Belastingen","2020 - 6",23808.948166666669,"Verhuur"
"Belastingen","2020 - 7",23808.948166666669,"Verhuur"
"Belastingen","2020 - 8",22824.34816666667,"Verhuur"
"Belastingen","2020 - 9",22824.34816666667,"Verhuur"
"Belastingen","2020 - 10",22824.34816666667,"Verhuur"
"Belastingen","2020 - 11",22824.34816666667,"Verhuur"
"Belastingen","2020 - 12",22824.34816666667,"Verhuur"
"Resultaat na belastingen","2020 - 1",71426.8445,"Verhuur"
"Resultaat na belastingen","2020 - 2",71426.8445,"Verhuur"
"Resultaat na belastingen","2020 - 3",71426.8445,"Verhuur"
"Resultaat na belastingen","2020 - 4",71426.8445,"Verhuur"
"Resultaat na belastingen","2020 - 5",71426.8445,"Verhuur"
"Resultaat na belastingen","2020 - 6",71426.8445,"Verhuur"
"Resultaat na belastingen","2020 - 7",71426.8445,"Verhuur"
"Resultaat na belastingen","2020 - 8",68473.044500000018,"Verhuur"
"Resultaat na belastingen","2020 - 9",68473.044500000018,"Verhuur"
"Resultaat na belastingen","2020 - 10",68473.044500000018,"Verhuur"
"Resultaat na belastingen","2020 - 11",68473.044500000018,"Verhuur"
"Resultaat na belastingen","2020 - 12",68473.044500000018,"Verhuur"
"Omzet (Gefactureerd)","2020 - 1",52487,"Service"
"Omzet (Gefactureerd)","2020 - 2",52487,"Service"
"Omzet (Gefactureerd)","2020 - 3",52487,"Service"
"Omzet (Gefactureerd)","2020 - 4",52487,"Service"
"Omzet (Gefactureerd)","2020 - 5",52487,"Service"
"Omzet (Gefactureerd)","2020 - 6",52487,"Service"
"Omzet (Gefactureerd)","2020 - 7",52487,"Service"
"Omzet (Gefactureerd)","2020 - 8",52487,"Service"
"Omzet (Gefactureerd)","2020 - 9",52487,"Service"
"Omzet (Gefactureerd)","2020 - 10",52487,"Service"
"Omzet (Gefactureerd)","2020 - 11",52487,"Service"
"Omzet (Gefactureerd)","2020 - 12",52487,"Service"
"Omzet (Gefactureerd)","2020 - 1",52487,"Service"
"Omzet (Gefactureerd)","2020 - 2",52487,"Service"
"Omzet (Gefactureerd)","2020 - 3",52487,"Service"
"Omzet (Gefactureerd)","2020 - 4",52487,"Service"
"Omzet (Gefactureerd)","2020 - 5",52487,"Service"
"Omzet (Gefactureerd)","2020 - 6",52487,"Service"
"Omzet (Gefactureerd)","2020 - 7",52487,"Service"
"Omzet (Gefactureerd)","2020 - 8",52487,"Service"
"Omzet (Gefactureerd)","2020 - 9",52487,"Service"
"Omzet (Gefactureerd)","2020 - 10",52487,"Service"
"Omzet (Gefactureerd)","2020 - 11",52487,"Service"
"Omzet (Gefactureerd)","2020 - 12",52487,"Service"
"Kostprijs van de omzet","2020 - 1",31492.199999999997,"Service"
"Kostprijs van de omzet","2020 - 2",31492.199999999997,"Service"
"Kostprijs van de omzet","2020 - 3",31492.199999999997,"Service"
"Kostprijs van de omzet","2020 - 4",31492.199999999997,"Service"
"Kostprijs van de omzet","2020 - 5",31492.199999999997,"Service"
"Kostprijs van de omzet","2020 - 6",31492.199999999997,"Service"
"Kostprijs van de omzet","2020 - 7",31492.199999999997,"Service"
"Kostprijs van de omzet","2020 - 8",31492.199999999997,"Service"
"Kostprijs van de omzet","2020 - 9",31492.199999999997,"Service"
"Kostprijs van de omzet","2020 - 10",31492.199999999997,"Service"
"Kostprijs van de omzet","2020 - 11",31492.199999999997,"Service"
"Kostprijs van de omzet","2020 - 12",31492.199999999997,"Service"
"Lonen en salarissen","2020 - 1",11000,"Service"
"Lonen en salarissen","2020 - 2",11000,"Service"
"Lonen en salarissen","2020 - 3",11000,"Service"
"Lonen en salarissen","2020 - 4",11000,"Service"
"Lonen en salarissen","2020 - 5",11000,"Service"
"Lonen en salarissen","2020 - 6",11000,"Service"
"Lonen en salarissen","2020 - 7",11000,"Service"
"Lonen en salarissen","2020 - 8",11000,"Service"
"Lonen en salarissen","2020 - 9",11000,"Service"
"Lonen en salarissen","2020 - 10",11000,"Service"
"Lonen en salarissen","2020 - 11",11000,"Service"
"Lonen en salarissen","2020 - 12",11000,"Service"
"Sociale lasten","2020 - 1",945.00000000000011,"Service"
"Sociale lasten","2020 - 2",945.00000000000011,"Service"
"Sociale lasten","2020 - 3",945.00000000000011,"Service"
"Sociale lasten","2020 - 4",945.00000000000011,"Service"
"Sociale lasten","2020 - 5",945.00000000000011,"Service"
"Sociale lasten","2020 - 6",945.00000000000011,"Service"
"Sociale lasten","2020 - 7",945.00000000000011,"Service"
"Sociale lasten","2020 - 8",945.00000000000011,"Service"
"Sociale lasten","2020 - 9",945.00000000000011,"Service"
"Sociale lasten","2020 - 10",945.00000000000011,"Service"
