State,Date,variable,value
Sikkim,2020-10-03 00:00:00.000,Active Added,7
Sikkim,2020-10-04 00:00:00.000,Active Added,-9
Sikkim,2020-10-05 00:00:00.000,Active Added,-42
Sikkim,2020-10-06 00:00:00.000,Active Added,-18
Sikkim,2020-10-07 00:00:00.000,Active Added,-10
Sikkim,2020-10-08 00:00:00.000,Active Added,-24
Sikkim,2020-10-09 00:00:00.000,Active Added,-42
Sikkim,2020-10-10 00:00:00.000,Active Added,-54
Sikkim,2020-10-11 00:00:00.000,Active Added,-66
Sikkim,2020-10-12 00:00:00.000,Active Added,5
Sikkim,2020-10-13 00:00:00.000,Active Added,-41
Sikkim,2020-10-14 00:00:00.000,Active Added,-23
Sikkim,2020-10-15 00:00:00.000,Active Added,-11
Sikkim,2020-10-16 00:00:00.000,Active Added,-15
Sikkim,2020-10-17 00:00:00.000,Active Added,-24
Sikkim,2020-10-18 00:00:00.000,Active Added,-3
Sikkim,2020-10-20 00:00:00.000,Active Added,-9
Sikkim,2020-10-21 00:00:00.000,Active Added,-1
Sikkim,2020-10-22 00:00:00.000,Active Added,1
Sikkim,2020-10-23 00:00:00.000,Active Added,-12
Sikkim,2020-10-24 00:00:00.000,Active Added,0
Sikkim,2020-10-25 00:00:00.000,Active Added,24
Sikkim,2020-10-26 00:00:00.000,Active Added,-21
Sikkim,2020-10-27 00:00:00.000,Active Added,17
Sikkim,2020-10-28 00:00:00.000,Active Added,1
Sikkim,2020-10-29 00:00:00.000,Active Added,5
Sikkim,2020-10-30 00:00:00.000,Active Added,-13
Sikkim,2020-10-31 00:00:00.000,Active Added,0
Sikkim,2020-11-01 00:00:00.000,Active Added,-17
Sikkim,2020-11-02 00:00:00.000,Active Added,1
Sikkim,2020-11-03 00:00:00.000,Active Added,32
Sikkim,2020-11-04 00:00:00.000,Active Added,-17
Sikkim,2020-11-05 00:00:00.000,Active Added,-11
Sikkim,2020-11-06 00:00:00.000,Active Added,42
Sikkim,2020-11-07 00:00:00.000,Active Added,30
Sikkim,2020-11-08 00:00:00.000,Active Added,-41
Sikkim,2020-11-09 00:00:00.000,Active Added,-6
Sikkim,2020-11-10 00:00:00.000,Active Added,37
Sikkim,2020-11-11 00:00:00.000,Active Added,-14
Sikkim,2020-11-12 00:00:00.000,Active Added,-26
Sikkim,2020-11-13 00:00:00.000,Active Added,29
Sikkim,2020-11-14 00:00:00.000,Active Added,3
Sikkim,2020-11-15 00:00:00.000,Active Added,-12
Sikkim,2020-11-16 00:00:00.000,Active Added,9
Sikkim,2020-11-17 00:00:00.000,Active Added,19
Sikkim,2020-11-18 00:00:00.000,Active Added,-13
Sikkim,2020-11-19 00:00:00.000,Active Added,-3
Sikkim,2020-11-20 00:00:00.000,Active Added,-31
Sikkim,2020-11-21 00:00:00.000,Active Added,27
Sikkim,2020-11-22 00:00:00.000,Active Added,-15
Sikkim,2020-11-23 00:00:00.000,Active Added,-48
Sikkim,2020-11-24 00:00:00.000,Active Added,8
Sikkim,2020-11-25 00:00:00.000,Active Added,-2
Sikkim,2020-11-26 00:00:00.000,Active Added,32
Sikkim,2020-11-27 00:00:00.000,Active Added,-4
Sikkim,2020-11-28 00:00:00.000,Active Added,24
Sikkim,2020-11-29 00:00:00.000,Active Added,-17
Sikkim,2020-11-30 00:00:00.000,Active Added,-20
Sikkim,2020-12-01 00:00:00.000,Active Added,34
Sikkim,2020-12-02 00:00:00.000,Active Added,15
Sikkim,2020-12-03 00:00:00.000,Active Added,20
Sikkim,2020-12-04 00:00:00.000,Active Added,39
Sikkim,2020-12-05 00:00:00.000,Active Added,8
Sikkim,2020-12-06 00:00:00.000,Active Added,17
Sikkim,2020-12-07 00:00:00.000,Active Added,-13
Sikkim,2020-12-08 00:00:00.000,Active Added,-7
Sikkim,2020-12-09 00:00:00.000,Active Added,5
Sikkim,2020-12-10 00:00:00.000,Active Added,-3
Sikkim,2020-12-11 00:00:00.000,Active Added,-4
Sikkim,2020-12-12 00:00:00.000,Active Added,2
Sikkim,2020-12-13 00:00:00.000,Active Added,-8
Sikkim,2020-12-14 00:00:00.000,Active Added,-53
Sikkim,2020-12-15 00:00:00.000,Active Added,-9
Sikkim,2020-12-16 00:00:00.000,Active Added,12
Sikkim,2020-12-17 00:00:00.000,Active Added,-12
Sikkim,2020-12-18 00:00:00.000,Active Added,10
Sikkim,2020-12-19 00:00:00.000,Active Added,97
Sikkim,2020-12-20 00:00:00.000,Active Added,-27
Sikkim,2020-12-21 00:00:00.000,Active Added,-14
Sikkim,2020-12-22 00:00:00.000,Active Added,18
Sikkim,2020-12-23 00:00:00.000,Active Added,19
Sikkim,2020-12-24 00:00:00.000,Active Added,23
Sikkim,2020-12-25 00:00:00.000,Active Added,-2
Sikkim,2020-12-26 00:00:00.000,Active Added,99
Sikkim,2020-12-27 00:00:00.000,Active Added,30
Sikkim,2020-12-28 00:00:00.000,Active Added,-16
Sikkim,2020-12-29 00:00:00.000,Active Added,6
Sikkim,2020-12-30 00:00:00.000,Active Added,-5
Sikkim,2020-12-31 00:00:00.000,Active Added,-3
Sikkim,2021-01-01 00:00:00.000,Active Added,6
Sikkim,2021-01-02 00:00:00.000,Active Added,-4
Sikkim,2021-01-03 00:00:00.000,Active Added,-25
Sikkim,2021-01-04 00:00:00.000,Active Added,-21
Sikkim,2021-01-05 00:00:00.000,Active Added,8
Sikkim,2021-01-06 00:00:00.000,Active Added,-29
Sikkim,2021-01-07 00:00:00.000,Active Added,1
Sikkim,2021-01-08 00:00:00.000,Active Added,-72
Sikkim,2021-01-09 00:00:00.000,Active Added,-24
Sikkim,2021-01-10 00:00:00.000,Active Added,-18
Sikkim,2021-01-11 00:00:00.000,Active Added,-29
Sikkim,2021-01-12 00:00:00.000,Active Added,99
Sikkim,2021-01-13 00:00:00.000,Active Added,-2
Sikkim,2021-01-14 00:00:00.000,Active Added,-149
Sikkim,2021-01-15 00:00:00.000,Active Added,1
Sikkim,2021-01-16 00:00:00.000,Active Added,-5
Sikkim,2021-01-17 00:00:00.000,Active Added,3
Sikkim,2021-01-18 00:00:00.000,Active Added,-9
Sikkim,2021-01-19 00:00:00.000,Active Added,4
Sikkim,2021-01-20 00:00:00.000,Active Added,4
Sikkim,2021-01-21 00:00:00.000,Active Added,-12
Sikkim,2021-01-22 00:00:00.000,Active Added,-8
Sikkim,2021-01-23 00:00:00.000,Active Added,-6
Sikkim,2021-01-24 00:00:00.000,Active Added,-7
Sikkim,2021-01-25 00:00:00.000,Active Added,-12
Sikkim,2021-01-26 00:00:00.000,Active Added,-11
Sikkim,2021-01-27 00:00:00.000,Active Added,-2
Sikkim,2021-01-28 00:00:00.000,Active Added,2
Sikkim,2021-01-29 00:00:00.000,Active Added,-7
Sikkim,2021-01-30 00:00:00.000,Active Added,-3
Sikkim,2021-01-31 00:00:00.000,Active Added,-7
Sikkim,2021-02-01 00:00:00.000,Active Added,-3
Sikkim,2021-02-02 00:00:00.000,Active Added,1
Sikkim,2021-02-03 00:00:00.000,Active Added,1
Sikkim,2021-02-04 00:00:00.000,Active Added,-4
Sikkim,2021-02-05 00:00:00.000,Active Added,-5
Sikkim,2021-02-06 00:00:00.000,Active Added,-2
Sikkim,2021-02-07 00:00:00.000,Active Added,-5
Sikkim,2021-02-08 00:00:00.000,Active Added,-3
Sikkim,2021-02-09 00:00:00.000,Active Added,-4
Sikkim,2021-02-10 00:00:00.000,Active Added,-2
Sikkim,2021-02-11 00:00:00.000,Active Added,2
Sikkim,2021-02-12 00:00:00.000,Active Added,-1
Sikkim,2021-02-13 00:00:00.000,Active Added,-2
Sikkim,2021-02-14 00:00:00.000,Active Added,-3
Sikkim,2021-02-15 00:00:00.000,Active Added,-2
Sikkim,2021-02-16 00:00:00.000,Active Added,2
Sikkim,2021-02-17 00:00:00.000,Active Added,-1
Sikkim,2021-02-18 00:00:00.000,Active Added,4
Sikkim,2021-02-19 00:00:00.000,Active Added,-4
Sikkim,2021-02-20 00:00:00.000,Active Added,-1
Sikkim,2021-02-21 00:00:00.000,Active Added,-1
Sikkim,2021-02-22 00:00:00.000,Active Added,-3
Sikkim,2021-02-23 00:00:00.000,Active Added,-2
Sikkim,2021-02-24 00:00:00.000,Active Added,0
Sikkim,2021-02-25 00:00:00.000,Active Added,-4
Sikkim,2021-02-26 00:00:00.000,Active Added,2
Sikkim,2021-02-27 00:00:00.000,Active Added,-1
Sikkim,2021-02-28 00:00:00.000,Active Added,2
Sikkim,2021-03-01 00:00:00.000,Active Added,-1
Sikkim,2021-03-02 00:00:00.000,Active Added,-8
Sikkim,2021-03-03 00:00:00.000,Active Added,-8
Sikkim,2021-03-04 00:00:00.000,Active Added,3
Sikkim,2021-03-05 00:00:00.000,Active Added,3
Sikkim,2021-03-06 00:00:00.000,Active Added,9
Sikkim,2021-03-07 00:00:00.000,Active Added,6
Sikkim,2021-03-08 00:00:00.000,Active Added,0
Sikkim,2021-03-09 00:00:00.000,Active Added,0
Sikkim,2021-03-10 00:00:00.000,Active Added,-1
Sikkim,2021-03-11 00:00:00.000,Active Added,1
Sikkim,2021-03-12 00:00:00.000,Active Added,4
Sikkim,2021-03-13 00:00:00.000,Active Added,-7
Sikkim,2021-03-14 00:00:00.000,Active Added,-1
Sikkim,2021-03-15 00:00:00.000,Active Added,-5
Sikkim,2021-03-16 00:00:00.000,Active Added,3
Sikkim,2021-03-17 00:00:00.000,Active Added,2
Sikkim,2021-03-18 00:00:00.000,Active Added,2
Sikkim,2021-03-19 00:00:00.000,Active Added,1
Sikkim,2021-03-20 00:00:00.000,Active Added,4
Sikkim,2021-03-21 00:00:00.000,Active Added,1
Sikkim,2021-03-22 00:00:00.000,Active Added,-5
Sikkim,2021-03-23 00:00:00.000,Active Added,-7
Sikkim,2021-03-24 00:00:00.000,Active Added,1
Sikkim,2021-03-25 00:00:00.000,Active Added,-3
Sikkim,2021-03-26 00:00:00.000,Active Added,1
Sikkim,2021-03-27 00:00:00.000,Active Added,9
Sikkim,2021-03-28 00:00:00.000,Active Added,-6
Sikkim,2021-03-29 00:00:00.000,Active Added,-1
Sikkim,2021-03-30 00:00:00.000,Active Added,5
Sikkim,2021-03-31 00:00:00.000,Active Added,-1
Sikkim,2021-04-01 00:00:00.000,Active Added,0
Sikkim,2021-04-02 00:00:00.000,Active Added,1
Sikkim,2021-04-03 00:00:00.000,Active Added,4
Sikkim,2021-04-04 00:00:00.000,Active Added,3
Sikkim,2021-04-05 00:00:00.000,Active Added,5
Sikkim,2021-04-06 00:00:00.000,Active Added,16
Sikkim,2021-04-07 00:00:00.000,Active Added,30
Sikkim,2021-04-08 00:00:00.000,Active Added,4
Sikkim,2021-04-09 00:00:00.000,Active Added,6
Sikkim,2021-04-10 00:00:00.000,Active Added,20
Sikkim,2021-04-11 00:00:00.000,Active Added,53
Sikkim,2021-04-12 00:00:00.000,Active Added,3
Sikkim,2021-04-13 00:00:00.000,Active Added,20
Sikkim,2021-04-14 00:00:00.000,Active Added,21
Sikkim,2021-04-15 00:00:00.000,Active Added,36
Sikkim,2021-04-16 00:00:00.000,Active Added,12
Sikkim,2021-04-17 00:00:00.000,Active Added,68
Sikkim,2021-04-18 00:00:00.000,Active Added,100
Sikkim,2021-04-19 00:00:00.000,Active Added,6
Sikkim,2021-04-20 00:00:00.000,Active Added,87
Sikkim,2021-04-21 00:00:00.000,Active Added,48
Sikkim,2021-04-22 00:00:00.000,Active Added,105
Sikkim,2021-04-23 00:00:00.000,Active Added,53
Sikkim,2021-04-24 00:00:00.000,Active Added,107
Sikkim,2021-04-25 00:00:00.000,Active Added,143
Sikkim,2021-04-26 00:00:00.000,Active Added,1
Sikkim,2021-04-27 00:00:00.000,Active Added,55
Sikkim,2021-04-28 00:00:00.000,Active Added,129
Sikkim,2021-04-29 00:00:00.000,Active Added,145
Sikkim,2021-04-30 00:00:00.000,Active Added,185
Sikkim,2021-05-01 00:00:00.000,Active Added,217
Sikkim,2021-05-02 00:00:00.000,Active Added,161
Sikkim,2021-05-03 00:00:00.000,Active Added,-74
Sikkim,2021-05-04 00:00:00.000,Active Added,207
Sikkim,2021-05-05 00:00:00.000,Active Added,128
Sikkim,2021-05-06 00:00:00.000,Active Added,211
Manipur,2020-07-31 00:00:00.000,Active Added,98
Manipur,2020-08-01 00:00:00.000,Active Added,124
Manipur,2020-08-02 00:00:00.000,Active Added,36
Manipur,2020-08-03 00:00:00.000,Active Added,60
Manipur,2020-08-04 00:00:00.000,Active Added,50
Manipur,2020-08-05 00:00:00.000,Active Added,27
Manipur,2020-08-06 00:00:00.000,Active Added,80
Manipur,2020-08-07 00:00:00.000,Active Added,226
Manipur,2020-08-08 00:00:00.000,Active Added,167
Manipur,2020-08-09 00:00:00.000,Active Added,1
Manipur,2020-08-10 00:00:00.000,Active Added,22
Manipur,2020-08-11 00:00:00.000,Active Added,54
Manipur,2020-08-12 00:00:00.000,Active Added,-35
Manipur,2020-08-13 00:00:00.000,Active Added,65
Manipur,2020-08-14 00:00:00.000,Active Added,21
Manipur,2020-08-15 00:00:00.000,Active Added,114
Manipur,2020-08-16 00:00:00.000,Active Added,-18
Manipur,2020-08-17 00:00:00.000,Active Added,15
Manipur,2020-08-18 00:00:00.000,Active Added,22
Manipur,2020-08-19 00:00:00.000,Active Added,15
Manipur,2020-08-20 00:00:00.000,Active Added,-68
Manipur,2020-08-21 00:00:00.000,Active Added,-137
Manipur,2020-08-22 00:00:00.000,Active Added,-113
Manipur,2020-08-23 00:00:00.000,Active Added,-47
Manipur,2020-08-24 00:00:00.000,Active Added,19
Manipur,2020-08-25 00:00:00.000,Active Added,-19
Manipur,2020-08-26 00:00:00.000,Active Added,123
Manipur,2020-08-27 00:00:00.000,Active Added,12
Manipur,2020-08-28 00:00:00.000,Active Added,16
Manipur,2020-08-29 00:00:00.000,Active Added,-13
Manipur,2020-08-30 00:00:00.000,Active Added,99
Manipur,2020-08-31 00:00:00.000,Active Added,49
Manipur,2020-09-01 00:00:00.000,Active Added,9
Manipur,2020-09-02 00:00:00.000,Active Added,-32
Manipur,2020-09-03 00:00:00.000,Active Added,-68
Manipur,2020-09-04 00:00:00.000,Active Added,-38
Manipur,2020-09-05 00:00:00.000,Active Added,107
Manipur,2020-09-06 00:00:00.000,Active Added,-52
Manipur,2020-09-07 00:00:00.000,Active Added,-110
Manipur,2020-09-08 00:00:00.000,Active Added,-31
Manipur,2020-09-09 00:00:00.000,Active Added,95
Manipur,2020-09-10 00:00:00.000,Active Added,-141
Manipur,2020-09-11 00:00:00.000,Active Added,-100
Manipur,2020-09-12 00:00:00.000,Active Added,51
Manipur,2020-09-13 00:00:00.000,Active Added,54
Manipur,2020-09-14 00:00:00.000,Active Added,-53
Manipur,2020-09-15 00:00:00.000,Active Added,160
Manipur,2020-09-16 00:00:00.000,Active Added,6
Manipur,2020-09-17 00:00:00.000,Active Added,89
Manipur,2020-09-18 00:00:00.000,Active Added,86
Manipur,2020-09-19 00:00:00.000,Active Added,20
Manipur,2020-09-20 00:00:00.000,Active Added,124
Manipur,2020-09-21 00:00:00.000,Active Added,43
Manipur,2020-09-22 00:00:00.000,Active Added,220
Manipur,2020-09-25 00:00:00.000,Active Added,20
Manipur,2020-09-26 00:00:00.000,Active Added,180
Manipur,2020-09-27 00:00:00.000,Active Added,53
Manipur,2020-09-28 00:00:00.000,Active Added,72
Manipur,2020-09-29 00:00:00.000,Active Added,211
Manipur,2020-09-30 00:00:00.000,Active Added,-186
Manipur,2020-10-01 00:00:00.000,Active Added,-54
Manipur,2020-10-02 00:00:00.000,Active Added,-66
Manipur,2020-10-03 00:00:00.000,Active Added,161
Manipur,2020-10-04 00:00:00.000,Active Added,79
Manipur,2020-10-05 00:00:00.000,Active Added,120
Manipur,2020-10-06 00:00:00.000,Active Added,-16
Manipur,2020-10-07 00:00:00.000,Active Added,125
Manipur,2020-10-08 00:00:00.000,Active Added,72
Manipur,2020-10-09 00:00:00.000,Active Added,-19
Manipur,2020-10-10 00:00:00.000,Active Added,-160
Manipur,2020-10-11 00:00:00.000,Active Added,33
Manipur,2020-10-12 00:00:00.000,Active Added,25
Manipur,2020-10-13 00:00:00.000,Active Added,111
Manipur,2020-10-14 00:00:00.000,Active Added,189
Manipur,2020-10-15 00:00:00.000,Active Added,137
Manipur,2020-10-16 00:00:00.000,Active Added,168
Manipur,2020-10-17 00:00:00.000,Active Added,226
Manipur,2020-10-18 00:00:00.000,Active Added,19
Manipur,2020-10-19 00:00:00.000,Active Added,140
Manipur,2020-10-20 00:00:00.000,Active Added,136
Manipur,2020-10-21 00:00:00.000,Active Added,73
Manipur,2020-10-22 00:00:00.000,Active Added,146
Manipur,2020-10-23 00:00:00.000,Active Added,-18
Manipur,2020-10-24 00:00:00.000,Active Added,82
Manipur,2020-10-25 00:00:00.000,Active Added,-1
Manipur,2020-10-26 00:00:00.000,Active Added,59
Manipur,2020-10-27 00:00:00.000,Active Added,23
Manipur,2020-10-28 00:00:00.000,Active Added,0
Manipur,2020-10-29 00:00:00.000,Active Added,62
Manipur,2020-10-30 00:00:00.000,Active Added,-5
Manipur,2020-10-31 00:00:00.000,Active Added,-831
Manipur,2020-11-01 00:00:00.000,Active Added,42
Manipur,2020-11-02 00:00:00.000,Active Added,54
Manipur,2020-11-03 00:00:00.000,Active Added,29
Manipur,2020-11-04 00:00:00.000,Active Added,101
Manipur,2020-11-05 00:00:00.000,Active Added,88
Manipur,2020-11-06 00:00:00.000,Active Added,-178
Manipur,2020-11-07 00:00:00.000,Active Added,-385
Manipur,2020-11-08 00:00:00.000,Active Added,-116
Manipur,2020-11-09 00:00:00.000,Active Added,-6
Manipur,2020-11-10 00:00:00.000,Active Added,-58
Manipur,2020-11-11 00:00:00.000,Active Added,14
Manipur,2020-11-12 00:00:00.000,Active Added,58
Manipur,2020-11-13 00:00:00.000,Active Added,-47
Manipur,2020-11-14 00:00:00.000,Active Added,16
Manipur,2020-11-15 00:00:00.000,Active Added,-27
Manipur,2020-11-16 00:00:00.000,Active Added,-64
Manipur,2020-11-17 00:00:00.000,Active Added,-75
Manipur,2020-11-18 00:00:00.000,Active Added,-90
Manipur,2020-11-19 00:00:00.000,Active Added,58
Manipur,2020-11-20 00:00:00.000,Active Added,10
Manipur,2020-11-21 00:00:00.000,Active Added,76
Manipur,2020-11-22 00:00:00.000,Active Added,174
Manipur,2020-11-23 00:00:00.000,Active Added,-108
Manipur,2020-11-24 00:00:00.000,Active Added,137
Manipur,2020-11-25 00:00:00.000,Active Added,73
Manipur,2020-11-26 00:00:00.000,Active Added,-3
Manipur,2020-11-27 00:00:00.000,Active Added,7
Manipur,2020-11-28 00:00:00.000,Active Added,31
Manipur,2020-11-29 00:00:00.000,Active Added,-47
Manipur,2020-11-30 00:00:00.000,Active Added,-38
Manipur,2020-12-01 00:00:00.000,Active Added,38
Manipur,2020-12-02 00:00:00.000,Active Added,-74
Manipur,2020-12-03 00:00:00.000,Active Added,-92
Manipur,2020-12-04 00:00:00.000,Active Added,-119
Manipur,2020-12-05 00:00:00.000,Active Added,-48
Manipur,2020-12-06 00:00:00.000,Active Added,16
Manipur,2020-12-07 00:00:00.000,Active Added,0
Manipur,2020-12-08 00:00:00.000,Active Added,0
Manipur,2020-12-09 00:00:00.000,Active Added,-4
Manipur,2020-12-10 00:00:00.000,Active Added,55
Manipur,2020-12-11 00:00:00.000,Active Added,28
Manipur,2020-12-12 00:00:00.000,Active Added,59
Manipur,2020-12-13 00:00:00.000,Active Added,17
Manipur,2020-12-14 00:00:00.000,Active Added,-928
Manipur,2020-12-15 00:00:00.000,Active Added,-61
Manipur,2020-12-16 00:00:00.000,Active Added,-148
Manipur,2020-12-17 00:00:00.000,Active Added,-65
Manipur,2020-12-18 00:00:00.000,Active Added,-37
Manipur,2020-12-19 00:00:00.000,Active Added,-85
Manipur,2020-12-20 00:00:00.000,Active Added,-87
Manipur,2020-12-21 00:00:00.000,Active Added,-95
Manipur,2020-12-22 00:00:00.000,Active Added,-110
Manipur,2020-12-23 00:00:00.000,Active Added,1
Manipur,2020-12-24 00:00:00.000,Active Added,-97
Manipur,2020-12-25 00:00:00.000,Active Added,-10
Manipur,2020-12-26 00:00:00.000,Active Added,-51
Manipur,2020-12-27 00:00:00.000,Active Added,-24
Manipur,2020-12-28 00:00:00.000,Active Added,-43
Manipur,2020-12-29 00:00:00.000,Active Added,-12
Manipur,2020-12-30 00:00:00.000,Active Added,-40
Manipur,2020-12-31 00:00:00.000,Active Added,-27
Manipur,2021-01-01 00:00:00.000,Active Added,-47
Manipur,2021-01-02 00:00:00.000,Active Added,-4
Manipur,2021-01-03 00:00:00.000,Active Added,4
Manipur,2021-01-04 00:00:00.000,Active Added,1
Manipur,2021-01-05 00:00:00.000,Active Added,-667
Manipur,2021-01-06 00:00:00.000,Active Added,37
Manipur,2021-01-07 00:00:00.000,Active Added,11
Manipur,2021-01-08 00:00:00.000,Active Added,-8
Manipur,2021-01-09 00:00:00.000,Active Added,35
Manipur,2021-01-10 00:00:00.000,Active Added,-25
Manipur,2021-01-11 00:00:00.000,Active Added,-13
Manipur,2021-01-12 00:00:00.000,Active Added,2
Manipur,2021-01-13 00:00:00.000,Active Added,-12
Manipur,2021-01-14 00:00:00.000,Active Added,-23
Manipur,2021-01-15 00:00:00.000,Active Added,-10
Manipur,2021-01-16 00:00:00.000,Active Added,-56
Manipur,2021-01-17 00:00:00.000,Active Added,-37
Manipur,2021-01-18 00:00:00.000,Active Added,-47
Manipur,2021-01-19 00:00:00.000,Active Added,-61
Manipur,2021-01-20 00:00:00.000,Active Added,9
Manipur,2021-01-21 00:00:00.000,Active Added,-24
Manipur,2021-01-22 00:00:00.000,Active Added,-23
Manipur,2021-01-23 00:00:00.000,Active Added,-1
Manipur,2021-01-24 00:00:00.000,Active Added,5
Manipur,2021-01-25 00:00:00.000,Active Added,-15
Manipur,2021-01-26 00:00:00.000,Active Added,-15
Manipur,2021-01-27 00:00:00.000,Active Added,-10
Manipur,2021-01-28 00:00:00.000,Active Added,-8
Manipur,2021-01-29 00:00:00.000,Active Added,-11
Manipur,2021-01-30 00:00:00.000,Active Added,-6
Manipur,2021-01-31 00:00:00.000,Active Added,8
Manipur,2021-02-01 00:00:00.000,Active Added,-5
Manipur,2021-02-02 00:00:00.000,Active Added,-1
Manipur,2021-02-03 00:00:00.000,Active Added,-27
Manipur,2021-02-04 00:00:00.000,Active Added,2
Manipur,2021-02-05 00:00:00.000,Active Added,-2
Manipur,2021-02-06 00:00:00.000,Active Added,-4
Manipur,2021-02-07 00:00:00.000,Active Added,-10
Manipur,2021-02-08 00:00:00.000,Active Added,-14
Manipur,2021-02-09 00:00:00.000,Active Added,-8
Manipur,2021-02-10 00:00:00.000,Active Added,-28
Manipur,2021-02-11 00:00:00.000,Active Added,4
Manipur,2021-02-12 00:00:00.000,Active Added,3
Manipur,2021-02-13 00:00:00.000,Active Added,10
Manipur,2021-02-14 00:00:00.000,Active Added,9
Manipur,2021-02-15 00:00:00.000,Active Added,1
Manipur,2021-02-16 00:00:00.000,Active Added,7
Manipur,2021-02-17 00:00:00.000,Active Added,8
Manipur,2021-02-18 00:00:00.000,Active Added,-8
Manipur,2021-02-19 00:00:00.000,Active Added,2
Manipur,2021-02-20 00:00:00.000,Active Added,-1
Manipur,2021-02-21 00:00:00.000,Active Added,-4
Manipur,2021-02-22 00:00:00.000,Active Added,-31
Manipur,2021-02-23 00:00:00.000,Active Added,-13
Manipur,2021-02-24 00:00:00.000,Active Added,5
Manipur,2021-02-25 00:00:00.000,Active Added,-1
Manipur,2021-02-26 00:00:00.000,Active Added,-3
Manipur,2021-02-27 00:00:00.000,Active Added,7
Manipur,2021-02-28 00:00:00.000,Active Added,-11
Manipur,2021-03-01 00:00:00.000,Active Added,-3
Manipur,2021-03-02 00:00:00.000,Active Added,3
Manipur,2021-03-03 00:00:00.000,Active Added,-1
Manipur,2021-03-04 00:00:00.000,Active Added,0
Manipur,2021-03-05 00:00:00.000,Active Added,1
Manipur,2021-03-06 00:00:00.000,Active Added,-2
Manipur,2021-03-07 00:00:00.000,Active Added,-3
Manipur,2021-03-08 00:00:00.000,Active Added,1
Manipur,2021-03-09 00:00:00.000,Active Added,1
Manipur,2021-03-10 00:00:00.000,Active Added,5
Manipur,2021-03-11 00:00:00.000,Active Added,1
Manipur,2021-03-12 00:00:00.000,Active Added,-6
Manipur,2021-03-13 00:00:00.000,Active Added,-3
Manipur,2021-03-14 00:00:00.000,Active Added,-1
Manipur,2021-03-15 00:00:00.000,Active Added,-2
Manipur,2021-03-16 00:00:00.000,Active Added,0
Manipur,2021-03-17 00:00:00.000,Active Added,4
Manipur,2021-03-18 00:00:00.000,Active Added,0
Manipur,2021-03-19 00:00:00.000,Active Added,-4
Manipur,2021-03-20 00:00:00.000,Active Added,4
Manipur,2021-03-21 00:00:00.000,Active Added,1
Manipur,2021-03-22 00:00:00.000,Active Added,4
Manipur,2021-03-23 00:00:00.000,Active Added,11
Manipur,2021-03-24 00:00:00.000,Active Added,9
Manipur,2021-03-25 00:00:00.000,Active Added,1
Manipur,2021-03-26 00:00:00.000,Active Added,3
Manipur,2021-03-27 00:00:00.000,Active Added,-2
Manipur,2021-03-28 00:00:00.000,Active Added,5
Manipur,2021-03-29 00:00:00.000,Active Added,4
Manipur,2021-03-30 00:00:00.000,Active Added,0
Manipur,2021-03-31 00:00:00.000,Active Added,1
Manipur,2021-04-01 00:00:00.000,Active Added,-6
Manipur,2021-04-02 00:00:00.000,Active Added,-7
Manipur,2021-04-03 00:00:00.000,Active Added,3
Manipur,2021-04-04 00:00:00.000,Active Added,1
Manipur,2021-04-05 00:00:00.000,Active Added,-4
Manipur,2021-04-06 00:00:00.000,Active Added,6
Manipur,2021-04-07 00:00:00.000,Active Added,12
Manipur,2021-04-08 00:00:00.000,Active Added,12
Manipur,2021-04-09 00:00:00.000,Active Added,4
Manipur,2021-04-10 00:00:00.000,Active Added,10
Manipur,2021-04-11 00:00:00.000,Active Added,6
Manipur,2021-04-12 00:00:00.000,Active Added,-4
Manipur,2021-04-13 00:00:00.000,Active Added,15
Manipur,2021-04-14 00:00:00.000,Active Added,15
Manipur,2021-04-15 00:00:00.000,Active Added,8
Manipur,2021-04-16 00:00:00.000,Active Added,24
Manipur,2021-04-17 00:00:00.000,Active Added,25
Manipur,2021-04-18 00:00:00.000,Active Added,65
Manipur,2021-04-19 00:00:00.000,Active Added,41
Manipur,2021-04-20 00:00:00.000,Active Added,89
Manipur,2021-04-21 00:00:00.000,Active Added,68
Manipur,2021-04-22 00:00:00.000,Active Added,60
Manipur,2021-04-23 00:00:00.000,Active Added,77
Manipur,2021-04-24 00:00:00.000,Active Added,115
Manipur,2021-04-25 00:00:00.000,Active Added,100
Manipur,2021-04-26 00:00:00.000,Active Added,105
Manipur,2021-04-27 00:00:00.000,Active Added,122
Manipur,2021-04-28 00:00:00.000,Active Added,198
Manipur,2021-04-29 00:00:00.000,Active Added,-5
Manipur,2021-04-30 00:00:00.000,Active Added,192
Manipur,2021-05-01 00:00:00.000,Active Added,235
Manipur,2021-05-02 00:00:00.000,Active Added,171
Manipur,2021-05-03 00:00:00.000,Active Added,248
Manipur,2021-05-04 00:00:00.000,Active Added,320
Manipur,2021-05-05 00:00:00.000,Active Added,266
Manipur,2021-05-06 00:00:00.000,Active Added,334
Ladakh,2020-07-29 00:00:00.000,Active Added,5
Ladakh,2020-07-30 00:00:00.000,Active Added,17
Ladakh,2020-07-31 00:00:00.000,Active Added,24
Ladakh,2020-08-01 00:00:00.000,Active Added,45
Ladakh,2020-08-02 00:00:00.000,Active Added,4
Ladakh,2020-08-03 00:00:00.000,Active Added,18
Ladakh,2020-08-04 00:00:00.000,Active Added,31
Ladakh,2020-08-05 00:00:00.000,Active Added,0
