Code_Client,Nb_Compte,Montant_Total_Compte,Montant_Total_Compte_Courant,Montant_Total_Compte_Epargne,Montant_Decouvert_Auto,Montant_Patrimoine,Nom_Client,Nb_Salarie,Date_Ouverture_1er_Compte,Date_Ouverture_Dernier_Compte,Code_Type_Client,Code_Adresse,Code_Salarie,Code_Secteur_activite
"CL0613",3,497042,66689,707865,10000,1514585,"Mon Entreprise SAS 613",3998,34691,39225,"SAS","AD0613","SAL0335","SA015"
"CL0621",18,10258009,221105,419429,10000,1515899,"Mon Entreprise SA 621",1140,31580,38918,"SA","AD0621","SAL0343","SA002"
"CL0626",7,14829608,-3125,904617,10000,1386447,"Mon Entreprise SAS 626",2968,40136,43390,"SAS","AD0626","SAL0348","SA018"
"CL0636",7,8491122,403090,364118,10000,1872508,"Mon Entreprise SCA 636",3619,42371,38630,"SCA","AD0636","SAL0350","SA005"
"CL0641",13,6647441,349298,183475,10000,834575,"Mon Entreprise SCP 641",2869,43436,42709,"SCP","AD0641","SAL0350","SA009"
"CL0647",2,6949972,65476,97010,10000,594380,"Mon Entreprise SA 647",4525,35319,41583,"SA","AD0647","SAL0350","SA022"
"CL0652",20,7111960,295379,730587,10000,1636664,"Mon Entreprise SAS 652",4394,33627,41458,"SAS","AD0652","SAL0350","SA021"
"CL0662",16,8359711,469847,426802,10000,1549563,"Mon Entreprise SCA 662",3684,37098,38977,"SCA","AD0662","SAL0350","SA013"
"CL0674",16,14423276,107445,137262,10000,1914259,"Mon Entreprise SCS 674",2601,34822,43655,"SCS","AD0674","SAL0350","SA003"
"CL0679",9,12071235,77229,588765,10000,1916815,"Mon Entreprise SASU 679",113,42043,43035,"SASU","AD0679","SAL0350","SA031"
"CL0684",17,202456,457157,314131,10000,822391,"Mon Entreprise SARL 684",899,31415,43172,"SARL","AD0684","SAL0350","SA015"
"CL0689",17,1799025,275642,671169,10000,1816449,"Mon Entreprise GIE 689",4668,39063,40412,"GIE","AD0689","SAL0355","SA027"
"CL0701",7,11911016,242877,564606,10000,1026460,"Mon Entreprise SCA 701",1622,38182,41602,"SCA","AD0701","SAL0367","SA023"
"CL0706",20,14227867,167593,997016,10000,325716,"Mon Entreprise SCP 706",92,43618,40205,"SCP","AD0706","SAL0372","SA029"
"CL0711",17,197655,416827,575750,10000,662274,"Mon Entreprise SA 711",4624,34495,41358,"SA","AD0711","SAL0377","SA027"
"CL0723",19,10250680,118593,914696,10000,1105174,"Mon Entreprise SARL 723",1237,29486,39119,"SARL","AD0723","SAL0389","SA025"
"CL0728",9,5729798,298146,791025,10000,1006899,"Mon Entreprise SARL 728",1676,31174,39396,"SARL","AD0728","SAL0394","SA013"
"CL0733",18,10796043,91453,474681,10000,1421706,"Mon Entreprise GIE 733",3186,29395,42744,"GIE","AD0733","SAL0399","SA005"
"CL0750",11,10463294,211033,465826,10000,1604687,"Mon Entreprise SARL 750",2060,38494,42595,"SARL","AD0750","SAL0416","SA007"
"CL0755",12,6855858,72997,907802,10000,299523,"Mon Entreprise SA 755",2093,34246,38979,"SA","AD0755","SAL0421","SA009"
"CL0760",16,7467605,417590,579012,10000,1598020,"Mon Entreprise SCS 760",1855,30573,42104,"SCS","AD0760","SAL0426","SA017"
"CL0765",10,977947,371191,654751,10000,1823931,"Mon Entreprise SASU 765",4174,38677,40140,"SASU","AD0765","SAL0431","SA014"
"CL0770",10,2517155,145108,258288,10000,189371,"Mon Entreprise SARL 770",358,43366,42659,"SARL","AD0770","SAL0436","SA025"
"CL0777",7,11912197,484748,20795,10000,1891999,"Mon Entreprise SAS 777",2048,38262,39519,"SAS","AD0777","SAL0443","SA025"
"CL0787",11,2417730,380396,536870,10000,1777726,"Mon Entreprise SCA 787",3132,34087,42979,"SCA","AD0787","SAL0453","SA002"
"CL0949",20,5623915,336924,347654,10000,1586463,"Mon Entreprise SA 949",3002,38043,39719,"SA","AD0002","SAL0001","SA013"
"CL0954",13,14440669,18625,256446,10000,886359,"Mon Entreprise SAS 954",3606,41590,42319,"SAS","AD0002","SAL0001","SA003"
"CL0961",17,11522802,180136,124822,10000,778867,"Mon Entreprise SNC 961",3895,33321,42562,"SNC","AD0009","SAL0005","SA021"
"CL0966",12,8802452,463123,680277,10000,394307,"Mon Entreprise SELARL 966",4786,36420,41268,"SELARL","AD0006","SAL0002","SA022"
"CL0976",14,4567168,398785,391051,10000,522412,"Mon Entreprise SCS 976",1407,38733,41374,"SCS","AD0074","SAL0052","SA005"
"CL0981",6,10204575,150321,121344,10000,687845,"Mon Entreprise SASU 981",1036,37080,42922,"SASU","AD0036","SAL0024","SA028"
"CL0989",18,576726,9191,663929,10000,1471417,"Mon Entreprise SCS 989",1788,38811,43685,"SCS","AD0081","SAL0052","SA014"
"CL0994",2,5916757,89796,599042,10000,98268,"Mon Entreprise SASU 994",4742,36588,41343,"SASU","AD0011","SAL0007","SA014"
"CL0999",17,2956620,181858,78883,10000,28897,"Mon Entreprise SARL 999",3079,36441,42433,"SARL","AD0077","SAL0052","SA032"
"CL1004",4,2387256,189016,900558,10000,1871260,"Mon Entreprise GIE 1004",3118,33104,43222,"GIE","AD0099","SAL0052","SA031"
"CL1025",6,11336136,249616,173515,10000,1178233,"Mon Entreprise SARL 1025",364,40660,42999,"SARL","AD0010","SAL0006","SA010"
"CL1030",14,6886330,294792,676143,10000,644629,"Mon Entreprise SARL 1030",32,38756,39203,"SARL","AD0021","SAL0010","SA001"
"CL1037",2,10356397,356316,158287,10000,554141,"Mon Entreprise SAS 1037",4443,42468,40136,"SAS","AD0067","SAL0046","SA015"
"CL1047",15,2074064,406454,884655,10000,1103385,"Mon Entreprise SARL 1047",1023,33241,42009,"SARL","AD0085","SAL0052","SA030"
"CL1052",7,4612098,237682,483909,10000,960357,"Mon Entreprise SARL 1052",2027,41219,43700,"SARL","AD0682","SAL0350","SA019"
"CL1057",20,6403725,39616,15862,10000,1124240,"Mon Entreprise SA 1057",731,42162,43669,"SA","AD0362","SAL0204","SA015"
"CL1091",14,7349025,147600,703758,10000,1480818,"Mon Entreprise SA 1091",2793,37447,41647,"SA","AD0450","SAL0237","SA006"
"CL1106",14,1883966,403492,602306,10000,632650,"Mon Entreprise SA 1106",1819,43793,43705,"SA","AD0205","SAL0101","SA015"
"CL1123",18,14621404,174352,442916,10000,1966495,"Mon Entreprise SASU 1123",1648,41764,41988,"SASU","AD0750","SAL0416","SA009"
"CL1138",5,5842607,499513,682441,10000,1323094,"Mon Entreprise SASU 1138",2300,33002,41400,"SASU","AD0667","SAL0350","SA017"
"CL1150",7,2863267,496070,247423,10000,804163,"Mon Entreprise SNC 1150",3648,38870,42315,"SNC","AD0208","SAL0102","SA029"
"CL1173",3,4602924,331444,373373,10000,411964,"Mon Entreprise SA 1173",653,38150,43740,"SA","AD0342","SAL0189","SA024"
"CL1183",14,8022901,199403,236846,10000,1992223,"Mon Entreprise SASU 1183",4101,43429,40688,"SASU","AD0506","SAL0290","SA018"
"CL1209",2,5928343,202732,279490,10000,58709,"Mon Entreprise SARL 1209",1434,42622,38431,"SARL","AD0437","SAL0236","SA027"
"CL1221",1,10069576,385287,213099,10000,1291797,"Mon Entreprise SARL 1221",2271,39123,38891,"SARL","AD0155","SAL0081","SA013"
"CL1226",16,8116506,317652,843996,10000,758762,"Mon Entreprise SA 1226",3490,36064,43395,"SA","AD0254","SAL0131","SA025"
"CL1236",13,2420116,7064,984668,10000,902516,"Mon Entreprise SARL 1236",1617,29811,41409,"SARL","AD0564","SAL0322","SA004"
"CL1241",6,8446169,417533,676050,10000,1102627,"Mon Entreprise SA 1241",971,34838,41237,"SA","AD0762","SAL0428","SA021"
"CL1248",8,5218716,454319,137372,10000,90323,"Mon Entreprise SA 1248",3792,29825,39396,"SA","AD0621","SAL0343","SA024"
"CL1263",17,4841169,247883,103001,10000,446884,"Mon Entreprise SA 1263",2762,37360,43353,"SA","AD0143","SAL0078","SA024"
"CL1302",3,2375809,98087,51383,10000,1960244,"Mon Entreprise SAS 1302",837,34783,40804,"SAS","AD0440","SAL0237","SA031"
"CL1307",5,10750619,335404,698578,10000,1231110,"Mon Entreprise SARL 1307",4847,35729,43575,"SARL","AD0161","SAL0081","SA003"
"CL1317",8,6058520,393382,906556,10000,852219,"Mon Entreprise SAS 1317",349,33593,38952,"SAS","AD0431","SAL0230","SA012"
"CL1322",7,8587833,224690,448493,10000,152627,"Mon Entreprise SARL 1322",1512,31132,38745,"SARL","AD0106","SAL0052","SA015"
"CL1329",2,3632229,229526,955330,10000,1598312,"Mon Entreprise SARL 1329",2561,32582,38821,"SARL","AD0106","SAL0052","SA033"
"CL1344",7,9220444,429629,991603,10000,1360799,"Mon Entreprise SARL 1344",2175,30545,43790,"SARL","AD0437","SAL0236","SA019"
"CL1357",18,10694743,26851,808300,10000,793078,"Mon Entreprise SA 1357",4539,37883,39832,"SA","AD0743","SAL0409","SA010"
"CL1362",15,9655233,207816,219386,10000,404007,"Mon Entreprise SAS 1362",4411,39215,43127,"SAS","AD0731","SAL0397","SA033"
"CL1367",14,8521001,9645,229920,10000,1484288,"Mon Entreprise SARL 1367",2992,38329,38879,"SARL","AD0505","SAL0289","SA009"
"CL1377",18,12044342,363335,701532,10000,836821,"Mon Entreprise SAS 1377",2239,37328,38514,"SAS","AD0741","SAL0407","SA012"
"CL1383",16,3227958,495471,120300,10000,1166526,"Mon Entreprise SA 1383",1600,35990,39145,"SA","AD0783","SAL0449","SA032"
"CL1398",11,6527190,390416,672050,10000,880709,"Mon Entreprise SA 1398",4948,38033,41956,"SA","AD0368","SAL0204","SA027"
"CL1405",13,3853214,397019,274844,10000,312180,"Mon Entreprise SNC 1405",3714,37239,38881,"SNC","AD0641","SAL0350","SA006"
"CL1420",1,9148791,231848,166072,10000,1412666,"Mon Entreprise SNC 1420",3015,36420,39046,"SNC","AD0219","SAL0106","SA002"
"CL1432",18,5277912,433507,107325,10000,357221,"Mon Entreprise SA 1432",3137,33855,41209,"SA","AD0185","SAL0092","SA025"
"CL1437",2,874139,221248,39918,10000,1582616,"Mon Entreprise SAS 1437",3762,30197,42188,"SAS","AD0180","SAL0092","SA024"
"CL1447",20,6336966,432974,747203,10000,1961236,"Mon Entreprise SA 1447",1870,34257,43117,"SA","AD0273","SAL0144","SA020"
"CL1452",9,10273211,193635,707291,10000,1101295,"Mon Entreprise SAS 1452",839,30386,42189,"SAS","AD0606","SAL0328","SA014"
"CL1464",5,12407589,488351,752270,10000,1549701,"Mon Entreprise SARL 1464",1731,31119,42639,"SARL","AD0387","SAL0210","SA020"
"CL1479",20,12894073,63730,359075,10000,1460878,"Mon Entreprise SARL 1479",3172,29558,41724,"SARL","AD0151","SAL0081","SA001"
"CL1491",18,13492844,262613,998482,10000,907670,"Mon Entreprise SARL 1491",1192,42682,40251,"SARL","AD0304","SAL0166","SA027"
"CL1496",4,3615333,420649,436186,10000,972634,"Mon Entreprise SA 1496",2580,37970,42836,"SA","AD0178","SAL0092","SA025"
"CL1506",14,3614690,399492,886220,10000,445931,"Mon Entreprise SARL 1506",764,42875,40401,"SARL","AD0428","SAL0227","SA015"
"CL1513",11,8761618,472751,219876,10000,1341531,"Mon Entreprise SASU 1513",4368,43482,41179,"SASU","AD0751","SAL0417","SA007"
"CL1518",10,6794677,223359,106600,10000,985883,"Mon Entreprise SA 1518",506,40621,39905,"SA","AD0423","SAL0222","SA020"
"CL1528",8,749787,141618,693190,10000,1912391,"Mon Entreprise SASU 1528",3873,33373,42981,"SASU","AD0540","SAL0322","SA011"
"CL1533",10,5278925,351335,411153,10000,1166599,"Mon Entreprise SA 1533",3118,39849,41482,"SA","AD0517","SAL0301","SA007"
"CL1541",3,12412754,469477,338105,10000,596796,"Mon Entreprise SA 1541",3711,30206,41188,"SA","AD0764","SAL0430","SA024"
"CL1551",2,5255138,22107,332100,10000,1423392,"Mon Entreprise SARL 1551",4503,40128,42211,"SARL","AD0484","SAL0268","SA033"
"CL1556",2,9288977,408339,346652,10000,1980322,"Mon Entreprise SA 1556",1229,39065,41528,"SA","AD0320","SAL0178","SA013"
"CL1567",12,6642416,264520,751052,10000,839791,"Mon Entreprise SA 1567",763,33465,41409,"SA","AD0470","SAL0254","SA014"
"CL1572",14,10656061,129698,936434,10000,1173417,"Mon Entreprise SAS 1572",2969,40728,42903,"SAS","AD0541","SAL0322","SA012"
"CL1577",2,11649210,150102,200891,10000,1345001,"Mon Entreprise SARL 1577",3222,43194,40993,"SARL","AD0183","SAL0092","SA016"
"CL1582",18,1515250,442193,470204,10000,1646576,"Mon Entreprise SA 1582",1011,37296,42497,"SA","AD0291","SAL0155","SA010"
"CL1594",1,7756097,241394,345358,10000,561973,"Mon Entreprise SA 1594",1774,33987,38684,"SA","AD0151","SAL0081","SA024"
"CL1604",16,1336322,419211,480246,10000,453644,"Mon Entreprise SASU 1604",3256,30244,41287,"SASU","AD0495","SAL0279","SA028"
"CL1609",16,10765658,154673,485833,10000,432011,"Mon Entreprise SA 1609",3953,29379,40666,"SA","AD0607","SAL0329","SA031"
"CL1616",12,1729427,455763,183069,10000,767049,"Mon Entreprise SNC 1616",335,42371,42069,"SNC","AD0224","SAL0111","SA033"
"CL1631",20,10410247,326860,95225,10000,428975,"Mon Entreprise SARL 1631",3791,36292,42353,"SARL","AD0738","SAL0404","SA012"
"CL1643",7,5042684,438275,487608,10000,1552049,"Mon Entreprise SARL 1643",4196,32224,41405,"SARL","AD0319","SAL0177","SA001"
"CL1648",2,14487430,317611,838771,10000,87686,"Mon Entreprise SA 1648",311,31267,38727,"SA","AD0602","SAL0324","SA015"
"CL1663",11,11696659,125279,666997,10000,446579,"Mon Entreprise SNC 1663",1254,39827,39489,"SNC","AD0766","SAL0432","SA023"
"CL1670",8,2322723,361414,266361,10000,294943,"Mon Entreprise SARL 1670",4269,40064,43471,"SARL","AD0725","SAL0391","SA017"
"CL1675",7,13110099,493104,278430,10000,1240271,"Mon Entreprise SA 1675",1196,30060,40893,"SA","AD0551","SAL0322","SA031"
"CL1680",13,4858603,213363,645558,10000,27572,"Mon Entreprise SAS 1680",1498,30737,40046,"SAS","AD0235","SAL0114","SA004"
"CL1690",16,7779307,170755,119936,10000,424953,"Mon Entreprise SARL 1690",3638,40415,40956,"SARL","AD0685","SAL0351","SA010"
"CL1697",12,13998539,472632,671831,10000,692406,"Mon Entreprise SASU 1697",4403,35951,40028,"SASU","AD0228","SAL0114","SA001"
"CL1702",17,14937826,416346,342061,10000,407049,"Mon Entreprise SA 1702",1385,29226,39552,"SA","AD0722","SAL0388","SA009"
"CL1712",2,7545152,351408,564668,10000,908774,"Mon Entreprise SASU 1712",1870,37818,41822,"SASU","AD0397","SAL0210","SA027"
"CL1717",10,5846261,96426,456848,10000,1266780,"Mon Entreprise SARL 1717",1275,39379,40475,"SARL","AD0742","SAL0408","SA016"
"CL1725",4,2178753,7630,783908,10000,361515,"Mon Entreprise SNC 1725",4036,34172,39498,"SNC","AD0143","SAL0078","SA024"
"CL1740",20,5389146,323547,952317,10000,434611,"Mon Entreprise SNC 1740",3086,31449,41287,"SNC","AD0174","SAL0089","SA027"
"CL0005",17,13261336,4352,108613,50000,535567,"Mon Entreprise SCS 5",977,34188,38414,"SCS","AD0005","SAL0001","SA004"
"CL0010",16,8176565,368178,10748,50000,1993782,"Mon Entreprise SASU 10",58,38794,42747,"SASU","AD0010","SAL0006","SA020"
"CL0015",14,9843371,237034,620678,50000,1835682,"Mon Entreprise SARL 15",2294,37006,39121,"SARL","AD0015","SAL0010","SA031"
"CL0020",16,13653566,172805,772526,50000,239627,"Mon Entreprise GIE 20",2090,36413,40064,"GIE","AD0020","SAL0010","SA008"
"CL0032",9,2459302,450681,934612,50000,1664179,"Mon Entreprise SCA 32",1015,30969,39693,"SCA","AD0032","SAL0021","SA025"
"CL0037",7,7517938,493769,856467,50000,1416826,"Mon Entreprise SCP 37",4569,29816,43602,"SCP","AD0037","SAL0024","SA019"
"CL0042",16,9573022,70184,253793,50000,807833,"Mon Entreprise SNC 42",3860,39623,43383,"SNC","AD0042","SAL0026","SA032"
"CL0047",5,8521804,453749,885074,50000,1065198,"Mon Entreprise SELARL 47",4503,40925,38931,"SELARL","AD0047","SAL0031","SA029"
"CL0059",10,4117229,369389,188613,50000,662893,"Mon Entreprise GIE 59",1869,35669,40309,"GIE","AD0059","SAL0038","SA002"
"CL0069",9,2735999,356708,424810,50000,500305,"Mon Entreprise SA 69",1260,36836,42318,"SA","AD0069","SAL0048","SA032"
"CL0074",18,8805638,126510,664145,50000,1613639,"Mon Entreprise SAS 74",4530,33496,40206,"SAS","AD0074","SAL0052","SA014"
"CL0086",20,2814135,318126,355770,50000,1110137,"Mon Entreprise SELARL 86",2442,30264,42493,"SELARL","AD0086","SAL0052","SA025"
"CL0096",8,12810870,324930,531063,50000,517466,"Mon Entreprise SCS 96",2454,35419,39462,"SCS","AD0096","SAL0052","SA013"
"CL0101",15,1012137,188571,466930,50000,1970832,"Mon Entreprise SASU 101",307,32748,43732,"SASU","AD0101","SAL0052","SA017"
"CL0106",16,5949284,219503,445075,50000,697842,"Mon Entreprise SARL 106",3792,31719,40990,"SARL","AD0106","SAL0052","SA026"
"CL0128",13,2924937,460886,501815,50000,383351,"Mon Entreprise SCA 128",1912,41874,39401,"SCA","AD0128","SAL0066","SA019"
"CL0133",11,7529661,417792,460623,50000,1384771,"Mon Entreprise SCP 133",4755,32427,40001,"SCP","AD0133","SAL0071","SA006"
"CL0150",13,12642762,181262,709121,50000,725961,"Mon Entreprise SARL 150",3068,33224,43755,"SARL","AD0150","SAL0081","SA020"
"CL0155",6,7062297,441464,74250,50000,619476,"Mon Entreprise SA 155",1450,42423,42203,"SA","AD0155","SAL0081","SA015"
"CL0160",8,14278401,79648,706682,50000,1956887,"Mon Entreprise SAS 160",1010,34771,43001,"SAS","AD0160","SAL0081","SA029"
"CL0167",3,6379847,21618,928918,50000,1739763,"Mon Entreprise SNC 167",2174,40713,39742,"SNC","AD0167","SAL0082","SA027"
"CL0172",13,13617801,404677,183482,50000,1903834,"Mon Entreprise SELARL 172",1947,30468,42681,"SELARL","AD0172","SAL0087","SA004"
"CL0182",6,3724789,228822,660589,50000,1984681,"Mon Entreprise SCS 182",2919,35069,41904,"SCS","AD0182","SAL0092","SA024"
"CL0187",14,5930737,212679,746966,50000,726373,"Mon Entreprise SASU 187",1447,32387,39027,"SASU","AD0187","SAL0092","SA007"
"CL0194",4,12231490,201071,846482,50000,1043166,"Mon Entreprise SA 194",4502,40918,40339,"SA","AD0194","SAL0092","SA009"
"CL0199",3,5958267,480898,611941,50000,1846228,"Mon Entreprise SAS 199",1790,37922,39794,"SAS","AD0199","SAL0095","SA025"
"CL0209",1,452429,351408,393932,50000,69552,"Mon Entreprise SCA 209",753,38207,41294,"SCA","AD0209","SAL0102","SA023"
"CL0214",11,1540198,192287,282869,50000,438402,"Mon Entreprise SCP 214",1714,33676,40609,"SCP","AD0214","SAL0102","SA032"
"CL0221",16,1888524,253831,85202,50000,940692,"Mon Entreprise SCS 221",4610,37050,40182,"SCS","AD0221","SAL0108","SA019"
"CL0226",17,5639410,444237,377862,50000,516739,"Mon Entreprise SASU 226",2294,29974,41130,"SASU","AD0226","SAL0113","SA006"
"CL0231",7,14359435,51002,254763,50000,1014039,"Mon Entreprise SARL 231",1941,35488,41696,"SARL","AD0231","SAL0114","SA029"
"CL0236",15,3994015,483226,841613,50000,1370707,"Mon Entreprise GIE 236",4801,32061,43613,"GIE","AD0236","SAL0114","SA017"
"CL0248",20,1233856,377162,368300,50000,1420871,"Mon Entreprise SCA 248",3205,31161,38719,"SCA","AD0248","SAL0125","SA008"
"CL0253",2,705673,47571,202152,50000,1869433,"Mon Entreprise SCP 253",3535,42959,41374,"SCP","AD0253","SAL0130","SA019"
"CL0258",5,7959629,97899,303929,50000,831922,"Mon Entreprise SA 258",4227,31533,38680,"SA","AD0258","SAL0135","SA010"
"CL0275",5,950307,69380,652010,50000,3282,"Mon Entreprise SARL 275",3048,36474,39312,"SARL","AD0275","SAL0146","SA011"
"CL0280",4,322149,363602,282761,50000,948652,"Mon Entreprise GIE 280",4211,30979,42037,"GIE","AD0280","SAL0151","SA033"
"CL0302",20,5131978,261333,725551,50000,1755622,"Mon Entreprise SA 302",1235,34340,40807,"SA","AD0302","SAL0166","SA002"
"CL0307",8,7672841,36234,128036,50000,1968202,"Mon Entreprise SCS 307",4187,35420,42175,"SCS","AD0307","SAL0166","SA004"
"CL0312",20,14672914,284168,566279,50000,1395876,"Mon Entreprise SASU 312",762,32312,39068,"SASU","AD0312","SAL0170","SA012"
"CL0317",8,7705927,465844,338076,50000,894804,"Mon Entreprise SARL 317",3051,36569,40719,"SARL","AD0317","SAL0175","SA032"
"CL0322",9,14718056,37440,134860,50000,957470,"Mon Entreprise GIE 322",4361,36584,39015,"GIE","AD0322","SAL0178","SA031"
"CL0334",16,4880041,266862,320713,50000,1878390,"Mon Entreprise SCA 334",2988,36634,38377,"SCA","AD0334","SAL0181","SA012"
"CL0339",17,11689938,426225,421657,50000,1652084,"Mon Entreprise SCP 339",1925,39097,40945,"SCP","AD0339","SAL0186","SA001"
"CL0344",19,11338097,84160,760253,50000,157776,"Mon Entreprise SNC 344",4745,41497,42481,"SNC","AD0344","SAL0191","SA024"
"CL0349",10,12509107,370293,431388,50000,550255,"Mon Entreprise SELARL 349",4888,40398,41155,"SELARL","AD0349","SAL0196","SA022"
"CL0356",5,6985400,139808,493476,50000,1212037,"Mon Entreprise SARL 356",3905,34292,39687,"SARL","AD0356","SAL0203","SA006"
"CL0361",9,5138360,201388,540098,50000,1999621,"Mon Entreprise GIE 361",1037,40548,41969,"GIE","AD0361","SAL0204","SA006"
"CL0371",10,11041509,294659,193264,50000,1826783,"Mon Entreprise SA 371",2977,40474,43070,"SA","AD0371","SAL0204","SA011"
"CL0376",1,12833542,142943,340986,50000,454400,"Mon Entreprise SAS 376",376,31262,41437,"SAS","AD0376","SAL0204","SA011"
"CL0383",13,7568130,274971,943807,50000,288919,"Mon Entreprise SNC 383",1500,30837,40184,"SNC","AD0383","SAL0206","SA021"
"CL0388",8,3713314,391732,483483,50000,1511658,"Mon Entreprise SELARL 388",712,33555,41541,"SELARL","AD0388","SAL0210","SA029"
"CL0398",13,13265645,40371,465472,50000,1909444,"Mon Entreprise SCS 398",2483,34006,42457,"SCS","AD0398","SAL0210","SA011"
"CL0403",10,13182300,-7730,211307,50000,1440839,"Mon Entreprise SASU 403",2119,41367,39270,"SASU","AD0403","SAL0210","SA011"
"CL0430",12,5988879,51224,20059,50000,1043067,"Mon Entreprise SCA 430",3382,29751,42752,"SCA","AD0430","SAL0229","SA012"
"CL0443",3,8009651,171471,389772,50000,554835,"Mon Entreprise SARL 443",4533,42937,39571,"SARL","AD0443","SAL0237","SA025"
"CL0448",13,11467299,277043,947390,50000,744431,"Mon Entreprise SARL 448",2699,40922,43150,"SARL","AD0448","SAL0237","SA022"
"CL0453",4,1264701,225911,315262,50000,423703,"Mon Entreprise SA 453",129,43530,43814,"SA","AD0453","SAL0237","SA003"
"CL0458",18,12533368,9170,989645,50000,764185,"Mon Entreprise SCS 458",1227,30825,41270,"SCS","AD0458","SAL0242","SA030"
"CL0464",8,14476008,67588,135670,50000,1949325,"Mon Entreprise SCP 464",530,37125,41130,"SCP","AD0464","SAL0248","SA027"
"CL0469",20,3014587,408795,977146,50000,1067699,"Mon Entreprise SNC 469",3277,41032,40302,"SNC","AD0469","SAL0253","SA009"
"CL0474",13,499560,11043,777247,50000,1221788,"Mon Entreprise SELARL 474",2401,31757,38522,"SELARL","AD0474","SAL0258","SA002"
"CL0486",12,4177458,428088,394150,50000,289995,"Mon Entreprise GIE 486",1709,37608,39880,"GIE","AD0486","SAL0270","SA018"
"CL0496",5,588693,151599,667920,50000,707285,"Mon Entreprise SA 496",2613,41244,42363,"SA","AD0496","SAL0280","SA019"
"CL0501",18,1958717,344346,729384,50000,1791212,"Mon Entreprise SAS 501",4900,36305,41275,"SAS","AD0501","SAL0285","SA019"
"CL0513",12,1311205,148878,353490,50000,1069468,"Mon Entreprise SELARL 513",1112,31813,41180,"SELARL","AD0513","SAL0297","SA011"
"CL0523",2,14865859,-2721,666015,50000,1428064,"Mon Entreprise SCS 523",287,34388,41263,"SCS","AD0523","SAL0307","SA002"
"CL0528",12,7077396,150064,689742,50000,738663,"Mon Entreprise SASU 528",826,35967,39710,"SASU","AD0528","SAL0312","SA007"
"CL0533",6,6097755,284732,307150,50000,1340343,"Mon Entreprise SARL 533",1266,32745,43092,"SARL","AD0533","SAL0317","SA023"
"CL0540",20,3430011,376664,343079,50000,1742284,"Mon Entreprise SAS 540",1113,35193,43794,"SAS","AD0540","SAL0322","SA017"
"CL0550",3,12513844,347709,666034,50000,1573018,"Mon Entreprise SCA 550",1711,29242,43336,"SCA","AD0550","SAL0322","SA015"
"CL0555",3,760433,476978,817071,50000,755568,"Mon Entreprise SCP 555",2011,31543,43267,"SCP","AD0555","SAL0322","SA020"
"CL0560",11,3982217,267113,564367,50000,1839559,"Mon Entreprise SA 560",3667,34137,39819,"SA","AD0560","SAL0322","SA017"
"CL0572",8,10043932,228384,713480,50000,463549,"Mon Entreprise SARL 572",628,40119,41747,"SARL","AD0572","SAL0322","SA029"
"CL0577",18,4611254,26587,82556,50000,1983644,"Mon Entreprise SARL 577",148,33437,42583,"SARL","AD0577","SAL0322","SA016"
"CL0582",12,4033049,217135,771566,50000,1591712,"Mon Entreprise GIE 582",2998,29753,39612,"GIE","AD0582","SAL0322","SA001"
"CL0594",15,3931657,313768,609566,50000,913911,"Mon Entreprise SARL 594",37,31718,40264,"SARL","AD0594","SAL0322","SA030"
"CL0599",18,8574353,451149,818558,50000,151477,"Mon Entreprise SARL 599",2243,31832,38826,"SARL","AD0599","SAL0322","SA022"
"CL0604",9,9812503,202356,260956,50000,452555,"Mon Entreprise SA 604",1245,42140,39308,"SA","AD0604","SAL0326","SA010"
"CL0609",17,12069603,463702,648663,50000,807182,"Mon Entreprise SCS 609",182,35267,39556,"SCS","AD0609","SAL0331","SA019"
"CL0614",18,9717457,217886,517993,50000,1743797,"Mon Entreprise SASU 614",4246,39735,43029,"SASU","AD0614","SAL0336","SA016"
"CL0622",4,9587455,13617,65045,50000,619115,"Mon Entreprise SCS 622",1401,29619,38446,"SCS","AD0622","SAL0344","SA010"
"CL0627",11,9546824,93910,685377,50000,309297,"Mon Entreprise SASU 627",141,38974,39789,"SASU","AD0627","SAL0349","SA023"
"CL0632",7,12906676,420972,899283,50000,737383,"Mon Entreprise SARL 632",4188,38436,39096,"SARL","AD0632","SAL0350","SA020"
"CL0637",4,7315327,96391,436308,50000,250042,"Mon Entreprise GIE 637",4516,34955,41342,"GIE","AD0637","SAL0350","SA005"
"CL0648",14,14823375,230858,984147,50000,1899708,"Mon Entreprise SCS 648",4790,41922,41626,"SCS","AD0648","SAL0350","SA022"
"CL0653",2,4026273,154067,704710,50000,926141,"Mon Entreprise SASU 653",2400,42652,41827,"SASU","AD0653","SAL0350","SA026"
"CL0658",3,194434,443035,356896,50000,336237,"Mon Entreprise SARL 658",2095,29444,41855,"SARL","AD0658","SAL0350","SA029"
"CL0663",7,11611217,365804,985469,50000,1414073,"Mon Entreprise GIE 663",3021,34988,41967,"GIE","AD0663","SAL0350","SA020"
"CL0675",5,11130987,149386,634717,50000,1905535,"Mon Entreprise SCA 675",507,39766,43313,"SCA","AD0675","SAL0350","SA006"
"CL0680",19,1355976,138227,661538,50000,211161,"Mon Entreprise SCP 680",2665,41239,39242,"SCP","AD0680","SAL0350","SA024"
"CL0685",8,2431412,301717,748165,50000,457503,"Mon Entreprise SNC 685",1858,36831,39053,"SNC","AD0685","SAL0351","SA030"
