verific,contagem
"02a58113b6c316d2aa7e110c8bdcbe6a60e77eeb5275ed33a04d1fd482feaac8080102cd0a76b09e0dcf55fcacc60e0516/03/2018 08:30:5342991523",1
"02a79582212a06e4d617380fb2db8636542b3d80712d51eefe3a3cd1c5f4e8fe537eb890efff034a88679788b647c56419/12/2017 05:50:3035901511",1
"02a7c0948e8f36cc17e787f73395de4db60856ce32d90658dbf99b9485327c258b321bb669392f5163d04c59e235e06621/12/2017 02:51:129001679",1
"02a96427d96112413499795f52a9a4e8a56b51724402d77b13ba844e67130c4a8f119a0aee85c0c8fc534629734e94fd29/05/2018 23:17:466630829",1
"02a96c679e6086ecd026c42a8313606886b8032cbb666ec9ca1f2aa4d4cace06dee656f0f566ed1aa85bd137c943f08f26/12/2017 10:11:3567901198",1
"02a98752595ee9d94c570ad3e18055b411dcc970f7a5581e1bf777b6da3f709606579cb253ecd5a3a12a9e6eb6bf8f4706/08/2018 13:04:1868901150",1
"02a9c0d24428f373731752bcc9719ebeb4183f86c9a0c7a13138ff4575114f764c03b9dd4c11ee2cb35c96c49efc942016/06/2017 11:10:2155501273",1
"02ac6689fe09c236d7651b93246b6dbe84f456958365164420cfc80fbe4c7fab4a3ca9315b744ce9f8e937436149388430/05/2018 11:51:018728653",1
"02acaa2a6f24e9c4e0bec7141b65f29b06c6e01186af8b98ee1fc9e01f9471e9fc906263ca5083d09dce42fe0224780013/09/2017 04:25:1229901410",1
"02ae2a6d1d1f1432dc743ca4f67033df0a6cff78b203b5224378cf8db2dff5a6ce3ad9de960102d0677a81f5d0bb7b2d03/08/2018 12:44:49158001621",1
"02aec12849744e2663941828612652868aa6223e400af9c97b07c759931427211f9ab4708f3056ede07124aad39a255406/09/2017 18:05:09174903574",1
"02aeeaf3075593045bf2f59a7109e2c1d9440686faf90019c12440cb9c783e4dd17f467e4bf608a510c20d82f4ba3b6b27/07/2018 10:32:2252391956",1
"02b02f566c72d81744ae60c7b6afa22dccc61dc31608c5b78cf0cbe85582fb77323ce52b5b81df2cd804b017b7f09aa712/03/2018 11:55:4713990823",1
"02b089f5e85ee9c52935ede2207b13e7e0cf79767c5b016251fe139915c59a26da8622b14eb17ae2831f4ac5b9dab84a16/05/2018 13:30:582990771",1
"02b09d03f22e1da491e4d578a0bc3f90186fe07c8b8005ec6a498587ffbc13526560211a19b47992c3666cc44a7e94c009/03/2018 12:30:3329001410",1
"02b0bf9164ac7753f9880e46dba17f6c1a300f482e35d7eac74b229be067aefde9d99831abad74458942f21e16f33f9222/06/2017 17:15:2119992078",1
"02b0bf9164ac7753f9880e46dba17f6cf9d151cf2fc10d41cce64b782856320fe9d99831abad74458942f21e16f33f9222/06/2017 17:15:211974291",1
"02b2c02d27d60c0e658675335ca80216422879e10f46682990de24d770e7f83d1f50f920176fa81dab994f902352310010/08/2017 13:10:1859901767",1
"02b39a781ee24f6997ad691ea7a01491130482add9fd75ccb6c57ba007694a2d87142160b41353c4e5fca2360caf6f9215/12/2017 12:13:25105002157",1
"02b57854fda246aca8459d17f5ccbffa6d2c14b30e95a30ea57059b97cdd9fe753e4c6e0f4312d4d2107a8c9cddf45cd05/10/2017 02:14:3049991173",1
"02b57c07010db3ded50936152756a6e8764292b2b0f73f77a0272be03fdd45f3bd23da7354813347129d751591d1a6e222/02/2018 17:10:1999901695",1
"02b63408e665194f2794a94576001e560f3777229e40207d248acfd6e1f716b6e2aee0892199b1d92530e371abd825bf22/03/2017 08:53:48189904985",1
"02b73712c7944322d0b5a314f2424ee42b4609f8948be18874494203496bc318cc419e0650a3c5ba77189a1882b7556a25/09/2017 11:03:4389991438",1
"02b7a3c4c3376a74359add1cdf94bbd891c82ace62e0ca1b69b1a45bcc214b454869f7a5dfa277a7dca6462dcf3b52b217/08/2018 11:45:17178001391",1
"02b7cbd604df10c09427902dc682b0d354d9ac713e253fa1fae9c8003b011c2a955fee9216a65b617aa5c0531780ce6012/03/2018 03:51:0735001308",1
"02b7e7c49710de373ce4bb83fd4bf81d095cb863f2b04911455ad33f5177062e2059c39f76271d4ca3f15b5ffaccc8b816/05/2017 07:35:0753901340",1
"02b8c16664d3c254052472397ae6d244eaa26a34984cbfedc19b1e45f09f3c9a9646c3513289980f17226a2fc4720dbd25/08/2017 02:45:23108001310",1
"02b8fcdd1bd75d7d5861f407dde297688817f0cda3d5b42e5f949ee3be9dc80c3c7c4a49ec3c6550809089c6a2ca937018/05/2018 11:19:0813992285",1
"02b9a87c19eb57b9ebaebb3a6850de9faa74ebe862c9061d4272681810675a01c3867b4666c7d76867627c2f7fb22e2131/10/2017 15:46:0097001793",1
"02b9fd867657f257dc634a2e7e0f73c54c1e109ecdf58453de365d217cefa64c4e922959ae960d389249c378d1c939f521/06/2017 06:42:47120001660",1
"02bbf7328b514a90bedde6541c213811200b6dfc80a2ec5fee97a72da65896986cd68b3ed6d59aaa9fece558ad360c0a11/04/2017 14:45:163090872",1
"02bcd06d9bfda1c2a4037560bed7b90fbe764855458cd43b36c334faa773f7d5af7cdac9d9897cddead9c6b08976c64220/04/2018 19:11:35126793375",1
"02bd584dedf7373cb07b6540cadf9a769ea1152d6d52dc57ab2ea49aa626adc1e9779976487b77c6d4ac45f75ec7afe907/08/2018 21:50:1454002318",1
"02bd92abe094825e0683bacaacb6428579a8800eb81425242b64f54f687f9af3620c87c171fb2a6dd6e8bb4dec959fc601/12/2017 15:38:3259902570",1
"02be6bbf24cd996eb35dad6e9e7a09ab4b5e26931a0b0d3a690a3f520329a975955fee9216a65b617aa5c0531780ce6025/01/2018 10:33:00210005000",1
"02beac5428ccbd30f4b3fbded058289f566f6035da0eb2a5d974ac66ae6d148c2009a095de2a2a41626f6c6d7722678d07/11/2017 04:15:1621992684",1
"02beac5428ccbd30f4b3fbded058289f3516632e8f52b679ff83d1665ecc990ee9bc59e7b60fc3063eb2290deda4cced07/11/2017 04:15:167590180",1
"02bee300cb834a5d334ae42fdc325e7a0b6a32b32a7dc68b12e8a0e0805c44d5fa1c13f2614d7b5c4749cbc52fecda9421/06/2018 18:22:5619590863",1
"02bf0154cffa7eff0ce73027221834b9a7ca7fd9bf5015bfeecc4010e8fa4ce79a03a4e9eb0b947652fae4f6121a3f5e18/06/2018 15:26:35130006744",1
"02bfd16c1a67263989b258fa92e20d3b625dac8156b3157351e7257305148f3f5656537e588803a555b8eb41f07a944b20/08/2018 20:15:2139895100",1
"02c05171c3cd91c2cdce7e0f861c9a9d99f265229d46f700208ad7cb1ff48aaeea8482cd71df3c1969d7b9473ff13abc29/12/2017 02:15:3729991410",1
"02c13bb9b84866055ea2074cc6a83a16180fbb426ea5ab0708d43ad3f3839bb98b9d6eec4a7eb7d0f9d579ce0b38324d03/07/2018 00:31:0699006406",1
"02c279c60b8aafcb89cb42f9bc4b754e78b7b1ff2d3f06a589354ddf2f4f9db3620c87c171fb2a6dd6e8bb4dec959fc610/04/2017 23:50:26292901622",1
"02c371100bf54facae80322579c7fefb3104dbf304c25fa1812a11ad924f8b57e62b2d6ac10570a035a30bafcf01d26313/11/2017 03:10:234990934",1
"02c51fbf49fd8169c04fbc30e9632ebfe5178e8bcef1146c07bf05c267ed1729b2479f944e1b90cf8a5de1bbfde284d626/03/2018 22:08:5145991186",1
"02c5426a54d34d28a32088cf691677302ec8497962cc5f7730756635a5cbbf16f8db351d8c4c4c22c6835c19a46f01b006/07/2017 17:33:3032901760",1
"02c84deb7aa1f2e74090d56a0ec84120ce8a29973a1fed3f8d22ea5514d9ea078b321bb669392f5163d04c59e235e06607/03/2018 23:09:4618901510",1
"02c8875e5351540e76019fb7429e163fa76d6212f99d1253fb7bcfe02ce87d8a8b321bb669392f5163d04c59e235e06621/02/2018 14:27:14900778",1
"02c8a77069dc7fd1cf273312c3a6e49917823ffd2de8234f0e885a71109613a446dc3b2cc0980fb8ec44634e21d2718e06/09/2017 00:05:03279991555",1
"02c8bbea821df770f3665094a0ecfc1c2ea92fab7565c4fe9f91a5e4e17562583d871de0142ce09b7081e2b9d1733cb109/10/2017 04:07:3979001357",1
"02c8da4642d8bb546d022a0701ea1b5ac3c075d20bbf03a458eb5c4458d82380070d165398b553f3b4b851c216b8a35831/07/2018 14:24:35109904391",1
"02c9b2b746777e4dadcf72941e5a010d294d41c2e68c3452a16c269c5a96953717e34d8224d27a541263c4c64b11a56b28/04/2017 18:22:15194992329",1
"02c9fa29186a8d00b3e73d3837ea40e5f63e5eb82736ac58d9d286f64fe5c44f08ad4ac1388e4420ca531c3edfc4619822/08/2018 19:09:4525991825",1
"02c9fa29186a8d00b3e73d3837ea40e5caa526308abc9a77d0c56869139dbae96061155addc1e54b4cfb51c1c2a32ad821/08/2018 19:09:4519001825",1
"02ca7369ae10c2f90a73b79be24387cd39f9ab5ea27485a4c3d32ee4c45630d84a3ca9315b744ce9f8e937436149388402/05/2018 09:31:45126001876",1
"02cb14245fd2ce5926afb2225f28b0028016b7670842c9e99086f95ca96d7356430315b7bb4b6e4b3c978f9dfa9b055802/03/2018 19:55:48319002077",1
"02cb37269f256232b81be588ef056c92a8b0dd2c57b49b649373ff5a495a697e8e8a7ce9f2f970dc00e2acf6f6e199f609/03/2018 18:35:34135001583",1
"02cb7027f3074adf1407706d712298f76b7de889f456ee35f031172d358b2cd2594f9aaa48e5bf431f011ddc5669b0d509/08/2018 19:45:18135902367",1
"02cbfc1aa8d209d7fec3325970ca22a684d2057bc1f88332d0892eea0e997d28ea8482cd71df3c1969d7b9473ff13abc20/06/2018 02:58:412799746",1
"02cda26d2cd43c51fefac9e3291fbc9b31b8c37adb9572ed34757d9368d987ac6560211a19b47992c3666cc44a7e94c010/05/2018 06:11:5549001523",1
"02cdf0f2b05845468fdf0c104e24ae17056010e0e6196d99309275e1b2d12c80b561927807645834b59ef0d16ba55a2429/08/2018 23:35:114400999",1
"02cdf0f2b05845468fdf0c104e24ae179fdc434e0c81bc6d990065c2a7efb4deb561927807645834b59ef0d16ba55a2429/08/2018 23:35:112930999",1
"02ce6664223305cea5b46ef1f2d814617b52ce3d6635ac7eb9d2bbb3dc931843582d4f8675b945722eda7c0cb61ba4c708/08/2017 21:38:3142951185",1
"02ce7f70a5c7a6b04c29a98b061d68b72bb3e85f2a403543fdb64e266e70c79276d64c4aca3a7baf218bf93ef7fa768d11/06/2017 22:02:20329905759",1
"02d0cd05f04ab2e3c1acc473b0abc86577fa3381855b6763c52ca3b72824f5086560211a19b47992c3666cc44a7e94c029/03/2018 14:30:4949003704",1
"02d2287dea15cd93d945f1749f3288ed65e3848513c9ab70bf542e5d694cf072a416b6a846a11724393025641d4edd5e06/02/2017 16:59:0336851174",1
"02d273267575a29864f552b2de5985809c0f79b9daf5436386477b4e17b943891025f0e2d44d7041d6cf58b6550e0bfa05/06/2018 17:55:5015000967",1
"02d273267575a29864f552b2de59858009c3a2ea33f044aebffecd6681e001331025f0e2d44d7041d6cf58b6550e0bfa05/06/2018 17:55:5040002149",1
"02d2fbf1c9a20d04ceab86eb736fa22e5403528d987ad26e8d7cb259404119876560211a19b47992c3666cc44a7e94c018/06/2018 16:31:3049001300",1
"02d3254501ce969c22c38d060166bf688c591ab0ca519558779df02023177f44a1043bafd471dff536d0c462352beb4817/07/2018 20:44:0199992369",1
"02d33b6a9d9e61e68ef9190bd30aefcee30d5b80f5e85b8f9e7c627b5d594b381336efc61c316ddf92c899eb817f7cae29/11/2017 15:13:3139001611",1
"02d3eba685e8150e0e3abacd9c230642879f3fcede3745f74eef673bf8d5805a4830e40640734fc1c52cd21127c341d406/06/2018 14:11:483100739",1
"02d5935847b855f189ad0391968773b2d5b703c271f43f9c588a6f512a00f77efa40cc5b934574b62717c68f3d678b6d19/10/2017 13:49:0934901679",1
"02d63a39dc1b1a296141b46d3db19415a7e03f1bcebad9ca43f8f4dbda9bc1b60df3984f9dfb3d49ac6366acbd3bbb8506/04/2018 19:07:51130001579",1
"02d8088eb13e63f678999f21c72b0047c19965667589410161de452ee07d33afd23019c84ffae2d5ef2270367b8605fc09/03/2018 18:31:0239901408",1
"02d84940c88e0c1c91ec65aeb663578dbee2e070c39f3dd2f6883a17a5f0da454e922959ae960d389249c378d1c939f513/02/2018 11:50:28180001001",1
"02d8a3fffa425e73385cc7f7a6518fbe12fc9ab82dd45f3824881d94f79edb38116ccb1a1604bc88e4d234a8c23f33de04/05/2018 12:35:131400739",1
"02d9d1d66bff41ffbce36cb7248351f3f83a5f8708629c8efc042168299e86411835b56ce799e6a4dc4eddc053f0406603/11/2017 21:10:14107991226",1
"02da43e64b38100ea4b0b4a76cc2ba6626dbcaad027ebbead6bb387c7d68abca46dc3b2cc0980fb8ec44634e21d2718e30/05/2017 08:42:34249991832",1
"02dade411839b1c334363dc9058e11245cde85235c4ae7747e9b48de95178a1417e34d8224d27a541263c4c64b11a56b25/09/2017 18:50:13218361303",1
"02db3eec8ec9d3a35e2afe15367f21b87c1bd920dbdf22470b68bde975dd3ccfcc419e0650a3c5ba77189a1882b7556a03/04/2018 03:50:5558991349",1
"02dbd29bc7a490d582762fae9f0fd997c863f578eb77e9238bfc0db8d0ffa3c8b4ffb71f0cb1b1c3d63fad021ecf93e104/12/2017 12:11:1948302115",1
"02dcfbe3274b16820a9fca74c156dc9a431dc11c26a67c6a49e81cee84f35b2866e0557ecc2b4dbea057e93f215f68d830/11/2017 04:06:35454001552",1
"02de39953ce1cf1f7c6d46aac400ee8244d097d59e8430f88a67517cd0c4f8656560211a19b47992c3666cc44a7e94c026/07/2018 10:45:0569001858",1
"02dec5fbe189e3c2ccd9ba071c6bb78dfb05d01823da2c4e90924c54861348084a3ca9315b744ce9f8e937436149388414/12/2017 19:12:15126001390",1
"02df7a4137081ada2a06ac6e2bca6364bb7181410b4e02f93f3697f765db53c7855668e0971d4dfd7bef1b6a4133b41b25/09/2017 14:10:38109992721",1
"02e0b68852217f5715fb9cc8858294542028bf1b01cafb2d2b1901fca4083222cc419e0650a3c5ba77189a1882b7556a05/12/2017 06:31:5456991190",1
"02e20d5cc0d1df880e43ab3ed50a238b5b8423dc7f23089c9c59c5d140eb5a1cc8b3445d737de6befde0c88ede534a5e30/01/2018 10:16:26129991451",1
"02e275a40a23c32f81e13045c84b5a195c087f345e870429ec3ea20a49a797357c67e1448b00f6e969d365cea6b010ab22/11/2017 22:06:55196993554",1
"02e3d94731a28fe10ec1aa91b72b544b060c17562f97e5bb60bc0dfa4dd5b3f29f505651f4a6abe901a56cdc2150802504/05/2018 15:50:4524991823",1
"02e405aa2667a116637cdb4affaf93c0013ee64977aaa6b2b25475095162e0e9640e21a7d01df7614a3b4923e990d40c23/04/2018 23:51:3769993187",1
"02e405aa2667a116637cdb4affaf93c0f6fa93875f4a7dac03e0a22143f4d815391fc6631aebcf3004804e51b40bcf1e26/04/2018 23:51:3749951052",1
"02e440cd2d735b66f2c859ecd1ec44bd3e5201fe0d1ba474d9b90152c83c706c8160255418d5aaa7dbdc9f4c64ebda4430/11/2017 00:56:34116901316",1
"02e6bcccce2e88560389846400e74e500a27cbaaeacef635e4aa37885a1e5e93522620dcb18a6b31cd7bdf73665113a903/11/2017 20:26:09219004538",1
"02e7b3980e9984556bb3a764306f3e316fd3f7378cd65325e10cb21733778416870d0118f7a9d85960f29ad89d5d989a22/03/2018 11:27:5789902356",1
"02e827a9f1e829b50b81eb9e26588ed9009af1277432f1a05742df69cdf72d1e8f119a0aee85c0c8fc534629734e94fd17/08/2017 18:50:145990778",1
"02e8498a91ec0e72dfaff47b27c805a376f4d017416dbf316f05abe3a1aa04df7142540dd4c91e2237acb7e911c4eba221/11/2017 07:30:3184901784",1
"02ea547b6d2ee25305588fd50df58b46b000447e24e31a4d7e628ca4d062213192eb0f42c21942b6552362b9b114707d29/03/2017 22:10:2423991565",1
"02ea54f5cf3a07904182167e104f97ff601a360bd2a916ecef0e88de72a6531a7a67c85e85bb2ce8582c35f2203ad73623/03/2017 19:30:39129991349",1
"02ead97e330f2220485cb34ceaf2fad9e338f548cda0b52650b9acfd317a74dbcab85505710c7cb9b720bceb52b01cee03/07/2017 03:43:2554901513",1
"02ebcb8b63b7e61be9514866e432d1d83dd2a17168ec895c781a9191c1e95ad7de722cd6dad950a92b7d4f82673f883331/01/2018 12:19:11149902337",1
"02ec38bbb2e837e0ef32fae6c5a651b54f823b57fbf2a359f9df38dc72ef0da60d33a55da925bbf1ff02af5f6059fc7f22/03/2018 02:50:452400888",1
"02ec4da9d03014f06d711d60eb37cc22a87567bdce60de6f901e3d7c6d8df820318f287a62ab7ac10b703ac37435a23105/05/2017 13:05:4985002008",1
"02ed129a369c56d40549270ac5900864e7d5464b94c9a5963f7c686fc80145ad58f1a6197ed863543e0136bdedb3fce208/07/2018 21:50:22139001431",1
"02ed3b96772956405d25c2d35c766c681becf32f9c527bad8d88e8e6aa99f0212a84855fd20af891be03bc5924d2b45317/04/2018 10:35:378990936",1
"02ef9aa8b6692c2ff049065f5a150c2863888810573fd78e60644cdf803cd2fa537eb890efff034a88679788b647c56403/08/2018 13:00:2129901531",1
"02efbfba398618f44f8c4097d6822ddde0cf79767c5b016251fe139915c59a26da8622b14eb17ae2831f4ac5b9dab84a30/07/2018 17:45:142990747",1
"02f1d13053a2833d022b8921ee3411a3fddc61a36e83f12b665d068c07411aa754a1852d1b8f10312c55e906355666ee08/08/2018 12:55:3274991972",1
"02f2c7fceceffdefd9a7e96abe08d93f02ce467092b184e71d3967d29110adc17c67e1448b00f6e969d365cea6b010ab30/06/2017 20:15:21179994019",1
"02f2f6063eb01b5e6e29bda34763538917a019676883dce326999c11a46a14f09f505651f4a6abe901a56cdc2150802526/03/2018 03:10:374900739",1
"02f30be57375dc610c40ca989d2385b786b29e90cab127b7231caf9eb85d43538581055ce74af1daba164fdbd55a40de04/12/2017 03:21:1969001173",1
"02f4865eba77caf307bb9f08d0a59a32a50acd33ba7a8da8e9db65094fa990a48581055ce74af1daba164fdbd55a40de26/04/2017 03:15:05117302229",1
"02f4ae2225612fe9e42562a8e1f466b377a399638eca91f6fa1a508a30e0156525cf099de44674fde97473224f9d59ab15/01/2018 16:08:4527181511",1
"02f4dd90ba0feb8ec394cac05862d2b5f3c62fde9d2e2acf6c7c46648571c070e0eabded302882513ced4ea3eb0c705906/06/2018 16:15:2979905106",1
"02f6d9982a52e44cf5a2be82598d078d3efd399c5d016b9e6a5ad3196eade44f503c1de08ae81a2d86f17951b204db5521/09/2017 21:04:55213001874",1
"02f751c4c2fc8ca376b65c8847b65f4d42fd6f72ca3e6f53b25d7a19b05366304a3ccda38b2129705f3fb522db62ca3119/06/2018 09:59:44128251521",1
"02f82a2b0b79e9dbb86c47cef1e92063c234a60a994181f45605566bef8fe3b4d101c6da914ae3d53f7bee42283f2fe209/05/2017 11:22:44109901588",1
"02f8584bbcb3aeae87d8e697737fb5b1e4985e03cd939f1a9f81c65e949f1688edb1ef5e36e0c8cd84eb3c9b003e486d13/06/2018 17:59:589765842",1
"02f886b28af7079755677a544bc54fda61963c77fd2c3db173915d9dc837ee12cfb1a033743668a192316f3c6d1d267116/11/2017 02:56:2469905424",1
"02fab07a655ce404330d65b508f32d9e63c4a70e0a12b4bd9475fca9e9937e76d66c305afaec317ebee552073a67442925/05/2017 14:55:171229916498",1
"02fafd9313d5274736b9740f23006a8d50063fba038aabf31446889396187973f5a590cf36251cf1162ea35bef76fe8424/11/2017 02:30:37301001787",1
"02fbb3b024a111c7e8a629bbd86df0e29446c80fe62e667a43387750f8a8f6d05b2e94f2c22b39ccc24d34ad0f66967204/06/2018 17:57:33119002919",1
"02fc46ea58b91abb0507c92e7f6e33ffc4101d1b4e0fabda6c62a8074e92cbbc9674754b5a0cb32b638cec001178f79921/08/2017 14:10:182690778",1
"02fc75303e2529f036cb819168fa21a08fc31e1c7f966b5262cfcc89e159d9a7fd386aa7bed2af3c7035c65506c9b4a319/07/2018 20:22:0150001845",1
"02fe1a0806a5041f35fc69f658202c3489b121bee266dcd25688a1ba72eefb612eb70248d66e0e3ef83659f71b24437821/05/2018 04:52:4079901544",1
"02ff3675b59b53ca5cdcb2b6752aeea1d465fef4e52e46bc9e04996b37789bbd8a87611c08849ffeeccab52aa798b6c706/02/2017 17:10:2053951559",1
"0300095becf10f9b299370675952274159f17be62604541797d4df87ae80cf734e922959ae960d389249c378d1c939f505/07/2018 20:35:158900993",1
"03005a2f16aaf981d51d8ef44222444a34282a40b7d2b7aae8762762cb6ebcad1554a68530182680ad5c8b042c3ab56312/02/2018 04:32:48139903997",1
"030106c028266ae3345eb9bf6dd790c1cd48f265a63e13b762601f5f794c5fcae9779976487b77c6d4ac45f75ec7afe929/12/2017 17:11:2257491616",1
"0301ec492e902f2630234df285fa2a1b6cdd53843498f92890544667809f1595ccc4bbb5f32a6ab2b7066a4130f114e311/09/2017 16:15:17349902930",1
"030475e22d114f70be1a265fee3261921d373b3e02a3212aff33054cbf30abf1dee656f0f566ed1aa85bd137c943f08f27/04/2018 16:31:3844901279",1
"03053b1cb20006c7f8160754d56f4f6f3918bb60ff48662029ca9f1e1f7b9842d57e18d5f73c7ccb7f7339b61166898d23/02/2018 13:30:4637901611",1
"03054d8a8eefc2981cfad06f58e279793e31fd1419cc4cd6adad1925e72e3a0348436dade18ac8b2bce089ec2a04120209/10/2017 10:35:1158901516",1
"03059ebda0b2ad61612b300fe34ed8e249ae25c5f82cd4bc8057d0b16d45af3a45ba18c210d42734ec52c0c1c574e9ee16/05/2018 22:17:0139901904",1
"0306b467a7c7d400d265b71cf6608e1572ef87b1953a2844ed089bd6dcf739138c16d1f32a54d92897cc437244442e1b08/02/2018 02:53:2161501358",1
"0307d42d9c781d32f86cdf1fa5c8670bfb00f51d564e36645bf7eab56ce5fd43373ee4a3a775a733770ca3f790b8b9ac22/03/2017 10:03:188000957",1
"0307d42d9c781d32f86cdf1fa5c8670b810cb3c5af006624fa32d362077af85f373ee4a3a775a733770ca3f790b8b9ac22/03/2017 10:03:1850001290",1
"030840d9a6c8137615d5a2c916667c2cf497ba62f1d6b4f6a3a3266fa8623ad36df688df543f90e9b38f4319e75a9d8807/08/2017 14:50:2358201516",1
"0308fbee05263aa1eb0b932e2dc7b4fd6d85d9d5f551adaa92a276918f462fbe1f1bb1f0859883505541bdd6606193e503/05/2018 22:10:56699001995",1
"0309a18e1e836baa9cd7289da085b4e187ceed33e1f7fe39fa06b69c9fdf9e53ea566164622c6b439516ab18062c42cd09/05/2018 20:30:244190739",1
"030aeef4719e9d33e0c39bd00a9a14be560ed840b584c6aef5c8959366dfd41e5dceca129747e92ff8ef7a997dc4f8ca06/07/2017 19:32:03388005022",1
"030c39b681ff2f80d984e9190524a029368c6c730842d78016ad823897a372db1f50f920176fa81dab994f902352310006/05/2018 23:09:4253901013",1
"030c7ec55b04c23a239cd70bd9750e18b44076f8988fe82b676a754e798ab0f93d871de0142ce09b7081e2b9d1733cb121/05/2017 21:42:5669901351",1
"030d5292e5796b7c461070e04a7ad55660495adb1f1a49c8aea75e5e56a47a480df3984f9dfb3d49ac6366acbd3bbb8507/02/2018 23:15:2689901539",1
"030e16ae69706dde9e78557f9b501657e38bfda757257dee1985af625f8911fc46dc3b2cc0980fb8ec44634e21d2718e01/06/2017 16:22:52399991563",1
"030e234a82944425a6f46d5b2552b8488d7654102992872ef4342f91f9997e64392e0502231ae2f8b29994ef6398cd7716/03/2017 02:43:1344902080",1
"030e558867da892772c999f60d09e8545b3b5f9ae84ca9ead3138b199420cc94adbc26658d6c7b4b6219f9d93459809106/12/2017 23:35:24139002021",1
"030e9e4de3076fb365bf6549b920215a7c1bd920dbdf22470b68bde975dd3ccfcc419e0650a3c5ba77189a1882b7556a09/06/2017 20:22:2364991195",1
"030f7abd700a4ceae9a8c4cff4b3dc956d1befe53a3d28e0d0d8b3bfcce11195bba74270a87732727b5a3b4fd9ac1c3925/10/2017 18:26:43399991905",1
"03104945dce5c57f748dbb3dbd62daeb04574f4bc055655311e798b4e277b9af688756f717c462a206ad854c5027a64a05/07/2018 02:55:2045001542",1
"031096cba2ef517ed59888ecb13d69e2fe7ad3e3828f32193dfbe6359f733a8f46dc3b2cc0980fb8ec44634e21d2718e18/01/2018 02:36:38159991013",1
"0311da9b3ac095a57a2662813e179bcb0030e635639c898b323826589761cf23acadd4d36859671cb635527c6c97753326/02/2018 21:47:16153002156",1
"03128233e78ed8ade6738f2043f4cf8d3cacd5299c846cb08ae1e445fd78392bc7dcd301ecfe5ab7f778ac172cf74be721/10/2016 16:25:2457901461",1
"0312ecf90786def87f98aa19e0e0ce63f908d3bf313a1308bfb2a46ea268534725e6ffe976bd75618accfe16cefcbd0d16/05/2017 22:10:103500778",1
"03138c298bfe1ee7855eefc9442346a8fb2f2ec90b4ee90ad257bbf89d01247e1835b56ce799e6a4dc4eddc053f0406620/06/2018 08:58:5340001947",1
"031494323fa558eee8dd1bd06fc347137ce94ab189134e2d3c05f496d635419c8b321bb669392f5163d04c59e235e06630/11/2017 15:55:0213651510",1
"031530e9ab00574597b21443baa61f08db6677c6f890ba1730c0b75bd8132579cc419e0650a3c5ba77189a1882b7556a09/03/2018 10:35:4559991667",1
"03167be79e12e9d70dc67d864eea23002b4609f8948be18874494203496bc318cc419e0650a3c5ba77189a1882b7556a15/12/2017 21:50:378999944",1
"03170fde460344ffa21460ac08f2bbd372602b08ac8b5e5664b105ce8e0ce5b985d9eb9ddc5d00ca9336a2219c97bb1302/03/2018 15:26:5138901410",1
"03171e00c28f7c3e5c779c2c1009a458b9b44a9826ac288d8d3caf327f7090077a241947449cc45dbfda4f9d0798d9d016/08/2017 15:10:25144001474",1
"03181fddac1b424c893821ec539b2abff60e19fc3b0ee38735e6a6fefe937bdf6481e96574816ead57975da2c0f6d80d10/05/2018 16:53:39790787",1
"03183d4abec30f2231280b2746c66d0699f265229d46f700208ad7cb1ff48aaeea8482cd71df3c1969d7b9473ff13abc27/02/2018 15:30:2239991410",1
"031a7dab65c3430d325ad35ab8a9527718fa9cc25ea8b54f32d029f261673c0f0b35c634521043bf4b47e21547b99ab529/06/2018 10:19:03109901882",1
"031a9aee4d307a1ae62ed71224c6321522c5ddc22ea8cae84fc9917def682dc6cc419e0650a3c5ba77189a1882b7556a26/02/2018 14:27:225699872",1
"031bf6514694552e5b2967d02e4c42b487d780fa7d2cf3710aa02dc4ca8db985da8622b14eb17ae2831f4ac5b9dab84a05/12/2017 18:31:0099901240",1
"031cf625cad56f5761e51c2675f0c0aebf35317e81a1e1477a2256328bce9e9fcc419e0650a3c5ba77189a1882b7556a28/03/2017 06:52:2856992489",1
"031d26635bd08bb7f773e40be986cce03fc18e3aefe7b9346bd15de863fa036553e4c6e0f4312d4d2107a8c9cddf45cd26/10/2017 15:49:2571001999",1
"031e7d4e559a1bf08e71a419aa998d0afb1f078a066428f00c1d71d6b9df3ff8eebb3372362aa9a46975164bed19a7e712/04/2017 13:10:4173992452",1
"031e976ccc4a1678f5485552ed1ae77849b624365d1b55a1747aedf255a15e623db66a856d18a9cba7c9241fc5221c5010/08/2018 17:25:05179903977",1
"031e9d02ce26fb5bb1f85335708fc70b1ee03eca6034b77b25d08c004bc79dd8e5a3438891c0bfdb9394643f95273d8e08/02/2018 22:10:374130827",1
"031f32fc546699a954d6d89cfe9ca02951e8feeedd83467b86a79aa2769367c51da3aeb70d7989d1e6d9b0e887f97c2311/05/2018 17:30:341799739",1
"031f488d7e8549b5d8af94f5a3e9300e6413f7a28e149a324c4a914000399fb27a67c85e85bb2ce8582c35f2203ad73608/03/2018 11:30:45144991726",1
"03202c9906e9d1140a8ac3e15f4492e8422879e10f46682990de24d770e7f83d1f50f920176fa81dab994f902352310009/08/2018 04:44:4149912099",1
"03211eda276999d5eaa8a167a4b6286a423a6644f0aa529e8828ff1f91003690e59aa562b9f8076dd550fcddf0e7349126/06/2018 19:19:09479003870",1
