Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,Month & Year,Quarter & Year,DayInWeek,Day of Week,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY,Year & Week,YearWeekSort,Quarters
2020-05-09 00:00:00.000,2020,2,5,9,20200509,"May","May 2020","Q2 2020",6,"Saturday",2020-05-09 00:00:00.000,19,20200500,20200200,"20","FY20","2020-19",202019,"Q2"
2020-05-10 00:00:00.000,2020,2,5,10,20200510,"May","May 2020","Q2 2020",0,"Sunday",2020-05-16 00:00:00.000,20,20200500,20200200,"20","FY20","2020-20",202020,"Q2"
2020-05-11 00:00:00.000,2020,2,5,11,20200511,"May","May 2020","Q2 2020",1,"Monday",2020-05-16 00:00:00.000,20,20200500,20200200,"20","FY20","2020-20",202020,"Q2"
2020-05-12 00:00:00.000,2020,2,5,12,20200512,"May","May 2020","Q2 2020",2,"Tuesday",2020-05-16 00:00:00.000,20,20200500,20200200,"20","FY20","2020-20",202020,"Q2"
2020-05-13 00:00:00.000,2020,2,5,13,20200513,"May","May 2020","Q2 2020",3,"Wednesday",2020-05-16 00:00:00.000,20,20200500,20200200,"20","FY20","2020-20",202020,"Q2"
2020-05-14 00:00:00.000,2020,2,5,14,20200514,"May","May 2020","Q2 2020",4,"Thursday",2020-05-16 00:00:00.000,20,20200500,20200200,"20","FY20","2020-20",202020,"Q2"
2020-05-15 00:00:00.000,2020,2,5,15,20200515,"May","May 2020","Q2 2020",5,"Friday",2020-05-16 00:00:00.000,20,20200500,20200200,"20","FY20","2020-20",202020,"Q2"
2020-05-16 00:00:00.000,2020,2,5,16,20200516,"May","May 2020","Q2 2020",6,"Saturday",2020-05-16 00:00:00.000,20,20200500,20200200,"20","FY20","2020-20",202020,"Q2"
2020-05-17 00:00:00.000,2020,2,5,17,20200517,"May","May 2020","Q2 2020",0,"Sunday",2020-05-23 00:00:00.000,21,20200500,20200200,"20","FY20","2020-21",202021,"Q2"
2020-05-18 00:00:00.000,2020,2,5,18,20200518,"May","May 2020","Q2 2020",1,"Monday",2020-05-23 00:00:00.000,21,20200500,20200200,"20","FY20","2020-21",202021,"Q2"
2020-05-19 00:00:00.000,2020,2,5,19,20200519,"May","May 2020","Q2 2020",2,"Tuesday",2020-05-23 00:00:00.000,21,20200500,20200200,"20","FY20","2020-21",202021,"Q2"
2020-05-20 00:00:00.000,2020,2,5,20,20200520,"May","May 2020","Q2 2020",3,"Wednesday",2020-05-23 00:00:00.000,21,20200500,20200200,"20","FY20","2020-21",202021,"Q2"
2020-05-21 00:00:00.000,2020,2,5,21,20200521,"May","May 2020","Q2 2020",4,"Thursday",2020-05-23 00:00:00.000,21,20200500,20200200,"20","FY20","2020-21",202021,"Q2"
2020-05-22 00:00:00.000,2020,2,5,22,20200522,"May","May 2020","Q2 2020",5,"Friday",2020-05-23 00:00:00.000,21,20200500,20200200,"20","FY20","2020-21",202021,"Q2"
2020-05-23 00:00:00.000,2020,2,5,23,20200523,"May","May 2020","Q2 2020",6,"Saturday",2020-05-23 00:00:00.000,21,20200500,20200200,"20","FY20","2020-21",202021,"Q2"
2020-05-24 00:00:00.000,2020,2,5,24,20200524,"May","May 2020","Q2 2020",0,"Sunday",2020-05-30 00:00:00.000,22,20200500,20200200,"20","FY20","2020-22",202022,"Q2"
2020-05-25 00:00:00.000,2020,2,5,25,20200525,"May","May 2020","Q2 2020",1,"Monday",2020-05-30 00:00:00.000,22,20200500,20200200,"20","FY20","2020-22",202022,"Q2"
2020-05-26 00:00:00.000,2020,2,5,26,20200526,"May","May 2020","Q2 2020",2,"Tuesday",2020-05-30 00:00:00.000,22,20200500,20200200,"20","FY20","2020-22",202022,"Q2"
2020-05-27 00:00:00.000,2020,2,5,27,20200527,"May","May 2020","Q2 2020",3,"Wednesday",2020-05-30 00:00:00.000,22,20200500,20200200,"20","FY20","2020-22",202022,"Q2"
2020-05-28 00:00:00.000,2020,2,5,28,20200528,"May","May 2020","Q2 2020",4,"Thursday",2020-05-30 00:00:00.000,22,20200500,20200200,"20","FY20","2020-22",202022,"Q2"
2020-05-29 00:00:00.000,2020,2,5,29,20200529,"May","May 2020","Q2 2020",5,"Friday",2020-05-30 00:00:00.000,22,20200500,20200200,"20","FY20","2020-22",202022,"Q2"
2020-05-30 00:00:00.000,2020,2,5,30,20200530,"May","May 2020","Q2 2020",6,"Saturday",2020-05-30 00:00:00.000,22,20200500,20200200,"20","FY20","2020-22",202022,"Q2"
2020-05-31 00:00:00.000,2020,2,5,31,20200531,"May","May 2020","Q2 2020",0,"Sunday",2020-06-06 00:00:00.000,23,20200500,20200200,"20","FY20","2020-23",202023,"Q2"
2015-04-01 00:00:00.000,2015,2,4,1,20150401,"April","Apr 2015","Q2 2015",3,"Wednesday",2015-04-04 00:00:00.000,14,20150400,20150200,"15","FY15","2015-14",201514,"Q2"
2015-04-02 00:00:00.000,2015,2,4,2,20150402,"April","Apr 2015","Q2 2015",4,"Thursday",2015-04-04 00:00:00.000,14,20150400,20150200,"15","FY15","2015-14",201514,"Q2"
2015-04-03 00:00:00.000,2015,2,4,3,20150403,"April","Apr 2015","Q2 2015",5,"Friday",2015-04-04 00:00:00.000,14,20150400,20150200,"15","FY15","2015-14",201514,"Q2"
2015-04-04 00:00:00.000,2015,2,4,4,20150404,"April","Apr 2015","Q2 2015",6,"Saturday",2015-04-04 00:00:00.000,14,20150400,20150200,"15","FY15","2015-14",201514,"Q2"
2015-04-05 00:00:00.000,2015,2,4,5,20150405,"April","Apr 2015","Q2 2015",0,"Sunday",2015-04-11 00:00:00.000,15,20150400,20150200,"15","FY15","2015-15",201515,"Q2"
2015-04-06 00:00:00.000,2015,2,4,6,20150406,"April","Apr 2015","Q2 2015",1,"Monday",2015-04-11 00:00:00.000,15,20150400,20150200,"15","FY15","2015-15",201515,"Q2"
2015-04-07 00:00:00.000,2015,2,4,7,20150407,"April","Apr 2015","Q2 2015",2,"Tuesday",2015-04-11 00:00:00.000,15,20150400,20150200,"15","FY15","2015-15",201515,"Q2"
2015-04-08 00:00:00.000,2015,2,4,8,20150408,"April","Apr 2015","Q2 2015",3,"Wednesday",2015-04-11 00:00:00.000,15,20150400,20150200,"15","FY15","2015-15",201515,"Q2"
2015-04-09 00:00:00.000,2015,2,4,9,20150409,"April","Apr 2015","Q2 2015",4,"Thursday",2015-04-11 00:00:00.000,15,20150400,20150200,"15","FY15","2015-15",201515,"Q2"
2015-04-10 00:00:00.000,2015,2,4,10,20150410,"April","Apr 2015","Q2 2015",5,"Friday",2015-04-11 00:00:00.000,15,20150400,20150200,"15","FY15","2015-15",201515,"Q2"
2015-04-11 00:00:00.000,2015,2,4,11,20150411,"April","Apr 2015","Q2 2015",6,"Saturday",2015-04-11 00:00:00.000,15,20150400,20150200,"15","FY15","2015-15",201515,"Q2"
2015-04-12 00:00:00.000,2015,2,4,12,20150412,"April","Apr 2015","Q2 2015",0,"Sunday",2015-04-18 00:00:00.000,16,20150400,20150200,"15","FY15","2015-16",201516,"Q2"
2015-04-13 00:00:00.000,2015,2,4,13,20150413,"April","Apr 2015","Q2 2015",1,"Monday",2015-04-18 00:00:00.000,16,20150400,20150200,"15","FY15","2015-16",201516,"Q2"
2015-04-14 00:00:00.000,2015,2,4,14,20150414,"April","Apr 2015","Q2 2015",2,"Tuesday",2015-04-18 00:00:00.000,16,20150400,20150200,"15","FY15","2015-16",201516,"Q2"
2015-04-15 00:00:00.000,2015,2,4,15,20150415,"April","Apr 2015","Q2 2015",3,"Wednesday",2015-04-18 00:00:00.000,16,20150400,20150200,"15","FY15","2015-16",201516,"Q2"
2015-04-16 00:00:00.000,2015,2,4,16,20150416,"April","Apr 2015","Q2 2015",4,"Thursday",2015-04-18 00:00:00.000,16,20150400,20150200,"15","FY15","2015-16",201516,"Q2"
2015-04-17 00:00:00.000,2015,2,4,17,20150417,"April","Apr 2015","Q2 2015",5,"Friday",2015-04-18 00:00:00.000,16,20150400,20150200,"15","FY15","2015-16",201516,"Q2"
2015-04-18 00:00:00.000,2015,2,4,18,20150418,"April","Apr 2015","Q2 2015",6,"Saturday",2015-04-18 00:00:00.000,16,20150400,20150200,"15","FY15","2015-16",201516,"Q2"
2015-04-19 00:00:00.000,2015,2,4,19,20150419,"April","Apr 2015","Q2 2015",0,"Sunday",2015-04-25 00:00:00.000,17,20150400,20150200,"15","FY15","2015-17",201517,"Q2"
2015-04-20 00:00:00.000,2015,2,4,20,20150420,"April","Apr 2015","Q2 2015",1,"Monday",2015-04-25 00:00:00.000,17,20150400,20150200,"15","FY15","2015-17",201517,"Q2"
2015-04-21 00:00:00.000,2015,2,4,21,20150421,"April","Apr 2015","Q2 2015",2,"Tuesday",2015-04-25 00:00:00.000,17,20150400,20150200,"15","FY15","2015-17",201517,"Q2"
2015-04-22 00:00:00.000,2015,2,4,22,20150422,"April","Apr 2015","Q2 2015",3,"Wednesday",2015-04-25 00:00:00.000,17,20150400,20150200,"15","FY15","2015-17",201517,"Q2"
2015-04-23 00:00:00.000,2015,2,4,23,20150423,"April","Apr 2015","Q2 2015",4,"Thursday",2015-04-25 00:00:00.000,17,20150400,20150200,"15","FY15","2015-17",201517,"Q2"
2015-04-24 00:00:00.000,2015,2,4,24,20150424,"April","Apr 2015","Q2 2015",5,"Friday",2015-04-25 00:00:00.000,17,20150400,20150200,"15","FY15","2015-17",201517,"Q2"
2015-04-25 00:00:00.000,2015,2,4,25,20150425,"April","Apr 2015","Q2 2015",6,"Saturday",2015-04-25 00:00:00.000,17,20150400,20150200,"15","FY15","2015-17",201517,"Q2"
2015-04-26 00:00:00.000,2015,2,4,26,20150426,"April","Apr 2015","Q2 2015",0,"Sunday",2015-05-02 00:00:00.000,18,20150400,20150200,"15","FY15","2015-18",201518,"Q2"
2015-04-27 00:00:00.000,2015,2,4,27,20150427,"April","Apr 2015","Q2 2015",1,"Monday",2015-05-02 00:00:00.000,18,20150400,20150200,"15","FY15","2015-18",201518,"Q2"
2015-04-28 00:00:00.000,2015,2,4,28,20150428,"April","Apr 2015","Q2 2015",2,"Tuesday",2015-05-02 00:00:00.000,18,20150400,20150200,"15","FY15","2015-18",201518,"Q2"
2015-04-29 00:00:00.000,2015,2,4,29,20150429,"April","Apr 2015","Q2 2015",3,"Wednesday",2015-05-02 00:00:00.000,18,20150400,20150200,"15","FY15","2015-18",201518,"Q2"
2015-04-30 00:00:00.000,2015,2,4,30,20150430,"April","Apr 2015","Q2 2015",4,"Thursday",2015-05-02 00:00:00.000,18,20150400,20150200,"15","FY15","2015-18",201518,"Q2"
2016-04-01 00:00:00.000,2016,2,4,1,20160401,"April","Apr 2016","Q2 2016",5,"Friday",2016-04-02 00:00:00.000,14,20160400,20160200,"16","FY16","2016-14",201614,"Q2"
2016-04-02 00:00:00.000,2016,2,4,2,20160402,"April","Apr 2016","Q2 2016",6,"Saturday",2016-04-02 00:00:00.000,14,20160400,20160200,"16","FY16","2016-14",201614,"Q2"
2016-04-03 00:00:00.000,2016,2,4,3,20160403,"April","Apr 2016","Q2 2016",0,"Sunday",2016-04-09 00:00:00.000,15,20160400,20160200,"16","FY16","2016-15",201615,"Q2"
2016-04-04 00:00:00.000,2016,2,4,4,20160404,"April","Apr 2016","Q2 2016",1,"Monday",2016-04-09 00:00:00.000,15,20160400,20160200,"16","FY16","2016-15",201615,"Q2"
2016-04-05 00:00:00.000,2016,2,4,5,20160405,"April","Apr 2016","Q2 2016",2,"Tuesday",2016-04-09 00:00:00.000,15,20160400,20160200,"16","FY16","2016-15",201615,"Q2"
2016-04-06 00:00:00.000,2016,2,4,6,20160406,"April","Apr 2016","Q2 2016",3,"Wednesday",2016-04-09 00:00:00.000,15,20160400,20160200,"16","FY16","2016-15",201615,"Q2"
2016-04-07 00:00:00.000,2016,2,4,7,20160407,"April","Apr 2016","Q2 2016",4,"Thursday",2016-04-09 00:00:00.000,15,20160400,20160200,"16","FY16","2016-15",201615,"Q2"
2016-04-08 00:00:00.000,2016,2,4,8,20160408,"April","Apr 2016","Q2 2016",5,"Friday",2016-04-09 00:00:00.000,15,20160400,20160200,"16","FY16","2016-15",201615,"Q2"
2016-04-09 00:00:00.000,2016,2,4,9,20160409,"April","Apr 2016","Q2 2016",6,"Saturday",2016-04-09 00:00:00.000,15,20160400,20160200,"16","FY16","2016-15",201615,"Q2"
2016-04-10 00:00:00.000,2016,2,4,10,20160410,"April","Apr 2016","Q2 2016",0,"Sunday",2016-04-16 00:00:00.000,16,20160400,20160200,"16","FY16","2016-16",201616,"Q2"
2016-04-11 00:00:00.000,2016,2,4,11,20160411,"April","Apr 2016","Q2 2016",1,"Monday",2016-04-16 00:00:00.000,16,20160400,20160200,"16","FY16","2016-16",201616,"Q2"
2016-04-12 00:00:00.000,2016,2,4,12,20160412,"April","Apr 2016","Q2 2016",2,"Tuesday",2016-04-16 00:00:00.000,16,20160400,20160200,"16","FY16","2016-16",201616,"Q2"
2016-04-13 00:00:00.000,2016,2,4,13,20160413,"April","Apr 2016","Q2 2016",3,"Wednesday",2016-04-16 00:00:00.000,16,20160400,20160200,"16","FY16","2016-16",201616,"Q2"
2016-04-14 00:00:00.000,2016,2,4,14,20160414,"April","Apr 2016","Q2 2016",4,"Thursday",2016-04-16 00:00:00.000,16,20160400,20160200,"16","FY16","2016-16",201616,"Q2"
2016-04-15 00:00:00.000,2016,2,4,15,20160415,"April","Apr 2016","Q2 2016",5,"Friday",2016-04-16 00:00:00.000,16,20160400,20160200,"16","FY16","2016-16",201616,"Q2"
2016-04-16 00:00:00.000,2016,2,4,16,20160416,"April","Apr 2016","Q2 2016",6,"Saturday",2016-04-16 00:00:00.000,16,20160400,20160200,"16","FY16","2016-16",201616,"Q2"
2016-04-17 00:00:00.000,2016,2,4,17,20160417,"April","Apr 2016","Q2 2016",0,"Sunday",2016-04-23 00:00:00.000,17,20160400,20160200,"16","FY16","2016-17",201617,"Q2"
2016-04-18 00:00:00.000,2016,2,4,18,20160418,"April","Apr 2016","Q2 2016",1,"Monday",2016-04-23 00:00:00.000,17,20160400,20160200,"16","FY16","2016-17",201617,"Q2"
2016-04-19 00:00:00.000,2016,2,4,19,20160419,"April","Apr 2016","Q2 2016",2,"Tuesday",2016-04-23 00:00:00.000,17,20160400,20160200,"16","FY16","2016-17",201617,"Q2"
2016-04-20 00:00:00.000,2016,2,4,20,20160420,"April","Apr 2016","Q2 2016",3,"Wednesday",2016-04-23 00:00:00.000,17,20160400,20160200,"16","FY16","2016-17",201617,"Q2"
2016-04-21 00:00:00.000,2016,2,4,21,20160421,"April","Apr 2016","Q2 2016",4,"Thursday",2016-04-23 00:00:00.000,17,20160400,20160200,"16","FY16","2016-17",201617,"Q2"
2016-04-22 00:00:00.000,2016,2,4,22,20160422,"April","Apr 2016","Q2 2016",5,"Friday",2016-04-23 00:00:00.000,17,20160400,20160200,"16","FY16","2016-17",201617,"Q2"
2016-04-23 00:00:00.000,2016,2,4,23,20160423,"April","Apr 2016","Q2 2016",6,"Saturday",2016-04-23 00:00:00.000,17,20160400,20160200,"16","FY16","2016-17",201617,"Q2"
2016-04-24 00:00:00.000,2016,2,4,24,20160424,"April","Apr 2016","Q2 2016",0,"Sunday",2016-04-30 00:00:00.000,18,20160400,20160200,"16","FY16","2016-18",201618,"Q2"
2016-04-25 00:00:00.000,2016,2,4,25,20160425,"April","Apr 2016","Q2 2016",1,"Monday",2016-04-30 00:00:00.000,18,20160400,20160200,"16","FY16","2016-18",201618,"Q2"
2016-04-26 00:00:00.000,2016,2,4,26,20160426,"April","Apr 2016","Q2 2016",2,"Tuesday",2016-04-30 00:00:00.000,18,20160400,20160200,"16","FY16","2016-18",201618,"Q2"
2016-04-27 00:00:00.000,2016,2,4,27,20160427,"April","Apr 2016","Q2 2016",3,"Wednesday",2016-04-30 00:00:00.000,18,20160400,20160200,"16","FY16","2016-18",201618,"Q2"
2016-04-28 00:00:00.000,2016,2,4,28,20160428,"April","Apr 2016","Q2 2016",4,"Thursday",2016-04-30 00:00:00.000,18,20160400,20160200,"16","FY16","2016-18",201618,"Q2"
2016-04-29 00:00:00.000,2016,2,4,29,20160429,"April","Apr 2016","Q2 2016",5,"Friday",2016-04-30 00:00:00.000,18,20160400,20160200,"16","FY16","2016-18",201618,"Q2"
2016-04-30 00:00:00.000,2016,2,4,30,20160430,"April","Apr 2016","Q2 2016",6,"Saturday",2016-04-30 00:00:00.000,18,20160400,20160200,"16","FY16","2016-18",201618,"Q2"
2017-04-01 00:00:00.000,2017,2,4,1,20170401,"April","Apr 2017","Q2 2017",6,"Saturday",2017-04-01 00:00:00.000,13,20170400,20170200,"17","FY17","2017-13",201713,"Q2"
2017-04-02 00:00:00.000,2017,2,4,2,20170402,"April","Apr 2017","Q2 2017",0,"Sunday",2017-04-08 00:00:00.000,14,20170400,20170200,"17","FY17","2017-14",201714,"Q2"
2017-04-03 00:00:00.000,2017,2,4,3,20170403,"April","Apr 2017","Q2 2017",1,"Monday",2017-04-08 00:00:00.000,14,20170400,20170200,"17","FY17","2017-14",201714,"Q2"
2017-04-04 00:00:00.000,2017,2,4,4,20170404,"April","Apr 2017","Q2 2017",2,"Tuesday",2017-04-08 00:00:00.000,14,20170400,20170200,"17","FY17","2017-14",201714,"Q2"
2017-04-05 00:00:00.000,2017,2,4,5,20170405,"April","Apr 2017","Q2 2017",3,"Wednesday",2017-04-08 00:00:00.000,14,20170400,20170200,"17","FY17","2017-14",201714,"Q2"
2017-04-06 00:00:00.000,2017,2,4,6,20170406,"April","Apr 2017","Q2 2017",4,"Thursday",2017-04-08 00:00:00.000,14,20170400,20170200,"17","FY17","2017-14",201714,"Q2"
2017-04-07 00:00:00.000,2017,2,4,7,20170407,"April","Apr 2017","Q2 2017",5,"Friday",2017-04-08 00:00:00.000,14,20170400,20170200,"17","FY17","2017-14",201714,"Q2"
2017-04-08 00:00:00.000,2017,2,4,8,20170408,"April","Apr 2017","Q2 2017",6,"Saturday",2017-04-08 00:00:00.000,14,20170400,20170200,"17","FY17","2017-14",201714,"Q2"
2017-04-09 00:00:00.000,2017,2,4,9,20170409,"April","Apr 2017","Q2 2017",0,"Sunday",2017-04-15 00:00:00.000,15,20170400,20170200,"17","FY17","2017-15",201715,"Q2"
2017-04-10 00:00:00.000,2017,2,4,10,20170410,"April","Apr 2017","Q2 2017",1,"Monday",2017-04-15 00:00:00.000,15,20170400,20170200,"17","FY17","2017-15",201715,"Q2"
2017-04-11 00:00:00.000,2017,2,4,11,20170411,"April","Apr 2017","Q2 2017",2,"Tuesday",2017-04-15 00:00:00.000,15,20170400,20170200,"17","FY17","2017-15",201715,"Q2"
2017-04-12 00:00:00.000,2017,2,4,12,20170412,"April","Apr 2017","Q2 2017",3,"Wednesday",2017-04-15 00:00:00.000,15,20170400,20170200,"17","FY17","2017-15",201715,"Q2"
2017-04-13 00:00:00.000,2017,2,4,13,20170413,"April","Apr 2017","Q2 2017",4,"Thursday",2017-04-15 00:00:00.000,15,20170400,20170200,"17","FY17","2017-15",201715,"Q2"
2017-04-14 00:00:00.000,2017,2,4,14,20170414,"April","Apr 2017","Q2 2017",5,"Friday",2017-04-15 00:00:00.000,15,20170400,20170200,"17","FY17","2017-15",201715,"Q2"
2017-04-15 00:00:00.000,2017,2,4,15,20170415,"April","Apr 2017","Q2 2017",6,"Saturday",2017-04-15 00:00:00.000,15,20170400,20170200,"17","FY17","2017-15",201715,"Q2"
2017-04-16 00:00:00.000,2017,2,4,16,20170416,"April","Apr 2017","Q2 2017",0,"Sunday",2017-04-22 00:00:00.000,16,20170400,20170200,"17","FY17","2017-16",201716,"Q2"
2017-04-17 00:00:00.000,2017,2,4,17,20170417,"April","Apr 2017","Q2 2017",1,"Monday",2017-04-22 00:00:00.000,16,20170400,20170200,"17","FY17","2017-16",201716,"Q2"
2017-04-18 00:00:00.000,2017,2,4,18,20170418,"April","Apr 2017","Q2 2017",2,"Tuesday",2017-04-22 00:00:00.000,16,20170400,20170200,"17","FY17","2017-16",201716,"Q2"
2017-04-19 00:00:00.000,2017,2,4,19,20170419,"April","Apr 2017","Q2 2017",3,"Wednesday",2017-04-22 00:00:00.000,16,20170400,20170200,"17","FY17","2017-16",201716,"Q2"
2017-04-20 00:00:00.000,2017,2,4,20,20170420,"April","Apr 2017","Q2 2017",4,"Thursday",2017-04-22 00:00:00.000,16,20170400,20170200,"17","FY17","2017-16",201716,"Q2"
2017-04-21 00:00:00.000,2017,2,4,21,20170421,"April","Apr 2017","Q2 2017",5,"Friday",2017-04-22 00:00:00.000,16,20170400,20170200,"17","FY17","2017-16",201716,"Q2"
2017-04-22 00:00:00.000,2017,2,4,22,20170422,"April","Apr 2017","Q2 2017",6,"Saturday",2017-04-22 00:00:00.000,16,20170400,20170200,"17","FY17","2017-16",201716,"Q2"
2017-04-23 00:00:00.000,2017,2,4,23,20170423,"April","Apr 2017","Q2 2017",0,"Sunday",2017-04-29 00:00:00.000,17,20170400,20170200,"17","FY17","2017-17",201717,"Q2"
2017-04-24 00:00:00.000,2017,2,4,24,20170424,"April","Apr 2017","Q2 2017",1,"Monday",2017-04-29 00:00:00.000,17,20170400,20170200,"17","FY17","2017-17",201717,"Q2"
2017-04-25 00:00:00.000,2017,2,4,25,20170425,"April","Apr 2017","Q2 2017",2,"Tuesday",2017-04-29 00:00:00.000,17,20170400,20170200,"17","FY17","2017-17",201717,"Q2"
2017-04-26 00:00:00.000,2017,2,4,26,20170426,"April","Apr 2017","Q2 2017",3,"Wednesday",2017-04-29 00:00:00.000,17,20170400,20170200,"17","FY17","2017-17",201717,"Q2"
2017-04-27 00:00:00.000,2017,2,4,27,20170427,"April","Apr 2017","Q2 2017",4,"Thursday",2017-04-29 00:00:00.000,17,20170400,20170200,"17","FY17","2017-17",201717,"Q2"
2017-04-28 00:00:00.000,2017,2,4,28,20170428,"April","Apr 2017","Q2 2017",5,"Friday",2017-04-29 00:00:00.000,17,20170400,20170200,"17","FY17","2017-17",201717,"Q2"
2017-04-29 00:00:00.000,2017,2,4,29,20170429,"April","Apr 2017","Q2 2017",6,"Saturday",2017-04-29 00:00:00.000,17,20170400,20170200,"17","FY17","2017-17",201717,"Q2"
2017-04-30 00:00:00.000,2017,2,4,30,20170430,"April","Apr 2017","Q2 2017",0,"Sunday",2017-05-06 00:00:00.000,18,20170400,20170200,"17","FY17","2017-18",201718,"Q2"
2018-04-01 00:00:00.000,2018,2,4,1,20180401,"April","Apr 2018","Q2 2018",0,"Sunday",2018-04-07 00:00:00.000,14,20180400,20180200,"18","FY18","2018-14",201814,"Q2"
2018-04-02 00:00:00.000,2018,2,4,2,20180402,"April","Apr 2018","Q2 2018",1,"Monday",2018-04-07 00:00:00.000,14,20180400,20180200,"18","FY18","2018-14",201814,"Q2"
2018-04-03 00:00:00.000,2018,2,4,3,20180403,"April","Apr 2018","Q2 2018",2,"Tuesday",2018-04-07 00:00:00.000,14,20180400,20180200,"18","FY18","2018-14",201814,"Q2"
2018-04-04 00:00:00.000,2018,2,4,4,20180404,"April","Apr 2018","Q2 2018",3,"Wednesday",2018-04-07 00:00:00.000,14,20180400,20180200,"18","FY18","2018-14",201814,"Q2"
2018-04-05 00:00:00.000,2018,2,4,5,20180405,"April","Apr 2018","Q2 2018",4,"Thursday",2018-04-07 00:00:00.000,14,20180400,20180200,"18","FY18","2018-14",201814,"Q2"
2018-04-06 00:00:00.000,2018,2,4,6,20180406,"April","Apr 2018","Q2 2018",5,"Friday",2018-04-07 00:00:00.000,14,20180400,20180200,"18","FY18","2018-14",201814,"Q2"
2018-04-07 00:00:00.000,2018,2,4,7,20180407,"April","Apr 2018","Q2 2018",6,"Saturday",2018-04-07 00:00:00.000,14,20180400,20180200,"18","FY18","2018-14",201814,"Q2"
2018-04-08 00:00:00.000,2018,2,4,8,20180408,"April","Apr 2018","Q2 2018",0,"Sunday",2018-04-14 00:00:00.000,15,20180400,20180200,"18","FY18","2018-15",201815,"Q2"
2018-04-09 00:00:00.000,2018,2,4,9,20180409,"April","Apr 2018","Q2 2018",1,"Monday",2018-04-14 00:00:00.000,15,20180400,20180200,"18","FY18","2018-15",201815,"Q2"
2018-04-10 00:00:00.000,2018,2,4,10,20180410,"April","Apr 2018","Q2 2018",2,"Tuesday",2018-04-14 00:00:00.000,15,20180400,20180200,"18","FY18","2018-15",201815,"Q2"
2018-04-11 00:00:00.000,2018,2,4,11,20180411,"April","Apr 2018","Q2 2018",3,"Wednesday",2018-04-14 00:00:00.000,15,20180400,20180200,"18","FY18","2018-15",201815,"Q2"
2018-04-12 00:00:00.000,2018,2,4,12,20180412,"April","Apr 2018","Q2 2018",4,"Thursday",2018-04-14 00:00:00.000,15,20180400,20180200,"18","FY18","2018-15",201815,"Q2"
2018-04-13 00:00:00.000,2018,2,4,13,20180413,"April","Apr 2018","Q2 2018",5,"Friday",2018-04-14 00:00:00.000,15,20180400,20180200,"18","FY18","2018-15",201815,"Q2"
2018-04-14 00:00:00.000,2018,2,4,14,20180414,"April","Apr 2018","Q2 2018",6,"Saturday",2018-04-14 00:00:00.000,15,20180400,20180200,"18","FY18","2018-15",201815,"Q2"
2018-04-15 00:00:00.000,2018,2,4,15,20180415,"April","Apr 2018","Q2 2018",0,"Sunday",2018-04-21 00:00:00.000,16,20180400,20180200,"18","FY18","2018-16",201816,"Q2"
2018-04-16 00:00:00.000,2018,2,4,16,20180416,"April","Apr 2018","Q2 2018",1,"Monday",2018-04-21 00:00:00.000,16,20180400,20180200,"18","FY18","2018-16",201816,"Q2"
2018-04-17 00:00:00.000,2018,2,4,17,20180417,"April","Apr 2018","Q2 2018",2,"Tuesday",2018-04-21 00:00:00.000,16,20180400,20180200,"18","FY18","2018-16",201816,"Q2"
2018-04-18 00:00:00.000,2018,2,4,18,20180418,"April","Apr 2018","Q2 2018",3,"Wednesday",2018-04-21 00:00:00.000,16,20180400,20180200,"18","FY18","2018-16",201816,"Q2"
2018-04-19 00:00:00.000,2018,2,4,19,20180419,"April","Apr 2018","Q2 2018",4,"Thursday",2018-04-21 00:00:00.000,16,20180400,20180200,"18","FY18","2018-16",201816,"Q2"
2018-04-20 00:00:00.000,2018,2,4,20,20180420,"April","Apr 2018","Q2 2018",5,"Friday",2018-04-21 00:00:00.000,16,20180400,20180200,"18","FY18","2018-16",201816,"Q2"
2018-04-21 00:00:00.000,2018,2,4,21,20180421,"April","Apr 2018","Q2 2018",6,"Saturday",2018-04-21 00:00:00.000,16,20180400,20180200,"18","FY18","2018-16",201816,"Q2"
2018-04-22 00:00:00.000,2018,2,4,22,20180422,"April","Apr 2018","Q2 2018",0,"Sunday",2018-04-28 00:00:00.000,17,20180400,20180200,"18","FY18","2018-17",201817,"Q2"
2018-04-23 00:00:00.000,2018,2,4,23,20180423,"April","Apr 2018","Q2 2018",1,"Monday",2018-04-28 00:00:00.000,17,20180400,20180200,"18","FY18","2018-17",201817,"Q2"
2018-04-24 00:00:00.000,2018,2,4,24,20180424,"April","Apr 2018","Q2 2018",2,"Tuesday",2018-04-28 00:00:00.000,17,20180400,20180200,"18","FY18","2018-17",201817,"Q2"
2018-04-25 00:00:00.000,2018,2,4,25,20180425,"April","Apr 2018","Q2 2018",3,"Wednesday",2018-04-28 00:00:00.000,17,20180400,20180200,"18","FY18","2018-17",201817,"Q2"
2018-04-26 00:00:00.000,2018,2,4,26,20180426,"April","Apr 2018","Q2 2018",4,"Thursday",2018-04-28 00:00:00.000,17,20180400,20180200,"18","FY18","2018-17",201817,"Q2"
2018-04-27 00:00:00.000,2018,2,4,27,20180427,"April","Apr 2018","Q2 2018",5,"Friday",2018-04-28 00:00:00.000,17,20180400,20180200,"18","FY18","2018-17",201817,"Q2"
