Rank,Name,Private Score,Submitted,authorUrl,SubmittedDate,Pub. Rank,Public Score,authorId,DifRank,RankStatus
155,"Mike Jans",0.78053977000000008,"01/08 22:59","https://gallery.cortanaintelligence.com/Home/Author?authorId=66D66D5677E15F1272F6E03ED08912D22818FDF37E99C5AA49C9ECADE5FE24AE",2016-08-01 22:59:00.000,153,0.79034548,"66D66D5677E15F1272F6E03ED08912D22818FDF37E99C5AA49C9ECADE5FE24AE",-2,"Worst"
156,"Rick Henderson",0.77840908999999991,"21/07 20:34","https://gallery.cortanaintelligence.com/Home/Author?authorId=EB57BA93127FE6806DFCC246D2F8B24037842109FB4132769909995EA7450A25",2016-07-21 20:34:57.000,156,0.7756744000000001,"EB57BA93127FE6806DFCC246D2F8B24037842109FB4132769909995EA7450A25",0,"Same"
157,"sangat vaidya",0.77840908999999991,"16/09 16:23","https://gallery.cortanaintelligence.com/Home/Author?authorId=F2D85CC0AAB9E6DF51BD9A2018F82A6227714036BF2412E684B85E64894AD749",2016-09-16 16:23:34.000,183,0.77094179,"F2D85CC0AAB9E6DF51BD9A2018F82A6227714036BF2412E684B85E64894AD749",26,"Better"
158,"David Eldersveld",0.77698864,"29/06 00:57","https://gallery.cortanaintelligence.com/Home/Author?authorId=1C5B65268418B8AF2DE77404852649D3C00A121237F5BB1CE3BCAA354C104C0C",2016-06-29 00:57:10.000,159,0.77094179,"1C5B65268418B8AF2DE77404852649D3C00A121237F5BB1CE3BCAA354C104C0C",1,"Better"
159,"Muhammad Raza Khan",0.77698864,"05/07 02:55","https://gallery.cortanaintelligence.com/Home/Author?authorId=014EDFA6B2BA107701258E0609EFF4FDBA03C0DF170272A92966F8F313219EE1",2016-07-05 02:55:36.000,160,0.77094179,"014EDFA6B2BA107701258E0609EFF4FDBA03C0DF170272A92966F8F313219EE1",1,"Better"
160,"Viraj Thakur",0.77698864,"06/07 23:36","https://gallery.cortanaintelligence.com/Home/Author?authorId=07DF8F279FB8F3A2E958B593DC3050D1FC89EB778EEC883CF1AC3E1E6648D47A",2016-07-06 23:36:33.000,161,0.77094179,"07DF8F279FB8F3A2E958B593DC3050D1FC89EB778EEC883CF1AC3E1E6648D47A",1,"Better"
161,"Graeme Malcolm",0.77698864,"07/07 21:09","https://gallery.cortanaintelligence.com/Home/Author?authorId=2D1475BF0EFFC374739A51FC7C7E6112B178557AE71CDD2D5688FBF25768DD7F",2016-07-07 21:09:42.000,162,0.77094179,"2D1475BF0EFFC374739A51FC7C7E6112B178557AE71CDD2D5688FBF25768DD7F",1,"Better"
162,"Andrew Clayphan",0.77698864,"10/07 01:29","https://gallery.cortanaintelligence.com/Home/Author?authorId=C0897846ED2A8318E92EDE965DF3C8B8FE730548A0E79F1647C0F85CF2A392B7",2016-07-10 01:29:42.000,163,0.77094179,"C0897846ED2A8318E92EDE965DF3C8B8FE730548A0E79F1647C0F85CF2A392B7",1,"Better"
163,"Shakir Ahmed",0.77698864,"11/07 00:11","https://gallery.cortanaintelligence.com/Home/Author?authorId=0ECBF50FBF9E51D4C5859DA0985F8CAD1A15DE3FF25862F712B9844B2194A09E",2016-07-11 00:11:45.000,164,0.77094179,"0ECBF50FBF9E51D4C5859DA0985F8CAD1A15DE3FF25862F712B9844B2194A09E",1,"Better"
164,"ruth ikwu",0.77698864,"11/07 16:05","https://gallery.cortanaintelligence.com/Home/Author?authorId=EBA17913A853C796E84AB60063F56BB0153E60FBC5E6E7CFD501D04F77C91656",2016-07-11 16:05:25.000,165,0.77094179,"EBA17913A853C796E84AB60063F56BB0153E60FBC5E6E7CFD501D04F77C91656",1,"Better"
165,"Paul Reinholdtsen",0.77698864,"11/07 23:55","https://gallery.cortanaintelligence.com/Home/Author?authorId=1D28EE20A79A3030D549D85510A7473517FDEEF8004F256BAD30B9769F73DD78",2016-07-11 23:55:50.000,166,0.77094179,"1D28EE20A79A3030D549D85510A7473517FDEEF8004F256BAD30B9769F73DD78",1,"Better"
166,"Piush Vaish",0.77698864,"15/07 20:51","https://gallery.cortanaintelligence.com/Home/Author?authorId=8A8E0D1EF6571792231DC4B47DF9D1BB706D0BF3871E3196B702F43B6B5B0249",2016-07-15 20:51:37.000,167,0.77094179,"8A8E0D1EF6571792231DC4B47DF9D1BB706D0BF3871E3196B702F43B6B5B0249",1,"Better"
167,"jwang73",0.77698864,"22/07 20:38","https://gallery.cortanaintelligence.com/Home/Author?authorId=29EF3D8D677AC94E0BD91C34DFAF9497CF8D33610B215950FDF253F07C781C10",2016-07-22 20:38:59.000,168,0.77094179,"29EF3D8D677AC94E0BD91C34DFAF9497CF8D33610B215950FDF253F07C781C10",1,"Better"
168,"Pradnyesh Gudadhe",0.77698864,"23/07 23:13","https://gallery.cortanaintelligence.com/Home/Author?authorId=4225DC5DE92911BED3F9A1B6ECEFCE96194798F14FEBD0A53B196AAF4FE9AA35",2016-07-23 23:13:51.000,169,0.77094179,"4225DC5DE92911BED3F9A1B6ECEFCE96194798F14FEBD0A53B196AAF4FE9AA35",1,"Better"
169,"Joseph Ternyik",0.77698864,"24/07 20:42","https://gallery.cortanaintelligence.com/Home/Author?authorId=193775D205D79C1C3C4A368EB930E30BF4AD9975D3F3B8673B0FA7FED22F142B",2016-07-24 20:42:36.000,157,0.77520114000000007,"193775D205D79C1C3C4A368EB930E30BF4AD9975D3F3B8673B0FA7FED22F142B",-12,"Worst"
170,"Hang Zhang",0.77698864,"05/08 01:26","https://gallery.cortanaintelligence.com/Home/Author?authorId=CF50ABE0E7758569ACAB0A92BEE495B63733CAA1EDC73951AB7FFEA5AE7C0C91",2016-08-05 01:26:21.000,170,0.77094179,"CF50ABE0E7758569ACAB0A92BEE495B63733CAA1EDC73951AB7FFEA5AE7C0C91",0,"Same"
171,"s h",0.77698864,"08/08 08:23","https://gallery.cortanaintelligence.com/Home/Author?authorId=C3735F92B54FA0EFF82A8EF198C7FF17C6387D7957D2E22F2B9B3D0B3511B6BF",2016-08-08 08:23:53.000,171,0.77094179,"C3735F92B54FA0EFF82A8EF198C7FF17C6387D7957D2E22F2B9B3D0B3511B6BF",0,"Same"
172,"Sze, Iu-Wei",0.77698864,"08/08 16:38","https://gallery.cortanaintelligence.com/Home/Author?authorId=8CAFED9F6B75842E12A3EBA3F3DB0E6867FA085DE25BF496C581752D5CEFF44A",2016-08-08 16:38:36.000,172,0.77094179,"8CAFED9F6B75842E12A3EBA3F3DB0E6867FA085DE25BF496C581752D5CEFF44A",0,"Same"
173,"Brandyn Thornton",0.77698864,"11/08 03:09","https://gallery.cortanaintelligence.com/Home/Author?authorId=742FD874713C9E61B692F8E116C5FF6459D6F647BA5BB73AA453DF15843BC629",2016-08-11 03:09:30.000,173,0.77094179,"742FD874713C9E61B692F8E116C5FF6459D6F647BA5BB73AA453DF15843BC629",0,"Same"
174,"teerapat ruxsasri",0.77698864,"19/08 06:39","https://gallery.cortanaintelligence.com/Home/Author?authorId=8618A799D24261EBB47B4DC1AD50643D00B57D3E260A0E097FEE8E693F7598BB",2016-08-19 06:39:16.000,174,0.77094179,"8618A799D24261EBB47B4DC1AD50643D00B57D3E260A0E097FEE8E693F7598BB",0,"Same"
175,"Svishevskii Vitalii",0.77698864,"23/08 08:52","https://gallery.cortanaintelligence.com/Home/Author?authorId=186E2869744640AA6B22C8906B473453FC5155A9B7F39CE3CCED9297CC4638FE",2016-08-23 08:52:41.000,175,0.77094179,"186E2869744640AA6B22C8906B473453FC5155A9B7F39CE3CCED9297CC4638FE",0,"Same"
176,"Nagesh Kommuri",0.77698864,"23/08 11:54","https://gallery.cortanaintelligence.com/Home/Author?authorId=339AE294E0EBDDE48C108166EFBE1234C1804D7BCDD1481D75B4A97070B70D87",2016-08-23 11:54:50.000,176,0.77094179,"339AE294E0EBDDE48C108166EFBE1234C1804D7BCDD1481D75B4A97070B70D87",0,"Same"
177,"Charis Loveland",0.77698864,"24/08 20:24","https://gallery.cortanaintelligence.com/Home/Author?authorId=7AC6D7AD57FBDDD4D6A5D5AB981A2E01BAAB99BEFECB1D2371469A26CBF916A4",2016-08-24 20:24:46.000,177,0.77094179,"7AC6D7AD57FBDDD4D6A5D5AB981A2E01BAAB99BEFECB1D2371469A26CBF916A4",0,"Same"
178,"Leo Chou",0.77698864,"31/08 11:02","https://gallery.cortanaintelligence.com/Home/Author?authorId=7A37D4D53DD123E47E0DF7D0D33D5BDD3E812B17BE819D31790A66FE2797D6CE",2016-08-31 11:02:46.000,178,0.77094179,"7A37D4D53DD123E47E0DF7D0D33D5BDD3E812B17BE819D31790A66FE2797D6CE",0,"Same"
179,"Pieterjan Geens",0.77698864,"31/08 11:32","https://gallery.cortanaintelligence.com/Home/Author?authorId=9ACDE1671F422DEE0FB856D6368F9F7BB53F2F8D346407C67173A8B044B02DD4",2016-08-31 11:32:44.000,179,0.77094179,"9ACDE1671F422DEE0FB856D6368F9F7BB53F2F8D346407C67173A8B044B02DD4",0,"Same"
180,"Pablo Marin",0.77698864,"02/09 16:23","https://gallery.cortanaintelligence.com/Home/Author?authorId=BC529FD56A71FA3CFD0390C2CA96B327695EE50B320A156DF1E08D9E46CFC97D",2016-09-02 16:23:48.000,180,0.77094179,"BC529FD56A71FA3CFD0390C2CA96B327695EE50B320A156DF1E08D9E46CFC97D",0,"Same"
181,"Казарян Давид Эдуардович",0.77698864,"07/09 12:53","https://gallery.cortanaintelligence.com/Home/Author?authorId=7DC76839C7803053E489F479398813457257CA40D6EEBD235E834A52B4BD20F9",2016-09-07 12:53:10.000,181,0.77094179,"7DC76839C7803053E489F479398813457257CA40D6EEBD235E834A52B4BD20F9",0,"Same"
182,"Richard Hou",0.77698864,"07/09 15:48","https://gallery.cortanaintelligence.com/Home/Author?authorId=04C76E8308B1923BD127F34614C460782F042069312901D52EDA3951A8DB6254",2016-09-07 15:48:41.000,182,0.77094179,"04C76E8308B1923BD127F34614C460782F042069312901D52EDA3951A8DB6254",0,"Same"
183,"Mike Carter",0.77698864,"16/09 15:59","https://gallery.cortanaintelligence.com/Home/Author?authorId=004A0453485C23CD2FED09075B1AEBF42946F213AE2168BD6C3A95C6F5B9F720",2016-09-16 15:59:47.000,184,0.77094179,"004A0453485C23CD2FED09075B1AEBF42946F213AE2168BD6C3A95C6F5B9F720",1,"Better"
184,"Kenneth Ferguson",0.77698864,"16/09 16:43","https://gallery.cortanaintelligence.com/Home/Author?authorId=8F1A787B8073F6B09EE902CE1B99D4FDF623E04A3A2B958354B4494006EB0700",2016-09-16 16:43:31.000,185,0.77094179,"8F1A787B8073F6B09EE902CE1B99D4FDF623E04A3A2B958354B4494006EB0700",1,"Better"
185,"Prudhvi Raj",0.77698864,"17/09 02:47","https://gallery.cortanaintelligence.com/Home/Author?authorId=B4EA52E334632C51AEA3AE1901F6F69F1D96A4BA510AA89017FDF613AC76DADB",2016-09-17 02:47:24.000,186,0.77094179,"B4EA52E334632C51AEA3AE1901F6F69F1D96A4BA510AA89017FDF613AC76DADB",1,"Better"
186,"Homura Nagato",0.77698864,"17/09 20:57","https://gallery.cortanaintelligence.com/Home/Author?authorId=5A5B62CFB723281DB9A15D5620A6AB53569788F0301F2F5B7FDAEF2EA51A6B21",2016-09-17 20:57:38.000,187,0.77094179,"5A5B62CFB723281DB9A15D5620A6AB53569788F0301F2F5B7FDAEF2EA51A6B21",1,"Better"
187,"Archit Singhal",0.77698864,"18/09 05:45","https://gallery.cortanaintelligence.com/Home/Author?authorId=0136DC8D7A7C00B4173DDC1F55332EC7A1FDA7C5A416CD04257CB04148F4F64F",2016-09-18 05:45:34.000,188,0.77094179,"0136DC8D7A7C00B4173DDC1F55332EC7A1FDA7C5A416CD04257CB04148F4F64F",1,"Better"
188,"Yu Wang",0.77698864,"20/09 08:09","https://gallery.cortanaintelligence.com/Home/Author?authorId=A4C8B8E68952FDF0D889FEFF4CFB3229F74F6C7FA8633FAA514EEECFDE6DCAC7",2016-09-20 08:09:54.000,189,0.77094179,"A4C8B8E68952FDF0D889FEFF4CFB3229F74F6C7FA8633FAA514EEECFDE6DCAC7",1,"Better"
189,"Yogesh Kulkarni",0.77698864,"23/09 04:01","https://gallery.cortanaintelligence.com/Home/Author?authorId=C286BB3C8D9395A5B6D27941F24F4AED0839BF98BCBFA622614200985F4EFE41",2016-09-23 04:01:10.000,190,0.77094179,"C286BB3C8D9395A5B6D27941F24F4AED0839BF98BCBFA622614200985F4EFE41",1,"Better"
190,"varun vishwanathan",0.77698864,"23/09 06:32","https://gallery.cortanaintelligence.com/Home/Author?authorId=D153C714002D480F06608C8A5618A0BC6FA4DD0BD2AC0ABD78D131CC878B9EF9",2016-09-23 06:32:34.000,191,0.77094179,"D153C714002D480F06608C8A5618A0BC6FA4DD0BD2AC0ABD78D131CC878B9EF9",1,"Better"
191,"Andrey Vykhodtsev",0.77698864,"24/09 23:47","https://gallery.cortanaintelligence.com/Home/Author?authorId=A4EA7D1CDCAF11D6C564F2F91C249B8C6DD56546A3CBF01EC477E289689A1D44",2016-09-24 23:47:57.000,192,0.77094179,"A4EA7D1CDCAF11D6C564F2F91C249B8C6DD56546A3CBF01EC477E289689A1D44",1,"Better"
192,"Dénes Martinidesz",0.77556818,"26/09 22:12","https://gallery.cortanaintelligence.com/Home/Author?authorId=8F28B99EF88847DA5215466F803413BA73E92EEE047AAE500309F48CA03AC169",2016-09-26 22:12:49.000,158,0.77236157,"8F28B99EF88847DA5215466F803413BA73E92EEE047AAE500309F48CA03AC169",-34,"Worst"
193,"danielle boccelli",0.76704544999999991,"20/09 12:06","https://gallery.cortanaintelligence.com/Home/Author?authorId=7B0137994624161BD9702B444449E26E9AAA97278FDB101968330BAF02389B4F",2016-09-20 12:06:54.000,193,0.76857549,"7B0137994624161BD9702B444449E26E9AAA97278FDB101968330BAF02389B4F",0,"Same"
194,"Ronan Healy",0.76420455000000009,"30/09 23:05","https://gallery.cortanaintelligence.com/Home/Author?authorId=3F06666F6B238563BB16199191BAEC8D5A6D9E06A0EAB6C662D5C8FFC0481BD5",2016-09-30 23:05:28.000,194,0.75721723,"3F06666F6B238563BB16199191BAEC8D5A6D9E06A0EAB6C662D5C8FFC0481BD5",0,"Same"
195,"che.wei.alfred.chang",0.74786932,"28/07 20:08","https://gallery.cortanaintelligence.com/Home/Author?authorId=783471057F9A0781E079951F04B385F1203C2BD339839F7CFD7008CE1C97563C",2016-07-28 20:08:48.000,126,0.81921439000000007,"783471057F9A0781E079951F04B385F1203C2BD339839F7CFD7008CE1C97563C",-69,"Worst"
196,"Prayashi Bohra",0.74715908999999991,"08/07 19:08","https://gallery.cortanaintelligence.com/Home/Author?authorId=581F6111745D225DDB477782F5ACEAB4ABFAAE0885947FB1D03FD4A1F107B3F0",2016-07-08 19:08:13.000,195,0.7297681,"581F6111745D225DDB477782F5ACEAB4ABFAAE0885947FB1D03FD4A1F107B3F0",-1,"Worst"
197,"Jonathan Piller",0.7109375,"12/09 18:43","https://gallery.cortanaintelligence.com/Home/Author?authorId=E0BAC0CC755F041C2F8BD6B0E8E9D0305A5A5C224702C7B6B3AAAC40B2B6EBC7",2016-09-12 18:43:56.000,196,0.69853289000000007,"E0BAC0CC755F041C2F8BD6B0E8E9D0305A5A5C224702C7B6B3AAAC40B2B6EBC7",-1,"Worst"
198,"Ahmad H. Alhindi",0.48224432,"25/07 20:50","https://gallery.cortanaintelligence.com/Home/Author?authorId=99D3464AA64608AD4219105C197A4AB1AFB498DBB23CA8F997AB10C43253A18D",2016-07-25 20:50:47.000,,,"99D3464AA64608AD4219105C197A4AB1AFB498DBB23CA8F997AB10C43253A18D",,""
199,"Marc Schöni",0.48224432,"30/08 12:33","https://gallery.cortanaintelligence.com/Home/Author?authorId=6D175C63E1954093B93026525E79493EBD28C7BF607925AD59113F626BF07B2D",2016-08-30 12:33:59.000,197,0.47704684999999997,"6D175C63E1954093B93026525E79493EBD28C7BF607925AD59113F626BF07B2D",-2,"Worst"
200,"Wang, Zheng",0.29758523,"12/07 13:38","https://gallery.cortanaintelligence.com/Home/Author?authorId=ED6D8BA3555848BF20623963DDC2A257152DFEAF63B81566589CDDFA3CB53FB0",2016-07-12 13:38:42.000,198,0.2967345,"ED6D8BA3555848BF20623963DDC2A257152DFEAF63B81566589CDDFA3CB53FB0",-2,"Worst"
201,"Leila Etaati",0.24005682,"24/07 20:52","https://gallery.cortanaintelligence.com/Home/Author?authorId=598961892F3C21152723DEC9D2A253104ED0C6C8FE56281608CC8D2F49409FE1",2016-07-24 20:52:46.000,199,0.23189778,"598961892F3C21152723DEC9D2A253104ED0C6C8FE56281608CC8D2F49409FE1",-2,"Worst"
202,"Srinivas Nunna",0.10298294999999999,"08/07 19:25","https://gallery.cortanaintelligence.com/Home/Author?authorId=408414A8D087148F830A515A3E1058FBD8D46AE52CD702FA749B2F863A88434F",2016-07-08 19:25:36.000,131,0.81022243,"408414A8D087148F830A515A3E1058FBD8D46AE52CD702FA749B2F863A88434F",-71,"Worst"
203,"Samuel Weiss",0,"31/07 02:33","https://gallery.cortanaintelligence.com/Home/Author?authorId=4F5E48B549A7A5647E8BD8F3F0F6A4D2410011B14702893F907166F3212DABE7",2016-07-31 02:33:22.000,201,0,"4F5E48B549A7A5647E8BD8F3F0F6A4D2410011B14702893F907166F3212DABE7",-2,"Worst"
204,"Yolanda Ceron",0,"13/08 02:44","https://gallery.cortanaintelligence.com/Home/Author?authorId=E77B465AA7EBFC823265417BDD873C5D5D13E085F531169351009440F3FA9672",2016-08-13 02:44:32.000,202,0,"E77B465AA7EBFC823265417BDD873C5D5D13E085F531169351009440F3FA9672",-2,"Worst"
205,"chazvollmer",0,"26/09 04:48","https://gallery.cortanaintelligence.com/Home/Author?authorId=3D324CBB5F9243EB07B6010E182ADE3DEBB5DDB98EA50D9E3979EE3F65A286B4",2016-09-26 04:48:01.000,203,0,"3D324CBB5F9243EB07B6010E182ADE3DEBB5DDB98EA50D9E3979EE3F65A286B4",-2,"Worst"
206,"Kuntal Ganguly Ganguly",0,"28/09 16:59","https://gallery.cortanaintelligence.com/Home/Author?authorId=3A0A5EC04D0D887CE678F85B80910F64E0BE056C79C4DB1451CB31C5753924F2",2016-09-28 16:59:17.000,204,0,"3A0A5EC04D0D887CE678F85B80910F64E0BE056C79C4DB1451CB31C5753924F2",-2,"Worst"
