Pedido,Data.Pedido,Prazo.Entrega,Data.Entrega,Cod.Vendedor,Cod.Unidade,Cod.Cliente,Ocorrência,Vl.Frete,Status,OCT,On Time,In full
132637,2020-07-13 00:00:00.000,2020-07-20 00:00:00.000,2020-07-20 00:00:00.000,10595236,104,286698,"Nenhuma",0,"Entregue",7,"Sim","Sim"
132642,2020-07-13 00:00:00.000,2020-07-17 00:00:00.000,2020-07-17 00:00:00.000,10595236,104,287343,"Nenhuma",0,"Entregue",4,"Sim","Sim"
132813,2020-07-14 00:00:00.000,2020-08-05 00:00:00.000,2020-08-05 00:00:00.000,10595236,104,61511,"Nenhuma",0,"Entregue",22,"Sim","Sim"
132817,2020-07-14 00:00:00.000,2020-07-24 00:00:00.000,2020-07-22 00:00:00.000,10595236,104,286935,"Nenhuma",0,"Entregue",8,"Sim","Sim"
132818,2020-07-14 00:00:00.000,2020-07-23 00:00:00.000,2020-07-23 00:00:00.000,10595236,104,290808,"Nenhuma",0,"Entregue",9,"Sim","Sim"
132820,2020-07-14 00:00:00.000,2020-07-29 00:00:00.000,2020-07-30 00:00:00.000,10595236,104,286624,"Nenhuma",0,"Entregue",16,"Não","Sim"
132996,2020-07-15 00:00:00.000,2020-07-30 00:00:00.000,2020-07-30 00:00:00.000,10595236,104,124638,"Nenhuma",0,"Entregue",15,"Sim","Sim"
133003,2020-07-15 00:00:00.000,2020-07-27 00:00:00.000,2020-07-27 00:00:00.000,10595236,104,286554,"Nenhuma",0,"Entregue",12,"Sim","Sim"
133163,2020-07-16 00:00:00.000,2020-07-21 00:00:00.000,2020-07-21 00:00:00.000,10595236,104,58047,"Nenhuma",0,"Entregue",5,"Sim","Sim"
133171,2020-07-16 00:00:00.000,2020-07-25 00:00:00.000,2020-07-24 00:00:00.000,10595236,104,286570,"Nenhuma",0,"Entregue",8,"Sim","Sim"
133173,2020-07-16 00:00:00.000,2020-07-23 00:00:00.000,2020-07-23 00:00:00.000,10595236,104,286555,"Nenhuma",0,"Entregue",7,"Sim","Sim"
133176,2020-07-16 00:00:00.000,2020-07-23 00:00:00.000,2020-07-23 00:00:00.000,10595236,104,286588,"Nenhuma",0,"Entregue",7,"Sim","Sim"
133183,2020-07-16 00:00:00.000,2020-08-03 00:00:00.000,2020-08-03 00:00:00.000,10595236,104,286850,"Nenhuma",0,"Entregue",18,"Sim","Sim"
133189,2020-07-16 00:00:00.000,2020-07-22 00:00:00.000,2020-07-22 00:00:00.000,10595236,104,286858,"Nenhuma",0,"Entregue",6,"Sim","Sim"
133344,2020-07-17 00:00:00.000,2020-07-24 00:00:00.000,2020-07-24 00:00:00.000,10595236,104,287294,"Nenhuma",0,"Entregue",7,"Sim","Sim"
133721,2020-07-20 00:00:00.000,2020-07-23 00:00:00.000,2020-07-23 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",3,"Sim","Sim"
133727,2020-07-20 00:00:00.000,2020-07-27 00:00:00.000,2020-07-27 00:00:00.000,10595236,104,286732,"Nenhuma",0,"Entregue",7,"Sim","Sim"
133732,2020-07-20 00:00:00.000,2020-07-24 00:00:00.000,2020-07-24 00:00:00.000,10595236,104,286588,"Nenhuma",0,"Entregue",4,"Sim","Sim"
133733,2020-07-20 00:00:00.000,2020-08-11 00:00:00.000,2020-08-11 00:00:00.000,10595236,104,286618,"Nenhuma",0,"Entregue",22,"Sim","Sim"
133737,2020-07-20 00:00:00.000,2020-07-27 00:00:00.000,2020-07-27 00:00:00.000,10595236,104,286703,"Nenhuma",0,"Entregue",7,"Sim","Sim"
133742,2020-07-20 00:00:00.000,2020-07-23 00:00:00.000,2020-07-23 00:00:00.000,10595236,104,286545,"Nenhuma",0,"Entregue",3,"Sim","Sim"
133885,2020-07-21 00:00:00.000,2020-07-28 00:00:00.000,2020-07-28 00:00:00.000,10595236,104,286787,"Nenhuma",0,"Entregue",7,"Sim","Sim"
133890,2020-07-21 00:00:00.000,2020-08-12 00:00:00.000,2020-08-12 00:00:00.000,10595236,104,286556,"Nenhuma",0,"Entregue",22,"Sim","Sim"
134067,2020-07-22 00:00:00.000,2020-08-20 00:00:00.000,2020-08-13 00:00:00.000,10595236,104,4192,"Nenhuma",0,"Entregue",22,"Sim","Sim"
134069,2020-07-22 00:00:00.000,2020-08-06 00:00:00.000,2020-08-06 00:00:00.000,10595236,104,24264,"Nenhuma",0,"Entregue",15,"Sim","Sim"
134072,2020-07-22 00:00:00.000,2020-07-28 00:00:00.000,2020-07-28 00:00:00.000,10595236,104,291752,"Nenhuma",0,"Entregue",6,"Sim","Sim"
134073,2020-07-22 00:00:00.000,2020-07-29 00:00:00.000,2020-07-29 00:00:00.000,10595236,104,57569,"Nenhuma",0,"Entregue",7,"Sim","Sim"
134074,2020-07-22 00:00:00.000,2020-07-29 00:00:00.000,2020-07-29 00:00:00.000,10595236,104,286798,"Nenhuma",0,"Entregue",7,"Sim","Sim"
134077,2020-07-22 00:00:00.000,2020-07-30 00:00:00.000,2020-07-30 00:00:00.000,10595236,104,286601,"Nenhuma",0,"Entregue",8,"Sim","Sim"
134087,2020-07-22 00:00:00.000,2020-07-28 00:00:00.000,2020-07-28 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",6,"Sim","Sim"
134335,2020-07-23 00:00:00.000,2020-08-05 00:00:00.000,2020-08-03 00:00:00.000,10595236,104,286667,"Nenhuma",0,"Entregue",11,"Sim","Sim"
134515,2020-07-24 00:00:00.000,2020-08-04 00:00:00.000,2020-08-04 00:00:00.000,10595236,104,286736,"Nenhuma",0,"Entregue",11,"Sim","Sim"
134517,2020-07-24 00:00:00.000,2020-08-05 00:00:00.000,2020-08-05 00:00:00.000,10595236,104,286787,"Nenhuma",0,"Entregue",12,"Sim","Sim"
134518,2020-07-24 00:00:00.000,2020-07-31 00:00:00.000,2020-07-29 00:00:00.000,10595236,104,286622,"Nenhuma",0,"Entregue",5,"Sim","Sim"
134975,2020-07-27 00:00:00.000,2020-08-04 00:00:00.000,2020-08-04 00:00:00.000,10595236,104,12754,"Nenhuma",0,"Entregue",8,"Sim","Sim"
135117,2020-07-28 00:00:00.000,2020-08-03 00:00:00.000,2020-08-03 00:00:00.000,10595236,104,229463,"Nenhuma",0,"Entregue",6,"Sim","Sim"
135120,2020-07-28 00:00:00.000,2020-08-05 00:00:00.000,2020-08-04 00:00:00.000,10595236,104,287135,"Nenhuma",0,"Entregue",7,"Sim","Sim"
135121,2020-07-28 00:00:00.000,2020-08-05 00:00:00.000,2020-08-05 00:00:00.000,10595236,104,286510,"Nenhuma",0,"Entregue",8,"Sim","Sim"
135122,2020-07-28 00:00:00.000,2020-07-31 00:00:00.000,2020-07-31 00:00:00.000,10595236,104,286531,"Nenhuma",0,"Entregue",3,"Sim","Sim"
135131,2020-07-28 00:00:00.000,2020-07-31 00:00:00.000,2020-07-31 00:00:00.000,10595236,104,286664,"Nenhuma",0,"Entregue",3,"Sim","Sim"
135302,2020-07-29 00:00:00.000,2020-08-07 00:00:00.000,2020-08-07 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",9,"Sim","Sim"
135305,2020-07-29 00:00:00.000,2020-08-08 00:00:00.000,2020-08-07 00:00:00.000,10595236,104,286667,"Nenhuma",0,"Entregue",9,"Sim","Sim"
135307,2020-07-29 00:00:00.000,2020-08-06 00:00:00.000,2020-08-06 00:00:00.000,10595236,104,60053,"Nenhuma",0,"Entregue",8,"Sim","Sim"
135325,2020-07-29 00:00:00.000,2020-08-10 00:00:00.000,2020-08-10 00:00:00.000,10595236,104,286751,"Nenhuma",0,"Entregue",12,"Sim","Sim"
135683,2020-07-30 00:00:00.000,2020-08-05 00:00:00.000,2020-08-05 00:00:00.000,10595236,104,286847,"Nenhuma",0,"Entregue",6,"Sim","Sim"
135687,2020-07-30 00:00:00.000,2020-08-21 00:00:00.000,2020-08-21 00:00:00.000,10595236,104,48801,"Nenhuma",0,"Entregue",22,"Sim","Sim"
135696,2020-07-30 00:00:00.000,2020-08-14 00:00:00.000,2020-08-12 00:00:00.000,10595236,104,286711,"Nenhuma",0,"Entregue",13,"Sim","Sim"
135840,2020-07-31 00:00:00.000,2020-08-07 00:00:00.000,2020-08-05 00:00:00.000,10595236,104,55657,"Nenhuma",0,"Entregue",5,"Sim","Sim"
136157,2020-08-03 00:00:00.000,2020-08-10 00:00:00.000,2020-08-10 00:00:00.000,10595236,104,287050,"Nenhuma",0,"Entregue",7,"Sim","Sim"
136268,2020-08-04 00:00:00.000,2020-08-13 00:00:00.000,2020-08-10 00:00:00.000,10595236,104,287718,"Nenhuma",0,"Entregue",6,"Sim","Sim"
136276,2020-08-04 00:00:00.000,2020-08-12 00:00:00.000,2020-08-10 00:00:00.000,10595236,104,287182,"Nenhuma",0,"Entregue",6,"Sim","Sim"
136278,2020-08-04 00:00:00.000,2020-08-08 00:00:00.000,2020-08-07 00:00:00.000,10595236,104,286848,"Nenhuma",0,"Entregue",3,"Sim","Sim"
136280,2020-08-04 00:00:00.000,2020-08-15 00:00:00.000,2020-08-13 00:00:00.000,10595236,104,286738,"Nenhuma",0,"Entregue",9,"Sim","Sim"
136469,2020-08-05 00:00:00.000,2020-08-13 00:00:00.000,2020-08-13 00:00:00.000,10595236,104,124638,"Nenhuma",0,"Entregue",8,"Sim","Sim"
136475,2020-08-05 00:00:00.000,2020-08-12 00:00:00.000,2020-08-12 00:00:00.000,10595236,104,286787,"Nenhuma",0,"Entregue",7,"Sim","Sim"
136481,2020-08-05 00:00:00.000,2020-08-11 00:00:00.000,2020-08-11 00:00:00.000,10595236,104,286853,"Nenhuma",0,"Entregue",6,"Sim","Sim"
136696,2020-08-07 00:00:00.000,2020-08-14 00:00:00.000,2020-08-14 00:00:00.000,10595236,104,286688,"Nenhuma",0,"Entregue",7,"Sim","Sim"
137004,2020-08-10 00:00:00.000,2020-08-14 00:00:00.000,2020-08-14 00:00:00.000,10595236,104,13350,"Nenhuma",0,"Entregue",4,"Sim","Sim"
137009,2020-08-10 00:00:00.000,2020-08-19 00:00:00.000,2020-08-18 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",8,"Sim","Sim"
137012,2020-08-10 00:00:00.000,2020-08-13 00:00:00.000,2020-08-13 00:00:00.000,10595236,104,286528,"Nenhuma",0,"Entregue",3,"Sim","Sim"
137027,2020-08-10 00:00:00.000,2020-08-19 00:00:00.000,2020-08-20 00:00:00.000,10595236,104,286681,"Nenhuma",0,"Entregue",10,"Não","Sim"
137193,2020-08-11 00:00:00.000,2020-08-14 00:00:00.000,2020-08-14 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",3,"Sim","Sim"
137198,2020-08-11 00:00:00.000,2020-08-22 00:00:00.000,2020-08-21 00:00:00.000,10595236,104,286658,"Nenhuma",0,"Entregue",10,"Sim","Sim"
137202,2020-08-11 00:00:00.000,2020-08-17 00:00:00.000,2020-08-17 00:00:00.000,10595236,104,124906,"Nenhuma",0,"Entregue",6,"Sim","Sim"
137209,2020-08-11 00:00:00.000,2020-08-18 00:00:00.000,2020-08-19 00:00:00.000,10595236,104,286550,"Nenhuma",0,"Entregue",8,"Não","Sim"
137481,2020-08-12 00:00:00.000,2020-08-20 00:00:00.000,2020-08-20 00:00:00.000,10595236,104,286673,"Nenhuma",0,"Entregue",8,"Sim","Sim"
137493,2020-08-12 00:00:00.000,2020-08-20 00:00:00.000,2020-08-20 00:00:00.000,10595236,104,286607,"Nenhuma",0,"Entregue",8,"Sim","Sim"
137496,2020-08-12 00:00:00.000,2020-08-21 00:00:00.000,2020-08-21 00:00:00.000,10595236,104,287037,"Nenhuma",0,"Entregue",9,"Sim","Sim"
137498,2020-08-12 00:00:00.000,2020-08-18 00:00:00.000,2020-08-18 00:00:00.000,10595236,104,287044,"Nenhuma",0,"Entregue",6,"Sim","Sim"
137500,2020-08-12 00:00:00.000,2020-08-21 00:00:00.000,2020-08-21 00:00:00.000,10595236,104,286574,"Nenhuma",0,"Entregue",9,"Sim","Sim"
137508,2020-08-12 00:00:00.000,2020-08-20 00:00:00.000,2020-08-20 00:00:00.000,10595236,104,286741,"Nenhuma",0,"Entregue",8,"Sim","Sim"
137705,2020-08-13 00:00:00.000,2020-08-19 00:00:00.000,2020-08-19 00:00:00.000,10595236,104,45713,"Nenhuma",0,"Entregue",6,"Sim","Sim"
137711,2020-08-13 00:00:00.000,2020-08-20 00:00:00.000,2020-08-20 00:00:00.000,10595236,104,287785,"Nenhuma",0,"Entregue",7,"Sim","Sim"
137714,2020-08-13 00:00:00.000,2020-08-21 00:00:00.000,2020-08-19 00:00:00.000,10595236,104,286877,"Nenhuma",0,"Entregue",6,"Sim","Sim"
137834,2020-08-14 00:00:00.000,2020-08-21 00:00:00.000,2020-08-21 00:00:00.000,10595236,104,55942,"Nenhuma",0,"Entregue",7,"Sim","Sim"
137840,2020-08-14 00:00:00.000,2020-08-21 00:00:00.000,2020-08-25 00:00:00.000,10595236,104,287197,"Nenhuma",0,"Entregue",11,"Não","Sim"
137841,2020-08-14 00:00:00.000,2020-08-28 00:00:00.000,2020-08-26 00:00:00.000,10595236,104,286754,"Nenhuma",0,"Entregue",12,"Sim","Sim"
138234,2020-08-17 00:00:00.000,2020-08-21 00:00:00.000,2020-08-21 00:00:00.000,10595236,104,290808,"Nenhuma",0,"Entregue",4,"Sim","Sim"
138235,2020-08-17 00:00:00.000,2020-08-27 00:00:00.000,2020-08-27 00:00:00.000,10595236,104,286591,"Nenhuma",0,"Entregue",10,"Sim","Sim"
138238,2020-08-17 00:00:00.000,2020-08-25 00:00:00.000,2020-08-25 00:00:00.000,10595236,104,286803,"Nenhuma",0,"Entregue",8,"Sim","Sim"
138240,2020-08-17 00:00:00.000,2020-08-25 00:00:00.000,2020-08-25 00:00:00.000,10595236,104,59602,"Nenhuma",0,"Entregue",8,"Sim","Sim"
138244,2020-08-17 00:00:00.000,2020-08-24 00:00:00.000,2020-08-24 00:00:00.000,10595236,104,286556,"Nenhuma",0,"Entregue",7,"Sim","Sim"
138363,2020-08-18 00:00:00.000,2020-08-26 00:00:00.000,2020-08-26 00:00:00.000,10595236,104,288810,"Nenhuma",0,"Entregue",8,"Sim","Sim"
138603,2020-08-19 00:00:00.000,2020-09-10 00:00:00.000,2020-09-10 00:00:00.000,10595236,104,286854,"Nenhuma",0,"Entregue",22,"Sim","Sim"
138627,2020-08-19 00:00:00.000,2020-08-24 00:00:00.000,2020-08-24 00:00:00.000,10595236,104,286527,"Nenhuma",0,"Entregue",5,"Sim","Sim"
138632,2020-08-19 00:00:00.000,2020-08-28 00:00:00.000,2020-08-26 00:00:00.000,10595236,104,286851,"Nenhuma",0,"Entregue",7,"Sim","Sim"
138822,2020-08-20 00:00:00.000,2020-08-25 00:00:00.000,2020-08-25 00:00:00.000,10595236,104,126477,"Nenhuma",0,"Entregue",5,"Sim","Sim"
138825,2020-08-20 00:00:00.000,2020-09-03 00:00:00.000,2020-09-03 00:00:00.000,10595236,104,286947,"Nenhuma",0,"Entregue",14,"Sim","Sim"
138829,2020-08-20 00:00:00.000,2020-08-28 00:00:00.000,2020-08-28 00:00:00.000,10595236,104,287294,"Nenhuma",0,"Entregue",8,"Sim","Sim"
138831,2020-08-20 00:00:00.000,2020-08-31 00:00:00.000,2020-08-31 00:00:00.000,10595236,104,286749,"Nenhuma",0,"Entregue",11,"Sim","Sim"
138835,2020-08-20 00:00:00.000,2020-09-03 00:00:00.000,2020-09-01 00:00:00.000,10595236,104,287089,"Nenhuma",0,"Entregue",12,"Sim","Sim"
138905,2020-08-21 00:00:00.000,2020-08-27 00:00:00.000,2020-08-27 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",6,"Sim","Sim"
138908,2020-08-21 00:00:00.000,2020-08-31 00:00:00.000,2020-08-31 00:00:00.000,10595236,104,286667,"Nenhuma",0,"Entregue",10,"Sim","Sim"
138910,2020-08-21 00:00:00.000,2020-09-02 00:00:00.000,2020-09-02 00:00:00.000,10595236,104,291589,"Nenhuma",0,"Entregue",12,"Sim","Sim"
139296,2020-08-24 00:00:00.000,2020-08-29 00:00:00.000,2020-08-28 00:00:00.000,10595236,104,13350,"Nenhuma",0,"Entregue",4,"Sim","Sim"
139298,2020-08-24 00:00:00.000,2020-08-29 00:00:00.000,2020-08-28 00:00:00.000,10595236,104,2160,"Nenhuma",0,"Entregue",4,"Sim","Sim"
139302,2020-08-24 00:00:00.000,2020-08-27 00:00:00.000,2020-08-27 00:00:00.000,10595236,104,287718,"Nenhuma",0,"Entregue",3,"Sim","Sim"
139304,2020-08-24 00:00:00.000,2020-09-02 00:00:00.000,2020-09-03 00:00:00.000,10595236,104,286787,"Nenhuma",0,"Entregue",10,"Não","Sim"
139309,2020-08-24 00:00:00.000,2020-08-28 00:00:00.000,2020-08-27 00:00:00.000,10595236,104,286618,"Nenhuma",0,"Entregue",3,"Sim","Sim"
139314,2020-08-24 00:00:00.000,2020-08-27 00:00:00.000,2020-08-27 00:00:00.000,10595236,104,286659,"Nenhuma",0,"Entregue",3,"Sim","Sim"
139317,2020-08-24 00:00:00.000,2020-08-31 00:00:00.000,2020-08-31 00:00:00.000,10595236,104,286783,"Nenhuma",0,"Entregue",7,"Sim","Sim"
139453,2020-08-25 00:00:00.000,2020-08-28 00:00:00.000,2020-08-28 00:00:00.000,10595236,104,57397,"Nenhuma",0,"Entregue",3,"Sim","Sim"
139457,2020-08-25 00:00:00.000,2020-09-01 00:00:00.000,2020-09-01 00:00:00.000,10595236,104,286637,"Nenhuma",0,"Entregue",7,"Sim","Sim"
139465,2020-08-25 00:00:00.000,2020-08-29 00:00:00.000,2020-08-28 00:00:00.000,10595236,104,286570,"Nenhuma",0,"Entregue",3,"Sim","Sim"
139469,2020-08-25 00:00:00.000,2020-09-02 00:00:00.000,2020-09-02 00:00:00.000,10595236,104,57569,"Nenhuma",0,"Entregue",8,"Sim","Sim"
139471,2020-08-25 00:00:00.000,2020-09-09 00:00:00.000,2020-09-10 00:00:00.000,10595236,104,286588,"Nenhuma",0,"Entregue",16,"Não","Sim"
139643,2020-08-26 00:00:00.000,2020-09-03 00:00:00.000,2020-09-02 00:00:00.000,10595236,104,286752,"Nenhuma",0,"Entregue",7,"Sim","Sim"
139757,2020-08-28 00:00:00.000,2020-09-14 00:00:00.000,2020-09-14 00:00:00.000,10595236,104,286578,"Nenhuma",0,"Entregue",17,"Sim","Sim"
140368,2020-09-01 00:00:00.000,2020-09-04 00:00:00.000,2020-09-04 00:00:00.000,10595236,104,55577,"Nenhuma",0,"Entregue",3,"Sim","Sim"
140369,2020-09-01 00:00:00.000,2020-09-09 00:00:00.000,2020-09-09 00:00:00.000,10595236,104,286682,"Nenhuma",0,"Entregue",8,"Sim","Sim"
140615,2020-09-02 00:00:00.000,2020-09-08 00:00:00.000,2020-09-07 00:00:00.000,10595236,104,13350,"Nenhuma",0,"Entregue",5,"Sim","Sim"
140625,2020-09-02 00:00:00.000,2020-09-11 00:00:00.000,2020-09-09 00:00:00.000,10595236,104,286692,"Nenhuma",0,"Entregue",7,"Sim","Sim"
140629,2020-09-02 00:00:00.000,2020-09-07 00:00:00.000,2020-09-07 00:00:00.000,10595236,104,290468,"Nenhuma",0,"Entregue",5,"Sim","Sim"
140631,2020-09-02 00:00:00.000,2020-09-18 00:00:00.000,2020-09-18 00:00:00.000,10595236,104,286642,"Nenhuma",0,"Entregue",16,"Sim","Sim"
140637,2020-09-02 00:00:00.000,2020-09-10 00:00:00.000,2020-09-10 00:00:00.000,10595236,104,287660,"Nenhuma",0,"Entregue",8,"Sim","Sim"
140656,2020-09-02 00:00:00.000,2020-09-09 00:00:00.000,2020-09-08 00:00:00.000,10595236,104,287078,"Nenhuma",0,"Entregue",6,"Sim","Sim"
140891,2020-09-03 00:00:00.000,2020-09-21 00:00:00.000,2020-09-21 00:00:00.000,10595236,104,60053,"Nenhuma",0,"Entregue",18,"Sim","Sim"
140895,2020-09-03 00:00:00.000,2020-09-08 00:00:00.000,2020-09-08 00:00:00.000,10595236,104,286851,"Nenhuma",0,"Entregue",5,"Sim","Sim"
140897,2020-09-03 00:00:00.000,2020-09-10 00:00:00.000,2020-09-10 00:00:00.000,10595236,104,286768,"Nenhuma",0,"Entregue",7,"Sim","Sim"
140901,2020-09-03 00:00:00.000,2020-09-07 00:00:00.000,2020-09-08 00:00:00.000,10595236,104,31974,"Nenhuma",0,"Entregue",5,"Não","Sim"
140912,2020-09-03 00:00:00.000,2020-09-15 00:00:00.000,2020-09-15 00:00:00.000,10595236,104,58047,"Nenhuma",0,"Entregue",12,"Sim","Sim"
141124,2020-09-04 00:00:00.000,2020-09-11 00:00:00.000,2020-09-11 00:00:00.000,10595236,104,286684,"Nenhuma",0,"Entregue",7,"Sim","Sim"
141130,2020-09-04 00:00:00.000,2020-09-15 00:00:00.000,2020-09-14 00:00:00.000,10595236,104,286622,"Nenhuma",0,"Entregue",10,"Sim","Sim"
141459,2020-09-07 00:00:00.000,2020-09-20 00:00:00.000,2020-09-17 00:00:00.000,10595236,104,286673,"Nenhuma",0,"Entregue",10,"Sim","Sim"
141460,2020-09-07 00:00:00.000,2020-09-14 00:00:00.000,2020-09-14 00:00:00.000,10595236,104,286877,"Nenhuma",0,"Entregue",7,"Sim","Sim"
141463,2020-09-07 00:00:00.000,2020-09-17 00:00:00.000,2020-09-17 00:00:00.000,10595236,104,57439,"Nenhuma",0,"Entregue",10,"Sim","Sim"
141467,2020-09-07 00:00:00.000,2020-09-13 00:00:00.000,2020-09-14 00:00:00.000,10595236,104,260511,"Nenhuma",0,"Entregue",7,"Não","Sim"
141476,2020-09-07 00:00:00.000,2020-09-16 00:00:00.000,2020-09-14 00:00:00.000,10595236,104,286850,"Nenhuma",0,"Entregue",7,"Sim","Sim"
141483,2020-09-07 00:00:00.000,2020-09-15 00:00:00.000,2020-09-15 00:00:00.000,10595236,104,286801,"Nenhuma",0,"Entregue",8,"Sim","Sim"
141556,2020-09-08 00:00:00.000,2020-10-04 00:00:00.000,2020-10-05 00:00:00.000,10595236,104,286628,"Nenhuma",0,"Entregue",27,"Não","Sim"
141572,2020-09-08 00:00:00.000,2020-09-14 00:00:00.000,2020-09-14 00:00:00.000,10595236,104,286663,"Nenhuma",0,"Entregue",6,"Sim","Sim"
142467,2020-09-15 00:00:00.000,2020-09-24 00:00:00.000,2020-09-24 00:00:00.000,10595236,104,286612,"Nenhuma",0,"Entregue",9,"Sim","Sim"
142471,2020-09-15 00:00:00.000,2020-09-18 00:00:00.000,2020-09-18 00:00:00.000,10595236,104,286669,"Nenhuma",0,"Entregue",3,"Sim","Sim"
142478,2020-09-15 00:00:00.000,2020-09-22 00:00:00.000,2020-09-22 00:00:00.000,10595236,104,286908,"Nenhuma",0,"Entregue",7,"Sim","Sim"
142484,2020-09-15 00:00:00.000,2020-09-22 00:00:00.000,2020-09-22 00:00:00.000,10595236,104,286738,"Nenhuma",0,"Entregue",7,"Sim","Sim"
142488,2020-09-15 00:00:00.000,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000,10595236,104,289777,"Nenhuma",0,"Entregue",8,"Sim","Sim"
142688,2020-09-16 00:00:00.000,2020-09-21 00:00:00.000,2020-09-21 00:00:00.000,10595236,104,67334,"Nenhuma",0,"Entregue",5,"Sim","Sim"
142695,2020-09-16 00:00:00.000,2020-09-22 00:00:00.000,2020-09-22 00:00:00.000,10595236,104,58708,"Nenhuma",0,"Entregue",6,"Sim","Sim"
142700,2020-09-16 00:00:00.000,2020-09-22 00:00:00.000,2020-09-23 00:00:00.000,10595236,104,286591,"Nenhuma",0,"Entregue",7,"Não","Sim"
142702,2020-09-16 00:00:00.000,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",7,"Sim","Sim"
142705,2020-09-16 00:00:00.000,2020-09-24 00:00:00.000,2020-09-24 00:00:00.000,10595236,104,124908,"Nenhuma",0,"Entregue",8,"Sim","Sim"
142706,2020-09-16 00:00:00.000,2020-09-25 00:00:00.000,2020-09-23 00:00:00.000,10595236,104,286607,"Nenhuma",0,"Entregue",7,"Sim","Sim"
142707,2020-09-16 00:00:00.000,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000,10595236,104,58047,"Nenhuma",0,"Entregue",7,"Sim","Sim"
142726,2020-09-16 00:00:00.000,2020-09-21 00:00:00.000,2020-09-21 00:00:00.000,10595236,104,286886,"Nenhuma",0,"Entregue",5,"Sim","Sim"
142967,2020-09-17 00:00:00.000,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000,10595236,104,286667,"Nenhuma",0,"Entregue",6,"Sim","Sim"
142975,2020-09-17 00:00:00.000,2020-09-25 00:00:00.000,2020-09-25 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",8,"Sim","Sim"
142977,2020-09-17 00:00:00.000,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000,10595236,104,286658,"Nenhuma",0,"Entregue",6,"Sim","Sim"
142978,2020-09-17 00:00:00.000,2020-09-29 00:00:00.000,2020-09-29 00:00:00.000,10595236,104,286711,"Nenhuma",0,"Entregue",12,"Sim","Sim"
143121,2020-09-18 00:00:00.000,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000,10595236,104,286532,"Nenhuma",0,"Entregue",5,"Sim","Sim"
143123,2020-09-18 00:00:00.000,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000,10595236,104,287128,"Nenhuma",0,"Entregue",5,"Sim","Sim"
143364,2020-09-18 00:00:00.000,2020-09-28 00:00:00.000,2020-09-28 00:00:00.000,10595236,104,58434,"Nenhuma",0,"Entregue",10,"Sim","Sim"
143584,2020-09-21 00:00:00.000,2020-09-30 00:00:00.000,2020-09-30 00:00:00.000,10595236,104,60525,"Nenhuma",0,"Entregue",9,"Sim","Sim"
143585,2020-09-21 00:00:00.000,2020-09-30 00:00:00.000,2020-09-29 00:00:00.000,10595236,104,22497,"Nenhuma",0,"Entregue",8,"Sim","Sim"
143593,2020-09-21 00:00:00.000,2020-09-28 00:00:00.000,2020-09-28 00:00:00.000,10595236,104,287177,"Nenhuma",0,"Entregue",7,"Sim","Sim"
143746,2020-09-22 00:00:00.000,2020-09-28 00:00:00.000,2020-09-28 00:00:00.000,10595236,104,286685,"Nenhuma",0,"Entregue",6,"Sim","Sim"
143752,2020-09-22 00:00:00.000,2020-10-13 00:00:00.000,2020-10-13 00:00:00.000,10595236,104,286664,"Nenhuma",0,"Entregue",21,"Sim","Sim"
143932,2020-09-23 00:00:00.000,2020-10-01 00:00:00.000,2020-10-01 00:00:00.000,10595236,104,24264,"Nenhuma",0,"Entregue",8,"Sim","Sim"
143937,2020-09-23 00:00:00.000,2020-10-14 00:00:00.000,2020-10-14 00:00:00.000,10595236,104,286661,"Nenhuma",0,"Entregue",21,"Sim","Sim"
143944,2020-09-23 00:00:00.000,2020-09-28 00:00:00.000,2020-09-28 00:00:00.000,10595236,104,289263,"Nenhuma",0,"Entregue",5,"Sim","Sim"
144272,2020-09-24 00:00:00.000,2020-10-15 00:00:00.000,2020-10-15 00:00:00.000,10595236,104,60053,"Nenhuma",0,"Entregue",21,"Sim","Sim"
144274,2020-09-24 00:00:00.000,2020-10-02 00:00:00.000,2020-10-02 00:00:00.000,10595236,104,291752,"Nenhuma",0,"Entregue",8,"Sim","Sim"
144281,2020-09-24 00:00:00.000,2020-10-20 00:00:00.000,2020-10-20 00:00:00.000,10595236,104,57569,"Nenhuma",0,"Entregue",26,"Sim","Sim"
144512,2020-09-25 00:00:00.000,2020-10-05 00:00:00.000,2020-10-05 00:00:00.000,10595236,104,286574,"Nenhuma",0,"Entregue",10,"Sim","Sim"
