credata_pk,vendor,region,tenancy,environment_type,instance_type,compute_type,recommendation_type,ru_recommendation_metric,safety_factor,saved_doql_query,recommend_burstable,recommend_amd,recommend_arm,ignore_hyperv,os_filter,device_type_filter,tag_filter,service_level,device_data,device_fk,device_name,orig_total_cores,orig_memory,orig_hard_disk,orig_os,orig_nic_out_transfer,orig_nic_in_transfer,orig_nic_speed,orig_disk_throughput,orig_disk_read_throughput,orig_disk_write_throughput,orig_disk_iops,orig_disk_read_iops,orig_disk_write_iops,orig_disk_latency,orig_disk_read_latency,cluster_device_fk,cluster_device_name,recommended_instance,burstable,cpu,total_cores,memory,network,matching_os,monthly_ondemand_cost,monthly_premptible_cost,monthly_1yr_resvd_cost,monthly_1yr_resvd_noupfront_cost,monthly_prorated_3yr_resvd_cost,monthly_1yr_resvd_partupfront_cost,monthly_1yr_resvd_allupfront_cost,monthly_prorated_3yr_resvd_noupfront_cost,monthly_prorated_3yr_resvd_partupfront_cost,monthly_prorated_3yr_resvd_allupfront_cost,yearly_ondemand_cost,yearly_premptible_cost,yearly_1yr_resvd_cost,yearly_1yr_resvd_noupfront_cost,yearly_1yr_resvd_partupfront_cost,yearly_1yr_resvd_allupfront_cost,yearly_prorated_3yr_resvd_cost,yearly_prorated_3yr_resvd_noupfront_cost,yearly_prorated_3yr_resvd_partupfront_cost,yearly_prorated_3yr_resvd_allupfront_cost,storage,block_volume_storage,monthly_storage_cost,yearly_storage_cost,monthly_networking_cost,yearly_networking_cost,local_disk,row_color,missing_ru_data,status,first_added,last_updated
3155044,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14302}",14302.0,4816941881dd,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:23.013,2021-11-12 06:33:23.013
3160396,Azure,East US,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'gke-11717-gke4900-cos-81-12871-1245-7-v210319-pre', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 3840.0, 'total_cores': 1, 'hard_disk_size': Decimal('100.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 332, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 16700}",16700.0,1208549554848315533/gke-d42-k8s-default-pool-78f70870-cyvh,1.0,3.75,100.00,gke-11717-gke4900-cos-81-12871-1245-7-v210319-pre,,,,,,,,,,,,,,D2ads v5,No,2.55Ghz AMD EPYC 7763v,2.0,8.0,,CentOS or Ubuntu Linux,0.0,,,,,,,,,,0.0,,,,,,,,,,"S10 (128 GiB, Up to 500 IOPS, Up to 60 MB/second Throughput)",,5.89,70.68,,,,yellow,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:27.623,2021-11-12 06:33:27.623
3159497,Azure,East US,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14271}",14271.0,1a551485693e,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:27.226,2021-11-12 06:33:27.226
3159486,Azure,East US,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14243}",14243.0,ac5bb2977e51,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:27.223,2021-11-12 06:33:27.223
3154106,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'shipyard/shipyard:latest', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 41, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 5600}",5600.0,deda8e07dc6c,,,,shipyard/shipyard:latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:21.576,2021-11-12 06:33:21.576
3155062,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14321}",14321.0,104ccfd84fa7,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:23.016,2021-11-12 06:33:23.016
3156601,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'CentOS', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 1024.0, 'total_cores': 1, 'hard_disk_size': Decimal('20.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 19, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 10142}",10142.0,RC-QA-3-247,1.0,1.0,20.00,CentOS,,,,,,,,,,,,,,e2-micro,Yes,2.0 GHz Intel Xeon Scalable Processor (Skylake),2.0,1.0,,Linux,6.89,2.07,4.34,,3.1,,,,,,82.64,24.79,52.06,,,,37.19,,,,Storage PD Capacity in Virginia: 20 GB,,0.88,10.56,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_write_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:24.566,2021-11-12 06:33:24.566
3156888,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Microsoft Windows Server 2008 R2 (64-bit)', 'ram_size_type': u'MB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 512.0, 'total_cores': 1, 'hard_disk_size': Decimal('10.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 247, 'service_level_id': 11, 'cpucore': 1, 'virtual_host': False, 'id': 13420}",13420.0,w2k8-min-25194,1.0,0.5,10.00,Microsoft Windows Server 2008 R2 (64-bit),,,,,,,,,,,,,,e2-micro,Yes,2.0 GHz Intel Xeon Scalable Processor (Skylake),2.0,1.0,,Windows,15.28,10.46,12.73,,11.49,,,,,,183.38,125.53,152.8,,,,137.93,,,,Storage PD Capacity in Virginia: 10 GB,,0.44,5.28,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_write_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:24.956,2021-11-12 06:33:24.956
3154967,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu Linux (64-bit)', 'ram_size_type': u'MB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 512.0, 'total_cores': 1, 'hard_disk_size': Decimal('40.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 246, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 14159}",14159.0,s3-tomcat-9066,1.0,0.5,40.00,Ubuntu Linux (64-bit),,,,,,,,,,,,,,t3a.nano,Yes,AMD EPYC 7571,2.0,0.5,,Linux,3.43,,,2.12,,2.02,2.0,1.46,1.35,1.28,41.17,,,25.4,24.26,24.0,,17.52,16.22,15.33,General Purpose: 40 GB,,3.2,38.4,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:22.986,2021-11-12 06:33:22.986
3159653,Azure,East US,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14543}",14543.0,1ab098aba079,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:27.253,2021-11-12 06:33:27.253
3160649,Oracle,,,,,vm,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': 2600.0, 'os_name': u'Microsoft Windows 8.1 Enterprise N', 'ram_size_type': u'GB', 'type_id': 2, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 8192.0, 'total_cores': 2, 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': 1, 'os_fk': 7, 'service_level_id': 7, 'cpucore': 2, 'virtual_host': False, 'id': 817}",817.0,laptop-01,2.0,8.0,,Microsoft Windows 8.1 Enterprise N,,,,,,,,,,,,,,VM.Standard2.1,,"Intel Xeon Platinum 8167M. Base frequency 2.0 GHz, max turbo frequency 2.4 GHz.",2.0,15.0,1 Gbps,Windows Server OS,113.71,,,,,,,,,,1364.81,,,,,,,,,,Up to 1 PB of remote Block Volumes,,,,,,,yellow,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_latency, disk_write_latency, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:28.136,2021-11-12 06:33:28.136
3156702,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': 2700.0, 'os_name': u'Microsoft Windows Server 2012 R2 Standard', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': Decimal('58.00'), 'ram': 4096.0, 'total_cores': 2, 'hard_disk_size': Decimal('58.00'), 'os_arch': u'64', 'hard_disk_size_type': None, 'cpucount': 2, 'os_fk': 107, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 10450}",10450.0,WINDOWS-22OJ6UQ,2.0,4.0,58.00,Microsoft Windows Server 2012 R2 Standard,,,,,,,,,,,,,,e2-medium,Yes,2.0 GHz Intel Xeon Scalable Processor (Skylake),2.0,4.0,,Windows,61.13,41.84,50.93,,45.98,,,,,,733.52,502.13,611.21,,,,551.71,,,,Storage PD Capacity in Virginia: 58 GB,,2.55,30.6,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_write_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:24.773,2021-11-12 06:33:24.773
3155905,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'CentOS', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': True, 'total_part_disk_size': None, 'ram': 8192.0, 'total_cores': 2, 'hard_disk_size': Decimal('100.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 2, 'os_fk': 19, 'service_level_id': 11, 'cpucore': 1, 'virtual_host': False, 'id': 16627}",16627.0,Device42-17.01.00,2.0,8.0,100.00,CentOS,,,,,,,,,,,,,,t3a.large,Yes,AMD EPYC 7571,2.0,8.0,,Linux,54.9,,,34.38,,32.77,32.08,23.72,21.92,20.64,658.75,,,412.6,393.22,385.0,,284.7,263.07,247.67,Cold HDD: 500 GB,,7.5,90.0,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:23.583,2021-11-12 06:33:23.583
3154902,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Alpine Linux', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 259, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 13723}",13723.0,3608dc58769a,,,,Alpine Linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:22.916,2021-11-12 06:33:22.916
3156389,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': 2930.0, 'os_name': u'CentOS', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 2048.0, 'total_cores': 1, 'hard_disk_size': None, 'os_arch': u'64', 'hard_disk_size_type': None, 'cpucount': 1, 'os_fk': 19, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 6356}",6356.0,demo-tomcat-2,1.0,2.0,,CentOS,,,,,,,,,,,,,,e2-small,Yes,2.0 GHz Intel Xeon Scalable Processor (Skylake),2.0,2.0,,Linux,13.77,4.13,8.68,,6.2,,,,,,165.28,49.58,104.13,,,,74.38,,,,,,,,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_write_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:24.420,2021-11-12 06:33:24.420
3159639,Azure,East US,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14521}",14521.0,e434dd6fb3a4,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:27.250,2021-11-12 06:33:27.250
3157557,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': 2400.0, 'os_name': u'Ubuntu', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 1024.0, 'total_cores': 1, 'hard_disk_size': None, 'os_arch': u'64', 'hard_disk_size_type': None, 'cpucount': 1, 'os_fk': 21, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 15520}",15520.0,ip-10-24-0-45,1.0,1.0,,Ubuntu,,,,,,,,,,,,,,e2-micro,Yes,2.0 GHz Intel Xeon Scalable Processor (Skylake),2.0,1.0,,Linux,6.89,2.07,4.34,,3.1,,,,,,82.64,24.79,52.06,,,,37.19,,,,,,,,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_write_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:25.480,2021-11-12 06:33:25.480
3159723,Azure,East US,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14625}",14625.0,8baaa1659359,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:27.266,2021-11-12 06:33:27.266
3157237,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'IBM OS/2', 'ram_size_type': u'MB', 'type_id': 3, 'monitoring_enabled': True, 'total_part_disk_size': None, 'ram': 64.0, 'total_cores': 1, 'hard_disk_size': Decimal('1.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 293, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 14233}",14233.0,warp,1.0,0.06,1.00,IBM OS/2,,,,,,,,,,,,,,f1-micro,Yes,Intel Xeon E5,1.0,0.6,,Linux,6.28,2.74,,,,,,,,,75.34,32.85,,,,,,,,,Storage PD Capacity in Virginia: 1 GB,,0.04,0.48,,,,yellow,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_write_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:25.396,2021-11-12 06:33:25.396
3154243,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'linksys fw', 'ram_size_type': None, 'type_id': 2, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 236, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 9776}",9776.0,lap2803b,,,,linksys fw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:21.740,2021-11-12 06:33:21.740
3153983,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': 1900.0, 'os_name': u'Debian GNU/Linux', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': True, 'total_part_disk_size': None, 'ram': 4096.0, 'total_cores': 1, 'hard_disk_size': Decimal('75.00'), 'os_arch': u'64', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 47, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 965}",965.0,xen,1.0,4.0,75.00,Debian GNU/Linux,,,,,,,,,,,,,,t3a.medium,Yes,AMD EPYC 7571,2.0,4.0,,Linux,27.45,,,17.23,,16.34,16.08,11.83,10.98,10.33,329.38,,,206.74,196.11,193.0,,141.91,131.7,124.0,General Purpose: 75 GB,,6.0,72.0,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:21.503,2021-11-12 06:33:21.503
3156989,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Microsoft Windows Server 2008 R2 (64-bit)', 'ram_size_type': u'MB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 512.0, 'total_cores': 1, 'hard_disk_size': Decimal('10.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 247, 'service_level_id': 11, 'cpucore': 1, 'virtual_host': False, 'id': 13521}",13521.0,w2k8-min-251186,1.0,0.5,10.00,Microsoft Windows Server 2008 R2 (64-bit),,,,,,,,,,,,,,e2-micro,Yes,2.0 GHz Intel Xeon Scalable Processor (Skylake),2.0,1.0,,Windows,15.28,10.46,12.73,,11.49,,,,,,183.38,125.53,152.8,,,,137.93,,,,Storage PD Capacity in Virginia: 10 GB,,0.44,5.28,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_write_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:25.063,2021-11-12 06:33:25.063
3162782,Oracle,,,,,vm,ru,95th,10,,True,True,False,True,,,,All,"{'disk_iops_read': u'C: = 0.850000, E: = 4.620000', 'type_id': 3, 'ram': 4096.0, 'total_cores': 2, 'disk_read_io_rate': u'C: = 0.040000, E: = 0.060000', 'nic_in_speed': u'Intel[R] PRO_1000 MT Network Connection = 0.020000, isatap.{CDFB3A17-23B5-4353-A7E8-1A8841C31FA2} = 0.000000', 'disk_iops_write': u'C: = 2.010000, E: = 2.610000', 'disk_write_latency': u'C: = 0.570000, E: = 0.740000', 'id': 14137, 'nics': [{'nic_in_speed': 0.02, 'sensor': u'Intel[R] PRO_1000 MT Network Connection', 'nic_in_transfer': 27630.86, 'nic_out_speed': 0.01, 'nic_out_transfer': 12954.04}, {'nic_in_speed': 0.0, 'sensor': u'isatap.{CDFB3A17-23B5-4353-A7E8-1A8841C31FA2}', 'nic_in_transfer': 0.0, 'nic_out_speed': 0.0, 'nic_out_transfer': 0.0}], 'os_arch': u'64', 'disk_write_io_rate': u'C: = 0.020000, E: = 0.020000', 'ram_size_type': u'GB', 'os_name': u'Microsoft Windows Server 2012 R2 Standard', 'nic_in_transfer': u'Intel[R] PRO_1000 MT Network Connection = 27630.860000, isatap.{CDFB3A17-23B5-4353-A7E8-1A8841C31FA2} = 0.000000', 'hard_disk_size': Decimal('126.00'), 'total_part_disk_size': Decimal('126.00'), 'hard_disk_size_type': None, 'disk_total': u'C: = 42580570112.000000, E: = 53683941376.000000', 'cpucount': 2, 'disk_free': u'C: = 30291652608.000000, E: = 24522612736.000000', 'service_level_id': 1, 'ru_ram': 3108, 'cpupower': 2700.0, 'nic_out_speed': u'Intel[R] PRO_1000 MT Network Connection = 0.010000, isatap.{CDFB3A17-23B5-4353-A7E8-1A8841C31FA2} = 0.000000', 'disk_read_latency': u'C: = 0.460000, E: = 0.470000', 'disks': [{'disk_read_latency': 0.46, 'disk_used': 12329594880.0, 'disk_iops_write': 2.01, 'disk_total': 42580570112.0, 'disk_read_io_rate': 0.04, 'disk_free': 30291652608.0, 'disk_iops_read': 0.85, 'disk_write_latency': 0.57, 'sensor': u'C:', 'disk_write_io_rate': 0.02}, {'disk_read_latency': 0.47, 'disk_used': 29181943808.0, 'disk_iops_write': 2.61, 'disk_total': 53683941376.0, 'disk_read_io_rate': 0.06, 'disk_free': 24522612736.0, 'disk_iops_read': 4.62, 'disk_write_latency': 0.74, 'sensor': u'E:', 'disk_write_io_rate': 0.02}], 'monitoring_enabled': True, 'os_fk': 107, 'virtual_host': False, 'nic_out_transfer': u'Intel[R] PRO_1000 MT Network Connection = 12954.040000, isatap.{CDFB3A17-23B5-4353-A7E8-1A8841C31FA2} = 0.000000', 'cpucore': 1, 'disk_used': u'C: = 12329594880.000000, E: = 29181943808.000000', 'ru_total_cores': 1.0}",14137.0,oracle-90117,1.0,3.04,"C: = 11.48, E: = 27.18",Microsoft Windows Server 2012 R2 Standard,12954.04,27630.86,0.02,,,,"C: = 2.01, E: = 4.62",,,"C: = 0.46, E: = 0.47",,,,VM.Standard2.1,,"Intel Xeon Platinum 8167M. Base frequency 2.0 GHz, max turbo frequency 2.4 GHz.",2.0,15.0,1 Gbps,Windows Server OS,113.71,,,,,,,,,,1364.81,,,,,,,,,,Up to 1 PB of remote Block Volumes,38.66,0.99,11.88,0.0,0.0,,normal,,ACTIVE,2021-11-12 06:33:29.476,2021-11-12 06:33:29.476
3156605,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'CentOS', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 1024.0, 'total_cores': 1, 'hard_disk_size': Decimal('20.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 19, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 10147}",10147.0,D42-RC-Proxy,1.0,1.0,20.00,CentOS,,,,,,,,,,,,,,e2-micro,Yes,2.0 GHz Intel Xeon Scalable Processor (Skylake),2.0,1.0,,Linux,6.89,2.07,4.34,,3.1,,,,,,82.64,24.79,52.06,,,,37.19,,,,Storage PD Capacity in Virginia: 20 GB,,0.88,10.56,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_write_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:24.570,2021-11-12 06:33:24.570
3160291,Azure,East US,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': 2200.0, 'os_name': u'Microsoft Windows Server 2019 Datacenter', 'ram_size_type': u'GB', 'type_id': 2, 'monitoring_enabled': False, 'total_part_disk_size': Decimal('49.00'), 'ram': 4096.0, 'total_cores': 1, 'hard_disk_size': Decimal('49.00'), 'os_arch': u'64', 'hard_disk_size_type': None, 'cpucount': 1, 'os_fk': 319, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 16346}",16346.0,other-project,1.0,4.0,49.00,Microsoft Windows Server 2019 Datacenter,,,,,,,,,,,,,,D2as v5,No,2.55Ghz AMD EPYC 7763v,2.0,8.0,,Windows OS,0.0,,,,,,,,,,0.0,,,,,,,,,,"S6 (64 GiB, Up to 500 IOPS, Up to 60 MB/second Throughput)",,3.01,36.12,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:27.496,2021-11-12 06:33:27.496
