Column1,Job Posting ID,Job Posting Date,Job Title,Job Title Full,Job Title Additional Info,Job Position Type,Job Position Level,Years of Experience,Job Skills,Job Location,Minimum Pay,Maximum Pay,Pay Rate,Number of Applicants,Company Name,Company Industry,Company Size,Average Pay
7569,2532296016,2019-03-31 00:00:00.000,"Software Engineer","Senior Software Engineer, Mobile","","Full-time","Associate",5,"['programming']","United States",,,"",60,"Brex","Financial Services","501-1,000 employees",
7663,2703748917,2019-04-08 00:00:00.000,"Software Engineer","Senior Ios Software Engineer","","Full-time","Mid-Senior level",10,"['backend', 'ios', 'swift', 'programming', 'server']","United States",,,"",80,"Tile","Consumer Services","51-200 employees",
7717,2671450915,2019-04-13 00:00:00.000,"Software Engineer","Staff Software Engineer, Big Data Matching","","Full-time","Associate",4,"['cloud', 'gcp', 'programming', 'spark', 'java', 'aws', 'apache', 'azure', 'scala']","United States",,,"",,"LiveRamp","Marketing & Advertising","501-1,000 employees",
7859,2717431430,2019-05-02 00:00:00.000,"Software Engineer","Senior Software Engineer-Java","","Full-time","Mid-Senior level",7,"['git', 'backend', 'java', 'aws', 'coding', 'node', 'jira', 'docker', 'bitbucket', 'postgres']","United States",,,"",50,"Clear Capital","Financial Services","501-1,000 employees",
8008,2744694741,2019-05-24 00:00:00.000,"Software Engineer","Software Engineer Iii Stability","","Full-time","Associate",5,"['oracle', 'database', 'microsoft', 'javascript', 'html', 'agile', 'linux', 'asp.net', 'sql', 'server', 'c']","United States",,,"",10,"Elixir","Pharmaceuticals","1,001-5,000 employees",
8131,2741573376,2019-06-05 00:00:00.000,"Software Engineer","Java Software Engineer","","Full-time","Mid-Senior level",5,"['oracle', 'ci/cd', 'java', 'gitlab', 'mysql', 'agile', 'programming', 'postgresql', 'sql', 'docker', 'server']","United States",,,"",70,"Insight Global","Staffing & Recruiting","1,001-5,000 employees",
8235,2715163530,2019-06-15 00:00:00.000,"Software Engineer","Software Engineer, Games","","Full-time","Entry level",1,"[]","United States",,,"",40,"Osmo","Consumer Electronics","51-200 employees",
8284,2684622888,2019-06-20 00:00:00.000,"Software Engineer","Software Engineer Ii, Velocity Engineering","","Full-time","Mid-Senior level",4,"['cloud', 'python', 'docker', 'backend', 'ci/cd', 'java', 'aws']","United States",,,"",20,"Life360","Individual & Family Services","51-200 employees",
8630,2548687402,2019-07-22 00:00:00.000,"Software Engineer","Senior Software Engineer, Product","","Full-time","Associate",3,"['backend', 'java', 'kotlin', 'python', 'programming', 'sql', 'nosql']","United States",,,"",240,"Brex","Financial Services","501-1,000 employees",
8660,2719000840,2019-07-25 00:00:00.000,"Software Engineer","Software Engineer, Frontend","","Full-time","Entry level",2,"['cloud', 'javascript', 'agile', 'frontend', 'backend', 'codebase']","United States",,,"",850,"Telnyx","Telecommunications","201-500 employees",
8805,2680036834,2019-08-07 00:00:00.000,"Software Engineer","Senior Software Engineer, Digital","","Full-time","Mid-Senior level",5,"['sap', 'git', 'cloud', 'gcp', 'java', 'aws', 'node', 'docker', 'nosql', 'server', 'devops', 'azure']","United States",,,"",90,"Harley-Davidson Motor Company","Automotive","5,001-10,000 employees",
8838,2731837948,2019-08-10 00:00:00.000,"Software Engineer","Software Engineer Apprentice","","Full-time","Internship",1,"['cloud', 'javascript', 'ruby', 'agile', 'python', 'docker', 'ibm', 'programming', 'c/c++', 'php', 'devops', 'c', 'java', 'go', 'scala', 'coding']","United States",,,"",220,"VetJobs","Military","51-200 employees",
8943,2718758845,2019-08-19 00:00:00.000,"Software Engineer","Software Engineer, Salesforce","","Full-time","Entry level",3,"['microsoft', 'etl', 'sql', 'server']","United States",,,"",20,"Vizient, Inc","Hospital & Health Care","1,001-5,000 employees",
9014,2682158045,2019-08-24 00:00:00.000,"Software Engineer","Principal Software Engineer","","Full-time","Associate",4,"['scala', 'scrum', 'ci/cd', 'cloud', 'saas', 'json', 'java', 'aws', 'mysql', 'agile', 'coding', 'programming', 'postgresql', 'linux', 'aurora', 'server']","United States",,,"",,"New York International","International Trade & Development","1-10 employees",
9020,2565865544,2019-08-25 00:00:00.000,"Software Engineer","Principal Software Engineer","","Full-time","Associate",6,"['database', 'terminal']","United States",,,"",,"Members 1st Federal Credit Union","Banking","1,001-5,000 employees",
9034,2693125018,2019-08-26 00:00:00.000,"Software Engineer","Integration Software Engineer","","Full-time","Mid-Senior level",6,"['javascript', 'docker', 'node.js', 'aws', 'mysql', 'sql', 'postgres']","United States",,,"",130,"Knock","Real Estate","51-200 employees",
9211,2647521837,2019-09-09 00:00:00.000,"Software Engineer","Principal Software Engineer","","Full-time","Associate",5,"['database', 'ajax', 'javascript', 'vue.js', 'agile', 'asp.net', 'saas', 'json', 'devops', 'c', 'microsoft', 'sql', 'azure', 'jquery']","United States",,,"",60,"ShipBob, Inc.","Logistics & Supply Chain","501-1,000 employees",
9331,2708338836,2019-09-19 00:00:00.000,"Software Engineer","Golang Software Engineer","","Full-time","Mid-Senior level",4,"['back-end', 'git', 'backend', 'cloud', 'golang', 'aws', 'docker', 'go']","United States",,,"",20,"Medix™","Staffing & Recruiting","201-500 employees",
9442,2746627152,2019-09-28 00:00:00.000,"Software Engineer","Software Engineer Ii","","Full-time","Entry level",2,"['graphql', 'cloud', 'javascript', 'agile', 'python', 'docker', 'node.js', 'git', 'scrum', 'frontend', 'css', 'mongodb', 'devops', 'c', 'mssql', 'backend', 'ci/cd', 'java', 'aws', 'postgresql', 'sql', 'nosql']","United States",,,"",60,"Renaissance Learning","E-learning","1,001-5,000 employees",
9520,2652674186,2019-10-05 00:00:00.000,"Software Engineer","Ios Software Engineer","","Full-time","Associate",4,"['backend', 'ios', 'swift']","United States",,,"",100,"Rally Health","Health, Wellness & Fitness","1,001-5,000 employees",
9599,2727461043,2019-10-12 00:00:00.000,"Software Engineer","Senior Frontend Software Engineer","","Full-time","Associate",4,"['graphql', 'frontend']","United States",,,"",90,"Uniform Teeth","Hospital & Health Care","51-200 employees",
9612,2713715153,2019-10-13 00:00:00.000,"Software Engineer","Software Engineer, Back-End","","Full-time","Mid-Senior level",5,"['back-end', 'ruby', 'agile']","United States",,,"",10,"CardFlight","Financial Services","51-200 employees",
9750,2706588905,2019-10-23 00:00:00.000,"Software Engineer","Associate Software Engineer, Product","","Full-time","Entry level",2,"['github', 'coding', 'programming']","United States",,,"",550,"Brex","Financial Services","501-1,000 employees",
9867,2717562760,2019-10-31 00:00:00.000,"Software Engineer","Development, Software Engineer","","Full-time","Associate",4,"['database', 'javascript', 'gitlab', 'python', 'saas', 'programming', 'php', 'ci/cd', 'golang', 'java', 'aws']","United States",,,"",,"EAB","Education Management","1,001-5,000 employees",
9965,2709260742,2019-11-08 00:00:00.000,"Software Engineer","Software Engineer For Adaptive Kit Product","","Full-time","Entry level",1,"['cloud', 'java', 'aws', 'linux', 'azure']","United States",,,"",20,"Adaptive Biotechnologies Corp.","Biotechnology","501-1,000 employees",
10007,2702135403,2019-11-11 00:00:00.000,"Software Engineer","Full Stack Software Engineer","","Full-time","Entry level",3,"['database', 'cloud', 'saas', 'gcp', 'aws', 'mongo', 'sql', 'go', 'azure']","United States",,,"",270,"Phreesia","Hospital & Health Care","1,001-5,000 employees",
10033,2715190128,2019-11-13 00:00:00.000,"Software Engineer","Software Engineer Ii, Android","","Full-time","Mid-Senior level",9,"['agile', 'frontend', 'ios', 'programming', 'github', 'backend', 'codebase', 'java', 'go', 'scala', 'kotlin']","United States",,,"",40,"Acorns","Financial Services","201-500 employees",
10048,2734468413,2019-11-15 00:00:00.000,"Software Engineer","Senior Software Engineer- Java","","Full-time","Associate",3,"['git', 'backend', 'java', 'aws', 'coding', 'node', 'jira', 'docker', 'bitbucket', 'postgres']","United States",,,"",60,"Clear Capital","Financial Services","501-1,000 employees",
10417,2659546135,2019-12-19 00:00:00.000,"Software Engineer","Software Engineer Ii, Backend","","Full-time","Entry level",1,"['javascript', 'python', 'programming', 'c/c++', 'backend', 'java', 'go']","United States",,,"",280,"Dave","Financial Services","51-200 employees",
10422,2715181226,2019-12-19 00:00:00.000,"Software Engineer","Staff Software Engineer, Data Infrastructure","","Full-time","Mid-Senior level",4,"['cloud', 'python', 'devops', 'spark', 'ci/cd', 'aws', 'etl', 'ml', 'sql', 'bash', 'airflow', 'postgres']","United States",,,"",10,"UnitedMasters","Music","51-200 employees",
10497,2714799735,2019-12-24 00:00:00.000,"Software Engineer","Full Stack Software Engineer","","Full-time","Mid-Senior level",4,"['cloud', 'iaas', 'java', 'aws', 'agile', 'bigquery']","United States",,,"",170,"InMarket","Marketing & Advertising","51-200 employees",
10528,2708470628,2019-12-25 00:00:00.000,"Software Engineer","Software Engineer, Platform","","Full-time","Entry level",2,"['cloud', 'javascript', 'vue.js', 'python', 'back-end', 'saas', 'aws', 'postgresql', 'machine_learning', 'kotlin']","United States",,,"",60,"Tribe Dynamics","Marketing & Advertising","51-200 employees",
10597,2743827753,2019-12-30 00:00:00.000,"Software Engineer","Staff Software Engineer, Backend Platform","","Full-time","Director",8,"['cloud', 'frontend', 'devops', 'backend']","United States",,,"",,"Wayfair","Retail","10,001+ employees",
10684,2532289977,2020-01-03 00:00:00.000,"Software Engineer","Software Engineer, Core Data Pipeline","","Full-time","Entry level",2,"['warehousing', 'backend', 'airflow', 'java', 'kotlin', 'python', 'programming', 'snowflake', 'sql', 'nosql']","United States",,,"",140,"Brex","Financial Services","501-1,000 employees",
10699,2712161186,2020-01-04 00:00:00.000,"Software Engineer","Backend Software Engineer","","Full-time","Entry level",2,"['backend', 'java', 'aws', 'mysql', 'coding']","United States",,,"",290,"Paytient","Financial Services","1-10 employees",
10856,2652671451,2020-01-11 00:00:00.000,"Software Engineer","Android Software Engineer","","Full-time","Associate",4,"['scala', 'backend', 'frontend', 'java', 'kotlin']","United States",,,"",30,"Rally Health","Health, Wellness & Fitness","1,001-5,000 employees",
10964,2676424875,2020-01-16 00:00:00.000,"Software Engineer","Software Engineer, Developer Experience","","Full-time","Mid-Senior level",2,"['cloud', 'agile', 'r', 'saas', 'devops', 'ci/cd']","United States",,,"",70,"Snyk","Computer & Network Security","501-1,000 employees",
11071,2749909790,2020-01-21 00:00:00.000,"Software Engineer","Full Stack Software Engineer","","Full-time","Entry level",2,"['github', 'database', 'git', 'cloud', 'saas', 'gcp', 'aws', 'agile', 'python', 'bitbucket', 'azure']","United States",,,"",40,"Embedded Healthcare","Hospital & Health Care","11-50 employees",
11109,2721730597,2020-01-23 00:00:00.000,"Software Engineer","Front-End Software Engineer","","Full-time","Entry level",0,"['javascript', 'python', 'node', 'linux', 'back-end', 'aws', 'bash', 'coding']","United States",,,"",400,"Brio Systems","Hospital & Health Care","11-50 employees",
11224,2687451285,2020-01-29 00:00:00.000,"Software Engineer","Staff Software Engineer","","Full-time","Mid-Senior level",8,"['scala', 'backend', 'java', 'programming']","United States",,,"",10,"Signify Technology","Staffing & Recruiting","11-50 employees",
11401,2676367137,2020-02-08 00:00:00.000,"Software Engineer","Software Engineer Ii","","Full-time","Entry level",3,"['cloud', 'agile', 'docker', 'server', 'back-end', 'css', 'c', 'aws', 'sql', 'nosql', 'azure', 'excel', 'coding', 'js']","United States",,,"",,"Kaplan","Education Management","10,001+ employees",
11554,2677640019,2020-02-23 00:00:00.000,"Software Engineer","Software Engineer Iiii","","Full-time","Mid-Senior level",3,"['back-end', 'scrum', 'ruby', 'agile', 'python', 'coding', 'ai']","United States",,,"",10,"Mindbody","Health, Wellness & Fitness","1,001-5,000 employees",
11555,2683750290,2020-02-23 00:00:00.000,"Software Engineer","Bioinformatics Software Engineer","","Full-time","Entry level",0,"['r', 'github', 'c++', 'agile', 'python', 'programming']","United States",,,"",60,"Pacific Biosciences","Biotechnology","501-1,000 employees",
11686,2731429281,2020-04-14 00:00:00.000,"Software Engineer","Senior Software Engineer, Decision Engineering","","Full-time","Mid-Senior level",4,"['backend', 'c++', 'cloud', 'gcp', 'java', 'aws', 'programming', 'machine_learning', 'go', 'azure']","United States",,,"",80,"Veho","Consumer Services","51-200 employees",
11873,2745727241,2020-05-02 00:00:00.000,"Software Engineer","Software Engineer, Platform, Observability","","Full-time","Mid-Senior level",9,"['cloud', 'python', 'programming', 'devops', 'ci/cd', 'go', 'coding']","United States",,,"",30,"Invitae","Biotechnology","1,001-5,000 employees",
12211,2614103517,2020-05-17 00:00:00.000,"Software Engineer","Software Engineer, Website","","Full-time","Entry level",2,"['graphql', 'css', 'html']","United States",,,"",330,"Brex","Financial Services","501-1,000 employees",
12320,2668639878,2020-05-21 00:00:00.000,"Software Engineer","Associate Software Engineer","","Full-time","Entry level",2,"['database', 'javascript', 'ruby', 'agile', 'python', 'programming', 'php', 'java', 'sql']","United States",,,"",1070,"EAB","Education Management","1,001-5,000 employees",
12526,2717078067,2020-05-28 00:00:00.000,"Software Engineer","Perm Remote Java Software Engineer","","Full-time","Mid-Senior level",2,"['cloud', 'java', 'aws', 'azure']","United States",,,"",250,"Insight Global","Staffing & Recruiting","1,001-5,000 employees",
12636,2711821610,2020-05-31 00:00:00.000,"Software Engineer","Software Engineer Lead","","Full-time","Associate",2,"['database', 'agile', 'jira', 'c++']","United States",,,"",10,"Wiley","Publishing","1,001-5,000 employees",
12761,2548672538,2020-06-03 00:00:00.000,"Software Engineer","Senior Software Engineer, Frontend","","Full-time","Associate",2,"['javascript', 'node.js', 'css', 'go']","United States",,,"",40,"Dave","Financial Services","51-200 employees",
12771,2749786738,2020-06-03 00:00:00.000,"Software Engineer","Lead Software Engineer I","","Full-time","Associate",4,"['database', 'backend', 'frontend', 'ci/cd', 'java', 'gitlab', 'sql', 'docker', 'server', 'devops', 'c']","United States",,,"",10,"PowerSchool","Education Management","1,001-5,000 employees",
12776,2727471470,2020-06-04 00:00:00.000,"Software Engineer","Software Engineer, Product Security","","Full-time","Entry level",3,"['backend', 'java', 'kotlin', 'javascript', 'aws', 'python', 'programming']","United States",,,"",110,"Brex","Financial Services","501-1,000 employees",
12949,2590415910,2020-06-08 00:00:00.000,"Software Engineer","Software Engineer Ii, Full-Stack","","Full-time","Entry level",4,"['cloud', 'javascript', 'python', 'back-end', 'node.js', 'programming', 'c/c++', 'java', 'mysql', 'go']","United States",,,"",220,"Dave","Financial Services","51-200 employees",
12980,2685910367,2020-06-09 00:00:00.000,"Software Engineer","Software Engineer, New Services","","Full-time","Entry level",3,"['javascript', 'ruby', 'aws', 'mysql', 'node', 'postgres']","United States",,,"",40,"One Medical","Hospital & Health Care","1,001-5,000 employees",
13038,2702458702,2020-06-11 00:00:00.000,"Software Engineer","Software Engineer, Backend","","Full-time","Entry level",1,"['cloud', 'ruby', 'python', 'docker', 'git', 'mongodb', 'backend', 'aws', 'mysql', 'postgresql', 'go', 'postgres']","United States",,,"",910,"Calm","Health, Wellness & Fitness","51-200 employees",
13145,2706552339,2020-06-14 00:00:00.000,"Software Engineer","Principal Software Engineer","","Full-time","Mid-Senior level",9,"['c++', 'agile', 'python', 'programming', 'linux']","United States",,,"",170,"iRobot","Consumer Electronics","1,001-5,000 employees",
13171,2349289386,2020-06-15 00:00:00.000,"Software Engineer","Remote Telecom Software Engineer","","Full-time","Mid-Senior level",2,"['java', 'python']","United States",,,"",,"Insight Global","Staffing & Recruiting","1,001-5,000 employees",
13306,2731810054,2020-06-19 00:00:00.000,"Software Engineer","Junior Full-Stack Software Engineer","","Full-time","Entry level",1,"['javascript', 'python', 'back-end', 'devops', 'redis', 'aws', 'html', 'postgresql', 'coding']","United States",,,"",300,"Brio Systems","Hospital & Health Care","11-50 employees",
13371,2685253578,2020-06-22 00:00:00.000,"Software Engineer","Xr Software Engineer","","Full-time","Entry level",3,"['c']","United States",,,"",130,"g2 Recruitment Solutions","Staffing & Recruiting","51-200 employees",
13453,2715616866,2020-06-24 00:00:00.000,"Software Engineer","Lead Software Engineer","","Full-time","Mid-Senior level",5,"['oracle', 'git', 'redis', 'cloud', 'golang', 'aws', 'java', 'agile', 'programming', 'postgresql', 'linux', 'sql', 'nosql', 'server', 'devops', 'go', 'js']","United States",,,"",10,"HYLA Mobile, an Assurant company","Renewables & Environment","201-500 employees",
13495,2687550227,2020-06-25 00:00:00.000,"Software Engineer","Senior Software Engineer, Web Platform","","Full-time","Associate",5,"['frontend', 'ci/cd', 'cloud', 'vue', 'javascript', 'aws', 'coding', 'azure']","United States",,,"",20,"Hagerty","Automotive","1,001-5,000 employees",
13514,2701611098,2020-06-26 00:00:00.000,"Software Engineer","Senior/Lead, High Performance Software Engineer, Eye Tracking","","Full-time","Mid-Senior level",5,"['c++', 'codebase', 'coding', 'programming']","United States",,,"",10,"Magic Leap","Consumer Electronics","1,001-5,000 employees",
13713,2686666700,2020-07-04 00:00:00.000,"Software Engineer","Principal Software Engineer","","Full-time","Director",12,"['programming', 'c/c++', 'linux']","United States",,,"",10,"LaBine & Associates","Human Resources","11-50 employees",
13772,2711100550,2020-07-06 00:00:00.000,"Software Engineer","Software Engineer Ii","","Full-time","Entry level",1,"['agile']","United States",,,"",10,"Bioclinica","Pharmaceuticals","1,001-5,000 employees",
13878,2693115411,2020-07-10 00:00:00.000,"Software Engineer","Software Engineer, Developer Tools","","Full-time","Entry level",3,"['backend', 'cloud', 'kotlin', 'python', 'programming']","United States",,,"",230,"Brex","Financial Services","501-1,000 employees",
13924,2740199249,2020-07-12 00:00:00.000,"Software Engineer","Java Software Engineer","","Full-time","Entry level",0,"['aws', 'node', 'docker', 'devops', 'js']","United States",,,"",260,"Tata ConsultanEngineercy Services","","",
14002,2736013906,2020-07-15 00:00:00.000,"Software Engineer","Senior Software Engineer; Shared Services","","Full-time","Mid-Senior level",9,"['cloud', 'agile/scrum', 'agile', 'programming', 'devops', 'ci/cd', 'aws', 'azure', 'coding']","United States",,,"",30,"Vanco","Financial Services","51-200 employees",
14206,2722214404,2020-07-22 00:00:00.000,"Software Engineer","Full Stack Software Engineer","","Full-time","Entry level",1,"['graphql', 'word', 'bloomberg', 'python', 'back-end', 'frontend', 'backend', 'java', 'go', 'excel', 'coding']","United States",,,"",140,"Zillow","Real Estate","5,001-10,000 employees",
14232,2741521301,2020-07-23 00:00:00.000,"Software Engineer","Software Engineer Iii","","Full-time","Associate",5,"['scrum', 'cloud', 'css', 'javascript', 'agile', 'coding', 'asp.net', 'sql', 'server', 'html5', 'c']","United States",,,"",10,"SKYGEN","Hospital & Health Care","501-1,000 employees",
14267,2702486960,2020-07-24 00:00:00.000,"Software Engineer","Lead Software Engineer","","Full-time","Director",8,"['cloud', 'saas', 'c/c++']","United States",,,"",20,"TLM Partners, Inc.","Computer Games","201-500 employees",
14416,2590418538,2020-07-28 00:00:00.000,"Software Engineer","Software Engineer Ii, Frontend","","Full-time","Entry level",3,"['javascript', 'node.js', 'css', 'go']","United States",,,"",260,"Dave","Financial Services","51-200 employees",
14689,2190029195,2020-08-06 00:00:00.000,"Software Engineer","Front-End  Staff Software Engineer","","Full-time","Mid-Senior level",5,"['javascript', 'ruby', 'frontend', 'ios', 'programming', 'backend', 'aws']","United States",,,"",390,"Root Inc.","Insurance","501-1,000 employees",
14731,2721104969,2020-08-07 00:00:00.000,"Software Engineer","Frontend Software Engineer","","Full-time","Entry level",2,"['graphql', 'word', 'bloomberg', 'python', 'frontend', 'java', 'go', 'excel', 'coding']","United States",,,"",450,"Zillow","Real Estate","5,001-10,000 employees",
14788,2735643343,2020-08-09 00:00:00.000,"Software Engineer","Senior Software Engineer/Architect","","Full-time","Associate",5,"['c', 'sql', 'c++']","United States",,,"",50,"Emerson Automation Solutions","Industrial Automation","10,001+ employees",
14959,2532293648,2020-08-15 00:00:00.000,"Software Engineer","Software Engineer, Observability","","Full-time","Entry level",1,"['python', 'go']","United States",,,"",60,"Brex","Financial Services","501-1,000 employees",
14961,2585291577,2020-08-15 00:00:00.000,"Software Engineer","Principal Backend Software Engineer, Platform Engineering","","Full-time","Associate",3,"['datadog', 'word', 'cloud', 'bloomberg', 'python', 'docker', 'gcp', 'programming', 'golang', 'java', 'aws', 'ai', 'azure', 'splunk']","United States",,,"",130,"Zillow","Real Estate","5,001-10,000 employees",
15037,2677634519,2020-08-19 00:00:00.000,"Software Engineer","Software Engineer Iv","","Full-time","Mid-Senior level",10,"['back-end', 'ruby', 'aws', 'agile', 'python', 'coding', 'postgresql', 'sql', 'ai']","United States",,,"",,"Mindbody","Health, Wellness & Fitness","1,001-5,000 employees",
15082,2717551275,2020-08-21 00:00:00.000,"Software Engineer","Staff Software Engineer","","Full-time","Associate",4,"['python', 'coding', 'go']","United States",,,"",60,"Ro","Hospital & Health Care","201-500 employees",
15102,2673957389,2020-08-21 00:00:00.000,"Software Engineer","Fullstack Software Engineer, Engage Platform","","Full-time","Mid-Senior level",2,"['cloud', 'python', 'back-end', 'frontend', 'saas', 'devops', 'backend', 'java', 'postgresql', 'machine_learning', 'go', 'scala']","United States",,,"",10,"TrueAccord","Financial Services","201-500 employees",
15196,2725489215,2020-08-25 00:00:00.000,"Software Engineer","Principal Software Engineer","","Full-time","Mid-Senior level",4,"['graphql', 'database', 'javascript', 'ruby', 'docker', 'html5', 'git', 'json', 'programming', 'github', 'backend', 'aws', 'mysql', 'postgresql', 'machine_learning', 'go', 'jquery']","United States",,,"",10,"TriSearch","Staffing & Recruiting","51-200 employees",
15251,2687524420,2020-08-28 00:00:00.000,"Software Engineer","Front End Software Engineer","","Full-time","Mid-Senior level",5,"['back-end', 'git', 'scrum', 'cloud', 'agile', 'jira', 'kanban']","United States",,,"",60,"Gannett | USA TODAY NETWORK","Media Production","10,001+ employees",
15355,2721663486,2020-09-02 00:00:00.000,"Software Engineer","Javascript Php Software Engineer","","Full-time","Mid-Senior level",0,"['php', 'javascript']","United States",,,"",,"Latitude Inc","Staffing & Recruiting","11-50 employees",
15371,2735178370,2020-09-03 00:00:00.000,"Software Engineer","Software Engineer I","","Full-time","Mid-Senior level",4,"['cloud', 'javascript', 'git', 'aws']","United States",,,"",370,"C2FO","Financial Services","201-500 employees",
15736,2656846773,2020-09-20 00:00:00.000,"Software Engineer","Senior Software Engineer, Data","","Full-time","Associate",4,"['warehousing', 'backend', 'airflow', 'java', 'kotlin', 'python', 'programming', 'snowflake', 'sql', 'nosql']","United States",,,"",140,"Brex","Financial Services","501-1,000 employees",
15875,2684265531,2020-09-25 00:00:00.000,"Software Engineer","Senior Software Engineer , Blockchain Integration Team","","Full-time","Mid-Senior level",6,"['docker', 'server', 'back-end', 'mongodb']","United States",,,"",10,"BitGo","Financial Services","51-200 employees",
15884,2509158782,2020-09-26 00:00:00.000,"Software Engineer","Opi, Senior Software Engineer","","Full-time","Associate",4,"['cloud', 'hadoop', 'gcp', 'json', 'spark', 'backend', 'java', 'aws', 'azure', 'scala']","United States",,,"",,"LiveRamp","Marketing & Advertising","501-1,000 employees",
15965,2718415910,2020-09-29 00:00:00.000,"Software Engineer","Software Engineer In Test","","Full-time","Mid-Senior level",6,"['python', 'ios', 'backend']","United States",,,"",280,"Sendwave (International Remittance)","Financial Services","51-200 employees",
16303,2721744371,2020-10-13 00:00:00.000,"Software Engineer","Software Engineer, Full Stack","","Full-time","Entry level",3,"['cloud', 'javascript', 'ruby', 'python', 'gcp', 'css', 'programming', 'iot', 'aws', 'html', 'sql', 'go']","United States",,,"",390,"Owlet Baby Care","Health, Wellness & Fitness","51-200 employees",
16477,2722830704,2020-10-26 00:00:00.000,"Software Engineer","Full Stack Javascript Software Engineer","","Full-time","Mid-Senior level",4,"['node.js', 'backend', 'frontend', 'vue', 'bloomberg', 'css', 'javascript', 'html', 'rust', 'sql', 'go']","United States",,,"",100,"Gravity IT Resources","Staffing & Recruiting","51-200 employees",
16863,2692121834,2020-12-26 00:00:00.000,"Software Engineer","Senior Software Engineer, Supplier Experience","","Full-time","Mid-Senior level",3,"['datadog', 'cloud', 'docker', 'server', 'codebase', 'postgresql', 'sql']","United States",,,"",,"Wayfair","Retail","10,001+ employees",
17098,2710915520,2021-01-10 00:00:00.000,"Software Engineer","Lead Software Engineer","","Full-time","Mid-Senior level",4,"['cloud', 'javascript', 'agile', 'asp.net', 'html5', 'back-end', 'json', 'programming', 'c', 'codebase', 'nosql', 'jquery']","United States",,,"",10,"Advantage Solutions: Sales, Marketing, Technology","Consumer Goods","10,001+ employees",
17617,2532295451,2021-02-04 00:00:00.000,"Software Engineer","Software Engineer, Data Analytics Platform","","Full-time","Entry level",1,"['warehousing', 'backend', 'airflow', 'java', 'kotlin', 'python', 'programming', 'snowflake', 'sql', 'nosql']","United States",,,"",470,"Brex","Financial Services","501-1,000 employees",
17766,2698176387,2021-02-09 00:00:00.000,"Software Engineer","Senior Software Engineer, Guideex Team","","Full-time","Mid-Senior level",8,"['ci/cd', 'javascript', 'postgres']","United States",,,"",10,"Cleo","Health, Wellness & Fitness","51-200 employees",
18261,2716167951,2021-02-24 00:00:00.000,"Software Engineer","Software Engineer, Release Engineering","","Full-time","Entry level",3,"['backend', 'ci/cd', 'cloud', 'kotlin', 'python', 'programming']","United States",,,"",150,"Brex","Financial Services","501-1,000 employees",
18358,2644892834,2021-02-26 00:00:00.000,"Software Engineer","Software Engineer, Backend","","Full-time","Entry level",2,"['backend', 'codebase', 'java', 'kotlin', 'postgresql']","United States",,,"",790,"hims & hers","Health, Wellness & Fitness","51-200 employees",
18364,2707887544,2021-02-26 00:00:00.000,"Software Engineer","Lead Software Engineer","","Full-time","Mid-Senior level",6,"['agile', 'saas']","United States",,,"",20,"Cisco","Computer Networking","10,001+ employees",
18373,2592626314,2021-02-26 00:00:00.000,"Software Engineer","Backend Software Engineer, Platform","","Full-time","Entry level",1,"['jupyter', 'agile', 'python', 'jira', 'hadoop', 'docker', 'back-end', 'node.js', 'devops', 'spark', 'warehousing', 'codebase', 'java', 'snowflake', 'scala', 'airflow', 'postgres']","United States",,,"",320,"VideoAmp","Marketing & Advertising","201-500 employees",
18565,2716798565,2021-03-03 00:00:00.000,"Software Engineer","Senior .Net Software Engineer","","Full-time","Director",12,"['cloud', 'java', 'aws', 'agile', 'c/c++', 'azure', 'c']","United States",,,"",30,"Assurant","Insurance","10,001+ employees",
18588,2592607457,2021-03-04 00:00:00.000,"Software Engineer","Content Software Engineer, Labs Specialist","","Full-time","Entry level",2,"['github', 'git', 'programming']","United States",,,"",50,"Wiley","Publishing","1,001-5,000 employees",
18657,2634847211,2021-03-06 00:00:00.000,"Software Engineer","Software Engineer, Back-End","","Full-time","Associate",3,"['agile', 'back-end', 'programming', 'mongodb', 'devops', 'java', 'aws', 'mysql', 'nosql', 'kotlin']","United States",,,"",80,"EAB","Education Management","1,001-5,000 employees",
18663,2691466395,2021-03-06 00:00:00.000,"Software Engineer","Senior Software Engineer, Data Platform And Engineering","","Full-time","Associate",4,"['database', 'cloud', 'data_lakes', 'ruby', 'python', 'docker', 'c', 'spark', 'java', 'aws', 'etl', 'machine_learning', 'go', 'scala']","United States",,,"",10,"Terminus","Marketing & Advertising","201-500 employees",
18667,2722212731,2021-03-06 00:00:00.000,"Software Engineer","Software Engineer, Ios","","Full-time","Entry level",3,"['word', 'bloomberg', 'agile', 'ios', 'coding']","United States",,,"",50,"Zillow","Real Estate","5,001-10,000 employees",
18724,2698105773,2021-03-07 00:00:00.000,"Software Engineer","Principal Software Engineer","","Full-time","Associate",3,"['backend', 'redis', 'java', 'aws', 'mysql', 'programming', 'docker']","United States",,,"",30,"Envestnet, Inc","Financial Services","1,001-5,000 employees",
18737,2722853464,2021-03-08 00:00:00.000,"Software Engineer","Back End Software Engineer","","Full-time","Mid-Senior level",6,"['back-end', 'node.js', 'backend', 'frontend', 'bloomberg', 'css', 'javascript', 'html', 'rust', 'sql', 'go']","United States",,,"",80,"Gravity IT Resources","Staffing & Recruiting","51-200 employees",
