FinanceKey,DateKey,OrganizationKey,DepartmentGroupKey,ScenarioKey,AccountKey,Amount,Date
37753,20131029,8,6,1,91,-312.55,2013-10-29 00:00:00.000
37754,20131029,8,6,1,92,523.82,2013-10-29 00:00:00.000
37755,20131029,8,6,1,94,43023.09,2013-10-29 00:00:00.000
37756,20131029,8,6,1,96,8,2013-10-29 00:00:00.000
37757,20131029,8,6,1,97,1660,2013-10-29 00:00:00.000
37758,20131029,8,6,1,99,34500,2013-10-29 00:00:00.000
37759,20131029,8,6,1,101,718975.08,2013-10-29 00:00:00.000
38874,20131129,8,6,1,52,21507.54,2013-11-29 00:00:00.000
38875,20131129,8,6,1,53,10754.31,2013-11-29 00:00:00.000
38876,20131129,8,6,1,54,11211.9,2013-11-29 00:00:00.000
38877,20131129,8,6,1,56,303812.8,2013-11-29 00:00:00.000
38878,20131129,8,6,1,57,64520.47,2013-11-29 00:00:00.000
38879,20131129,8,6,1,60,60776.46,2013-11-29 00:00:00.000
38880,20131129,8,6,1,61,7484.55,2013-11-29 00:00:00.000
38881,20131129,8,6,1,62,3742.06,2013-11-29 00:00:00.000
38882,20131129,8,6,1,63,53767.23,2013-11-29 00:00:00.000
38883,20131129,8,6,1,65,607.15,2013-11-29 00:00:00.000
38884,20131129,8,6,1,66,552.61,2013-11-29 00:00:00.000
38885,20131129,8,6,1,67,292,2013-11-29 00:00:00.000
38886,20131129,8,6,1,68,219.27,2013-11-29 00:00:00.000
38887,20131129,8,6,1,69,61.69,2013-11-29 00:00:00.000
38888,20131129,8,6,1,71,95.02,2013-11-29 00:00:00.000
38889,20131129,8,6,1,72,3226.9,2013-11-29 00:00:00.000
38890,20131129,8,6,1,73,442,2013-11-29 00:00:00.000
38891,20131129,8,6,1,74,464.73,2013-11-29 00:00:00.000
38892,20131129,8,6,1,76,8657.3,2013-11-29 00:00:00.000
38893,20131129,8,6,1,77,1025.34,2013-11-29 00:00:00.000
38894,20131129,8,6,1,78,305.63,2013-11-29 00:00:00.000
38895,20131129,8,6,1,80,1146.56,2013-11-29 00:00:00.000
38896,20131129,8,6,1,81,710.19,2013-11-29 00:00:00.000
38897,20131129,8,6,1,82,67.75,2013-11-29 00:00:00.000
38898,20131129,8,6,1,83,237.45,2013-11-29 00:00:00.000
38899,20131129,8,6,1,84,195.02,2013-11-29 00:00:00.000
38900,20131129,8,6,1,85,190.48,2013-11-29 00:00:00.000
38901,20131129,8,6,1,87,1092.01,2013-11-29 00:00:00.000
38902,20131129,8,6,1,89,190.48,2013-11-29 00:00:00.000
38903,20131129,8,6,1,90,292,2013-11-29 00:00:00.000
38904,20131129,8,6,1,91,-232.25,2013-11-29 00:00:00.000
38905,20131129,8,6,1,92,388.97,2013-11-29 00:00:00.000
38906,20131129,8,6,1,94,71684.24,2013-11-29 00:00:00.000
38907,20131129,8,6,1,96,8,2013-11-29 00:00:00.000
38908,20131129,8,6,1,97,2018,2013-11-29 00:00:00.000
38909,20131129,8,6,1,99,34500,2013-11-29 00:00:00.000
38910,20131129,8,6,1,101,1075340.81,2013-11-29 00:00:00.000
49,20101229,3,6,1,52,3059,2010-12-29 00:00:00.000
52,20101229,3,6,1,53,2294,2010-12-29 00:00:00.000
53,20101229,3,6,1,56,33968,2010-12-29 00:00:00.000
56,20101229,3,6,1,57,3186,2010-12-29 00:00:00.000
57,20101229,3,6,1,60,16320,2010-12-29 00:00:00.000
60,20101229,3,6,1,61,1632,2010-12-29 00:00:00.000
61,20101229,3,6,1,62,979,2010-12-29 00:00:00.000
64,20101229,3,6,1,63,1912,2010-12-29 00:00:00.000
65,20101229,3,6,1,65,220,2010-12-29 00:00:00.000
68,20101229,3,6,1,66,200,2010-12-29 00:00:00.000
69,20101229,3,6,1,67,104,2010-12-29 00:00:00.000
72,20101229,3,6,1,68,76,2010-12-29 00:00:00.000
73,20101229,3,6,1,69,22,2010-12-29 00:00:00.000
74,20101229,3,6,1,71,32,2010-12-29 00:00:00.000
77,20101229,3,6,1,72,153,2010-12-29 00:00:00.000
78,20101229,3,6,1,73,151,2010-12-29 00:00:00.000
81,20101229,3,6,1,74,96,2010-12-29 00:00:00.000
82,20101229,3,6,1,76,486,2010-12-29 00:00:00.000
85,20101229,3,6,1,77,346,2010-12-29 00:00:00.000
86,20101229,3,6,1,78,113,2010-12-29 00:00:00.000
89,20101229,3,6,1,80,449,2010-12-29 00:00:00.000
90,20101229,3,6,1,81,278,2010-12-29 00:00:00.000
93,20101229,3,6,1,82,29,2010-12-29 00:00:00.000
94,20101229,3,6,1,83,102,2010-12-29 00:00:00.000
97,20101229,3,6,1,84,92,2010-12-29 00:00:00.000
98,20101229,3,6,1,85,82,2010-12-29 00:00:00.000
101,20101229,3,6,1,87,360,2010-12-29 00:00:00.000
102,20101229,3,6,1,89,179,2010-12-29 00:00:00.000
103,20101229,3,6,1,90,276,2010-12-29 00:00:00.000
104,20101229,3,6,1,91,-221,2010-12-29 00:00:00.000
105,20101229,3,6,1,92,368,2010-12-29 00:00:00.000
106,20101229,3,6,1,94,3642,2010-12-29 00:00:00.000
107,20101229,3,6,1,96,8,2010-12-29 00:00:00.000
108,20101229,3,6,1,97,98,2010-12-29 00:00:00.000
109,20101229,3,6,1,99,45000,2010-12-29 00:00:00.000
110,20101229,3,6,1,101,76475,2010-12-29 00:00:00.000
1179,20110129,3,6,1,52,6525,2011-01-29 00:00:00.000
1182,20110129,3,6,1,53,5220,2011-01-29 00:00:00.000
1183,20110129,3,6,1,56,56580,2011-01-29 00:00:00.000
1185,20110129,3,6,1,60,15040,2011-01-29 00:00:00.000
1188,20110129,3,6,1,61,1805,2011-01-29 00:00:00.000
1189,20110129,3,6,1,62,1504,2011-01-29 00:00:00.000
1192,20110129,3,6,1,63,2610,2011-01-29 00:00:00.000
1193,20110129,3,6,1,65,344,2011-01-29 00:00:00.000
1196,20110129,3,6,1,66,313,2011-01-29 00:00:00.000
1197,20110129,3,6,1,67,156,2011-01-29 00:00:00.000
1200,20110129,3,6,1,68,116,2011-01-29 00:00:00.000
1201,20110129,3,6,1,69,34,2011-01-29 00:00:00.000
1202,20110129,3,6,1,71,28,2011-01-29 00:00:00.000
1205,20110129,3,6,1,72,131,2011-01-29 00:00:00.000
1206,20110129,3,6,1,73,203,2011-01-29 00:00:00.000
1209,20110129,3,6,1,74,135,2011-01-29 00:00:00.000
1210,20110129,3,6,1,76,787,2011-01-29 00:00:00.000
1213,20110129,3,6,1,77,392,2011-01-29 00:00:00.000
1214,20110129,3,6,1,78,113,2011-01-29 00:00:00.000
1217,20110129,3,6,1,80,454,2011-01-29 00:00:00.000
1218,20110129,3,6,1,81,281,2011-01-29 00:00:00.000
1221,20110129,3,6,1,82,29,2011-01-29 00:00:00.000
1222,20110129,3,6,1,83,102,2011-01-29 00:00:00.000
1225,20110129,3,6,1,84,92,2011-01-29 00:00:00.000
1226,20110129,3,6,1,85,82,2011-01-29 00:00:00.000
1229,20110129,3,6,1,87,360,2011-01-29 00:00:00.000
1230,20110129,3,6,1,89,179,2011-01-29 00:00:00.000
1231,20110129,3,6,1,90,276,2011-01-29 00:00:00.000
1232,20110129,3,6,1,91,-221,2011-01-29 00:00:00.000
1233,20110129,3,6,1,92,368,2011-01-29 00:00:00.000
1234,20110129,3,6,1,94,6860,2011-01-29 00:00:00.000
1235,20110129,3,6,1,96,8,2011-01-29 00:00:00.000
1236,20110129,3,6,1,97,177,2011-01-29 00:00:00.000
1237,20110129,3,6,1,99,45000,2011-01-29 00:00:00.000
1239,20110129,3,6,1,101,130511,2011-01-29 00:00:00.000
2301,20110301,3,6,1,52,4772,2011-03-01 00:00:00.000
2304,20110301,3,6,1,53,7954,2011-03-01 00:00:00.000
2305,20110301,3,6,1,56,52820,2011-03-01 00:00:00.000
2308,20110301,3,6,1,57,3977,2011-03-01 00:00:00.000
2309,20110301,3,6,1,60,13720,2011-03-01 00:00:00.000
2312,20110301,3,6,1,61,1372,2011-03-01 00:00:00.000
2313,20110301,3,6,1,62,1098,2011-03-01 00:00:00.000
2316,20110301,3,6,1,63,3182,2011-03-01 00:00:00.000
2317,20110301,3,6,1,65,252,2011-03-01 00:00:00.000
2320,20110301,3,6,1,66,229,2011-03-01 00:00:00.000
2321,20110301,3,6,1,67,116,2011-03-01 00:00:00.000
2324,20110301,3,6,1,68,88,2011-03-01 00:00:00.000
2325,20110301,3,6,1,69,25,2011-03-01 00:00:00.000
2326,20110301,3,6,1,71,35,2011-03-01 00:00:00.000
2329,20110301,3,6,1,72,159,2011-03-01 00:00:00.000
2330,20110301,3,6,1,73,159,2011-03-01 00:00:00.000
2333,20110301,3,6,1,74,115,2011-03-01 00:00:00.000
2334,20110301,3,6,1,76,836,2011-03-01 00:00:00.000
2337,20110301,3,6,1,77,324,2011-03-01 00:00:00.000
2338,20110301,3,6,1,78,92,2011-03-01 00:00:00.000
2341,20110301,3,6,1,80,349,2011-03-01 00:00:00.000
2342,20110301,3,6,1,81,216,2011-03-01 00:00:00.000
2345,20110301,3,6,1,82,21,2011-03-01 00:00:00.000
2346,20110301,3,6,1,83,74,2011-03-01 00:00:00.000
2349,20110301,3,6,1,84,63,2011-03-01 00:00:00.000
2350,20110301,3,6,1,85,59,2011-03-01 00:00:00.000
2353,20110301,3,6,1,87,315,2011-03-01 00:00:00.000
2354,20110301,3,6,1,89,123,2011-03-01 00:00:00.000
2355,20110301,3,6,1,90,189,2011-03-01 00:00:00.000
2356,20110301,3,6,1,91,-151,2011-03-01 00:00:00.000
2357,20110301,3,6,1,92,252,2011-03-01 00:00:00.000
2358,20110301,3,6,1,94,7822,2011-03-01 00:00:00.000
2359,20110301,3,6,1,96,7,2011-03-01 00:00:00.000
2360,20110301,3,6,1,97,229,2011-03-01 00:00:00.000
2361,20110301,3,6,1,99,45000,2011-03-01 00:00:00.000
2363,20110301,3,6,1,101,159092,2011-03-01 00:00:00.000
3417,20110331,3,6,1,52,3883,2011-03-31 00:00:00.000
3420,20110331,3,6,1,53,2588,2011-03-31 00:00:00.000
3421,20110331,3,6,1,54,1,2011-03-31 00:00:00.000
3424,20110331,3,6,1,56,61418,2011-03-31 00:00:00.000
3425,20110331,3,6,1,57,2157,2011-03-31 00:00:00.000
3427,20110331,3,6,1,60,14400,2011-03-31 00:00:00.000
3430,20110331,3,6,1,61,1296,2011-03-31 00:00:00.000
3431,20110331,3,6,1,62,1008,2011-03-31 00:00:00.000
3434,20110331,3,6,1,63,2589,2011-03-31 00:00:00.000
3435,20110331,3,6,1,65,240,2011-03-31 00:00:00.000
3438,20110331,3,6,1,66,218,2011-03-31 00:00:00.000
3439,20110331,3,6,1,67,112,2011-03-31 00:00:00.000
3442,20110331,3,6,1,68,84,2011-03-31 00:00:00.000
3443,20110331,3,6,1,69,24,2011-03-31 00:00:00.000
3444,20110331,3,6,1,71,24,2011-03-31 00:00:00.000
3447,20110331,3,6,1,72,259,2011-03-31 00:00:00.000
3448,20110331,3,6,1,73,161,2011-03-31 00:00:00.000
3451,20110331,3,6,1,74,103,2011-03-31 00:00:00.000
3452,20110331,3,6,1,76,703,2011-03-31 00:00:00.000
3455,20110331,3,6,1,77,353,2011-03-31 00:00:00.000
3456,20110331,3,6,1,78,101,2011-03-31 00:00:00.000
3459,20110331,3,6,1,80,382,2011-03-31 00:00:00.000
3460,20110331,3,6,1,81,237,2011-03-31 00:00:00.000
3463,20110331,3,6,1,82,23,2011-03-31 00:00:00.000
3464,20110331,3,6,1,83,79,2011-03-31 00:00:00.000
3467,20110331,3,6,1,84,66,2011-03-31 00:00:00.000
3468,20110331,3,6,1,85,63,2011-03-31 00:00:00.000
3471,20110331,3,6,1,87,360,2011-03-31 00:00:00.000
3472,20110331,3,6,1,89,128,2011-03-31 00:00:00.000
3473,20110331,3,6,1,90,196,2011-03-31 00:00:00.000
3474,20110331,3,6,1,91,-157,2011-03-31 00:00:00.000
3475,20110331,3,6,1,92,262,2011-03-31 00:00:00.000
3476,20110331,3,6,1,94,5530,2011-03-31 00:00:00.000
3477,20110331,3,6,1,96,8,2011-03-31 00:00:00.000
3478,20110331,3,6,1,97,180,2011-03-31 00:00:00.000
3479,20110331,3,6,1,99,45000,2011-03-31 00:00:00.000
3480,20110331,3,6,1,101,129439,2011-03-31 00:00:00.000
4539,20110501,3,6,1,52,8357,2011-05-01 00:00:00.000
4542,20110501,3,6,1,53,2089,2011-05-01 00:00:00.000
4543,20110501,3,6,1,56,83477,2011-05-01 00:00:00.000
4546,20110501,3,6,1,57,8706,2011-05-01 00:00:00.000
4547,20110501,3,6,1,60,13020,2011-05-01 00:00:00.000
4550,20110501,3,6,1,61,1172,2011-05-01 00:00:00.000
4551,20110501,3,6,1,62,781,2011-05-01 00:00:00.000
4554,20110501,3,6,1,63,3134,2011-05-01 00:00:00.000
4555,20110501,3,6,1,65,196,2011-05-01 00:00:00.000
4558,20110501,3,6,1,66,178,2011-05-01 00:00:00.000
4559,20110501,3,6,1,67,91,2011-05-01 00:00:00.000
4562,20110501,3,6,1,68,70,2011-05-01 00:00:00.000
4563,20110501,3,6,1,69,20,2011-05-01 00:00:00.000
4564,20110501,3,6,1,71,28,2011-05-01 00:00:00.000
4567,20110501,3,6,1,72,104,2011-05-01 00:00:00.000
4568,20110501,3,6,1,73,137,2011-05-01 00:00:00.000
4571,20110501,3,6,1,74,96,2011-05-01 00:00:00.000
4572,20110501,3,6,1,76,970,2011-05-01 00:00:00.000
4575,20110501,3,6,1,77,302,2011-05-01 00:00:00.000
4576,20110501,3,6,1,78,91,2011-05-01 00:00:00.000
4579,20110501,3,6,1,80,345,2011-05-01 00:00:00.000
4580,20110501,3,6,1,81,214,2011-05-01 00:00:00.000
4583,20110501,3,6,1,82,21,2011-05-01 00:00:00.000
4584,20110501,3,6,1,83,74,2011-05-01 00:00:00.000
4587,20110501,3,6,1,84,62,2011-05-01 00:00:00.000
4588,20110501,3,6,1,85,59,2011-05-01 00:00:00.000
4591,20110501,3,6,1,87,315,2011-05-01 00:00:00.000
4592,20110501,3,6,1,89,122,2011-05-01 00:00:00.000
4593,20110501,3,6,1,90,186,2011-05-01 00:00:00.000
4594,20110501,3,6,1,91,-149,2011-05-01 00:00:00.000
4595,20110501,3,6,1,92,249,2011-05-01 00:00:00.000
4596,20110501,3,6,1,94,9518,2011-05-01 00:00:00.000
4597,20110501,3,6,1,96,7,2011-05-01 00:00:00.000
4598,20110501,3,6,1,97,267,2011-05-01 00:00:00.000
4599,20110501,3,6,1,99,45000,2011-05-01 00:00:00.000
4600,20110501,3,6,1,101,208944,2011-05-01 00:00:00.000
5663,20110531,3,6,1,52,1987,2011-05-31 00:00:00.000
5666,20110531,3,6,1,53,1987,2011-05-31 00:00:00.000
5667,20110531,3,6,1,54,7,2011-05-31 00:00:00.000
5670,20110531,3,6,1,56,62400,2011-05-31 00:00:00.000
5671,20110531,3,6,1,57,6625,2011-05-31 00:00:00.000
5674,20110531,3,6,1,60,13720,2011-05-31 00:00:00.000
5676,20110531,3,6,1,61,1646,2011-05-31 00:00:00.000
5677,20110531,3,6,1,62,823,2011-05-31 00:00:00.000
5680,20110531,3,6,1,63,2981,2011-05-31 00:00:00.000
5681,20110531,3,6,1,65,186,2011-05-31 00:00:00.000
5683,20110531,3,6,1,66,169,2011-05-31 00:00:00.000
5685,20110531,3,6,1,67,88,2011-05-31 00:00:00.000
5688,20110531,3,6,1,68,67,2011-05-31 00:00:00.000
5689,20110531,3,6,1,69,19,2011-05-31 00:00:00.000
5690,20110531,3,6,1,71,32,2011-05-31 00:00:00.000
5692,20110531,3,6,1,72,398,2011-05-31 00:00:00.000
5695,20110531,3,6,1,73,132,2011-05-31 00:00:00.000
5697,20110531,3,6,1,74,93,2011-05-31 00:00:00.000
5698,20110531,3,6,1,76,922,2011-05-31 00:00:00.000
5700,20110531,3,6,1,77,299,2011-05-31 00:00:00.000
5703,20110531,3,6,1,78,97,2011-05-31 00:00:00.000
5705,20110531,3,6,1,80,375,2011-05-31 00:00:00.000
5706,20110531,3,6,1,81,232,2011-05-31 00:00:00.000
5708,20110531,3,6,1,82,24,2011-05-31 00:00:00.000
5711,20110531,3,6,1,83,83,2011-05-31 00:00:00.000
5712,20110531,3,6,1,84,73,2011-05-31 00:00:00.000
5714,20110531,3,6,1,85,66,2011-05-31 00:00:00.000
5716,20110531,3,6,1,87,315,2011-05-31 00:00:00.000
5718,20110531,3,6,1,89,142,2011-05-31 00:00:00.000
5719,20110531,3,6,1,90,218,2011-05-31 00:00:00.000
5720,20110531,3,6,1,91,-174,2011-05-31 00:00:00.000
5721,20110531,3,6,1,92,291,2011-05-31 00:00:00.000
5722,20110531,3,6,1,94,12264,2011-05-31 00:00:00.000
5723,20110531,3,6,1,96,7,2011-05-31 00:00:00.000
5724,20110531,3,6,1,97,294,2011-05-31 00:00:00.000
5725,20110531,3,6,1,99,45000,2011-05-31 00:00:00.000
5726,20110531,3,6,1,101,198765,2011-05-31 00:00:00.000
6789,20110701,3,6,1,52,4467,2011-07-01 00:00:00.000
6792,20110701,3,6,1,53,5956,2011-07-01 00:00:00.000
6793,20110701,3,6,1,56,64718,2011-07-01 00:00:00.000
6796,20110701,3,6,1,57,1240,2011-07-01 00:00:00.000
6798,20110701,3,6,1,60,15680,2011-07-01 00:00:00.000
6800,20110701,3,6,1,61,1254,2011-07-01 00:00:00.000
6802,20110701,3,6,1,62,784,2011-07-01 00:00:00.000
6804,20110701,3,6,1,63,2978,2011-07-01 00:00:00.000
6805,20110701,3,6,1,65,180,2011-07-01 00:00:00.000
6807,20110701,3,6,1,66,164,2011-07-01 00:00:00.000
6810,20110701,3,6,1,67,88,2011-07-01 00:00:00.000
6811,20110701,3,6,1,68,64,2011-07-01 00:00:00.000
6813,20110701,3,6,1,69,18,2011-07-01 00:00:00.000
6814,20110701,3,6,1,71,40,2011-07-01 00:00:00.000
6817,20110701,3,6,1,72,74,2011-07-01 00:00:00.000
6819,20110701,3,6,1,73,135,2011-07-01 00:00:00.000
6820,20110701,3,6,1,74,84,2011-07-01 00:00:00.000
6822,20110701,3,6,1,76,732,2011-07-01 00:00:00.000
6824,20110701,3,6,1,77,331,2011-07-01 00:00:00.000
6827,20110701,3,6,1,78,114,2011-07-01 00:00:00.000
6829,20110701,3,6,1,80,454,2011-07-01 00:00:00.000
6831,20110701,3,6,1,81,281,2011-07-01 00:00:00.000
6832,20110701,3,6,1,82,30,2011-07-01 00:00:00.000
6834,20110701,3,6,1,83,103,2011-07-01 00:00:00.000
6837,20110701,3,6,1,84,93,2011-07-01 00:00:00.000
6838,20110701,3,6,1,85,82,2011-07-01 00:00:00.000
6841,20110701,3,6,1,87,360,2011-07-01 00:00:00.000
6842,20110701,3,6,1,89,181,2011-07-01 00:00:00.000
6843,20110701,3,6,1,90,278,2011-07-01 00:00:00.000
6844,20110701,3,6,1,91,-222,2011-07-01 00:00:00.000
6845,20110701,3,6,1,92,371,2011-07-01 00:00:00.000
6846,20110701,3,6,1,94,7392,2011-07-01 00:00:00.000
6847,20110701,3,6,1,96,8,2011-07-01 00:00:00.000
6848,20110701,3,6,1,97,149,2011-07-01 00:00:00.000
6849,20110701,3,6,1,99,45000,2011-07-01 00:00:00.000
6850,20110701,3,6,1,101,148905,2011-07-01 00:00:00.000
7909,20110801,3,6,1,52,5613,2011-08-01 00:00:00.000
7912,20110801,3,6,1,53,1871,2011-08-01 00:00:00.000
7913,20110801,3,6,1,56,87865,2011-08-01 00:00:00.000
7916,20110801,3,6,1,57,3118,2011-08-01 00:00:00.000
7918,20110801,3,6,1,60,16000,2011-08-01 00:00:00.000
7919,20110801,3,6,1,61,1440,2011-08-01 00:00:00.000
7922,20110801,3,6,1,62,1120,2011-08-01 00:00:00.000
7924,20110801,3,6,1,63,1871,2011-08-01 00:00:00.000
7925,20110801,3,6,1,65,244,2011-08-01 00:00:00.000
7927,20110801,3,6,1,66,222,2011-08-01 00:00:00.000
7929,20110801,3,6,1,67,112,2011-08-01 00:00:00.000
7932,20110801,3,6,1,68,84,2011-08-01 00:00:00.000
7933,20110801,3,6,1,69,24,2011-08-01 00:00:00.000
7934,20110801,3,6,1,71,24,2011-08-01 00:00:00.000
7936,20110801,3,6,1,72,281,2011-08-01 00:00:00.000
7938,20110801,3,6,1,73,161,2011-08-01 00:00:00.000
7941,20110801,3,6,1,74,104,2011-08-01 00:00:00.000
7943,20110801,3,6,1,76,929,2011-08-01 00:00:00.000
7944,20110801,3,6,1,77,353,2011-08-01 00:00:00.000
7947,20110801,3,6,1,78,107,2011-08-01 00:00:00.000
7948,20110801,3,6,1,80,416,2011-08-01 00:00:00.000
7951,20110801,3,6,1,81,257,2011-08-01 00:00:00.000
7953,20110801,3,6,1,82,26,2011-08-01 00:00:00.000
7954,20110801,3,6,1,83,90,2011-08-01 00:00:00.000
7956,20110801,3,6,1,84,78,2011-08-01 00:00:00.000
7958,20110801,3,6,1,85,72,2011-08-01 00:00:00.000
7960,20110801,3,6,1,87,360,2011-08-01 00:00:00.000
7962,20110801,3,6,1,89,151,2011-08-01 00:00:00.000
7963,20110801,3,6,1,90,232,2011-08-01 00:00:00.000
7964,20110801,3,6,1,91,-186,2011-08-01 00:00:00.000
7965,20110801,3,6,1,92,310,2011-08-01 00:00:00.000
7966,20110801,3,6,1,94,8246,2011-08-01 00:00:00.000
7967,20110801,3,6,1,96,8,2011-08-01 00:00:00.000
7968,20110801,3,6,1,97,200,2011-08-01 00:00:00.000
7969,20110801,3,6,1,99,45000,2011-08-01 00:00:00.000
7971,20110801,3,6,1,101,187106,2011-08-01 00:00:00.000
9031,20110829,3,6,1,52,10765,2011-08-29 00:00:00.000
9033,20110829,3,6,1,53,7689,2011-08-29 00:00:00.000
9035,20110829,3,6,1,56,61152,2011-08-29 00:00:00.000
9038,20110829,3,6,1,57,5126,2011-08-29 00:00:00.000
9040,20110829,3,6,1,60,14560,2011-08-29 00:00:00.000
9041,20110829,3,6,1,61,1602,2011-08-29 00:00:00.000
9043,20110829,3,6,1,62,1019,2011-08-29 00:00:00.000
9045,20110829,3,6,1,63,1538,2011-08-29 00:00:00.000
9047,20110829,3,6,1,65,236,2011-08-29 00:00:00.000
9050,20110829,3,6,1,66,215,2011-08-29 00:00:00.000
9052,20110829,3,6,1,67,108,2011-08-29 00:00:00.000
9053,20110829,3,6,1,68,84,2011-08-29 00:00:00.000
9055,20110829,3,6,1,69,24,2011-08-29 00:00:00.000
9056,20110829,3,6,1,71,28,2011-08-29 00:00:00.000
9058,20110829,3,6,1,72,154,2011-08-29 00:00:00.000
9060,20110829,3,6,1,73,161,2011-08-29 00:00:00.000
9063,20110829,3,6,1,74,101,2011-08-29 00:00:00.000
9064,20110829,3,6,1,76,791,2011-08-29 00:00:00.000
9066,20110829,3,6,1,77,349,2011-08-29 00:00:00.000
9069,20110829,3,6,1,78,105,2011-08-29 00:00:00.000
9070,20110829,3,6,1,80,403,2011-08-29 00:00:00.000
9073,20110829,3,6,1,81,250,2011-08-29 00:00:00.000
9074,20110829,3,6,1,82,25,2011-08-29 00:00:00.000
9077,20110829,3,6,1,83,86,2011-08-29 00:00:00.000
9079,20110829,3,6,1,84,74,2011-08-29 00:00:00.000
9081,20110829,3,6,1,85,69,2011-08-29 00:00:00.000
9083,20110829,3,6,1,87,360,2011-08-29 00:00:00.000
9084,20110829,3,6,1,89,144,2011-08-29 00:00:00.000
9085,20110829,3,6,1,90,220,2011-08-29 00:00:00.000
9086,20110829,3,6,1,91,-176,2011-08-29 00:00:00.000
9087,20110829,3,6,1,92,294,2011-08-29 00:00:00.000
9088,20110829,3,6,1,94,7230,2011-08-29 00:00:00.000
9089,20110829,3,6,1,96,8,2011-08-29 00:00:00.000
9090,20110829,3,6,1,97,212,2011-08-29 00:00:00.000
9091,20110829,3,6,1,99,45000,2011-08-29 00:00:00.000
9093,20110829,3,6,1,101,153797,2011-08-29 00:00:00.000
10147,20110929,3,6,1,52,4256,2011-09-29 00:00:00.000
10149,20110929,3,6,1,53,6384,2011-09-29 00:00:00.000
10151,20110929,3,6,1,56,75718,2011-09-29 00:00:00.000
10153,20110929,3,6,1,57,5320,2011-09-29 00:00:00.000
10155,20110929,3,6,1,60,15939,2011-09-29 00:00:00.000
10158,20110929,3,6,1,61,1472,2011-09-29 00:00:00.000
10160,20110929,3,6,1,62,1145,2011-09-29 00:00:00.000
10162,20110929,3,6,1,63,5321,2011-09-29 00:00:00.000
10163,20110929,3,6,1,65,217,2011-09-29 00:00:00.000
10165,20110929,3,6,1,66,197,2011-09-29 00:00:00.000
10167,20110929,3,6,1,67,102,2011-09-29 00:00:00.000
10170,20110929,3,6,1,68,74,2011-09-29 00:00:00.000
10171,20110929,3,6,1,69,22,2011-09-29 00:00:00.000
10172,20110929,3,6,1,71,32,2011-09-29 00:00:00.000
10174,20110929,3,6,1,72,106,2011-09-29 00:00:00.000
10177,20110929,3,6,1,73,141,2011-09-29 00:00:00.000
10178,20110929,3,6,1,74,103,2011-09-29 00:00:00.000
10180,20110929,3,6,1,76,1016,2011-09-29 00:00:00.000
10182,20110929,3,6,1,77,312,2011-09-29 00:00:00.000
10185,20110929,3,6,1,78,101,2011-09-29 00:00:00.000
10187,20110929,3,6,1,80,393,2011-09-29 00:00:00.000
10188,20110929,3,6,1,81,243,2011-09-29 00:00:00.000
10191,20110929,3,6,1,82,25,2011-09-29 00:00:00.000
10192,20110929,3,6,1,83,89,2011-09-29 00:00:00.000
10195,20110929,3,6,1,84,80,2011-09-29 00:00:00.000
10197,20110929,3,6,1,85,71,2011-09-29 00:00:00.000
10198,20110929,3,6,1,87,315,2011-09-29 00:00:00.000
10200,20110929,3,6,1,89,155,2011-09-29 00:00:00.000
10201,20110929,3,6,1,90,239,2011-09-29 00:00:00.000
10202,20110929,3,6,1,91,-191,2011-09-29 00:00:00.000
10203,20110929,3,6,1,92,319,2011-09-29 00:00:00.000
10204,20110929,3,6,1,94,12604,2011-09-29 00:00:00.000
10205,20110929,3,6,1,96,7,2011-09-29 00:00:00.000
10206,20110929,3,6,1,97,222,2011-09-29 00:00:00.000
10207,20110929,3,6,1,99,45000,2011-09-29 00:00:00.000
10209,20110929,3,6,1,101,212821,2011-09-29 00:00:00.000
11265,20111029,3,6,1,52,6221,2011-10-29 00:00:00.000
11268,20111029,3,6,1,53,4147,2011-10-29 00:00:00.000
11270,20111029,3,6,1,56,82089,2011-10-29 00:00:00.000
11271,20111029,3,6,1,57,1728,2011-10-29 00:00:00.000
11274,20111029,3,6,1,60,17296,2011-10-29 00:00:00.000
11276,20111029,3,6,1,61,1775,2011-10-29 00:00:00.000
11277,20111029,3,6,1,62,1242,2011-10-29 00:00:00.000
11280,20111029,3,6,1,63,2074,2011-10-29 00:00:00.000
11281,20111029,3,6,1,65,260,2011-10-29 00:00:00.000
11284,20111029,3,6,1,66,237,2011-10-29 00:00:00.000
11285,20111029,3,6,1,67,120,2011-10-29 00:00:00.000
11288,20111029,3,6,1,68,88,2011-10-29 00:00:00.000
11289,20111029,3,6,1,69,26,2011-10-29 00:00:00.000
11290,20111029,3,6,1,71,36,2011-10-29 00:00:00.000
11293,20111029,3,6,1,72,207,2011-10-29 00:00:00.000
11295,20111029,3,6,1,73,166,2011-10-29 00:00:00.000
11297,20111029,3,6,1,74,109,2011-10-29 00:00:00.000
11298,20111029,3,6,1,76,1030,2011-10-29 00:00:00.000
11300,20111029,3,6,1,77,360,2011-10-29 00:00:00.000
11303,20111029,3,6,1,78,106,2011-10-29 00:00:00.000
11305,20111029,3,6,1,80,412,2011-10-29 00:00:00.000
11306,20111029,3,6,1,81,255,2011-10-29 00:00:00.000
11309,20111029,3,6,1,82,26,2011-10-29 00:00:00.000
11310,20111029,3,6,1,83,89,2011-10-29 00:00:00.000
11313,20111029,3,6,1,84,77,2011-10-29 00:00:00.000
