SalesOrderNumber,SalesOrderLineNumber,SalesReasonKey
"SO62055",1,1
"SO62057",1,1
"SO62058",1,1
"SO62059",1,1
"SO62060",1,1
"SO62061",1,1
"SO62062",1,1
"SO62063",1,1
"SO62064",1,1
"SO62066",1,1
"SO62067",1,1
"SO62068",1,1
"SO62069",1,1
"SO62070",1,1
"SO62072",1,1
"SO62073",1,1
"SO62075",1,1
"SO62076",1,1
"SO62078",1,1
"SO62079",1,1
"SO62081",1,1
"SO62082",1,1
"SO62087",1,1
"SO62088",1,1
"SO62089",1,1
"SO62090",1,1
"SO62091",1,1
"SO62092",1,1
"SO62093",1,1
"SO62097",1,1
"SO62098",1,1
"SO62099",1,1
"SO62100",1,1
"SO62101",1,1
"SO62102",1,1
"SO62104",1,1
"SO62105",1,1
"SO62107",1,1
"SO62108",1,1
"SO62111",1,1
"SO62112",1,1
"SO62113",1,1
"SO62114",1,1
"SO62115",1,1
"SO62116",1,1
"SO62117",1,1
"SO62118",1,1
"SO62119",1,1
"SO62120",1,1
"SO62121",1,1
"SO62122",1,1
"SO62123",1,1
"SO62124",1,1
"SO62125",1,1
"SO62126",1,1
"SO62127",1,1
"SO62128",1,1
"SO62129",1,1
"SO62130",1,1
"SO62131",1,1
"SO62132",1,1
"SO62133",1,1
"SO62136",1,1
"SO62138",1,1
"SO62139",1,1
"SO62140",1,1
"SO62144",1,1
"SO62147",1,1
"SO62148",1,1
"SO62150",1,1
"SO62151",1,1
"SO62155",1,1
"SO62158",1,1
"SO62159",1,1
"SO62160",1,1
"SO62161",1,1
"SO62162",1,1
"SO62163",1,1
"SO62164",1,1
"SO62165",1,1
"SO62166",1,1
"SO62167",1,1
"SO62168",1,1
"SO62169",1,1
"SO62170",1,1
"SO62172",1,1
"SO62174",1,1
"SO62176",1,1
"SO62177",1,1
"SO62180",1,1
"SO62181",1,1
"SO62182",1,1
"SO62183",1,1
"SO62184",1,1
"SO62185",1,1
"SO62186",1,1
"SO62187",1,1
"SO62189",1,1
"SO62190",1,1
"SO62191",1,1
"SO62192",1,1
"SO62193",1,1
"SO62194",1,1
"SO62195",1,1
"SO62196",1,1
"SO62197",1,1
"SO62198",1,1
"SO62199",1,1
"SO62200",1,1
"SO62201",1,1
"SO62202",1,1
"SO62203",1,1
"SO62204",1,1
"SO62205",1,1
"SO62207",1,1
"SO62208",1,1
"SO62209",1,1
"SO62210",1,1
"SO62211",1,1
"SO62213",1,1
"SO62214",1,1
"SO62216",1,1
"SO62220",1,1
"SO62222",1,1
"SO62224",1,1
"SO62226",1,1
"SO62227",1,1
"SO62228",1,1
"SO62229",1,1
"SO62231",1,1
"SO62232",1,1
"SO62234",1,1
"SO62235",1,1
"SO62237",1,1
"SO62239",1,1
"SO62241",1,1
"SO62243",1,1
"SO62244",1,1
"SO62245",1,1
"SO62246",1,1
"SO62247",1,1
"SO62248",1,1
"SO62251",1,1
"SO62252",1,1
"SO62253",1,1
"SO62254",1,1
"SO62255",1,1
"SO62257",1,1
"SO62258",1,1
"SO62259",1,1
"SO62260",1,1
"SO62261",1,1
"SO62262",1,1
"SO62263",1,1
"SO62264",1,1
"SO62265",1,1
"SO62266",1,1
"SO62267",1,1
"SO62268",1,1
"SO62269",1,1
"SO62270",1,1
"SO62271",1,1
"SO62272",1,1
"SO62276",1,1
"SO62277",1,1
"SO62279",1,1
"SO62281",1,1
"SO62282",1,1
"SO62283",1,1
"SO62285",1,1
"SO62286",1,1
"SO62287",1,1
"SO62288",1,1
"SO62289",1,1
"SO62290",1,1
"SO62291",1,1
"SO62292",1,1
"SO62293",1,1
"SO62294",1,1
"SO62295",1,1
"SO62297",1,1
"SO62298",1,1
"SO62299",1,1
"SO62300",1,1
"SO62301",1,1
"SO62302",1,1
"SO62304",1,1
"SO62306",1,1
"SO62307",1,1
"SO62309",1,1
"SO62310",1,1
"SO62311",1,1
"SO62312",1,1
"SO62313",1,1
"SO62314",1,1
"SO62315",1,1
"SO62316",1,1
"SO62317",1,1
"SO62318",1,1
"SO62319",1,1
"SO62320",1,1
"SO62321",1,1
"SO62322",1,1
"SO62323",1,1
"SO62324",1,1
"SO62325",1,1
"SO62326",1,1
"SO62327",1,1
"SO62328",1,1
"SO62329",1,1
"SO62330",1,1
"SO62331",1,1
"SO62333",1,1
"SO62334",1,1
"SO62336",1,1
"SO62337",1,1
"SO62340",1,1
"SO62341",1,1
"SO62344",1,1
"SO62347",1,1
"SO62348",1,1
"SO62349",1,1
"SO62350",1,1
"SO62351",1,1
"SO62353",1,1
"SO62354",1,1
"SO62355",1,1
"SO62356",1,1
"SO62357",1,1
"SO62358",1,1
"SO62359",1,1
"SO62360",1,1
"SO62361",1,1
"SO62362",1,1
"SO62363",1,1
"SO62364",1,1
"SO62365",1,1
"SO62366",1,1
"SO62368",1,1
"SO62369",1,1
"SO62370",1,1
"SO62371",1,1
"SO62372",1,1
"SO62373",1,1
"SO62374",1,1
"SO62375",1,1
"SO62376",1,1
"SO62377",1,1
"SO62378",1,1
"SO62379",1,1
"SO62380",1,1
"SO62381",1,1
"SO62382",1,1
"SO62384",1,1
"SO62385",1,1
"SO62387",1,1
"SO62388",1,1
"SO62391",1,1
"SO62392",1,1
"SO62394",1,1
"SO62395",1,1
"SO62397",1,1
"SO62398",1,1
"SO62400",1,1
"SO62401",1,1
"SO62402",1,1
"SO62403",1,1
"SO62404",1,1
"SO62405",1,1
"SO62407",1,1
"SO62408",1,1
"SO62409",1,1
"SO62410",1,1
"SO62412",1,1
"SO62413",1,1
"SO62414",1,1
"SO62415",1,1
"SO62416",1,1
"SO62417",1,1
"SO62418",1,1
"SO62419",1,1
"SO62420",1,1
"SO62421",1,1
"SO62422",1,1
"SO62423",1,1
"SO62424",1,1
"SO62425",1,1
"SO62426",1,1
"SO62427",1,1
"SO62428",1,1
"SO62429",1,1
"SO62430",1,1
"SO62431",1,1
"SO62432",1,1
"SO62433",1,1
"SO62434",1,1
"SO62435",1,1
"SO62436",1,1
"SO62437",1,1
"SO62438",1,1
"SO62439",1,1
"SO62441",1,1
"SO62442",1,1
"SO62443",1,1
"SO62445",1,1
"SO62446",1,1
"SO62447",1,1
"SO62448",1,1
"SO62449",1,1
"SO62450",1,1
"SO62451",1,1
"SO62452",1,1
"SO62455",1,1
"SO62458",1,1
"SO62460",1,1
"SO62462",1,1
"SO62463",1,1
"SO62464",1,1
"SO62466",1,1
"SO62467",1,1
"SO62469",1,1
"SO62471",1,1
"SO62472",1,1
"SO62474",1,1
"SO62475",1,1
"SO62476",1,1
"SO62477",1,1
"SO62478",1,1
"SO62479",1,1
"SO62480",1,1
"SO62485",1,1
"SO62486",1,1
"SO62487",1,1
"SO62488",1,1
"SO62489",1,1
"SO62490",1,1
"SO62491",1,1
"SO62493",1,1
"SO62494",1,1
"SO62495",1,1
"SO62496",1,1
"SO62498",1,1
"SO62500",1,1
"SO62501",1,1
"SO62502",1,1
"SO62503",1,1
"SO62504",1,1
"SO62505",1,1
"SO62506",1,1
"SO62507",1,1
"SO62508",1,1
"SO62509",1,1
"SO62510",1,1
"SO62511",1,1
"SO62514",1,1
"SO62515",1,1
"SO62516",1,1
"SO62518",1,1
"SO62519",1,1
"SO62520",1,1
"SO62524",1,1
"SO62525",1,1
"SO62527",1,1
"SO62531",1,1
"SO62534",1,1
"SO62535",1,1
"SO62537",1,1
"SO62538",1,1
"SO62540",1,1
"SO62541",1,1
"SO62543",1,1
"SO62544",1,1
"SO62545",1,1
"SO62547",1,1
"SO62548",1,1
"SO62549",1,1
"SO62552",1,1
"SO62553",1,1
"SO62554",1,1
"SO62555",1,1
"SO62556",1,1
"SO62557",1,1
"SO62558",1,1
"SO62559",1,1
"SO62560",1,1
"SO62562",1,1
"SO62563",1,1
"SO62564",1,1
"SO62565",1,1
"SO62566",1,1
"SO62567",1,1
"SO62569",1,1
"SO62572",1,1
"SO62574",1,1
"SO62575",1,1
"SO62577",1,1
"SO62579",1,1
"SO62581",1,1
"SO62582",1,1
"SO62583",1,1
"SO62584",1,1
"SO62585",1,1
"SO62587",1,1
"SO62588",1,1
"SO62589",1,1
"SO62590",1,1
"SO62591",1,1
"SO62592",1,1
"SO62593",1,1
"SO62594",1,1
"SO62595",1,1
"SO62597",1,1
"SO62598",1,1
"SO62599",1,1
"SO62600",1,1
"SO62601",1,1
"SO62602",1,1
"SO62603",1,1
"SO62604",1,1
"SO62605",1,1
"SO62606",1,1
"SO62608",1,1
"SO62609",1,1
"SO62610",1,1
"SO62611",1,1
"SO62612",1,1
"SO62613",1,1
"SO62616",1,1
"SO62617",1,1
"SO62618",1,1
"SO62619",1,1
"SO62620",1,1
"SO62621",1,1
"SO62622",1,1
"SO62623",1,1
"SO62624",1,1
"SO62625",1,1
"SO62628",1,1
"SO62629",1,1
"SO62630",1,1
"SO62631",1,1
"SO62634",1,1
"SO62635",1,1
"SO62636",1,1
"SO62637",1,1
"SO62639",1,1
"SO62640",1,1
"SO62641",1,1
"SO62642",1,1
"SO62643",1,1
"SO62644",1,1
"SO62645",1,1
"SO62646",1,1
"SO62648",1,1
"SO62650",1,1
"SO62651",1,1
"SO62652",1,1
"SO62653",1,1
"SO62654",1,1
"SO62655",1,1
"SO62656",1,1
"SO62657",1,1
"SO62658",1,1
"SO62659",1,1
"SO62660",1,1
"SO62661",1,1
"SO62662",1,1
"SO62663",1,1
"SO62664",1,1
"SO62665",1,1
"SO62666",1,1
"SO62667",1,1
"SO62668",1,1
"SO62671",1,1
"SO62672",1,1
"SO62675",1,1
"SO62676",1,1
"SO62677",1,1
"SO62678",1,1
"SO62680",1,1
"SO62681",1,1
"SO62682",1,1
"SO62684",1,1
"SO62685",1,1
"SO62686",1,1
"SO62689",1,1
"SO62690",1,1
"SO62692",1,1
"SO62693",1,1
"SO62694",1,1
"SO62695",1,1
"SO62696",1,1
"SO62697",1,1
"SO62698",1,1
"SO62699",1,1
"SO62700",1,1
"SO62702",1,1
"SO62705",1,1
"SO62706",1,1
"SO62707",1,1
"SO62708",1,1
"SO62709",1,1
"SO62711",1,1
"SO62712",1,1
"SO62713",1,1
"SO62715",1,1
"SO62716",1,1
"SO62717",1,1
"SO62718",1,1
"SO62719",1,1
"SO62720",1,1
"SO62721",1,1
"SO62722",1,1
"SO62723",1,1
"SO62724",1,1
"SO62725",1,1
"SO62726",1,1
"SO62727",1,1
"SO62728",1,1
"SO62729",1,1
"SO62730",1,1
"SO62731",1,1
"SO62732",1,1
"SO62733",1,1
"SO62734",1,1
"SO62735",1,1
"SO62737",1,1
"SO62740",1,1
"SO62743",1,1
"SO62744",1,1
"SO62745",1,1
"SO62746",1,1
"SO62748",1,1
"SO62751",1,1
"SO62752",1,1
"SO62753",1,1
"SO62755",1,1
"SO62756",1,1
"SO62757",1,1
"SO62758",1,1
"SO62759",1,1
"SO62760",1,1
"SO62761",1,1
"SO62763",1,1
"SO62766",1,1
"SO62770",1,1
"SO62771",1,1
"SO62772",1,1
"SO62773",1,1
"SO62774",1,1
"SO62775",1,1
"SO62776",1,1
"SO62777",1,1
"SO62778",1,1
"SO62779",1,1
"SO62780",1,1
"SO62781",1,1
"SO62782",1,1
"SO62783",1,1
"SO62784",1,1
"SO62785",1,1
"SO62786",1,1
"SO62788",1,1
"SO62789",1,1
"SO62790",1,1
"SO62791",1,1
"SO62792",1,1
"SO62793",1,1
"SO62794",1,1
"SO62795",1,1
"SO62796",1,1
"SO62797",1,1
"SO62798",1,1
"SO62799",1,1
"SO62800",1,1
"SO62801",1,1
"SO62802",1,1
"SO62803",1,1
"SO62804",1,1
"SO62807",1,1
"SO62808",1,1
"SO62809",1,1
"SO62811",1,1
"SO62813",1,1
"SO62814",1,1
"SO62819",1,1
"SO62820",1,1
"SO62821",1,1
"SO62822",1,1
"SO62824",1,1
"SO62825",1,1
"SO62826",1,1
"SO62827",1,1
"SO62828",1,1
"SO62829",1,1
"SO62830",1,1
"SO62831",1,1
"SO62832",1,1
"SO62833",1,1
"SO62834",1,1
"SO62836",1,1
"SO62837",1,1
"SO62838",1,1
"SO62839",1,1
"SO62840",1,1
"SO62841",1,1
"SO62842",1,1
"SO62843",1,1
"SO62844",1,1
"SO62845",1,1
"SO62846",1,1
"SO62847",1,1
"SO62848",1,1
"SO62849",1,1
"SO62850",1,1
"SO62853",1,1
"SO62854",1,1
"SO62855",1,1
"SO62856",1,1
"SO62857",1,1
"SO62858",1,1
"SO62860",1,1
"SO62861",1,1
"SO62863",1,1
"SO62865",1,1
"SO62866",1,1
"SO62868",1,1
"SO62869",1,1
"SO62870",1,1
"SO62871",1,1
"SO62872",1,1
"SO62874",1,1
"SO62875",1,1
"SO62878",1,1
"SO62879",1,1
"SO62880",1,1
"SO62881",1,1
"SO62882",1,1
"SO62884",1,1
"SO62886",1,1
"SO62887",1,1
"SO62888",1,1
"SO62889",1,1
"SO62890",1,1
"SO62891",1,1
"SO62892",1,1
"SO62893",1,1
"SO62894",1,1
"SO62895",1,1
"SO62896",1,1
"SO62897",1,1
"SO62898",1,1
"SO62901",1,1
"SO62902",1,1
"SO62903",1,1
"SO62904",1,1
"SO62905",1,1
"SO62906",1,1
"SO62907",1,1
"SO62908",1,1
"SO62909",1,1
"SO62910",1,1
"SO62911",1,1
"SO62913",1,1
"SO62914",1,1
"SO62915",1,1
"SO62916",1,1
"SO62918",1,1
"SO62919",1,1
"SO62920",1,1
"SO62922",1,1
"SO62923",1,1
"SO62924",1,1
"SO62925",1,1
"SO62927",1,1
"SO62929",1,1
"SO62930",1,1
"SO62931",1,1
"SO62932",1,1
"SO62933",1,1
"SO62934",1,1
"SO62935",1,1
"SO62936",1,1
"SO62938",1,1
"SO62939",1,1
"SO62940",1,1
"SO62941",1,1
"SO62943",1,1
"SO62944",1,1
"SO62945",1,1
"SO62947",1,1
"SO62949",1,1
"SO62950",1,1
"SO62951",1,1
"SO62952",1,1
"SO62954",1,1
"SO62955",1,1
"SO62956",1,1
"SO62958",1,1
"SO62959",1,1
"SO62960",1,1
"SO62961",1,1
"SO62962",1,1
"SO62963",1,1
"SO62964",1,1
"SO62965",1,1
"SO62966",1,1
"SO62967",1,1
"SO62968",1,1
"SO62969",1,1
"SO62970",1,1
"SO62971",1,1
"SO62972",1,1
"SO62973",1,1
"SO62974",1,1
"SO62975",1,1
"SO62976",1,1
"SO62977",1,1
"SO62978",1,1
"SO62979",1,1
"SO62980",1,1
"SO62981",1,1
"SO62982",1,1
"SO62983",1,1
"SO62984",1,1
"SO62986",1,1
"SO62987",1,1
"SO62989",1,1
"SO62992",1,1
"SO62994",1,1
"SO62995",1,1
"SO62996",1,1
"SO62997",1,1
"SO62999",1,1
"SO63000",1,1
"SO63001",1,1
"SO63002",1,1
"SO63003",1,1
"SO63004",1,1
"SO63005",1,1
"SO63006",1,1
"SO63007",1,1
"SO63008",1,1
"SO63010",1,1
"SO63011",1,1
"SO63012",1,1
"SO63013",1,1
"SO63014",1,1
"SO63015",1,1
"SO63016",1,1
"SO63017",1,1
"SO63018",1,1
"SO63019",1,1
"SO63020",1,1
"SO63021",1,1
"SO63022",1,1
"SO63023",1,1
"SO63024",1,1
"SO63025",1,1
"SO63026",1,1
"SO63027",1,1
"SO63028",1,1
"SO63029",1,1
"SO63030",1,1
"SO63031",1,1
"SO63032",1,1
"SO63033",1,1
"SO63034",1,1
"SO63035",1,1
"SO63036",1,1
"SO63037",1,1
"SO63038",1,1
"SO63039",1,1
"SO63040",1,1
"SO63041",1,1
"SO63043",1,1
"SO63044",1,1
"SO63045",1,1
"SO63047",1,1
"SO63048",1,1
"SO63049",1,1
"SO63051",1,1
"SO63053",1,1
"SO63054",1,1
"SO63056",1,1
"SO63057",1,1
"SO63058",1,1
"SO63059",1,1
"SO63060",1,1
"SO63061",1,1
"SO63062",1,1
"SO63063",1,1
"SO63064",1,1
"SO63065",1,1
"SO63066",1,1
"SO63067",1,1
"SO63068",1,1
"SO63069",1,1
"SO63070",1,1
"SO63071",1,1
"SO63072",1,1
"SO63073",1,1
"SO63074",1,1
"SO63076",1,1
"SO63077",1,1
"SO63078",1,1
"SO63079",1,1
"SO63080",1,1
"SO63082",1,1
"SO63083",1,1
"SO63084",1,1
"SO63085",1,1
"SO63086",1,1
"SO63087",1,1
"SO63088",1,1
"SO63089",1,1
"SO63090",1,1
"SO63091",1,1
"SO63092",1,1
"SO63093",1,1
"SO63094",1,1
"SO63095",1,1
"SO63096",1,1
"SO63097",1,1
"SO63098",1,1
"SO63099",1,1
"SO63100",1,1
"SO63106",1,1
"SO63108",1,1
"SO63109",1,1
"SO63110",1,1
"SO63111",1,1
"SO63112",1,1
"SO63114",1,1
"SO63115",1,1
"SO63116",1,1
"SO63117",1,1
"SO63294",1,1
"SO63295",1,1
"SO63296",1,1
"SO63297",1,1
"SO63298",1,1
"SO63300",1,1
"SO63301",1,1
"SO63302",1,1
"SO63303",1,1
"SO63304",1,1
"SO63305",1,1
"SO63306",1,1
"SO63307",1,1
"SO63308",1,1
"SO63309",1,1
"SO63311",1,1
"SO63312",1,1
"SO63313",1,1
"SO63314",1,1
"SO63315",1,1
"SO63316",1,1
"SO63317",1,1
"SO63318",1,1
"SO63319",1,1
"SO63320",1,1
"SO63321",1,1
"SO63323",1,1
"SO63324",1,1
"SO63325",1,1
"SO63326",1,1
"SO63327",1,1
"SO63328",1,1
"SO63329",1,1
"SO63331",1,1
"SO63332",1,1
"SO63333",1,1
"SO63334",1,1
"SO63336",1,1
"SO63337",1,1
"SO63339",1,1
"SO63340",1,1
"SO63341",1,1
"SO63342",1,1
"SO63343",1,1
"SO63344",1,1
"SO63346",1,1
"SO63347",1,1
"SO63348",1,1
"SO63350",1,1
"SO63351",1,1
"SO63352",1,1
"SO63353",1,1
"SO63354",1,1
"SO63355",1,1
"SO63356",1,1
"SO63358",1,1
"SO63359",1,1
"SO63360",1,1
"SO63363",1,1
"SO63364",1,1
"SO63365",1,1
"SO63366",1,1
"SO63368",1,1
"SO63371",1,1
"SO63373",1,1
"SO63374",1,1
"SO63375",1,1
"SO63376",1,1
"SO63378",1,1
"SO63379",1,1
"SO63380",1,1
"SO63381",1,1
"SO63382",1,1
"SO63383",1,1
"SO63384",1,1
"SO63385",1,1
"SO63386",1,1
"SO63387",1,1
"SO63388",1,1
"SO63389",1,1
"SO63390",1,1
"SO63391",1,1
"SO63392",1,1
"SO63393",1,1
"SO63394",1,1
"SO63395",1,1
"SO63396",1,1
"SO63397",1,1
"SO63398",1,1
"SO63399",1,1
"SO63400",1,1
"SO63401",1,1
"SO63402",1,1
"SO63403",1,1
"SO63404",1,1
"SO63407",1,1
"SO63408",1,1
"SO63410",1,1
"SO63412",1,1
"SO63413",1,1
"SO63416",1,1
"SO63417",1,1
"SO63418",1,1
"SO63419",1,1
"SO63421",1,1
"SO63423",1,1
"SO63424",1,1
"SO63425",1,1
"SO63426",1,1
"SO63428",1,1
"SO63429",1,1
"SO63431",1,1
"SO63432",1,1
"SO63434",1,1
"SO63435",1,1
"SO63436",1,1
"SO63437",1,1
"SO63438",1,1
"SO63439",1,1
"SO63440",1,1
"SO63442",1,1
"SO63443",1,1
"SO63444",1,1
"SO63445",1,1
"SO63447",1,1
"SO63449",1,1
"SO63450",1,1
"SO63452",1,1
"SO63453",1,1
"SO63454",1,1
"SO63455",1,1
"SO63456",1,1
"SO63457",1,1
"SO63458",1,1
"SO63459",1,1
"SO63460",1,1
"SO63461",1,1
"SO63462",1,1
"SO63463",1,1
"SO63464",1,1
"SO63465",1,1
"SO63466",1,1
"SO63467",1,1
"SO63468",1,1
"SO63469",1,1
"SO63470",1,1
"SO63471",1,1
"SO63472",1,1
"SO63473",1,1
"SO63474",1,1
"SO63476",1,1
"SO63477",1,1
"SO63479",1,1
"SO63481",1,1
"SO63482",1,1
"SO63483",1,1
"SO63484",1,1
"SO63487",1,1
"SO63488",1,1
"SO63489",1,1
"SO63490",1,1
"SO63495",1,1
"SO63497",1,1
"SO63498",1,1
"SO63499",1,1
"SO63500",1,1
"SO63501",1,1
"SO63504",1,1
"SO63505",1,1
"SO63507",1,1
"SO63509",1,1
"SO63510",1,1
"SO63511",1,1
"SO63512",1,1
"SO63513",1,1
"SO63514",1,1
"SO63515",1,1
"SO63516",1,1
"SO63517",1,1
"SO63518",1,1
"SO63519",1,1
"SO63521",1,1
"SO63522",1,1
"SO63524",1,1
"SO63525",1,1
"SO63526",1,1
"SO63527",1,1
"SO63528",1,1
"SO63529",1,1
"SO63530",1,1
"SO63531",1,1
"SO63532",1,1
"SO63533",1,1
"SO63534",1,1
"SO63535",1,1
"SO63537",1,1
"SO63539",1,1
"SO63540",1,1
"SO63542",1,1
"SO63543",1,1
"SO63545",1,1
"SO63546",1,1
"SO63547",1,1
"SO63548",1,1
"SO63551",1,1
"SO63552",1,1
"SO63553",1,1
"SO63554",1,1
"SO63555",1,1
"SO63556",1,1
"SO63558",1,1
"SO63559",1,1
"SO63561",1,1
"SO63562",1,1
"SO63565",1,1
"SO63566",1,1
"SO63567",1,1
"SO63568",1,1
"SO63569",1,1
"SO63571",1,1
"SO63573",1,1
"SO63574",1,1
"SO63575",1,1
"SO63576",1,1
"SO63577",1,1
"SO63578",1,1
"SO63579",1,1
"SO63580",1,1
"SO63581",1,1
"SO63582",1,1
"SO63583",1,1
"SO63584",1,1
"SO63585",1,1
"SO63587",1,1
"SO63588",1,1
"SO63589",1,1
"SO63590",1,1
"SO63591",1,1
"SO63592",1,1
"SO63593",1,1
"SO63594",1,1
"SO63595",1,1
"SO63597",1,1
"SO63598",1,1
"SO63599",1,1
"SO63600",1,1
"SO63601",1,1
"SO63603",1,1
"SO63605",1,1
"SO63607",1,1
"SO63608",1,1
"SO63610",1,1
"SO63611",1,1
"SO63613",1,1
"SO63615",1,1
"SO63616",1,1
"SO63618",1,1
"SO63619",1,1
"SO63620",1,1
"SO63621",1,1
"SO63622",1,1
"SO63623",1,1
"SO63624",1,1
"SO63625",1,1
"SO63626",1,1
"SO63627",1,1
"SO63628",1,1
"SO63629",1,1
"SO63630",1,1
"SO63633",1,1
"SO63634",1,1
"SO63635",1,1
"SO63636",1,1
"SO63637",1,1
"SO63638",1,1
"SO63639",1,1
"SO63641",1,1
"SO63642",1,1
"SO63643",1,1
"SO63644",1,1
"SO63645",1,1
"SO63648",1,1
"SO63649",1,1
"SO63650",1,1
"SO63651",1,1
"SO63652",1,1
"SO63653",1,1
"SO63654",1,1
"SO63655",1,1
"SO63656",1,1
"SO63657",1,1
"SO63658",1,1
"SO63659",1,1
"SO63660",1,1
"SO63662",1,1
"SO63663",1,1
"SO63664",1,1
"SO63665",1,1
"SO63666",1,1
"SO63667",1,1
"SO63679",1,1
"SO63680",1,1
"SO63681",1,1
"SO63682",1,1
"SO63683",1,1
"SO63684",1,1
"SO63685",1,1
"SO63687",1,1
"SO63688",1,1
"SO63690",1,1
"SO63691",1,1
"SO63692",1,1
"SO63693",1,1
"SO63695",1,1
"SO63698",1,1
"SO63700",1,1
"SO63701",1,1
"SO63703",1,1
"SO63704",1,1
"SO63705",1,1
"SO63706",1,1
"SO63707",1,1
"SO63708",1,1
"SO63709",1,1
"SO63710",1,1
"SO63711",1,1
"SO63712",1,1
"SO63713",1,1
"SO63714",1,1
"SO63715",1,1
"SO63716",1,1
"SO63717",1,1
"SO63720",1,1
"SO63721",1,1
"SO63722",1,1
"SO63723",1,1
"SO63724",1,1
"SO63725",1,1
"SO63726",1,1
"SO63727",1,1
"SO63728",1,1
"SO63729",1,1
"SO63731",1,1
"SO63733",1,1
"SO63734",1,1
"SO63735",1,1
"SO63736",1,1
"SO63739",1,1
"SO63741",1,1
"SO63742",1,1
"SO63744",1,1
"SO63745",1,1
"SO63747",1,1
"SO63748",1,1
"SO63750",1,1
"SO63752",1,1
"SO63755",1,1
"SO63756",1,1
"SO63757",1,1
"SO63758",1,1
"SO63759",1,1
"SO63760",1,1
"SO63761",1,1
"SO63762",1,1
"SO63763",1,1
"SO63765",1,1
"SO63766",1,1
"SO63767",1,1
"SO63768",1,1
"SO63770",1,1
"SO63771",1,1
"SO63772",1,1
"SO63774",1,1
"SO63776",1,1
"SO63777",1,1
"SO63778",1,1
"SO63779",1,1
"SO63780",1,1
"SO63781",1,1
"SO63782",1,1
"SO63783",1,1
"SO63785",1,1
"SO63786",1,1
"SO63787",1,1
"SO63788",1,1
"SO63789",1,1
"SO63790",1,1
"SO63791",1,1
"SO63792",1,1
"SO63793",1,1
"SO63794",1,1
"SO63795",1,1
"SO63796",1,1
"SO63800",1,1
"SO63801",1,1
"SO63802",1,1
"SO63804",1,1
"SO63805",1,1
"SO63807",1,1
"SO63810",1,1
"SO63812",1,1
"SO63813",1,1
"SO63815",1,1
"SO63816",1,1
"SO63817",1,1
"SO63818",1,1
"SO63819",1,1
"SO63824",1,1
"SO63825",1,1
"SO63826",1,1
"SO63828",1,1
"SO63830",1,1
"SO63831",1,1
"SO63832",1,1
"SO63833",1,1
"SO63834",1,1
"SO63835",1,1
"SO63836",1,1
"SO63837",1,1
"SO63838",1,1
"SO63839",1,1
"SO63840",1,1
"SO63841",1,1
"SO63842",1,1
"SO63843",1,1
"SO63844",1,1
"SO63847",1,1
"SO63848",1,1
"SO63849",1,1
"SO63850",1,1
"SO63851",1,1
"SO63852",1,1
"SO63853",1,1
"SO63854",1,1
"SO63855",1,1
"SO63856",1,1
"SO63857",1,1
"SO63858",1,1
"SO63859",1,1
"SO63861",1,1
"SO63862",1,1
"SO63863",1,1
"SO63864",1,1
"SO63865",1,1
"SO63866",1,1
"SO63868",1,1
"SO63869",1,1
"SO63870",1,1
"SO63872",1,1
"SO63876",1,1
"SO63879",1,1
"SO63880",1,1
"SO63882",1,1
"SO63883",1,1
"SO63884",1,1
"SO63885",1,1
"SO63886",1,1
"SO63887",1,1
"SO63888",1,1
"SO63889",1,1
"SO63893",1,1
"SO63895",1,1
"SO63896",1,1
"SO63897",1,1
"SO63898",1,1
"SO63899",1,1
"SO63900",1,1
"SO63901",1,1
"SO63902",1,1
"SO63903",1,1
"SO63904",1,1
"SO63905",1,1
"SO63906",1,1
"SO63907",1,1
"SO63908",1,1
"SO63909",1,1
"SO63910",1,1
"SO63911",1,1
"SO63912",1,1
"SO63913",1,1
"SO63914",1,1
"SO63915",1,1
"SO63916",1,1
"SO63917",1,1
"SO63918",1,1
"SO63919",1,1
"SO63920",1,1
"SO63921",1,1
"SO63922",1,1
"SO63923",1,1
"SO63924",1,1
"SO63925",1,1
"SO63926",1,1
"SO63927",1,1
"SO63928",1,1
"SO63929",1,1
"SO63930",1,1
"SO63931",1,1
"SO63936",1,1
"SO63937",1,1
"SO63941",1,1
"SO63943",1,1
"SO63944",1,1
"SO63945",1,1
"SO63946",1,1
"SO63947",1,1
"SO63948",1,1
"SO63950",1,1
"SO63951",1,1
"SO63952",1,1
"SO63953",1,1
"SO63955",1,1
"SO63956",1,1
"SO63958",1,1
"SO63959",1,1
"SO63960",1,1
"SO63961",1,1
"SO63962",1,1
"SO63963",1,1
"SO63964",1,1
"SO63965",1,1
"SO63966",1,1
"SO63967",1,1
"SO63968",1,1
"SO63969",1,1
"SO63970",1,1
"SO63972",1,1
"SO63973",1,1
"SO63974",1,1
"SO63975",1,1
"SO63976",1,1
"SO63977",1,1
"SO63978",1,1
"SO63979",1,1
"SO63980",1,1
"SO63981",1,1
"SO63982",1,1
"SO63984",1,1
"SO63985",1,1
"SO63986",1,1
"SO63988",1,1
"SO63989",1,1
"SO63990",1,1
"SO63991",1,1
"SO63992",1,1
"SO63994",1,1
"SO63995",1,1
"SO63996",1,1
"SO63997",1,1
"SO63998",1,1
"SO63999",1,1
"SO64000",1,1
"SO64001",1,1
"SO64002",1,1
"SO64003",1,1
"SO64004",1,1
"SO64005",1,1
"SO64006",1,1
"SO64008",1,1
