Column1,2017FullCategory,2017FullSubcategory,variable,value
Column152,"Heritage, Sport, Tourism and Culture Industries", Ontario Cultural Media Tax Credits – Amounts Related to Prior Years,2021,0.0
Column153,"Heritage, Sport, Tourism and Culture Industries (Base)",,2021,1032.0
Column154,"Heritage, Sport, Tourism and Culture Industries (Base)",,2021,1032.0
Column155,"Heritage, Sport, Tourism and Culture Industries (Base)",,2021,1032.0
Column156,"Heritage, Sport, Tourism and Culture Industries (Base)",,2021,1032.0
Column157,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2021,1547.0
Column158,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2021,1547.0
Column159,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2021,1547.0
Column160,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2021,1547.0
Column161,Indigenous Affairs, One-Time Investments including Settlements,2021,14.0
Column162,Indigenous Affairs, COVID‑19 Time-Limited Funding23,2021,
Column163,Indigenous Affairs (Base),,2021,82.0
Column164,Indigenous Affairs (Total),,2021,96.0
Column165,Infrastructure, Municipal Infrastructure Program Investments12,2021,202.0
Column166,Infrastructure, Waterfront Toronto Revitalization (Port Lands Flood Protection),2021,128.0
Column167,Infrastructure, COVID‑19 Time-Limited Funding26,2021,
Column168,Infrastructure (Base),,2021,213.0
Column169,"Labour, Training and Skills Development", COVID‑19 Time-Limited Funding28,2021,
Column170,"Labour, Training and Skills Development", Training Tax Credits (Co-operative Education    and Apprenticeship Training)27,2021,
Column171,"Labour, Training and Skills Development", Demand-Driven Employment and Training Programs,2021,1051.0
Column172,"Labour, Training and Skills Development", Co-op Education and Apprenticeship Tax Credits13,2021,82.0
Column173,"Labour, Training and Skills Development (Base)",,2021,128.0
Column174,"Labour, Training and Skills Development (Base)",,2021,128.0
Column175,"Labour, Training and Skills Development14 (Total)",,2021,1261.0
Column176,"Labour, Training and Skills Development14 (Total)",,2021,1261.0
Column177,Long-Term Care (Total),,2021,4536.0
Column178,Municipal Affairs and Housing, COVID‑19 Time-Limited Funding32,2021,
Column179,Municipal Affairs and Housing, Social Housing Agreement – Payments to Service Managers15,2021,315.0
Column180,Municipal Affairs and Housing, Safe Restart Agreement,2021,1900.0
Column181,Municipal Affairs and Housing (Base),,2021,482.0
Column182,Municipal Affairs and Housing (Base),,2021,482.0
Column183,Municipal Affairs and Housing (Base),,2021,482.0
Column184,Municipal Affairs and Housing (Base),,2021,482.0
Column185,Natural Resources and Forestry (Base),,2021,557.0
Column186,Natural Resources and Forestry (Base),,2021,557.0
Column187,Natural Resources and Forestry (Base),,2021,557.0
Column188,Natural Resources and Forestry (Base),,2021,557.0
Column189,Natural Resources and Forestry (Base),,2021,557.0
Column190,Natural Resources and Forestry (Base),,2021,557.0
Column191,Natural Resources and Forestry (Base),,2021,557.0
Column192,Natural Resources and Forestry (Base),,2021,557.0
Column193,PRRT Savings,,2021,
Column194,Seniors and Accessibility, Time-Limited Investments,2021,129.0
Column195,Seniors and Accessibility, COVID‑19 Time-Limited Funding33,2021,
Column196,Seniors and Accessibility (Base),,2021,58.0
Column197,Seniors and Accessibility (Total),,2021,187.0
Column198,Solicitor    General, COVID‑19 Time-Limited Funding34,2021,
Column199,Solicitor    General (Base),,2021,
Column200,Solicitor General (Total),,2021,2874.0
Column201,"Tourism, Culture and Sport", Time-Limited Funding: Ontario 150 and Pan/Parapan American Games,2021,
Column202,Transportation, COVID‑19 Time-Limited Funding36,2021,
Column203,Transportation, Federal–Provincial Infrastructure Programs,2021,640.0
Column204,Transportation, Safe Restart Agreement,2021,2000.0
Column205,Transportation (Base),,2021,4973.0
Column206,Treasury Board Secretariat, COVID‑19 Time-Limited Funding38,2021,
Column207,Treasury Board Secretariat (Base),,2021,407.0
Column208,Treasury Board Secretariat (Base),,2021,407.0
Column209,Treasury Board Secretariat (Base),,2021,407.0
Column210,Treasury Board Secretariat (Base),,2021,407.0
Column211,Treasury Board Secretariat (Base),,2021,407.0
Column212,Treasury Board Secretariat (Base),,2021,407.0
Column213,Treasury Board Secretariat (Base),,2021,407.0
Column214,Treasury Board Secretariat (Base),,2021,407.0
Column215,"Agriculture, Food and Rural Affairs","Agriculture, Food and Rural Affairs (Base)",2021,
Column216,"Agriculture, Food and Rural Affairs",Time-Limited Assistance,2021,
Column217,"Children, Community and Social Services",Community and Social Services (Base),2021,
Column218,Community Safety and Correctional Services,Community Safety and Correctional  Services (Base),2021,
Column219,"Economic Development and Growth / Research, Innovation and Science","Economic Development and Growth / Research, Innovation and Science (Base)",2021,
Column220,"Economic Development and Growth / Research, Innovation and Science",Green Investment Fund Initiatives,2021,
Column221,"Economic Development and Growth / Research, Innovation and Science (Total)",,2021,
Column222,Education,Education (Base),2021,
Column223,"Energy, Northern Development and Mines",Energy (Base),2021,
Column224,"Energy, Northern Development and Mines",Green Investment Fund Initiatives,2021,
Column225,Environment and Climate Change,Environment and Climate Change (Base),2021,
Column226,Environment and Climate Change,Green Investment Fund Initiatives,2021,
Column227,Environment and Climate Change (Total),,2021,
Column228,Executive Offices,Executive Offices (Base),2021,
Column229,Finance,Finance (Base),2021,
Column230,"Francophone Affairs, Office of (Total)",,2021,
Column231,Health and Long-Term Care,Health and Long-Term Care (Base),2021,
Column232,Health and Long-Term Care,Time-Limited Investments in Affordable and Supportive Housing,2021,
Column233,Health and Long-Term Care (Total),,2021,
Column234,Indigenous Relations and Reconciliation,Indigenous Relations and Reconciliation (Base),2021,
Column235,Indigenous Relations and Reconciliation,Green Investment Fund Initiatives,2021,
Column236,Indigenous Relations and Reconciliation,One-Time Investments including Settlements,2021,
Column237,Indigenous Relations and Reconciliation (Total),,2021,
Column238,Infrastructure,Infrastructure (Base),2021,
Column239,Labour (Total),,2021,
Column240,Municipal Affairs / Housing,Municipal Affairs / Housing (Base),2021,
Column241,Municipal Affairs / Housing,Green Investment Fund Initiatives,2021,
Column242,Natural Resources and Forestry,Natural Resources and Forestry (Base),2021,
Column243,"Tourism, Culture and Sport","Tourism, Culture and Sport (Base)",2021,
Column244,"Tourism, Culture and Sport (Total)",,2021,
Column245,Transportation,Transportation (Base),2021,
Column246,Transportation,Green Investment Fund Initiatives,2021,
Column247,Treasury Board Secretariat,Treasury Board Secretariat (Base),2021,
Column2,Accessibility Directorate of Ontario (Total),,2022,
Column3,Advanced Education and Skills Development (Total),,2022,
Column4,"Agriculture, Food and Rural Affairs", Time-Limited Investments in Infrastructure,2022,
Column5,Attorney General (Total),,2022,1675.0
Column6,"Children, Community and Social Services", Time-Limited Investments in Affordable and Supportive Housing,2022,
Column7,"Children, Community and Social Services (Total)",,2022,17842.0
Column8,"Children, Community and Social Services (Total)",,2022,17842.0
Column9,"Children, Community and Social Services (Total)",,2022,17842.0
Column10,"Children, Community and Social Services (Total)",,2022,17842.0
Column11,"Children, Community and Social Services (Total)",,2022,17911.0
Column12,"Children, Community and Social Services (Total)",,2022,17911.0
Column13,"Children, Community and Social Services (Total)",,2022,17911.0
Column14,"Children, Community and Social Services (Total)",,2022,17911.0
Column15,Citizenship and Immigration (Total),,2022,
Column16,Community Safety and Correctional Services, Time-Limited Support for 2015 Pan/Parapan American Games Security,2022,
Column17,Community Safety and Correctional Services (Total),,2022,
Column18,Education (Total),,2022,32953.0
Column19,"Energy, Northern Development and Mines", Ontario Clean Energy Benefit,2022,
Column20,"Energy, Northern Development and Mines", Strategic Asset Management and Transformation Related to Hydro One,2022,
Column21,"Energy, Northern Development and Mines", Electricity Cost Relief Programs,2022,6494.0
Column22,"Energy, Northern Development and Mines (Total)",,2022,7640.0
Column23,"Energy, Northern Development and Mines (Total)",,2022,7640.0
Column24,"Energy, Northern Development and Mines (Total)",,2022,7640.0
Column25,"Energy, Northern Development and Mines (Total)",,2022,7640.0
Column26,"Energy, Northern Development and Mines (Total)",,2022,7640.0
Column27,"Energy, Northern Development and Mines (Total)",,2022,7640.0
Column28,"Energy, Northern Development and Mines (Total)",,2022,7640.0
Column29,"Energy, Northern Development and Mines (Total)",,2022,7640.0
Column30,"Energy, Northern Development and Mines (Total)",,2022,7640.0
Column31,"Energy, Northern Development and Mines (Total)",,2022,7640.0
Column32,"Energy, Northern Development and Mines (Total)",,2022,7640.0
Column33,"Energy, Northern Development and Mines (Total)",,2022,7640.0
Column34,Executive Offices, Time-Limited Assistance,2022,0.0
Column35,Executive Offices (Total),,2022,40.0
Column36,Executive Offices (Total),,2022,40.0
Column37,Finance, Ontario Municipal Partnership Fund,2022,502.0
Column38,Finance, Power Supply Contract Costs,2022,102.0
Column39,Finance (Total),,2022,1675.0
Column40,Government and Consumer Services (Total),,2022,1888.0
Column41,Government and Consumer Services (Total),,2022,743.0
Column42,Infrastructure, Federal–Provincial Infrastructure Programs,2022,590.0
Column43,Infrastructure (Total),,2022,1544.0
Column44,International Trade (Total),,2022,
Column45,Municipal Affairs/Housing," Time-Limited Investments in Municipal, Social and Affordable Housing",2022,
Column46,Natural Resources and Forestry, Emergency Forest Firefighting,2022,100.0
Column47,Natural Resources and Forestry (Total),,2022,673.0
Column48,Natural Resources and Forestry (Total),,2022,673.0
Column49,Natural Resources and Forestry (Total),,2022,573.0
Column50,Natural Resources and Forestry (Total),,2022,573.0
Column51,Natural Resources and Forestry (Total),,2022,673.0
Column52,Natural Resources and Forestry (Total),,2022,673.0
Column53,Natural Resources and Forestry (Total),,2022,573.0
Column54,Natural Resources and Forestry (Total),,2022,573.0
Column55,Seniors Affairs (Total),,2022,
Column56,Status of Women (Total),,2022,
Column57,Total Expense,,2022,186120.0
Column58,Transportation, Time-Limited Investments in Infrastructure,2022,
Column59,Transportation (Total),,2022,6233.0
Column60,Treasury Board Secretariat, Capital Contingency Fund,2022,165.0
Column61,Treasury Board Secretariat, Operating Contingency Fund,2022,1915.0
Column62,Treasury Board Secretariat (Total),,2022,4302.0
Column63,Treasury Board Secretariat (Total),,2022,4302.0
Column64,Treasury Board Secretariat (Total),,2022,4302.0
Column65,Treasury Board Secretariat (Total),,2022,455.0
Column66,Treasury Board Secretariat (Total),,2022,455.0
Column67,Treasury Board Secretariat (Total),,2022,455.0
Column68,Treasury Board Secretariat (Total),,2022,455.0
Column69,Treasury Board Secretariat (Total),,2022,4302.0
Column70,Treasury Board Secretariat, Employee and Pensioner Benefits17,2022,1766.0
Column71,Board of Internal Economy (Total),,2022,273.0
Column72,Year-End Savings,,2022,
Column73,Education, Teachers’ Pension Plan,2022,1631.0
Column74,Municipal Affairs and Housing, Time-Limited Investments,2022,349.0
Column75,Interest on Debt18,,2022,13130.0
Column76,Municipal Affairs and Housing (Total),,2022,512.0
Column77,Municipal Affairs and Housing (Total),,2022,512.0
Column78,Municipal Affairs and Housing (Total),,2022,1432.0
Column79,Municipal Affairs and Housing (Total),,2022,1432.0
Column80,"Heritage, Sport, Tourism and Culture Industries", Time-Limited Investments to Support 2015 Pan/Parapan American Games,2022,
Column81,"Agriculture, Food and Rural Affairs (Total)5",,2022,754.0
Column82,"Agriculture, Food and Rural Affairs (Total)5",,2022,754.0
Column83,"Agriculture, Food and Rural Affairs (Base)",,2022,311.0
Column84,"Agriculture, Food and Rural Affairs (Base)",,2022,754.0
Column85,"Agriculture, Food and Rural Affairs (Base)",,2022,754.0
Column86,"Agriculture, Food and Rural Affairs (Base)",,2022,754.0
Column87,"Agriculture, Food and Rural Affairs (Base)",,2022,311.0
Column88,"Agriculture, Food and Rural Affairs (Base)",,2022,311.0
Column89,"Agriculture, Food and Rural Affairs (Base)",,2022,311.0
Column90,"Agriculture, Food and Rural Affairs (Base)",,2022,754.0
Column91,Community Safety and Correctional Services (Base),,2022,
Column92,Government and Consumer Services, Realty,2022,1145.0
Column93,Government and Consumer Services (Base),,2022,1888.0
Column94,Government and Consumer Services (Base),,2022,743.0
Column95,"Agriculture, Food and Rural Affairs", COVID‑19 Time-Limited Funding6,2022,26.0
Column96,"Agriculture, Food and Rural Affairs", Federal-Provincial Infrastructure Programs,2022,0.0
Column97,"Agriculture, Food and Rural Affairs", Municipal Infrastructure Program Investments3,2022,0.0
Column98,"Agriculture, Food and Rural Affairs", Demand-Driven Risk Management and Time-Limited Programs4,2022,417.0
Column99,Attorney General, COVID‑19 Time-Limited Funding7,2022,0.0
Column100,Attorney General," Statutory Appropriations – Crown Liability and Proceedings Act, 2019",2022,0.0
Column101,Attorney General (Base),,2022,1675.0
Column102,COVID‑19 Health Response21,,2022,5144.0
Column103,COVID‑19 Response Including COVID‑19 Health Contingency Fund10,,2022,
Column104,Children and Youth Services (Total),,2022,
Column105,"Children, Community and Social Services", COVID‑19 Time-Limited Funding8,2022,69.0
Column106,Colleges and Universities, COVID‑19 Time-Limited Funding9,2022,13.0
Column107,Colleges and Universities, Time-Limited Infrastructure Funding under the Strategic Investment Fund,2022,0.0
Column108,Colleges and Universities, Student Financial Assistance,2022,1352.0
Column109,Colleges and Universities (Base),,2022,9313.0
Column110,Colleges and Universities6 (Total),,2022,10678.0
Column111,"Economic Development, Job Creation and Trade", COVID‑19 Time-Limited Funding10,2022,294.0
Column112,"Economic Development, Job Creation and Trade", Time-Limited Investments,2022,885.0
Column113,"Economic Development, Job Creation and Trade", Time-Limited Investments,2022,214.0
Column114,"Economic Development, Job Creation and Trade (Base)",,2022,378.0
Column115,"Economic Development, Job Creation and Trade (Base)",,2022,885.0
Column116,"Economic Development, Job Creation and Trade (Total)",,2022,378.0
Column117,"Economic Development, Job Creation and Trade (Total)", Time-Limited Investments,2022,214.0
Column118,"Economic Development, Job Creation and Trade (Total)",,2022,885.0
Column119,Education, COVID‑19 Time-Limited Funding12,2022,59.0
Column120,Education (Base),,2022,31263.0
Column121,Emergency Forest Firefighting,,2022,
Column122,"Energy, Northern Development and Mines", COVID‑19 Time-Limited Funding14,2022,62.0
Column123,"Energy, Northern Development and Mines    (Base)13",,2022,1084.0
Column124,"Energy, Northern Development and Mines (Base)8",,2022,
Column125,"Energy, Northern Development and Mines (Base)8",,2022,
Column126,"Environment, Conservation and Parks", COVID‑19 Time-Limited Funding15,2022,2.0
Column127,"Environment, Conservation and Parks", Time-Limited Investments,2022,0.0
Column128,"Environment, Conservation and Parks (Base)",,2022,684.0
Column129,"Environment, Conservation and Parks (Base)",,2022,687.0
Column130,"Environment, Conservation and Parks (Base)",,2022,687.0
Column131,"Environment, Conservation and Parks (Base)",,2022,684.0
Column132,"Environment, Conservation and Parks (Total)",,2022,684.0
Column133,"Environment, Conservation and Parks (Total)",,2022,684.0
Column134,"Environment, Conservation and Parks (Total)",,2022,687.0
Column135,"Environment, Conservation and Parks (Total)",,2022,687.0
Column136,Executive Offices, Disaster Relief,2022,
Column137,Executive Offices (Base),,2022,40.0
Column138,Executive Offices (Base),,2022,40.0
Column139,Finance, COVID‑19 Response: Support for People and Jobs Fund,2022,0.0
Column140,Finance, Time-Limited Investments,2022,
Column141,Finance, Investment Management Corporation of Ontario9,2022,185.0
Column142,Finance, COVID‑19 Time-Limited Funding17,2022,35.0
Column143,Finance (Base),,2022,851.0
Column144,Francophone Affairs, COVID‑19 Time-Limited Funding18,2022,2.0
Column145,Francophone Affairs (Base),,2022,6.0
Column146,Francophone Affairs (Total),,2022,9.0
Column147,Government    and Consumer Services, COVID‑19 Time-Limited Funding19,2022,0.0
Column148,Health (Total),,2022,
Column149,Health (Total)20,,2022,64017.0
Column150,"Heritage,    Sport, Tourism and Culture Industries", COVID‑19 Time-Limited Funding22,2022,205.0
Column151,"Heritage, Sport, Tourism and Culture Industries", Ontario Cultural Media Tax Credits,2022,602.0
Column152,"Heritage, Sport, Tourism and Culture Industries", Ontario Cultural Media Tax Credits – Amounts Related to Prior Years,2022,0.0
Column153,"Heritage, Sport, Tourism and Culture Industries (Base)",,2022,1016.0
Column154,"Heritage, Sport, Tourism and Culture Industries (Base)",,2022,1824.0
Column155,"Heritage, Sport, Tourism and Culture Industries (Base)",,2022,1824.0
Column156,"Heritage, Sport, Tourism and Culture Industries (Base)",,2022,1016.0
Column157,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2022,1824.0
Column158,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2022,1824.0
Column159,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2022,1016.0
Column160,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2022,1016.0
Column161,Indigenous Affairs, One-Time Investments including Settlements,2022,0.0
Column162,Indigenous Affairs, COVID‑19 Time-Limited Funding23,2022,4.0
Column163,Indigenous Affairs (Base),,2022,86.0
Column164,Indigenous Affairs (Total),,2022,90.0
Column165,Infrastructure, Municipal Infrastructure Program Investments12,2022,200.0
Column166,Infrastructure, Waterfront Toronto Revitalization (Port Lands Flood Protection),2022,156.0
Column167,Infrastructure, COVID‑19 Time-Limited Funding26,2022,234.0
Column168,Infrastructure (Base),,2022,365.0
Column169,"Labour, Training and Skills Development", COVID‑19 Time-Limited Funding28,2022,288.0
Column170,"Labour, Training and Skills Development", Training Tax Credits (Co-operative Education    and Apprenticeship Training)27,2022,89.0
Column171,"Labour, Training and Skills Development", Demand-Driven Employment and Training Programs,2022,1169.0
Column172,"Labour, Training and Skills Development", Co-op Education and Apprenticeship Tax Credits13,2022,
Column173,"Labour, Training and Skills Development (Base)",,2022,1721.0
Column174,"Labour, Training and Skills Development (Base)",,2022,175.0
Column175,"Labour, Training and Skills Development14 (Total)",,2022,1721.0
Column176,"Labour, Training and Skills Development14 (Total)",,2022,175.0
Column177,Long-Term Care (Total),,2022,5764.0
Column178,Municipal Affairs and Housing, COVID‑19 Time-Limited Funding32,2022,286.0
Column179,Municipal Affairs and Housing, Social Housing Agreement – Payments to Service Managers15,2022,284.0
Column180,Municipal Affairs and Housing, Safe Restart Agreement,2022,0.0
Column181,Municipal Affairs and Housing (Base),,2022,1432.0
Column182,Municipal Affairs and Housing (Base),,2022,1432.0
Column183,Municipal Affairs and Housing (Base),,2022,512.0
Column184,Municipal Affairs and Housing (Base),,2022,512.0
Column185,Natural Resources and Forestry (Base),,2022,573.0
Column186,Natural Resources and Forestry (Base),,2022,673.0
Column187,Natural Resources and Forestry (Base),,2022,573.0
Column188,Natural Resources and Forestry (Base),,2022,673.0
Column189,Natural Resources and Forestry (Base),,2022,573.0
Column190,Natural Resources and Forestry (Base),,2022,673.0
Column191,Natural Resources and Forestry (Base),,2022,673.0
Column192,Natural Resources and Forestry (Base),,2022,573.0
Column193,PRRT Savings,,2022,
Column194,Seniors and Accessibility, Time-Limited Investments,2022,9.0
Column195,Seniors and Accessibility, COVID‑19 Time-Limited Funding33,2022,6.0
Column196,Seniors and Accessibility (Base),,2022,66.0
Column197,Seniors and Accessibility (Total),,2022,82.0
Column198,Solicitor    General, COVID‑19 Time-Limited Funding34,2022,0.0
Column199,Solicitor    General (Base),,2022,3096.0
Column200,Solicitor General (Total),,2022,3096.0
Column201,"Tourism, Culture and Sport", Time-Limited Funding: Ontario 150 and Pan/Parapan American Games,2022,
Column202,Transportation, COVID‑19 Time-Limited Funding36,2022,0.0
Column203,Transportation, Federal–Provincial Infrastructure Programs,2022,703.0
Column204,Transportation, Safe Restart Agreement,2022,0.0
Column205,Transportation (Base),,2022,5530.0
Column206,Treasury Board Secretariat, COVID‑19 Time-Limited Funding38,2022,0.0
Column207,Treasury Board Secretariat (Base),,2022,455.0
Column208,Treasury Board Secretariat (Base),,2022,4302.0
Column209,Treasury Board Secretariat (Base),,2022,4302.0
Column210,Treasury Board Secretariat (Base),,2022,4302.0
Column211,Treasury Board Secretariat (Base),,2022,455.0
Column212,Treasury Board Secretariat (Base),,2022,455.0
Column213,Treasury Board Secretariat (Base),,2022,455.0
Column214,Treasury Board Secretariat (Base),,2022,4302.0
Column215,"Agriculture, Food and Rural Affairs","Agriculture, Food and Rural Affairs (Base)",2022,
Column216,"Agriculture, Food and Rural Affairs",Time-Limited Assistance,2022,
Column217,"Children, Community and Social Services",Community and Social Services (Base),2022,
Column218,Community Safety and Correctional Services,Community Safety and Correctional  Services (Base),2022,
Column219,"Economic Development and Growth / Research, Innovation and Science","Economic Development and Growth / Research, Innovation and Science (Base)",2022,
Column220,"Economic Development and Growth / Research, Innovation and Science",Green Investment Fund Initiatives,2022,
Column221,"Economic Development and Growth / Research, Innovation and Science (Total)",,2022,
Column222,Education,Education (Base),2022,
Column223,"Energy, Northern Development and Mines",Energy (Base),2022,
Column224,"Energy, Northern Development and Mines",Green Investment Fund Initiatives,2022,
Column225,Environment and Climate Change,Environment and Climate Change (Base),2022,
Column226,Environment and Climate Change,Green Investment Fund Initiatives,2022,
Column227,Environment and Climate Change (Total),,2022,
Column228,Executive Offices,Executive Offices (Base),2022,
Column229,Finance,Finance (Base),2022,
Column230,"Francophone Affairs, Office of (Total)",,2022,
Column231,Health and Long-Term Care,Health and Long-Term Care (Base),2022,
Column232,Health and Long-Term Care,Time-Limited Investments in Affordable and Supportive Housing,2022,
Column233,Health and Long-Term Care (Total),,2022,
Column234,Indigenous Relations and Reconciliation,Indigenous Relations and Reconciliation (Base),2022,
Column235,Indigenous Relations and Reconciliation,Green Investment Fund Initiatives,2022,
Column236,Indigenous Relations and Reconciliation,One-Time Investments including Settlements,2022,
Column237,Indigenous Relations and Reconciliation (Total),,2022,
Column238,Infrastructure,Infrastructure (Base),2022,
Column239,Labour (Total),,2022,
Column240,Municipal Affairs / Housing,Municipal Affairs / Housing (Base),2022,
Column241,Municipal Affairs / Housing,Green Investment Fund Initiatives,2022,
Column242,Natural Resources and Forestry,Natural Resources and Forestry (Base),2022,
Column243,"Tourism, Culture and Sport","Tourism, Culture and Sport (Base)",2022,
Column244,"Tourism, Culture and Sport (Total)",,2022,
Column245,Transportation,Transportation (Base),2022,
Column246,Transportation,Green Investment Fund Initiatives,2022,
Column247,Treasury Board Secretariat,Treasury Board Secretariat (Base),2022,
Column2,Accessibility Directorate of Ontario (Total),,2017,
Column3,Advanced Education and Skills Development (Total),,2017,
Column4,"Agriculture, Food and Rural Affairs", Time-Limited Investments in Infrastructure,2017,0.0
Column5,Attorney General (Total),,2017,1937.0
Column6,"Children, Community and Social Services", Time-Limited Investments in Affordable and Supportive Housing,2017,
Column7,"Children, Community and Social Services (Total)",,2017,15789.0
Column8,"Children, Community and Social Services (Total)",,2017,15789.0
Column9,"Children, Community and Social Services (Total)",,2017,15789.0
Column10,"Children, Community and Social Services (Total)",,2017,15789.0
Column11,"Children, Community and Social Services (Total)",,2017,15789.0
Column12,"Children, Community and Social Services (Total)",,2017,15789.0
Column13,"Children, Community and Social Services (Total)",,2017,15789.0
Column14,"Children, Community and Social Services (Total)",,2017,15789.0
Column15,Citizenship and Immigration (Total),,2017,
Column16,Community Safety and Correctional Services, Time-Limited Support for 2015 Pan/Parapan American Games Security,2017,
Column17,Community Safety and Correctional Services (Total),,2017,
Column18,Education (Total),,2017,27567.0
Column19,"Energy, Northern Development and Mines", Ontario Clean Energy Benefit,2017,
Column20,"Energy, Northern Development and Mines", Strategic Asset Management and Transformation Related to Hydro One,2017,
Column21,"Energy, Northern Development and Mines", Electricity Cost Relief Programs,2017,426.0
Column22,"Energy, Northern Development and Mines (Total)",,2017,1726.0
Column23,"Energy, Northern Development and Mines (Total)",,2017,1726.0
Column24,"Energy, Northern Development and Mines (Total)",,2017,1726.0
Column25,"Energy, Northern Development and Mines (Total)",,2017,1726.0
Column26,"Energy, Northern Development and Mines (Total)",,2017,1726.0
Column27,"Energy, Northern Development and Mines (Total)",,2017,1726.0
Column28,"Energy, Northern Development and Mines (Total)",,2017,1300.0
Column29,"Energy, Northern Development and Mines (Total)",,2017,1300.0
Column30,"Energy, Northern Development and Mines (Total)",,2017,1300.0
Column31,"Energy, Northern Development and Mines (Total)",,2017,1300.0
Column32,"Energy, Northern Development and Mines (Total)",,2017,1300.0
Column33,"Energy, Northern Development and Mines (Total)",,2017,1300.0
Column34,Executive Offices, Time-Limited Assistance,2017,
Column35,Executive Offices (Total),,2017,45.0
Column36,Executive Offices (Total),,2017,45.0
Column37,Finance, Ontario Municipal Partnership Fund,2017,505.0
Column38,Finance, Power Supply Contract Costs,2017,838.0
Column39,Finance (Total),,2017,2205.0
Column40,Government and Consumer Services (Total),,2017,716.0
Column41,Government and Consumer Services (Total),,2017,716.0
Column42,Infrastructure, Federal–Provincial Infrastructure Programs,2017,8.0
Column43,Infrastructure (Total),,2017,97.0
Column44,International Trade (Total),,2017,
Column45,Municipal Affairs/Housing," Time-Limited Investments in Municipal, Social and Affordable Housing",2017,
Column46,Natural Resources and Forestry, Emergency Forest Firefighting,2017,107.0
Column47,Natural Resources and Forestry (Total),,2017,729.0
Column48,Natural Resources and Forestry (Total),,2017,622.0
Column49,Natural Resources and Forestry (Total),,2017,729.0
Column50,Natural Resources and Forestry (Total),,2017,729.0
Column51,Natural Resources and Forestry (Total),,2017,729.0
Column52,Natural Resources and Forestry (Total),,2017,622.0
Column53,Natural Resources and Forestry (Total),,2017,622.0
Column54,Natural Resources and Forestry (Total),,2017,622.0
Column55,Seniors Affairs (Total),,2017,
Column56,Status of Women (Total),,2017,
Column57,Total Expense,,2017,143169.0
Column58,Transportation, Time-Limited Investments in Infrastructure,2017,
Column59,Transportation (Total),,2017,3644.0
Column60,Treasury Board Secretariat, Capital Contingency Fund,2017,0.0
Column61,Treasury Board Secretariat, Operating Contingency Fund,2017,0.0
Column62,Treasury Board Secretariat (Total),,2017,1271.0
Column63,Treasury Board Secretariat (Total),,2017,189.0
Column64,Treasury Board Secretariat (Total),,2017,189.0
Column65,Treasury Board Secretariat (Total),,2017,1271.0
Column66,Treasury Board Secretariat (Total),,2017,1271.0
Column67,Treasury Board Secretariat (Total),,2017,189.0
Column68,Treasury Board Secretariat (Total),,2017,189.0
Column69,Treasury Board Secretariat (Total),,2017,1271.0
Column70,Treasury Board Secretariat, Employee and Pensioner Benefits17,2017,1082.0
Column71,Board of Internal Economy (Total),,2017,219.0
Column72,Year-End Savings,,2017,0.0
Column73,Education, Teachers’ Pension Plan,2017,987.0
Column74,Municipal Affairs and Housing, Time-Limited Investments,2017,565.0
Column75,Interest on Debt18,,2017,11709.0
Column76,Municipal Affairs and Housing (Total),,2017,978.0
Column77,Municipal Affairs and Housing (Total),,2017,1544.0
Column78,Municipal Affairs and Housing (Total),,2017,978.0
Column79,Municipal Affairs and Housing (Total),,2017,1544.0
Column80,"Heritage, Sport, Tourism and Culture Industries", Time-Limited Investments to Support 2015 Pan/Parapan American Games,2017,
Column81,"Agriculture, Food and Rural Affairs (Total)5",,2017,1031.0
Column82,"Agriculture, Food and Rural Affairs (Total)5",,2017,1031.0
Column83,"Agriculture, Food and Rural Affairs (Base)",,2017,1031.0
Column84,"Agriculture, Food and Rural Affairs (Base)",,2017,1031.0
Column85,"Agriculture, Food and Rural Affairs (Base)",,2017,1031.0
Column86,"Agriculture, Food and Rural Affairs (Base)",,2017,1031.0
Column87,"Agriculture, Food and Rural Affairs (Base)",,2017,1031.0
Column88,"Agriculture, Food and Rural Affairs (Base)",,2017,1031.0
Column89,"Agriculture, Food and Rural Affairs (Base)",,2017,1031.0
Column90,"Agriculture, Food and Rural Affairs (Base)",,2017,1031.0
Column91,Community Safety and Correctional Services (Base),,2017,
Column92,Government and Consumer Services, Realty,2017,716.0
Column93,Government and Consumer Services (Base),,2017,716.0
Column94,Government and Consumer Services (Base),,2017,716.0
Column95,"Agriculture, Food and Rural Affairs", COVID‑19 Time-Limited Funding6,2017,
Column96,"Agriculture, Food and Rural Affairs", Federal-Provincial Infrastructure Programs,2017,
Column97,"Agriculture, Food and Rural Affairs", Municipal Infrastructure Program Investments3,2017,
Column98,"Agriculture, Food and Rural Affairs", Demand-Driven Risk Management and Time-Limited Programs4,2017,
Column99,Attorney General, COVID‑19 Time-Limited Funding7,2017,
Column100,Attorney General," Statutory Appropriations – Crown Liability and Proceedings Act, 2019",2017,
