Calendar Month,Calendar Year,Calendar Yr-Mo,Calendar Yr-Qtr,Calendar Yr-Wk,Date,Fiscal Quarter,Fiscal Period,Weekday Sort,Weekday Abb,Weekday,Fiscal Yr-Wk Sort,Fiscal Yr-Wk,Fiscal Yr-Qtr,Fiscal Yr-Period,Fiscal Yr-Period Sort,Fiscal Year,Fiscal Week Sort,Fiscal Yr-Qtr Sort,Fiscal Date Last Year,Fiscal Week Sequence,Fiscal Week of Period,Calendar Year Status,Prior Calendar Year Date,First Date of Current Year,Calendar Month Status,Calendar Month Number,Calendar Year Month Number,Date Key,Date Number,Calendar Week in Year,Calendar Week Number in Year,Calendar Year Week Number,Calendar Year Quarter Number,Full Date Description,Day Number in Calendar Month,Day Number in Calendar Year,Calendar Quarter in Year,Calendar Quarter Number in Year,Weekday Indicator,Holiday Indicator,Calendar Week in Month,Calendar Week Ending Date,Prior Calendar Month Date,Calendar Week Status,One Year Prior Date,DST Flag
"Mar",2015,"2015-Mar","2015-Q1","2015-Wk10",2015-03-04 00:00:00.000,"Q1",2,4,"Wed","Wednesday",323,"2015-Wk5","2015-Q1","2015-P2",82,2015,5,26,2014-03-05 00:00:00.000,369,1,"2 Yrs Prior Calendar Year",2014-03-04 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",3,75,20150304,2254,"Wk10",10,328,25,"March 4, 2015",4,63,"Q1",1,"Weekday","Non-Holiday",1,2015-03-07 00:00:00.000,2015-02-04 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Mar",2015,"2015-Mar","2015-Q1","2015-Wk10",2015-03-05 00:00:00.000,"Q1",2,5,"Thu","Thursday",323,"2015-Wk5","2015-Q1","2015-P2",82,2015,5,26,2014-03-06 00:00:00.000,369,1,"2 Yrs Prior Calendar Year",2014-03-05 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",3,75,20150305,2255,"Wk10",10,328,25,"March 5, 2015",5,64,"Q1",1,"Weekday","Non-Holiday",1,2015-03-07 00:00:00.000,2015-02-05 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Mar",2015,"2015-Mar","2015-Q1","2015-Wk10",2015-03-06 00:00:00.000,"Q1",2,6,"Fri","Friday",323,"2015-Wk5","2015-Q1","2015-P2",82,2015,5,26,2014-03-07 00:00:00.000,369,1,"2 Yrs Prior Calendar Year",2014-03-06 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",3,75,20150306,2256,"Wk10",10,328,25,"March 6, 2015",6,65,"Q1",1,"Weekday","Non-Holiday",1,2015-03-07 00:00:00.000,2015-02-06 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Mar",2015,"2015-Mar","2015-Q1","2015-Wk10",2015-03-07 00:00:00.000,"Q1",2,7,"Sat","Saturday",323,"2015-Wk5","2015-Q1","2015-P2",82,2015,5,26,2014-03-08 00:00:00.000,369,1,"2 Yrs Prior Calendar Year",2014-03-07 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",3,75,20150307,2257,"Wk10",10,328,25,"March 7, 2015",7,66,"Q1",1,"Weekend","Non-Holiday",1,2015-03-07 00:00:00.000,2015-02-07 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk45",2015-11-02 00:00:00.000,"Q3",10,2,"Mon","Monday",358,"2015-Wk40","2015-Q3","2015-P10",90,2015,40,28,2014-11-03 00:00:00.000,404,4,"2 Yrs Prior Calendar Year",2014-11-02 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151102,2497,"Wk45",45,363,28,"November 2, 2015",2,306,"Q4",4,"Weekday","Non-Holiday",1,2015-11-07 00:00:00.000,2015-10-02 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk45",2015-11-03 00:00:00.000,"Q3",10,3,"Tue","Tuesday",358,"2015-Wk40","2015-Q3","2015-P10",90,2015,40,28,2014-11-04 00:00:00.000,404,4,"2 Yrs Prior Calendar Year",2014-11-03 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151103,2498,"Wk45",45,363,28,"November 3, 2015",3,307,"Q4",4,"Weekday","Non-Holiday",1,2015-11-07 00:00:00.000,2015-10-03 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk45",2015-11-04 00:00:00.000,"Q3",10,4,"Wed","Wednesday",358,"2015-Wk40","2015-Q3","2015-P10",90,2015,40,28,2014-11-05 00:00:00.000,404,4,"2 Yrs Prior Calendar Year",2014-11-04 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151104,2499,"Wk45",45,363,28,"November 4, 2015",4,308,"Q4",4,"Weekday","Non-Holiday",1,2015-11-07 00:00:00.000,2015-10-04 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk45",2015-11-05 00:00:00.000,"Q3",10,5,"Thu","Thursday",358,"2015-Wk40","2015-Q3","2015-P10",90,2015,40,28,2014-11-06 00:00:00.000,404,4,"2 Yrs Prior Calendar Year",2014-11-05 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151105,2500,"Wk45",45,363,28,"November 5, 2015",5,309,"Q4",4,"Weekday","Non-Holiday",1,2015-11-07 00:00:00.000,2015-10-05 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk45",2015-11-06 00:00:00.000,"Q3",10,6,"Fri","Friday",358,"2015-Wk40","2015-Q3","2015-P10",90,2015,40,28,2014-11-07 00:00:00.000,404,4,"2 Yrs Prior Calendar Year",2014-11-06 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151106,2501,"Wk45",45,363,28,"November 6, 2015",6,310,"Q4",4,"Weekday","Non-Holiday",1,2015-11-07 00:00:00.000,2015-10-06 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk45",2015-11-07 00:00:00.000,"Q3",10,7,"Sat","Saturday",358,"2015-Wk40","2015-Q3","2015-P10",90,2015,40,28,2014-11-08 00:00:00.000,404,4,"2 Yrs Prior Calendar Year",2014-11-07 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151107,2502,"Wk45",45,363,28,"November 7, 2015",7,311,"Q4",4,"Weekend","Non-Holiday",1,2015-11-07 00:00:00.000,2015-10-07 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk46",2015-11-08 00:00:00.000,"Q4",11,1,"Sun","Sunday",359,"2015-Wk41","2015-Q4","2015-P11",91,2015,41,29,2014-11-09 00:00:00.000,405,1,"2 Yrs Prior Calendar Year",2014-11-08 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151108,2503,"Wk46",46,364,28,"November 8, 2015",8,312,"Q4",4,"Weekend","Non-Holiday",2,2015-11-14 00:00:00.000,2015-10-08 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk46",2015-11-09 00:00:00.000,"Q4",11,2,"Mon","Monday",359,"2015-Wk41","2015-Q4","2015-P11",91,2015,41,29,2014-11-10 00:00:00.000,405,1,"2 Yrs Prior Calendar Year",2014-11-09 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151109,2504,"Wk46",46,364,28,"November 9, 2015",9,313,"Q4",4,"Weekday","Non-Holiday",2,2015-11-14 00:00:00.000,2015-10-09 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk46",2015-11-10 00:00:00.000,"Q4",11,3,"Tue","Tuesday",359,"2015-Wk41","2015-Q4","2015-P11",91,2015,41,29,2014-11-11 00:00:00.000,405,1,"2 Yrs Prior Calendar Year",2014-11-10 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151110,2505,"Wk46",46,364,28,"November 10, 2015",10,314,"Q4",4,"Weekday","Non-Holiday",2,2015-11-14 00:00:00.000,2015-10-10 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk46",2015-11-11 00:00:00.000,"Q4",11,4,"Wed","Wednesday",359,"2015-Wk41","2015-Q4","2015-P11",91,2015,41,29,2014-11-12 00:00:00.000,405,1,"2 Yrs Prior Calendar Year",2014-11-11 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151111,2506,"Wk46",46,364,28,"November 11, 2015",11,315,"Q4",4,"Weekday","Non-Holiday",2,2015-11-14 00:00:00.000,2015-10-11 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk46",2015-11-12 00:00:00.000,"Q4",11,5,"Thu","Thursday",359,"2015-Wk41","2015-Q4","2015-P11",91,2015,41,29,2014-11-13 00:00:00.000,405,1,"2 Yrs Prior Calendar Year",2014-11-12 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151112,2507,"Wk46",46,364,28,"November 12, 2015",12,316,"Q4",4,"Weekday","Non-Holiday",2,2015-11-14 00:00:00.000,2015-10-12 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk46",2015-11-13 00:00:00.000,"Q4",11,6,"Fri","Friday",359,"2015-Wk41","2015-Q4","2015-P11",91,2015,41,29,2014-11-14 00:00:00.000,405,1,"2 Yrs Prior Calendar Year",2014-11-13 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151113,2508,"Wk46",46,364,28,"November 13, 2015",13,317,"Q4",4,"Weekday","Non-Holiday",2,2015-11-14 00:00:00.000,2015-10-13 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk46",2015-11-14 00:00:00.000,"Q4",11,7,"Sat","Saturday",359,"2015-Wk41","2015-Q4","2015-P11",91,2015,41,29,2014-11-15 00:00:00.000,405,1,"2 Yrs Prior Calendar Year",2014-11-14 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151114,2509,"Wk46",46,364,28,"November 14, 2015",14,318,"Q4",4,"Weekend","Non-Holiday",2,2015-11-14 00:00:00.000,2015-10-14 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk47",2015-11-15 00:00:00.000,"Q4",11,1,"Sun","Sunday",360,"2015-Wk42","2015-Q4","2015-P11",91,2015,42,29,2014-11-16 00:00:00.000,406,2,"2 Yrs Prior Calendar Year",2014-11-15 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151115,2510,"Wk47",47,365,28,"November 15, 2015",15,319,"Q4",4,"Weekend","Non-Holiday",3,2015-11-21 00:00:00.000,2015-10-15 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk47",2015-11-16 00:00:00.000,"Q4",11,2,"Mon","Monday",360,"2015-Wk42","2015-Q4","2015-P11",91,2015,42,29,2014-11-17 00:00:00.000,406,2,"2 Yrs Prior Calendar Year",2014-11-16 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151116,2511,"Wk47",47,365,28,"November 16, 2015",16,320,"Q4",4,"Weekday","Non-Holiday",3,2015-11-21 00:00:00.000,2015-10-16 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk47",2015-11-17 00:00:00.000,"Q4",11,3,"Tue","Tuesday",360,"2015-Wk42","2015-Q4","2015-P11",91,2015,42,29,2014-11-18 00:00:00.000,406,2,"2 Yrs Prior Calendar Year",2014-11-17 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151117,2512,"Wk47",47,365,28,"November 17, 2015",17,321,"Q4",4,"Weekday","Non-Holiday",3,2015-11-21 00:00:00.000,2015-10-17 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk47",2015-11-18 00:00:00.000,"Q4",11,4,"Wed","Wednesday",360,"2015-Wk42","2015-Q4","2015-P11",91,2015,42,29,2014-11-19 00:00:00.000,406,2,"2 Yrs Prior Calendar Year",2014-11-18 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151118,2513,"Wk47",47,365,28,"November 18, 2015",18,322,"Q4",4,"Weekday","Non-Holiday",3,2015-11-21 00:00:00.000,2015-10-18 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk47",2015-11-19 00:00:00.000,"Q4",11,5,"Thu","Thursday",360,"2015-Wk42","2015-Q4","2015-P11",91,2015,42,29,2014-11-20 00:00:00.000,406,2,"2 Yrs Prior Calendar Year",2014-11-19 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151119,2514,"Wk47",47,365,28,"November 19, 2015",19,323,"Q4",4,"Weekday","Non-Holiday",3,2015-11-21 00:00:00.000,2015-10-19 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk47",2015-11-20 00:00:00.000,"Q4",11,6,"Fri","Friday",360,"2015-Wk42","2015-Q4","2015-P11",91,2015,42,29,2014-11-21 00:00:00.000,406,2,"2 Yrs Prior Calendar Year",2014-11-20 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151120,2515,"Wk47",47,365,28,"November 20, 2015",20,324,"Q4",4,"Weekday","Non-Holiday",3,2015-11-21 00:00:00.000,2015-10-20 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk47",2015-11-21 00:00:00.000,"Q4",11,7,"Sat","Saturday",360,"2015-Wk42","2015-Q4","2015-P11",91,2015,42,29,2014-11-22 00:00:00.000,406,2,"2 Yrs Prior Calendar Year",2014-11-21 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151121,2516,"Wk47",47,365,28,"November 21, 2015",21,325,"Q4",4,"Weekend","Non-Holiday",3,2015-11-21 00:00:00.000,2015-10-21 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk48",2015-11-22 00:00:00.000,"Q4",11,1,"Sun","Sunday",361,"2015-Wk43","2015-Q4","2015-P11",91,2015,43,29,2014-11-23 00:00:00.000,407,3,"2 Yrs Prior Calendar Year",2014-11-22 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151122,2517,"Wk48",48,366,28,"November 22, 2015",22,326,"Q4",4,"Weekend","Non-Holiday",4,2015-11-28 00:00:00.000,2015-10-22 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk48",2015-11-23 00:00:00.000,"Q4",11,2,"Mon","Monday",361,"2015-Wk43","2015-Q4","2015-P11",91,2015,43,29,2014-11-24 00:00:00.000,407,3,"2 Yrs Prior Calendar Year",2014-11-23 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151123,2518,"Wk48",48,366,28,"November 23, 2015",23,327,"Q4",4,"Weekday","Non-Holiday",4,2015-11-28 00:00:00.000,2015-10-23 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk48",2015-11-24 00:00:00.000,"Q4",11,3,"Tue","Tuesday",361,"2015-Wk43","2015-Q4","2015-P11",91,2015,43,29,2014-11-25 00:00:00.000,407,3,"2 Yrs Prior Calendar Year",2014-11-24 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151124,2519,"Wk48",48,366,28,"November 24, 2015",24,328,"Q4",4,"Weekday","Non-Holiday",4,2015-11-28 00:00:00.000,2015-10-24 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk48",2015-11-25 00:00:00.000,"Q4",11,4,"Wed","Wednesday",361,"2015-Wk43","2015-Q4","2015-P11",91,2015,43,29,2014-11-26 00:00:00.000,407,3,"2 Yrs Prior Calendar Year",2014-11-25 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151125,2520,"Wk48",48,366,28,"November 25, 2015",25,329,"Q4",4,"Weekday","Non-Holiday",4,2015-11-28 00:00:00.000,2015-10-25 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk48",2015-11-27 00:00:00.000,"Q4",11,6,"Fri","Friday",361,"2015-Wk43","2015-Q4","2015-P11",91,2015,43,29,2014-11-28 00:00:00.000,407,3,"2 Yrs Prior Calendar Year",2014-11-27 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151127,2522,"Wk48",48,366,28,"November 27, 2015",27,331,"Q4",4,"Weekday","Non-Holiday",4,2015-11-28 00:00:00.000,2015-10-27 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk48",2015-11-28 00:00:00.000,"Q4",11,7,"Sat","Saturday",361,"2015-Wk43","2015-Q4","2015-P11",91,2015,43,29,2014-11-29 00:00:00.000,407,3,"2 Yrs Prior Calendar Year",2014-11-28 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151128,2523,"Wk48",48,366,28,"November 28, 2015",28,332,"Q4",4,"Weekend","Non-Holiday",4,2015-11-28 00:00:00.000,2015-10-28 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk49",2015-11-29 00:00:00.000,"Q4",11,1,"Sun","Sunday",362,"2015-Wk44","2015-Q4","2015-P11",91,2015,44,29,2014-11-30 00:00:00.000,408,4,"2 Yrs Prior Calendar Year",2014-11-29 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151129,2524,"Wk49",49,367,28,"November 29, 2015",29,333,"Q4",4,"Weekend","Non-Holiday",5,2015-12-05 00:00:00.000,2015-10-29 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Nov",2015,"2015-Nov","2015-Q4","2015-Wk49",2015-11-30 00:00:00.000,"Q4",11,2,"Mon","Monday",362,"2015-Wk44","2015-Q4","2015-P11",91,2015,44,29,2014-12-01 00:00:00.000,408,4,"2 Yrs Prior Calendar Year",2014-11-30 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",11,83,20151130,2525,"Wk49",49,367,28,"November 30, 2015",30,334,"Q4",4,"Weekday","Non-Holiday",5,2015-12-05 00:00:00.000,2015-10-30 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Dec",2015,"2015-Dec","2015-Q4","2015-Wk49",2015-12-01 00:00:00.000,"Q4",11,3,"Tue","Tuesday",362,"2015-Wk44","2015-Q4","2015-P11",91,2015,44,29,2014-12-02 00:00:00.000,408,4,"2 Yrs Prior Calendar Year",2014-12-01 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",12,84,20151201,2526,"Wk49",49,367,28,"December 1, 2015",1,335,"Q4",4,"Weekday","Non-Holiday",1,2015-12-05 00:00:00.000,2015-11-01 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Dec",2015,"2015-Dec","2015-Q4","2015-Wk49",2015-12-02 00:00:00.000,"Q4",11,4,"Wed","Wednesday",362,"2015-Wk44","2015-Q4","2015-P11",91,2015,44,29,2014-12-03 00:00:00.000,408,4,"2 Yrs Prior Calendar Year",2014-12-02 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",12,84,20151202,2527,"Wk49",49,367,28,"December 2, 2015",2,336,"Q4",4,"Weekday","Non-Holiday",1,2015-12-05 00:00:00.000,2015-11-02 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Dec",2015,"2015-Dec","2015-Q4","2015-Wk49",2015-12-03 00:00:00.000,"Q4",11,5,"Thu","Thursday",362,"2015-Wk44","2015-Q4","2015-P11",91,2015,44,29,2014-12-04 00:00:00.000,408,4,"2 Yrs Prior Calendar Year",2014-12-03 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",12,84,20151203,2528,"Wk49",49,367,28,"December 3, 2015",3,337,"Q4",4,"Weekday","Non-Holiday",1,2015-12-05 00:00:00.000,2015-11-03 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Dec",2015,"2015-Dec","2015-Q4","2015-Wk49",2015-12-04 00:00:00.000,"Q4",11,6,"Fri","Friday",362,"2015-Wk44","2015-Q4","2015-P11",91,2015,44,29,2014-12-05 00:00:00.000,408,4,"2 Yrs Prior Calendar Year",2014-12-04 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",12,84,20151204,2529,"Wk49",49,367,28,"December 4, 2015",4,338,"Q4",4,"Weekday","Non-Holiday",1,2015-12-05 00:00:00.000,2015-11-04 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Dec",2015,"2015-Dec","2015-Q4","2015-Wk49",2015-12-05 00:00:00.000,"Q4",11,7,"Sat","Saturday",362,"2015-Wk44","2015-Q4","2015-P11",91,2015,44,29,2014-12-06 00:00:00.000,408,4,"2 Yrs Prior Calendar Year",2014-12-05 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",12,84,20151205,2530,"Wk49",49,367,28,"December 5, 2015",5,339,"Q4",4,"Weekend","Non-Holiday",1,2015-12-05 00:00:00.000,2015-11-05 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Dec",2015,"2015-Dec","2015-Q4","2015-Wk50",2015-12-06 00:00:00.000,"Q4",12,1,"Sun","Sunday",363,"2015-Wk45","2015-Q4","2015-P12",92,2015,45,29,2014-12-07 00:00:00.000,409,1,"2 Yrs Prior Calendar Year",2014-12-06 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",12,84,20151206,2531,"Wk50",50,368,28,"December 6, 2015",6,340,"Q4",4,"Weekend","Non-Holiday",2,2015-12-12 00:00:00.000,2015-11-06 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Dec",2015,"2015-Dec","2015-Q4","2015-Wk50",2015-12-07 00:00:00.000,"Q4",12,2,"Mon","Monday",363,"2015-Wk45","2015-Q4","2015-P12",92,2015,45,29,2014-12-08 00:00:00.000,409,1,"2 Yrs Prior Calendar Year",2014-12-07 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",12,84,20151207,2532,"Wk50",50,368,28,"December 7, 2015",7,341,"Q4",4,"Weekday","Non-Holiday",2,2015-12-12 00:00:00.000,2015-11-07 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Dec",2015,"2015-Dec","2015-Q4","2015-Wk50",2015-12-08 00:00:00.000,"Q4",12,3,"Tue","Tuesday",363,"2015-Wk45","2015-Q4","2015-P12",92,2015,45,29,2014-12-09 00:00:00.000,409,1,"2 Yrs Prior Calendar Year",2014-12-08 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",12,84,20151208,2533,"Wk50",50,368,28,"December 8, 2015",8,342,"Q4",4,"Weekday","Non-Holiday",2,2015-12-12 00:00:00.000,2015-11-08 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Dec",2015,"2015-Dec","2015-Q4","2015-Wk50",2015-12-09 00:00:00.000,"Q4",12,4,"Wed","Wednesday",363,"2015-Wk45","2015-Q4","2015-P12",92,2015,45,29,2014-12-10 00:00:00.000,409,1,"2 Yrs Prior Calendar Year",2014-12-09 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",12,84,20151209,2534,"Wk50",50,368,28,"December 9, 2015",9,343,"Q4",4,"Weekday","Non-Holiday",2,2015-12-12 00:00:00.000,2015-11-09 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Dec",2015,"2015-Dec","2015-Q4","2015-Wk50",2015-12-10 00:00:00.000,"Q4",12,5,"Thu","Thursday",363,"2015-Wk45","2015-Q4","2015-P12",92,2015,45,29,2014-12-11 00:00:00.000,409,1,"2 Yrs Prior Calendar Year",2014-12-10 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",12,84,20151210,2535,"Wk50",50,368,28,"December 10, 2015",10,344,"Q4",4,"Weekday","Non-Holiday",2,2015-12-12 00:00:00.000,2015-11-10 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Dec",2015,"2015-Dec","2015-Q4","2015-Wk50",2015-12-11 00:00:00.000,"Q4",12,6,"Fri","Friday",363,"2015-Wk45","2015-Q4","2015-P12",92,2015,45,29,2014-12-12 00:00:00.000,409,1,"2 Yrs Prior Calendar Year",2014-12-11 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",12,84,20151211,2536,"Wk50",50,368,28,"December 11, 2015",11,345,"Q4",4,"Weekday","Non-Holiday",2,2015-12-12 00:00:00.000,2015-11-11 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Dec",2015,"2015-Dec","2015-Q4","2015-Wk50",2015-12-12 00:00:00.000,"Q4",12,7,"Sat","Saturday",363,"2015-Wk45","2015-Q4","2015-P12",92,2015,45,29,2014-12-13 00:00:00.000,409,1,"2 Yrs Prior Calendar Year",2014-12-12 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",12,84,20151212,2537,"Wk50",50,368,28,"December 12, 2015",12,346,"Q4",4,"Weekend","Non-Holiday",2,2015-12-12 00:00:00.000,2015-11-12 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Dec",2015,"2015-Dec","2015-Q4","2015-Wk51",2015-12-13 00:00:00.000,"Q4",12,1,"Sun","Sunday",364,"2015-Wk46","2015-Q4","2015-P12",92,2015,46,29,2014-12-14 00:00:00.000,410,2,"2 Yrs Prior Calendar Year",2014-12-13 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",12,84,20151213,2538,"Wk51",51,369,28,"December 13, 2015",13,347,"Q4",4,"Weekend","Non-Holiday",3,2015-12-19 00:00:00.000,2015-11-13 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
"Dec",2015,"2015-Dec","2015-Q4","2015-Wk51",2015-12-14 00:00:00.000,"Q4",12,2,"Mon","Monday",364,"2015-Wk46","2015-Q4","2015-P12",92,2015,46,29,2014-12-15 00:00:00.000,410,2,"2 Yrs Prior Calendar Year",2014-12-14 00:00:00.000,2017-01-01 00:00:00.000,"Other Calendar Month",12,84,20151214,2539,"Wk51",51,369,28,"December 14, 2015",14,348,"Q4",4,"Weekday","Non-Holiday",3,2015-12-19 00:00:00.000,2015-11-14 00:00:00.000,"Other Calendar Week",2016-09-12 00:00:00.000,"ST"
