Clearing Date,Due Date,Customer Index,Value,Invoice Number
2019-05-11 00:00:00.000,2020-03-05 00:00:00.000,133,5702,"Inv01419"
2018-10-18 00:00:00.000,2019-05-31 00:00:00.000,134,2993,"Inv01420"
2018-01-06 00:00:00.000,2018-02-20 00:00:00.000,135,6963,"Inv01421"
2018-12-05 00:00:00.000,2018-12-18 00:00:00.000,21,9246,"Inv01422"
2019-01-25 00:00:00.000,2019-07-23 00:00:00.000,113,9728,"Inv01423"
2019-07-05 00:00:00.000,2020-02-27 00:00:00.000,51,1782,"Inv01424"
2018-07-20 00:00:00.000,2018-10-29 00:00:00.000,155,7828,"Inv01425"
2018-06-28 00:00:00.000,2019-05-11 00:00:00.000,168,8072,"Inv01426"
2019-01-26 00:00:00.000,2019-08-26 00:00:00.000,145,2111,"Inv01427"
2018-08-21 00:00:00.000,2019-04-17 00:00:00.000,152,5274,"Inv01428"
2018-12-14 00:00:00.000,2019-05-06 00:00:00.000,1,2653,"Inv01429"
2019-02-10 00:00:00.000,2019-08-14 00:00:00.000,42,9991,"Inv01430"
2019-02-22 00:00:00.000,2019-12-07 00:00:00.000,49,2747,"Inv01431"
2018-04-07 00:00:00.000,2018-09-27 00:00:00.000,158,4838,"Inv01432"
2019-03-15 00:00:00.000,2019-04-04 00:00:00.000,1,1838,"Inv01433"
2019-08-25 00:00:00.000,2020-03-19 00:00:00.000,32,2739,"Inv01434"
2019-05-07 00:00:00.000,2019-09-10 00:00:00.000,157,9992,"Inv01435"
2019-08-25 00:00:00.000,2019-11-01 00:00:00.000,175,10571,"Inv01436"
2018-04-06 00:00:00.000,2018-07-16 00:00:00.000,22,5500,"Inv01437"
2018-07-11 00:00:00.000,2018-08-13 00:00:00.000,152,4897,"Inv01438"
2019-04-08 00:00:00.000,2020-02-12 00:00:00.000,169,3099,"Inv01439"
2018-06-11 00:00:00.000,2019-04-16 00:00:00.000,107,7264,"Inv01440"
2019-08-30 00:00:00.000,2020-01-13 00:00:00.000,9,7060,"Inv01441"
2019-08-30 00:00:00.000,2020-05-15 00:00:00.000,7,9238,"Inv01442"
2019-06-26 00:00:00.000,2019-07-20 00:00:00.000,151,2027,"Inv01443"
2019-07-30 00:00:00.000,2019-10-30 00:00:00.000,165,4458,"Inv01444"
2018-05-01 00:00:00.000,2018-09-25 00:00:00.000,46,8301,"Inv01445"
2019-08-14 00:00:00.000,2019-10-22 00:00:00.000,13,1803,"Inv01446"
2018-03-14 00:00:00.000,2018-06-21 00:00:00.000,175,10215,"Inv01447"
2019-05-20 00:00:00.000,2019-09-02 00:00:00.000,10,6179,"Inv01448"
2019-04-10 00:00:00.000,2019-12-04 00:00:00.000,104,9190,"Inv01449"
2019-08-18 00:00:00.000,2019-09-28 00:00:00.000,49,1631,"Inv01450"
2018-10-20 00:00:00.000,2018-11-20 00:00:00.000,5,5544,"Inv01451"
2019-08-02 00:00:00.000,2020-04-23 00:00:00.000,54,10513,"Inv01452"
2018-04-19 00:00:00.000,2018-04-29 00:00:00.000,13,9162,"Inv01453"
2018-11-13 00:00:00.000,2019-05-01 00:00:00.000,67,1808,"Inv01454"
2018-08-28 00:00:00.000,2019-06-02 00:00:00.000,53,7032,"Inv01455"
2019-01-16 00:00:00.000,2019-07-24 00:00:00.000,166,2286,"Inv01456"
2018-01-23 00:00:00.000,2018-06-10 00:00:00.000,175,1530,"Inv01457"
2018-08-09 00:00:00.000,2019-04-30 00:00:00.000,58,4610,"Inv01458"
2019-04-09 00:00:00.000,2019-09-11 00:00:00.000,101,6133,"Inv01459"
2018-02-19 00:00:00.000,2018-06-21 00:00:00.000,7,3122,"Inv01460"
2018-06-01 00:00:00.000,2018-12-20 00:00:00.000,43,6902,"Inv01461"
2018-02-12 00:00:00.000,2018-08-01 00:00:00.000,48,3858,"Inv01462"
2019-06-17 00:00:00.000,2019-07-20 00:00:00.000,166,10479,"Inv01463"
2018-05-09 00:00:00.000,2018-09-25 00:00:00.000,102,4464,"Inv01464"
2019-05-09 00:00:00.000,2019-07-03 00:00:00.000,154,7926,"Inv01465"
2019-09-15 00:00:00.000,2020-07-19 00:00:00.000,147,6292,"Inv01466"
2019-05-24 00:00:00.000,2020-03-01 00:00:00.000,15,7311,"Inv01467"
2018-11-03 00:00:00.000,2018-12-23 00:00:00.000,159,3858,"Inv01468"
2019-03-11 00:00:00.000,2019-11-27 00:00:00.000,168,5651,"Inv01469"
2018-06-26 00:00:00.000,2018-07-17 00:00:00.000,117,9338,"Inv01470"
2018-02-21 00:00:00.000,2018-06-13 00:00:00.000,113,2632,"Inv01471"
2018-08-05 00:00:00.000,2018-10-01 00:00:00.000,58,6819,"Inv01472"
2018-06-03 00:00:00.000,2018-11-04 00:00:00.000,109,4756,"Inv01473"
2018-10-07 00:00:00.000,2018-11-19 00:00:00.000,26,8708,"Inv01474"
2018-07-30 00:00:00.000,2018-11-02 00:00:00.000,3,7579,"Inv01475"
2019-02-13 00:00:00.000,2019-09-17 00:00:00.000,2,3455,"Inv01476"
2018-10-01 00:00:00.000,2018-12-20 00:00:00.000,74,10253,"Inv01477"
2019-06-21 00:00:00.000,2019-10-31 00:00:00.000,80,8302,"Inv01478"
2018-10-24 00:00:00.000,2019-05-26 00:00:00.000,43,8738,"Inv01479"
2018-10-13 00:00:00.000,2019-07-03 00:00:00.000,24,2454,"Inv01480"
2019-02-01 00:00:00.000,2019-06-09 00:00:00.000,155,8122,"Inv01481"
2019-03-04 00:00:00.000,2019-10-08 00:00:00.000,141,4853,"Inv01482"
2019-09-28 00:00:00.000,2020-05-05 00:00:00.000,42,5003,"Inv01483"
2018-01-25 00:00:00.000,2018-07-02 00:00:00.000,49,3119,"Inv01484"
2018-12-17 00:00:00.000,2019-08-17 00:00:00.000,62,3322,"Inv01485"
2018-02-04 00:00:00.000,2018-11-04 00:00:00.000,171,2422,"Inv01486"
2019-01-24 00:00:00.000,2019-05-29 00:00:00.000,41,10013,"Inv01487"
2018-04-18 00:00:00.000,2018-10-25 00:00:00.000,7,6414,"Inv01488"
2018-11-12 00:00:00.000,2018-11-30 00:00:00.000,13,5014,"Inv01489"
2018-10-13 00:00:00.000,2018-11-04 00:00:00.000,11,1634,"Inv01490"
2019-09-23 00:00:00.000,2020-08-07 00:00:00.000,86,1812,"Inv01491"
2019-01-17 00:00:00.000,2019-09-16 00:00:00.000,168,9937,"Inv01492"
2019-04-24 00:00:00.000,2019-07-08 00:00:00.000,87,4906,"Inv01493"
2018-07-02 00:00:00.000,2018-12-21 00:00:00.000,90,9577,"Inv01494"
2019-07-28 00:00:00.000,2019-08-06 00:00:00.000,43,3306,"Inv01495"
2019-06-24 00:00:00.000,2019-11-09 00:00:00.000,111,5204,"Inv01496"
2018-07-27 00:00:00.000,2019-05-12 00:00:00.000,154,3789,"Inv01497"
2019-07-05 00:00:00.000,2020-03-04 00:00:00.000,65,6100,"Inv01498"
2018-11-23 00:00:00.000,2019-05-30 00:00:00.000,161,8981,"Inv01499"
2018-05-14 00:00:00.000,2019-01-28 00:00:00.000,24,4748,"Inv01500"
2019-07-19 00:00:00.000,2020-04-16 00:00:00.000,17,3644,"Inv01501"
2018-11-07 00:00:00.000,2018-12-07 00:00:00.000,142,4189,"Inv01502"
2019-09-20 00:00:00.000,2020-08-15 00:00:00.000,97,5690,"Inv01503"
2018-01-19 00:00:00.000,2018-01-24 00:00:00.000,107,7272,"Inv01504"
2019-09-12 00:00:00.000,2020-06-27 00:00:00.000,130,2052,"Inv01505"
2019-06-25 00:00:00.000,2019-12-09 00:00:00.000,155,2498,"Inv01506"
2018-07-02 00:00:00.000,2019-04-13 00:00:00.000,96,4930,"Inv01507"
2018-05-11 00:00:00.000,2018-05-20 00:00:00.000,39,1809,"Inv01508"
2018-10-10 00:00:00.000,2018-12-23 00:00:00.000,75,7249,"Inv01509"
2019-03-13 00:00:00.000,2019-12-17 00:00:00.000,99,4422,"Inv01510"
2018-06-29 00:00:00.000,2019-05-08 00:00:00.000,100,3973,"Inv01511"
2019-09-07 00:00:00.000,2020-01-30 00:00:00.000,41,1706,"Inv01512"
2018-04-27 00:00:00.000,2019-02-16 00:00:00.000,67,9593,"Inv01513"
2019-02-22 00:00:00.000,2019-11-26 00:00:00.000,170,2753,"Inv01514"
2018-02-01 00:00:00.000,2018-12-09 00:00:00.000,140,4365,"Inv01515"
2019-07-12 00:00:00.000,2019-11-26 00:00:00.000,79,7488,"Inv01516"
2018-02-04 00:00:00.000,2018-07-24 00:00:00.000,47,10383,"Inv01517"
2018-11-06 00:00:00.000,2019-05-17 00:00:00.000,162,3343,"Inv01518"
2018-10-28 00:00:00.000,2019-02-16 00:00:00.000,61,5188,"Inv01519"
2018-03-11 00:00:00.000,2018-06-06 00:00:00.000,147,8715,"Inv01520"
2018-03-04 00:00:00.000,2018-09-05 00:00:00.000,48,7092,"Inv01521"
2018-08-21 00:00:00.000,2018-11-15 00:00:00.000,120,5168,"Inv01522"
2018-02-04 00:00:00.000,2018-12-09 00:00:00.000,172,7792,"Inv01523"
2019-09-06 00:00:00.000,2020-03-29 00:00:00.000,70,6499,"Inv01524"
2019-09-24 00:00:00.000,2019-11-14 00:00:00.000,73,8425,"Inv01525"
2019-01-01 00:00:00.000,2019-09-01 00:00:00.000,174,10225,"Inv01526"
2018-01-04 00:00:00.000,2018-09-21 00:00:00.000,14,4464,"Inv01527"
2019-01-30 00:00:00.000,2019-05-16 00:00:00.000,60,1607,"Inv01528"
2019-04-22 00:00:00.000,2019-07-12 00:00:00.000,28,5777,"Inv01529"
2018-09-05 00:00:00.000,2019-07-22 00:00:00.000,53,8187,"Inv01530"
2018-12-28 00:00:00.000,2019-11-09 00:00:00.000,141,6108,"Inv01531"
2018-04-15 00:00:00.000,2018-11-14 00:00:00.000,80,3202,"Inv01532"
2019-03-02 00:00:00.000,2020-01-11 00:00:00.000,34,2061,"Inv01533"
2018-05-15 00:00:00.000,2018-10-17 00:00:00.000,57,9243,"Inv01534"
2019-01-13 00:00:00.000,2019-03-23 00:00:00.000,105,7970,"Inv01535"
2019-06-27 00:00:00.000,2020-04-17 00:00:00.000,131,3174,"Inv01536"
2018-12-17 00:00:00.000,2019-10-12 00:00:00.000,97,6117,"Inv01537"
2019-09-08 00:00:00.000,2020-04-08 00:00:00.000,137,5809,"Inv01538"
2018-08-27 00:00:00.000,2018-09-24 00:00:00.000,149,3548,"Inv01539"
2019-02-03 00:00:00.000,2019-11-06 00:00:00.000,60,7838,"Inv01540"
2018-03-29 00:00:00.000,2018-11-09 00:00:00.000,163,1873,"Inv01541"
2019-04-16 00:00:00.000,2019-05-26 00:00:00.000,74,9957,"Inv01542"
2019-04-02 00:00:00.000,2019-09-17 00:00:00.000,154,9976,"Inv01543"
2019-07-11 00:00:00.000,2020-05-23 00:00:00.000,110,7666,"Inv01544"
2019-06-06 00:00:00.000,2019-10-08 00:00:00.000,42,2416,"Inv01545"
2019-02-28 00:00:00.000,2019-03-09 00:00:00.000,53,10534,"Inv01546"
2018-06-23 00:00:00.000,2019-02-26 00:00:00.000,20,3918,"Inv01547"
2018-10-16 00:00:00.000,2019-04-08 00:00:00.000,108,4402,"Inv01548"
2019-01-12 00:00:00.000,2019-05-08 00:00:00.000,82,5390,"Inv01549"
2018-02-16 00:00:00.000,2018-11-11 00:00:00.000,45,6005,"Inv01550"
2018-03-16 00:00:00.000,2018-12-30 00:00:00.000,95,6614,"Inv01551"
2019-08-28 00:00:00.000,2020-06-12 00:00:00.000,110,3739,"Inv01552"
2018-06-11 00:00:00.000,2018-06-13 00:00:00.000,130,5758,"Inv01553"
2019-07-14 00:00:00.000,2020-01-12 00:00:00.000,128,2878,"Inv01554"
2019-01-03 00:00:00.000,2019-08-08 00:00:00.000,80,6003,"Inv01555"
2018-05-07 00:00:00.000,2018-06-12 00:00:00.000,27,10306,"Inv01556"
2019-07-06 00:00:00.000,2020-01-28 00:00:00.000,117,1683,"Inv01557"
2018-05-16 00:00:00.000,2019-02-11 00:00:00.000,130,7237,"Inv01558"
2018-07-16 00:00:00.000,2018-09-18 00:00:00.000,60,9648,"Inv01559"
2018-01-31 00:00:00.000,2018-04-25 00:00:00.000,173,6582,"Inv01560"
2018-10-13 00:00:00.000,2019-04-06 00:00:00.000,154,2702,"Inv01561"
2018-07-30 00:00:00.000,2019-01-15 00:00:00.000,28,9398,"Inv01562"
2019-01-31 00:00:00.000,2019-11-29 00:00:00.000,26,8158,"Inv01563"
2018-08-25 00:00:00.000,2018-08-28 00:00:00.000,115,7539,"Inv01564"
2019-08-20 00:00:00.000,2020-05-08 00:00:00.000,159,3483,"Inv01565"
2019-04-12 00:00:00.000,2019-08-05 00:00:00.000,42,7577,"Inv01566"
2018-02-10 00:00:00.000,2018-07-15 00:00:00.000,119,5170,"Inv01567"
2018-08-06 00:00:00.000,2019-06-06 00:00:00.000,3,7433,"Inv01568"
2018-09-02 00:00:00.000,2019-07-10 00:00:00.000,39,5765,"Inv01569"
2018-12-31 00:00:00.000,2019-03-15 00:00:00.000,64,6308,"Inv01570"
2018-06-08 00:00:00.000,2018-11-12 00:00:00.000,60,3719,"Inv01571"
2019-08-19 00:00:00.000,2020-06-03 00:00:00.000,30,2324,"Inv01572"
2018-09-23 00:00:00.000,2019-07-31 00:00:00.000,103,5883,"Inv01573"
2018-06-30 00:00:00.000,2019-01-31 00:00:00.000,13,7982,"Inv01574"
2019-08-14 00:00:00.000,2019-10-25 00:00:00.000,14,4087,"Inv01575"
2019-03-26 00:00:00.000,2019-10-06 00:00:00.000,104,5704,"Inv01576"
2019-08-19 00:00:00.000,2020-07-14 00:00:00.000,107,2941,"Inv01577"
2018-11-04 00:00:00.000,2019-06-17 00:00:00.000,57,6681,"Inv01578"
2018-07-24 00:00:00.000,2019-05-05 00:00:00.000,102,3948,"Inv01579"
2019-05-25 00:00:00.000,2020-02-23 00:00:00.000,96,2178,"Inv01580"
2018-02-11 00:00:00.000,2018-10-13 00:00:00.000,106,9283,"Inv01581"
2018-03-04 00:00:00.000,2018-04-03 00:00:00.000,3,2664,"Inv01582"
2019-03-24 00:00:00.000,2019-06-02 00:00:00.000,129,9987,"Inv01583"
2018-05-20 00:00:00.000,2018-05-26 00:00:00.000,121,4395,"Inv01584"
2018-08-22 00:00:00.000,2019-02-04 00:00:00.000,113,8182,"Inv01585"
2019-05-06 00:00:00.000,2020-03-08 00:00:00.000,129,9966,"Inv01586"
2018-05-19 00:00:00.000,2018-10-26 00:00:00.000,55,5911,"Inv01587"
2018-08-03 00:00:00.000,2019-05-31 00:00:00.000,174,2140,"Inv01588"
2018-06-27 00:00:00.000,2018-06-28 00:00:00.000,157,5618,"Inv01589"
2018-11-05 00:00:00.000,2019-04-16 00:00:00.000,139,2045,"Inv01590"
2019-09-07 00:00:00.000,2020-04-10 00:00:00.000,167,5377,"Inv01591"
2019-02-28 00:00:00.000,2019-12-10 00:00:00.000,149,5500,"Inv01592"
2019-06-14 00:00:00.000,2020-01-18 00:00:00.000,35,1736,"Inv01593"
2018-10-27 00:00:00.000,2019-04-17 00:00:00.000,85,6577,"Inv01594"
2018-07-29 00:00:00.000,2018-10-13 00:00:00.000,62,6240,"Inv01595"
2019-07-07 00:00:00.000,2020-04-11 00:00:00.000,90,7718,"Inv01596"
2019-01-14 00:00:00.000,2019-04-08 00:00:00.000,157,10492,"Inv01597"
2018-07-30 00:00:00.000,2019-05-23 00:00:00.000,103,9803,"Inv01598"
2018-12-18 00:00:00.000,2019-08-12 00:00:00.000,123,2167,"Inv01599"
2018-01-17 00:00:00.000,2018-11-12 00:00:00.000,122,5419,"Inv01600"
2019-07-13 00:00:00.000,2019-11-11 00:00:00.000,158,8168,"Inv01601"
2018-10-11 00:00:00.000,2019-01-18 00:00:00.000,29,10018,"Inv01602"
2018-12-27 00:00:00.000,2019-06-03 00:00:00.000,74,5729,"Inv01603"
2018-04-14 00:00:00.000,2018-08-25 00:00:00.000,83,2764,"Inv01604"
2018-05-01 00:00:00.000,2019-02-08 00:00:00.000,10,3505,"Inv01605"
2019-01-19 00:00:00.000,2019-07-03 00:00:00.000,94,9110,"Inv01606"
2018-02-13 00:00:00.000,2018-11-15 00:00:00.000,14,9539,"Inv01607"
2019-09-24 00:00:00.000,2020-07-12 00:00:00.000,74,8729,"Inv01608"
2019-08-21 00:00:00.000,2019-11-01 00:00:00.000,116,9161,"Inv01609"
2019-07-21 00:00:00.000,2020-03-15 00:00:00.000,101,6398,"Inv01610"
2019-06-27 00:00:00.000,2019-10-20 00:00:00.000,110,4743,"Inv01611"
2019-08-29 00:00:00.000,2020-04-25 00:00:00.000,6,9136,"Inv01612"
2018-09-02 00:00:00.000,2019-05-29 00:00:00.000,61,6285,"Inv01613"
2019-06-20 00:00:00.000,2019-08-11 00:00:00.000,39,3932,"Inv01614"
2018-09-02 00:00:00.000,2019-03-13 00:00:00.000,144,1825,"Inv01615"
2018-10-16 00:00:00.000,2018-11-22 00:00:00.000,55,5233,"Inv01616"
2019-06-21 00:00:00.000,2019-08-26 00:00:00.000,24,3177,"Inv01617"
2019-06-08 00:00:00.000,2020-01-31 00:00:00.000,39,4920,"Inv01618"
2019-02-04 00:00:00.000,2019-12-01 00:00:00.000,169,7801,"Inv01619"
2018-09-20 00:00:00.000,2019-01-13 00:00:00.000,123,8677,"Inv01620"
2018-03-29 00:00:00.000,2018-09-09 00:00:00.000,134,4456,"Inv01621"
2019-03-03 00:00:00.000,2019-04-24 00:00:00.000,31,5263,"Inv01622"
2018-03-25 00:00:00.000,2018-07-18 00:00:00.000,143,5707,"Inv01623"
2018-01-02 00:00:00.000,2018-05-07 00:00:00.000,38,2089,"Inv01624"
2018-07-14 00:00:00.000,2018-09-21 00:00:00.000,47,10050,"Inv01625"
2019-01-11 00:00:00.000,2019-09-05 00:00:00.000,140,5749,"Inv01626"
2018-08-10 00:00:00.000,2018-10-17 00:00:00.000,145,9819,"Inv01627"
2019-03-09 00:00:00.000,2019-10-03 00:00:00.000,143,2880,"Inv01628"
2018-12-16 00:00:00.000,2019-06-17 00:00:00.000,141,7311,"Inv01629"
2018-07-03 00:00:00.000,2018-08-07 00:00:00.000,71,8178,"Inv01630"
2018-05-17 00:00:00.000,2018-09-26 00:00:00.000,102,3835,"Inv01631"
2018-10-07 00:00:00.000,2019-06-13 00:00:00.000,13,10040,"Inv01632"
2018-10-06 00:00:00.000,2018-12-26 00:00:00.000,131,2138,"Inv01633"
2018-08-24 00:00:00.000,2018-10-06 00:00:00.000,126,4605,"Inv01634"
2019-09-19 00:00:00.000,2019-12-12 00:00:00.000,87,9867,"Inv01635"
2018-08-05 00:00:00.000,2018-09-29 00:00:00.000,6,8298,"Inv01636"
2018-08-18 00:00:00.000,2019-02-26 00:00:00.000,173,6499,"Inv01637"
2019-09-13 00:00:00.000,2020-02-13 00:00:00.000,149,5598,"Inv01638"
2018-07-10 00:00:00.000,2019-02-03 00:00:00.000,137,3671,"Inv01639"
2018-06-17 00:00:00.000,2018-09-08 00:00:00.000,69,2110,"Inv01640"
2018-05-30 00:00:00.000,2019-03-16 00:00:00.000,95,9888,"Inv01641"
2019-03-01 00:00:00.000,2019-05-14 00:00:00.000,103,6530,"Inv01642"
2018-11-29 00:00:00.000,2018-12-07 00:00:00.000,112,6588,"Inv01643"
2019-08-18 00:00:00.000,2020-06-06 00:00:00.000,148,6056,"Inv01644"
2018-10-16 00:00:00.000,2019-09-08 00:00:00.000,61,8156,"Inv01645"
2019-01-06 00:00:00.000,2019-11-04 00:00:00.000,159,2066,"Inv01646"
2018-07-21 00:00:00.000,2019-05-02 00:00:00.000,126,5364,"Inv01647"
2018-04-24 00:00:00.000,2018-08-10 00:00:00.000,134,9981,"Inv01648"
2018-02-25 00:00:00.000,2018-05-02 00:00:00.000,66,7094,"Inv01649"
2019-06-02 00:00:00.000,2020-01-03 00:00:00.000,127,2942,"Inv01650"
2018-10-25 00:00:00.000,2018-11-27 00:00:00.000,143,2783,"Inv01651"
2018-10-15 00:00:00.000,2019-06-03 00:00:00.000,12,1519,"Inv01652"
2018-08-10 00:00:00.000,2019-05-22 00:00:00.000,163,9956,"Inv01653"
2018-01-31 00:00:00.000,2018-07-26 00:00:00.000,163,9147,"Inv01654"
2019-09-07 00:00:00.000,2019-12-27 00:00:00.000,146,6335,"Inv01655"
2019-01-12 00:00:00.000,2019-11-26 00:00:00.000,63,9258,"Inv01656"
2018-06-25 00:00:00.000,2018-06-25 00:00:00.000,43,7277,"Inv01657"
2018-10-26 00:00:00.000,2019-02-06 00:00:00.000,112,3758,"Inv01658"
2018-08-01 00:00:00.000,2019-06-18 00:00:00.000,172,10002,"Inv01659"
2019-06-20 00:00:00.000,2019-07-06 00:00:00.000,59,10522,"Inv01660"
2019-03-27 00:00:00.000,2020-01-27 00:00:00.000,53,5701,"Inv01661"
2019-07-18 00:00:00.000,2019-09-23 00:00:00.000,126,4134,"Inv01662"
2018-05-13 00:00:00.000,2019-03-27 00:00:00.000,38,5873,"Inv01663"
2018-03-12 00:00:00.000,2018-07-09 00:00:00.000,74,6668,"Inv01664"
2018-10-27 00:00:00.000,2019-02-04 00:00:00.000,160,4025,"Inv01665"
2018-03-21 00:00:00.000,2018-12-16 00:00:00.000,97,5272,"Inv01666"
2018-04-11 00:00:00.000,2019-03-03 00:00:00.000,171,7239,"Inv01667"
2018-11-15 00:00:00.000,2019-05-28 00:00:00.000,112,8886,"Inv01668"
2019-06-17 00:00:00.000,2019-12-11 00:00:00.000,9,8266,"Inv01669"
2019-03-10 00:00:00.000,2019-04-14 00:00:00.000,8,8058,"Inv01670"
2019-05-08 00:00:00.000,2020-03-05 00:00:00.000,16,9719,"Inv01671"
2018-02-03 00:00:00.000,2018-11-18 00:00:00.000,137,7936,"Inv01672"
2018-05-27 00:00:00.000,2018-07-01 00:00:00.000,71,3114,"Inv01673"
2019-01-15 00:00:00.000,2019-06-25 00:00:00.000,156,3921,"Inv01674"
2019-09-22 00:00:00.000,2019-12-28 00:00:00.000,6,9771,"Inv01675"
2019-05-13 00:00:00.000,2019-09-19 00:00:00.000,135,10436,"Inv01676"
2018-04-23 00:00:00.000,2019-02-25 00:00:00.000,45,8299,"Inv01677"
2019-01-21 00:00:00.000,2019-02-23 00:00:00.000,19,7677,"Inv01678"
2019-02-24 00:00:00.000,2019-08-31 00:00:00.000,57,7121,"Inv01679"
2019-08-15 00:00:00.000,2019-09-10 00:00:00.000,58,4011,"Inv01680"
2018-11-21 00:00:00.000,2019-10-01 00:00:00.000,90,8744,"Inv01681"
2018-12-02 00:00:00.000,2019-02-14 00:00:00.000,136,10055,"Inv01682"
2018-09-06 00:00:00.000,2018-12-14 00:00:00.000,48,9501,"Inv01683"
2018-11-08 00:00:00.000,2019-08-17 00:00:00.000,151,7343,"Inv01684"
2019-06-04 00:00:00.000,2019-10-07 00:00:00.000,8,6342,"Inv01685"
2019-07-30 00:00:00.000,2019-09-27 00:00:00.000,13,5952,"Inv01686"
2019-01-31 00:00:00.000,2019-12-20 00:00:00.000,160,2959,"Inv01687"
2019-09-05 00:00:00.000,2020-01-22 00:00:00.000,99,3199,"Inv01688"
2018-04-05 00:00:00.000,2018-08-14 00:00:00.000,51,9769,"Inv01689"
2019-07-23 00:00:00.000,2019-12-07 00:00:00.000,94,6627,"Inv01690"
2019-08-24 00:00:00.000,2020-01-11 00:00:00.000,38,7078,"Inv01691"
2018-09-01 00:00:00.000,2018-09-07 00:00:00.000,151,2247,"Inv01692"
2019-09-14 00:00:00.000,2020-01-17 00:00:00.000,8,8243,"Inv01693"
2018-09-14 00:00:00.000,2019-03-03 00:00:00.000,99,8285,"Inv01694"
2019-03-14 00:00:00.000,2019-06-16 00:00:00.000,91,3979,"Inv01695"
2019-01-01 00:00:00.000,2019-01-31 00:00:00.000,6,8211,"Inv01696"
2018-08-31 00:00:00.000,2019-06-03 00:00:00.000,98,2643,"Inv01697"
2018-11-10 00:00:00.000,2019-01-16 00:00:00.000,36,8863,"Inv01698"
2019-04-20 00:00:00.000,2019-09-08 00:00:00.000,46,7311,"Inv01699"
2019-03-05 00:00:00.000,2019-08-04 00:00:00.000,12,3668,"Inv01700"
2018-11-30 00:00:00.000,2019-05-31 00:00:00.000,155,2211,"Inv01701"
2018-01-03 00:00:00.000,2018-01-23 00:00:00.000,26,8746,"Inv01702"
2019-02-18 00:00:00.000,2019-04-09 00:00:00.000,161,5022,"Inv01703"
2019-07-20 00:00:00.000,2019-07-25 00:00:00.000,153,2397,"Inv01704"
2018-07-31 00:00:00.000,2018-10-14 00:00:00.000,73,5190,"Inv01705"
2018-10-19 00:00:00.000,2019-04-22 00:00:00.000,3,4596,"Inv01706"
2019-07-31 00:00:00.000,2019-12-20 00:00:00.000,37,5400,"Inv01707"
2018-11-30 00:00:00.000,2019-10-12 00:00:00.000,104,3058,"Inv01708"
2018-10-24 00:00:00.000,2019-03-08 00:00:00.000,129,9296,"Inv01709"
2018-05-01 00:00:00.000,2018-12-29 00:00:00.000,149,3843,"Inv01710"
2018-12-26 00:00:00.000,2019-07-06 00:00:00.000,95,2794,"Inv01711"
2018-05-31 00:00:00.000,2019-02-28 00:00:00.000,53,9409,"Inv01712"
2018-11-23 00:00:00.000,2019-03-16 00:00:00.000,124,6122,"Inv01713"
2019-04-19 00:00:00.000,2019-09-02 00:00:00.000,159,4746,"Inv01714"
2018-02-04 00:00:00.000,2018-08-28 00:00:00.000,130,9883,"Inv01715"
2018-12-20 00:00:00.000,2019-06-30 00:00:00.000,152,6931,"Inv01716"
2018-10-13 00:00:00.000,2019-04-10 00:00:00.000,135,5374,"Inv01717"
2018-11-25 00:00:00.000,2018-12-17 00:00:00.000,113,6291,"Inv01718"
2018-06-12 00:00:00.000,2018-09-19 00:00:00.000,169,9633,"Inv01719"
2019-02-17 00:00:00.000,2019-11-22 00:00:00.000,20,5998,"Inv01720"
2018-07-30 00:00:00.000,2018-10-24 00:00:00.000,97,6338,"Inv01721"
2019-02-11 00:00:00.000,2019-09-29 00:00:00.000,4,2022,"Inv01722"
2019-06-14 00:00:00.000,2019-08-06 00:00:00.000,164,10511,"Inv01723"
2018-08-02 00:00:00.000,2018-09-24 00:00:00.000,31,4730,"Inv01724"
2018-06-15 00:00:00.000,2018-07-11 00:00:00.000,119,8340,"Inv01725"
2018-03-20 00:00:00.000,2018-07-03 00:00:00.000,170,3708,"Inv01726"
2019-05-31 00:00:00.000,2019-06-17 00:00:00.000,68,3028,"Inv01727"
2018-08-16 00:00:00.000,2019-05-26 00:00:00.000,31,9218,"Inv01728"
2019-01-04 00:00:00.000,2019-03-04 00:00:00.000,148,5162,"Inv01729"
2018-06-11 00:00:00.000,2019-03-08 00:00:00.000,35,3045,"Inv01730"
2018-09-12 00:00:00.000,2018-12-06 00:00:00.000,134,10370,"Inv01731"
2019-07-21 00:00:00.000,2019-10-25 00:00:00.000,19,10140,"Inv01732"
2018-07-28 00:00:00.000,2019-04-02 00:00:00.000,28,9271,"Inv01733"
2018-05-24 00:00:00.000,2018-07-20 00:00:00.000,35,9095,"Inv01734"
2018-02-21 00:00:00.000,2018-04-16 00:00:00.000,30,3634,"Inv01735"
2018-07-13 00:00:00.000,2019-04-09 00:00:00.000,166,7582,"Inv01736"
2019-08-25 00:00:00.000,2020-05-02 00:00:00.000,127,4929,"Inv01737"
2018-01-21 00:00:00.000,2018-03-03 00:00:00.000,86,5397,"Inv01738"
2019-08-16 00:00:00.000,2019-12-16 00:00:00.000,101,2940,"Inv01739"
2018-05-04 00:00:00.000,2018-10-27 00:00:00.000,15,10598,"Inv01740"
2018-05-22 00:00:00.000,2018-11-23 00:00:00.000,77,4550,"Inv01741"
2019-01-28 00:00:00.000,2019-11-14 00:00:00.000,30,10355,"Inv01742"
