Items,Category,Month,Values,Type,Index Type
"Co-op Advertising fee","Marketing",2017-04-01 00:00:00.000,40630.7499673468,"Expenses",2
"Co-op Advertising fee","Marketing",2017-05-01 00:00:00.000,41037.05746702027,"Expenses",2
"Co-op Advertising fee","Marketing",2017-06-01 00:00:00.000,40216.316317679863,"Expenses",2
"Co-op Advertising fee","Marketing",2017-07-01 00:00:00.000,40216.316317679863,"Expenses",2
"Co-op Advertising fee","Marketing",2017-08-01 00:00:00.000,39411.989991326263,"Expenses",2
"Co-op Advertising fee","Marketing",2017-09-01 00:00:00.000,40988.469590979315,"Expenses",2
"Co-op Advertising fee","Marketing",2017-10-01 00:00:00.000,40988.469590979315,"Expenses",2
"Co-op Advertising fee","Marketing",2017-11-01 00:00:00.000,39758.815503249934,"Expenses",2
"Co-op Advertising fee","Marketing",2017-12-01 00:00:00.000,41349.168123379932,"Expenses",2
"Co-op Advertising fee","Marketing",2018-01-01 00:00:00.000,39695.201398444733,"Expenses",2
"Co-op Advertising fee","Marketing",2018-02-01 00:00:00.000,41283.009454382525,"Expenses",2
"Co-op Advertising fee","Marketing",2018-03-01 00:00:00.000,39218.8589816634,"Expenses",2
"Co-op Advertising fee","Marketing",2018-04-01 00:00:00.000,38042.293212213495,"Expenses",2
"Co-op Advertising fee","Marketing",2018-05-01 00:00:00.000,38422.716144335631,"Expenses",2
"Direct Advertising Expense","Marketing",2015-05-01 00:00:00.000,129354.36287004,"Expenses",2
"Direct Advertising Expense","Marketing",2015-06-01 00:00:00.000,128060.81924133959,"Expenses",2
"Direct Advertising Expense","Marketing",2015-07-01 00:00:00.000,124218.9946640994,"Expenses",2
"Direct Advertising Expense","Marketing",2015-08-01 00:00:00.000,124218.9946640994,"Expenses",2
"Direct Advertising Expense","Marketing",2015-09-01 00:00:00.000,119250.2348775354,"Expenses",2
"Direct Advertising Expense","Marketing",2015-10-01 00:00:00.000,120442.73722631077,"Expenses",2
"Direct Advertising Expense","Marketing",2015-11-01 00:00:00.000,114420.60036499522,"Expenses",2
"Direct Advertising Expense","Marketing",2015-12-01 00:00:00.000,120141.63038324499,"Expenses",2
"Direct Advertising Expense","Marketing",2016-01-01 00:00:00.000,126148.71190240725,"Expenses",2
"Direct Advertising Expense","Marketing",2016-02-01 00:00:00.000,121102.76342631095,"Expenses",2
"Direct Advertising Expense","Marketing",2016-03-01 00:00:00.000,116258.6528892585,"Expenses",2
"Direct Advertising Expense","Marketing",2016-04-01 00:00:00.000,110445.72024479556,"Expenses",2
"Direct Advertising Expense","Marketing",2016-05-01 00:00:00.000,113759.09185213943,"Expenses",2
"Direct Advertising Expense","Marketing",2016-06-01 00:00:00.000,113759.09185213943,"Expenses",2
"Direct Advertising Expense","Marketing",2016-07-01 00:00:00.000,114896.68277066082,"Expenses",2
"Direct Advertising Expense","Marketing",2016-08-01 00:00:00.000,113747.71594295421,"Expenses",2
"Direct Advertising Expense","Marketing",2016-09-01 00:00:00.000,119435.10174010192,"Expenses",2
"Direct Advertising Expense","Marketing",2016-10-01 00:00:00.000,121823.80377490396,"Expenses",2
"Direct Advertising Expense","Marketing",2016-11-01 00:00:00.000,125478.51788815109,"Expenses",2
"Direct Advertising Expense","Marketing",2016-12-01 00:00:00.000,130497.65860367713,"Expenses",2
"Direct Advertising Expense","Marketing",2017-01-01 00:00:00.000,129192.68201764037,"Expenses",2
"Direct Advertising Expense","Marketing",2017-02-01 00:00:00.000,127900.75519746396,"Expenses",2
"Direct Advertising Expense","Marketing",2017-03-01 00:00:00.000,133016.78540536255,"Expenses",2
"Direct Advertising Expense","Marketing",2017-04-01 00:00:00.000,138337.45682157704,"Expenses",2
"Direct Advertising Expense","Marketing",2017-05-01 00:00:00.000,142487.58052622437,"Expenses",2
"Direct Advertising Expense","Marketing",2017-06-01 00:00:00.000,135363.20149991312,"Expenses",2
"Direct Advertising Expense","Marketing",2017-07-01 00:00:00.000,128595.04142491746,"Expenses",2
"Direct Advertising Expense","Marketing",2017-08-01 00:00:00.000,131166.94225341582,"Expenses",2
"Direct Advertising Expense","Marketing",2017-09-01 00:00:00.000,136413.61994355248,"Expenses",2
"Direct Advertising Expense","Marketing",2017-10-01 00:00:00.000,133685.3475446814,"Expenses",2
"Direct Advertising Expense","Marketing",2017-11-01 00:00:00.000,135022.20102012824,"Expenses",2
"Direct Advertising Expense","Marketing",2017-12-01 00:00:00.000,128271.09096912181,"Expenses",2
"Direct Advertising Expense","Marketing",2018-01-01 00:00:00.000,124422.95824004816,"Expenses",2
"Direct Advertising Expense","Marketing",2018-02-01 00:00:00.000,128155.64698724961,"Expenses",2
"Direct Advertising Expense","Marketing",2018-03-01 00:00:00.000,128155.64698724961,"Expenses",2
"Direct Advertising Expense","Marketing",2018-04-01 00:00:00.000,123029.42110775963,"Expenses",2
"Direct Advertising Expense","Marketing",2018-05-01 00:00:00.000,123029.42110775963,"Expenses",2
"Canvassing","Marketing",2015-05-01 00:00:00.000,43242.029713935372,"Expenses",2
"Canvassing","Marketing",2015-06-01 00:00:00.000,41512.348525377951,"Expenses",2
"Canvassing","Marketing",2015-07-01 00:00:00.000,41097.225040124176,"Expenses",2
"Canvassing","Marketing",2015-08-01 00:00:00.000,40686.25278972293,"Expenses",2
"Canvassing","Marketing",2015-09-01 00:00:00.000,42720.565429209084,"Expenses",2
"Canvassing","Marketing",2015-10-01 00:00:00.000,41438.948466332804,"Expenses",2
"Canvassing","Marketing",2015-11-01 00:00:00.000,43510.895889649451,"Expenses",2
"Canvassing","Marketing",2015-12-01 00:00:00.000,43510.895889649451,"Expenses",2
"Canvassing","Marketing",2016-01-01 00:00:00.000,44381.113807442438,"Expenses",2
"Canvassing","Marketing",2016-02-01 00:00:00.000,43937.302669368022,"Expenses",2
"Canvassing","Marketing",2016-03-01 00:00:00.000,43937.302669368022,"Expenses",2
"Canvassing","Marketing",2016-04-01 00:00:00.000,42619.183589286979,"Expenses",2
"Canvassing","Marketing",2016-05-01 00:00:00.000,40488.224409822629,"Expenses",2
"Canvassing","Marketing",2016-06-01 00:00:00.000,39273.577677527952,"Expenses",2
"Canvassing","Marketing",2016-07-01 00:00:00.000,40451.785007853789,"Expenses",2
"Canvassing","Marketing",2016-08-01 00:00:00.000,38833.713607539634,"Expenses",2
"Canvassing","Marketing",2016-09-01 00:00:00.000,36892.02792716265,"Expenses",2
"Canvassing","Marketing",2016-10-01 00:00:00.000,37629.868485705905,"Expenses",2
"Canvassing","Marketing",2016-11-01 00:00:00.000,35748.375061420607,"Expenses",2
"Canvassing","Marketing",2016-12-01 00:00:00.000,33960.956308349581,"Expenses",2
"Canvassing","Marketing",2017-01-01 00:00:00.000,32602.518056015597,"Expenses",2
"Canvassing","Marketing",2017-02-01 00:00:00.000,31624.442514335129,"Expenses",2
"Canvassing","Marketing",2017-03-01 00:00:00.000,31940.686939478481,"Expenses",2
"Canvassing","Marketing",2017-04-01 00:00:00.000,30663.059461899338,"Expenses",2
"Canvassing","Marketing",2017-05-01 00:00:00.000,31582.951245756321,"Expenses",2
"Canvassing","Marketing",2017-06-01 00:00:00.000,30319.633195926068,"Expenses",2
"Canvassing","Marketing",2017-07-01 00:00:00.000,30622.829527885329,"Expenses",2
"Canvassing","Marketing",2017-08-01 00:00:00.000,30316.601232606477,"Expenses",2
"Canvassing","Marketing",2017-09-01 00:00:00.000,28800.77117097615,"Expenses",2
"Canvassing","Marketing",2017-10-01 00:00:00.000,28512.763459266389,"Expenses",2
"Canvassing","Marketing",2017-11-01 00:00:00.000,27657.3805554884,"Expenses",2
"Canvassing","Marketing",2017-12-01 00:00:00.000,27933.954361043281,"Expenses",2
"Canvassing","Marketing",2018-01-01 00:00:00.000,29330.652079095446,"Expenses",2
"Canvassing","Marketing",2018-02-01 00:00:00.000,30210.571641468305,"Expenses",2
"Canvassing","Marketing",2018-03-01 00:00:00.000,31418.994507127041,"Expenses",2
"Canvassing","Marketing",2018-04-01 00:00:00.000,30162.234726841954,"Expenses",2
"Canvassing","Marketing",2018-05-01 00:00:00.000,31670.346463184054,"Expenses",2
"Home Show Branch Directed","Marketing",2015-05-01 00:00:00.000,3226.9049770811043,"Expenses",2
"Home Show Branch Directed","Marketing",2015-06-01 00:00:00.000,3291.443076622726,"Expenses",2
"Home Show Branch Directed","Marketing",2015-07-01 00:00:00.000,3423.1007996876356,"Expenses",2
"Home Show Branch Directed","Marketing",2015-08-01 00:00:00.000,3320.4077756970064,"Expenses",2
"Home Show Branch Directed","Marketing",2015-09-01 00:00:00.000,3386.8159312109465,"Expenses",2
"Home Show Branch Directed","Marketing",2015-10-01 00:00:00.000,3251.3432939625086,"Expenses",2
"Home Show Branch Directed","Marketing",2015-11-01 00:00:00.000,3348.8835927813839,"Expenses",2
"Home Show Branch Directed","Marketing",2015-12-01 00:00:00.000,3348.8835927813839,"Expenses",2
"Home Show Branch Directed","Marketing",2016-01-01 00:00:00.000,3281.9059209257562,"Expenses",2
"Home Show Branch Directed","Marketing",2016-02-01 00:00:00.000,3314.724980135014,"Expenses",2
"Home Show Branch Directed","Marketing",2016-03-01 00:00:00.000,3447.3139793404143,"Expenses",2
"Home Show Branch Directed","Marketing",2016-04-01 00:00:00.000,3585.2065385140313,"Expenses",2
"Home Show Branch Directed","Marketing",2016-05-01 00:00:00.000,3621.0586038991714,"Expenses",2
"Home Show Branch Directed","Marketing",2016-06-01 00:00:00.000,3657.2691899381634,"Expenses",2
"Home Show Branch Directed","Marketing",2016-07-01 00:00:00.000,3547.5511142400183,"Expenses",2
"Home Show Branch Directed","Marketing",2016-08-01 00:00:00.000,3583.0266253824184,"Expenses",2
"Home Show Branch Directed","Marketing",2016-09-01 00:00:00.000,3547.1963591285939,"Expenses",2
"Home Show Branch Directed","Marketing",2016-10-01 00:00:00.000,3547.1963591285939,"Expenses",2
"Home Show Branch Directed","Marketing",2016-11-01 00:00:00.000,3511.7243955373078,"Expenses",2
"Home Show Branch Directed","Marketing",2016-12-01 00:00:00.000,3336.1381757604422,"Expenses",2
"Home Show Branch Directed","Marketing",2017-01-01 00:00:00.000,3236.054030487629,"Expenses",2
"Home Show Branch Directed","Marketing",2017-02-01 00:00:00.000,3203.6934901827531,"Expenses",2
"Home Show Branch Directed","Marketing",2017-03-01 00:00:00.000,3203.6934901827531,"Expenses",2
"Home Show Branch Directed","Marketing",2017-04-01 00:00:00.000,3043.5088156736151,"Expenses",2
"Home Show Branch Directed","Marketing",2017-05-01 00:00:00.000,2952.2035512034067,"Expenses",2
"Home Show Branch Directed","Marketing",2017-06-01 00:00:00.000,2804.5933736432357,"Expenses",2
"Home Show Branch Directed","Marketing",2017-07-01 00:00:00.000,2692.4096386975061,"Expenses",2
"Home Show Branch Directed","Marketing",2017-08-01 00:00:00.000,2773.1819278584312,"Expenses",2
"Home Show Branch Directed","Marketing",2017-09-01 00:00:00.000,2856.3773856941839,"Expenses",2
"Home Show Branch Directed","Marketing",2017-10-01 00:00:00.000,2942.0687072650094,"Expenses",2
"Home Show Branch Directed","Marketing",2017-11-01 00:00:00.000,2912.6480201923596,"Expenses",2
"Home Show Branch Directed","Marketing",2017-12-01 00:00:00.000,2854.3950597885118,"Expenses",2
"Home Show Branch Directed","Marketing",2018-01-01 00:00:00.000,2740.2192573969714,"Expenses",2
"Home Show Branch Directed","Marketing",2018-02-01 00:00:00.000,2712.8170648230011,"Expenses",2
"Home Show Branch Directed","Marketing",2018-03-01 00:00:00.000,2658.5607235265411,"Expenses",2
"Home Show Branch Directed","Marketing",2018-04-01 00:00:00.000,2658.5607235265411,"Expenses",2
"Home Show Branch Directed","Marketing",2018-05-01 00:00:00.000,2658.5607235265411,"Expenses",2
"Sweepstakes Contributions","Marketing",2015-05-01 00:00:00.000,848.04617522116826,"Expenses",2
"Sweepstakes Contributions","Marketing",2015-06-01 00:00:00.000,865.00709872559162,"Expenses",2
"Sweepstakes Contributions","Marketing",2015-07-01 00:00:00.000,821.75674378931194,"Expenses",2
"Sweepstakes Contributions","Marketing",2015-08-01 00:00:00.000,805.32160891352578,"Expenses",2
"Sweepstakes Contributions","Marketing",2015-09-01 00:00:00.000,845.587689359202,"Expenses",2
"Sweepstakes Contributions","Marketing",2015-10-01 00:00:00.000,845.587689359202,"Expenses",2
"Sweepstakes Contributions","Marketing",2015-11-01 00:00:00.000,862.499443146386,"Expenses",2
"Sweepstakes Contributions","Marketing",2015-12-01 00:00:00.000,879.74943200931386,"Expenses",2
"Sweepstakes Contributions","Marketing",2016-01-01 00:00:00.000,897.34442064950008,"Expenses",2
"Sweepstakes Contributions","Marketing",2016-02-01 00:00:00.000,933.23819747548009,"Expenses",2
"Sweepstakes Contributions","Marketing",2016-03-01 00:00:00.000,895.90866957646085,"Expenses",2
"Sweepstakes Contributions","Marketing",2016-04-01 00:00:00.000,851.1132360976377,"Expenses",2
"Sweepstakes Contributions","Marketing",2016-05-01 00:00:00.000,859.62436845861419,"Expenses",2
"Sweepstakes Contributions","Marketing",2016-06-01 00:00:00.000,868.22061214320024,"Expenses",2
"Sweepstakes Contributions","Marketing",2016-07-01 00:00:00.000,868.22061214320024,"Expenses",2
"Sweepstakes Contributions","Marketing",2016-08-01 00:00:00.000,885.58502438606422,"Expenses",2
"Sweepstakes Contributions","Marketing",2016-09-01 00:00:00.000,912.15257511764628,"Expenses",2
"Sweepstakes Contributions","Marketing",2016-10-01 00:00:00.000,875.66647211294026,"Expenses",2
"Sweepstakes Contributions","Marketing",2016-11-01 00:00:00.000,831.8831485072933,"Expenses",2
"Sweepstakes Contributions","Marketing",2016-12-01 00:00:00.000,823.56431702222039,"Expenses",2
"Sweepstakes Contributions","Marketing",2017-01-01 00:00:00.000,864.74253287333147,"Expenses",2
"Sweepstakes Contributions","Marketing",2017-02-01 00:00:00.000,830.15283155839825,"Expenses",2
"Sweepstakes Contributions","Marketing",2017-03-01 00:00:00.000,838.45435987398218,"Expenses",2
"Sweepstakes Contributions","Marketing",2017-04-01 00:00:00.000,880.37707786768135,"Expenses",2
"Sweepstakes Contributions","Marketing",2017-05-01 00:00:00.000,924.39593176106553,"Expenses",2
"Sweepstakes Contributions","Marketing",2017-06-01 00:00:00.000,942.88385039628679,"Expenses",2
"Sweepstakes Contributions","Marketing",2017-07-01 00:00:00.000,990.02804291610119,"Expenses",2
"Sweepstakes Contributions","Marketing",2017-08-01 00:00:00.000,1029.6291646327454,"Expenses",2
"Sweepstakes Contributions","Marketing",2017-09-01 00:00:00.000,1009.0365813400904,"Expenses",2
"Sweepstakes Contributions","Marketing",2017-10-01 00:00:00.000,958.58475227308577,"Expenses",2
"Sweepstakes Contributions","Marketing",2017-11-01 00:00:00.000,996.9281423640092,"Expenses",2
"Sweepstakes Contributions","Marketing",2017-12-01 00:00:00.000,947.08173524580877,"Expenses",2
"Sweepstakes Contributions","Marketing",2018-01-01 00:00:00.000,994.43582200809931,"Expenses",2
"Sweepstakes Contributions","Marketing",2018-02-01 00:00:00.000,944.71403090769434,"Expenses",2
"Sweepstakes Contributions","Marketing",2018-03-01 00:00:00.000,944.71403090769434,"Expenses",2
"Sweepstakes Contributions","Marketing",2018-04-01 00:00:00.000,916.37260998046349,"Expenses",2
"Sweepstakes Contributions","Marketing",2018-05-01 00:00:00.000,934.70006218007268,"Expenses",2
"Delivery / Postage","Office Supplies",2015-05-01 00:00:00.000,555.64836462883454,"Expenses",2
"Delivery / Postage","Office Supplies",2015-06-01 00:00:00.000,555.64836462883454,"Expenses",2
"Delivery / Postage","Office Supplies",2015-07-01 00:00:00.000,572.31781556769954,"Expenses",2
"Delivery / Postage","Office Supplies",2015-08-01 00:00:00.000,549.42510294499152,"Expenses",2
"Delivery / Postage","Office Supplies",2015-09-01 00:00:00.000,549.42510294499152,"Expenses",2
"Delivery / Postage","Office Supplies",2015-10-01 00:00:00.000,576.89635809224114,"Expenses",2
"Delivery / Postage","Office Supplies",2015-11-01 00:00:00.000,548.05154018762914,"Expenses",2
"Delivery / Postage","Office Supplies",2015-12-01 00:00:00.000,553.53205558950538,"Expenses",2
"Delivery / Postage","Office Supplies",2016-01-01 00:00:00.000,575.6733378130856,"Expenses",2
"Delivery / Postage","Office Supplies",2016-02-01 00:00:00.000,604.45700470373993,"Expenses",2
"Delivery / Postage","Office Supplies",2016-03-01 00:00:00.000,586.32329456262778,"Expenses",2
"Delivery / Postage","Office Supplies",2016-04-01 00:00:00.000,603.91299339950649,"Expenses",2
"Delivery / Postage","Office Supplies",2016-05-01 00:00:00.000,634.1086430694819,"Expenses",2
"Delivery / Postage","Office Supplies",2016-06-01 00:00:00.000,634.1086430694819,"Expenses",2
"Delivery / Postage","Office Supplies",2016-07-01 00:00:00.000,653.1319023615664,"Expenses",2
"Delivery / Postage","Office Supplies",2016-08-01 00:00:00.000,646.60058333795075,"Expenses",2
"Delivery / Postage","Office Supplies",2016-09-01 00:00:00.000,646.60058333795075,"Expenses",2
"Delivery / Postage","Office Supplies",2016-10-01 00:00:00.000,614.27055417105316,"Expenses",2
"Delivery / Postage","Office Supplies",2016-11-01 00:00:00.000,583.55702646250052,"Expenses",2
"Delivery / Postage","Office Supplies",2016-12-01 00:00:00.000,554.37917513937543,"Expenses",2
"Delivery / Postage","Office Supplies",2017-01-01 00:00:00.000,537.74779988519413,"Expenses",2
"Delivery / Postage","Office Supplies",2017-02-01 00:00:00.000,553.88023388175009,"Expenses",2
"Delivery / Postage","Office Supplies",2017-03-01 00:00:00.000,564.9578385593851,"Expenses",2
"Delivery / Postage","Office Supplies",2017-04-01 00:00:00.000,536.70994663141573,"Expenses",2
"Delivery / Postage","Office Supplies",2017-05-01 00:00:00.000,542.07704609772986,"Expenses",2
"Delivery / Postage","Office Supplies",2017-06-01 00:00:00.000,552.91858701968454,"Expenses",2
"Delivery / Postage","Office Supplies",2017-07-01 00:00:00.000,563.97695876007822,"Expenses",2
"Delivery / Postage","Office Supplies",2017-08-01 00:00:00.000,580.89626752288063,"Expenses",2
"Delivery / Postage","Office Supplies",2017-09-01 00:00:00.000,569.278342172423,"Expenses",2
"Delivery / Postage","Office Supplies",2017-10-01 00:00:00.000,597.7422592810442,"Expenses",2
"Delivery / Postage","Office Supplies",2017-11-01 00:00:00.000,573.83256890980238,"Expenses",2
"Delivery / Postage","Office Supplies",2017-12-01 00:00:00.000,591.04754597709643,"Expenses",2
"Delivery / Postage","Office Supplies",2018-01-01 00:00:00.000,591.04754597709643,"Expenses",2
"Delivery / Postage","Office Supplies",2018-02-01 00:00:00.000,561.49516867824161,"Expenses",2
"Delivery / Postage","Office Supplies",2018-03-01 00:00:00.000,533.42041024432956,"Expenses",2
"Delivery / Postage","Office Supplies",2018-04-01 00:00:00.000,528.08620614188624,"Expenses",2
"Delivery / Postage","Office Supplies",2018-05-01 00:00:00.000,538.64793026472387,"Expenses",2
"Office Security","Office Supplies",2015-05-01 00:00:00.000,267.43645580319367,"Expenses",2
"Office Security","Office Supplies",2015-06-01 00:00:00.000,267.43645580319367,"Expenses",2
"Office Security","Office Supplies",2015-07-01 00:00:00.000,272.78518491925752,"Expenses",2
"Office Security","Office Supplies",2015-08-01 00:00:00.000,283.69659231602782,"Expenses",2
"Office Security","Office Supplies",2015-09-01 00:00:00.000,278.02266046970726,"Expenses",2
"Office Security","Office Supplies",2015-10-01 00:00:00.000,266.90175405091895,"Expenses",2
"Office Security","Office Supplies",2015-11-01 00:00:00.000,274.90880667244653,"Expenses",2
"Office Security","Office Supplies",2015-12-01 00:00:00.000,261.16336633882418,"Expenses",2
"Office Security","Office Supplies",2016-01-01 00:00:00.000,268.99826732898896,"Expenses",2
"Office Security","Office Supplies",2016-02-01 00:00:00.000,268.99826732898896,"Expenses",2
"Office Security","Office Supplies",2016-03-01 00:00:00.000,260.92831930911927,"Expenses",2
"Office Security","Office Supplies",2016-04-01 00:00:00.000,268.75616888839284,"Expenses",2
"Office Security","Office Supplies",2016-05-01 00:00:00.000,260.69348382174104,"Expenses",2
"Office Security","Office Supplies",2016-06-01 00:00:00.000,268.51428833639335,"Expenses",2
"Office Security","Office Supplies",2016-07-01 00:00:00.000,257.7737168029376,"Expenses",2
"Office Security","Office Supplies",2016-08-01 00:00:00.000,257.7737168029376,"Expenses",2
"Office Security","Office Supplies",2016-09-01 00:00:00.000,260.351453970967,"Expenses",2
"Office Security","Office Supplies",2016-10-01 00:00:00.000,268.161997590096,"Expenses",2
"Office Security","Office Supplies",2016-11-01 00:00:00.000,260.11713766239313,"Expenses",2
"Office Security","Office Supplies",2016-12-01 00:00:00.000,257.5159662857692,"Expenses",2
"Office Security","Office Supplies",2017-01-01 00:00:00.000,254.94080662291148,"Expenses",2
"Office Security","Office Supplies",2017-02-01 00:00:00.000,249.84199049045327,"Expenses",2
"Office Security","Office Supplies",2017-03-01 00:00:00.000,247.34357058554872,"Expenses",2
"Office Security","Office Supplies",2017-04-01 00:00:00.000,249.81700629140423,"Expenses",2
"Office Security","Office Supplies",2017-05-01 00:00:00.000,242.32249610266209,"Expenses",2
"Office Security","Office Supplies",2017-06-01 00:00:00.000,237.47604618060885,"Expenses",2
"Office Security","Office Supplies",2017-07-01 00:00:00.000,249.3498484896393,"Expenses",2
"Office Security","Office Supplies",2017-08-01 00:00:00.000,249.3498484896393,"Expenses",2
"Office Security","Office Supplies",2017-09-01 00:00:00.000,251.84334697453568,"Expenses",2
"Office Security","Office Supplies",2017-10-01 00:00:00.000,259.39864738377173,"Expenses",2
"Office Security","Office Supplies",2017-11-01 00:00:00.000,272.36857975296039,"Expenses",2
"Office Security","Office Supplies",2017-12-01 00:00:00.000,283.26332294307878,"Expenses",2
"Office Security","Office Supplies",2018-01-01 00:00:00.000,297.42648909023274,"Expenses",2
"Office Security","Office Supplies",2018-02-01 00:00:00.000,300.4007539811351,"Expenses",2
"Office Security","Office Supplies",2018-03-01 00:00:00.000,303.40476152094647,"Expenses",2
"Office Security","Office Supplies",2018-04-01 00:00:00.000,297.33666629052749,"Expenses",2
"Office Security","Office Supplies",2018-05-01 00:00:00.000,309.2301329421486,"Expenses",2
"Office Supplies","Office Supplies",2015-05-01 00:00:00.000,6256.4282126311682,"Expenses",2
"Office Supplies","Office Supplies",2015-06-01 00:00:00.000,6569.2496232627263,"Expenses",2
"Office Supplies","Office Supplies",2015-07-01 00:00:00.000,6503.5571270300989,"Expenses",2
"Office Supplies","Office Supplies",2015-08-01 00:00:00.000,6828.7349833816043,"Expenses",2
"Office Supplies","Office Supplies",2015-09-01 00:00:00.000,7101.8843827168685,"Expenses",2
"Office Supplies","Office Supplies",2015-10-01 00:00:00.000,6817.8090074081938,"Expenses",2
"Office Supplies","Office Supplies",2015-11-01 00:00:00.000,6749.6309173341115,"Expenses",2
"Office Supplies","Office Supplies",2015-12-01 00:00:00.000,6884.6235356807938,"Expenses",2
"Office Supplies","Office Supplies",2016-01-01 00:00:00.000,7091.1622417512181,"Expenses",2
"Office Supplies","Office Supplies",2016-02-01 00:00:00.000,6949.3389969161935,"Expenses",2
"Office Supplies","Office Supplies",2016-03-01 00:00:00.000,7088.3257768545182,"Expenses",2
"Office Supplies","Office Supplies",2016-04-01 00:00:00.000,7300.9755501601539,"Expenses",2
"Office Supplies","Office Supplies",2016-05-01 00:00:00.000,7373.9853056617558,"Expenses",2
"Office Supplies","Office Supplies",2016-06-01 00:00:00.000,7152.765746491903,"Expenses",2
"Office Supplies","Office Supplies",2016-07-01 00:00:00.000,6866.655116632227,"Expenses",2
"Office Supplies","Office Supplies",2016-08-01 00:00:00.000,6935.3216677985483,"Expenses",2
"Office Supplies","Office Supplies",2016-09-01 00:00:00.000,7004.6748844765343,"Expenses",2
"Office Supplies","Office Supplies",2016-10-01 00:00:00.000,7074.7216333213,"Expenses",2
"Office Supplies","Office Supplies",2016-11-01 00:00:00.000,7145.4688496545132,"Expenses",2
"Office Supplies","Office Supplies",2016-12-01 00:00:00.000,7216.923538151058,"Expenses",2
"Office Supplies","Office Supplies",2017-01-01 00:00:00.000,7000.4158320065262,"Expenses",2
"Office Supplies","Office Supplies",2017-02-01 00:00:00.000,7070.4199903265917,"Expenses",2
"Office Supplies","Office Supplies",2017-03-01 00:00:00.000,6716.8989908102612,"Expenses",2
"Office Supplies","Office Supplies",2017-04-01 00:00:00.000,6649.7300009021583,"Expenses",2
"Office Supplies","Office Supplies",2017-05-01 00:00:00.000,6982.2165009472665,"Expenses",2
"Office Supplies","Office Supplies",2017-06-01 00:00:00.000,6633.1056758999039,"Expenses",2
"Office Supplies","Office Supplies",2017-07-01 00:00:00.000,6765.7677894179014,"Expenses",2
"Office Supplies","Office Supplies",2017-08-01 00:00:00.000,6630.4524336295426,"Expenses",2
"Office Supplies","Office Supplies",2017-09-01 00:00:00.000,6829.3660066384291,"Expenses",2
"Office Supplies","Office Supplies",2017-10-01 00:00:00.000,6624.4850264392762,"Expenses",2
"Office Supplies","Office Supplies",2017-11-01 00:00:00.000,6889.4644274968477,"Expenses",2
"Office Supplies","Office Supplies",2017-12-01 00:00:00.000,7027.2537160467846,"Expenses",2
"Office Supplies","Office Supplies",2018-01-01 00:00:00.000,7027.2537160467846,"Expenses",2
"Office Supplies","Office Supplies",2018-02-01 00:00:00.000,6886.7086417258488,"Expenses",2
"Office Supplies","Office Supplies",2018-03-01 00:00:00.000,7024.4428145603661,"Expenses",2
"Office Supplies","Office Supplies",2018-04-01 00:00:00.000,7024.4428145603661,"Expenses",2
"Office Supplies","Office Supplies",2018-05-01 00:00:00.000,7024.4428145603661,"Expenses",2
"Office Apparel","Office Supplies",2015-05-01 00:00:00.000,1404.5788985588238,"Expenses",2
"Office Apparel","Office Supplies",2015-06-01 00:00:00.000,1376.4873205876474,"Expenses",2
"Office Apparel","Office Supplies",2015-07-01 00:00:00.000,1362.722447381771,"Expenses",2
"Office Apparel","Office Supplies",2015-08-01 00:00:00.000,1321.8407739603178,"Expenses",2
"Office Apparel","Office Supplies",2015-09-01 00:00:00.000,1308.6223662207146,"Expenses",2
"Office Apparel","Office Supplies",2015-10-01 00:00:00.000,1347.8810372073362,"Expenses",2
"Office Apparel","Office Supplies",2015-11-01 00:00:00.000,1388.3174683235563,"Expenses",2
"Office Apparel","Office Supplies",2015-12-01 00:00:00.000,1443.8501670564985,"Expenses",2
"Office Apparel","Office Supplies",2016-01-01 00:00:00.000,1414.9731637153689,"Expenses",2
"Office Apparel","Office Supplies",2016-02-01 00:00:00.000,1485.7218219011374,"Expenses",2
"Office Apparel","Office Supplies",2016-03-01 00:00:00.000,1411.4357308060805,"Expenses",2
"Office Apparel","Office Supplies",2016-04-01 00:00:00.000,1453.7788027302629,"Expenses",2
"Office Apparel","Office Supplies",2016-05-01 00:00:00.000,1410.1654386483549,"Expenses",2
"Office Apparel","Office Supplies",2016-06-01 00:00:00.000,1424.2670930348386,"Expenses",2
"Office Apparel","Office Supplies",2016-07-01 00:00:00.000,1495.4804476865806,"Expenses",2
"Office Apparel","Office Supplies",2016-08-01 00:00:00.000,1420.7064253022515,"Expenses",2
"Office Apparel","Office Supplies",2016-09-01 00:00:00.000,1463.3276180613191,"Expenses",2
"Office Apparel","Office Supplies",2016-10-01 00:00:00.000,1434.0610657000925,"Expenses",2
"Office Apparel","Office Supplies",2016-11-01 00:00:00.000,1376.6986230720888,"Expenses",2
"Office Apparel","Office Supplies",2016-12-01 00:00:00.000,1431.7665679949723,"Expenses",2
"Office Apparel","Office Supplies",2017-01-01 00:00:00.000,1360.1782395952237,"Expenses",2
"Office Apparel","Office Supplies",2017-02-01 00:00:00.000,1428.1871515749847,"Expenses",2
"Office Apparel","Office Supplies",2017-03-01 00:00:00.000,1399.6234085434849,"Expenses",2
"Office Apparel","Office Supplies",2017-04-01 00:00:00.000,1441.6121107997897,"Expenses",2
"Office Apparel","Office Supplies",2017-05-01 00:00:00.000,1383.947626367798,"Expenses",2
