Season,Match_Key,match_date,Ground,Winner,match_result,Toss_Winner,Toss_Decision,Teams,Name,is_winner
"2019","20190407DC",2019-04-07 00:00:00.000,"Bengaluru","Delhi Capitals","won by 4 Wickets","Delhi Capitals","field","Team 1","Royal Challengers Bangalore",0
"2019","20190407DC",2019-04-07 00:00:00.000,"Bengaluru","Delhi Capitals","won by 4 Wickets","Delhi Capitals","field","Team 2","Delhi Capitals",1
"2019","20190421RCB",2019-04-21 00:00:00.000,"Bengaluru","Royal Challengers Bangalore","won by 1 Runs","Chennai Super Kings","field","Team 1","Royal Challengers Bangalore",1
"2019","20190421RCB",2019-04-21 00:00:00.000,"Bengaluru","Royal Challengers Bangalore","won by 1 Runs","Chennai Super Kings","field","Team 2","Chennai Super Kings",0
"2019","20190424RCB",2019-04-24 00:00:00.000,"Bengaluru","Royal Challengers Bangalore","won by 17 Runs","Kings XI Punjab","field","Team 1","Royal Challengers Bangalore",1
"2019","20190424RCB",2019-04-24 00:00:00.000,"Bengaluru","Royal Challengers Bangalore","won by 17 Runs","Kings XI Punjab","field","Team 2","Kings XI Punjab",0
"2019","20190430nr",2019-04-30 00:00:00.000,"Bengaluru","no","","Rajasthan Royals","field","Team 1","Royal Challengers Bangalore",0
"2019","20190430nr",2019-04-30 00:00:00.000,"Bengaluru","no","","Rajasthan Royals","field","Team 2","Rajasthan Royals",0
"2019","20190504RCB",2019-05-04 00:00:00.000,"Bengaluru","Royal Challengers Bangalore","won by 4 Wickets","Royal Challengers Bangalore","field","Team 1","Royal Challengers Bangalore",1
"2019","20190504RCB",2019-05-04 00:00:00.000,"Bengaluru","Royal Challengers Bangalore","won by 4 Wickets","Royal Challengers Bangalore","field","Team 2","Sunrisers Hyderabad",0
"2011","20110415KTK",2011-04-15 00:00:00.000,"Mumbai","Kochi Tuskers Kerala","won by 8 Wickets","Kochi Tuskers Kerala","field","Team 1","Mumbai Indians",0
"2011","20110415KTK",2011-04-15 00:00:00.000,"Mumbai","Kochi Tuskers Kerala","won by 8 Wickets","Kochi Tuskers Kerala","field","Team 2","Kochi Tuskers Kerala",1
"2011","20110417DC",2011-04-17 00:00:00.000,"Mumbai","Delhi Capitals","won by 3 Wickets","Delhi Capitals","field","Team 1","Pune Warriors",0
"2011","20110417DC",2011-04-17 00:00:00.000,"Mumbai","Delhi Capitals","won by 3 Wickets","Delhi Capitals","field","Team 2","Delhi Capitals",1
"2011","20110422MI",2011-04-22 00:00:00.000,"Mumbai","Mumbai Indians","won by 8 Runs","Chennai Super Kings","field","Team 1","Mumbai Indians",1
"2011","20110422MI",2011-04-22 00:00:00.000,"Mumbai","Mumbai Indians","won by 8 Runs","Chennai Super Kings","field","Team 2","Chennai Super Kings",0
"2011","20110502MI",2011-05-02 00:00:00.000,"Mumbai","Mumbai Indians","won by 23 Runs","Kings XI Punjab","field","Team 1","Mumbai Indians",1
"2011","20110502MI",2011-05-02 00:00:00.000,"Mumbai","Mumbai Indians","won by 23 Runs","Kings XI Punjab","field","Team 2","Kings XI Punjab",0
"2011","20110504MI",2011-05-04 00:00:00.000,"Mumbai","Mumbai Indians","won by 21 Runs","Pune Warriors","field","Team 1","Pune Warriors",0
"2011","20110504MI",2011-05-04 00:00:00.000,"Mumbai","Mumbai Indians","won by 21 Runs","Pune Warriors","field","Team 2","Mumbai Indians",1
"2011","20110507MI",2011-05-07 00:00:00.000,"Mumbai","Mumbai Indians","won by 32 Runs","Delhi Capitals","field","Team 1","Mumbai Indians",1
"2011","20110507MI",2011-05-07 00:00:00.000,"Mumbai","Mumbai Indians","won by 32 Runs","Delhi Capitals","field","Team 2","Delhi Capitals",0
"2011","20110519KKR",2011-05-19 00:00:00.000,"Mumbai","Kolkata Knight Riders","won by 7 Wickets","Kolkata Knight Riders","field","Team 1","Pune Warriors",0
"2011","20110519KKR",2011-05-19 00:00:00.000,"Mumbai","Kolkata Knight Riders","won by 7 Wickets","Kolkata Knight Riders","field","Team 2","Kolkata Knight Riders",1
"2011","20110525MI",2011-05-25 00:00:00.000,"Mumbai","Mumbai Indians","won by 4 Wickets","Mumbai Indians","field","Team 1","Kolkata Knight Riders",0
"2011","20110525MI",2011-05-25 00:00:00.000,"Mumbai","Mumbai Indians","won by 4 Wickets","Mumbai Indians","field","Team 2","Mumbai Indians",1
"2012","20120406PW",2012-04-06 00:00:00.000,"Mumbai","Pune Warriors","won by 28 Runs","Mumbai Indians","field","Team 1","Mumbai Indians",0
"2012","20120406PW",2012-04-06 00:00:00.000,"Mumbai","Pune Warriors","won by 28 Runs","Mumbai Indians","field","Team 2","Pune Warriors",1
"2012","20120411MI",2012-04-11 00:00:00.000,"Mumbai","Mumbai Indians","won by 27 Runs","Rajasthan Royals","field","Team 1","Mumbai Indians",1
"2012","20120411MI",2012-04-11 00:00:00.000,"Mumbai","Mumbai Indians","won by 27 Runs","Rajasthan Royals","field","Team 2","Rajasthan Royals",0
"2012","20120416DC",2012-04-16 00:00:00.000,"Mumbai","Delhi Capitals","won by 7 Wickets","Delhi Capitals","field","Team 1","Mumbai Indians",0
"2012","20120416DC",2012-04-16 00:00:00.000,"Mumbai","Delhi Capitals","won by 7 Wickets","Delhi Capitals","field","Team 2","Delhi Capitals",1
"2012","20120429MI",2012-04-29 00:00:00.000,"Mumbai","Mumbai Indians","won by 5 Wickets","Mumbai Indians","field","Team 1","Mumbai Indians",1
"2012","20120429MI",2012-04-29 00:00:00.000,"Mumbai","Mumbai Indians","won by 5 Wickets","Mumbai Indians","field","Team 2","Deccan Chargers",0
"2012","20120506MI",2012-05-06 00:00:00.000,"Mumbai","Mumbai Indians","won by 2 Wickets","Mumbai Indians","field","Team 1","Mumbai Indians",1
"2012","20120506MI",2012-05-06 00:00:00.000,"Mumbai","Mumbai Indians","won by 2 Wickets","Mumbai Indians","field","Team 2","Chennai Super Kings",0
"2012","20120509RCB",2012-05-09 00:00:00.000,"Mumbai","Royal Challengers Bangalore","won by 9 Wickets","Royal Challengers Bangalore","field","Team 1","Mumbai Indians",0
"2012","20120509RCB",2012-05-09 00:00:00.000,"Mumbai","Royal Challengers Bangalore","won by 9 Wickets","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",1
"2012","20120516KKR",2012-05-16 00:00:00.000,"Mumbai","Kolkata Knight Riders","won by 32 Runs","Mumbai Indians","field","Team 1","Mumbai Indians",0
"2012","20120516KKR",2012-05-16 00:00:00.000,"Mumbai","Kolkata Knight Riders","won by 32 Runs","Mumbai Indians","field","Team 2","Kolkata Knight Riders",1
"2013","20130515MI",2013-05-15 00:00:00.000,"Mumbai","Mumbai Indians","won by 14 Runs","Rajasthan Royals","field","Team 1","Mumbai Indians",1
"2013","20130515MI",2013-05-15 00:00:00.000,"Mumbai","Mumbai Indians","won by 14 Runs","Rajasthan Royals","field","Team 2","Rajasthan Royals",0
"2014","20140506MI",2014-05-06 00:00:00.000,"Mumbai","Mumbai Indians","won by 19 Runs","Royal Challengers Bangalore","field","Team 1","Mumbai Indians",1
"2014","20140506MI",2014-05-06 00:00:00.000,"Mumbai","Mumbai Indians","won by 19 Runs","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",0
"2014","20140510CSK",2014-05-10 00:00:00.000,"Mumbai","Chennai Super Kings","won by 4 Wickets","Chennai Super Kings","field","Team 1","Mumbai Indians",0
"2014","20140510CSK",2014-05-10 00:00:00.000,"Mumbai","Chennai Super Kings","won by 4 Wickets","Chennai Super Kings","field","Team 2","Chennai Super Kings",1
"2014","20140523MI",2014-05-23 00:00:00.000,"Mumbai","Mumbai Indians","won by 15 Runs","Delhi Capitals","field","Team 1","Mumbai Indians",1
"2014","20140523MI",2014-05-23 00:00:00.000,"Mumbai","Mumbai Indians","won by 15 Runs","Delhi Capitals","field","Team 2","Delhi Capitals",0
"2014","20140525MI",2014-05-25 00:00:00.000,"Mumbai","Mumbai Indians","won by 5 Wickets","Mumbai Indians","field","Team 1","Mumbai Indians",1
"2014","20140525MI",2014-05-25 00:00:00.000,"Mumbai","Mumbai Indians","won by 5 Wickets","Mumbai Indians","field","Team 2","Rajasthan Royals",0
"2014","20140530KXP",2014-05-30 00:00:00.000,"Mumbai","Kings XI Punjab","won by 24 Runs","Chennai Super Kings","field","Team 1","Chennai Super Kings",0
"2014","20140530KXP",2014-05-30 00:00:00.000,"Mumbai","Kings XI Punjab","won by 24 Runs","Chennai Super Kings","field","Team 2","Kings XI Punjab",1
"2015","20150412KXP",2015-04-12 00:00:00.000,"Mumbai","Kings XI Punjab","won by 18 Runs","Mumbai Indians","field","Team 1","Mumbai Indians",0
"2015","20150412KXP",2015-04-12 00:00:00.000,"Mumbai","Kings XI Punjab","won by 18 Runs","Mumbai Indians","field","Team 2","Kings XI Punjab",1
"2015","20150501MI",2015-05-01 00:00:00.000,"Mumbai","Mumbai Indians","won by 8 Runs","Rajasthan Royals","field","Team 1","Mumbai Indians",1
"2015","20150501MI",2015-05-01 00:00:00.000,"Mumbai","Mumbai Indians","won by 8 Runs","Rajasthan Royals","field","Team 2","Rajasthan Royals",0
"2015","20150514MI",2015-05-14 00:00:00.000,"Mumbai","Mumbai Indians","won by 5 Runs","Kolkata Knight Riders","field","Team 1","Mumbai Indians",1
"2015","20150514MI",2015-05-14 00:00:00.000,"Mumbai","Mumbai Indians","won by 5 Runs","Kolkata Knight Riders","field","Team 2","Kolkata Knight Riders",0
"2016","20160416GL",2016-04-16 00:00:00.000,"Mumbai","Gujarat Lions","won by 3 Wickets","Gujarat Lions","field","Team 1","Mumbai Indians",0
"2016","20160416GL",2016-04-16 00:00:00.000,"Mumbai","Gujarat Lions","won by 3 Wickets","Gujarat Lions","field","Team 2","Gujarat Lions",1
"2017","20170409MI",2017-04-09 00:00:00.000,"Mumbai","Mumbai Indians","won by 4 Wickets","Mumbai Indians","field","Team 1","Mumbai Indians",1
"2017","20170409MI",2017-04-09 00:00:00.000,"Mumbai","Mumbai Indians","won by 4 Wickets","Mumbai Indians","field","Team 2","Kolkata Knight Riders",0
"2017","20170412MI",2017-04-12 00:00:00.000,"Mumbai","Mumbai Indians","won by 4 Wickets","Mumbai Indians","field","Team 1","Mumbai Indians",1
"2017","20170412MI",2017-04-12 00:00:00.000,"Mumbai","Mumbai Indians","won by 4 Wickets","Mumbai Indians","field","Team 2","Sunrisers Hyderabad",0
"2017","20170422MI",2017-04-22 00:00:00.000,"Mumbai","Mumbai Indians","won by 14 Runs","Delhi Capitals","field","Team 1","Mumbai Indians",1
"2017","20170422MI",2017-04-22 00:00:00.000,"Mumbai","Mumbai Indians","won by 14 Runs","Delhi Capitals","field","Team 2","Delhi Capitals",0
"2017","20170424RPS",2017-04-24 00:00:00.000,"Mumbai","Rising Pune Supergiant","won by 3 Runs","Mumbai Indians","field","Team 1","Mumbai Indians",0
"2017","20170424RPS",2017-04-24 00:00:00.000,"Mumbai","Rising Pune Supergiant","won by 3 Runs","Mumbai Indians","field","Team 2","Rising Pune Supergiant",1
"2017","20170511KXP",2017-05-11 00:00:00.000,"Mumbai","Kings XI Punjab","won by 7 Runs","Mumbai Indians","field","Team 1","Mumbai Indians",0
"2017","20170511KXP",2017-05-11 00:00:00.000,"Mumbai","Kings XI Punjab","won by 7 Runs","Mumbai Indians","field","Team 2","Kings XI Punjab",1
"2017","20170516RPS",2017-05-16 00:00:00.000,"Mumbai","Rising Pune Supergiant","won by 20 Runs","Mumbai Indians","field","Team 1","Mumbai Indians",0
"2017","20170516RPS",2017-05-16 00:00:00.000,"Mumbai","Rising Pune Supergiant","won by 20 Runs","Mumbai Indians","field","Team 2","Rising Pune Supergiant",1
"2018","20180407CSK",2018-04-07 00:00:00.000,"Mumbai","Chennai Super Kings","won by 1 Wickets","Chennai Super Kings","field","Team 1","Mumbai Indians",0
"2018","20180407CSK",2018-04-07 00:00:00.000,"Mumbai","Chennai Super Kings","won by 1 Wickets","Chennai Super Kings","field","Team 2","Chennai Super Kings",1
"2018","20180414DC",2018-04-14 00:00:00.000,"Mumbai","Delhi Capitals","won by 7 Wickets","Delhi Capitals","field","Team 1","Mumbai Indians",0
"2018","20180414DC",2018-04-14 00:00:00.000,"Mumbai","Delhi Capitals","won by 7 Wickets","Delhi Capitals","field","Team 2","Delhi Capitals",1
"2018","20180417MI",2018-04-17 00:00:00.000,"Mumbai","Mumbai Indians","won by 46 Runs","Royal Challengers Bangalore","field","Team 1","Mumbai Indians",1
"2018","20180417MI",2018-04-17 00:00:00.000,"Mumbai","Mumbai Indians","won by 46 Runs","Royal Challengers Bangalore","field","Team 2","Royal Challengers Bangalore",0
"2018","20180424SH",2018-04-24 00:00:00.000,"Mumbai","Sunrisers Hyderabad","won by 31 Runs","Mumbai Indians","field","Team 1","Mumbai Indians",0
"2018","20180424SH",2018-04-24 00:00:00.000,"Mumbai","Sunrisers Hyderabad","won by 31 Runs","Mumbai Indians","field","Team 2","Sunrisers Hyderabad",1
"2018","20180506MI",2018-05-06 00:00:00.000,"Mumbai","Mumbai Indians","won by 13 Runs","Kolkata Knight Riders","field","Team 1","Mumbai Indians",1
"2018","20180506MI",2018-05-06 00:00:00.000,"Mumbai","Mumbai Indians","won by 13 Runs","Kolkata Knight Riders","field","Team 2","Kolkata Knight Riders",0
"2018","20180513RR",2018-05-13 00:00:00.000,"Mumbai","Rajasthan Royals","won by 7 Wickets","Rajasthan Royals","field","Team 1","Mumbai Indians",0
"2018","20180513RR",2018-05-13 00:00:00.000,"Mumbai","Rajasthan Royals","won by 7 Wickets","Rajasthan Royals","field","Team 2","Rajasthan Royals",1
"2018","20180516MI",2018-05-16 00:00:00.000,"Mumbai","Mumbai Indians","won by 3 Runs","Kings XI Punjab","field","Team 1","Mumbai Indians",1
"2018","20180516MI",2018-05-16 00:00:00.000,"Mumbai","Mumbai Indians","won by 3 Runs","Kings XI Punjab","field","Team 2","Kings XI Punjab",0
"2018","20180522CSK",2018-05-22 00:00:00.000,"Mumbai","Chennai Super Kings","won by 2 Wickets","Chennai Super Kings","field","Team 1","Sunrisers Hyderabad",0
"2018","20180522CSK",2018-05-22 00:00:00.000,"Mumbai","Chennai Super Kings","won by 2 Wickets","Chennai Super Kings","field","Team 2","Chennai Super Kings",1
"2018","20180527CSK",2018-05-27 00:00:00.000,"Mumbai","Chennai Super Kings","won by 8 Wickets","Chennai Super Kings","field","Team 1","Chennai Super Kings",1
"2018","20180527CSK",2018-05-27 00:00:00.000,"Mumbai","Chennai Super Kings","won by 8 Wickets","Chennai Super Kings","field","Team 2","Sunrisers Hyderabad",0
"2019","20190324DC",2019-03-24 00:00:00.000,"Mumbai","Delhi Capitals","won by 37 Runs","Mumbai Indians","field","Team 1","Mumbai Indians",0
"2019","20190324DC",2019-03-24 00:00:00.000,"Mumbai","Delhi Capitals","won by 37 Runs","Mumbai Indians","field","Team 2","Delhi Capitals",1
"2019","20190403MI",2019-04-03 00:00:00.000,"Mumbai","Mumbai Indians","won by 37 Runs","Chennai Super Kings","field","Team 1","Mumbai Indians",1
"2019","20190403MI",2019-04-03 00:00:00.000,"Mumbai","Mumbai Indians","won by 37 Runs","Chennai Super Kings","field","Team 2","Chennai Super Kings",0
"2019","20190410MI",2019-04-10 00:00:00.000,"Mumbai","Mumbai Indians","won by 3 Wickets","Mumbai Indians","field","Team 1","Mumbai Indians",1
"2019","20190410MI",2019-04-10 00:00:00.000,"Mumbai","Mumbai Indians","won by 3 Wickets","Mumbai Indians","field","Team 2","Kings XI Punjab",0
"2019","20190413RR",2019-04-13 00:00:00.000,"Mumbai","Rajasthan Royals","won by 4 Wickets","Rajasthan Royals","field","Team 1","Mumbai Indians",0
"2019","20190413RR",2019-04-13 00:00:00.000,"Mumbai","Rajasthan Royals","won by 4 Wickets","Rajasthan Royals","field","Team 2","Rajasthan Royals",1
"2019","20190415MI",2019-04-15 00:00:00.000,"Mumbai","Mumbai Indians","won by 5 Wickets","Mumbai Indians","field","Team 1","Mumbai Indians",1
"2019","20190415MI",2019-04-15 00:00:00.000,"Mumbai","Mumbai Indians","won by 5 Wickets","Mumbai Indians","field","Team 2","Royal Challengers Bangalore",0
"2019","20190505MI",2019-05-05 00:00:00.000,"Mumbai","Mumbai Indians","won by 9 Wickets","Mumbai Indians","field","Team 1","Mumbai Indians",1
"2019","20190505MI",2019-05-05 00:00:00.000,"Mumbai","Mumbai Indians","won by 9 Wickets","Mumbai Indians","field","Team 2","Kolkata Knight Riders",0
"2010","20100312KKR",2010-03-12 00:00:00.000,"Mumbai","Kolkata Knight Riders","won by 11 Runs","Deccan Chargers","field","Team 1","Deccan Chargers",0
"2010","20100312KKR",2010-03-12 00:00:00.000,"Mumbai","Kolkata Knight Riders","won by 11 Runs","Deccan Chargers","field","Team 2","Kolkata Knight Riders",1
"2010","20100325MI",2010-03-25 00:00:00.000,"Mumbai","Mumbai Indians","won by 5 Wickets","Mumbai Indians","field","Team 1","Mumbai Indians",1
"2010","20100325MI",2010-03-25 00:00:00.000,"Mumbai","Mumbai Indians","won by 5 Wickets","Mumbai Indians","field","Team 2","Chennai Super Kings",0
"2010","20100328MI",2010-03-28 00:00:00.000,"Mumbai","Mumbai Indians","won by 41 Runs","Deccan Chargers","field","Team 1","Deccan Chargers",0
"2010","20100328MI",2010-03-28 00:00:00.000,"Mumbai","Mumbai Indians","won by 41 Runs","Deccan Chargers","field","Team 2","Mumbai Indians",1
"2010","20100330MI",2010-03-30 00:00:00.000,"Mumbai","Mumbai Indians","won by 4 Wickets","Mumbai Indians","field","Team 1","Mumbai Indians",1
"2010","20100330MI",2010-03-30 00:00:00.000,"Mumbai","Mumbai Indians","won by 4 Wickets","Mumbai Indians","field","Team 2","Kings XI Punjab",0
"2008","20080427DC",2008-04-27 00:00:00.000,"Mumbai","Deccan Chargers","won by 10 Wickets","Deccan Chargers","field","Team 1","Mumbai Indians",0
"2008","20080427DC",2008-04-27 00:00:00.000,"Mumbai","Deccan Chargers","won by 10 Wickets","Deccan Chargers","field","Team 2","Deccan Chargers",1
"2008","20080504MI",2008-05-04 00:00:00.000,"Mumbai","Mumbai Indians","won by 29 Runs","Delhi Capitals","field","Team 1","Mumbai Indians",1
"2008","20080504MI",2008-05-04 00:00:00.000,"Mumbai","Mumbai Indians","won by 29 Runs","Delhi Capitals","field","Team 2","Delhi Capitals",0
"2008","20080507MI",2008-05-07 00:00:00.000,"Mumbai","Mumbai Indians","won by 7 Wickets","Mumbai Indians","field","Team 1","Mumbai Indians",1
"2008","20080507MI",2008-05-07 00:00:00.000,"Mumbai","Mumbai Indians","won by 7 Wickets","Mumbai Indians","field","Team 2","Rajasthan Royals",0
"2008","20080514MI",2008-05-14 00:00:00.000,"Mumbai","Mumbai Indians","won by 9 Wickets","Mumbai Indians","field","Team 1","Mumbai Indians",1
"2008","20080514MI",2008-05-14 00:00:00.000,"Mumbai","Mumbai Indians","won by 9 Wickets","Mumbai Indians","field","Team 2","Chennai Super Kings",0
"2008","20080516MI",2008-05-16 00:00:00.000,"Mumbai","Mumbai Indians","won by 8 Wickets","Mumbai Indians","field","Team 1","Mumbai Indians",1
"2008","20080516MI",2008-05-16 00:00:00.000,"Mumbai","Mumbai Indians","won by 8 Wickets","Mumbai Indians","field","Team 2","Kolkata Knight Riders",0
"2008","20080521KXP",2008-05-21 00:00:00.000,"Mumbai","Kings XI Punjab","won by 1 Runs","Mumbai Indians","field","Team 1","Kings XI Punjab",1
"2008","20080521KXP",2008-05-21 00:00:00.000,"Mumbai","Kings XI Punjab","won by 1 Runs","Mumbai Indians","field","Team 2","Mumbai Indians",0
"2008","20080530RR",2008-05-30 00:00:00.000,"Mumbai","Rajasthan Royals","won by 105 Runs","Delhi Capitals","field","Team 1","Delhi Capitals",0
"2008","20080530RR",2008-05-30 00:00:00.000,"Mumbai","Rajasthan Royals","won by 105 Runs","Delhi Capitals","field","Team 2","Rajasthan Royals",1
"2008","20080601RR",2008-06-01 00:00:00.000,"Mumbai","Rajasthan Royals","won by 3 Wickets","Rajasthan Royals","field","Team 1","Chennai Super Kings",0
"2008","20080601RR",2008-06-01 00:00:00.000,"Mumbai","Rajasthan Royals","won by 3 Wickets","Rajasthan Royals","field","Team 2","Rajasthan Royals",1
"2009","20090418RCB",2009-04-18 00:00:00.000,"Cape Town","Royal Challengers Bangalore","won by 75 Runs","Royal Challengers Bangalore","bat","Team 1","Royal Challengers Bangalore",1
"2009","20090418RCB",2009-04-18 00:00:00.000,"Cape Town","Royal Challengers Bangalore","won by 75 Runs","Royal Challengers Bangalore","bat","Team 2","Rajasthan Royals",0
"2009","20090419DC",2009-04-19 00:00:00.000,"Cape Town","Deccan Chargers","won by 8 Wickets","Kolkata Knight Riders","bat","Team 1","Deccan Chargers",1
"2009","20090419DC",2009-04-19 00:00:00.000,"Cape Town","Deccan Chargers","won by 8 Wickets","Kolkata Knight Riders","bat","Team 2","Kolkata Knight Riders",0
"2009","20090422DC",2009-04-22 00:00:00.000,"Cape Town","Deccan Chargers","won by 24 Runs","Deccan Chargers","bat","Team 1","Royal Challengers Bangalore",0
"2009","20090422DC",2009-04-22 00:00:00.000,"Cape Town","Deccan Chargers","won by 24 Runs","Deccan Chargers","bat","Team 2","Deccan Chargers",1
"2009","20090423DC",2009-04-23 00:00:00.000,"Durban","Delhi Capitals","won by 9 Runs","Delhi Capitals","bat","Team 1","Chennai Super Kings",0
"2009","20090423DC",2009-04-23 00:00:00.000,"Durban","Delhi Capitals","won by 9 Runs","Delhi Capitals","bat","Team 2","Delhi Capitals",1
"2009","20090424KXP",2009-04-24 00:00:00.000,"Durban","Kings XI Punjab","won by 7 Wickets","Royal Challengers Bangalore","bat","Team 1","Royal Challengers Bangalore",0
"2009","20090424KXP",2009-04-24 00:00:00.000,"Durban","Kings XI Punjab","won by 7 Wickets","Royal Challengers Bangalore","bat","Team 2","Kings XI Punjab",1
"2009","20090425DC",2009-04-25 00:00:00.000,"Durban","Deccan Chargers","won by 12 Runs","Deccan Chargers","bat","Team 1","Deccan Chargers",1
"2009","20090425DC",2009-04-25 00:00:00.000,"Durban","Deccan Chargers","won by 12 Runs","Deccan Chargers","bat","Team 2","Mumbai Indians",0
"2009","20090426DC",2009-04-26 00:00:00.000,"Port Elizabeth","Delhi Capitals","won by 6 Wickets","Royal Challengers Bangalore","bat","Team 1","Royal Challengers Bangalore",0
"2009","20090426DC",2009-04-26 00:00:00.000,"Port Elizabeth","Delhi Capitals","won by 6 Wickets","Royal Challengers Bangalore","bat","Team 2","Delhi Capitals",1
"2009","20090426KXP",2009-04-26 00:00:00.000,"Cape Town","Kings XI Punjab","won by 27 Runs","Kings XI Punjab","bat","Team 1","Kings XI Punjab",1
"2009","20090426KXP",2009-04-26 00:00:00.000,"Cape Town","Kings XI Punjab","won by 27 Runs","Kings XI Punjab","bat","Team 2","Rajasthan Royals",0
"2009","20090429RCB",2009-04-29 00:00:00.000,"Durban","Royal Challengers Bangalore","won by 5 Wickets","Kolkata Knight Riders","bat","Team 1","Royal Challengers Bangalore",1
"2009","20090429RCB",2009-04-29 00:00:00.000,"Durban","Royal Challengers Bangalore","won by 5 Wickets","Kolkata Knight Riders","bat","Team 2","Kolkata Knight Riders",0
"2009","20090429KXP",2009-04-29 00:00:00.000,"Durban","Kings XI Punjab","won by 3 Runs","Kings XI Punjab","bat","Team 1","Kings XI Punjab",1
"2009","20090429KXP",2009-04-29 00:00:00.000,"Durban","Kings XI Punjab","won by 3 Runs","Kings XI Punjab","bat","Team 2","Mumbai Indians",0
"2009","20090501RCB",2009-05-01 00:00:00.000,"Durban","Royal Challengers Bangalore","won by 8 Runs","Royal Challengers Bangalore","bat","Team 1","Royal Challengers Bangalore",1
"2009","20090501RCB",2009-05-01 00:00:00.000,"Durban","Royal Challengers Bangalore","won by 8 Runs","Royal Challengers Bangalore","bat","Team 2","Kings XI Punjab",0
"2009","20090503KXP",2009-05-03 00:00:00.000,"Port Elizabeth","Kings XI Punjab","won by 6 Wickets","Kolkata Knight Riders","bat","Team 1","Kings XI Punjab",1
"2009","20090503KXP",2009-05-03 00:00:00.000,"Port Elizabeth","Kings XI Punjab","won by 6 Wickets","Kolkata Knight Riders","bat","Team 2","Kolkata Knight Riders",0
"2009","20090503RCB",2009-05-03 00:00:00.000,"Johannesburg","Royal Challengers Bangalore","won by 9 Wickets","Mumbai Indians","bat","Team 1","Royal Challengers Bangalore",1
"2009","20090503RCB",2009-05-03 00:00:00.000,"Johannesburg","Royal Challengers Bangalore","won by 9 Wickets","Mumbai Indians","bat","Team 2","Mumbai Indians",0
"2009","20090505DC",2009-05-05 00:00:00.000,"Durban","Delhi Capitals","won by 9 Wickets","Kolkata Knight Riders","bat","Team 1","Delhi Capitals",1
"2009","20090505DC",2009-05-05 00:00:00.000,"Durban","Delhi Capitals","won by 9 Wickets","Kolkata Knight Riders","bat","Team 2","Kolkata Knight Riders",0
"2009","20090506DC",2009-05-06 00:00:00.000,"Centurion","Deccan Chargers","won by 19 Runs","Deccan Chargers","bat","Team 1","Deccan Chargers",1
"2009","20090506DC",2009-05-06 00:00:00.000,"Centurion","Deccan Chargers","won by 19 Runs","Deccan Chargers","bat","Team 2","Mumbai Indians",0
"2009","20090508DC",2009-05-08 00:00:00.000,"East London","Delhi Capitals","won by 7 Wickets","Mumbai Indians","bat","Team 1","Delhi Capitals",1
"2009","20090508DC",2009-05-08 00:00:00.000,"East London","Delhi Capitals","won by 7 Wickets","Mumbai Indians","bat","Team 2","Mumbai Indians",0
"2009","20090511DC",2009-05-11 00:00:00.000,"Kimberley","Deccan Chargers","won by 53 Runs","Deccan Chargers","bat","Team 1","Deccan Chargers",1
"2009","20090511DC",2009-05-11 00:00:00.000,"Kimberley","Deccan Chargers","won by 53 Runs","Deccan Chargers","bat","Team 2","Rajasthan Royals",0
"2009","20090514RCB",2009-05-14 00:00:00.000,"Durban","Royal Challengers Bangalore","won by 2 Wickets","Chennai Super Kings","bat","Team 1","Royal Challengers Bangalore",1
"2009","20090514RCB",2009-05-14 00:00:00.000,"Durban","Royal Challengers Bangalore","won by 2 Wickets","Chennai Super Kings","bat","Team 2","Chennai Super Kings",0
"2009","20090517DC",2009-05-17 00:00:00.000,"Bloemfontein","Delhi Capitals","won by 14 Runs","Delhi Capitals","bat","Team 1","Delhi Capitals",1
"2009","20090517DC",2009-05-17 00:00:00.000,"Bloemfontein","Delhi Capitals","won by 14 Runs","Delhi Capitals","bat","Team 2","Rajasthan Royals",0
"2009","20090519RCB",2009-05-19 00:00:00.000,"Johannesburg","Royal Challengers Bangalore","won by 7 Wickets","Delhi Capitals","bat","Team 1","Royal Challengers Bangalore",1
"2009","20090519RCB",2009-05-19 00:00:00.000,"Johannesburg","Royal Challengers Bangalore","won by 7 Wickets","Delhi Capitals","bat","Team 2","Delhi Capitals",0
"2009","20090521RCB",2009-05-21 00:00:00.000,"Centurion","Royal Challengers Bangalore","won by 12 Runs","Royal Challengers Bangalore","bat","Team 1","Royal Challengers Bangalore",1
"2009","20090521RCB",2009-05-21 00:00:00.000,"Centurion","Royal Challengers Bangalore","won by 12 Runs","Royal Challengers Bangalore","bat","Team 2","Deccan Chargers",0
"2011","20110409RCB",2011-04-09 00:00:00.000,"Kochi","Royal Challengers Bangalore","won by 6 Wickets","Kochi Tuskers Kerala","bat","Team 1","Kochi Tuskers Kerala",0
"2011","20110409RCB",2011-04-09 00:00:00.000,"Kochi","Royal Challengers Bangalore","won by 6 Wickets","Kochi Tuskers Kerala","bat","Team 2","Royal Challengers Bangalore",1
"2011","20110410PW",2011-04-10 00:00:00.000,"Mumbai","Pune Warriors","won by 7 Wickets","Kings XI Punjab","bat","Team 1","Pune Warriors",1
"2011","20110410PW",2011-04-10 00:00:00.000,"Mumbai","Pune Warriors","won by 7 Wickets","Kings XI Punjab","bat","Team 2","Kings XI Punjab",0
