Season,match_key,match_no,batsmen,player_key,wicket_status,R,B,M,fours,sixes,SR,special_role,match_date
2017,"20170502DC","36th match (D/N)","CJ Anderson",1317,"b Aaron",18,25,29,0,1,72,"normal player",2017-04-30 00:00:00.000
2017,"20170506RPS","41","NM Coulter-Nile",1316,"c Washington Sundar b Stokes",6,5,11,0,1,120,"normal player",2017-03-05 00:00:00.000
2017,"20170508SH","45th match (N)","PJ Cummins",1350,"c †Patel b Harbhajan Singh",10,10,10,0,1,100,"normal player",2017-06-05 00:00:00.000
2017,"20170508SH","45th match (N)","Mohammed Shami",1289,"c Pollard b Harbhajan Singh",7,4,3,0,1,175,"normal player",2017-06-05 00:00:00.000
2017,"20170509KXP","44th match (D/N)","AM Rahane",1111,"c Yuvraj Singh b Bipul Sharma",22,20,33,0,1,110,"normal player",2017-06-05 00:00:00.000
2017,"20170514RPS","52nd match (N)","PJ Cummins",1350,"b Stokes",11,6,6,0,1,183.33,"normal player",2017-12-05 00:00:00.000
2017,"20170516RPS","54th match (N)","KA Pollard",1183,"c Pathan b Boult",13,11,18,0,1,118.18,"normal player",2017-05-13 00:00:00.000
2017,"20170519MI","56th match (N)","A Mishra",1099,"b Negi",7,4,11,0,1,175,"normal player",2017-05-14 00:00:00.000
2017,"20170519MI","56th match (N)","PJ Cummins",1350,"c Kohli b Head",7,3,2,0,1,233.33,"normal player",2017-05-14 00:00:00.000
2017,"20170519MI","56th match (N)","KM Jadhav",1195,"run out (Cummins)",12,9,18,0,1,133.33,"normal player",2017-05-14 00:00:00.000
2018,"20180407CSK","Qualifier 1 (N)","MJ McClenaghan",1349,"c Unadkat b Thakur",12,11,24,0,1,109.09,"normal player",2017-05-16 00:00:00.000
2018,"20180408KKR","Eliminator (N)","CA Lynn",1276,"c †Ojha b Kumar",6,2,4,0,1,300,"normal player",2017-05-17 00:00:00.000
2018,"20180408KXP","Qualifier 2 (N)","NM Coulter-Nile",1316,"c HH Pandya b Johnson",6,4,3,0,1,150,"normal player",2017-05-19 00:00:00.000
2018,"20180408KXP","Qualifier 2 (N)","SP Narine",1253,"st †Patel b KV Sharma",10,10,23,0,1,100,"normal player",2017-05-19 00:00:00.000
2018,"20180409SH","Final (N)","KA Pollard",1183,"c Tiwary b Zampa",7,3,4,0,1,233.33,"normal player",2017-05-21 00:00:00.000
2018,"20180409SH","Final (N)","HH Pandya",1346,"lbw b Christian",10,9,7,0,1,111.11,"normal player",2017-05-21 00:00:00.000
2019,"20190329SH","4th match (N)","BA Stokes",1383,"c sub (KK Nair) b Mujeeb Ur Rahman",6,2,5,0,1,300,"normal player",2019-03-25 00:00:00.000
2019,"20190329SH","4th match (N)","SV Samson",1293,"c Ashwin b Curran",30,25,45,0,1,120,"normal player",2019-03-25 00:00:00.000
2019,"20190403MI","11th match (D/N)","SO Hetmyer",,"st †Bairstow b Mohammad Nabi",9,9,12,0,1,100,"normal player",2019-03-31 00:00:00.000
2019,"20190403MI","11th match (D/N)","V Shankar",1390,"run out (Hetmyer/†Patel)",9,3,7,0,1,300,"normal player",2019-03-31 00:00:00.000
2019,"20190406MI","15th match (N)","DJ Bravo",1005,"c †de Kock b Malinga",8,9,21,0,1,88.88,"normal player",2019-03-04 00:00:00.000
2019,"20190409CSK","19th match (N)","Mohammad Nabi",1397,"c Sharma b Bumrah",11,14,28,0,1,78.57,"normal player",2019-06-04 00:00:00.000
2019,"20190409CSK","19th match (N)","HH Pandya",1346,"c Shankar b Rashid Khan",14,14,20,0,1,100,"normal player",2019-06-04 00:00:00.000
2019,"20190410MI","20th match (D/N)","MP Stoinis",1355,"c Tewatia b Patel",15,17,20,0,1,88.23,"normal player",2019-07-04 00:00:00.000
2019,"20190413RCB","23rd match (N)","PP Chawla",1046,"st †Dhoni b Harbhajan Singh",8,13,25,0,1,61.53,"normal player",2019-09-04 00:00:00.000
2019,"20190414DC","26th match (N)","N Rana",1378,"b Morris",11,12,21,0,1,91.66,"normal player",2019-12-04 00:00:00.000
2019,"20190415MI","27th match (D/N)","SA Yadav",1244,"b Kulkarni",16,10,15,0,1,160,"normal player",2019-04-13 00:00:00.000
2019,"20190418MI","30th match (N)","KMA Paul",,"lbw b Kumar",7,4,9,0,1,175,"normal player",2019-04-14 00:00:00.000
2019,"20190421RCB","34th match (N)","CH Morris",1292,"c HH Pandya b Malinga",11,9,18,0,1,122.22,"normal player",2019-04-18 00:00:00.000
2019,"20190421RCB","34th match (N)","K Rabada",1399,"c Pollard b HH Pandya",9,8,12,0,1,112.5,"normal player",2019-04-18 00:00:00.000
2019,"20190421SH","35th match (N)","AD Nath",1360,"c Uthappa b Russell",13,15,27,0,1,86.66,"normal player",2019-04-19 00:00:00.000
2019,"20190423CSK","36th match (D/N)","KA Pollard",1183,"b Unadkat",10,7,16,0,1,142.85,"normal player",2019-04-20 00:00:00.000
2019,"20190425RR","39th match (N)","MP Stoinis",1355,"c sub (DR Shorey) b Imran Tahir",14,13,24,0,1,107.69,"normal player",2019-04-21 00:00:00.000
2019,"20190428KKR","43rd match (N)","STR Binny",1197,"c Singh b Chawla",11,11,11,0,1,100,"normal player",2019-04-25 00:00:00.000
2019,"20190428KKR","43rd match (N)","AD Russell",1274,"c Parag b Thomas",14,14,33,0,1,100,"normal player",2019-04-25 00:00:00.000
2019,"20190501CSK","46th match (D/N)","AB de Villiers",1074,"c Patel b Rutherford",17,19,26,0,1,89.47,"normal player",2019-04-28 00:00:00.000
2019,"20190505KXP","51","KA Pollard",1183,"c Abhishek Sharma b Ahmed",10,9,20,0,1,111.11,"normal player",2019-02-05 00:00:00.000
2019,"20190507MI","53rd match (D/N)","SE Rutherford",,"c Livingstone b Gopal",11,6,11,0,1,183.33,"normal player",2019-04-05 00:00:00.000
,"","Eliminator (N)","SE Rutherford",,"c Mohammad Nabi b Kumar",9,12,21,0,1,75,"normal player",2019-08-05 00:00:00.000
,"","Qualifier 2 (N)","TA Boult",1406,"b Jadeja",6,3,6,0,1,200,"normal player",2019-10-05 00:00:00.000
,"","Qualifier 2 (N)","SE Rutherford",,"c Watson b Harbhajan Singh",10,12,19,0,1,83.33,"normal player",2019-10-05 00:00:00.000
2008,"20080423CSK","8th match (N)","PA Patel",1010,"c †Ronchi b Nehra",14,11,14,3,0,127.27,"normal player",2008-04-23 00:00:00.000
2008,"20080426CSK","11th match (D/N)","PA Patel",1010,"c Sharma b Agarkar",21,27,38,3,0,77.77,"normal player",2008-04-26 00:00:00.000
2009,"20090429KXP","14th match","LRPL Taylor",1021,"lbw b Mishra",31,34,45,3,0,91.17,"normal player",2009-04-26 00:00:00.000
2009,"20090430CSK","17th match (D/N)","BJ Hodge",1053,"b Nayar",24,22,46,3,0,,"normal player",2009-04-27 00:00:00.000
2009,"20090506DC","27th match","CH Gayle",1051,"c Yuvraj Singh b Abdulla",17,17,18,3,0,100,"normal player",2009-03-05 00:00:00.000
2011,"20110508RCB","47th match (N)","KD Karthik",1076,"lbw b Gayle",20,15,19,3,0,133.33,"normal player",2011-06-05 00:00:00.000
2011,"20110510PW","50th match (D/N)","M Klinger",1214,"b Gayle",24,25,37,3,0,96,"normal player",2011-08-05 00:00:00.000
2011,"20110510PW","50th match (D/N)","BB McCullum",1050,"c sub (KB Arun Karthik) b Vettori",22,16,24,3,0,137.5,"normal player",2011-08-05 00:00:00.000
2012,"20120407CSK","1","DJ Bravo",1005,"c Pollard b Ojha",19,19,15,3,0,100,"normal player",2012-04-04 00:00:00.000
2012,"20120410DC","6th match (N)","DJ Harris",1250,"c †Dhoni b Bollinger",15,14,17,3,0,107.14,"normal player",2012-07-04 00:00:00.000
2012,"20120410DC","6th match (N)","S Badrinath",1016,"c Chipli b Christian",25,20,33,3,0,125,"normal player",2012-07-04 00:00:00.000
2012,"20120410DC","6th match (N)","SK Raina",1012,"c & b Christian",16,12,22,3,0,133.33,"normal player",2012-07-04 00:00:00.000
2012,"20120410DC","6th match (N)","S Dhawan",1003,"c Bravo b Raina",21,18,26,3,0,116.66,"normal player",2012-07-04 00:00:00.000
2012,"20120409MI","5th match (D/N)","AJ Finch",1166,"lbw b Muralitharan",25,24,43,3,0,104.16,"normal player",2012-07-04 00:00:00.000
2012,"20120411MI","8th match (N)","Mandeep Singh",1222,"c †Uthappa b Ryder",24,23,37,3,0,104.34,"normal player",2012-08-04 00:00:00.000
2012,"20120413KKR","11th match (N)","F du Plessis",1238,"c van der Merwe b Morkel",15,12,14,3,0,125,"normal player",2012-10-04 00:00:00.000
2012,"20120416DC","15th match (N)","AM Rahane",1111,"c †Bisla b Shakib Al Hasan",19,16,27,3,0,118.75,"normal player",2012-04-13 00:00:00.000
2012,"20120416DC","15th match (N)","OA Shah",1225,"st †Bisla b Narine",31,33,43,3,0,93.93,"normal player",2012-04-13 00:00:00.000
2012,"20120416DC","15th match (N)","JH Kallis",1066,"lbw b Botha",31,38,48,3,0,81.57,"normal player",2012-04-13 00:00:00.000
2012,"20120418KKR","17th match (D/N)","Harmeet Singh",1247,"c †Bisla b Narine",14,6,6,3,0,233.33,"normal player",2012-04-15 00:00:00.000
2012,"20120421CSK","22nd match (N)","BB McCullum",1050,"c Mascarenhas b Chawla",15,18,25,3,0,83.33,"normal player",2012-04-18 00:00:00.000
2012,"20120423RCB","26th match (D/N)","SK Raina",1012,"c Rahane b Cooper",26,24,49,3,0,108.33,"normal player",2012-04-21 00:00:00.000
2012,"20120423RCB","26th match (D/N)","AM Rahane",1111,"c Kulasekara b Ashwin",15,10,19,3,0,150,"normal player",2012-04-21 00:00:00.000
2012,"20120424AB","27th match (N)","Y Nagar",1150,"c Ganguly b Thomas",24,19,28,3,0,126.31,"normal player",2012-04-21 00:00:00.000
2012,"20120425MI","28th match (D/N)","Mandeep Singh",1222,"c Franklin b Pollard",24,21,40,3,0,114.28,"normal player",2012-04-22 00:00:00.000
2012,"20120425MI","28th match (D/N)","SR Tendulkar",1002,"run out (Miller/†Saini)",23,23,40,3,0,100,"normal player",2012-04-22 00:00:00.000
2012,"20120426DC","31","DPMD Jayawardene",1044,"run out (Wright/†Uthappa)",18,14,14,3,0,128.57,"normal player",2012-04-24 00:00:00.000
2012,"20120501DC","38th match (N)","V Kohli",1024,"lbw b Kallis",18,19,20,3,0,94.73,"normal player",2012-04-28 00:00:00.000
2012,"20120501DC","39th match (D/N)","BJ Hodge",1053,"lbw b Morkel",22,18,25,3,0,122.22,"normal player",2012-04-29 00:00:00.000
2012,"20120502KXP","40th match (N)","S Dhawan",1003,"st †Karthik b Harbhajan Singh",29,32,56,3,0,90.62,"normal player",2012-04-29 00:00:00.000
2012,"20120506RCB","46th match (N)","S Dhawan",1003,"run out (Bravo)",36,29,44,3,0,124.13,"normal player",2012-04-05 00:00:00.000
2012,"20120510CSK","51","JH Kallis",1066,"c †Ojha b Yadav",30,27,34,3,0,111.11,"normal player",2012-07-05 00:00:00.000
2012,"20120511RCB","53rd match (N)","SE Marsh",1170,"b Dhawan",22,20,27,3,0,110,"normal player",2012-08-05 00:00:00.000
2012,"20120512CSK","54th match (N)","TM Dilshan",1075,"lbw b Ojha",19,25,45,3,0,76,"normal player",2012-09-05 00:00:00.000
2012,"20120518DC","64th match (N)","DA Warner",1121,"c Azhar Mahmood b Kumar",14,8,10,3,0,175,"normal player",2012-05-15 00:00:00.000
2012,"20120518DC","64th match (N)","SE Marsh",1170,"c †Ojha b Aaron",13,15,13,3,0,86.66,"normal player",2012-05-15 00:00:00.000
2013,"20130408RR","5th match (N)","MEK Hussey",1184,"b Harbhajan Singh",20,23,37,3,0,86.95,"normal player",2013-06-04 00:00:00.000
2013,"20130409MI","4th match (D/N)","AM Rahane",1111,"c & b Nadeem",28,24,49,3,0,116.66,"normal player",2013-06-04 00:00:00.000
2013,"20130411PW","8th match (N)","STR Binny",1197,"lbw b Shukla",14,11,12,3,0,127.27,"normal player",2013-08-04 00:00:00.000
2013,"20130413CSK","11th match (N)","M Vohra",1287,"c Hussey b Jadeja",16,11,20,3,0,145.45,"normal player",2013-10-04 00:00:00.000
2013,"20130413CSK","11th match (N)","Gurkeerat Singh",1269,"c Nannes b Bravo",31,26,30,3,0,119.23,"normal player",2013-10-04 00:00:00.000
2013,"20130413MI","13th match (N)","AM Rahane",1111,"c Mathews b Sharma",30,27,46,3,0,111.11,"normal player",2013-11-04 00:00:00.000
2013,"20130416TIE","18th match (N)","Azhar Mahmood",1260,"b Cooper",23,20,26,3,0,115,"normal player",2013-04-14 00:00:00.000
2013,"20130419SH","21","DA Warner",1121,"c & b Vinay Kumar",15,13,27,3,0,115.38,"normal player",2013-04-16 00:00:00.000
2013,"20130420CSK","22nd match (D/N)","AJ Finch",1166,"c de Kock b Perera",16,13,21,3,0,123.07,"normal player",2013-04-17 00:00:00.000
2013,"20130420CSK","22nd match (D/N)","A Mishra",1099,"run out (Nayar/†Uthappa)",30,24,42,3,0,125,"normal player",2013-04-17 00:00:00.000
2013,"20130421DC","24th match (N)","M Vijay",1118,"lbw b Morkel",18,13,18,3,0,138.46,"normal player",2013-04-18 00:00:00.000
2013,"20130424MI","29th match (N)","M Vohra",1287,"b Yuvraj Singh",22,13,23,3,0,169.23,"normal player",2013-04-21 00:00:00.000
2013,"20130427MI","32nd match (N)","LA Pomersbach",1139,"b van der Merwe",18,10,20,3,0,180,"normal player",2013-04-23 00:00:00.000
2013,"20130429RR","37th match (N)","Harbhajan Singh",1007,"c Tiwary b Rampaul",16,8,10,3,0,200,"normal player",2013-04-27 00:00:00.000
2013,"20130430CSK","39th match (N)","LJ Wright",1300,"c Warner b Yadav",19,18,35,3,0,105.55,"normal player",2013-04-28 00:00:00.000
2013,"20130502RCB","42nd match (N)","SPD Smith",1242,"c & b Jadeja",35,39,48,3,0,89.74,"normal player",2013-04-30 00:00:00.000
2013,"20130504SH","44th match (N)","V Sehwag",1049,"c Pathan b Kallis",17,15,17,3,0,113.33,"normal player",2013-01-05 00:00:00.000
2013,"20130505MI","45th match (D/N)","MEK Hussey",1184,"st †Gurkeerat Singh b Chawla",35,29,49,3,0,120.68,"normal player",2013-02-05 00:00:00.000
2013,"20130507MI","48th match (N)","UBT Chand",1165,"b Steyn",17,24,37,3,0,70.83,"normal player",2013-04-05 00:00:00.000
2013,"20130509KKR","51","Mandeep Singh",1222,"c †Arun Karthik b Vinay Kumar",16,12,18,3,0,133.33,"normal player",2013-06-05 00:00:00.000
2013,"20130512RR","57th match (N)","MC Henriques",1056,"c & b Nadeem",26,22,35,3,0,118.18,"normal player",2013-10-05 00:00:00.000
2013,"20130512RR","57th match (N)","CA Pujara",1178,"b Kaul",17,17,24,3,0,100,"normal player",2013-10-05 00:00:00.000
2013,"20130512RR","57th match (N)","M Morkel",1136,"b Unadkat",19,10,17,3,0,190,"normal player",2013-10-05 00:00:00.000
2013,"20130514CSK","59th match (N)","SE Marsh",1170,"c Perera b Sammy",18,20,28,3,0,90,"normal player",2013-11-05 00:00:00.000
2013,"20130513MI","58th match (D/N)","SR Tendulkar",1002,"c Pandey b Mendis",15,13,22,3,0,115.38,"normal player",2013-11-05 00:00:00.000
2013,"20130514KXP","60th match (D/N)","MK Tiwary",1077,"c Kohli b Vinay Kumar",24,27,35,3,0,88.88,"normal player",2013-12-05 00:00:00.000
2013,"20130516KXP","64th match (N)","MEK Hussey",1184,"c Sehwag b Yadav",26,26,48,3,0,100,"normal player",2013-05-14 00:00:00.000
2013,"20130517SH","63rd match (D/N)","CA Pujara",1178,"c Miller b Awana",19,20,20,3,0,95,"normal player",2013-05-14 00:00:00.000
2013,"20130521CSK","69th match (D/N)","AT Rayudu",1169,"c †Gilchrist b Awana",26,22,35,3,0,118.18,"normal player",2013-05-18 00:00:00.000
2014,"20140417RCB","Eliminator (N)","S Dhawan",1003,"c Trivedi b Faulkner",33,39,72,3,0,84.61,"normal player",2013-05-22 00:00:00.000
2014,"20140418KXP","Qualifier 2 (N)","AM Rahane",1111,"b Harbhajan Singh",21,18,30,3,0,116.66,"normal player",2013-05-24 00:00:00.000
2014,"20140418RR","Final (N)","DJ Bravo",1005,"c Johnson b Dhawan",15,16,22,3,0,93.75,"normal player",2013-05-26 00:00:00.000
2014,"20140418RR","Final (N)","Harbhajan Singh",1007,"c Hussey b Bravo",14,8,14,3,0,175,"normal player",2013-05-26 00:00:00.000
2014,"20140423CSK","6th match (N)","MA Agarwal",1163,"c Chawla b Morkel",26,14,18,3,0,185.71,"normal player",2014-04-19 00:00:00.000
2014,"20140425CSK","8th match (N)","DR Smith",1088,"b Nadeem",29,28,51,3,0,103.57,"normal player",2014-04-21 00:00:00.000
2014,"20140504RCB","20th match (N)","KL Rahul",1296,"c †Gautam b Malinga",46,40,85,3,0,115,"normal player",2014-04-30 00:00:00.000
2014,"20140504RCB","20th match (N)","AJ Finch",1166,"c Dunk b Khan",16,15,23,3,0,106.66,"normal player",2014-04-30 00:00:00.000
2014,"20140510SH","29th match (N)","RA Jadeja",1035,"b Dhawan",17,8,16,3,0,212.5,"normal player",2014-07-05 00:00:00.000
2014,"20140510SH","29th match (N)","BB McCullum",1050,"run out (Johnson)",33,29,57,3,0,113.79,"normal player",2014-07-05 00:00:00.000
2014,"20140511KKR","30th match (N)","KK Nair",1279,"c †Ojha b Steyn",12,9,18,3,0,133.33,"normal player",2014-08-05 00:00:00.000
2014,"20140513CSK","33rd match (N)","SK Raina",1012,"st †Gautam b Pollard",19,11,17,3,0,172.72,"normal player",2014-10-05 00:00:00.000
2014,"20140514KKR","35th match (N)","AM Rahane",1111,"c †Patel b Chahal",24,22,34,3,0,109.09,"normal player",2014-11-05 00:00:00.000
2014,"20140514KKR","35th match (N)","VH Zol",1330,"c Watson b Tewatia",16,14,25,3,0,114.28,"normal player",2014-11-05 00:00:00.000
2014,"20140514KKR","35th match (N)","CH Gayle",1051,"c †Samson b Tambe",19,25,33,3,0,76,"normal player",2014-11-05 00:00:00.000
2014,"20140519MI","41","MA Agarwal",1163,"c Smith b Faulkner",17,10,11,3,0,170,"normal player",2014-05-15 00:00:00.000
2014,"20140524CSK","49th match (D/N)","MK Pandey",1105,"c Starc b Dinda",13,12,15,3,0,108.33,"normal player",2014-05-22 00:00:00.000
2015,"20150408KKR","56th match (N)","LMP Simmons",1329,"c Faulkner b Kulkarni",12,8,8,3,0,150,"normal player",2014-05-25 00:00:00.000
2015,"20150412KXP","2nd match (N)","F du Plessis",1238,"c Iyer b Duminy",32,24,34,3,0,133.33,"normal player",2015-09-04 00:00:00.000
2015,"20150415DC","6th match (D/N)","KK Nair",1279,"st †Jadhav b Mishra",20,12,14,3,0,166.66,"normal player",2015-12-04 00:00:00.000
2015,"20150416RR","7th match (N)","DA Miller",1259,"c †Tare b Malinga",24,23,37,3,0,104.34,"normal player",2015-12-04 00:00:00.000
2015,"20150420KKR","13th match (D/N)","S Dhawan",1003,"b Duminy",18,18,32,3,0,100,"normal player",2015-04-18 00:00:00.000
2015,"20150422SH","15th match (D/N)","BB McCullum",1050,"c Faulkner b Tambe",12,7,10,3,0,171.42,"normal player",2015-04-19 00:00:00.000
2015,"20150425MI","20th match (N)","MS Bisla",1155,"c du Plessis b Nehra",17,14,17,3,0,121.42,"normal player",2015-04-22 00:00:00.000
2015,"20150426AB","21","AD Mathews",1138,"c †Patel b McClenaghan",17,8,8,3,0,212.5,"normal player",2015-04-23 00:00:00.000
2015,"20150426AB","21","LMP Simmons",1329,"c Duminy b Muthuswami",15,14,22,3,0,107.14,"normal player",2015-04-23 00:00:00.000
2015,"20150427SH","23rd match (D/N)","GH Vihari",1281,"c †Patel b Malinga",16,10,23,3,0,160,"normal player",2015-04-25 00:00:00.000
2015,"20150504KKR","34th match (N)","BB McCullum",1050,"b B Kumar",12,5,8,3,0,240,"normal player",2015-02-05 00:00:00.000
2015,"20150507KKR","38th match (N)","S Dhawan",1003,"c Pandey b Hogg",15,15,25,3,0,100,"normal player",2015-04-05 00:00:00.000
2015,"20150508MI","39th match (N)","SS Iyer",1339,"c Vinay Kumar b Harbhajan Singh",19,18,26,3,0,105.55,"normal player",2015-05-05 00:00:00.000
2015,"20150509SH","41","MC Henriques",1056,"b Tambe",20,21,27,3,0,95.23,"normal player",2015-07-05 00:00:00.000
2015,"20150514MI","47th match (N)","F du Plessis",1238,"run out (Watson)",29,25,59,3,0,116,"normal player",2015-10-05 00:00:00.000
2015,"20150516CSK","49th match (N)","F du Plessis",1238,"b Morkel",29,23,33,3,0,126.08,"normal player",2015-12-05 00:00:00.000
2015,"20150517MI","51","Shakib Al Hasan",1196,"c Pandya b Vinay Kumar",23,15,18,3,0,,"normal player",2015-05-14 00:00:00.000
2015,"20150519MI","53rd match (D/N)","Gurkeerat Singh",1269,"st †Dhoni b Ashwin",15,14,13,3,0,,"normal player",2015-05-16 00:00:00.000
2015,"20150520RCB","54th match (N)","MK Pandey",1105,"c Morris b Kulkarni",21,21,40,3,0,,"normal player",2015-05-16 00:00:00.000
2015,"20150520RCB","54th match (N)","KK Nair",1279,"c †Uthappa b UT Yadav",16,10,20,3,0,,"normal player",2015-05-16 00:00:00.000
2016,"20160411GL","Qualifier 2 (N)","DR Smith",1088,"c Starc b Aravind",17,12,13,3,0,141.66,"normal player",2015-05-22 00:00:00.000
2016,"20160418SH","9th match (N)","JC Buttler",1353,"st †Karthik b Jakati",16,21,23,3,0,76.19,"normal player",2016-04-16 00:00:00.000
2016,"20160501KXP","24th match (N)","AD Russell",1274,"b Southee",22,16,19,3,0,137.5,"normal player",2016-04-28 00:00:00.000
2016,"20160504KKR","28th match (D/N)","Ishan Kishan",1356,"run out (Maxwell/Stoinis)",27,24,41,3,0,112.5,"normal player",2016-01-05 00:00:00.000
2016,"20160504KKR","28th match (D/N)","JP Faulkner",1246,"c Miller b Sandeep Sharma",32,27,54,3,0,118.51,"normal player",2016-01-05 00:00:00.000
2016,"20160507KXP","31","DR Smith",1088,"c Morris b Nadeem",15,14,14,3,0,107.14,"normal player",2016-03-05 00:00:00.000
2016,"20160514KKR","40th match (N)","R Ashwin",1152,"c †Ojha b Sran",29,25,49,3,0,116,"normal player",2016-10-05 00:00:00.000
2016,"20160514KKR","40th match (N)","KS Williamson",1343,"c Bhatia b Zampa",32,37,61,3,0,86.48,"normal player",2016-10-05 00:00:00.000
2016,"20160515MI","42nd match (N)","KK Nair",1279,"b Henriques",20,17,30,3,0,117.64,"normal player",2016-12-05 00:00:00.000
2016,"20160515MI","42nd match (N)","KS Williamson",1343,"b Morris",27,24,52,3,0,112.5,"normal player",2016-12-05 00:00:00.000
2016,"20160515MI","42nd match (N)","S Dhawan",1003,"c Samson b Mishra",34,37,59,3,0,91.89,"normal player",2016-12-05 00:00:00.000
2016,"20160517RPS","45th match (N)","UT Khawaja",1373,"c Yadav b Shakib Al Hasan",21,17,20,3,0,123.52,"normal player",2016-05-14 00:00:00.000
2016,"20160522RCB","52nd match (N)","RR Pant",1366,"run out (Kumar)",32,26,53,3,0,123.07,"normal player",2016-05-20 00:00:00.000
2017,"20170408RCB","1","TM Head",1363,"c Yuvraj Singh b Rashid Khan",30,22,39,3,0,136.36,"normal player",2017-05-04 00:00:00.000
2017,"20170409MI","2nd match (N)","BA Stokes",1383,"c Southee b HH Pandya",21,14,26,3,0,150,"normal player",2017-06-04 00:00:00.000
2017,"20170409SH","3rd match (N)","JJ Roy",1384,"c Pathan b Chawla",14,12,12,3,0,116.66,"normal player",2017-07-04 00:00:00.000
2017,"20170411DC","5th match (N)","Mandeep Singh",1222,"b Cummins",12,10,10,3,0,120,"normal player",2017-08-04 00:00:00.000
2017,"20170411DC","5th match (N)","AP Tare",1313,"b Mills",18,17,20,3,0,105.88,"normal player",2017-08-04 00:00:00.000
2017,"20170415DC","10th match (N)","JC Buttler",1353,"b Nehra",14,11,14,3,0,127.27,"normal player",2017-12-04 00:00:00.000
2017,"20170417SH","15th match (N)","SS Iyer",1339,"c Morgan b Sharma",22,17,19,3,0,129.41,"normal player",2017-04-15 00:00:00.000
2017,"20170417SH","15th match (N)","EJG Morgan",1156,"c Nair b Cummins",22,20,32,3,0,110,"normal player",2017-04-15 00:00:00.000
2017,"20170420MI","18th match (D/N)","CH Morris",1292,"c UT Yadav b Woakes",16,9,14,3,0,177.77,"normal player",2017-04-17 00:00:00.000
2017,"20170422RPS","21","SW Billings",1367,"c Hooda b Mohammed Siraj",13,9,7,3,0,144.44,"normal player",2017-04-19 00:00:00.000
2017,"20170427GL","27th match (N)","CR Woakes",1387,"c Mandeep Singh b Mills",18,21,19,3,0,85.71,"normal player",2017-04-23 00:00:00.000
2017,"20170428KKR","28th match (N)","JC Buttler",1353,"c Washington Sundar b Stokes",17,13,19,3,0,130.76,"normal player",2017-04-24 00:00:00.000
2017,"20170429RPS","30th match (N)","SP Narine",1253,"run out (Thakur/†Dhoni)",16,11,11,3,0,145.45,"normal player",2017-04-26 00:00:00.000
2017,"20170430KXP","32nd match (D/N)","KK Nair",1279,"lbw b Narine",15,17,22,3,0,88.23,"normal player",2017-04-28 00:00:00.000
2017,"20170503RPS","37th match (N)","MK Pandey",1105,"c & b Kumar",39,29,40,3,0,134.48,"normal player",2017-04-30 00:00:00.000
2017,"20170504DC","38th match (D/N)","Mandeep Singh",1222,"c HH Pandya b KV Sharma",17,13,16,3,0,130.76,"normal player",2017-01-05 00:00:00.000
2017,"20170505KXP","39th match (N)","RA Jadeja",1035,"c Unadkat b Christian",19,12,15,3,0,158.33,"normal player",2017-01-05 00:00:00.000
2017,"20170507KKR","43rd match (N)","SE Marsh",1170,"c Mandeep Singh b Negi",20,17,26,3,0,117.64,"normal player",2017-05-05 00:00:00.000
2017,"20170511KXP","47th match (N)","Ishan Kishan",1356,"c sub (DA Miller) b Natarajan",29,24,42,3,0,120.83,"normal player",2017-07-05 00:00:00.000
2018,"20180408KXP","Qualifier 2 (N)","IR Jaggi",1158,"c Johnson b KV Sharma",28,31,43,3,0,90.32,"normal player",2017-05-19 00:00:00.000
2019,"20190402RR","10th match (N)","CA Lynn",1276,"c †Pant b Rabada",20,18,32,3,0,111.11,"normal player",2019-03-30 00:00:00.000
2019,"20190417SH","29th match (D/N)","N Rana",1378,"c du Plessis b Imran Tahir",21,18,24,3,0,116.66,"normal player",2019-04-14 00:00:00.000
2019,"20190428KKR","43rd match (N)","N Rana",1378,"c Aaron b Gopal",21,26,35,3,0,80.76,"normal player",2019-04-25 00:00:00.000
,"","Qualifier 1 (N)","M Vijay",1118,"st †de Kock b Chahar",26,26,42,3,0,100,"normal player",2019-07-05 00:00:00.000
,"","Eliminator (N)","S Dhawan",1003,"st †Saha b Hooda",17,16,34,3,0,106.25,"normal player",2019-08-05 00:00:00.000
,"","Eliminator (N)","MK Pandey",1105,"c Rutherford b Paul",30,36,49,3,0,83.33,"normal player",2019-08-05 00:00:00.000
,"","Qualifier 2 (N)","S Dhawan",1003,"c †Dhoni b Harbhajan Singh",18,14,29,3,0,128.57,"normal player",2019-10-05 00:00:00.000
,"","Final (N)","Ishan Kishan",1356,"c Raina b Imran Tahir",23,26,44,3,0,88.46,"normal player",2019-12-05 00:00:00.000
2008,"20080427KXP","14th match (N)","L Ronchi",1131,"c Laxman b Singh",13,11,9,3,0,118.18,"wicket keeper",2008-04-27 00:00:00.000
2011,"20110510PW","50th match (D/N)","PA Patel",1010,"run out (Kaif/†de Villiers)",19,14,24,3,0,135.71,"wicket keeper",2011-08-05 00:00:00.000
2012,"20120408RR","3rd match (D/N)","RV Uthappa",1020,"c & b Pollard",36,33,52,3,0,109.09,"wicket keeper",2012-06-04 00:00:00.000
2012,"20120408PW","4th match (N)","R Dravid",1023,"c Faulkner b Harmeet Singh",28,24,42,3,0,116.66,"captain",2012-06-04 00:00:00.000
2012,"20120410DC","6th match (N)","PA Patel",1010,"b Jadeja",20,17,26,3,0,117.64,"wicket keeper",2012-07-04 00:00:00.000
