match_key,innings,team,batsman,player_key,batting_position,Season
"20110528CSK",1,"Chennai Super Kings","M Vijay",1118,2,"2011"
"20110528CSK",1,"Chennai Super Kings","JA Morkel",1065,5,"2011"
"20110528CSK",1,"Chennai Super Kings","DJ Bravo",1005,6,"2011"
"20120407CSK",1,"Chennai Super Kings","M Vijay",1118,1,"2012"
"20120407CSK",1,"Chennai Super Kings","F du Plessis",1238,3,"2012"
"20120407CSK",1,"Chennai Super Kings","S Badrinath",1016,4,"2012"
"20120407CSK",1,"Chennai Super Kings","RA Jadeja",1035,5,"2012"
"20120407CSK",1,"Chennai Super Kings","DJ Bravo",1005,7,"2012"
"20120407CSK",1,"Chennai Super Kings","JA Morkel",1065,8,"2012"
"20120412CSK",2,"Chennai Super Kings","M Vijay",1118,1,"2012"
"20120412CSK",2,"Chennai Super Kings","F du Plessis",1238,2,"2012"
"20120412CSK",2,"Chennai Super Kings","DJ Bravo",1005,5,"2012"
"20120412CSK",2,"Chennai Super Kings","JA Morkel",1065,6,"2012"
"20120412CSK",2,"Chennai Super Kings","RA Jadeja",1035,7,"2012"
"20120419CSK",1,"Chennai Super Kings","F du Plessis",1238,1,"2012"
"20120419CSK",1,"Chennai Super Kings","S Badrinath",1016,2,"2012"
"20120419CSK",1,"Chennai Super Kings","DJ Bravo",1005,5,"2012"
"20120419CSK",1,"Chennai Super Kings","RA Jadeja",1035,6,"2012"
"20120421CSK",2,"Chennai Super Kings","S Badrinath",1016,1,"2012"
"20120421CSK",2,"Chennai Super Kings","F du Plessis",1238,2,"2012"
"20120421CSK",2,"Chennai Super Kings","DJ Bravo",1005,5,"2012"
"20120428KXP",2,"Chennai Super Kings","F du Plessis",1238,1,"2012"
"20120428KXP",2,"Chennai Super Kings","S Badrinath",1016,2,"2012"
"20120428KXP",2,"Chennai Super Kings","WP Saha",1102,4,"2012"
"20120428KXP",2,"Chennai Super Kings","RA Jadeja",1035,5,"2012"
"20120428KXP",2,"Chennai Super Kings","DJ Bravo",1005,7,"2012"
"20120428KXP",2,"Chennai Super Kings","JA Morkel",1065,8,"2012"
"20120428KXP",2,"Chennai Super Kings","KMDN Kulasekara",1264,9,"2012"
"20120428KXP",2,"Chennai Super Kings","R Ashwin",1152,10,"2012"
"20120430KKR",1,"Chennai Super Kings","F du Plessis",1238,1,"2012"
"20120430KKR",1,"Chennai Super Kings","MEK Hussey",1184,2,"2012"
"20120430KKR",1,"Chennai Super Kings","DJ Bravo",1005,4,"2012"
"20120430KKR",1,"Chennai Super Kings","RA Jadeja",1035,6,"2012"
"20120430KKR",1,"Chennai Super Kings","JA Morkel",1065,7,"2012"
"20120504CSK",1,"Chennai Super Kings","F du Plessis",1238,1,"2012"
"20120504CSK",1,"Chennai Super Kings","M Vijay",1118,2,"2012"
"20120504CSK",1,"Chennai Super Kings","JA Morkel",1065,5,"2012"
"20120504CSK",1,"Chennai Super Kings","RA Jadeja",1035,6,"2012"
"20120504CSK",1,"Chennai Super Kings","S Badrinath",1016,7,"2012"
"20120504CSK",1,"Chennai Super Kings","DJ Bravo",1005,8,"2012"
"20120510CSK",2,"Chennai Super Kings","MEK Hussey",1184,1,"2012"
"20120510CSK",2,"Chennai Super Kings","M Vijay",1118,2,"2012"
"20120510CSK",2,"Chennai Super Kings","DJ Bravo",1005,4,"2012"
"20120510CSK",2,"Chennai Super Kings","RA Jadeja",1035,6,"2012"
"20120510CSK",2,"Chennai Super Kings","S Anirudha",1154,7,"2012"
"20120510CSK",2,"Chennai Super Kings","JA Morkel",1065,8,"2012"
"20120512CSK",2,"Chennai Super Kings","MEK Hussey",1184,1,"2012"
"20120512CSK",2,"Chennai Super Kings","M Vijay",1118,2,"2012"
"20120514CSK",2,"Chennai Super Kings","MEK Hussey",1184,1,"2012"
"20120514CSK",2,"Chennai Super Kings","M Vijay",1118,2,"2012"
"20120514CSK",2,"Chennai Super Kings","F du Plessis",1238,3,"2012"
"20120514CSK",2,"Chennai Super Kings","DJ Bravo",1005,6,"2012"
"20120514CSK",2,"Chennai Super Kings","RA Jadeja",1035,7,"2012"
"20120517KXP",1,"Chennai Super Kings","M Vijay",1118,1,"2012"
"20120517KXP",1,"Chennai Super Kings","MEK Hussey",1184,2,"2012"
"20120517KXP",1,"Chennai Super Kings","DJ Bravo",1005,5,"2012"
"20120517KXP",1,"Chennai Super Kings","RA Jadeja",1035,6,"2012"
"20120517KXP",1,"Chennai Super Kings","JA Morkel",1065,7,"2012"
"20120517KXP",1,"Chennai Super Kings","S Anirudha",1154,8,"2012"
"20120517KXP",1,"Chennai Super Kings","R Ashwin",1152,9,"2012"
"20120523CSK",1,"Chennai Super Kings","M Vijay",1118,1,"2012"
"20120523CSK",1,"Chennai Super Kings","MEK Hussey",1184,2,"2012"
"20120523CSK",1,"Chennai Super Kings","S Badrinath",1016,4,"2012"
"20120523CSK",1,"Chennai Super Kings","RA Jadeja",1035,6,"2012"
"20120523CSK",1,"Chennai Super Kings","DJ Bravo",1005,7,"2012"
"20120525CSK",1,"Chennai Super Kings","M Vijay",1118,1,"2012"
"20120525CSK",1,"Chennai Super Kings","MEK Hussey",1184,2,"2012"
"20120525CSK",1,"Chennai Super Kings","JA Morkel",1065,5,"2012"
"20120525CSK",1,"Chennai Super Kings","DJ Bravo",1005,6,"2012"
"20120527KKR",1,"Chennai Super Kings","MEK Hussey",1184,1,"2012"
"20120527KKR",1,"Chennai Super Kings","M Vijay",1118,2,"2012"
"20130410CSK",2,"Chennai Super Kings","M Vijay",1118,1,"2013"
"20130410CSK",2,"Chennai Super Kings","MEK Hussey",1184,2,"2013"
"20130413CSK",2,"Chennai Super Kings","MEK Hussey",1184,1,"2013"
"20130413CSK",2,"Chennai Super Kings","M Vijay",1118,2,"2013"
"20130413CSK",2,"Chennai Super Kings","S Badrinath",1016,4,"2013"
"20130413CSK",2,"Chennai Super Kings","RA Jadeja",1035,6,"2013"
"20130413CSK",2,"Chennai Super Kings","DJ Bravo",1005,7,"2013"
"20130413CSK",2,"Chennai Super Kings","CH Morris",1292,8,"2013"
"20130418CSK",1,"Chennai Super Kings","MEK Hussey",1184,1,"2013"
"20130418CSK",1,"Chennai Super Kings","M Vijay",1118,2,"2013"
"20130418CSK",1,"Chennai Super Kings","DJ Bravo",1005,5,"2013"
"20130420CSK",2,"Chennai Super Kings","MEK Hussey",1184,1,"2013"
"20130420CSK",2,"Chennai Super Kings","R Ashwin",1152,2,"2013"
"20130420CSK",2,"Chennai Super Kings","M Vijay",1118,3,"2013"
"20130420CSK",2,"Chennai Super Kings","S Badrinath",1016,6,"2013"
"20130420CSK",2,"Chennai Super Kings","RA Jadeja",1035,7,"2013"
"20130420CSK",2,"Chennai Super Kings","DJ Bravo",1005,8,"2013"
"20130422CSK",2,"Chennai Super Kings","M Vijay",1118,1,"2013"
"20130422CSK",2,"Chennai Super Kings","MEK Hussey",1184,2,"2013"
"20130422CSK",2,"Chennai Super Kings","RA Jadeja",1035,5,"2013"
"20130422CSK",2,"Chennai Super Kings","DJ Bravo",1005,6,"2013"
"20130422CSK",2,"Chennai Super Kings","CH Morris",1292,7,"2013"
"20130425CSK",2,"Chennai Super Kings","MEK Hussey",1184,1,"2013"
"20130425CSK",2,"Chennai Super Kings","M Vijay",1118,2,"2013"
"20130425CSK",2,"Chennai Super Kings","DJ Bravo",1005,5,"2013"
"20130425CSK",2,"Chennai Super Kings","RA Jadeja",1035,6,"2013"
"20130425CSK",2,"Chennai Super Kings","CH Morris",1292,7,"2013"
"20130428CSK",1,"Chennai Super Kings","WP Saha",1102,1,"2013"
"20130428CSK",1,"Chennai Super Kings","MEK Hussey",1184,2,"2013"
"20130428CSK",1,"Chennai Super Kings","RA Jadeja",1035,5,"2013"
"20130430CSK",1,"Chennai Super Kings","MEK Hussey",1184,1,"2013"
"20130430CSK",1,"Chennai Super Kings","WP Saha",1102,2,"2013"
"20130430CSK",1,"Chennai Super Kings","S Badrinath",1016,4,"2013"
"20130502CSK",1,"Chennai Super Kings","WP Saha",1102,1,"2013"
"20130502CSK",1,"Chennai Super Kings","MEK Hussey",1184,2,"2013"
"20130502CSK",1,"Chennai Super Kings","JA Morkel",1065,5,"2013"
"20130502CSK",1,"Chennai Super Kings","RA Jadeja",1035,6,"2013"
"20130508CSK",1,"Chennai Super Kings","MEK Hussey",1184,1,"2013"
"20130508CSK",1,"Chennai Super Kings","M Vijay",1118,2,"2013"
"20130508CSK",1,"Chennai Super Kings","RA Jadeja",1035,5,"2013"
"20130514CSK",1,"Chennai Super Kings","MEK Hussey",1184,1,"2013"
"20130514CSK",1,"Chennai Super Kings","M Vijay",1118,2,"2013"
"20130514CSK",1,"Chennai Super Kings","RA Jadeja",1035,5,"2013"
"20130514CSK",1,"Chennai Super Kings","DJ Bravo",1005,6,"2013"
"20130518RCB",2,"Chennai Super Kings","MEK Hussey",1184,1,"2013"
"20130518RCB",2,"Chennai Super Kings","M Vijay",1118,2,"2013"
"20130518RCB",2,"Chennai Super Kings","DJ Bravo",1005,4,"2013"
"20130518RCB",2,"Chennai Super Kings","RA Jadeja",1035,6,"2013"
"20130521CSK",1,"Chennai Super Kings","MEK Hussey",1184,1,"2013"
"20130521CSK",1,"Chennai Super Kings","M Vijay",1118,2,"2013"
"20140418KXP",1,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140418KXP",1,"Chennai Super Kings","BB McCullum",1050,2,"2014"
"20140418KXP",1,"Chennai Super Kings","DJ Bravo",1005,5,"2014"
"20140421CSK",1,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140421CSK",1,"Chennai Super Kings","BB McCullum",1050,2,"2014"
"20140421CSK",1,"Chennai Super Kings","F du Plessis",1238,4,"2014"
"20140421CSK",1,"Chennai Super Kings","RA Jadeja",1035,6,"2014"
"20140421CSK",1,"Chennai Super Kings","M Manhas",1092,7,"2014"
"20140421CSK",1,"Chennai Super Kings","R Ashwin",1152,8,"2014"
"20140423CSK",1,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140423CSK",1,"Chennai Super Kings","BB McCullum",1050,2,"2014"
"20140423CSK",1,"Chennai Super Kings","F du Plessis",1238,4,"2014"
"20140423CSK",1,"Chennai Super Kings","RA Jadeja",1035,6,"2014"
"20140423CSK",1,"Chennai Super Kings","M Manhas",1092,7,"2014"
"20140423CSK",1,"Chennai Super Kings","R Ashwin",1152,8,"2014"
"20140425CSK",2,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140425CSK",2,"Chennai Super Kings","BB McCullum",1050,2,"2014"
"20140425CSK",2,"Chennai Super Kings","F du Plessis",1238,4,"2014"
"20140427CSK",2,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140427CSK",2,"Chennai Super Kings","BB McCullum",1050,2,"2014"
"20140427CSK",2,"Chennai Super Kings","F du Plessis",1238,5,"2014"
"20140427CSK",2,"Chennai Super Kings","RA Jadeja",1035,6,"2014"
"20140427CSK",2,"Chennai Super Kings","M Manhas",1092,7,"2014"
"20140502CSK",1,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140502CSK",1,"Chennai Super Kings","BB McCullum",1050,2,"2014"
"20140502CSK",1,"Chennai Super Kings","RA Jadeja",1035,5,"2014"
"20140505CSK",2,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140505CSK",2,"Chennai Super Kings","BB McCullum",1050,2,"2014"
"20140507KXP",2,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140507KXP",2,"Chennai Super Kings","BB McCullum",1050,2,"2014"
"20140507KXP",2,"Chennai Super Kings","RA Jadeja",1035,4,"2014"
"20140507KXP",2,"Chennai Super Kings","F du Plessis",1238,5,"2014"
"20140507KXP",2,"Chennai Super Kings","M Manhas",1092,7,"2014"
"20140507KXP",2,"Chennai Super Kings","R Ashwin",1152,8,"2014"
"20140510CSK",2,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140510CSK",2,"Chennai Super Kings","BB McCullum",1050,2,"2014"
"20140510CSK",2,"Chennai Super Kings","F du Plessis",1238,4,"2014"
"20140510CSK",2,"Chennai Super Kings","RA Jadeja",1035,6,"2014"
"20140510CSK",2,"Chennai Super Kings","M Manhas",1092,7,"2014"
"20140513CSK",2,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140513CSK",2,"Chennai Super Kings","BB McCullum",1050,2,"2014"
"20140513CSK",2,"Chennai Super Kings","F du Plessis",1238,4,"2014"
"20140513CSK",2,"Chennai Super Kings","R Ashwin",1152,5,"2014"
"20140513CSK",2,"Chennai Super Kings","RA Jadeja",1035,7,"2014"
"20140518RCB",1,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140518RCB",1,"Chennai Super Kings","BB McCullum",1050,2,"2014"
"20140518RCB",1,"Chennai Super Kings","DJ Hussey",1137,3,"2014"
"20140518RCB",1,"Chennai Super Kings","RA Jadeja",1035,6,"2014"
"20140520KKR",1,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140520KKR",1,"Chennai Super Kings","BB McCullum",1050,2,"2014"
"20140520KKR",1,"Chennai Super Kings","F du Plessis",1238,4,"2014"
"20140520KKR",1,"Chennai Super Kings","RA Jadeja",1035,6,"2014"
"20140524CSK",2,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140524CSK",2,"Chennai Super Kings","F du Plessis",1238,2,"2014"
"20140528CSK",2,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140528CSK",2,"Chennai Super Kings","F du Plessis",1238,2,"2014"
"20140528CSK",2,"Chennai Super Kings","BB McCullum",1050,4,"2014"
"20140528CSK",2,"Chennai Super Kings","DJ Hussey",1137,5,"2014"
"20140530KXP",2,"Chennai Super Kings","DR Smith",1088,1,"2014"
"20140530KXP",2,"Chennai Super Kings","F du Plessis",1238,2,"2014"
"20140530KXP",2,"Chennai Super Kings","BB McCullum",1050,4,"2014"
"20140530KXP",2,"Chennai Super Kings","RA Jadeja",1035,5,"2014"
"20140530KXP",2,"Chennai Super Kings","DJ Hussey",1137,6,"2014"
"20140530KXP",2,"Chennai Super Kings","R Ashwin",1152,8,"2014"
"20140530KXP",2,"Chennai Super Kings","MM Sharma",1307,9,"2014"
"20150409CSK",1,"Chennai Super Kings","DR Smith",1088,1,"2015"
"20150409CSK",1,"Chennai Super Kings","BB McCullum",1050,2,"2015"
"20150409CSK",1,"Chennai Super Kings","F du Plessis",1238,4,"2015"
"20150409CSK",1,"Chennai Super Kings","RA Jadeja",1035,5,"2015"
"20150409CSK",1,"Chennai Super Kings","DJ Bravo",1005,7,"2015"
"20150409CSK",1,"Chennai Super Kings","R Ashwin",1152,8,"2015"
"20150409CSK",1,"Chennai Super Kings","MM Sharma",1307,9,"2015"
"20150411CSK",1,"Chennai Super Kings","DR Smith",1088,1,"2015"
"20150411CSK",1,"Chennai Super Kings","BB McCullum",1050,2,"2015"
"20150411CSK",1,"Chennai Super Kings","RA Jadeja",1035,5,"2015"
"20150417CSK",2,"Chennai Super Kings","DR Smith",1088,1,"2015"
"20150417CSK",2,"Chennai Super Kings","BB McCullum",1050,2,"2015"
"20150417CSK",2,"Chennai Super Kings","F du Plessis",1238,3,"2015"
"20150417CSK",2,"Chennai Super Kings","DJ Bravo",1005,6,"2015"
"20150422CSK",1,"Chennai Super Kings","DR Smith",1088,1,"2015"
"20150422CSK",1,"Chennai Super Kings","BB McCullum",1050,2,"2015"
"20150422CSK",1,"Chennai Super Kings","RA Jadeja",1035,5,"2015"
"20150422CSK",1,"Chennai Super Kings","F du Plessis",1238,6,"2015"
"20150422CSK",1,"Chennai Super Kings","DJ Bravo",1005,7,"2015"
"20150422CSK",1,"Chennai Super Kings","R Ashwin",1152,8,"2015"
"20150422CSK",1,"Chennai Super Kings","MM Sharma",1307,9,"2015"
"20150422CSK",1,"Chennai Super Kings","A Nehra",1123,10,"2015"
"20150425CSK",1,"Chennai Super Kings","DR Smith",1088,1,"2015"
"20150425CSK",1,"Chennai Super Kings","BB McCullum",1050,2,"2015"
"20150425CSK",1,"Chennai Super Kings","RA Jadeja",1035,5,"2015"
"20150428CSK",1,"Chennai Super Kings","DR Smith",1088,1,"2015"
"20150428CSK",1,"Chennai Super Kings","BB McCullum",1050,2,"2015"
"20150428CSK",1,"Chennai Super Kings","F du Plessis",1238,4,"2015"
"20150428CSK",1,"Chennai Super Kings","DJ Bravo",1005,6,"2015"
"20150428CSK",1,"Chennai Super Kings","RA Jadeja",1035,7,"2015"
"20150428CSK",1,"Chennai Super Kings","R Ashwin",1152,8,"2015"
"20150430KKR",1,"Chennai Super Kings","DR Smith",1088,1,"2015"
"20150430KKR",1,"Chennai Super Kings","BB McCullum",1050,3,"2015"
"20150430KKR",1,"Chennai Super Kings","F du Plessis",1238,4,"2015"
"20150430KKR",1,"Chennai Super Kings","DJ Bravo",1005,5,"2015"
"20150430KKR",1,"Chennai Super Kings","RA Jadeja",1035,7,"2015"
"20150430KKR",1,"Chennai Super Kings","P Negi",1261,8,"2015"
"20150430KKR",1,"Chennai Super Kings","A Nehra",1123,9,"2015"
"20150430KKR",1,"Chennai Super Kings","MM Sharma",1307,10,"2015"
"20150430KKR",1,"Chennai Super Kings","RG More",1351,11,"2015"
"20150504CSK",1,"Chennai Super Kings","DR Smith",1088,1,"2015"
"20150504CSK",1,"Chennai Super Kings","BB McCullum",1050,2,"2015"
"20150504CSK",1,"Chennai Super Kings","F du Plessis",1238,4,"2015"
"20150504CSK",1,"Chennai Super Kings","RA Jadeja",1035,6,"2015"
"20150504CSK",1,"Chennai Super Kings","P Negi",1261,7,"2015"
"20150504CSK",1,"Chennai Super Kings","DJ Bravo",1005,8,"2015"
"20150504CSK",1,"Chennai Super Kings","A Nehra",1123,9,"2015"
"20150510CSK",1,"Chennai Super Kings","DR Smith",1088,1,"2015"
"20150510CSK",1,"Chennai Super Kings","BB McCullum",1050,2,"2015"
"20150510CSK",1,"Chennai Super Kings","F du Plessis",1238,4,"2015"
"20150510CSK",1,"Chennai Super Kings","P Negi",1261,5,"2015"
"20150510CSK",1,"Chennai Super Kings","DJ Bravo",1005,6,"2015"
"20150516CSK",2,"Chennai Super Kings","MEK Hussey",1184,1,"2015"
"20150516CSK",2,"Chennai Super Kings","BB McCullum",1050,2,"2015"
"20150516CSK",2,"Chennai Super Kings","F du Plessis",1238,3,"2015"
"20150522CSK",2,"Chennai Super Kings","DR Smith",1088,1,"2015"
"20150522CSK",2,"Chennai Super Kings","MEK Hussey",1184,2,"2015"
"20150522CSK",2,"Chennai Super Kings","F du Plessis",1238,3,"2015"
"20150522CSK",2,"Chennai Super Kings","P Negi",1261,6,"2015"
"20150522CSK",2,"Chennai Super Kings","DJ Bravo",1005,7,"2015"
"20150522CSK",2,"Chennai Super Kings","R Ashwin",1152,8,"2015"
"20080419CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2008"
"20080423CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2008"
"20080426CSK",2,"Chennai Super Kings","MS Dhoni",1014,3,"2008"
"20080428CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2008"
"20080508CSK",2,"Chennai Super Kings","MS Dhoni",1014,3,"2008"
"20080510CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2008"
"20080521RCB",2,"Chennai Super Kings","MS Dhoni",1014,3,"2008"
"20080527CSK",2,"Chennai Super Kings","MS Dhoni",1014,4,"2008"
"20090420CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2009"
"20090430CSK",1,"Chennai Super Kings","MS Dhoni",1014,6,"2009"
"20090502CSK",1,"Chennai Super Kings","MS Dhoni",1014,6,"2009"
"20090504CSK",1,"Chennai Super Kings","MS Dhoni",1014,3,"2009"
"20090507CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2009"
"20090514RCB",1,"Chennai Super Kings","MS Dhoni",1014,4,"2009"
"20090516CSK",2,"Chennai Super Kings","MS Dhoni",1014,5,"2009"
"20090518KKR",1,"Chennai Super Kings","MS Dhoni",1014,4,"2009"
"20090520CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2009"
"20090523RCB",1,"Chennai Super Kings","MS Dhoni",1014,3,"2009"
"20100316CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2010"
"20100331CSK",2,"Chennai Super Kings","MS Dhoni",1014,4,"2010"
"20100403CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2010"
"20100406CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2010"
"20100418CSK",2,"Chennai Super Kings","MS Dhoni",1014,5,"2010"
"20100422CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2010"
"20100425CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2010"
"20110408CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2011"
"20110413KXP",1,"Chennai Super Kings","MS Dhoni",1014,5,"2011"
"20110416CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2011"
"20110418KTK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2011"
"20110425CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2011"
"20110501CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2011"
"20110509CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2011"
"20110512CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2011"
"20110518CSK",1,"Chennai Super Kings","MS Dhoni",1014,6,"2011"
"20110522RCB",1,"Chennai Super Kings","MS Dhoni",1014,6,"2011"
"20110524CSK",2,"Chennai Super Kings","MS Dhoni",1014,5,"2011"
"20110528CSK",1,"Chennai Super Kings","MS Dhoni",1014,3,"2011"
"20120407CSK",1,"Chennai Super Kings","MS Dhoni",1014,6,"2012"
"20120412CSK",2,"Chennai Super Kings","MS Dhoni",1014,4,"2012"
"20120419CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2012"
"20120421CSK",2,"Chennai Super Kings","MS Dhoni",1014,4,"2012"
"20120428KXP",2,"Chennai Super Kings","MS Dhoni",1014,6,"2012"
"20120430KKR",1,"Chennai Super Kings","MS Dhoni",1014,5,"2012"
"20120504CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2012"
"20120510CSK",2,"Chennai Super Kings","MS Dhoni",1014,5,"2012"
"20120514CSK",2,"Chennai Super Kings","MS Dhoni",1014,5,"2012"
"20120517KXP",1,"Chennai Super Kings","MS Dhoni",1014,4,"2012"
"20120523CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2012"
"20120525CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2012"
"20120527KKR",1,"Chennai Super Kings","MS Dhoni",1014,4,"2012"
"20130413CSK",2,"Chennai Super Kings","MS Dhoni",1014,5,"2013"
"20130418CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2013"
"20130420CSK",2,"Chennai Super Kings","MS Dhoni",1014,5,"2013"
"20130422CSK",2,"Chennai Super Kings","MS Dhoni",1014,4,"2013"
"20130425CSK",2,"Chennai Super Kings","MS Dhoni",1014,4,"2013"
"20130428CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2013"
"20130430CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2013"
"20130502CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2013"
"20130508CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2013"
"20130514CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2013"
"20130518RCB",2,"Chennai Super Kings","MS Dhoni",1014,5,"2013"
"20140418KXP",1,"Chennai Super Kings","MS Dhoni",1014,4,"2014"
"20140421CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2014"
"20140423CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2014"
"20140425CSK",2,"Chennai Super Kings","MS Dhoni",1014,5,"2014"
"20140427CSK",2,"Chennai Super Kings","MS Dhoni",1014,4,"2014"
"20140502CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2014"
"20140505CSK",2,"Chennai Super Kings","MS Dhoni",1014,4,"2014"
"20140507KXP",2,"Chennai Super Kings","MS Dhoni",1014,6,"2014"
"20140510CSK",2,"Chennai Super Kings","MS Dhoni",1014,5,"2014"
"20140513CSK",2,"Chennai Super Kings","MS Dhoni",1014,6,"2014"
"20140518RCB",1,"Chennai Super Kings","MS Dhoni",1014,5,"2014"
"20140520KKR",1,"Chennai Super Kings","MS Dhoni",1014,5,"2014"
"20140524CSK",2,"Chennai Super Kings","MS Dhoni",1014,4,"2014"
"20140530KXP",2,"Chennai Super Kings","MS Dhoni",1014,7,"2014"
"20150409CSK",1,"Chennai Super Kings","MS Dhoni",1014,6,"2015"
"20150411CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2015"
"20150417CSK",2,"Chennai Super Kings","MS Dhoni",1014,5,"2015"
"20150422CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2015"
"20150425CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,"2015"
"20150428CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2015"
"20150430KKR",1,"Chennai Super Kings","MS Dhoni",1014,6,"2015"
"20150504CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,"2015"
"20150510CSK",1,"Chennai Super Kings","MS Dhoni",1014,7,"2015"
"20150516CSK",2,"Chennai Super Kings","MS Dhoni",1014,5,"2015"
"20150522CSK",2,"Chennai Super Kings","MS Dhoni",1014,5,"2015"
"20080419CSK",1,"Chennai Super Kings","SK Raina",1012,5,"2008"
"20080423CSK",1,"Chennai Super Kings","SK Raina",1012,4,"2008"
"20080428CSK",1,"Chennai Super Kings","SK Raina",1012,4,"2008"
"20080508CSK",2,"Chennai Super Kings","SK Raina",1012,4,"2008"
"20080510CSK",1,"Chennai Super Kings","SK Raina",1012,2,"2008"
"20080521RCB",2,"Chennai Super Kings","SK Raina",1012,4,"2008"
"20090504CSK",1,"Chennai Super Kings","SK Raina",1012,4,"2009"
"20090507CSK",1,"Chennai Super Kings","SK Raina",1012,2,"2009"
"20090516CSK",2,"Chennai Super Kings","SK Raina",1012,2,"2009"
"20090523RCB",1,"Chennai Super Kings","SK Raina",1012,4,"2009"
"20100319CSK",2,"Chennai Super Kings","SK Raina",1012,4,"2010"
"20100323RCB",2,"Chennai Super Kings","SK Raina",1012,5,"2010"
"20100422CSK",1,"Chennai Super Kings","SK Raina",1012,4,"2010"
"20110413KXP",1,"Chennai Super Kings","SK Raina",1012,2,"2011"
"20110427CSK",2,"Chennai Super Kings","SK Raina",1012,4,"2011"
"20110524CSK",2,"Chennai Super Kings","SK Raina",1012,4,"2011"
"20110528CSK",1,"Chennai Super Kings","SK Raina",1012,4,"2011"
"20120407CSK",1,"Chennai Super Kings","SK Raina",1012,2,"2012"
"20120514CSK",2,"Chennai Super Kings","SK Raina",1012,4,"2012"
"20130420CSK",2,"Chennai Super Kings","SK Raina",1012,4,"2013"
"20140518RCB",1,"Chennai Super Kings","SK Raina",1012,4,"2014"
"20150417CSK",2,"Chennai Super Kings","SK Raina",1012,4,"2015"
"20150430KKR",1,"Chennai Super Kings","SK Raina",1012,2,"2015"
"20150516CSK",2,"Chennai Super Kings","SK Raina",1012,4,"2015"
"20150522CSK",2,"Chennai Super Kings","SK Raina",1012,4,"2015"
"20080527CSK",2,"Chennai Super Kings","SK Raina",1012,3,"2008"
"20080531CSK",2,"Chennai Super Kings","SK Raina",1012,3,"2008"
"20090420CSK",1,"Chennai Super Kings","SK Raina",1012,3,"2009"
"20090430CSK",1,"Chennai Super Kings","SK Raina",1012,3,"2009"
"20090502CSK",1,"Chennai Super Kings","SK Raina",1012,3,"2009"
"20090509CSK",2,"Chennai Super Kings","SK Raina",1012,3,"2009"
"20090514RCB",1,"Chennai Super Kings","SK Raina",1012,3,"2009"
