Season,match_key,innings,team,batsman,player_key,batting_position,R,B,fours,sixes,special_role
"2013","20130512KKR",2,"Kolkata Knight Riders","G Gambhir",1048,3,50,44,6,0,"captain"
"2013","20130521CSK",2,"Mumbai Indians","AT Rayudu",1169,6,26,22,3,0,"normal player"
"2014","20140420KXP",1,"Rajasthan Royals","AM Rahane",1111,2,59,53,6,0,"normal player"
"2014","20140425CSK",2,"Chennai Super Kings","DR Smith",1088,1,29,28,3,0,"normal player"
"2014","20140504RCB",1,"Sunrisers Hyderabad","KL Rahul",1296,3,46,40,3,0,"normal player"
"2014","20140504RCB",1,"Sunrisers Hyderabad","AJ Finch",1166,1,16,15,3,0,"normal player"
"2014","20140509KXP",2,"Royal Challengers Bangalore","PA Patel",1010,2,26,19,5,0,"wicket keeper"
"2014","20140513CSK",2,"Chennai Super Kings","SK Raina",1012,3,19,11,3,0,"normal player"
"2015","20150409CSK",1,"Chennai Super Kings","DR Smith",1088,1,24,20,4,0,"normal player"
"2015","20150428CSK",1,"Chennai Super Kings","SK Raina",1012,3,29,26,4,0,"normal player"
"2015","20150502RCB",2,"Royal Challengers Bangalore","Mandeep Singh",1222,4,27,20,4,0,"normal player"
"2015","20150504KKR",2,"Sunrisers Hyderabad","S Dhawan",1003,3,37,32,4,0,"normal player"
"2015","20150507KKR",1,"Kolkata Knight Riders","RV Uthappa",1020,1,30,27,3,0,"wicket keeper"
"2015","20150507KKR",1,"Kolkata Knight Riders","G Gambhir",1048,2,31,23,5,0,"captain"
"2015","20150507KKR",1,"Kolkata Knight Riders","YK Pathan",1033,5,30,19,4,0,"normal player"
"2015","20150510RCB",2,"Mumbai Indians","PA Patel",1010,1,45,32,6,0,"wicket keeper"
"2015","20150515RCB",1,"Sunrisers Hyderabad","MC Henriques",1056,3,28,24,4,0,"normal player"
"2015","20150515RCB",1,"Sunrisers Hyderabad","S Dhawan",1003,2,24,18,4,0,"normal player"
"2015","20150516CSK",2,"Chennai Super Kings","F du Plessis",1238,3,29,23,3,0,"normal player"
"2015","20150520RCB",2,"Rajasthan Royals","KK Nair",1279,5,16,10,3,0,"normal player"
"2016","20160417KXP",2,"Kings XI Punjab","M Vohra",1287,2,32,24,5,0,"normal player"
"2016","20160424KKR",1,"Rising Pune Supergiants","MS Dhoni",1014,6,41,38,3,0,"captain & wicket keeper"
"2016","20160424KKR",1,"Rising Pune Supergiants","AM Rahane",1111,1,60,46,8,0,"normal player"
"2016","20160426RPS",1,"Sunrisers Hyderabad","S Dhawan",1003,3,45,44,4,0,"normal player"
"2016","20160504KKR",2,"Kings XI Punjab","M Vijay",1118,1,55,41,6,0,"captain"
"2016","20160504KKR",2,"Kings XI Punjab","WP Saha",1102,5,33,19,4,0,"wicket keeper"
"2016","20160514KKR",1,"Rising Pune Supergiants","R Ashwin",1152,8,29,25,3,0,"normal player"
"2016","20160517RPS",2,"Rising Pune Supergiants","UT Khawaja",1373,2,21,17,3,0,"normal player"
"2016","20160518RCB",2,"Kings XI Punjab","WP Saha",1102,3,27,23,3,0,"wicket keeper"
"2016","20160518RCB",2,"Kings XI Punjab","Gurkeerat Singh",1269,5,27,20,4,0,"normal player"
"2016","20160521RPS",1,"Kings XI Punjab","WP Saha",1102,3,24,10,5,0,"wicket keeper"
"2016","20160522RCB",1,"Delhi Daredevils","RR Pant",1366,2,32,26,3,0,"normal player"
"2017","20170407KKR",1,"Gujarat Lions","BB McCullum",1050,2,32,29,5,0,"normal player"
"2017","20170408RCB",1,"Royal Challengers Bangalore","Mandeep Singh",1222,3,24,16,5,0,"normal player"
"2017","20170415KKR",1,"Kolkata Knight Riders","G Gambhir",1048,2,72,49,11,0,"captain"
"2017","20170424RPS",1,"Rising Pune Supergiant","MK Tiwary",1077,6,17,8,3,0,"normal player"
"2017","20170429RPS",1,"Rising Pune Supergiant","RA Tripathi",1388,2,38,23,7,0,"normal player"
"2017","20170430KXP",1,"Delhi Daredevils","KK Nair",1279,3,15,17,3,0,"normal player"
"2017","20170503RPS",1,"Kolkata Knight Riders","MK Pandey",1105,4,39,29,3,0,"normal player"
"2017","20170511KXP",1,"Kings XI Punjab","SE Marsh",1170,4,58,43,6,0,"normal player"
"2017","20170517KKR",1,"Sunrisers Hyderabad","S Dhawan",1003,2,18,11,4,0,"normal player"
"2017","20170517KKR",1,"Sunrisers Hyderabad","V Shankar",1390,4,63,44,9,0,"normal player"
"2017","20170517KKR",1,"Sunrisers Hyderabad","DA Warner",1121,1,69,52,9,0,"captain"
"2008","20080423CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,30,16,4,1,"captain & wicket keeper"
"2008","20080425KXP",1,"Kings XI Punjab","KC Sangakkara",1043,3,94,56,13,1,"wicket keeper"
"2008","20080425KXP",1,"Kings XI Punjab","Yuvraj Singh",1042,4,18,9,1,1,"captain"
"2008","20080425KXP",2,"Mumbai Indians","L Ronchi",1131,1,11,8,1,1,"wicket keeper"
"2009","20090501RCB",2,"Kings XI Punjab","KC Sangakkara",1043,4,45,44,2,1,"wicket keeper"
"2009","20090502CSK",2,"Delhi Daredevils","KD Karthik",1076,5,41,30,3,1,"wicket keeper"
"2009","20090507CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,58,37,6,1,"captain & wicket keeper"
"2009","20090520CSK",2,"Kings XI Punjab","Yuvraj Singh",1042,4,20,18,2,1,"captain"
"2009","20090520CSK",2,"Kings XI Punjab","KC Sangakkara",1043,5,56,43,4,1,"wicket keeper"
"2009","20090520KKR",1,"Rajasthan Royals","SK Warne",1036,9,6,3,0,1,"captain"
"2010","20100318RCB",1,"Rajasthan Royals","NV Ojha",1116,1,24,14,4,1,"wicket keeper"
"2010","20100403CSK",2,"Rajasthan Royals","NV Ojha",1116,2,27,14,4,1,"wicket keeper"
"2010","20100407KKR",1,"Kolkata Knight Riders","SC Ganguly",1052,1,36,31,5,1,"captain"
"2010","20100410RCB",1,"Kolkata Knight Riders","SC Ganguly",1052,1,56,46,8,1,"captain"
"2010","20100413CSK",1,"Kolkata Knight Riders","WP Saha",1102,7,13,15,0,1,"wicket keeper"
"2011","20110416KXP",1,"Deccan Chargers","KC Sangakkara",1043,3,36,25,3,1,"captain & wicket keeper"
"2011","20110418KTK",1,"Chennai Super Kings","MS Dhoni",1014,5,22,16,1,1,"captain & wicket keeper"
"2011","20110505KTK",2,"Kolkata Knight Riders","G Gambhir",1048,3,35,22,3,1,"captain"
"2011","20110514RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,39,34,3,1,"captain"
"2012","20120407RCB",2,"Delhi Daredevils","V Sehwag",1049,2,20,13,1,1,"captain"
"2012","20120417RCB",1,"Pune Warriors","RV Uthappa",1020,1,10,7,0,1,"wicket keeper"
"2012","20120418KKR",2,"Kolkata Knight Riders","MS Bisla",1155,3,27,25,1,1,"wicket keeper"
"2012","20120423RCB",2,"Rajasthan Royals","R Dravid",1023,1,26,28,3,1,"captain"
"2012","20120507KKR",2,"Kolkata Knight Riders","BB McCullum",1050,1,42,43,5,1,"wicket keeper"
"2013","20130403KKR",1,"Delhi Daredevils","NV Ojha",1116,5,28,28,4,1,"wicket keeper"
"2013","20130414KKR",1,"Kolkata Knight Riders","G Gambhir",1048,2,59,46,7,1,"captain"
"2013","20130420RCB",1,"Rajasthan Royals","DH Yagnik",1198,6,34,24,4,1,"wicket keeper"
"2013","20130502CSK",2,"Kings XI Punjab","DJ Hussey",1137,4,34,18,5,1,"captain"
"2013","20130502RCB",2,"Pune Warriors","AJ Finch",1166,2,15,9,2,1,"captain"
"2013","20130502RCB",2,"Pune Warriors","RV Uthappa",1020,1,10,11,0,1,"wicket keeper"
"2013","20130510RCB",2,"Delhi Daredevils","DPMD Jayawardene",1044,1,34,31,4,1,"captain"
"2013","20130514KXP",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,28,22,1,1,"wicket keeper"
"2013","20130516KXP",2,"Delhi Daredevils","DA Warner",1121,4,44,37,2,1,"captain"
"2013","20130521CSK",2,"Mumbai Indians","RG Sharma",1064,4,25,25,2,1,"captain"
"2014","20140419RCB",2,"Royal Challengers Bangalore","PA Patel",1010,2,37,28,5,1,"wicket keeper"
"2014","20140421CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,26,11,3,1,"captain & wicket keeper"
"2014","20140427CSK",1,"Sunrisers Hyderabad","S Dhawan",1003,2,33,22,5,1,"captain"
"2014","20140428KXP",2,"Kings XI Punjab","WP Saha",1102,3,14,10,1,1,"wicket keeper"
"2014","20140505CSK",2,"Chennai Super Kings","MS Dhoni",1014,4,22,17,1,1,"captain & wicket keeper"
"2014","20140513CSK",2,"Chennai Super Kings","MS Dhoni",1014,6,22,12,1,1,"captain & wicket keeper"
"2014","20140514KXP",1,"Sunrisers Hyderabad","NV Ojha",1116,3,7,3,0,1,"wicket keeper"
"2014","20140524KKR",1,"Sunrisers Hyderabad","NV Ojha",1116,2,19,18,0,1,"wicket keeper"
"2014","20140524CSK",1,"Royal Challengers Bangalore","YV Takawale",1142,2,45,36,5,1,"wicket keeper"
"2014","20140524CSK",1,"Royal Challengers Bangalore","V Kohli",1024,4,38,31,3,1,"captain"
"2014","20140525KXP",1,"Delhi Daredevils","KP Pietersen",1022,1,44,31,6,1,"captain"
"2015","20150408KKR",1,"Mumbai Indians","AP Tare",1313,3,6,1,0,1,"wicket keeper"
"2015","20150408KKR",1,"Mumbai Indians","RG Sharma",1064,1,16,11,1,1,"captain"
"2015","20150411RCB",1,"Kolkata Knight Riders","G Gambhir",1048,2,57,43,7,1,"captain"
"2015","20150411RCB",1,"Kolkata Knight Riders","RV Uthappa",1020,1,9,12,0,1,"wicket keeper"
"2015","20150418KKR",1,"Kings XI Punjab","GJ Bailey",1148,5,19,11,1,1,"captain"
"2015","20150420KKR",1,"Delhi Daredevils","KM Jadhav",1195,7,19,12,1,1,"wicket keeper"
"2015","20150422CSK",2,"Royal Challengers Bangalore","V Kohli",1024,3,18,18,1,1,"captain"
"2015","20150422CSK",2,"Royal Challengers Bangalore","KD Karthik",1076,4,18,11,1,1,"wicket keeper"
"2015","20150504KKR",2,"Sunrisers Hyderabad","DA Warner",1121,1,61,28,11,1,"captain"
"2015","20150504KKR",2,"Sunrisers Hyderabad","NV Ojha",1116,2,20,12,3,1,"wicket keeper"
"2015","20150509KKR",1,"Kings XI Punjab","WP Saha",1102,3,13,11,1,1,"wicket keeper"
"2015","20150516CSK",2,"Chennai Super Kings","MS Dhoni",1014,5,27,24,3,1,"captain & wicket keeper"
"2016","20160409RPS",1,"Mumbai Indians","RG Sharma",1064,2,19,14,1,1,"captain"
"2016","20160416KKR",2,"Kolkata Knight Riders","G Gambhir",1048,2,64,52,4,1,"captain"
"2016","20160419KKR",2,"Kolkata Knight Riders","G Gambhir",1048,2,90,60,13,1,"captain"
"2016","20160419KKR",2,"Kolkata Knight Riders","RV Uthappa",1020,1,38,34,3,1,"wicket keeper"
"2016","20160507KXP",2,"Delhi Daredevils","Q de Kock",1297,1,46,45,4,1,"wicket keeper"
"2016","20160513KXP",2,"Kings XI Punjab","M Vijay",1118,1,89,57,12,1,"captain"
"2016","20160514RCB",1,"Royal Challengers Bangalore","V Kohli",1024,2,7,7,0,1,"captain"
"2016","20160521RPS",1,"Kings XI Punjab","M Vijay",1118,2,16,8,2,1,"captain"
"2016","20160522KKR",1,"Kolkata Knight Riders","RV Uthappa",1020,1,25,19,3,1,"wicket keeper"
"2017","20170407KKR",1,"Gujarat Lions","KD Karthik",1076,5,26,19,4,1,"wicket keeper"
"2017","20170408RCB",1,"Royal Challengers Bangalore","KM Jadhav",1195,4,31,16,4,1,"wicket keeper"
"2017","20170408RCB",1,"Royal Challengers Bangalore","SR Watson",1182,2,22,17,1,1,"captain"
"2017","20170415KKR",1,"Kolkata Knight Riders","RV Uthappa",1020,3,26,16,3,1,"wicket keeper"
"2017","20170416RPS",1,"Rising Pune Supergiant","SPD Smith",1242,3,43,28,6,1,"captain"
"2017","20170429RPS",1,"Rising Pune Supergiant","SPD Smith",1242,3,51,37,4,1,"captain"
"2017","20170501RPS",2,"Rising Pune Supergiant","MS Dhoni",1014,6,21,17,1,1,"wicket keeper"
"2017","20170501RPS",2,"Rising Pune Supergiant","SPD Smith",1242,2,45,32,5,1,"captain"
"2017","20170506RPS",1,"Rising Pune Supergiant","SPD Smith",1242,3,9,9,0,1,"captain"
"2017","20170514RPS",2,"Rising Pune Supergiant","SPD Smith",1242,3,38,32,4,1,"captain"
"2017","20170516RPS",2,"Mumbai Indians","RG Sharma",1064,3,27,21,4,1,"captain"
"2008","20080418KKR",1,"Kolkata Knight Riders","RT Ponting",1280,3,20,20,1,1,"normal player"
"2008","20080418KKR",2,"Royal Challengers Bangalore","JH Kallis",1066,4,8,7,0,1,"normal player"
"2008","20080419CSK",1,"Chennai Super Kings","ML Hayden",1011,2,25,17,4,1,"normal player"
"2008","20080419CSK",1,"Chennai Super Kings","JDP Oram",1015,6,13,10,0,1,"normal player"
"2008","20080419CSK",2,"Kings XI Punjab","K Goel",1041,1,24,19,2,1,"normal player"
"2008","20080419CSK",2,"Kings XI Punjab","SM Katich",1113,5,21,17,0,1,"normal player"
"2008","20080420KKR",1,"Deccan Chargers","AS Yadav",1483,7,10,10,0,1,"normal player"
"2008","20080420KKR",1,"Deccan Chargers","SB Bangar",1085,8,14,10,1,1,"normal player"
"2008","20080420KKR",2,"Kolkata Knight Riders","Mohammad Hafeez",1478,6,13,13,1,1,"normal player"
"2008","20080420RCB",1,"Mumbai Indians","ST Jayasuriya",1001,2,29,16,5,1,"normal player"
"2008","20080420RCB",1,"Mumbai Indians","RV Uthappa",1020,4,48,38,5,1,"normal player"
"2008","20080420RCB",1,"Mumbai Indians","AM Nayar",1006,6,20,14,1,1,"normal player"
"2008","20080420RCB",2,"Royal Challengers Bangalore","JH Kallis",1066,4,25,24,0,1,"normal player"
"2008","20080420RCB",2,"Royal Challengers Bangalore","V Kohli",1024,5,23,14,3,1,"normal player"
"2008","20080423CSK",2,"Mumbai Indians","RV Uthappa",1020,3,43,36,6,1,"normal player"
"2008","20080423CSK",2,"Mumbai Indians","SM Pollock",1485,4,17,15,0,1,"normal player"
"2008","20080423CSK",2,"Mumbai Indians","DJ Bravo",1005,5,24,16,2,1,"normal player"
"2008","20080423CSK",2,"Mumbai Indians","AM Nayar",1006,6,45,20,6,1,"normal player"
"2008","20080423CSK",2,"Mumbai Indians","MA Khote",1489,7,9,5,0,1,"normal player"
"2008","20080425KXP",1,"Kings XI Punjab","K Goel",1041,1,18,21,1,1,"normal player"
"2008","20080425KXP",1,"Kings XI Punjab","DPMD Jayawardene",1044,6,12,7,0,1,"normal player"
"2008","20080425KXP",1,"Kings XI Punjab","B Lee",1134,8,16,8,2,1,"normal player"
"2008","20080425KXP",2,"Mumbai Indians","RV Uthappa",1020,3,21,18,2,1,"normal player"
"2008","20080425KXP",2,"Mumbai Indians","SS Tiwary",1095,5,17,10,2,1,"normal player"
"2008","20080425KXP",2,"Mumbai Indians","SM Pollock",1485,6,22,21,2,1,"normal player"
"2008","20080426CSK",1,"Kolkata Knight Riders","WP Saha",1102,4,27,16,5,1,"normal player"
"2008","20080426CSK",1,"Kolkata Knight Riders","LR Shukla",1055,7,42,33,4,1,"normal player"
"2008","20080428CSK",1,"Chennai Super Kings","PA Patel",1010,1,21,17,2,1,"normal player"
"2008","20080501KXP",1,"Deccan Chargers","Shahid Afridi",1488,5,13,7,1,1,"normal player"
"2008","20080501KXP",2,"Kings XI Punjab","SE Marsh",1170,1,84,62,11,1,"normal player"
"2008","20080501KXP",2,"Kings XI Punjab","DPMD Jayawardene",1044,5,45,23,6,1,"normal player"
"2008","20080531CSK",1,"Kings XI Punjab","JR Hopes",1186,2,51,35,7,1,"normal player"
"2009","20090501RCB",2,"Kings XI Punjab","K Goel",1041,2,12,12,0,1,"normal player"
"2009","20090504CSK",2,"Deccan Chargers","TL Suman",1107,6,41,30,2,1,"normal player"
"2009","20090512RCB",2,"Royal Challengers Bangalore","LRPL Taylor",1021,4,16,16,0,1,"normal player"
"2009","20090517KXP",1,"Kings XI Punjab","SM Katich",1113,2,20,10,2,1,"normal player"
"2009","20090520CSK",2,"Kings XI Punjab","S Sohal",1124,1,9,12,0,1,"normal player"
"2009","20090523RCB",1,"Chennai Super Kings","PA Patel",1010,1,32,23,4,1,"normal player"
"2010","20100314KKR",2,"Kolkata Knight Riders","BJ Hodge",1053,1,13,9,1,1,"normal player"
"2010","20100316RCB",2,"Royal Challengers Bangalore","JH Kallis",1066,2,65,52,7,1,"normal player"
"2010","20100318RCB",1,"Rajasthan Royals","AA Jhunjhunwala",1217,4,53,45,5,1,"normal player"
"2010","20100320RCB",1,"Mumbai Indians","DJ Bravo",1005,6,9,4,0,1,"normal player"
"2010","20100323RCB",1,"Royal Challengers Bangalore","RV Uthappa",1020,4,23,15,2,1,"normal player"
"2010","20100327KKR",2,"Kings XI Punjab","Yuvraj Singh",1042,3,15,13,0,1,"normal player"
"2010","20100327KKR",2,"Kings XI Punjab","DPMD Jayawardene",1044,5,23,22,0,1,"normal player"
"2010","20100331CSK",2,"Chennai Super Kings","ML Hayden",1011,2,19,14,1,1,"normal player"
"2010","20100401KKR",1,"Kolkata Knight Riders","DJ Hussey",1137,5,29,32,2,1,"normal player"
"2010","20100402RCB",1,"Kings XI Punjab","SE Marsh",1170,1,57,47,6,1,"normal player"
"2010","20100410RCB",1,"Kolkata Knight Riders","MK Tiwary",1077,4,26,18,1,1,"normal player"
"2010","20100413CSK",1,"Kolkata Knight Riders","CH Gayle",1051,2,34,15,6,1,"normal player"
"2010","20100414RCB",1,"Rajasthan Royals","AA Jhunjhunwala",1217,5,22,22,0,1,"normal player"
"2010","20100414RCB",1,"Rajasthan Royals","YK Pathan",1033,6,10,8,0,1,"normal player"
"2010","20100417KKR",2,"Kolkata Knight Riders","CH Gayle",1051,3,7,4,0,1,"normal player"
"2010","20100424RCB",1,"Deccan Chargers","MD Mishra",1175,3,25,19,2,1,"normal player"
"2010","20100425CSK",2,"Mumbai Indians","AT Rayudu",1169,5,27,15,3,1,"normal player"
"2010","20100425CSK",2,"Mumbai Indians","SS Tiwary",1095,6,46,37,4,1,"normal player"
"2011","20110411KKR",2,"Deccan Chargers","S Dhawan",1003,1,24,15,2,1,"normal player"
"2011","20110411KKR",2,"Deccan Chargers","JP Duminy",1004,5,14,17,0,1,"normal player"
"2011","20110411KKR",2,"Deccan Chargers","DB Ravi Teja",1071,7,28,20,2,1,"normal player"
"2011","20110416KXP",1,"Deccan Chargers","S Sohal",1124,1,38,37,5,1,"normal player"
"2011","20110416KXP",1,"Deccan Chargers","JP Duminy",1004,4,22,15,2,1,"normal player"
"2011","20110418KTK",1,"Chennai Super Kings","MEK Hussey",1184,1,83,56,11,1,"normal player"
"2011","20110418KTK",1,"Chennai Super Kings","SK Raina",1012,3,29,16,3,1,"normal player"
"2011","20110420KTK",2,"Kolkata Knight Riders","MK Tiwary",1077,4,30,26,4,1,"normal player"
"2011","20110425CSK",1,"Chennai Super Kings","M Vijay",1118,1,12,9,1,1,"normal player"
"2011","20110425CSK",1,"Chennai Super Kings","S Anirudha",1154,7,9,9,0,1,"normal player"
"2011","20110426RCB",1,"Delhi Daredevils","Y Venugopal Rao",1070,5,28,15,3,1,"normal player"
"2011","20110426RCB",1,"Delhi Daredevils","Y Nagar",1150,8,11,9,1,1,"normal player"
"2011","20110429RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,26,14,4,1,"normal player"
"2011","20110429RCB",1,"Royal Challengers Bangalore","SS Tiwary",1095,5,18,20,1,1,"normal player"
"2011","20110502KTK",1,"Delhi Daredevils","TR Birt",1210,6,20,13,2,1,"normal player"
"2011","20110502KTK",1,"Delhi Daredevils","IK Pathan",1045,7,13,7,1,1,"normal player"
"2011","20110505KTK",2,"Kolkata Knight Riders","EJG Morgan",1156,2,14,15,0,1,"normal player"
"2011","20110505KTK",2,"Kolkata Knight Riders","MK Tiwary",1077,4,33,28,3,1,"normal player"
"2011","20110515KXP",1,"Kings XI Punjab","DJ Hussey",1137,4,21,15,2,1,"normal player"
"2012","20120407CSK",1,"Chennai Super Kings","SK Raina",1012,2,36,26,2,1,"normal player"
"2012","20120410KKR",1,"Kolkata Knight Riders","YK Pathan",1033,4,15,14,0,1,"normal player"
"2012","20120410KKR",1,"Kolkata Knight Riders","LR Shukla",1055,8,8,8,0,1,"normal player"
"2012","20120417RCB",1,"Pune Warriors","JD Ryder",1019,2,73,56,7,1,"normal player"
"2012","20120418KKR",1,"Kings XI Punjab","Mandeep Singh",1222,4,38,34,3,1,"normal player"
"2012","20120418KKR",1,"Kings XI Punjab","DJ Hussey",1137,5,32,31,1,1,"normal player"
"2012","20120418KKR",1,"Kings XI Punjab","PP Chawla",1046,8,13,8,0,1,"normal player"
"2012","20120422KXP",2,"Kings XI Punjab","SE Marsh",1170,3,26,17,3,1,"normal player"
"2012","20120430KKR",1,"Chennai Super Kings","RA Jadeja",1035,6,17,11,1,1,"normal player"
"2012","20120507KKR",2,"Kolkata Knight Riders","DB Das",1240,6,15,18,0,1,"normal player"
"2012","20120508KXP",1,"Kings XI Punjab","Mandeep Singh",1222,1,7,6,0,1,"normal player"
"2012","20120508KXP",1,"Kings XI Punjab","SE Marsh",1170,2,34,27,5,1,"normal player"
"2012","20120508KXP",1,"Kings XI Punjab","Azhar Mahmood",1260,5,24,24,2,1,"normal player"
"2012","20120509RCB",1,"Mumbai Indians","SR Tendulkar",1002,2,74,44,11,1,"normal player"
"2012","20120514CSK",1,"Kolkata Knight Riders","YK Pathan",1033,5,40,31,2,1,"normal player"
"2013","20130403KKR",1,"Delhi Daredevils","DA Warner",1121,3,7,6,0,1,"normal player"
"2013","20130404RCB",2,"Mumbai Indians","KA Pollard",1183,7,16,19,1,1,"normal player"
"2013","20130413CSK",2,"Chennai Super Kings","M Vijay",1118,2,50,50,3,1,"normal player"
"2013","20130414KKR",1,"Kolkata Knight Riders","YK Pathan",1033,5,27,17,3,1,"normal player"
"2013","20130420RCB",1,"Rajasthan Royals","AM Rahane",1111,2,68,54,8,1,"normal player"
"2013","20130420RCB",1,"Rajasthan Royals","SR Watson",1182,1,31,25,5,1,"normal player"
"2013","20130422CSK",2,"Chennai Super Kings","MEK Hussey",1184,2,40,51,2,1,"normal player"
"2013","20130425CSK",2,"Chennai Super Kings","MEK Hussey",1184,1,88,51,13,1,"normal player"
"2013","20130425CSK",2,"Chennai Super Kings","DJ Bravo",1005,5,15,9,0,1,"normal player"
"2013","20130430CSK",2,"Pune Warriors","SPD Smith",1242,5,17,8,2,1,"normal player"
"2013","20130502RCB",2,"Pune Warriors","B Kumar",1232,8,24,24,1,1,"normal player"
"2013","20130510RCB",2,"Delhi Daredevils","BJ Rohrer",1295,5,64,40,9,1,"normal player"
"2013","20130512KKR",2,"Kolkata Knight Riders","R Bhatia",1122,7,13,5,1,1,"normal player"
"2013","20130512KKR",2,"Kolkata Knight Riders","RN ten Doeschate",1209,6,31,21,3,1,"normal player"
"2013","20130514KXP",1,"Royal Challengers Bangalore","CH Gayle",1051,2,33,36,1,1,"normal player"
"2013","20130516KXP",2,"Delhi Daredevils","UBT Chand",1165,2,16,12,2,1,"normal player"
"2013","20130521CSK",2,"Mumbai Indians","KA Pollard",1183,5,22,21,1,1,"normal player"
"2014","20140420KXP",1,"Rajasthan Royals","STR Binny",1197,5,48,32,4,1,"normal player"
"2014","20140425CSK",2,"Chennai Super Kings","F du Plessis",1238,4,24,17,1,1,"normal player"
"2014","20140425CSK",2,"Chennai Super Kings","SK Raina",1012,3,56,41,5,1,"normal player"
"2014","20140428KXP",2,"Kings XI Punjab","V Sehwag",1049,2,37,30,3,1,"normal player"
"2014","20140502CSK",1,"Chennai Super Kings","SK Raina",1012,3,14,10,1,1,"normal player"
"2014","20140504RCB",1,"Sunrisers Hyderabad","DJG Sammy",1303,5,10,4,1,1,"normal player"
"2014","20140505CSK",2,"Chennai Super Kings","SK Raina",1012,3,31,25,4,1,"normal player"
"2014","20140505CSK",2,"Chennai Super Kings","DR Smith",1088,1,16,11,2,1,"normal player"
"2014","20140509KXP",2,"Royal Challengers Bangalore","HV Patel",1248,9,6,2,0,1,"normal player"
"2014","20140513CSK",2,"Chennai Super Kings","F du Plessis",1238,4,31,24,2,1,"normal player"
"2014","20140513CSK",2,"Chennai Super Kings","BB McCullum",1050,2,13,11,1,1,"normal player"
"2014","20140520KKR",1,"Chennai Super Kings","SK Raina",1012,3,62,48,6,1,"normal player"
"2014","20140525KXP",1,"Delhi Daredevils","MK Tiwary",1077,5,41,31,5,1,"normal player"
"2014","20140530KXP",2,"Chennai Super Kings","DR Smith",1088,1,34,17,4,1,"normal player"
"2015","20150408KKR",1,"Mumbai Indians","AT Rayudu",1169,4,30,10,5,1,"normal player"
"2015","20150409CSK",1,"Chennai Super Kings","F du Plessis",1238,4,35,20,5,1,"normal player"
"2015","20150411RCB",1,"Kolkata Knight Riders","YK Pathan",1033,6,14,12,1,1,"normal player"
"2015","20150418KKR",1,"Kings XI Punjab","M Vijay",1118,1,19,18,2,1,"normal player"
"2015","20150418KKR",1,"Kings XI Punjab","AR Patel",1319,8,13,10,0,1,"normal player"
"2015","20150420KKR",1,"Delhi Daredevils","AD Mathews",1138,6,15,11,0,1,"normal player"
"2015","20150422CSK",2,"Royal Challengers Bangalore","MS Bisla",1155,1,20,16,3,1,"normal player"
"2015","20150424RCB",1,"Rajasthan Royals","STR Binny",1197,7,12,4,1,1,"normal player"
"2015","20150424RCB",1,"Rajasthan Royals","KK Nair",1279,3,25,13,2,1,"normal player"
"2015","20150426RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,20,17,3,1,"normal player"
"2015","20150502RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,10,4,1,1,"normal player"
"2015","20150502RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,3,57,45,9,1,"normal player"
"2015","20150506RCB",2,"Kings XI Punjab","DA Miller",1259,5,43,37,3,1,"normal player"
"2015","20150506RCB",2,"Kings XI Punjab","MG Johnson",1299,8,8,4,0,1,"normal player"
"2015","20150506RCB",2,"Kings XI Punjab","M Vijay",1118,1,39,34,3,1,"normal player"
"2015","20150507KKR",1,"Kolkata Knight Riders","J Botha",1141,8,12,6,1,1,"normal player"
"2015","20150513KXP",2,"Royal Challengers Bangalore","CH Gayle",1051,1,13,12,1,1,"normal player"
"2016","20160409RPS",2,"Rising Pune Supergiants","F du Plessis",1238,2,45,34,5,1,"normal player"
"2016","20160424KKR",1,"Rising Pune Supergiants","R Bhatia",1122,7,21,11,1,1,"normal player"
"2016","20160426RPS",1,"Sunrisers Hyderabad","EJG Morgan",1156,4,25,20,2,1,"normal player"
"2016","20160502KKR",2,"Kolkata Knight Riders","SA Yadav",1244,7,21,13,1,1,"normal player"
"2016","20160502KKR",2,"Kolkata Knight Riders","AD Russell",1274,6,17,12,2,1,"normal player"
"2016","20160504KKR",2,"Kings XI Punjab","MP Stoinis",1355,2,27,17,3,1,"normal player"
"2016","20160505RPS",2,"Rising Pune Supergiants","NLTC Perera",1203,5,12,9,0,1,"normal player"
"2016","20160507KXP",2,"Delhi Daredevils","SV Samson",1293,2,19,13,1,1,"normal player"
"2016","20160514KKR",1,"Rising Pune Supergiants","GJ Bailey",1148,3,34,40,3,1,"normal player"
"2016","20160514KKR",1,"Rising Pune Supergiants","NLTC Perera",1203,7,17,13,0,1,"normal player"
"2016","20160514RCB",1,"Royal Challengers Bangalore","AB de Villiers",1074,3,24,27,1,1,"normal player"
"2016","20160514RCB",1,"Royal Challengers Bangalore","SR Watson",1182,4,15,14,1,1,"normal player"
"2016","20160517RPS",2,"Rising Pune Supergiants","GJ Bailey",1148,3,33,27,3,1,"normal player"
