member ID,Date registered,Active original,Gender,Year of Birth,State original,Post Code,Country,Fundraising Target,Updated Fundraising Target original,Amount Raised,Distance Target,Distance (km),Fitness App original,Activity,Profile Picture original,Blog Post original,Shared Page original,Why they are walking,Walking for,Solidarity wall original,Previous One Foot Forward member original,Team Captain,Team Name,Number of team members,Team Amount Raised,Team Distance,Org Captain,Organisation Name,Org Amount Raised,Org Distance,UTM Campaign,UTM Source,UTM Medium,UTM Content,UTM Term,Browser,Is 2021 original,Postcode Clean,State,Date only,Device,In Team original,In Org original,Why They Walked,Elevate original,Postcode,Metro,Updated Fundraising Target,Active,Fitness App,Profile Picture,Blog Post,Shared Page,Solidarity Wall,Previous One Foot Forward member,Team Captain YN,Org Captain YN,Is 2021,In Team,In Organisation,Elevate,Distance (km) (bins),Year of Birth (bins),Fundraisers,Distance Recorded,Distance Target (km) (bins),Distance Met,Funding Met
15412,2020-09-17 20:47:00.000,0,"Female",1994,"VIC",3012,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 159.0.0.28.123 (iPhone12,8; iOS 13_7; en_AU; en-AU; scale=2.00; 750x1334; 244425769)",0,3012,"VIC",2020-09-17 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3012","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,15061,"No",50,"",""
15423,2020-09-17 20:52:00.000,0,"Female",1986,"VIC",3818,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3818,"VIC",2020-09-17 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3818","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,15072,"No",50,"",""
15533,2020-09-17 21:57:00.000,0,"Female",1969,"VIC",3340,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,3;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3340,"VIC",2020-09-17 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3340","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1960,15179,"No",50,"",""
15622,2020-09-17 23:11:00.000,0,"Female",1995,"VIC",3145,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,2;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3145,"VIC",2020-09-17 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3145","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,15268,"No",50,"",""
15810,2020-09-18 08:51:00.000,0,"Female",1985,"VIC",3008,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3008,"VIC",2020-09-18 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3008","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,15451,"No",50,"",""
15856,2020-09-18 09:38:00.000,0,"Female",2001,"VIC",3135,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5;FBCR/]",0,3135,"VIC",2020-09-18 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3135","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,2000,15496,"No",50,"",""
16014,2020-09-18 13:15:00.000,0,"Female",1974,"VIC",3802,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 127.0.0.22.119 (iPhone7,2; iOS 12_4_8; en_AU; en-AU; scale=2.00; 750x1334; 196215991)",0,3802,"VIC",2020-09-18 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3802","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,15647,"No",50,"",""
16038,2020-09-18 13:52:00.000,0,"Female",1978,"VIC",3191,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 159.0.0.28.123 (iPhone12,1; iOS 13_6_1; en_AU; en-AU; scale=2.00; 828x1792; 244425769)",0,3191,"VIC",2020-09-18 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3191","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,15671,"No",50,"",""
16055,2020-09-18 14:17:00.000,0,"Female",1985,"VIC",3020,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",0,3020,"VIC",2020-09-18 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3020","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,15688,"No",50,"",""
16086,2020-09-18 14:42:00.000,0,"Female",1964,"VIC",3057,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 LightSpeed [FBAN/MessengerLiteForiOS;FBAV/282.0.0.38.116;FBBV/244463954;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/2;FBCR/;FBID/phone;FBLC/en-GB;FBOP/0]",0,3057,"VIC",2020-09-18 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3057","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1960,15718,"No",50,"",""
16270,2020-09-18 18:54:00.000,0,"Female",1974,"VIC",3220,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/12.4.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3220,"VIC",2020-09-18 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3220","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,15893,"No",50,"",""
16295,2020-09-18 19:21:00.000,0,"Female",1993,"VIC",3280,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3280,"VIC",2020-09-18 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3280","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,15915,"No",50,"",""
16313,2020-09-18 19:40:00.000,0,"Female",1982,"VIC",3792,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,2;FBMD/iPhone;FBSN/iOS;FBSV/13.6;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3792,"VIC",2020-09-18 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3792","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,15933,"No",50,"",""
16502,2020-09-18 22:48:00.000,0,"Female",2001,"VIC",3352,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3352,"VIC",2020-09-18 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3352","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,2000,16117,"No",50,"",""
16515,2020-09-18 23:02:00.000,0,"Female",1981,"VIC",3280,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3280,"VIC",2020-09-18 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3280","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,16129,"No",50,"",""
16584,2020-09-19 06:41:00.000,0,"Female",1985,"VIC",3215,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,2;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3215,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3215","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,16197,"No",50,"",""
16654,2020-09-19 08:35:00.000,0,"Female",1977,"VIC",3170,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3170,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3170","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,16266,"No",50,"",""
16693,2020-09-19 09:31:00.000,0,"Female",1958,"VIC",3429,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,2;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3429,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3429","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1950,16305,"No",50,"",""
16717,2020-09-19 10:12:00.000,0,"Female",1997,"VIC",3152,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,1;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3152,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3152","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,16328,"No",50,"",""
16730,2020-09-19 10:32:00.000,0,"Female",1977,"VIC",3793,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",0,3793,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3793","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,16341,"No",50,"",""
16766,2020-09-19 11:32:00.000,0,"Female",1962,"VIC",3931,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 159.0.0.28.123 (iPhone12,1; iOS 13_7; en_AU; en-AU; scale=2.00; 828x1792; 244425769)",0,3931,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3931","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1960,16377,"No",50,"",""
16782,2020-09-19 11:53:00.000,0,"Female",1956,"VIC",3031,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3031,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3031","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1950,16393,"No",50,"",""
16788,2020-09-19 12:00:00.000,0,"Female",1994,"VIC",3198,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,2;FBMD/iPhone;FBSN/iOS;FBSV/13.4.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3198,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3198","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,16399,"No",50,"",""
16888,2020-09-19 14:49:00.000,0,"Female",1973,"VIC",3046,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3046,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3046","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,16498,"No",50,"",""
16916,2020-09-19 16:00:00.000,0,"Female",1970,"VIC",3058,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3058,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3058","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,16526,"No",50,"",""
16919,2020-09-19 16:01:00.000,0,"Female",1997,"VIC",3037,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,5;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3037,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3037","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,16529,"No",50,"",""
16980,2020-09-19 17:31:00.000,0,"Female",1992,"VIC",3156,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 LightSpeed [FBAN/MessengerLiteForiOS;FBAV/282.0.0.38.116;FBBV/244463954;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/2;FBCR/;FBID/phone;FBLC/en-GB;FBOP/0]",0,3156,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3156","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,16591,"No",50,"",""
16994,2020-09-19 17:57:00.000,0,"Female",1983,"VIC",3195,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3195,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3195","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,16603,"No",50,"",""
17004,2020-09-19 18:08:00.000,0,"Female",1986,"VIC",3044,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3044,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3044","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,16613,"No",50,"",""
17020,2020-09-19 18:28:00.000,0,"Female",1997,"VIC",3199,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3199,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3199","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,16629,"No",50,"",""
17062,2020-09-19 19:04:00.000,0,"Female",1990,"VIC",3116,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,1;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3116,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3116","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,16671,"No",50,"",""
17191,2020-09-19 21:00:00.000,0,"Female",1982,"VIC",3871,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3871,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3871","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,16794,"No",50,"",""
17236,2020-09-19 21:41:00.000,0,"Female",1994,"VIC",3079,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 LightSpeed [FBAN/MessengerLiteForiOS;FBAV/282.0.0.38.116;FBBV/244463954;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBCR/;FBID/phone;FBLC/en-GB;FBOP/0]",0,3079,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3079","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,16837,"No",50,"",""
17284,2020-09-19 22:47:00.000,0,"Female",2000,"VIC",3199,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,3;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3199,"VIC",2020-09-19 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3199","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,2000,16884,"No",50,"",""
17333,2020-09-20 01:17:00.000,0,"Female",1987,"VIC",3337,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3337,"VIC",2020-09-20 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3337","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,16932,"No",50,"",""
17390,2020-09-20 07:43:00.000,0,"Female",1951,"VIC",3672,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3672,"VIC",2020-09-20 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3672","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1950,16989,"No",50,"",""
17399,2020-09-20 07:52:00.000,0,"Female",1987,"VIC",3065,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 159.0.0.28.123 (iPhone11,8; iOS 13_7; en_AU; en-AU; scale=2.21; 828x1792; 244425769)",0,3065,"VIC",2020-09-20 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3065","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,16998,"No",50,"",""
