WellName," Date ",Depth(m),Hole Size(in),Days," Summery ",Event,Z (m)
"WellA",2020-02-26 00:00:00.000,2911,8.5,184," WAITING FOR NIDC DRILLING MOBILE TOOLS DEPT. DUE TO BOP LEAKAGE WHILE WAIT ON MAGNESET PLUG TO GET HARD WHILE SLOW CIRC. MUD @ 1850M W/ 100 GPM, W/ 2-0 BPH LOSS TILL M.N","",-2911
"WellA",2020-02-27 00:00:00.000,2911,8.5,185," WAIT ON MAGNESET PLUG, RIH F/1850 TO 2250M, C.B.U, RIH TO 2270M, CONFIRM PLUG @ 2270M W/500LB., C.B.U, R/U CMT LINE & TEST IT ""OK""., CMT PLUG @ 2260M, POOH 18 STD TO 1740M, WAIT ON CMT TO GET HARD WHILE SLOW CIRC., NL-NG TILL M.N","",-2911
"WellA",2020-02-28 00:00:00.000,2911,8.5,186," DUE TO CHANGE BOP STACK, POOH F/2122 TO SURF., L/D 6-1/8"" C.CUT, REMOVE W.BUSHING, INSTALL TUBING HANGER, WORK ON CHANGE BOP STACK TILL M.N","",-2911
"WellA",2020-02-29 00:00:00.000,2911,8.5,187," CONT. N/DOWN 13-5/8"" 10K OLD BOP STACK, N/U 13-5/8"" 10K NEW BOP STACK TILL M.N","",-2911
"WellA",2020-03-01 00:00:00.000,2911,8.5,188," CONT. N/U 13-5/8"" BOP STACK, BODY TEST, OBS LEAKAGE IN BONNET SEAL, WORK ON LEAKAGE TILL M.N","",-2911
"WellA",2020-03-02 00:00:00.000,2911,8.5,189," CONT.WORK ON 13-5/8"" BOP STACK, TEST  BTM RAMS ""OK"", TEST TOP RAMS AGAIN, OBS LEAKAGE IN BONNET SEAL, WORK ON LEAKAGE, SLIP & CUT DRLG LINE, L/D 9JT 6-1/2"" DC TILL M.N","",-2911
"WellA",2020-03-03 00:00:00.000,2911,8.5,190," CHANGE TOP RAMS BONNET SEAL, TEST AGAIN TOP, BTM, SHEAR RAMS ""OK"", RIH W/8-1/2"" B.BIT & NEW BHA TO 1600M WHILE F/U STRG EACH 10STD, NL-NG TILL M.N","",-2911
"WellA",2020-03-04 00:00:00.000,2911,8.5,191," CONT. RIH TO 2000M, PUMP DOWN TO 2117M, WASH & REAM TO 2122M, C.B.U, INC. MW TO 90PCF, D/OU CMT F/2122 TO 2156M WHILE PUMP 20BBL HI-VIS PILL PERIODICALLY, NL-NG.","",-2911
"WellA",2020-03-05 00:00:00.000,2911,8.5,192," CONT. D/OUT HARD CMT F/2156 TO 2209M WHILE PUMP 20BBL HI-VIS PILL PERIODICALLYWHILE & WORK ON MUD PUMPS @ SEVERAL TIMES, NL-NG TILL M.N","",-2911
"WellA",2020-03-06 00:00:00.000,2911,8.5,193," CONT. D/OUT HARD CMT F/2209  TO 2255M, WASH DOWN TO 2266M, CIRC. THRU CHOKE, RIH TO 2412M, CIRC. THRU CHOKE, OBS GAS, CONT. CIRC. THRU POORBOY DEGASSER & DEC. MW TO 85PCF., OBS WELL STATIC., CONT RIH TO 2554M, CIRC. MUD, OBS WELL KICK, CIRC. THRU POORBOY DEGASSER, CONT. RIH TO 2696M, CIRC. MUD THRU POORBOY TILL M.N","",-2911
"WellA",2020-03-07 00:00:00.000,2919,8.5,194," CIRC. MUD @ 2696 M, BURRNING GAS & POORBOY DEGASSER, RIH TO 2775 M, TOOK WEIGHT, REAMING ""NO SUCC"", SHUT THE WELL & CIRC. OUT GAS AS POOR BOY DEGASSER & BURNING IT, W & R TO 2905M, SHUT THE WELL & CIRC. OUT GAS & BURNING IT W/POORBOY DEGASSER, W & R TO 2911 M(BTM), RESUME DRLG FM F/2911 TO 2919 M WHILE INC MW TO 86PCF, 15-20BPH LOSS TILL M.N","",-2919
"WellA",2020-03-08 00:00:00.000,2919.5,8.5,195," CONT. DRLG TO 2919.5M, C.B.U, SPOT 60BBL HI-VIS PILL, POOH TO 2650M(REAMING @ 2811M), SPOT 80BBL LCM PILL 20LB/BBL, POOH TO 2350M, OBS WELL, 7-8BPH LOSS, CONT. POOH TO SURF. OBS WELL @ BHA ""STATIC"", CHECK THE BIT ""OK"", RIH W/SAME BIT & BHA (ADD. S.STAB) TO 1400M, 4-5BPH LOSS TILL M.N","",-2919.5
"WellA",2020-03-09 00:00:00.000,2919.5,8.5,196," CONT. RIH F/1400 TO 2412 M, INSTALL R.HEAD, RIH TO 2731 M W/GOOD COND., HARD W & REAM TO 2919.5 M WHILE WORK ON MUD PROPERTIES & INC. MW TO 87 PCF, 8-10 BPH LOSS. CHECK HOLE COND. F/BTM TO 2750M W/HARD B.REAM, CONT. POOH TO 2700 M W/GOOD COND., 8-10  BPH LOSS TILL M.N","",-2919.5
"WellA",2020-03-10 00:00:00.000,2919.5,8.5,197," CONT. POOH F/2700 TO 2412M W/GOOD HOLE COND., OBS WELL 8 BPH LOSS. RUN BACK TO 2720M, TOOK WEIGHT, HARD WASH & REAM TO 2919.5M 10-15 BPH LOSS, PUMP 20 BBL PHPA PILL EACH STD, DUE TO INC. MUD LOSS, SPOT 50 BBL LCM PILL 10 LB/BBL, B.REAM TO 2678M, SPOT 100 BBL LCM PILL 20LB/BBL, POOH TO 2267 M, OBS WELL 8 BPH LOSS, RUN BACK TO 2730M, TOOK WEIGHT TILL M.N","",-2919.5
"WellA",2020-03-11 00:00:00.000,2919.5,8.5,198," HARD WASH & REAM F/ 2730 TO 2919.5M W/10-15 BPH LOSS. INC MW TO 88 PCF.  B.REAM TO 2730M, POOH F/ 2730 TO 2670M, SPOT 100 BBL LCM PILL 20LB/BBL, POOH TO 2250 M. OBS WELL 2-4 BPH LOSS. RUN BACK TO 2772M, TOOK WEIGHT, SOFT TO HARD WASH & REAM TO 2820M W/ 6-10 BPH LOSS TILL M.N","",-2919.5
"WellA",2020-03-12 00:00:00.000,2919.5,8.5,199," HARD WASH & REAM F/ 2820 TO 2850M. INC MUD LOSS TO 40 BPH.  B.REAM TO 2785M, POOH F/ 2785 TO 2670M, SPOT 100 BBL LCM PILL 20LB/BBL, POOH TO 2250 M. SPOT 60 BBL LCM PILL.  POOH TO 2000M, SLOW CIRC MUD. RIH TO 2200 M. SPOT 50 BBL LCM PILL. POOH TO 2000 M & SLOW CIRC MUD W/ 8-10 BPH LOSS TILL M.N","",-2919.5
"WellA",2020-03-13 00:00:00.000,2919.5,8.5,200," SLOW CIRC MUD W/ 8-16 BPH LOSS WHILE SPOT 50 BBL LCM PILL @2412 M( 9-5/8"" CSG SHOE) & CUT MW F/ 88 TO 87 PCF  TILL M.N","",-2919.5
"WellA",2020-03-14 00:00:00.000,2919.5,8.5,201," SLOW CIRC MUD W/ 8-20 BPH LOSS WHILE SPOT LCM PILL PERIODICALLY & CUT MW F/ 87 TO 86 PCF  TILL M.N","",-2919.5
"WellA",2020-03-15 00:00:00.000,2919.5,8.5,202," SPOT 75 BBL LCM PILL @ 2090 M. POOH TO 1750 M. SLOW CIRC MUD W/ 8-10 BPH LOSS. RIH TO 2000 M. SPOT 50 BBL HI-VIS LCM PILL. POOH TO 1700M & OBS WELL W/ 0-2 BPH LOSS. POOH TO SURF. BOP STACK PRESS TEST IN PROGRESS  TILL M.N","",-2919.5
"WellA",2020-03-16 00:00:00.000,2919.5,8.5,203," PERFORM 13-5/8"", 10 K BOP STACK PRESS TEST AS NIDC POLICY, RIH W/ 8-1/2"" B.BIT#13RR4 & 8-3/8"" S.STAB @ 20M TO 2350 M, SLOW CIRC MUD WHILE SPOT PILL PERIODICALLY  TILL M.N","",-2919.5
"WellA",2020-03-17 00:00:00.000,2919.5,8.5,204," SLOW CIRC MUD W/ 8-1/2"" B.BIT#13RR4 & 8-3/8"" S.STAB @ 20M WHILE SPOT  HI-VIS LCM PILL (15 LB F + 10 LB M) PERIODICALLY  TILL M.N","",-2919.5
"WellA",2020-03-18 00:00:00.000,2919.5,8.5,205," SLOW CIRC MUD @ 2000 M W/ 2-6 BPH LOSS, RECEIVED MUD MATERIAL, RIH TO 2412 M, INC SYSTEM MUD VIS TO 50, BY-PASS SHAKER & ADD 10 LB OYSTERSHEL (F&M) TO SYSTEM MUD IN PROGRESS TILL M.N","",-2919.5
"WellA",2020-03-19 00:00:00.000,2919.5,8.5,206," BY-PASS SHAKER & ADD 10 LB OYSTERSHEL (F&M) TO SYSTEM MUD,RIH TO 2720 M WASH DOWN, TAKE WEIGHT, CONT RIH W/ W&R TO 2919.5 M, CIRC BTM  S UP, POOH W/ B.REAM TO 2780 M TILL M.N","",-2919.5
"WellA",2020-03-20 00:00:00.000,2919.5,8.5,207," POOH W/ B.REAM TO 2720 M, CONT POOH TO 2600 M W/ GOOD HOLE COND, RUN BACK TO 2727 M, TAKE WEIGHT, CONT RIH W/ W&R TO 2919.5 M, POOH W/ B.REAM TO 2760 M TILL M.N","",-2919.5
"WellA",2020-03-21 00:00:00.000,2919.5,8.5,208," POOH W/ B.REAM TO 2730 M, CONT POOH TO 2600 M W/ GOOD HOLE COND, RUN BACK TO 2730 M, TAKE WEIGHT, CONT RIH W/ W&R TO 2815 M, POOH FOR CMT PLUG JOB TO 700 M TILL M.N","",-2919.5
"WellA",2020-03-22 00:00:00.000,2919.5,8.5,209," POOH FOR CMT PLUG JOB TO SURF., RIH W/ 6-1/8"" C.CUT BIT TO 1595 M, STRG PLUGED, POOH TO 285 M & UNPLUG STRG, RUN BACK TO HOLE W/ 6-1/8"" C.CUT BIT F/ 285 TO 1500 M TILL M.N","",-2919.5
"WellA",2020-03-23 00:00:00.000,2919.5,8.5,210," RIH W/ 6-1/8"" C.CUT BIT F/1500 TO 2650M, SPOT 50 BBL HI-VIS PILL, POOH TO 2450 M, SHAKER OUT LCM F/ MUD, PERFORM MAGNESET PLUG JOB, WAIT ON MAGNESET WHILE SLOW CIRC MUD@1950M TILL M.N","",-2919.5
"WellA",2020-03-24 00:00:00.000,2919.5,8.5,211," WAIT ON MAGNESET FOR 15 HRS, RIH W/ 6-1/8"" C.CUT BIT F/1950 TO 2300M, CIRC BTM  S UP, PERFORM CMT PLUG #1 JOB @ 2300M, POOH TO 1700M, CLOSE THE WELL, APPLY 100 PSI PRESS & W.O.C TILL M.N","",-2919.5
"WellA",2020-03-25 00:00:00.000,2919.5,8.5,212," WAIT ON CMT TO GET HARD, OPEN THE WELL & RUN BACK F/ 1700 TO 2124 M, CONFIRM TOP OF CMT PLUG#1 @ 2124 M. CIRC BTM  S UP, POOH F/ 2124 M TO SURF., L/D 6 1/8"" C.CUT BIT, RIH W/ 8-1/2"" USED B.BIT TO 2000 M, SCRAPE F/ 2000 TO 2120 M TILL M.N.","",-2919.5
"WellA",2020-03-26 00:00:00.000,2919.5,8.5,213," CIRC BTM  S UP, POOH W/ 9 5/8"" SCRAPER F/ 2120 M TO SURF., RIH W/ 9 5/8"" DRY TEST TOOLS & FOLLOWED BY 5"" DPs TO 1600 M WHILE F/UP STRG EVERY 5 STDs W/SALT WATER (75 PCF) AS CUSHION FLUID TILL M.N.","",-2919.5
"WellA",2020-03-27 00:00:00.000,2919.5,8.5,214," CONT. RIH W/ 9 5/8"" DRY TEST TOOLS F/1600 TO 2090 M, SET PACKER @ 2086 M, OPEN THE WELL FOR 3 HRS W/OUT OBS BUBBLE, CLOSE THE WELL BY D.C.I.P VALVE FOR 6 HRS, DROP THE BAR & CONDUCT REV. CIRC. THRU REVERSING SUB & DURING THAT GET 75 PCF SALT WTR, UNSET PACKER, PULL OUT 9 5/8"" DST TOOLS F/2090 TO 600 M TILL M.N.","",-2919.5
"WellA",2020-03-28 00:00:00.000,2919.5,8.5,215," CONT. PULL OUT 9 5/8"" DST TOOLS F/600 M TO SURF. & L/D IT, RIH W/ 6-1/8"" C.CUT BIT TO 1800 M, CIRC. MUD, PERFORM CMT PLUG #2 JOB @ 1800 M, POOH TO 1220 M, CLOSE THE WELL, APPLY 100 PSI PRESS & W.O.C TILL M.N.","",-2919.5
"WellA",2020-03-29 00:00:00.000,2919.5,8.5,216," WAIT ON CMT, RUN BACK TO HOLE W/ 6-1/8"" C.CUT BIT TO 1657 M, TAKE WEIGHT @ 1657 M, APPLY 3-4 KLBs WEIGHT W/ 350 GPM, NOT WASH, CIRC BTM  S UP, POOH F/ 1657 TO 300 M WHILE L/D TOTALLY 150 JTs 5"" DP, RIH F/ 300 TO 1657 M, CIRC. MUD WHILE WORK ON RHEOLOGY AND ADD H2S SCAVENGER & CORROSION INHIBITOR AS PROGRAM TILL M.N.","",-2919.5
"WellA",2020-03-30 00:00:00.000,2919.5,8.5,217," POOH W/ 6-1/8"" C.CUT BIT TO SURF. WHILE L/D TOTALLY 330 JTs 5"" DP + 15 JTs 5"" H.W.D.P + 12 JTs 6 1/2"" DC + 30 JTs 3 1/2"" DP AND L/D 6 1/8"" C.CUT BIT, INSTALL TUBING HANGER INSIDE T.H.S. (TWO-WAY B.P.V INTO TUBING HANGER), TEST W/ 4500 PSI @ 15 MIN, OK. TILL M.N.","",-2919.5
"WellA",2020-03-31 00:00:00.000,2919.5,8.5,218," N/D 13 5/8""-10K BOP STACK TILL M.N.","",-2919.5
"WellA",2020-04-01 00:00:00.000,2919.5,8.5,219," CONT. N/D 13 5/8""-10K BOP STACK, N/UP 11""*11""-10K BTM MASTER VALVE IN PROGRESS TILL M.N.","",-2919.5
"WellA",2020-04-02 00:00:00.000,2919.5,8.5,220," N/UP 11""*11""-10K BTM MASTER VALVE, TRY TO TEST P-SEAL W/ 7000 PSI AT SEVERAL TIMES NO SUCC., N/DOWN BTM MASTER VALVE AND CHECK IT, AGAIN N/UP 11""*11""-10K BTM MASTER VALVE, TEST P-SEAL W/ 7000 PSI OK., TSET BTM MASTER VALVE W/ 7000 PSI OK., CLOSE BTM MASTER VALVE TILL M.N.","",-2919.5
"WellA",2020-04-03 00:00:00.000,2919.5,8.5,221," TRANSFER DRLG FLUID TILL M.N.","",-2919.5
"WellA",2020-04-04 00:00:00.000,2919.5,8.5,222," SEND 9 LOAD DRLG FLUID 86 PCF, RELEASE RIG @ 19:00 O  CLOCK, TEAR OUT THE RIG TILL M.N.","",-2919.5
"WellB",2020-05-03 00:00:00.000,35,36,1," R/U 100%, SPUD THE RIG @ 99.02.14, 00:00 O.CLOCK, CIRC. MUD, START DRLG FM F/13 TO 35M, NL-NG TILL M.N","",-35
"WellB",2020-05-04 00:00:00.000,89,36,2," CONT. DRLG F/35 TO 89M, NL-NG WHILE WORK ON MUD PUMP & STAND PIPE MANIFOLD TILL M.N","",-89
"WellB",2020-05-05 00:00:00.000,107,36,3,"   CONT. DRLG F/89 TO 107M (30"" CSG POINT), NL-NG, RUN TOTCO SURVEY & 100M, INC:0.75DEG, POOH TO SURF., L/D 26"" BIT. P/U 26"" BIT & ...   <Preview truncated at 128 characters>","",-107
"WellB",2020-05-06 00:00:00.000,107,36,4," CONT. ENLARGE HOLE W/ 26"" USED R.BIT#1RR1(K.D, 115, 3*20+ C.J 18) & 36"" HOLE OPENER F/ 23.5 TO 34 M W/ NL-NG TILL M.N","",-107
"WellB",2020-05-07 00:00:00.000,107,36,5,"   CONT. ENLARGE HOLE W/ 26"" USED R.BIT#1RR1(K.D, 115, 3*20+ C.J 18) & 36"" HOLE OPENNER F/ 34 TO 41 M W/ NL-NG WHILE CHANGE HOLE OP...   <Preview truncated at 128 characters>","",-107
"WellB",2020-05-08 00:00:00.000,107,36,6,"   CONT. ENLARGE HOLE W/ 26"" USED R.BIT#1RR1(K.D, 115, 3*18+ C.J 16) & 36"" HOLE OPENNER F/ 41 TO 48.5 M W/ NL-NG WHILE CHANGE HOLE ...   <Preview truncated at 128 characters>","",-107
"WellB",2020-05-09 00:00:00.000,107,36,7," CONT. ENLARGE HOLE W/ 26"" USED R.BIT#1RR1(K.D, 115, 3*18+ C.J 16) & 36"" HOLE OPENNER F/ 48.5 TO 62.5 M W/ NL-NG TILL M.N","",-107
"WellB",2020-05-10 00:00:00.000,107,36,8,"   CONT. ENLARGE HOLE F/ 62.5 TO 72 M W/ NL-NG, POOH TO SURF, RIH W/ C.CUT BIT TO 105 M. PERFORM CMT PLUG JOB. POOH TO SURF. RIH W/...   <Preview truncated at 128 characters>","",-107
"WellB",2020-05-11 00:00:00.000,107,36,9,"   CONT. RIH TO 67M, W.O.C TO GET HARD, D/OUT HARD CMT F/ 67 TO 72M, POOH TO SURF., RUN 6 JTS 30"" CSG TO 72 M, RIH W/ 5"" STINGER TO...   <Preview truncated at 128 characters>","",-107
"WellB",2020-05-12 00:00:00.000,107,36,10,"   W.O.C TO GET HARD, ROUGH CUT 42"" C.PIPE & 30"" CSG. DRESS & BEVEL 30"" CSG. INSTALL 30"" FLANG (WELD TYPE, 1 K). N/UP 30"" DRILLING ...   <Preview truncated at 128 characters>","",-107
"WellB",2020-05-13 00:00:00.000,107,36,11,"   N/UP 30"" DRILLING SPOOL & 30"" HI-DRILL (1 K), TEST W/ 250 PSI,OK. RIH W/ 26"" R.BIT #1RR4 & S.STAB @20 M TO 60M, WORK ON INSTALL ...   <Preview truncated at 128 characters>","",-107
"WellB",2020-05-14 00:00:00.000,119,26,12,"   INSTALL TDS HYDRAULIC IBOP & TEST IT, RIH TO 66 M, TAKE WEIGHT, D/OUT CMT & SHOE W/ 26"" R.BIT #1RR4 & S.STAB @20 M TO 107M, DRLG...   <Preview truncated at 128 characters>","",-119
"WellB",2020-05-15 00:00:00.000,152,26,13,"   CONT. DRLG FORM W/ 26"" R.BIT #1RR4 & S.STAB @20 M F/ 119 TO 152 M W/ NL-NG, RUN TOTCO, INC: 0.25 DEG., POOH TO SURF & CHECK BIT,...   <Preview truncated at 128 characters>","",-152
"WellB",2020-05-16 00:00:00.000,203,26,14,"   CONT. RIH W/ 26"" R.BIT#1RR5 & BHA#4 TO 152 M, DISPLACE HOLE MUD, CONT. DRLG FORM W/ 26"" R.BIT #1RR4 & S.STAB @20M & 30M F/ 152 T...   <Preview truncated at 128 characters>","",-203
"WellB",2020-05-17 00:00:00.000,260,26,15,"   CONT. DRLG FORM W/ 26"" R.BIT #1RR4 & S.STAB @20M & 30M F/ 203 TO 260M W/ NL-NG WHILE RUN TOTCO SURVEY @244 M, RESULT INC.: 0.75 ...   <Preview truncated at 128 characters>","",-260
"WellB",2020-05-18 00:00:00.000,280,26,16,"   CIRC BTM  S UP, POOH TO SURF., CHANGE BIT, RIH TO 260 M, CONT. DRLG FORM W/ 26"" R.BIT#2 USED & S.STAB @20M & 30M F/ 260 TO 280M W...   <Preview truncated at 128 characters>","",-280
"WellB",2020-05-19 00:00:00.000,290,26,17,"    CONT. DRLG FORM F/ 280 TO 290M W/ NL-NG, STOP DRLG DUE TO HIGH TRQ, POOH TO SURF. CHECK BIT OK, CHANGE NOZZLES, RIH W/ SAME BIT...   <Preview truncated at 128 characters>","",-290
"WellB",2020-05-20 00:00:00.000,333,26,18,"  CONT. DRLG FM F/ 290 TO 333M, NL-NG TILL M.N","",-333
"WellB",2020-05-21 00:00:00.000,368,26,19,"  CONT. DRLG FM F/ 333 TO 368M, NL-NG, RUN TOTCO SURVEY @ 349M, RESULT INC. 1 DEG, WORK ON DIESEL GENERATOR # 3 TILL M.N","",-368
"WellB",2020-05-22 00:00:00.000,379.5,26,20,"    CONT. DRLG FM F/ 368 TO 379.5M, NL-NG, FAILURE TDS, DUE TO CHANGE BIT POOH TO SURF., L/D 26"" R.BIT (BALLED UP BIT), P/U NEW 26""...   <Preview truncated at 128 characters>","",-379.5
"WellB",2020-05-23 00:00:00.000,430,26,21,"  CONT. DRLG FM F/ 379.5 TO 430M, NL-NG TILL M.N","",-430
"WellB",2020-05-24 00:00:00.000,467,26,22,"  CONT. DRLG FM F/ 430 TO 452M, RUN TOTCO SURVEY, RESULT INC.:1.25DEG, CONT. DRLG TO 467M WHILE INC. MW TO 73PCF, NL-NG TILL M.N","",-467
"WellB",2020-05-25 00:00:00.000,495,26,23,"  CONT. DRLG FM F/ 467 TO 495M WHILE INC. MW TO 75PCF, NL-NG TILL M.N","",-495
"WellB",2020-05-26 00:00:00.000,531,26,24,"  CONT. DRLG FM F/ 495 TO 531M, NL-NG TILL M.N","",-531
"WellB",2020-05-27 00:00:00.000,545,26,25,"    CONT. DRLG FM F/ 531 TO 545M (20"" CSG POINT), RUN TOTCO SURVEY, RESULT INC. 2 DEG, POOH TO SURF. CHECK BHA, RUN BACK TO 70M, WA...   <Preview truncated at 128 characters>","",-545
"WellB",2020-05-28 00:00:00.000,545,26,26,"   INC. MW TO 80PCF, SPOT PILL, POOH TO SURF., L/D BIT & STAB, R/U CSG CREW EQUIP., P/U 20"" SHOE + 36 JT 20"" CSG TO 436M AS PROGRAM...   <Preview truncated at 128 characters>","",-545
"WellB",2020-05-29 00:00:00.000,545,26,27,"   CONT. RUN 20"" CSG TO 545M, TAG BTM, POOH TO 544.5M, CIRC. THRU CSG, RIH W/5   STINGER, STAB IN SHOE, C.B.U, PERFORM CMT JOB AS PR...   <Preview truncated at 128 characters>","",-545
"WellB",2020-05-30 00:00:00.000,545,26,28,"   L/D L.JOINT. N/DOWN 30"" BOP STACK, CUT  20"" CSG, INSTALL & WELDING 20-3/4"" C.H.H 3K, TEST W/500PSI ""OK"", N/U 20-3/4"" 3K BOP STAC...   <Preview truncated at 128 characters>","",-545
"WellB",2020-05-31 00:00:00.000,545,26,29," CONT. N/U 20-3/4"" BOP STACK, BOP AS NIOC POLICY TILL M.N","",-545
"WellB",2020-06-01 00:00:00.000,546,17.5,30,"   RIH W/17-1/2"" B.BIT & JUNK SUB TO 542.5M(39 JT JT BY JT), D/OUT HARD CMT TO 543M, CSG PRESS TEST W/1200PSI ""OK"", D/OUT CMT & SHO...   <Preview truncated at 128 characters>","",-546
"WellB",2020-06-02 00:00:00.000,547.6,17.5,31,"   PREPARE MUD 120PCF, DISPLACE MUD IN WELL W/120PCF MUD, FIT TEST W/220PSI ""OK"", FAILURE 2MOTORS, CIRC. MUD WHILE WORK ON THEM, CO...   <Preview truncated at 128 characters>","",-547.6
"WellB",2020-06-03 00:00:00.000,594,17.5,32,"   CONT RIH W/ 17-1/2"" PDC BIT#5 NEW (K.D, KM1952AR, 7*15) & S.STAB@20M F/ 22 TO 547.6 M (BTM), CONT DRLG 17-1/2"" HOLE SECTION F/ 5...   <Preview truncated at 128 characters>","",-594
"WellB",2020-06-04 00:00:00.000,681,17.5,33,"   TAKE SURVEY@590M,INC: 1DEG.,CONT DRLG F/ 594 TO 650 M, GET STUCK @633M WHILE BACKREAM, FREE STRG & POOH TO 20"" CSG SHOE, INC MW ...   <Preview truncated at 128 characters>","",-681
"WellB",2020-06-05 00:00:00.000,758,17.5,34,"   CHANGE WASH PIPE, CONT DRLG F/ 681 TO 728 M,C.B.U & TAKE SURVEY@716M,INC: 1.75DEG., CONT DRLG F/ 728 TO 758 M WHILE INC MW F/ 12...   <Preview truncated at 128 characters>","",-758
"WellB",2020-06-06 00:00:00.000,805,17.5,35," CONT DRLG F/ 758 TO 789 M, STOP DRLG DUE TO DIESEL GENERATORS FAILURE, TURN THEM ON & CONT DRLG F/ 789 TO 805 M / NL-NG TILL M.N","",-805
"WellB",2020-06-07 00:00:00.000,851,17.5,36,"   CONT DRLG F/ 805 TO 841 M, STOP DRLG DUE TO MUD RHEOLOGY CHANGED, WORK ON MUD PROPERTIES, NO SUCC. CONT DRLG F/ 841 TO 851 M W/ ...   <Preview truncated at 128 characters>","",-851
"WellB",2020-06-08 00:00:00.000,903,17.5,37,"   CONT DRLG F/ 851 TO 863 M, STOP DRLG DUE TO DIESEL GENERATOR#1 FAILURE, POOH TO 20"" CSG SHOE & RUN BACK TO 863 M(BTM), CONT DRLG...   <Preview truncated at 128 characters>","",-903
"WellB",2020-06-09 00:00:00.000,916,17.5,38,"   CONT DRLG F/ 903 TO 913 M, RUN TOTCO@890 M, INC. 1.25 DEG. POOH TO SURF. DUE TO MUD MATERIAL SHORTAGE & RIH W/ SAME BIT & SAME B...   <Preview truncated at 128 characters>","",-916
"WellB",2020-06-10 00:00:00.000,994,17.5,39," CONT DRLG F/ 916 TO 992 M, STOP DRLG DUE TO DIESEL GENERATOR#3 FAILURE & REPAIR IT, CONT DRLG F/ 992 TO 994 M W/ NL-NG TILL M.N","",-994
"WellB",2020-06-11 00:00:00.000,1026,17.5,40,"   CONT DRLG F/ 994 TO 1026 M, RUN TOTCO SURVEY @1007 M, RESULT INC. 1.75 DEG, WAITING FOR NIDC DFSM DUE TO MUD MATERIAL SHORTAGE W...   <Preview truncated at 128 characters>","",-1026
"WellB",2020-06-12 00:00:00.000,1026,17.5,41,"   WAITING FOR NIDC DFSM WHILE RIH F/ 544.5 TO 1026 M(BTM), CIRC BTM  S UP FOR CHECK BTM HOLE MUD COND., POOH TO 544.5 M & SLOW CIRC...   <Preview truncated at 128 characters>","",-1026
"WellB",2020-06-13 00:00:00.000,1026,17.5,42," WAITING FOR NIDC DFSM WHILE RIH F/ 544.5 TO 1026 M(BTM), CIRC BTM  S UP FOR CHECK BTM HOLE MUD COND., CONT CIRC MUD TILL M.N","",-1026
"WellB",2020-06-14 00:00:00.000,1026,17.5,43," WAITING FOR NIDC DFSM DUE TO MUD MATERIAL SHORTAGE WHILE SLOW CIRC MUD @544.5 M (20""CSG SHOE) NL-NG TILL M.N","",-1026
"WellB",2020-06-15 00:00:00.000,1026,17.5,44," WAITING FOR NIDC DFSM DUE TO MUD MATERIAL SHORTAGE WHILE SLOW CIRC MUD @544.5 M (20""CSG SHOE) NL-NG TILL M.N","",-1026
"WellB",2020-06-16 00:00:00.000,1069,17.5,45,"   WHILE WAITING FOR NIDC DFSM SLOW CIRC MUD @544.5 M (20""CSG SHOE), RIH TO 1026M (BTM), CIRC BTM  S UP, CONT DRLG FORM. F/ 1026 TO ...   <Preview truncated at 128 characters>","",-1069
"WellB",2020-06-17 00:00:00.000,1126,17.5,46,"   CONT DRLG FORM. F/ 1069 TO 1123M, RUN TOTCO@1113 M, INC.: 1.25 DEG, CONT DRLG FORM TO 1126 M, POOH FOR CHANGE TDS WASH PIPE F/ 1...   <Preview truncated at 128 characters>","",-1126
"WellB",2020-06-18 00:00:00.000,1171,17.5,47," CHANGE WASH PIPE, CONT. DRLG F/1126 TO 1137M,0-2 BPH LOSS. FAILURE & CHANGE WASH PIPE, CONT. DRLG TO 1171M, NL-NG TILL M.N","",-1171
"WellB",2020-06-19 00:00:00.000,1211,17.5,48," CONT. DRLG FM F/1171 TO 1211M, WORK ON MUD PUMP SEVERAL TIMES, 0-2BPH LOSS TILL M.N","",-1211
"WellB",2020-06-20 00:00:00.000,1266,17.5,49," CONT. DRLG FM F/1211 TO 1240M, 0-2BPH LOSS, C.B.U, TAKE SURVEY, WORK ON GENERATOR, CONT. DRLG TO 1266M, NL-NG TILL M.N","",-1266
"WellB",2020-06-21 00:00:00.000,1327,17.5,50," CONT. DRLG FM F/1266 TO 1327M, INC. MW TO 134 PCF @ 2STAGE, 0-2 BPH LOSS TILL M.N","",-1327
"WellB",2020-06-22 00:00:00.000,1374,17.5,51," CONT. DRLG FM F/1327 TO 1374M, WHILE WORK ON MUD PROPERTIES, 4-6BPH LOSS TILL M.N","",-1374
"WellB",2020-06-23 00:00:00.000,1403.4,17.5,52,"   CONT. DRLG FM F/1374 TO 1403.4M (13-5/8"" CSG POINT), WHILE WORK ON MUD PROPERTIES, 4-6BPH LOSS, DUE TO SHORTAGE MUD MATERIAL FOR...   <Preview truncated at 128 characters>","",-1403.4
"WellB",2020-06-24 00:00:00.000,1403.4,17.5,53,"   CONT. PREPARE NEW MUD 134PCF, CIRC. & ADD TO MUD SYS. & WORK ON MUD REHOLOGY, DUE TO CHECK HOLE COND. POOH F/1403 TO 1300M W/GOO...   <Preview truncated at 128 characters>","",-1403.4
