Pedido,Data,ID Cliente,ID Produto,Quantidade,Preço Unitário,Total,Custo Unitário
"VA - 4350073",2019-02-04 00:00:00.000,73,17,8,2554.3,20434.4,1194.6636000000003
"VA - 4375573",2019-10-17 00:00:00.000,73,14,8,1087,8696,664.26480000000015
"VA - 4377074",2019-11-01 00:00:00.000,74,5,8,738.6,5908.8,351.54900000000004
"DT - 4455774",2021-12-27 00:00:00.000,74,19,8,1254.5,10036,687.84210000000007
"VA - 4445075",2021-09-11 00:00:00.000,75,30,8,5314.7000000000007,42517.600000000006,2390.8950000000004
"VA - 4415176",2020-11-16 00:00:00.000,76,12,8,5066.8,40534.4,3510.1836
"VA - 4343479",2018-11-30 00:00:00.000,79,15,8,892.7,7141.6,384.9552
"VA - 4373779",2019-09-29 00:00:00.000,79,14,8,3968,31744,2748.7152
"DT - 4436479",2021-06-17 00:00:00.000,79,8,8,859.2,6873.6,401.35680000000008
"EX - 4436579",2021-06-18 00:00:00.000,79,19,8,939.6,7516.8,641.592
"VA - 4402980",2020-07-17 00:00:00.000,80,27,8,1107.1,8856.8,706.4145
"EX - 4448380",2021-10-14 00:00:00.000,80,27,8,2293,18344,1361.0916000000002
"VA - 4385681",2020-01-26 00:00:00.000,81,15,8,1944.6,15556.8,821.8889999999999
"VA - 4449981",2021-10-30 00:00:00.000,81,15,8,1944.6,15556.8,821.8889999999999
"DT - 4428883",2021-04-02 00:00:00.000,83,18,8,1087,8696,781.48800000000017
"DT - 4316384",2018-03-04 00:00:00.000,84,13,8,2427,19416,1418.8590000000002
"EX - 4359084",2019-05-05 00:00:00.000,84,22,8,182.5,1460,126.99180000000001
"VA - 4370984",2019-09-01 00:00:00.000,84,14,8,1140.6,9124.8,615.06
"EX - 4421084",2021-01-14 00:00:00.000,84,22,8,182.5,1460,126.99180000000001
"VA - 4429784",2021-04-11 00:00:00.000,84,14,8,1140.6,9124.8,615.06
"VA - 4365885",2019-07-12 00:00:00.000,85,5,8,2011.6,16092.8,940.68000000000006
"VA - 4375285",2019-10-14 00:00:00.000,85,5,8,2011.6,16092.8,940.68000000000006
"DT - 4454785",2021-12-17 00:00:00.000,85,17,8,1120.5,8964,433.0143
"VA - 4312086",2018-01-20 00:00:00.000,86,23,8,2252.8,18022.4,1458.7776000000001
"VA - 4384286",2020-01-12 00:00:00.000,86,3,8,1864.2,14913.6,1290.7818000000002
"VA - 4439187",2021-07-14 00:00:00.000,87,1,8,2668.2,21345.6,1871.9532
"VA - 4387488",2020-02-13 00:00:00.000,88,5,8,1107.1,8856.8,736.26299999999992
"VA - 4405688",2020-08-13 00:00:00.000,88,28,8,2835.7,22685.6,1071.2898
"VA - 4426188",2021-03-06 00:00:00.000,88,20,8,6225.9000000000015,49807.200000000004,3473.1594000000005
"VA - 4426588",2021-03-10 00:00:00.000,88,28,8,2835.7,22685.6,1071.2898
"VA - 4449788",2021-10-28 00:00:00.000,88,5,8,1107.1,8856.8,736.26299999999992
"VA - 4324789",2018-05-27 00:00:00.000,89,16,8,4014.9,32119.2,2889.5760000000005
"VA - 4358189",2019-04-26 00:00:00.000,89,29,8,202.6,1620.8,95.87700000000001
"VA - 4421189",2021-01-15 00:00:00.000,89,29,8,202.6,1620.8,95.87700000000001
"VA - 4421589",2021-01-19 00:00:00.000,89,29,8,202.6,1620.8,95.87700000000001
"VA - 4331090",2018-07-29 00:00:00.000,90,21,8,3063.5,24508,1846.3257
"VA - 4342890",2018-11-24 00:00:00.000,90,6,8,2366.7,18933.6,979.1514
"VA - 4386490",2020-02-03 00:00:00.000,90,6,8,2366.7,18933.6,979.1514
"DT - 4402790",2020-07-15 00:00:00.000,90,22,8,1783.8,14270.4,1235.0646000000002
"VA - 4406790",2020-08-24 00:00:00.000,90,8,8,2561,20488,1220.8338
"VA - 4413090",2020-10-26 00:00:00.000,90,6,8,2366.7,18933.6,979.1514
"VA - 4419790",2021-01-01 00:00:00.000,90,4,8,3043.4,24347.2,2299.6008
"VA - 4385591",2020-01-25 00:00:00.000,91,14,8,1107.1,8856.8,527.32350000000008
"VA - 4401591",2020-07-03 00:00:00.000,91,14,8,1107.1,8856.8,527.32350000000008
"VA - 4339692",2018-10-23 00:00:00.000,92,18,8,906.1,7248.8,472.149
"VA - 4355192",2019-03-27 00:00:00.000,92,18,8,906.1,7248.8,472.149
"VA - 4437092",2021-06-23 00:00:00.000,92,18,8,906.1,7248.8,472.149
"VA - 4314093",2018-02-09 00:00:00.000,93,24,8,2353.3,18826.4,1460.4057
"VA - 4359293",2019-05-07 00:00:00.000,93,24,8,2353.3,18826.4,1460.4057
"VA - 4337494",2018-10-01 00:00:00.000,94,20,8,778.80000000000007,6230.4000000000015,300.7764
"DT - 4410994",2020-10-05 00:00:00.000,94,16,8,2587.8,20702.4,1862.0640000000005
"DT - 4315195",2018-02-20 00:00:00.000,95,28,8,2393.5,19148,1679.1138000000003
"DT - 4325995",2018-06-08 00:00:00.000,95,28,8,2393.5,19148,1679.1138000000003
"DT - 4335295",2018-09-09 00:00:00.000,95,3,8,892.7,7141.6,449.1144000000001
"DT - 4339295",2018-10-19 00:00:00.000,95,28,8,2393.5,19148,1679.1138000000003
"DT - 4354795",2019-03-23 00:00:00.000,95,28,8,2393.5,19148,1679.1138000000003
"EX - 4421396",2021-01-17 00:00:00.000,96,18,8,1033.3999999999999,8267.1999999999989,612.88920000000007
"VA - 4310897",2018-01-08 00:00:00.000,97,15,8,1783.8,14270.4,1347.3432
"DT - 4332897",2018-08-16 00:00:00.000,97,13,8,1060.2,8481.6,466.84260000000006
"VA - 4360797",2019-05-22 00:00:00.000,97,15,8,1783.8,14270.4,1347.3432
"VA - 4446597",2021-09-26 00:00:00.000,97,10,8,1810.6,14484.8,1025.7030000000002
"EX - 4359198",2019-05-06 00:00:00.000,98,13,8,3954.6,31636.8,2063.466
"VA - 4424498",2021-02-17 00:00:00.000,98,4,8,1817.3,14538.4,1192.9149
"DT - 4452098",2021-11-20 00:00:00.000,98,5,8,1107.1,8856.8,835.758
"DT - 4396799",2020-05-16 00:00:00.000,99,18,8,6125.4000000000015,49003.200000000004,3637.5372
"EX - 4402699",2020-07-14 00:00:00.000,99,28,8,698.40000000000009,5587.2000000000007,344.91600000000005
"DT - 4407899",2020-09-04 00:00:00.000,99,18,8,6125.4000000000015,49003.200000000004,3637.5372
"EX - 43158100",2018-02-27 00:00:00.000,100,14,8,1757,14056,1169.0964000000001
"VA - 43170100",2018-03-11 00:00:00.000,100,12,8,216,1728,111.9168
"VA - 43563100",2019-04-08 00:00:00.000,100,12,8,216,1728,111.9168
"DT - 43637100",2019-06-21 00:00:00.000,100,8,8,3311.4,26491.2,2383.056
"VA - 44249100",2021-02-22 00:00:00.000,100,12,8,216,1728,111.9168
"EX - 44506100",2021-11-06 00:00:00.000,100,14,8,1757,14056,1169.0964000000001
"EX - 43190101",2018-03-31 00:00:00.000,101,16,8,758.7,6069.6,449.71740000000005
"VA - 43272102",2018-06-21 00:00:00.000,102,20,8,839.1,6712.8,489.9375
"EX - 43368102",2018-09-25 00:00:00.000,102,27,8,3994.8,31958.4,1473.4908
"EX - 43962102",2020-05-11 00:00:00.000,102,27,8,3994.8,31958.4,1473.4908
"EX - 44139102",2020-11-04 00:00:00.000,102,27,8,3994.8,31958.4,1473.4908
"DT - 44338102",2021-05-22 00:00:00.000,102,2,8,209.3,1674.4,123.37380000000002
"VA - 43694103",2019-08-17 00:00:00.000,103,1,8,1904.3999999999999,15235.199999999999,1284.3899999999999
"VA - 43898103",2020-03-08 00:00:00.000,103,13,8,2936.2,23489.6,2007.2664
"EX - 43918103",2020-03-28 00:00:00.000,103,13,8,5904.3,47234.4,3187.458
"VA - 43143104",2018-02-12 00:00:00.000,104,5,8,812.30000000000007,6498.4000000000015,510.74100000000004
"DT - 43238105",2018-05-18 00:00:00.000,105,14,8,1864.2,14913.6,1223.7282
"EX - 43376105",2018-10-03 00:00:00.000,105,6,8,5931.1,47448.8,3148.5645
"VA - 43572105",2019-04-17 00:00:00.000,105,2,8,2896,23168,2162.1168
"EX - 43829105",2019-12-30 00:00:00.000,105,8,8,1147.3,9178.4,721.791
"VA - 43169106",2018-03-10 00:00:00.000,106,18,8,1944.6,15556.8,751.941
"VA - 43309106",2018-07-28 00:00:00.000,106,5,8,1830.7,14645.6,872.48070000000007
"VA - 43691106",2019-08-14 00:00:00.000,106,5,8,1830.7,14645.6,872.48070000000007
"EX - 43823106",2019-12-24 00:00:00.000,106,2,8,1917.8,15342.4,1207.206
"DT - 43714107",2019-09-06 00:00:00.000,107,14,8,4021.6,32172.8,2206.98
"VA - 43816107",2019-12-17 00:00:00.000,107,4,8,2942.9,23543.2,1853.019
"VA - 43982108",2020-05-31 00:00:00.000,108,23,8,2547.6,20380.8,916.56000000000006
"DT - 43345109",2018-09-02 00:00:00.000,109,5,8,3954.6,31636.8,1956.7350000000001
"VA - 43954109",2020-05-03 00:00:00.000,109,13,8,229.4,1835.2,86.1084
"DT - 43484110",2019-01-19 00:00:00.000,110,12,8,1288,10304,903.0528
"DT - 43994110",2020-06-12 00:00:00.000,110,2,8,745.30000000000007,5962.4000000000015,394.90470000000005
"DT - 44113110",2020-10-09 00:00:00.000,110,12,8,1288,10304,903.0528
"EX - 44262110",2021-03-07 00:00:00.000,110,29,8,6333.1,50664.8,2336.3235
"DT - 43256111",2018-06-05 00:00:00.000,111,21,8,1140.6,9124.8,789.327
"DT - 43458111",2018-12-24 00:00:00.000,111,21,8,1140.6,9124.8,789.327
"DT - 43613111",2019-05-28 00:00:00.000,111,21,8,1140.6,9124.8,789.327
"DT - 44037111",2020-07-25 00:00:00.000,111,21,8,1140.6,9124.8,789.327
"DT - 44067111",2020-08-24 00:00:00.000,111,19,8,1127.2,9017.6,445.73760000000004
"VA - 44166111",2020-12-01 00:00:00.000,111,14,8,1991.5,15932,1002.9096000000001
"VA - 44327111",2021-05-11 00:00:00.000,111,14,8,1991.5,15932,1002.9096000000001
"EX - 44472111",2021-10-03 00:00:00.000,111,19,8,1066.8999999999999,8535.1999999999989,651.9636
"VA - 44544111",2021-12-14 00:00:00.000,111,14,8,1991.5,15932,1002.9096000000001
"VA - 43531112",2019-03-07 00:00:00.000,112,13,8,256.2,2049.6,151.2324
"VA - 43611112",2019-05-26 00:00:00.000,112,4,8,1214.3,9714.4,731.25810000000013
"VA - 44235112",2021-02-08 00:00:00.000,112,27,8,5328.1,42624.8,2732.4945
"VA - 43135113",2018-02-04 00:00:00.000,113,3,8,5040.0000000000009,40320.000000000007,2176.5888000000004
"VA - 43389113",2018-10-16 00:00:00.000,113,3,8,5040.0000000000009,40320.000000000007,2176.5888000000004
"DT - 44029113",2020-07-17 00:00:00.000,113,3,8,1147.3,9178.4,752.7249
"DT - 44152113",2020-11-17 00:00:00.000,113,23,8,1261.2,10089.6,555.4836
"DT - 44280113",2021-03-25 00:00:00.000,113,13,8,5689.9000000000015,45519.200000000004,2252.5668000000005
"DT - 44379113",2021-07-02 00:00:00.000,113,23,8,1261.2,10089.6,555.4836
"VA - 43334114",2018-08-22 00:00:00.000,114,19,8,3974.7,31797.6,1537.5897
"VA - 43569114",2019-04-14 00:00:00.000,114,17,8,1140.6,9124.8,635.562
"DT - 43697114",2019-08-20 00:00:00.000,114,22,8,1087,8696,400.5126
"DT - 43844114",2020-01-14 00:00:00.000,114,2,8,2326.5,18612,1297.2942
"DT - 44105114",2020-10-01 00:00:00.000,114,22,8,1087,8696,400.5126
"VA - 44144114",2020-11-09 00:00:00.000,114,18,8,2272.9,18183.2,1471.8024
"VA - 43269115",2018-06-18 00:00:00.000,115,6,8,5817.2000000000007,46537.600000000006,3873.1896
"VA - 43807115",2019-12-08 00:00:00.000,115,6,8,5817.2000000000007,46537.600000000006,3873.1896
"VA - 44503115",2021-11-03 00:00:00.000,115,6,8,5817.2000000000007,46537.600000000006,3873.1896
"DT - 43821116",2019-12-22 00:00:00.000,116,4,8,2500.7,20005.6,922.16789999999992
"DT - 43342117",2018-08-30 00:00:00.000,117,2,8,3887.6,31100.8,2623.05
"DT - 43697117",2019-08-20 00:00:00.000,117,2,8,3887.6,31100.8,2623.05
"VA - 44216117",2021-01-20 00:00:00.000,117,4,8,3880.9,31047.2,2059.9083
"VA - 44237118",2021-02-10 00:00:00.000,118,17,8,2587.8,20702.4,1256.8932000000002
"VA - 44289120",2021-04-03 00:00:00.000,120,8,8,852.5,6820,497.77650000000006
"DT - 44325120",2021-05-09 00:00:00.000,120,13,8,6098.6,48788.8,4389.84
"VA - 43109121",2018-01-09 00:00:00.000,121,4,8,6540.8,52326.4,4237.4015999999992
"EX - 43290121",2018-07-09 00:00:00.000,121,19,8,3941.2,31529.6,1879.1892000000003
"EX - 43363121",2018-09-20 00:00:00.000,121,13,8,3847.4,30779.2,2699.7516
"DT - 43473121",2019-01-08 00:00:00.000,121,21,8,2540.9,20327.2,1119.8313
"VA - 43916121",2020-03-26 00:00:00.000,121,4,8,6540.8,52326.4,4237.4015999999992
"EX - 44527121",2021-11-27 00:00:00.000,121,19,8,3941.2,31529.6,1879.1892000000003
"VA - 43163122",2018-03-04 00:00:00.000,122,5,8,1080.3,8642.4,582.498
"VA - 43203122",2018-04-13 00:00:00.000,122,23,8,1288,10304,856.74240000000009
"VA - 43261122",2018-06-10 00:00:00.000,122,6,8,1060.2,8481.6,781.2468
"VA - 43443122",2018-12-09 00:00:00.000,122,3,8,262.90000000000003,2103.2000000000003,96.419699999999992
"DT - 43488122",2019-01-23 00:00:00.000,122,16,8,1127.2,9017.6,628.08480000000009
"VA - 43853122",2020-01-23 00:00:00.000,122,3,8,262.90000000000003,2103.2000000000003,96.419699999999992
"DT - 43866122",2020-02-05 00:00:00.000,122,5,8,182.5,1460,78.1488
"DT - 43962122",2020-05-11 00:00:00.000,122,20,8,805.6,6444.8,347.328
"DT - 44034122",2020-07-22 00:00:00.000,122,5,8,182.5,1460,78.1488
"VA - 43427123",2018-11-23 00:00:00.000,123,3,8,1797.2,14377.6,1260.5112000000001
"VA - 44028123",2020-07-16 00:00:00.000,123,3,8,1797.2,14377.6,1260.5112000000001
"EX - 44273123",2021-03-18 00:00:00.000,123,7,8,1154,9232,808.98480000000006
"VA - 43688124",2019-08-11 00:00:00.000,124,20,8,2353.3,18826.4,1545.0669000000003
"VA - 43732124",2019-09-24 00:00:00.000,124,10,8,1020,8160,769.9104
"VA - 43801124",2019-12-02 00:00:00.000,124,3,8,3532.5,28260,2637.5823
"VA - 43803124",2019-12-04 00:00:00.000,124,22,8,2286.3,18290.4,1213.1757000000002
"VA - 43876124",2020-02-15 00:00:00.000,124,4,8,4001.5,32012,3059.9235
"VA - 43497125",2019-02-01 00:00:00.000,125,16,8,3619.6,28956.8,1823.4720000000002
"VA - 43729125",2019-09-21 00:00:00.000,125,4,8,1053.5,8428,662.697
"DT - 43939126",2020-04-18 00:00:00.000,126,2,8,175.8,1406.4,94.068000000000012
"VA - 44447126",2021-09-08 00:00:00.000,126,4,8,202.6,1620.8,108.53999999999999
"VA - 43320127",2018-08-08 00:00:00.000,127,17,8,3465.5,27724,2618.7084
"DT - 44013127",2020-07-01 00:00:00.000,127,13,8,1696.7,13573.6,991.6335
"DT - 43234128",2018-05-14 00:00:00.000,128,2,8,2360,18880,1188.6336000000001
"DT - 43616128",2019-05-31 00:00:00.000,128,2,8,2360,18880,1188.6336000000001
"VA - 44061128",2020-08-18 00:00:00.000,128,27,8,229.4,1835.2,159.91560000000004
"DT - 43580129",2019-04-25 00:00:00.000,129,17,8,3887.6,31100.8,2168.3880000000004
"EX - 43741129",2019-10-03 00:00:00.000,129,13,8,1073.6,8588.8,713.952
"EX - 43212130",2018-04-22 00:00:00.000,130,6,8,1053.5,8428,577.4931
"DT - 43368130",2018-09-25 00:00:00.000,130,2,8,3901,31208,1438.8786
"EX - 43458130",2018-12-24 00:00:00.000,130,14,8,242.8,1942.4,138.93120000000002
"DT - 43466130",2019-01-01 00:00:00.000,130,2,8,3901,31208,1438.8786
"DT - 43304131",2018-07-23 00:00:00.000,131,13,8,865.90000000000009,6927.2000000000007,536.73029999999994
"VA - 43328131",2018-08-16 00:00:00.000,131,6,8,1911.1,15288.8,859.275
"EX - 43407131",2018-11-03 00:00:00.000,131,2,8,1247.8,9982.4,594.43740000000014
"DT - 43623131",2019-06-07 00:00:00.000,131,13,8,865.90000000000009,6927.2000000000007,536.73029999999994
"DT - 43717131",2019-09-09 00:00:00.000,131,13,8,865.90000000000009,6927.2000000000007,536.73029999999994
"EX - 43996131",2020-06-14 00:00:00.000,131,2,8,1247.8,9982.4,594.43740000000014
"VA - 44005131",2020-06-23 00:00:00.000,131,13,8,1998.2,15985.6,1401.6132000000002
"VA - 44187131",2020-12-22 00:00:00.000,131,24,8,6493.9000000000015,51951.200000000004,4382.3025000000007
"EX - 43347132",2018-09-04 00:00:00.000,132,21,8,209.3,1674.4,102.81150000000001
"DT - 43572133",2019-04-17 00:00:00.000,133,17,8,6078.5000000000009,48628.000000000007,2461.1445000000003
"DT - 44188133",2020-12-23 00:00:00.000,133,3,8,3599.5,28796,2428.5825000000004
"VA - 44306133",2021-04-20 00:00:00.000,133,29,8,805.6,6444.8,318.384
"VA - 43796134",2019-11-27 00:00:00.000,134,5,8,966.40000000000009,7731.2000000000007,442.84320000000008
"VA - 44269134",2021-03-14 00:00:00.000,134,18,8,2507.4,20059.2,1871.8326
"VA - 43749135",2019-10-11 00:00:00.000,135,4,8,1971.3999999999999,15771.199999999999,1489.1688
"DT - 44539136",2021-12-09 00:00:00.000,136,18,8,182.5,1460,128.6199
"EX - 43251137",2018-05-31 00:00:00.000,137,2,8,189.2,1513.6,111.43440000000001
"VA - 43112139",2018-01-12 00:00:00.000,139,29,8,3157.3,25258.4,1789.2819000000002
"VA - 43512139",2019-02-16 00:00:00.000,139,1,8,906.1,7248.8,569.835
"DT - 43547139",2019-03-23 00:00:00.000,139,13,8,2748.6,21988.8,1606.995
"VA - 43738139",2019-09-30 00:00:00.000,139,1,8,1107.1,8856.8,716.36399999999992
"VA - 43788139",2019-11-19 00:00:00.000,139,29,8,3157.3,25258.4,1789.2819000000002
"DT - 43805139",2019-12-06 00:00:00.000,139,24,8,1040.1,8320.8,710.33400000000006
"DT - 44192139",2020-12-27 00:00:00.000,139,13,8,2748.6,21988.8,1606.995
"VA - 43836140",2020-01-06 00:00:00.000,140,16,8,242.8,1942.4,102.0276
"VA - 44078140",2020-09-04 00:00:00.000,140,16,8,2681.6,21452.8,1085.4
"VA - 44326140",2021-05-10 00:00:00.000,140,15,8,1167.3999999999999,9339.1999999999989,524.61
"VA - 44362140",2021-06-15 00:00:00.000,140,16,8,2681.6,21452.8,1085.4
"VA - 44280141",2021-03-25 00:00:00.000,141,4,8,269.6,2156.8,176.076
"VA - 43474142",2019-01-09 00:00:00.000,142,4,8,1160.7,9285.6,646.77780000000007
"VA - 43709142",2019-09-01 00:00:00.000,142,4,8,1160.7,9285.6,646.77780000000007
"VA - 44475142",2021-10-06 00:00:00.000,142,4,8,1160.7,9285.6,646.77780000000007
"VA - 43629143",2019-06-13 00:00:00.000,143,23,8,731.90000000000009,5855.2000000000007,446.94360000000012
"EX - 43455144",2018-12-21 00:00:00.000,144,3,8,5817.2000000000007,46537.600000000006,4344.2532
"EX - 44099144",2020-09-25 00:00:00.000,144,5,8,1140.6,9124.8,768.825
"EX - 44212144",2021-01-16 00:00:00.000,144,3,8,5817.2000000000007,46537.600000000006,4344.2532
"VA - 43830145",2019-12-31 00:00:00.000,145,1,8,2219.3,17754.4,858.24990000000014
"VA - 43888145",2020-02-27 00:00:00.000,145,13,8,792.2,6337.6,391.34700000000004
"VA - 44347145",2021-05-31 00:00:00.000,145,13,8,792.2,6337.6,391.34700000000004
"VA - 44482145",2021-10-13 00:00:00.000,145,1,8,2219.3,17754.4,858.24990000000014
"VA - 43329146",2018-08-17 00:00:00.000,146,1,8,2889.3,23114.4,1299.4650000000001
"DT - 43528146",2019-03-04 00:00:00.000,146,19,8,6440.3,51522.4,3708.6912
"DT - 43105147",2018-01-05 00:00:00.000,147,2,8,1127.2,9017.6,769.9104000000001
"DT - 43118147",2018-01-18 00:00:00.000,147,14,8,5649.7000000000007,45197.600000000006,3151.6398000000004
"DT - 43332147",2018-08-20 00:00:00.000,147,2,8,1127.2,9017.6,769.9104000000001
"VA - 43103148",2018-01-03 00:00:00.000,148,21,8,1991.5,15932,752.18220000000008
"DT - 43291148",2018-07-10 00:00:00.000,148,17,8,6145.5000000000009,49164.000000000007,3649.4766000000004
"VA - 43990148",2020-06-08 00:00:00.000,148,21,8,1991.5,15932,752.18220000000008
"DT - 43410149",2018-11-06 00:00:00.000,149,19,8,236.1,1888.8,84.420000000000016
"VA - 43526149",2019-03-02 00:00:00.000,149,3,8,1127.2,9017.6,526.78080000000011
"VA - 43894150",2020-03-04 00:00:00.000,150,2,8,2889.3,23114.4,1377.4329000000002
"VA - 43112151",2018-01-12 00:00:00.000,151,20,8,2628,21024,1205.5176000000001
"VA - 43334151",2018-08-22 00:00:00.000,151,6,8,1100.3999999999999,8803.1999999999989,840.58199999999988
"VA - 43510151",2019-02-14 00:00:00.000,151,20,8,2628,21024,1205.5176000000001
"VA - 43770151",2019-11-01 00:00:00.000,151,4,8,2266.2,18129.6,1610.1306000000002
"VA - 43991151",2020-06-09 00:00:00.000,151,4,8,2266.2,18129.6,1610.1306000000002
"VA - 44111151",2020-10-07 00:00:00.000,151,20,8,2628,21024,1205.5176000000001
"VA - 44541151",2021-12-11 00:00:00.000,151,4,8,2266.2,18129.6,1610.1306000000002
"DT - 43149152",2018-02-18 00:00:00.000,152,15,8,2447.1,19576.8,1606.6934999999999
"DT - 43814152",2019-12-15 00:00:00.000,152,12,8,169.1,1352.8,81.405
"VA - 43894153",2020-03-04 00:00:00.000,153,15,8,1730.2,13841.6,1260.1494000000002
"VA - 43929153",2020-04-08 00:00:00.000,153,13,8,229.4,1835.2,147.6144
"VA - 44311153",2021-04-25 00:00:00.000,153,15,8,1730.2,13841.6,1260.1494000000002
"VA - 43256154",2018-06-05 00:00:00.000,154,3,8,5234.3,41874.4,3532.0724999999998
"VA - 44075154",2020-09-01 00:00:00.000,154,22,8,1020,8160,687.42
"EX - 43353155",2018-09-10 00:00:00.000,155,10,8,953,7624,359.62919999999997
"EX - 43770155",2019-11-01 00:00:00.000,155,21,8,1167.3999999999999,9339.1999999999989,702.9774
"EX - 43955155",2020-05-04 00:00:00.000,155,21,8,1167.3999999999999,9339.1999999999989,702.9774
"EX - 44391155",2021-07-14 00:00:00.000,155,10,8,953,7624,359.62919999999997
"VA - 43189156",2018-03-30 00:00:00.000,156,3,8,1803.8999999999999,14431.199999999999,1330.0974
"DT - 43903156",2020-03-13 00:00:00.000,156,2,8,845.80000000000007,6766.4000000000015,554.6394
"DT - 44165156",2020-11-30 00:00:00.000,156,2,8,845.80000000000007,6766.4000000000015,554.6394
"EX - 44178156",2020-12-13 00:00:00.000,156,18,8,2534.2,20273.6,1572.7446
"VA - 44420156",2021-08-12 00:00:00.000,156,4,8,2011.6,16092.8,1519.56
"DT - 44554156",2021-12-24 00:00:00.000,156,3,8,3867.5,30940,1600.4826
"DT - 43173158",2018-03-14 00:00:00.000,158,2,8,2795.5,22364,1307.5452000000002
"DT - 43995158",2020-06-13 00:00:00.000,158,24,8,1033.3999999999999,8267.1999999999989,529.3134
"DT - 43998158",2020-06-16 00:00:00.000,158,1,8,1133.8999999999999,9071.1999999999971,784.6839
"DT - 44280158",2021-03-25 00:00:00.000,158,1,8,1133.8999999999999,9071.1999999999971,784.6839
"VA - 43121160",2018-01-21 00:00:00.000,160,5,8,979.80000000000007,7838.4000000000015,360.9558
"DT - 43439160",2018-12-05 00:00:00.000,160,16,8,2319.8,18558.4,1314.4194000000002
"VA - 43634160",2019-06-18 00:00:00.000,160,5,8,979.80000000000007,7838.4000000000015,360.9558
"VA - 44271160",2021-03-16 00:00:00.000,160,15,8,3787.1,30296.8,1362.78
"EX - 43222161",2018-05-02 00:00:00.000,161,21,8,973.1,7784.8,515.8665
"EX - 43459161",2018-12-25 00:00:00.000,161,21,8,973.1,7784.8,515.8665
"EX - 44263161",2021-03-08 00:00:00.000,161,21,8,973.1,7784.8,515.8665
"VA - 44315163",2021-04-29 00:00:00.000,163,6,8,6138.8,49110.4,3866.436
"VA - 44423163",2021-08-15 00:00:00.000,163,2,8,886,7088,413.8992
"EX - 43881164",2020-02-20 00:00:00.000,164,3,8,1690,13520,1094.0832
"EX - 44155164",2020-11-20 00:00:00.000,164,3,8,175.8,1406.4,75.2544
"DT - 43248165",2018-05-28 00:00:00.000,165,1,8,1107.1,8856.8,815.859
"VA - 43442165",2018-12-08 00:00:00.000,165,18,8,959.7,7677.6,482.88240000000008
"DT - 44425165",2021-08-17 00:00:00.000,165,28,8,1998.2,15985.6,1329.7356000000002
"DT - 44113166",2020-10-09 00:00:00.000,166,5,8,3887.6,31100.8,1573.8300000000002
"VA - 43261167",2018-06-10 00:00:00.000,167,15,8,5515.7000000000007,44125.600000000006,3920.5251000000003
"VA - 43498167",2019-02-02 00:00:00.000,167,29,8,1147.3,9178.4,577.43280000000016
"DT - 43563167",2019-04-08 00:00:00.000,167,6,8,1080.3,8642.4,427.1652
"DT - 43614167",2019-05-29 00:00:00.000,167,13,8,1087,8696,761.95080000000007
"DT - 44268167",2021-03-13 00:00:00.000,167,19,8,1690,13520,759.78000000000009
"VA - 43114168",2018-01-14 00:00:00.000,168,10,8,1850.8,14806.4,1164.996
"VA - 43863168",2020-02-02 00:00:00.000,168,18,8,6413.5000000000009,51308.000000000007,4212.6183
"DT - 43115169",2018-01-15 00:00:00.000,169,18,8,819,6552,448.7526
"DT - 43904169",2020-03-14 00:00:00.000,169,1,8,2360,18880,1315.9872
"DT - 44175169",2020-12-10 00:00:00.000,169,1,8,872.6,6980.8,580.086
"DT - 44390169",2021-07-13 00:00:00.000,169,16,8,3974.7,31797.6,2145.4739999999997
"VA - 43611170",2019-05-26 00:00:00.000,170,12,8,1857.5,14860,1302.8418000000001
"DT - 43213171",2018-04-23 00:00:00.000,171,5,8,6514.0000000000009,52112.000000000007,3340.8612000000003
"DT - 43280171",2018-06-29 00:00:00.000,171,27,8,3572.7,28581.6,2217.6531
"DT - 43746171",2019-10-08 00:00:00.000,171,2,8,5911.0000000000009,47288.000000000007,3988.8450000000003
"DT - 43920171",2020-03-30 00:00:00.000,171,2,8,5911.0000000000009,47288.000000000007,3988.8450000000003
"DT - 44524171",2021-11-24 00:00:00.000,171,2,8,5911.0000000000009,47288.000000000007,3988.8450000000003
"EX - 43578172",2019-04-23 00:00:00.000,172,4,8,2614.6,20916.8,1928.394
"EX - 43309173",2018-07-28 00:00:00.000,173,3,8,3921.1,31368.8,2257.632
"DT - 43350173",2018-09-07 00:00:00.000,173,6,8,2567.7,20541.6,993.0807
"DT - 43511173",2019-02-15 00:00:00.000,173,24,8,1006.6,8052.8,587.92500000000007
"EX - 43664173",2019-07-18 00:00:00.000,173,3,8,3921.1,31368.8,2257.632
"DT - 43840173",2020-01-10 00:00:00.000,173,24,8,1006.6,8052.8,587.92500000000007
"VA - 43740174",2019-10-02 00:00:00.000,174,15,8,269.6,2156.8,200.196
"VA - 43845174",2020-01-15 00:00:00.000,174,8,8,1107.1,8856.8,815.859
"VA - 44255174",2021-02-28 00:00:00.000,174,30,8,3264.5,26116,2114.3592
"VA - 43567175",2019-04-12 00:00:00.000,175,4,8,2561,20488,1474.2144
"VA - 43760175",2019-10-22 00:00:00.000,175,18,8,2400.2,19201.6,1295.244
"DT - 43844175",2020-01-14 00:00:00.000,175,18,8,3941.2,31529.6,1950.1020000000003
"VA - 43891175",2020-03-01 00:00:00.000,175,7,8,1006.6,8052.8,642.19499999999994
