atributo,nome_servico,nome_campo,tipo_campo,cod_campo,contexto,tipo_metrica,unidade,Column9
"instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-quantidadeDePessoasForamDesligadasDoServicoPorObito","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","Pessoas Desligadas do Servico Por Óbito","numeric","IPI-5",1,"2","Pessoas",""
"instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-quantidadeDePessoasForamDesligadasDoServicoPorReinsercaoFamiliar","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","Pessoas que foram Desligadas do Serviço por Reinserção Familiar","numeric","IPI-6",1,"2","Pessoas",""
"instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-quantidadeDePessoasSaoBeneficiariasDoBPC","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","Pessoas Beneficiárias do BPC","numeric","IPI-7",1,"2","Pessoas",""
"instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-quantidadeDeUnidadesDeNaturezaGovernamental","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","Pessoas Beneficiárias do BPC","numeric","IPI-8",1,"2","Pessoas",""
"numeroDeAdolescentesInseridosEmProgramasDeQualificacaoProfissional","Programa Cuidar","Adolescentes Inseridos em Programas De Qualificação Profissional","numeric","PC-1",1,"2","Pessoas",""
"numeroDeCriancasDe0A3AnosAcompanhadasComDeficencia","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","Criancas de 0 a 3 Anos Acompanhadas Com Deficiencia","numeric","CF-1",1,"2","Pessoas",""
"numerodeCriancasde0a3anosAcompanhadasConformeRacaCor-amarelas","Crianças de 0 a 3 anos Acompanhadas Conforme Raça e Cor","Amarelas","numeric","CRC-1",1,"2","Pessoas",""
"numerodeCriancasde0a3anosAcompanhadasConformeRacaCor-brancas","Crianças de 0 a 3 anos Acompanhadas Conforme Raça e Cor","Brancas","numeric","CRC-2",1,"2","Pessoas",""
"numerodeCriancasde0a3anosAcompanhadasConformeRacaCor-indigenas","Crianças de 0 a 3 anos Acompanhadas Conforme Raça e Cor","Indígenas","numeric","CRC-3",1,"2","Pessoas",""
"numerodeCriancasde0a3anosAcompanhadasConformeRacaCor-pardas","Crianças de 0 a 3 anos Acompanhadas Conforme Raça e Cor","Pardas","numeric","CRC-4",1,"2","Pessoas",""
"numerodeCriancasde0a3anosAcompanhadasConformeRacaCor-pretas","Crianças de 0 a 3 anos Acompanhadas Conforme Raça e Cor","Pretas","numeric","CRC-5",1,"2","Pessoas",""
"numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais-ciganos","Crianças de 0 a 3 anos Acompanhadas de Povos e Comunidades Tradicionais","Ciganos","numeric","CPT-1",1,"2","Pessoas",""
"numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais-comunidadesDeMatrizAfrinacana","Crianças de 0 a 3 anos Acompanhadas de Povos e Comunidades Tradicionais","Comunidades de Matriz Africana","numeric","CPT-2",1,"2","Pessoas",""
"numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais-extrativistas","Crianças de 0 a 3 anos Acompanhadas de Povos e Comunidades Tradicionais","Extrativistas","numeric","CPT-3",1,"2","Pessoas",""
"numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais-quilombolas","Crianças de 0 a 3 anos Acompanhadas de Povos e Comunidades Tradicionais","Quilombolas","numeric","CPT-4",1,"2","Pessoas",""
"numerodeCriancasDe0a3AnosAcompanhadasDePovosEComunidadesTradicionais-rIbeirinhos","Crianças de 0 a 3 anos Acompanhadas de Povos e Comunidades Tradicionais","Ribeirinhos","numeric","CPT-5",1,"2","Pessoas",""
"numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasComDeficiencia","Crianças De 0 a 6 anos Beneficiárias do BPC Acompanhadas com Deficiência","com Deficiência","numeric","CPD-1",1,"2","Pessoas",""
"numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor-amarelas","Crianças de 0 a 6 anos Beneficiárias do BPC Acompanhadas Conforme Raca e Cor","Amarelas","numeric","CRR-1",1,"2","Pessoas",""
"numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor-brancas","Crianças de 0 a 6 anos Beneficiárias do BPC Acompanhadas Conforme Raca e Cor","Brancas","numeric","CRR-2",1,"2","Pessoas",""
"numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor-indigenas","Crianças de 0 a 6 anos Beneficiárias do BPC Acompanhadas Conforme Raca e Cor","Indígenas","numeric","CRR-3",1,"2","Pessoas",""
"numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor-pardas","Crianças de 0 a 6 anos Beneficiárias do BPC Acompanhadas Conforme Raca e Cor","Pardas","numeric","CRR-4",1,"2","Pessoas",""
"numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasConformeRacaCor-pretas","Crianças de 0 a 6 anos Beneficiárias do BPC Acompanhadas Conforme Raca e Cor","Pretas","numeric","CRR-5",1,"2","Pessoas",""
"numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais-ciganos","Crianças de 0 a 6 anos Beneficiárias do BPC acompanhadas de Povos e Comunidades Tradicionais","Ciganos","numeric","CCT-1",1,"2","Pessoas",""
"numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais-comunidadesDeMatrizAfrinacana","Crianças de 0 a 6 anos Beneficiárias do BPC acompanhadas de Povos e Comunidades Tradicionais","Comunidades de Matriz Africana","numeric","CCT-2",1,"2","Pessoas",""
"numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais-extrativistas","Crianças de 0 a 6 anos Beneficiárias do BPC acompanhadas de Povos e Comunidades Tradicionais","Extrativistas","numeric","CCT-3",1,"2","Pessoas",""
"numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais-quilombolas","Crianças de 0 a 6 anos Beneficiárias do BPC acompanhadas de Povos e Comunidades Tradicionais","Quilombolas","numeric","CCT-4",1,"2","Pessoas",""
"numeroDeCriancasDe0a6anosBeneficiariasDoBPCacompanhadasDePovosEComunidadesTradicionais-rIbeirinhos","Crianças de 0 a 6 anos Beneficiárias do BPC acompanhadas de Povos e Comunidades Tradicionais","Ribeirinhos","numeric","CCT-5",1,"2","Pessoas",""
"numeroDeCriancasEAdolescentesOrfaosIdentificadasEInseridosNaRedeDeProtecaoIntegralNoMunicipio","Programa Cuidar","Crianças e Adolescentes Orfãos Identificadas e Inseridos na Rede De Proteção Integral No Município","numeric","PC-2",1,"2","Pessoas",""
"numeroDeCriancasEAdolescentesQueAcessaramOAuxilioCuidar","Programa Cuidar","Crianças e Adolescentes que Acessaram o Auxílio Cuidar","numeric","PC-3",1,"2","Pessoas",""
"numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar-amarelas","Famílias Acompanhadas Conforme a Raça e Cor do Responsável Familiar","Amarelas","numeric","GAD-1",1,"2","Pessoas",""
"numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar-brancas","Famílias Acompanhadas Conforme a Raça e Cor do Responsável Familiar","Brancas","numeric","GAD-2",1,"2","Pessoas",""
"numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar-indigenas","Famílias Acompanhadas Conforme a Raça e Cor do Responsável Familiar","Indígenas","numeric","GAD-3",1,"2","Pessoas",""
"numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar-pardas","Famílias Acompanhadas Conforme a Raça e Cor do Responsável Familiar","Pardas","numeric","GAD-4",1,"2","Pessoas",""
"numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar-pretas","Famílias Acompanhadas Conforme a Raça e Cor do Responsável Familiar","Pretas","numeric","GAD-5",1,"2","Pessoas",""
"numeroDeGestantesAcompanhadasComDeficencia","Gestantes Acompanhadas","com Deficiência","numeric","GA-1",1,"2","Pessoas",""
"numeroDeGestantesAcompanhadasConformeRacaCor-amarelas","Gestantes Acompanhadas Conforme Raça e Cor","Amarelas","numeric","GRC-1",1,"2","Pessoas",""
"numeroDeGestantesAcompanhadasConformeRacaCor-brancas","Gestantes Acompanhadas Conforme Raça e Cor","Brancas","numeric","GRC-2",1,"2","Pessoas",""
"numeroDeGestantesAcompanhadasConformeRacaCor-indigenas","Gestantes Acompanhadas Conforme Raça e Cor","Indígenas","numeric","GRC-3",1,"2","Pessoas",""
"numeroDeGestantesAcompanhadasConformeRacaCor-pardas","Gestantes Acompanhadas Conforme Raça e Cor","Pardas","numeric","GRC-4",1,"2","Pessoas",""
"numeroDeGestantesAcompanhadasConformeRacaCor-pretas","Gestantes Acompanhadas Conforme Raça e Cor","Pretas","numeric","GRC-5",1,"2","Pessoas",""
"numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais-ciganos","Gestantes Acompanhadas de Povos e Comunidades Tradicionais","Ciganos","numeric","GAT-1",1,"2","Pessoas",""
"numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais-comunidadesDeMatrizAfrinacana","Gestantes Acompanhadas de Povos e Comunidades Tradicionais","Comunidades de Matriz Africana","numeric","GAT-2",1,"2","Pessoas",""
"numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais-extrativistas","Gestantes Acompanhadas de Povos e Comunidades Tradicionais","Extrativistas","numeric","GAT-3",1,"2","Pessoas",""
"numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais-quilombolas","Gestantes Acompanhadas de Povos e Comunidades Tradicionais","Quilombolas","numeric","GAT-4",1,"2","Pessoas",""
"numeroDeGestantesAcompanhadasDePovosEComunidadesTradicionais-rIbeirinhos","Gestantes Acompanhadas de Povos e Comunidades Tradicionais","Ribeirinhos","numeric","GAT-5",1,"2","Pessoas",""
"numeroDePessoasAtendidasComDeficencia","Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","Pessoas Atendidas com Deficiência","numeric","DF-1",1,"2","Pessoas",""
"numeroDePessoasAtendidasComDeficiencia","Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","Pessoas Atendidas com Deficiência","numeric","DF-2",1,"2","Pessoas",""
"numeroDePessoasAtendidasConformeAFaixaEtaria-adolescentesDe12A17Anos","Pessoas Atendidas Conforme Faixa Etária","Adolescentes de 12 a 17 Anos","numeric","ET-0",1,"2","Pessoas",""
"numeroDePessoasAtendidasConformeAFaixaEtaria-adultosDe18A29Anos","Pessoas Atendidas Conforme Faixa Etária","Adultos de 18 a 29 Anos","numeric","ET-1",1,"2","Pessoas",""
"numeroDePessoasAtendidasConformeAFaixaEtaria-adultosDe30A59Anos","Pessoas Atendidas Conforme Faixa Etária","Adultos de 30 a 59 Anos","numeric","ET-2",1,"2","Pessoas",""
"numeroDePessoasAtendidasConformeAFaixaEtaria-criancasDe0A6Anos","Pessoas Atendidas Conforme Faixa Etária","Crianças de 0 a 6 Anos","numeric","ET-3",1,"2","Pessoas",""
"numeroDePessoasAtendidasConformeAFaixaEtaria-criancasDe7A11Anos","Pessoas Atendidas Conforme Faixa Etária","Crianças de 7 a 11 Anos","numeric","ET-4",1,"2","Pessoas",""
"numeroDePessoasAtendidasConformeAFaixaEtaria-idosos60AnosOuMais","Pessoas Atendidas Conforme Faixa Etária","Idosos de 60 Anos ou mais","numeric","ET-5",1,"2","Pessoas",""
"numeroDePessoasAtendidasConformeRacaCor-amarelas","Pessoas Atendidas Conforme Raça e Cor","Amarelas","numeric","RC-1",1,"2","Pessoas",""
"numeroDePessoasAtendidasConformeRacaCor-brancas","Pessoas Atendidas Conforme Raça e Cor","Brancas","numeric","RC-2",1,"2","Pessoas",""
"numeroDePessoasAtendidasConformeRacaCor-indigenas","Pessoas Atendidas Conforme Raça e Cor","Indígenas","numeric","RC-3",1,"2","Pessoas",""
"numeroDePessoasAtendidasConformeRacaCor-pardas","Pessoas Atendidas Conforme Raça e Cor","Pardas","numeric","RC-4",1,"2","Pessoas",""
"numeroDePessoasAtendidasConformeRacaCor-pretas","Pessoas Atendidas Conforme Raça e Cor","Pretas","numeric","RC-5",1,"2","Pessoas",""
"numeroDePessoasAtendidasDePovosEComunidadesTradicionais-ciganos","Pessoas Atendidas de Povos e Comunidades Tradicionais","Ciganos","numeric","CT-1",1,"2","Pessoas",""
"numeroDePessoasAtendidasDePovosEComunidadesTradicionais-comunidadesDeMatrizAfrinacana","Pessoas Atendidas de Povos e Comunidades Tradicionais","Comunidades de Matriz Africana","numeric","CT-2",1,"2","Pessoas",""
"numeroDePessoasAtendidasDePovosEComunidadesTradicionais-extrativistas","Pessoas Atendidas de Povos e Comunidades Tradicionais","Extrativistas","numeric","CT-3",1,"2","Pessoas",""
"numeroDePessoasAtendidasDePovosEComunidadesTradicionais-quilombolas","Pessoas Atendidas de Povos e Comunidades Tradicionais","Quilombolas","numeric","CT-4",1,"2","Pessoas",""
"numeroDePessoasAtendidasDePovosEComunidadesTradicionais-rIbeirinhos","Pessoas Atendidas de Povos e Comunidades Tradicionais","Ribeirinhos","numeric","CT-5",1,"2","Pessoas",""
"numeroDePessoasAtendidasDoGrupoLGBTQIA","Pessoas Atendidas do Grupo LGBTQIA","LGBTQIA","numeric","LG-1",1,"2","Pessoas",""
"numeroDePessoasAtendidasIdosas","Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","Pessoas Atendidas Idosas","numeric","DF-3",1,"2","Pessoas",""
"numeroDePessoasAtendidasNoTotal","Pessoas Atendidas no Total","Atendimento Total","numeric","TT-1",1,"2","Pessoas",""
"numeroDePessoasComDeficenciaNasFamiliasAcompanhadasPeloPAIF","Serviço de Proteção e Atendimento Integral a Família - PAIF","Pessoas Com Deficiência nas Famílias Acompanhadas Pelo PAIF","numeric","PAI-6",1,"2","Pessoas",""
"numeroDePessoasConformeOSexo-feminino","Pessoas Atendidas Conforme o Sexo","Feminino","numeric","SX-1",1,"2","Pessoas",""
"numeroDePessoasConformeOSexo-masculino","Pessoas Atendidas Conforme o Sexo","Masculino","numeric","SX-2",1,"2","Pessoas",""
"numeroDePessoasDoGrupoLGBTQIANasFamiliasAcompanhadas","Serviço de Proteção e Atendimento Integral a Família - PAIF","Pessoas do Grupo LGBTQIA nas Famílias Acompanhadas","numeric","PAI-7",1,"2","Pessoas",""
"numeroDePessoasInseridasNosGruposDoServicoDeConvivenciaEFortalecimentoDeVinculosSCFVQueSaoDeFamiliasAcompanhadasPeloPAIF","Serviço de Proteção e Atendimento Integral a Família - PAIF","Pessoas Inseridas nos Grupos do Servico de Convivência e Fortalecimento de Vínculos SCFV que são de Famílias Acompanhadas Pelo PAIF","numeric","PAI-8",1,"2","Pessoas",""
"numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-adolescentesDe12A17Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","Adolescentes de 12 a 17 Anos","numeric","PFE-1",1,"2","Pessoas",""
"numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-adultosDe18A29Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","Adultos de 18 a 29 Anos","numeric","PFE-2",1,"2","Pessoas",""
"numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-adultosDe30A59Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","Adultos de 30 a 59 Anos","numeric","PFE-3",1,"2","Pessoas",""
"numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-criancasDe0A6Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","Crianças de 0 a 6 Anos","numeric","PFE-4",1,"2","Pessoas",""
"numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-criancasDe7A11Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","Crianças de 7 a 11 Anos","numeric","PFE-5",1,"2","Pessoas",""
"numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-idosos60AnosOuMais","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","Idosos de 60 Anos ou mais","numeric","PFE-6",1,"2","Pessoas",""
"numeroDePessoasNasFamiliasAcompanhadasConformeOSexo-feminino","Pessoas nas Famílias Acompanhadas Conforme o Sexo","Feminino","numeric","PFA-1",1,"2","Pessoas",""
"numeroDePessoasNasFamiliasAcompanhadasConformeOSexo-masculino","Pessoas nas Famílias Acompanhadas Conforme o Sexo","Masculino","numeric","PFA-2",1,"2","Pessoas",""
"numeroDePessoasOuFamiliasQueAcolheramCriancasOuAdolescentesOrfaos","Programa Cuidar","Pessoas ou Famílias que Acolheram Crianças ou Adolescentes Orfãos","numeric","PC-4",1,"2","Pessoas",""
"quantasCriancasDoProgramaPrimeiraInfanciaNoSUASProgramaCriancaFelizSaoAcompanhadasEmServicosDeAcolhimentoInstitucionalEFamiliar","Programa Primeira Infância no SUAS / Programa Criança Feliz - PCF","Crianças Do Programa Primeira Infância no SUAS e Programa Criança Feliz Acompanhadas Em Serviços de Acolhimento Institucional e Familiar","numeric","CF-5",1,"2","Pessoas",""
"residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantadadeDePessoasForamDesligadasDoServicoPorAutonomia","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","Pessoas que foram Desligadas do Servico Por Autonomia","numeric","RAD-2",1,"2","Pessoas",""
"residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantidadeDePessoasBeneficiariasDeAuxilioMoradiaAluguelSocial","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","Pessoas Beneficiárias de Auxílio Moradia/Aluguel Social","numeric","RAD-3",1,"2","Pessoas",""
"residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantidadeDePessoasForamAcolhidas","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","Pessoas Acolhidas","numeric","RAD-4",1,"2","Pessoas",""
"residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantidadeDePessoasForamDesligadasDoServicoPorObito","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","Pessoas Desligadas do Servico Por Óbito","numeric","RAD-5",1,"2","Pessoas",""
"residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantidadeDePessoasForamDesligadasDoServicoPorReinsercaoFamiliar","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","Pessoas que foram Desligadas do Serviço por Reinserção Familiar","numeric","RAD-6",1,"2","Pessoas",""
"residenciaInclusivaJovensEAdultosComDeficiencia18A59Anos-quantidadeDePessoasSaoBeneficiariasDoBPC","Residência Inclusiva - Jovens e Adultos com Deficiência (18 a 59 Anos)","Pessoas Beneficiárias do BPC","numeric","RAD-7",1,"2","Pessoas",""
