cod,descricao
60447,"DISPOSITIVO  CANO 50"
60448,"REFLETOR  CASCATA RGB  45CM"
60449,"REJUNTAMENTO  ELIANE PISCINA  BRANCO 4KG"
60450,"2 - FECHADURA  LEXI EXT. M0994Z  EZ1750 CIL CA  IMAB -  CJ9481E17CA00K"
60451,"1 - FECHADURA  LEXI EXT. M0994Z  EZ1750 CIL CA  IMAB -  CJ9481E17CA00K"
60452,"1 - FECHADURA  LEXI EXT. M0994Z  EZ1750 CIL CA  IMAB -  CJ9481E17CA00K"
60453,"1 - FECHADURA  LEXI EXT. M0994Z  EZ1750 CIL CA  IMAB -  CJ9481E17CA00K"
60454,"OCULOS SS1  WORKER"
60455,"CX LUZ DRYWALL -  4X2"
60456,"COMPONENTE B  PARA PU  INTERTHANE 600ML"
60457,"TINTA PU BRANCO  INTERTHANE 3.6L"
60458,"1 - LIXEIRA P/ PIA  DE GRANITO 5LT  TRAMONTINA -  94518/005"
60459,"1 - PLAFON SLIM  FIT LED  QUADRADO 18W  3000K TASCHIBRA - 15090120"
60460,"1 - SPOT EMBUTIR  LED QUAD SP 25  5W 6500K  TASCHIBRA -  15090136"
60461,"1 - SPOT EMBUTIR  LED QUAD SP 25  5W 3000K  TASCHIBRA -  15090135"
60462,"1 - SPOT EMBUTIR  LED QUAD SP 25  5W 3000K  TASCHIBRA -  15090135"
60463,"1 - SPOT EMBUTIR  LED QUAD SP 25  5W 3000K  TASCHIBRA -  15090135"
60464,"1 - SPOT EMBUTIR  LED QUAD SP 25  5W 3000K  TASCHIBRA -  15090135"
60465,"1 - SPOT EMBUTIR  LED QUAD SP 25  5W 3000K  TASCHIBRA -  15090135"
60466,"1 - SPOT EMBUTIR  LED QUAD SP 25  5W 3000K  TASCHIBRA -  15090135"
60467,"1 - REFLETOR  DEEP LED 10W RGB  C/CONTROLE  BRONZEARTE * -  LDCOBRF10CR1"
60468,"1 - ESPETO SOLAR  P/JARDIM DECO 03  3000K TASCHIBRA - 15100059"
60469,"1 - ESPETO  P/JARDIM 1LED  ENERGIA SOLAR  BRONZEARTE * -  LDES1SOPP"
60470,"1 - ESPETO SOLAR  P/JARDIM DECO 03  3000K TASCHIBRA - 15100059"
60471,"1 - ESPETO  P/JARDIM 1LED  ENERGIA SOLAR  BRONZEARTE * -  LDES1SOPP"
60472,"1 - LUMINARIA  SLIM LED 10  AUTOVOLT 6500K  BR TASCHIBRA -"
60473,"NOZ MOSCADA  BOLA 25 KG"
60474,"ALHO AROMA ID.  NAT. SA"
60475,"CHURRASCO  AROMA ID. NAT.  SA"
60476,"PIMENTA  MALAGUETA  AROMA ID. NAT.  SA"
60477,"FITA VEDA RSC  18X50M TIGRE"
60478,"TORN LAV FIX  OGGI 1192  FABRIMAR (3686)"
60479,"TORN COZ PAR  OGGI1169FABRIM( None"
60480,"VALV COZ 3.1-2  INOX 1624  LORENZETTI"
60481,"VALV TANQUE S-L  1612 C20  LORENZETTI"
60482,"SIFAO UNIV C- COPO CR SSUC2  ASTRA"
60483,"ANEL CERA  VEDACAO VASO  MAXSEAL"
60484,"TE SD 32MM TIGRE"
60485,"TE SD 32MM TIGRE"
60486,"JOELHO SD  90X32MM TIGRE"
60487,"PILHA PQ 15X4 C-4  EVEREADY"
60488,"2 - FABRIMAR  CREATO  ACAB.DIREITO 1/2  E 3/4 CR - 6497"
60489,"IMPRESSOS -  SOLAPA COM  VERNIZ TOTAL"
60490,"GR 150ML  INCOLOR 11.00G  ROSCA 1"
60491,"ET ADES 48X50  BR/VERM SUPRA AL"
60492,"SACO ALGODAO  ALVEJADO SG GD"
60493,"ESPONJA  LIMPPANO DUPLA  FACE"
60494,"SIF METAL PIA  AMER 1725  LORENZ."
60495,"LAMINA ESTREITA  TUBO C/10 CIS"
60496,"LAMINA ESTREITA  TUBO C/10 CIS"
60497,"PASTA ABA ELAST  OF 2CM FUME ACP"
60498,"BACIA PLASVALE  CAN 34LT N5 5"
60499,"RODO MADEIRA  COMPLETO 30 CM"
60500,"AMAC AMACITEL  MOMENTO CARINH"
60501,"SABAO EM PO  OMO MULTI ACAO  1"
60502,"ALCOOL LIQUIDO  TUPI NEUTRO 4"
60503,"SABAO EM BARRA  YPE NEUTRO 1K"
60504,"SABAO  EXTRUZADO  BARRA COCO 1"
60505,"CHAVE MOTOR AL  CS-840 L-D 40A  MARGIRIUS"
60506,"VEDA JUNTA  DIESEL 25G 3M"
60507,"CETOL AC CANELA  3.6L"
60508,"FAIXA ITAG ART  COMPOSE T801  46X67CM"
60509,"ETIQUETAS PERS.  AUTOADESIVAS  ATRIOS  ALIMENTOS  EMPANA PEIXE  250G - COUCHE C/  HOT STAMP -  82X108"
60510,"CANTILHAO  MOSQUITEIRO"
60511,"HIPOCLORITO DE  SODIO 2LTS"
60512,"COLHER DE MESA  INOX VITORIA"
60513,"ANEL C/ FUNDO  0.80 X 0.50  FIARCAL"
60514,"SPOT EMB  MINIDICR GU4  13506 BONIN"
60515,"MOD INT BIP  PARAL 16A EV  2870 FAME"
60516,"MOD INT 1P SM  338 FAME"
60517,"MOD INT 1P SM  338 FAME"
60518,"(INATIVADO)  MOLHO ARABE  900ML"
60519,"LUVA NEOPREX  TAM 8"
60520,"TOALHA DE PAPEL  BRANCA SOFT"
60521,"?"
60522,"?"
60523,"1 - LAMPADA LED  G9 MINI  EMCAP.3W 2700K  127 BRILIA -  433416"
60524,"BOMBA AUTO  ASPIRANTE  DANCOR AP-2R  1/2CV M (220V) -  10713144"
60525,"1 - MESA INFANTIL  DONACHICA AZUL  TRAMONTINA -  92320/670"
60526,"1 - POLTRONA  INFANTIL CATTY  AZUL  TRAMONTINA -  92264/070"
60527,"1 - CONJ.PANELAS  MONACO  INDUCAO 4PCS  TRAMONTINA* -  20799/780"
60528,"1 - APARELHO  JANTAR 30PCS MIX  MATCH FULLFIT -  20365"
60529,"CARRO COLETOR  372 LT 81X71X104- C/ALCA E RODA  BRANCA"
60530,"ETIQUETAS PERS.  AUTOADESIVAS  SUPRA ALIMENTOS  KETCHUP  TRADICIONAL  400G - COUCHE -  160X66"
60531,"FACA FLEXIVEL  160X66"
60532,"ETIQUETAS PERS.  AUTOADESIVAS  SUPRA ALIMENTOS  MOSTARDA 200G -  COUCHE - 121X50"
60533,"ETIQUETAS PERS.  AUTOADESIVAS  SUPRA ALIMENTOS  KETCHUP  TRADICIONAL  200G - COUCHE -  121X50"
60534,"ACAB T1 A1 GYRO  FABRIMAR (5344)"
60535,"PERFURADOR GE-4  4 FUROS P/10FLS  GENIAL"
60536,"PRESILHA P/ TELA  MOSQUITEIRO"
60537,"TRILHO GALV LISO  35MM C- 50CM936604  CEMAR"
60538,"EMENDA POLIET 3- 4 INCA"
60539,"DUREPOXI 50G"
60540,"TE RSC 3-4 TIGRE"
60541,"LUVA CORRER  100MM TIGRE"
60542,"ANEL BORRACHA  100MM TIGRE"
60543,"INT PAIN TRIP 20A  CS-301 TS-SS  MARGIRIUS"
60544,"1 - CONJ. SERVIR  MONACO 5X1  RUVOLO - 80603"
60545,"1 - VIVACE  CONJ.POTES 3PCS  VERMELHO 082- 442026 - 082- 442026"
60546,"TINTA SPRAY BCO  BRILH.6X350  TEK.C6"
60547,"ALICATE  REBITADOR 4  BICOS THOMPSON"
60548,"PALHA DE ACO  ASSOLAN NO 0  25G -  7896090122592"
60549,"ALGICIDA CHOQUE  GENCO 1LT -  7896544400047"
60550,"GENFLOC  CLARIFICANTE  GENCO 1LT -  7896544400184"
60551,"VASSOURA SUPER - 7898053279411"
60552,"ETIQUETAS PERS.  AUTOADESIVAS  SUPRA ALIMENTOS  EMPANA CARNE  250G - COUCHE  COM HOTSTAMP -  82X108"
60553,"ETIQUETAS PERS.  AUTOADESIVAS  SUPRA ALIMENTOS  EMPANA FRANGO  250G - COUCHE C/  HOT STAMP -  82X108"
60554,"VASSOURA PISOS  DELICADOS  BRILHUSBETTANIN"
60555,"BETUME"
60556,"SABONETE DOVE  ORIGINAL 90G -  7898422746759"
60557,"CREME DENTAL  COLGATE  LUMINOUS WHITE  70G -  7891024030820"
60558,"CESTA P/VALVULA  AMERICANA  DAKASA -  7896954360535"
60559,"ESCOVA DENTAL  DENTIL WHITE  CLEAN MEDIA C/03  UND -  7897534837768"
60560,"XICARA DE CHA  C/PIRES NADIR -  7891155016137"
60561,"XICARA DE CHA  CRISTAL  WEHATON -  7891240010453"
60562,"JARRA CISPER  NOBILE 1.5LT -  7891017000595"
60563,"LUVA VAQUETA  PETROLEIRA  TOTAL GABI"
60564,"BOTINA  SEG.EL.S/B  PFERRO 43"
60565,"BOTINA  SEG.EL.C/B ACO  PFERRO 39"
60566,"OCULOS  SEGUR.FENIX  INCOL DANNY"
60567,"PORCA  DODILOCK(06MM)( 1.5)"
60568,"ABRAÇADEIRA  REG(09MM)(7/16X5 None"
60569,"ABRAÇADEIRA  PLASTICA(277MM)( None"
60570,"ABRAÇADEIRA  REG(09MM)(3/4X1. None"
60571,"PARAFUSO  SEXT(10X030)(ROS 1.25)(4121018)"
60572,"ORING(001A015)(0 None"
60573,"PARAFUSO  SEXT(06X030)(4100 AÇO 8.8"
60574,"TORN BOIA CX  DAG C-CLICK 1-2 3- 4 TIGRE"
60575,"TUBO PVC SD 6M  25MM TIGRE"
60576,"BOTA PVC  C/MEDIO PT 38"
60577,"SAPATO MOOV  PTO 41"
60578,"COLA SUPER  BONDER 3G -  7891200190942"
60579,"SACO ALGODAO  EXTRA 55X78 -  7897493423552"
60580,"ETIQUETAS PERS.  AUTOADESIVAS  ATRIOS  ALIMENTOS  TEMPERO  COMPLETO  P/CHURRASCO  500G - COUCHE -  106X100"
60581,"ETIQUETAS PERS.  AUTOADESIVAS  ATRIOS  ALIMENTOS  COLORAU  NORDESTINO 200G  - COUCHE C/HOT  STAMP-90X110"
60582,"DIFUSOR DE  AROMAS SECAR  VERBENA 100ML -  7896013402640"
60583,"LIMPADOR PERF  CASAPERFUME  AGRADABLE 1LT -  7896040703727"
60584,"OLEO DE PEROBA  200ML -  7896050500019"
60585,"BASE RELE 110- 220V  STIELETRONICA"
7,"INSUMOS"
70002,"PREPARAÇÃO  P/CALDO DE PEIXE  10KG (CHEFF MIX)"
70003,"PREPARAÇÃO P/  CALDO DE BACON  10KG  (CHEFF MIX)"
70004,"PREPARAÇÃO P/  CALDO DE CARNE  10KG (CHEFF MIX)"
70005,"PREPARAÇÃO P/  CALDO DE  CAMARÃO 10KG  (CHEFF MIX)"
70006,"PREPARAÇÃO P/  CALDO DE  GALINHA 10KG  (CHEFF MIX)"
70007,"AMACIANTE DE  CARNE FD  10X1.01KG  (TEMPERA BEM)"
70008,"CALDO DE  GALINHA FD  10X1.010KG  (TEMPERA BEM)"
70009,"CALDO DE  CAMARAO FD  10X1.010KG  (TEMPERA BEM)"
70010,"CALDO DE PEIXE  FD 10X1.010KG  (TEMPERA BEM)"
70011,"CALDO DE BACON  FD 10X1.010KG  (TEMPERA BEM)"
70012,"CALDO DE CARNE  FD 10X1.010KG  (TEMPERA BEM)"
70013,"CALDO DE  BACALHAU FD  10X1.010KG  (TEMPERA BEM)"
70015,"ALHO EM PO CX  25KG."
70016,"ALHO GRAN 8/16  25KG -- 52"
70025,"OREGANO  EM PO  5KG."
70028,"LOURO EM FOLHAS  TURCO EXTRA CX  20KG."
70032,"PAPRICA DOCE  10KG"
70034,"NOZ MOSCADA  BOLA SACO 10KG."
70035,"CEBOLA EM  FLOCOS 25KG"
70038,"COENTRO  DESIDRATADO  10KG"
70040,"LEMON PEPPER  25KG"
70041,"MANJERICAO 25 KG"
70043,"NOZ MOSCADA  MOIDA PURA 25KG"
70045,"PAPRICA PICANTE  25 KG"
70050,"CANELA EM CASCA  6CM AA 20KG"
70051,"SEMENTE DE  URUCUM 50KG"
70055,"FARINHA TRIGO  T1 T.O. 50KG"
70057,"OLEO DE  AMENDOIM  REFINADO - CX 3 X  6 LT"
70060,"ALECRIM EM PO  PURA 10KG"
70061,"CHIMI CHURRI  25KG"
70062,"CRAVO DA INDIA"
70063,"ERVA DOCE 50KG"
70065,"PIMENTA PRETA  GRAO 50 KG"
70066,"UVA PASSA  ARGENTINA   MEDIA PRETA 10KG"
70067,"CONFEITO  CHOCOLATE  GRANULADO 25 KG"
70068,"CONFEITO  COLORIDO  GRANULADO 25 KG"
70069,"CONFEITO  CHOCOLATE  REDONDO CX 2 X 5  KG"
70070,"CONFEITO  ALUMINIZADO CX  2 X 5 KG"
70071,"GOMA XANTANA  (XANTHAN GUM  FOOD GRADE 200  MESH) CX 25KG"
70072,"AMIDO DE MILHO  COMUM  AMISOL  25KG"
70075,"SAL PARA  CHURRASCO 25KG"
70076,"SAL REFINADO  COM IODO 25KG"
70079,"BENZOATO DE  SODIO 25KG"
70080,"ACIDO CITRICO 25  KG"
70083,"PIMENTA  CALABRESA EM PO  IMPORTADA 25KG."
70086,"PIMENTA BRANCA  EM PO 10KG"
70089,"CRAVO DA INDIA  MOIDO 10 KG"
70090,"SALSA  DESIDRATADA  10KG"
70091,"CEBOLINHA  DESIDRATADA 10  KG"
70094,"BICARBONATO DE  SODIO IMP 25KG"
70095,"CEBOLA EM PO  25KG"
70096,"OREGANO  PERUANO 12.5 KG"
70097,"PIMENTA  CALABRESA  FLOCOS  IMPORTADA 25KG"
70098,"MANJERONA EM  FOLHA 20KG"
70101,"FUBA DE MILHO 25  KG"
70102,"FUBA MAIS  GRANULADO 25 KG"
70103,"GLUTAMATO DE  MONOSSODICO  25KG"
70104,"ALECRIM EM  FLOCOS 25KG"
70105,"HORTELA EM  FLOCOS 25KG"
70106,"PIMENTA DO  REINO MOIDA  SACO 25KG."
70107,"ACUCAR  REFEFINADO"
70109,"METABISSULFITO  DE SODIO X SACO  25KG."
70113,"ACAFRAO PURO  MOIDO 25 KG"
70114,"LOURO EM PO  PURO 10 KG"
70115,"CANELA PO PURA"
70116,"COENTRO EM PO  PURO 10 KG"
70117,"COMINHO EM PO  PURO 25 KG"
70119,"PIMENTA DO  REINO MOIDA  10KG (CHEFF MIX)"
70120,"ALFAVACA EM PO  20KG"
70121,"ALHO FRITO  CAIXA 16KG."
70122,"GUARANA EM PO"
70124,"GERGELIM CLARO  20 KG"
70125,"AZEITE DE DENDE  OPALMA 15.6 LT"
70126,"SOJA EM GRAOS  7MM 50 KG"
70127,"MOSTARDA EM PO  25 KG"
70128,"ACIDO LATICO 25  KG"
70129,"CORANTE  CARAMELO BALDE  25 KG"
70130,"SORBATO DE  POTASSIO 25 KG"
70131,"AMIDO CLEARJEL  25 KG"
70132,"AMIDO HYLON 25  KG"
70134,"VINAGRE ALCOOL"
70135,"VINAGRE  COLORIDO"
70137,"OLEO DE SOJA  900ML CX 20 UNID"
70138,"CAFE MOIDO  250GR"
70139,"EDTA DISSODICO  25KG"
70140,"FUMARIM  ESSÊNCIA DE  BACON EM PÓ  25X1KG"
70146,"PIMENTA  BIQUINHO 1KG"
70147,"PITANGA  VERMELHA 1KG"
70149,"PIMENTA CUMARI  DO PARA 1KG"
70150,"PIMENTA DEDO DE  MOÇA 1KG"
70151,"PIMENTA  MALAGUETA  VERDE 1KG"
70152,"PIMENTA  MALAGUETA  VERMELHA 1KG"
70154,"PITANGA AMARELA  1KG"
70155,"TOMILHO 25KG"
70156,"AMACIANTE DE  CARNE (CHEFF  MIX) 10KG"
70165,"OLEO REF  MILHO/CX 20 FR  TIPO 1"
70166,"PREPARAÇÃO P/  CALDO DE  BACALHAU 10KG"
70167,"ACETICO 5LT"
70171,"PIMENTA DEDO DE  MOÇA VERDE"
70172,"MANJERONA  VENTILADA 10KG"
70173,"HORTELÃ  VENTILADA 10KG"
70174,"MANJERICAO  VENTILADO 10KG"
70175,"TOMATE SECO  TURCO 10KG"
70176,"COLA PLASTICA  REF.11;70E BCA.  BOMBONA"
70177,"MOSTARDA GRAO  SC 25KG"
70178,"TEMPERO P/PEIXE- SC-25KG"
70180,"PIMENTA BODE  AMARELA 1KG"
70181,"AMIDO PREGELAT  SNOW FLAKE  G2141"
70182,"CORANTE  CARAMELO DES PO"
70183,"MALTO DEXTRINA  20 CA"
70184,"CARMIM DE  COCHONILHA 3%  PO"
70185,"CORANTE  CARAMELO DP  25KG LIQ"
70186,"CORANTE  ARTIFICIAL  AMARELO OVO 20  KG"
70188,"PROTEÍNA  VEGETAL HPP 530.  LOTE:  SO00138897-25"
70189,"PROTEÍNA  VEGETAL HPP 531.  LOTE:  SO00142293-25"
70190,"COENTRO EM  GRÃOS"
70191,"CEBOLA  GRANULADA MÉDIA"
70192,"AROMA IDENTICO  AO NATURAL DE  CAMARAO (PO)  190659"
70193,"AROMA IDENTICO  AO NATURAL DE  CAMARAO (PO)  190659"
70194,"AROMA IDENTICO  AO NATURAL DE  GALINHA CAIPIRA  (PO) 191234"
70195,"AROMA NATURAL  DE ALHO (PO)  191685"
70196,"AROMA  ARTIFICIAL DE  PEIXE (T/  BACALHAU) (PO)  195848"
70197,"AROMA  ARTIFICIAL DE  CARNE (T/ CALDO)  (PO) 199376"
70198,"AROMA IDENTICO  AO NATURAL DE  BACON (PO)  282299"
70199,"CORANTE COR  CARAMELO (PO)  950514"
70200,"MASSA DE TRIGO  CRUA PARA  SNACKS  (CUADRIBACON  LISTRADO  MEDIANO) - 15 KG"
70201,"MASSA DE TRIGO  CRUA PARA  SNACKS 2X3 LISO  (BACON  ARTESANAL) - 15KG"
70202,"MASSA DE MILHO  CRUA PARA  PREPARAR  SNACKS (TORTILLA  DE MAIZ)15 KG"
70203,"MASSA DE BATATA  CRUA PARA  SNACKS (HOJUELA  MICROO DE PAPA)  - 8 KG"
70204,"LOURO TURCO"
70205,"OLEO REF  GIRASSOL/CX  20FR TIPO 1"
70206,"AROMA ID  NATURAL CEBOLA  CB001 LT :  2120/0116"
70207,"AROMA ID  NATURAL  BACALHAU BCL001  LT : 0459/0416"
70208,"CORANTE  EXTRATO URUCUM  LT : 0973/16"
70209,"PO DE CACAU  ALCALINO BLACK"
70210,"SUSPENÇÃO  OLEOSA DE  URUCUM K7"
70211,"ALHO FLOCOS 20  KG"
70212,"FECULA  MANDIOCA 25KG"
70213,"SNOW FLAKE G- 2141. LOTE:  1170700-25"
70214,"GENGIBRE EM PO  10 KG"
70215,"D'FUMAR AR007 LT  : 1790/0616"
70216,"AROMA ID  NATURAL CARNE  CRN014 LT :  1788/0616"
70217,"ACIDO SORBICO  IMPORTACAO 25KG"
70218,"FOSFATO  TRICALCICO. LT :  3122/15"
70219,"BHT. LT : 2865/14"
70220,"DIOXIDO DE  SILICIO"
70221,"FAR. FAMIGLIA  VENTURELLI  INTEGRAL 5X5"
70222,"ACAI EM PO 5KG"
70223,"CHA VERDE  FOLHAS/TALOS  NACIONAL 5KG"
70224,"EXTRATO DE SOJA  NATURAL 20KG"
70225,"SAL (ROSA) DO  HIMALAIA GROSSO  10KG"
70226,"SAL (ROSA) DO  HIMALAIA GROSSO"
70227,"GENGIBRE EM  CUBOS  CRISTALIZADO 5KG"
70228,"HIBISCO FLORES"
70229,"PROTEINA DE  SOJA GRANULADA  CARAMELO 20KG"
70230,"SOJA CROCANTE  BACON 5KG"
70231,"SOJA CROCANTE  CHURRASCO 5KG"
70232,"AVEIA EM FLOCOS  FINA 25KG"
70233,"CAMOMILA  NACIONAL"
70234,"FARINHA DE AVEIA  25KG"
70235,"FARINHA DE  BANANA VERDE"
70236,"FARINHA DE  BERINJELA"
70237,"FARINHA DE CHIA"
70238,"FARINHA DE  LINHACA DOURADA"
70239,"FARINHA DE  MARACUJA"
70240,"SEMENTE DE CHIA"
70241,"LINHACA DOURADA"
70242,"DETOX VERDE"
70243,"QUINUA EM GRAO"
70244,"CACAU EM PO  (ALCALINO) 25 KG"
70245,"SAL DO HIMALAIA  GROSSO 10 KG"
70246,"SAL (ROSA)  DO  HIMALAIA FINO"
70247,"AMIDO  MODIFICADO DA  PQ"
70248,"GRANOLA DIET  20KG"
70249,"GOJI BERRY  FRUTA DESID. 5KG"
70250,"FARINHA SB EQ.  AB. GOJI BERRY  20KG"
70251,"FARINHA DE COCO"
70252,"COENTRO  SEMENTE 25 KG - S"
70253,"ALHO GRAN F. IMP  16KG"
70254,"CEBOLA GRAN  GRAUDA INDIANA  15KG"
70255,"UVA PASSA PRETA  S/S TURCA 10 KG"
70256,"AROMA ID  NATURAL  BARBECUE BRC002  LT 2345/1216"
70257,"FARINHA  FAMIGLIA  VENTURELLI  INTEGRAL 25KG"
70258,"ERVA DOCE  SEMENTE 20KG S"
70259,"CEBOLINHA VERDE  FLOCOS  IMPORTADA"
70260,"PASTA TOMATE  30/32 1.03KG"
70261,"NECTAR DE  MARACUJA"
70262,"CAFE  ALMOF.EXTRAF.CO 10X500G"
70263,"ACIDO CITRICO  ANIDRO COFCO 25  KG IMPORT"
70264,"SOJA EM GRAOS  10KG"
70265,"SAL REFINADO  S/IODO 25KG - ITA"
70266,"SAL GRANULADO  GROSSO S/IODO  25KG - ITA"
70267,"POLPA TOMATE  BRIX 30/32"
70268,"FAR.TRIGO GLOBO  25KGS - TIPO 1"
70269,"PIMENTA DO  REINO PRETA PO  PURA"
70270,"TOMATE SECO  MOIDO"
70271,"TOMATE  DESIDRATADO  FLOCOS"
70272,"GENGIBRE PO  PURO"
70273,"CURCUMA EM PO  PURA"
70274,"ALHO PO INDIANO  20 KG"
70275,"DIOXIDO DE  SILICIO"
70276,"SAIS DE EDTA  DISSODICO"
70277,"MALTOGILL 20 SC  25 KG"
70278,"PROTEINA DE  SOJA CARAMELO  25 KG"
70279,"GRANOLA SEM  ACUCAR 10KG"
70280,"TOMADA 20A 7315  PERLEX"
70281,"ADESIVO  AQUAT.CPVC 175G  TIGRE"
70282,"FITA ISOL SCOTH  33+ 10M 3M"
70283,"CONEC AQUAT  MACHO 22X1-2  TIGRE"
70284,"TORN PIA PVC BR  KRONA 777"
70285,"PARAFUSO  TANQUE 2302  BUCHA 12"" LEAO"
70286,"LUVA AQUATH  22MM TIGRE"
70287,"GRELHA 15X15 C- CAST 119A  MOLDENOX"
70288,"RABICHO FLEX AG  QU40CM  CR4607(3040)"
70289,"INT 1S SIMPLES  10A 7381 PERLEX"
70290,"LUMIN QD EMB VID  C-LED 6W 4908- MP2067 MB"
70291,"LAMP LED BULBO  7W 6500K BIV  AVANT"
70292,"ALHO FRITO  IMPORTADO.  MARCA HENAN  SUNNY"
70293,"MOD INT PARAL  16A EV 2865 FAME"
70294,"CURCUMA EM PO  PURA"
70295,"ALECRIM MOIDO"
70296,"OREGANO MOIDO"
70297,"SUPERRESIST 70 -  25KG (AMIDO DE  MANDIOCA  MODIFICADO)"
70298,"COR. ARCOLOR- 100G. AMARELO  GEMA"
70299,"COR. ARCOLOR- 100G. AMARELO  LIMAO"
70300,"COR. ARCOLOR- 100G. MARROM"
70301,"COR. ARCOLOR- 100G. PRETO"
70302,"COR. ARCOLOR- 1KG VERDE"
70303,"COR. ARCOLOR- 1KG VERMELHO"
70304,"COR. ARCOLOR- 1KG VERMELHO  BORDO"
70305,"QUINUA EM  FLOCOS 20 KG"
70306,"FARINHA DE  TRIGO INTEGRAL  FINA 25KG"
70307,"PIMENTA BRANCA  GRAO"
70308,"FARINHA MIX DE  CEREAIS  GOJIBERRY 5KG"
70309,"FARINHA MIX DE  CEREAIS  GOJIBERRY 5KG"
70310,"GLUTAMATO  MONOSSODICO"
70311,"CONDIMENTO  PIMENTA BRANCA  10 KG"
70312,"SALSA NACIONAL  FLOCOS 10 KG"
70313,"ALHO  DESIDRATADO EM  FLOCOS. PARA  CONSUMO  HUMANO."
70314,"ALHO FRITO  GRANULADO 20 KG"
70315,"GOJI BERRY"
70316,"PIMENTA REINO  PRETA GRAO B1"
70317,"ALHO  DESIDRATADO  GRANULADO  FRITO. PARA  CONSUMO  HUMANO."
70318,"ANIZ SEMENTE 50  KG"
70319,"CRAVO INDIA 50  KG"
70320,"NOZ MOSCADA  BOLA 25KG"
70321,"AVEIA EM FLOCOS  GROSSA 25KG"
70322,"MANJERONA  MOIDA"
70323,"ALHO FLOCOS  RAIZ 22.70 KG -  LOTE SP 165"
70324,"CRAVO FLOR 50KG"
70325,"CHIA HISPANICA  PRETA 25KG"
70326,"AROMA ID  NATURAL LIMAO  LIM003 LT :  F0587/1017"
70327,"AROMA ID  NATURAL MOLHO  SHOYO LT :  M0999/1217"
70328,"AROMA ID  NATURAL  MAIONESE LT :  M1000/1217"
70329,"ACUCAR CRISTAL  COAGRO 5KG -  7898903106010"
70330,"ALECRIM 25KG"
8,"CONSUMO"
80001,"JOGO DE REPARO  DNC- 50- PPVA"
80003,"NECTAR DE  LARANJA 1 LITRO"
80004,"ETANOL-3-UN1170- II- GELTRADICIONAL"
80005,"BRITA 0"
80006,"AREIA LAVADA"
80007,"ACUCAR CRISTAL  COAGRO - FARDO  DE 30 KG (15 SCS X  2 KG)"
80008,"BOBINA PLASTICO  BOLHA  1.30X100MTS"
80009,"BOBINA PLASTICO  BOLHA  1.30X100MTS"
80010,"BOBINA PLASTICO  BOLHA  1.30X100MTS"
80011,"REFIL  PERMANENTE AZUL  BIC"
80012,"MOUSE LOGITECH  S/ FIO M185  PRETO  1707LZX339J9  GARANTIA DE 3  MESES GARANTIA  FABRICANTE: 90  DIAS"
80013,"LIXA D'AGUA 1200  CARBORUNDUM"
80014,"LIXA D'AGUA 1200  CARBORUNDUM"
80015,"SEMENTE DE CHIA  KG"
80016,"GENGIBRE EM PO  KG"
80017,"CACAU EM PO KG"
80018,"DETOX VERDE KG"
80019,"PROTEÍNA DE  SOJA CARAMELO  KG"
80020,"FARINHA DE COCO  KG"
80021,"BICARBONATO KG"
80022,"ERVA DOCE KG"
80023,"HIBISCO KG"
80024,"CAMOMILA  NACIONAL KG"
80025,"ENVASADORA  (PARTES)"
80026,"SAL DO HIMALAIA  FINO KG"
80027,"FARINHA DE AVEIA  KG"
80028,"PAPRICA DOCE KG"
80029,"CHIMI CHURRI KG"
80030,"AMACIANTE DE  CARNE C/ ERVAS  FINAS ESPECIAL KG"
80031,"CANELA EM PO KG"
80032,"MANJERICÃO KG"
80033,"ERVAS FINAS KG"
80034,"ORÉGANO KG"
80035,"UVA PASSA KG"
9,"PRODUTOS  PRONTOS PARA  VENDA"
90001,"AÇAFRAO 15G E.P."
90002,"ALECRIM 15G E.P."
90003,"ALHO FRITO 30G  E.P."
90004,"ALFAVACA MOIDA  15G E.P."
90005,"BICARBONATO DE  30G E.P."
90006,"BICARBONATO  100G E.P."
90007,"AMACIANTE DE  CARNE C/E. FINAS  60G E.P."
90008,"CALDO DE BACON  C/E. FINAS 60G  E.P."
90009,"CALDO DE CARNE  C/E. FINAS 60G  E.P."
90010,"CALDO DE  GALINHA C/E.  FINAS 60G E.P."
90011,"CALDO DE  CAMARAO C/E.  FINAS 60G E.P."
90012,"CALDO DE PEIXE  C/E. FINAS 60G  E.P."
90013,"CALDO DE  BACALHAU C/E.  FINAS 60G E.P."
90014,"CANELA EM CASCA  10G E.P."
90015,"CANELA EM PO  10G E.P."
90016,"CEBOLINHA VERDE  DESIDRATADA 20G  E.P."
90017,"CHIMI CHIRRI 10G  E.P."
90018,"COENTRO  DESIDRATADO 10G  E.P."
90019,"COENTRO MOÍDO  10G E.P."
90020,"COMINHO MOÍDO  10G E.P."
90021,"CRAVO DA INDIA  10G E.P."
90022,"CRAVO DA INDIA  EM PO 10G E.P."
90023,"CURRY 15G E.P."
90024,"ERVAS FINAS 10G  E.P."
90025,"ERVA DOCE 10G  E.P."
90026,"GERGELIM 30G E.P."
90027,"LOURO EM FOLHAS  5G E.P."
90028,"LOURO EM FOLHAS  10G E.P."
90029,"LOURO EM PO 10G  E.P."
90030,"LEMON PEPPER  20G E.P."
90031,"HORTELÃ 6G E.P."
90032,"MANJERICAO 10G  E.P."
