iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
"CUB","North America","Cuba",2022-02-15 00:00:00.000,1062154,630,889.571,8476,0,4.143,93850.602,55.666,78.601,748.929,0,0.366,0.58,,,,,,,,,,,,,,,,,"",34748037,10591716,9858220,5756692,12308,24400,307.03,93.59,87.11,50.87,2156,1492,0.013,26.85,11317498,110.408,43.1,14.738,9.719,,,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,"","","",""
"CUW","North America","Curacao",2022-02-15 00:00:00.000,38465,71,71.286,260,2,1.857,233409.791,430.836,432.569,1577.708,12.136,11.269,,,,,,,,,,,,,,,,,,"",243025,106362,97945,38718,126,139,147.47,64.54,59.43,23.49,843,21,0.013,,164796,362.644,41.7,16.367,10.068,,,,11.62,,,,,78.88,,"","","",""
"DOM","North America","Dominican Republic",2022-02-15 00:00:00.000,570236,534,824.143,4349,2,2.429,52058.69,48.751,75.239,397.034,0.183,0.222,0.62,,,,,,,,,7257,3029237,276.549,0.663,5781,0.528,0.194,5.1,"samples tested",15082676,7033134,5841497,2160124,21527,17197,137.69,64.21,53.33,19.72,1570,2758,0.025,,10953714,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,"","","",""
"ECU","South America","Ecuador",2022-02-15 00:00:00.000,800320,1180,4453,35038,2,42.714,44739.423,65.964,248.931,1958.691,0.112,2.388,0.81,,,,,,,,,3790,2446647,136.772,0.212,7425,0.415,0.475,2.1,"people tested",30857342,14716622,13435227,3250859,28256,69319,172.5,82.27,75.11,18.17,3875,4684,0.026,56.48,17888474,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,"","","",""
"SLV","North America","El Salvador",2022-02-15 00:00:00.000,147786,12677,1811,4011,9,7.286,22671.78,1944.773,277.825,615.326,1.381,1.118,0.43,,,,,,,,,4683,1325502,203.345,0.718,4680,0.718,0.188,5.3,"tests performed",10111499,4554203,4233066,1324230,,6583,155.12,69.87,64.94,20.31,1010,1022,0.016,,6518500,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,"","","",""
"OWID_EUR","","Europe",2022-02-15 00:00:00.000,147293905,772640,1072118.571,1671912,3543,3336.714,196663.798,1031.613,1431.471,2232.303,4.731,4.455,,,,,,,,,,,,,,,,,,"",1227733566,506022699,479852797,270590260,733915,1281151,163.92,67.56,64.07,36.13,1711,157476,0.021,,748962983,,,,,,,,,,,,,,,"","","",""
"OWID_EUN","","European Union",2022-02-15 00:00:00.000,101332389,516733,723476.286,987041,2263,2055.286,226598.109,1155.511,1617.828,2207.208,5.06,4.596,,,,,,,,,,,,,,,,,,"",840870570,334750156,321466301,211177879,377544,857867,188.03,74.86,71.89,47.22,1918,58404,0.013,,447189915,,,,,,,,,,,,,,,"","","",""
"FRO","Europe","Faeroe Islands",2022-02-15 00:00:00.000,30010,945,626.429,24,0,0.571,611787.251,19264.877,12770.444,489.267,0,11.649,,,,,,,,,,,768015,15656.841,,1269,25.87,0.531,1.9,"people tested",103737,41706,40880,21151,42,24,211.48,85.02,83.34,43.12,489,1,0.002,25.93,49053,35.308,,,,,,,,,,,,80.67,,"","","",""
"FIN","Europe","Finland",2022-02-15 00:00:00.000,586809,4426,6363.857,2215,1,16.857,105762.585,797.713,1146.98,399.217,0.18,3.038,1.21,40,7.209,684,123.28,,,,,3193,9703300,1748.859,0.575,12911,2.327,0.423,2.4,"tests performed",11371462,4465511,4206834,2699117,950,11205,204.95,80.48,75.82,48.65,2020,1182,0.021,41.67,5548361,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,"","","",""
"GIB","Europe","Gibraltar",2022-02-15 00:00:00.000,14568,104,93.714,101,0,0,432400.344,3086.878,2781.582,2997.833,0,0,,,,,,,,,,,,,,,,,,"",112137,41679,40770,29688,114,92,332.84,123.71,121.01,88.12,2731,30,0.089,,33691,3457.1,,,,,,,,,,,,79.93,,"","","",""
"GTM","North America","Guatemala",2022-02-15 00:00:00.000,740011,4054,3418.429,16661,18,19.143,40548.841,222.139,187.313,912.938,0.986,1.049,1.15,,,,,,,,,15530,3752906,205.64,0.851,13557,0.743,0.257,3.9,"people tested",14114594,7084985,5485032,1544577,43159,45944,77.34,38.82,30.06,8.46,2517,11450,0.063,53.24,18249868,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,"","","",""
"GUY","South America","Guyana",2022-02-15 00:00:00.000,62360,95,89.429,1199,3,2,78903.849,120.203,113.154,1517.09,3.796,2.531,0.54,,,,,,,,,,,,,,,,,"",792183,427680,320221,44282,,1318,100.23,54.11,40.52,5.6,1668,318,0.04,77.78,790329,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,"","","",""
"OWID_HIC","","High income",2022-02-15 00:00:00.000,221279250,936543,1212513.143,2145309,5219,4803.429,182133.298,770.862,998.011,1765.788,4.296,3.954,,,,,,,,,,,,,,,,,,"",2268056109,951873568,883094572,470035633,2348497,2972863,186.68,78.35,72.69,38.69,2447,234131,0.019,,1214930230,,,,,,,,,,,,,,,"","","",""
"HND","North America","Honduras",2022-02-15 00:00:00.000,391874,0,0,10512,0,0,38942.088,0,0,1044.62,0,0,0.33,,,,,,,,,,,,,,,,,"",10676787,5190314,4399117,1087731,,14917,106.1,51.58,43.72,10.81,1482,6165,0.061,34.26,10062994,82.805,24.9,4.652,2.883,4541.795,16,240.208,7.21,2,,84.169,0.7,75.27,0.634,"","","",""
"HKG","Asia","Hong Kong",2022-02-15 00:00:00.000,19099,605,560.429,224,3,1.571,2528.731,80.103,74.201,29.658,0.397,0.208,,,,,,,,,,,34860499,4615.573,,138852,18.384,0.001,1136.4,"tests performed",11840914,5618244,4990540,1232130,50930,77544,156.78,74.39,66.08,16.31,10267,29953,0.397,65.74,7552800,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,"","","",""
"HUN","Europe","Hungary",2022-02-15 00:00:00.000,1721483,4411,9124,42754,123,97.857,178685.287,457.85,947.047,4437.75,12.767,10.157,0.95,,,4588,476.222,,,,,83367,10062244,1044.434,8.653,27564,2.861,0.356,2.8,"tests performed",16067110,6383559,6142438,3771453,,8572,166.77,66.26,63.76,39.15,890,1220,0.013,62.96,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,"","","",""
"IND","Asia","India",2022-02-15 00:00:00.000,42693859,916,40411.857,509369,11,584.286,30639.861,0.657,29.002,365.556,0.008,0.419,0.42,,,,,,,,,1415279,750735858,538.776,1.016,1506960,1.081,0.037,26.8,"samples tested",1736068837,959602131,759530099,16936607,6339189,4769921,124.59,68.87,54.51,1.22,3423,989122,0.071,81.94,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,"","","",""
"IDN","Asia","Indonesia",2022-02-15 00:00:00.000,4807778,44526,41614,145176,111,88.857,17396.681,161.115,150.578,525.311,0.402,0.322,1.61,,,,,,,,,273914,52245639,189.048,0.991,266172,0.963,0.165,6.1,"people tested",333824000,188590685,136647928,7505145,,1284235,120.79,68.24,49.45,2.72,4647,220446,0.08,,276361788,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,"","","",""
"IRN","Asia","Iran",2022-02-15 00:00:00.000,6860255,25034,28916.143,134053,167,143.571,80681.584,294.418,340.075,1576.561,1.964,1.689,1.14,,,,,,,,,106310,46144867,542.697,1.25,91290,1.074,0.345,2.9,"tests performed",138197905,61727179,54877715,21593011,211092,302466,162.53,72.6,64.54,25.39,3557,71975,0.085,62.04,85028760,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,"","","",""
"IMN","Europe","Isle of Man",2022-02-15 00:00:00.000,22178,46,27.857,77,0,0.571,259665.145,538.579,326.158,901.534,0,6.69,,,,,,,,,,,,,,,,,,"",186337,69314,66348,50675,85,66,218.17,81.15,77.68,59.33,773,9,0.011,,85410,147.872,,,,,,,,,,,,81.4,,"","","",""
"JAM","North America","Jamaica",2022-02-15 00:00:00.000,127233,70,126.143,2750,11,7.429,42789.516,23.542,42.423,924.848,3.699,2.498,0.48,,,,,,,,,2595,821964,276.433,0.873,1943,0.653,0.081,12.3,"samples tested",1336634,757599,638911,24760,1903,2070,44.95,25.48,21.49,0.83,696,837,0.028,,2973462,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,"","","",""
"JPN","Asia","Japan",2022-02-15 00:00:00.000,4064142,84158,83668.571,20756,236,163.286,32242.097,667.651,663.769,164.664,1.872,1.295,0.81,1846,14.645,26734,212.089,,,,,70339,34807845,276.141,0.558,193099,1.532,0.452,2.2,"people tested",215649628,101544966,100029188,14075474,1077646,729626,171.08,80.56,79.36,11.17,5788,11424,0.009,47.22,126050796,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,"","","",""
"JEY","Europe","Jersey",2022-02-06 00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",220629,82377,78403,59849,,112,218.29,81.5,77.57,59.21,1108,19,0.019,,101073,,,,,,,,,,,,,,,"","","",""
"KAZ","Asia","Kazakhstan",2022-02-15 00:00:00.000,1381558,1586,2072,18796,15,17.714,72732.88,83.496,109.082,989.526,0.79,0.933,0.58,,,,,,,,,,,,,,,,,"",20360105,9307509,8884789,2167807,62847,326541,107.19,49,46.77,11.41,17191,7945,0.042,,18994958,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,"","","",""
"KEN","Africa","Kenya",2022-02-15 00:00:00.000,322517,20,43.286,5632,0,1.571,5865.47,0.364,0.787,102.427,0,0.029,0.34,,,,,,,,,,3295082,59.926,,6788,0.123,0.008,126,"tests performed",15616694,8259019,7125646,232029,179105,235247,28.4,15.02,12.96,0.42,4278,132674,0.241,,54985702,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,"","","",""
"OWID_KOS","Europe","Kosovo",2022-02-15 00:00:00.000,223561,373,641.714,3078,2,3.571,125447.011,209.302,360.086,1727.161,1.122,2.004,0.76,,,,,,,,,3214,1728500,969.915,1.803,3669,2.059,0.211,4.7,"tests performed",1801246,897068,810844,93334,1312,1210,101.07,50.34,45.5,5.24,679,194,0.011,66.67,1782115,168.155,,,,9795.834,0.6,,,,,,,,,"","","",""
"LBN","Asia","Lebanon",2022-02-15 00:00:00.000,1023935,3731,5618.286,9872,17,17.429,151264.908,551.177,829.984,1458.381,2.511,2.575,0.94,,,,,,,,,,,,,,,,,"",5059760,2469980,2097717,492063,12120,9466,74.75,36.49,30.99,7.27,1398,1710,0.025,35.19,6769151,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.744,"","","",""
"LTU","Europe","Lithuania",2022-02-15 00:00:00.000,826841,6710,8861.429,8172,38,22.571,307391.606,2494.552,3294.38,3038.074,14.127,8.391,1.01,,,1475,548.355,,,,,9681,7942633,2952.803,3.599,22298,8.29,0.507,2,"tests performed",4439460,1944921,1867163,902201,1150,1286,165.04,72.31,69.41,33.54,478,132,0.005,57.41,2689862,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882,"","","",""
"OWID_LIC","","Low income",2022-02-15 00:00:00.000,1794120,775,1378.571,41348,16,61.286,2697.32,1.165,2.073,62.164,0.024,0.092,,,,,,,,,,,,,,,,,,"",98713281,70486521,39052864,826967,184603,58839,14.84,10.6,5.87,0.12,88,183511,0.028,,665149040,,,,,,,,,,,,,,,"","","",""
"OWID_LMC","","Lower middle income",2022-02-15 00:00:00.000,79590867,118264,200705.857,1257329,925,1520.571,23896.478,35.508,60.26,377.502,0.278,0.457,,,,,,,,,,,,,,,,,,"",3425864206,1847657408,1468605324,110410994,65896973,17513760,102.86,55.47,44.09,3.31,5258,2840266,0.085,,3330652550,,,,,,,,,,,,,,,"","","",""
"MAC","Asia","Macao",2022-02-15 00:00:00.000,79,0,0,,,,119.989,0,0,,,,,,,,,,,,,,,,,,,,,"",1064835,513782,483282,87236,2162,2279,161.73,78.04,73.4,13.25,3461,480,0.073,,658391,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,"","","",""
"MDV","Asia","Maldives",2022-02-15 00:00:00.000,161113,1037,1099.714,289,0,0.571,296370.627,1907.583,2022.947,531.621,0,1.051,0.8,,,,,,,,,4451,2128302,3915.055,8.188,4599,8.46,0.271,3.7,"samples tested",875130,397937,370449,106744,3160,2801,160.98,73.2,68.14,19.64,5152,25,0.005,,543620,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55,95.803,,78.92,0.74,"","","",""
"MNG","Asia","Mongolia",2022-02-15 00:00:00.000,888363,2809,3912.429,2149,1,2.143,266833.209,843.725,1175.157,645.485,0.3,0.644,0.87,,,,,,,,,6082,7036256,2113.445,1.827,13510,4.058,0.238,4.2,"samples tested",5457368,2270478,2171771,1015119,1175,917,163.92,68.2,65.23,30.49,275,68,0.002,23.61,3329282,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737,"","","",""
"MNE","Europe","Montenegro",2022-02-15 00:00:00.000,227045,353,382.429,2641,3,4,361507.266,562.056,608.913,4205.073,4.777,6.369,0.69,,,,,,,,,,,,,,,,,"",660059,287972,279271,92816,440,350,105.1,45.85,44.47,14.78,557,58,0.009,,628051,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,,3.861,76.88,0.829,"","","",""
"NZL","Oceania","New Zealand",2022-02-15 00:00:00.000,23509,1181,715.143,53,0,0,4585.959,230.381,139.505,10.339,0,0,1.37,,,,,,,,,20526,6313689,1231.627,4.004,20732,4.044,0.026,39.2,"tests performed",10215485,4232434,3946709,2036342,50211,51276,199.28,82.56,76.99,39.72,10003,2782,0.054,,5126300,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,"","","",""
"OWID_NAM","","North America",2022-02-15 00:00:00.000,91614207,137997,179322,1344533,2930,2891.714,153565.339,231.313,300.583,2253.73,4.911,4.847,,,,,,,,,,,,,,,,,,"",915797696,419519437,364887270,122620799,549420,1007425,153.51,70.32,61.16,20.55,1689,237790,0.04,,596581283,,,,,,,,,,,,,,,"","","",""
"MKD","Europe","North Macedonia",2022-02-15 00:00:00.000,288750,1269,1165.143,8793,25,24.143,138644.743,609.317,559.449,4222.003,12.004,11.592,0.88,,,,,,,,,,,,,,,,,"",1811511,850104,830150,131257,,969,86.98,40.82,39.86,6.3,465,122,0.006,,2082661,82.6,39.1,13.26,8.16,13111.214,5,322.688,10.08,,,,4.28,75.8,0.774,"","","",""
"OWID_OCE","","Oceania",2022-02-15 00:00:00.000,3204104,27746,26125,7215,71,59.143,74134.831,641.972,604.466,166.937,1.643,1.368,,,,,,,,,,,,,,,,,,"",66448798,28136819,25958140,12353839,210448,211222,153.75,65.1,60.06,28.58,4887,15938,0.037,,43219954,,,,,,,,,,,,,,,"","","",""
"PAK","Asia","Pakistan",2022-02-15 00:00:00.000,1491423,2465,3037.429,29877,49,39.429,6622.662,10.946,13.488,132.669,0.218,0.175,0.72,,,,,,,,,64162,25799168,114.561,0.285,53743,0.239,0.062,16.2,"tests performed",203227145,120645745,93542689,3695298,2339218,2175773,90.24,53.57,41.54,1.64,9662,1319576,0.586,,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,"","","",""
"PAN","North America","Panama",2022-02-15 00:00:00.000,745367,2513,1880,7970,20,12,170113.632,573.537,429.069,1818.977,4.565,2.739,0.75,,,,,,,,,8276,5395266,1231.351,1.889,13503,3.082,0.163,6.1,"tests performed",6767454,3175838,2525889,1065727,8633,13296,154.45,72.48,57.65,24.32,3035,3746,0.085,,4381583,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,"","","",""
"PRY","South America","Paraguay",2022-02-15 00:00:00.000,628574,2219,2240.143,18027,63,46.143,87064.44,307.356,310.285,2496.939,8.726,6.391,1.04,,,,,,,,,6265,2491838,345.147,0.868,8318,1.152,0.284,3.5,"tests performed",7854618,3718003,3145443,991172,,26504,108.8,51.5,43.57,13.73,3671,11555,0.16,35.19,7219641,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,"","","",""
"PER","South America","Peru",2022-02-15 00:00:00.000,3449712,4032,12317.571,208466,85,211.714,103410.446,120.865,369.238,6249.09,2.548,6.346,1.03,,,,,,,,,,26523394,795.08,,84283,2.527,0.129,7.8,"tests performed",57034393,25186678,23112771,8734944,39483,81475,170.97,75.5,69.28,26.18,2442,7974,0.024,66.67,33359415,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,"","","",""
"PHL","Asia","Philippines",2022-02-15 00:00:00.000,3641940,1998,3186.714,55146,52,75,32796.41,17.992,28.697,496.601,0.468,0.675,0.29,,,,,,,,,38516,25899275,233.228,0.347,40833,0.368,0.289,3.5,"people tested",132013140,,61626201,9161128,453482,412525,118.88,,55.5,8.25,3715,,,78.24,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,"","","",""
"POL","Europe","Poland",2022-02-15 00:00:00.000,5408754,19847,27378.286,108515,378,231.571,143100.087,525.095,724.351,2870.995,10.001,6.127,0.76,,,17661,467.259,,,,,61194,31701439,838.729,1.619,115982,3.069,0.256,3.9,"people tested",52735700,22454638,22012341,10959615,44685,65052,139.52,59.41,58.24,29,1721,7935,0.021,45.37,37797000,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,"","","",""
"PRT","Europe","Portugal",2022-02-15 00:00:00.000,3111858,18135,21158.714,20620,55,45.429,306046.574,1783.55,2080.928,2027.946,5.409,4.468,0.62,147,14.457,2270,223.251,,,,,118084,36953359,3634.308,11.613,147128,14.47,0.179,5.6,"tests performed",22538291,9641279,9288009,5955024,29153,57063,221.66,94.82,91.35,58.57,5612,1057,0.01,31.48,10167923,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,,3.39,82.05,0.864,"","","",""
"QAT","Asia","Qatar",2022-02-15 00:00:00.000,351949,547,654.857,658,0,0.714,120097.634,186.656,223.461,224.533,0,0.244,0.57,,,,,,,,,,,,,,,,,"",6123679,,,1067112,18478,17549,208.96,,,36.41,5988,,,63.89,2930524,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,"","","",""
"KNA","North America","Saint Kitts and Nevis",2022-02-15 00:00:00.000,5508,3,2.857,40,0,0.286,102864.827,56.027,53.359,747.021,0,5.336,0.18,,,,,,,,,87,66071,1233.911,1.625,57,1.065,0.055,18.1,"people tested",56816,27984,26048,2784,,41,106.11,52.26,48.65,5.2,766,8,0.015,,53546,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,"","","",""
"VCT","North America","Saint Vincent and the Grenadines",2022-02-15 00:00:00.000,8248,2,16.286,103,0,0.571,74126.666,17.974,146.363,925.685,0,5.136,0.45,,,,,,,,,66,97565,876.839,0.593,41,0.368,0.714,1.4,"tests performed",66615,34930,28782,2903,123,159,59.87,31.39,25.87,2.61,1429,44,0.04,,111269,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,"","","",""
"SAU","Asia","Saudi Arabia",2022-02-15 00:00:00.000,732596,1982,2374.571,8975,1,2.286,20729.539,56.083,67.191,253.957,0.028,0.065,0.85,,,,,,,,,104222,39604333,1120.644,2.949,112891,3.194,0.025,40.5,"tests performed",59661843,25792668,23964566,9904609,22641,112425,168.82,72.98,67.81,28.03,3181,13055,0.037,,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,"","","",""
"SRB","Europe","Serbia",2022-02-15 00:00:00.000,1855174,7134,8802.857,14553,59,62.857,269979.089,1038.194,1281.059,2117.864,8.586,9.147,0.79,173,25.176,4389,638.721,,,,,16284,8507866,1238.13,2.37,26215,3.815,0.396,2.5,"people tested",8447004,3340616,3255977,1850411,3346,2882,122.93,48.62,47.38,26.93,419,404,0.006,,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806,"","","",""
"SGP","Asia","Singapore",2022-02-15 00:00:00.000,497997,19420,11336.714,913,7,5.143,91315.278,3560.951,2078.758,167.412,1.284,0.943,1.43,10,1.834,1345,246.626,,,,,237000,,,43.458,237000,43.458,0.032,31.4,"samples tested",13049391,4948618,4823890,3276883,31098,23763,239.28,90.74,88.45,60.09,4357,2257,0.041,60.19,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,"","","",""
"SVK","Europe","Slovakia",2022-02-15 00:00:00.000,1891646,21527,21100.714,18123,18,18.286,347137.506,3950.437,3872.209,3325.767,3.303,3.356,1.28,,,1906,349.772,,,,,27944,48747861,8945.76,5.128,61132,11.218,0.346,2.9,"tests performed",6992350,2814872,2724092,1601669,,347,128.32,51.66,49.99,29.39,64,24,0,42.59,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,"","","",""
"OWID_SAM","","South America",2022-02-15 00:00:00.000,52348484,184366,210080.286,1240512,1439,1616.143,120546.372,424.552,483.766,2856.61,3.314,3.722,,,,,,,,,,,,,,,,,,"",748062698,349610403,300666456,109932234,1091372,1858007,172.26,80.51,69.24,25.31,4279,396413,0.091,,434260137,,,,,,,,,,,,,,,"","","",""
"LKA","Asia","Sri Lanka",2022-02-15 00:00:00.000,630599,1252,1230.571,15874,30,31.143,29333.862,58.24,57.243,738.418,1.396,1.449,1.11,,,,,,,,,5584,6214144,289.066,0.26,7196,0.335,0.19,5.2,"tests performed",37036441,16820188,14040972,6175281,57321,54082,172.28,78.24,65.32,28.73,2516,3610,0.017,52.78,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,,3.6,76.98,0.782,"","","",""
"SUR","South America","Suriname",2022-02-15 00:00:00.000,77334,131,156.429,1303,0,2.143,130676.346,221.359,264.328,2201.765,0,3.621,0.67,,,,,,,,,649,74870,126.513,1.097,148,0.25,0.411,2.4,"tests performed",499912,265523,234389,43400,162,147,84.47,44.87,39.61,7.33,248,50,0.008,54.63,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,"","","",""
"SWE","Europe","Sweden",2022-02-15 00:00:00.000,2409081,11751,7803.714,16579,78,47.857,237110.561,1156.576,768.07,1631.766,7.677,4.71,0.82,91,8.957,2012,198.028,,,,,49830,17711218,1743.203,4.904,49830,4.904,0.623,1.6,"tests performed",20145356,7795253,7555705,4659529,59972,43930,198.28,76.72,74.37,45.86,4324,1176,0.012,19.44,10160159,24.718,41,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,"","","",""
"TWN","Asia","Taiwan",2022-02-15 00:00:00.000,19666,45,61,852,1,0.143,824.397,1.886,2.557,35.716,0.042,0.006,1.03,,,,,,,,,19451,6019159,252.323,0.815,25497,1.069,0.002,486.5,"people tested",44535618,19243196,17703242,7589180,294984,260644,186.69,80.67,74.21,31.81,10926,12158,0.051,27.78,23855008,,42.2,,8.353,,,103.957,,,,,,80.46,,"","","",""
"THA","Asia","Thailand",2022-02-15 00:00:00.000,2639062,16462,15430.143,22516,27,24.571,37727.379,235.337,220.586,321.883,0.386,0.351,1.31,,,,,,,,,39047,19647467,280.875,0.558,46850,0.67,0.197,5.1,"tests performed",120630385,52898332,49269583,18462470,237628,255983,172.45,75.62,70.43,26.39,3659,42105,0.06,48.15,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,"","","",""
"TTO","North America","Trinidad and Tobago",2022-02-15 00:00:00.000,121271,376,643.143,3535,4,7,86413.885,267.926,458.283,2518.929,2.85,4.988,1.04,,,,,,,,,,,,,,,,,"",1505640,738364,698274,123297,2079,1529,107.29,52.61,49.76,8.79,1090,263,0.019,,1403374,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3,73.51,0.796,"","","",""
"TUN","Africa","Tunisia",2022-02-15 00:00:00.000,968393,1341,2545.429,27145,26,45.857,81133.725,112.351,213.261,2274.257,2.178,3.842,0.79,,,,,,,,,15066,4206888,352.461,1.262,9186,0.77,0.356,2.8,"people tested",12882887,7120357,6291456,1095468,8002,8568,107.94,59.66,52.71,9.18,718,1058,0.009,55.56,11935764,74.228,32.7,8.001,5.075,10849.297,2,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,"","","",""
"TUR","Asia","Turkey",2022-02-15 00:00:00.000,13079683,94730,90510.286,91117,309,272.286,153801.296,1113.911,1064.292,1071.426,3.633,3.202,0.97,,,,,,,,,419556,137382243,1615.449,4.933,445261,5.236,0.215,4.7,"tests performed",144326883,57586821,52657210,34082852,153516,146135,169.71,67.72,61.92,40.08,1718,9965,0.012,39.81,85042736,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,"","","",""
"UKR","Europe","Ukraine",2022-02-15 00:00:00.000,4785138,31216,34652.857,110105,317,241.143,110087.137,718.157,797.225,2533.081,7.293,5.548,1,,,,,,,,,96361,19060801,438.514,2.217,65263,1.501,0.531,1.9,"tests performed",31251871,15613183,15035563,623805,65805,56762,71.9,35.92,34.59,1.44,1306,16281,0.037,75,43466822,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,"","","",""
