SKFact,SKCasualty_Type,SKDate,SKGender,SKAge_Band,SKCasualty_Severity,Number_of_Casualties,create_date,update_date
17086,1,1418,1,8,3,1,2021-12-06 10:43:37.543,2021-12-06 10:43:37.543
17234,1,1428,1,8,3,1,2021-12-06 10:43:37.543,2021-12-06 10:43:37.543
17258,1,1430,1,8,3,1,2021-12-06 10:43:37.543,2021-12-06 10:43:37.543
17396,1,1439,1,8,3,1,2021-12-06 10:43:37.543,2021-12-06 10:43:37.543
17412,1,1440,1,8,3,1,2021-12-06 10:43:37.543,2021-12-06 10:43:37.543
17471,1,1444,1,8,3,1,2021-12-06 10:43:37.543,2021-12-06 10:43:37.543
17485,1,1445,1,8,3,1,2021-12-06 10:43:37.543,2021-12-06 10:43:37.543
17519,1,1447,1,8,3,1,2021-12-06 10:43:37.543,2021-12-06 10:43:37.543
17633,1,1454,1,8,3,1,2021-12-06 10:43:37.543,2021-12-06 10:43:37.543
17658,1,1455,1,8,3,1,2021-12-06 10:43:37.543,2021-12-06 10:43:37.543
17711,1,1458,1,8,3,1,2021-12-06 10:43:37.543,2021-12-06 10:43:37.543
113310,1,214,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113359,1,217,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113403,1,220,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113450,1,222,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113488,1,224,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113506,1,225,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113521,1,226,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113539,1,227,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113654,1,234,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113726,1,238,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113789,1,242,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113846,1,245,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113873,1,247,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113890,1,248,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113907,1,249,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113956,1,252,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
113973,1,253,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
114018,1,256,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
114038,1,257,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
114055,1,258,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
114091,1,260,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
114105,1,261,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
114143,1,263,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
114225,1,268,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
114274,1,271,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
114289,1,272,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
114412,1,280,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
114528,1,287,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
114554,1,288,1,8,3,1,2021-12-06 10:43:40.960,2021-12-06 10:43:40.960
7,1,289,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
76,1,293,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
104,1,295,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
234,1,303,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
358,1,310,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
375,1,311,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
389,1,312,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
440,1,315,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
476,1,317,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
492,1,318,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
586,1,323,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
695,1,329,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
741,1,332,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
819,1,337,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
874,1,340,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1013,1,349,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1031,1,350,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1085,1,354,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1103,1,355,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1120,1,356,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1141,1,357,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1161,1,358,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1329,1,368,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1350,1,369,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1425,1,374,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1453,1,376,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1485,1,378,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1506,1,379,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1644,1,388,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1659,1,389,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1694,1,391,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1788,1,397,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1853,1,401,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2020,1,412,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2056,1,414,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2067,1,415,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2102,1,417,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2113,1,418,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2157,1,421,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2180,1,423,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2194,1,424,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2220,1,426,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2257,1,428,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2284,1,430,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2335,1,433,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2346,1,434,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2370,1,436,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2385,1,437,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2397,1,438,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2410,1,439,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2420,1,440,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2447,1,442,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2465,1,443,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2478,1,444,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2515,1,446,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2535,1,447,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2553,1,448,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2618,1,452,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2714,1,458,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2758,1,461,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2883,1,469,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2894,1,470,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2933,1,473,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3051,1,480,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3067,1,481,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3118,1,485,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3150,1,487,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3237,1,493,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3264,1,495,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3281,1,496,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3333,1,500,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3345,1,501,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3450,1,508,1,8,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
110113,1,1,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110139,1,3,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110221,1,9,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110279,1,13,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110295,1,14,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110330,1,17,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110343,1,18,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110356,1,19,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110384,1,21,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110401,1,22,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110473,1,28,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110514,1,31,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110526,1,32,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110557,1,34,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110582,1,36,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110606,1,38,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110698,1,45,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110709,1,46,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110760,1,50,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110802,1,53,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110838,1,56,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110853,1,57,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110874,1,59,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110887,1,60,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110994,1,67,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111050,1,71,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111099,1,74,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111119,1,75,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111145,1,77,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111156,1,78,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111264,1,86,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111287,1,88,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111305,1,89,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111339,1,91,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111394,1,95,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111456,1,99,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111511,1,103,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111568,1,107,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111629,1,111,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111695,1,115,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111708,1,116,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111724,1,117,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111759,1,119,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111835,1,124,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111853,1,125,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111875,1,126,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111945,1,131,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111992,1,134,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112006,1,135,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112162,1,145,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112182,1,146,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112201,1,147,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112217,1,148,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112254,1,150,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112282,1,152,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112409,1,160,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112446,1,162,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112499,1,165,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112514,1,166,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112533,1,167,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112566,1,169,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112611,1,172,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112631,1,173,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112677,1,176,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112703,1,178,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112721,1,179,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112743,1,180,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112761,1,181,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112812,1,184,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112824,1,185,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112942,1,192,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112957,1,193,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112974,1,194,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
113039,1,198,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
113056,1,199,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
113090,1,201,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
113127,1,203,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
113186,1,207,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
113201,1,208,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
113226,1,209,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
113243,1,210,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
113263,1,211,1,8,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
80651,1,499,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
80684,1,501,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
80768,1,507,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
80906,1,516,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
80935,1,518,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
80952,1,519,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81065,1,526,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81082,1,527,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81166,1,533,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81183,1,534,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81218,1,537,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81271,1,540,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81442,1,551,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81512,1,556,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81545,1,558,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81573,1,560,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81612,1,562,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81717,1,571,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81730,1,572,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81743,1,573,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81799,1,577,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81814,1,578,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81839,1,580,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81882,1,584,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81906,1,586,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81948,1,589,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
81961,1,590,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82002,1,593,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82025,1,595,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82072,1,599,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82177,1,608,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82191,1,609,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82202,1,610,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82264,1,615,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82353,1,621,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82367,1,622,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82379,1,623,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82420,1,626,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82442,1,628,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82457,1,629,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82493,1,632,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82508,1,633,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82520,1,634,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82571,1,639,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82607,1,643,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82621,1,644,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82688,1,650,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82735,1,654,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82750,1,655,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82778,1,658,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82834,1,664,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82853,1,666,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82878,1,668,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82889,1,669,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82907,1,671,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82925,1,673,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82958,1,676,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
82981,1,678,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83066,1,687,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83090,1,689,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83103,1,690,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83112,1,691,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83192,1,699,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83217,1,701,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83256,1,704,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83282,1,706,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83321,1,709,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83385,1,715,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83396,1,716,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83440,1,720,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83570,1,732,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83610,1,735,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83636,1,737,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83690,1,742,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83699,1,743,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83735,1,746,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
83761,1,748,1,2,3,1,2021-12-06 10:43:40.106,2021-12-06 10:43:40.106
72956,1,3,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
72972,1,4,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
72998,1,6,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73012,1,7,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73143,1,15,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73203,1,19,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73236,1,21,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73253,1,22,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73287,1,24,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73305,1,25,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73381,1,30,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73451,1,34,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73467,1,35,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73543,1,40,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73555,1,41,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73570,1,42,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73630,1,46,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73662,1,48,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73677,1,49,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73726,1,52,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73790,1,56,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73810,1,57,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73847,1,59,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73881,1,61,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
73907,1,63,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
74057,1,72,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
74069,1,73,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
74087,1,74,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
74131,1,77,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
74150,1,78,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
74270,1,85,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
74281,1,86,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
74299,1,87,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
74315,1,88,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
74343,1,90,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
74419,1,94,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
74456,1,96,1,2,3,1,2021-12-06 10:43:39.913,2021-12-06 10:43:39.913
