TICKET_NMBR,PARENT_SERVICE,service,org_id,ASSIGNED_GROUP,OPEN_DATE,CLOSE_DATE,PRIORITY,STATUS,ACTUAL_COMPLETION_HRS,BUSINESS_COMPLETION_HRS,AGING,CLASS_STRUCTURE_ID,class_structure,CLASSIFICATION_ID,classification,EXTERNAL_SYSTEM,GLOBAL_TICKET_ID,CLOSURE_CODE,LAST_MODIFIED_DATE
"IN10116106","Secure Remote Access","Secure Remote Access","1342","ITS00332","05DEC2018:11:19:03","10DEC2018:08:07:01","Medium","CLOSED",116.8,26.8,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21DEC2018:05:30:23"
"IN10117729","Secure Remote Access","Secure Remote Access","1342","ITS00332","17DEC2018:12:50:31","18DEC2018:10:36:41","Medium","CLOSED",21.77,7.77,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29DEC2018:05:30:24"
"IN10117900","Secure Remote Access","Secure Remote Access","1342","ITS00332","18DEC2018:12:42:02","18DEC2018:13:09:41","Medium","CLOSED",0.46,0.45,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29DEC2018:05:30:18"
"IN10123556","Secure Remote Access","Secure Remote Access","1342","ITS00332","25JAN2019:13:43:36","28JAN2019:09:23:28","Medium","CLOSED",67.66,5.66,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","08FEB2019:05:30:34"
"IN10123676","Secure Remote Access","Secure Remote Access","1342","ITS00332","26JAN2019:10:21:37","30JAN2019:14:24:58","Medium","CLOSED",100.06,27.4,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10FEB2019:05:30:12"
"IN10123678","Secure Remote Access","Secure Remote Access","1342","ITS00332","26JAN2019:10:26:57","28JAN2019:09:25:00","Medium","CLOSED",46.97,2.42,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","08FEB2019:05:30:23"
"IN10123779","Secure Remote Access","Secure Remote Access","1342","ITS00332","27JAN2019:10:46:27","11FEB2019:08:40:59","Medium","CLOSED",357.91,101.67,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22FEB2019:05:30:10"
"IN10123801","Secure Remote Access","Secure Remote Access","1342","ITS00332","27JAN2019:16:15:28","28FEB2019:13:33:05","Medium","CLOSED",765.29,236.55,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","11MAR2019:05:30:03"
"IN10124047","Secure Remote Access","Secure Remote Access","1342","ITS00332","29JAN2019:09:09:15","07FEB2019:12:59:15","Medium","CLOSED",219.83,73.83,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","18FEB2019:05:30:15"
"IN10125180","Secure Remote Access","Secure Remote Access","1342","ITS00332","03FEB2019:16:36:09","04FEB2019:07:17:28","Medium","CLOSED",14.69,0.28,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15FEB2019:05:30:43"
"IN10126849","Secure Remote Access","Secure Remote Access","1342","ITS00332","13FEB2019:12:57:03","14FEB2019:08:09:35","Medium","CLOSED",19.21,5.2,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25FEB2019:05:30:32"
"IN10128241","Secure Remote Access","Secure Remote Access","1342","ITS00332","21FEB2019:12:01:13","21FEB2019:12:53:06","Medium","CLOSED",0.86,0.87,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04MAR2019:05:30:11"
"IN10128302","Secure Remote Access","Secure Remote Access","1342","ITS00332","21FEB2019:16:20:16","22FEB2019:10:52:37","Medium","CLOSED",18.54,4.54,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","05MAR2019:05:30:28"
"IN10129997","Secure Remote Access","Secure Remote Access","1342","ITS00332","05MAR2019:10:13:09","07MAR2019:10:38:00","Medium","CLOSED",48.41,20.41,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","18MAR2019:05:30:27"
"IN10131110","Secure Remote Access","Secure Remote Access","1342","ITS00332","10MAR2019:07:43:28","12MAR2019:08:53:15","Medium","CLOSED",49.16,11.88,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23MAR2019:05:30:11"
"IN10131111","Secure Remote Access","Secure Remote Access","1342","ITS00332","10MAR2019:07:49:23","12MAR2019:08:53:58","Medium","CLOSED",49.08,11.88,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23MAR2019:05:30:12"
"IN10131112","Secure Remote Access","Secure Remote Access","1342","ITS00332","10MAR2019:07:56:17","12MAR2019:08:54:36","Medium","CLOSED",48.97,11.9,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23MAR2019:05:30:12"
"IN10132547","Secure Remote Access","Secure Remote Access","1342","ITS00332","19MAR2019:09:36:59","19MAR2019:10:52:05","Medium","CLOSED",1.25,1.27,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30MAR2019:05:30:19"
"IN10132666","Secure Remote Access","Secure Remote Access","1342","ITS00332","19MAR2019:23:00:26","21MAR2019:08:59:48","Medium","CLOSED",33.99,11.98,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01APR2019:05:30:15"
"IN10137873","Secure Remote Access","Secure Remote Access","1342","ITS00332","23APR2019:13:29:25","23APR2019:14:23:12","Medium","CLOSED",0.9,0.9,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04MAY2019:05:30:38"
"IN10138301","Secure Remote Access","Secure Remote Access","1342","ITS00332","25APR2019:11:07:26","01MAY2019:09:42:33","Medium","CLOSED",142.59,38.58,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","12MAY2019:05:30:37"
"IN10138494","Secure Remote Access","Secure Remote Access","1342","ITS00332","26APR2019:11:25:00","24FEB2020:14:36:00","Medium","CLOSED",7299.18,2083.18,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06MAR2020:05:30:00"
"IN10139830","Secure Remote Access","Secure Remote Access","1342","ITS00332","05MAY2019:13:36:00","08MAY2019:08:06:50","Medium","CLOSED",66.51,21.1,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19MAY2019:05:30:16"
"IN10140664","Secure Remote Access","Secure Remote Access","1342","ITS00332","11MAY2019:15:17:41","15MAY2019:09:42:26","Medium","CLOSED",90.41,22.7,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","26MAY2019:05:30:18"
"IN10154333","Secure Remote Access","Secure Remote Access","1342","ITS00332","18AUG2019:15:53:47","21AUG2019:07:36:24","Medium","CLOSED",63.71,20.6,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01SEP2019:05:30:19"
"IN10161350","Secure Remote Access","Secure Remote Access","1342","ITS00332","07OCT2019:17:48:46","16OCT2019:11:08:31","Medium","CLOSED",209.33,54.13,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27OCT2019:09:06:44"
"IN10161353","Secure Remote Access","Secure Remote Access","1342","ITS00332","07OCT2019:17:56:00","09OCT2019:07:48:41","Medium","CLOSED",37.88,10.8,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20OCT2019:05:30:16"
"IN10169447","Secure Remote Access","Secure Remote Access","1342","ITS00332","24NOV2019:11:14:27","25NOV2019:13:29:42","Medium","CLOSED",26.25,6.48,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06DEC2019:05:30:24"
"IN10173965","Secure Remote Access","Secure Remote Access","1342","ITS00332","20DEC2019:14:17:41","17JAN2020:10:19:59","Medium","CLOSED",668.04,166.04,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","28JAN2020:05:30:07"
"IN10174103","Secure Remote Access","Secure Remote Access","1342","ITS00332","23DEC2019:10:00:09","08JAN2020:07:17:39","Medium","CLOSED",381.29,87.28,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19JAN2020:05:30:21"
"IN10177965","Secure Remote Access","Secure Remote Access","1342","ITS00332","22JAN2020:05:57:00","22JAN2020:12:37:00","Medium","CLOSED",6.67,5.62,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02FEB2020:05:30:00"
"IN10184750","Secure Remote Access","Secure Remote Access","1342","ITS00332","02MAR2020:11:29:00","03MAR2020:08:42:00","Medium","CLOSED",21.22,7.22,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14MAR2020:05:30:00"
"IN10184906","Secure Remote Access","Secure Remote Access","1342","ITS00332","03MAR2020:04:23:00","03MAR2020:14:16:00","Medium","CLOSED",9.88,7.27,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14MAR2020:05:30:00"
"IN10184910","Secure Remote Access","Secure Remote Access","1342","ITS00332","03MAR2020:05:02:20","08JUL2020:13:10:30","Medium","CLOSED",3056.14,876.17,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19JUL2020:05:30:01"
"IN10184911","Secure Remote Access","Secure Remote Access","1342","ITS00332","03MAR2020:05:26:00","03MAR2020:14:11:00","Medium","CLOSED",8.75,7.18,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14MAR2020:05:30:00"
"IN10184912","Secure Remote Access","Secure Remote Access","1342","ITS00332","03MAR2020:05:33:00","03MAR2020:14:13:00","Medium","CLOSED",8.67,7.22,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14MAR2020:05:30:00"
"IN10185080","Secure Remote Access","Secure Remote Access","1342","ITS00332","04MAR2020:00:43:00","04MAR2020:09:18:00","Medium","CLOSED",8.58,2.3,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15MAR2020:05:30:00"
"IN10189460","Secure Remote Access","Secure Remote Access","1342","ITS00332","31MAR2020:05:36:12","02APR2020:13:48:03","Medium","CLOSED",56.2,26.8,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13APR2020:05:30:17"
"IN10189833","Secure Remote Access","Secure Remote Access","1342","ITS00332","02APR2020:03:36:00","02APR2020:08:22:04","Medium","CLOSED",4.77,1.37,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13APR2020:05:30:21"
"IN10191910","Secure Remote Access","Secure Remote Access","1342","ITS00332","15APR2020:06:19:42","16APR2020:11:05:45","Medium","CLOSED",28.77,14.08,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27APR2020:05:30:25"
"IN10192039","Secure Remote Access","Secure Remote Access","1342","ITS00332","16APR2020:00:56:46","16APR2020:10:51:54","Medium","CLOSED",9.92,3.85,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27APR2020:05:30:16"
"IN10192065","Secure Remote Access","Secure Remote Access","1342","ITS00332","16APR2020:05:40:31","21APR2020:10:15:51","Medium","CLOSED",124.59,33.25,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02MAY2020:05:30:06"
"IN10193725","Secure Remote Access","Secure Remote Access","1342","ITS00332","28APR2020:23:49:43","30APR2020:08:57:01","Medium","CLOSED",33.12,11.95,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","11MAY2020:05:30:17"
"IN10194697","Secure Remote Access","Secure Remote Access","1342","ITS00332","05MAY2020:14:40:19","07MAY2020:06:56:14","Medium","CLOSED",40.27,12.33,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","18MAY2020:05:30:16"
"IN10195320","Secure Remote Access","Secure Remote Access","1342","ITS00332","09MAY2020:22:30:18","12MAY2020:11:07:13","Medium","CLOSED",60.62,14.12,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23MAY2020:05:30:22"
"IN10196338","Secure Remote Access","Secure Remote Access","1342","ITS00332","17MAY2020:00:09:36","19MAY2020:07:39:16","Medium","CLOSED",55.49,0.65,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30MAY2020:05:30:19"
"IN10197184","Secure Remote Access","Secure Remote Access","1342","ITS00332","23MAY2020:23:48:46","25MAY2020:08:00:42","Medium","CLOSED",32.2,1,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","05JUN2020:05:30:36"
"IN10197393","Secure Remote Access","Secure Remote Access","1342","ITS00332","26MAY2020:02:06:34","26MAY2020:08:13:53","Medium","CLOSED",6.12,1.22,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06JUN2020:05:30:11"
"IN10197394","Secure Remote Access","Secure Remote Access","1342","ITS00332","26MAY2020:02:17:44","26MAY2020:07:41:53","Medium","CLOSED",5.4,0.68,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06JUN2020:05:30:10"
"IN10197395","Secure Remote Access","Secure Remote Access","1342","ITS00332","26MAY2020:02:20:02","26MAY2020:08:12:40","Medium","CLOSED",5.88,1.2,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06JUN2020:05:30:12"
"IN10197398","Secure Remote Access","Secure Remote Access","1342","ITS00332","26MAY2020:02:44:05","26MAY2020:07:32:01","Medium","CLOSED",4.8,0.53,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06JUN2020:05:30:10"
"IN10198252","Secure Remote Access","Secure Remote Access","1342","ITS00332","31MAY2020:05:47:37","10JUN2020:09:52:01","Medium","CLOSED",244.07,72.87,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21JUN2020:05:30:11"
"IN10198253","Secure Remote Access","Secure Remote Access","1342","ITS00332","31MAY2020:06:07:15","02JUN2020:08:16:33","Medium","CLOSED",50.16,11.27,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13JUN2020:05:30:28"
"IN10199072","Secure Remote Access","Secure Remote Access","1342","ITS00332","04JUN2020:09:14:36","08JUN2020:08:54:32","Medium","CLOSED",95.67,19.67,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19JUN2020:05:30:04"
"IN10199214","Secure Remote Access","Secure Remote Access","1342","ITS00332","05JUN2020:00:42:36","10JUN2020:09:50:58","Medium","CLOSED",129.14,32.83,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21JUN2020:05:30:18"
"IN10199497","Secure Remote Access","Secure Remote Access","1342","ITS00332","07JUN2020:03:25:36","09JUN2020:08:32:37","Medium","CLOSED",53.12,11.53,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20JUN2020:05:30:07"
"IN10199500","Secure Remote Access","Secure Remote Access","1342","ITS00332","07JUN2020:03:37:39","09JUN2020:08:33:14","Medium","CLOSED",52.93,11.55,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20JUN2020:05:30:07"
"IN10199724","Secure Remote Access","Secure Remote Access","1342","ITS00332","09JUN2020:00:24:11","09JUN2020:13:11:56","Medium","CLOSED",12.8,6.18,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20JUN2020:05:30:14"
"IN10199726","Secure Remote Access","Secure Remote Access","1342","ITS00332","09JUN2020:00:36:21","09JUN2020:09:37:09","Medium","CLOSED",9.01,2.62,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20JUN2020:05:30:15"
"IN10199729","Secure Remote Access","Secure Remote Access","1342","ITS00332","09JUN2020:00:45:51","09JUN2020:09:30:05","Medium","CLOSED",8.74,2.5,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20JUN2020:05:30:04"
"IN10199732","Secure Remote Access","Secure Remote Access","1342","ITS00332","09JUN2020:01:04:31","09JUN2020:13:13:39","Medium","CLOSED",12.15,6.22,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20JUN2020:05:30:05"
"IN10199764","Secure Remote Access","Secure Remote Access","1342","ITS00332","09JUN2020:08:35:23","10JUN2020:09:19:33","Medium","CLOSED",24.74,10.74,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21JUN2020:05:30:18"
"IN10201734","Secure Remote Access","Secure Remote Access","1342","ITS00332","21JUN2020:23:53:40","22JUN2020:09:08:55","Medium","CLOSED",9.25,2.13,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","03JUL2020:05:30:06"
"IN10207220","Secure Remote Access","Secure Remote Access","1342","ITS00332","25JUL2020:09:18:03","27JUL2020:08:11:35","Medium","CLOSED",46.89,1.18,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07AUG2020:05:30:18"
"IN10207423","Secure Remote Access","Secure Remote Access","1342","ITS00332","27JUL2020:02:44:33","27JUL2020:08:10:18","Medium","CLOSED",5.43,1.17,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07AUG2020:05:30:25"
"IN10208099","Secure Remote Access","Secure Remote Access","1342","ITS00332","30JUL2020:00:22:45","30JUL2020:08:36:57","Medium","CLOSED",8.24,1.6,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10AUG2020:05:30:08"
"IN10208718","Secure Remote Access","Secure Remote Access","1342","ITS00332","04AUG2020:01:01:56","04AUG2020:14:24:28","Medium","CLOSED",13.38,7.4,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15AUG2020:05:30:32"
"IN10208953","Secure Remote Access","Secure Remote Access","1342","ITS00332","05AUG2020:00:15:13","05AUG2020:07:34:41","Medium","CLOSED",7.32,0.57,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","16AUG2020:05:30:16"
"IN10208975","Secure Remote Access","Secure Remote Access","1342","ITS00332","05AUG2020:02:46:18","05AUG2020:07:37:51","Medium","CLOSED",4.86,0.62,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","16AUG2020:05:30:09"
"IN10208976","Secure Remote Access","Secure Remote Access","1342","ITS00332","05AUG2020:03:00:54","05AUG2020:07:36:00","Medium","CLOSED",4.59,0.6,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","16AUG2020:05:30:09"
"IN10219074","Secure Remote Access","Secure Remote Access","1342","ITS00332","07OCT2020:10:53:01","08OCT2020:12:37:47","Medium","CLOSED",25.75,11.74,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19OCT2020:05:30:31"
"IN10222458","Secure Remote Access","Secure Remote Access","1342","ITS00332","26OCT2020:01:09:26","26OCT2020:14:07:58","Medium","CLOSED",12.98,7.12,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06NOV2020:05:30:15"
"IN10223096","Secure Remote Access","Secure Remote Access","1342","ITS00332","29OCT2020:04:00:02","29OCT2020:09:05:39","Medium","CLOSED",5.09,2.08,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","09NOV2020:05:30:24"
"IN10229952","Secure Remote Access","Secure Remote Access","1342","ITS00332","03DEC2020:12:59:04","07DEC2020:14:47:41","Medium","CLOSED",97.81,21.8,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","18DEC2020:05:30:34"
"IN10230185","Secure Remote Access","Secure Remote Access","1342","ITS00332","04DEC2020:15:27:34","09DEC2020:10:52:59","Medium","CLOSED",115.42,25.42,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20DEC2020:05:30:13"
"IN10239034","Secure Remote Access","Secure Remote Access","1342","ITS00332","08FEB2021:18:10:29","24FEB2021:08:20:12","Medium","CLOSED",374.16,111.33,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07MAR2021:05:30:33"
"IN10242017","Secure Remote Access","Secure Remote Access","1342","ITS00332","26FEB2021:11:32:24","03MAR2021:08:02:48","Medium","CLOSED",116.51,26.5,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14MAR2021:05:30:25"
"IN10244249","Secure Remote Access","Secure Remote Access","1342","ITS00332","10MAR2021:10:20:40","08APR2021:09:37:30","Medium","CLOSED",695.28,189.29,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19APR2021:05:30:03"
"IN10247410","Secure Remote Access","Secure Remote Access","1342","ITS00332","24MAR2021:02:27:53","29MAR2021:13:03:58","Medium","CLOSED",130.6,36.05,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","09APR2021:05:30:33"
"IN10248158","Secure Remote Access","Secure Remote Access","1342","ITS00332","29MAR2021:08:10:53","29MAR2021:10:05:08","Medium","CLOSED",1.9,1.92,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","05APR2021:08:40:52"
"IN10249748","Secure Remote Access","Secure Remote Access","1342","ITS00332","08APR2021:13:25:30","09APR2021:10:54:45","Medium","CLOSED",21.49,7.48,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20APR2021:05:30:32"
"IN10252066","Secure Remote Access","Secure Remote Access","1342","ITS00332","22APR2021:17:59:03","28APR2021:15:27:11","Medium","CLOSED",141.47,38.45,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","09MAY2021:05:30:25"
"IN10254419","Secure Remote Access","Secure Remote Access","1342","ITS00332","07MAY2021:21:12:25","27MAY2021:07:54:57","Medium","CLOSED",466.71,120.9,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07JUN2021:05:30:27"
"IN10255649","Secure Remote Access","Secure Remote Access","1342","ITS00332","14MAY2021:19:05:58","19MAY2021:10:10:21","Medium","CLOSED",111.07,23.17,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30MAY2021:05:30:20"
"IN10259568","Secure Remote Access","Secure Remote Access","1342","ITS00332","05JUN2021:15:51:09","10JUN2021:08:12:08","Medium","CLOSED",112.35,31.2,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21JUN2021:05:30:23"
"IN10277980","Secure Remote Access","Secure Remote Access","1342","ITS00332","02SEP2021:01:07:25","02SEP2021:09:16:58","Medium","CLOSED",8.15,2.27,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13SEP2021:05:30:28"
"IN10286277","Secure Remote Access","Secure Remote Access","1342","ITS00332","20OCT2021:02:18:30","22OCT2021:07:05:51","Medium","CLOSED",52.79,20.08,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02NOV2021:05:30:35"
"IN10288149","Secure Remote Access","Secure Remote Access","1342","ITS00332","29OCT2021:20:23:01","01NOV2021:07:18:15","Medium","CLOSED",58.92,0.3,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","12NOV2021:05:30:24"
"IN10289049","Secure Remote Access","Secure Remote Access","1342","ITS00332","04NOV2021:00:54:41","04NOV2021:13:29:42","Medium","CLOSED",12.58,6.48,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15NOV2021:05:30:07"
"IN10066792","Intra-building Network Services","IBN - Data Centre Network","1342","NW000400","13OCT2017:09:32:06","24NOV2017:09:27:57","Medium","CLOSED",1007.93,289.92,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","05DEC2017:05:30:04"
"IN10068064","Intra-building Network Services","IBN - Data Centre Network","1342","NW000400","26OCT2017:12:57:28","14NOV2017:14:23:22","Medium","CLOSED",457.43,121.43,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25NOV2017:05:30:05"
"IN10073409","Intra-building Network Services","IBN - Data Centre Network","1342","NW000430","21DEC2017:14:42:15","05JAN2018:10:07:30","Medium","CLOSED",355.42,75.42,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","16JAN2018:05:30:04"
"IN10097469","Intra-building Network Services","IBN - Data Centre Network","1342","NW000430","31JUL2018:11:26:10","31JUL2018:12:50:37","Medium","CLOSED",1.41,1.4,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","11AUG2018:05:30:22"
"IN10101698","Intra-building Network Services","IBN - Data Centre Network","1342","NW000430","05SEP2018:09:43:21","07SEP2018:09:00:32","Medium","CLOSED",47.29,19.28,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","18SEP2018:05:30:12"
"IN10102944","Intra-building Network Services","IBN - Data Centre Network","1342","NW000430","14SEP2018:13:32:40","14SEP2018:14:59:56","Medium","CLOSED",1.45,1.45,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25SEP2018:05:30:14"
"IN10104284","Intra-building Network Services","IBN - Data Centre Network","1342","NW000430","24SEP2018:10:47:30","24SEP2018:15:33:32","Medium","CLOSED",4.77,4.77,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","05OCT2018:05:30:12"
"IN10108247","Intra-building Network Services","IBN - Data Centre Network","1342","NW000401","17OCT2018:16:51:19","14NOV2018:09:13:16","Medium","CLOSED",664.37,182.37,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25NOV2018:05:30:05"
"IN10113138","Intra-building Network Services","IBN - Data Centre Network","1342","NW000430","16NOV2018:15:05:37","10DEC2018:14:41:12","Medium","CLOSED",575.59,159.6,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21DEC2018:05:30:04"
"IN10117846","Intra-building Network Services","IBN - Data Centre Network","1342","NW000400","18DEC2018:07:39:09","18DEC2018:09:54:48","Medium","CLOSED",2.26,2.25,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29DEC2018:05:30:20"
"IN10121068","Intra-building Network Services","IBN - Data Centre Network","1342","NW000430","09JAN2019:16:26:33","11JAN2019:14:29:12","Medium","CLOSED",46.04,18.05,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22JAN2019:05:30:09"
"IN10123210","Intra-building Network Services","IBN - Data Centre Network","1342","NW000430","23JAN2019:17:58:59","19FEB2019:15:54:29","Medium","CLOSED",645.93,188.9,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02MAR2019:05:30:02"
"IN10126247","Intra-building Network Services","IBN - Data Centre Network","1342","NW000430","08FEB2019:22:25:44","08FEB2019:23:45:26","Medium","CLOSED",1.33,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19FEB2019:05:30:24"
"IN10139912","Intra-building Network Services","IBN - Data Centre Network","1342","NW000400","06MAY2019:13:30:35","21MAY2019:10:06:34","Medium","CLOSED",356.6,96.6,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01JUN2019:05:30:08"
"IN10144100","Intra-building Network Services","IBN - Data Centre Network","1342","NW000400","07JUN2019:08:20:53","07JUN2019:13:26:51","Medium","CLOSED",5.1,5.1,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","18JUN2019:05:30:03"
"IN10163424","Intra-building Network Services","IBN - Data Centre Network","1342","NW000400","21OCT2019:12:43:53","22OCT2019:13:42:01","Medium","CLOSED",24.97,10.98,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02NOV2019:05:30:25"
"IN10167973","Intra-building Network Services","IBN - Data Centre Network","1342","NW000430","15NOV2019:18:19:38","18NOV2019:07:39:58","Medium","CLOSED",61.34,0.65,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29NOV2019:05:30:14"
"IN10177372","Intra-building Network Services","IBN - Data Centre Network","1342","NW000430","20JAN2020:10:32:00","22JAN2020:09:50:00","Medium","CLOSED",47.3,19.3,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02FEB2020:05:30:00"
"IN10178267","Intra-building Network Services","IBN - Data Centre Network","1342","NW000430","23JAN2020:15:25:00","29JAN2020:10:02:00","Medium","CLOSED",138.62,34.61,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","09FEB2020:05:30:00"
