Zip,City,State,Region,District,Country
"45484","","Jalisco","","Cuquio","Mexico"
"45485","","Jalisco","","Cuquio","Mexico"
"45486","","Jalisco","","Cuquio","Mexico"
"45488","","Jalisco","","Cuquio","Mexico"
"45490","","Jalisco","","Cuquio","Mexico"
"45492","","Jalisco","","Cuquio","Mexico"
"45493","","Jalisco","","Cuquio","Mexico"
"45494","","Jalisco","","Cuquio","Mexico"
"45495","","Jalisco","","Cuquio","Mexico"
"45496","","Jalisco","","Cuquio","Mexico"
"45915","","Jalisco","","Chapala","Mexico"
"45930","","Jalisco","","Chapala","Mexico"
"45935","","Jalisco","","Chapala","Mexico"
"45940","","Jalisco","","Chapala","Mexico"
"46300","","Jalisco","","Chimaltitan","Mexico"
"46305","","Jalisco","","Chimaltitan","Mexico"
"46310","","Jalisco","","Chimaltitan","Mexico"
"46330","","Jalisco","","Chimaltitan","Mexico"
"48640","","Jalisco","","Chiquilistlan","Mexico"
"48650","","Jalisco","","Chiquilistlan","Mexico"
"48654","","Jalisco","","Chiquilistlan","Mexico"
"48655","","Jalisco","","Chiquilistlan","Mexico"
"47980","","Jalisco","","Degollado","Mexico"
"47983","","Jalisco","","Degollado","Mexico"
"47984","","Jalisco","","Degollado","Mexico"
"47986","","Jalisco","","Degollado","Mexico"
"47987","","Jalisco","","Degollado","Mexico"
"47988","","Jalisco","","Degollado","Mexico"
"47989","","Jalisco","","Degollado","Mexico"
"47990","","Jalisco","","Degollado","Mexico"
"47993","","Jalisco","","Degollado","Mexico"
"47994","","Jalisco","","Degollado","Mexico"
"47995","","Jalisco","","Degollado","Mexico"
"47996","","Jalisco","","Degollado","Mexico"
"47997","","Jalisco","","Degollado","Mexico"
"47998","","Jalisco","","Degollado","Mexico"
"48670","","Jalisco","","Ejutla","Mexico"
"48679","","Jalisco","","Ejutla","Mexico"
"48680","","Jalisco","","Ejutla","Mexico"
"48685","","Jalisco","","Ejutla","Mexico"
"48686","","Jalisco","","Ejutla","Mexico"
"47270","","Jalisco","","Encarnacion de Diaz","Mexico"
"47275","","Jalisco","","Encarnacion de Diaz","Mexico"
"47280","","Jalisco","","Encarnacion de Diaz","Mexico"
"47281","","Jalisco","","Encarnacion de Diaz","Mexico"
"47282","","Jalisco","","Encarnacion de Diaz","Mexico"
"47283","","Jalisco","","Encarnacion de Diaz","Mexico"
"47285","","Jalisco","","Encarnacion de Diaz","Mexico"
"47288","","Jalisco","","Encarnacion de Diaz","Mexico"
"47290","","Jalisco","","Encarnacion de Diaz","Mexico"
"47293","","Jalisco","","Encarnacion de Diaz","Mexico"
"47294","","Jalisco","","Encarnacion de Diaz","Mexico"
"47295","","Jalisco","","Encarnacion de Diaz","Mexico"
"47296","","Jalisco","","Encarnacion de Diaz","Mexico"
"47298","","Jalisco","","Encarnacion de Diaz","Mexico"
"46520","","Jalisco","","Etzatlan","Mexico"
"46525","","Jalisco","","Etzatlan","Mexico"
"46530","","Jalisco","","Etzatlan","Mexico"
"46532","","Jalisco","","Etzatlan","Mexico"
"46535","","Jalisco","","Etzatlan","Mexico"
"48745","","Jalisco","","El Grullo","Mexico"
"48747","","Jalisco","","El Grullo","Mexico"
"48748","","Jalisco","","El Grullo","Mexico"
"48749","","Jalisco","","El Grullo","Mexico"
"48750","","Jalisco","","El Grullo","Mexico"
"48753","","Jalisco","","El Grullo","Mexico"
"46800","","Jalisco","","Guachinango","Mexico"
"46810","","Jalisco","","Guachinango","Mexico"
"46815","","Jalisco","","Guachinango","Mexico"
"46820","","Jalisco","","Guachinango","Mexico"
"46826","","Jalisco","","Guachinango","Mexico"
"46827","","Jalisco","","Guachinango","Mexico"
"46829","","Jalisco","","Guachinango","Mexico"
"46830","","Jalisco","","Guachinango","Mexico"
"46840","","Jalisco","","Guachinango","Mexico"
"46845","","Jalisco","","Guachinango","Mexico"
"46846","","Jalisco","","Guachinango","Mexico"
"46440","","Jalisco","","Hostotipaquillo","Mexico"
"46445","","Jalisco","","Hostotipaquillo","Mexico"
"46446","","Jalisco","","Hostotipaquillo","Mexico"
"46448","","Jalisco","","Hostotipaquillo","Mexico"
"46450","","Jalisco","","Hostotipaquillo","Mexico"
"46454","","Jalisco","","Hostotipaquillo","Mexico"
"46455","","Jalisco","","Hostotipaquillo","Mexico"
"46457","","Jalisco","","Hostotipaquillo","Mexico"
"46460","","Jalisco","","Hostotipaquillo","Mexico"
"46260","","Jalisco","","Huejucar","Mexico"
"46270","","Jalisco","","Huejucar","Mexico"
"46280","","Jalisco","","Huejucar","Mexico"
"46281","","Jalisco","","Huejucar","Mexico"
"46282","","Jalisco","","Huejucar","Mexico"
"46288","","Jalisco","","Huejucar","Mexico"
"46290","","Jalisco","","Huejucar","Mexico"
"46299","","Jalisco","","Huejucar","Mexico"
"46010","","Jalisco","","Huejuquilla El Alto","Mexico"
"46015","","Jalisco","","Huejuquilla El Alto","Mexico"
"46016","","Jalisco","","Huejuquilla El Alto","Mexico"
"46017","","Jalisco","","Huejuquilla El Alto","Mexico"
"46018","","Jalisco","","Huejuquilla El Alto","Mexico"
"46020","","Jalisco","","Huejuquilla El Alto","Mexico"
"46025","","Jalisco","","Huejuquilla El Alto","Mexico"
"46029","","Jalisco","","Huejuquilla El Alto","Mexico"
"46030","","Jalisco","","Huejuquilla El Alto","Mexico"
"48850","","Jalisco","","La Huerta","Mexico"
"48852","","Jalisco","","La Huerta","Mexico"
"48854","","Jalisco","","La Huerta","Mexico"
"48860","","Jalisco","","La Huerta","Mexico"
"48862","","Jalisco","","La Huerta","Mexico"
"48865","","Jalisco","","La Huerta","Mexico"
"48868","","Jalisco","","La Huerta","Mexico"
"48869","","Jalisco","","La Huerta","Mexico"
"48870","","Jalisco","","La Huerta","Mexico"
"48872","","Jalisco","","La Huerta","Mexico"
"48876","","Jalisco","","La Huerta","Mexico"
"48878","","Jalisco","","La Huerta","Mexico"
"48880","","Jalisco","","La Huerta","Mexico"
"48889","","Jalisco","","La Huerta","Mexico"
"48890","","Jalisco","","La Huerta","Mexico"
"48892","","Jalisco","","La Huerta","Mexico"
"48893","","Jalisco","","La Huerta","Mexico"
"48894","","Jalisco","","La Huerta","Mexico"
"48895","","Jalisco","","La Huerta","Mexico"
"48896","","Jalisco","","La Huerta","Mexico"
"48898","","Jalisco","","La Huerta","Mexico"
"45850","","Jalisco","","Ixtlahuacan de los Membrillos","Mexico"
"45857","","Jalisco","","Ixtlahuacan de los Membrillos","Mexico"
"45860","","Jalisco","","Ixtlahuacan de los Membrillos","Mexico"
"45870","","Jalisco","","Ixtlahuacan de los Membrillos","Mexico"
"45876","","Jalisco","","Ixtlahuacan de los Membrillos","Mexico"
"45877","","Jalisco","","Ixtlahuacan de los Membrillos","Mexico"
"45260","","Jalisco","","Ixtlahuacan Del Rio","Mexico"
"45265","","Jalisco","","Ixtlahuacan Del Rio","Mexico"
"45270","","Jalisco","","Ixtlahuacan Del Rio","Mexico"
"45275","","Jalisco","","Ixtlahuacan Del Rio","Mexico"
"45276","","Jalisco","","Ixtlahuacan Del Rio","Mexico"
"45277","","Jalisco","","Ixtlahuacan Del Rio","Mexico"
"45279","","Jalisco","","Ixtlahuacan Del Rio","Mexico"
"45280","","Jalisco","","Ixtlahuacan Del Rio","Mexico"
"45281","","Jalisco","","Ixtlahuacan Del Rio","Mexico"
"45286","","Jalisco","","Ixtlahuacan Del Rio","Mexico"
"45287","","Jalisco","","Ixtlahuacan Del Rio","Mexico"
"45290","","Jalisco","","Ixtlahuacan Del Rio","Mexico"
"45298","","Jalisco","","Ixtlahuacan Del Rio","Mexico"
"45299","","Jalisco","","Ixtlahuacan Del Rio","Mexico"
"47130","","Jalisco","","Jalostotitlan","Mexico"
"47133","","Jalisco","","Jalostotitlan","Mexico"
"47135","","Jalisco","","Jalostotitlan","Mexico"
"47138","","Jalisco","","Jalostotitlan","Mexico"
"47139","","Jalisco","","Jalostotitlan","Mexico"
"47903","","Jalisco","","Jamay","Mexico"
"47905","","Jalisco","","Jamay","Mexico"
"47909","","Jalisco","","Jamay","Mexico"
"47950","","Jalisco","","Jesus Maria","Mexico"
"47952","","Jalisco","","Jesus Maria","Mexico"
"47955","","Jalisco","","Jesus Maria","Mexico"
"47956","","Jalisco","","Jesus Maria","Mexico"
"47958","","Jalisco","","Jesus Maria","Mexico"
"47959","","Jalisco","","Jesus Maria","Mexico"
"47960","","Jalisco","","Jesus Maria","Mexico"
"47964","","Jalisco","","Jesus Maria","Mexico"
"47965","","Jalisco","","Jesus Maria","Mexico"
"47970","","Jalisco","","Jesus Maria","Mexico"
"47974","","Jalisco","","Jesus Maria","Mexico"
"47975","","Jalisco","","Jesus Maria","Mexico"
"47976","","Jalisco","","Jesus Maria","Mexico"
"47977","","Jalisco","","Jesus Maria","Mexico"
"49950","","Jalisco","","Jilotlan de los Dolores","Mexico"
"49952","","Jalisco","","Jilotlan de los Dolores","Mexico"
"49955","","Jalisco","","Jilotlan de los Dolores","Mexico"
"49956","","Jalisco","","Jilotlan de los Dolores","Mexico"
"49957","","Jalisco","","Jilotlan de los Dolores","Mexico"
"49959","","Jalisco","","Jilotlan de los Dolores","Mexico"
"49960","","Jalisco","","Jilotlan de los Dolores","Mexico"
"49968","","Jalisco","","Jilotlan de los Dolores","Mexico"
"45810","","Jalisco","","Jocotepec","Mexico"
"45811","","Jalisco","","Jocotepec","Mexico"
"45812","","Jalisco","","Jocotepec","Mexico"
"45815","","Jalisco","","Jocotepec","Mexico"
"45816","","Jalisco","","Jocotepec","Mexico"
"45820","","Jalisco","","Jocotepec","Mexico"
"45825","","Jalisco","","Jocotepec","Mexico"
"45830","","Jalisco","","Jocotepec","Mexico"
"45840","","Jalisco","","Jocotepec","Mexico"
"45880","","Jalisco","","Juanacatlan","Mexico"
"45883","","Jalisco","","Juanacatlan","Mexico"
"45884","","Jalisco","","Juanacatlan","Mexico"
"45886","","Jalisco","","Juanacatlan","Mexico"
"45890","","Jalisco","","Juanacatlan","Mexico"
"45895","","Jalisco","","Juanacatlan","Mexico"
"45896","","Jalisco","","Juanacatlan","Mexico"
"45899","","Jalisco","","Juanacatlan","Mexico"
"48600","","Jalisco","","Juchitlan","Mexico"
"48605","","Jalisco","","Juchitlan","Mexico"
"48610","","Jalisco","","Juchitlan","Mexico"
"48615","","Jalisco","","Juchitlan","Mexico"
"48620","","Jalisco","","Juchitlan","Mexico"
"48628","","Jalisco","","Juchitlan","Mexico"
"48630","","Jalisco","","Juchitlan","Mexico"
"48635","","Jalisco","","Juchitlan","Mexico"
"47500","","Jalisco","","Lagos de Moreno","Mexico"
"47503","","Jalisco","","Lagos de Moreno","Mexico"
"47504","","Jalisco","","Lagos de Moreno","Mexico"
"47505","","Jalisco","","Lagos de Moreno","Mexico"
"47506","","Jalisco","","Lagos de Moreno","Mexico"
"47507","","Jalisco","","Lagos de Moreno","Mexico"
"47510","","Jalisco","","Lagos de Moreno","Mexico"
"47513","","Jalisco","","Lagos de Moreno","Mexico"
"47514","","Jalisco","","Lagos de Moreno","Mexico"
"47515","","Jalisco","","Lagos de Moreno","Mexico"
"47519","","Jalisco","","Lagos de Moreno","Mexico"
"47525","","Jalisco","","Lagos de Moreno","Mexico"
"47530","","Jalisco","","Lagos de Moreno","Mexico"
"47532","","Jalisco","","Lagos de Moreno","Mexico"
"47536","","Jalisco","","Lagos de Moreno","Mexico"
"47537","","Jalisco","","Lagos de Moreno","Mexico"
"47538","","Jalisco","","Lagos de Moreno","Mexico"
"47539","","Jalisco","","Lagos de Moreno","Mexico"
"48700","","Jalisco","","El Limon","Mexico"
"48708","","Jalisco","","El Limon","Mexico"
"48710","","Jalisco","","El Limon","Mexico"
"48715","","Jalisco","","El Limon","Mexico"
"48720","","Jalisco","","El Limon","Mexico"
"48725","","Jalisco","","El Limon","Mexico"
"48730","","Jalisco","","El Limon","Mexico"
"48739","","Jalisco","","El Limon","Mexico"
"46475","","Jalisco","","Magdalena","Mexico"
"45470","","Jalisco","","Acatic","Mexico"
"45473","","Jalisco","","Acatic","Mexico"
"45474","","Jalisco","","Acatic","Mexico"
"45475","","Jalisco","","Acatic","Mexico"
"45476","","Jalisco","","Acatic","Mexico"
"45477","","Jalisco","","Acatic","Mexico"
"45478","","Jalisco","","Acatic","Mexico"
"45479","","Jalisco","","Acatic","Mexico"
"45710","","Jalisco","","Acatlan de Juarez","Mexico"
"45713","","Jalisco","","Acatlan de Juarez","Mexico"
"45718","","Jalisco","","Acatlan de Juarez","Mexico"
"45720","","Jalisco","","Acatlan de Juarez","Mexico"
"45723","","Jalisco","","Acatlan de Juarez","Mexico"
"46740","","Jalisco","","Ahualulco de Mercado","Mexico"
"46744","","Jalisco","","Ahualulco de Mercado","Mexico"
"46745","","Jalisco","","Ahualulco de Mercado","Mexico"
"46746","","Jalisco","","Ahualulco de Mercado","Mexico"
"46749","","Jalisco","","Ahualulco de Mercado","Mexico"
"46750","","Jalisco","","Ahualulco de Mercado","Mexico"
"46756","","Jalisco","","Ahualulco de Mercado","Mexico"
"46758","","Jalisco","","Ahualulco de Mercado","Mexico"
"49370","","Jalisco","","Amacueca","Mexico"
"49375","","Jalisco","","Amacueca","Mexico"
"49380","","Jalisco","","Amacueca","Mexico"
"49388","","Jalisco","","Amacueca","Mexico"
"45380","","Jalisco","","Amatitan","Mexico"
"45390","","Jalisco","","Amatitan","Mexico"
"45395","","Jalisco","","Amatitan","Mexico"
"45398","","Jalisco","","Amatitan","Mexico"
"45399","","Jalisco","","Amatitan","Mexico"
"46700","","Jalisco","","Ameca","Mexico"
"46706","","Jalisco","","Ameca","Mexico"
"46707","","Jalisco","","Ameca","Mexico"
"46708","","Jalisco","","Ameca","Mexico"
"46709","","Jalisco","","Ameca","Mexico"
"46710","","Jalisco","","Ameca","Mexico"
"46715","","Jalisco","","Ameca","Mexico"
"46716","","Jalisco","","Ameca","Mexico"
"46717","","Jalisco","","Ameca","Mexico"
"46718","","Jalisco","","Ameca","Mexico"
"46719","","Jalisco","","Ameca","Mexico"
"46720","","Jalisco","","Ameca","Mexico"
"46723","","Jalisco","","Ameca","Mexico"
"46724","","Jalisco","","Ameca","Mexico"
"46725","","Jalisco","","Ameca","Mexico"
"46726","","Jalisco","","Ameca","Mexico"
"46728","","Jalisco","","Ameca","Mexico"
"46729","","Jalisco","","Ameca","Mexico"
"46560","","Jalisco","","San Juanito de Escobedo","Mexico"
"46565","","Jalisco","","San Juanito de Escobedo","Mexico"
"46566","","Jalisco","","San Juanito de Escobedo","Mexico"
"46570","","Jalisco","","San Juanito de Escobedo","Mexico"
"46572","","Jalisco","","San Juanito de Escobedo","Mexico"
"46573","","Jalisco","","San Juanito de Escobedo","Mexico"
"46574","","Jalisco","","San Juanito de Escobedo","Mexico"
"46580","","Jalisco","","San Juanito de Escobedo","Mexico"
"47186","","Jalisco","","Arandas","Mexico"
"47187","","Jalisco","","Arandas","Mexico"
"47188","","Jalisco","","Arandas","Mexico"
"47189","","Jalisco","","Arandas","Mexico"
"47192","","Jalisco","","Arandas","Mexico"
"47193","","Jalisco","","Arandas","Mexico"
"47194","","Jalisco","","Arandas","Mexico"
"47195","","Jalisco","","Arandas","Mexico"
"47196","","Jalisco","","Arandas","Mexico"
"47197","","Jalisco","","Arandas","Mexico"
"45350","","Jalisco","","El Arenal","Mexico"
"45359","","Jalisco","","El Arenal","Mexico"
"45360","","Jalisco","","El Arenal","Mexico"
"45368","","Jalisco","","El Arenal","Mexico"
"45790","","Jalisco","","Atemajac de Brizuela","Mexico"
"45796","","Jalisco","","Atemajac de Brizuela","Mexico"
"45798","","Jalisco","","Atemajac de Brizuela","Mexico"
"45799","","Jalisco","","Atemajac de Brizuela","Mexico"
"48160","","Jalisco","","Atengo","Mexico"
"48165","","Jalisco","","Atengo","Mexico"
"48166","","Jalisco","","Atengo","Mexico"
"48170","","Jalisco","","Atengo","Mexico"
"48175","","Jalisco","","Atengo","Mexico"
"48180","","Jalisco","","Atengo","Mexico"
"48185","","Jalisco","","Atengo","Mexico"
"48190","","Jalisco","","Atengo","Mexico"
"48193","","Jalisco","","Atengo","Mexico"
"48199","","Jalisco","","Atengo","Mexico"
"48100","","Jalisco","","Atenguillo","Mexico"
"48110","","Jalisco","","Atenguillo","Mexico"
"48120","","Jalisco","","Atenguillo","Mexico"
"48130","","Jalisco","","Atenguillo","Mexico"
"48135","","Jalisco","","Atenguillo","Mexico"
"48136","","Jalisco","","Atenguillo","Mexico"
"48139","","Jalisco","","Atenguillo","Mexico"
"48140","","Jalisco","","Atenguillo","Mexico"
"48145","","Jalisco","","Atenguillo","Mexico"
"48146","","Jalisco","","Atenguillo","Mexico"
"47752","","Jalisco","","Atotonilco El Alto","Mexico"
"47753","","Jalisco","","Atotonilco El Alto","Mexico"
"47755","","Jalisco","","Atotonilco El Alto","Mexico"
"47760","","Jalisco","","Atotonilco El Alto","Mexico"
"47764","","Jalisco","","Atotonilco El Alto","Mexico"
"47765","","Jalisco","","Atotonilco El Alto","Mexico"
"47766","","Jalisco","","Atotonilco El Alto","Mexico"
"47767","","Jalisco","","Atotonilco El Alto","Mexico"
"47768","","Jalisco","","Atotonilco El Alto","Mexico"
"47769","","Jalisco","","Atotonilco El Alto","Mexico"
"47770","","Jalisco","","Atotonilco El Alto","Mexico"
"47775","","Jalisco","","Atotonilco El Alto","Mexico"
"47777","","Jalisco","","Atotonilco El Alto","Mexico"
"47778","","Jalisco","","Atotonilco El Alto","Mexico"
"47779","","Jalisco","","Atotonilco El Alto","Mexico"
"49200","","Jalisco","","Atoyac","Mexico"
"49220","","Jalisco","","Atoyac","Mexico"
"49223","","Jalisco","","Atoyac","Mexico"
"49224","","Jalisco","","Atoyac","Mexico"
"49225","","Jalisco","","Atoyac","Mexico"
"49228","","Jalisco","","Atoyac","Mexico"
"49229","","Jalisco","","Atoyac","Mexico"
"48905","","Jalisco","","Autlan de Navarro","Mexico"
"48906","","Jalisco","","Autlan de Navarro","Mexico"
"48907","","Jalisco","","Autlan de Navarro","Mexico"
"48908","","Jalisco","","Autlan de Navarro","Mexico"
"48909","","Jalisco","","Autlan de Navarro","Mexico"
"48910","","Jalisco","","Autlan de Navarro","Mexico"
"48914","","Jalisco","","Autlan de Navarro","Mexico"
"48915","","Jalisco","","Autlan de Navarro","Mexico"
"48916","","Jalisco","","Autlan de Navarro","Mexico"
"48917","","Jalisco","","Autlan de Navarro","Mexico"
"48918","","Jalisco","","Autlan de Navarro","Mexico"
"48919","","Jalisco","","Autlan de Navarro","Mexico"
"48920","","Jalisco","","Autlan de Navarro","Mexico"
"48922","","Jalisco","","Autlan de Navarro","Mexico"
"48923","","Jalisco","","Autlan de Navarro","Mexico"
"48926","","Jalisco","","Autlan de Navarro","Mexico"
"48929","","Jalisco","","Autlan de Navarro","Mexico"
"47930","","Jalisco","","Ayotlan","Mexico"
"47934","","Jalisco","","Ayotlan","Mexico"
"47935","","Jalisco","","Ayotlan","Mexico"
"47936","","Jalisco","","Ayotlan","Mexico"
"47937","","Jalisco","","Ayotlan","Mexico"
"47938","","Jalisco","","Ayotlan","Mexico"
"47939","","Jalisco","","Ayotlan","Mexico"
"47940","","Jalisco","","Ayotlan","Mexico"
"47944","","Jalisco","","Ayotlan","Mexico"
"47945","","Jalisco","","Ayotlan","Mexico"
"47946","","Jalisco","","Ayotlan","Mexico"
"47947","","Jalisco","","Ayotlan","Mexico"
"47948","","Jalisco","","Ayotlan","Mexico"
"47949","","Jalisco","","Ayotlan","Mexico"
"48050","","Jalisco","","Ayutla","Mexico"
"48060","","Jalisco","","Ayutla","Mexico"
"48064","","Jalisco","","Ayutla","Mexico"
"48065","","Jalisco","","Ayutla","Mexico"
"48068","","Jalisco","","Ayutla","Mexico"
"48070","","Jalisco","","Ayutla","Mexico"
"48075","","Jalisco","","Ayutla","Mexico"
"48076","","Jalisco","","Ayutla","Mexico"
"48077","","Jalisco","","Ayutla","Mexico"
"48078","","Jalisco","","Ayutla","Mexico"
"48080","","Jalisco","","Ayutla","Mexico"
"48084","","Jalisco","","Ayutla","Mexico"
"48085","","Jalisco","","Ayutla","Mexico"
"48086","","Jalisco","","Ayutla","Mexico"
"48087","","Jalisco","","Ayutla","Mexico"
"48089","","Jalisco","","Ayutla","Mexico"
"48090","","Jalisco","","Ayutla","Mexico"
"48093","","Jalisco","","Ayutla","Mexico"
"48095","","Jalisco","","Ayutla","Mexico"
"48096","","Jalisco","","Ayutla","Mexico"
"48098","","Jalisco","","Ayutla","Mexico"
"47914","","Jalisco","","La Barca","Mexico"
"47915","","Jalisco","","La Barca","Mexico"
"47916","","Jalisco","","La Barca","Mexico"
"47917","","Jalisco","","La Barca","Mexico"
"47918","","Jalisco","","La Barca","Mexico"
"47920","","Jalisco","","La Barca","Mexico"
"47924","","Jalisco","","La Barca","Mexico"
"47925","","Jalisco","","La Barca","Mexico"
"47926","","Jalisco","","La Barca","Mexico"
"47927","","Jalisco","","La Barca","Mexico"
"46130","","Jalisco","","Bolaños","Mexico"
"46140","","Jalisco","","Bolaños","Mexico"
"46145","","Jalisco","","Bolaños","Mexico"
"48400","","Jalisco","","Cabo Corrientes","Mexico"
"48408","","Jalisco","","Cabo Corrientes","Mexico"
"48410","","Jalisco","","Cabo Corrientes","Mexico"
"48414","","Jalisco","","Cabo Corrientes","Mexico"
"48415","","Jalisco","","Cabo Corrientes","Mexico"
"48417","","Jalisco","","Cabo Corrientes","Mexico"
"48419","","Jalisco","","Cabo Corrientes","Mexico"
"48420","","Jalisco","","Cabo Corrientes","Mexico"
"48423","","Jalisco","","Cabo Corrientes","Mexico"
"48427","","Jalisco","","Cabo Corrientes","Mexico"
"48440","","Jalisco","","Cabo Corrientes","Mexico"
"48445","","Jalisco","","Cabo Corrientes","Mexico"
"48447","","Jalisco","","Cabo Corrientes","Mexico"
"48449","","Jalisco","","Cabo Corrientes","Mexico"
"48940","","Jalisco","","Casimiro Castillo","Mexico"
"48943","","Jalisco","","Casimiro Castillo","Mexico"
"48946","","Jalisco","","Casimiro Castillo","Mexico"
"48947","","Jalisco","","Casimiro Castillo","Mexico"
"48948","","Jalisco","","Casimiro Castillo","Mexico"
"48976","","Jalisco","","Cihuatlan","Mexico"
"48980","","Jalisco","","Cihuatlan","Mexico"
"48981","","Jalisco","","Cihuatlan","Mexico"
"48983","","Jalisco","","Cihuatlan","Mexico"
"48985","","Jalisco","","Cihuatlan","Mexico"
"48987","","Jalisco","","Cihuatlan","Mexico"
"48990","","Jalisco","","Cihuatlan","Mexico"
"48995","","Jalisco","","Cihuatlan","Mexico"
"48800","","Jalisco","","Villa Purificacion","Mexico"
"48805","","Jalisco","","Villa Purificacion","Mexico"
"48810","","Jalisco","","Villa Purificacion","Mexico"
"48815","","Jalisco","","Villa Purificacion","Mexico"
"48820","","Jalisco","","Villa Purificacion","Mexico"
"48825","","Jalisco","","Villa Purificacion","Mexico"
"48826","","Jalisco","","Villa Purificacion","Mexico"
"48827","","Jalisco","","Villa Purificacion","Mexico"
"48828","","Jalisco","","Villa Purificacion","Mexico"
"48830","","Jalisco","","Villa Purificacion","Mexico"
"48840","","Jalisco","","Villa Purificacion","Mexico"
"48845","","Jalisco","","Villa Purificacion","Mexico"
"49570","","Jalisco","","Quitupan","Mexico"
"49574","","Jalisco","","Quitupan","Mexico"
"49575","","Jalisco","","Quitupan","Mexico"
"49576","","Jalisco","","Quitupan","Mexico"
"49578","","Jalisco","","Quitupan","Mexico"
"49580","","Jalisco","","Quitupan","Mexico"
"49583","","Jalisco","","Quitupan","Mexico"
"49584","","Jalisco","","Quitupan","Mexico"
"49585","","Jalisco","","Quitupan","Mexico"
"49586","","Jalisco","","Quitupan","Mexico"
"49590","","Jalisco","","Quitupan","Mexico"
"49595","","Jalisco","","Quitupan","Mexico"
"49597","","Jalisco","","Quitupan","Mexico"
"45680","","Jalisco","","El Salto","Mexico"
"45685","","Jalisco","","El Salto","Mexico"
"45686","","Jalisco","","El Salto","Mexico"
"45690","","Jalisco","","El Salto","Mexico"
"45692","","Jalisco","","El Salto","Mexico"
"45699","","Jalisco","","El Salto","Mexico"
"45250","","Jalisco","","San Cristobal de La Barranca","Mexico"
"45255","","Jalisco","","San Cristobal de La Barranca","Mexico"
"45256","","Jalisco","","San Cristobal de La Barranca","Mexico"
"45257","","Jalisco","","San Cristobal de La Barranca","Mexico"
"45259","","Jalisco","","San Cristobal de La Barranca","Mexico"
"47596","","Jalisco","","San Diego de Alejandria","Mexico"
"47597","","Jalisco","","San Diego de Alejandria","Mexico"
"47599","","Jalisco","","San Diego de Alejandria","Mexico"
"47100","","Jalisco","","San Juan de los Lagos","Mexico"
"47105","","Jalisco","","San Juan de los Lagos","Mexico"
"47106","","Jalisco","","San Juan de los Lagos","Mexico"
"47109","","Jalisco","","San Juan de los Lagos","Mexico"
"47110","","Jalisco","","San Juan de los Lagos","Mexico"
"47116","","Jalisco","","San Juan de los Lagos","Mexico"
"47117","","Jalisco","","San Juan de los Lagos","Mexico"
"47118","","Jalisco","","San Juan de los Lagos","Mexico"
"47119","","Jalisco","","San Juan de los Lagos","Mexico"
"47175","","Jalisco","","San Julian","Mexico"
"47179","","Jalisco","","San Julian","Mexico"
"46540","","Jalisco","","San Marcos","Mexico"
"46545","","Jalisco","","San Marcos","Mexico"
"46350","","Jalisco","","San Martin de Bolaños","Mexico"
"46360","","Jalisco","","San Martin de Bolaños","Mexico"
"46370","","Jalisco","","San Martin de Bolaños","Mexico"
"46380","","Jalisco","","San Martin de Bolaños","Mexico"
"46385","","Jalisco","","San Martin de Bolaños","Mexico"
"46386","","Jalisco","","San Martin de Bolaños","Mexico"
"46770","","Jalisco","","San Martin de Hidalgo","Mexico"
"46772","","Jalisco","","San Martin de Hidalgo","Mexico"
"46775","","Jalisco","","San Martin de Hidalgo","Mexico"
"46776","","Jalisco","","San Martin de Hidalgo","Mexico"
"46780","","Jalisco","","San Martin de Hidalgo","Mexico"
"46781","","Jalisco","","San Martin de Hidalgo","Mexico"
"46783","","Jalisco","","San Martin de Hidalgo","Mexico"
"46785","","Jalisco","","San Martin de Hidalgo","Mexico"
"46790","","Jalisco","","San Martin de Hidalgo","Mexico"
"46792","","Jalisco","","San Martin de Hidalgo","Mexico"
"46794","","Jalisco","","San Martin de Hidalgo","Mexico"
"46797","","Jalisco","","San Martin de Hidalgo","Mexico"
"46798","","Jalisco","","San Martin de Hidalgo","Mexico"
"46799","","Jalisco","","San Martin de Hidalgo","Mexico"
"47150","","Jalisco","","San Miguel El Alto","Mexico"
"47154","","Jalisco","","San Miguel El Alto","Mexico"
"47157","","Jalisco","","San Miguel El Alto","Mexico"
"47160","","Jalisco","","San Miguel El Alto","Mexico"
"49120","","Jalisco","","Gomez Farias","Mexico"
"49125","","Jalisco","","Gomez Farias","Mexico"
"49130","","Jalisco","","Gomez Farias","Mexico"
"49140","","Jalisco","","Gomez Farias","Mexico"
"46960","","Jalisco","","San Sebastian Del Oeste","Mexico"
"46967","","Jalisco","","San Sebastian Del Oeste","Mexico"
"46968","","Jalisco","","San Sebastian Del Oeste","Mexico"
"46970","","Jalisco","","San Sebastian Del Oeste","Mexico"
"46974","","Jalisco","","San Sebastian Del Oeste","Mexico"
"46975","","Jalisco","","San Sebastian Del Oeste","Mexico"
"46980","","Jalisco","","San Sebastian Del Oeste","Mexico"
"46984","","Jalisco","","San Sebastian Del Oeste","Mexico"
"46990","","Jalisco","","San Sebastian Del Oeste","Mexico"
"46995","","Jalisco","","San Sebastian Del Oeste","Mexico"
"46996","","Jalisco","","San Sebastian Del Oeste","Mexico"
"46997","","Jalisco","","San Sebastian Del Oeste","Mexico"
"46240","","Jalisco","","Santa Maria de los Angeles","Mexico"
"46243","","Jalisco","","Santa Maria de los Angeles","Mexico"
"46245","","Jalisco","","Santa Maria de los Angeles","Mexico"
