Strike,Date,Tribal Agency,Location,Latitude,Longitude,Time Period,Minimum All Targets,MaximumAllTargets,Minimum Domestic Buildings,Maximum Domestic Buildings,Minimum Religious Buildings,Maximum Religious Buildings,Minimum Other Buildings,Maximum Other Buildings,Minimum vehicles,Maximum vehicles,Strucutral Damage,Minimum Number of Missiles Reported Fired,Maximum Number of Missiles Reported FIred,Minimum Total Reported Killed,Maximum Total Reported Killed,Minimum Civilians Reported Killed,Maximum Civilians Reported Killed,Minimum Children Reported Killed,Maximum Children Reported Killed,Minimum Injured,Maximum Injured
"B25",2008-05-09 00:00:00.000,"NWA","Gurwak",32.849812,69.465265,"Morning",1,2,1,2,0,0,0,0,0,0,"4","3","3",5,12,5,7,3,4,0,0
"B26",2008-08-09 00:00:00.000,"NWA","Danda Darpakhel",33.037625,70.051998,"Morning",2,3,1,2,1,1,0,0,0,0,"4","5","7",17,23,11,20,5,8,14,25
"B27",2008-12-09 00:00:00.000,"NWA","Miram Shah",33.00053,70.065479,"Morning",1,3,1,2,0,0,0,1,0,0,"4","Unreported","Unreported",12,15,3,5,2,2,14,14
"B30",2008-03-10 00:00:00.000,"NWA","Mohammad Khel",32.957221,69.885192,"Morning",1,2,1,2,0,0,0,0,0,0,"-","Unreported","Unreported",3,3,3,3,1,1,5,5
"B31",2008-03-10 00:00:00.000,"NWA","Mohammad Khel",32.957221,69.885192,"Evening",1,2,1,2,0,0,0,0,0,0,"4","Unreported","Unreported",17,21,7,14,3,3,0,0
"B32",2008-09-10 00:00:00.000,"NWA","Ghundikala",32.976448,70.244737,"Night",1,1,1,1,0,0,0,0,0,0,"3","1","1",5,9,1,9,1,4,2,2
"B35",2008-10-23 00:00:00.000,"NWA","Danda Darpakhel",33.037625,70.051998,"Night",1,2,0,1,1,1,0,0,0,0,"3","2","4",8,11,7,10,7,7,6,11
"B37",2008-10-31 00:00:00.000,"NWA","Asori",32.974702,70.251646,"Evening",0,2,0,1,0,0,0,0,0,1,"4","2","2",4,25,1,20,0,0,0,0
"B39",2008-07-11 00:00:00.000,"NWA","Kumsham",32.699489,69.838715,"Morning",1,1,1,1,0,0,0,0,0,0,"4","4","5",11,16,6,11,0,0,17,17
"B40",2008-11-14 00:00:00.000,"NWA","Garyom",32.716316,70.002737,"Night",1,1,1,1,0,0,0,0,0,0,"4","3","4",11,13,3,12,0,0,2,2
"B42",2008-11-22 00:00:00.000,"NWA","Ali Khel",32.9402704,70.292545,"Night",1,1,1,1,0,0,0,0,0,0,"4","2","2",4,6,0,1,0,0,6,6
"B44",2008-11-29 00:00:00.000,"NWA","Chashma",32.97573705,70.0818193,"Morning",1,1,1,1,0,0,0,0,0,0,"-","Unreported","Unreported",2,3,0,3,0,0,2,3
"B47",2008-12-15 00:00:00.000,"NWA","Tapi Tool",33.100098,70.041575,"",1,1,1,1,0,0,0,0,0,0,"4","Unreported","Unreported",2,3,0,3,0,0,3,3
"Ob1",2009-01-23 00:00:00.000,"NWA","Zeraki",32.968491,70.233437,"Afternoon",1,2,1,2,0,0,0,0,0,0,"4","1","3",7,15,9,11,1,1,1,1
"Ob9",2009-03-26 00:00:00.000,"NWA","Sokhel",32.953548,70.26701,"",1,1,1,1,0,0,0,0,0,0,"-","2","2",4,5,0,5,0,0,5,5
"Ob11",2009-04-04 00:00:00.000,"NWA","Khadar Khel",32.97355,69.62063,"Night",1,2,1,2,0,0,0,0,0,0,"4","2","2",13,15,8,13,3,5,1,1
"Ob17",2009-05-16 00:00:00.000,"NWA","Khaisoori",32.876181,70.241282,"Morning",0,3,0,1,0,1,0,0,0,1,"4","2","2",25,40,9,9,0,0,2,2
"Ob31",2009-08-21 00:00:00.000,"NWA","Danda Darpakhel",33.037625,70.051998,"Night",2,5,1,5,0,0,1,0,0,0,"4","3","3",17,21,9,13,6,6,2,2
"Ob33",2009-07-09 00:00:00.000,"NWA","Machi Khel",33.030398,70.247011,"Evening",1,3,1,1,0,1,0,0,0,1,"3","2","2",5,8,3,3,0,0,2,7
"Ob34",2009-08-09 00:00:00.000,"NWA","Darga Mandi",33.040435,70.047863,"Evening",1,1,1,1,0,0,0,0,0,0,"2","2","2",10,15,5,5,3,3,4,5
"Ob36",2009-09-24 00:00:00.000,"NWA","Danda Darpakhel",33.037625,70.051998,"",1,1,1,1,0,0,0,0,0,0,"4","2","4",10,12,0,12,0,0,5,5
"Ob38",2009-09-29 00:00:00.000,"NWA","Danda Darpakhel",33.037625,70.051998,"Evening",1,1,1,1,0,0,0,0,0,0,"4","1","1",4,9,0,4,0,0,2,6
"Ob45",2009-11-20 00:00:00.000,"NWA","Aziz Khel",33.084063,70.206671,"Morning",1,2,1,2,0,0,0,0,0,0,"-","2","2",3,14,3,3,1,1,2,12
"Ob49",2009-12-17 00:00:00.000,"NWA","Ambar Shaga",32.908451,69.760566,"Afternoon",1,2,1,2,0,0,0,0,0,0,"4","10","10",12,16,6,6,0,0,0,0
"Ob50",2009-12-18 00:00:00.000,"NWA","Pai Khel",32.971084,69.839566,"Afternoon",0,1,0,1,0,0,0,0,0,0,"-","3","4",5,8,5,5,0,0,4,5
"Ob51",2009-12-26 00:00:00.000,"NWA","Saidgai",32.9328,70.4,"Evening",1,1,1,1,0,0,0,0,0,0,"4","2","2",13,20,6,6,0,0,12,12
"Ob52",2009-12-31 00:00:00.000,"NWA","Machi Khel",33.030398,70.247011,"Evening",1,2,1,2,0,0,0,0,0,0,"4","2","2",3,7,3,3,1,1,2,2
"Ob54",2010-03-01 00:00:00.000,"NWA","Mosaki",32.965701,70.274498,"Evening",1,2,1,1,0,0,0,0,0,1,"4","1","2",5,5,1,2,1,1,2,2
"Ob55",2010-06-01 00:00:00.000,"NWA","Sanzali",32.963091,69.593711,"Afternoon",1,1,1,1,0,0,0,0,0,0,"4","2","2",5,7,0,6,0,0,5,5
"Ob56",2010-06-01 00:00:00.000,"NWA","Sanzali",32.963091,69.593711,"Afternoon",1,1,1,1,0,0,0,0,0,0,"-","1","1",5,9,5,5,0,0,3,3
"Ob57",2010-08-01 00:00:00.000,"NWA","Tabbi",32.947066,70.148732,"Evening",0,3,0,1,0,0,0,1,0,1,"3","1","2",5,6,5,5,1,1,3,3
"Ob68",2010-02-02 00:00:00.000,"NWA","Toor Narai",32.939755,69.881702,"",0,0,0,0,0,0,0,0,0,0,"-","Unreported","Unreported",9,9,5,5,0,0,0,0
"Ob73",2010-02-24 00:00:00.000,"NWA","Darga Mandi",33.040435,70.047863,"Afternoon",1,2,1,1,0,0,0,0,0,1,"4","3","3",5,13,5,6,1,1,6,6
"Ob76",2010-10-03 00:00:00.000,"NWA","Mizar Madakhel",32.906109,69.748807,"Afternoon or evening",0,3,0,0,0,0,0,0,0,3,"-","2","4",7,7,4,7,0,0,0,0
"Ob82",2010-03-27 00:00:00.000,"NWA","Hurmuz",32.97175,70.269263,"",1,2,1,2,0,0,0,0,0,0,"4","2","2",4,4,0,4,0,0,5,5
"Ob83",2010-03-31 00:00:00.000,"NWA","Tappi",32.94694,70.147083,"Night",0,2,0,1,0,0,0,1,0,0,"4","2","3",5,6,5,6,1,1,2,2
"Ob84",2010-12-04 00:00:00.000,"NWA","Boya",32.944149,69.900169,"Evening",1,1,1,1,0,0,0,0,0,0,"-","2","2",13,13,8,13,2,2,2,3
"Ob89",2010-03-05 00:00:00.000,"NWA","Machi Khel",33.030398,70.247011,"Afternoon",0,1,0,1,0,0,0,0,0,0,"-","3","3",4,6,0,2,0,0,0,0
"Ob90",2010-09-05 00:00:00.000,"NWA","Inzarkas",32.97355,69.62063,"Morning",1,1,1,1,0,0,0,0,0,0,"4","2","2",5,10,0,4,0,0,4,4
"Ob91",2010-11-05 00:00:00.000,"NWA","Lawra Mandi",32.97922,69.496036,"Morning",2,2,1,1,0,0,0,0,1,1,"4","11","18",8,14,0,4,0,0,12,12
"Ob94",2010-05-21 00:00:00.000,"NWA","Boya",32.944149,69.900169,"Night",1,2,1,1,0,0,0,0,0,1,"4","4","5",7,12,5,9,3,4,7,10
"Ob96",2010-10-06 00:00:00.000,"NWA","Norak",32.980948,70.171738,"Evening",1,2,1,1,0,0,0,0,0,1,"3","2","2",2,7,4,4,0,0,3,3
"Ob102",2010-07-15 00:00:00.000,"NWA","Sheerani",32.884272,69.654522,"Evening",1,1,1,1,0,0,0,0,0,0,"4","2","3",9,14,0,7,0,0,3,3
"Ob107",2010-08-14 00:00:00.000,"NWA","Asori",32.974702,70.251646,"Evening",1,2,1,2,0,0,0,0,0,0,"-","2","2",13,14,7,7,1,1,5,6
"Ob108",2010-08-21 00:00:00.000,"NWA","Qutab Khel",32.968833,70.059299,"Evening",0,3,0,1,0,0,0,0,0,2,"-","4","4",4,6,0,4,0,0,2,2
"Ob109",2010-08-23 00:00:00.000,"NWA","Danda Darpakhel",33.037625,70.051998,"Evening",1,5,1,5,0,0,0,0,0,0,"4","3","3",20,20,7,9,3,3,15,15
"Ob118",2010-08-09 00:00:00.000,"NWA","Danda Darpakhel",33.037625,70.051998,"Morning",1,2,1,2,0,0,0,0,0,0,"4","2","2",5,10,4,4,4,4,2,2
"Ob119",2010-08-09 00:00:00.000,"NWA","Deegan",32.960354,69.867332,"",1,1,0,0,0,0,0,0,1,1,"-","2","2",3,4,0,4,0,0,1,2
"Ob125",2010-09-15 00:00:00.000,"NWA","Darga Mandi",33.040435,70.047863,"Night",1,2,1,2,0,0,0,0,0,0,"4","8","12",11,15,5,5,0,0,1,5
"Ob127",2010-09-19 00:00:00.000,"NWA","Deegan",32.960354,69.867332,"Evening",1,1,0,0,0,0,0,0,1,1,"-","2","3",3,9,5,5,0,0,0,0
"Ob128",2010-09-20 00:00:00.000,"NWA","Darazinda",33.149661,70.433515,"Afternoon",1,0,0,0,0,0,0,0,1,0,"-","3","4",3,6,0,3,0,0,0,0
"Ob139",2010-04-10 00:00:00.000,"NWA","Mir Ali",32.969788,70.276966,"Evening",1,2,1,1,0,1,0,0,0,0,"3","2","2",5,9,0,3,0,0,2,2
"Ob144",2010-08-10 00:00:00.000,"NWA","Char Khel",32.952216,69.874321,"Night",1,2,1,1,0,0,0,0,0,1,"3","2","3",5,8,0,4,0,0,0,0
"Ob146",2010-10-13 00:00:00.000,"NWA","Inzarkas",32.97355,69.62063,"Evening",2,3,1,1,0,0,0,0,1,2,"-","2","3",6,14,3,6,0,0,0,0
"Ob149",2010-10-18 00:00:00.000,"NWA","Sanzali",32.963091,69.593711,"Evening or night",1,3,1,2,0,0,0,0,0,1,"-","6","6",6,7,1,1,1,1,1,6
"Ob152",2010-10-28 00:00:00.000,"NWA","Ismail Khel",32.967555,69.692245,"Night",1,1,1,1,0,0,0,0,0,0,"4","2","2",4,8,0,4,0,0,0,0
"Ob160",2010-11-13 00:00:00.000,"NWA","Ahmad Khel",32.982964,69.985099,"Afternoon",1,2,0,1,0,0,0,0,1,1,"-","2","2",4,4,0,4,0,0,1,1
"Ob161",2010-11-16 00:00:00.000,"NWA","Ghulam Khan",33.133778,70.034065,"",2,2,1,1,0,0,0,0,1,1,"4","4","6",20,20,0,9,0,0,0,0
"Ob163",2010-11-21 00:00:00.000,"NWA","Khaddi",32.973028,70.214138,"Afternoon",2,2,1,1,0,0,0,0,1,1,"-","2","4",5,9,0,3,0,0,0,0
"Ob165",2010-11-26 00:00:00.000,"NWA","Pir Keley",33.074677,70.144304,"Afternoon",1,1,0,0,0,0,0,0,1,1,"-","2","2",2,4,1,4,1,1,0,0
"Ob167",2010-06-12 00:00:00.000,"NWA","Khushali",32.938927,70.247355,"Evening",1,3,0,1,0,0,0,1,1,1,"-","2","4",3,5,0,2,0,0,3,3
"Ob170",2010-12-14 00:00:00.000,"NWA","Tabbi",32.947066,70.148732,"",1,1,0,0,0,0,0,0,1,1,"-","2","2",3,4,0,4,0,0,0,0
"Ob178",2010-12-28 00:00:00.000,"NWA","Ghulam Khan",33.133778,70.034065,"Afternoon",2,2,2,2,0,0,0,0,0,0,"4","2","2",5,12,2,4,0,0,3,3
"Ob192",2011-02-21 00:00:00.000,"NWA","Tabbi",32.947066,70.148732,"Morning or evening",1,1,1,1,0,0,0,0,0,0,"-","4","4",7,14,0,11,0,0,10,10
"Ob196",2011-11-03 00:00:00.000,"NWA","Khaisoori",32.876181,70.241282,"Afternoon",1,1,0,0,0,0,0,0,1,1,"-","2","10",4,12,5,5,0,0,0,0
"Ob202",2011-03-17 00:00:00.000,"NWA","Datta Khel",32.909136,69.76078,"Morning",1,2,0,0,0,0,1,1,0,1,"4","3","10",26,42,19,41,0,1,9,14
"Ob204",2011-04-22 00:00:00.000,"NWA","Spinwan",33.173695,70.401978,"Night",2,2,2,2,0,0,0,0,0,0,"4","4","10",20,26,5,9,3,5,5,10
"Ob205",2011-06-05 00:00:00.000,"NWA","Dwa Tooe",32.87173,69.554229,"Afternoon",2,4,0,1,0,1,1,1,1,1,"2","2","8",7,18,6,6,0,0,4,4
"Ob221",2011-06-15 00:00:00.000,"NWA","Isha Check Point",32.966934,70.111426,"Evening",1,1,0,0,0,0,0,0,1,1,"-","2","6",5,6,5,6,0,0,0,0
"Ob226",2011-05-07 00:00:00.000,"NWA","Hurmuz",32.97175,70.269263,"Night",0,2,0,2,0,0,0,0,0,0,"4","2","4",4,6,0,3,0,2,5,5
"Ob231",2011-12-07 00:00:00.000,"NWA","Newey Adda",32.905893,69.749022,"Evening",1,2,0,1,0,0,0,0,1,1,"-","2","4",1,9,1,1,0,0,3,5
"Ob236",2011-08-16 00:00:00.000,"NWA","Miram Shah",33.00053,70.065479,"Night",1,2,1,1,0,0,0,0,0,1,"1","2","2",2,7,3,4,1,1,2,2
"Ob238",2011-08-22 00:00:00.000,"NWA","Norak",32.980948,70.171738,"Evening",1,2,0,1,0,0,0,0,1,1,"4","2","2",3,7,0,4,0,0,3,3
"Ob250",2011-10-30 00:00:00.000,"NWA","Khar Qamar",32.905569,69.74885,"Morning",1,3,0,1,0,0,0,0,1,2,"2","2","6",4,6,4,4,0,0,2,3
"Ob251",2011-10-31 00:00:00.000,"NWA","Norak",32.980948,70.171738,"Evening",1,2,0,1,0,0,0,0,1,1,"4","2","2",2,4,2,2,2,2,3,3
"Ob261",2012-09-02 00:00:00.000,"NWA","Miram Shah",33.00053,70.065479,"Night",0,2,0,2,0,0,0,0,0,0,"-","2","2",3,8,0,3,0,1,3,3
"Ob272",2012-05-24 00:00:00.000,"NWA","Hisokhel",32.954322,70.266516,"Morning",0,3,0,1,0,1,0,0,0,1,"4","2","2",5,12,0,8,0,0,3,4
"Ob278",2012-04-06 00:00:00.000,"NWA","Hisokhel",32.954322,70.266516,"Night or morning",1,2,1,1,0,0,0,0,0,1,"4","2","6",1,18,0,6,0,0,3,6
"Ob283",2012-06-07 00:00:00.000,"NWA","Maizer",32.906109,69.748807,"Evening or night",1,5,1,1,0,0,0,0,0,4,"4","2","8",13,24,3,18,0,0,2,22
"Ob284",2012-07-23 00:00:00.000,"NWA","Darnashtra",32.540735,69.436512,"Evening",1,1,1,1,0,0,0,0,0,0,"4","4","8",11,14,6,14,0,0,2,11
"Ob285",2012-07-29 00:00:00.000,"NWA","Khushali",32.938927,70.247355,"Afternoon",0,2,0,1,0,0,0,0,0,1,"4","6","6",4,7,0,3,0,0,4,4
"Ob286",2012-08-18 00:00:00.000,"NWA","Shawal NWA",32.61581,69.489212,"Morning or afternoon",1,3,0,1,0,0,0,0,1,2,"-","2","4",5,12,1,1,0,0,2,9
"Ob289",2012-08-21 00:00:00.000,"NWA","Hamzoni",32.97364,69.983339,"Evening",1,2,1,1,0,0,0,0,0,1,"-","2","2",4,25,1,3,1,1,2,2
"Ob299",2012-10-24 00:00:00.000,"NWA","Tabbi",32.947066,70.148732,"Afternoon",0,2,0,1,0,0,0,0,0,1,"-","2","3",1,1,1,1,0,0,6,9
"Ob302",2012-06-12 00:00:00.000,"NWA","Murbarak Shahi",32.957617,70.168476,"Morning",1,1,1,1,0,0,0,0,0,0,"3","2","4",2,11,1,1,0,0,1,6
"Ob303",2012-09-12 00:00:00.000,"NWA","Tapi Tool",33.100098,70.041575,"Morning",1,2,1,1,0,0,0,0,0,1,"3","4","4",2,4,0,3,0,0,0,0
"Ob309",2013-08-01 00:00:00.000,"NWA","Haider Khel",32.945661,70.317135,"Night",1,2,1,2,0,0,0,0,0,0,"4","3","8",4,9,0,2,0,1,1,4
"Ob312",2013-06-02 00:00:00.000,"NWA","Spinwan",33.173695,70.401978,"Afternoon",1,1,1,1,0,0,0,0,0,0,"4","2","6",3,5,0,2,0,0,1,1
