Id,College Owner ID,Rating,College Name,Phone,College Site,Fax,Parent College ID,Website,College Number,Ticker Symbol,College Type,Ownership,Industry,Employees,Annual Revenue,SIC Code,Created by ID,Modified by ID,Created Time,Modified Time,Billing Street,Shipping Street,Billing City,Shipping City,Billing State,Shipping State,Billing Code,Shipping Code,Billing Country,Shipping Country,Description,ERP System,Initial Contact Date,Student (FTE) Headcount,Institution Level,Status,College Mailing Street Name,College Mailing Street Two,College City,College State,College Zip Code,College,ERP Services,SIG Client,ContractStartDate,Contract End Date,Contract Monthly Rate,Current Hourly Rate-Onsite,Institution Type,Contract Loaded Rate (Expenses),Current Hourly Rate-Remote,Next Scheduled Increase Date,Special Group Rate,Next Schedule Rate-Onsite,Associated Institution ID,Project Domain Name,Contract Type,Contract Notes Special Provisions,Initital Date of Busines,Contract Rate Notes,PO Number,Total Contract Amount,NTE Amount,Other ERP Systems,Original Contract Date,Original Contract Rate,Send Invoices To,Maximum Travel Time,Contract2 Start Date,Contract2 End Date,Current2 Hourly Rate-Onsite,Contract2 Monthly Rate,Contract2 Next Increase Date,Contract2 Next Increase Rate,Contract2 Notes,IT Services,Reporting Services,Procurement Services,Vendor Selected,Currency,Exchange Rate,NDA,Background Check,Exclude from Client Lists,Last Activity Time,Meals Included,Test,PM,FICE,Next Schedule Rate-Remote,Next Renewal Date,Previous Renewal Date,New Renewal Status,Current2 Hourly Rate-Remote,Per Diem?,Full Per Diem Rate,Is There Per Diem?,Partial Per Diem Rate,Layout ID,PO Contact,Score,Positive Score,Negative Score,Positive Touch Point Score,Touch Point Score,Negative Touch Point Score,Tag,Survival Clause,Contract Survival Clause,Special Reporting Reqmts,PO Roll Notes,College Image,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time
"zcrm_210617000003382911","zcrm_210617000002355001","","Clarion University of Pennsylvania","","","","","www.clarion.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,6520,"Four Year","","840 Wood Street","","Clarion","PA","16214-1232","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","3318",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382912","zcrm_210617000002355001","","Clark College","","","","","www.clark.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,10000,"Two Year","","1933 Fort Vancouver Way","","Vancouver","WA","98663-3598","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","3773",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382913","zcrm_210617000002355001","","Clark State Community College","","","","","www.clarkstate.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,5640,"Two Year","","570 E Leffel Lane, PO Box 570","","Springfield","OH","45501-0570","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","4852",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382914","zcrm_210617000002355001","","Clarkson University","","","","","www.clarkson.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,3604,"Four Year","","8 Clarkson Ave","","Potsdam","NY","13699","","","No",,,,,"Private",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","2699",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382915","zcrm_210617000002355001","","Clayton State University","","","","","www.clayton.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000000103005",2015-04-02 16:38:00.000,2017-04-06 09:26:00.000,"","","","","","",,"","","","","Banner",,7140,"Four Year","","2000 Clayton State Boulevard","","Morrow","GA","30260-0285","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2017-04-06 09:26:00.000,"No","","","8976",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382916","zcrm_210617000002355001","","Cleveland Community College","","","","","www.clevelandcc.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,3416,"Two Year","","137 S Post Road","","Shelby","NC","28152-6296","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","8082",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382917","zcrm_210617000002355001","","Cleveland State University","","","","","www.csuohio.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,17525,"Four Year","","2121 Euclid Avenue","","Cleveland","OH","44115-2214","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","3032",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382918","zcrm_210617000002355001","","Cloud County Community College","","","","","www.cloud.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,2917,"Two Year","","2221 Campus Drive","","Concordia","KS","66901-1002","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","1909",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382919","zcrm_210617000002355001","","Clover Park Technical College","","","","","www.cptc.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,4366,"Two Year","","4500 Steilacoom Boulevard, SW","","Lakewood","WA","98499-4004","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","5752",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382920","zcrm_210617000002355001","","Coahoma Community College","","","","","www.ccc.cc.ms.us",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,2317,"Two Year","","3240 Friars Point Road","","Clarksdale","MS","38614-9700","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","2401",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382921","zcrm_210617000002355001","","Coastal Bend College","","","","","www.coastalbend.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,3745,"Two Year","","3800 Charco Road","","Beeville","TX","78102-2197","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","3546",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382922","zcrm_210617000002355001","","Coastal Carolina Community College","","","","","www.coastalcarolina.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,4691,"Two Year","","444 Western Boulevard","","Jacksonville","NC","28546-6816","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","5316",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382923","zcrm_210617000002355001","","Coastline Community College","","","","","www.coastline.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,8439,"Two Year","","11460 Warner Avenue","","Fountain Valley","CA","92708-2597","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","20635",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382924","zcrm_210617000002355001","","Colegio Universitario de San Juan","","","","","www.cunisanjuan.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,2950,"Four Year","","180 Jose R. Oliver Street","","San Juan","PR","918","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","10567",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382925","zcrm_210617000002355001","","College for Financial Planning","","","","","www.cffp.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,8000,"Four Year","","9000 E. Nichols Avenue #200","","Centennial","CO","80112","","","No",,,,,"Proprietary",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","666809",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382926","zcrm_210617000002355001","","College of Central Florida","","","","","www.cf.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,8289,"Four Year","","3001 S.W. College Road","","Ocala","FL","34474","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","1471",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382927","zcrm_210617000002355001","","College of Coastal Georgia","","","","","www.ccga.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000000103005",2015-04-02 16:38:00.000,2017-04-06 09:42:00.000,"","","","","","",,"","","","","Banner",,3156,"Four Year","","One College Drive","","Brunswick","GA","31520-3632","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2017-04-06 09:42:00.000,"No","","","1558",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382928","zcrm_210617000002355001","","College of Lake County","","","","","www.clcillinois.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,17575,"Two Year","","19351 W Washington Street","","Grayslake","IL","60030-1198","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","7694",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382929","zcrm_210617000002355001","","College of Micronesia-FSM","","","","","www.comfsm.fm",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,2744,"Two Year","","PO Box 159 Kolonia","","Pohnpei","FM","96941-0159","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","10343",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382930","zcrm_210617000002355001","","College of Mount St. Joseph","","","","","www.msj.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,2294,"Four Year","","5701 Delhi Road","","Cincinnati","OH","45233-1670","","","No",,,,,"Private",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","3033",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382932","zcrm_210617000002355001","","College of Southern Idaho","","","","","www.csi.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,9086,"Two Year","","PO Box 1238, 315 Falls Avenue","","Twin Falls","ID","83303-1238","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","1619",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382933","zcrm_210617000002355001","","College of Southern Maryland","","","","","www.csmd.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,9217,"Two Year","","PO Box 910","","La Plata","MD","20646-0910","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","2064",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382934","zcrm_210617000002355001","","College of the Albemarle","","","","","www.albemarle.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,2591,"Two Year","","1208 North Road Street","","Elizabeth City","NC","27906-2327","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","2917",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382936","zcrm_210617000002355001","","College of the Holy Cross","","","","","www.holycross.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,2891,"Four Year","","1 College Street","","Worcester","MA","01610-2322","","","No",,,,,"Private",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","2141",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382937","zcrm_210617000002355001","","College of the Mainland","","","","","www.com.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,4010,"Two Year","","1200 Amburn Road","","Texas City","TX","77591-2499","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","7096",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382938","zcrm_210617000002355001","","College of William & Mary","","","","","www.wm.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,8258,"Four Year","","PO Box 8795","","Williamsburg","VA","23187-8795","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","3705",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382939","zcrm_210617000002355001","","Colorado Christian University","","","","","www.ccu.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,3542,"Four Year","","8787 W Alameda Avenue","","Lakewood","CO","80226-7499","","","No",,,,,"Private",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","9401",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382940","zcrm_210617000002355001","","Colorado Mesa University","","","","","www.coloradomesa.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,9482,"Four Year","","1100 North Avenue","","Grand Junction","CO","81501-3122","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","1358",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382941","zcrm_210617000002355001","","Colorado Mountain College","","","","","www.coloradomtn.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,5847,"Four Year","","802 Grand Avenue","","Glenwood Springs","CO","81602-3961","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","4506",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382943","zcrm_210617000002355001","","Colorado State University-Global Campus","","","","","www.csuglobal.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,5258,"Four Year","","8000 E Maplewood Ave, Bld 5 Ste 250","","Greenwood Village","CO","80111-4766","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","42087",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382944","zcrm_210617000002355001","","Colorado State University-Pueblo","","","","","www.colostate-pueblo.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,6805,"Four Year","","2200 Bonforte Boulevard","","Pueblo","CO","81001-4901","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","1365",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382945","zcrm_210617000002355001","","Colorado Technical University","","","","","www.coloradotech.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,2408,"Four Year","","4435 N Chestnut Street","","Colorado Springs","CO","80907-3896","","","No",,,,,"Proprietary",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","10148",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382946","zcrm_210617000002355001","","Columbia Basin College","","","","","www.columbiabasin.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,6282,"Four Year","","2600 N 20th Avenue","","Pasco","WA","99301-3397","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","3774",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382947","zcrm_210617000002355001","","Columbia Southern University","","","","","www.columbiasouthern.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,19933,"Four Year","","21982 University Lane","","Orange Beach","AL","36561-3845","","","No",,,,,"Proprietary",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","41215",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382949","zcrm_210617000002355001","","Columbia University in the City of New York","","","","","www.columbia.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,26471,"Four Year","","615 West 131st Street","","New York","NY","10027-6902","","","No",,,,,"Private",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","2707",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382951","zcrm_210617000002355001","","Columbus State Community College","","","","","www.cscc.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,25970,"Two Year","","Box 1609","","Columbus","OH","43216-1609","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","6867",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382952","zcrm_210617000002355001","","Columbus Technical College","","","","","www.columbustech.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000000103005",2015-04-02 16:38:00.000,2017-04-06 09:54:00.000,"","","","","","",,"","","","","Banner",,4267,"Two Year","","928 Manchester Expressway","","Columbus","GA","31904-6572","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2017-04-06 09:54:00.000,"No","","","5624",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382953","zcrm_210617000002355001","","Community College of Allegheny County","","","","","www.ccac.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,18896,"Two Year","","800 Allegheny Avenue","","Pittsburgh","PA","15233-1895","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","3231",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382954","zcrm_210617000002355001","","Community College of Aurora","","","","","www.ccaurora.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,8403,"Two Year","","16000 E Centre Tech Parkway","","Aurora","CO","80011-9036","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","22769",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382955","zcrm_210617000002355001","","Community College of Beaver County","","","","","www.ccbc.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,2596,"Two Year","","1 Campus Drive","","Monaca","PA","15061-2588","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","6807",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382956","zcrm_210617000002355001","","Community College of Denver","","","","","www.ccd.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,5211,"Two Year","","Campus Box 250   P.O. Box 173363","","Denver","CO","80217-3363","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","9542",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382958","zcrm_210617000002355001","","Community College of the Air Force","","","","","www.maxwell.af.mil",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,313825,"Two Year","","100 South Turner Blvd","","Maxwell AFB, Gunter","AL","36114-3011","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","12308",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382959","zcrm_210617000002355001","","Community College of Vermont","","","","","www.ccv.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,6928,"Two Year","","PO Box 489","","Montpelier","VT","5601","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","11167",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382960","zcrm_210617000002355001","","Concord University","","","","","www.concord.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,2834,"Four Year","","PO Box 1000","","Athens","WV","24712-1000","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","3810",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
"zcrm_210617000003382961","zcrm_210617000002355001","","Connors State College","","","","","www.connorsstate.edu",0,"","","","",0,0,0,"zcrm_210617000002355001","zcrm_210617000002355001",2015-04-02 16:38:00.000,2015-04-02 16:38:00.000,"","","","","","",,"","","","","",,2336,"Two Year","","Route 1, Box 1000","","Warner","OK","74469-9700","","","No",,,,,"Public",,,,"",,"","","","",,"","",,,"",,,"","",,,,,"",,"","","","","","","","","","No",2015-04-02 16:38:00.000,"No","","","3153",,,,"Not Due",,"",,"",,"","",0,0,0,0,0,0,"","","","","","",,,,""
