ProductKey,Product Name,Product Description,Manufacturer,Brand Name,Class Name,Color Name,Size,Size Range,Weight,Unit Cost,Unit Price,Product Sub Category,Product Category,WeightUnitMeasureID
1934,"Fabrikam Refrigerator 19CuFt M7600 Orange","19-cubic-foot refrigerator, Refrigerator Capacity: 12.6cu.ft. ; Freezer Capacity: 6.4cu.ft.","Fabrikam, Inc.","Fabrikam","Regular","Orange","20 x 18 x 33","",74,413.42,899,"Refrigerators","Home Appliances","pounds"
1938,"Fabrikam Refrigerator 1.7CuFt E1200 Orange","1.7-cubic-foot refrigerator, soft line and reversible door, flush back design","Fabrikam, Inc.","Fabrikam","Economy","Orange","20 x 18 x 33","",69,66.27,129.99,"Refrigerators","Home Appliances","pounds"
1942,"Litware Refrigerator 4.6CuFt E280 White","4.6-cubic-foot refrigerator, compressor cooled, space saving flat back design","Litware, Inc.","Litware","Regular","White","36 x 40.2 x 28","",227,152.94,299.99,"Refrigerators","Home Appliances","pounds"
1946,"Litware Refrigerator 19CuFt M760 Brown","19-cubic-foot refrigerator, Refrigerator Capacity: 12.6cu.ft. ; Freezer Capacity: 6.4cu.ft.","Litware, Inc.","Litware","Regular","Brown","20 x 19 x 18.6","",56,413.42,899,"Refrigerators","Home Appliances","pounds"
1950,"Litware Refrigerator 1.7CuFt E120 Brown","1.7-cubic-foot refrigerator, soft line and reversible door, flush back design","Litware, Inc.","Litware","Economy","Brown","22 x 19 x 36","",120,66.27,129.99,"Refrigerators","Home Appliances","pounds"
1954,"Litware Refrigerator 4.6CuFt E280 Silver","4.6-cubic-foot refrigerator, compressor cooled, space saving flat back design","Litware, Inc.","Litware","Regular","Silver","22.8 x 19.9 x 36.1","",132,152.94,299.99,"Refrigerators","Home Appliances","pounds"
1958,"Litware Refrigerator 19CuFt M760 Green","19-cubic-foot refrigerator, Refrigerator Capacity: 12.6cu.ft. ; Freezer Capacity: 6.4cu.ft.","Litware, Inc.","Litware","Regular","Green","30.8 x 30.2 x 25","",176,413.42,899,"Refrigerators","Home Appliances","pounds"
1962,"Litware Refrigerator 1.7CuFt E120 Green","1.7-cubic-foot refrigerator, soft line and reversible door,flush back design.","Litware, Inc.","Litware","Economy","Green","18.3 x 19 x 20.2","",38.1,66.27,129.99,"Refrigerators","Home Appliances","pounds"
1966,"Litware Refrigerator 4.6CuFt E280 Blue","4.6-cubic-foot refrigerator, compressor cooled, space saving flat back design","Litware, Inc.","Litware","Regular","Blue","21.6 x 17 x 46.2","",65,152.94,299.99,"Refrigerators","Home Appliances","pounds"
1970,"Litware Refrigerator 19CuFt M760 Grey","19-cubic-foot refrigerator, Refrigerator Capacity: 12.6cu.ft. ; Freezer Capacity: 6.4cu.ft.","Litware, Inc.","Litware","Regular","Grey","20.7 x 18 x 33.7","",71,413.42,899,"Refrigerators","Home Appliances","pounds"
1974,"Litware Refrigerator 1.7CuFt E120 Grey","1.7-cubic-foot refrigerator, soft line and reversible door, flush back design","Litware, Inc.","Litware","Economy","Grey","36 x 40 x 28","",220,66.27,129.99,"Refrigerators","Home Appliances","pounds"
1978,"Litware Refrigerator 4.6CuFt E280 Orange","4.6-cubic-foot refrigerator, compressor cooled, space saving flat back design","Litware, Inc.","Litware","Regular","Orange","20 x 19 x 18","",54,152.94,299.99,"Refrigerators","Home Appliances","pounds"
1982,"Litware Refrigerator 9.7CuFt M560 Red","9.7-cubic-foot refrigerator, four full glass shelves handle lots of snacks","Litware, Inc.","Litware","Regular","Red","35 x 39 x 25.9","",196,226.71,493,"Refrigerators","Home Appliances","pounds"
1986,"Fabrikam Microwave 1.0CuFt E1100 White","1100-watt mid-sized microwave oven with 1-cubic-foot capacity","Fabrikam, Inc.","Fabrikam","Regular","White","16.1  x 6.5  x 1.8","",27,71.37,139.99,"Microwaves","Home Appliances","pounds"
1990,"Fabrikam Microwave 2.2CuFt M1250 Silver","1250 watts of power for faster cooking, defrosting interior","Fabrikam, Inc.","Fabrikam","Regular","Silver","17 x 22 x 15","",26,91.97,199.99,"Microwaves","Home Appliances","pounds"
1994,"Fabrikam Microwave 0.8CuFt E0800 Silver","800-watt compact-size microwave oven with 4/5-cubic-foot capacity","Fabrikam, Inc.","Fabrikam","Economy","Silver"," 22.5 x 17.5 x 14","",37,48.43,94.99,"Microwaves","Home Appliances","pounds"
1998,"Fabrikam Microwave 1.0CuFt E1100 Grey","1100-watt mid-sized microwave oven with 1-cubic-foot capacity","Fabrikam, Inc.","Fabrikam","Regular","Grey","19 x 14.3 x 11.1","",27,71.37,139.99,"Microwaves","Home Appliances","pounds"
2002,"Fabrikam Microwave 2.2CuFt M1250 Red","1250 watts of power for faster cooking, defrosting interior","Fabrikam, Inc.","Fabrikam","Regular","Red","23.2 x 22.2 x 15.5","",26,91.97,199.99,"Microwaves","Home Appliances","pounds"
2006,"Fabrikam Microwave 0.8CuFt E0800 Red","800-watt compact-size microwave oven with 4/5-cubic-foot capacity","Fabrikam, Inc.","Fabrikam","Economy","Red","19 x 14.3 x 11.1","",26,48.43,94.99,"Microwaves","Home Appliances","pounds"
2010,"Fabrikam Microwave 1.0CuFt E1100 Black","1100-watt mid-sized microwave oven with 1-cubic-foot capacity","Fabrikam, Inc.","Fabrikam","Regular","Black"," 22.5 x 17.5 x 14","",39,71.37,139.99,"Microwaves","Home Appliances","pounds"
2014,"Fabrikam Microwave 2.2CuFt M1250 Blue","1250 watts of power for faster cooking, defrosting interior","Fabrikam, Inc.","Fabrikam","Regular","Blue","23 x 27 x 17","",26,91.97,199.99,"Microwaves","Home Appliances","pounds"
2018,"Fabrikam Microwave 0.8CuFt E0800 Blue","800-watt compact-size microwave oven with 4/5-cubic-foot capacity","Fabrikam, Inc.","Fabrikam","Economy","Blue","19 x 24 x 14","",37,48.43,94.99,"Microwaves","Home Appliances","pounds"
2022,"Litware Microwave 1.0CuFt E110 White","1100-watt mid-sized microwave oven with 1-cubic-foot capacity","Litware, Inc.","Litware","Regular","White"," 22.5 x 17.5 x 14","",41,71.37,139.99,"Microwaves","Home Appliances","pounds"
2026,"Litware Microwave 2.2CuFt M125 Silver","1250 watts of power for faster cooking, defrosting interior","Litware, Inc.","Litware","Regular","Silver"," 17 x 22 x 15","",37,91.97,199.99,"Microwaves","Home Appliances","pounds"
2030,"Litware Microwave 0.8CuFt E080 Silver","800-watt compact-size microwave oven with 4/5-cubic-foot capacity","Litware, Inc.","Litware","Economy","Silver","15 x 12 x 20","",55,48.43,94.99,"Microwaves","Home Appliances","pounds"
2034,"Litware Microwave 1.0CuFt E110 Grey","1100-watt mid-sized microwave oven with 1-cubic-foot capacity","Litware, Inc.","Litware","Regular","Grey","19 x 24 x 14","",40,71.37,139.99,"Microwaves","Home Appliances","pounds"
2038,"Litware Microwave 2.2CuFt M125 Red","1250 watts of power for faster cooking, defrosting interior","Litware, Inc.","Litware","Regular","Red","5.7  x 6.7  x 1.9","",37,91.97,199.99,"Microwaves","Home Appliances","pounds"
2042,"Litware Microwave 0.8CuFt E080 Red","800-watt compact-size microwave oven with 4/5-cubic-foot capacity","Litware, Inc.","Litware","Economy","Red","19 x 24 x 14","",26,48.43,94.99,"Microwaves","Home Appliances","pounds"
2046,"Litware Microwave 1.0CuFt E110 Black","1100-watt mid-sized microwave oven with 1-cubic-foot capacity","Litware, Inc.","Litware","Regular","Black"," 22.5 x 17.5 x 14","",39,71.37,139.99,"Microwaves","Home Appliances","pounds"
2050,"Litware Microwave 2.2CuFt M125 Blue","1250 watts of power for faster cooking, defrosting interior","Litware, Inc.","Litware","Regular","Blue","17.2 x 20.5 x 12.2","",26,91.97,199.99,"Microwaves","Home Appliances","pounds"
2054,"Litware Microwave 0.8CuFt E080 Blue","800-watt compact-size microwave oven with 4/5-cubic-foot capacity","Litware, Inc.","Litware","Economy","Blue","21.7 x 17.4 x 12.4","",37,48.43,94.99,"Microwaves","Home Appliances","pounds"
2142,"Adventure Works Coffee Maker 12C M100 Black","Combination 12 cup coffee maker, 24-hour clock/timer for wake-up coffee","Adventure Works","Adventure Works","Regular","Black","11.3 x 17 x 14","",24,204.64,445,"Coffee Machines","Home Appliances","pounds"
2146,"Adventure Works Coffee Maker Super-Auto 12C X125 Silver","Combination 12 cup super-auto coffee maker, 1250-watt super-automatic espresso machine","Adventure Works","Adventure Works","Deluxe","Silver","22  x 20.5  x 3.4","",8.5,546.68,1650,"Coffee Machines","Home Appliances","pounds"
2150,"Adventure Works Coffee Maker 5C E090 Silver","5-Cup Capacity with glass carafe, digital soft touch pad and automatic shut off","Adventure Works","Adventure Works","Economy","Silver","17.2  x 7.5  x 3.5","",23,75.96,149,"Coffee Machines","Home Appliances","pounds"
2154,"Adventure Works Coffee Maker 12C M100 White","Combination 12 cup coffee maker, 24-hour clock/timer for wake-up coffee","Adventure Works","Adventure Works","Regular","White","8.1  x 5  x 1.9","",20.9,204.64,445,"Coffee Machines","Home Appliances","pounds"
2158,"Adventure Works Coffee Maker Super-Auto 12C X125 Grey","Combination 12 cup super-auto coffee maker, 1250-watt super-automatic espresso machine","Adventure Works","Adventure Works","Deluxe","Grey","2.1  x 3  x 0.9","",26,546.68,1650,"Coffee Machines","Home Appliances","pounds"
2162,"Adventure Works Coffee Maker 5C E090 Grey","5-Cup Capacity with glass carafe, digital soft touch pad and automatic shut off","Adventure Works","Adventure Works","Economy","Grey","17.4  x 12  x 1.9","",24,75.96,149,"Coffee Machines","Home Appliances","pounds"
2166,"Fabrikam Coffee Maker 12C M100 Black","Combination 12 cup coffee maker, 24-hour clock/timer for wake-up coffee","Fabrikam, Inc.","Fabrikam","Regular","Black","8.6 x 12.4 x 13","",8.5,204.64,445,"Coffee Machines","Home Appliances","pounds"
2170,"Fabrikam Coffee Maker Super-Auto 12C X125 Silver","Combination 12 cup super-auto coffee maker, 1250-watt super-automatic espresso machine","Fabrikam, Inc.","Fabrikam","Deluxe","Silver","16.1  x 6.5  x 1.8","",23,546.68,1650,"Coffee Machines","Home Appliances","pounds"
2174,"Fabrikam Coffee Maker 5C E090 Silver","5-Cup Capacity with glass carafe, digital soft touch pad and automatic shut off","Fabrikam, Inc.","Fabrikam","Economy","Silver","8.1  x 5  x 1.9","",20.9,75.96,149,"Coffee Machines","Home Appliances","pounds"
2178,"Fabrikam Coffee Maker 12C M100 White","Combination 12 cup coffee maker, 24-hour clock/timer for wake-up coffee","Fabrikam, Inc.","Fabrikam","Regular","White","3  x 3.8  x 0.3","",24,204.64,445,"Coffee Machines","Home Appliances","pounds"
2182,"Fabrikam Coffee Maker Super-Auto 12C X125 Grey","Combination 12 cup super-auto coffee maker, 1250-watt super-automatic espresso machine","Fabrikam, Inc.","Fabrikam","Deluxe","Grey","1.3  x 1.1  x 3.5","",25.4,546.68,1650,"Coffee Machines","Home Appliances","pounds"
2186,"Fabrikam Coffee Maker 5C E090 Grey","5-Cup Capacity with glass carafe, digital soft touch pad and automatic shut off","Fabrikam, Inc.","Fabrikam","Economy","Grey","1.3  x 1.1  x 3.5","",21.5,75.96,149,"Coffee Machines","Home Appliances","pounds"
2190,"Adventure Works Floor Lamp X1150 Black","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Adventure Works","Adventure Works","Deluxe","Black","15.2 x 13 x 14.2","",10.6,210.72,635.99,"Lamps","Home Appliances","pounds"
2194,"Adventure Works Wall Lamp E2150 Black","Brushed nickel two light wall sconce, mount up or down","Adventure Works","Adventure Works","Economy","Black","8 x 8 x 28.5","",3.2,61.17,119.99,"Lamps","Home Appliances","pounds"
2198,"Adventure Works Floor Lamp X1150 White","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Adventure Works","Adventure Works","Deluxe","White","20 x 4.5 x 21","",7,210.72,635.99,"Lamps","Home Appliances","pounds"
2202,"Adventure Works Wall Lamp E2150 White","Brushed nickel two light wall sconce, mount up or down","Adventure Works","Adventure Works","Economy","White","14.3 x 10.7 x 10.5","",9.6,61.17,119.99,"Lamps","Home Appliances","pounds"
2206,"Adventure Works Floor Lamp X1150 Silver","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Adventure Works","Adventure Works","Deluxe","Silver","5 x 4 x 6.5","",3.2,210.72,635.99,"Lamps","Home Appliances","pounds"
2210,"Adventure Works Wall Lamp E2150 Silver","Brushed nickel two light wall sconce, mount up or down","Adventure Works","Adventure Works","Economy","Silver","5 x 4 x 6.5","",1.4,61.17,119.99,"Lamps","Home Appliances","pounds"
2214,"Adventure Works Floor Lamp X1150 Grey","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Adventure Works","Adventure Works","Deluxe","Grey","5 x 5 x 7.5","",2,210.72,635.99,"Lamps","Home Appliances","pounds"
2218,"Adventure Works Wall Lamp E2150 Grey","Brushed nickel two light wall sconce, mount up or down","Adventure Works","Adventure Works","Economy","Grey","5 x 4 x 6.5","",2.5,61.17,119.99,"Lamps","Home Appliances","pounds"
2222,"Adventure Works Floor Lamp X1150 Blue","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Adventure Works","Adventure Works","Deluxe","Blue","14 x 5 x 5","",5.5,210.72,635.99,"Lamps","Home Appliances","pounds"
2226,"Adventure Works Wall Lamp E2150 Blue","Brushed nickel two light wall sconce, mount up or down","Adventure Works","Adventure Works","Economy","Blue","10.2 x 10.2 x 63","",14,61.17,119.99,"Lamps","Home Appliances","pounds"
2230,"WWI Floor Lamp X115 Black","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Wide World Importers","Wide World Importers","Deluxe","Black","6.5 x 4 x 9","",2,210.72,635.99,"Lamps","Home Appliances","pounds"
2234,"WWI Wall Lamp E215 Black","Brushed nickel two light wall sconce, mount up or down","Wide World Importers","Wide World Importers","Economy","Black","20 x 10 x 50.5","",15,61.17,119.99,"Lamps","Home Appliances","pounds"
2238,"WWI Floor Lamp X115 White","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Wide World Importers","Wide World Importers","Deluxe","White","8 x 8 x 28.5","",18.6,210.72,635.99,"Lamps","Home Appliances","pounds"
2242,"WWI Wall Lamp E215 White","Brushed nickel two light wall sconce, mount up or down","Wide World Importers","Wide World Importers","Economy","White","14.3 x 10.7 x 10.5","",14.7,61.17,119.99,"Lamps","Home Appliances","pounds"
2246,"WWI Floor Lamp X115 Silver","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Wide World Importers","Wide World Importers","Deluxe","Silver","13.5x14.2x10","",8,210.72,635.99,"Lamps","Home Appliances","pounds"
2250,"WWI Wall Lamp E215 Silver","Brushed nickel two light wall sconce, mount up or down","Wide World Importers","Wide World Importers","Economy","Silver","15.5 x 12.5 x 10.5","",4,61.17,119.99,"Lamps","Home Appliances","pounds"
2254,"WWI Floor Lamp X115 Grey","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Wide World Importers","Wide World Importers","Deluxe","Grey","5 x 4 x 6.5","",2,210.72,635.99,"Lamps","Home Appliances","pounds"
2258,"WWI Wall Lamp E215 Grey","Brushed nickel two light wall sconce, mount up or down","Wide World Importers","Wide World Importers","Economy","Grey","5 x 4 x 6.5","",19.3,61.17,119.99,"Lamps","Home Appliances","pounds"
2262,"WWI Floor Lamp X115 Blue","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Wide World Importers","Wide World Importers","Deluxe","Blue","5 x 4 x 6.5","",8,210.72,635.99,"Lamps","Home Appliances","pounds"
2266,"WWI Wall Lamp E215 Blue","Brushed nickel two light wall sconce, mount up or down","Wide World Importers","Wide World Importers","Economy","Blue","5 x 5 x 7.5","",14.4,61.17,119.99,"Lamps","Home Appliances","pounds"
2270,"Proseware Floor Lamp X0115 Black","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Proseware, Inc.","Proseware","Deluxe","Black","10 x 15 x 6","",13.1,210.72,635.99,"Lamps","Home Appliances","pounds"
2274,"Proseware Wall Lamp E0215 Black","Brushed nickel two light wall sconce, mount up or down","Proseware, Inc.","Proseware","Economy","Black","10 x 15 x 6","",6.6,61.17,119.99,"Lamps","Home Appliances","pounds"
2278,"Proseware Floor Lamp X0115 White","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Proseware, Inc.","Proseware","Deluxe","White","12 x 10.5 x 14","",8,210.72,635.99,"Lamps","Home Appliances","pounds"
2282,"Proseware Wall Lamp E0215 White","Brushed nickel two light wall sconce, mount up or down","Proseware, Inc.","Proseware","Economy","White","5 x 4 x 6.5","",3.2,61.17,119.99,"Lamps","Home Appliances","pounds"
2286,"Proseware Floor Lamp X0115 Silver","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Proseware, Inc.","Proseware","Deluxe","Silver","5 x 4 x 6.5","",1.4,210.72,635.99,"Lamps","Home Appliances","pounds"
2290,"Proseware Wall Lamp E0215 Silver","Brushed nickel two light wall sconce, mount up or down","Proseware, Inc.","Proseware","Economy","Silver","5 x 5 x 7.5","",2,61.17,119.99,"Lamps","Home Appliances","pounds"
2294,"Proseware Floor Lamp X0115 Grey","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Proseware, Inc.","Proseware","Deluxe","Grey","5 x 4 x 6.5","",2.5,210.72,635.99,"Lamps","Home Appliances","pounds"
2298,"Proseware Wall Lamp E0215 Grey","Brushed nickel two light wall sconce, mount up or down","Proseware, Inc.","Proseware","Economy","Grey","14 x 5 x 5","",5.5,61.17,119.99,"Lamps","Home Appliances","pounds"
2302,"Proseware Floor Lamp X0115 Blue","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Proseware, Inc.","Proseware","Deluxe","Blue","10.2 x 10.2 x 63","",14,210.72,635.99,"Lamps","Home Appliances","pounds"
2306,"Proseware Wall Lamp E0215 Blue","Brushed nickel two light wall sconce, mount up or down","Proseware, Inc.","Proseware","Economy","Blue","6.5 x 4 x 9","",2,61.17,119.99,"Lamps","Home Appliances","pounds"
2310,"Litware Floor Lamp X1015 Black","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Litware, Inc.","Litware","Deluxe","Black","20 x 10 x 50.5","",15,210.72,635.99,"Lamps","Home Appliances","pounds"
2314,"Litware Wall Lamp E2015 Black","Brushed nickel two light wall sconce, mount up or down","Litware, Inc.","Litware","Economy","Black","5 x 4 x 6.5","",2,61.17,119.99,"Lamps","Home Appliances","pounds"
2318,"Litware Floor Lamp X1015 White","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Litware, Inc.","Litware","Deluxe","White","5 x 4 x 6.5","",19.3,210.72,635.99,"Lamps","Home Appliances","pounds"
2322,"Litware Wall Lamp E2015 White","Brushed nickel two light wall sconce, mount up or down","Litware, Inc.","Litware","Economy","White","5 x 4 x 6.5","",8,61.17,119.99,"Lamps","Home Appliances","pounds"
2326,"Litware Floor Lamp X1015 Silver","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Litware, Inc.","Litware","Deluxe","Silver","5 x 5 x 7.5","",14.4,210.72,635.99,"Lamps","Home Appliances","pounds"
2330,"Litware Wall Lamp E2015 Silver","Brushed nickel two light wall sconce, mount up or down","Litware, Inc.","Litware","Economy","Silver","10 x 15 x 6","",13.1,61.17,119.99,"Lamps","Home Appliances","pounds"
2334,"Litware Floor Lamp X1015 Grey","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Litware, Inc.","Litware","Deluxe","Grey","10 x 15 x 6","",6.6,210.72,635.99,"Lamps","Home Appliances","pounds"
2338,"Litware Wall Lamp E2015 Grey","Brushed nickel two light wall sconce, mount up or down","Litware, Inc.","Litware","Economy","Grey","12 x 10.5 x 14","",8,61.17,119.99,"Lamps","Home Appliances","pounds"
2342,"Litware Floor Lamp X1015 Blue","Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Litware, Inc.","Litware","Deluxe","Blue","5 x 4 x 6.5","",3.2,210.72,635.99,"Lamps","Home Appliances","pounds"
2346,"Litware Wall Lamp E2015 Blue","Brushed nickel two light wall sconce, mount up or down","Litware, Inc.","Litware","Economy","Blue","5 x 4 x 6.5","",1.4,61.17,119.99,"Lamps","Home Appliances","pounds"
2386,"Proseware Air conditioner 8000BTU M320 White","8,000-BTU air conditioner for rooms up to 320 square feet","Proseware, Inc.","Proseware","Regular","White","25.1 x 27.8 x 17.2","",57,183.94,399.99,"Air Conditioners","Home Appliances","pounds"
2390,"Proseware Air conditioner 25000BTU L167 Red","25,000-BTU air conditioner for large rooms up to 1672 square feet","Proseware, Inc.","Proseware","Deluxe","Red","18  x 20.5  x 3.4","",57,210.72,635.99,"Air Conditioners","Home Appliances","pounds"
2394,"Proseware Air conditioner 7000BTU E260 Red","7,000-BTU air conditioner for rooms up to 260 square feet","Proseware, Inc.","Proseware","Regular","Red","24 x 23.8 x 18.8","",88,152.94,299.99,"Air Conditioners","Home Appliances","pounds"
2398,"Proseware Air conditioner 12000BTU M640 Silver","12,000-BTU air conditioner for rooms up to 640 square feet","Proseware, Inc.","Proseware","Regular","Silver","24 x 23.8 x 18.8","",25,211.53,459.99,"Air Conditioners","Home Appliances","pounds"
2402,"Proseware Air conditioner 6000BTU E180 Silver","6,000-BTU air conditioner for rooms up to 180 square feet","Proseware, Inc.","Proseware","Economy","Silver","21.2 x 19 x 14.1","",36,101.96,199.99,"Air Conditioners","Home Appliances","pounds"
2406,"Proseware Air conditioner 10000BTU M490 Grey","10,000-BTU air conditioner for rooms up to 490 square feet","Proseware, Inc.","Proseware","Regular","Grey","25 x 23 x 17","",36,197.74,429.99,"Air Conditioners","Home Appliances","pounds"
2410,"Litware 3-Speed Oscillating High-Performance Fan E201 Black","Powerful 3-speed fan provides whisper-quiet operation","Litware, Inc.","Litware","Economy","Black","12.3 x 7.9 x 13.4","",6,15.29,29.99,"Fans","Home Appliances","pounds"
2414,"Litware 18'' Adjustable Oscillating Pedestal Fan E301 White","18-inch pedestal fan provides 3 whisper-quiet speeds, 90-degree oscillation or stationary cooling","Litware, Inc.","Litware","Economy","White","24.1 x 6.5 x 12.6","",10,18.78,36.83,"Fans","Home Appliances","pounds"
2418,"Litware 3-Speed Oscillating Blower Fan M115 Silver","High-velocity blower floor fan in a tall space-saving streamlined design,","Litware, Inc.","Litware","Economy","Silver","17.5 x 14.1 x 13.9","",16,34.03,73.99,"Fans","Home Appliances","pounds"
2422,"Litware 20'' Box Fan E401 Yellow","170-watt 20-inch box fan with 3 whisper-quiet speeds","Litware, Inc.","Litware","Economy","Yellow","2.6 x 10.2 x 6.7","",2,13.25,25.99,"Fans","Home Appliances","pounds"
2426,"Litware Tower Fan E501 Silver","Space saving tower design, top mounted control pane","Litware, Inc.","Litware","Economy","Silver","5.9 x 7.3 x 31.1","",7,20.39,39.99,"Fans","Home Appliances","pounds"
2430,"Litware Mobile Fan External USB Cooling Fan E601 Black","80 x 80 x 25 mm, rated Voltage - 5V DC, started Voltage - 4V DC","Litware, Inc.","Litware","Economy","Black","17.7 x 13.8 x 10","",14,16.77,32.89,"Fans","Home Appliances","pounds"
2434,"Litware 16"" White Oscillating Stand Fan E701 Grey","16"" oscillating stand fan","Litware, Inc.","Litware","Economy","Grey","16.4 x 14.3 x 12.8","",9,14.83,29.09,"Fans","Home Appliances","pounds"
2438,"Litware 14"" High Velocity Floor Fan E801 Pink","High velocity volt, 3 Speeds","Litware, Inc.","Litware","Economy","Pink","25.9 x 13.5 x 5.7","",8,22.94,44.99,"Fans","Home Appliances","pounds"
2442,"Litware 120mm Blue LED Case Fan E901 Grey","Up to 69.69 CFM, 19dB-A silent application for CPU cooling","Litware, Inc.","Litware","Economy","Grey","25.9 x 13.5 x 5.7","",8,5.09,9.99,"Fans","Home Appliances","pounds"
2446,"Litware 80mm Dual Ball Bearing Case Fan E1001 Pink","Higher air flow to enhance cooling performance, silent operation for case cooling","Litware, Inc.","Litware","Economy","Pink","32 x 7.5 x 9.4","",9,2.54,4.99,"Fans","Home Appliances","pounds"
2450,"Litware 92mm DBB Case Fan E1101 Grey","92mm DBB case fan, 86.2 x 66.5 x 15.8 inches, 5.6 ounces","Litware, Inc.","Litware","Economy","Grey","8 x 6.6 x 30.9","",8,7.64,14.99,"Fans","Home Appliances","pounds"
2454,"Litware Desktop Wind Tower Oscillating Fan E1201 White","Desktop fan with front-mounted electronic controls, 3 speeds","Litware, Inc.","Litware","Economy","White","11.5 x 11.2 x 6.5","",5,15.29,29.99,"Fans","Home Appliances","pounds"
2458,"Litware USB Foam Fan E1301 Red","Cold alternative to an under desk fan, child-safe blades","Litware, Inc.","Litware","Economy","Red","21.8 x 5.6 x 24.1","",14,10.19,19.99,"Fans","Home Appliances","pounds"
2462,"Litware 180 CFM Vertical Discharge Fan X450 Blue","Powerful and efficient vertical discharge fan","Litware, Inc.","Litware","Regular","Blue","8 x 7 x 10.3","",3,71.44,215.62,"Fans","Home Appliances","pounds"
2466,"Litware USB Durable Desk Soft Fan E1401 Red","3 speed settings, separate oscillation control provides oscillation option to increase air circulation","Litware, Inc.","Litware","Economy","Red","14.7 x 14.6 x 6.4","",10,15.29,30,"Fans","Home Appliances","pounds"
2470,"Litware 80mm LED Dual PCI Slot Fan E1501 Pink","7.2 X 4.8 x 1.7 inches, 8 ounces","Litware, Inc.","Litware","Economy","Pink","22.7 x 11.7 x 5.3","",6,15.8,30.99,"Fans","Home Appliances","pounds"
2474,"Litware 20'' Weather-Shield Performance Box Fan E1601 White","20'' box fan with 3 whisper-quiet, energy-efficient speeds","Litware, Inc.","Litware","Economy","White","22.7 x 11.7 x 5.3","",12,15.29,29.99,"Fans","Home Appliances","pounds"
2478,"Litware 17'' Oscillating Pedestal Fan M125 Blue","17-inch oscillating pedestal fan with all-metal construction","Litware, Inc.","Litware","Regular","Blue","7 x 7.2 x 10.1","",3,96.57,210,"Fans","Home Appliances","pounds"
2482,"Litware 18'' Oscillating Pedestal Fan M135 Blue","18-inch oscillating pedestal fan with all-metal construction","Litware, Inc.","Litware","Deluxe","Blue","24.1 x 6.5 x 12.6","",3,160.95,350,"Fans","Home Appliances","pounds"
2486,"Litware 18'' Oscillating Pedestal Fan M145 Blue","19-inch oscillating pedestal fan with all-metal construction","Litware, Inc.","Litware","Deluxe","Blue","12.5 x 14 .5x 9","",10,183.95,400,"Fans","Home Appliances","pounds"
240,"Contoso Home Theater System 2.1 Channel E1200 Black","2.1 channel home theater system. Total power: 400 watts","Contoso, Ltd","Contoso","Economy","Black","21 x 17.5 x 16.2","",34,152.44,299,"Home Theater System","TV and Video","pounds"
288,"Contoso Home Theater System 2.1 Channel E1220 Brown","2.1 channel home theater system, includes 2 front speakers","Contoso, Ltd","Contoso","Economy","Brown","17 x 16.3 x 3.3","",11.4,101.46,199,"Home Theater System","TV and Video","pounds"
576,"Contoso Projector 1080p X981 Black","1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio","Contoso, Ltd","Contoso","Deluxe","Black","16.3 x 9.1 x 12.1","",4.1,827.97,2499,"Projectors & Screens","Computers","pounds"
584,"Contoso Screen 100in E010 Black","16:9 aspect ratios - 100in, designed for wall or ceiling installation","Contoso, Ltd","Contoso","Economy","Black","13.6 x 17.7 x 5.7","",4.3,62.95,190,"Projectors & Screens","Computers","pounds"
588,"Contoso Projector 1080p X981 White","1920 x 1080p pixel resolution, HDTV 1080p native resolution,8000:1 contrast ratio","Contoso, Ltd","Contoso","Deluxe","White","11.5 x 4 x 9","",16.1,827.97,2499,"Projectors & Screens","Computers","pounds"
596,"Contoso Screen 100in E010 White","16:9 aspect ratio-100in, designed for wall or ceiling installation","Contoso, Ltd","Contoso","Economy","White","6.6 x 5.4 x 5.2","",10.6,62.95,190,"Projectors & Screens","Computers","pounds"
