FK_dim_Solicitacoes,Apoio,Notificação,Agendamento,Prazo,FK_dim_Entidades,FK_dim_Servicos,FK_dim_Usuarios,FK_dim_GruposUsuarios,FK_dim_Acoes,FK_dim_StatusExt,FK_dim_CategoriasServicos,FK_dim_GrupoResponsavel,FK_dim_MotivosCanc,FK_dim_Encaminhamento,FK_dim_Situacao,Nota Avaliação,Motivo Avaliação,Data Avaliação,Hora Avaliação,Hora Criacao,Hora Conclusao,FK_dim_SLA,Data Criacao,Data Conclusao
"2020.9-32.593","0","1","0",21600,1,1,2,1,10,2,1,1,1,"",1,-1,"",,,1899-12-30 15:30:45.070,1899-12-30 15:40:51.643,3,2020-09-09 00:00:00.000,2020-09-09 00:00:00.000
"2020.9-32.595","0","1","0",21600,1,1,2,1,10,2,1,1,1,"",1,-1,"",,,1899-12-30 16:17:56.090,1899-12-30 16:20:08.000,3,2020-09-09 00:00:00.000,2020-09-09 00:00:00.000
"2020.9-32.594","0","1","0",21600,1,1,2,1,10,2,1,1,1,"",1,-1,"",,,1899-12-30 15:59:54.586,1899-12-30 16:02:05.743,3,2020-09-09 00:00:00.000,2020-09-09 00:00:00.000
"2020.9-32.588","0","0","0",21600,1,1,2,1,11,1,1,1,1,"",1,-1,"",,,1899-12-30 17:08:37.550,1899-12-30 09:36:39.776,3,2020-09-08 00:00:00.000,2020-09-09 00:00:00.000
"2020.9-32.584","0","1","0",21600,1,1,2,1,10,2,1,1,1,"",1,-1,"",,,1899-12-30 15:14:21.986,1899-12-30 15:34:05.913,3,2020-09-03 00:00:00.000,2020-09-03 00:00:00.000
"2020.9-32.584","0","0","0",21600,1,1,2,1,11,1,1,1,1,"",1,-1,"",,,1899-12-30 14:43:49.333,1899-12-30 15:13:06.096,3,2020-09-03 00:00:00.000,2020-09-03 00:00:00.000
"2020.9-32.581","0","1","0",21600,1,1,2,1,10,2,1,1,1,"",1,-1,"",,,1899-12-30 14:24:22.010,1899-12-30 14:31:47.833,3,2020-09-03 00:00:00.000,2020-09-03 00:00:00.000
"2020.9-32.583","0","1","0",21600,1,1,2,1,10,2,1,1,1,"",1,-1,"",,,1899-12-30 14:05:52.423,1899-12-30 14:12:50.843,3,2020-09-03 00:00:00.000,2020-09-03 00:00:00.000
"2020.9-32.583","0","0","0",21600,1,1,2,4,11,3,1,1,1,"",1,-1,"",,,1899-12-30 14:03:39.566,1899-12-30 14:05:52.466,3,2020-09-03 00:00:00.000,2020-09-03 00:00:00.000
"2020.9-32.583","1","0","0",21600,1,1,2,1,12,2,1,1,1,"",1,-1,"",,,1899-12-30 13:58:37.970,1899-12-30 14:03:39.646,3,2020-09-03 00:00:00.000,2020-09-03 00:00:00.000
"2020.9-32.583","0","0","0",21600,1,1,2,1,11,1,1,1,1,"",1,-1,"",,,1899-12-30 12:37:45.250,1899-12-30 13:58:04.523,3,2020-09-03 00:00:00.000,2020-09-03 00:00:00.000
"2020.9-32.581","0","0","0",21600,1,1,2,1,11,1,1,1,1,"",1,-1,"",,,1899-12-30 14:05:37.130,1899-12-30 14:23:48.723,3,2020-09-02 00:00:00.000,2020-09-03 00:00:00.000
"2020.9-32.580","0","0","0",21600,1,1,2,1,11,1,1,1,1,"",1,-1,"",,,1899-12-30 14:05:34.646,1899-12-30 14:34:43.630,3,2020-09-02 00:00:00.000,2020-09-03 00:00:00.000
"2020.7-34.561","1","0","0",21600,1,4,2,1,12,15,1,1,1,"",1,-1,"",,,1899-12-30 11:49:36.136,1899-12-30 15:04:42.463,3,2020-09-02 00:00:00.000,2020-09-28 00:00:00.000
"2020.7-34.561","0","0","0",21600,1,4,2,1,18,15,1,1,1,"",1,-1,"",,,1899-12-30 11:46:50.973,1899-12-30 11:48:59.303,3,2020-09-02 00:00:00.000,2020-09-02 00:00:00.000
"2020.7-34.561","0","0","0",21600,1,4,2,4,11,3,1,1,1,"",1,-1,"",,,1899-12-30 11:12:20.670,1899-12-30 11:46:51.016,3,2020-09-02 00:00:00.000,2020-09-02 00:00:00.000
"2020.8-32.579","0","0","0",21600,1,1,2,1,11,1,1,1,1,"",1,-1,"",,,1899-12-30 16:03:06.513,1899-12-30 16:45:51.146,3,2020-08-31 00:00:00.000,2020-09-01 00:00:00.000
"2020.8-32.578","0","0","0",21600,1,1,2,1,11,1,1,1,1,"",1,-1,"",,,1899-12-30 15:02:04.143,1899-12-30 11:08:43.183,3,2020-08-31 00:00:00.000,2020-09-02 00:00:00.000
"2020.8-32.577","0","0","0",21600,1,1,2,1,11,1,1,1,1,"",1,-1,"",,,1899-12-30 14:50:00.313,1899-12-30 16:50:02.680,3,2020-08-31 00:00:00.000,2020-09-01 00:00:00.000
"2020.7-528.32","0","0","0",21600,1,1,2,4,11,3,1,1,1,"",3,-1,"",,,1899-12-30 16:44:18.496,1899-12-30 13:12:16.313,3,2020-08-24 00:00:00.000,2020-09-03 00:00:00.000
"2020.7-527.32","0","0","0",21600,1,1,2,1,11,2,1,1,1,"",1,-1,"",,,1899-12-30 16:43:31.816,1899-12-30 17:38:18.580,3,2020-08-24 00:00:00.000,2020-11-24 00:00:00.000
"2020.7-34.550","0","0","0",21600,1,4,2,1,19,1,1,1,1,"",1,-1,"",,,1899-12-30 15:48:21.973,1899-12-30 15:53:08.920,3,2020-08-24 00:00:00.000,2020-08-24 00:00:00.000
"2020.7-486.34","0","0","0",21600,1,4,2,1,19,15,1,1,1,"",1,-1,"",,,1899-12-30 14:34:39.500,1899-12-30 16:36:32.436,3,2020-08-24 00:00:00.000,2020-08-24 00:00:00.000
"2020.7-518.34","1","0","0",21600,1,4,2,1,12,15,1,1,1,"",1,-1,"",,,1899-12-30 11:32:57.580,1899-12-30 14:32:01.416,3,2020-08-24 00:00:00.000,2020-08-24 00:00:00.000
"2020.8-32.576","0","0","0",21600,1,1,2,1,11,1,1,1,1,"",1,-1,"",,,1899-12-30 18:41:53.840,1899-12-30 17:19:54.420,3,2020-08-03 00:00:00.000,2020-11-24 00:00:00.000
"2020.7-34.553","0","0","1",21600,1,4,2,1,13,15,1,1,1,"",1,-1,"",,,1899-12-30 17:52:26.453,1899-12-30 18:07:15.070,3,2020-08-03 00:00:00.000,2020-08-03 00:00:00.000
"2020.7-34.574","0","0","0",21600,1,4,2,1,11,1,1,1,1,"",1,-1,"",,,1899-12-30 17:51:43.780,1899-12-30 17:16:50.226,3,2020-07-31 00:00:00.000,2020-11-24 00:00:00.000
"2020.7-34.567","0","0","0",21600,1,4,2,1,19,1,1,1,1,"",1,-1,"",,,1899-12-30 11:38:04.676,1899-12-30 17:27:12.363,3,2020-07-30 00:00:00.000,2020-08-24 00:00:00.000
"2020.7-34.562","0","0","0",21600,1,4,2,1,19,1,1,1,1,"",1,-1,"",,,1899-12-30 17:51:24.930,1899-12-30 16:55:15.740,3,2020-07-29 00:00:00.000,2020-08-24 00:00:00.000
"2020.7-34.561","1","0","0",21600,1,4,2,1,12,15,1,1,1,"",1,-1,"",,,1899-12-30 17:44:35.776,1899-12-30 11:12:20.756,3,2020-07-29 00:00:00.000,2020-09-02 00:00:00.000
"2020.7-34.560","1","0","0",21600,1,4,2,1,12,1,1,1,1,"",1,-1,"",,,1899-12-30 17:38:05.330,1899-12-30 16:51:21.706,3,2020-07-29 00:00:00.000,2020-08-24 00:00:00.000
"2020.7-34.557","0","1","1",21600,1,4,2,1,13,1,1,1,1,"",1,-1,"",,,1899-12-30 17:21:54.670,1899-12-30 16:46:06.180,3,2020-07-29 00:00:00.000,2020-08-24 00:00:00.000
"2020.7-34.556","0","0","0",21600,1,4,2,1,19,1,1,1,1,"",1,-1,"",,,1899-12-30 17:20:48.106,1899-12-30 16:42:06.493,3,2020-07-29 00:00:00.000,2020-08-24 00:00:00.000
"2020.7-34.555","0","0","0",21600,1,4,2,1,19,1,1,1,1,"",1,-1,"",,,1899-12-30 17:19:56.103,1899-12-30 16:41:09.710,3,2020-07-29 00:00:00.000,2020-08-24 00:00:00.000
"2020.7-34.553","0","0","1",21600,1,4,2,1,13,16,1,1,1,"",1,-1,"",,,1899-12-30 16:52:39.946,1899-12-30 17:52:15.166,3,2020-07-29 00:00:00.000,2020-08-03 00:00:00.000
"2020.7-34.551","0","0","0",21600,1,4,2,1,19,1,1,1,1,"",1,-1,"",,,1899-12-30 12:38:23.623,1899-12-30 16:38:13.156,3,2020-07-29 00:00:00.000,2020-08-24 00:00:00.000
"2020.7-34.550","0","0","0",21600,1,4,2,1,19,1,1,1,1,"",1,-1,"",,,1899-12-30 17:29:56.146,1899-12-30 15:47:51.896,3,2020-07-27 00:00:00.000,2020-08-24 00:00:00.000
"2020.7-32.549","0","1","0",21600,1,1,2,1,10,2,1,1,1,"",1,-1,"",,,1899-12-30 17:02:52.050,1899-12-30 14:29:34.776,3,2020-07-27 00:00:00.000,2020-12-03 00:00:00.000
"2020.7-533.32","1","0","0",21600,1,1,2,1,12,1,1,1,1,"",1,-1,"",,,1899-12-30 11:29:22.633,1899-12-30 15:46:20.710,3,2020-07-24 00:00:00.000,2020-09-09 00:00:00.000
"2020.7-528.32","1","0","0",21600,1,1,2,1,12,1,1,1,1,"",3,-1,"",,,1899-12-30 18:12:17.120,1899-12-30 16:44:18.640,3,2020-07-23 00:00:00.000,2020-08-24 00:00:00.000
"2020.7-527.32","0","1","0",21600,1,1,2,1,10,2,1,1,1,"",1,-1,"",,,1899-12-30 17:53:13.313,1899-12-30 16:43:09.900,3,2020-07-23 00:00:00.000,2020-08-24 00:00:00.000
"2020.7-521.32","0","1","0",21600,1,1,2,1,8,20,1,1,1,"",3,-1,"",,,1899-12-30 17:34:48.910,1899-12-30 17:47:36.576,1,2020-07-22 00:00:00.000,2020-07-22 00:00:00.000
"2020.7-486.34","0","0","0",21600,1,4,2,1,19,15,1,1,1,"",1,-1,"",,,1899-12-30 16:58:35.116,1899-12-30 14:34:11.473,3,2020-07-22 00:00:00.000,2020-08-24 00:00:00.000
"2020.7-518.34","0","0","0",21600,1,4,2,1,18,15,1,1,1,"",1,-1,"",,,1899-12-30 14:56:30.356,1899-12-30 11:32:13.340,3,2020-07-22 00:00:00.000,2020-08-24 00:00:00.000
"2020.7-489.32","0","1","0",21600,1,1,2,1,9,10,1,1,1,"",1,-1,"",,,1899-12-30 10:08:44.830,1899-12-30 17:19:52.266,3,2020-07-17 00:00:00.000,2020-07-22 00:00:00.000
"2020.7-489.32","0","0","0",21600,1,1,2,1,10,1,1,1,1,"",1,-1,"",,,1899-12-30 01:25:31.990,1899-12-30 10:08:13.246,3,2020-07-17 00:00:00.000,2020-07-17 00:00:00.000
"2020.7-487.32","0","1","0",21600,1,1,2,1,8,20,1,1,1,"",2,-1,"",,,1899-12-30 22:30:26.966,1899-12-30 17:17:47.656,1,2020-07-16 00:00:00.000,2020-07-22 00:00:00.000
"2020.7-487.32","0","0","0",21600,1,1,2,1,10,1,1,1,1,"",2,-1,"",,,1899-12-30 22:22:33.146,1899-12-30 22:24:36.436,1,2020-07-16 00:00:00.000,2020-07-16 00:00:00.000
"2020.7-486.34","0","0","0",21600,1,4,2,1,18,15,1,1,1,"",1,-1,"",,,1899-12-30 19:46:24.763,1899-12-30 16:58:12.333,3,2020-07-16 00:00:00.000,2020-07-22 00:00:00.000
"2020.7-487.32","0","0","0",21600,1,1,2,4,11,3,1,1,1,"",2,-1,"",,,1899-12-30 19:25:06.850,1899-12-30 22:22:33.203,1,2020-07-15 00:00:00.000,2020-07-16 00:00:00.000
"2020.7-487.32","1","0","0",21600,1,1,2,1,12,1,1,1,1,"",2,-1,"",,,1899-12-30 17:39:20.733,1899-12-30 19:25:06.900,1,2020-07-15 00:00:00.000,2020-07-15 00:00:00.000
"2020.7-487.32","0","0","0",21600,1,1,2,4,11,3,1,1,1,"",2,-1,"",,,1899-12-30 17:37:59.966,1899-12-30 17:39:21.073,1,2020-07-15 00:00:00.000,2020-07-15 00:00:00.000
"2020.7-487.32","1","0","0",21600,1,1,2,1,12,1,1,1,1,"",2,-1,"",,,1899-12-30 19:17:13.223,1899-12-30 17:38:00.023,1,2020-07-14 00:00:00.000,2020-07-15 00:00:00.000
"2020.7-487.32","0","0","0",21600,1,1,2,1,10,3,1,1,1,"",2,-1,"",,,1899-12-30 18:44:18.720,1899-12-30 19:16:45.723,1,2020-07-14 00:00:00.000,2020-07-14 00:00:00.000
"2020.7-486.34","0","0","0",21600,1,4,2,1,18,15,1,1,1,"",1,-1,"",,,1899-12-30 18:10:59.863,1899-12-30 19:46:07.893,3,2020-07-14 00:00:00.000,2020-07-16 00:00:00.000
"2020.7-487.32","0","0","0",21600,1,1,2,4,11,3,1,1,1,"",2,-1,"",,,1899-12-30 18:00:43.243,1899-12-30 18:44:18.826,1,2020-07-14 00:00:00.000,2020-07-14 00:00:00.000
"2020.7-487.32","1","0","0",21600,1,1,2,1,12,1,1,1,1,"",2,-1,"",,,1899-12-30 17:15:03.480,1899-12-30 18:00:43.290,1,2020-07-14 00:00:00.000,2020-07-14 00:00:00.000
"2020.7-486.34","0","0","0",21600,1,4,2,4,11,3,1,1,1,"",1,-1,"",,,1899-12-30 15:27:43.070,1899-12-30 18:10:59.926,3,2020-07-14 00:00:00.000,2020-07-14 00:00:00.000
"2020.7-486.34","1","0","0",21600,1,4,2,1,12,1,1,1,1,"",1,-1,"",,,1899-12-30 21:46:19.183,1899-12-30 15:27:43.100,3,2020-07-10 00:00:00.000,2020-07-14 00:00:00.000
"2020.11-59.637","0","1","0",43200,1,3,3,6,2,4,3,3,1,"",2,4,"Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 16:25:49.526,1899-12-30 16:19:54.366,1899-12-30 16:22:07.136,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.11-59.637","0","1","0",43200,1,3,3,6,3,5,3,3,1,"",2,4,"Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 16:25:49.526,1899-12-30 16:17:32.203,1899-12-30 16:19:11.130,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.11-59.637","0","1","0",43200,1,3,4,7,4,6,3,3,1,"",2,4,"Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 16:25:49.526,1899-12-30 16:15:33.006,1899-12-30 16:17:04.530,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.11-59.637","0","1","0",43200,1,3,5,8,5,7,3,3,1,"",2,4,"Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 16:25:49.526,1899-12-30 16:13:14.736,1899-12-30 16:14:24.316,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.11-59.637","0","1","0",43200,1,3,4,7,6,8,3,3,1,"",2,4,"Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 16:25:49.526,1899-12-30 16:11:56.700,1899-12-30 16:12:49.030,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.11-59.637","0","1","0",43200,1,3,6,3,7,9,3,3,1,"",2,4,"Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 16:25:49.526,1899-12-30 16:02:33.876,1899-12-30 16:10:56.303,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.11-59.634","0","1","0",43200,1,3,3,6,2,4,3,3,1,"",2,4,"Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 15:38:14.386,1899-12-30 15:35:35.630,1899-12-30 15:36:15.973,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.11-59.634","0","1","0",43200,1,3,3,6,3,5,3,3,1,"",2,4,"Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 15:38:14.386,1899-12-30 15:33:41.253,1899-12-30 15:35:16.666,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.11-59.634","0","1","0",43200,1,3,4,7,4,6,3,3,1,"",2,4,"Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 15:38:14.386,1899-12-30 15:30:39.096,1899-12-30 15:33:05.776,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.11-59.634","0","1","0",43200,1,3,5,8,5,8,3,3,1,"",2,4,"Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 15:38:14.386,1899-12-30 15:28:55.630,1899-12-30 15:29:37.776,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.11-59.634","0","1","0",43200,1,3,4,7,6,8,3,3,1,"",2,4,"Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 15:38:14.386,1899-12-30 15:24:45.860,1899-12-30 15:28:30.830,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.11-59.634","0","1","0",43200,1,3,6,3,7,9,3,3,1,"",2,4,"Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 15:38:14.386,1899-12-30 15:17:04.750,1899-12-30 15:24:09.776,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.10-59.625","0","1","0",43200,1,3,3,6,2,9,3,3,1,"",2,5,"<motivo vazio>",2020-11-05 00:00:00.000,1899-12-30 15:24:04.993,1899-12-30 11:57:14.363,1899-12-30 14:06:57.580,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.10-59.625","0","1","0",43200,1,3,6,3,7,9,3,3,1,"",2,5,"<motivo vazio>",2020-11-05 00:00:00.000,1899-12-30 15:24:04.993,1899-12-30 14:57:34.026,1899-12-30 11:56:50.260,1,2020-10-29 00:00:00.000,2020-11-05 00:00:00.000
"2020.10-59.627","0","1","0",43200,1,3,3,6,2,9,3,3,1,"",3,3,"Demorou para atender,Profissional não qualificado,Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 15:56:27.670,1899-12-30 11:57:02.073,1899-12-30 14:06:35.926,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.10-59.627","0","1","0",43200,1,3,3,6,2,9,3,3,1,"",3,3,"Demorou para atender,Profissional não qualificado,Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 15:56:33.610,1899-12-30 11:57:02.073,1899-12-30 14:06:35.926,1,2020-11-05 00:00:00.000,2020-11-05 00:00:00.000
"2020.10-59.627","0","1","0",43200,1,3,6,3,7,9,3,3,1,"",3,3,"Demorou para atender,Profissional não qualificado,Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 15:56:27.670,1899-12-30 17:12:49.096,1899-12-30 11:56:22.793,1,2020-10-30 00:00:00.000,2020-11-05 00:00:00.000
"2020.10-59.627","0","1","0",43200,1,3,6,3,7,9,3,3,1,"",3,3,"Demorou para atender,Profissional não qualificado,Serviço realizado com pendências",2020-11-05 00:00:00.000,1899-12-30 15:56:33.610,1899-12-30 17:12:49.096,1899-12-30 11:56:22.793,1,2020-10-30 00:00:00.000,2020-11-05 00:00:00.000
"2020.9-59.606","0","1","0",43200,1,3,3,6,2,4,3,3,1,"",2,5,"<motivo vazio>",2020-09-23 00:00:00.000,1899-12-30 14:59:09.283,1899-12-30 14:51:48.393,1899-12-30 14:52:51.886,1,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000
"2020.9-59.606","0","1","0",43200,1,3,3,6,3,5,3,3,1,"",2,5,"<motivo vazio>",2020-09-23 00:00:00.000,1899-12-30 14:59:09.283,1899-12-30 14:50:04.996,1899-12-30 14:51:19.546,1,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000
"2020.9-59.606","0","1","0",43200,1,3,4,7,4,6,3,3,1,"",2,5,"<motivo vazio>",2020-09-23 00:00:00.000,1899-12-30 14:59:09.283,1899-12-30 14:48:36.406,1899-12-30 14:49:53.800,1,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000
"2020.9-59.606","0","1","0",43200,1,3,5,8,5,8,3,3,1,"",2,5,"<motivo vazio>",2020-09-23 00:00:00.000,1899-12-30 14:59:09.283,1899-12-30 14:45:56.630,1899-12-30 14:48:12.406,1,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000
"2020.9-59.606","0","1","0",43200,1,3,4,7,6,8,3,3,1,"",2,5,"<motivo vazio>",2020-09-23 00:00:00.000,1899-12-30 14:59:09.283,1899-12-30 14:43:11.836,1899-12-30 14:44:55.663,1,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000
"2020.9-59.606","0","1","0",43200,1,3,6,3,7,9,3,3,1,"",2,5,"<motivo vazio>",2020-09-23 00:00:00.000,1899-12-30 14:59:09.283,1899-12-30 14:33:09.820,1899-12-30 14:42:04.410,1,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000
"2020.9-59.601","0","1","0",43200,1,3,3,6,2,4,3,3,1,"",2,5,"<motivo vazio>",2020-09-23 00:00:00.000,1899-12-30 10:46:36.810,1899-12-30 10:44:34.590,1899-12-30 10:45:16.956,1,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000
"2020.9-59.601","0","1","0",43200,1,3,3,6,3,5,3,3,1,"",2,5,"<motivo vazio>",2020-09-23 00:00:00.000,1899-12-30 10:46:36.810,1899-12-30 10:41:35.883,1899-12-30 10:43:12.330,1,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000
"2020.9-59.601","0","1","0",43200,1,3,4,7,17,14,3,3,1,"",2,5,"<motivo vazio>",2020-09-23 00:00:00.000,1899-12-30 10:46:36.810,1899-12-30 10:37:39.323,1899-12-30 10:40:44.493,1,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000
"2020.9-59.601","0","1","0",43200,1,3,4,7,4,6,3,3,1,"",2,5,"<motivo vazio>",2020-09-23 00:00:00.000,1899-12-30 10:46:36.810,1899-12-30 10:33:53.583,1899-12-30 10:36:53.560,1,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000
"2020.9-59.601","0","1","0",43200,1,3,5,8,5,7,3,3,1,"",2,5,"<motivo vazio>",2020-09-23 00:00:00.000,1899-12-30 10:46:36.810,1899-12-30 10:30:28.570,1899-12-30 10:33:01.933,1,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000
"2020.9-59.601","0","1","0",43200,1,3,4,7,6,8,3,3,1,"",2,5,"<motivo vazio>",2020-09-23 00:00:00.000,1899-12-30 10:46:36.810,1899-12-30 10:07:44.553,1899-12-30 10:29:10.586,1,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000
"2020.9-59.601","0","1","0",43200,1,3,6,3,7,9,3,3,1,"",2,5,"<motivo vazio>",2020-09-23 00:00:00.000,1899-12-30 10:46:36.810,1899-12-30 10:00:41.673,1899-12-30 10:07:14.770,1,2020-09-23 00:00:00.000,2020-09-23 00:00:00.000
"2020.7-55.548","0","0","0",0,3,8,11,13,20,3,5,6,1,"",2,5,"<motivo vazio>",2020-07-27 00:00:00.000,1899-12-30 10:16:22.986,1899-12-30 10:12:40.223,1899-12-30 10:15:11.156,3,2020-07-27 00:00:00.000,2020-07-27 00:00:00.000
"2020.7-55.548","0","0","0",0,3,8,12,14,21,18,5,6,1,"",2,5,"<motivo vazio>",2020-07-27 00:00:00.000,1899-12-30 10:16:22.986,1899-12-30 10:06:58.156,1899-12-30 10:12:18.783,3,2020-07-27 00:00:00.000,2020-07-27 00:00:00.000
"2020.7-55.548","0","0","0",0,3,8,13,15,22,19,5,6,1,"",2,5,"<motivo vazio>",2020-07-27 00:00:00.000,1899-12-30 10:16:22.986,1899-12-30 10:03:02.570,1899-12-30 10:06:27.376,3,2020-07-27 00:00:00.000,2020-07-27 00:00:00.000
"2020.7-55.548","0","1","0",0,3,8,11,13,23,17,5,6,1,"",2,5,"<motivo vazio>",2020-07-27 00:00:00.000,1899-12-30 10:16:22.986,1899-12-30 09:54:23.013,1899-12-30 10:02:51.016,3,2020-07-27 00:00:00.000,2020-07-27 00:00:00.000
"2020.7-55.544","0","0","0",0,3,8,11,13,20,3,5,6,1,"",2,5,"<motivo vazio>",2020-07-26 00:00:00.000,1899-12-30 12:51:27.593,1899-12-30 23:21:10.530,1899-12-30 12:50:55.510,3,2020-07-25 00:00:00.000,2020-07-26 00:00:00.000
"2020.7-525.32","0","1","0",21600,1,1,2,1,8,20,1,1,1,"",2,5,"<motivo vazio>",2020-07-23 00:00:00.000,1899-12-30 11:46:57.550,1899-12-30 11:45:00.176,1899-12-30 11:45:51.530,1,2020-07-23 00:00:00.000,2020-07-23 00:00:00.000
"2020.7-524.32","0","1","0",21600,1,1,2,1,8,20,1,1,1,"",2,1,"<motivo vazio>",2020-07-23 00:00:00.000,1899-12-30 11:46:25.096,1899-12-30 11:20:10.523,1899-12-30 11:40:18.050,1,2020-07-23 00:00:00.000,2020-07-23 00:00:00.000
"2020.7-523.32","0","1","0",21600,1,1,2,1,8,20,1,1,1,"",2,1,"<motivo vazio>",2020-07-23 00:00:00.000,1899-12-30 11:13:43.283,1899-12-30 09:53:49.603,1899-12-30 09:55:24.620,1,2020-07-23 00:00:00.000,2020-07-23 00:00:00.000
"2020.7-522.32","0","1","0",21600,1,1,2,1,8,20,1,1,1,"",2,5,"<motivo vazio>",2020-07-23 00:00:00.000,1899-12-30 09:42:09.460,1899-12-30 17:49:25.923,1899-12-30 17:50:20.166,1,2020-07-22 00:00:00.000,2020-07-22 00:00:00.000
"2020.7-488.32","0","1","0",21600,1,1,2,1,8,20,1,1,1,"",2,2,"Profissional não qualificado,Serviço realizado incorretamente",2020-12-21 00:00:00.000,1899-12-30 19:21:39.283,1899-12-30 16:52:40.943,1899-12-30 11:16:50.706,1,2020-07-22 00:00:00.000,2020-07-23 00:00:00.000
"2020.7-488.32","0","1","0",21600,1,1,2,1,9,1,1,1,1,"",2,2,"Profissional não qualificado,Serviço realizado incorretamente",2020-12-21 00:00:00.000,1899-12-30 19:21:39.283,1899-12-30 22:33:17.670,1899-12-30 16:52:14.916,1,2020-07-16 00:00:00.000,2020-07-22 00:00:00.000
"2020.7-488.32","0","0","0",21600,1,1,2,1,10,3,1,1,1,"",2,2,"Profissional não qualificado,Serviço realizado incorretamente",2020-12-21 00:00:00.000,1899-12-30 19:21:39.283,1899-12-30 17:43:46.323,1899-12-30 22:32:48.286,1,2020-07-16 00:00:00.000,2020-07-16 00:00:00.000
