costid,variable,value
997,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
9855,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
45766,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
22525,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
46736,billingProfileId,/subscriptions/BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
52576,billingProfileId,/subscriptions/3B850C94-10AC-4E1B-8824-4D83A8002E5F
2098,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
36351,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
41018,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
49184,billingProfileId,/subscriptions/BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
25433,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
2039,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
13519,billingProfileId,/subscriptions/D3E17D2E-FA87-4E79-933D-B3159BDE6586
1635,billingProfileId,/subscriptions/ED42B78A-DAD6-4E14-89B9-E88191618C37
26185,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
51463,billingProfileId,/subscriptions/BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
23219,billingProfileId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23
43760,billingProfileName,RJ (QueMesa) - MSDN
10259,billingProfileName,CP - MSDN
17794,billingProfileName,PROD - Build Server - MSDN
14970,billingProfileName,CP - MSDN
30697,billingProfileName,RJ (QueMesa) - MSDN
18863,billingProfileName,PROD - Visual Studio Enterprise - MPN
54181,billingProfileName,CostBot - DEV - MSDN
49708,billingProfileName,AJ - MSDN
44591,billingProfileName,RJ (QueMesa) - MSDN
16128,billingProfileName,CP - MSDN
18281,billingProfileName,PROD - Visual Studio Enterprise - MPN
45153,billingProfileName,RJ (QueMesa) - MSDN
7957,billingProfileName,KK - MSDN
45655,billingProfileName,RJ (QueMesa) - MSDN
7670,billingProfileName,KK - MSDN
22397,billingProfileName,RJ (QueMesa) - MSDN
39932,billingProfileName,RJ (QueMesa) - MSDN
3599,billingProfileName,KK - MSDN
42263,billingProfileName,RJ (QueMesa) - MSDN
7151,billingProfileName,KK - MSDN
24771,billingProfileName,RJ (QueMesa) - MSDN
28167,billingProfileName,RJ (QueMesa) - MSDN
46391,billingProfileName,RJ (QueMesa) - MSDN
11679,billingProfileName,CP - MSDN
34500,billingProfileName,RJ (QueMesa) - MSDN
52457,billingProfileName,CostBot - DEV - MSDN
48871,billingProfileName,AJ - MSDN
7259,billingProfileName,KK - MSDN
8536,billingProfileName,KK - MSDN
9734,billingProfileName,CP - MSDN
38140,billingProfileName,RJ (QueMesa) - MSDN
5596,billingProfileName,KK - MSDN
54215,billingProfileName,CostBot - DEV - MSDN
23418,billingProfileName,RJ (QueMesa) - MSDN
47308,billingProfileName,AJ - MSDN
1064,billingProfileName,KK - MSDN
43433,billingProfileName,RJ (QueMesa) - MSDN
10206,billingProfileName,CP - MSDN
24852,billingProfileName,RJ (QueMesa) - MSDN
15165,billingProfileName,CP - MSDN
40558,billingProfileName,RJ (QueMesa) - MSDN
32233,billingProfileName,RJ (QueMesa) - MSDN
338,billingProfileName,KK - MSDN
31242,billingProfileName,RJ (QueMesa) - MSDN
42275,billingProfileName,RJ (QueMesa) - MSDN
22373,billingProfileName,RJ (QueMesa) - MSDN
10336,billingProfileName,CP - MSDN
21888,billingProfileName,RJ (QueMesa) - MSDN
13467,billingProfileName,CP - MSDN
28705,billingProfileName,RJ (QueMesa) - MSDN
26125,billingProfileName,RJ (QueMesa) - MSDN
41607,billingProfileName,RJ (QueMesa) - MSDN
33251,billingProfileName,RJ (QueMesa) - MSDN
11555,billingProfileName,CP - MSDN
53118,billingProfileName,CostBot - DEV - MSDN
31760,billingProfileName,RJ (QueMesa) - MSDN
37307,billingProfileName,RJ (QueMesa) - MSDN
30581,billingProfileName,RJ (QueMesa) - MSDN
2300,billingProfileName,KK - MSDN
15499,billingProfileName,CP - MSDN
11045,billingProfileName,CP - MSDN
38019,billingProfileName,RJ (QueMesa) - MSDN
5006,billingProfileName,KK - MSDN
16190,billingProfileName,CP - MSDN
23933,billingProfileName,RJ (QueMesa) - MSDN
48467,billingProfileName,AJ - MSDN
42649,billingProfileName,RJ (QueMesa) - MSDN
29687,billingProfileName,RJ (QueMesa) - MSDN
47340,billingProfileName,AJ - MSDN
40619,billingProfileName,RJ (QueMesa) - MSDN
54695,billingProfileName,CostBot - DEV - MSDN
30749,billingProfileName,RJ (QueMesa) - MSDN
49276,billingProfileName,AJ - MSDN
7524,billingProfileName,KK - MSDN
24097,billingProfileName,RJ (QueMesa) - MSDN
25558,billingProfileName,RJ (QueMesa) - MSDN
38871,billingProfileName,RJ (QueMesa) - MSDN
53725,billingProfileName,CostBot - DEV - MSDN
19917,billingProfileName,Visual Studio Enterprise Subscription – MPN
42071,billingProfileName,RJ (QueMesa) - MSDN
46729,billingProfileName,AJ - MSDN
11874,billingProfileName,CP - MSDN
17444,billingProfileName,CP - MSDN
997,billingProfileName,KK - MSDN
9855,billingProfileName,CP - MSDN
45766,billingProfileName,RJ (QueMesa) - MSDN
22525,billingProfileName,RJ (QueMesa) - MSDN
46736,billingProfileName,AJ - MSDN
52576,billingProfileName,CostBot - DEV - MSDN
2098,billingProfileName,KK - MSDN
36351,billingProfileName,RJ (QueMesa) - MSDN
41018,billingProfileName,RJ (QueMesa) - MSDN
49184,billingProfileName,AJ - MSDN
25433,billingProfileName,RJ (QueMesa) - MSDN
2039,billingProfileName,KK - MSDN
13519,billingProfileName,CP - MSDN
1635,billingProfileName,KK - MSDN
26185,billingProfileName,RJ (QueMesa) - MSDN
51463,billingProfileName,AJ - MSDN
23219,billingProfileName,RJ (QueMesa) - MSDN
43760,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
10259,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
17794,subscriptionId,0B99CA5C-439A-4841-9E1B-BC078BC5D07A
14970,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
30697,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
18863,subscriptionId,8C1E1941-46B6-4BCE-A4EB-E9A27D69154F
54181,subscriptionId,3B850C94-10AC-4E1B-8824-4D83A8002E5F
49708,subscriptionId,BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
44591,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
16128,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
18281,subscriptionId,8C1E1941-46B6-4BCE-A4EB-E9A27D69154F
45153,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
7957,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
45655,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
7670,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
22397,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
39932,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
3599,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
42263,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
7151,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
24771,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
28167,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
46391,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
11679,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
34500,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
52457,subscriptionId,3B850C94-10AC-4E1B-8824-4D83A8002E5F
48871,subscriptionId,BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
7259,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
8536,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
9734,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
38140,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
5596,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
54215,subscriptionId,3B850C94-10AC-4E1B-8824-4D83A8002E5F
23418,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
47308,subscriptionId,BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
1064,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
43433,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
10206,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
24852,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
15165,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
40558,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
32233,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
338,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
31242,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
42275,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
22373,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
10336,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
21888,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
13467,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
28705,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
26125,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
41607,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
33251,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
11555,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
53118,subscriptionId,3B850C94-10AC-4E1B-8824-4D83A8002E5F
31760,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
37307,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
30581,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
2300,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
15499,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
11045,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
38019,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
5006,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
16190,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
23933,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
48467,subscriptionId,BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
42649,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
29687,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
47340,subscriptionId,BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
40619,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
54695,subscriptionId,3B850C94-10AC-4E1B-8824-4D83A8002E5F
30749,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
49276,subscriptionId,BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
7524,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
24097,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
25558,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
38871,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
53725,subscriptionId,3B850C94-10AC-4E1B-8824-4D83A8002E5F
19917,subscriptionId,611F324A-33AE-4DBA-BEC3-E6D83CC1B0E4
42071,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
46729,subscriptionId,BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
11874,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
17444,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
997,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
9855,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
45766,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
22525,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
46736,subscriptionId,BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
52576,subscriptionId,3B850C94-10AC-4E1B-8824-4D83A8002E5F
2098,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
36351,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
41018,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
49184,subscriptionId,BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
25433,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
2039,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
13519,subscriptionId,D3E17D2E-FA87-4E79-933D-B3159BDE6586
1635,subscriptionId,ED42B78A-DAD6-4E14-89B9-E88191618C37
26185,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
51463,subscriptionId,BB0E5691-F47C-49AB-AF30-BFE9DD28BDBA
23219,subscriptionId,01639594-CF98-4011-B14A-905062F4AA23
43760,subscriptionName,RJ (QueMesa) - MSDN
10259,subscriptionName,CP - MSDN
17794,subscriptionName,PROD - Build Server - MSDN
14970,subscriptionName,CP - MSDN
30697,subscriptionName,RJ (QueMesa) - MSDN
18863,subscriptionName,PROD - Visual Studio Enterprise - MPN
54181,subscriptionName,CostBot - DEV - MSDN
49708,subscriptionName,AJ - MSDN
44591,subscriptionName,RJ (QueMesa) - MSDN
16128,subscriptionName,CP - MSDN
18281,subscriptionName,PROD - Visual Studio Enterprise - MPN
45153,subscriptionName,RJ (QueMesa) - MSDN
7957,subscriptionName,KK - MSDN
45655,subscriptionName,RJ (QueMesa) - MSDN
7670,subscriptionName,KK - MSDN
22397,subscriptionName,RJ (QueMesa) - MSDN
39932,subscriptionName,RJ (QueMesa) - MSDN
3599,subscriptionName,KK - MSDN
42263,subscriptionName,RJ (QueMesa) - MSDN
7151,subscriptionName,KK - MSDN
24771,subscriptionName,RJ (QueMesa) - MSDN
28167,subscriptionName,RJ (QueMesa) - MSDN
46391,subscriptionName,RJ (QueMesa) - MSDN
11679,subscriptionName,CP - MSDN
34500,subscriptionName,RJ (QueMesa) - MSDN
52457,subscriptionName,CostBot - DEV - MSDN
48871,subscriptionName,AJ - MSDN
7259,subscriptionName,KK - MSDN
8536,subscriptionName,KK - MSDN
9734,subscriptionName,CP - MSDN
38140,subscriptionName,RJ (QueMesa) - MSDN
5596,subscriptionName,KK - MSDN
54215,subscriptionName,CostBot - DEV - MSDN
23418,subscriptionName,RJ (QueMesa) - MSDN
47308,subscriptionName,AJ - MSDN
1064,subscriptionName,KK - MSDN
43433,subscriptionName,RJ (QueMesa) - MSDN
10206,subscriptionName,CP - MSDN
24852,subscriptionName,RJ (QueMesa) - MSDN
15165,subscriptionName,CP - MSDN
40558,subscriptionName,RJ (QueMesa) - MSDN
32233,subscriptionName,RJ (QueMesa) - MSDN
338,subscriptionName,KK - MSDN
31242,subscriptionName,RJ (QueMesa) - MSDN
42275,subscriptionName,RJ (QueMesa) - MSDN
22373,subscriptionName,RJ (QueMesa) - MSDN
10336,subscriptionName,CP - MSDN
21888,subscriptionName,RJ (QueMesa) - MSDN
13467,subscriptionName,CP - MSDN
28705,subscriptionName,RJ (QueMesa) - MSDN
26125,subscriptionName,RJ (QueMesa) - MSDN
41607,subscriptionName,RJ (QueMesa) - MSDN
33251,subscriptionName,RJ (QueMesa) - MSDN
11555,subscriptionName,CP - MSDN
53118,subscriptionName,CostBot - DEV - MSDN
31760,subscriptionName,RJ (QueMesa) - MSDN
37307,subscriptionName,RJ (QueMesa) - MSDN
30581,subscriptionName,RJ (QueMesa) - MSDN
2300,subscriptionName,KK - MSDN
15499,subscriptionName,CP - MSDN
11045,subscriptionName,CP - MSDN
38019,subscriptionName,RJ (QueMesa) - MSDN
5006,subscriptionName,KK - MSDN
16190,subscriptionName,CP - MSDN
23933,subscriptionName,RJ (QueMesa) - MSDN
48467,subscriptionName,AJ - MSDN
42649,subscriptionName,RJ (QueMesa) - MSDN
29687,subscriptionName,RJ (QueMesa) - MSDN
47340,subscriptionName,AJ - MSDN
40619,subscriptionName,RJ (QueMesa) - MSDN
54695,subscriptionName,CostBot - DEV - MSDN
30749,subscriptionName,RJ (QueMesa) - MSDN
49276,subscriptionName,AJ - MSDN
7524,subscriptionName,KK - MSDN
24097,subscriptionName,RJ (QueMesa) - MSDN
25558,subscriptionName,RJ (QueMesa) - MSDN
38871,subscriptionName,RJ (QueMesa) - MSDN
53725,subscriptionName,CostBot - DEV - MSDN
19917,subscriptionName,Visual Studio Enterprise Subscription – MPN
42071,subscriptionName,RJ (QueMesa) - MSDN
46729,subscriptionName,AJ - MSDN
11874,subscriptionName,CP - MSDN
17444,subscriptionName,CP - MSDN
997,subscriptionName,KK - MSDN
9855,subscriptionName,CP - MSDN
45766,subscriptionName,RJ (QueMesa) - MSDN
22525,subscriptionName,RJ (QueMesa) - MSDN
46736,subscriptionName,AJ - MSDN
52576,subscriptionName,CostBot - DEV - MSDN
2098,subscriptionName,KK - MSDN
36351,subscriptionName,RJ (QueMesa) - MSDN
41018,subscriptionName,RJ (QueMesa) - MSDN
49184,subscriptionName,AJ - MSDN
25433,subscriptionName,RJ (QueMesa) - MSDN
2039,subscriptionName,KK - MSDN
13519,subscriptionName,CP - MSDN
1635,subscriptionName,KK - MSDN
26185,subscriptionName,RJ (QueMesa) - MSDN
51463,subscriptionName,AJ - MSDN
23219,subscriptionName,RJ (QueMesa) - MSDN
43760,date,2020-08-14 00:00:00.000
10259,date,2020-10-26 00:00:00.000
17794,date,2020-11-14 00:00:00.000
14970,date,2020-09-08 00:00:00.000
30697,date,2020-11-22 00:00:00.000
18863,date,2020-08-16 00:00:00.000
54181,date,2020-12-02 00:00:00.000
49708,date,2020-10-01 00:00:00.000
44591,date,2020-08-10 00:00:00.000
16128,date,2020-08-04 00:00:00.000
18281,date,2020-11-26 00:00:00.000
45153,date,2020-08-07 00:00:00.000
7957,date,2020-08-11 00:00:00.000
45655,date,2020-08-23 00:00:00.000
7670,date,2020-08-20 00:00:00.000
22397,date,2021-01-09 00:00:00.000
39932,date,2020-09-26 00:00:00.000
3599,date,2020-11-23 00:00:00.000
42263,date,2020-08-26 00:00:00.000
7151,date,2020-08-24 00:00:00.000
24771,date,2021-01-08 00:00:00.000
28167,date,2020-12-16 00:00:00.000
46391,date,2020-08-01 00:00:00.000
11679,date,2020-11-23 00:00:00.000
34500,date,2020-09-30 00:00:00.000
52457,date,2021-01-25 00:00:00.000
48871,date,2020-09-29 00:00:00.000
7259,date,2020-08-16 00:00:00.000
8536,date,2020-08-05 00:00:00.000
9734,date,2020-12-24 00:00:00.000
38140,date,2020-09-18 00:00:00.000
5596,date,2020-09-15 00:00:00.000
54215,date,2020-10-31 00:00:00.000
23418,date,2021-01-13 00:00:00.000
47308,date,2020-12-13 00:00:00.000
1064,date,2021-01-04 00:00:00.000
43433,date,2020-08-07 00:00:00.000
10206,date,2020-12-01 00:00:00.000
24852,date,2021-01-16 00:00:00.000
15165,date,2020-09-23 00:00:00.000
40558,date,2020-09-09 00:00:00.000
32233,date,2020-11-11 00:00:00.000
338,date,2021-01-25 00:00:00.000
31242,date,2020-11-06 00:00:00.000
42275,date,2020-08-27 00:00:00.000
22373,date,2021-01-15 00:00:00.000
10336,date,2020-10-31 00:00:00.000
21888,date,2020-12-27 00:00:00.000
13467,date,2020-10-25 00:00:00.000
28705,date,2020-12-17 00:00:00.000
26125,date,2020-11-30 00:00:00.000
41607,date,2020-08-31 00:00:00.000
33251,date,2020-11-26 00:00:00.000
11555,date,2020-11-05 00:00:00.000
53118,date,2021-01-23 00:00:00.000
31760,date,2020-11-15 00:00:00.000
37307,date,2020-10-15 00:00:00.000
30581,date,2020-10-27 00:00:00.000
2300,date,2020-12-15 00:00:00.000
15499,date,2020-09-08 00:00:00.000
11045,date,2020-11-13 00:00:00.000
38019,date,2020-10-07 00:00:00.000
5006,date,2020-10-23 00:00:00.000
16190,date,2020-08-17 00:00:00.000
23933,date,2021-01-25 00:00:00.000
48467,date,2020-11-04 00:00:00.000
42649,date,2020-07-30 00:00:00.000
29687,date,2020-12-03 00:00:00.000
47340,date,2020-12-13 00:00:00.000
40619,date,2020-09-23 00:00:00.000
54695,date,2020-11-21 00:00:00.000
30749,date,2020-11-16 00:00:00.000
49276,date,2020-10-20 00:00:00.000
7524,date,2020-08-20 00:00:00.000
24097,date,2021-01-17 00:00:00.000
25558,date,2021-01-01 00:00:00.000
38871,date,2020-09-19 00:00:00.000
53725,date,2020-12-03 00:00:00.000
19917,date,2020-12-20 00:00:00.000
42071,date,2020-08-29 00:00:00.000
46729,date,2020-12-20 00:00:00.000
11874,date,2020-11-25 00:00:00.000
17444,date,2020-07-28 00:00:00.000
997,date,2021-01-11 00:00:00.000
9855,date,2020-12-19 00:00:00.000
45766,date,2020-08-11 00:00:00.000
22525,date,2021-01-14 00:00:00.000
46736,date,2020-12-20 00:00:00.000
52576,date,2021-01-16 00:00:00.000
2098,date,2020-12-26 00:00:00.000
36351,date,2020-10-14 00:00:00.000
41018,date,2020-09-04 00:00:00.000
49184,date,2020-10-26 00:00:00.000
25433,date,2021-01-04 00:00:00.000
2039,date,2020-12-09 00:00:00.000
13519,date,2020-10-25 00:00:00.000
1635,date,2020-12-11 00:00:00.000
26185,date,2020-11-27 00:00:00.000
51463,date,2020-08-07 00:00:00.000
23219,date,2021-01-20 00:00:00.000
43760,meterId,244dfde0-46bb-4e8b-9185-a312d59235c3
10259,meterId,d87c061a-44b8-4898-a94c-60355ea7a2f7
17794,meterId,26ce34b7-67b3-480d-9d1b-54a7fb80f67a
14970,meterId,fe167397-a38d-43c3-9bb3-8e2907e56a41
30697,meterId,0895ed20-2c79-4201-86a3-89f73d93515a
18863,meterId,7bc37d9e-3f2c-46f3-910c-38120cd53a36
54181,meterId,09b83c38-1b21-4a90-bf0c-141ea61ad31e
49708,meterId,0459174c-f989-4390-b140-42d4ec059549
44591,meterId,6a99015c-d33f-4f46-ae59-2e4d14091aa8
16128,meterId,bb20dfda-6d18-4bb1-b7fc-86a05d9cfb8d
18281,meterId,b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52
45153,meterId,fe167397-a38d-43c3-9bb3-8e2907e56a41
7957,meterId,fb8386fc-29c3-4203-973b-8a7bd78b0a05
45655,meterId,42bb05e1-6f42-4de1-a6ba-7ffb976cb560
7670,meterId,689683bb-4860-42b2-a7a3-da9df9b302c4
22397,meterId,244dfde0-46bb-4e8b-9185-a312d59235c3
39932,meterId,951409c3-50d2-4a9d-aeb2-eca9b89e8e5b
3599,meterId,af169c6e-0913-4386-8f3c-0928e8891c1c
42263,meterId,40551b4c-e8be-48ed-b70b-f8d25c7de724
7151,meterId,4ab79030-c0e2-41a3-844e-f8ab6107afbb
24771,meterId,176d3774-cdfa-4f76-92c1-abfcd6b085c3
28167,meterId,cae64797-9ecf-4906-b517-6238c80c045f
46391,meterId,09b83c38-1b21-4a90-bf0c-141ea61ad31e
11679,meterId,92f6f16a-1e67-4a1d-8271-9d9498d609a1
34500,meterId,176d3774-cdfa-4f76-92c1-abfcd6b085c3
52457,meterId,fe167397-a38d-43c3-9bb3-8e2907e56a41
48871,meterId,da55f3c8-c8dc-4f65-8f99-9d6f201b1ea7
7259,meterId,fe167397-a38d-43c3-9bb3-8e2907e56a41
8536,meterId,b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52
9734,meterId,12da282f-7e96-49e2-983a-9a65da2a4866
38140,meterId,bb20dfda-6d18-4bb1-b7fc-86a05d9cfb8d
5596,meterId,bb20dfda-6d18-4bb1-b7fc-86a05d9cfb8d
54215,meterId,8abc15e7-6726-4bc4-b9d6-f204a251d26f
23418,meterId,3c5657c6-28c7-49f0-9456-9a165161954d
47308,meterId,177ee643-5434-4c04-ae11-9e01672ed87e
1064,meterId,da55f3c8-c8dc-4f65-8f99-9d6f201b1ea7
43433,meterId,fe167397-a38d-43c3-9bb3-8e2907e56a41
10206,meterId,a58b53c3-276c-41d2-9327-fb84df10afd2
24852,meterId,09b83c38-1b21-4a90-bf0c-141ea61ad31e
15165,meterId,fe167397-a38d-43c3-9bb3-8e2907e56a41
40558,meterId,09b83c38-1b21-4a90-bf0c-141ea61ad31e
32233,meterId,c2ec93b6-fffd-473f-b03b-99ec0f014230
338,meterId,40551b4c-e8be-48ed-b70b-f8d25c7de724
31242,meterId,c0f5cb45-6fb1-41c9-8545-72ad400d9da4
42275,meterId,3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9
22373,meterId,c0f5cb45-6fb1-41c9-8545-72ad400d9da4
10336,meterId,211e620c-ebcf-4db5-a7fd-996abebe9546
21888,meterId,c0f5cb45-6fb1-41c9-8545-72ad400d9da4
13467,meterId,14efde27-264a-44d2-a15c-8bd2cdb73481
28705,meterId,c0f5cb45-6fb1-41c9-8545-72ad400d9da4
26125,meterId,3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9
41607,meterId,4ce4e22f-fab9-44e3-8373-4aec088195fc
33251,meterId,40551b4c-e8be-48ed-b70b-f8d25c7de724
11555,meterId,3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9
53118,meterId,17765b1f-9180-4ac5-aae6-fc738a83e15c
31760,meterId,244dfde0-46bb-4e8b-9185-a312d59235c3
37307,meterId,244dfde0-46bb-4e8b-9185-a312d59235c3
30581,meterId,92567832-8613-47c4-9e8a-b2b9461a4875
2300,meterId,40551b4c-e8be-48ed-b70b-f8d25c7de724
15499,meterId,fe167397-a38d-43c3-9bb3-8e2907e56a41
11045,meterId,ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf
38019,meterId,c1635534-1c1d-4fc4-b090-88fc2672ef87
5006,meterId,bb20dfda-6d18-4bb1-b7fc-86a05d9cfb8d
16190,meterId,fe167397-a38d-43c3-9bb3-8e2907e56a41
23933,meterId,da55f3c8-c8dc-4f65-8f99-9d6f201b1ea7
48467,meterId,4ab79030-c0e2-41a3-844e-f8ab6107afbb
42649,meterId,176d3774-cdfa-4f76-92c1-abfcd6b085c3
29687,meterId,244dfde0-46bb-4e8b-9185-a312d59235c3
47340,meterId,9c150bf9-2bad-430e-a53c-c213804f49ef
40619,meterId,42bb05e1-6f42-4de1-a6ba-7ffb976cb560
54695,meterId,b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52
30749,meterId,176d3774-cdfa-4f76-92c1-abfcd6b085c3
49276,meterId,444db22b-1d6e-4116-b199-a8d137e84ef8
7524,meterId,f114cb19-ea64-40b5-bcd7-aee474b62853
24097,meterId,3c5657c6-28c7-49f0-9456-9a165161954d
25558,meterId,c0f5cb45-6fb1-41c9-8545-72ad400d9da4
38871,meterId,c2ec93b6-fffd-473f-b03b-99ec0f014230
53725,meterId,123d1fc1-1bef-44ec-81a3-4ca059b87a45
19917,meterId,d87c061a-44b8-4898-a94c-60355ea7a2f7
42071,meterId,da55f3c8-c8dc-4f65-8f99-9d6f201b1ea7
46729,meterId,372cb56d-c8b6-4a67-85cd-b390fe404c8d
11874,meterId,92f6f16a-1e67-4a1d-8271-9d9498d609a1
17444,meterId,92f6f16a-1e67-4a1d-8271-9d9498d609a1
997,meterId,176d3774-cdfa-4f76-92c1-abfcd6b085c3
9855,meterId,b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52
45766,meterId,09b83c38-1b21-4a90-bf0c-141ea61ad31e
22525,meterId,c0f5cb45-6fb1-41c9-8545-72ad400d9da4
46736,meterId,cb0969aa-aaaa-4d6c-ab4b-7e182fa06aff
52576,meterId,349a9d4c-9191-482d-bb08-978e2cca39f0
2098,meterId,176d3774-cdfa-4f76-92c1-abfcd6b085c3
