DateKey,FullDateAlternateKey,Day Number Of Week,English Day Name Of Week,Spanish Day Name Of Week,French Day Name Of Week,Day Number Of Month,Day Number Of Year,Week Number Of Year,English Month Name,Spanish Month Name,French Month Name,Month Number Of Year,Calendar Quarter,Calendar Year,Calendar Semester,Fiscal Quarter,Fiscal Year,Fiscal Semester,Month Year,2 Digit Month Number,2 Digit Month Number SW
20061004,2006-10-04 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",4,277,40,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061005,2006-10-05 00:00:00.000,5,"Thursday","Jueves","Jeudi",5,278,40,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061006,2006-10-06 00:00:00.000,6,"Friday","Viernes","Vendredi",6,279,40,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061007,2006-10-07 00:00:00.000,7,"Saturday","Sábado","Samedi",7,280,40,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061008,2006-10-08 00:00:00.000,1,"Sunday","Domingo","Dimanche",8,281,41,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061009,2006-10-09 00:00:00.000,2,"Monday","Lunes","Lundi",9,282,41,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061010,2006-10-10 00:00:00.000,3,"Tuesday","Martes","Mardi",10,283,41,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061011,2006-10-11 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",11,284,41,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061012,2006-10-12 00:00:00.000,5,"Thursday","Jueves","Jeudi",12,285,41,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061013,2006-10-13 00:00:00.000,6,"Friday","Viernes","Vendredi",13,286,41,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061014,2006-10-14 00:00:00.000,7,"Saturday","Sábado","Samedi",14,287,41,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061015,2006-10-15 00:00:00.000,1,"Sunday","Domingo","Dimanche",15,288,42,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061016,2006-10-16 00:00:00.000,2,"Monday","Lunes","Lundi",16,289,42,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061017,2006-10-17 00:00:00.000,3,"Tuesday","Martes","Mardi",17,290,42,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061018,2006-10-18 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",18,291,42,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061019,2006-10-19 00:00:00.000,5,"Thursday","Jueves","Jeudi",19,292,42,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061020,2006-10-20 00:00:00.000,6,"Friday","Viernes","Vendredi",20,293,42,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061021,2006-10-21 00:00:00.000,7,"Saturday","Sábado","Samedi",21,294,42,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061022,2006-10-22 00:00:00.000,1,"Sunday","Domingo","Dimanche",22,295,43,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061023,2006-10-23 00:00:00.000,2,"Monday","Lunes","Lundi",23,296,43,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061024,2006-10-24 00:00:00.000,3,"Tuesday","Martes","Mardi",24,297,43,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061025,2006-10-25 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",25,298,43,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061026,2006-10-26 00:00:00.000,5,"Thursday","Jueves","Jeudi",26,299,43,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061027,2006-10-27 00:00:00.000,6,"Friday","Viernes","Vendredi",27,300,43,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061028,2006-10-28 00:00:00.000,7,"Saturday","Sábado","Samedi",28,301,43,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061029,2006-10-29 00:00:00.000,1,"Sunday","Domingo","Dimanche",29,302,44,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061030,2006-10-30 00:00:00.000,2,"Monday","Lunes","Lundi",30,303,44,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20061031,2006-10-31 00:00:00.000,3,"Tuesday","Martes","Mardi",31,304,44,"October","Octubre","Octobre",10,4,2006,2,2,2007,1,"10-2006","10","10"
20071001,2007-10-01 00:00:00.000,2,"Monday","Lunes","Lundi",1,274,40,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071002,2007-10-02 00:00:00.000,3,"Tuesday","Martes","Mardi",2,275,40,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071003,2007-10-03 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",3,276,40,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071004,2007-10-04 00:00:00.000,5,"Thursday","Jueves","Jeudi",4,277,40,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071005,2007-10-05 00:00:00.000,6,"Friday","Viernes","Vendredi",5,278,40,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071006,2007-10-06 00:00:00.000,7,"Saturday","Sábado","Samedi",6,279,40,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071007,2007-10-07 00:00:00.000,1,"Sunday","Domingo","Dimanche",7,280,41,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071008,2007-10-08 00:00:00.000,2,"Monday","Lunes","Lundi",8,281,41,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071009,2007-10-09 00:00:00.000,3,"Tuesday","Martes","Mardi",9,282,41,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071010,2007-10-10 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",10,283,41,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071011,2007-10-11 00:00:00.000,5,"Thursday","Jueves","Jeudi",11,284,41,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071012,2007-10-12 00:00:00.000,6,"Friday","Viernes","Vendredi",12,285,41,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071013,2007-10-13 00:00:00.000,7,"Saturday","Sábado","Samedi",13,286,41,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071014,2007-10-14 00:00:00.000,1,"Sunday","Domingo","Dimanche",14,287,42,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071015,2007-10-15 00:00:00.000,2,"Monday","Lunes","Lundi",15,288,42,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071016,2007-10-16 00:00:00.000,3,"Tuesday","Martes","Mardi",16,289,42,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071017,2007-10-17 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",17,290,42,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071018,2007-10-18 00:00:00.000,5,"Thursday","Jueves","Jeudi",18,291,42,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071019,2007-10-19 00:00:00.000,6,"Friday","Viernes","Vendredi",19,292,42,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071020,2007-10-20 00:00:00.000,7,"Saturday","Sábado","Samedi",20,293,42,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071021,2007-10-21 00:00:00.000,1,"Sunday","Domingo","Dimanche",21,294,43,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071022,2007-10-22 00:00:00.000,2,"Monday","Lunes","Lundi",22,295,43,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071023,2007-10-23 00:00:00.000,3,"Tuesday","Martes","Mardi",23,296,43,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071024,2007-10-24 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",24,297,43,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071025,2007-10-25 00:00:00.000,5,"Thursday","Jueves","Jeudi",25,298,43,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071026,2007-10-26 00:00:00.000,6,"Friday","Viernes","Vendredi",26,299,43,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071027,2007-10-27 00:00:00.000,7,"Saturday","Sábado","Samedi",27,300,43,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071028,2007-10-28 00:00:00.000,1,"Sunday","Domingo","Dimanche",28,301,44,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071029,2007-10-29 00:00:00.000,2,"Monday","Lunes","Lundi",29,302,44,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071030,2007-10-30 00:00:00.000,3,"Tuesday","Martes","Mardi",30,303,44,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20071031,2007-10-31 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",31,304,44,"October","Octubre","Octobre",10,4,2007,2,2,2008,1,"10-2007","10","10"
20081001,2008-10-01 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",1,275,40,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081002,2008-10-02 00:00:00.000,5,"Thursday","Jueves","Jeudi",2,276,40,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081003,2008-10-03 00:00:00.000,6,"Friday","Viernes","Vendredi",3,277,40,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081004,2008-10-04 00:00:00.000,7,"Saturday","Sábado","Samedi",4,278,40,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081005,2008-10-05 00:00:00.000,1,"Sunday","Domingo","Dimanche",5,279,41,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081006,2008-10-06 00:00:00.000,2,"Monday","Lunes","Lundi",6,280,41,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081007,2008-10-07 00:00:00.000,3,"Tuesday","Martes","Mardi",7,281,41,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081008,2008-10-08 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",8,282,41,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081009,2008-10-09 00:00:00.000,5,"Thursday","Jueves","Jeudi",9,283,41,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081010,2008-10-10 00:00:00.000,6,"Friday","Viernes","Vendredi",10,284,41,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081011,2008-10-11 00:00:00.000,7,"Saturday","Sábado","Samedi",11,285,41,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081012,2008-10-12 00:00:00.000,1,"Sunday","Domingo","Dimanche",12,286,42,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081013,2008-10-13 00:00:00.000,2,"Monday","Lunes","Lundi",13,287,42,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081014,2008-10-14 00:00:00.000,3,"Tuesday","Martes","Mardi",14,288,42,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081015,2008-10-15 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",15,289,42,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081016,2008-10-16 00:00:00.000,5,"Thursday","Jueves","Jeudi",16,290,42,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081017,2008-10-17 00:00:00.000,6,"Friday","Viernes","Vendredi",17,291,42,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081018,2008-10-18 00:00:00.000,7,"Saturday","Sábado","Samedi",18,292,42,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081019,2008-10-19 00:00:00.000,1,"Sunday","Domingo","Dimanche",19,293,43,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081020,2008-10-20 00:00:00.000,2,"Monday","Lunes","Lundi",20,294,43,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081021,2008-10-21 00:00:00.000,3,"Tuesday","Martes","Mardi",21,295,43,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081022,2008-10-22 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",22,296,43,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081023,2008-10-23 00:00:00.000,5,"Thursday","Jueves","Jeudi",23,297,43,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081024,2008-10-24 00:00:00.000,6,"Friday","Viernes","Vendredi",24,298,43,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081025,2008-10-25 00:00:00.000,7,"Saturday","Sábado","Samedi",25,299,43,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081026,2008-10-26 00:00:00.000,1,"Sunday","Domingo","Dimanche",26,300,44,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081027,2008-10-27 00:00:00.000,2,"Monday","Lunes","Lundi",27,301,44,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081028,2008-10-28 00:00:00.000,3,"Tuesday","Martes","Mardi",28,302,44,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081029,2008-10-29 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",29,303,44,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081030,2008-10-30 00:00:00.000,5,"Thursday","Jueves","Jeudi",30,304,44,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20081031,2008-10-31 00:00:00.000,6,"Friday","Viernes","Vendredi",31,305,44,"October","Octubre","Octobre",10,4,2008,2,2,2009,1,"10-2008","10","10"
20091001,2009-10-01 00:00:00.000,5,"Thursday","Jueves","Jeudi",1,274,40,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091002,2009-10-02 00:00:00.000,6,"Friday","Viernes","Vendredi",2,275,40,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091003,2009-10-03 00:00:00.000,7,"Saturday","Sábado","Samedi",3,276,40,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091004,2009-10-04 00:00:00.000,1,"Sunday","Domingo","Dimanche",4,277,41,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091005,2009-10-05 00:00:00.000,2,"Monday","Lunes","Lundi",5,278,41,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091006,2009-10-06 00:00:00.000,3,"Tuesday","Martes","Mardi",6,279,41,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091007,2009-10-07 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",7,280,41,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091008,2009-10-08 00:00:00.000,5,"Thursday","Jueves","Jeudi",8,281,41,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091009,2009-10-09 00:00:00.000,6,"Friday","Viernes","Vendredi",9,282,41,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091010,2009-10-10 00:00:00.000,7,"Saturday","Sábado","Samedi",10,283,41,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091011,2009-10-11 00:00:00.000,1,"Sunday","Domingo","Dimanche",11,284,42,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091012,2009-10-12 00:00:00.000,2,"Monday","Lunes","Lundi",12,285,42,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091013,2009-10-13 00:00:00.000,3,"Tuesday","Martes","Mardi",13,286,42,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091014,2009-10-14 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",14,287,42,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091015,2009-10-15 00:00:00.000,5,"Thursday","Jueves","Jeudi",15,288,42,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091016,2009-10-16 00:00:00.000,6,"Friday","Viernes","Vendredi",16,289,42,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091017,2009-10-17 00:00:00.000,7,"Saturday","Sábado","Samedi",17,290,42,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091018,2009-10-18 00:00:00.000,1,"Sunday","Domingo","Dimanche",18,291,43,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091019,2009-10-19 00:00:00.000,2,"Monday","Lunes","Lundi",19,292,43,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091020,2009-10-20 00:00:00.000,3,"Tuesday","Martes","Mardi",20,293,43,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091021,2009-10-21 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",21,294,43,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091022,2009-10-22 00:00:00.000,5,"Thursday","Jueves","Jeudi",22,295,43,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091023,2009-10-23 00:00:00.000,6,"Friday","Viernes","Vendredi",23,296,43,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091024,2009-10-24 00:00:00.000,7,"Saturday","Sábado","Samedi",24,297,43,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091025,2009-10-25 00:00:00.000,1,"Sunday","Domingo","Dimanche",25,298,44,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091026,2009-10-26 00:00:00.000,2,"Monday","Lunes","Lundi",26,299,44,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091027,2009-10-27 00:00:00.000,3,"Tuesday","Martes","Mardi",27,300,44,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091028,2009-10-28 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",28,301,44,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091029,2009-10-29 00:00:00.000,5,"Thursday","Jueves","Jeudi",29,302,44,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091030,2009-10-30 00:00:00.000,6,"Friday","Viernes","Vendredi",30,303,44,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20091031,2009-10-31 00:00:00.000,7,"Saturday","Sábado","Samedi",31,304,44,"October","Octubre","Octobre",10,4,2009,2,2,2010,1,"10-2009","10","10"
20101001,2010-10-01 00:00:00.000,6,"Friday","Viernes","Vendredi",1,274,40,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101002,2010-10-02 00:00:00.000,7,"Saturday","Sábado","Samedi",2,275,40,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101003,2010-10-03 00:00:00.000,1,"Sunday","Domingo","Dimanche",3,276,41,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101004,2010-10-04 00:00:00.000,2,"Monday","Lunes","Lundi",4,277,41,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101005,2010-10-05 00:00:00.000,3,"Tuesday","Martes","Mardi",5,278,41,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101006,2010-10-06 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",6,279,41,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101007,2010-10-07 00:00:00.000,5,"Thursday","Jueves","Jeudi",7,280,41,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101008,2010-10-08 00:00:00.000,6,"Friday","Viernes","Vendredi",8,281,41,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101009,2010-10-09 00:00:00.000,7,"Saturday","Sábado","Samedi",9,282,41,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101010,2010-10-10 00:00:00.000,1,"Sunday","Domingo","Dimanche",10,283,42,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101011,2010-10-11 00:00:00.000,2,"Monday","Lunes","Lundi",11,284,42,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101012,2010-10-12 00:00:00.000,3,"Tuesday","Martes","Mardi",12,285,42,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101013,2010-10-13 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",13,286,42,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101014,2010-10-14 00:00:00.000,5,"Thursday","Jueves","Jeudi",14,287,42,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101015,2010-10-15 00:00:00.000,6,"Friday","Viernes","Vendredi",15,288,42,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101016,2010-10-16 00:00:00.000,7,"Saturday","Sábado","Samedi",16,289,42,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101017,2010-10-17 00:00:00.000,1,"Sunday","Domingo","Dimanche",17,290,43,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101018,2010-10-18 00:00:00.000,2,"Monday","Lunes","Lundi",18,291,43,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101019,2010-10-19 00:00:00.000,3,"Tuesday","Martes","Mardi",19,292,43,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101020,2010-10-20 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",20,293,43,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101021,2010-10-21 00:00:00.000,5,"Thursday","Jueves","Jeudi",21,294,43,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101022,2010-10-22 00:00:00.000,6,"Friday","Viernes","Vendredi",22,295,43,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101023,2010-10-23 00:00:00.000,7,"Saturday","Sábado","Samedi",23,296,43,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101024,2010-10-24 00:00:00.000,1,"Sunday","Domingo","Dimanche",24,297,44,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101025,2010-10-25 00:00:00.000,2,"Monday","Lunes","Lundi",25,298,44,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101026,2010-10-26 00:00:00.000,3,"Tuesday","Martes","Mardi",26,299,44,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101027,2010-10-27 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",27,300,44,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101028,2010-10-28 00:00:00.000,5,"Thursday","Jueves","Jeudi",28,301,44,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101029,2010-10-29 00:00:00.000,6,"Friday","Viernes","Vendredi",29,302,44,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101030,2010-10-30 00:00:00.000,7,"Saturday","Sábado","Samedi",30,303,44,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20101031,2010-10-31 00:00:00.000,1,"Sunday","Domingo","Dimanche",31,304,45,"October","Octubre","Octobre",10,4,2010,2,2,2011,1,"10-2010","10","10"
20050501,2005-05-01 00:00:00.000,1,"Sunday","Domingo","Dimanche",1,121,19,"May","Mayo","Mai",5,2,2005,1,4,2005,2,"05-2005","05","05"
20050502,2005-05-02 00:00:00.000,2,"Monday","Lunes","Lundi",2,122,19,"May","Mayo","Mai",5,2,2005,1,4,2005,2,"05-2005","05","05"
20050503,2005-05-03 00:00:00.000,3,"Tuesday","Martes","Mardi",3,123,19,"May","Mayo","Mai",5,2,2005,1,4,2005,2,"05-2005","05","05"
20050504,2005-05-04 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",4,124,19,"May","Mayo","Mai",5,2,2005,1,4,2005,2,"05-2005","05","05"
20050505,2005-05-05 00:00:00.000,5,"Thursday","Jueves","Jeudi",5,125,19,"May","Mayo","Mai",5,2,2005,1,4,2005,2,"05-2005","05","05"
20050506,2005-05-06 00:00:00.000,6,"Friday","Viernes","Vendredi",6,126,19,"May","Mayo","Mai",5,2,2005,1,4,2005,2,"05-2005","05","05"
20050507,2005-05-07 00:00:00.000,7,"Saturday","Sábado","Samedi",7,127,19,"May","Mayo","Mai",5,2,2005,1,4,2005,2,"05-2005","05","05"
20050508,2005-05-08 00:00:00.000,1,"Sunday","Domingo","Dimanche",8,128,20,"May","Mayo","Mai",5,2,2005,1,4,2005,2,"05-2005","05","05"
20050509,2005-05-09 00:00:00.000,2,"Monday","Lunes","Lundi",9,129,20,"May","Mayo","Mai",5,2,2005,1,4,2005,2,"05-2005","05","05"
20050510,2005-05-10 00:00:00.000,3,"Tuesday","Martes","Mardi",10,130,20,"May","Mayo","Mai",5,2,2005,1,4,2005,2,"05-2005","05","05"
20050511,2005-05-11 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",11,131,20,"May","Mayo","Mai",5,2,2005,1,4,2005,2,"05-2005","05","05"
20050512,2005-05-12 00:00:00.000,5,"Thursday","Jueves","Jeudi",12,132,20,"May","Mayo","Mai",5,2,2005,1,4,2005,2,"05-2005","05","05"
20050513,2005-05-13 00:00:00.000,6,"Friday","Viernes","Vendredi",13,133,20,"May","Mayo","Mai",5,2,2005,1,4,2005,2,"05-2005","05","05"
