Area name,Area code,Area type,Reporting date,Daily change in deaths,Cumulative deaths,7 Day Rolling Average deaths
"Wales","W92000004","Nation",2020-03-26 00:00:00.000,6,28,3.8571428571428572
"Scotland","S92000003","Nation",2020-03-26 00:00:00.000,6,22,2.7142857142857144
"Northern Ireland","N92000002","Nation",2020-03-26 00:00:00.000,2,7,1
"United Kingdom","K02000001","UK",2020-03-26 00:00:00.000,183,878,102.85714285714286
"England","E92000001","Nation",2020-03-26 00:00:00.000,169,821,95.285714285714292
"Wales","W92000004","Nation",2020-03-25 00:00:00.000,5,22,3
"Scotland","S92000003","Nation",2020-03-25 00:00:00.000,2,16,2
"Northern Ireland","N92000002","Nation",2020-03-25 00:00:00.000,2,5,0.8
"United Kingdom","K02000001","UK",2020-03-25 00:00:00.000,187,695,82.857142857142861
"England","E92000001","Nation",2020-03-25 00:00:00.000,178,652,77.142857142857139
"Wales","W92000004","Nation",2020-03-24 00:00:00.000,1,17,2.2857142857142856
"Scotland","S92000003","Nation",2020-03-24 00:00:00.000,4,14,1.8571428571428572
"Northern Ireland","N92000002","Nation",2020-03-24 00:00:00.000,1,3,0.5
"United Kingdom","K02000001","UK",2020-03-24 00:00:00.000,149,508,61
"England","E92000001","Nation",2020-03-24 00:00:00.000,143,474,56.428571428571431
"Wales","W92000004","Nation",2020-03-23 00:00:00.000,4,16,2.5
"Scotland","S92000003","Nation",2020-03-23 00:00:00.000,3,10,1.2857142857142858
"United Kingdom","K02000001","UK",2020-03-23 00:00:00.000,74,359,42
"England","E92000001","Nation",2020-03-23 00:00:00.000,67,331,38.142857142857146
"Wales","W92000004","Nation",2020-03-22 00:00:00.000,9,12,2.2
"Scotland","S92000003","Nation",2020-03-22 00:00:00.000,1,7,0.8571428571428571
"Northern Ireland","N92000002","Nation",2020-03-22 00:00:00.000,1,2,0.5
"United Kingdom","K02000001","UK",2020-03-22 00:00:00.000,35,285,34.571428571428569
"England","E92000001","Nation",2020-03-22 00:00:00.000,24,264,31.714285714285715
"Wales","W92000004","Nation",2020-03-21 00:00:00.000,2,3,0.5
"United Kingdom","K02000001","UK",2020-03-21 00:00:00.000,56,250,31.714285714285715
"England","E92000001","Nation",2020-03-21 00:00:00.000,54,240,30.285714285714285
"Scotland","S92000003","Nation",2020-03-20 00:00:00.000,3,6,1
"Northern Ireland","N92000002","Nation",2020-03-20 00:00:00.000,,1,
"United Kingdom","K02000001","UK",2020-03-20 00:00:00.000,36,194,26.285714285714285
"England","E92000001","Nation",2020-03-20 00:00:00.000,32,186,25.142857142857142
"Scotland","S92000003","Nation",2020-03-19 00:00:00.000,1,3,0.5
"United Kingdom","K02000001","UK",2020-03-19 00:00:00.000,43,158,21.285714285714285
"England","E92000001","Nation",2020-03-19 00:00:00.000,42,154,20.714285714285715
"Scotland","S92000003","Nation",2020-03-18 00:00:00.000,1,2,0.33333333333333331
"United Kingdom","K02000001","UK",2020-03-18 00:00:00.000,34,115,15.428571428571429
"England","E92000001","Nation",2020-03-18 00:00:00.000,33,112,15
"Wales","W92000004","Nation",2020-03-17 00:00:00.000,,1,
"United Kingdom","K02000001","UK",2020-03-17 00:00:00.000,16,81,10.571428571428571
"England","E92000001","Nation",2020-03-17 00:00:00.000,15,79,10.285714285714286
"United Kingdom","K02000001","UK",2020-03-16 00:00:00.000,22,65,8.8571428571428577
"England","E92000001","Nation",2020-03-16 00:00:00.000,22,64,8.7142857142857135
"Scotland","S92000003","Nation",2020-03-15 00:00:00.000,,1,
"United Kingdom","K02000001","UK",2020-03-15 00:00:00.000,15,43,5.8571428571428568
"England","E92000001","Nation",2020-03-15 00:00:00.000,14,42,5.7142857142857144
"United Kingdom","K02000001","UK",2020-03-14 00:00:00.000,18,28,3.7142857142857144
"England","E92000001","Nation",2020-03-14 00:00:00.000,18,28,3.7142857142857144
"United Kingdom","K02000001","UK",2020-03-13 00:00:00.000,1,10,1.2857142857142858
"England","E92000001","Nation",2020-03-13 00:00:00.000,1,10,1.2857142857142858
"United Kingdom","K02000001","UK",2020-03-12 00:00:00.000,2,9,1.2857142857142858
"England","E92000001","Nation",2020-03-12 00:00:00.000,2,9,1.3333333333333333
"United Kingdom","K02000001","UK",2020-03-10 00:00:00.000,4,7,1.4
"England","E92000001","Nation",2020-03-10 00:00:00.000,4,7,1.5
"United Kingdom","K02000001","UK",2020-03-09 00:00:00.000,1,3,0.75
"England","E92000001","Nation",2020-03-09 00:00:00.000,1,3,0.66666666666666663
"United Kingdom","K02000001","UK",2020-03-07 00:00:00.000,1,2,1
"England","E92000001","Nation",2020-03-07 00:00:00.000,1,2,1
"United Kingdom","K02000001","UK",2020-03-06 00:00:00.000,1,1,1
"England","E92000001","Nation",2020-03-06 00:00:00.000,,1,
