Date,Year,Week_No,Day Name,Year.1,Month,Month Name,Quarter,Week of Year,Start of Week,End of Month,UPPERCASE
2019-01-12 00:00:00.000,"2019","2","Saturday",2019,1,"January",1,2,2019-01-06 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-13 00:00:00.000,"2019","3","Sunday",2019,1,"January",1,3,2019-01-13 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-14 00:00:00.000,"2019","3","Monday",2019,1,"January",1,3,2019-01-13 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-15 00:00:00.000,"2019","3","Tuesday",2019,1,"January",1,3,2019-01-13 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-16 00:00:00.000,"2019","3","Wednesday",2019,1,"January",1,3,2019-01-13 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-17 00:00:00.000,"2019","3","Thursday",2019,1,"January",1,3,2019-01-13 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-18 00:00:00.000,"2019","3","Friday",2019,1,"January",1,3,2019-01-13 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-19 00:00:00.000,"2019","3","Saturday",2019,1,"January",1,3,2019-01-13 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-20 00:00:00.000,"2019","4","Sunday",2019,1,"January",1,4,2019-01-20 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-21 00:00:00.000,"2019","4","Monday",2019,1,"January",1,4,2019-01-20 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-22 00:00:00.000,"2019","4","Tuesday",2019,1,"January",1,4,2019-01-20 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-23 00:00:00.000,"2019","4","Wednesday",2019,1,"January",1,4,2019-01-20 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-24 00:00:00.000,"2019","4","Thursday",2019,1,"January",1,4,2019-01-20 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-25 00:00:00.000,"2019","4","Friday",2019,1,"January",1,4,2019-01-20 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-26 00:00:00.000,"2019","4","Saturday",2019,1,"January",1,4,2019-01-20 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-27 00:00:00.000,"2019","5","Sunday",2019,1,"January",1,5,2019-01-27 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-28 00:00:00.000,"2019","5","Monday",2019,1,"January",1,5,2019-01-27 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-29 00:00:00.000,"2019","5","Tuesday",2019,1,"January",1,5,2019-01-27 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-30 00:00:00.000,"2019","5","Wednesday",2019,1,"January",1,5,2019-01-27 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-01-31 00:00:00.000,"2019","5","Thursday",2019,1,"January",1,5,2019-01-27 00:00:00.000,2019-01-31 00:00:00.000,"JAN"
2019-02-01 00:00:00.000,"2019","5","Friday",2019,2,"February",1,5,2019-01-27 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-02 00:00:00.000,"2019","5","Saturday",2019,2,"February",1,5,2019-01-27 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-03 00:00:00.000,"2019","6","Sunday",2019,2,"February",1,6,2019-02-03 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-04 00:00:00.000,"2019","6","Monday",2019,2,"February",1,6,2019-02-03 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-05 00:00:00.000,"2019","6","Tuesday",2019,2,"February",1,6,2019-02-03 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-06 00:00:00.000,"2019","6","Wednesday",2019,2,"February",1,6,2019-02-03 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-07 00:00:00.000,"2019","6","Thursday",2019,2,"February",1,6,2019-02-03 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-08 00:00:00.000,"2019","6","Friday",2019,2,"February",1,6,2019-02-03 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-09 00:00:00.000,"2019","6","Saturday",2019,2,"February",1,6,2019-02-03 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-10 00:00:00.000,"2019","7","Sunday",2019,2,"February",1,7,2019-02-10 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-11 00:00:00.000,"2019","7","Monday",2019,2,"February",1,7,2019-02-10 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-12 00:00:00.000,"2019","7","Tuesday",2019,2,"February",1,7,2019-02-10 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-13 00:00:00.000,"2019","7","Wednesday",2019,2,"February",1,7,2019-02-10 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-14 00:00:00.000,"2019","7","Thursday",2019,2,"February",1,7,2019-02-10 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-15 00:00:00.000,"2019","7","Friday",2019,2,"February",1,7,2019-02-10 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-16 00:00:00.000,"2019","7","Saturday",2019,2,"February",1,7,2019-02-10 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-17 00:00:00.000,"2019","8","Sunday",2019,2,"February",1,8,2019-02-17 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-18 00:00:00.000,"2019","8","Monday",2019,2,"February",1,8,2019-02-17 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-19 00:00:00.000,"2019","8","Tuesday",2019,2,"February",1,8,2019-02-17 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-20 00:00:00.000,"2019","8","Wednesday",2019,2,"February",1,8,2019-02-17 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-21 00:00:00.000,"2019","8","Thursday",2019,2,"February",1,8,2019-02-17 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-22 00:00:00.000,"2019","8","Friday",2019,2,"February",1,8,2019-02-17 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-23 00:00:00.000,"2019","8","Saturday",2019,2,"February",1,8,2019-02-17 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-24 00:00:00.000,"2019","9","Sunday",2019,2,"February",1,9,2019-02-24 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-25 00:00:00.000,"2019","9","Monday",2019,2,"February",1,9,2019-02-24 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-26 00:00:00.000,"2019","9","Tuesday",2019,2,"February",1,9,2019-02-24 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-27 00:00:00.000,"2019","9","Wednesday",2019,2,"February",1,9,2019-02-24 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-02-28 00:00:00.000,"2019","9","Thursday",2019,2,"February",1,9,2019-02-24 00:00:00.000,2019-02-28 00:00:00.000,"FEB"
2019-03-01 00:00:00.000,"2019","9","Friday",2019,3,"March",1,9,2019-02-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-02 00:00:00.000,"2019","9","Saturday",2019,3,"March",1,9,2019-02-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-03 00:00:00.000,"2019","10","Sunday",2019,3,"March",1,10,2019-03-03 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-04 00:00:00.000,"2019","10","Monday",2019,3,"March",1,10,2019-03-03 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-05 00:00:00.000,"2019","10","Tuesday",2019,3,"March",1,10,2019-03-03 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-06 00:00:00.000,"2019","10","Wednesday",2019,3,"March",1,10,2019-03-03 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-07 00:00:00.000,"2019","10","Thursday",2019,3,"March",1,10,2019-03-03 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-08 00:00:00.000,"2019","10","Friday",2019,3,"March",1,10,2019-03-03 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-09 00:00:00.000,"2019","10","Saturday",2019,3,"March",1,10,2019-03-03 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-10 00:00:00.000,"2019","11","Sunday",2019,3,"March",1,11,2019-03-10 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-11 00:00:00.000,"2019","11","Monday",2019,3,"March",1,11,2019-03-10 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-12 00:00:00.000,"2019","11","Tuesday",2019,3,"March",1,11,2019-03-10 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-13 00:00:00.000,"2019","11","Wednesday",2019,3,"March",1,11,2019-03-10 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-14 00:00:00.000,"2019","11","Thursday",2019,3,"March",1,11,2019-03-10 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-15 00:00:00.000,"2019","11","Friday",2019,3,"March",1,11,2019-03-10 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-16 00:00:00.000,"2019","11","Saturday",2019,3,"March",1,11,2019-03-10 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-17 00:00:00.000,"2019","12","Sunday",2019,3,"March",1,12,2019-03-17 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-18 00:00:00.000,"2019","12","Monday",2019,3,"March",1,12,2019-03-17 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-19 00:00:00.000,"2019","12","Tuesday",2019,3,"March",1,12,2019-03-17 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-20 00:00:00.000,"2019","12","Wednesday",2019,3,"March",1,12,2019-03-17 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-21 00:00:00.000,"2019","12","Thursday",2019,3,"March",1,12,2019-03-17 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-22 00:00:00.000,"2019","12","Friday",2019,3,"March",1,12,2019-03-17 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-23 00:00:00.000,"2019","12","Saturday",2019,3,"March",1,12,2019-03-17 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-24 00:00:00.000,"2019","13","Sunday",2019,3,"March",1,13,2019-03-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-25 00:00:00.000,"2019","13","Monday",2019,3,"March",1,13,2019-03-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-26 00:00:00.000,"2019","13","Tuesday",2019,3,"March",1,13,2019-03-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-27 00:00:00.000,"2019","13","Wednesday",2019,3,"March",1,13,2019-03-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-28 00:00:00.000,"2019","13","Thursday",2019,3,"March",1,13,2019-03-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-29 00:00:00.000,"2019","13","Friday",2019,3,"March",1,13,2019-03-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-30 00:00:00.000,"2019","13","Saturday",2019,3,"March",1,13,2019-03-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-03-31 00:00:00.000,"2019","14","Sunday",2019,3,"March",1,14,2019-03-31 00:00:00.000,2019-03-31 00:00:00.000,"MAR"
2019-10-01 00:00:00.000,"2019","40","Tuesday",2019,10,"October",4,40,2019-09-29 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-02 00:00:00.000,"2019","40","Wednesday",2019,10,"October",4,40,2019-09-29 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-03 00:00:00.000,"2019","40","Thursday",2019,10,"October",4,40,2019-09-29 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-04 00:00:00.000,"2019","40","Friday",2019,10,"October",4,40,2019-09-29 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-05 00:00:00.000,"2019","40","Saturday",2019,10,"October",4,40,2019-09-29 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-06 00:00:00.000,"2019","41","Sunday",2019,10,"October",4,41,2019-10-06 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-07 00:00:00.000,"2019","41","Monday",2019,10,"October",4,41,2019-10-06 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-08 00:00:00.000,"2019","41","Tuesday",2019,10,"October",4,41,2019-10-06 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-09 00:00:00.000,"2019","41","Wednesday",2019,10,"October",4,41,2019-10-06 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-10 00:00:00.000,"2019","41","Thursday",2019,10,"October",4,41,2019-10-06 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-11 00:00:00.000,"2019","41","Friday",2019,10,"October",4,41,2019-10-06 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-12 00:00:00.000,"2019","41","Saturday",2019,10,"October",4,41,2019-10-06 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-13 00:00:00.000,"2019","42","Sunday",2019,10,"October",4,42,2019-10-13 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-14 00:00:00.000,"2019","42","Monday",2019,10,"October",4,42,2019-10-13 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-15 00:00:00.000,"2019","42","Tuesday",2019,10,"October",4,42,2019-10-13 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-16 00:00:00.000,"2019","42","Wednesday",2019,10,"October",4,42,2019-10-13 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-17 00:00:00.000,"2019","42","Thursday",2019,10,"October",4,42,2019-10-13 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-18 00:00:00.000,"2019","42","Friday",2019,10,"October",4,42,2019-10-13 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-19 00:00:00.000,"2019","42","Saturday",2019,10,"October",4,42,2019-10-13 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-20 00:00:00.000,"2019","43","Sunday",2019,10,"October",4,43,2019-10-20 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-21 00:00:00.000,"2019","43","Monday",2019,10,"October",4,43,2019-10-20 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-22 00:00:00.000,"2019","43","Tuesday",2019,10,"October",4,43,2019-10-20 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-23 00:00:00.000,"2019","43","Wednesday",2019,10,"October",4,43,2019-10-20 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-24 00:00:00.000,"2019","43","Thursday",2019,10,"October",4,43,2019-10-20 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-25 00:00:00.000,"2019","43","Friday",2019,10,"October",4,43,2019-10-20 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-26 00:00:00.000,"2019","43","Saturday",2019,10,"October",4,43,2019-10-20 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-27 00:00:00.000,"2019","44","Sunday",2019,10,"October",4,44,2019-10-27 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-28 00:00:00.000,"2019","44","Monday",2019,10,"October",4,44,2019-10-27 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-29 00:00:00.000,"2019","44","Tuesday",2019,10,"October",4,44,2019-10-27 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-30 00:00:00.000,"2019","44","Wednesday",2019,10,"October",4,44,2019-10-27 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-10-31 00:00:00.000,"2019","44","Thursday",2019,10,"October",4,44,2019-10-27 00:00:00.000,2019-10-31 00:00:00.000,"OCT"
2019-11-01 00:00:00.000,"2019","44","Friday",2019,11,"November",4,44,2019-10-27 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-02 00:00:00.000,"2019","44","Saturday",2019,11,"November",4,44,2019-10-27 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-03 00:00:00.000,"2019","45","Sunday",2019,11,"November",4,45,2019-11-03 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-04 00:00:00.000,"2019","45","Monday",2019,11,"November",4,45,2019-11-03 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-05 00:00:00.000,"2019","45","Tuesday",2019,11,"November",4,45,2019-11-03 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-06 00:00:00.000,"2019","45","Wednesday",2019,11,"November",4,45,2019-11-03 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-07 00:00:00.000,"2019","45","Thursday",2019,11,"November",4,45,2019-11-03 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-08 00:00:00.000,"2019","45","Friday",2019,11,"November",4,45,2019-11-03 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-09 00:00:00.000,"2019","45","Saturday",2019,11,"November",4,45,2019-11-03 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-10 00:00:00.000,"2019","46","Sunday",2019,11,"November",4,46,2019-11-10 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-11 00:00:00.000,"2019","46","Monday",2019,11,"November",4,46,2019-11-10 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-12 00:00:00.000,"2019","46","Tuesday",2019,11,"November",4,46,2019-11-10 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-13 00:00:00.000,"2019","46","Wednesday",2019,11,"November",4,46,2019-11-10 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-14 00:00:00.000,"2019","46","Thursday",2019,11,"November",4,46,2019-11-10 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-15 00:00:00.000,"2019","46","Friday",2019,11,"November",4,46,2019-11-10 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-16 00:00:00.000,"2019","46","Saturday",2019,11,"November",4,46,2019-11-10 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-17 00:00:00.000,"2019","47","Sunday",2019,11,"November",4,47,2019-11-17 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-18 00:00:00.000,"2019","47","Monday",2019,11,"November",4,47,2019-11-17 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-19 00:00:00.000,"2019","47","Tuesday",2019,11,"November",4,47,2019-11-17 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-20 00:00:00.000,"2019","47","Wednesday",2019,11,"November",4,47,2019-11-17 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-21 00:00:00.000,"2019","47","Thursday",2019,11,"November",4,47,2019-11-17 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-22 00:00:00.000,"2019","47","Friday",2019,11,"November",4,47,2019-11-17 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-23 00:00:00.000,"2019","47","Saturday",2019,11,"November",4,47,2019-11-17 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-24 00:00:00.000,"2019","48","Sunday",2019,11,"November",4,48,2019-11-24 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-25 00:00:00.000,"2019","48","Monday",2019,11,"November",4,48,2019-11-24 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-26 00:00:00.000,"2019","48","Tuesday",2019,11,"November",4,48,2019-11-24 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-27 00:00:00.000,"2019","48","Wednesday",2019,11,"November",4,48,2019-11-24 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-28 00:00:00.000,"2019","48","Thursday",2019,11,"November",4,48,2019-11-24 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-29 00:00:00.000,"2019","48","Friday",2019,11,"November",4,48,2019-11-24 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-11-30 00:00:00.000,"2019","48","Saturday",2019,11,"November",4,48,2019-11-24 00:00:00.000,2019-11-30 00:00:00.000,"NOV"
2019-12-01 00:00:00.000,"2019","49","Sunday",2019,12,"December",4,49,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-02 00:00:00.000,"2019","49","Monday",2019,12,"December",4,49,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-03 00:00:00.000,"2019","49","Tuesday",2019,12,"December",4,49,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-04 00:00:00.000,"2019","49","Wednesday",2019,12,"December",4,49,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-05 00:00:00.000,"2019","49","Thursday",2019,12,"December",4,49,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-06 00:00:00.000,"2019","49","Friday",2019,12,"December",4,49,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-07 00:00:00.000,"2019","49","Saturday",2019,12,"December",4,49,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-08 00:00:00.000,"2019","50","Sunday",2019,12,"December",4,50,2019-12-08 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-09 00:00:00.000,"2019","50","Monday",2019,12,"December",4,50,2019-12-08 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-10 00:00:00.000,"2019","50","Tuesday",2019,12,"December",4,50,2019-12-08 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-11 00:00:00.000,"2019","50","Wednesday",2019,12,"December",4,50,2019-12-08 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-12 00:00:00.000,"2019","50","Thursday",2019,12,"December",4,50,2019-12-08 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-13 00:00:00.000,"2019","50","Friday",2019,12,"December",4,50,2019-12-08 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-14 00:00:00.000,"2019","50","Saturday",2019,12,"December",4,50,2019-12-08 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-15 00:00:00.000,"2019","51","Sunday",2019,12,"December",4,51,2019-12-15 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-16 00:00:00.000,"2019","51","Monday",2019,12,"December",4,51,2019-12-15 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-17 00:00:00.000,"2019","51","Tuesday",2019,12,"December",4,51,2019-12-15 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-18 00:00:00.000,"2019","51","Wednesday",2019,12,"December",4,51,2019-12-15 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-19 00:00:00.000,"2019","51","Thursday",2019,12,"December",4,51,2019-12-15 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-20 00:00:00.000,"2019","51","Friday",2019,12,"December",4,51,2019-12-15 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-21 00:00:00.000,"2019","51","Saturday",2019,12,"December",4,51,2019-12-15 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-22 00:00:00.000,"2019","52","Sunday",2019,12,"December",4,52,2019-12-22 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-23 00:00:00.000,"2019","52","Monday",2019,12,"December",4,52,2019-12-22 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-24 00:00:00.000,"2019","52","Tuesday",2019,12,"December",4,52,2019-12-22 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-25 00:00:00.000,"2019","52","Wednesday",2019,12,"December",4,52,2019-12-22 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-26 00:00:00.000,"2019","52","Thursday",2019,12,"December",4,52,2019-12-22 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-27 00:00:00.000,"2019","52","Friday",2019,12,"December",4,52,2019-12-22 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-28 00:00:00.000,"2019","52","Saturday",2019,12,"December",4,52,2019-12-22 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-29 00:00:00.000,"2019","53","Sunday",2019,12,"December",4,53,2019-12-29 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-30 00:00:00.000,"2019","53","Monday",2019,12,"December",4,53,2019-12-29 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-12-31 00:00:00.000,"2019","53","Tuesday",2019,12,"December",4,53,2019-12-29 00:00:00.000,2019-12-31 00:00:00.000,"DEC"
2019-04-01 00:00:00.000,"2019","14","Monday",2019,4,"April",2,14,2019-03-31 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-02 00:00:00.000,"2019","14","Tuesday",2019,4,"April",2,14,2019-03-31 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-03 00:00:00.000,"2019","14","Wednesday",2019,4,"April",2,14,2019-03-31 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-04 00:00:00.000,"2019","14","Thursday",2019,4,"April",2,14,2019-03-31 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-05 00:00:00.000,"2019","14","Friday",2019,4,"April",2,14,2019-03-31 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-06 00:00:00.000,"2019","14","Saturday",2019,4,"April",2,14,2019-03-31 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-07 00:00:00.000,"2019","15","Sunday",2019,4,"April",2,15,2019-04-07 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-08 00:00:00.000,"2019","15","Monday",2019,4,"April",2,15,2019-04-07 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-09 00:00:00.000,"2019","15","Tuesday",2019,4,"April",2,15,2019-04-07 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-10 00:00:00.000,"2019","15","Wednesday",2019,4,"April",2,15,2019-04-07 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-11 00:00:00.000,"2019","15","Thursday",2019,4,"April",2,15,2019-04-07 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-12 00:00:00.000,"2019","15","Friday",2019,4,"April",2,15,2019-04-07 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-13 00:00:00.000,"2019","15","Saturday",2019,4,"April",2,15,2019-04-07 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-14 00:00:00.000,"2019","16","Sunday",2019,4,"April",2,16,2019-04-14 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-15 00:00:00.000,"2019","16","Monday",2019,4,"April",2,16,2019-04-14 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-16 00:00:00.000,"2019","16","Tuesday",2019,4,"April",2,16,2019-04-14 00:00:00.000,2019-04-30 00:00:00.000,"APR"
2019-04-17 00:00:00.000,"2019","16","Wednesday",2019,4,"April",2,16,2019-04-14 00:00:00.000,2019-04-30 00:00:00.000,"APR"
