Date,Year,Week_No,Day Name,Year.1,Month,Month Name,Quarter,Week of Year,Start of Week,End of Month,UPPERCASE,Day Inx,YM Key,Last Sale Date
2018-03-01 00:00:00.000,"2018","9","Thursday",2018,3,"March","Q1",9,2018-02-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR",101,"201803",0
2018-03-02 00:00:00.000,"2018","9","Friday",2018,3,"March","Q1",9,2018-02-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR",102,"201803",0
2018-03-03 00:00:00.000,"2018","9","Saturday",2018,3,"March","Q1",9,2018-02-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR",103,"201803",0
2018-03-04 00:00:00.000,"2018","10","Sunday",2018,3,"March","Q1",10,2018-03-04 00:00:00.000,2018-03-31 00:00:00.000,"MAR",104,"201803",0
2018-03-05 00:00:00.000,"2018","10","Monday",2018,3,"March","Q1",10,2018-03-04 00:00:00.000,2018-03-31 00:00:00.000,"MAR",105,"201803",0
2018-03-06 00:00:00.000,"2018","10","Tuesday",2018,3,"March","Q1",10,2018-03-04 00:00:00.000,2018-03-31 00:00:00.000,"MAR",106,"201803",0
2018-03-07 00:00:00.000,"2018","10","Wednesday",2018,3,"March","Q1",10,2018-03-04 00:00:00.000,2018-03-31 00:00:00.000,"MAR",107,"201803",0
2018-03-08 00:00:00.000,"2018","10","Thursday",2018,3,"March","Q1",10,2018-03-04 00:00:00.000,2018-03-31 00:00:00.000,"MAR",108,"201803",0
2018-03-09 00:00:00.000,"2018","10","Friday",2018,3,"March","Q1",10,2018-03-04 00:00:00.000,2018-03-31 00:00:00.000,"MAR",109,"201803",0
2018-03-10 00:00:00.000,"2018","10","Saturday",2018,3,"March","Q1",10,2018-03-04 00:00:00.000,2018-03-31 00:00:00.000,"MAR",110,"201803",0
2018-03-11 00:00:00.000,"2018","11","Sunday",2018,3,"March","Q1",11,2018-03-11 00:00:00.000,2018-03-31 00:00:00.000,"MAR",111,"201803",0
2018-03-12 00:00:00.000,"2018","11","Monday",2018,3,"March","Q1",11,2018-03-11 00:00:00.000,2018-03-31 00:00:00.000,"MAR",112,"201803",0
2018-03-13 00:00:00.000,"2018","11","Tuesday",2018,3,"March","Q1",11,2018-03-11 00:00:00.000,2018-03-31 00:00:00.000,"MAR",113,"201803",0
2018-03-14 00:00:00.000,"2018","11","Wednesday",2018,3,"March","Q1",11,2018-03-11 00:00:00.000,2018-03-31 00:00:00.000,"MAR",114,"201803",0
2018-03-15 00:00:00.000,"2018","11","Thursday",2018,3,"March","Q1",11,2018-03-11 00:00:00.000,2018-03-31 00:00:00.000,"MAR",115,"201803",0
2018-03-16 00:00:00.000,"2018","11","Friday",2018,3,"March","Q1",11,2018-03-11 00:00:00.000,2018-03-31 00:00:00.000,"MAR",116,"201803",0
2018-03-17 00:00:00.000,"2018","11","Saturday",2018,3,"March","Q1",11,2018-03-11 00:00:00.000,2018-03-31 00:00:00.000,"MAR",117,"201803",0
2018-03-18 00:00:00.000,"2018","12","Sunday",2018,3,"March","Q1",12,2018-03-18 00:00:00.000,2018-03-31 00:00:00.000,"MAR",118,"201803",0
2018-03-19 00:00:00.000,"2018","12","Monday",2018,3,"March","Q1",12,2018-03-18 00:00:00.000,2018-03-31 00:00:00.000,"MAR",119,"201803",0
2018-03-20 00:00:00.000,"2018","12","Tuesday",2018,3,"March","Q1",12,2018-03-18 00:00:00.000,2018-03-31 00:00:00.000,"MAR",120,"201803",0
2018-03-21 00:00:00.000,"2018","12","Wednesday",2018,3,"March","Q1",12,2018-03-18 00:00:00.000,2018-03-31 00:00:00.000,"MAR",121,"201803",0
2018-03-22 00:00:00.000,"2018","12","Thursday",2018,3,"March","Q1",12,2018-03-18 00:00:00.000,2018-03-31 00:00:00.000,"MAR",122,"201803",0
2018-03-23 00:00:00.000,"2018","12","Friday",2018,3,"March","Q1",12,2018-03-18 00:00:00.000,2018-03-31 00:00:00.000,"MAR",123,"201803",0
2018-03-24 00:00:00.000,"2018","12","Saturday",2018,3,"March","Q1",12,2018-03-18 00:00:00.000,2018-03-31 00:00:00.000,"MAR",124,"201803",0
2018-03-25 00:00:00.000,"2018","13","Sunday",2018,3,"March","Q1",13,2018-03-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR",125,"201803",0
2018-03-26 00:00:00.000,"2018","13","Monday",2018,3,"March","Q1",13,2018-03-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR",126,"201803",0
2018-03-27 00:00:00.000,"2018","13","Tuesday",2018,3,"March","Q1",13,2018-03-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR",127,"201803",0
2018-03-28 00:00:00.000,"2018","13","Wednesday",2018,3,"March","Q1",13,2018-03-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR",128,"201803",0
2018-03-29 00:00:00.000,"2018","13","Thursday",2018,3,"March","Q1",13,2018-03-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR",129,"201803",0
2018-03-30 00:00:00.000,"2018","13","Friday",2018,3,"March","Q1",13,2018-03-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR",130,"201803",0
2018-03-31 00:00:00.000,"2018","13","Saturday",2018,3,"March","Q1",13,2018-03-25 00:00:00.000,2018-03-31 00:00:00.000,"MAR",131,"201803",0
2019-01-01 00:00:00.000,"2019","1","Tuesday",2019,1,"January","Q1",1,2018-12-30 00:00:00.000,2019-01-31 00:00:00.000,"JAN",407,"201901",0
2019-01-02 00:00:00.000,"2019","1","Wednesday",2019,1,"January","Q1",1,2018-12-30 00:00:00.000,2019-01-31 00:00:00.000,"JAN",408,"201901",0
2019-01-03 00:00:00.000,"2019","1","Thursday",2019,1,"January","Q1",1,2018-12-30 00:00:00.000,2019-01-31 00:00:00.000,"JAN",409,"201901",0
2019-01-04 00:00:00.000,"2019","1","Friday",2019,1,"January","Q1",1,2018-12-30 00:00:00.000,2019-01-31 00:00:00.000,"JAN",410,"201901",0
2019-01-05 00:00:00.000,"2019","1","Saturday",2019,1,"January","Q1",1,2018-12-30 00:00:00.000,2019-01-31 00:00:00.000,"JAN",411,"201901",0
2019-01-06 00:00:00.000,"2019","2","Sunday",2019,1,"January","Q1",2,2019-01-06 00:00:00.000,2019-01-31 00:00:00.000,"JAN",412,"201901",0
2019-01-07 00:00:00.000,"2019","2","Monday",2019,1,"January","Q1",2,2019-01-06 00:00:00.000,2019-01-31 00:00:00.000,"JAN",413,"201901",0
2019-01-08 00:00:00.000,"2019","2","Tuesday",2019,1,"January","Q1",2,2019-01-06 00:00:00.000,2019-01-31 00:00:00.000,"JAN",414,"201901",0
2019-01-09 00:00:00.000,"2019","2","Wednesday",2019,1,"January","Q1",2,2019-01-06 00:00:00.000,2019-01-31 00:00:00.000,"JAN",415,"201901",0
2019-01-10 00:00:00.000,"2019","2","Thursday",2019,1,"January","Q1",2,2019-01-06 00:00:00.000,2019-01-31 00:00:00.000,"JAN",416,"201901",0
2019-01-11 00:00:00.000,"2019","2","Friday",2019,1,"January","Q1",2,2019-01-06 00:00:00.000,2019-01-31 00:00:00.000,"JAN",417,"201901",0
2019-01-12 00:00:00.000,"2019","2","Saturday",2019,1,"January","Q1",2,2019-01-06 00:00:00.000,2019-01-31 00:00:00.000,"JAN",418,"201901",0
2019-01-13 00:00:00.000,"2019","3","Sunday",2019,1,"January","Q1",3,2019-01-13 00:00:00.000,2019-01-31 00:00:00.000,"JAN",419,"201901",0
2019-01-14 00:00:00.000,"2019","3","Monday",2019,1,"January","Q1",3,2019-01-13 00:00:00.000,2019-01-31 00:00:00.000,"JAN",420,"201901",0
2019-01-15 00:00:00.000,"2019","3","Tuesday",2019,1,"January","Q1",3,2019-01-13 00:00:00.000,2019-01-31 00:00:00.000,"JAN",421,"201901",0
2019-01-16 00:00:00.000,"2019","3","Wednesday",2019,1,"January","Q1",3,2019-01-13 00:00:00.000,2019-01-31 00:00:00.000,"JAN",422,"201901",0
2019-01-17 00:00:00.000,"2019","3","Thursday",2019,1,"January","Q1",3,2019-01-13 00:00:00.000,2019-01-31 00:00:00.000,"JAN",423,"201901",0
2019-01-18 00:00:00.000,"2019","3","Friday",2019,1,"January","Q1",3,2019-01-13 00:00:00.000,2019-01-31 00:00:00.000,"JAN",424,"201901",0
2019-01-19 00:00:00.000,"2019","3","Saturday",2019,1,"January","Q1",3,2019-01-13 00:00:00.000,2019-01-31 00:00:00.000,"JAN",425,"201901",0
2019-01-20 00:00:00.000,"2019","4","Sunday",2019,1,"January","Q1",4,2019-01-20 00:00:00.000,2019-01-31 00:00:00.000,"JAN",426,"201901",0
2019-01-21 00:00:00.000,"2019","4","Monday",2019,1,"January","Q1",4,2019-01-20 00:00:00.000,2019-01-31 00:00:00.000,"JAN",427,"201901",0
2019-01-22 00:00:00.000,"2019","4","Tuesday",2019,1,"January","Q1",4,2019-01-20 00:00:00.000,2019-01-31 00:00:00.000,"JAN",428,"201901",0
2019-01-23 00:00:00.000,"2019","4","Wednesday",2019,1,"January","Q1",4,2019-01-20 00:00:00.000,2019-01-31 00:00:00.000,"JAN",429,"201901",0
2019-01-24 00:00:00.000,"2019","4","Thursday",2019,1,"January","Q1",4,2019-01-20 00:00:00.000,2019-01-31 00:00:00.000,"JAN",430,"201901",0
2019-01-25 00:00:00.000,"2019","4","Friday",2019,1,"January","Q1",4,2019-01-20 00:00:00.000,2019-01-31 00:00:00.000,"JAN",431,"201901",0
2019-01-26 00:00:00.000,"2019","4","Saturday",2019,1,"January","Q1",4,2019-01-20 00:00:00.000,2019-01-31 00:00:00.000,"JAN",432,"201901",0
2019-01-27 00:00:00.000,"2019","5","Sunday",2019,1,"January","Q1",5,2019-01-27 00:00:00.000,2019-01-31 00:00:00.000,"JAN",433,"201901",0
2019-01-28 00:00:00.000,"2019","5","Monday",2019,1,"January","Q1",5,2019-01-27 00:00:00.000,2019-01-31 00:00:00.000,"JAN",434,"201901",0
2019-01-29 00:00:00.000,"2019","5","Tuesday",2019,1,"January","Q1",5,2019-01-27 00:00:00.000,2019-01-31 00:00:00.000,"JAN",435,"201901",0
2019-01-30 00:00:00.000,"2019","5","Wednesday",2019,1,"January","Q1",5,2019-01-27 00:00:00.000,2019-01-31 00:00:00.000,"JAN",436,"201901",0
2019-01-31 00:00:00.000,"2019","5","Thursday",2019,1,"January","Q1",5,2019-01-27 00:00:00.000,2019-01-31 00:00:00.000,"JAN",437,"201901",0
2019-02-01 00:00:00.000,"2019","5","Friday",2019,2,"February","Q1",5,2019-01-27 00:00:00.000,2019-02-28 00:00:00.000,"FEB",438,"201902",0
2019-02-02 00:00:00.000,"2019","5","Saturday",2019,2,"February","Q1",5,2019-01-27 00:00:00.000,2019-02-28 00:00:00.000,"FEB",439,"201902",0
2019-02-03 00:00:00.000,"2019","6","Sunday",2019,2,"February","Q1",6,2019-02-03 00:00:00.000,2019-02-28 00:00:00.000,"FEB",440,"201902",0
2019-02-04 00:00:00.000,"2019","6","Monday",2019,2,"February","Q1",6,2019-02-03 00:00:00.000,2019-02-28 00:00:00.000,"FEB",441,"201902",0
2019-02-05 00:00:00.000,"2019","6","Tuesday",2019,2,"February","Q1",6,2019-02-03 00:00:00.000,2019-02-28 00:00:00.000,"FEB",442,"201902",0
2019-02-06 00:00:00.000,"2019","6","Wednesday",2019,2,"February","Q1",6,2019-02-03 00:00:00.000,2019-02-28 00:00:00.000,"FEB",443,"201902",0
2019-02-07 00:00:00.000,"2019","6","Thursday",2019,2,"February","Q1",6,2019-02-03 00:00:00.000,2019-02-28 00:00:00.000,"FEB",444,"201902",0
2019-02-08 00:00:00.000,"2019","6","Friday",2019,2,"February","Q1",6,2019-02-03 00:00:00.000,2019-02-28 00:00:00.000,"FEB",445,"201902",0
2019-02-09 00:00:00.000,"2019","6","Saturday",2019,2,"February","Q1",6,2019-02-03 00:00:00.000,2019-02-28 00:00:00.000,"FEB",446,"201902",0
2019-02-10 00:00:00.000,"2019","7","Sunday",2019,2,"February","Q1",7,2019-02-10 00:00:00.000,2019-02-28 00:00:00.000,"FEB",447,"201902",0
2019-02-11 00:00:00.000,"2019","7","Monday",2019,2,"February","Q1",7,2019-02-10 00:00:00.000,2019-02-28 00:00:00.000,"FEB",448,"201902",0
2019-02-12 00:00:00.000,"2019","7","Tuesday",2019,2,"February","Q1",7,2019-02-10 00:00:00.000,2019-02-28 00:00:00.000,"FEB",449,"201902",0
2019-02-13 00:00:00.000,"2019","7","Wednesday",2019,2,"February","Q1",7,2019-02-10 00:00:00.000,2019-02-28 00:00:00.000,"FEB",450,"201902",0
2019-02-14 00:00:00.000,"2019","7","Thursday",2019,2,"February","Q1",7,2019-02-10 00:00:00.000,2019-02-28 00:00:00.000,"FEB",451,"201902",0
2019-02-15 00:00:00.000,"2019","7","Friday",2019,2,"February","Q1",7,2019-02-10 00:00:00.000,2019-02-28 00:00:00.000,"FEB",452,"201902",0
2019-02-16 00:00:00.000,"2019","7","Saturday",2019,2,"February","Q1",7,2019-02-10 00:00:00.000,2019-02-28 00:00:00.000,"FEB",453,"201902",0
2019-02-17 00:00:00.000,"2019","8","Sunday",2019,2,"February","Q1",8,2019-02-17 00:00:00.000,2019-02-28 00:00:00.000,"FEB",454,"201902",0
2019-02-18 00:00:00.000,"2019","8","Monday",2019,2,"February","Q1",8,2019-02-17 00:00:00.000,2019-02-28 00:00:00.000,"FEB",455,"201902",0
2019-02-19 00:00:00.000,"2019","8","Tuesday",2019,2,"February","Q1",8,2019-02-17 00:00:00.000,2019-02-28 00:00:00.000,"FEB",456,"201902",0
2019-02-20 00:00:00.000,"2019","8","Wednesday",2019,2,"February","Q1",8,2019-02-17 00:00:00.000,2019-02-28 00:00:00.000,"FEB",457,"201902",0
2019-02-21 00:00:00.000,"2019","8","Thursday",2019,2,"February","Q1",8,2019-02-17 00:00:00.000,2019-02-28 00:00:00.000,"FEB",458,"201902",0
2019-02-22 00:00:00.000,"2019","8","Friday",2019,2,"February","Q1",8,2019-02-17 00:00:00.000,2019-02-28 00:00:00.000,"FEB",459,"201902",0
2019-02-23 00:00:00.000,"2019","8","Saturday",2019,2,"February","Q1",8,2019-02-17 00:00:00.000,2019-02-28 00:00:00.000,"FEB",460,"201902",0
2019-02-24 00:00:00.000,"2019","9","Sunday",2019,2,"February","Q1",9,2019-02-24 00:00:00.000,2019-02-28 00:00:00.000,"FEB",461,"201902",0
2019-02-25 00:00:00.000,"2019","9","Monday",2019,2,"February","Q1",9,2019-02-24 00:00:00.000,2019-02-28 00:00:00.000,"FEB",462,"201902",0
2019-02-26 00:00:00.000,"2019","9","Tuesday",2019,2,"February","Q1",9,2019-02-24 00:00:00.000,2019-02-28 00:00:00.000,"FEB",463,"201902",0
2019-02-27 00:00:00.000,"2019","9","Wednesday",2019,2,"February","Q1",9,2019-02-24 00:00:00.000,2019-02-28 00:00:00.000,"FEB",464,"201902",0
2019-02-28 00:00:00.000,"2019","9","Thursday",2019,2,"February","Q1",9,2019-02-24 00:00:00.000,2019-02-28 00:00:00.000,"FEB",465,"201902",0
2019-03-01 00:00:00.000,"2019","9","Friday",2019,3,"March","Q1",9,2019-02-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR",466,"201903",0
2019-03-02 00:00:00.000,"2019","9","Saturday",2019,3,"March","Q1",9,2019-02-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR",467,"201903",0
2019-03-03 00:00:00.000,"2019","10","Sunday",2019,3,"March","Q1",10,2019-03-03 00:00:00.000,2019-03-31 00:00:00.000,"MAR",468,"201903",0
2019-03-04 00:00:00.000,"2019","10","Monday",2019,3,"March","Q1",10,2019-03-03 00:00:00.000,2019-03-31 00:00:00.000,"MAR",469,"201903",0
2019-03-05 00:00:00.000,"2019","10","Tuesday",2019,3,"March","Q1",10,2019-03-03 00:00:00.000,2019-03-31 00:00:00.000,"MAR",470,"201903",0
2019-03-06 00:00:00.000,"2019","10","Wednesday",2019,3,"March","Q1",10,2019-03-03 00:00:00.000,2019-03-31 00:00:00.000,"MAR",471,"201903",0
2019-03-07 00:00:00.000,"2019","10","Thursday",2019,3,"March","Q1",10,2019-03-03 00:00:00.000,2019-03-31 00:00:00.000,"MAR",472,"201903",0
2019-03-08 00:00:00.000,"2019","10","Friday",2019,3,"March","Q1",10,2019-03-03 00:00:00.000,2019-03-31 00:00:00.000,"MAR",473,"201903",0
2019-03-09 00:00:00.000,"2019","10","Saturday",2019,3,"March","Q1",10,2019-03-03 00:00:00.000,2019-03-31 00:00:00.000,"MAR",474,"201903",0
2019-03-10 00:00:00.000,"2019","11","Sunday",2019,3,"March","Q1",11,2019-03-10 00:00:00.000,2019-03-31 00:00:00.000,"MAR",475,"201903",0
2019-03-11 00:00:00.000,"2019","11","Monday",2019,3,"March","Q1",11,2019-03-10 00:00:00.000,2019-03-31 00:00:00.000,"MAR",476,"201903",0
2019-03-12 00:00:00.000,"2019","11","Tuesday",2019,3,"March","Q1",11,2019-03-10 00:00:00.000,2019-03-31 00:00:00.000,"MAR",477,"201903",0
2019-03-13 00:00:00.000,"2019","11","Wednesday",2019,3,"March","Q1",11,2019-03-10 00:00:00.000,2019-03-31 00:00:00.000,"MAR",478,"201903",0
2019-03-14 00:00:00.000,"2019","11","Thursday",2019,3,"March","Q1",11,2019-03-10 00:00:00.000,2019-03-31 00:00:00.000,"MAR",479,"201903",0
2019-03-15 00:00:00.000,"2019","11","Friday",2019,3,"March","Q1",11,2019-03-10 00:00:00.000,2019-03-31 00:00:00.000,"MAR",480,"201903",0
2019-03-16 00:00:00.000,"2019","11","Saturday",2019,3,"March","Q1",11,2019-03-10 00:00:00.000,2019-03-31 00:00:00.000,"MAR",481,"201903",0
2019-03-17 00:00:00.000,"2019","12","Sunday",2019,3,"March","Q1",12,2019-03-17 00:00:00.000,2019-03-31 00:00:00.000,"MAR",482,"201903",0
2019-03-18 00:00:00.000,"2019","12","Monday",2019,3,"March","Q1",12,2019-03-17 00:00:00.000,2019-03-31 00:00:00.000,"MAR",483,"201903",0
2019-03-19 00:00:00.000,"2019","12","Tuesday",2019,3,"March","Q1",12,2019-03-17 00:00:00.000,2019-03-31 00:00:00.000,"MAR",484,"201903",0
2019-03-20 00:00:00.000,"2019","12","Wednesday",2019,3,"March","Q1",12,2019-03-17 00:00:00.000,2019-03-31 00:00:00.000,"MAR",485,"201903",0
2019-03-21 00:00:00.000,"2019","12","Thursday",2019,3,"March","Q1",12,2019-03-17 00:00:00.000,2019-03-31 00:00:00.000,"MAR",486,"201903",0
2019-03-22 00:00:00.000,"2019","12","Friday",2019,3,"March","Q1",12,2019-03-17 00:00:00.000,2019-03-31 00:00:00.000,"MAR",487,"201903",0
2019-03-23 00:00:00.000,"2019","12","Saturday",2019,3,"March","Q1",12,2019-03-17 00:00:00.000,2019-03-31 00:00:00.000,"MAR",488,"201903",0
2019-03-24 00:00:00.000,"2019","13","Sunday",2019,3,"March","Q1",13,2019-03-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR",489,"201903",0
2019-03-25 00:00:00.000,"2019","13","Monday",2019,3,"March","Q1",13,2019-03-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR",490,"201903",0
2019-03-26 00:00:00.000,"2019","13","Tuesday",2019,3,"March","Q1",13,2019-03-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR",491,"201903",0
2019-03-27 00:00:00.000,"2019","13","Wednesday",2019,3,"March","Q1",13,2019-03-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR",492,"201903",0
2019-03-28 00:00:00.000,"2019","13","Thursday",2019,3,"March","Q1",13,2019-03-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR",493,"201903",0
2019-03-29 00:00:00.000,"2019","13","Friday",2019,3,"March","Q1",13,2019-03-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR",494,"201903",0
2019-03-30 00:00:00.000,"2019","13","Saturday",2019,3,"March","Q1",13,2019-03-24 00:00:00.000,2019-03-31 00:00:00.000,"MAR",495,"201903",0
2019-03-31 00:00:00.000,"2019","14","Sunday",2019,3,"March","Q1",14,2019-03-31 00:00:00.000,2019-03-31 00:00:00.000,"MAR",496,"201903",0
2019-10-01 00:00:00.000,"2019","40","Tuesday",2019,10,"October","Q4",40,2019-09-29 00:00:00.000,2019-10-31 00:00:00.000,"OCT",680,"201910",1
2019-10-02 00:00:00.000,"2019","40","Wednesday",2019,10,"October","Q4",40,2019-09-29 00:00:00.000,2019-10-31 00:00:00.000,"OCT",681,"201910",1
2019-10-03 00:00:00.000,"2019","40","Thursday",2019,10,"October","Q4",40,2019-09-29 00:00:00.000,2019-10-31 00:00:00.000,"OCT",682,"201910",1
2019-10-04 00:00:00.000,"2019","40","Friday",2019,10,"October","Q4",40,2019-09-29 00:00:00.000,2019-10-31 00:00:00.000,"OCT",683,"201910",1
2019-10-05 00:00:00.000,"2019","40","Saturday",2019,10,"October","Q4",40,2019-09-29 00:00:00.000,2019-10-31 00:00:00.000,"OCT",684,"201910",1
2019-10-06 00:00:00.000,"2019","41","Sunday",2019,10,"October","Q4",41,2019-10-06 00:00:00.000,2019-10-31 00:00:00.000,"OCT",685,"201910",1
2019-10-07 00:00:00.000,"2019","41","Monday",2019,10,"October","Q4",41,2019-10-06 00:00:00.000,2019-10-31 00:00:00.000,"OCT",686,"201910",1
2019-10-08 00:00:00.000,"2019","41","Tuesday",2019,10,"October","Q4",41,2019-10-06 00:00:00.000,2019-10-31 00:00:00.000,"OCT",687,"201910",1
2019-10-09 00:00:00.000,"2019","41","Wednesday",2019,10,"October","Q4",41,2019-10-06 00:00:00.000,2019-10-31 00:00:00.000,"OCT",688,"201910",1
2019-10-10 00:00:00.000,"2019","41","Thursday",2019,10,"October","Q4",41,2019-10-06 00:00:00.000,2019-10-31 00:00:00.000,"OCT",689,"201910",1
2019-10-11 00:00:00.000,"2019","41","Friday",2019,10,"October","Q4",41,2019-10-06 00:00:00.000,2019-10-31 00:00:00.000,"OCT",690,"201910",1
2019-10-12 00:00:00.000,"2019","41","Saturday",2019,10,"October","Q4",41,2019-10-06 00:00:00.000,2019-10-31 00:00:00.000,"OCT",691,"201910",1
2019-10-13 00:00:00.000,"2019","42","Sunday",2019,10,"October","Q4",42,2019-10-13 00:00:00.000,2019-10-31 00:00:00.000,"OCT",692,"201910",1
2019-10-14 00:00:00.000,"2019","42","Monday",2019,10,"October","Q4",42,2019-10-13 00:00:00.000,2019-10-31 00:00:00.000,"OCT",693,"201910",1
2019-10-15 00:00:00.000,"2019","42","Tuesday",2019,10,"October","Q4",42,2019-10-13 00:00:00.000,2019-10-31 00:00:00.000,"OCT",694,"201910",1
2019-10-16 00:00:00.000,"2019","42","Wednesday",2019,10,"October","Q4",42,2019-10-13 00:00:00.000,2019-10-31 00:00:00.000,"OCT",695,"201910",1
2019-10-17 00:00:00.000,"2019","42","Thursday",2019,10,"October","Q4",42,2019-10-13 00:00:00.000,2019-10-31 00:00:00.000,"OCT",696,"201910",1
2019-10-18 00:00:00.000,"2019","42","Friday",2019,10,"October","Q4",42,2019-10-13 00:00:00.000,2019-10-31 00:00:00.000,"OCT",697,"201910",1
2019-10-19 00:00:00.000,"2019","42","Saturday",2019,10,"October","Q4",42,2019-10-13 00:00:00.000,2019-10-31 00:00:00.000,"OCT",698,"201910",1
2019-10-20 00:00:00.000,"2019","43","Sunday",2019,10,"October","Q4",43,2019-10-20 00:00:00.000,2019-10-31 00:00:00.000,"OCT",699,"201910",1
2019-10-21 00:00:00.000,"2019","43","Monday",2019,10,"October","Q4",43,2019-10-20 00:00:00.000,2019-10-31 00:00:00.000,"OCT",700,"201910",1
2019-10-22 00:00:00.000,"2019","43","Tuesday",2019,10,"October","Q4",43,2019-10-20 00:00:00.000,2019-10-31 00:00:00.000,"OCT",701,"201910",1
2019-10-23 00:00:00.000,"2019","43","Wednesday",2019,10,"October","Q4",43,2019-10-20 00:00:00.000,2019-10-31 00:00:00.000,"OCT",702,"201910",1
2019-10-24 00:00:00.000,"2019","43","Thursday",2019,10,"October","Q4",43,2019-10-20 00:00:00.000,2019-10-31 00:00:00.000,"OCT",703,"201910",1
2019-10-25 00:00:00.000,"2019","43","Friday",2019,10,"October","Q4",43,2019-10-20 00:00:00.000,2019-10-31 00:00:00.000,"OCT",704,"201910",1
2019-10-26 00:00:00.000,"2019","43","Saturday",2019,10,"October","Q4",43,2019-10-20 00:00:00.000,2019-10-31 00:00:00.000,"OCT",705,"201910",1
2019-10-27 00:00:00.000,"2019","44","Sunday",2019,10,"October","Q4",44,2019-10-27 00:00:00.000,2019-10-31 00:00:00.000,"OCT",706,"201910",1
2019-10-28 00:00:00.000,"2019","44","Monday",2019,10,"October","Q4",44,2019-10-27 00:00:00.000,2019-10-31 00:00:00.000,"OCT",707,"201910",1
2019-10-29 00:00:00.000,"2019","44","Tuesday",2019,10,"October","Q4",44,2019-10-27 00:00:00.000,2019-10-31 00:00:00.000,"OCT",708,"201910",1
2019-10-30 00:00:00.000,"2019","44","Wednesday",2019,10,"October","Q4",44,2019-10-27 00:00:00.000,2019-10-31 00:00:00.000,"OCT",709,"201910",1
2019-10-31 00:00:00.000,"2019","44","Thursday",2019,10,"October","Q4",44,2019-10-27 00:00:00.000,2019-10-31 00:00:00.000,"OCT",710,"201910",1
2019-11-01 00:00:00.000,"2019","44","Friday",2019,11,"November","Q4",44,2019-10-27 00:00:00.000,2019-11-30 00:00:00.000,"NOV",711,"201911",1
2019-11-02 00:00:00.000,"2019","44","Saturday",2019,11,"November","Q4",44,2019-10-27 00:00:00.000,2019-11-30 00:00:00.000,"NOV",712,"201911",1
2019-11-03 00:00:00.000,"2019","45","Sunday",2019,11,"November","Q4",45,2019-11-03 00:00:00.000,2019-11-30 00:00:00.000,"NOV",713,"201911",1
2019-11-04 00:00:00.000,"2019","45","Monday",2019,11,"November","Q4",45,2019-11-03 00:00:00.000,2019-11-30 00:00:00.000,"NOV",714,"201911",1
2019-11-05 00:00:00.000,"2019","45","Tuesday",2019,11,"November","Q4",45,2019-11-03 00:00:00.000,2019-11-30 00:00:00.000,"NOV",715,"201911",1
2019-11-06 00:00:00.000,"2019","45","Wednesday",2019,11,"November","Q4",45,2019-11-03 00:00:00.000,2019-11-30 00:00:00.000,"NOV",716,"201911",1
2019-11-07 00:00:00.000,"2019","45","Thursday",2019,11,"November","Q4",45,2019-11-03 00:00:00.000,2019-11-30 00:00:00.000,"NOV",717,"201911",1
2019-11-08 00:00:00.000,"2019","45","Friday",2019,11,"November","Q4",45,2019-11-03 00:00:00.000,2019-11-30 00:00:00.000,"NOV",718,"201911",1
2019-11-09 00:00:00.000,"2019","45","Saturday",2019,11,"November","Q4",45,2019-11-03 00:00:00.000,2019-11-30 00:00:00.000,"NOV",719,"201911",1
2019-11-10 00:00:00.000,"2019","46","Sunday",2019,11,"November","Q4",46,2019-11-10 00:00:00.000,2019-11-30 00:00:00.000,"NOV",720,"201911",1
2019-11-11 00:00:00.000,"2019","46","Monday",2019,11,"November","Q4",46,2019-11-10 00:00:00.000,2019-11-30 00:00:00.000,"NOV",721,"201911",1
2019-11-12 00:00:00.000,"2019","46","Tuesday",2019,11,"November","Q4",46,2019-11-10 00:00:00.000,2019-11-30 00:00:00.000,"NOV",722,"201911",1
2019-11-13 00:00:00.000,"2019","46","Wednesday",2019,11,"November","Q4",46,2019-11-10 00:00:00.000,2019-11-30 00:00:00.000,"NOV",723,"201911",1
2019-11-14 00:00:00.000,"2019","46","Thursday",2019,11,"November","Q4",46,2019-11-10 00:00:00.000,2019-11-30 00:00:00.000,"NOV",724,"201911",1
2019-11-15 00:00:00.000,"2019","46","Friday",2019,11,"November","Q4",46,2019-11-10 00:00:00.000,2019-11-30 00:00:00.000,"NOV",725,"201911",1
