Date,Year Number,Year,Year Quarter Number,Year Quarter,Year Month Number,Year Month,Month Number,Month,Day of Week Number,Day of Week,Working Day
2005-02-24 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200502,"February 2005",2,"February",5,"Thursday","WorkDay"
2005-03-03 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",5,"Thursday","WorkDay"
2005-03-10 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",5,"Thursday","WorkDay"
2005-03-17 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",5,"Thursday","WorkDay"
2005-03-24 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",5,"Thursday","WorkDay"
2005-03-31 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",5,"Thursday","WorkDay"
2005-04-07 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200504,"April 2005",4,"April",5,"Thursday","WorkDay"
2005-04-14 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200504,"April 2005",4,"April",5,"Thursday","WorkDay"
2005-04-21 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200504,"April 2005",4,"April",5,"Thursday","WorkDay"
2005-04-28 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200504,"April 2005",4,"April",5,"Thursday","WorkDay"
2005-05-05 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200505,"May 2005",5,"May",5,"Thursday","WorkDay"
2005-05-12 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200505,"May 2005",5,"May",5,"Thursday","WorkDay"
2005-05-19 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200505,"May 2005",5,"May",5,"Thursday","WorkDay"
2005-05-26 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200505,"May 2005",5,"May",5,"Thursday","WorkDay"
2005-06-02 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200506,"June 2005",6,"June",5,"Thursday","WorkDay"
2005-06-09 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200506,"June 2005",6,"June",5,"Thursday","WorkDay"
2005-06-16 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200506,"June 2005",6,"June",5,"Thursday","WorkDay"
2005-06-23 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200506,"June 2005",6,"June",5,"Thursday","WorkDay"
2005-06-30 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200506,"June 2005",6,"June",5,"Thursday","WorkDay"
2005-07-07 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200507,"July 2005",7,"July",5,"Thursday","WorkDay"
2005-07-14 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200507,"July 2005",7,"July",5,"Thursday","WorkDay"
2005-07-21 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200507,"July 2005",7,"July",5,"Thursday","WorkDay"
2005-07-28 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200507,"July 2005",7,"July",5,"Thursday","WorkDay"
2005-08-04 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",5,"Thursday","WorkDay"
2005-08-11 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",5,"Thursday","WorkDay"
2005-08-18 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",5,"Thursday","WorkDay"
2005-08-25 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",5,"Thursday","WorkDay"
2005-09-01 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200509,"September 2005",9,"September",5,"Thursday","WorkDay"
2005-09-08 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200509,"September 2005",9,"September",5,"Thursday","WorkDay"
2005-09-15 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200509,"September 2005",9,"September",5,"Thursday","WorkDay"
2005-09-22 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200509,"September 2005",9,"September",5,"Thursday","WorkDay"
2005-09-29 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200509,"September 2005",9,"September",5,"Thursday","WorkDay"
2005-10-06 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200510,"October 2005",10,"October",5,"Thursday","WorkDay"
2005-10-13 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200510,"October 2005",10,"October",5,"Thursday","WorkDay"
2005-10-20 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200510,"October 2005",10,"October",5,"Thursday","WorkDay"
2005-10-27 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200510,"October 2005",10,"October",5,"Thursday","WorkDay"
2005-11-03 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",5,"Thursday","WorkDay"
2005-11-10 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",5,"Thursday","WorkDay"
2005-11-17 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",5,"Thursday","WorkDay"
2005-11-24 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",5,"Thursday","WorkDay"
2005-12-01 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200512,"December 2005",12,"December",5,"Thursday","WorkDay"
2005-12-08 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200512,"December 2005",12,"December",5,"Thursday","WorkDay"
2005-12-15 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200512,"December 2005",12,"December",5,"Thursday","WorkDay"
2005-12-22 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200512,"December 2005",12,"December",5,"Thursday","WorkDay"
2005-12-29 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200512,"December 2005",12,"December",5,"Thursday","WorkDay"
2006-01-05 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200601,"January 2006",1,"January",5,"Thursday","WorkDay"
2006-01-12 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200601,"January 2006",1,"January",5,"Thursday","WorkDay"
2006-01-19 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200601,"January 2006",1,"January",5,"Thursday","WorkDay"
2006-01-26 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200601,"January 2006",1,"January",5,"Thursday","WorkDay"
2006-02-02 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200602,"February 2006",2,"February",5,"Thursday","WorkDay"
2006-02-09 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200602,"February 2006",2,"February",5,"Thursday","WorkDay"
2006-02-16 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200602,"February 2006",2,"February",5,"Thursday","WorkDay"
2006-02-23 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200602,"February 2006",2,"February",5,"Thursday","WorkDay"
2006-03-02 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",5,"Thursday","WorkDay"
2006-03-09 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",5,"Thursday","WorkDay"
2006-03-16 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",5,"Thursday","WorkDay"
2006-03-23 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",5,"Thursday","WorkDay"
2006-03-30 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",5,"Thursday","WorkDay"
2006-04-06 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200604,"April 2006",4,"April",5,"Thursday","WorkDay"
2006-04-13 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200604,"April 2006",4,"April",5,"Thursday","WorkDay"
2006-04-20 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200604,"April 2006",4,"April",5,"Thursday","WorkDay"
2006-04-27 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200604,"April 2006",4,"April",5,"Thursday","WorkDay"
2006-05-04 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200605,"May 2006",5,"May",5,"Thursday","WorkDay"
2006-05-11 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200605,"May 2006",5,"May",5,"Thursday","WorkDay"
2006-05-18 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200605,"May 2006",5,"May",5,"Thursday","WorkDay"
2006-05-25 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200605,"May 2006",5,"May",5,"Thursday","WorkDay"
2006-06-01 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200606,"June 2006",6,"June",5,"Thursday","WorkDay"
2006-06-08 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200606,"June 2006",6,"June",5,"Thursday","WorkDay"
2006-06-15 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200606,"June 2006",6,"June",5,"Thursday","WorkDay"
2006-06-22 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200606,"June 2006",6,"June",5,"Thursday","WorkDay"
2006-06-29 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200606,"June 2006",6,"June",5,"Thursday","WorkDay"
2006-07-06 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200607,"July 2006",7,"July",5,"Thursday","WorkDay"
2006-07-13 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200607,"July 2006",7,"July",5,"Thursday","WorkDay"
2006-07-20 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200607,"July 2006",7,"July",5,"Thursday","WorkDay"
2006-07-27 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200607,"July 2006",7,"July",5,"Thursday","WorkDay"
2006-08-03 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",5,"Thursday","WorkDay"
2006-08-10 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",5,"Thursday","WorkDay"
2006-08-17 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",5,"Thursday","WorkDay"
2006-08-24 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",5,"Thursday","WorkDay"
2006-08-31 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",5,"Thursday","WorkDay"
2006-09-07 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200609,"September 2006",9,"September",5,"Thursday","WorkDay"
2006-09-14 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200609,"September 2006",9,"September",5,"Thursday","WorkDay"
2006-09-21 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200609,"September 2006",9,"September",5,"Thursday","WorkDay"
2006-09-28 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200609,"September 2006",9,"September",5,"Thursday","WorkDay"
2006-10-05 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200610,"October 2006",10,"October",5,"Thursday","WorkDay"
2006-10-12 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200610,"October 2006",10,"October",5,"Thursday","WorkDay"
2006-10-19 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200610,"October 2006",10,"October",5,"Thursday","WorkDay"
2006-10-26 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200610,"October 2006",10,"October",5,"Thursday","WorkDay"
2006-11-02 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",5,"Thursday","WorkDay"
2006-11-09 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",5,"Thursday","WorkDay"
2006-11-16 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",5,"Thursday","WorkDay"
2006-11-23 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",5,"Thursday","WorkDay"
2006-11-30 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",5,"Thursday","WorkDay"
2006-12-07 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200612,"December 2006",12,"December",5,"Thursday","WorkDay"
2006-12-14 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200612,"December 2006",12,"December",5,"Thursday","WorkDay"
2006-12-21 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200612,"December 2006",12,"December",5,"Thursday","WorkDay"
2006-12-28 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200612,"December 2006",12,"December",5,"Thursday","WorkDay"
2007-01-04 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200701,"January 2007",1,"January",5,"Thursday","WorkDay"
2007-01-11 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200701,"January 2007",1,"January",5,"Thursday","WorkDay"
2007-01-18 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200701,"January 2007",1,"January",5,"Thursday","WorkDay"
2007-01-25 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200701,"January 2007",1,"January",5,"Thursday","WorkDay"
2007-02-01 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200702,"February 2007",2,"February",5,"Thursday","WorkDay"
2007-02-08 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200702,"February 2007",2,"February",5,"Thursday","WorkDay"
2007-02-15 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200702,"February 2007",2,"February",5,"Thursday","WorkDay"
2007-02-22 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200702,"February 2007",2,"February",5,"Thursday","WorkDay"
2007-03-01 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",5,"Thursday","WorkDay"
2007-03-08 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",5,"Thursday","WorkDay"
2007-03-15 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",5,"Thursday","WorkDay"
2007-03-22 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",5,"Thursday","WorkDay"
2007-03-29 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",5,"Thursday","WorkDay"
2007-04-05 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200704,"April 2007",4,"April",5,"Thursday","WorkDay"
2007-04-12 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200704,"April 2007",4,"April",5,"Thursday","WorkDay"
2007-04-19 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200704,"April 2007",4,"April",5,"Thursday","WorkDay"
2007-04-26 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200704,"April 2007",4,"April",5,"Thursday","WorkDay"
2007-05-03 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",5,"Thursday","WorkDay"
2007-05-10 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",5,"Thursday","WorkDay"
2007-05-17 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",5,"Thursday","WorkDay"
2007-05-24 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",5,"Thursday","WorkDay"
2007-05-31 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",5,"Thursday","WorkDay"
2007-06-07 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200706,"June 2007",6,"June",5,"Thursday","WorkDay"
2007-06-14 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200706,"June 2007",6,"June",5,"Thursday","WorkDay"
2007-06-21 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200706,"June 2007",6,"June",5,"Thursday","WorkDay"
2007-06-28 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200706,"June 2007",6,"June",5,"Thursday","WorkDay"
2007-07-05 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200707,"July 2007",7,"July",5,"Thursday","WorkDay"
2007-07-12 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200707,"July 2007",7,"July",5,"Thursday","WorkDay"
2007-07-19 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200707,"July 2007",7,"July",5,"Thursday","WorkDay"
2007-07-26 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200707,"July 2007",7,"July",5,"Thursday","WorkDay"
2007-08-02 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",5,"Thursday","WorkDay"
2007-08-09 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",5,"Thursday","WorkDay"
2007-08-16 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",5,"Thursday","WorkDay"
2007-08-23 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",5,"Thursday","WorkDay"
2007-08-30 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",5,"Thursday","WorkDay"
2007-09-06 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200709,"September 2007",9,"September",5,"Thursday","WorkDay"
2007-09-13 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200709,"September 2007",9,"September",5,"Thursday","WorkDay"
2007-09-20 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200709,"September 2007",9,"September",5,"Thursday","WorkDay"
2007-09-27 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200709,"September 2007",9,"September",5,"Thursday","WorkDay"
2007-10-04 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200710,"October 2007",10,"October",5,"Thursday","WorkDay"
2007-10-11 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200710,"October 2007",10,"October",5,"Thursday","WorkDay"
2007-10-18 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200710,"October 2007",10,"October",5,"Thursday","WorkDay"
2007-10-25 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200710,"October 2007",10,"October",5,"Thursday","WorkDay"
2007-11-01 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",5,"Thursday","WorkDay"
2007-11-08 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",5,"Thursday","WorkDay"
2007-11-15 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",5,"Thursday","WorkDay"
2007-11-22 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",5,"Thursday","WorkDay"
2007-11-29 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",5,"Thursday","WorkDay"
2007-12-06 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200712,"December 2007",12,"December",5,"Thursday","WorkDay"
2007-12-13 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200712,"December 2007",12,"December",5,"Thursday","WorkDay"
2007-12-20 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200712,"December 2007",12,"December",5,"Thursday","WorkDay"
2007-12-27 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200712,"December 2007",12,"December",5,"Thursday","WorkDay"
2008-01-03 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200801,"January 2008",1,"January",5,"Thursday","WorkDay"
2008-01-10 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200801,"January 2008",1,"January",5,"Thursday","WorkDay"
2008-01-17 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200801,"January 2008",1,"January",5,"Thursday","WorkDay"
2008-01-24 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200801,"January 2008",1,"January",5,"Thursday","WorkDay"
2008-01-31 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200801,"January 2008",1,"January",5,"Thursday","WorkDay"
2008-02-07 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200802,"February 2008",2,"February",5,"Thursday","WorkDay"
2008-02-14 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200802,"February 2008",2,"February",5,"Thursday","WorkDay"
2008-02-21 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200802,"February 2008",2,"February",5,"Thursday","WorkDay"
2008-02-28 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200802,"February 2008",2,"February",5,"Thursday","WorkDay"
2008-03-06 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",5,"Thursday","WorkDay"
2008-03-13 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",5,"Thursday","WorkDay"
2008-03-20 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",5,"Thursday","WorkDay"
2008-03-27 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",5,"Thursday","WorkDay"
2008-04-03 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200804,"April 2008",4,"April",5,"Thursday","WorkDay"
2008-04-10 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200804,"April 2008",4,"April",5,"Thursday","WorkDay"
2008-04-17 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200804,"April 2008",4,"April",5,"Thursday","WorkDay"
2008-04-24 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200804,"April 2008",4,"April",5,"Thursday","WorkDay"
2008-05-01 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",5,"Thursday","WorkDay"
2008-05-08 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",5,"Thursday","WorkDay"
2008-05-15 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",5,"Thursday","WorkDay"
2008-05-22 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",5,"Thursday","WorkDay"
2008-05-29 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",5,"Thursday","WorkDay"
2008-06-05 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200806,"June 2008",6,"June",5,"Thursday","WorkDay"
2008-06-12 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200806,"June 2008",6,"June",5,"Thursday","WorkDay"
2008-06-19 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200806,"June 2008",6,"June",5,"Thursday","WorkDay"
2008-06-26 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200806,"June 2008",6,"June",5,"Thursday","WorkDay"
2008-07-03 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200807,"July 2008",7,"July",5,"Thursday","WorkDay"
2008-07-10 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200807,"July 2008",7,"July",5,"Thursday","WorkDay"
2008-07-17 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200807,"July 2008",7,"July",5,"Thursday","WorkDay"
2008-07-24 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200807,"July 2008",7,"July",5,"Thursday","WorkDay"
2008-07-31 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200807,"July 2008",7,"July",5,"Thursday","WorkDay"
2008-08-07 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",5,"Thursday","WorkDay"
2008-08-14 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",5,"Thursday","WorkDay"
2008-08-21 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",5,"Thursday","WorkDay"
2008-08-28 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",5,"Thursday","WorkDay"
2008-09-04 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200809,"September 2008",9,"September",5,"Thursday","WorkDay"
2008-09-11 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200809,"September 2008",9,"September",5,"Thursday","WorkDay"
2008-09-18 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200809,"September 2008",9,"September",5,"Thursday","WorkDay"
2008-09-25 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200809,"September 2008",9,"September",5,"Thursday","WorkDay"
2008-10-02 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200810,"October 2008",10,"October",5,"Thursday","WorkDay"
2008-10-09 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200810,"October 2008",10,"October",5,"Thursday","WorkDay"
2008-10-16 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200810,"October 2008",10,"October",5,"Thursday","WorkDay"
2008-10-23 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200810,"October 2008",10,"October",5,"Thursday","WorkDay"
2008-10-30 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200810,"October 2008",10,"October",5,"Thursday","WorkDay"
2008-11-06 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",5,"Thursday","WorkDay"
2008-11-13 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",5,"Thursday","WorkDay"
2008-11-20 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",5,"Thursday","WorkDay"
2008-11-27 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",5,"Thursday","WorkDay"
2008-12-04 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200812,"December 2008",12,"December",5,"Thursday","WorkDay"
2008-12-11 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200812,"December 2008",12,"December",5,"Thursday","WorkDay"
2008-12-18 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200812,"December 2008",12,"December",5,"Thursday","WorkDay"
2008-12-25 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200812,"December 2008",12,"December",5,"Thursday","WorkDay"
2009-01-01 00:00:00.000,2009,"CY 2009",20091,"Q1-2009",200901,"January 2009",1,"January",5,"Thursday","WorkDay"
2009-01-08 00:00:00.000,2009,"CY 2009",20091,"Q1-2009",200901,"January 2009",1,"January",5,"Thursday","WorkDay"
2009-01-15 00:00:00.000,2009,"CY 2009",20091,"Q1-2009",200901,"January 2009",1,"January",5,"Thursday","WorkDay"
2009-01-22 00:00:00.000,2009,"CY 2009",20091,"Q1-2009",200901,"January 2009",1,"January",5,"Thursday","WorkDay"
2009-01-29 00:00:00.000,2009,"CY 2009",20091,"Q1-2009",200901,"January 2009",1,"January",5,"Thursday","WorkDay"
2009-02-05 00:00:00.000,2009,"CY 2009",20091,"Q1-2009",200902,"February 2009",2,"February",5,"Thursday","WorkDay"
2009-02-12 00:00:00.000,2009,"CY 2009",20091,"Q1-2009",200902,"February 2009",2,"February",5,"Thursday","WorkDay"
2009-02-19 00:00:00.000,2009,"CY 2009",20091,"Q1-2009",200902,"February 2009",2,"February",5,"Thursday","WorkDay"
2009-02-26 00:00:00.000,2009,"CY 2009",20091,"Q1-2009",200902,"February 2009",2,"February",5,"Thursday","WorkDay"
2009-03-05 00:00:00.000,2009,"CY 2009",20091,"Q1-2009",200903,"March 2009",3,"March",5,"Thursday","WorkDay"
2009-03-12 00:00:00.000,2009,"CY 2009",20091,"Q1-2009",200903,"March 2009",3,"March",5,"Thursday","WorkDay"
2009-03-19 00:00:00.000,2009,"CY 2009",20091,"Q1-2009",200903,"March 2009",3,"March",5,"Thursday","WorkDay"
2009-03-26 00:00:00.000,2009,"CY 2009",20091,"Q1-2009",200903,"March 2009",3,"March",5,"Thursday","WorkDay"
