Date,Year,QuarterNumber,MonthNumber,DayOfMonthNumber,DayOfWeekNumber,DayOfWeek,DateInt,Month,MonthYear,MonthYearNumber,Quarter,QuarterYear,QuarterYearNumber,WeekEnding,RelativeDay,RelativeYear,RelativeMonth,RelativeWeek,ISOYear,ISOWeek,ISOWeekInt,ISOWeekInCalendar
2020-06-11 00:00:00.000,2020,2,6,11,3,"Thursday",20200611,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-14 00:00:00.000,-214,-1,-7,-31,2020,24,202024,"2020-W24"
2020-06-12 00:00:00.000,2020,2,6,12,4,"Friday",20200612,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-14 00:00:00.000,-213,-1,-7,-31,2020,24,202024,"2020-W24"
2020-06-13 00:00:00.000,2020,2,6,13,5,"Saturday",20200613,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-14 00:00:00.000,-212,-1,-7,-31,2020,24,202024,"2020-W24"
2020-06-14 00:00:00.000,2020,2,6,14,6,"Sunday",20200614,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-14 00:00:00.000,-211,-1,-7,-31,2020,24,202024,"2020-W24"
2020-06-15 00:00:00.000,2020,2,6,15,0,"Monday",20200615,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-21 00:00:00.000,-210,-1,-7,-30,2020,25,202025,"2020-W25"
2020-06-16 00:00:00.000,2020,2,6,16,1,"Tuesday",20200616,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-21 00:00:00.000,-209,-1,-7,-30,2020,25,202025,"2020-W25"
2020-06-17 00:00:00.000,2020,2,6,17,2,"Wednesday",20200617,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-21 00:00:00.000,-208,-1,-7,-30,2020,25,202025,"2020-W25"
2020-06-18 00:00:00.000,2020,2,6,18,3,"Thursday",20200618,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-21 00:00:00.000,-207,-1,-7,-30,2020,25,202025,"2020-W25"
2020-06-19 00:00:00.000,2020,2,6,19,4,"Friday",20200619,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-21 00:00:00.000,-206,-1,-7,-30,2020,25,202025,"2020-W25"
2020-06-20 00:00:00.000,2020,2,6,20,5,"Saturday",20200620,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-21 00:00:00.000,-205,-1,-7,-30,2020,25,202025,"2020-W25"
2020-06-21 00:00:00.000,2020,2,6,21,6,"Sunday",20200621,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-21 00:00:00.000,-204,-1,-7,-30,2020,25,202025,"2020-W25"
2020-06-22 00:00:00.000,2020,2,6,22,0,"Monday",20200622,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-28 00:00:00.000,-203,-1,-7,-29,2020,26,202026,"2020-W26"
2020-06-23 00:00:00.000,2020,2,6,23,1,"Tuesday",20200623,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-28 00:00:00.000,-202,-1,-7,-29,2020,26,202026,"2020-W26"
2020-06-24 00:00:00.000,2020,2,6,24,2,"Wednesday",20200624,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-28 00:00:00.000,-201,-1,-7,-29,2020,26,202026,"2020-W26"
2020-06-25 00:00:00.000,2020,2,6,25,3,"Thursday",20200625,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-28 00:00:00.000,-200,-1,-7,-29,2020,26,202026,"2020-W26"
2020-06-26 00:00:00.000,2020,2,6,26,4,"Friday",20200626,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-28 00:00:00.000,-199,-1,-7,-29,2020,26,202026,"2020-W26"
2020-06-27 00:00:00.000,2020,2,6,27,5,"Saturday",20200627,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-28 00:00:00.000,-198,-1,-7,-29,2020,26,202026,"2020-W26"
2020-06-28 00:00:00.000,2020,2,6,28,6,"Sunday",20200628,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-06-28 00:00:00.000,-197,-1,-7,-29,2020,26,202026,"2020-W26"
2020-06-29 00:00:00.000,2020,2,6,29,0,"Monday",20200629,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-07-05 00:00:00.000,-196,-1,-7,-28,2020,27,202027,"2020-W27"
2020-06-30 00:00:00.000,2020,2,6,30,1,"Tuesday",20200630,"June","Jun 2020",202006,"Q 2","Q2 2020",20202,2020-07-05 00:00:00.000,-195,-1,-7,-28,2020,27,202027,"2020-W27"
2020-10-01 00:00:00.000,2020,4,10,1,3,"Thursday",20201001,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-04 00:00:00.000,-102,-1,-3,-15,2020,40,202040,"2020-W40"
2020-10-02 00:00:00.000,2020,4,10,2,4,"Friday",20201002,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-04 00:00:00.000,-101,-1,-3,-15,2020,40,202040,"2020-W40"
2020-10-03 00:00:00.000,2020,4,10,3,5,"Saturday",20201003,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-04 00:00:00.000,-100,-1,-3,-15,2020,40,202040,"2020-W40"
2020-10-04 00:00:00.000,2020,4,10,4,6,"Sunday",20201004,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-04 00:00:00.000,-99,-1,-3,-15,2020,40,202040,"2020-W40"
2020-10-05 00:00:00.000,2020,4,10,5,0,"Monday",20201005,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-11 00:00:00.000,-98,-1,-3,-14,2020,41,202041,"2020-W41"
2020-10-06 00:00:00.000,2020,4,10,6,1,"Tuesday",20201006,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-11 00:00:00.000,-97,-1,-3,-14,2020,41,202041,"2020-W41"
2020-10-07 00:00:00.000,2020,4,10,7,2,"Wednesday",20201007,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-11 00:00:00.000,-96,-1,-3,-14,2020,41,202041,"2020-W41"
2020-10-08 00:00:00.000,2020,4,10,8,3,"Thursday",20201008,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-11 00:00:00.000,-95,-1,-3,-14,2020,41,202041,"2020-W41"
2020-10-09 00:00:00.000,2020,4,10,9,4,"Friday",20201009,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-11 00:00:00.000,-94,-1,-3,-14,2020,41,202041,"2020-W41"
2020-10-10 00:00:00.000,2020,4,10,10,5,"Saturday",20201010,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-11 00:00:00.000,-93,-1,-3,-14,2020,41,202041,"2020-W41"
2020-10-11 00:00:00.000,2020,4,10,11,6,"Sunday",20201011,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-11 00:00:00.000,-92,-1,-3,-14,2020,41,202041,"2020-W41"
2020-10-12 00:00:00.000,2020,4,10,12,0,"Monday",20201012,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-18 00:00:00.000,-91,-1,-3,-13,2020,42,202042,"2020-W42"
2020-10-13 00:00:00.000,2020,4,10,13,1,"Tuesday",20201013,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-18 00:00:00.000,-90,-1,-3,-13,2020,42,202042,"2020-W42"
2020-10-14 00:00:00.000,2020,4,10,14,2,"Wednesday",20201014,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-18 00:00:00.000,-89,-1,-3,-13,2020,42,202042,"2020-W42"
2020-10-15 00:00:00.000,2020,4,10,15,3,"Thursday",20201015,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-18 00:00:00.000,-88,-1,-3,-13,2020,42,202042,"2020-W42"
2020-10-16 00:00:00.000,2020,4,10,16,4,"Friday",20201016,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-18 00:00:00.000,-87,-1,-3,-13,2020,42,202042,"2020-W42"
2020-10-17 00:00:00.000,2020,4,10,17,5,"Saturday",20201017,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-18 00:00:00.000,-86,-1,-3,-13,2020,42,202042,"2020-W42"
2020-10-18 00:00:00.000,2020,4,10,18,6,"Sunday",20201018,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-18 00:00:00.000,-85,-1,-3,-13,2020,42,202042,"2020-W42"
2020-10-19 00:00:00.000,2020,4,10,19,0,"Monday",20201019,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-25 00:00:00.000,-84,-1,-3,-12,2020,43,202043,"2020-W43"
2020-10-20 00:00:00.000,2020,4,10,20,1,"Tuesday",20201020,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-25 00:00:00.000,-83,-1,-3,-12,2020,43,202043,"2020-W43"
2020-10-21 00:00:00.000,2020,4,10,21,2,"Wednesday",20201021,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-25 00:00:00.000,-82,-1,-3,-12,2020,43,202043,"2020-W43"
2020-10-22 00:00:00.000,2020,4,10,22,3,"Thursday",20201022,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-25 00:00:00.000,-81,-1,-3,-12,2020,43,202043,"2020-W43"
2020-10-23 00:00:00.000,2020,4,10,23,4,"Friday",20201023,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-25 00:00:00.000,-80,-1,-3,-12,2020,43,202043,"2020-W43"
2020-10-24 00:00:00.000,2020,4,10,24,5,"Saturday",20201024,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-25 00:00:00.000,-79,-1,-3,-12,2020,43,202043,"2020-W43"
2020-10-25 00:00:00.000,2020,4,10,25,6,"Sunday",20201025,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-10-25 00:00:00.000,-78,-1,-3,-12,2020,43,202043,"2020-W43"
2020-10-26 00:00:00.000,2020,4,10,26,0,"Monday",20201026,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-11-01 00:00:00.000,-77,-1,-3,-11,2020,44,202044,"2020-W44"
2020-10-27 00:00:00.000,2020,4,10,27,1,"Tuesday",20201027,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-11-01 00:00:00.000,-76,-1,-3,-11,2020,44,202044,"2020-W44"
2020-10-28 00:00:00.000,2020,4,10,28,2,"Wednesday",20201028,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-11-01 00:00:00.000,-75,-1,-3,-11,2020,44,202044,"2020-W44"
2020-10-29 00:00:00.000,2020,4,10,29,3,"Thursday",20201029,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-11-01 00:00:00.000,-74,-1,-3,-11,2020,44,202044,"2020-W44"
2020-10-30 00:00:00.000,2020,4,10,30,4,"Friday",20201030,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-11-01 00:00:00.000,-73,-1,-3,-11,2020,44,202044,"2020-W44"
2020-10-31 00:00:00.000,2020,4,10,31,5,"Saturday",20201031,"October","Oct 2020",202010,"Q 4","Q4 2020",20204,2020-11-01 00:00:00.000,-72,-1,-3,-11,2020,44,202044,"2020-W44"
2020-11-01 00:00:00.000,2020,4,11,1,6,"Sunday",20201101,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-01 00:00:00.000,-71,-1,-2,-11,2020,44,202044,"2020-W44"
2020-11-02 00:00:00.000,2020,4,11,2,0,"Monday",20201102,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-08 00:00:00.000,-70,-1,-2,-10,2020,45,202045,"2020-W45"
2020-11-03 00:00:00.000,2020,4,11,3,1,"Tuesday",20201103,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-08 00:00:00.000,-69,-1,-2,-10,2020,45,202045,"2020-W45"
2020-11-04 00:00:00.000,2020,4,11,4,2,"Wednesday",20201104,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-08 00:00:00.000,-68,-1,-2,-10,2020,45,202045,"2020-W45"
2020-11-05 00:00:00.000,2020,4,11,5,3,"Thursday",20201105,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-08 00:00:00.000,-67,-1,-2,-10,2020,45,202045,"2020-W45"
2020-11-06 00:00:00.000,2020,4,11,6,4,"Friday",20201106,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-08 00:00:00.000,-66,-1,-2,-10,2020,45,202045,"2020-W45"
2020-11-07 00:00:00.000,2020,4,11,7,5,"Saturday",20201107,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-08 00:00:00.000,-65,-1,-2,-10,2020,45,202045,"2020-W45"
2020-11-08 00:00:00.000,2020,4,11,8,6,"Sunday",20201108,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-08 00:00:00.000,-64,-1,-2,-10,2020,45,202045,"2020-W45"
2020-11-09 00:00:00.000,2020,4,11,9,0,"Monday",20201109,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-15 00:00:00.000,-63,-1,-2,-9,2020,46,202046,"2020-W46"
2020-11-10 00:00:00.000,2020,4,11,10,1,"Tuesday",20201110,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-15 00:00:00.000,-62,-1,-2,-9,2020,46,202046,"2020-W46"
2020-11-11 00:00:00.000,2020,4,11,11,2,"Wednesday",20201111,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-15 00:00:00.000,-61,-1,-2,-9,2020,46,202046,"2020-W46"
2020-11-12 00:00:00.000,2020,4,11,12,3,"Thursday",20201112,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-15 00:00:00.000,-60,-1,-2,-9,2020,46,202046,"2020-W46"
2020-11-13 00:00:00.000,2020,4,11,13,4,"Friday",20201113,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-15 00:00:00.000,-59,-1,-2,-9,2020,46,202046,"2020-W46"
2020-11-14 00:00:00.000,2020,4,11,14,5,"Saturday",20201114,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-15 00:00:00.000,-58,-1,-2,-9,2020,46,202046,"2020-W46"
2020-11-15 00:00:00.000,2020,4,11,15,6,"Sunday",20201115,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-15 00:00:00.000,-57,-1,-2,-9,2020,46,202046,"2020-W46"
2020-11-16 00:00:00.000,2020,4,11,16,0,"Monday",20201116,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-22 00:00:00.000,-56,-1,-2,-8,2020,47,202047,"2020-W47"
2020-11-17 00:00:00.000,2020,4,11,17,1,"Tuesday",20201117,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-22 00:00:00.000,-55,-1,-2,-8,2020,47,202047,"2020-W47"
2020-11-18 00:00:00.000,2020,4,11,18,2,"Wednesday",20201118,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-22 00:00:00.000,-54,-1,-2,-8,2020,47,202047,"2020-W47"
2020-11-19 00:00:00.000,2020,4,11,19,3,"Thursday",20201119,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-22 00:00:00.000,-53,-1,-2,-8,2020,47,202047,"2020-W47"
2020-11-20 00:00:00.000,2020,4,11,20,4,"Friday",20201120,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-22 00:00:00.000,-52,-1,-2,-8,2020,47,202047,"2020-W47"
2020-11-21 00:00:00.000,2020,4,11,21,5,"Saturday",20201121,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-22 00:00:00.000,-51,-1,-2,-8,2020,47,202047,"2020-W47"
2020-11-22 00:00:00.000,2020,4,11,22,6,"Sunday",20201122,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-22 00:00:00.000,-50,-1,-2,-8,2020,47,202047,"2020-W47"
2020-11-23 00:00:00.000,2020,4,11,23,0,"Monday",20201123,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-29 00:00:00.000,-49,-1,-2,-7,2020,48,202048,"2020-W48"
2020-11-24 00:00:00.000,2020,4,11,24,1,"Tuesday",20201124,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-29 00:00:00.000,-48,-1,-2,-7,2020,48,202048,"2020-W48"
2020-11-25 00:00:00.000,2020,4,11,25,2,"Wednesday",20201125,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-29 00:00:00.000,-47,-1,-2,-7,2020,48,202048,"2020-W48"
2020-11-26 00:00:00.000,2020,4,11,26,3,"Thursday",20201126,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-29 00:00:00.000,-46,-1,-2,-7,2020,48,202048,"2020-W48"
2020-11-27 00:00:00.000,2020,4,11,27,4,"Friday",20201127,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-29 00:00:00.000,-45,-1,-2,-7,2020,48,202048,"2020-W48"
2020-11-28 00:00:00.000,2020,4,11,28,5,"Saturday",20201128,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-29 00:00:00.000,-44,-1,-2,-7,2020,48,202048,"2020-W48"
2020-11-29 00:00:00.000,2020,4,11,29,6,"Sunday",20201129,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-11-29 00:00:00.000,-43,-1,-2,-7,2020,48,202048,"2020-W48"
2020-11-30 00:00:00.000,2020,4,11,30,0,"Monday",20201130,"November","Nov 2020",202011,"Q 4","Q4 2020",20204,2020-12-06 00:00:00.000,-42,-1,-2,-6,2020,49,202049,"2020-W49"
2020-12-01 00:00:00.000,2020,4,12,1,1,"Tuesday",20201201,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-06 00:00:00.000,-41,-1,-1,-6,2020,49,202049,"2020-W49"
2020-12-02 00:00:00.000,2020,4,12,2,2,"Wednesday",20201202,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-06 00:00:00.000,-40,-1,-1,-6,2020,49,202049,"2020-W49"
2020-12-03 00:00:00.000,2020,4,12,3,3,"Thursday",20201203,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-06 00:00:00.000,-39,-1,-1,-6,2020,49,202049,"2020-W49"
2020-12-04 00:00:00.000,2020,4,12,4,4,"Friday",20201204,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-06 00:00:00.000,-38,-1,-1,-6,2020,49,202049,"2020-W49"
2020-12-05 00:00:00.000,2020,4,12,5,5,"Saturday",20201205,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-06 00:00:00.000,-37,-1,-1,-6,2020,49,202049,"2020-W49"
2020-12-06 00:00:00.000,2020,4,12,6,6,"Sunday",20201206,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-06 00:00:00.000,-36,-1,-1,-6,2020,49,202049,"2020-W49"
2020-12-07 00:00:00.000,2020,4,12,7,0,"Monday",20201207,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-13 00:00:00.000,-35,-1,-1,-5,2020,50,202050,"2020-W50"
2020-12-08 00:00:00.000,2020,4,12,8,1,"Tuesday",20201208,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-13 00:00:00.000,-34,-1,-1,-5,2020,50,202050,"2020-W50"
2020-12-09 00:00:00.000,2020,4,12,9,2,"Wednesday",20201209,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-13 00:00:00.000,-33,-1,-1,-5,2020,50,202050,"2020-W50"
2020-12-10 00:00:00.000,2020,4,12,10,3,"Thursday",20201210,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-13 00:00:00.000,-32,-1,-1,-5,2020,50,202050,"2020-W50"
2020-12-11 00:00:00.000,2020,4,12,11,4,"Friday",20201211,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-13 00:00:00.000,-31,-1,-1,-5,2020,50,202050,"2020-W50"
2020-12-12 00:00:00.000,2020,4,12,12,5,"Saturday",20201212,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-13 00:00:00.000,-30,-1,-1,-5,2020,50,202050,"2020-W50"
2020-12-13 00:00:00.000,2020,4,12,13,6,"Sunday",20201213,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-13 00:00:00.000,-29,-1,-1,-5,2020,50,202050,"2020-W50"
2020-12-14 00:00:00.000,2020,4,12,14,0,"Monday",20201214,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-20 00:00:00.000,-28,-1,-1,-4,2020,51,202051,"2020-W51"
2020-12-15 00:00:00.000,2020,4,12,15,1,"Tuesday",20201215,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-20 00:00:00.000,-27,-1,-1,-4,2020,51,202051,"2020-W51"
2020-12-16 00:00:00.000,2020,4,12,16,2,"Wednesday",20201216,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-20 00:00:00.000,-26,-1,-1,-4,2020,51,202051,"2020-W51"
2020-12-17 00:00:00.000,2020,4,12,17,3,"Thursday",20201217,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-20 00:00:00.000,-25,-1,-1,-4,2020,51,202051,"2020-W51"
2020-12-18 00:00:00.000,2020,4,12,18,4,"Friday",20201218,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-20 00:00:00.000,-24,-1,-1,-4,2020,51,202051,"2020-W51"
2020-12-19 00:00:00.000,2020,4,12,19,5,"Saturday",20201219,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-20 00:00:00.000,-23,-1,-1,-4,2020,51,202051,"2020-W51"
2020-12-20 00:00:00.000,2020,4,12,20,6,"Sunday",20201220,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-20 00:00:00.000,-22,-1,-1,-4,2020,51,202051,"2020-W51"
2020-12-21 00:00:00.000,2020,4,12,21,0,"Monday",20201221,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-27 00:00:00.000,-21,-1,-1,-3,2020,52,202052,"2020-W52"
2020-12-22 00:00:00.000,2020,4,12,22,1,"Tuesday",20201222,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-27 00:00:00.000,-20,-1,-1,-3,2020,52,202052,"2020-W52"
2020-12-23 00:00:00.000,2020,4,12,23,2,"Wednesday",20201223,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-27 00:00:00.000,-19,-1,-1,-3,2020,52,202052,"2020-W52"
2020-12-24 00:00:00.000,2020,4,12,24,3,"Thursday",20201224,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-27 00:00:00.000,-18,-1,-1,-3,2020,52,202052,"2020-W52"
2020-12-25 00:00:00.000,2020,4,12,25,4,"Friday",20201225,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-27 00:00:00.000,-17,-1,-1,-3,2020,52,202052,"2020-W52"
2020-12-26 00:00:00.000,2020,4,12,26,5,"Saturday",20201226,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-27 00:00:00.000,-16,-1,-1,-3,2020,52,202052,"2020-W52"
2020-12-27 00:00:00.000,2020,4,12,27,6,"Sunday",20201227,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2020-12-27 00:00:00.000,-15,-1,-1,-3,2020,52,202052,"2020-W52"
2020-12-28 00:00:00.000,2020,4,12,28,0,"Monday",20201228,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2021-01-03 00:00:00.000,-14,-1,-1,-2,2020,53,202053,"2020-W53"
2020-12-29 00:00:00.000,2020,4,12,29,1,"Tuesday",20201229,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2021-01-03 00:00:00.000,-13,-1,-1,-2,2020,53,202053,"2020-W53"
2020-12-30 00:00:00.000,2020,4,12,30,2,"Wednesday",20201230,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2021-01-03 00:00:00.000,-12,-1,-1,-2,2020,53,202053,"2020-W53"
2020-12-31 00:00:00.000,2020,4,12,31,3,"Thursday",20201231,"December","Dec 2020",202012,"Q 4","Q4 2020",20204,2021-01-03 00:00:00.000,-11,-1,-1,-2,2020,53,202053,"2020-W53"
2019-12-31 00:00:00.000,2019,4,12,31,1,"Tuesday",20191231,"December","Dec 2019",201912,"Q 4","Q4 2019",20194,2020-01-05 00:00:00.000,-377,-2,-13,-54,2020,1,202001,"2020-W01"
2021-01-01 00:00:00.000,2021,1,1,1,4,"Friday",20210101,"January","Jan 2021",202101,"Q 1","Q1 2021",20211,2021-01-03 00:00:00.000,-10,0,0,-2,2020,53,202053,"2020-W53"
2021-01-02 00:00:00.000,2021,1,1,2,5,"Saturday",20210102,"January","Jan 2021",202101,"Q 1","Q1 2021",20211,2021-01-03 00:00:00.000,-9,0,0,-2,2020,53,202053,"2020-W53"
2021-01-03 00:00:00.000,2021,1,1,3,6,"Sunday",20210103,"January","Jan 2021",202101,"Q 1","Q1 2021",20211,2021-01-03 00:00:00.000,-8,0,0,-2,2020,53,202053,"2020-W53"
2021-01-04 00:00:00.000,2021,1,1,4,0,"Monday",20210104,"January","Jan 2021",202101,"Q 1","Q1 2021",20211,2021-01-10 00:00:00.000,-7,0,0,-1,2021,1,202101,"2021-W01"
2021-01-05 00:00:00.000,2021,1,1,5,1,"Tuesday",20210105,"January","Jan 2021",202101,"Q 1","Q1 2021",20211,2021-01-10 00:00:00.000,-6,0,0,-1,2021,1,202101,"2021-W01"
2021-01-06 00:00:00.000,2021,1,1,6,2,"Wednesday",20210106,"January","Jan 2021",202101,"Q 1","Q1 2021",20211,2021-01-10 00:00:00.000,-5,0,0,-1,2021,1,202101,"2021-W01"
2021-01-07 00:00:00.000,2021,1,1,7,3,"Thursday",20210107,"January","Jan 2021",202101,"Q 1","Q1 2021",20211,2021-01-10 00:00:00.000,-4,0,0,-1,2021,1,202101,"2021-W01"
2021-01-08 00:00:00.000,2021,1,1,8,4,"Friday",20210108,"January","Jan 2021",202101,"Q 1","Q1 2021",20211,2021-01-10 00:00:00.000,-3,0,0,-1,2021,1,202101,"2021-W01"
2021-01-09 00:00:00.000,2021,1,1,9,5,"Saturday",20210109,"January","Jan 2021",202101,"Q 1","Q1 2021",20211,2021-01-10 00:00:00.000,-2,0,0,-1,2021,1,202101,"2021-W01"
2021-01-10 00:00:00.000,2021,1,1,10,6,"Sunday",20210110,"January","Jan 2021",202101,"Q 1","Q1 2021",20211,2021-01-10 00:00:00.000,-1,0,0,-1,2021,1,202101,"2021-W01"
2021-01-11 00:00:00.000,2021,1,1,11,0,"Monday",20210111,"January","Jan 2021",202101,"Q 1","Q1 2021",20211,2021-01-17 00:00:00.000,0,0,0,0,2021,2,202102,"2021-W02"
