Date,Year,Quarter of Year,Month of Year,Day of Month,Date International,Month Name,Month & Year,Quarter & Year,Day in Week,Day Name,WeekEnding,Week Number,Month Year Sort,Quarter Year Sort,Short Year,Financial Year,Quarter
2023-11-09 00:00:00.000,"2023",4,11,9,20231109,"November","Nov 2023","Q4 2023",3,"Thursday",2023-11-12 00:00:00.000,46,20231100,20230400,"23","FY24","Q4"
2023-11-10 00:00:00.000,"2023",4,11,10,20231110,"November","Nov 2023","Q4 2023",4,"Friday",2023-11-12 00:00:00.000,46,20231100,20230400,"23","FY24","Q4"
2023-11-11 00:00:00.000,"2023",4,11,11,20231111,"November","Nov 2023","Q4 2023",5,"Saturday",2023-11-12 00:00:00.000,46,20231100,20230400,"23","FY24","Q4"
2023-11-12 00:00:00.000,"2023",4,11,12,20231112,"November","Nov 2023","Q4 2023",6,"Sunday",2023-11-12 00:00:00.000,46,20231100,20230400,"23","FY24","Q4"
2023-11-13 00:00:00.000,"2023",4,11,13,20231113,"November","Nov 2023","Q4 2023",0,"Monday",2023-11-19 00:00:00.000,47,20231100,20230400,"23","FY24","Q4"
2023-11-14 00:00:00.000,"2023",4,11,14,20231114,"November","Nov 2023","Q4 2023",1,"Tuesday",2023-11-19 00:00:00.000,47,20231100,20230400,"23","FY24","Q4"
2023-11-15 00:00:00.000,"2023",4,11,15,20231115,"November","Nov 2023","Q4 2023",2,"Wednesday",2023-11-19 00:00:00.000,47,20231100,20230400,"23","FY24","Q4"
2023-11-16 00:00:00.000,"2023",4,11,16,20231116,"November","Nov 2023","Q4 2023",3,"Thursday",2023-11-19 00:00:00.000,47,20231100,20230400,"23","FY24","Q4"
2023-11-17 00:00:00.000,"2023",4,11,17,20231117,"November","Nov 2023","Q4 2023",4,"Friday",2023-11-19 00:00:00.000,47,20231100,20230400,"23","FY24","Q4"
2023-11-18 00:00:00.000,"2023",4,11,18,20231118,"November","Nov 2023","Q4 2023",5,"Saturday",2023-11-19 00:00:00.000,47,20231100,20230400,"23","FY24","Q4"
2023-11-19 00:00:00.000,"2023",4,11,19,20231119,"November","Nov 2023","Q4 2023",6,"Sunday",2023-11-19 00:00:00.000,47,20231100,20230400,"23","FY24","Q4"
2023-11-20 00:00:00.000,"2023",4,11,20,20231120,"November","Nov 2023","Q4 2023",0,"Monday",2023-11-26 00:00:00.000,48,20231100,20230400,"23","FY24","Q4"
2023-11-21 00:00:00.000,"2023",4,11,21,20231121,"November","Nov 2023","Q4 2023",1,"Tuesday",2023-11-26 00:00:00.000,48,20231100,20230400,"23","FY24","Q4"
2023-11-22 00:00:00.000,"2023",4,11,22,20231122,"November","Nov 2023","Q4 2023",2,"Wednesday",2023-11-26 00:00:00.000,48,20231100,20230400,"23","FY24","Q4"
2023-11-23 00:00:00.000,"2023",4,11,23,20231123,"November","Nov 2023","Q4 2023",3,"Thursday",2023-11-26 00:00:00.000,48,20231100,20230400,"23","FY24","Q4"
2023-11-24 00:00:00.000,"2023",4,11,24,20231124,"November","Nov 2023","Q4 2023",4,"Friday",2023-11-26 00:00:00.000,48,20231100,20230400,"23","FY24","Q4"
2023-11-25 00:00:00.000,"2023",4,11,25,20231125,"November","Nov 2023","Q4 2023",5,"Saturday",2023-11-26 00:00:00.000,48,20231100,20230400,"23","FY24","Q4"
2023-11-26 00:00:00.000,"2023",4,11,26,20231126,"November","Nov 2023","Q4 2023",6,"Sunday",2023-11-26 00:00:00.000,48,20231100,20230400,"23","FY24","Q4"
2023-11-27 00:00:00.000,"2023",4,11,27,20231127,"November","Nov 2023","Q4 2023",0,"Monday",2023-12-03 00:00:00.000,49,20231100,20230400,"23","FY24","Q4"
2023-11-28 00:00:00.000,"2023",4,11,28,20231128,"November","Nov 2023","Q4 2023",1,"Tuesday",2023-12-03 00:00:00.000,49,20231100,20230400,"23","FY24","Q4"
2023-11-29 00:00:00.000,"2023",4,11,29,20231129,"November","Nov 2023","Q4 2023",2,"Wednesday",2023-12-03 00:00:00.000,49,20231100,20230400,"23","FY24","Q4"
2023-11-30 00:00:00.000,"2023",4,11,30,20231130,"November","Nov 2023","Q4 2023",3,"Thursday",2023-12-03 00:00:00.000,49,20231100,20230400,"23","FY24","Q4"
2024-11-01 00:00:00.000,"2024",4,11,1,20241101,"November","Nov 2024","Q4 2024",4,"Friday",2024-11-03 00:00:00.000,44,20241100,20240400,"24","FY25","Q4"
2024-11-02 00:00:00.000,"2024",4,11,2,20241102,"November","Nov 2024","Q4 2024",5,"Saturday",2024-11-03 00:00:00.000,44,20241100,20240400,"24","FY25","Q4"
2024-11-03 00:00:00.000,"2024",4,11,3,20241103,"November","Nov 2024","Q4 2024",6,"Sunday",2024-11-03 00:00:00.000,44,20241100,20240400,"24","FY25","Q4"
2024-11-04 00:00:00.000,"2024",4,11,4,20241104,"November","Nov 2024","Q4 2024",0,"Monday",2024-11-10 00:00:00.000,45,20241100,20240400,"24","FY25","Q4"
2024-11-05 00:00:00.000,"2024",4,11,5,20241105,"November","Nov 2024","Q4 2024",1,"Tuesday",2024-11-10 00:00:00.000,45,20241100,20240400,"24","FY25","Q4"
2024-11-06 00:00:00.000,"2024",4,11,6,20241106,"November","Nov 2024","Q4 2024",2,"Wednesday",2024-11-10 00:00:00.000,45,20241100,20240400,"24","FY25","Q4"
2024-11-07 00:00:00.000,"2024",4,11,7,20241107,"November","Nov 2024","Q4 2024",3,"Thursday",2024-11-10 00:00:00.000,45,20241100,20240400,"24","FY25","Q4"
2024-11-08 00:00:00.000,"2024",4,11,8,20241108,"November","Nov 2024","Q4 2024",4,"Friday",2024-11-10 00:00:00.000,45,20241100,20240400,"24","FY25","Q4"
2024-11-09 00:00:00.000,"2024",4,11,9,20241109,"November","Nov 2024","Q4 2024",5,"Saturday",2024-11-10 00:00:00.000,45,20241100,20240400,"24","FY25","Q4"
2024-11-10 00:00:00.000,"2024",4,11,10,20241110,"November","Nov 2024","Q4 2024",6,"Sunday",2024-11-10 00:00:00.000,45,20241100,20240400,"24","FY25","Q4"
2024-11-11 00:00:00.000,"2024",4,11,11,20241111,"November","Nov 2024","Q4 2024",0,"Monday",2024-11-17 00:00:00.000,46,20241100,20240400,"24","FY25","Q4"
2024-11-12 00:00:00.000,"2024",4,11,12,20241112,"November","Nov 2024","Q4 2024",1,"Tuesday",2024-11-17 00:00:00.000,46,20241100,20240400,"24","FY25","Q4"
2024-11-13 00:00:00.000,"2024",4,11,13,20241113,"November","Nov 2024","Q4 2024",2,"Wednesday",2024-11-17 00:00:00.000,46,20241100,20240400,"24","FY25","Q4"
2024-11-14 00:00:00.000,"2024",4,11,14,20241114,"November","Nov 2024","Q4 2024",3,"Thursday",2024-11-17 00:00:00.000,46,20241100,20240400,"24","FY25","Q4"
2024-11-15 00:00:00.000,"2024",4,11,15,20241115,"November","Nov 2024","Q4 2024",4,"Friday",2024-11-17 00:00:00.000,46,20241100,20240400,"24","FY25","Q4"
2024-11-16 00:00:00.000,"2024",4,11,16,20241116,"November","Nov 2024","Q4 2024",5,"Saturday",2024-11-17 00:00:00.000,46,20241100,20240400,"24","FY25","Q4"
2024-11-17 00:00:00.000,"2024",4,11,17,20241117,"November","Nov 2024","Q4 2024",6,"Sunday",2024-11-17 00:00:00.000,46,20241100,20240400,"24","FY25","Q4"
2024-11-18 00:00:00.000,"2024",4,11,18,20241118,"November","Nov 2024","Q4 2024",0,"Monday",2024-11-24 00:00:00.000,47,20241100,20240400,"24","FY25","Q4"
2024-11-19 00:00:00.000,"2024",4,11,19,20241119,"November","Nov 2024","Q4 2024",1,"Tuesday",2024-11-24 00:00:00.000,47,20241100,20240400,"24","FY25","Q4"
2024-11-20 00:00:00.000,"2024",4,11,20,20241120,"November","Nov 2024","Q4 2024",2,"Wednesday",2024-11-24 00:00:00.000,47,20241100,20240400,"24","FY25","Q4"
2024-11-21 00:00:00.000,"2024",4,11,21,20241121,"November","Nov 2024","Q4 2024",3,"Thursday",2024-11-24 00:00:00.000,47,20241100,20240400,"24","FY25","Q4"
2024-11-22 00:00:00.000,"2024",4,11,22,20241122,"November","Nov 2024","Q4 2024",4,"Friday",2024-11-24 00:00:00.000,47,20241100,20240400,"24","FY25","Q4"
2024-11-23 00:00:00.000,"2024",4,11,23,20241123,"November","Nov 2024","Q4 2024",5,"Saturday",2024-11-24 00:00:00.000,47,20241100,20240400,"24","FY25","Q4"
2024-11-24 00:00:00.000,"2024",4,11,24,20241124,"November","Nov 2024","Q4 2024",6,"Sunday",2024-11-24 00:00:00.000,47,20241100,20240400,"24","FY25","Q4"
2024-11-25 00:00:00.000,"2024",4,11,25,20241125,"November","Nov 2024","Q4 2024",0,"Monday",2024-12-01 00:00:00.000,48,20241100,20240400,"24","FY25","Q4"
2024-11-26 00:00:00.000,"2024",4,11,26,20241126,"November","Nov 2024","Q4 2024",1,"Tuesday",2024-12-01 00:00:00.000,48,20241100,20240400,"24","FY25","Q4"
2024-11-27 00:00:00.000,"2024",4,11,27,20241127,"November","Nov 2024","Q4 2024",2,"Wednesday",2024-12-01 00:00:00.000,48,20241100,20240400,"24","FY25","Q4"
2024-11-28 00:00:00.000,"2024",4,11,28,20241128,"November","Nov 2024","Q4 2024",3,"Thursday",2024-12-01 00:00:00.000,48,20241100,20240400,"24","FY25","Q4"
2024-11-29 00:00:00.000,"2024",4,11,29,20241129,"November","Nov 2024","Q4 2024",4,"Friday",2024-12-01 00:00:00.000,48,20241100,20240400,"24","FY25","Q4"
2024-11-30 00:00:00.000,"2024",4,11,30,20241130,"November","Nov 2024","Q4 2024",5,"Saturday",2024-12-01 00:00:00.000,48,20241100,20240400,"24","FY25","Q4"
2025-11-01 00:00:00.000,"2025",4,11,1,20251101,"November","Nov 2025","Q4 2025",5,"Saturday",2025-11-02 00:00:00.000,44,20251100,20250400,"25","FY26","Q4"
2025-11-02 00:00:00.000,"2025",4,11,2,20251102,"November","Nov 2025","Q4 2025",6,"Sunday",2025-11-02 00:00:00.000,44,20251100,20250400,"25","FY26","Q4"
2025-11-03 00:00:00.000,"2025",4,11,3,20251103,"November","Nov 2025","Q4 2025",0,"Monday",2025-11-09 00:00:00.000,45,20251100,20250400,"25","FY26","Q4"
2025-11-04 00:00:00.000,"2025",4,11,4,20251104,"November","Nov 2025","Q4 2025",1,"Tuesday",2025-11-09 00:00:00.000,45,20251100,20250400,"25","FY26","Q4"
2025-11-05 00:00:00.000,"2025",4,11,5,20251105,"November","Nov 2025","Q4 2025",2,"Wednesday",2025-11-09 00:00:00.000,45,20251100,20250400,"25","FY26","Q4"
2025-11-06 00:00:00.000,"2025",4,11,6,20251106,"November","Nov 2025","Q4 2025",3,"Thursday",2025-11-09 00:00:00.000,45,20251100,20250400,"25","FY26","Q4"
2025-11-07 00:00:00.000,"2025",4,11,7,20251107,"November","Nov 2025","Q4 2025",4,"Friday",2025-11-09 00:00:00.000,45,20251100,20250400,"25","FY26","Q4"
2025-11-08 00:00:00.000,"2025",4,11,8,20251108,"November","Nov 2025","Q4 2025",5,"Saturday",2025-11-09 00:00:00.000,45,20251100,20250400,"25","FY26","Q4"
2025-11-09 00:00:00.000,"2025",4,11,9,20251109,"November","Nov 2025","Q4 2025",6,"Sunday",2025-11-09 00:00:00.000,45,20251100,20250400,"25","FY26","Q4"
2025-11-10 00:00:00.000,"2025",4,11,10,20251110,"November","Nov 2025","Q4 2025",0,"Monday",2025-11-16 00:00:00.000,46,20251100,20250400,"25","FY26","Q4"
2025-11-11 00:00:00.000,"2025",4,11,11,20251111,"November","Nov 2025","Q4 2025",1,"Tuesday",2025-11-16 00:00:00.000,46,20251100,20250400,"25","FY26","Q4"
2025-11-12 00:00:00.000,"2025",4,11,12,20251112,"November","Nov 2025","Q4 2025",2,"Wednesday",2025-11-16 00:00:00.000,46,20251100,20250400,"25","FY26","Q4"
2025-11-13 00:00:00.000,"2025",4,11,13,20251113,"November","Nov 2025","Q4 2025",3,"Thursday",2025-11-16 00:00:00.000,46,20251100,20250400,"25","FY26","Q4"
2025-11-14 00:00:00.000,"2025",4,11,14,20251114,"November","Nov 2025","Q4 2025",4,"Friday",2025-11-16 00:00:00.000,46,20251100,20250400,"25","FY26","Q4"
2025-11-15 00:00:00.000,"2025",4,11,15,20251115,"November","Nov 2025","Q4 2025",5,"Saturday",2025-11-16 00:00:00.000,46,20251100,20250400,"25","FY26","Q4"
2025-11-16 00:00:00.000,"2025",4,11,16,20251116,"November","Nov 2025","Q4 2025",6,"Sunday",2025-11-16 00:00:00.000,46,20251100,20250400,"25","FY26","Q4"
2025-11-17 00:00:00.000,"2025",4,11,17,20251117,"November","Nov 2025","Q4 2025",0,"Monday",2025-11-23 00:00:00.000,47,20251100,20250400,"25","FY26","Q4"
2025-11-18 00:00:00.000,"2025",4,11,18,20251118,"November","Nov 2025","Q4 2025",1,"Tuesday",2025-11-23 00:00:00.000,47,20251100,20250400,"25","FY26","Q4"
2025-11-19 00:00:00.000,"2025",4,11,19,20251119,"November","Nov 2025","Q4 2025",2,"Wednesday",2025-11-23 00:00:00.000,47,20251100,20250400,"25","FY26","Q4"
2025-11-20 00:00:00.000,"2025",4,11,20,20251120,"November","Nov 2025","Q4 2025",3,"Thursday",2025-11-23 00:00:00.000,47,20251100,20250400,"25","FY26","Q4"
2025-11-21 00:00:00.000,"2025",4,11,21,20251121,"November","Nov 2025","Q4 2025",4,"Friday",2025-11-23 00:00:00.000,47,20251100,20250400,"25","FY26","Q4"
2025-11-22 00:00:00.000,"2025",4,11,22,20251122,"November","Nov 2025","Q4 2025",5,"Saturday",2025-11-23 00:00:00.000,47,20251100,20250400,"25","FY26","Q4"
2025-11-23 00:00:00.000,"2025",4,11,23,20251123,"November","Nov 2025","Q4 2025",6,"Sunday",2025-11-23 00:00:00.000,47,20251100,20250400,"25","FY26","Q4"
2025-11-24 00:00:00.000,"2025",4,11,24,20251124,"November","Nov 2025","Q4 2025",0,"Monday",2025-11-30 00:00:00.000,48,20251100,20250400,"25","FY26","Q4"
2025-11-25 00:00:00.000,"2025",4,11,25,20251125,"November","Nov 2025","Q4 2025",1,"Tuesday",2025-11-30 00:00:00.000,48,20251100,20250400,"25","FY26","Q4"
2025-11-26 00:00:00.000,"2025",4,11,26,20251126,"November","Nov 2025","Q4 2025",2,"Wednesday",2025-11-30 00:00:00.000,48,20251100,20250400,"25","FY26","Q4"
2025-11-27 00:00:00.000,"2025",4,11,27,20251127,"November","Nov 2025","Q4 2025",3,"Thursday",2025-11-30 00:00:00.000,48,20251100,20250400,"25","FY26","Q4"
2025-11-28 00:00:00.000,"2025",4,11,28,20251128,"November","Nov 2025","Q4 2025",4,"Friday",2025-11-30 00:00:00.000,48,20251100,20250400,"25","FY26","Q4"
2025-11-29 00:00:00.000,"2025",4,11,29,20251129,"November","Nov 2025","Q4 2025",5,"Saturday",2025-11-30 00:00:00.000,48,20251100,20250400,"25","FY26","Q4"
2025-11-30 00:00:00.000,"2025",4,11,30,20251130,"November","Nov 2025","Q4 2025",6,"Sunday",2025-11-30 00:00:00.000,48,20251100,20250400,"25","FY26","Q4"
2019-12-01 00:00:00.000,"2019",4,12,1,20191201,"December","Dec 2019","Q4 2019",6,"Sunday",2019-12-01 00:00:00.000,48,20191200,20190400,"19","FY20","Q4"
2019-12-02 00:00:00.000,"2019",4,12,2,20191202,"December","Dec 2019","Q4 2019",0,"Monday",2019-12-08 00:00:00.000,49,20191200,20190400,"19","FY20","Q4"
2019-12-03 00:00:00.000,"2019",4,12,3,20191203,"December","Dec 2019","Q4 2019",1,"Tuesday",2019-12-08 00:00:00.000,49,20191200,20190400,"19","FY20","Q4"
2019-12-04 00:00:00.000,"2019",4,12,4,20191204,"December","Dec 2019","Q4 2019",2,"Wednesday",2019-12-08 00:00:00.000,49,20191200,20190400,"19","FY20","Q4"
2019-12-05 00:00:00.000,"2019",4,12,5,20191205,"December","Dec 2019","Q4 2019",3,"Thursday",2019-12-08 00:00:00.000,49,20191200,20190400,"19","FY20","Q4"
2019-12-06 00:00:00.000,"2019",4,12,6,20191206,"December","Dec 2019","Q4 2019",4,"Friday",2019-12-08 00:00:00.000,49,20191200,20190400,"19","FY20","Q4"
2019-12-07 00:00:00.000,"2019",4,12,7,20191207,"December","Dec 2019","Q4 2019",5,"Saturday",2019-12-08 00:00:00.000,49,20191200,20190400,"19","FY20","Q4"
2019-12-08 00:00:00.000,"2019",4,12,8,20191208,"December","Dec 2019","Q4 2019",6,"Sunday",2019-12-08 00:00:00.000,49,20191200,20190400,"19","FY20","Q4"
2019-12-09 00:00:00.000,"2019",4,12,9,20191209,"December","Dec 2019","Q4 2019",0,"Monday",2019-12-15 00:00:00.000,50,20191200,20190400,"19","FY20","Q4"
2019-12-10 00:00:00.000,"2019",4,12,10,20191210,"December","Dec 2019","Q4 2019",1,"Tuesday",2019-12-15 00:00:00.000,50,20191200,20190400,"19","FY20","Q4"
2019-12-11 00:00:00.000,"2019",4,12,11,20191211,"December","Dec 2019","Q4 2019",2,"Wednesday",2019-12-15 00:00:00.000,50,20191200,20190400,"19","FY20","Q4"
2019-12-12 00:00:00.000,"2019",4,12,12,20191212,"December","Dec 2019","Q4 2019",3,"Thursday",2019-12-15 00:00:00.000,50,20191200,20190400,"19","FY20","Q4"
2019-12-13 00:00:00.000,"2019",4,12,13,20191213,"December","Dec 2019","Q4 2019",4,"Friday",2019-12-15 00:00:00.000,50,20191200,20190400,"19","FY20","Q4"
2019-12-14 00:00:00.000,"2019",4,12,14,20191214,"December","Dec 2019","Q4 2019",5,"Saturday",2019-12-15 00:00:00.000,50,20191200,20190400,"19","FY20","Q4"
2019-12-15 00:00:00.000,"2019",4,12,15,20191215,"December","Dec 2019","Q4 2019",6,"Sunday",2019-12-15 00:00:00.000,50,20191200,20190400,"19","FY20","Q4"
2019-12-16 00:00:00.000,"2019",4,12,16,20191216,"December","Dec 2019","Q4 2019",0,"Monday",2019-12-22 00:00:00.000,51,20191200,20190400,"19","FY20","Q4"
2019-12-17 00:00:00.000,"2019",4,12,17,20191217,"December","Dec 2019","Q4 2019",1,"Tuesday",2019-12-22 00:00:00.000,51,20191200,20190400,"19","FY20","Q4"
2019-12-18 00:00:00.000,"2019",4,12,18,20191218,"December","Dec 2019","Q4 2019",2,"Wednesday",2019-12-22 00:00:00.000,51,20191200,20190400,"19","FY20","Q4"
2019-12-19 00:00:00.000,"2019",4,12,19,20191219,"December","Dec 2019","Q4 2019",3,"Thursday",2019-12-22 00:00:00.000,51,20191200,20190400,"19","FY20","Q4"
2019-12-20 00:00:00.000,"2019",4,12,20,20191220,"December","Dec 2019","Q4 2019",4,"Friday",2019-12-22 00:00:00.000,51,20191200,20190400,"19","FY20","Q4"
2019-12-21 00:00:00.000,"2019",4,12,21,20191221,"December","Dec 2019","Q4 2019",5,"Saturday",2019-12-22 00:00:00.000,51,20191200,20190400,"19","FY20","Q4"
2019-12-22 00:00:00.000,"2019",4,12,22,20191222,"December","Dec 2019","Q4 2019",6,"Sunday",2019-12-22 00:00:00.000,51,20191200,20190400,"19","FY20","Q4"
2019-12-23 00:00:00.000,"2019",4,12,23,20191223,"December","Dec 2019","Q4 2019",0,"Monday",2019-12-29 00:00:00.000,52,20191200,20190400,"19","FY20","Q4"
2019-12-24 00:00:00.000,"2019",4,12,24,20191224,"December","Dec 2019","Q4 2019",1,"Tuesday",2019-12-29 00:00:00.000,52,20191200,20190400,"19","FY20","Q4"
2019-12-25 00:00:00.000,"2019",4,12,25,20191225,"December","Dec 2019","Q4 2019",2,"Wednesday",2019-12-29 00:00:00.000,52,20191200,20190400,"19","FY20","Q4"
2019-12-26 00:00:00.000,"2019",4,12,26,20191226,"December","Dec 2019","Q4 2019",3,"Thursday",2019-12-29 00:00:00.000,52,20191200,20190400,"19","FY20","Q4"
2019-12-27 00:00:00.000,"2019",4,12,27,20191227,"December","Dec 2019","Q4 2019",4,"Friday",2019-12-29 00:00:00.000,52,20191200,20190400,"19","FY20","Q4"
2019-12-28 00:00:00.000,"2019",4,12,28,20191228,"December","Dec 2019","Q4 2019",5,"Saturday",2019-12-29 00:00:00.000,52,20191200,20190400,"19","FY20","Q4"
2019-12-29 00:00:00.000,"2019",4,12,29,20191229,"December","Dec 2019","Q4 2019",6,"Sunday",2019-12-29 00:00:00.000,52,20191200,20190400,"19","FY20","Q4"
2019-12-30 00:00:00.000,"2019",4,12,30,20191230,"December","Dec 2019","Q4 2019",0,"Monday",2020-01-05 00:00:00.000,53,20191200,20190400,"19","FY20","Q4"
2019-12-31 00:00:00.000,"2019",4,12,31,20191231,"December","Dec 2019","Q4 2019",1,"Tuesday",2020-01-05 00:00:00.000,53,20191200,20190400,"19","FY20","Q4"
2020-12-01 00:00:00.000,"2020",4,12,1,20201201,"December","Dec 2020","Q4 2020",1,"Tuesday",2020-12-06 00:00:00.000,49,20201200,20200400,"20","FY21","Q4"
2020-12-02 00:00:00.000,"2020",4,12,2,20201202,"December","Dec 2020","Q4 2020",2,"Wednesday",2020-12-06 00:00:00.000,49,20201200,20200400,"20","FY21","Q4"
2020-12-03 00:00:00.000,"2020",4,12,3,20201203,"December","Dec 2020","Q4 2020",3,"Thursday",2020-12-06 00:00:00.000,49,20201200,20200400,"20","FY21","Q4"
2020-12-04 00:00:00.000,"2020",4,12,4,20201204,"December","Dec 2020","Q4 2020",4,"Friday",2020-12-06 00:00:00.000,49,20201200,20200400,"20","FY21","Q4"
2020-12-05 00:00:00.000,"2020",4,12,5,20201205,"December","Dec 2020","Q4 2020",5,"Saturday",2020-12-06 00:00:00.000,49,20201200,20200400,"20","FY21","Q4"
2020-12-06 00:00:00.000,"2020",4,12,6,20201206,"December","Dec 2020","Q4 2020",6,"Sunday",2020-12-06 00:00:00.000,49,20201200,20200400,"20","FY21","Q4"
2020-12-07 00:00:00.000,"2020",4,12,7,20201207,"December","Dec 2020","Q4 2020",0,"Monday",2020-12-13 00:00:00.000,50,20201200,20200400,"20","FY21","Q4"
2020-12-08 00:00:00.000,"2020",4,12,8,20201208,"December","Dec 2020","Q4 2020",1,"Tuesday",2020-12-13 00:00:00.000,50,20201200,20200400,"20","FY21","Q4"
2020-12-09 00:00:00.000,"2020",4,12,9,20201209,"December","Dec 2020","Q4 2020",2,"Wednesday",2020-12-13 00:00:00.000,50,20201200,20200400,"20","FY21","Q4"
2020-12-10 00:00:00.000,"2020",4,12,10,20201210,"December","Dec 2020","Q4 2020",3,"Thursday",2020-12-13 00:00:00.000,50,20201200,20200400,"20","FY21","Q4"
2020-12-11 00:00:00.000,"2020",4,12,11,20201211,"December","Dec 2020","Q4 2020",4,"Friday",2020-12-13 00:00:00.000,50,20201200,20200400,"20","FY21","Q4"
2020-12-12 00:00:00.000,"2020",4,12,12,20201212,"December","Dec 2020","Q4 2020",5,"Saturday",2020-12-13 00:00:00.000,50,20201200,20200400,"20","FY21","Q4"
2020-12-13 00:00:00.000,"2020",4,12,13,20201213,"December","Dec 2020","Q4 2020",6,"Sunday",2020-12-13 00:00:00.000,50,20201200,20200400,"20","FY21","Q4"
2020-12-14 00:00:00.000,"2020",4,12,14,20201214,"December","Dec 2020","Q4 2020",0,"Monday",2020-12-20 00:00:00.000,51,20201200,20200400,"20","FY21","Q4"
2020-12-15 00:00:00.000,"2020",4,12,15,20201215,"December","Dec 2020","Q4 2020",1,"Tuesday",2020-12-20 00:00:00.000,51,20201200,20200400,"20","FY21","Q4"
2020-12-16 00:00:00.000,"2020",4,12,16,20201216,"December","Dec 2020","Q4 2020",2,"Wednesday",2020-12-20 00:00:00.000,51,20201200,20200400,"20","FY21","Q4"
2020-12-17 00:00:00.000,"2020",4,12,17,20201217,"December","Dec 2020","Q4 2020",3,"Thursday",2020-12-20 00:00:00.000,51,20201200,20200400,"20","FY21","Q4"
2020-12-18 00:00:00.000,"2020",4,12,18,20201218,"December","Dec 2020","Q4 2020",4,"Friday",2020-12-20 00:00:00.000,51,20201200,20200400,"20","FY21","Q4"
2020-12-19 00:00:00.000,"2020",4,12,19,20201219,"December","Dec 2020","Q4 2020",5,"Saturday",2020-12-20 00:00:00.000,51,20201200,20200400,"20","FY21","Q4"
2020-12-20 00:00:00.000,"2020",4,12,20,20201220,"December","Dec 2020","Q4 2020",6,"Sunday",2020-12-20 00:00:00.000,51,20201200,20200400,"20","FY21","Q4"
2020-12-21 00:00:00.000,"2020",4,12,21,20201221,"December","Dec 2020","Q4 2020",0,"Monday",2020-12-27 00:00:00.000,52,20201200,20200400,"20","FY21","Q4"
2020-12-22 00:00:00.000,"2020",4,12,22,20201222,"December","Dec 2020","Q4 2020",1,"Tuesday",2020-12-27 00:00:00.000,52,20201200,20200400,"20","FY21","Q4"
2020-12-23 00:00:00.000,"2020",4,12,23,20201223,"December","Dec 2020","Q4 2020",2,"Wednesday",2020-12-27 00:00:00.000,52,20201200,20200400,"20","FY21","Q4"
2020-12-24 00:00:00.000,"2020",4,12,24,20201224,"December","Dec 2020","Q4 2020",3,"Thursday",2020-12-27 00:00:00.000,52,20201200,20200400,"20","FY21","Q4"
2020-12-25 00:00:00.000,"2020",4,12,25,20201225,"December","Dec 2020","Q4 2020",4,"Friday",2020-12-27 00:00:00.000,52,20201200,20200400,"20","FY21","Q4"
2020-12-26 00:00:00.000,"2020",4,12,26,20201226,"December","Dec 2020","Q4 2020",5,"Saturday",2020-12-27 00:00:00.000,52,20201200,20200400,"20","FY21","Q4"
2020-12-27 00:00:00.000,"2020",4,12,27,20201227,"December","Dec 2020","Q4 2020",6,"Sunday",2020-12-27 00:00:00.000,52,20201200,20200400,"20","FY21","Q4"
2020-12-28 00:00:00.000,"2020",4,12,28,20201228,"December","Dec 2020","Q4 2020",0,"Monday",2021-01-03 00:00:00.000,53,20201200,20200400,"20","FY21","Q4"
2020-12-29 00:00:00.000,"2020",4,12,29,20201229,"December","Dec 2020","Q4 2020",1,"Tuesday",2021-01-03 00:00:00.000,53,20201200,20200400,"20","FY21","Q4"
2020-12-30 00:00:00.000,"2020",4,12,30,20201230,"December","Dec 2020","Q4 2020",2,"Wednesday",2021-01-03 00:00:00.000,53,20201200,20200400,"20","FY21","Q4"
2020-12-31 00:00:00.000,"2020",4,12,31,20201231,"December","Dec 2020","Q4 2020",3,"Thursday",2021-01-03 00:00:00.000,53,20201200,20200400,"20","FY21","Q4"
2021-12-01 00:00:00.000,"2021",4,12,1,20211201,"December","Dec 2021","Q4 2021",2,"Wednesday",2021-12-05 00:00:00.000,49,20211200,20210400,"21","FY22","Q4"
2021-12-02 00:00:00.000,"2021",4,12,2,20211202,"December","Dec 2021","Q4 2021",3,"Thursday",2021-12-05 00:00:00.000,49,20211200,20210400,"21","FY22","Q4"
2021-12-03 00:00:00.000,"2021",4,12,3,20211203,"December","Dec 2021","Q4 2021",4,"Friday",2021-12-05 00:00:00.000,49,20211200,20210400,"21","FY22","Q4"
2021-12-04 00:00:00.000,"2021",4,12,4,20211204,"December","Dec 2021","Q4 2021",5,"Saturday",2021-12-05 00:00:00.000,49,20211200,20210400,"21","FY22","Q4"
2021-12-05 00:00:00.000,"2021",4,12,5,20211205,"December","Dec 2021","Q4 2021",6,"Sunday",2021-12-05 00:00:00.000,49,20211200,20210400,"21","FY22","Q4"
2021-12-06 00:00:00.000,"2021",4,12,6,20211206,"December","Dec 2021","Q4 2021",0,"Monday",2021-12-12 00:00:00.000,50,20211200,20210400,"21","FY22","Q4"
2021-12-07 00:00:00.000,"2021",4,12,7,20211207,"December","Dec 2021","Q4 2021",1,"Tuesday",2021-12-12 00:00:00.000,50,20211200,20210400,"21","FY22","Q4"
2021-12-08 00:00:00.000,"2021",4,12,8,20211208,"December","Dec 2021","Q4 2021",2,"Wednesday",2021-12-12 00:00:00.000,50,20211200,20210400,"21","FY22","Q4"
