ticket_nmbr,STATUS,change_date,TIME_IN_STATUS_HRS
"IN10272888","RESOLVED","",0
"IN10272889","RESOLVED","",0
"IN10272891","RESOLVED","",0
"IN10272914","RESOLVED","",0
"IN10272916","RESOLVED","",0
"IN10272917","RESOLVED","",0
"IN10272918","RESOLVED","",0
"IN10272919","RESOLVED","",0
"IN10272920","RESOLVED","",0
"IN10272921","RESOLVED","",0
"IN10272923","RESOLVED","",0
"IN10272924","RESOLVED","",0
"IN10272925","RESOLVED","",0
"IN10272926","RESOLVED","",0
"IN10272927","RESOLVED","",0
"IN10272928","RESOLVED","",0
"IN10272929","RESOLVED","",0
"IN10272930","RESOLVED","",0
"IN10272931","RESOLVED","",0
"IN10272932","RESOLVED","",0
"IN10272933","RESOLVED","",0
"IN10272934","RESOLVED","",0
"IN10272935","RESOLVED","",0
"IN10272936","RESOLVED","",0
"IN10272937","RESOLVED","",0
"IN10272938","RESOLVED","",0
"IN10272939","RESOLVED","",0
"IN10272940","RESOLVED","",0
"IN10272941","RESOLVED","",0
"IN10272942","RESOLVED","",0
"IN10272944","RESOLVED","",0
"IN10272946","RESOLVED","",0
"IN10272947","RESOLVED","",0
"IN10272948","RESOLVED","",0
"IN10272949","RESOLVED","",0
"IN10272950","RESOLVED","",0
"IN10272951","RESOLVED","",0
"IN10272952","RESOLVED","",0
"IN10272953","RESOLVED","",0
"IN10272957","RESOLVED","",0
"IN10272958","RESOLVED","",0
"IN10272959","RESOLVED","",0
"IN10272960","RESOLVED","",0
"IN10272961","RESOLVED","",0
"IN10272962","RESOLVED","",0
"IN10272963","RESOLVED","",0
"IN10272964","RESOLVED","",0
"IN10272965","RESOLVED","",0
"IN10272966","RESOLVED","",0
"IN10272967","RESOLVED","",0
"IN10272969","RESOLVED","",0
"IN10272970","RESOLVED","",0
"IN10272971","RESOLVED","",0
"IN10272972","RESOLVED","",0
"IN10272973","RESOLVED","",0
"IN10272974","RESOLVED","",0
"IN10272975","RESOLVED","",0
"IN10272976","RESOLVED","",0
"IN10272977","RESOLVED","",0
"IN10272978","RESOLVED","",0
"IN10272979","RESOLVED","",0
"IN10272980","RESOLVED","",0
"IN10272981","RESOLVED","",0
"IN10272983","RESOLVED","",0
"IN10272984","RESOLVED","",0
"IN10272985","RESOLVED","",0
"IN10272986","RESOLVED","",0
"IN10272987","RESOLVED","",0
"IN10272988","RESOLVED","",0
"IN10272989","RESOLVED","",0
"IN10272991","RESOLVED","",0
"IN10272992","RESOLVED","",0
"IN10272993","RESOLVED","",0
"IN10272994","RESOLVED","",0
"IN10272995","RESOLVED","",0
"IN10272996","RESOLVED","",0
"IN10272998","RESOLVED","",0
"IN10272999","RESOLVED","",0
"IN10273000","RESOLVED","",0
"IN10273001","RESOLVED","",0
"IN10273003","RESOLVED","",0
"IN10273004","RESOLVED","",0
"IN10273005","RESOLVED","",0
"IN10273006","RESOLVED","",0
"IN10273007","RESOLVED","",0
"IN10273008","RESOLVED","",0
"IN10273009","RESOLVED","",0
"IN10273010","RESOLVED","",0
"IN10273011","RESOLVED","",0
"IN10273012","RESOLVED","",0
"IN10273013","RESOLVED","",0
"IN10273014","RESOLVED","",0
"IN10273015","RESOLVED","",0
"IN10273016","RESOLVED","",0
"IN10273017","RESOLVED","",0
"IN10273019","RESOLVED","",0
"IN10273020","RESOLVED","",0
"IN10273021","RESOLVED","",0
"IN10273022","RESOLVED","",0
"IN10273023","RESOLVED","",0
"IN10273024","RESOLVED","",0
"IN10273025","RESOLVED","",0
"IN10273026","RESOLVED","",0
"IN10273027","RESOLVED","",0
"IN10273028","RESOLVED","",0
"IN10273029","RESOLVED","",0
"IN10273030","RESOLVED","",0
"IN10273031","RESOLVED","",0
"IN10273032","RESOLVED","",0
"IN10273034","RESOLVED","",0
"IN10273036","RESOLVED","",0
"IN10273037","RESOLVED","",0
"IN10273040","RESOLVED","",0
"IN10273041","RESOLVED","",0
"IN10273042","RESOLVED","",0
"IN10273043","RESOLVED","",0
"IN10273045","RESOLVED","",0
"IN10273046","RESOLVED","",0
"IN10273047","RESOLVED","",0
"IN10273048","RESOLVED","",0
"IN10273049","RESOLVED","",0
"IN10273051","RESOLVED","",0
"IN10273052","RESOLVED","",0
"IN10273053","RESOLVED","",0
"IN10273054","RESOLVED","",0
"IN10273055","RESOLVED","",0
"IN10273057","RESOLVED","",0
"IN10273058","RESOLVED","",0
"IN10273059","RESOLVED","",0
"IN10273061","RESOLVED","",0
"IN10273062","RESOLVED","",0
"IN10273065","RESOLVED","",0
"IN10273066","RESOLVED","",0
"IN10273067","RESOLVED","",0
"IN10273068","RESOLVED","",0
"IN10273069","RESOLVED","",0
"IN10273070","RESOLVED","",0
"IN10273071","RESOLVED","",0
"IN10273072","RESOLVED","",0
"IN10273073","RESOLVED","",0
"IN10273074","RESOLVED","",0
"IN10273075","RESOLVED","",0
"IN10273077","RESOLVED","",0
"IN10273078","RESOLVED","",0
"IN10273079","RESOLVED","",0
"IN10273080","RESOLVED","",0
"IN10273081","RESOLVED","",0
"IN10273082","RESOLVED","",0
"IN10273083","RESOLVED","",0
"IN10273084","RESOLVED","",0
"IN10273085","RESOLVED","",0
"IN10273086","RESOLVED","",0
"IN10273087","RESOLVED","",0
"IN10273088","RESOLVED","",0
"IN10273090","RESOLVED","",0
"IN10273091","RESOLVED","",0
"IN10273093","RESOLVED","",0
"IN10273094","RESOLVED","",0
"IN10273095","RESOLVED","",0
"IN10273096","RESOLVED","",0
"IN10273097","RESOLVED","",0
"IN10273098","RESOLVED","",0
"IN10273099","RESOLVED","",0
"IN10273100","RESOLVED","",0
"IN10273101","RESOLVED","",0
"IN10273102","RESOLVED","",0
"IN10273103","RESOLVED","",0
"IN10273104","RESOLVED","",0
"IN10273105","RESOLVED","",0
"IN10273106","RESOLVED","",0
"IN10273107","RESOLVED","",0
"IN10273108","RESOLVED","",0
"IN10273109","RESOLVED","",0
"IN10273110","RESOLVED","",0
"IN10273111","RESOLVED","",0
"IN10273112","RESOLVED","",0
"IN10273113","RESOLVED","",0
"IN10273114","RESOLVED","",0
"IN10273115","RESOLVED","",0
"IN10273116","RESOLVED","",0
"IN10273117","RESOLVED","",0
"IN10273119","RESOLVED","",0
"IN10273120","RESOLVED","",0
"IN10273121","RESOLVED","",0
"IN10273122","RESOLVED","",0
"IN10273123","RESOLVED","",0
"IN10273124","RESOLVED","",0
"IN10273125","RESOLVED","",0
"IN10273126","RESOLVED","",0
"IN10273127","RESOLVED","",0
"IN10273128","RESOLVED","",0
"IN10273129","RESOLVED","",0
"IN10273130","RESOLVED","",0
"IN10273131","RESOLVED","",0
"IN10273132","RESOLVED","",0
"IN10273133","RESOLVED","",0
"IN10273134","RESOLVED","",0
"IN10273135","RESOLVED","",0
"IN10273137","RESOLVED","",0
"IN10273138","RESOLVED","",0
"IN10273139","RESOLVED","",0
"IN10273142","RESOLVED","",0
"IN10273143","RESOLVED","",0
"IN10273145","RESOLVED","",0
"IN10273146","RESOLVED","",0
"IN10273147","RESOLVED","",0
"IN10273149","RESOLVED","",0
"IN10273150","RESOLVED","",0
"IN10273151","RESOLVED","",0
"IN10273152","RESOLVED","",0
"IN10273153","RESOLVED","",0
"IN10273154","RESOLVED","",0
"IN10273155","RESOLVED","",0
"IN10273156","RESOLVED","",0
"IN10273157","RESOLVED","",0
"IN10273158","RESOLVED","",0
"IN10273159","RESOLVED","",0
"IN10273160","RESOLVED","",0
"IN10273161","RESOLVED","",0
"IN10273162","RESOLVED","",0
"IN10273163","RESOLVED","",0
"IN10273164","RESOLVED","",0
"IN10273166","RESOLVED","",0
"IN10273167","RESOLVED","",0
"IN10273171","RESOLVED","",0
"IN10273172","RESOLVED","",0
"IN10273174","RESOLVED","",0
"IN10273175","RESOLVED","",0
"IN10273176","RESOLVED","",0
"IN10273177","RESOLVED","",0
"IN10273178","RESOLVED","",0
"IN10273180","RESOLVED","",0
"IN10273182","RESOLVED","",0
"IN10273183","RESOLVED","",0
"IN10273184","RESOLVED","",0
"IN10273185","RESOLVED","",0
"IN10273186","RESOLVED","",0
"IN10273187","RESOLVED","",0
"IN10273188","RESOLVED","",0
"IN10273190","RESOLVED","",0
"IN10273191","RESOLVED","",0
"IN10273192","RESOLVED","",0
"IN10273193","RESOLVED","",0
"IN10273194","RESOLVED","",0
"IN10273195","RESOLVED","",0
"IN10273196","RESOLVED","",0
"IN10273197","RESOLVED","",0
"IN10273198","RESOLVED","",0
"IN10273199","RESOLVED","",0
"IN10273200","RESOLVED","",0
"IN10273201","RESOLVED","",0
"IN10273202","RESOLVED","",0
"IN10273204","RESOLVED","",0
"IN10273205","RESOLVED","",0
"IN10273206","RESOLVED","",0
"IN10273207","RESOLVED","",0
"IN10273208","RESOLVED","",0
"IN10273209","RESOLVED","",0
"IN10273210","RESOLVED","",0
"IN10273211","RESOLVED","",0
"IN10273212","RESOLVED","",0
"IN10273213","RESOLVED","",0
"IN10273215","RESOLVED","",0
"IN10273216","RESOLVED","",0
"IN10273217","RESOLVED","",0
"IN10273220","RESOLVED","",0
"IN10273221","RESOLVED","",0
"IN10273222","RESOLVED","",0
"IN10273223","RESOLVED","",0
"IN10273224","RESOLVED","",0
"IN10273225","RESOLVED","",0
"IN10273226","RESOLVED","",0
"IN10273227","RESOLVED","",0
"IN10273228","RESOLVED","",0
"IN10273229","RESOLVED","",0
"IN10273230","RESOLVED","",0
"IN10273231","RESOLVED","",0
"IN10273232","RESOLVED","",0
"IN10273233","RESOLVED","",0
"IN10273234","RESOLVED","",0
"IN10273235","RESOLVED","",0
"IN10273236","RESOLVED","",0
"IN10273237","RESOLVED","",0
"IN10273239","RESOLVED","",0
"IN10273241","RESOLVED","",0
"IN10273242","RESOLVED","",0
"IN10273243","RESOLVED","",0
"IN10273244","RESOLVED","",0
"IN10273245","RESOLVED","",0
"IN10273246","RESOLVED","",0
"IN10273247","RESOLVED","",0
"IN10273249","RESOLVED","",0
"IN10273250","RESOLVED","",0
"IN10273251","RESOLVED","",0
"IN10273252","RESOLVED","",0
"IN10273253","RESOLVED","",0
"IN10273254","RESOLVED","",0
"IN10273256","RESOLVED","",0
"IN10273257","RESOLVED","",0
"IN10273259","RESOLVED","",0
"IN10273260","RESOLVED","",0
"IN10273261","RESOLVED","",0
"IN10273263","RESOLVED","",0
"IN10273264","RESOLVED","",0
"IN10273265","RESOLVED","",0
"IN10273266","RESOLVED","",0
"IN10273267","RESOLVED","",0
"IN10273268","RESOLVED","",0
"IN10273269","RESOLVED","",0
"IN10273270","RESOLVED","",0
"IN10273271","RESOLVED","",0
"IN10273272","RESOLVED","",0
"IN10273273","RESOLVED","",0
"IN10273274","RESOLVED","",0
"IN10273275","RESOLVED","",0
"IN10273276","RESOLVED","",0
"IN10273277","RESOLVED","",0
"IN10273278","RESOLVED","",0
"IN10273279","RESOLVED","",0
"IN10273280","RESOLVED","",0
"IN10273281","RESOLVED","",0
"IN10273282","RESOLVED","",0
"IN10273283","RESOLVED","",0
"IN10273284","RESOLVED","",0
"IN10273285","RESOLVED","",0
"IN10273286","RESOLVED","",0
"IN10273287","RESOLVED","",0
"IN10273288","RESOLVED","",0
"IN10273289","RESOLVED","",0
"IN10273291","RESOLVED","",0
"IN10273292","RESOLVED","",0
"IN10273294","RESOLVED","",0
"IN10273296","RESOLVED","",0
"IN10273297","RESOLVED","",0
"IN10273300","RESOLVED","",0
"IN10273301","RESOLVED","",0
"IN10273303","RESOLVED","",0
"IN10273304","RESOLVED","",0
"IN10273305","RESOLVED","",0
"IN10273306","RESOLVED","",0
"IN10273307","RESOLVED","",0
"IN10273310","RESOLVED","",0
"IN10273311","RESOLVED","",0
"IN10273312","RESOLVED","",0
"IN10273313","RESOLVED","",0
"IN10273314","RESOLVED","",0
"IN10273316","RESOLVED","",0
"IN10273317","RESOLVED","",0
"IN10273318","RESOLVED","",0
"IN10273319","RESOLVED","",0
"IN10273320","RESOLVED","",0
"IN10273321","RESOLVED","",0
"IN10273322","RESOLVED","",0
"IN10273323","RESOLVED","",0
"IN10273324","RESOLVED","",0
"IN10273325","RESOLVED","",0
"IN10273328","RESOLVED","",0
"IN10273329","RESOLVED","",0
"IN10273330","RESOLVED","",0
"IN10273331","RESOLVED","",0
"IN10273333","RESOLVED","",0
"IN10273334","RESOLVED","",0
"IN10273335","RESOLVED","",0
"IN10273336","RESOLVED","",0
"IN10273337","RESOLVED","",0
"IN10273338","RESOLVED","",0
"IN10273339","RESOLVED","",0
"IN10273340","RESOLVED","",0
"IN10273341","RESOLVED","",0
"IN10273342","RESOLVED","",0
"IN10273343","RESOLVED","",0
"IN10273344","RESOLVED","",0
"IN10273345","RESOLVED","",0
"IN10273347","RESOLVED","",0
"IN10273348","RESOLVED","",0
"IN10273349","RESOLVED","",0
"IN10273350","RESOLVED","",0
"IN10273352","RESOLVED","",0
"IN10273353","RESOLVED","",0
"IN10273354","RESOLVED","",0
"IN10273356","RESOLVED","",0
"IN10273357","RESOLVED","",0
"IN10273358","RESOLVED","",0
"IN10273359","RESOLVED","",0
"IN10273360","RESOLVED","",0
"IN10273361","RESOLVED","",0
"IN10273362","RESOLVED","",0
"IN10273364","RESOLVED","",0
"IN10273365","RESOLVED","",0
"IN10273366","RESOLVED","",0
"IN10273367","RESOLVED","",0
"IN10273368","RESOLVED","",0
"IN10273369","RESOLVED","",0
"IN10273370","RESOLVED","",0
"IN10273371","RESOLVED","",0
"IN10273372","RESOLVED","",0
"IN10273373","RESOLVED","",0
"IN10273374","RESOLVED","",0
"IN10273375","RESOLVED","",0
"IN10273376","RESOLVED","",0
"IN10273377","RESOLVED","",0
"IN10273378","RESOLVED","",0
"IN10273379","RESOLVED","",0
"IN10273380","RESOLVED","",0
"IN10273382","RESOLVED","",0
"IN10273383","RESOLVED","",0
"IN10273384","RESOLVED","",0
"IN10273385","RESOLVED","",0
"IN10273387","RESOLVED","",0
"IN10273388","RESOLVED","",0
"IN10273389","RESOLVED","",0
"IN10273390","RESOLVED","",0
"IN10273391","RESOLVED","",0
"IN10273393","RESOLVED","",0
"IN10273394","RESOLVED","",0
"IN10273412","RESOLVED","",0
"IN10273414","RESOLVED","",0
"IN10273415","RESOLVED","",0
"IN10273416","RESOLVED","",0
"IN10273417","RESOLVED","",0
"IN10273418","RESOLVED","",0
"IN10273420","RESOLVED","",0
"IN10273422","RESOLVED","",0
"IN10273423","RESOLVED","",0
"IN10273424","RESOLVED","",0
"IN10273425","RESOLVED","",0
"IN10273426","RESOLVED","",0
"IN10273427","RESOLVED","",0
"IN10273428","RESOLVED","",0
"IN10273429","RESOLVED","",0
"IN10273430","RESOLVED","",0
"IN10273431","RESOLVED","",0
"IN10273432","RESOLVED","",0
"IN10273433","RESOLVED","",0
"IN10273434","RESOLVED","",0
"IN10273435","RESOLVED","",0
"IN10273436","RESOLVED","",0
"IN10273437","RESOLVED","",0
"IN10273438","RESOLVED","",0
"IN10273440","RESOLVED","",0
"IN10273441","RESOLVED","",0
"IN10273442","RESOLVED","",0
"IN10273443","RESOLVED","",0
"IN10273444","RESOLVED","",0
"IN10273444","RESOLVED","",0
"IN10273445","RESOLVED","",0
"IN10273446","RESOLVED","",0
"IN10273447","RESOLVED","",0
"IN10273448","RESOLVED","",0
"IN10273449","RESOLVED","",0
"IN10273450","RESOLVED","",0
"IN10273451","RESOLVED","",0
"IN10273452","RESOLVED","",0
"IN10273453","RESOLVED","",0
"IN10273454","RESOLVED","",0
"IN10273455","RESOLVED","",0
"IN10273456","RESOLVED","",0
"IN10273457","RESOLVED","",0
"IN10273458","RESOLVED","",0
"IN10273459","RESOLVED","",0
"IN10273460","RESOLVED","",0
"IN10273461","RESOLVED","",0
"IN10273462","RESOLVED","",0
"IN10273464","RESOLVED","",0
"IN10273465","RESOLVED","",0
"IN10273466","RESOLVED","",0
"IN10273467","RESOLVED","",0
"IN10273468","RESOLVED","",0
"IN10273469","RESOLVED","",0
"IN10273471","RESOLVED","",0
"IN10273472","RESOLVED","",0
"IN10273473","RESOLVED","",0
"IN10273474","RESOLVED","",0
"IN10273476","RESOLVED","",0
"IN10273477","RESOLVED","",0
"IN10273478","RESOLVED","",0
"IN10273479","RESOLVED","",0
"IN10273480","RESOLVED","",0
"IN10273481","RESOLVED","",0
"IN10273482","RESOLVED","",0
"IN10273483","RESOLVED","",0
"IN10273484","RESOLVED","",0
"IN10273485","RESOLVED","",0
"IN10273486","RESOLVED","",0
"IN10273487","RESOLVED","",0
"IN10273488","RESOLVED","",0
"IN10273490","RESOLVED","",0
"IN10273491","RESOLVED","",0
"IN10273492","RESOLVED","",0
"IN10273494","RESOLVED","",0
"IN10273495","RESOLVED","",0
"IN10273496","RESOLVED","",0
"IN10273497","RESOLVED","",0
"IN10273498","RESOLVED","",0
"IN10273499","RESOLVED","",0
"IN10273500","RESOLVED","",0
"IN10273501","RESOLVED","",0
"IN10273502","RESOLVED","",0
"IN10273503","RESOLVED","",0
"IN10273504","RESOLVED","",0
"IN10273505","RESOLVED","",0
"IN10273506","RESOLVED","",0
"IN10273507","RESOLVED","",0
"IN10273508","RESOLVED","",0
"IN10273509","RESOLVED","",0
"IN10273510","RESOLVED","",0
"IN10273511","RESOLVED","",0
"IN10273512","RESOLVED","",0
"IN10273513","RESOLVED","",0
"IN10273514","RESOLVED","",0
"IN10273515","RESOLVED","",0
"IN10273516","RESOLVED","",0
"IN10273517","RESOLVED","",0
"IN10273518","RESOLVED","",0
"IN10273519","RESOLVED","",0
"IN10273520","RESOLVED","",0
"IN10273521","RESOLVED","",0
"IN10273522","RESOLVED","",0
"IN10273523","RESOLVED","",0
"IN10273524","RESOLVED","",0
"IN10273526","RESOLVED","",0
"IN10273527","RESOLVED","",0
"IN10273528","RESOLVED","",0
"IN10273529","RESOLVED","",0
"IN10273530","RESOLVED","",0
"IN10273531","RESOLVED","",0
"IN10273532","RESOLVED","",0
"IN10273533","RESOLVED","",0
"IN10273534","RESOLVED","",0
"IN10273535","RESOLVED","",0
"IN10273536","RESOLVED","",0
"IN10273537","RESOLVED","",0
"IN10273538","RESOLVED","",0
"IN10273539","RESOLVED","",0
"IN10273540","RESOLVED","",0
"IN10273541","RESOLVED","",0
"IN10273543","RESOLVED","",0
"IN10273544","RESOLVED","",0
"IN10273545","RESOLVED","",0
"IN10273546","RESOLVED","",0
"IN10273547","RESOLVED","",0
"IN10273548","RESOLVED","",0
"IN10273549","RESOLVED","",0
"IN10273550","RESOLVED","",0
"IN10273551","RESOLVED","",0
"IN10273552","RESOLVED","",0
"IN10273553","RESOLVED","",0
"IN10273554","RESOLVED","",0
"IN10273555","RESOLVED","",0
"IN10273556","RESOLVED","",0
"IN10273557","RESOLVED","",0
"IN10273558","RESOLVED","",0
"IN10273559","RESOLVED","",0
"IN10273560","RESOLVED","",0
"IN10273561","RESOLVED","",0
"IN10273562","RESOLVED","",0
"IN10273563","RESOLVED","",0
"IN10273564","RESOLVED","",0
"IN10273566","RESOLVED","",0
"IN10273567","RESOLVED","",0
"IN10273568","RESOLVED","",0
"IN10273569","RESOLVED","",0
"IN10273571","RESOLVED","",0
"IN10273572","RESOLVED","",0
"IN10273573","RESOLVED","",0
"IN10273575","RESOLVED","",0
"IN10273576","RESOLVED","",0
"IN10273577","RESOLVED","",0
"IN10273578","RESOLVED","",0
"IN10273579","RESOLVED","",0
"IN10273580","RESOLVED","",0
"IN10273581","RESOLVED","",0
"IN10273584","RESOLVED","",0
"IN10273585","RESOLVED","",0
"IN10273586","RESOLVED","",0
"IN10273587","RESOLVED","",0
"IN10273589","RESOLVED","",0
"IN10273590","RESOLVED","",0
"IN10273591","RESOLVED","",0
"IN10273592","RESOLVED","",0
"IN10273594","RESOLVED","",0
"IN10273595","RESOLVED","",0
"IN10273596","RESOLVED","",0
"IN10273597","RESOLVED","",0
"IN10273598","RESOLVED","",0
"IN10273599","RESOLVED","",0
"IN10273600","RESOLVED","",0
"IN10273601","RESOLVED","",0
"IN10273602","RESOLVED","",0
"IN10273603","RESOLVED","",0
"IN10273605","RESOLVED","",0
"IN10273606","RESOLVED","",0
"IN10273607","RESOLVED","",0
"IN10273609","RESOLVED","",0
"IN10273610","RESOLVED","",0
"IN10273612","RESOLVED","",0
"IN10273613","RESOLVED","",0
"IN10273614","RESOLVED","",0
"IN10273615","RESOLVED","",0
"IN10273616","RESOLVED","",0
"IN10273617","RESOLVED","",0
"IN10273618","RESOLVED","",0
"IN10273619","RESOLVED","",0
"IN10273620","RESOLVED","",0
"IN10273621","RESOLVED","",0
"IN10273622","RESOLVED","",0
"IN10273624","RESOLVED","",0
"IN10273625","RESOLVED","",0
"IN10273626","RESOLVED","",0
"IN10273628","RESOLVED","",0
"IN10273629","RESOLVED","",0
"IN10273630","RESOLVED","",0
"IN10273632","RESOLVED","",0
"IN10273633","RESOLVED","",0
"IN10273634","RESOLVED","",0
"IN10273635","RESOLVED","",0
"IN10273636","RESOLVED","",0
"IN10273637","RESOLVED","",0
"IN10273638","RESOLVED","",0
"IN10273639","RESOLVED","",0
"IN10273640","RESOLVED","",0
"IN10273641","RESOLVED","",0
"IN10273643","RESOLVED","",0
"IN10273644","RESOLVED","",0
"IN10273645","RESOLVED","",0
"IN10273646","RESOLVED","",0
"IN10273647","RESOLVED","",0
"IN10273648","RESOLVED","",0
"IN10273649","RESOLVED","",0
"IN10273650","RESOLVED","",0
"IN10273651","RESOLVED","",0
"IN10273652","RESOLVED","",0
"IN10273654","RESOLVED","",0
"IN10273655","RESOLVED","",0
"IN10273656","RESOLVED","",0
"IN10273657","RESOLVED","",0
"IN10273658","RESOLVED","",0
"IN10273659","RESOLVED","",0
"IN10273660","RESOLVED","",0
"IN10273661","RESOLVED","",0
"IN10273662","RESOLVED","",0
"IN10273663","RESOLVED","",0
"IN10273665","RESOLVED","",0
"IN10273665","RESOLVED","",0
"IN10273666","RESOLVED","",0
"IN10273668","RESOLVED","",0
"IN10273669","RESOLVED","",0
"IN10273670","RESOLVED","",0
"IN10273672","RESOLVED","",0
"IN10273673","RESOLVED","",0
"IN10273674","RESOLVED","",0
"IN10273675","RESOLVED","",0
"IN10273676","RESOLVED","",0
"IN10273677","RESOLVED","",0
"IN10273678","RESOLVED","",0
"IN10273679","RESOLVED","",0
"IN10273681","RESOLVED","",0
"IN10273682","RESOLVED","",0
"IN10273683","RESOLVED","",0
"IN10273684","RESOLVED","",0
"IN10273685","RESOLVED","",0
"IN10273686","RESOLVED","",0
"IN10273687","RESOLVED","",0
"IN10273688","RESOLVED","",0
"IN10273689","RESOLVED","",0
"IN10273691","RESOLVED","",0
"IN10273692","RESOLVED","",0
"IN10273693","RESOLVED","",0
"IN10273694","RESOLVED","",0
"IN10273695","RESOLVED","",0
"IN10273696","RESOLVED","",0
"IN10273698","RESOLVED","",0
"IN10273701","RESOLVED","",0
"IN10273702","RESOLVED","",0
"IN10273703","RESOLVED","",0
"IN10273704","RESOLVED","",0
"IN10273705","RESOLVED","",0
"IN10273706","RESOLVED","",0
"IN10273707","RESOLVED","",0
"IN10273708","RESOLVED","",0
"IN10273709","RESOLVED","",0
"IN10273710","RESOLVED","",0
"IN10273711","RESOLVED","",0
"IN10273712","RESOLVED","",0
"IN10273713","RESOLVED","",0
"IN10273714","RESOLVED","",0
"IN10273716","RESOLVED","",0
"IN10273718","RESOLVED","",0
"IN10273720","RESOLVED","",0
"IN10273721","RESOLVED","",0
"IN10273722","RESOLVED","",0
"IN10273723","RESOLVED","",0
"IN10273724","RESOLVED","",0
"IN10273725","RESOLVED","",0
"IN10273726","RESOLVED","",0
"IN10273729","RESOLVED","",0
"IN10273730","RESOLVED","",0
"IN10273731","RESOLVED","",0
"IN10273732","RESOLVED","",0
"IN10273733","RESOLVED","",0
"IN10273735","RESOLVED","",0
"IN10273736","RESOLVED","",0
"IN10273737","RESOLVED","",0
"IN10273738","RESOLVED","",0
"IN10273739","RESOLVED","",0
"IN10273740","RESOLVED","",0
"IN10273741","RESOLVED","",0
"IN10273742","RESOLVED","",0
"IN10273744","RESOLVED","",0
"IN10273745","RESOLVED","",0
"IN10273752","RESOLVED","",0
"IN10273754","RESOLVED","",0
"IN10273755","RESOLVED","",0
"IN10273757","RESOLVED","",0
"IN10273760","RESOLVED","",0
"IN10273761","RESOLVED","",0
"IN10273763","RESOLVED","",0
"IN10273764","RESOLVED","",0
"IN10273765","RESOLVED","",0
"IN10273766","RESOLVED","",0
"IN10273767","RESOLVED","",0
"IN10273768","RESOLVED","",0
"IN10273770","RESOLVED","",0
"IN10273771","RESOLVED","",0
"IN10273772","RESOLVED","",0
"IN10273773","RESOLVED","",0
"IN10273774","RESOLVED","",0
"IN10273777","RESOLVED","",0
"IN10273778","RESOLVED","",0
"IN10273781","RESOLVED","",0
"IN10273782","RESOLVED","",0
"IN10273783","RESOLVED","",0
"IN10273784","RESOLVED","",0
"IN10273786","RESOLVED","",0
"IN10273791","RESOLVED","",0
"IN10273793","RESOLVED","",0
"IN10273794","RESOLVED","",0
"IN10273796","RESOLVED","",0
"IN10273798","RESOLVED","",0
"IN10273799","RESOLVED","",0
"IN10273800","RESOLVED","",0
"IN10273801","RESOLVED","",0
"IN10273803","RESOLVED","",0
"IN10273804","RESOLVED","",0
"IN10273806","RESOLVED","",0
"IN10273807","RESOLVED","",0
"IN10273808","RESOLVED","",0
"IN10273809","RESOLVED","",0
"IN10273810","RESOLVED","",0
"IN10273811","RESOLVED","",0
"IN10273812","RESOLVED","",0
"IN10273813","RESOLVED","",0
"IN10273814","RESOLVED","",0
"IN10273816","RESOLVED","",0
"IN10273817","RESOLVED","",0
"IN10273819","RESOLVED","",0
"IN10273820","RESOLVED","",0
"IN10273822","RESOLVED","",0
"IN10273823","RESOLVED","",0
"IN10273824","RESOLVED","",0
"IN10273825","RESOLVED","",0
"IN10273826","RESOLVED","",0
"IN10273827","RESOLVED","",0
"IN10273828","RESOLVED","",0
"IN10273829","RESOLVED","",0
"IN10273830","RESOLVED","",0
"IN10273831","RESOLVED","",0
"IN10273832","RESOLVED","",0
"IN10273833","RESOLVED","",0
"IN10273834","RESOLVED","",0
"IN10273835","RESOLVED","",0
"IN10273837","RESOLVED","",0
"IN10273838","RESOLVED","",0
"IN10273839","RESOLVED","",0
"IN10273840","RESOLVED","",0
"IN10273841","RESOLVED","",0
"IN10273842","RESOLVED","",0
"IN10273843","RESOLVED","",0
"IN10273845","RESOLVED","",0
"IN10273846","RESOLVED","",0
"IN10273847","RESOLVED","",0
"IN10273848","RESOLVED","",0
"IN10273849","RESOLVED","",0
"IN10273850","RESOLVED","",0
"IN10273852","RESOLVED","",0
"IN10273853","RESOLVED","",0
"IN10273854","RESOLVED","",0
"IN10273855","RESOLVED","",0
"IN10273856","RESOLVED","",0
"IN10273857","RESOLVED","",0
"IN10273858","RESOLVED","",0
"IN10273859","RESOLVED","",0
"IN10273860","RESOLVED","",0
"IN10273863","RESOLVED","",0
"IN10273864","RESOLVED","",0
"IN10273865","RESOLVED","",0
"IN10273868","RESOLVED","",0
"IN10273869","RESOLVED","",0
"IN10273870","RESOLVED","",0
"IN10273872","RESOLVED","",0
"IN10273873","RESOLVED","",0
"IN10273875","RESOLVED","",0
"IN10273876","RESOLVED","",0
"IN10273878","RESOLVED","",0
"IN10273879","RESOLVED","",0
"IN10273880","RESOLVED","",0
"IN10273881","RESOLVED","",0
"IN10273882","RESOLVED","",0
"IN10273883","RESOLVED","",0
"IN10273912","RESOLVED","",0
"IN10273928","RESOLVED","",0
"IN10273945","RESOLVED","",0
"IN10273946","RESOLVED","",0
"IN10273950","RESOLVED","",0
"IN10273964","RESOLVED","",0
"IN10273972","RESOLVED","",0
"IN10273980","RESOLVED","",0
"IN10273985","RESOLVED","",0
"IN10273991","RESOLVED","",0
"IN10273996","RESOLVED","",0
"IN10274000","RESOLVED","",0
