Team Name,Team Amount Raised,Team Member Count
"Rapid Thigh Movement",1402.65,11
"SPX Staff",1702.4,11
"STTICCKKM REX",2685.4,11
"Scambled Legs",4379.21,11
"Small Steps Matter",3809.35,11
"Social Walkers",157.5,11
"Sole mates",3868.88,11
"Step and Connect",2252.85,11
"Strut Squad",2438.4,11
"Sunsets",2959.65,11
"Sunshine Superstars MW",433.25,11
"Sydney Girls",4287.7,11
"TEAM ""Pavement Shredders""",1768.3,11
"Team Kajan",1069.8,11
"Team Kingston",520.9,11
"Team Raven",1993.2,11
"The Cooligans",2524.9,11
"The Family Unit",719.05,11
"The Mighty Maridahdi Movers",3718.6,11
"The Mighty Minds",2558.9,11
"The O’Brien Offsprings",3113.55,11
"The Place Agency",3812.5,11
"The Proclaimers",1696.9,11
"The Red Hot Chilli Stepperz",2676.15,11
"The Strollers",2891.65,11
"The Wee Dotes",1609.05,11
"The wobblers",660,11
"Tough Guy Book Club",1607.8,11
"Towradgi  Trekkers",3358.65,11
"Tribe Northmead",1390.8,11
"Trustee Walkers",624.55,11
"Tuck n Turn",4236.09,11
"Turtle Power",699.95,11
"UON ICT Project - Team 1",16953,11
"Virtual Randoms",2616.55,11
"Visual dreaming",57.75,11
"Walk for MH",850.86,11
"Walk for Mark",6053.3,11
"Walk on by",1691.6,11
"Walk the Walk!",348.5,11
"Walk with Funstons",661.4,11
"Walking Worldchangers",4555.8,11
"WalktheTalkTogether",720.05,11
"Warrikal",6120.6,11
"Warrior Women",475.9,11
"We stand together",830.25,11
"Wildernesswarriors",2226.05,11
"Wollongong City Council OD Team",2881.2,11
"Zenith strength & Performance",1363.45,11
"cowalkers",266.75,11
"mOTivate your mind",3605.15,11
"thegals",1036.35,11
"""Not all who wander are lost""",1177,9
"#SouthernBaysideFinest",1787.73,9
"#TeamSmithandFriends",1069.2,9
"#liamslegacy",5538.85,9
"3 friends",786.45,9
"50 Shades of Healing",397.97,9
"ANZ SBB Customer Connect",1182.1,9
"APVMA happy feet",1739.15,9
"Active Soles",500,9
"Alessia, Bennett, Bridgette, Clodagh, Gaby, Rachel",3824.95,9
"All About the Bubbles",1926.8,9
"Australian Breastfeeding Project",824.95,9
"Azza’s Army",2845.8,9
"Baliklindog",1909.8,9
"Blackbutt’s Brave Warriors",3676.85,9
"Blossom",436.5,9
"Bluewater Sole Sisters",2144.55,9
"Boardriders ANZ",3068.9,9
"Brisbane Corporate",1029.1,9
"Bros",52.5,9
"Brothers & Sisters",1149.55,9
"CDFHS Cluster",855.75,9
"CVAS Staff",733.2,9
"Caffeine Express",905.23,9
"CareNfitness's Fitfam",388.5,9
"Cessnock Wellbeing Team",254.75,9
"Chafing The Dream - 500 Miles",5210.35,9
"Chafing the dream together",5376.8,9
"Coles liquor team Delish!",3356.95,9
"Considines Insurance Services",3010.85,9
"Creative Garden MA",650.2,9
"DANCING QUEENS",1145.9,9
"Department of Archaeology and History, LTU",172.85,9
"Disaster Relief Australia",2321.6,9
"Educating Angels",1414.5,9
"FFV The Young & The Breathless",1519.65,9
"FISHI",1773.95,9
"Faraway Farm",2358.1,9
"Fitness First QUEENSLAND PROFESSIONAL WALKERS",10,9
"Fitness Freak",706.15,9
"Foxy coxy’s",318.65,9
"GOODLIFE Rockhampton",324.45,9
"Get some walk on your fork",603.25,9
"Getting on...",1619.85,9
"Goodlife Dernancourt",163.8,9
"Goodstart Heidelberg Striders",429.25,9
"Goodstart Pound Road South",742.3,9
"Green Chimp Nation",2167.55,9
"Gwando Greats",1775.5,9
"Gymsters Do Roam",3090.45,9
"Hello sunshine",435.5,9
"Husband Family and Friends",3489.8,9
"IN THIS TOGETHER!",4446.45,9
"Ice Ice Walkers",7524.8,9
"Jetsons Gals",292,9
"Jetts QLD",596.75,9
"Jetts Victoria",2755.7,9
"John Blythe Child Psychology",3714.8,9
"Kilo-metres",489.5,9
"Kolmeo",1165.6,9
"L Block",5.25,9
"LLAFT",3488.95,9
"LYL's",1972,9
"Leethal Weapons",4556,9
"Lulu's Hiking Group",1222.7,9
"Mabel Park SHS",2811.5,9
"Maria’s Angels",479,9
"Matt Bros Sales Stars",1524.7,9
"Melton PT",1631.35,9
"Mighty KMdom",1823.6,9
"Miles and smiles",1762.28,9
"Move to the groove",1494.4,9
"Move4Mind",1378.85,9
"NALHN Pharmers",288.88,9
"Nepean Pineapples 🍍",1633.6,9
"Never give up!",1250.2,9
"Newton Real Estate",2613.9,9
"Nick's Allstars",5286.65,9
"Nourish - Donnybrook",613.35,9
"N’Stars - Every Mind Matters",4411.3,9
"ODM Office",1104.3,9
"Octoberfeet",419.05,9
"One Foot In Front of the Other Team (#OFIFOTOT)",2343.75,9
"Orange Team",882.4,9
"Our Mob",6255.65,9
"PBF Babes",3128.25,9
"Pam’s butterflys",804.1,9
"PediCure",852.75,9
"Penrith BR Dream Team",264.75,9
"Pink Hearts",253.95,9
"Placid & Productive",1256.63,9
"Puppy Walkers",666.75,9
"ROONDOGS AND CO",1082.38,9
"RUN RUN RUN",1884.35,9
"Rouse Hill Chickens",755,9
"Run, Walk & Talk x",5322.6,9
"SQC Dream Team",1721.5,9
"Sector Support",57.75,9
"She’ll be right",68.25,9
"Silver linings",147,9
"Sisters in Blue",3170.9,9
"Slogtober",2589.52,9
"Sole Sisters",4087.05,9
"South Coast Territory",1342.15,9
"Speak up!",846.15,9
"Splunk4Walkies!!",1412.15,9
"Sprinkle Love Wherever You Go.",603,9
"Step Together",2330.3,9
"Steppin' Up",2318.8,9
"Steps for Mental Health",2545.55,9
"Steptacular",1585.45,9
"Street Roller Hockey League Sydney",1601.55,9
"Stumbling along!",326.25,9
"TBS ELIZABETH",1301.95,9
"TRI-TANIUM",2189.45,9
"TT&C",939.5,9
"Talkie Walkies",1148.25,9
"Team Arjo",600.5,9
"Team CoCo",7051.1,9
"Team Kate",1949,9
"Team Konvoy",8764.15,9
"Team Kylie",714.9,9
"Team Ladkins",3217.9,9
"Team Mr Jangles",131.25,9
"Team Package",983.4,9
"Team Red Hot Chilli Steppers",170.75,9
"Team aMAISing",83.5,9
"Tenacious Turtles",1384.15,9
"The Achievers!",2149.75,9
"The Archangles 💙",3945.75,9
"The Hot Steppers",3120.35,9
"The Mental Health Walkers",15.75,9
"The No Hill Walking Crew",252.5,9
"The One Where They All Put One Foot Forward",1056.55,9
"The Orchards Aged Care",1526.9,9
"The Others",3218.75,9
"The Permit Perambulators",314.2,9
"The Razr Backs",1339.95,9
"The Sensational Stepping Oracles of VHPS",2883.7,9
"The Vault Bookkeeping",3298.1,9
"The Village Team",258.45,9
"The Walking Lifeguards",647.45,9
"The Walking Pack",347.6,9
"The Wilderpeople",6319.11,9
"The Wombles",3071.7,9
"Too Many Steps",1965.18,9
"Tradeswomen Australia Team",2832.75,9
"Trekk Advisory - Brisbane",2997.35,9
"Truth Walks",3029.05,9
"Utopia",1955.75,9
"VeryHappyFeet",879.2,9
"WHODAT?",739.7,9
"Walk 4 Jamie",869.45,9
"Walk 4 Wellness",1120.9,9
"Walk For Love 💗",1302.6,9
"Walk for Wellness",1843.35,9
"Walk, Stand, Stronger, Together! ❤️",2988.7,9
"Walkers and Talkers",2709.6,9
"Walking for Mental Health",2905.35,9
"Walking for friends",1076.45,9
"Walking talkies for mental health",1108,9
"Wellbeing @ SRW",867.1,9
"Women on Walkabout",1190.7,9
"You are enough",2065.42,9
"Zep Steps",1523.65,9
"_Walk this Way_",3346.95,9
"bad ass boss babes",3360.1,9
"just walking",1273.2,9
"vibey",161.7,9
"💫Team Brendo 💫",2758.5,9
"400,000 steps each.",2743.4,8
"Allegro superstars",210,8
"Andiamo In Hope",563.2,8
"Attadale Assembles",2604.85,8
"BNPS Dream Team",1100.75,8
"Be kind, Everyone is fighting their own battle.",459.95,8
"Bfirm Legends",5336.7,8
"Black Cats",3512.8,8
"Blood, Sweat & Beers",1176.43,8
"ButlerWhanau",31.5,8
"CCU Steppers",282.95,8
"Cairo Wanderers",288.45,8
"Call us Christopher, cause we're Walken",1846.15,8
"Caruso team",392.95,8
"Charlie’s Ankles",681.1,8
"Clarke Oval Cavaliers",3030.1,8
"Clinical Care Coordination Team",357.9,8
"Community Services #1",1149.1,8
"Conseth",966.25,8
"Corefleet",1211.4,8
"Coulton Clan",819.35,8
"Del and Kimi",1332.5,8
"Denden’s walk",1548.35,8
"DogTorque",3365.15,8
"Don't stop until you step enough",1225.8,8
"Echo Company - 1st Recruit Training Battalion",5254.85,8
"Every man & his dog",26.25,8
"Evolve Health Illawarra",2091.75,8
"Flying",1690.75,8
"For Ryan ❤️",1782.55,8
"For Shaun 💚",553.7,8
"Forever 23",1079.9,8
"G- Force",1146,8
"G2 awesome",2082.85,8
"GAWB Level 2 Team",211.7,8
"GO TEAM",4851.75,8
"Get fit with nick personal trainer",2038.75,8
"Geyer/Valmont Design team",1059.45,8
"Girls Kickin Up The Country",1056.2,8
"Going the Extra Mile",430.5,8
"Goodlife Bardon",491.75,8
"Goodlife Carseldine",31.5,8
"Goodlife Floreat",91.25,8
"Governance and Internal Control",1861.8,8
"Gratitude Gang",103.95,8
"HELPING HEARTS",108.2,8
"Halo",266.7,8
"Healthy Minds encourage Positive Lives",958.3,8
"Hello Kitties",3297.25,8
"Here Come the Hot Steppers",1219.35,8
"High Strollers",145.95,8
"Hodges Prahran",89.25,8
"Holistic Lifestyle Services",105,8
"Hot Flashers",908.6,8
"Huns",2633.25,8
"I think I can !",2477.75,8
"Impact Walking",220,8
"In memory of Darryl Jaques",475.95,8
"JABS - Just Another Bold Step",1602.45,8
"JUSTICE TEAM",4030.35,8
"Jaunty Jammers",1807.25,8
"Jbaybrasbrotherhood",40.95,8
"Jones Fam Bam",1453.95,8
"Keep going - the best is yet to come",191.75,8
"Kilometres with Kin 👣",505.31,8
"LET'S HAVE FUN IN THIS LOCKDOWN",1250.9,8
"Larter Consulting",1206.85,8
"Legs Do This",960.65,8
"Lizzy’s Team",605,8
"Lollylegs",424.2,8
"Luke Skywalkers",1426.45,8
"Lulu Lattes",2352.37,8
"MACCA",124.75,8
"MCHS",15,8
"Mansi G",219.25,8
"Marchese Partners",40.95,8
"Marvelous Ops team Vic",243.6,8
"Maryann Team",368.2,8
"Medline Foot Rockers",105,8
"Mental Health Matters To Everyone",2062.15,8
"Mental Heath Awareness Walk",1063.46,8
"Mental Mates United",1069.95,8
"Merewether Advance SFC",738.6,8
"Mighty Minds",2953.7,8
"Mighty Morphin Power Walkers",1406.35,8
"Miles for Smiles",700.35,8
"Mitcham Movers",1043.9,8
"Mixed Nuts",850.1,8
"Moves Like Jagger",1639.75,8
"Moving with PACe",1542.25,8
"Mt Gambier Reds",401.65,8
"Mt Lawley Mad Dogs",685.4,8
"Mummas on a mission",192.75,8
"N*SYNCOPE",1062.7,8
"Nighthaven - Empowered Learning",2034.2,8
"Not fast just furious",460.55,8
"NotSoFitGals",1320.7,8
"Out-Walking the Dog",2622.65,8
"Pace Cadets",543.95,8
"Pest is best",2580.85,8
"Pimp my Stride",266.5,8
"Pïmp My $$tride!",777.45,8
"Red Hot Chili Steppers 21",93.45,8
"Robots Rovers",1238.3,8
"SW WGHG",310,8
"SWAT - sprinters, walkers and talkers",3785.8,8
"Satori",436.45,8
"Schuldt family",1035.5,8
"Shake It Off",2973.8,8
"Sista's 87",3120,8
"Slow down for what?",1758.4,8
"So far so good...",1882.45,8
"Solidarity for Suicide",1114.25,8
"Sore but sturdy",1774.8,8
"Spaniel’s Leepshuns",412.9,8
"Spragg Walkers",666.45,8
"St. George’s College",173.25,8
"Stepin up",638.15,8
"Stepping out",1153.95,8
"Stormers for mental health",1404.35,8
"Super COS",1867.3,8
"Systems Sisters",173.5,8
"TBC",1899.77,8
"Tater Trots",2541.8,8
"Team AI",1060.45,8
"Team Breathless",1674.4,8
"Team CFS Hinchinbrook",2894.2,8
"Team Flow",135.45,8
"Team McKern",2371.1,8
"Team PMO!",2877.95,8
"Team SA",88.2,8
"Team Scotsburn",2196.2,8
"Team Sykes",2348.2,8
"The A Team",26.5,8
"The ECCC Team",281,8
"The Early Risers",538.25,8
"The Fockers",1226.5,8
"The Illawarra Rainbow Community",1079.34,8
"The Movers",5094.6,8
"The Oddballs",178.5,8
"The Pant-ers",343.35,8
"The Pedestrians",964.1,8
"The Real A Team",926,8
"The Running Jokes",2131.6,8
"The Terminators",1994.9,8
"The Township",1681.65,8
"The White Glove Effect",291.9,8
"The Young & The Breathless",3147.4,8
"The best team",457.14,8
"The high risers",286.4,8
"The struggle is real",168,8
"These Boots",30,8
"Thunder",3938.55,8
"Time Heals Everything",1022.65,8
"Tronox OTD",287.7,8
"UTS Beta Alpha Psi",308.25,8
"Under Pressure",658.1,8
"WCIG",540.9,8
"WORK180",1178.4,8
"Walk for Zachary!",955.75,8
"Walkers for a cause",2299.7,8
"Walkertrons",487.9,8
"Walking Dawgs",1874.2,8
"Walking Mums",2287.8,8
"Walking dogs",1136.8,8
"Walking with my homies",1743.49,8
"Walking4Mental Health",1069.95,8
"WattHopkinsClan",93.25,8
"We Will Survive",208.95,8
"We are stronger together by Nena",128.95,8
"Weekend Warriors",3528.7,8
"Well-being Walkers",3055.85,8
"Wellways Walkers",430.5,8
"Western Walking Warriors",987.15,8
"We’ve Got This!",1072.15,8
"Why not?",2892.45,8
"Wine and Wisdom",670.95,8
"Witness the Fitness",1883.5,8
"Wonthaggi Road Runners",5879.95,8
"Workplace Research Team",4015.3,8
"Yeah The Girls",1164.45,8
"Your Tribe",1051.7,8
"Your Worth It",1620.4,8
"gn-anz-technology",1121.25,8
"jimmyandthejets",1881.1,8
"sinclairette’s",2529.95,8
"the JAAG",1551.2,8
"‘Creating Harmony & Love’",660.2,8
"#WHANAU4LIFE",793.25,7
"10,000 Steps in Time",99.8,7
"14 Feet",381,7
"2000",158.95,7
"3 Ducks Psychology",1927.8,7
"5 Great Gallantly Guidos",606.45,7
"93 Faulkner St Team",1530.5,7
"APM Inala",494.75,7
"AV Chicks",1525.35,7
"Admin Annihilators",1287.1,7
"Albany Cares",1553.65,7
"All Connected",649.1,7
"Almighty",96.5,7
"AmaceFaces",102.95,7
"Amaranth",985.5,7
"Amigos",1587.15,7
"Anchor Estate",36.75,7
"Armidale-MentalHealth-Walkers",1102.18,7
"August Marmy",3378.1,7
"BIGMACFAM",1046.05,7
"Babies",1053.7,7
"Baby steps",63,7
"Baxters",1770,7
"Be The Impossible",3020.6,7
"Be active",26.25,7
"Beating the COVID Blues",3183.15,7
"Been There, Run That",481.45,7
"Big Steps Towards Mental Health",1062.35,7
"Bin Chicken's",68.25,7
"Bitches Be Crazy Walking",968.35,7
"Boo Boo Fam",123.5,7
"Boss Women",1015.8,7
"Bowen QAS",364.35,7
"Brissie and back",795.9,7
"Brontë's Bunch",3169.25,7
"Bunnings Trade South East Team",3572.2,7
"Burdekin Christian College Early Learning Centre",820.95,7
"Bush to beach",606.65,7
"CC FITNESS ADDICTS",42,7
"CJ has hope",674,7
"Caltex Jerilderie",1080.95,7
"Care Bears",456.05,7
"Cenvet NSW",696.7,7
"Chaffing the Dream",1189.55,7
"Chess Club",498.08,7
"Chicken Nut Breads",68.25,7
"Come Together",868.65,7
"Community Liaison",210.75,7
"Concrete Boots Bar",368.2,7
"Connex Thermomix Branch",1959.7,7
"Coolah Bakery Staff",468.65,7
"D3VS",185.75,7
"DS COS team",1806,7
"De Ainjewls",1287.75,7
"Doing it for Dave",332,7
"Doing it for croissants",704.15,7
"Don’t Stop till you Step Enough",1258.25,7
"ED PSA SUPERSTARS",368.5,7
"EIRS Walkie Talkies",150,7
"EMPOWERED HEALTH AND FITNESS",165.95,7
"EMPOWERability Inc",3468.05,7
"Em Craig Challengers",1731.3,7
"Empowering Uniqueness",41,7
"Every Little Step",371.25,7
"Explorers Tarneit",227.9,7
"F.A.S.T First Aid Training",704.95,7
"Fam Walk for Mental Health",2149.35,7
"Family Law Team",729.95,7
"Family Ties",1028.25,7
"Fearless footsteps",78.75,7
"Fish Team",137.5,7
"Fitaz- Health for our mob",395.9,7
"FlameTrees",862.25,7
"Focus & Feel Good",429.75,7
"Foot Followers",1128.45,7
"Friday with Friends",3373.7,7
"GJ Team Blue",630.75,7
"GSSA",61.95,7
"Gals from the bush",808.25,7
"Gazelle Wannabes",3507.75,7
"Geraldton Suicide Prevention Action Group",910.8,7
"Getting our move on!",655.9,7
"GoJamo",1210.35,7
"Goodlife Holland Park",183.75,7
"Goodlife Kingsway",21,7
"Goodlife SA State Office",169.2,7
"Goodwin’s beating mental illness",1092.5,7
"Gordon siblings",2226.45,7
"Granny's Angels",792.95,7
"H2H Bayside",395.45,7
"HR Heroes",953.95,7
"Happy Feet GKR",2125.1,7
"Happy_Feet",3499.15,7
"Hauora Hinengaro",659.38,7
"Hayden and Matt",208.95,7
"Hazards Recovery Fundraising Team",1317.45,7
"Health is Wealth",720.7,7
"Hertz Gippsland",872.45,7
"Hitting the legs",1869.1,7
"Holistic Hilltop Healing",1606.9,7
"Hopetown School",1071.8,7
"ImJustStarting",1303.85,7
"In Balance Wellness",1485.5,7
"In Memory of Kyle Williams",1267.2,7
"Incredible People",446.9,7
"Ingenia Communities",1701.05,7
"Ireland Brown Constructions",1935,7
"It’s OK not to be OK",1416,7
"J-Ray FIT",1036.85,7
"Jabber walkies",1056.28,7
"Jackson's Angels",1001.45,7
"Jolly Amigos",88.2,7
"K.McGuinness 5 votes",346.4,7
"Katabelle",570.1,7
"Kelly Tillage",567,7
"Kil-o-Meters",1491.7,7
"Kilometre Klockers",1935.65,7
"LIquorice all Sorts",81.5,7
"LJ HOOKER coomera",198.5,7
"Ladybugs",782.75,7
"Lake Tuggeranong Lions",576.7,7
"Leg it with Lizzy",2234.7,7
"Legs 10",866.65,7
"Legs-Miserable",427.2,7
"Lemon Trees",753.75,7
"Let's do this",60.95,7
"Let's get talking and walking",1153.35,7
"Let’s do this",2237,7
"Leyton Property",8720.55,7
"Lighthouse",1538.4,7
"Living School team 1",748.7,7
"Lorna Jane Wagga",942.9,7
"Loup- Team 1",5040.85,7
"MBH Physios",341.5,7
"MDT Crew",844.4,7
"Mad house",1108.25,7
"Making a Difference (MAD)",3144.15,7
"March of the Bandits",3824.05,7
"Marks Minions",10.5,7
"Maryville Squad",338.75,7
"Mason family",1585.8,7
"Maternity United",1549.2,7
"Maven Stars",1825.35,7
"Menaces",103,7
"Mending mindsets",1776.5,7
"Mental health care",214.64,7
"Mills Oakley - Planning and Environment",2648.1,7
"Milton Family Team",805.5,7
"Minds in shape",303.5,7
"Mission Walkpossible",930.7,7
"Mob n dat",1537.6,7
"Muddy’s",554.95,7
"Mums Team!",26.25,7
"Muttley Crew",2094.8,7
"NOPS Central",2508.2,7
"Narrabri Pharmacy and Karen Carter Chemist",136.5,7
"No Uber in sight",888.45,7
"Not Fast, Not Furious, Just Fabulous",3941.9,7
"Not fast maybe just furious",954.7,7
"Nurch Team",1342.45,7
"OC Team",1397.7,7
"Ochre Health Medical Centre King Island",248.5,7
"One foot then the other",107,7
"Only About Children Waitara",1612.45,7
"Outback Trekkers",141.25,7
"P!NK BOLTS",607.6,7
"P&C Dream Team",1364.9,7
"P&C Trail Blazers",2071.45,7
"Pavement Pounders (Fulton Hogan IS Eastern)",1940.76,7
"Peace of mind",2067.3,7
"Peers Walking for Mental Health",933.3,7
"People and Safety Pacers",1008.3,7
"Pepall Clan",2393.05,7
"Perth Girls",2036.55,7
"Petals on the walk  🌻🌺🌹🌷🌸💐🍀🐾👣🐾",587.4,7
"Picton High School",2299.75,7
"Pink Panthers",959.5,7
"Pop Ups",1830.65,7
"Purple Feet",309.8,7
"Q'inti",2795.85,7
"RODRIGUEZFIT",1188.85,7
"RUN 101",5212.35,7
"Ragamuffins",640.05,7
"Raising awareness, erasing stigmas 🖤",1134.75,7
"Rockin' Researchers",979.45,7
"Rotaract E-Club of Melbourne",774.89,7
"Rotaract HKR",1447.4,7
"SCWA",255.15,7
"SNSW Web Walkers",816.9,7
"SWH Pharmacy",359,7
"Salisbury Highway Veterinary Surgery Team",1977.2,7
"Scrambled Legz",724.45,7
"Shake, Rattle and Stroll",1712.8,7
"Shining the Light for mental illness",5578.8,7
"Shinning stars",1613.96,7
"Shire of Dardanup",39,7
"Simply Healing",819.7,7
"Sole Survivorz",1477.35,7
"Solidarity",4248.4,7
"Spirit Maidens",593.35,7
"St John XXIII Primary School",907.4,7
"Stage 2 GPS",1007.4,7
"Stampede",919,7
"Step For A Cure",134,7
"Step up (to the streets)",2065.55,7
"Stepdads",2102.61,7
"Strategic Pacers",656.9,7
"Strikers",961.25,7
"Surf Coast Sharks",989.75,7
"TBYS Going The Distance",2208.1,7
"TSA Projects",905.7,7
"Tango Bravo Lima",1626.5,7
"Team A",730.2,7
"Team A A",393.9,7
"Team Best Foot Forward",1388.85,7
"Team Black Hawk",190.95,7
"Team Class Professionals",73.5,7
"Team DOCS",1488.25,7
"Team Dorahy",2001.35,7
"Team Hope!",1613.2,7
"Team Hunter",787.7,7
"Team Sunshine ☀️",7136.5,7
"Team Tess",1749,7
"Team Vivacity",170,7
"Team coasties",2163.5,7
"Tee's Team",648.75,7
"The A(lice) Team",3633.55,7
"The Boertjies",105,7
"The Bright Gang",141.75,7
"The Clan",856.55,7
"The Craig's",1503.35,7
"The E-Sharps (SunDoctors)",3152,7
"The Fields",159.6,7
"The Isle Of Goulburn",4710.65,7
"The Loop",2021.35,7
"The Mackas",243.95,7
"The McGuinness-Mayberry Clan",250,7
"The Mental Shift",324.45,7
"The Mind-Walkers",3701.15,7
"The Overachievers",4713.25,7
"The Palms Crew",1745.95,7
"The Skywalkers",585.4,7
"The Special-listerine",4447.75,7
"The Speech Tree",1000.3,7
"The Step Blisters",352.95,7
"The Step Sisters",3677.25,7
"The WILing Walkers",3185.95,7
"The Walk-tober team",977.95,7
"The Walking Bed",1974.05,7
"The two legged Crabb’s 🦀",1198.45,7
"The walking wenches",3149.75,7
"These boots are made for walkin'",2323.94,7
"Thunder Squad",819.9,7
"Tier 2",544.2,7
"TommyLove",1203.55,7
"Tread Well",4038.75,7
"True Fitletes",1301.65,7
"Tubby’s Saints",5845.45,7
"UR NOT ALONE",1176.95,7
"Vitasoy Australia Products",1207.8,7
"Walk Warriors",682.75,7
"Walk and talk",1159.45,7
"Walk in service",2158.95,7
"Walk the line",1573.75,7
"Walk with Claz For Mental Health",192.25,7
"Walk with Jo ✌😎",2419.85,7
"Walk, Talk, Smile and Breathe",747.2,7
"WalkALot",1058.6,7
"Walkaholic Sole Sisters",4227.25,7
"Walkers N Talkers",829.5,7
"Walking for fighters",729.2,7
"Walking it off",302.7,7
"Walking4Quinton 💗",4192.8,7
"Wandoan State School",181.7,7
"Warrior Queens",2283.05,7
"We Eat Avocardios for Breakfast",1813.6,7
"We Thought They Said Rum",159.6,7
"We walked and then we DRANNC",1427.65,7
"Wealth and Wellness",963.85,7
"Western Beaches",1650.75,7
"We’ve Got Sole",68.25,7
"Will Walk For Snacks",1447.7,7
"Williamstown Sports Team",1826.15,7
"Wollongong Community Corrections",646.25,7
"Wollongong Wanderers",3054.65,7
"Xplor-Walkaholics",710.5,7
"YNotRun",77.5,7
"Your pace or mine",215.5,7
"catch me if you can",872.65,7
"dinosaurs",357.2,7
"in this together ❤",3196.8,7
"super strollers",2792.6,7
"the m & m’s",1541.28,7
"“NEV”",7551.25,7
"• Team Opsession",1322.75,7
"#walk4mentalhealthawareness",1853.75,6
"1 forest 1",1434,6
"109 Chicas",1943.9,6
"189 Walay",196,6
"1step@atime",462,6
"2 Phat 1 Fit",350.7,6
"2-step",42,6
"20Sorelegs",1421.95,6
"A Different Reality",1113.05,6
"A Million Dreams",916.65,6
"A Step Ahead",1115.65,6
"A Walk With Steve",1093.4,6
"A day at a Time",2541.67,6
"AGoGo",450,6
"Abbey, Jacko, Charlotte & Jussy",1621.15,6
"Above The Odds",1182.1,6
"Academic Summits",42,6
"Accenture @ Macquarie",637.45,6
"ActionAbility team",726.5,6
"Ade’s Team",890,6
"Advantage NSW",1581.95,6
"Agony Of De Feets",1152.35,6
"All for One - One for All",430.5,6
"All sauces (and temperatures) are welcome",709.4,6
"Amblers Anonymous",1786.4,6
"Arch Support",1010.6,6
"Arukah Life",686.5,6
"B-Team",525.15,6
"BD Dream Team",40.95,6
"BLERS",417.5,6
"Balanced Mind",3036.95,6
"Bark Avenue",587.95,6
"Be Recruitment",1091.05,6
"Beechworth Bakery Bendigo",540.5,6
"Belieber Turtles",210.75,6
"Berry Walk",867.75,6
"Best of the East Wing",460,6
"Better Days",120.75,6
"Between a Walk and a Hard Place",1410.95,6
"Bionic Bo’s Gang of Pirates",3029.85,6
"Black Dogs walk for suicide prevention",371,6
"Blue Birds",21,6
"Blue for MACY",756.7,6
"Blues to beat the Blues",2309.7,6
"Body Evolution Personal Training",299.9,6
"Boogie Bounce Bayside Fitness",1430.3,6
"Boot Scootin Babes",3121.4,6
"Bowebatons",1402.65,6
"Brackenbury Liu and Associates",2390.6,6
"Brad, Jen & Angelina",1129.1,6
"Brim25",21,6
"Bunker Bishes",448.95,6
"Busch Buddies",26.25,6
"CALMA Chameleons",409.25,6
"CBF Tribe",800.93,6
"CCC Walking for Change",2137.55,6
"CIT scholarship group",502.65,6
"COG IT - One Foot Forward",1252.1,6
"CWU Steppers",677.4,6
"Caldwell’s",774.95,6
"Carine Maths",533,6
"Carinya",307.25,6
"Carry Each Other's Burdens",1757.4,6
"Casual Frolicking Club",239.4,6
"Celebrating Ash",472.2,6
"Central Coast Youth For Youth",1117.35,6
"Chasing the ice cream truck!",434.3,6
"Chick Clique",2918.3,6
"Chicks with Class",555.95,6
"Chicks with Kicks",50,6
"ChoiceOne Champs",47.25,6
"City South Territory",1183.3,6
"Cold Potatoes",1226.5,6
"Conquerors",1062,6
"Conscious Kollective",265.5,6
"Cowan Family",2224,6
"DS Air",2048,6
"Da girls x",1279.2,6
"Dance like no one's watching",1417.35,6
"DeFiddes Family and Friends",421.5,6
"Deadly tracks",2187.35,6
"Djindarmin",462.2,6
"Doing it for Dev",1890.45,6
"Dokotela",904.45,6
"Dragonflies",2097.77,6
"Drop it like a Squad",699.15,6
"Dubbo Ballet Studio",980,6
"EPC Melbourne",1780.55,6
"Efforts Over Excuses",228.75,6
"Elevate Team",1335.2,6
"Empoweredcollective",365.45,6
"Ethell Family",354,6
"FAMILY WALK",84,6
"FF (Friends & Family) Crew",1779.65,6
"FIT Groupies",1248.28,6
"FLG marketing",1420.15,6
"Faith-Love-Hope",372.25,6
"Family Love",1575.7,6
"Family Support",1579.1,6
"Fearless Femmes",1106.35,6
"Fi's Chickens",965.9,6
"Finding Strengths",1962.85,6
"Fit AF",1256.4,6
"Fitbit steppers",1174.7,6
"Footloose",860.7,6
"For John",706.15,6
"Free spirits",1021.15,6
"Full Impact ITF Taekwondo Port Pirie",525.15,6
"GJ Red Herrings",1733.9,6
"GPG Team 1",284.2,6
"Game of Soles",418.95,6
"Gentle Runners, Avid Walkers",1095.05,6
"Gilly/Salter team!",1045.95,6
"Gin-tastic",2227.25,6
"Goal Getters",1091.27,6
"Gone Walkabouts",527.25,6
"Good Chat",460.4,6
"Goodlife Fortitude Valley",94.5,6
"Goodlife Hillarys",21,6
"Goodlife Mitcham",1719,6
"Goodlife Myaree",2816.35,6
"Goodlife Subiaco",219.5,6
"Great Strides",1097.34,6
"Guardian Lilyfield",93.45,6
"Gypsy Fairies 🧚‍♀️",1131.7,6
"HBNC One Foot Forward Team",47.25,6
"Hahn Premiums",3421.15,6
"Happy Feet !",630.25,6
"Happy Hikers",1684.9,6
"Hazelbrook Rural Fire Brigade",2582.65,6
"Here for you",1169.95,6
"Hidden Link Cafe",841.2,6
"Hines Variety",192.15,6
"Hope & Beyond",231.65,6
"Hound Dawgs",1439.45,6
