Megawatt Hours Demand,BA-Subregion,Date/Time
2456,"AZPS-N/A",2021-01-11 15:00:00.000
2464,"AZPS-N/A",2021-01-11 14:00:00.000
2552,"AZPS-N/A",2021-01-11 13:00:00.000
2715,"AZPS-N/A",2021-01-11 12:00:00.000
2938,"AZPS-N/A",2021-01-11 11:00:00.000
3254,"AZPS-N/A",2021-01-11 10:00:00.000
3646,"AZPS-N/A",2021-01-11 09:00:00.000
3855,"AZPS-N/A",2021-01-11 08:00:00.000
3587,"AZPS-N/A",2021-01-11 07:00:00.000
3271,"AZPS-N/A",2021-01-11 06:00:00.000
3031,"AZPS-N/A",2021-01-11 05:00:00.000
2891,"AZPS-N/A",2021-01-11 04:00:00.000
2841,"AZPS-N/A",2021-01-11 03:00:00.000
2840,"AZPS-N/A",2021-01-11 02:00:00.000
2850,"AZPS-N/A",2021-01-11 01:00:00.000
2896,"AZPS-N/A",2021-01-11 00:00:00.000
3046,"AZPS-N/A",2021-01-10 23:00:00.000
3184,"AZPS-N/A",2021-01-10 22:00:00.000
3248,"AZPS-N/A",2021-01-10 21:00:00.000
3276,"AZPS-N/A",2021-01-10 20:00:00.000
3296,"AZPS-N/A",2021-01-10 19:00:00.000
3053,"AZPS-N/A",2021-01-10 18:00:00.000
2736,"AZPS-N/A",2021-01-10 17:00:00.000
2425,"AZPS-N/A",2021-01-10 16:00:00.000
2320,"AZPS-N/A",2021-01-10 15:00:00.000
2305,"AZPS-N/A",2021-01-10 14:00:00.000
2397,"AZPS-N/A",2021-01-10 13:00:00.000
2518,"AZPS-N/A",2021-01-10 12:00:00.000
2742,"AZPS-N/A",2021-01-10 11:00:00.000
3010,"AZPS-N/A",2021-01-10 10:00:00.000
3315,"AZPS-N/A",2021-01-10 09:00:00.000
3387,"AZPS-N/A",2021-01-10 08:00:00.000
3215,"AZPS-N/A",2021-01-10 07:00:00.000
3032,"AZPS-N/A",2021-01-10 06:00:00.000
2903,"AZPS-N/A",2021-01-10 05:00:00.000
2832,"AZPS-N/A",2021-01-10 04:00:00.000
2790,"AZPS-N/A",2021-01-10 03:00:00.000
2794,"AZPS-N/A",2021-01-10 02:00:00.000
2819,"AZPS-N/A",2021-01-10 01:00:00.000
2899,"AZPS-N/A",2021-01-10 00:00:00.000
3010,"AZPS-N/A",2021-01-09 23:00:00.000
3122,"AZPS-N/A",2021-01-09 22:00:00.000
3201,"AZPS-N/A",2021-01-09 21:00:00.000
3236,"AZPS-N/A",2021-01-09 20:00:00.000
3259,"AZPS-N/A",2021-01-09 19:00:00.000
3048,"AZPS-N/A",2021-01-09 18:00:00.000
2702,"AZPS-N/A",2021-01-09 17:00:00.000
2479,"AZPS-N/A",2021-01-09 16:00:00.000
2360,"AZPS-N/A",2021-01-09 15:00:00.000
2358,"AZPS-N/A",2021-01-09 14:00:00.000
2452,"AZPS-N/A",2021-01-09 13:00:00.000
2609,"AZPS-N/A",2021-01-09 12:00:00.000
2840,"AZPS-N/A",2021-01-09 11:00:00.000
3135,"AZPS-N/A",2021-01-09 10:00:00.000
3466,"AZPS-N/A",2021-01-09 09:00:00.000
3521,"AZPS-N/A",2021-01-09 08:00:00.000
3336,"AZPS-N/A",2021-01-09 07:00:00.000
3137,"AZPS-N/A",2021-01-09 06:00:00.000
2978,"AZPS-N/A",2021-01-09 05:00:00.000
2885,"AZPS-N/A",2021-01-09 04:00:00.000
2828,"AZPS-N/A",2021-01-09 03:00:00.000
2846,"AZPS-N/A",2021-01-09 02:00:00.000
2865,"AZPS-N/A",2021-01-09 01:00:00.000
2943,"AZPS-N/A",2021-01-09 00:00:00.000
3059,"AZPS-N/A",2021-01-08 23:00:00.000
3162,"AZPS-N/A",2021-01-08 22:00:00.000
3206,"AZPS-N/A",2021-01-08 21:00:00.000
3219,"AZPS-N/A",2021-01-08 20:00:00.000
3262,"AZPS-N/A",2021-01-08 19:00:00.000
3054,"AZPS-N/A",2021-01-08 18:00:00.000
2728,"AZPS-N/A",2021-01-08 17:00:00.000
2642,"AZPS-N/A",2021-01-08 16:00:00.000
2689,"AZPS-N/A",2021-01-08 15:00:00.000
2571,"AZPS-N/A",2021-01-08 14:00:00.000
2565,"AZPS-N/A",2021-01-08 13:00:00.000
2668,"AZPS-N/A",2021-01-08 12:00:00.000
2923,"AZPS-N/A",2021-01-08 11:00:00.000
3233,"AZPS-N/A",2021-01-08 10:00:00.000
3611,"AZPS-N/A",2021-01-08 09:00:00.000
3762,"AZPS-N/A",2021-01-08 08:00:00.000
3556,"AZPS-N/A",2021-01-08 07:00:00.000
3223,"AZPS-N/A",2021-01-08 06:00:00.000
2974,"AZPS-N/A",2021-01-08 05:00:00.000
2845,"AZPS-N/A",2021-01-08 04:00:00.000
2796,"AZPS-N/A",2021-01-08 03:00:00.000
2790,"AZPS-N/A",2021-01-08 02:00:00.000
2826,"AZPS-N/A",2021-01-08 01:00:00.000
2895,"AZPS-N/A",2021-01-08 00:00:00.000
3036,"AZPS-N/A",2021-01-07 23:00:00.000
3180,"AZPS-N/A",2021-01-07 22:00:00.000
3258,"AZPS-N/A",2021-01-07 21:00:00.000
3282,"AZPS-N/A",2021-01-07 20:00:00.000
3309,"AZPS-N/A",2021-01-07 19:00:00.000
3109,"AZPS-N/A",2021-01-07 18:00:00.000
2753,"AZPS-N/A",2021-01-07 17:00:00.000
2546,"AZPS-N/A",2021-01-07 16:00:00.000
2468,"AZPS-N/A",2021-01-07 15:00:00.000
2489,"AZPS-N/A",2021-01-07 14:00:00.000
2558,"AZPS-N/A",2021-01-07 13:00:00.000
2700,"AZPS-N/A",2021-01-07 12:00:00.000
2917,"AZPS-N/A",2021-01-07 11:00:00.000
3280,"AZPS-N/A",2021-01-07 10:00:00.000
3659,"AZPS-N/A",2021-01-07 09:00:00.000
3811,"AZPS-N/A",2021-01-07 08:00:00.000
3629,"AZPS-N/A",2021-01-07 07:00:00.000
3278,"AZPS-N/A",2021-01-07 06:00:00.000
3027,"AZPS-N/A",2021-01-07 05:00:00.000
2895,"AZPS-N/A",2021-01-07 04:00:00.000
2853,"AZPS-N/A",2021-01-07 03:00:00.000
2836,"AZPS-N/A",2021-01-07 02:00:00.000
2874,"AZPS-N/A",2021-01-07 01:00:00.000
2929,"AZPS-N/A",2021-01-07 00:00:00.000
3076,"AZPS-N/A",2021-01-06 23:00:00.000
3221,"AZPS-N/A",2021-01-06 22:00:00.000
3288,"AZPS-N/A",2021-01-06 21:00:00.000
3304,"AZPS-N/A",2021-01-06 20:00:00.000
3315,"AZPS-N/A",2021-01-06 19:00:00.000
3097,"AZPS-N/A",2021-01-06 18:00:00.000
2800,"AZPS-N/A",2021-01-06 17:00:00.000
2701,"AZPS-N/A",2021-01-06 16:00:00.000
2580,"AZPS-N/A",2021-01-06 15:00:00.000
2525,"AZPS-N/A",2021-01-06 14:00:00.000
2558,"AZPS-N/A",2021-01-06 13:00:00.000
2680,"AZPS-N/A",2021-01-06 12:00:00.000
2898,"AZPS-N/A",2021-01-06 11:00:00.000
3245,"AZPS-N/A",2021-01-06 10:00:00.000
3650,"AZPS-N/A",2021-01-06 09:00:00.000
3800,"AZPS-N/A",2021-01-06 08:00:00.000
3602,"AZPS-N/A",2021-01-06 07:00:00.000
3292,"AZPS-N/A",2021-01-06 06:00:00.000
3015,"AZPS-N/A",2021-01-06 05:00:00.000
2886,"AZPS-N/A",2021-01-06 04:00:00.000
2834,"AZPS-N/A",2021-01-06 03:00:00.000
2809,"AZPS-N/A",2021-01-06 02:00:00.000
2829,"AZPS-N/A",2021-01-06 01:00:00.000
2930,"AZPS-N/A",2021-01-06 00:00:00.000
3066,"AZPS-N/A",2021-01-05 23:00:00.000
3220,"AZPS-N/A",2021-01-05 22:00:00.000
3298,"AZPS-N/A",2021-01-05 21:00:00.000
3318,"AZPS-N/A",2021-01-05 20:00:00.000
3331,"AZPS-N/A",2021-01-05 19:00:00.000
3114,"AZPS-N/A",2021-01-05 18:00:00.000
2771,"AZPS-N/A",2021-01-05 17:00:00.000
2547,"AZPS-N/A",2021-01-05 16:00:00.000
2465,"AZPS-N/A",2021-01-05 15:00:00.000
2463,"AZPS-N/A",2021-01-05 14:00:00.000
2532,"AZPS-N/A",2021-01-05 13:00:00.000
2669,"AZPS-N/A",2021-01-05 12:00:00.000
2917,"AZPS-N/A",2021-01-05 11:00:00.000
3258,"AZPS-N/A",2021-01-05 10:00:00.000
3655,"AZPS-N/A",2021-01-05 09:00:00.000
3792,"AZPS-N/A",2021-01-05 08:00:00.000
3583,"AZPS-N/A",2021-01-05 07:00:00.000
3249,"AZPS-N/A",2021-01-05 06:00:00.000
2975,"AZPS-N/A",2021-01-05 05:00:00.000
2830,"AZPS-N/A",2021-01-05 04:00:00.000
2774,"AZPS-N/A",2021-01-05 03:00:00.000
2788,"AZPS-N/A",2021-01-05 02:00:00.000
2810,"AZPS-N/A",2021-01-05 01:00:00.000
2908,"AZPS-N/A",2021-01-05 00:00:00.000
3057,"AZPS-N/A",2021-01-04 23:00:00.000
3219,"AZPS-N/A",2021-01-04 22:00:00.000
3313,"AZPS-N/A",2021-01-04 21:00:00.000
3332,"AZPS-N/A",2021-01-04 20:00:00.000
3358,"AZPS-N/A",2021-01-04 19:00:00.000
3155,"AZPS-N/A",2021-01-04 18:00:00.000
2778,"AZPS-N/A",2021-01-04 17:00:00.000
2560,"AZPS-N/A",2021-01-04 16:00:00.000
2484,"AZPS-N/A",2021-01-04 15:00:00.000
2495,"AZPS-N/A",2021-01-04 14:00:00.000
2605,"AZPS-N/A",2021-01-04 13:00:00.000
2753,"AZPS-N/A",2021-01-04 12:00:00.000
3018,"AZPS-N/A",2021-01-04 11:00:00.000
3364,"AZPS-N/A",2021-01-04 10:00:00.000
3759,"AZPS-N/A",2021-01-04 09:00:00.000
3934,"AZPS-N/A",2021-01-04 08:00:00.000
3717,"AZPS-N/A",2021-01-04 07:00:00.000
3372,"AZPS-N/A",2021-01-04 06:00:00.000
3112,"AZPS-N/A",2021-01-04 05:00:00.000
2961,"AZPS-N/A",2021-01-04 04:00:00.000
2909,"AZPS-N/A",2021-01-04 03:00:00.000
2897,"AZPS-N/A",2021-01-04 02:00:00.000
2919,"AZPS-N/A",2021-01-04 01:00:00.000
2982,"AZPS-N/A",2021-01-04 00:00:00.000
3131,"AZPS-N/A",2021-01-03 23:00:00.000
3264,"AZPS-N/A",2021-01-03 22:00:00.000
3349,"AZPS-N/A",2021-01-03 21:00:00.000
3381,"AZPS-N/A",2021-01-03 20:00:00.000
3389,"AZPS-N/A",2021-01-03 19:00:00.000
3109,"AZPS-N/A",2021-01-03 18:00:00.000
2726,"AZPS-N/A",2021-01-03 17:00:00.000
2513,"AZPS-N/A",2021-01-03 16:00:00.000
2459,"AZPS-N/A",2021-01-03 15:00:00.000
2522,"AZPS-N/A",2021-01-03 14:00:00.000
2539,"AZPS-N/A",2021-01-03 13:00:00.000
2740,"AZPS-N/A",2021-01-03 12:00:00.000
3025,"AZPS-N/A",2021-01-03 11:00:00.000
3183,"AZPS-N/A",2021-01-03 10:00:00.000
3435,"AZPS-N/A",2021-01-03 09:00:00.000
3510,"AZPS-N/A",2021-01-03 08:00:00.000
3359,"AZPS-N/A",2021-01-03 07:00:00.000
3194,"AZPS-N/A",2021-01-03 06:00:00.000
3065,"AZPS-N/A",2021-01-03 05:00:00.000
2997,"AZPS-N/A",2021-01-03 04:00:00.000
2961,"AZPS-N/A",2021-01-03 03:00:00.000
2978,"AZPS-N/A",2021-01-03 02:00:00.000
3013,"AZPS-N/A",2021-01-03 01:00:00.000
3078,"AZPS-N/A",2021-01-03 00:00:00.000
3201,"AZPS-N/A",2021-01-02 23:00:00.000
3298,"AZPS-N/A",2021-01-02 22:00:00.000
3331,"AZPS-N/A",2021-01-02 21:00:00.000
3335,"AZPS-N/A",2021-01-02 20:00:00.000
3354,"AZPS-N/A",2021-01-02 19:00:00.000
3094,"AZPS-N/A",2021-01-02 18:00:00.000
2720,"AZPS-N/A",2021-01-02 17:00:00.000
2485,"AZPS-N/A",2021-01-02 16:00:00.000
2482,"AZPS-N/A",2021-01-02 15:00:00.000
2528,"AZPS-N/A",2021-01-02 14:00:00.000
2572,"AZPS-N/A",2021-01-02 13:00:00.000
2654,"AZPS-N/A",2021-01-02 12:00:00.000
2869,"AZPS-N/A",2021-01-02 11:00:00.000
3219,"AZPS-N/A",2021-01-02 10:00:00.000
3496,"AZPS-N/A",2021-01-02 09:00:00.000
3500,"AZPS-N/A",2021-01-02 08:00:00.000
3361,"AZPS-N/A",2021-01-02 07:00:00.000
3150,"AZPS-N/A",2021-01-02 06:00:00.000
3014,"AZPS-N/A",2021-01-02 05:00:00.000
2924,"AZPS-N/A",2021-01-02 04:00:00.000
2895,"AZPS-N/A",2021-01-02 03:00:00.000
2878,"AZPS-N/A",2021-01-02 02:00:00.000
2910,"AZPS-N/A",2021-01-02 01:00:00.000
2961,"AZPS-N/A",2021-01-02 00:00:00.000
3075,"AZPS-N/A",2021-01-01 23:00:00.000
3154,"AZPS-N/A",2021-01-01 22:00:00.000
3194,"AZPS-N/A",2021-01-01 21:00:00.000
3184,"AZPS-N/A",2021-01-01 20:00:00.000
3194,"AZPS-N/A",2021-01-01 19:00:00.000
2964,"AZPS-N/A",2021-01-01 18:00:00.000
2589,"AZPS-N/A",2021-01-01 17:00:00.000
2368,"AZPS-N/A",2021-01-01 16:00:00.000
2244,"AZPS-N/A",2021-01-01 15:00:00.000
2237,"AZPS-N/A",2021-01-01 14:00:00.000
2315,"AZPS-N/A",2021-01-01 13:00:00.000
2449,"AZPS-N/A",2021-01-01 12:00:00.000
2666,"AZPS-N/A",2021-01-01 11:00:00.000
2940,"AZPS-N/A",2021-01-01 10:00:00.000
3220,"AZPS-N/A",2021-01-01 09:00:00.000
3334,"AZPS-N/A",2021-01-01 08:00:00.000
3216,"AZPS-N/A",2021-01-01 07:00:00.000
3062,"AZPS-N/A",2021-01-01 06:00:00.000
2944,"AZPS-N/A",2021-01-01 05:00:00.000
2884,"AZPS-N/A",2021-01-01 04:00:00.000
2892,"AZPS-N/A",2021-01-01 03:00:00.000
2945,"AZPS-N/A",2021-01-01 02:00:00.000
3008,"AZPS-N/A",2021-01-01 01:00:00.000
3041,"AZPS-N/A",2021-01-01 00:00:00.000
3144,"AZPS-N/A",2020-12-31 23:00:00.000
3260,"AZPS-N/A",2020-12-31 22:00:00.000
3341,"AZPS-N/A",2020-12-31 21:00:00.000
3401,"AZPS-N/A",2020-12-31 20:00:00.000
3490,"AZPS-N/A",2020-12-31 19:00:00.000
3320,"AZPS-N/A",2020-12-31 18:00:00.000
2998,"AZPS-N/A",2020-12-31 17:00:00.000
2834,"AZPS-N/A",2020-12-31 16:00:00.000
2872,"AZPS-N/A",2020-12-31 15:00:00.000
2935,"AZPS-N/A",2020-12-31 14:00:00.000
2919,"AZPS-N/A",2020-12-31 13:00:00.000
3057,"AZPS-N/A",2020-12-31 12:00:00.000
3233,"AZPS-N/A",2020-12-31 11:00:00.000
3527,"AZPS-N/A",2020-12-31 10:00:00.000
3664,"AZPS-N/A",2020-12-31 09:00:00.000
3711,"AZPS-N/A",2020-12-31 08:00:00.000
3577,"AZPS-N/A",2020-12-31 07:00:00.000
3334,"AZPS-N/A",2020-12-31 06:00:00.000
3141,"AZPS-N/A",2020-12-31 05:00:00.000
3051,"AZPS-N/A",2020-12-31 04:00:00.000
3003,"AZPS-N/A",2020-12-31 03:00:00.000
2992,"AZPS-N/A",2020-12-31 02:00:00.000
3015,"AZPS-N/A",2020-12-31 01:00:00.000
3110,"AZPS-N/A",2020-12-31 00:00:00.000
3248,"AZPS-N/A",2020-12-30 23:00:00.000
3387,"AZPS-N/A",2020-12-30 22:00:00.000
3455,"AZPS-N/A",2020-12-30 21:00:00.000
3442,"AZPS-N/A",2020-12-30 20:00:00.000
3432,"AZPS-N/A",2020-12-30 19:00:00.000
3188,"AZPS-N/A",2020-12-30 18:00:00.000
2782,"AZPS-N/A",2020-12-30 17:00:00.000
2558,"AZPS-N/A",2020-12-30 16:00:00.000
2479,"AZPS-N/A",2020-12-30 15:00:00.000
2489,"AZPS-N/A",2020-12-30 14:00:00.000
2576,"AZPS-N/A",2020-12-30 13:00:00.000
2720,"AZPS-N/A",2020-12-30 12:00:00.000
2938,"AZPS-N/A",2020-12-30 11:00:00.000
3239,"AZPS-N/A",2020-12-30 10:00:00.000
3559,"AZPS-N/A",2020-12-30 09:00:00.000
3688,"AZPS-N/A",2020-12-30 08:00:00.000
3526,"AZPS-N/A",2020-12-30 07:00:00.000
3261,"AZPS-N/A",2020-12-30 06:00:00.000
3056,"AZPS-N/A",2020-12-30 05:00:00.000
2956,"AZPS-N/A",2020-12-30 04:00:00.000
2911,"AZPS-N/A",2020-12-30 03:00:00.000
2926,"AZPS-N/A",2020-12-30 02:00:00.000
2970,"AZPS-N/A",2020-12-30 01:00:00.000
3061,"AZPS-N/A",2020-12-30 00:00:00.000
3219,"AZPS-N/A",2020-12-29 23:00:00.000
3360,"AZPS-N/A",2020-12-29 22:00:00.000
3423,"AZPS-N/A",2020-12-29 21:00:00.000
3453,"AZPS-N/A",2020-12-29 20:00:00.000
3466,"AZPS-N/A",2020-12-29 19:00:00.000
3285,"AZPS-N/A",2020-12-29 18:00:00.000
2917,"AZPS-N/A",2020-12-29 17:00:00.000
2676,"AZPS-N/A",2020-12-29 16:00:00.000
2574,"AZPS-N/A",2020-12-29 15:00:00.000
2568,"AZPS-N/A",2020-12-29 14:00:00.000
2628,"AZPS-N/A",2020-12-29 13:00:00.000
2854,"AZPS-N/A",2020-12-29 12:00:00.000
3215,"AZPS-N/A",2020-12-29 11:00:00.000
3454,"AZPS-N/A",2020-12-29 10:00:00.000
3598,"AZPS-N/A",2020-12-29 09:00:00.000
3602,"AZPS-N/A",2020-12-29 08:00:00.000
3449,"AZPS-N/A",2020-12-29 07:00:00.000
3203,"AZPS-N/A",2020-12-29 06:00:00.000
2991,"AZPS-N/A",2020-12-29 05:00:00.000
2893,"AZPS-N/A",2020-12-29 04:00:00.000
2842,"AZPS-N/A",2020-12-29 03:00:00.000
2840,"AZPS-N/A",2020-12-29 02:00:00.000
2887,"AZPS-N/A",2020-12-29 01:00:00.000
2962,"AZPS-N/A",2020-12-29 00:00:00.000
3133,"AZPS-N/A",2020-12-28 23:00:00.000
3273,"AZPS-N/A",2020-12-28 22:00:00.000
3357,"AZPS-N/A",2020-12-28 21:00:00.000
3376,"AZPS-N/A",2020-12-28 20:00:00.000
3454,"AZPS-N/A",2020-12-28 19:00:00.000
3271,"AZPS-N/A",2020-12-28 18:00:00.000
2929,"AZPS-N/A",2020-12-28 17:00:00.000
2702,"AZPS-N/A",2020-12-28 16:00:00.000
2558,"AZPS-N/A",2020-12-28 15:00:00.000
2480,"AZPS-N/A",2020-12-28 14:00:00.000
2504,"AZPS-N/A",2020-12-28 13:00:00.000
2611,"AZPS-N/A",2020-12-28 12:00:00.000
2840,"AZPS-N/A",2020-12-28 11:00:00.000
3003,"AZPS-N/A",2020-12-28 10:00:00.000
3136,"AZPS-N/A",2020-12-28 09:00:00.000
3237,"AZPS-N/A",2020-12-28 08:00:00.000
3061,"AZPS-N/A",2020-12-28 07:00:00.000
2821,"AZPS-N/A",2020-12-28 06:00:00.000
2616,"AZPS-N/A",2020-12-28 05:00:00.000
2529,"AZPS-N/A",2020-12-28 04:00:00.000
2503,"AZPS-N/A",2020-12-28 03:00:00.000
2525,"AZPS-N/A",2020-12-28 02:00:00.000
2594,"AZPS-N/A",2020-12-28 01:00:00.000
2695,"AZPS-N/A",2020-12-28 00:00:00.000
2857,"AZPS-N/A",2020-12-27 23:00:00.000
3020,"AZPS-N/A",2020-12-27 22:00:00.000
3133,"AZPS-N/A",2020-12-27 21:00:00.000
3195,"AZPS-N/A",2020-12-27 20:00:00.000
3258,"AZPS-N/A",2020-12-27 19:00:00.000
3144,"AZPS-N/A",2020-12-27 18:00:00.000
2857,"AZPS-N/A",2020-12-27 17:00:00.000
2572,"AZPS-N/A",2020-12-27 16:00:00.000
2411,"AZPS-N/A",2020-12-27 15:00:00.000
2400,"AZPS-N/A",2020-12-27 14:00:00.000
2408,"AZPS-N/A",2020-12-27 13:00:00.000
2661,"AZPS-N/A",2020-12-27 12:00:00.000
2812,"AZPS-N/A",2020-12-27 11:00:00.000
2923,"AZPS-N/A",2020-12-27 10:00:00.000
3186,"AZPS-N/A",2020-12-27 09:00:00.000
3237,"AZPS-N/A",2020-12-27 08:00:00.000
3090,"AZPS-N/A",2020-12-27 07:00:00.000
2942,"AZPS-N/A",2020-12-27 06:00:00.000
2835,"AZPS-N/A",2020-12-27 05:00:00.000
2784,"AZPS-N/A",2020-12-27 04:00:00.000
2759,"AZPS-N/A",2020-12-27 03:00:00.000
2782,"AZPS-N/A",2020-12-27 02:00:00.000
2814,"AZPS-N/A",2020-12-27 01:00:00.000
2905,"AZPS-N/A",2020-12-27 00:00:00.000
3027,"AZPS-N/A",2020-12-26 23:00:00.000
3123,"AZPS-N/A",2020-12-26 22:00:00.000
3189,"AZPS-N/A",2020-12-26 21:00:00.000
3198,"AZPS-N/A",2020-12-26 20:00:00.000
3218,"AZPS-N/A",2020-12-26 19:00:00.000
3008,"AZPS-N/A",2020-12-26 18:00:00.000
2648,"AZPS-N/A",2020-12-26 17:00:00.000
2417,"AZPS-N/A",2020-12-26 16:00:00.000
2313,"AZPS-N/A",2020-12-26 15:00:00.000
2287,"AZPS-N/A",2020-12-26 14:00:00.000
2348,"AZPS-N/A",2020-12-26 13:00:00.000
2471,"AZPS-N/A",2020-12-26 12:00:00.000
2670,"AZPS-N/A",2020-12-26 11:00:00.000
2927,"AZPS-N/A",2020-12-26 10:00:00.000
3206,"AZPS-N/A",2020-12-26 09:00:00.000
3296,"AZPS-N/A",2020-12-26 08:00:00.000
3146,"AZPS-N/A",2020-12-26 07:00:00.000
2952,"AZPS-N/A",2020-12-26 06:00:00.000
2808,"AZPS-N/A",2020-12-26 05:00:00.000
2748,"AZPS-N/A",2020-12-26 04:00:00.000
2718,"AZPS-N/A",2020-12-26 03:00:00.000
2710,"AZPS-N/A",2020-12-26 02:00:00.000
2754,"AZPS-N/A",2020-12-26 01:00:00.000
2824,"AZPS-N/A",2020-12-26 00:00:00.000
2921,"AZPS-N/A",2020-12-25 23:00:00.000
3008,"AZPS-N/A",2020-12-25 22:00:00.000
3020,"AZPS-N/A",2020-12-25 21:00:00.000
3025,"AZPS-N/A",2020-12-25 20:00:00.000
3027,"AZPS-N/A",2020-12-25 19:00:00.000
2863,"AZPS-N/A",2020-12-25 18:00:00.000
2554,"AZPS-N/A",2020-12-25 17:00:00.000
2328,"AZPS-N/A",2020-12-25 16:00:00.000
2240,"AZPS-N/A",2020-12-25 15:00:00.000
2216,"AZPS-N/A",2020-12-25 14:00:00.000
2291,"AZPS-N/A",2020-12-25 13:00:00.000
2452,"AZPS-N/A",2020-12-25 12:00:00.000
2650,"AZPS-N/A",2020-12-25 11:00:00.000
2932,"AZPS-N/A",2020-12-25 10:00:00.000
3177,"AZPS-N/A",2020-12-25 09:00:00.000
3218,"AZPS-N/A",2020-12-25 08:00:00.000
3111,"AZPS-N/A",2020-12-25 07:00:00.000
2970,"AZPS-N/A",2020-12-25 06:00:00.000
2884,"AZPS-N/A",2020-12-25 05:00:00.000
2896,"AZPS-N/A",2020-12-25 04:00:00.000
2906,"AZPS-N/A",2020-12-25 03:00:00.000
2929,"AZPS-N/A",2020-12-25 02:00:00.000
2982,"AZPS-N/A",2020-12-25 01:00:00.000
3074,"AZPS-N/A",2020-12-25 00:00:00.000
3192,"AZPS-N/A",2020-12-24 23:00:00.000
3286,"AZPS-N/A",2020-12-24 22:00:00.000
3325,"AZPS-N/A",2020-12-24 21:00:00.000
3337,"AZPS-N/A",2020-12-24 20:00:00.000
3422,"AZPS-N/A",2020-12-24 19:00:00.000
3368,"AZPS-N/A",2020-12-24 18:00:00.000
3126,"AZPS-N/A",2020-12-24 17:00:00.000
3005,"AZPS-N/A",2020-12-24 16:00:00.000
2963,"AZPS-N/A",2020-12-24 15:00:00.000
3002,"AZPS-N/A",2020-12-24 14:00:00.000
3039,"AZPS-N/A",2020-12-24 13:00:00.000
3189,"AZPS-N/A",2020-12-24 12:00:00.000
3362,"AZPS-N/A",2020-12-24 11:00:00.000
3537,"AZPS-N/A",2020-12-24 10:00:00.000
3588,"AZPS-N/A",2020-12-24 09:00:00.000
3562,"AZPS-N/A",2020-12-24 08:00:00.000
3420,"AZPS-N/A",2020-12-24 07:00:00.000
3214,"AZPS-N/A",2020-12-24 06:00:00.000
3052,"AZPS-N/A",2020-12-24 05:00:00.000
2977,"AZPS-N/A",2020-12-24 04:00:00.000
2965,"AZPS-N/A",2020-12-24 03:00:00.000
2996,"AZPS-N/A",2020-12-24 02:00:00.000
3053,"AZPS-N/A",2020-12-24 01:00:00.000
3146,"AZPS-N/A",2020-12-24 00:00:00.000
3297,"AZPS-N/A",2020-12-23 23:00:00.000
3439,"AZPS-N/A",2020-12-23 22:00:00.000
3477,"AZPS-N/A",2020-12-23 21:00:00.000
3485,"AZPS-N/A",2020-12-23 20:00:00.000
3504,"AZPS-N/A",2020-12-23 19:00:00.000
3303,"AZPS-N/A",2020-12-23 18:00:00.000
2920,"AZPS-N/A",2020-12-23 17:00:00.000
2641,"AZPS-N/A",2020-12-23 16:00:00.000
2554,"AZPS-N/A",2020-12-23 15:00:00.000
2531,"AZPS-N/A",2020-12-23 14:00:00.000
2567,"AZPS-N/A",2020-12-23 13:00:00.000
2731,"AZPS-N/A",2020-12-23 12:00:00.000
2941,"AZPS-N/A",2020-12-23 11:00:00.000
3253,"AZPS-N/A",2020-12-23 10:00:00.000
3563,"AZPS-N/A",2020-12-23 09:00:00.000
3677,"AZPS-N/A",2020-12-23 08:00:00.000
3523,"AZPS-N/A",2020-12-23 07:00:00.000
3261,"AZPS-N/A",2020-12-23 06:00:00.000
3028,"AZPS-N/A",2020-12-23 05:00:00.000
2917,"AZPS-N/A",2020-12-23 04:00:00.000
2875,"AZPS-N/A",2020-12-23 03:00:00.000
2872,"AZPS-N/A",2020-12-23 02:00:00.000
2928,"AZPS-N/A",2020-12-23 01:00:00.000
3010,"AZPS-N/A",2020-12-23 00:00:00.000
3183,"AZPS-N/A",2020-12-22 23:00:00.000
3321,"AZPS-N/A",2020-12-22 22:00:00.000
3383,"AZPS-N/A",2020-12-22 21:00:00.000
3372,"AZPS-N/A",2020-12-22 20:00:00.000
3407,"AZPS-N/A",2020-12-22 19:00:00.000
3217,"AZPS-N/A",2020-12-22 18:00:00.000
2825,"AZPS-N/A",2020-12-22 17:00:00.000
2578,"AZPS-N/A",2020-12-22 16:00:00.000
2483,"AZPS-N/A",2020-12-22 15:00:00.000
2486,"AZPS-N/A",2020-12-22 14:00:00.000
2563,"AZPS-N/A",2020-12-22 13:00:00.000
2749,"AZPS-N/A",2020-12-22 12:00:00.000
3068,"AZPS-N/A",2020-12-22 11:00:00.000
3274,"AZPS-N/A",2020-12-22 10:00:00.000
3475,"AZPS-N/A",2020-12-22 09:00:00.000
3594,"AZPS-N/A",2020-12-22 08:00:00.000
3426,"AZPS-N/A",2020-12-22 07:00:00.000
3141,"AZPS-N/A",2020-12-22 06:00:00.000
2921,"AZPS-N/A",2020-12-22 05:00:00.000
2793,"AZPS-N/A",2020-12-22 04:00:00.000
2753,"AZPS-N/A",2020-12-22 03:00:00.000
2766,"AZPS-N/A",2020-12-22 02:00:00.000
2815,"AZPS-N/A",2020-12-22 01:00:00.000
2903,"AZPS-N/A",2020-12-22 00:00:00.000
3052,"AZPS-N/A",2020-12-21 23:00:00.000
3225,"AZPS-N/A",2020-12-21 22:00:00.000
3286,"AZPS-N/A",2020-12-21 21:00:00.000
