Year,Name,Rank,Ranking,Gender,Ranking (groups)
2017,"Bella",59,-59,"Girls","51-70"
2017,"Bonnie",95,-95,"Girls","71-100"
2017,"Charlotte",12,-12,"Girls","11-20"
2017,"Chloe",32,-32,"Girls","31-50"
2017,"Clara",86,-86,"Girls","71-100"
2017,"Daisy",18,-18,"Girls","11-20"
2017,"Darcey",92,-92,"Girls","71-100"
2017,"Darcie",66,-66,"Girls","51-70"
2017,"Darcy",97,-97,"Girls","71-100"
2017,"Edith",93,-93,"Girls","71-100"
2017,"Eleanor",54,-54,"Girls","51-70"
2017,"Eliza",41,-41,"Girls","31-50"
2017,"Elizabeth",44,-44,"Girls","31-50"
2017,"Ella",9,-9,"Girls","1-10"
2017,"Ellie",50,-50,"Girls","31-50"
2017,"Elsie",28,-28,"Girls","21-30"
2017,"Emilia",36,-36,"Girls","31-50"
2017,"Emily",5,-5,"Girls","1-10"
2017,"Emma",52,-52,"Girls","51-70"
2017,"Erin",45,-45,"Girls","31-50"
2017,"Esme",42,-42,"Girls","31-50"
2017,"Eva",33,-33,"Girls","31-50"
2017,"Evelyn",22,-22,"Girls","21-30"
2017,"Evie",13,-13,"Girls","11-20"
2017,"Florence",19,-19,"Girls","11-20"
2017,"Francesca",89,-89,"Girls","71-100"
2017,"Freya",20,-20,"Girls","11-20"
2017,"Georgia",63,-63,"Girls","51-70"
2017,"Grace",13,-13,"Girls","11-20"
2017,"Gracie",77,-77,"Girls","71-100"
2017,"Hallie",98,-98,"Girls","71-100"
2017,"Hannah",57,-57,"Girls","51-70"
2017,"Harper",34,-34,"Girls","31-50"
2017,"Harriet",51,-51,"Girls","51-70"
2017,"Heidi",85,-85,"Girls","71-100"
2017,"Holly",56,-56,"Girls","51-70"
2017,"Imogen",39,-39,"Girls","31-50"
2017,"Iris",81,-81,"Girls","71-100"
2017,"Isabella",6,-6,"Girls","1-10"
2017,"Isabelle",24,-24,"Girls","21-30"
2017,"Isla",3,-3,"Girls","1-10"
2017,"Ivy",25,-25,"Girls","21-30"
2017,"Jasmine",65,-65,"Girls","51-70"
2017,"Jessica",15,-15,"Girls","11-20"
2017,"Julia",91,-91,"Girls","71-100"
2017,"Layla",38,-38,"Girls","31-50"
2017,"Leah",98,-98,"Girls","71-100"
2017,"Lilly",64,-64,"Girls","51-70"
2017,"Lily",10,-10,"Girls","1-10"
2017,"Lola",43,-43,"Girls","31-50"
2017,"Lottie",69,-69,"Girls","51-70"
2017,"Lucy",49,-49,"Girls","31-50"
2017,"Luna",48,-48,"Girls","31-50"
2017,"Lyla",96,-96,"Girls","71-100"
2017,"Maisie",46,-46,"Girls","31-50"
2017,"Maria",71,-71,"Girls","71-100"
2017,"Martha",76,-76,"Girls","71-100"
2017,"Maryam",78,-78,"Girls","71-100"
2017,"Matilda",27,-27,"Girls","21-30"
2017,"Maya",40,-40,"Girls","31-50"
2017,"Megan",100,-100,"Girls","71-100"
2017,"Mia",7,-7,"Girls","1-10"
2017,"Mila",74,-74,"Girls","71-100"
2017,"Millie",37,-37,"Girls","31-50"
2017,"Molly",58,-58,"Girls","51-70"
2017,"Nancy",67,-67,"Girls","51-70"
2017,"Olivia",1,-1,"Girls","1-10"
2017,"Orla",88,-88,"Girls","71-100"
2017,"Penelope",55,-55,"Girls","51-70"
2017,"Phoebe",21,-21,"Girls","21-30"
2017,"Poppy",8,-8,"Girls","1-10"
2017,"Robyn",79,-79,"Girls","71-100"
2017,"Rose",60,-60,"Girls","51-70"
2017,"Rosie",35,-35,"Girls","31-50"
2017,"Ruby",29,-29,"Girls","21-30"
2017,"Sara",82,-82,"Girls","71-100"
2017,"Scarlett",30,-30,"Girls","21-30"
2017,"Sienna",23,-23,"Girls","21-30"
2017,"Sofia",31,-31,"Girls","31-50"
2017,"Sophia",11,-11,"Girls","11-20"
2017,"Sophie",16,-16,"Girls","11-20"
2017,"Summer",86,-86,"Girls","71-100"
2017,"Thea",53,-53,"Girls","51-70"
2017,"Victoria",94,-94,"Girls","71-100"
2017,"Violet",62,-62,"Girls","51-70"
2017,"Willow",26,-26,"Girls","21-30"
2017,"Zara",70,-70,"Girls","51-70"
2016,"Abigail",58,-58,"Girls","51-70"
2016,"Aisha",87,-87,"Girls","71-100"
2016,"Alice",17,-17,"Girls","11-20"
2016,"Amber",55,-55,"Girls","51-70"
2016,"Amelia",2,-2,"Girls","1-10"
2016,"Amelie",64,-64,"Girls","51-70"
2016,"Anna",73,-73,"Girls","71-100"
2016,"Annabelle",61,-61,"Girls","51-70"
2016,"Arabella",94,-94,"Girls","71-100"
2016,"Aria",67,-67,"Girls","51-70"
2016,"Ava",5,-5,"Girls","1-10"
2016,"Beatrice",80,-80,"Girls","71-100"
2016,"Bella",66,-66,"Girls","51-70"
2016,"Charlotte",12,-12,"Girls","11-20"
2016,"Chloe",23,-23,"Girls","21-30"
2016,"Clara",88,-88,"Girls","71-100"
2016,"Daisy",22,-22,"Girls","21-30"
2016,"Darcey",82,-82,"Girls","71-100"
2016,"Darcie",71,-71,"Girls","71-100"
2016,"Darcy",98,-98,"Girls","71-100"
2016,"Eleanor",47,-47,"Girls","31-50"
2016,"Eliza",45,-45,"Girls","31-50"
2016,"Elizabeth",38,-38,"Girls","31-50"
2016,"Ella",9,-9,"Girls","1-10"
2016,"Ellie",48,-48,"Girls","31-50"
2016,"Elsie",31,-31,"Girls","31-50"
2016,"Emilia",41,-41,"Girls","31-50"
2016,"Emily",3,-3,"Girls","1-10"
2016,"Emma",53,-53,"Girls","51-70"
2016,"Erin",46,-46,"Girls","31-50"
2016,"Esme",35,-35,"Girls","31-50"
2016,"Eva",30,-30,"Girls","21-30"
2016,"Evelyn",27,-27,"Girls","21-30"
2016,"Evie",16,-16,"Girls","11-20"
2016,"Felicity",97,-97,"Girls","71-100"
2016,"Florence",20,-20,"Girls","11-20"
2016,"Francesca",88,-88,"Girls","71-100"
2016,"Freya",19,-19,"Girls","11-20"
2016,"Georgia",54,-54,"Girls","51-70"
2016,"Grace",15,-15,"Girls","11-20"
2016,"Gracie",77,-77,"Girls","71-100"
2016,"Hannah",57,-57,"Girls","51-70"
2016,"Harper",44,-44,"Girls","31-50"
2016,"Harriet",49,-49,"Girls","31-50"
2016,"Heidi",76,-76,"Girls","71-100"
2016,"Holly",52,-52,"Girls","51-70"
2016,"Imogen",37,-37,"Girls","31-50"
2016,"Iris",84,-84,"Girls","71-100"
2016,"Isabella",6,-6,"Girls","1-10"
2016,"Isabelle",21,-21,"Girls","21-30"
2016,"Isla",4,-4,"Girls","1-10"
2016,"Ivy",33,-33,"Girls","31-50"
2016,"Jasmine",59,-59,"Girls","51-70"
2016,"Jessica",8,-8,"Girls","1-10"
2016,"Julia",93,-93,"Girls","71-100"
2016,"Layla",40,-40,"Girls","31-50"
2016,"Leah",99,-99,"Girls","71-100"
2016,"Lexi",85,-85,"Girls","71-100"
2016,"Lilly",60,-60,"Girls","51-70"
2016,"Lily",7,-7,"Girls","1-10"
2016,"Lola",42,-42,"Girls","31-50"
2016,"Lottie",72,-72,"Girls","71-100"
2016,"Lucy",43,-43,"Girls","31-50"
2016,"Luna",78,-78,"Girls","71-100"
2016,"Lydia",100,-100,"Girls","71-100"
2016,"Maddison",95,-95,"Girls","71-100"
2016,"Maisie",51,-51,"Girls","51-70"
2016,"Maria",69,-69,"Girls","51-70"
2016,"Martha",75,-75,"Girls","71-100"
2016,"Maryam",79,-79,"Girls","71-100"
2016,"Matilda",25,-25,"Girls","21-30"
2016,"Maya",39,-39,"Girls","31-50"
2016,"Megan",83,-83,"Girls","71-100"
2016,"Mia",10,-10,"Girls","1-10"
2016,"Mila",81,-81,"Girls","71-100"
2016,"Millie",34,-34,"Girls","31-50"
2016,"Molly",56,-56,"Girls","51-70"
2016,"Nancy",70,-70,"Girls","51-70"
2016,"Olivia",1,-1,"Girls","1-10"
2016,"Penelope",63,-63,"Girls","51-70"
2016,"Phoebe",24,-24,"Girls","21-30"
2016,"Poppy",13,-13,"Girls","11-20"
2016,"Robyn",86,-86,"Girls","71-100"
2016,"Rose",62,-62,"Girls","51-70"
2016,"Rosie",36,-36,"Girls","31-50"
2016,"Ruby",26,-26,"Girls","21-30"
2016,"Sara",90,-90,"Girls","71-100"
2016,"Sarah",96,-96,"Girls","71-100"
2016,"Scarlett",18,-18,"Girls","11-20"
2016,"Sienna",28,-28,"Girls","21-30"
2016,"Sofia",29,-29,"Girls","21-30"
2016,"Sophia",11,-11,"Girls","11-20"
2016,"Sophie",14,-14,"Girls","11-20"
2016,"Summer",74,-74,"Girls","71-100"
2016,"Thea",49,-49,"Girls","31-50"
2016,"Victoria",91,-91,"Girls","71-100"
2016,"Violet",65,-65,"Girls","51-70"
2016,"Willow",32,-32,"Girls","31-50"
2016,"Zara",68,-68,"Girls","51-70"
2016,"Zoe",92,-92,"Girls","71-100"
2015,"Abigail",51,-51,"Girls","51-70"
2015,"Aisha",88,-88,"Girls","71-100"
2015,"Alice",24,-24,"Girls","21-30"
2015,"Amber",57,-57,"Girls","51-70"
2015,"Amelia",1,-1,"Girls","1-10"
2015,"Amelie",62,-62,"Girls","51-70"
2015,"Anna",70,-70,"Girls","51-70"
2015,"Annabelle",60,-60,"Girls","51-70"
2015,"Arabella",95,-95,"Girls","71-100"
2015,"Aria",100,-100,"Girls","71-100"
2015,"Ava",5,-5,"Girls","1-10"
2015,"Beatrice",93,-93,"Girls","71-100"
2015,"Bella",58,-58,"Girls","51-70"
2015,"Bethany",85,-85,"Girls","71-100"
2015,"Charlotte",25,-25,"Girls","21-30"
2015,"Chloe",18,-18,"Girls","11-20"
2015,"Clara",91,-91,"Girls","71-100"
2015,"Daisy",20,-20,"Girls","11-20"
2015,"Darcey",77,-77,"Girls","71-100"
2015,"Darcie",74,-74,"Girls","71-100"
2015,"Darcy",89,-89,"Girls","71-100"
2015,"Eleanor",54,-54,"Girls","51-70"
2015,"Eliza",49,-49,"Girls","31-50"
2015,"Elizabeth",39,-39,"Girls","31-50"
2015,"Ella",6,-6,"Girls","1-10"
2015,"Ellie",47,-47,"Girls","31-50"
2015,"Elsie",33,-33,"Girls","31-50"
2015,"Emilia",45,-45,"Girls","31-50"
2015,"Emily",3,-3,"Girls","1-10"
2015,"Emma",60,-60,"Girls","51-70"
2015,"Erin",43,-43,"Girls","31-50"
2015,"Esme",38,-38,"Girls","31-50"
2015,"Eva",29,-29,"Girls","21-30"
2015,"Evelyn",28,-28,"Girls","21-30"
2015,"Evie",15,-15,"Girls","11-20"
2015,"Florence",23,-23,"Girls","21-30"
2015,"Francesca",83,-83,"Girls","71-100"
2015,"Freya",21,-21,"Girls","21-30"
2015,"Georgia",52,-52,"Girls","51-70"
2015,"Grace",14,-14,"Girls","11-20"
2015,"Gracie",64,-64,"Girls","51-70"
2015,"Hannah",55,-55,"Girls","51-70"
2015,"Harper",63,-63,"Girls","51-70"
2015,"Harriet",56,-56,"Girls","51-70"
2015,"Heidi",80,-80,"Girls","71-100"
2015,"Hollie",94,-94,"Girls","71-100"
2015,"Holly",44,-44,"Girls","31-50"
2015,"Imogen",34,-34,"Girls","31-50"
2015,"Isabella",8,-8,"Girls","1-10"
2015,"Isabelle",19,-19,"Girls","11-20"
2015,"Isla",4,-4,"Girls","1-10"
2015,"Ivy",42,-42,"Girls","31-50"
2015,"Jasmine",48,-48,"Girls","31-50"
2015,"Jessica",7,-7,"Girls","1-10"
2015,"Julia",86,-86,"Girls","71-100"
2015,"Katie",99,-99,"Girls","71-100"
2015,"Lacey",82,-82,"Girls","71-100"
2015,"Layla",35,-35,"Girls","31-50"
2015,"Leah",98,-98,"Girls","71-100"
2015,"Lexi",81,-81,"Girls","71-100"
2015,"Lilly",50,-50,"Girls","31-50"
2015,"Lily",13,-13,"Girls","11-20"
2015,"Lola",40,-40,"Girls","31-50"
2015,"Lottie",78,-78,"Girls","71-100"
2015,"Lucy",32,-32,"Girls","31-50"
2015,"Maddison",97,-97,"Girls","71-100"
2015,"Maisie",53,-53,"Girls","51-70"
2015,"Maria",73,-73,"Girls","71-100"
2015,"Martha",67,-67,"Girls","51-70"
2015,"Maryam",75,-75,"Girls","71-100"
2015,"Matilda",27,-27,"Girls","21-30"
2015,"Maya",37,-37,"Girls","31-50"
2015,"Megan",76,-76,"Girls","71-100"
2015,"Mia",9,-9,"Girls","1-10"
2015,"Mila",79,-79,"Girls","71-100"
2015,"Millie",30,-30,"Girls","21-30"
2015,"Molly",46,-46,"Girls","31-50"
2015,"Nancy",71,-71,"Girls","71-100"
2015,"Olivia",2,-2,"Girls","1-10"
2015,"Penelope",69,-69,"Girls","51-70"
2015,"Phoebe",22,-22,"Girls","21-30"
2015,"Poppy",10,-10,"Girls","1-10"
2015,"Robyn",84,-84,"Girls","71-100"
2015,"Rose",65,-65,"Girls","51-70"
2015,"Rosie",36,-36,"Girls","31-50"
2015,"Ruby",17,-17,"Girls","11-20"
2015,"Sara",87,-87,"Girls","71-100"
2015,"Sarah",96,-96,"Girls","71-100"
2015,"Scarlett",16,-16,"Girls","11-20"
2015,"Sienna",26,-26,"Girls","21-30"
2015,"Sofia",31,-31,"Girls","31-50"
2015,"Sophia",12,-12,"Girls","11-20"
2015,"Sophie",11,-11,"Girls","11-20"
2015,"Summer",66,-66,"Girls","51-70"
2015,"Thea",58,-58,"Girls","51-70"
2015,"Victoria",92,-92,"Girls","71-100"
2015,"Violet",68,-68,"Girls","51-70"
2015,"Willow",41,-41,"Girls","31-50"
2015,"Zara",72,-72,"Girls","71-100"
2015,"Zoe",89,-89,"Girls","71-100"
2014,"Abigail",46,-46,"Girls","31-50"
2014,"Aisha",76,-76,"Girls","71-100"
2014,"Alice",25,-25,"Girls","21-30"
2014,"Amber",55,-55,"Girls","51-70"
2014,"Amelia",1,-1,"Girls","1-10"
2014,"Amelie",63,-63,"Girls","51-70"
2014,"Amy",82,-82,"Girls","71-100"
2014,"Anna",70,-70,"Girls","51-70"
2014,"Annabelle",53,-53,"Girls","51-70"
2014,"Ava",6,-6,"Girls","1-10"
2014,"Beatrice",91,-91,"Girls","71-100"
2014,"Bella",52,-52,"Girls","51-70"
2014,"Bethany",86,-86,"Girls","71-100"
2014,"Brooke",75,-75,"Girls","71-100"
2014,"Charlotte",23,-23,"Girls","21-30"
2014,"Chloe",19,-19,"Girls","11-20"
2014,"Daisy",24,-24,"Girls","21-30"
2014,"Darcey",72,-72,"Girls","71-100"
2014,"Darcie",80,-80,"Girls","71-100"
2014,"Darcy",93,-93,"Girls","71-100"
2014,"Eleanor",60,-60,"Girls","51-70"
2014,"Eliza",47,-47,"Girls","31-50"
2014,"Elizabeth",37,-37,"Girls","31-50"
2014,"Ella",16,-16,"Girls","11-20"
2014,"Ellie",43,-43,"Girls","31-50"
2014,"Elsie",32,-32,"Girls","31-50"
2014,"Emilia",56,-56,"Girls","51-70"
2014,"Emily",4,-4,"Girls","1-10"
2014,"Emma",57,-57,"Girls","51-70"
2014,"Erin",42,-42,"Girls","31-50"
2014,"Esme",50,-50,"Girls","31-50"
2014,"Eva",27,-27,"Girls","21-30"
2014,"Evelyn",31,-31,"Girls","31-50"
2014,"Evie",14,-14,"Girls","11-20"
2014,"Faith",88,-88,"Girls","71-100"
2014,"Florence",26,-26,"Girls","21-30"
2014,"Francesca",87,-87,"Girls","71-100"
2014,"Freya",21,-21,"Girls","21-30"
2014,"Georgia",48,-48,"Girls","31-50"
2014,"Grace",11,-11,"Girls","11-20"
2014,"Gracie",66,-66,"Girls","51-70"
2014,"Hannah",59,-59,"Girls","51-70"
2014,"Harper",89,-89,"Girls","71-100"
2014,"Harriet",61,-61,"Girls","51-70"
2014,"Heidi",84,-84,"Girls","71-100"
2014,"Hollie",81,-81,"Girls","71-100"
2014,"Holly",39,-39,"Girls","31-50"
2014,"Imogen",34,-34,"Girls","31-50"
2014,"Isabel",92,-92,"Girls","71-100"
2014,"Isabella",7,-7,"Girls","1-10"
2014,"Isabelle",18,-18,"Girls","11-20"
2014,"Isla",3,-3,"Girls","1-10"
2014,"Ivy",54,-54,"Girls","51-70"
2014,"Jasmine",49,-49,"Girls","31-50"
2014,"Jessica",8,-8,"Girls","1-10"
2014,"Julia",97,-97,"Girls","71-100"
2014,"Katie",77,-77,"Girls","71-100"
2014,"Lacey",68,-68,"Girls","51-70"
2014,"Layla",38,-38,"Girls","31-50"
2014,"Leah",78,-78,"Girls","71-100"
2014,"Lexi",64,-64,"Girls","51-70"
2014,"Lilly",40,-40,"Girls","31-50"
2014,"Lily",9,-9,"Girls","1-10"
2014,"Lola",35,-35,"Girls","31-50"
2014,"Lottie",85,-85,"Girls","71-100"
2014,"Lucy",30,-30,"Girls","21-30"
2014,"Lydia",94,-94,"Girls","71-100"
2014,"Maisie",44,-44,"Girls","31-50"
2014,"Maria",73,-73,"Girls","71-100"
2014,"Martha",69,-69,"Girls","51-70"
2014,"Maryam",74,-74,"Girls","71-100"
2014,"Matilda",36,-36,"Girls","31-50"
2014,"Maya",45,-45,"Girls","31-50"
2014,"Megan",65,-65,"Girls","51-70"
2014,"Mia",13,-13,"Girls","11-20"
2014,"Millie",29,-29,"Girls","21-30"
2014,"Mollie",83,-83,"Girls","71-100"
2014,"Molly",41,-41,"Girls","31-50"
2014,"Nancy",90,-90,"Girls","71-100"
2014,"Olivia",2,-2,"Girls","1-10"
2014,"Phoebe",22,-22,"Girls","21-30"
2014,"Poppy",5,-5,"Girls","1-10"
2014,"Robyn",100,-100,"Girls","71-100"
2014,"Rose",62,-62,"Girls","51-70"
2014,"Rosie",33,-33,"Girls","31-50"
2014,"Ruby",15,-15,"Girls","11-20"
2014,"Sara",96,-96,"Girls","71-100"
2014,"Sarah",95,-95,"Girls","71-100"
2014,"Scarlett",17,-17,"Girls","11-20"
2014,"Sienna",20,-20,"Girls","11-20"
2014,"Sofia",28,-28,"Girls","21-30"
2014,"Sophia",12,-12,"Girls","11-20"
2014,"Sophie",10,-10,"Girls","1-10"
2014,"Summer",58,-58,"Girls","51-70"
2014,"Thea",79,-79,"Girls","71-100"
2014,"Victoria",98,-98,"Girls","71-100"
2014,"Violet",71,-71,"Girls","71-100"
2014,"Willow",51,-51,"Girls","51-70"
2014,"Zara",67,-67,"Girls","51-70"
2014,"Zoe",99,-99,"Girls","71-100"
2013,"Abigail",46,-46,"Girls","31-50"
2013,"Aisha",94,-94,"Girls","71-100"
2013,"Alice",27,-27,"Girls","21-30"
2013,"Amber",65,-65,"Girls","51-70"
2013,"Amelia",1,-1,"Girls","1-10"
2013,"Amelie",52,-52,"Girls","51-70"
2013,"Amy",76,-76,"Girls","71-100"
2013,"Anna",69,-69,"Girls","51-70"
2013,"Annabelle",63,-63,"Girls","51-70"
2013,"Ava",4,-4,"Girls","1-10"
2013,"Beatrice",95,-95,"Girls","71-100"
2013,"Bella",56,-56,"Girls","51-70"
2013,"Bethany",77,-77,"Girls","71-100"
2013,"Brooke",67,-67,"Girls","51-70"
2013,"Charlotte",21,-21,"Girls","21-30"
2013,"Chloe",18,-18,"Girls","11-20"
2013,"Daisy",23,-23,"Girls","21-30"
2013,"Darcey",84,-84,"Girls","71-100"
2013,"Darcy",93,-93,"Girls","71-100"
2013,"Eleanor",57,-57,"Girls","51-70"
2013,"Eliza",59,-59,"Girls","51-70"
2013,"Elizabeth",39,-39,"Girls","31-50"
2013,"Ella",16,-16,"Girls","11-20"
2013,"Ellie",43,-43,"Girls","31-50"
2013,"Elsie",47,-47,"Girls","31-50"
2013,"Emilia",63,-63,"Girls","51-70"
2013,"Emily",3,-3,"Girls","1-10"
2013,"Emma",55,-55,"Girls","51-70"
2013,"Erin",40,-40,"Girls","31-50"
2013,"Esme",58,-58,"Girls","51-70"
2013,"Eva",26,-26,"Girls","21-30"
2013,"Evelyn",45,-45,"Girls","31-50"
2013,"Evie",14,-14,"Girls","11-20"
2013,"Faith",74,-74,"Girls","71-100"
2013,"Florence",29,-29,"Girls","21-30"
2013,"Francesca",81,-81,"Girls","71-100"
2013,"Freya",20,-20,"Girls","11-20"
2013,"Georgia",60,-60,"Girls","51-70"
2013,"Grace",13,-13,"Girls","11-20"
2013,"Gracie",62,-62,"Girls","51-70"
2013,"Hannah",44,-44,"Girls","31-50"
2013,"Harriet",61,-61,"Girls","51-70"
2013,"Heidi",99,-99,"Girls","71-100"
2013,"Hollie",75,-75,"Girls","71-100"
2013,"Holly",33,-33,"Girls","31-50"
2013,"Imogen",34,-34,"Girls","31-50"
2013,"Isabel",85,-85,"Girls","71-100"
2013,"Isabella",8,-8,"Girls","1-10"
2013,"Isabelle",19,-19,"Girls","11-20"
2013,"Isla",5,-5,"Girls","1-10"
2013,"Isobel",89,-89,"Girls","71-100"
2013,"Ivy",66,-66,"Girls","51-70"
2013,"Jasmine",50,-50,"Girls","31-50"
2013,"Jessica",6,-6,"Girls","1-10"
2013,"Julia",82,-82,"Girls","71-100"
2013,"Katie",79,-79,"Girls","71-100"
2013,"Lacey",53,-53,"Girls","51-70"
2013,"Layla",31,-31,"Girls","31-50"
2013,"Leah",71,-71,"Girls","71-100"
2013,"Lexi",42,-42,"Girls","31-50"
2013,"Lilly",37,-37,"Girls","31-50"
2013,"Lily",12,-12,"Girls","11-20"
2013,"Lola",32,-32,"Girls","31-50"
2013,"Lucy",28,-28,"Girls","21-30"
2013,"Lydia",100,-100,"Girls","71-100"
2013,"Maddison",87,-87,"Girls","71-100"
2013,"Madison",92,-92,"Girls","71-100"
2013,"Maisie",41,-41,"Girls","31-50"
2013,"Maria",83,-83,"Girls","71-100"
2013,"Martha",73,-73,"Girls","71-100"
2013,"Maryam",80,-80,"Girls","71-100"
2013,"Matilda",36,-36,"Girls","31-50"
2013,"Maya",51,-51,"Girls","51-70"
2013,"Megan",48,-48,"Girls","31-50"
2013,"Mia",10,-10,"Girls","1-10"
2013,"Millie",25,-25,"Girls","21-30"
2013,"Mollie",72,-72,"Girls","71-100"
2013,"Molly",35,-35,"Girls","31-50"
2013,"Niamh",90,-90,"Girls","71-100"
2013,"Olivia",2,-2,"Girls","1-10"
2013,"Paige",98,-98,"Girls","71-100"
2013,"Phoebe",24,-24,"Girls","21-30"
2013,"Poppy",7,-7,"Girls","1-10"
2013,"Rose",68,-68,"Girls","51-70"
2013,"Rosie",38,-38,"Girls","31-50"
2013,"Ruby",11,-11,"Girls","11-20"
2013,"Sarah",96,-96,"Girls","71-100"
2013,"Scarlett",17,-17,"Girls","11-20"
2013,"Sienna",22,-22,"Girls","21-30"
2013,"Skye",91,-91,"Girls","71-100"
2013,"Sofia",30,-30,"Girls","21-30"
2013,"Sophia",15,-15,"Girls","11-20"
2013,"Sophie",9,-9,"Girls","1-10"
2013,"Summer",48,-48,"Girls","31-50"
2013,"Tilly",86,-86,"Girls","71-100"
2013,"Victoria",88,-88,"Girls","71-100"
2013,"Violet",78,-78,"Girls","71-100"
2013,"Willow",54,-54,"Girls","51-70"
2013,"Zara",70,-70,"Girls","51-70"
2013,"Zoe",97,-97,"Girls","71-100"
2012,"Abigail",44,-44,"Girls","31-50"
2012,"Aisha",87,-87,"Girls","71-100"
2012,"Alice",32,-32,"Girls","31-50"
2012,"Amber",60,-60,"Girls","51-70"
2012,"Amelia",1,-1,"Girls","1-10"
2012,"Amelie",51,-51,"Girls","51-70"
2012,"Amy",62,-62,"Girls","51-70"
2012,"Anna",68,-68,"Girls","51-70"
2012,"Annabelle",72,-72,"Girls","71-100"
2012,"Ava",6,-6,"Girls","1-10"
2012,"Bella",58,-58,"Girls","51-70"
2012,"Bethany",73,-73,"Girls","71-100"
2012,"Brooke",59,-59,"Girls","51-70"
2012,"Caitlin",97,-97,"Girls","71-100"
2012,"Charlotte",20,-20,"Girls","11-20"
2012,"Chloe",16,-16,"Girls","11-20"
2012,"Daisy",22,-22,"Girls","21-30"
2012,"Darcey",89,-89,"Girls","71-100"
2012,"Eleanor",63,-63,"Girls","51-70"
2012,"Eliza",61,-61,"Girls","51-70"
2012,"Elizabeth",38,-38,"Girls","31-50"
2012,"Ella",18,-18,"Girls","11-20"
2012,"Ellie",35,-35,"Girls","31-50"
2012,"Elsie",70,-70,"Girls","51-70"
2012,"Emilia",56,-56,"Girls","51-70"
2012,"Emily",4,-4,"Girls","1-10"
2012,"Emma",50,-50,"Girls","31-50"
2012,"Erin",36,-36,"Girls","31-50"
2012,"Esme",65,-65,"Girls","51-70"
2012,"Eva",24,-24,"Girls","21-30"
2012,"Evelyn",57,-57,"Girls","51-70"
2012,"Evie",11,-11,"Girls","11-20"
2012,"Faith",74,-74,"Girls","71-100"
2012,"Florence",34,-34,"Girls","31-50"
2012,"Francesca",90,-90,"Girls","71-100"
2012,"Freya",19,-19,"Girls","11-20"
2012,"Georgia",55,-55,"Girls","51-70"
2012,"Grace",14,-14,"Girls","11-20"
2012,"Gracie",52,-52,"Girls","51-70"
2012,"Hannah",42,-42,"Girls","31-50"
2012,"Harriet",67,-67,"Girls","51-70"
2012,"Heidi",83,-83,"Girls","71-100"
2012,"Hollie",54,-54,"Girls","51-70"
2012,"Holly",25,-25,"Girls","21-30"
2012,"Imogen",37,-37,"Girls","31-50"
2012,"Isabel",76,-76,"Girls","71-100"
2012,"Isabella",10,-10,"Girls","1-10"
2012,"Isabelle",17,-17,"Girls","11-20"
2012,"Isla",8,-8,"Girls","1-10"
2012,"Isobel",98,-98,"Girls","71-100"
2012,"Ivy",88,-88,"Girls","71-100"
2012,"Jasmine",45,-45,"Girls","31-50"
2012,"Jessica",3,-3,"Girls","1-10"
2012,"Julia",79,-79,"Girls","71-100"
2012,"Katie",66,-66,"Girls","51-70"
2012,"Keira",92,-92,"Girls","71-100"
2012,"Lacey",48,-48,"Girls","31-50"
2012,"Layla",29,-29,"Girls","21-30"
2012,"Leah",63,-63,"Girls","51-70"
2012,"Lexi",46,-46,"Girls","31-50"
2012,"Lilly",33,-33,"Girls","31-50"
2012,"Lily",5,-5,"Girls","1-10"
2012,"Lola",23,-23,"Girls","21-30"
2012,"Lucy",27,-27,"Girls","21-30"
2012,"Lydia",96,-96,"Girls","71-100"
2012,"Maddison",82,-82,"Girls","71-100"
2012,"Madison",75,-75,"Girls","71-100"
2012,"Maisie",30,-30,"Girls","21-30"
2012,"Maria",94,-94,"Girls","71-100"
2012,"Martha",77,-77,"Girls","71-100"
2012,"Maryam",81,-81,"Girls","71-100"
2012,"Matilda",47,-47,"Girls","31-50"
2012,"Maya",53,-53,"Girls","51-70"
2012,"Megan",41,-41,"Girls","31-50"
2012,"Mia",7,-7,"Girls","1-10"
2012,"Millie",26,-26,"Girls","21-30"
2012,"Mollie",84,-84,"Girls","71-100"
2012,"Molly",39,-39,"Girls","31-50"
2012,"Niamh",85,-85,"Girls","71-100"
2012,"Olivia",2,-2,"Girls","1-10"
2012,"Paige",80,-80,"Girls","71-100"
2012,"Phoebe",28,-28,"Girls","21-30"
2012,"Poppy",13,-13,"Girls","11-20"
2012,"Rose",78,-78,"Girls","71-100"
2012,"Rosie",48,-48,"Girls","31-50"
2012,"Ruby",12,-12,"Girls","11-20"
2012,"Sara",99,-99,"Girls","71-100"
2012,"Sarah",95,-95,"Girls","71-100"
2012,"Scarlett",21,-21,"Girls","21-30"
2012,"Sienna",31,-31,"Girls","31-50"
2012,"Skye",86,-86,"Girls","71-100"
2012,"Sofia",43,-43,"Girls","31-50"
2012,"Sophia",15,-15,"Girls","11-20"
2012,"Sophie",9,-9,"Girls","1-10"
2012,"Summer",40,-40,"Girls","31-50"
2012,"Tilly",93,-93,"Girls","71-100"
2012,"Violet",100,-100,"Girls","71-100"
2012,"Willow",69,-69,"Girls","51-70"
2012,"Zara",71,-71,"Girls","71-100"
2012,"Zoe",91,-91,"Girls","71-100"
2011,"Abigail",38,-38,"Girls","31-50"
2011,"Aisha",95,-95,"Girls","71-100"
