Date,Year,MonthNr,YearMonth,Day,Month,Month short,DayInWeek,DayOfWeekName,WeekStart,WeekEnding,WeekofYear
1998-08-08 00:00:00.000,"1998",8,"199808",8,"August","Aug",6,"Saturday",1998-08-03 00:00:00.000,1998-08-09 00:00:00.000,32
1998-08-15 00:00:00.000,"1998",8,"199808",15,"August","Aug",6,"Saturday",1998-08-10 00:00:00.000,1998-08-16 00:00:00.000,33
1998-08-22 00:00:00.000,"1998",8,"199808",22,"August","Aug",6,"Saturday",1998-08-17 00:00:00.000,1998-08-23 00:00:00.000,34
1998-08-29 00:00:00.000,"1998",8,"199808",29,"August","Aug",6,"Saturday",1998-08-24 00:00:00.000,1998-08-30 00:00:00.000,35
1999-08-07 00:00:00.000,"1999",8,"199908",7,"August","Aug",6,"Saturday",1999-08-02 00:00:00.000,1999-08-08 00:00:00.000,32
1999-08-14 00:00:00.000,"1999",8,"199908",14,"August","Aug",6,"Saturday",1999-08-09 00:00:00.000,1999-08-15 00:00:00.000,33
1999-08-21 00:00:00.000,"1999",8,"199908",21,"August","Aug",6,"Saturday",1999-08-16 00:00:00.000,1999-08-22 00:00:00.000,34
1999-08-28 00:00:00.000,"1999",8,"199908",28,"August","Aug",6,"Saturday",1999-08-23 00:00:00.000,1999-08-29 00:00:00.000,35
2000-08-05 00:00:00.000,"2000",8,"200008",5,"August","Aug",6,"Saturday",2000-07-31 00:00:00.000,2000-08-06 00:00:00.000,32
2000-08-12 00:00:00.000,"2000",8,"200008",12,"August","Aug",6,"Saturday",2000-08-07 00:00:00.000,2000-08-13 00:00:00.000,33
2000-08-19 00:00:00.000,"2000",8,"200008",19,"August","Aug",6,"Saturday",2000-08-14 00:00:00.000,2000-08-20 00:00:00.000,34
2000-08-26 00:00:00.000,"2000",8,"200008",26,"August","Aug",6,"Saturday",2000-08-21 00:00:00.000,2000-08-27 00:00:00.000,35
2001-08-04 00:00:00.000,"2001",8,"200108",4,"August","Aug",6,"Saturday",2001-07-30 00:00:00.000,2001-08-05 00:00:00.000,31
2001-08-11 00:00:00.000,"2001",8,"200108",11,"August","Aug",6,"Saturday",2001-08-06 00:00:00.000,2001-08-12 00:00:00.000,32
2001-08-18 00:00:00.000,"2001",8,"200108",18,"August","Aug",6,"Saturday",2001-08-13 00:00:00.000,2001-08-19 00:00:00.000,33
2001-08-25 00:00:00.000,"2001",8,"200108",25,"August","Aug",6,"Saturday",2001-08-20 00:00:00.000,2001-08-26 00:00:00.000,34
2002-08-03 00:00:00.000,"2002",8,"200208",3,"August","Aug",6,"Saturday",2002-07-29 00:00:00.000,2002-08-04 00:00:00.000,31
2002-08-10 00:00:00.000,"2002",8,"200208",10,"August","Aug",6,"Saturday",2002-08-05 00:00:00.000,2002-08-11 00:00:00.000,32
2002-08-17 00:00:00.000,"2002",8,"200208",17,"August","Aug",6,"Saturday",2002-08-12 00:00:00.000,2002-08-18 00:00:00.000,33
2002-08-24 00:00:00.000,"2002",8,"200208",24,"August","Aug",6,"Saturday",2002-08-19 00:00:00.000,2002-08-25 00:00:00.000,34
2002-08-31 00:00:00.000,"2002",8,"200208",31,"August","Aug",6,"Saturday",2002-08-26 00:00:00.000,2002-09-01 00:00:00.000,35
2003-08-02 00:00:00.000,"2003",8,"200308",2,"August","Aug",6,"Saturday",2003-07-28 00:00:00.000,2003-08-03 00:00:00.000,31
2003-08-09 00:00:00.000,"2003",8,"200308",9,"August","Aug",6,"Saturday",2003-08-04 00:00:00.000,2003-08-10 00:00:00.000,32
2003-08-16 00:00:00.000,"2003",8,"200308",16,"August","Aug",6,"Saturday",2003-08-11 00:00:00.000,2003-08-17 00:00:00.000,33
2003-08-23 00:00:00.000,"2003",8,"200308",23,"August","Aug",6,"Saturday",2003-08-18 00:00:00.000,2003-08-24 00:00:00.000,34
2003-08-30 00:00:00.000,"2003",8,"200308",30,"August","Aug",6,"Saturday",2003-08-25 00:00:00.000,2003-08-31 00:00:00.000,35
2004-08-07 00:00:00.000,"2004",8,"200408",7,"August","Aug",6,"Saturday",2004-08-02 00:00:00.000,2004-08-08 00:00:00.000,32
2004-08-14 00:00:00.000,"2004",8,"200408",14,"August","Aug",6,"Saturday",2004-08-09 00:00:00.000,2004-08-15 00:00:00.000,33
2004-08-21 00:00:00.000,"2004",8,"200408",21,"August","Aug",6,"Saturday",2004-08-16 00:00:00.000,2004-08-22 00:00:00.000,34
2004-08-28 00:00:00.000,"2004",8,"200408",28,"August","Aug",6,"Saturday",2004-08-23 00:00:00.000,2004-08-29 00:00:00.000,35
2005-08-06 00:00:00.000,"2005",8,"200508",6,"August","Aug",6,"Saturday",2005-08-01 00:00:00.000,2005-08-07 00:00:00.000,32
2005-08-13 00:00:00.000,"2005",8,"200508",13,"August","Aug",6,"Saturday",2005-08-08 00:00:00.000,2005-08-14 00:00:00.000,33
2005-08-20 00:00:00.000,"2005",8,"200508",20,"August","Aug",6,"Saturday",2005-08-15 00:00:00.000,2005-08-21 00:00:00.000,34
2005-08-27 00:00:00.000,"2005",8,"200508",27,"August","Aug",6,"Saturday",2005-08-22 00:00:00.000,2005-08-28 00:00:00.000,35
2006-08-05 00:00:00.000,"2006",8,"200608",5,"August","Aug",6,"Saturday",2006-07-31 00:00:00.000,2006-08-06 00:00:00.000,32
2006-08-12 00:00:00.000,"2006",8,"200608",12,"August","Aug",6,"Saturday",2006-08-07 00:00:00.000,2006-08-13 00:00:00.000,33
2006-08-19 00:00:00.000,"2006",8,"200608",19,"August","Aug",6,"Saturday",2006-08-14 00:00:00.000,2006-08-20 00:00:00.000,34
2006-08-26 00:00:00.000,"2006",8,"200608",26,"August","Aug",6,"Saturday",2006-08-21 00:00:00.000,2006-08-27 00:00:00.000,35
2007-08-04 00:00:00.000,"2007",8,"200708",4,"August","Aug",6,"Saturday",2007-07-30 00:00:00.000,2007-08-05 00:00:00.000,31
2007-08-11 00:00:00.000,"2007",8,"200708",11,"August","Aug",6,"Saturday",2007-08-06 00:00:00.000,2007-08-12 00:00:00.000,32
2007-08-18 00:00:00.000,"2007",8,"200708",18,"August","Aug",6,"Saturday",2007-08-13 00:00:00.000,2007-08-19 00:00:00.000,33
2007-08-25 00:00:00.000,"2007",8,"200708",25,"August","Aug",6,"Saturday",2007-08-20 00:00:00.000,2007-08-26 00:00:00.000,34
2008-08-02 00:00:00.000,"2008",8,"200808",2,"August","Aug",6,"Saturday",2008-07-28 00:00:00.000,2008-08-03 00:00:00.000,31
2008-08-09 00:00:00.000,"2008",8,"200808",9,"August","Aug",6,"Saturday",2008-08-04 00:00:00.000,2008-08-10 00:00:00.000,32
2008-08-16 00:00:00.000,"2008",8,"200808",16,"August","Aug",6,"Saturday",2008-08-11 00:00:00.000,2008-08-17 00:00:00.000,33
2008-08-23 00:00:00.000,"2008",8,"200808",23,"August","Aug",6,"Saturday",2008-08-18 00:00:00.000,2008-08-24 00:00:00.000,34
2008-08-30 00:00:00.000,"2008",8,"200808",30,"August","Aug",6,"Saturday",2008-08-25 00:00:00.000,2008-08-31 00:00:00.000,35
2009-08-01 00:00:00.000,"2009",8,"200908",1,"August","Aug",6,"Saturday",2009-07-27 00:00:00.000,2009-08-02 00:00:00.000,31
2009-08-08 00:00:00.000,"2009",8,"200908",8,"August","Aug",6,"Saturday",2009-08-03 00:00:00.000,2009-08-09 00:00:00.000,32
2009-08-15 00:00:00.000,"2009",8,"200908",15,"August","Aug",6,"Saturday",2009-08-10 00:00:00.000,2009-08-16 00:00:00.000,33
2009-08-22 00:00:00.000,"2009",8,"200908",22,"August","Aug",6,"Saturday",2009-08-17 00:00:00.000,2009-08-23 00:00:00.000,34
2009-08-29 00:00:00.000,"2009",8,"200908",29,"August","Aug",6,"Saturday",2009-08-24 00:00:00.000,2009-08-30 00:00:00.000,35
2010-08-07 00:00:00.000,"2010",8,"201008",7,"August","Aug",6,"Saturday",2010-08-02 00:00:00.000,2010-08-08 00:00:00.000,32
2010-08-14 00:00:00.000,"2010",8,"201008",14,"August","Aug",6,"Saturday",2010-08-09 00:00:00.000,2010-08-15 00:00:00.000,33
2010-08-21 00:00:00.000,"2010",8,"201008",21,"August","Aug",6,"Saturday",2010-08-16 00:00:00.000,2010-08-22 00:00:00.000,34
2010-08-28 00:00:00.000,"2010",8,"201008",28,"August","Aug",6,"Saturday",2010-08-23 00:00:00.000,2010-08-29 00:00:00.000,35
2011-08-06 00:00:00.000,"2011",8,"201108",6,"August","Aug",6,"Saturday",2011-08-01 00:00:00.000,2011-08-07 00:00:00.000,32
2011-08-13 00:00:00.000,"2011",8,"201108",13,"August","Aug",6,"Saturday",2011-08-08 00:00:00.000,2011-08-14 00:00:00.000,33
2011-08-20 00:00:00.000,"2011",8,"201108",20,"August","Aug",6,"Saturday",2011-08-15 00:00:00.000,2011-08-21 00:00:00.000,34
2011-08-27 00:00:00.000,"2011",8,"201108",27,"August","Aug",6,"Saturday",2011-08-22 00:00:00.000,2011-08-28 00:00:00.000,35
2012-08-04 00:00:00.000,"2012",8,"201208",4,"August","Aug",6,"Saturday",2012-07-30 00:00:00.000,2012-08-05 00:00:00.000,32
2012-08-11 00:00:00.000,"2012",8,"201208",11,"August","Aug",6,"Saturday",2012-08-06 00:00:00.000,2012-08-12 00:00:00.000,33
2012-08-18 00:00:00.000,"2012",8,"201208",18,"August","Aug",6,"Saturday",2012-08-13 00:00:00.000,2012-08-19 00:00:00.000,34
2012-08-25 00:00:00.000,"2012",8,"201208",25,"August","Aug",6,"Saturday",2012-08-20 00:00:00.000,2012-08-26 00:00:00.000,35
2013-08-03 00:00:00.000,"2013",8,"201308",3,"August","Aug",6,"Saturday",2013-07-29 00:00:00.000,2013-08-04 00:00:00.000,31
2013-08-10 00:00:00.000,"2013",8,"201308",10,"August","Aug",6,"Saturday",2013-08-05 00:00:00.000,2013-08-11 00:00:00.000,32
2013-08-17 00:00:00.000,"2013",8,"201308",17,"August","Aug",6,"Saturday",2013-08-12 00:00:00.000,2013-08-18 00:00:00.000,33
2013-08-24 00:00:00.000,"2013",8,"201308",24,"August","Aug",6,"Saturday",2013-08-19 00:00:00.000,2013-08-25 00:00:00.000,34
2013-08-31 00:00:00.000,"2013",8,"201308",31,"August","Aug",6,"Saturday",2013-08-26 00:00:00.000,2013-09-01 00:00:00.000,35
2014-08-02 00:00:00.000,"2014",8,"201408",2,"August","Aug",6,"Saturday",2014-07-28 00:00:00.000,2014-08-03 00:00:00.000,31
2014-08-09 00:00:00.000,"2014",8,"201408",9,"August","Aug",6,"Saturday",2014-08-04 00:00:00.000,2014-08-10 00:00:00.000,32
2014-08-16 00:00:00.000,"2014",8,"201408",16,"August","Aug",6,"Saturday",2014-08-11 00:00:00.000,2014-08-17 00:00:00.000,33
2014-08-23 00:00:00.000,"2014",8,"201408",23,"August","Aug",6,"Saturday",2014-08-18 00:00:00.000,2014-08-24 00:00:00.000,34
2014-08-30 00:00:00.000,"2014",8,"201408",30,"August","Aug",6,"Saturday",2014-08-25 00:00:00.000,2014-08-31 00:00:00.000,35
2015-08-01 00:00:00.000,"2015",8,"201508",1,"August","Aug",6,"Saturday",2015-07-27 00:00:00.000,2015-08-02 00:00:00.000,31
2015-08-08 00:00:00.000,"2015",8,"201508",8,"August","Aug",6,"Saturday",2015-08-03 00:00:00.000,2015-08-09 00:00:00.000,32
2015-08-15 00:00:00.000,"2015",8,"201508",15,"August","Aug",6,"Saturday",2015-08-10 00:00:00.000,2015-08-16 00:00:00.000,33
2015-08-22 00:00:00.000,"2015",8,"201508",22,"August","Aug",6,"Saturday",2015-08-17 00:00:00.000,2015-08-23 00:00:00.000,34
2015-08-29 00:00:00.000,"2015",8,"201508",29,"August","Aug",6,"Saturday",2015-08-24 00:00:00.000,2015-08-30 00:00:00.000,35
2016-08-06 00:00:00.000,"2016",8,"201608",6,"August","Aug",6,"Saturday",2016-08-01 00:00:00.000,2016-08-07 00:00:00.000,32
2016-08-13 00:00:00.000,"2016",8,"201608",13,"August","Aug",6,"Saturday",2016-08-08 00:00:00.000,2016-08-14 00:00:00.000,33
2016-08-20 00:00:00.000,"2016",8,"201608",20,"August","Aug",6,"Saturday",2016-08-15 00:00:00.000,2016-08-21 00:00:00.000,34
2016-08-27 00:00:00.000,"2016",8,"201608",27,"August","Aug",6,"Saturday",2016-08-22 00:00:00.000,2016-08-28 00:00:00.000,35
2017-08-05 00:00:00.000,"2017",8,"201708",5,"August","Aug",6,"Saturday",2017-07-31 00:00:00.000,2017-08-06 00:00:00.000,32
2017-08-12 00:00:00.000,"2017",8,"201708",12,"August","Aug",6,"Saturday",2017-08-07 00:00:00.000,2017-08-13 00:00:00.000,33
2017-08-19 00:00:00.000,"2017",8,"201708",19,"August","Aug",6,"Saturday",2017-08-14 00:00:00.000,2017-08-20 00:00:00.000,34
2017-08-26 00:00:00.000,"2017",8,"201708",26,"August","Aug",6,"Saturday",2017-08-21 00:00:00.000,2017-08-27 00:00:00.000,35
1991-10-05 00:00:00.000,"1991",10,"199110",5,"October","Oct",6,"Saturday",1991-09-30 00:00:00.000,1991-10-06 00:00:00.000,40
1991-10-12 00:00:00.000,"1991",10,"199110",12,"October","Oct",6,"Saturday",1991-10-07 00:00:00.000,1991-10-13 00:00:00.000,41
1991-10-19 00:00:00.000,"1991",10,"199110",19,"October","Oct",6,"Saturday",1991-10-14 00:00:00.000,1991-10-20 00:00:00.000,42
1991-10-26 00:00:00.000,"1991",10,"199110",26,"October","Oct",6,"Saturday",1991-10-21 00:00:00.000,1991-10-27 00:00:00.000,43
1992-10-03 00:00:00.000,"1992",10,"199210",3,"October","Oct",6,"Saturday",1992-09-28 00:00:00.000,1992-10-04 00:00:00.000,40
1992-10-10 00:00:00.000,"1992",10,"199210",10,"October","Oct",6,"Saturday",1992-10-05 00:00:00.000,1992-10-11 00:00:00.000,41
1992-10-17 00:00:00.000,"1992",10,"199210",17,"October","Oct",6,"Saturday",1992-10-12 00:00:00.000,1992-10-18 00:00:00.000,42
1992-10-24 00:00:00.000,"1992",10,"199210",24,"October","Oct",6,"Saturday",1992-10-19 00:00:00.000,1992-10-25 00:00:00.000,43
1992-10-31 00:00:00.000,"1992",10,"199210",31,"October","Oct",6,"Saturday",1992-10-26 00:00:00.000,1992-11-01 00:00:00.000,44
1993-10-02 00:00:00.000,"1993",10,"199310",2,"October","Oct",6,"Saturday",1993-09-27 00:00:00.000,1993-10-03 00:00:00.000,40
1993-10-09 00:00:00.000,"1993",10,"199310",9,"October","Oct",6,"Saturday",1993-10-04 00:00:00.000,1993-10-10 00:00:00.000,41
1993-10-16 00:00:00.000,"1993",10,"199310",16,"October","Oct",6,"Saturday",1993-10-11 00:00:00.000,1993-10-17 00:00:00.000,42
1993-10-23 00:00:00.000,"1993",10,"199310",23,"October","Oct",6,"Saturday",1993-10-18 00:00:00.000,1993-10-24 00:00:00.000,43
1993-10-30 00:00:00.000,"1993",10,"199310",30,"October","Oct",6,"Saturday",1993-10-25 00:00:00.000,1993-10-31 00:00:00.000,44
1994-10-01 00:00:00.000,"1994",10,"199410",1,"October","Oct",6,"Saturday",1994-09-26 00:00:00.000,1994-10-02 00:00:00.000,40
1994-10-08 00:00:00.000,"1994",10,"199410",8,"October","Oct",6,"Saturday",1994-10-03 00:00:00.000,1994-10-09 00:00:00.000,41
1994-10-15 00:00:00.000,"1994",10,"199410",15,"October","Oct",6,"Saturday",1994-10-10 00:00:00.000,1994-10-16 00:00:00.000,42
1994-10-22 00:00:00.000,"1994",10,"199410",22,"October","Oct",6,"Saturday",1994-10-17 00:00:00.000,1994-10-23 00:00:00.000,43
1994-10-29 00:00:00.000,"1994",10,"199410",29,"October","Oct",6,"Saturday",1994-10-24 00:00:00.000,1994-10-30 00:00:00.000,44
1995-10-07 00:00:00.000,"1995",10,"199510",7,"October","Oct",6,"Saturday",1995-10-02 00:00:00.000,1995-10-08 00:00:00.000,41
1995-10-14 00:00:00.000,"1995",10,"199510",14,"October","Oct",6,"Saturday",1995-10-09 00:00:00.000,1995-10-15 00:00:00.000,42
1995-10-21 00:00:00.000,"1995",10,"199510",21,"October","Oct",6,"Saturday",1995-10-16 00:00:00.000,1995-10-22 00:00:00.000,43
1995-10-28 00:00:00.000,"1995",10,"199510",28,"October","Oct",6,"Saturday",1995-10-23 00:00:00.000,1995-10-29 00:00:00.000,44
1996-10-05 00:00:00.000,"1996",10,"199610",5,"October","Oct",6,"Saturday",1996-09-30 00:00:00.000,1996-10-06 00:00:00.000,40
1996-10-12 00:00:00.000,"1996",10,"199610",12,"October","Oct",6,"Saturday",1996-10-07 00:00:00.000,1996-10-13 00:00:00.000,41
1996-10-19 00:00:00.000,"1996",10,"199610",19,"October","Oct",6,"Saturday",1996-10-14 00:00:00.000,1996-10-20 00:00:00.000,42
1996-10-26 00:00:00.000,"1996",10,"199610",26,"October","Oct",6,"Saturday",1996-10-21 00:00:00.000,1996-10-27 00:00:00.000,43
1997-10-04 00:00:00.000,"1997",10,"199710",4,"October","Oct",6,"Saturday",1997-09-29 00:00:00.000,1997-10-05 00:00:00.000,40
1997-10-11 00:00:00.000,"1997",10,"199710",11,"October","Oct",6,"Saturday",1997-10-06 00:00:00.000,1997-10-12 00:00:00.000,41
1997-10-18 00:00:00.000,"1997",10,"199710",18,"October","Oct",6,"Saturday",1997-10-13 00:00:00.000,1997-10-19 00:00:00.000,42
1997-10-25 00:00:00.000,"1997",10,"199710",25,"October","Oct",6,"Saturday",1997-10-20 00:00:00.000,1997-10-26 00:00:00.000,43
1998-10-03 00:00:00.000,"1998",10,"199810",3,"October","Oct",6,"Saturday",1998-09-28 00:00:00.000,1998-10-04 00:00:00.000,40
1998-10-10 00:00:00.000,"1998",10,"199810",10,"October","Oct",6,"Saturday",1998-10-05 00:00:00.000,1998-10-11 00:00:00.000,41
1998-10-17 00:00:00.000,"1998",10,"199810",17,"October","Oct",6,"Saturday",1998-10-12 00:00:00.000,1998-10-18 00:00:00.000,42
1998-10-24 00:00:00.000,"1998",10,"199810",24,"October","Oct",6,"Saturday",1998-10-19 00:00:00.000,1998-10-25 00:00:00.000,43
1998-10-31 00:00:00.000,"1998",10,"199810",31,"October","Oct",6,"Saturday",1998-10-26 00:00:00.000,1998-11-01 00:00:00.000,44
1999-10-02 00:00:00.000,"1999",10,"199910",2,"October","Oct",6,"Saturday",1999-09-27 00:00:00.000,1999-10-03 00:00:00.000,40
1999-10-09 00:00:00.000,"1999",10,"199910",9,"October","Oct",6,"Saturday",1999-10-04 00:00:00.000,1999-10-10 00:00:00.000,41
1999-10-16 00:00:00.000,"1999",10,"199910",16,"October","Oct",6,"Saturday",1999-10-11 00:00:00.000,1999-10-17 00:00:00.000,42
1999-10-23 00:00:00.000,"1999",10,"199910",23,"October","Oct",6,"Saturday",1999-10-18 00:00:00.000,1999-10-24 00:00:00.000,43
1999-10-30 00:00:00.000,"1999",10,"199910",30,"October","Oct",6,"Saturday",1999-10-25 00:00:00.000,1999-10-31 00:00:00.000,44
2000-10-07 00:00:00.000,"2000",10,"200010",7,"October","Oct",6,"Saturday",2000-10-02 00:00:00.000,2000-10-08 00:00:00.000,41
2000-10-14 00:00:00.000,"2000",10,"200010",14,"October","Oct",6,"Saturday",2000-10-09 00:00:00.000,2000-10-15 00:00:00.000,42
2000-10-21 00:00:00.000,"2000",10,"200010",21,"October","Oct",6,"Saturday",2000-10-16 00:00:00.000,2000-10-22 00:00:00.000,43
2000-10-28 00:00:00.000,"2000",10,"200010",28,"October","Oct",6,"Saturday",2000-10-23 00:00:00.000,2000-10-29 00:00:00.000,44
2001-10-06 00:00:00.000,"2001",10,"200110",6,"October","Oct",6,"Saturday",2001-10-01 00:00:00.000,2001-10-07 00:00:00.000,40
2001-10-13 00:00:00.000,"2001",10,"200110",13,"October","Oct",6,"Saturday",2001-10-08 00:00:00.000,2001-10-14 00:00:00.000,41
2001-10-20 00:00:00.000,"2001",10,"200110",20,"October","Oct",6,"Saturday",2001-10-15 00:00:00.000,2001-10-21 00:00:00.000,42
2001-10-27 00:00:00.000,"2001",10,"200110",27,"October","Oct",6,"Saturday",2001-10-22 00:00:00.000,2001-10-28 00:00:00.000,43
2002-10-05 00:00:00.000,"2002",10,"200210",5,"October","Oct",6,"Saturday",2002-09-30 00:00:00.000,2002-10-06 00:00:00.000,40
2002-10-12 00:00:00.000,"2002",10,"200210",12,"October","Oct",6,"Saturday",2002-10-07 00:00:00.000,2002-10-13 00:00:00.000,41
2002-10-19 00:00:00.000,"2002",10,"200210",19,"October","Oct",6,"Saturday",2002-10-14 00:00:00.000,2002-10-20 00:00:00.000,42
2002-10-26 00:00:00.000,"2002",10,"200210",26,"October","Oct",6,"Saturday",2002-10-21 00:00:00.000,2002-10-27 00:00:00.000,43
2003-10-04 00:00:00.000,"2003",10,"200310",4,"October","Oct",6,"Saturday",2003-09-29 00:00:00.000,2003-10-05 00:00:00.000,40
2003-10-11 00:00:00.000,"2003",10,"200310",11,"October","Oct",6,"Saturday",2003-10-06 00:00:00.000,2003-10-12 00:00:00.000,41
2003-10-18 00:00:00.000,"2003",10,"200310",18,"October","Oct",6,"Saturday",2003-10-13 00:00:00.000,2003-10-19 00:00:00.000,42
2003-10-25 00:00:00.000,"2003",10,"200310",25,"October","Oct",6,"Saturday",2003-10-20 00:00:00.000,2003-10-26 00:00:00.000,43
2004-10-02 00:00:00.000,"2004",10,"200410",2,"October","Oct",6,"Saturday",2004-09-27 00:00:00.000,2004-10-03 00:00:00.000,40
2004-10-09 00:00:00.000,"2004",10,"200410",9,"October","Oct",6,"Saturday",2004-10-04 00:00:00.000,2004-10-10 00:00:00.000,41
2004-10-16 00:00:00.000,"2004",10,"200410",16,"October","Oct",6,"Saturday",2004-10-11 00:00:00.000,2004-10-17 00:00:00.000,42
2004-10-23 00:00:00.000,"2004",10,"200410",23,"October","Oct",6,"Saturday",2004-10-18 00:00:00.000,2004-10-24 00:00:00.000,43
2004-10-30 00:00:00.000,"2004",10,"200410",30,"October","Oct",6,"Saturday",2004-10-25 00:00:00.000,2004-10-31 00:00:00.000,44
2005-10-01 00:00:00.000,"2005",10,"200510",1,"October","Oct",6,"Saturday",2005-09-26 00:00:00.000,2005-10-02 00:00:00.000,40
2005-10-08 00:00:00.000,"2005",10,"200510",8,"October","Oct",6,"Saturday",2005-10-03 00:00:00.000,2005-10-09 00:00:00.000,41
2005-10-15 00:00:00.000,"2005",10,"200510",15,"October","Oct",6,"Saturday",2005-10-10 00:00:00.000,2005-10-16 00:00:00.000,42
2005-10-22 00:00:00.000,"2005",10,"200510",22,"October","Oct",6,"Saturday",2005-10-17 00:00:00.000,2005-10-23 00:00:00.000,43
2005-10-29 00:00:00.000,"2005",10,"200510",29,"October","Oct",6,"Saturday",2005-10-24 00:00:00.000,2005-10-30 00:00:00.000,44
2006-10-07 00:00:00.000,"2006",10,"200610",7,"October","Oct",6,"Saturday",2006-10-02 00:00:00.000,2006-10-08 00:00:00.000,41
2006-10-14 00:00:00.000,"2006",10,"200610",14,"October","Oct",6,"Saturday",2006-10-09 00:00:00.000,2006-10-15 00:00:00.000,42
2006-10-21 00:00:00.000,"2006",10,"200610",21,"October","Oct",6,"Saturday",2006-10-16 00:00:00.000,2006-10-22 00:00:00.000,43
2006-10-28 00:00:00.000,"2006",10,"200610",28,"October","Oct",6,"Saturday",2006-10-23 00:00:00.000,2006-10-29 00:00:00.000,44
2007-10-06 00:00:00.000,"2007",10,"200710",6,"October","Oct",6,"Saturday",2007-10-01 00:00:00.000,2007-10-07 00:00:00.000,40
2007-10-13 00:00:00.000,"2007",10,"200710",13,"October","Oct",6,"Saturday",2007-10-08 00:00:00.000,2007-10-14 00:00:00.000,41
2007-10-20 00:00:00.000,"2007",10,"200710",20,"October","Oct",6,"Saturday",2007-10-15 00:00:00.000,2007-10-21 00:00:00.000,42
2007-10-27 00:00:00.000,"2007",10,"200710",27,"October","Oct",6,"Saturday",2007-10-22 00:00:00.000,2007-10-28 00:00:00.000,43
2008-10-04 00:00:00.000,"2008",10,"200810",4,"October","Oct",6,"Saturday",2008-09-29 00:00:00.000,2008-10-05 00:00:00.000,40
2008-10-11 00:00:00.000,"2008",10,"200810",11,"October","Oct",6,"Saturday",2008-10-06 00:00:00.000,2008-10-12 00:00:00.000,41
2008-10-18 00:00:00.000,"2008",10,"200810",18,"October","Oct",6,"Saturday",2008-10-13 00:00:00.000,2008-10-19 00:00:00.000,42
2008-10-25 00:00:00.000,"2008",10,"200810",25,"October","Oct",6,"Saturday",2008-10-20 00:00:00.000,2008-10-26 00:00:00.000,43
2009-10-03 00:00:00.000,"2009",10,"200910",3,"October","Oct",6,"Saturday",2009-09-28 00:00:00.000,2009-10-04 00:00:00.000,40
2009-10-10 00:00:00.000,"2009",10,"200910",10,"October","Oct",6,"Saturday",2009-10-05 00:00:00.000,2009-10-11 00:00:00.000,41
2009-10-17 00:00:00.000,"2009",10,"200910",17,"October","Oct",6,"Saturday",2009-10-12 00:00:00.000,2009-10-18 00:00:00.000,42
2009-10-24 00:00:00.000,"2009",10,"200910",24,"October","Oct",6,"Saturday",2009-10-19 00:00:00.000,2009-10-25 00:00:00.000,43
2009-10-31 00:00:00.000,"2009",10,"200910",31,"October","Oct",6,"Saturday",2009-10-26 00:00:00.000,2009-11-01 00:00:00.000,44
2010-10-02 00:00:00.000,"2010",10,"201010",2,"October","Oct",6,"Saturday",2010-09-27 00:00:00.000,2010-10-03 00:00:00.000,40
2010-10-09 00:00:00.000,"2010",10,"201010",9,"October","Oct",6,"Saturday",2010-10-04 00:00:00.000,2010-10-10 00:00:00.000,41
2010-10-16 00:00:00.000,"2010",10,"201010",16,"October","Oct",6,"Saturday",2010-10-11 00:00:00.000,2010-10-17 00:00:00.000,42
2010-10-23 00:00:00.000,"2010",10,"201010",23,"October","Oct",6,"Saturday",2010-10-18 00:00:00.000,2010-10-24 00:00:00.000,43
2010-10-30 00:00:00.000,"2010",10,"201010",30,"October","Oct",6,"Saturday",2010-10-25 00:00:00.000,2010-10-31 00:00:00.000,44
2011-10-01 00:00:00.000,"2011",10,"201110",1,"October","Oct",6,"Saturday",2011-09-26 00:00:00.000,2011-10-02 00:00:00.000,40
2011-10-08 00:00:00.000,"2011",10,"201110",8,"October","Oct",6,"Saturday",2011-10-03 00:00:00.000,2011-10-09 00:00:00.000,41
2011-10-15 00:00:00.000,"2011",10,"201110",15,"October","Oct",6,"Saturday",2011-10-10 00:00:00.000,2011-10-16 00:00:00.000,42
2011-10-22 00:00:00.000,"2011",10,"201110",22,"October","Oct",6,"Saturday",2011-10-17 00:00:00.000,2011-10-23 00:00:00.000,43
2011-10-29 00:00:00.000,"2011",10,"201110",29,"October","Oct",6,"Saturday",2011-10-24 00:00:00.000,2011-10-30 00:00:00.000,44
2012-10-06 00:00:00.000,"2012",10,"201210",6,"October","Oct",6,"Saturday",2012-10-01 00:00:00.000,2012-10-07 00:00:00.000,41
2012-10-13 00:00:00.000,"2012",10,"201210",13,"October","Oct",6,"Saturday",2012-10-08 00:00:00.000,2012-10-14 00:00:00.000,42
2012-10-20 00:00:00.000,"2012",10,"201210",20,"October","Oct",6,"Saturday",2012-10-15 00:00:00.000,2012-10-21 00:00:00.000,43
2012-10-27 00:00:00.000,"2012",10,"201210",27,"October","Oct",6,"Saturday",2012-10-22 00:00:00.000,2012-10-28 00:00:00.000,44
2013-10-05 00:00:00.000,"2013",10,"201310",5,"October","Oct",6,"Saturday",2013-09-30 00:00:00.000,2013-10-06 00:00:00.000,40
2013-10-12 00:00:00.000,"2013",10,"201310",12,"October","Oct",6,"Saturday",2013-10-07 00:00:00.000,2013-10-13 00:00:00.000,41
2013-10-19 00:00:00.000,"2013",10,"201310",19,"October","Oct",6,"Saturday",2013-10-14 00:00:00.000,2013-10-20 00:00:00.000,42
