dim_time_id,time_alt_key,time,time_30,hour_30,minute_number,second_number,time_in_second,hourly_bucket,day_time_bucket_group_key,day_time_bucket
78723,215203,1899-12-30 21:52:03.000,"21:52:03",21,52,3,78723,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78891,215451,1899-12-30 21:54:51.000,"21:54:51",21,54,51,78891,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78912,215512,1899-12-30 21:55:12.000,"21:55:12",21,55,12,78912,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79108,215828,1899-12-30 21:58:28.000,"21:58:28",21,58,28,79108,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79155,215915,1899-12-30 21:59:15.000,"21:59:15",21,59,15,79155,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79170,215930,1899-12-30 21:59:30.000,"21:59:30",21,59,30,79170,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79181,215941,1899-12-30 21:59:41.000,"21:59:41",21,59,41,79181,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79183,215943,1899-12-30 21:59:43.000,"21:59:43",21,59,43,79183,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75845,210405,1899-12-30 21:04:05.000,"21:04:05",21,4,5,75845,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75847,210407,1899-12-30 21:04:07.000,"21:04:07",21,4,7,75847,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76128,210848,1899-12-30 21:08:48.000,"21:08:48",21,8,48,76128,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76201,211001,1899-12-30 21:10:01.000,"21:10:01",21,10,1,76201,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76223,211023,1899-12-30 21:10:23.000,"21:10:23",21,10,23,76223,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76414,211334,1899-12-30 21:13:34.000,"21:13:34",21,13,34,76414,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76457,211417,1899-12-30 21:14:17.000,"21:14:17",21,14,17,76457,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76593,211633,1899-12-30 21:16:33.000,"21:16:33",21,16,33,76593,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76692,211812,1899-12-30 21:18:12.000,"21:18:12",21,18,12,76692,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76731,211851,1899-12-30 21:18:51.000,"21:18:51",21,18,51,76731,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76751,211911,1899-12-30 21:19:11.000,"21:19:11",21,19,11,76751,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76842,212042,1899-12-30 21:20:42.000,"21:20:42",21,20,42,76842,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76884,212124,1899-12-30 21:21:24.000,"21:21:24",21,21,24,76884,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76924,212204,1899-12-30 21:22:04.000,"21:22:04",21,22,4,76924,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76927,212207,1899-12-30 21:22:07.000,"21:22:07",21,22,7,76927,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77014,212334,1899-12-30 21:23:34.000,"21:23:34",21,23,34,77014,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77079,212439,1899-12-30 21:24:39.000,"21:24:39",21,24,39,77079,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77091,212451,1899-12-30 21:24:51.000,"21:24:51",21,24,51,77091,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77094,212454,1899-12-30 21:24:54.000,"21:24:54",21,24,54,77094,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77134,212534,1899-12-30 21:25:34.000,"21:25:34",21,25,34,77134,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77148,212548,1899-12-30 21:25:48.000,"21:25:48",21,25,48,77148,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77234,212714,1899-12-30 21:27:14.000,"21:27:14",21,27,14,77234,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77353,212913,1899-12-30 21:29:13.000,"21:29:13",21,29,13,77353,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77430,213030,1899-12-30 21:30:30.000,"21:30:30",21,30,30,77430,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77468,213108,1899-12-30 21:31:08.000,"21:31:08",21,31,8,77468,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77554,213234,1899-12-30 21:32:34.000,"21:32:34",21,32,34,77554,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77577,213257,1899-12-30 21:32:57.000,"21:32:57",21,32,57,77577,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77580,213300,1899-12-30 21:33:00.000,"21:33:00",21,33,0,77580,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77718,213518,1899-12-30 21:35:18.000,"21:35:18",21,35,18,77718,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77757,213557,1899-12-30 21:35:57.000,"21:35:57",21,35,57,77757,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77775,213615,1899-12-30 21:36:15.000,"21:36:15",21,36,15,77775,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77810,213650,1899-12-30 21:36:50.000,"21:36:50",21,36,50,77810,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77839,213719,1899-12-30 21:37:19.000,"21:37:19",21,37,19,77839,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77874,213754,1899-12-30 21:37:54.000,"21:37:54",21,37,54,77874,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77905,213825,1899-12-30 21:38:25.000,"21:38:25",21,38,25,77905,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77923,213843,1899-12-30 21:38:43.000,"21:38:43",21,38,43,77923,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78088,214128,1899-12-30 21:41:28.000,"21:41:28",21,41,28,78088,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78120,214200,1899-12-30 21:42:00.000,"21:42:00",21,42,0,78120,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78149,214229,1899-12-30 21:42:29.000,"21:42:29",21,42,29,78149,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78163,214243,1899-12-30 21:42:43.000,"21:42:43",21,42,43,78163,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78267,214427,1899-12-30 21:44:27.000,"21:44:27",21,44,27,78267,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78286,214446,1899-12-30 21:44:46.000,"21:44:46",21,44,46,78286,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78356,214556,1899-12-30 21:45:56.000,"21:45:56",21,45,56,78356,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78381,214621,1899-12-30 21:46:21.000,"21:46:21",21,46,21,78381,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78448,214728,1899-12-30 21:47:28.000,"21:47:28",21,47,28,78448,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78458,214738,1899-12-30 21:47:38.000,"21:47:38",21,47,38,78458,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78524,214844,1899-12-30 21:48:44.000,"21:48:44",21,48,44,78524,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78550,214910,1899-12-30 21:49:10.000,"21:49:10",21,49,10,78550,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78557,214917,1899-12-30 21:49:17.000,"21:49:17",21,49,17,78557,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78585,214945,1899-12-30 21:49:45.000,"21:49:45",21,49,45,78585,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78596,214956,1899-12-30 21:49:56.000,"21:49:56",21,49,56,78596,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78647,215047,1899-12-30 21:50:47.000,"21:50:47",21,50,47,78647,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78727,215207,1899-12-30 21:52:07.000,"21:52:07",21,52,7,78727,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78750,215230,1899-12-30 21:52:30.000,"21:52:30",21,52,30,78750,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78761,215241,1899-12-30 21:52:41.000,"21:52:41",21,52,41,78761,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78798,215318,1899-12-30 21:53:18.000,"21:53:18",21,53,18,78798,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78812,215332,1899-12-30 21:53:32.000,"21:53:32",21,53,32,78812,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78894,215454,1899-12-30 21:54:54.000,"21:54:54",21,54,54,78894,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78974,215614,1899-12-30 21:56:14.000,"21:56:14",21,56,14,78974,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79068,215748,1899-12-30 21:57:48.000,"21:57:48",21,57,48,79068,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79137,215857,1899-12-30 21:58:57.000,"21:58:57",21,58,57,79137,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79145,215905,1899-12-30 21:59:05.000,"21:59:05",21,59,5,79145,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79182,215942,1899-12-30 21:59:42.000,"21:59:42",21,59,42,79182,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75640,210040,1899-12-30 21:00:40.000,"21:00:40",21,0,40,75640,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75671,210111,1899-12-30 21:01:11.000,"21:01:11",21,1,11,75671,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75693,210133,1899-12-30 21:01:33.000,"21:01:33",21,1,33,75693,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75977,210617,1899-12-30 21:06:17.000,"21:06:17",21,6,17,75977,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76062,210742,1899-12-30 21:07:42.000,"21:07:42",21,7,42,76062,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76100,210820,1899-12-30 21:08:20.000,"21:08:20",21,8,20,76100,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76126,210846,1899-12-30 21:08:46.000,"21:08:46",21,8,46,76126,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76209,211009,1899-12-30 21:10:09.000,"21:10:09",21,10,9,76209,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76213,211013,1899-12-30 21:10:13.000,"21:10:13",21,10,13,76213,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76214,211014,1899-12-30 21:10:14.000,"21:10:14",21,10,14,76214,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76242,211042,1899-12-30 21:10:42.000,"21:10:42",21,10,42,76242,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76423,211343,1899-12-30 21:13:43.000,"21:13:43",21,13,43,76423,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76447,211407,1899-12-30 21:14:07.000,"21:14:07",21,14,7,76447,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76583,211623,1899-12-30 21:16:23.000,"21:16:23",21,16,23,76583,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76685,211805,1899-12-30 21:18:05.000,"21:18:05",21,18,5,76685,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76703,211823,1899-12-30 21:18:23.000,"21:18:23",21,18,23,76703,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76781,211941,1899-12-30 21:19:41.000,"21:19:41",21,19,41,76781,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76817,212017,1899-12-30 21:20:17.000,"21:20:17",21,20,17,76817,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76863,212103,1899-12-30 21:21:03.000,"21:21:03",21,21,3,76863,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76913,212153,1899-12-30 21:21:53.000,"21:21:53",21,21,53,76913,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76982,212302,1899-12-30 21:23:02.000,"21:23:02",21,23,2,76982,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77025,212345,1899-12-30 21:23:45.000,"21:23:45",21,23,45,77025,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77058,212418,1899-12-30 21:24:18.000,"21:24:18",21,24,18,77058,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77063,212423,1899-12-30 21:24:23.000,"21:24:23",21,24,23,77063,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77111,212511,1899-12-30 21:25:11.000,"21:25:11",21,25,11,77111,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77150,212550,1899-12-30 21:25:50.000,"21:25:50",21,25,50,77150,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77264,212744,1899-12-30 21:27:44.000,"21:27:44",21,27,44,77264,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77285,212805,1899-12-30 21:28:05.000,"21:28:05",21,28,5,77285,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77421,213021,1899-12-30 21:30:21.000,"21:30:21",21,30,21,77421,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77478,213118,1899-12-30 21:31:18.000,"21:31:18",21,31,18,77478,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77529,213209,1899-12-30 21:32:09.000,"21:32:09",21,32,9,77529,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77534,213214,1899-12-30 21:32:14.000,"21:32:14",21,32,14,77534,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77551,213231,1899-12-30 21:32:31.000,"21:32:31",21,32,31,77551,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77607,213327,1899-12-30 21:33:27.000,"21:33:27",21,33,27,77607,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77629,213349,1899-12-30 21:33:49.000,"21:33:49",21,33,49,77629,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77634,213354,1899-12-30 21:33:54.000,"21:33:54",21,33,54,77634,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77664,213424,1899-12-30 21:34:24.000,"21:34:24",21,34,24,77664,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77666,213426,1899-12-30 21:34:26.000,"21:34:26",21,34,26,77666,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77695,213455,1899-12-30 21:34:55.000,"21:34:55",21,34,55,77695,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77742,213542,1899-12-30 21:35:42.000,"21:35:42",21,35,42,77742,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77815,213655,1899-12-30 21:36:55.000,"21:36:55",21,36,55,77815,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77842,213722,1899-12-30 21:37:22.000,"21:37:22",21,37,22,77842,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77863,213743,1899-12-30 21:37:43.000,"21:37:43",21,37,43,77863,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77871,213751,1899-12-30 21:37:51.000,"21:37:51",21,37,51,77871,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77872,213752,1899-12-30 21:37:52.000,"21:37:52",21,37,52,77872,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77903,213823,1899-12-30 21:38:23.000,"21:38:23",21,38,23,77903,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77911,213831,1899-12-30 21:38:31.000,"21:38:31",21,38,31,77911,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77933,213853,1899-12-30 21:38:53.000,"21:38:53",21,38,53,77933,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77966,213926,1899-12-30 21:39:26.000,"21:39:26",21,39,26,77966,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77990,213950,1899-12-30 21:39:50.000,"21:39:50",21,39,50,77990,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77997,213957,1899-12-30 21:39:57.000,"21:39:57",21,39,57,77997,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78017,214017,1899-12-30 21:40:17.000,"21:40:17",21,40,17,78017,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78472,214752,1899-12-30 21:47:52.000,"21:47:52",21,47,52,78472,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78523,214843,1899-12-30 21:48:43.000,"21:48:43",21,48,43,78523,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78579,214939,1899-12-30 21:49:39.000,"21:49:39",21,49,39,78579,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78637,215037,1899-12-30 21:50:37.000,"21:50:37",21,50,37,78637,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78638,215038,1899-12-30 21:50:38.000,"21:50:38",21,50,38,78638,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78640,215040,1899-12-30 21:50:40.000,"21:50:40",21,50,40,78640,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78782,215302,1899-12-30 21:53:02.000,"21:53:02",21,53,2,78782,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78865,215425,1899-12-30 21:54:25.000,"21:54:25",21,54,25,78865,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79187,215947,1899-12-30 21:59:47.000,"21:59:47",21,59,47,79187,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77379,212939,1899-12-30 21:29:39.000,"21:29:39",21,29,39,77379,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77429,213029,1899-12-30 21:30:29.000,"21:30:29",21,30,29,77429,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77649,213409,1899-12-30 21:34:09.000,"21:34:09",21,34,9,77649,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77703,213503,1899-12-30 21:35:03.000,"21:35:03",21,35,3,77703,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77853,213733,1899-12-30 21:37:33.000,"21:37:33",21,37,33,77853,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77859,213739,1899-12-30 21:37:39.000,"21:37:39",21,37,39,77859,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77884,213804,1899-12-30 21:38:04.000,"21:38:04",21,38,4,77884,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77886,213806,1899-12-30 21:38:06.000,"21:38:06",21,38,6,77886,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77985,213945,1899-12-30 21:39:45.000,"21:39:45",21,39,45,77985,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78146,214226,1899-12-30 21:42:26.000,"21:42:26",21,42,26,78146,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78259,214419,1899-12-30 21:44:19.000,"21:44:19",21,44,19,78259,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78268,214428,1899-12-30 21:44:28.000,"21:44:28",21,44,28,78268,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78273,214433,1899-12-30 21:44:33.000,"21:44:33",21,44,33,78273,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78285,214445,1899-12-30 21:44:45.000,"21:44:45",21,44,45,78285,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78294,214454,1899-12-30 21:44:54.000,"21:44:54",21,44,54,78294,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78408,214648,1899-12-30 21:46:48.000,"21:46:48",21,46,48,78408,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78473,214753,1899-12-30 21:47:53.000,"21:47:53",21,47,53,78473,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78478,214758,1899-12-30 21:47:58.000,"21:47:58",21,47,58,78478,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78526,214846,1899-12-30 21:48:46.000,"21:48:46",21,48,46,78526,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78569,214929,1899-12-30 21:49:29.000,"21:49:29",21,49,29,78569,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78584,214944,1899-12-30 21:49:44.000,"21:49:44",21,49,44,78584,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78603,215003,1899-12-30 21:50:03.000,"21:50:03",21,50,3,78603,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78645,215045,1899-12-30 21:50:45.000,"21:50:45",21,50,45,78645,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78712,215152,1899-12-30 21:51:52.000,"21:51:52",21,51,52,78712,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78722,215202,1899-12-30 21:52:02.000,"21:52:02",21,52,2,78722,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78839,215359,1899-12-30 21:53:59.000,"21:53:59",21,53,59,78839,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78840,215400,1899-12-30 21:54:00.000,"21:54:00",21,54,0,78840,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78947,215547,1899-12-30 21:55:47.000,"21:55:47",21,55,47,78947,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79070,215750,1899-12-30 21:57:50.000,"21:57:50",21,57,50,79070,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79119,215839,1899-12-30 21:58:39.000,"21:58:39",21,58,39,79119,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79132,215852,1899-12-30 21:58:52.000,"21:58:52",21,58,52,79132,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79167,215927,1899-12-30 21:59:27.000,"21:59:27",21,59,27,79167,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75619,210019,1899-12-30 21:00:19.000,"21:00:19",21,0,19,75619,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75665,210105,1899-12-30 21:01:05.000,"21:01:05",21,1,5,75665,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75829,210349,1899-12-30 21:03:49.000,"21:03:49",21,3,49,75829,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76006,210646,1899-12-30 21:06:46.000,"21:06:46",21,6,46,76006,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76074,210754,1899-12-30 21:07:54.000,"21:07:54",21,7,54,76074,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76148,210908,1899-12-30 21:09:08.000,"21:09:08",21,9,8,76148,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76212,211012,1899-12-30 21:10:12.000,"21:10:12",21,10,12,76212,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76215,211015,1899-12-30 21:10:15.000,"21:10:15",21,10,15,76215,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76264,211104,1899-12-30 21:11:04.000,"21:11:04",21,11,4,76264,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76327,211207,1899-12-30 21:12:07.000,"21:12:07",21,12,7,76327,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76328,211208,1899-12-30 21:12:08.000,"21:12:08",21,12,8,76328,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76375,211255,1899-12-30 21:12:55.000,"21:12:55",21,12,55,76375,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76390,211310,1899-12-30 21:13:10.000,"21:13:10",21,13,10,76390,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76480,211440,1899-12-30 21:14:40.000,"21:14:40",21,14,40,76480,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76491,211451,1899-12-30 21:14:51.000,"21:14:51",21,14,51,76491,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76534,211534,1899-12-30 21:15:34.000,"21:15:34",21,15,34,76534,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76667,211747,1899-12-30 21:17:47.000,"21:17:47",21,17,47,76667,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76698,211818,1899-12-30 21:18:18.000,"21:18:18",21,18,18,76698,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76794,211954,1899-12-30 21:19:54.000,"21:19:54",21,19,54,76794,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76932,212212,1899-12-30 21:22:12.000,"21:22:12",21,22,12,76932,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76950,212230,1899-12-30 21:22:30.000,"21:22:30",21,22,30,76950,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76975,212255,1899-12-30 21:22:55.000,"21:22:55",21,22,55,76975,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76990,212310,1899-12-30 21:23:10.000,"21:23:10",21,23,10,76990,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77022,212342,1899-12-30 21:23:42.000,"21:23:42",21,23,42,77022,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77086,212446,1899-12-30 21:24:46.000,"21:24:46",21,24,46,77086,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77138,212538,1899-12-30 21:25:38.000,"21:25:38",21,25,38,77138,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77158,212558,1899-12-30 21:25:58.000,"21:25:58",21,25,58,77158,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77196,212636,1899-12-30 21:26:36.000,"21:26:36",21,26,36,77196,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77203,212643,1899-12-30 21:26:43.000,"21:26:43",21,26,43,77203,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77207,212647,1899-12-30 21:26:47.000,"21:26:47",21,26,47,77207,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77238,212718,1899-12-30 21:27:18.000,"21:27:18",21,27,18,77238,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77366,212926,1899-12-30 21:29:26.000,"21:29:26",21,29,26,77366,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77378,212938,1899-12-30 21:29:38.000,"21:29:38",21,29,38,77378,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77398,212958,1899-12-30 21:29:58.000,"21:29:58",21,29,58,77398,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77463,213103,1899-12-30 21:31:03.000,"21:31:03",21,31,3,77463,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
