Index,variable,value
297,EndTime,2022-03-20 17:54:35.000
298,EndTime,2022-03-20 17:54:35.000
299,EndTime,2022-03-20 17:54:35.000
300,EndTime,2022-03-20 17:54:35.000
301,EndTime,2022-03-20 17:54:35.000
302,EndTime,2022-03-20 17:54:35.000
305,EndTime,2022-03-20 17:54:35.000
306,EndTime,2022-03-20 17:54:35.000
308,EndTime,2022-03-20 17:54:35.000
309,EndTime,2022-03-20 17:54:35.000
310,EndTime,2022-03-20 17:54:35.000
311,EndTime,2022-03-20 17:54:35.000
315,EndTime,2022-03-20 17:54:35.000
318,EndTime,2022-03-20 17:54:35.000
319,EndTime,2022-03-20 17:54:35.000
320,EndTime,2022-03-20 17:54:35.000
323,EndTime,2022-03-20 17:54:35.000
327,EndTime,2022-03-20 17:54:35.000
328,EndTime,2022-03-20 17:54:35.000
329,EndTime,2022-03-20 17:54:35.000
330,EndTime,2022-03-20 17:54:35.000
331,EndTime,2022-03-20 17:54:35.000
332,EndTime,2022-03-20 17:54:35.000
333,EndTime,2022-03-20 17:54:35.000
334,EndTime,2022-03-20 17:54:35.000
335,EndTime,2022-03-20 17:54:35.000
336,EndTime,2022-03-20 17:54:35.000
337,EndTime,2022-03-20 17:54:35.000
338,EndTime,2022-03-20 17:54:35.000
340,EndTime,2022-03-20 17:54:35.000
341,EndTime,2022-03-20 17:54:35.000
342,EndTime,2022-03-20 17:54:35.000
343,EndTime,2022-03-20 17:54:35.000
345,EndTime,2022-03-20 17:54:35.000
346,EndTime,2022-03-20 17:54:35.000
347,EndTime,2022-03-20 17:54:35.000
348,EndTime,2022-03-20 17:54:35.000
349,EndTime,2022-03-20 17:54:35.000
351,EndTime,2022-03-20 17:54:35.000
352,EndTime,2022-03-20 17:54:35.000
353,EndTime,2022-03-20 17:54:35.000
355,EndTime,2022-03-20 17:54:35.000
356,EndTime,2022-03-20 17:54:35.000
357,EndTime,2022-03-20 17:54:35.000
358,EndTime,2022-03-20 17:54:35.000
359,EndTime,2022-03-20 17:54:35.000
360,EndTime,2022-03-20 17:54:35.000
361,EndTime,2022-03-20 17:54:35.000
362,EndTime,2022-03-20 17:54:35.000
363,EndTime,2022-03-20 17:54:35.000
364,EndTime,2022-03-20 17:54:35.000
374,EndTime,2022-03-20 17:54:35.000
376,EndTime,2022-03-20 17:54:35.000
386,EndTime,2022-03-20 17:54:35.000
387,EndTime,2022-03-20 17:54:35.000
388,EndTime,2022-03-20 17:54:35.000
389,EndTime,2022-03-20 17:54:35.000
390,EndTime,2022-03-20 17:54:35.000
391,EndTime,2022-03-20 17:54:35.000
392,EndTime,2022-03-20 17:54:35.000
393,EndTime,2022-03-20 17:54:35.000
394,EndTime,2022-03-20 17:54:35.000
395,EndTime,2022-03-20 17:54:35.000
396,EndTime,2022-03-20 17:54:35.000
397,EndTime,2022-03-20 17:54:35.000
398,EndTime,2022-03-20 17:54:35.000
399,EndTime,2022-03-20 17:54:35.000
400,EndTime,2022-03-20 17:54:35.000
401,EndTime,2022-03-20 17:54:35.000
402,EndTime,2022-03-20 17:54:35.000
403,EndTime,2022-03-20 17:54:35.000
404,EndTime,2022-03-20 17:54:35.000
405,EndTime,2022-03-20 17:54:35.000
406,EndTime,2022-03-20 17:54:35.000
407,EndTime,2022-03-20 17:54:35.000
408,EndTime,2022-03-20 17:54:35.000
410,EndTime,2022-03-20 17:54:35.000
411,EndTime,2022-03-20 17:54:35.000
20,EndTime,2022-03-20 17:54:33.000
50,EndTime,2022-03-20 17:54:33.000
62,EndTime,2022-03-20 17:54:33.000
100,EndTime,2022-03-20 17:54:33.000
136,EndTime,2022-03-20 17:54:34.000
165,EndTime,2022-03-20 17:54:34.000
223,EndTime,2022-03-20 17:54:34.000
365,EndTime,2022-03-20 17:54:35.000
368,EndTime,2022-03-20 17:54:35.000
38,Duration (ms),1
39,Duration (ms),1
40,Duration (ms),1
41,Duration (ms),1
42,Duration (ms),1
43,Duration (ms),1
44,Duration (ms),1
88,Duration (ms),1
92,Duration (ms),1
93,Duration (ms),1
94,Duration (ms),1
98,Duration (ms),1
99,Duration (ms),1
122,Duration (ms),1
123,Duration (ms),1
124,Duration (ms),1
125,Duration (ms),1
126,Duration (ms),1
127,Duration (ms),1
128,Duration (ms),1
129,Duration (ms),1
130,Duration (ms),1
131,Duration (ms),1
155,Duration (ms),1
156,Duration (ms),1
157,Duration (ms),1
158,Duration (ms),1
159,Duration (ms),1
160,Duration (ms),1
192,Duration (ms),1
193,Duration (ms),1
194,Duration (ms),1
195,Duration (ms),1
196,Duration (ms),1
197,Duration (ms),1
198,Duration (ms),1
208,Duration (ms),1
209,Duration (ms),1
210,Duration (ms),1
211,Duration (ms),1
212,Duration (ms),1
220,Duration (ms),1
221,Duration (ms),1
222,Duration (ms),1
249,Duration (ms),1
250,Duration (ms),1
251,Duration (ms),1
252,Duration (ms),1
253,Duration (ms),1
254,Duration (ms),1
256,Duration (ms),1
259,Duration (ms),1
282,Duration (ms),1
284,Duration (ms),1
285,Duration (ms),1
286,Duration (ms),1
304,Duration (ms),1
307,Duration (ms),1
312,Duration (ms),1
313,Duration (ms),1
314,Duration (ms),1
317,Duration (ms),1
321,Duration (ms),1
322,Duration (ms),1
324,Duration (ms),1
325,Duration (ms),1
326,Duration (ms),1
339,Duration (ms),1
344,Duration (ms),1
350,Duration (ms),1
354,Duration (ms),1
379,Duration (ms),1
409,Duration (ms),1
412,Duration (ms),1
2,Duration (ms),1
4,Duration (ms),1
276,Duration (ms),1
277,Duration (ms),1
279,Duration (ms),1
6,Duration (ms),1344
7,Duration (ms),13
11,Duration (ms),15
12,Duration (ms),1799
15,Duration (ms),3752
16,Duration (ms),3771
17,Duration (ms),3833
18,Duration (ms),3867
19,Duration (ms),4022
35,Duration (ms),768
36,Duration (ms),4953
56,Duration (ms),752
57,Duration (ms),4995
85,Duration (ms),1198
86,Duration (ms),5563
120,Duration (ms),1396
121,Duration (ms),5558
150,Duration (ms),1994
151,Duration (ms),6286
164,Duration (ms),6317
188,Duration (ms),45
189,Duration (ms),6691
213,Duration (ms),6383
246,Duration (ms),47
247,Duration (ms),6781
372,Duration (ms),3
373,Duration (ms),7
384,Duration (ms),5
385,Duration (ms),8
283,Duration (ms),2
287,Duration (ms),2
288,Duration (ms),2
290,Duration (ms),3
292,Duration (ms),3
293,Duration (ms),3
303,Duration (ms),4
316,Duration (ms),5
3,Duration (ms),8
5,Duration (ms),41
13,Duration (ms),0
14,Duration (ms),0
37,Duration (ms),0
45,Duration (ms),2
46,Duration (ms),2
47,Duration (ms),2
48,Duration (ms),2
49,Duration (ms),3
58,Duration (ms),0
59,Duration (ms),0
60,Duration (ms),0
61,Duration (ms),0
87,Duration (ms),0
89,Duration (ms),0
90,Duration (ms),0
91,Duration (ms),0
95,Duration (ms),2
96,Duration (ms),2
97,Duration (ms),2
101,Duration (ms),13
102,Duration (ms),14
103,Duration (ms),15
105,Duration (ms),15
106,Duration (ms),15
107,Duration (ms),15
132,Duration (ms),2
133,Duration (ms),2
134,Duration (ms),3
135,Duration (ms),30
152,Duration (ms),0
153,Duration (ms),0
154,Duration (ms),0
161,Duration (ms),14
162,Duration (ms),14
163,Duration (ms),15
190,Duration (ms),0
191,Duration (ms),0
199,Duration (ms),2
200,Duration (ms),2
201,Duration (ms),2
202,Duration (ms),2
203,Duration (ms),2
204,Duration (ms),0
205,Duration (ms),2
206,Duration (ms),2
207,Duration (ms),0
214,Duration (ms),11
215,Duration (ms),11
216,Duration (ms),11
217,Duration (ms),11
218,Duration (ms),11
219,Duration (ms),11
248,Duration (ms),0
255,Duration (ms),0
257,Duration (ms),2
258,Duration (ms),2
260,Duration (ms),2
261,Duration (ms),0
262,Duration (ms),5
263,Duration (ms),5
264,Duration (ms),5
265,Duration (ms),5
266,Duration (ms),5
267,Duration (ms),5
268,Duration (ms),5
269,Duration (ms),5
270,Duration (ms),21
278,Duration (ms),0
280,Duration (ms),0
281,Duration (ms),0
289,Duration (ms),2
291,Duration (ms),2
294,Duration (ms),2
295,Duration (ms),2
296,Duration (ms),2
297,Duration (ms),2
298,Duration (ms),2
299,Duration (ms),3
300,Duration (ms),3
301,Duration (ms),3
302,Duration (ms),3
305,Duration (ms),3
306,Duration (ms),3
308,Duration (ms),0
309,Duration (ms),0
310,Duration (ms),0
311,Duration (ms),3
315,Duration (ms),2
318,Duration (ms),4
319,Duration (ms),4
320,Duration (ms),2
323,Duration (ms),0
327,Duration (ms),3
328,Duration (ms),4
329,Duration (ms),4
330,Duration (ms),4
331,Duration (ms),3
332,Duration (ms),2
333,Duration (ms),3
334,Duration (ms),3
335,Duration (ms),4
336,Duration (ms),3
337,Duration (ms),4
338,Duration (ms),3
340,Duration (ms),6
341,Duration (ms),5
342,Duration (ms),2
343,Duration (ms),6
345,Duration (ms),6
346,Duration (ms),6
347,Duration (ms),6
348,Duration (ms),5
349,Duration (ms),3
351,Duration (ms),3
352,Duration (ms),3
353,Duration (ms),3
355,Duration (ms),2
356,Duration (ms),5
357,Duration (ms),4
358,Duration (ms),3
359,Duration (ms),10
360,Duration (ms),4
361,Duration (ms),9
362,Duration (ms),4
363,Duration (ms),5
364,Duration (ms),5
374,Duration (ms),0
376,Duration (ms),0
386,Duration (ms),0
387,Duration (ms),0
388,Duration (ms),0
389,Duration (ms),0
390,Duration (ms),0
391,Duration (ms),18
392,Duration (ms),19
393,Duration (ms),18
394,Duration (ms),17
395,Duration (ms),19
396,Duration (ms),17
397,Duration (ms),16
398,Duration (ms),20
399,Duration (ms),20
400,Duration (ms),17
401,Duration (ms),20
402,Duration (ms),21
403,Duration (ms),19
404,Duration (ms),0
405,Duration (ms),16
406,Duration (ms),22
407,Duration (ms),16
408,Duration (ms),22
410,Duration (ms),2
411,Duration (ms),2
20,Duration (ms),765
50,Duration (ms),751
62,Duration (ms),1194
100,Duration (ms),1393
136,Duration (ms),1991
165,Duration (ms),40
223,Duration (ms),43
365,Duration (ms),0
368,Duration (ms),2
38,CPUTime,0
39,CPUTime,0
40,CPUTime,0
41,CPUTime,0
42,CPUTime,0
43,CPUTime,0
44,CPUTime,0
88,CPUTime,0
92,CPUTime,0
93,CPUTime,0
94,CPUTime,0
98,CPUTime,0
99,CPUTime,0
122,CPUTime,0
123,CPUTime,0
124,CPUTime,0
125,CPUTime,0
126,CPUTime,0
127,CPUTime,0
128,CPUTime,0
129,CPUTime,0
130,CPUTime,0
131,CPUTime,0
155,CPUTime,0
156,CPUTime,0
157,CPUTime,0
158,CPUTime,0
159,CPUTime,0
160,CPUTime,0
192,CPUTime,0
193,CPUTime,0
194,CPUTime,0
195,CPUTime,0
196,CPUTime,0
197,CPUTime,0
198,CPUTime,0
208,CPUTime,0
209,CPUTime,0
210,CPUTime,0
211,CPUTime,0
212,CPUTime,0
220,CPUTime,0
221,CPUTime,0
222,CPUTime,0
249,CPUTime,0
250,CPUTime,0
251,CPUTime,0
252,CPUTime,0
253,CPUTime,0
254,CPUTime,0
256,CPUTime,0
259,CPUTime,0
282,CPUTime,0
284,CPUTime,0
285,CPUTime,0
286,CPUTime,0
304,CPUTime,0
307,CPUTime,0
312,CPUTime,0
313,CPUTime,0
314,CPUTime,0
317,CPUTime,0
321,CPUTime,0
322,CPUTime,0
324,CPUTime,0
325,CPUTime,0
326,CPUTime,0
339,CPUTime,0
344,CPUTime,0
350,CPUTime,0
354,CPUTime,0
379,CPUTime,0
409,CPUTime,0
412,CPUTime,0
2,CPUTime,0
4,CPUTime,0
276,CPUTime,16
277,CPUTime,16
279,CPUTime,16
6,CPUTime,172
7,CPUTime,16
11,CPUTime,16
12,CPUTime,344
15,CPUTime,156
16,CPUTime,172
17,CPUTime,172
18,CPUTime,156
19,CPUTime,219
35,CPUTime,16
36,CPUTime,328
56,CPUTime,0
57,CPUTime,297
85,CPUTime,0
86,CPUTime,313
120,CPUTime,0
121,CPUTime,297
150,CPUTime,0
151,CPUTime,281
164,CPUTime,250
188,CPUTime,16
189,CPUTime,516
213,CPUTime,219
246,CPUTime,0
247,CPUTime,297
372,CPUTime,16
373,CPUTime,16
384,CPUTime,16
385,CPUTime,16
283,CPUTime,16
287,CPUTime,16
288,CPUTime,16
290,CPUTime,16
292,CPUTime,16
293,CPUTime,16
303,CPUTime,16
316,CPUTime,16
3,CPUTime,0
5,CPUTime,0
13,CPUTime,0
14,CPUTime,0
37,CPUTime,0
45,CPUTime,0
46,CPUTime,0
47,CPUTime,0
48,CPUTime,0
49,CPUTime,0
58,CPUTime,0
59,CPUTime,0
60,CPUTime,0
61,CPUTime,0
87,CPUTime,0
89,CPUTime,0
90,CPUTime,0
91,CPUTime,0
95,CPUTime,0
96,CPUTime,0
97,CPUTime,0
101,CPUTime,0
102,CPUTime,0
103,CPUTime,0
105,CPUTime,0
106,CPUTime,0
107,CPUTime,0
132,CPUTime,0
133,CPUTime,0
134,CPUTime,0
135,CPUTime,0
152,CPUTime,0
153,CPUTime,0
154,CPUTime,0
161,CPUTime,0
162,CPUTime,0
163,CPUTime,0
190,CPUTime,0
191,CPUTime,0
199,CPUTime,0
200,CPUTime,0
201,CPUTime,0
202,CPUTime,0
203,CPUTime,0
204,CPUTime,0
205,CPUTime,0
206,CPUTime,0
207,CPUTime,0
214,CPUTime,0
215,CPUTime,0
216,CPUTime,0
217,CPUTime,0
218,CPUTime,0
219,CPUTime,0
248,CPUTime,0
255,CPUTime,0
257,CPUTime,0
258,CPUTime,0
260,CPUTime,0
261,CPUTime,0
262,CPUTime,0
263,CPUTime,0
264,CPUTime,0
265,CPUTime,0
266,CPUTime,0
267,CPUTime,0
268,CPUTime,0
269,CPUTime,0
270,CPUTime,0
278,CPUTime,0
280,CPUTime,0
281,CPUTime,0
289,CPUTime,0
291,CPUTime,0
294,CPUTime,0
295,CPUTime,0
296,CPUTime,0
297,CPUTime,0
298,CPUTime,0
299,CPUTime,0
300,CPUTime,0
301,CPUTime,0
302,CPUTime,0
305,CPUTime,0
306,CPUTime,0
308,CPUTime,0
309,CPUTime,0
310,CPUTime,0
311,CPUTime,0
315,CPUTime,0
318,CPUTime,0
319,CPUTime,0
320,CPUTime,0
323,CPUTime,0
327,CPUTime,0
328,CPUTime,0
329,CPUTime,0
330,CPUTime,0
331,CPUTime,0
332,CPUTime,0
333,CPUTime,0
334,CPUTime,0
335,CPUTime,0
336,CPUTime,0
337,CPUTime,0
338,CPUTime,0
340,CPUTime,0
341,CPUTime,0
342,CPUTime,0
343,CPUTime,0
345,CPUTime,0
346,CPUTime,0
347,CPUTime,0
348,CPUTime,0
349,CPUTime,0
351,CPUTime,0
352,CPUTime,0
353,CPUTime,0
355,CPUTime,0
356,CPUTime,0
357,CPUTime,0
358,CPUTime,0
359,CPUTime,0
360,CPUTime,0
361,CPUTime,0
362,CPUTime,0
363,CPUTime,0
364,CPUTime,0
374,CPUTime,0
376,CPUTime,0
386,CPUTime,0
387,CPUTime,0
388,CPUTime,0
389,CPUTime,0
390,CPUTime,0
391,CPUTime,0
392,CPUTime,0
393,CPUTime,0
394,CPUTime,0
395,CPUTime,0
396,CPUTime,0
397,CPUTime,0
398,CPUTime,0
399,CPUTime,0
400,CPUTime,0
401,CPUTime,0
402,CPUTime,0
403,CPUTime,0
404,CPUTime,0
405,CPUTime,0
406,CPUTime,0
407,CPUTime,0
408,CPUTime,0
410,CPUTime,0
411,CPUTime,0
20,CPUTime,16
50,CPUTime,0
62,CPUTime,0
100,CPUTime,0
136,CPUTime,0
165,CPUTime,16
223,CPUTime,0
365,CPUTime,0
368,CPUTime,16
38,ObjectName,Region
39,ObjectName,CompanyName
40,ObjectName,City
41,ObjectName,PostalCode
42,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
43,ObjectName,Phone
44,ObjectName,SupplierID
88,ObjectName,HireDate
92,ObjectName,Title
93,ObjectName,PhotoPath
94,ObjectName,Full Name
98,ObjectName,PostalCode
99,ObjectName,Extension
122,ObjectName,ReorderLevel
123,ObjectName,Discontinued
124,ObjectName,UnitsInStock
125,ObjectName,ProductID
126,ObjectName,CategoryID
127,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
128,ObjectName,03a667a1-a29f-451b-8508-dc265e6de1b7
129,ObjectName,QuantityPerUnit
130,ObjectName,ProductName
131,ObjectName,58995b8d-9935-4eaa-93dd-cfbc1e5eea5e
155,ObjectName,CustomerID
156,ObjectName,Address
157,ObjectName,Fax
158,ObjectName,Region
159,ObjectName,ContactTitle
160,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
192,ObjectName,ShippedDate
193,ObjectName,fc9bbea6-473f-4cd1-9c40-6f9d69405546
194,ObjectName,ShipCountry
195,ObjectName,EmployeeID
196,ObjectName,Freight
197,ObjectName,ShipPostalCode
198,ObjectName,OrderID
208,ObjectName,ProductID
209,ObjectName,OrderID
210,ObjectName,No of Products
211,ObjectName,_Sales
212,ObjectName,CustomerID
220,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
221,ObjectName,OrderID
222,ObjectName,@NumberOfProducts
249,ObjectName,Fiscal Year-Quarter
250,ObjectName,Year
251,ObjectName,Fiscal Quarter
252,ObjectName,Sort FMonthYear
253,ObjectName,Month Number
254,ObjectName,Sort FQuarterYear
256,ObjectName,101685ea-07ee-4f88-a2d5-77cd3317e91c
259,ObjectName,Year-Month
282,ObjectName,UnitsOnOrder
284,ObjectName,Full Name
285,ObjectName,Notes
286,ObjectName,ProductID
304,ObjectName,Day
307,ObjectName,ShipVia
312,ObjectName,ShippedDate
313,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
314,ObjectName,CategoryID
317,ObjectName,ShipName
321,ObjectName,Quarter Number
322,ObjectName,Sort FQuarterYear
324,ObjectName,FQuarter Name
325,ObjectName,Region
326,ObjectName,ContactName
339,ObjectName,CustomerID
344,ObjectName,Column1
350,ObjectName,Region
354,ObjectName,City
379,ObjectName,OrderID
409,ObjectName,Month Name
412,ObjectName,_Sales
2,ObjectName,Question8-09dddaa4-3971-4124-8f64-82f470b60343
4,ObjectName,Table-b801effa-82a6-41a8-b110-220ddaccbf9e
276,ObjectName,FirstName
277,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
279,ObjectName,HireDate
6,ObjectName,Solutions-f4ed0f31-1dad-4374-82ec-1c2def9a1e02
7,ObjectName,Solutions-f4ed0f31-1dad-4374-82ec-1c2def9a1e02
11,ObjectName,Solutions-f4ed0f31-1dad-4374-82ec-1c2def9a1e02
12,ObjectName,Solutions-f4ed0f31-1dad-4374-82ec-1c2def9a1e02
15,ObjectName,Suppliers-dd82d4c7-2c53-42dc-a512-8ed5bb15f0d3
16,ObjectName,Products-1951eefd-487e-47d1-acd4-96896fa2b2b3
17,ObjectName,Categories-4bd4c706-bd36-4d75-838e-2e58d7a7d15a
18,ObjectName,Customers-9b267f2a-d56d-4c80-8561-2d19309878bb
19,ObjectName,Employees-4d52b04d-7e3c-4b2f-88e2-84f70329223f
35,ObjectName,Suppliers-dd82d4c7-2c53-42dc-a512-8ed5bb15f0d3
36,ObjectName,Suppliers-dd82d4c7-2c53-42dc-a512-8ed5bb15f0d3
56,ObjectName,Categories-4bd4c706-bd36-4d75-838e-2e58d7a7d15a
57,ObjectName,Categories-4bd4c706-bd36-4d75-838e-2e58d7a7d15a
85,ObjectName,Employees-4d52b04d-7e3c-4b2f-88e2-84f70329223f
86,ObjectName,Employees-4d52b04d-7e3c-4b2f-88e2-84f70329223f
120,ObjectName,Products-1951eefd-487e-47d1-acd4-96896fa2b2b3
121,ObjectName,Products-1951eefd-487e-47d1-acd4-96896fa2b2b3
150,ObjectName,Customers-9b267f2a-d56d-4c80-8561-2d19309878bb
151,ObjectName,Customers-9b267f2a-d56d-4c80-8561-2d19309878bb
164,ObjectName,Orders-84605934-8ef4-48d9-9de5-b2f1d13afe13
188,ObjectName,Orders-84605934-8ef4-48d9-9de5-b2f1d13afe13
189,ObjectName,Orders-84605934-8ef4-48d9-9de5-b2f1d13afe13
213,ObjectName,Calendar-0154c2ab-c463-4172-a79c-58edddea5f72
246,ObjectName,Calendar-0154c2ab-c463-4172-a79c-58edddea5f72
247,ObjectName,Calendar-0154c2ab-c463-4172-a79c-58edddea5f72
372,ObjectName,Question8-09dddaa4-3971-4124-8f64-82f470b60343
373,ObjectName,Question8-09dddaa4-3971-4124-8f64-82f470b60343
384,ObjectName,Table-b801effa-82a6-41a8-b110-220ddaccbf9e
385,ObjectName,Table-b801effa-82a6-41a8-b110-220ddaccbf9e
283,ObjectName,EmployeeID
287,ObjectName,Title
288,ObjectName,LastName
290,ObjectName,Address
292,ObjectName,BirthDate
293,ObjectName,TitleOfCourtesy
303,ObjectName,City
316,ObjectName,Region
3,ObjectName,Question8-09dddaa4-3971-4124-8f64-82f470b60343
5,ObjectName,Table-b801effa-82a6-41a8-b110-220ddaccbf9e
13,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
14,ObjectName,Column1
37,ObjectName,ContactName
45,ObjectName,Address
46,ObjectName,ContactTitle
47,ObjectName,HomePage
48,ObjectName,Fax
49,ObjectName,Country
58,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
59,ObjectName,Description
60,ObjectName,CategoryID
61,ObjectName,CategoryName
87,ObjectName,Notes
89,ObjectName,ReportsTo
90,ObjectName,HomePhone
91,ObjectName,Gender
95,ObjectName,FirstName
96,ObjectName,TitleOfCourtesy
97,ObjectName,Address
101,ObjectName,Country
102,ObjectName,BirthDate
103,ObjectName,City
105,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
106,ObjectName,LastName
107,ObjectName,Region
132,ObjectName,UnitPrice
133,ObjectName,UnitsOnOrder
134,ObjectName,SupplierID
135,ObjectName,EmployeeID
152,ObjectName,Phone
153,ObjectName,Country
154,ObjectName,ContactName
161,ObjectName,PostalCode
162,ObjectName,CompanyName
163,ObjectName,City
190,ObjectName,CustomerID
191,ObjectName,OrderDate
199,ObjectName,RequiredDate
200,ObjectName,UnitPrice
201,ObjectName,ProductID
202,ObjectName,Quantity
203,ObjectName,Discount
204,ObjectName,_Sales
205,ObjectName,ShipName
206,ObjectName,ShipRegion
207,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
214,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
215,ObjectName,ShipCity
216,ObjectName,b5d40f35-dece-456a-92e0-52665dbc7aec
217,ObjectName,40578fee-490f-4057-ae19-528f954c8f15
218,ObjectName,ShipAddress
219,ObjectName,ShipVia
248,ObjectName,Year Week
255,ObjectName,Month Name
257,ObjectName,Date
258,ObjectName,6c663929-1b68-4e74-a271-ce1a0302d254
260,ObjectName,Sort FWeek no
261,ObjectName,Week No
262,ObjectName,278c082b-7ea1-4967-b286-254a09d5c57f
263,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
264,ObjectName,Fiscal Year
265,ObjectName,SortYearWeek
266,ObjectName,Quarter Number
267,ObjectName,FQuarter Name
268,ObjectName,Day Name
269,ObjectName,Fiscal Month
270,ObjectName,Day
278,ObjectName,HomePhone
280,ObjectName,UnitPrice
281,ObjectName,CategoryID
289,ObjectName,OrderID
291,ObjectName,Country
294,ObjectName,Gender
295,ObjectName,PhotoPath
296,ObjectName,ReorderLevel
297,ObjectName,QuantityPerUnit
298,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
299,ObjectName,PostalCode
300,ObjectName,UnitsInStock
301,ObjectName,ProductName
302,ObjectName,SupplierID
305,ObjectName,Extension
306,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
308,ObjectName,Year Week
309,ObjectName,CategoryName
310,ObjectName,Fiscal Year-Quarter
311,ObjectName,Discontinued
315,ObjectName,Day Name
318,ObjectName,ReportsTo
319,ObjectName,CustomerID
320,ObjectName,Fax
323,ObjectName,ContactTitle
327,ObjectName,03a667a1-a29f-451b-8508-dc265e6de1b7
328,ObjectName,Country
329,ObjectName,Year
330,ObjectName,RequiredDate
331,ObjectName,SupplierID
332,ObjectName,CompanyName
333,ObjectName,Description
334,ObjectName,SortYearWeek
335,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
336,ObjectName,City
337,ObjectName,Freight
338,ObjectName,Phone
340,ObjectName,EmployeeID
341,ObjectName,Fiscal Quarter
342,ObjectName,ShipRegion
343,ObjectName,278c082b-7ea1-4967-b286-254a09d5c57f
345,ObjectName,Phone
346,ObjectName,Fiscal Year
347,ObjectName,6c663929-1b68-4e74-a271-ce1a0302d254
348,ObjectName,Fax
349,ObjectName,Discount
351,ObjectName,ShipCountry
352,ObjectName,ShipCity
353,ObjectName,OrderDate
355,ObjectName,ContactTitle
356,ObjectName,ShipAddress
357,ObjectName,ProductID
358,ObjectName,CompanyName
359,ObjectName,40578fee-490f-4057-ae19-528f954c8f15
360,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
361,ObjectName,101685ea-07ee-4f88-a2d5-77cd3317e91c
362,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
363,ObjectName,UnitPrice
364,ObjectName,b5d40f35-dece-456a-92e0-52665dbc7aec
374,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
376,ObjectName,@NumberOfProducts
386,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
387,ObjectName,ProductID
388,ObjectName,No of Products
389,ObjectName,OrderID
390,ObjectName,CustomerID
391,ObjectName,Address
392,ObjectName,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61
393,ObjectName,PostalCode
394,ObjectName,Quantity
395,ObjectName,Country
396,ObjectName,fc9bbea6-473f-4cd1-9c40-6f9d69405546
397,ObjectName,ContactName
398,ObjectName,Sort FWeek no
399,ObjectName,Sort FMonthYear
400,ObjectName,ShipPostalCode
401,ObjectName,Fiscal Month
402,ObjectName,Date
403,ObjectName,HomePage
404,ObjectName,Year-Month
405,ObjectName,PostalCode
406,ObjectName,Month Number
407,ObjectName,Address
408,ObjectName,58995b8d-9935-4eaa-93dd-cfbc1e5eea5e
410,ObjectName,_Sales
411,ObjectName,Week No
20,ObjectName,Suppliers-dd82d4c7-2c53-42dc-a512-8ed5bb15f0d3
50,ObjectName,Categories-4bd4c706-bd36-4d75-838e-2e58d7a7d15a
62,ObjectName,Employees-4d52b04d-7e3c-4b2f-88e2-84f70329223f
100,ObjectName,Products-1951eefd-487e-47d1-acd4-96896fa2b2b3
136,ObjectName,Customers-9b267f2a-d56d-4c80-8561-2d19309878bb
165,ObjectName,Orders-84605934-8ef4-48d9-9de5-b2f1d13afe13
223,ObjectName,Calendar-0154c2ab-c463-4172-a79c-58edddea5f72
365,ObjectName,Question8-09dddaa4-3971-4124-8f64-82f470b60343
368,ObjectName,Table-b801effa-82a6-41a8-b110-220ddaccbf9e
38,End Time,2022-03-20 17:54:33.000
39,End Time,2022-03-20 17:54:33.000
40,End Time,2022-03-20 17:54:33.000
41,End Time,2022-03-20 17:54:33.000
42,End Time,2022-03-20 17:54:33.000
43,End Time,2022-03-20 17:54:33.000
44,End Time,2022-03-20 17:54:33.000
88,End Time,2022-03-20 17:54:33.000
92,End Time,2022-03-20 17:54:33.000
93,End Time,2022-03-20 17:54:33.000
94,End Time,2022-03-20 17:54:33.000
98,End Time,2022-03-20 17:54:33.000
99,End Time,2022-03-20 17:54:33.000
122,End Time,2022-03-20 17:54:33.000
123,End Time,2022-03-20 17:54:33.000
124,End Time,2022-03-20 17:54:33.000
125,End Time,2022-03-20 17:54:33.000
126,End Time,2022-03-20 17:54:33.000
127,End Time,2022-03-20 17:54:33.000
