Date,MonthNum,Month,MonthLong,Quarter,Year,FiscalMonthNum,FiscalMonth,FiscalMonthLong,FiscalQuarter,FiscalYear,CurMonthOffset,CurQuarterOffset,CurYearOffset,FutureDate,CurFiscalYearOffset,MonthYearNum,MonthYear,MonthYearLong,WeekdayNum,Weekday,WeekdayWeekend,WeekSequenceNum,CurWeekOffset
2019-04-08 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",1,"Mon","Weekday",67,-6
2019-04-09 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",2,"Tue","Weekday",67,-6
2019-04-10 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",3,"Wed","Weekday",67,-6
2019-04-11 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",4,"Thu","Weekday",67,-6
2019-04-12 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",5,"Fri","Weekday",67,-6
2019-04-13 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",6,"Sat","Weekend",67,-6
2019-04-14 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",0,"Sun","Weekend",68,-5
2019-04-15 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",1,"Mon","Weekday",68,-5
2019-04-16 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",2,"Tue","Weekday",68,-5
2019-04-17 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",3,"Wed","Weekday",68,-5
2019-04-18 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",4,"Thu","Weekday",68,-5
2019-04-19 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",5,"Fri","Weekday",68,-5
2019-04-20 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",6,"Sat","Weekend",68,-5
2019-04-21 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",0,"Sun","Weekend",69,-4
2019-04-22 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",1,"Mon","Weekday",69,-4
2019-04-23 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",2,"Tue","Weekday",69,-4
2019-04-24 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",3,"Wed","Weekday",69,-4
2019-04-25 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",4,"Thu","Weekday",69,-4
2019-04-26 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",5,"Fri","Weekday",69,-4
2019-04-27 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",6,"Sat","Weekend",69,-4
2019-04-28 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",0,"Sun","Weekend",70,-3
2019-04-29 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",1,"Mon","Weekday",70,-3
2019-04-30 00:00:00.000,4,"Apr","April","Q2",2019,10,"Apr","April","FQ4","FY19",-1,0,0,"Past","0",201904,"Apr-19","Apr-2019",2,"Tue","Weekday",70,-3
2019-05-01 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",3,"Wed","Weekday",70,-3
2019-05-02 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",4,"Thu","Weekday",70,-3
2019-05-03 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",5,"Fri","Weekday",70,-3
2019-05-04 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",6,"Sat","Weekend",70,-3
2019-05-05 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",0,"Sun","Weekend",71,-2
2019-05-06 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",1,"Mon","Weekday",71,-2
2019-05-07 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",2,"Tue","Weekday",71,-2
2019-05-08 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",3,"Wed","Weekday",71,-2
2019-05-09 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",4,"Thu","Weekday",71,-2
2019-05-10 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",5,"Fri","Weekday",71,-2
2019-05-11 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",6,"Sat","Weekend",71,-2
2019-05-12 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",0,"Sun","Weekend",72,-1
2019-05-13 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",1,"Mon","Weekday",72,-1
2019-05-14 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",2,"Tue","Weekday",72,-1
2019-05-15 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",3,"Wed","Weekday",72,-1
2019-05-16 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",4,"Thu","Weekday",72,-1
2019-05-17 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",5,"Fri","Weekday",72,-1
2019-05-18 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",6,"Sat","Weekend",72,-1
2019-05-19 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",0,"Sun","Weekend",73,0
2019-05-20 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Past","0",201905,"May-19","May-2019",1,"Mon","Weekday",73,0
2019-05-21 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Future","0",201905,"May-19","May-2019",2,"Tue","Weekday",73,0
2019-05-22 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Future","0",201905,"May-19","May-2019",3,"Wed","Weekday",73,0
2019-05-23 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Future","0",201905,"May-19","May-2019",4,"Thu","Weekday",73,0
2019-05-24 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Future","0",201905,"May-19","May-2019",5,"Fri","Weekday",73,0
2019-05-25 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Future","0",201905,"May-19","May-2019",6,"Sat","Weekend",73,0
2019-05-26 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Future","0",201905,"May-19","May-2019",0,"Sun","Weekend",74,1
2019-05-27 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Future","0",201905,"May-19","May-2019",1,"Mon","Weekday",74,1
2019-05-28 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Future","0",201905,"May-19","May-2019",2,"Tue","Weekday",74,1
2019-05-29 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Future","0",201905,"May-19","May-2019",3,"Wed","Weekday",74,1
2019-05-30 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Future","0",201905,"May-19","May-2019",4,"Thu","Weekday",74,1
2019-05-31 00:00:00.000,5,"May","May","Q2",2019,11,"May","May","FQ4","FY19",0,0,0,"Future","0",201905,"May-19","May-2019",5,"Fri","Weekday",74,1
2019-06-01 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",6,"Sat","Weekend",74,1
2019-06-02 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",0,"Sun","Weekend",75,2
2019-06-03 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",1,"Mon","Weekday",75,2
2019-06-04 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",2,"Tue","Weekday",75,2
2019-06-05 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",3,"Wed","Weekday",75,2
2019-06-06 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",4,"Thu","Weekday",75,2
2019-06-07 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",5,"Fri","Weekday",75,2
2019-06-08 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",6,"Sat","Weekend",75,2
2019-06-09 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",0,"Sun","Weekend",76,3
2019-06-10 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",1,"Mon","Weekday",76,3
2019-06-11 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",2,"Tue","Weekday",76,3
2019-06-12 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",3,"Wed","Weekday",76,3
2019-06-13 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",4,"Thu","Weekday",76,3
2019-06-14 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",5,"Fri","Weekday",76,3
2019-06-15 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",6,"Sat","Weekend",76,3
2019-06-16 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",0,"Sun","Weekend",77,4
2019-06-17 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",1,"Mon","Weekday",77,4
2019-06-18 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",2,"Tue","Weekday",77,4
2019-06-19 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",3,"Wed","Weekday",77,4
2019-06-20 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",4,"Thu","Weekday",77,4
2019-06-21 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",5,"Fri","Weekday",77,4
2019-06-22 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",6,"Sat","Weekend",77,4
2019-06-23 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",0,"Sun","Weekend",78,5
2019-06-24 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",1,"Mon","Weekday",78,5
2019-06-25 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",2,"Tue","Weekday",78,5
2019-06-26 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",3,"Wed","Weekday",78,5
2019-06-27 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",4,"Thu","Weekday",78,5
2019-06-28 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",5,"Fri","Weekday",78,5
2019-06-29 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",6,"Sat","Weekend",78,5
2019-06-30 00:00:00.000,6,"Jun","June","Q2",2019,12,"Jun","June","FQ4","FY19",1,0,0,"Future","0",201906,"Jun-19","Jun-2019",0,"Sun","Weekend",79,6
2019-10-05 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",6,"Sat","Weekend",92,19
2019-10-06 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",0,"Sun","Weekend",93,20
2019-10-12 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",6,"Sat","Weekend",93,20
2019-10-13 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",0,"Sun","Weekend",94,21
2019-10-19 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",6,"Sat","Weekend",94,21
2019-10-20 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",0,"Sun","Weekend",95,22
2019-10-26 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",6,"Sat","Weekend",95,22
2019-10-27 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",0,"Sun","Weekend",96,23
2019-11-02 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",6,"Sat","Weekend",96,23
2019-11-03 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",0,"Sun","Weekend",97,24
2019-11-09 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",6,"Sat","Weekend",97,24
2019-11-10 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",0,"Sun","Weekend",98,25
2019-11-16 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",6,"Sat","Weekend",98,25
2019-11-17 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",0,"Sun","Weekend",99,26
2019-11-23 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",6,"Sat","Weekend",99,26
2019-11-24 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",0,"Sun","Weekend",100,27
2019-11-30 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",6,"Sat","Weekend",100,27
2019-12-01 00:00:00.000,12,"Dec","December","Q4",2019,6,"Dec","December","FQ2","FY20",7,2,0,"Future","1",201912,"Dec-19","Dec-2019",0,"Sun","Weekend",101,28
2019-12-07 00:00:00.000,12,"Dec","December","Q4",2019,6,"Dec","December","FQ2","FY20",7,2,0,"Future","1",201912,"Dec-19","Dec-2019",6,"Sat","Weekend",101,28
2019-12-08 00:00:00.000,12,"Dec","December","Q4",2019,6,"Dec","December","FQ2","FY20",7,2,0,"Future","1",201912,"Dec-19","Dec-2019",0,"Sun","Weekend",102,29
2019-12-14 00:00:00.000,12,"Dec","December","Q4",2019,6,"Dec","December","FQ2","FY20",7,2,0,"Future","1",201912,"Dec-19","Dec-2019",6,"Sat","Weekend",102,29
2019-12-15 00:00:00.000,12,"Dec","December","Q4",2019,6,"Dec","December","FQ2","FY20",7,2,0,"Future","1",201912,"Dec-19","Dec-2019",0,"Sun","Weekend",103,30
2019-12-21 00:00:00.000,12,"Dec","December","Q4",2019,6,"Dec","December","FQ2","FY20",7,2,0,"Future","1",201912,"Dec-19","Dec-2019",6,"Sat","Weekend",103,30
2019-12-22 00:00:00.000,12,"Dec","December","Q4",2019,6,"Dec","December","FQ2","FY20",7,2,0,"Future","1",201912,"Dec-19","Dec-2019",0,"Sun","Weekend",104,31
2019-12-28 00:00:00.000,12,"Dec","December","Q4",2019,6,"Dec","December","FQ2","FY20",7,2,0,"Future","1",201912,"Dec-19","Dec-2019",6,"Sat","Weekend",104,31
2019-12-29 00:00:00.000,12,"Dec","December","Q4",2019,6,"Dec","December","FQ2","FY20",7,2,0,"Future","1",201912,"Dec-19","Dec-2019",0,"Sun","Weekend",105,32
2019-10-01 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",2,"Tue","Weekday",92,19
2019-10-02 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",3,"Wed","Weekday",92,19
2019-10-03 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",4,"Thu","Weekday",92,19
2019-10-04 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",5,"Fri","Weekday",92,19
2019-10-07 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",1,"Mon","Weekday",93,20
2019-10-08 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",2,"Tue","Weekday",93,20
2019-10-09 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",3,"Wed","Weekday",93,20
2019-10-10 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",4,"Thu","Weekday",93,20
2019-10-11 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",5,"Fri","Weekday",93,20
2019-10-14 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",1,"Mon","Weekday",94,21
2019-10-15 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",2,"Tue","Weekday",94,21
2019-10-16 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",3,"Wed","Weekday",94,21
2019-10-17 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",4,"Thu","Weekday",94,21
2019-10-18 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",5,"Fri","Weekday",94,21
2019-10-21 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",1,"Mon","Weekday",95,22
2019-10-22 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",2,"Tue","Weekday",95,22
2019-10-23 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",3,"Wed","Weekday",95,22
2019-10-24 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",4,"Thu","Weekday",95,22
2019-10-25 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",5,"Fri","Weekday",95,22
2019-10-28 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",1,"Mon","Weekday",96,23
2019-10-29 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",2,"Tue","Weekday",96,23
2019-10-30 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",3,"Wed","Weekday",96,23
2019-10-31 00:00:00.000,10,"Oct","October","Q4",2019,4,"Oct","October","FQ2","FY20",5,2,0,"Future","1",201910,"Oct-19","Oct-2019",4,"Thu","Weekday",96,23
2019-11-01 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",5,"Fri","Weekday",96,23
2019-11-04 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",1,"Mon","Weekday",97,24
2019-11-05 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",2,"Tue","Weekday",97,24
2019-11-06 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",3,"Wed","Weekday",97,24
2019-11-07 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",4,"Thu","Weekday",97,24
2019-11-08 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",5,"Fri","Weekday",97,24
2019-11-11 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",1,"Mon","Weekday",98,25
2019-11-12 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",2,"Tue","Weekday",98,25
2019-11-13 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",3,"Wed","Weekday",98,25
2019-11-14 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",4,"Thu","Weekday",98,25
2019-11-15 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",5,"Fri","Weekday",98,25
2019-11-18 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",1,"Mon","Weekday",99,26
2019-11-19 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",2,"Tue","Weekday",99,26
2019-11-20 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",3,"Wed","Weekday",99,26
2019-11-21 00:00:00.000,11,"Nov","November","Q4",2019,5,"Nov","November","FQ2","FY20",6,2,0,"Future","1",201911,"Nov-19","Nov-2019",4,"Thu","Weekday",99,26
