SKFact,SKCasualty_Severity,SKCasualty_Type,SKDate,SKAge_Group,Number_of_Casualties,create_date,update_date
90259,3,3,1831,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90273,3,3,1833,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90280,3,3,1834,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90302,3,3,1837,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90317,3,3,1839,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90324,3,3,1840,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90344,3,3,1843,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90371,3,3,1846,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90374,3,3,1847,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90400,3,3,1851,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90414,3,3,1852,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90462,3,3,1859,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90489,3,3,1863,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90496,3,3,1864,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90545,3,3,1871,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90552,3,3,1872,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90562,3,3,1873,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90573,3,3,1874,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90585,3,3,1876,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90591,3,3,1877,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90599,3,3,1878,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90621,3,3,1881,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90634,3,3,1883,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90651,3,3,1885,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90669,3,3,1888,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90710,3,3,1894,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90726,3,3,1896,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90733,3,3,1897,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90748,3,3,1899,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90783,3,3,1904,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90798,3,3,1906,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90829,3,3,1910,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90856,3,3,1914,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90885,3,3,1917,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90888,3,3,1918,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90898,3,3,1919,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90907,3,3,1920,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90916,3,3,1921,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
90972,3,3,1928,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91017,3,3,1934,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91027,3,3,1935,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91039,3,3,1937,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91054,3,3,1938,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91056,3,3,1939,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91101,3,3,1944,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91113,3,3,1946,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91121,3,3,1947,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91129,3,3,1948,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91165,3,3,1953,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91181,3,3,1955,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91189,3,3,1956,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91198,3,3,1957,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91210,3,3,1958,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91262,3,3,1966,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91270,3,3,1967,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91301,3,3,1971,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91336,3,3,1975,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91360,3,3,1978,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91375,3,3,1980,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91386,3,3,1981,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91393,3,3,1982,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91402,3,3,1983,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91410,3,3,1984,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91438,3,3,1988,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91452,3,3,1990,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91492,3,3,1995,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91506,3,3,1997,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91516,3,3,1998,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91521,3,3,1999,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91530,3,3,2000,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91555,3,3,2003,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91614,3,3,2010,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91636,3,3,2013,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91648,3,3,2015,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91670,3,3,2018,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91679,3,3,2019,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91692,3,3,2020,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91705,3,3,2022,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91731,3,3,2025,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91737,3,3,2026,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91746,3,3,2027,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91767,3,3,2029,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91777,3,3,2031,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91805,3,3,2034,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91851,3,3,2040,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91869,3,3,2042,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91889,3,3,2045,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91897,3,3,2046,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91911,3,3,2048,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91929,3,3,2050,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91940,3,3,2051,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91954,3,3,2053,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91969,3,3,2055,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91990,3,3,2057,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
91996,3,3,2058,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92005,3,3,2059,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92054,3,3,2066,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92064,3,3,2067,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92153,3,3,2078,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92168,3,3,2080,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92191,3,3,2083,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92215,3,3,2086,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92234,3,3,2088,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92252,3,3,2090,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92261,3,3,2092,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92272,3,3,2093,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92301,3,3,2097,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92310,3,3,2098,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92358,3,3,2103,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92366,3,3,2104,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92404,3,3,2109,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92426,3,3,2112,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92459,3,3,2116,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92468,3,3,2117,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92478,3,3,2118,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92548,3,3,2127,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92570,3,3,2129,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92574,3,3,2130,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92599,3,3,2133,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92657,3,3,2140,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92683,3,3,2143,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92692,3,3,2144,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92717,3,3,2147,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92743,3,3,2150,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92752,3,3,2151,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92786,3,3,2155,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92817,3,3,2159,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92845,3,3,2162,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92865,3,3,2164,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92893,3,3,2168,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92910,3,3,2170,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92918,3,3,2171,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92954,3,3,2175,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
92985,3,3,2179,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93003,3,3,2181,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93019,3,3,2183,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93028,3,3,2184,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93138,3,3,2197,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93163,3,3,2200,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93175,3,3,2201,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93232,3,3,2207,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93260,3,3,2210,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93322,3,3,2217,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93348,3,3,2220,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93358,3,3,2221,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93386,3,3,2224,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93433,3,3,2229,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93495,3,3,2236,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93539,3,3,2241,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93559,3,3,2243,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93577,3,3,2245,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93588,3,3,2246,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93597,3,3,2247,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93606,3,3,2248,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93614,3,3,2249,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93650,3,3,2253,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93693,3,3,2258,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93704,3,3,2259,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93711,3,3,2260,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93721,3,3,2261,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93783,3,3,2267,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93834,3,3,2273,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93852,3,3,2275,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93880,3,3,2278,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
93911,3,3,2281,3,1,2021-12-06 18:01:25.606,2021-12-06 18:01:25.606
101041,3,16,2252,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101057,3,16,2255,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101061,3,16,2256,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101066,3,16,2257,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101073,3,16,2258,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101102,3,16,2264,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101108,3,16,2265,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101139,3,16,2271,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101148,3,16,2272,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101153,3,16,2273,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101161,3,16,2274,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101181,3,16,2278,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101185,3,16,2279,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101206,3,16,2284,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101214,3,16,2285,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101239,3,16,2290,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101243,3,16,2291,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101250,3,16,2292,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101264,3,16,2294,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101286,3,16,2299,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101302,3,16,2303,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101313,3,16,2305,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101319,3,16,2306,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101331,3,16,2308,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101349,3,16,2312,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101383,3,16,2319,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101416,3,16,2325,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101433,3,16,2328,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101453,3,16,2332,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101476,3,16,2336,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101480,3,16,2337,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101502,3,16,2341,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101512,3,16,2343,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101540,3,16,2350,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101545,3,16,2351,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101553,3,16,2353,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101563,3,16,2355,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101567,3,16,2356,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101571,3,16,2357,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101581,3,16,2360,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101586,3,16,2361,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101604,3,16,2365,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101607,3,16,2366,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101614,3,16,2367,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101619,3,16,2368,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101623,3,16,2369,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101629,3,16,2370,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101633,3,16,2371,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101655,3,16,2377,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101661,3,16,2378,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101677,3,16,2383,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101705,3,16,2390,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101735,3,16,2398,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101751,3,16,2403,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101762,3,16,2405,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101780,3,16,2411,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101784,3,16,2412,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101799,3,16,2417,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101844,3,16,2432,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101848,3,16,2433,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101862,3,16,2437,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101871,3,16,2440,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101876,3,16,2441,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101881,3,16,2444,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101886,3,16,2445,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101891,3,16,2447,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101919,3,16,2454,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101925,3,16,2456,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101942,3,16,2461,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101943,3,16,2462,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101954,3,16,2466,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101968,3,16,2472,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101973,3,16,2473,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101978,3,16,2475,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101983,3,16,2477,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
101990,3,16,2479,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102008,3,16,2485,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102029,3,16,2494,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102035,3,16,2496,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102036,3,16,2497,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102047,3,16,2499,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102053,3,16,2501,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102074,3,16,2510,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102089,3,16,2516,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102095,3,16,2519,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102101,3,16,2522,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102109,3,16,2523,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102120,3,16,2529,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102132,3,16,2534,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102137,3,16,2535,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102144,3,16,2538,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102151,3,16,2543,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102162,3,16,2550,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102186,3,16,2562,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102191,3,16,2564,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102197,3,16,2566,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102211,3,16,2573,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102219,3,16,2578,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102227,3,16,2580,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102229,3,16,2581,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102239,3,16,2586,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102242,3,16,2587,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102244,3,16,2588,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102245,3,16,2589,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102249,3,16,2591,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102254,3,16,2592,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102262,3,16,2595,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102278,3,16,2602,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102283,3,16,2606,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102295,3,16,2611,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102302,3,16,2614,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102304,3,16,2615,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102307,3,16,2617,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102314,3,16,2621,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102316,3,16,2623,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102329,3,16,2629,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102344,3,16,2637,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102349,3,16,2640,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102353,3,16,2641,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102356,3,16,2642,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102359,3,16,2644,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102372,3,16,2649,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102374,3,16,2651,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102383,3,16,2657,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102404,3,16,2670,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102406,3,16,2671,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102409,3,16,2672,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102429,3,16,2682,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102431,3,16,2683,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102432,3,16,2684,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102454,3,16,2693,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102465,3,16,2698,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102501,3,16,2714,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102511,3,16,2719,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102512,3,16,2720,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102519,3,16,2724,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102522,3,16,2725,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102533,3,16,2732,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102540,3,16,2734,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102554,3,16,2740,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102563,3,16,2744,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102571,3,16,2748,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102577,3,16,2752,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102600,3,16,2762,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102614,3,16,2769,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102617,3,16,2770,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102621,3,16,2773,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102642,3,16,2782,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102643,3,16,2783,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102657,3,16,2790,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
102664,3,16,2795,3,1,2021-12-06 18:01:25.646,2021-12-06 18:01:25.646
