SKFact,SKCasualty_Severity,SKDate,SKLocal_Authority_District,Number_of_Casualities,create_date,update_date
46803,3,159,286,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46804,3,161,158,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46806,3,529,44,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46809,3,1260,136,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46811,3,647,305,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46812,3,650,113,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46813,3,648,241,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46817,3,36,346,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46818,3,39,154,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46819,3,37,282,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46820,3,402,360,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46822,3,1140,4,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46823,3,161,159,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46826,3,1260,137,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46828,3,282,228,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46829,3,648,242,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46830,3,1384,14,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46831,3,1382,142,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46834,3,402,361,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46838,3,163,32,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46842,3,1015,193,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46848,3,402,362,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46849,3,406,106,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46850,3,405,170,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46852,3,770,248,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46854,3,526,239,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46855,3,528,111,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46856,3,895,61,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46859,3,1260,139,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46862,3,282,230,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46864,3,281,294,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46865,3,283,166,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46866,3,648,244,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46869,3,1379,336,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46871,3,40,93,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46874,3,158,354,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46881,3,1383,81,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46883,3,39,158,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46884,3,404,236,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46885,3,407,44,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46886,3,770,250,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46887,3,768,378,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46892,3,1262,13,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46895,3,1018,4,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46899,3,407,45,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46902,3,772,123,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46903,3,1140,9,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46907,3,529,50,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46909,3,285,41,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46912,3,1014,261,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46913,3,1015,197,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46915,3,1013,325,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46916,3,1384,19,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46921,3,768,380,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46922,3,159,293,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46925,3,1258,271,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46926,3,1257,335,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46929,3,648,248,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46931,3,1013,326,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46934,3,158,358,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46939,3,525,308,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46940,3,892,258,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46944,3,1259,208,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46954,3,160,231,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46959,3,1262,17,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46960,3,1261,81,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46961,3,1258,273,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46964,3,283,172,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46968,3,1384,22,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46969,3,1379,342,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46972,3,403,305,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46975,3,160,232,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46979,3,894,132,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46980,3,1262,18,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46984,3,1014,265,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46986,3,37,292,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46987,3,404,242,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46988,3,1135,334,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46990,3,161,169,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46993,3,896,5,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46996,3,646,380,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46997,3,647,316,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
46999,3,1382,152,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47001,3,770,257,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47002,3,772,129,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47003,3,158,362,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47012,3,1016,139,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47017,3,407,52,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47018,3,770,258,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47020,3,1139,80,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47022,3,159,299,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47023,3,161,171,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47024,3,1260,149,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47026,3,647,318,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47028,3,1384,26,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47030,3,39,167,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47032,3,774,3,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47033,3,769,323,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47036,3,1140,17,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47038,3,1136,273,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47041,3,525,314,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47042,3,527,186,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47045,3,1257,342,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47048,3,647,319,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47049,3,651,63,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47051,3,1382,155,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47053,3,41,40,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47055,3,774,4,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47056,3,1140,18,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47057,3,1139,82,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47058,3,1136,274,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47059,3,160,237,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47061,3,163,45,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47067,3,646,384,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47072,3,1384,28,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47073,3,1379,348,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47076,3,40,105,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47082,3,160,238,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47084,3,1259,216,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47086,3,1257,344,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47087,3,281,307,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47089,3,649,193,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47090,3,650,129,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47092,3,1384,29,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47097,3,159,303,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47098,3,163,47,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47099,3,158,367,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47101,3,529,61,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47106,3,1260,153,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47108,3,647,322,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47109,3,648,258,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47114,3,41,43,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47119,3,162,112,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47120,3,163,48,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47126,3,1260,154,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47128,3,1017,81,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47134,3,41,44,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47135,3,402,378,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47136,3,406,122,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47137,3,1140,22,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47142,3,1260,155,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47143,3,280,374,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47147,3,1384,32,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47154,3,406,123,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47155,3,404,251,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47158,3,1138,151,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47164,3,648,261,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47166,3,1384,33,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47168,3,402,380,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47169,3,159,307,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47170,3,528,129,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47172,3,526,257,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47176,3,1262,29,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47177,3,282,248,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47179,3,1013,340,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47182,3,37,303,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47184,3,1138,153,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47185,3,160,244,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47186,3,530,2,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47189,3,893,208,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47192,3,1262,30,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47195,3,1379,355,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47196,3,41,48,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47198,3,1140,26,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47199,3,1136,282,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47201,3,160,245,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47207,3,1261,95,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47210,3,281,314,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47211,3,280,378,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47216,3,1381,228,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47219,3,38,241,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47220,3,1138,155,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47222,3,530,4,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47224,3,892,274,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47226,3,1258,288,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47229,3,284,123,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47230,3,648,265,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47234,3,36,370,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47236,3,771,206,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47241,3,1140,28,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47243,3,158,375,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47246,3,896,19,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47247,3,281,316,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47250,3,1383,102,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47255,3,1138,157,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47256,3,525,326,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47258,3,892,276,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47262,3,649,203,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47264,3,1015,217,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47266,3,40,116,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47268,3,773,80,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47269,3,1138,158,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47270,3,894,149,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47271,3,1258,291,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47272,3,1014,282,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47273,3,1016,154,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47275,3,1384,40,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47276,3,1381,232,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47279,3,38,245,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47285,3,1138,159,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47287,3,1136,287,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47292,3,285,63,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47294,3,652,13,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47297,3,1384,41,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47298,3,1380,297,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47306,3,894,151,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47307,3,891,343,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47311,3,650,142,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47317,3,1383,106,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47319,3,405,197,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47321,3,774,19,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47323,3,1136,289,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47324,3,161,188,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47326,3,891,344,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47328,3,1258,294,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47331,3,1260,166,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47332,3,282,257,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47339,3,1384,43,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47340,3,406,134,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47341,3,774,20,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47346,3,1261,103,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47347,3,1260,167,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47351,3,1016,158,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47352,3,1381,236,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47358,3,159,318,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47361,3,527,204,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47362,3,891,346,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47363,3,1259,232,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47365,3,1257,360,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47366,3,282,259,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47367,3,284,131,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47370,3,36,378,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47372,3,406,136,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47373,3,774,22,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47380,3,1261,105,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47381,3,286,4,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47382,3,648,274,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47383,3,651,82,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47390,3,772,151,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47391,3,769,343,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47394,3,530,14,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47397,3,1260,170,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47399,3,281,325,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47404,3,1379,367,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47406,3,772,152,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47407,3,769,344,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47408,3,1137,230,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47411,3,160,257,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47416,3,1013,354,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47421,3,1140,39,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47423,3,162,130,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47424,3,525,336,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47426,3,896,30,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47427,3,894,158,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47429,3,1259,236,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47430,3,1262,44,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47431,3,647,341,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47432,3,650,149,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47433,3,1014,291,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47438,3,1380,305,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47440,3,41,62,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47443,3,1137,232,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47446,3,1260,173,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47448,3,652,22,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47449,3,1015,228,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47456,3,1138,169,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47458,3,526,274,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47460,3,892,288,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47463,3,1259,238,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47464,3,284,137,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47465,3,650,151,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47467,3,1015,229,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47468,3,1381,243,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47470,3,406,142,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47475,3,1139,106,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47478,3,160,261,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47479,3,159,325,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47480,3,164,5,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47482,3,892,289,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47483,3,896,33,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47487,3,1261,111,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47488,3,1257,367,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47493,3,1015,230,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47500,3,1140,43,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47502,3,891,354,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47504,3,283,203,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47505,3,282,267,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47506,3,1016,167,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47507,3,1013,359,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47510,3,774,30,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47511,3,772,158,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47514,3,1140,44,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47515,3,528,149,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47520,3,647,346,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47521,3,650,154,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47523,3,1015,232,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47524,3,1379,374,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47525,3,38,259,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47527,3,407,81,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47528,3,408,17,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47529,3,773,95,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47530,3,770,287,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47531,3,772,159,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47532,3,1138,173,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47536,3,1262,50,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47537,3,286,13,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47538,3,647,347,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47540,3,1014,297,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47541,3,1017,105,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47544,3,404,274,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47546,3,774,32,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47549,3,160,265,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47556,3,1259,243,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47562,3,652,28,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47564,3,1016,170,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47565,3,1380,312,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47566,3,1379,376,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47567,3,1384,56,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47570,3,42,5,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47576,3,525,344,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47577,3,895,102,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47581,3,652,29,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47584,3,1014,299,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47585,3,1379,377,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47586,3,40,134,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47587,3,769,354,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47591,3,896,39,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47592,3,894,167,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47600,3,1379,378,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47607,3,1139,113,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47609,3,895,104,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47611,3,1257,374,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47615,3,285,81,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47619,3,648,287,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47625,3,164,13,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47627,3,894,169,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
47634,3,1380,316,1,2021-12-07 09:33:46.866,2021-12-07 09:33:46.866
