Index,Attribute:Slot,CPUTime,Duration (ms),Duration Text,End Time,End Time (int),EndTime,EventSubclass,IntegerData,ObjectName,Partition Event,RequestID,SessionID,Start Time (int),StartTime,TextData
260,,0,2,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Sort FWeek no,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Sort FWeek no' of table 'Calendar'.
261,,0,0,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Week No,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Week No' of table 'Calendar'.
262,,0,5,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,278c082b-7ea1-4967-b286-254a09d5c57f,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing relationship '278c082b-7ea1-4967-b286-254a09d5c57f'.
263,,0,5,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Calendar'.
264,,0,5,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Fiscal Year,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Fiscal Year' of table 'Calendar'.
265,,0,5,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,SortYearWeek,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'SortYearWeek' of table 'Calendar'.
266,,0,5,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Quarter Number,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Quarter Number' of table 'Calendar'.
267,,0,5,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,FQuarter Name,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'FQuarter Name' of table 'Calendar'.
268,,0,5,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Day Name,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Day Name' of table 'Calendar'.
269,,0,5,0 mins 0 sec,2022-03-20 17:54:34.000,20220320175434,2022-03-20 17:54:34.000,59,0,Fiscal Month,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Fiscal Month' of table 'Calendar'.
270,,0,21,0 mins 1 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Day,False,9641CF81-7709-4FDC-93CC-8CDB6CF19C16,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175434,2022-03-20 17:54:34.000,Finished processing hierarchy 'Day' of table 'Calendar'.
276,,16,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,FirstName,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'FirstName' of table 'Employees'.
277,,16,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Employees'.
278,,0,0,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,HomePhone,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'HomePhone' of table 'Employees'.
279,,16,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,HireDate,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'HireDate' of table 'Employees'.
280,,0,0,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,UnitPrice,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'UnitPrice' of table 'Products'.
281,,0,0,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,CategoryID,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'CategoryID' of table 'Products'.
282,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,UnitsOnOrder,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'UnitsOnOrder' of table 'Products'.
283,,16,2,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,EmployeeID,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'EmployeeID' of table 'Employees'.
284,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Full Name,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Full Name' of table 'Employees'.
285,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Notes,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Notes' of table 'Employees'.
286,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,ProductID,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'ProductID' of table 'Products'.
287,,16,2,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Title,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Title' of table 'Employees'.
288,,16,2,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,LastName,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'LastName' of table 'Employees'.
289,,0,2,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,OrderID,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'OrderID' of table 'Orders'.
290,,16,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Address,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Address' of table 'Employees'.
291,,0,2,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Country,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Country' of table 'Employees'.
292,,16,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,BirthDate,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'BirthDate' of table 'Employees'.
293,,16,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,TitleOfCourtesy,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'TitleOfCourtesy' of table 'Employees'.
294,,0,2,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Gender,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Gender' of table 'Employees'.
295,,0,2,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,PhotoPath,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'PhotoPath' of table 'Employees'.
296,,0,2,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,ReorderLevel,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'ReorderLevel' of table 'Products'.
297,,0,2,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,QuantityPerUnit,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'QuantityPerUnit' of table 'Products'.
298,,0,2,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Orders'.
299,,0,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,PostalCode,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'PostalCode' of table 'Employees'.
300,,0,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,UnitsInStock,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'UnitsInStock' of table 'Products'.
301,,0,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,ProductName,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'ProductName' of table 'Products'.
302,,0,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,SupplierID,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'SupplierID' of table 'Products'.
303,,16,4,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,City,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'City' of table 'Employees'.
304,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Day,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Day' of table 'Calendar'.
305,,0,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Extension,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Extension' of table 'Employees'.
306,,0,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Products'.
307,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,ShipVia,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'ShipVia' of table 'Orders'.
308,,0,0,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Year Week,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Year Week' of table 'Calendar'.
309,,0,0,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,CategoryName,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'CategoryName' of table 'Categories'.
310,,0,0,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Fiscal Year-Quarter,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Fiscal Year-Quarter' of table 'Calendar'.
311,,0,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Discontinued,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Discontinued' of table 'Products'.
312,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,ShippedDate,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'ShippedDate' of table 'Orders'.
313,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Calendar'.
314,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,CategoryID,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'CategoryID' of table 'Categories'.
315,,0,2,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Day Name,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Day Name' of table 'Calendar'.
316,,16,5,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Region,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Region' of table 'Employees'.
317,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,ShipName,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'ShipName' of table 'Orders'.
318,,0,4,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,ReportsTo,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'ReportsTo' of table 'Employees'.
319,,0,4,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,CustomerID,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'CustomerID' of table 'Orders'.
320,,0,2,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Fax,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Fax' of table 'Customers'.
321,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Quarter Number,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Quarter Number' of table 'Calendar'.
322,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Sort FQuarterYear,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Sort FQuarterYear' of table 'Calendar'.
323,,0,0,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,ContactTitle,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'ContactTitle' of table 'Suppliers'.
324,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,FQuarter Name,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'FQuarter Name' of table 'Calendar'.
325,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Region,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Region' of table 'Suppliers'.
326,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,ContactName,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'ContactName' of table 'Suppliers'.
327,,0,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,03a667a1-a29f-451b-8508-dc265e6de1b7,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing relationship '03a667a1-a29f-451b-8508-dc265e6de1b7'.
328,,0,4,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Country,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Country' of table 'Customers'.
329,,0,4,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Year,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Year' of table 'Calendar'.
330,,0,4,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,RequiredDate,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'RequiredDate' of table 'Orders'.
331,,0,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,SupplierID,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'SupplierID' of table 'Suppliers'.
332,,0,2,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,CompanyName,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'CompanyName' of table 'Suppliers'.
333,,0,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Description,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Description' of table 'Categories'.
334,,0,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,SortYearWeek,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'SortYearWeek' of table 'Calendar'.
335,,0,4,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61' of table 'Suppliers'.
336,,0,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,City,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'City' of table 'Suppliers'.
337,,0,4,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Freight,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Freight' of table 'Orders'.
338,,0,3,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Phone,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Phone' of table 'Suppliers'.
339,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,CustomerID,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'CustomerID' of table 'Customers'.
340,,0,6,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,EmployeeID,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'EmployeeID' of table 'Orders'.
341,,0,5,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Fiscal Quarter,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Fiscal Quarter' of table 'Calendar'.
342,,0,2,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,ShipRegion,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'ShipRegion' of table 'Orders'.
343,,0,6,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,278c082b-7ea1-4967-b286-254a09d5c57f,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing relationship '278c082b-7ea1-4967-b286-254a09d5c57f'.
344,,0,1,0 mins 0 sec,2022-03-20 17:54:35.000,20220320175435,2022-03-20 17:54:35.000,59,0,Column1,False,C7F13202-96F0-4668-8FD8-6FECA56A4368,9D8885AD-877D-46AF-BA92-F5671A5234ED,20220320175435,2022-03-20 17:54:35.000,Finished processing hierarchy 'Column1' of table 'Solutions'.
