StoreKey,GeographyKey,StoreType,StoreName,Status,OpenDate,CloseDate,ZipCode,ZipCodeExtension,StorePhone,StoreFax,AddressLine1,AddressLine2,CloseReason,EmployeeCount,SellingAreaSize,LastRemodelDate
281,727,"Store","Contoso Shanghai No.2 Store","On",2004-03-02 00:00:00.000,,"201800","201800","716-555-0127","716-555-0127","China Shanghai, Jiading Distrct Yongguang Rd","China Shanghai, Jiading Distrct Yongguang Rd","",95,480,2009-06-18 00:00:00.000
282,903,"Store","Contoso Ottawa No.1 Store","On",2004-04-09 00:00:00.000,,"","","210-555-0193","210-555-0193","Elgin Street, Ottawa,  Canada","Elgin Street, Ottawa,  Canada","",95,480,2009-06-18 01:00:00.000
283,903,"Store","Contoso Ottawa No.2 Store","On",2004-05-15 00:00:00.000,,"","","210-555-0193","210-555-0193","Carling Avenue, Ottawa, Canada","Carling Avenue, Ottawa, Canada","",95,480,2009-06-18 02:00:00.000
284,942,"Store","Contoso Toronto No.1 Store","On",2004-06-17 00:00:00.000,,"","","210-555-0193","210-555-0193","George St, Toronto, Canada","George St, Toronto, Canada","",95,480,2009-06-18 03:00:00.000
285,942,"Store","Contoso Toronto No.2 Store","On",2003-07-29 00:00:00.000,,"","","257-555-0154","257-555-0154","Chestnut Street, Toronto, Canada","Chestnut Street, Toronto, Canada","",95,480,2009-06-18 04:00:00.000
286,942,"Store","Contoso Toronto No.3 Store","On",2004-08-20 00:00:00.000,,"","","883-555-0116","883-555-0116"," Dundas Street East, Toronto, Canada"," Dundas Street East, Toronto, Canada","",95,480,2009-06-18 05:00:00.000
287,881,"Store","Contoso Montreal No.1 Store","On",2004-09-12 00:00:00.000,,"","","517-555-0117","517-555-0117","Boulevard Decarie, Montreal Rd, Canada","Boulevard Decarie, Montreal Rd, Canada","",95,480,2009-06-18 06:00:00.000
288,881,"Store","Contoso Montreal No.2 Store","On",2003-02-13 00:00:00.000,,"","","922-555-0165","922-555-0165","De avenue du parc Shopping mall, Montréal, Canada","De avenue du parc Shopping mall, Montréal, Canada","",95,480,2009-06-18 07:00:00.000
289,562,"Store","Contoso Vancouver  No.1 Store","On",2004-11-25 00:00:00.000,,"","","664-555-0112","664-555-0112","Burrard Street, Vancouver, Canada","Burrard Street, Vancouver, Canada","",95,480,2009-06-18 08:00:00.000
290,562,"Store","Contoso Vancouver  No.2 Store","On",2004-12-26 00:00:00.000,,"","","340-555-0193","340-555-0193","Johnston Street, Vancouver, Canada","Johnston Street, Vancouver, Canada","",95,480,2009-06-18 09:00:00.000
291,598,"Store","Contoso Calgary  Store","On",2004-05-27 00:00:00.000,,"","","330-555-0120","330-555-0120","209 4 Avenue Se, Calgary, Canada","209 4 Avenue Se, Calgary, Canada","",95,480,2009-06-18 10:00:00.000
292,731,"Store","Contoso Thimphu No.2 Store","On",2006-02-28 00:00:00.000,,"","","185-555-0169","185-555-0169","Clock Tower Shooping mall, Thimphu, Bhutan","Clock Tower Shooping mall, Thimphu, Bhutan","",95,480,2009-06-18 11:00:00.000
293,716,"Store","Contoso Hong Kong No.2 Store","On",2007-03-29 00:00:00.000,,"","","740-555-0182","740-555-0182","Hong Kong, Kowloon Shopping mall","Hong Kong, Kowloon Shopping mall","",95,480,2009-06-18 12:00:00.000
294,730,"Store","Contoso Tehran No.2 Store","On",2004-04-30 00:00:00.000,,"1698556","1698565","775-555-0164","775-555-0164","Seyfiyeh Davoodiyeh,second street, Tehran, Tehran, Iran","Seyfiyeh Davoodiyeh,second street, Tehran, Tehran, Iran","",95,480,2009-06-18 13:00:00.000
295,714,"Store","Contoso Damascus No.2 Store","On",2004-05-31 00:00:00.000,,"36805","36805","1 (11) 500 555-","1 (11) 500 555","19th Nissan Street, Mezze Damascus, Syria","19th Nissan Street, Mezze Damascus, Syria","",95,480,2009-06-18 14:00:00.000
296,709,"Store","Contoso Bangkok No.2 Store","On",2005-06-01 00:00:00.000,,"15210","15210","1 (11) 500 555-","1 (11) 500 555","Bangkok Citycenter, Thailand","Bangkok Citycenter, Thailand","",95,480,2009-06-18 15:00:00.000
297,764,"Store","Contoso Moscow  No.2 Store","On",2004-07-02 00:00:00.000,,"107561","107561","615-555-0153","615-555-0153","Russia, 107561 District shopping mall","Russia, 107561 District shopping mall","",95,480,2009-06-18 16:00:00.000
298,708,"Store","Contoso Ashgabat  No.2 Store","On",2006-11-06 00:00:00.000,,"789000","789000","926-555-0182","926-555-0182","West Street, Turkmenistan","West Street, Turkmenistan","",95,480,2009-06-18 17:00:00.000
299,717,"Store","Contoso Islamabad  No.2 Store","On",2007-12-07 00:00:00.000,,"15890","15890","1 (11) 500 555-","1 (11) 500 555","Citycenter, Islamabad Capital Territory, Pakistan","Citycenter, Islamabad Capital Territory, Pakistan","",95,480,2009-06-18 18:00:00.000
300,558,"Store","Contoso Sydney  No.2 Store","On",2004-03-18 00:00:00.000,,"59000","60000","1 (11) 500 555-","1 (11) 500 555"," PT St Sydney, Australia"," PT St Sydney, Australia","",95,480,2009-06-18 19:00:00.000
301,724,"Store","Contoso Osaka No.2 Store","On",2007-03-19 00:00:00.000,,"89094","89094","380-558-0193","380-558-0193","Citycenter, BigOne Rd-KuOsakaOsaka, Japan","Citycenter, BigOne Rd-KuOsakaOsaka, Japan","",95,480,2009-06-18 20:00:00.000
302,729,"Store","Contoso Taipei  Store","On",2004-07-19 00:00:00.000,,"109807","109807","830-555-0128","830-555-0128","Leidui Shopping mall, Taipei, Taiwan","Leidui Shopping mall, Taipei, Taiwan","",95,480,2009-06-18 21:00:00.000
303,757,"Store","Contoso Lisbon Store","On",2004-09-20 00:00:00.000,,"189076","189076","290-666-8960","290-666-8960","Lisbon Citycenter, Lisboa Region","Lisbon Citycenter, Lisboa Region","",95,480,2009-06-18 22:00:00.000
304,772,"Store","Contoso Saint Petersburg Store","On",2004-06-07 00:00:00.000,,"2014522","2014522","510-555-0118","517-555-0118","Saint Petersburg  Citycenter, Shopping mall","Saint Petersburg  Citycenter, Shopping mall","",95,480,2009-06-19 00:00:00.000
305,768,"Store","Contoso Nizhny Novgorod Store","On",2004-03-15 00:00:00.000,,"147820","147820","511-555-0119","511-555-0119","Nizhny Novgorod  Downtown, Shopping mall","Nizhny Novgorod  Downtown, Shopping mall","",95,480,2009-06-20 00:00:00.000
199,800,"Online","Contoso North America Online Store","On",2004-08-25 00:00:00.000,,"20817","20817","450-555-0152","450-555-0152","Marbury St Shopping mall","Marbury St Shopping mall","",325,500,2009-06-16 00:00:00.000
200,894,"Catalog","Contoso Catalog Store","On",2004-10-26 00:00:00.000,,"21234","21234","278-555-0118","278-555-0118","North Harford St Shopping mall","North Harford St Shopping mall","",120,462,2009-06-17 00:00:00.000
306,586,"Online","Contoso Europe Online Store","On",2004-09-03 00:00:00.000,,"10178","10178","731-555-0117","731-555-0117","Downtown Berlin, Germany","Downtown Berlin, Germany","",7,1000,2009-06-18 00:00:00.000
307,710,"Online","Contoso Asia Online Store","On",2004-10-11 00:00:00.000,,"10093","10093","55-555-0117","55-555-0117","China Beijing Chaoyang distrct Shanlitun Rd","China Beijing Chaoyang distrct Shanlitun Rd","",8,93800,2009-06-18 00:00:00.000
308,693,"Reseller","Contoso North America Reseller","On",2004-03-08 00:00:00.000,,"56535","56535","55-555-0118","55-555-0118","Seattle Shopping Mall","Seattle Shopping Mall","",15,450,2008-06-05 00:00:00.000
309,529,"Reseller","Contoso Europe Reseller","On",2004-05-07 00:00:00.000,,"535455","535455","55-555-0119","55-555-0119","France Shopping Mall","France Shopping Mall","",12,551,2008-06-05 00:00:00.000
310,710,"Reseller","Contoso Asia Reseller","On",2004-07-15 00:00:00.000,,"25536","25536","55-555-0120","55-555-0120","Beijing Shopping Mall","Beijing Shopping Mall","",17,93800,2008-11-05 00:00:00.000
12,893,"Store","Contoso North Bend Store","Off",2004-11-21 00:00:00.000,2009-04-12 00:00:00.000,"97001","97012","206-555-0180","206-555-0180","North Bend, Citycenter","North Bend, Citycenter","Relocation",19,455,2009-06-17 00:00:00.000
19,812,"Store","Contoso Cheney Store","Off",2004-08-28 00:00:00.000,2009-05-12 00:00:00.000,"97001","97019","328-555-0150","328-555-0150","Cheney DownTown Shopping mall","Cheney DownTown Shopping mall","Store",19,455,2009-06-16 00:00:00.000
29,927,"Store","Contoso Sedalia Store","Off",2004-07-20 00:00:00.000,2009-07-12 00:00:00.000,"87001","87010","147-555-0160","147-555-0160","N Plum Ave St","N Plum Ave St","Relocation",47,1125,2009-06-16 00:00:00.000
48,878,"Store","Contoso Milwaukee No.2 Store","Off",2004-02-09 00:00:00.000,2009-05-12 00:00:00.000,"54001","54008","399-555-0176","399-555-0176","Riverwest St","Riverwest St","Relocation",25,700,2009-06-18 00:00:00.000
62,934,"Store","Contoso Stoughton Store","Off",2004-04-30 00:00:00.000,2009-07-12 00:00:00.000,"54001","54022","602-555-0194","602-555-0194","Stoughton, Citycenter","Stoughton, Citycenter","Relocation",17,462,2009-06-17 00:00:00.000
84,851,"Store","Contoso Humble Store","Off",2004-06-22 00:00:00.000,2009-02-12 00:00:00.000,"70001","77004","373-555-0137","373-555-0137","Humble, TXd Shopping mall","Humble, TXd Shopping mall","Relocation",22,500,2009-06-16 00:00:00.000
112,857,"Store","Contoso Key West Store","Off",2004-01-12 00:00:00.000,2009-07-02 00:00:00.000,"33040","33040","637-555-0120","637-555-0120","N Roosevelt Blvd St","N Roosevelt Blvd St","Relocation",19,455,2009-06-17 00:00:00.000
119,805,"Store","Contoso Buffalo Store","Off",2004-07-02 00:00:00.000,2008-09-22 00:00:00.000,"14203","14203","185-555-0186","185-555-0186","Buffalo Citycenter","Buffalo Citycenter","Store",19,455,2009-06-16 00:00:00.000
129,943,"Store","Contoso Trenton No.2 Store","Off",2004-07-27 00:00:00.000,2008-12-12 00:00:00.000,"8608","8608","241-555-0191","241-555-0191","202 S Feeder St","202 S Feeder St","Relocation",47,1125,2009-06-16 00:00:00.000
148,952,"Store","Contoso Worcester No.2 Store","Off",2004-02-18 00:00:00.000,2009-07-12 00:00:00.000,"1608","1608","118-555-0110","118-555-0110","Humboldt Ave","Humboldt Ave","Relocation",25,700,2009-06-18 00:00:00.000
162,909,"Store","Contoso Pittsfield Store","Off",2004-10-26 00:00:00.000,2009-07-12 00:00:00.000,"1201","1201","173-555-0179","173-555-0179","Columbus Ave","Columbus Ave","Relocation",17,462,2009-06-17 00:00:00.000
184,783,"Store","Contoso Alexandria Store","Off",2004-11-06 00:00:00.000,2009-07-12 00:00:00.000,"22302","22302","822-555-0145","822-555-0145","Kingsgate St Shopping mall","Kingsgate St Shopping mall","Relocation",22,500,2009-06-16 00:00:00.000
