Datekey,FullDateLabel,DateDescription,CalendarYear,CalendarYearLabel,CalendarHalfYear,CalendarHalfYearLabel,CalendarQuarter,CalendarQuarterLabel,CalendarMonth,CalendarMonthLabel,CalendarWeek,CalendarWeekLabel,CalendarDayOfWeek,CalendarDayOfWeekLabel,FiscalYear,FiscalYearLabel,FiscalHalfYear,FiscalHalfYearLabel,FiscalQuarter,FiscalQuarterLabel,FiscalMonth,FiscalMonthLabel,IsWorkDay,IsHoliday,HolidayName
2007-03-06 00:00:00.000,"2007-03-06","2007/03/06",2007,"Year 2007",20071,"H1",20071,"Q1",200703,"March",200710,"Week 10",2007103,"Tuesday",2007,"FiscalYear 2007",20071,"H1",20071,"Q1",200703,"Month 3","WorkDay",0,"None"
2007-03-13 00:00:00.000,"2007-03-13","2007/03/13",2007,"Year 2007",20071,"H1",20071,"Q1",200703,"March",200711,"Week 11",2007113,"Tuesday",2007,"FiscalYear 2007",20071,"H1",20071,"Q1",200703,"Month 3","WorkDay",0,"None"
2007-03-20 00:00:00.000,"2007-03-20","2007/03/20",2007,"Year 2007",20071,"H1",20071,"Q1",200703,"March",200712,"Week 12",2007123,"Tuesday",2007,"FiscalYear 2007",20071,"H1",20071,"Q1",200703,"Month 3","WorkDay",0,"None"
2007-03-27 00:00:00.000,"2007-03-27","2007/03/27",2007,"Year 2007",20071,"H1",20071,"Q1",200703,"March",200713,"Week 13",2007133,"Tuesday",2007,"FiscalYear 2007",20071,"H1",20071,"Q1",200703,"Month 3","WorkDay",0,"None"
2008-01-01 00:00:00.000,"2008-01-01","2008/01/01",2008,"Year 2008",20081,"H1",20081,"Q1",200801,"January",200801,"Week 1",2008013,"Tuesday",2008,"FiscalYear 2008",20081,"H1",20081,"Q1",200801,"Month 1","WorkDay",0,"None"
2008-01-08 00:00:00.000,"2008-01-08","2008/01/08",2008,"Year 2008",20081,"H1",20081,"Q1",200801,"January",200802,"Week 2",2008023,"Tuesday",2008,"FiscalYear 2008",20081,"H1",20081,"Q1",200801,"Month 1","WorkDay",0,"None"
2008-01-15 00:00:00.000,"2008-01-15","2008/01/15",2008,"Year 2008",20081,"H1",20081,"Q1",200801,"January",200803,"Week 3",2008033,"Tuesday",2008,"FiscalYear 2008",20081,"H1",20081,"Q1",200801,"Month 1","WorkDay",0,"None"
2008-01-22 00:00:00.000,"2008-01-22","2008/01/22",2008,"Year 2008",20081,"H1",20081,"Q1",200801,"January",200804,"Week 4",2008043,"Tuesday",2008,"FiscalYear 2008",20081,"H1",20081,"Q1",200801,"Month 1","WorkDay",0,"None"
2008-01-29 00:00:00.000,"2008-01-29","2008/01/29",2008,"Year 2008",20081,"H1",20081,"Q1",200801,"January",200805,"Week 5",2008053,"Tuesday",2008,"FiscalYear 2008",20081,"H1",20081,"Q1",200801,"Month 1","WorkDay",0,"None"
2008-02-05 00:00:00.000,"2008-02-05","2008/02/05",2008,"Year 2008",20081,"H1",20081,"Q1",200802,"February",200806,"Week 6",2008063,"Tuesday",2008,"FiscalYear 2008",20081,"H1",20081,"Q1",200802,"Month 2","WorkDay",0,"None"
2008-02-12 00:00:00.000,"2008-02-12","2008/02/12",2008,"Year 2008",20081,"H1",20081,"Q1",200802,"February",200807,"Week 7",2008073,"Tuesday",2008,"FiscalYear 2008",20081,"H1",20081,"Q1",200802,"Month 2","WorkDay",0,"None"
2008-02-19 00:00:00.000,"2008-02-19","2008/02/19",2008,"Year 2008",20081,"H1",20081,"Q1",200802,"February",200808,"Week 8",2008083,"Tuesday",2008,"FiscalYear 2008",20081,"H1",20081,"Q1",200802,"Month 2","WorkDay",0,"None"
2008-02-26 00:00:00.000,"2008-02-26","2008/02/26",2008,"Year 2008",20081,"H1",20081,"Q1",200802,"February",200809,"Week 9",2008093,"Tuesday",2008,"FiscalYear 2008",20081,"H1",20081,"Q1",200802,"Month 2","WorkDay",0,"None"
2008-03-04 00:00:00.000,"2008-03-04","2008/03/04",2008,"Year 2008",20081,"H1",20081,"Q1",200803,"March",200810,"Week 10",2008103,"Tuesday",2008,"FiscalYear 2008",20081,"H1",20081,"Q1",200803,"Month 3","WorkDay",0,"None"
2008-03-11 00:00:00.000,"2008-03-11","2008/03/11",2008,"Year 2008",20081,"H1",20081,"Q1",200803,"March",200811,"Week 11",2008113,"Tuesday",2008,"FiscalYear 2008",20081,"H1",20081,"Q1",200803,"Month 3","WorkDay",0,"None"
2008-03-18 00:00:00.000,"2008-03-18","2008/03/18",2008,"Year 2008",20081,"H1",20081,"Q1",200803,"March",200812,"Week 12",2008123,"Tuesday",2008,"FiscalYear 2008",20081,"H1",20081,"Q1",200803,"Month 3","WorkDay",0,"None"
2008-03-25 00:00:00.000,"2008-03-25","2008/03/25",2008,"Year 2008",20081,"H1",20081,"Q1",200803,"March",200813,"Week 13",2008133,"Tuesday",2008,"FiscalYear 2008",20081,"H1",20081,"Q1",200803,"Month 3","WorkDay",0,"None"
2009-01-06 00:00:00.000,"2009-01-06","2009/01/06",2009,"Year 2009",20091,"H1",20091,"Q1",200901,"January",200902,"Week 2",2009023,"Tuesday",2009,"FiscalYear 2009",20091,"H1",20091,"Q1",200901,"Month 1","WorkDay",0,"None"
2009-01-13 00:00:00.000,"2009-01-13","2009/01/13",2009,"Year 2009",20091,"H1",20091,"Q1",200901,"January",200903,"Week 3",2009033,"Tuesday",2009,"FiscalYear 2009",20091,"H1",20091,"Q1",200901,"Month 1","WorkDay",0,"None"
2009-01-20 00:00:00.000,"2009-01-20","2009/01/20",2009,"Year 2009",20091,"H1",20091,"Q1",200901,"January",200904,"Week 4",2009043,"Tuesday",2009,"FiscalYear 2009",20091,"H1",20091,"Q1",200901,"Month 1","WorkDay",0,"None"
2009-01-27 00:00:00.000,"2009-01-27","2009/01/27",2009,"Year 2009",20091,"H1",20091,"Q1",200901,"January",200905,"Week 5",2009053,"Tuesday",2009,"FiscalYear 2009",20091,"H1",20091,"Q1",200901,"Month 1","WorkDay",0,"None"
2009-02-03 00:00:00.000,"2009-02-03","2009/02/03",2009,"Year 2009",20091,"H1",20091,"Q1",200902,"February",200906,"Week 6",2009063,"Tuesday",2009,"FiscalYear 2009",20091,"H1",20091,"Q1",200902,"Month 2","WorkDay",0,"None"
2009-02-10 00:00:00.000,"2009-02-10","2009/02/10",2009,"Year 2009",20091,"H1",20091,"Q1",200902,"February",200907,"Week 7",2009073,"Tuesday",2009,"FiscalYear 2009",20091,"H1",20091,"Q1",200902,"Month 2","WorkDay",0,"None"
2009-02-17 00:00:00.000,"2009-02-17","2009/02/17",2009,"Year 2009",20091,"H1",20091,"Q1",200902,"February",200908,"Week 8",2009083,"Tuesday",2009,"FiscalYear 2009",20091,"H1",20091,"Q1",200902,"Month 2","WorkDay",0,"None"
2009-02-24 00:00:00.000,"2009-02-24","2009/02/24",2009,"Year 2009",20091,"H1",20091,"Q1",200902,"February",200909,"Week 9",2009093,"Tuesday",2009,"FiscalYear 2009",20091,"H1",20091,"Q1",200902,"Month 2","WorkDay",0,"None"
2009-03-03 00:00:00.000,"2009-03-03","2009/03/03",2009,"Year 2009",20091,"H1",20091,"Q1",200903,"March",200910,"Week 10",2009103,"Tuesday",2009,"FiscalYear 2009",20091,"H1",20091,"Q1",200903,"Month 3","WorkDay",0,"None"
2009-03-10 00:00:00.000,"2009-03-10","2009/03/10",2009,"Year 2009",20091,"H1",20091,"Q1",200903,"March",200911,"Week 11",2009113,"Tuesday",2009,"FiscalYear 2009",20091,"H1",20091,"Q1",200903,"Month 3","WorkDay",0,"None"
2009-03-17 00:00:00.000,"2009-03-17","2009/03/17",2009,"Year 2009",20091,"H1",20091,"Q1",200903,"March",200912,"Week 12",2009123,"Tuesday",2009,"FiscalYear 2009",20091,"H1",20091,"Q1",200903,"Month 3","WorkDay",0,"None"
2009-03-24 00:00:00.000,"2009-03-24","2009/03/24",2009,"Year 2009",20091,"H1",20091,"Q1",200903,"March",200913,"Week 13",2009133,"Tuesday",2009,"FiscalYear 2009",20091,"H1",20091,"Q1",200903,"Month 3","WorkDay",0,"None"
2009-03-31 00:00:00.000,"2009-03-31","2009/03/31",2009,"Year 2009",20091,"H1",20091,"Q1",200903,"March",200914,"Week 14",2009143,"Tuesday",2009,"FiscalYear 2009",20091,"H1",20091,"Q1",200903,"Month 3","WorkDay",0,"None"
2010-01-05 00:00:00.000,"2010-01-05","2010/01/05",2010,"Year 2010",20101,"H1",20101,"Q1",201001,"January",201002,"Week 2",2010023,"Tuesday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201001,"Month 1","WorkDay",0,"None"
2010-01-12 00:00:00.000,"2010-01-12","2010/01/12",2010,"Year 2010",20101,"H1",20101,"Q1",201001,"January",201003,"Week 3",2010033,"Tuesday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201001,"Month 1","WorkDay",0,"None"
2010-01-19 00:00:00.000,"2010-01-19","2010/01/19",2010,"Year 2010",20101,"H1",20101,"Q1",201001,"January",201004,"Week 4",2010043,"Tuesday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201001,"Month 1","WorkDay",0,"None"
2010-01-26 00:00:00.000,"2010-01-26","2010/01/26",2010,"Year 2010",20101,"H1",20101,"Q1",201001,"January",201005,"Week 5",2010053,"Tuesday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201001,"Month 1","WorkDay",0,"None"
2010-02-02 00:00:00.000,"2010-02-02","2010/02/02",2010,"Year 2010",20101,"H1",20101,"Q1",201002,"February",201006,"Week 6",2010063,"Tuesday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201002,"Month 2","WorkDay",0,"None"
2010-02-09 00:00:00.000,"2010-02-09","2010/02/09",2010,"Year 2010",20101,"H1",20101,"Q1",201002,"February",201007,"Week 7",2010073,"Tuesday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201002,"Month 2","WorkDay",0,"None"
2010-02-16 00:00:00.000,"2010-02-16","2010/02/16",2010,"Year 2010",20101,"H1",20101,"Q1",201002,"February",201008,"Week 8",2010083,"Tuesday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201002,"Month 2","WorkDay",0,"None"
2010-02-23 00:00:00.000,"2010-02-23","2010/02/23",2010,"Year 2010",20101,"H1",20101,"Q1",201002,"February",201009,"Week 9",2010093,"Tuesday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201002,"Month 2","WorkDay",0,"None"
2010-03-02 00:00:00.000,"2010-03-02","2010/03/02",2010,"Year 2010",20101,"H1",20101,"Q1",201003,"March",201010,"Week 10",2010103,"Tuesday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201003,"Month 3","WorkDay",0,"None"
2010-03-09 00:00:00.000,"2010-03-09","2010/03/09",2010,"Year 2010",20101,"H1",20101,"Q1",201003,"March",201011,"Week 11",2010113,"Tuesday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201003,"Month 3","WorkDay",0,"None"
2010-03-16 00:00:00.000,"2010-03-16","2010/03/16",2010,"Year 2010",20101,"H1",20101,"Q1",201003,"March",201012,"Week 12",2010123,"Tuesday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201003,"Month 3","WorkDay",0,"None"
2010-03-23 00:00:00.000,"2010-03-23","2010/03/23",2010,"Year 2010",20101,"H1",20101,"Q1",201003,"March",201013,"Week 13",2010133,"Tuesday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201003,"Month 3","WorkDay",0,"None"
2010-03-30 00:00:00.000,"2010-03-30","2010/03/30",2010,"Year 2010",20101,"H1",20101,"Q1",201003,"March",201014,"Week 14",2010143,"Tuesday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201003,"Month 3","WorkDay",0,"None"
2011-01-04 00:00:00.000,"2011-01-04","2011/01/04",2011,"Year 2011",20111,"H1",20111,"Q1",201101,"January",201102,"Week 2",2011023,"Tuesday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201101,"Month 1","WorkDay",0,"None"
2011-01-11 00:00:00.000,"2011-01-11","2011/01/11",2011,"Year 2011",20111,"H1",20111,"Q1",201101,"January",201103,"Week 3",2011033,"Tuesday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201101,"Month 1","WorkDay",0,"None"
2011-01-18 00:00:00.000,"2011-01-18","2011/01/18",2011,"Year 2011",20111,"H1",20111,"Q1",201101,"January",201104,"Week 4",2011043,"Tuesday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201101,"Month 1","WorkDay",0,"None"
2011-01-25 00:00:00.000,"2011-01-25","2011/01/25",2011,"Year 2011",20111,"H1",20111,"Q1",201101,"January",201105,"Week 5",2011053,"Tuesday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201101,"Month 1","WorkDay",0,"None"
2011-02-01 00:00:00.000,"2011-02-01","2011/02/01",2011,"Year 2011",20111,"H1",20111,"Q1",201102,"February",201106,"Week 6",2011063,"Tuesday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201102,"Month 2","WorkDay",0,"None"
2011-02-08 00:00:00.000,"2011-02-08","2011/02/08",2011,"Year 2011",20111,"H1",20111,"Q1",201102,"February",201107,"Week 7",2011073,"Tuesday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201102,"Month 2","WorkDay",0,"None"
2011-02-15 00:00:00.000,"2011-02-15","2011/02/15",2011,"Year 2011",20111,"H1",20111,"Q1",201102,"February",201108,"Week 8",2011083,"Tuesday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201102,"Month 2","WorkDay",0,"None"
2011-02-22 00:00:00.000,"2011-02-22","2011/02/22",2011,"Year 2011",20111,"H1",20111,"Q1",201102,"February",201109,"Week 9",2011093,"Tuesday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201102,"Month 2","WorkDay",0,"None"
2011-03-01 00:00:00.000,"2011-03-01","2011/03/01",2011,"Year 2011",20111,"H1",20111,"Q1",201103,"March",201110,"Week 10",2011103,"Tuesday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201103,"Month 3","WorkDay",0,"None"
2011-03-08 00:00:00.000,"2011-03-08","2011/03/08",2011,"Year 2011",20111,"H1",20111,"Q1",201103,"March",201111,"Week 11",2011113,"Tuesday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201103,"Month 3","WorkDay",0,"None"
2011-03-15 00:00:00.000,"2011-03-15","2011/03/15",2011,"Year 2011",20111,"H1",20111,"Q1",201103,"March",201112,"Week 12",2011123,"Tuesday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201103,"Month 3","WorkDay",0,"None"
2011-03-22 00:00:00.000,"2011-03-22","2011/03/22",2011,"Year 2011",20111,"H1",20111,"Q1",201103,"March",201113,"Week 13",2011133,"Tuesday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201103,"Month 3","WorkDay",0,"None"
2011-03-29 00:00:00.000,"2011-03-29","2011/03/29",2011,"Year 2011",20111,"H1",20111,"Q1",201103,"March",201114,"Week 14",2011143,"Tuesday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201103,"Month 3","WorkDay",0,"None"
2005-07-05 00:00:00.000,"2005-07-05","2005/07/05",2005,"Year 2005",20052,"H2",20053,"Q3",200507,"July",200528,"Week 28",2005283,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20053,"Q3",200507,"Month 7","WorkDay",0,"None"
2005-07-12 00:00:00.000,"2005-07-12","2005/07/12",2005,"Year 2005",20052,"H2",20053,"Q3",200507,"July",200529,"Week 29",2005293,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20053,"Q3",200507,"Month 7","WorkDay",0,"None"
2005-07-19 00:00:00.000,"2005-07-19","2005/07/19",2005,"Year 2005",20052,"H2",20053,"Q3",200507,"July",200530,"Week 30",2005303,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20053,"Q3",200507,"Month 7","WorkDay",0,"None"
2005-07-26 00:00:00.000,"2005-07-26","2005/07/26",2005,"Year 2005",20052,"H2",20053,"Q3",200507,"July",200531,"Week 31",2005313,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20053,"Q3",200507,"Month 7","WorkDay",0,"None"
2005-08-02 00:00:00.000,"2005-08-02","2005/08/02",2005,"Year 2005",20052,"H2",20053,"Q3",200508,"August",200532,"Week 32",2005323,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20053,"Q3",200508,"Month 8","WorkDay",0,"None"
2005-08-09 00:00:00.000,"2005-08-09","2005/08/09",2005,"Year 2005",20052,"H2",20053,"Q3",200508,"August",200533,"Week 33",2005333,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20053,"Q3",200508,"Month 8","WorkDay",0,"None"
2005-08-16 00:00:00.000,"2005-08-16","2005/08/16",2005,"Year 2005",20052,"H2",20053,"Q3",200508,"August",200534,"Week 34",2005343,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20053,"Q3",200508,"Month 8","WorkDay",0,"None"
2005-08-23 00:00:00.000,"2005-08-23","2005/08/23",2005,"Year 2005",20052,"H2",20053,"Q3",200508,"August",200535,"Week 35",2005353,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20053,"Q3",200508,"Month 8","WorkDay",0,"None"
2005-08-30 00:00:00.000,"2005-08-30","2005/08/30",2005,"Year 2005",20052,"H2",20053,"Q3",200508,"August",200536,"Week 36",2005363,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20053,"Q3",200508,"Month 8","WorkDay",0,"None"
2005-09-06 00:00:00.000,"2005-09-06","2005/09/06",2005,"Year 2005",20052,"H2",20053,"Q3",200509,"September",200537,"Week 37",2005373,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20053,"Q3",200509,"Month 9","WorkDay",0,"None"
2005-09-13 00:00:00.000,"2005-09-13","2005/09/13",2005,"Year 2005",20052,"H2",20053,"Q3",200509,"September",200538,"Week 38",2005383,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20053,"Q3",200509,"Month 9","WorkDay",0,"None"
2005-09-20 00:00:00.000,"2005-09-20","2005/09/20",2005,"Year 2005",20052,"H2",20053,"Q3",200509,"September",200539,"Week 39",2005393,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20053,"Q3",200509,"Month 9","WorkDay",0,"None"
2005-09-27 00:00:00.000,"2005-09-27","2005/09/27",2005,"Year 2005",20052,"H2",20053,"Q3",200509,"September",200540,"Week 40",2005403,"Tuesday",2005,"FiscalYear 2005",20052,"H2",20053,"Q3",200509,"Month 9","WorkDay",0,"None"
2006-07-04 00:00:00.000,"2006-07-04","2006/07/04",2006,"Year 2006",20062,"H2",20063,"Q3",200607,"July",200627,"Week 27",2006273,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200607,"Month 7","WorkDay",0,"None"
2006-07-11 00:00:00.000,"2006-07-11","2006/07/11",2006,"Year 2006",20062,"H2",20063,"Q3",200607,"July",200628,"Week 28",2006283,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200607,"Month 7","WorkDay",0,"None"
2006-07-18 00:00:00.000,"2006-07-18","2006/07/18",2006,"Year 2006",20062,"H2",20063,"Q3",200607,"July",200629,"Week 29",2006293,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200607,"Month 7","WorkDay",0,"None"
2006-07-25 00:00:00.000,"2006-07-25","2006/07/25",2006,"Year 2006",20062,"H2",20063,"Q3",200607,"July",200630,"Week 30",2006303,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200607,"Month 7","WorkDay",0,"None"
2006-08-01 00:00:00.000,"2006-08-01","2006/08/01",2006,"Year 2006",20062,"H2",20063,"Q3",200608,"August",200631,"Week 31",2006313,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200608,"Month 8","WorkDay",0,"None"
2006-08-08 00:00:00.000,"2006-08-08","2006/08/08",2006,"Year 2006",20062,"H2",20063,"Q3",200608,"August",200632,"Week 32",2006323,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200608,"Month 8","WorkDay",0,"None"
2006-08-15 00:00:00.000,"2006-08-15","2006/08/15",2006,"Year 2006",20062,"H2",20063,"Q3",200608,"August",200633,"Week 33",2006333,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200608,"Month 8","WorkDay",0,"None"
2006-08-22 00:00:00.000,"2006-08-22","2006/08/22",2006,"Year 2006",20062,"H2",20063,"Q3",200608,"August",200634,"Week 34",2006343,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200608,"Month 8","WorkDay",0,"None"
2006-08-29 00:00:00.000,"2006-08-29","2006/08/29",2006,"Year 2006",20062,"H2",20063,"Q3",200608,"August",200635,"Week 35",2006353,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200608,"Month 8","WorkDay",0,"None"
2006-09-05 00:00:00.000,"2006-09-05","2006/09/05",2006,"Year 2006",20062,"H2",20063,"Q3",200609,"September",200636,"Week 36",2006363,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200609,"Month 9","WorkDay",0,"None"
2006-09-12 00:00:00.000,"2006-09-12","2006/09/12",2006,"Year 2006",20062,"H2",20063,"Q3",200609,"September",200637,"Week 37",2006373,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200609,"Month 9","WorkDay",0,"None"
2006-09-19 00:00:00.000,"2006-09-19","2006/09/19",2006,"Year 2006",20062,"H2",20063,"Q3",200609,"September",200638,"Week 38",2006383,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200609,"Month 9","WorkDay",0,"None"
2006-09-26 00:00:00.000,"2006-09-26","2006/09/26",2006,"Year 2006",20062,"H2",20063,"Q3",200609,"September",200639,"Week 39",2006393,"Tuesday",2006,"FiscalYear 2006",20062,"H2",20063,"Q3",200609,"Month 9","WorkDay",0,"None"
2007-07-03 00:00:00.000,"2007-07-03","2007/07/03",2007,"Year 2007",20072,"H2",20073,"Q3",200707,"July",200727,"Week 27",2007273,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200707,"Month 7","WorkDay",0,"None"
2007-07-10 00:00:00.000,"2007-07-10","2007/07/10",2007,"Year 2007",20072,"H2",20073,"Q3",200707,"July",200728,"Week 28",2007283,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200707,"Month 7","WorkDay",0,"None"
2007-07-17 00:00:00.000,"2007-07-17","2007/07/17",2007,"Year 2007",20072,"H2",20073,"Q3",200707,"July",200729,"Week 29",2007293,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200707,"Month 7","WorkDay",0,"None"
2007-07-24 00:00:00.000,"2007-07-24","2007/07/24",2007,"Year 2007",20072,"H2",20073,"Q3",200707,"July",200730,"Week 30",2007303,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200707,"Month 7","WorkDay",0,"None"
2007-07-31 00:00:00.000,"2007-07-31","2007/07/31",2007,"Year 2007",20072,"H2",20073,"Q3",200707,"July",200731,"Week 31",2007313,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200707,"Month 7","WorkDay",0,"None"
2007-08-07 00:00:00.000,"2007-08-07","2007/08/07",2007,"Year 2007",20072,"H2",20073,"Q3",200708,"August",200732,"Week 32",2007323,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200708,"Month 8","WorkDay",0,"None"
2007-08-14 00:00:00.000,"2007-08-14","2007/08/14",2007,"Year 2007",20072,"H2",20073,"Q3",200708,"August",200733,"Week 33",2007333,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200708,"Month 8","WorkDay",0,"None"
2007-08-21 00:00:00.000,"2007-08-21","2007/08/21",2007,"Year 2007",20072,"H2",20073,"Q3",200708,"August",200734,"Week 34",2007343,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200708,"Month 8","WorkDay",0,"None"
2007-08-28 00:00:00.000,"2007-08-28","2007/08/28",2007,"Year 2007",20072,"H2",20073,"Q3",200708,"August",200735,"Week 35",2007353,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200708,"Month 8","WorkDay",0,"None"
2007-09-04 00:00:00.000,"2007-09-04","2007/09/04",2007,"Year 2007",20072,"H2",20073,"Q3",200709,"September",200736,"Week 36",2007363,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200709,"Month 9","WorkDay",0,"None"
2007-09-11 00:00:00.000,"2007-09-11","2007/09/11",2007,"Year 2007",20072,"H2",20073,"Q3",200709,"September",200737,"Week 37",2007373,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200709,"Month 9","WorkDay",0,"None"
2007-09-18 00:00:00.000,"2007-09-18","2007/09/18",2007,"Year 2007",20072,"H2",20073,"Q3",200709,"September",200738,"Week 38",2007383,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200709,"Month 9","WorkDay",0,"None"
2007-09-25 00:00:00.000,"2007-09-25","2007/09/25",2007,"Year 2007",20072,"H2",20073,"Q3",200709,"September",200739,"Week 39",2007393,"Tuesday",2007,"FiscalYear 2007",20072,"H2",20073,"Q3",200709,"Month 9","WorkDay",0,"None"
2008-07-01 00:00:00.000,"2008-07-01","2008/07/01",2008,"Year 2008",20082,"H2",20083,"Q3",200807,"July",200827,"Week 27",2008273,"Tuesday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200807,"Month 7","WorkDay",0,"None"
2008-07-08 00:00:00.000,"2008-07-08","2008/07/08",2008,"Year 2008",20082,"H2",20083,"Q3",200807,"July",200828,"Week 28",2008283,"Tuesday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200807,"Month 7","WorkDay",0,"None"
2008-07-15 00:00:00.000,"2008-07-15","2008/07/15",2008,"Year 2008",20082,"H2",20083,"Q3",200807,"July",200829,"Week 29",2008293,"Tuesday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200807,"Month 7","WorkDay",0,"None"
2008-07-22 00:00:00.000,"2008-07-22","2008/07/22",2008,"Year 2008",20082,"H2",20083,"Q3",200807,"July",200830,"Week 30",2008303,"Tuesday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200807,"Month 7","WorkDay",0,"None"
2008-07-29 00:00:00.000,"2008-07-29","2008/07/29",2008,"Year 2008",20082,"H2",20083,"Q3",200807,"July",200831,"Week 31",2008313,"Tuesday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200807,"Month 7","WorkDay",0,"None"
2008-08-05 00:00:00.000,"2008-08-05","2008/08/05",2008,"Year 2008",20082,"H2",20083,"Q3",200808,"August",200832,"Week 32",2008323,"Tuesday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200808,"Month 8","WorkDay",0,"None"
2008-08-12 00:00:00.000,"2008-08-12","2008/08/12",2008,"Year 2008",20082,"H2",20083,"Q3",200808,"August",200833,"Week 33",2008333,"Tuesday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200808,"Month 8","WorkDay",0,"None"
2008-08-19 00:00:00.000,"2008-08-19","2008/08/19",2008,"Year 2008",20082,"H2",20083,"Q3",200808,"August",200834,"Week 34",2008343,"Tuesday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200808,"Month 8","WorkDay",0,"None"
2008-08-26 00:00:00.000,"2008-08-26","2008/08/26",2008,"Year 2008",20082,"H2",20083,"Q3",200808,"August",200835,"Week 35",2008353,"Tuesday",2008,"FiscalYear 2008",20082,"H2",20083,"Q3",200808,"Month 8","WorkDay",0,"None"
