Congresistas,Partido Político,Bancada,Proyectos de Ley,Leyes Aprobadas,Efectividad Individual,Porporción de contribucion x Bancada,IdRecord,Foto,Foto 1,Foto 130,Efectividad Bancada,Score,Ranking
"Teves Quispe Julia","Gana Perú","Nacionalista Gana Perú",287,41,0.1429,0.0052,81,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/117-s7Md0Su2Rb5Rp5H.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.14719017355793773,101
"Núñez Campos Carmen Rosa","Alianza Solidaridad Nacional","Concertación Parlamentaria",34,3,0.0882,0.0022,17,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/85-o6Os9Mb9Im7Vl3F.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.20230381569474443,0.14525190784737221,102
"Cárdenas Cerrón Johnny","Gana Perú","Nacionalista Gana Perú",415,56,0.1349,0.0070999999999999995,82,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/22-t4Zm6Md7Cs3Xc9R.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.14319017355793773,103
"Portugal Catacora Mariano Eutropio","Perú Posible","Unión Regional",411,54,0.13140000000000002,0.0253,129,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/93-r4Mi1Ee1Nn6Hf5L.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15489003275620028,0.14314501637810015,104
"Carrillo Cavero Hugo","Gana Perú","Nacionalista Gana Perú",283,38,0.1343,0.0048,85,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/23-a7Ig4Wo3Ma0Ih0S.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.14289017355793773,105
"Merino De Lama Manuel Arturo","Perú Posible","Acción Popular - Frente Amplio",396,60,0.1515,0.020499999999999997,2,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/77-y9Md5Gb8Bp7Er8Y.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13410879233664044,0.14280439616832022,106
"Condori Cusi Rubén","Gana Perú","Nacionalista Gana Perú",359,48,0.13369999999999999,0.0060999999999999995,83,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/32-k8Ya2Gp7Ls0Dz1G.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.14259017355793774,107
"Mendoza Frisch Verónika Fanny","Gana Perú","Acción Popular - Frente Amplio",327,49,0.14980000000000002,0.0168,4,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/76-b7Nu0Dq0Ys0Yo4O.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13410879233664044,0.14195439616832023,108
"Gastañadui Ramírez Santiago","Gana Perú","Nacionalista Gana Perú",227,30,0.1322,0.0038,86,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/52-m1Jj7Hx0Si0Ge6Q.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.14184017355793774,109
"Valencia Quiroz Jaime Rubén","Gana Perú","Nacionalista Gana Perú",222,29,0.1306,0.0037,88,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/123-r7Rc8Sl9Er6Zf5K.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.14104017355793774,110
"Guevara Amasifuén Mesias Antonio","Acción Popular","Acción Popular - Frente Amplio",480,70,0.1458,0.0239,1,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/54-i5Fa1Ds6Ef2By3Y.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13410879233664044,0.13995439616832023,111
"Nayap Kinin Eduardo","Gana Perú","Nacionalista Gana Perú",316,40,0.1266,0.0051,87,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/82-e8Fb4Gj6Yn1Ry0S.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.13904017355793774,112
"Llatas Altamirano Cristóbal Luis","Gana Perú","Nacionalista Gana Perú",477,60,0.1258,0.0077,84,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/70-k0Pn5Ut1Vp2Op1U.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.13864017355793773,113
"Ruiz Loayza Wilder","Gana Perú","Dignidad Y Democracia",207,29,0.1401,0.0066,26,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/104-g8Qq2Sh4Fz1Yv2A.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13461975028376844,0.13735987514188422,114
"Anicama Ñáñez Elsa Celia","Gana Perú","Dignidad Y Democracia",196,27,0.1378,0.0060999999999999995,28,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/9-v9Wg9Lk3Hb1Hl0L.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13461975028376844,0.13620987514188421,115
"Angulo Álvarez Roberto Edmundo","Gana Perú","Dignidad Y Democracia",295,40,0.1356,0.0091,24,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/8-o5Cv9Os9Kk3Ay5T.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13461975028376844,0.13510987514188422,116
"Mavila León Rosa Delsa","Gana Perú","Acción Popular - Frente Amplio",337,44,0.1306,0.0151,6,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/73-f9Mg2Vs9Rp9Tb9S.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13410879233664044,0.13235439616832023,117
"Oseda Soto Doris Gladys","Gana Perú","Nacionalista Gana Perú",373,42,0.11259999999999999,0.0054,89,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/87-x1Tc4Cu1Xy2Pj8I.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.13204017355793773,118
"Romero Rodríguez Eulogio Amado","Gana Perú","Dignidad Y Democracia",428,55,0.1285,0.0125,22,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/101-j2Xa4Km8Tp9Ky4X.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13461975028376844,0.13155987514188422,119
"Inga Vásquez Leonardo Agustín","Acción Popular","Acción Popular - Frente Amplio",504,64,0.127,0.0219,3,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/60-j1Ya1Qz0Rr9Ku8D.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13410879233664044,0.13055439616832021,120
"Apaza Condori Emiliano","Gana Perú","Nacionalista Gana Perú",393,43,0.1094,0.0055000000000000005,90,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/10-n1Qs4Xh4Gp2Cb7H.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.15148034711587546,0.13044017355793774,121
"Coari Mamani Claudia Faustina","Gana Perú","Dignidad Y Democracia",524,66,0.126,0.015,21,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/31-i2Sm1Aj1Bs1Gw8L.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13461975028376844,0.13030987514188422,122
"Rimarachín Cabrera Jorge Antonio","Gana Perú","Dignidad Y Democracia",396,49,0.12369999999999999,0.0111,25,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/98-q3Yc3Tm6Cs9Cx0Y.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13461975028376844,0.12915987514188421,123
"Pari Choquecota Juan Donato","Gana Perú","Dignidad Y Democracia",437,54,0.12359999999999999,0.0123,23,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/89-j8Pz7Pe8Uu9Jr1T.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13461975028376844,0.12910987514188421,124
"Condori Jahuira Gladys Natalie","Gana Perú","Dignidad Y Democracia",382,46,0.1204,0.0104,27,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/33-l6Nz1Bn5Wj0Hr4Q.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13461975028376844,0.12750987514188422,125
"Saavedra Vela Esther","Gana Perú","Dignidad Y Democracia",358,43,0.1201,0.0098,30,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/105-b1Rm9Ot4Oq0Xi9V.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13461975028376844,0.12735987514188421,126
"Apaza Ordóñez Justiniano Rómulo","Gana Perú","Dignidad Y Democracia",466,52,0.1116,0.0118,29,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/11-w4Wy1Nf1Fc6Ep6V.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13461975028376844,0.12310987514188422,127
"Lescano Ancieta Yonhy","Perú Posible","Acción Popular - Frente Amplio",484,54,0.1116,0.018500000000000003,7,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/68-c9Ey8Iv4Ms2Pw3K.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13410879233664044,0.12285439616832022,128
"Beteta Rubín Karina Juliza","Fuerza Popular","Fuerza Popular",27,1,0.037000000000000005,0.0001,64,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/630-s2Py9Pj7Kl2Jy0N.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.2080657206870799,0.12253286034353995,129
"Dammert Ego Aguirre Manuel Enrique Ernesto","Gana Perú","Acción Popular - Frente Amplio",217,21,0.0968,0.0072,8,"http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/14-w0Ad2Yq1Xq9Bn4J.jpg","http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/37-t8Nd2Ev7Bv8Ak7P.jpg",0.13410879233664044,0.11545439616832022,130
