Expense Items,Expense Category,Month,Expense Values
"Insurance-Workers Comp","Insurance",2015-05-01 00:00:00.000,6718.9766078856983
"Insurance-Workers Comp","Insurance",2015-06-01 00:00:00.000,6651.786841806841
"Insurance-Workers Comp","Insurance",2015-07-01 00:00:00.000,6518.7511049707055
"Insurance-Workers Comp","Insurance",2015-08-01 00:00:00.000,6258.0010607718759
"Insurance-Workers Comp","Insurance",2015-09-01 00:00:00.000,6195.4210501641574
"Insurance-Workers Comp","Insurance",2015-10-01 00:00:00.000,5885.6499976559489
"Insurance-Workers Comp","Insurance",2015-11-01 00:00:00.000,6121.0759975621877
"Insurance-Workers Comp","Insurance",2015-12-01 00:00:00.000,6304.7082774890532
"Insurance-Workers Comp","Insurance",2016-01-01 00:00:00.000,6052.5199463894905
"Insurance-Workers Comp","Insurance",2016-02-01 00:00:00.000,5931.469547461701
"Insurance-Workers Comp","Insurance",2016-03-01 00:00:00.000,6109.4136338855524
"Insurance-Workers Comp","Insurance",2016-04-01 00:00:00.000,6109.4136338855524
"Insurance-Workers Comp","Insurance",2016-05-01 00:00:00.000,6292.6960429021192
"Insurance-Workers Comp","Insurance",2016-06-01 00:00:00.000,6607.330845047225
"Insurance-Workers Comp","Insurance",2016-07-01 00:00:00.000,6409.1109196958087
"Insurance-Workers Comp","Insurance",2016-08-01 00:00:00.000,6409.1109196958087
"Insurance-Workers Comp","Insurance",2016-09-01 00:00:00.000,6280.9287013018929
"Insurance-Workers Comp","Insurance",2016-10-01 00:00:00.000,6594.9751363669875
"Insurance-Workers Comp","Insurance",2016-11-01 00:00:00.000,6858.7741418216674
"Insurance-Workers Comp","Insurance",2016-12-01 00:00:00.000,6790.1864004034505
"Insurance-Workers Comp","Insurance",2017-01-01 00:00:00.000,6790.1864004034505
"Insurance-Workers Comp","Insurance",2017-02-01 00:00:00.000,6518.5789443873118
"Insurance-Workers Comp","Insurance",2017-03-01 00:00:00.000,6388.2073654995656
"Insurance-Workers Comp","Insurance",2017-04-01 00:00:00.000,6132.6790708795825
"Insurance-Workers Comp","Insurance",2017-05-01 00:00:00.000,6132.6790708795825
"Insurance-Workers Comp","Insurance",2017-06-01 00:00:00.000,6010.0254894619911
"Insurance-Workers Comp","Insurance",2017-07-01 00:00:00.000,6190.3262541458507
"Insurance-Workers Comp","Insurance",2017-08-01 00:00:00.000,6437.9393043116852
"Insurance-Workers Comp","Insurance",2017-09-01 00:00:00.000,6116.0423390961005
"Insurance-Workers Comp","Insurance",2017-10-01 00:00:00.000,6054.8819157051394
"Insurance-Workers Comp","Insurance",2017-11-01 00:00:00.000,5752.1378199198816
"Insurance-Workers Comp","Insurance",2017-12-01 00:00:00.000,5982.2233327166778
"Insurance-Workers Comp","Insurance",2018-01-01 00:00:00.000,6161.6900326981777
"Insurance-Workers Comp","Insurance",2018-02-01 00:00:00.000,5976.8393317172322
"Insurance-Workers Comp","Insurance",2018-03-01 00:00:00.000,6156.14451166875
"Insurance-Workers Comp","Insurance",2018-04-01 00:00:00.000,5848.3372860853124
"Insurance-Workers Comp","Insurance",2018-05-01 00:00:00.000,5789.85391322446
"Co-op Advertising fee","Marketing",2015-05-01 00:00:00.000,42185.768841216006
"Co-op Advertising fee","Marketing",2015-06-01 00:00:00.000,43029.484218040321
"Co-op Advertising fee","Marketing",2015-07-01 00:00:00.000,43459.779060220731
"Co-op Advertising fee","Marketing",2015-08-01 00:00:00.000,42155.985688414112
"Co-op Advertising fee","Marketing",2015-09-01 00:00:00.000,43420.66525906654
"Co-op Advertising fee","Marketing",2015-10-01 00:00:00.000,42552.251953885207
"Co-op Advertising fee","Marketing",2015-11-01 00:00:00.000,42977.774473424062
"Co-op Advertising fee","Marketing",2015-12-01 00:00:00.000,43407.5522181583
"Co-op Advertising fee","Marketing",2016-01-01 00:00:00.000,43407.5522181583
"Co-op Advertising fee","Marketing",2016-02-01 00:00:00.000,42539.401173795137
"Co-op Advertising fee","Marketing",2016-03-01 00:00:00.000,43390.189197271036
"Co-op Advertising fee","Marketing",2016-04-01 00:00:00.000,41654.581629380191
"Co-op Advertising fee","Marketing",2016-05-01 00:00:00.000,43320.764894555396
"Co-op Advertising fee","Marketing",2016-06-01 00:00:00.000,44187.1801924465
"Co-op Advertising fee","Marketing",2016-07-01 00:00:00.000,45070.923796295436
"Co-op Advertising fee","Marketing",2016-08-01 00:00:00.000,43718.796082406567
"Co-op Advertising fee","Marketing",2016-09-01 00:00:00.000,42407.232199934369
"Co-op Advertising fee","Marketing",2016-10-01 00:00:00.000,40710.942911936996
"Co-op Advertising fee","Marketing",2016-11-01 00:00:00.000,41118.052341056362
"Co-op Advertising fee","Marketing",2016-12-01 00:00:00.000,41118.052341056362
"Co-op Advertising fee","Marketing",2017-01-01 00:00:00.000,40706.8718176458
"Co-op Advertising fee","Marketing",2017-02-01 00:00:00.000,39485.665663116422
"Co-op Advertising fee","Marketing",2017-03-01 00:00:00.000,38695.952349854095
"Co-op Advertising fee","Marketing",2017-04-01 00:00:00.000,40630.7499673468
"Co-op Advertising fee","Marketing",2017-05-01 00:00:00.000,41037.05746702027
"Co-op Advertising fee","Marketing",2017-06-01 00:00:00.000,40216.316317679863
"Co-op Advertising fee","Marketing",2017-07-01 00:00:00.000,40216.316317679863
"Co-op Advertising fee","Marketing",2017-08-01 00:00:00.000,39411.989991326263
"Co-op Advertising fee","Marketing",2017-09-01 00:00:00.000,40988.469590979315
"Co-op Advertising fee","Marketing",2017-10-01 00:00:00.000,40988.469590979315
"Co-op Advertising fee","Marketing",2017-11-01 00:00:00.000,39758.815503249934
"Co-op Advertising fee","Marketing",2017-12-01 00:00:00.000,41349.168123379932
"Co-op Advertising fee","Marketing",2018-01-01 00:00:00.000,39695.201398444733
"Co-op Advertising fee","Marketing",2018-02-01 00:00:00.000,41283.009454382525
"Co-op Advertising fee","Marketing",2018-03-01 00:00:00.000,39218.8589816634
"Co-op Advertising fee","Marketing",2018-04-01 00:00:00.000,38042.293212213495
"Co-op Advertising fee","Marketing",2018-05-01 00:00:00.000,38422.716144335631
"Direct Advertising Expense","Marketing",2015-05-01 00:00:00.000,129354.36287004
"Direct Advertising Expense","Marketing",2015-06-01 00:00:00.000,128060.81924133959
"Direct Advertising Expense","Marketing",2015-07-01 00:00:00.000,124218.9946640994
"Direct Advertising Expense","Marketing",2015-08-01 00:00:00.000,124218.9946640994
"Direct Advertising Expense","Marketing",2015-09-01 00:00:00.000,119250.2348775354
"Direct Advertising Expense","Marketing",2015-10-01 00:00:00.000,120442.73722631077
"Direct Advertising Expense","Marketing",2015-11-01 00:00:00.000,114420.60036499522
"Direct Advertising Expense","Marketing",2015-12-01 00:00:00.000,120141.63038324499
"Direct Advertising Expense","Marketing",2016-01-01 00:00:00.000,126148.71190240725
"Direct Advertising Expense","Marketing",2016-02-01 00:00:00.000,121102.76342631095
"Direct Advertising Expense","Marketing",2016-03-01 00:00:00.000,116258.6528892585
"Direct Advertising Expense","Marketing",2016-04-01 00:00:00.000,110445.72024479556
"Direct Advertising Expense","Marketing",2016-05-01 00:00:00.000,113759.09185213943
"Direct Advertising Expense","Marketing",2016-06-01 00:00:00.000,113759.09185213943
"Direct Advertising Expense","Marketing",2016-07-01 00:00:00.000,114896.68277066082
"Direct Advertising Expense","Marketing",2016-08-01 00:00:00.000,113747.71594295421
"Direct Advertising Expense","Marketing",2016-09-01 00:00:00.000,119435.10174010192
"Direct Advertising Expense","Marketing",2016-10-01 00:00:00.000,121823.80377490396
"Direct Advertising Expense","Marketing",2016-11-01 00:00:00.000,125478.51788815109
"Direct Advertising Expense","Marketing",2016-12-01 00:00:00.000,130497.65860367713
"Direct Advertising Expense","Marketing",2017-01-01 00:00:00.000,129192.68201764037
"Direct Advertising Expense","Marketing",2017-02-01 00:00:00.000,127900.75519746396
"Direct Advertising Expense","Marketing",2017-03-01 00:00:00.000,133016.78540536255
"Direct Advertising Expense","Marketing",2017-04-01 00:00:00.000,138337.45682157704
"Direct Advertising Expense","Marketing",2017-05-01 00:00:00.000,142487.58052622437
"Direct Advertising Expense","Marketing",2017-06-01 00:00:00.000,135363.20149991312
"Direct Advertising Expense","Marketing",2017-07-01 00:00:00.000,128595.04142491746
"Direct Advertising Expense","Marketing",2017-08-01 00:00:00.000,131166.94225341582
"Direct Advertising Expense","Marketing",2017-09-01 00:00:00.000,136413.61994355248
"Direct Advertising Expense","Marketing",2017-10-01 00:00:00.000,133685.3475446814
"Direct Advertising Expense","Marketing",2017-11-01 00:00:00.000,135022.20102012824
"Direct Advertising Expense","Marketing",2017-12-01 00:00:00.000,128271.09096912181
"Direct Advertising Expense","Marketing",2018-01-01 00:00:00.000,124422.95824004816
"Direct Advertising Expense","Marketing",2018-02-01 00:00:00.000,128155.64698724961
"Direct Advertising Expense","Marketing",2018-03-01 00:00:00.000,128155.64698724961
"Direct Advertising Expense","Marketing",2018-04-01 00:00:00.000,123029.42110775963
"Direct Advertising Expense","Marketing",2018-05-01 00:00:00.000,123029.42110775963
"Canvassing","Marketing",2015-05-01 00:00:00.000,43242.029713935372
"Canvassing","Marketing",2015-06-01 00:00:00.000,41512.348525377951
"Canvassing","Marketing",2015-07-01 00:00:00.000,41097.225040124176
"Canvassing","Marketing",2015-08-01 00:00:00.000,40686.25278972293
"Canvassing","Marketing",2015-09-01 00:00:00.000,42720.565429209084
"Canvassing","Marketing",2015-10-01 00:00:00.000,41438.948466332804
"Canvassing","Marketing",2015-11-01 00:00:00.000,43510.895889649451
"Canvassing","Marketing",2015-12-01 00:00:00.000,43510.895889649451
"Canvassing","Marketing",2016-01-01 00:00:00.000,44381.113807442438
"Canvassing","Marketing",2016-02-01 00:00:00.000,43937.302669368022
"Canvassing","Marketing",2016-03-01 00:00:00.000,43937.302669368022
"Canvassing","Marketing",2016-04-01 00:00:00.000,42619.183589286979
"Canvassing","Marketing",2016-05-01 00:00:00.000,40488.224409822629
"Canvassing","Marketing",2016-06-01 00:00:00.000,39273.577677527952
"Canvassing","Marketing",2016-07-01 00:00:00.000,40451.785007853789
"Canvassing","Marketing",2016-08-01 00:00:00.000,38833.713607539634
"Canvassing","Marketing",2016-09-01 00:00:00.000,36892.02792716265
"Canvassing","Marketing",2016-10-01 00:00:00.000,37629.868485705905
"Canvassing","Marketing",2016-11-01 00:00:00.000,35748.375061420607
"Canvassing","Marketing",2016-12-01 00:00:00.000,33960.956308349581
"Canvassing","Marketing",2017-01-01 00:00:00.000,32602.518056015597
"Canvassing","Marketing",2017-02-01 00:00:00.000,31624.442514335129
"Canvassing","Marketing",2017-03-01 00:00:00.000,31940.686939478481
"Canvassing","Marketing",2017-04-01 00:00:00.000,30663.059461899338
"Canvassing","Marketing",2017-05-01 00:00:00.000,31582.951245756321
"Canvassing","Marketing",2017-06-01 00:00:00.000,30319.633195926068
"Canvassing","Marketing",2017-07-01 00:00:00.000,30622.829527885329
"Canvassing","Marketing",2017-08-01 00:00:00.000,30316.601232606477
"Canvassing","Marketing",2017-09-01 00:00:00.000,28800.77117097615
"Canvassing","Marketing",2017-10-01 00:00:00.000,28512.763459266389
"Canvassing","Marketing",2017-11-01 00:00:00.000,27657.3805554884
"Canvassing","Marketing",2017-12-01 00:00:00.000,27933.954361043281
"Canvassing","Marketing",2018-01-01 00:00:00.000,29330.652079095446
"Canvassing","Marketing",2018-02-01 00:00:00.000,30210.571641468305
"Canvassing","Marketing",2018-03-01 00:00:00.000,31418.994507127041
"Canvassing","Marketing",2018-04-01 00:00:00.000,30162.234726841954
"Canvassing","Marketing",2018-05-01 00:00:00.000,31670.346463184054
"Home Show Branch Directed","Marketing",2015-05-01 00:00:00.000,3226.9049770811043
"Home Show Branch Directed","Marketing",2015-06-01 00:00:00.000,3291.443076622726
"Home Show Branch Directed","Marketing",2015-07-01 00:00:00.000,3423.1007996876356
"Home Show Branch Directed","Marketing",2015-08-01 00:00:00.000,3320.4077756970064
"Home Show Branch Directed","Marketing",2015-09-01 00:00:00.000,3386.8159312109465
"Home Show Branch Directed","Marketing",2015-10-01 00:00:00.000,3251.3432939625086
"Home Show Branch Directed","Marketing",2015-11-01 00:00:00.000,3348.8835927813839
"Home Show Branch Directed","Marketing",2015-12-01 00:00:00.000,3348.8835927813839
"Home Show Branch Directed","Marketing",2016-01-01 00:00:00.000,3281.9059209257562
"Home Show Branch Directed","Marketing",2016-02-01 00:00:00.000,3314.724980135014
"Home Show Branch Directed","Marketing",2016-03-01 00:00:00.000,3447.3139793404143
"Home Show Branch Directed","Marketing",2016-04-01 00:00:00.000,3585.2065385140313
"Home Show Branch Directed","Marketing",2016-05-01 00:00:00.000,3621.0586038991714
"Home Show Branch Directed","Marketing",2016-06-01 00:00:00.000,3657.2691899381634
"Home Show Branch Directed","Marketing",2016-07-01 00:00:00.000,3547.5511142400183
"Home Show Branch Directed","Marketing",2016-08-01 00:00:00.000,3583.0266253824184
"Home Show Branch Directed","Marketing",2016-09-01 00:00:00.000,3547.1963591285939
"Home Show Branch Directed","Marketing",2016-10-01 00:00:00.000,3547.1963591285939
"Home Show Branch Directed","Marketing",2016-11-01 00:00:00.000,3511.7243955373078
"Home Show Branch Directed","Marketing",2016-12-01 00:00:00.000,3336.1381757604422
"Home Show Branch Directed","Marketing",2017-01-01 00:00:00.000,3236.054030487629
"Home Show Branch Directed","Marketing",2017-02-01 00:00:00.000,3203.6934901827531
"Home Show Branch Directed","Marketing",2017-03-01 00:00:00.000,3203.6934901827531
"Home Show Branch Directed","Marketing",2017-04-01 00:00:00.000,3043.5088156736151
"Home Show Branch Directed","Marketing",2017-05-01 00:00:00.000,2952.2035512034067
"Home Show Branch Directed","Marketing",2017-06-01 00:00:00.000,2804.5933736432357
"Home Show Branch Directed","Marketing",2017-07-01 00:00:00.000,2692.4096386975061
"Home Show Branch Directed","Marketing",2017-08-01 00:00:00.000,2773.1819278584312
"Home Show Branch Directed","Marketing",2017-09-01 00:00:00.000,2856.3773856941839
"Home Show Branch Directed","Marketing",2017-10-01 00:00:00.000,2942.0687072650094
"Home Show Branch Directed","Marketing",2017-11-01 00:00:00.000,2912.6480201923596
"Home Show Branch Directed","Marketing",2017-12-01 00:00:00.000,2854.3950597885118
"Home Show Branch Directed","Marketing",2018-01-01 00:00:00.000,2740.2192573969714
"Home Show Branch Directed","Marketing",2018-02-01 00:00:00.000,2712.8170648230011
"Home Show Branch Directed","Marketing",2018-03-01 00:00:00.000,2658.5607235265411
"Home Show Branch Directed","Marketing",2018-04-01 00:00:00.000,2658.5607235265411
"Home Show Branch Directed","Marketing",2018-05-01 00:00:00.000,2658.5607235265411
"Sweepstakes Contributions","Marketing",2015-05-01 00:00:00.000,848.04617522116826
"Sweepstakes Contributions","Marketing",2015-06-01 00:00:00.000,865.00709872559162
"Sweepstakes Contributions","Marketing",2015-07-01 00:00:00.000,821.75674378931194
"Sweepstakes Contributions","Marketing",2015-08-01 00:00:00.000,805.32160891352578
"Sweepstakes Contributions","Marketing",2015-09-01 00:00:00.000,845.587689359202
"Sweepstakes Contributions","Marketing",2015-10-01 00:00:00.000,845.587689359202
"Sweepstakes Contributions","Marketing",2015-11-01 00:00:00.000,862.499443146386
"Sweepstakes Contributions","Marketing",2015-12-01 00:00:00.000,879.74943200931386
"Sweepstakes Contributions","Marketing",2016-01-01 00:00:00.000,897.34442064950008
"Sweepstakes Contributions","Marketing",2016-02-01 00:00:00.000,933.23819747548009
"Sweepstakes Contributions","Marketing",2016-03-01 00:00:00.000,895.90866957646085
"Sweepstakes Contributions","Marketing",2016-04-01 00:00:00.000,851.1132360976377
"Sweepstakes Contributions","Marketing",2016-05-01 00:00:00.000,859.62436845861419
"Sweepstakes Contributions","Marketing",2016-06-01 00:00:00.000,868.22061214320024
"Sweepstakes Contributions","Marketing",2016-07-01 00:00:00.000,868.22061214320024
"Sweepstakes Contributions","Marketing",2016-08-01 00:00:00.000,885.58502438606422
"Sweepstakes Contributions","Marketing",2016-09-01 00:00:00.000,912.15257511764628
"Sweepstakes Contributions","Marketing",2016-10-01 00:00:00.000,875.66647211294026
"Sweepstakes Contributions","Marketing",2016-11-01 00:00:00.000,831.8831485072933
"Sweepstakes Contributions","Marketing",2016-12-01 00:00:00.000,823.56431702222039
"Sweepstakes Contributions","Marketing",2017-01-01 00:00:00.000,864.74253287333147
"Sweepstakes Contributions","Marketing",2017-02-01 00:00:00.000,830.15283155839825
"Sweepstakes Contributions","Marketing",2017-03-01 00:00:00.000,838.45435987398218
"Sweepstakes Contributions","Marketing",2017-04-01 00:00:00.000,880.37707786768135
"Sweepstakes Contributions","Marketing",2017-05-01 00:00:00.000,924.39593176106553
"Sweepstakes Contributions","Marketing",2017-06-01 00:00:00.000,942.88385039628679
"Sweepstakes Contributions","Marketing",2017-07-01 00:00:00.000,990.02804291610119
"Sweepstakes Contributions","Marketing",2017-08-01 00:00:00.000,1029.6291646327454
"Sweepstakes Contributions","Marketing",2017-09-01 00:00:00.000,1009.0365813400904
"Sweepstakes Contributions","Marketing",2017-10-01 00:00:00.000,958.58475227308577
"Sweepstakes Contributions","Marketing",2017-11-01 00:00:00.000,996.9281423640092
"Sweepstakes Contributions","Marketing",2017-12-01 00:00:00.000,947.08173524580877
"Sweepstakes Contributions","Marketing",2018-01-01 00:00:00.000,994.43582200809931
"Sweepstakes Contributions","Marketing",2018-02-01 00:00:00.000,944.71403090769434
"Sweepstakes Contributions","Marketing",2018-03-01 00:00:00.000,944.71403090769434
"Sweepstakes Contributions","Marketing",2018-04-01 00:00:00.000,916.37260998046349
"Sweepstakes Contributions","Marketing",2018-05-01 00:00:00.000,934.70006218007268
"Delivery / Postage","Office Supplies",2015-05-01 00:00:00.000,555.64836462883454
"Delivery / Postage","Office Supplies",2015-06-01 00:00:00.000,555.64836462883454
"Delivery / Postage","Office Supplies",2015-07-01 00:00:00.000,572.31781556769954
"Delivery / Postage","Office Supplies",2015-08-01 00:00:00.000,549.42510294499152
"Delivery / Postage","Office Supplies",2015-09-01 00:00:00.000,549.42510294499152
"Delivery / Postage","Office Supplies",2015-10-01 00:00:00.000,576.89635809224114
"Delivery / Postage","Office Supplies",2015-11-01 00:00:00.000,548.05154018762914
"Delivery / Postage","Office Supplies",2015-12-01 00:00:00.000,553.53205558950538
"Delivery / Postage","Office Supplies",2016-01-01 00:00:00.000,575.6733378130856
"Delivery / Postage","Office Supplies",2016-02-01 00:00:00.000,604.45700470373993
"Delivery / Postage","Office Supplies",2016-03-01 00:00:00.000,586.32329456262778
"Delivery / Postage","Office Supplies",2016-04-01 00:00:00.000,603.91299339950649
"Delivery / Postage","Office Supplies",2016-05-01 00:00:00.000,634.1086430694819
"Delivery / Postage","Office Supplies",2016-06-01 00:00:00.000,634.1086430694819
"Delivery / Postage","Office Supplies",2016-07-01 00:00:00.000,653.1319023615664
"Delivery / Postage","Office Supplies",2016-08-01 00:00:00.000,646.60058333795075
"Delivery / Postage","Office Supplies",2016-09-01 00:00:00.000,646.60058333795075
"Delivery / Postage","Office Supplies",2016-10-01 00:00:00.000,614.27055417105316
"Delivery / Postage","Office Supplies",2016-11-01 00:00:00.000,583.55702646250052
"Delivery / Postage","Office Supplies",2016-12-01 00:00:00.000,554.37917513937543
"Delivery / Postage","Office Supplies",2017-01-01 00:00:00.000,537.74779988519413
"Delivery / Postage","Office Supplies",2017-02-01 00:00:00.000,553.88023388175009
"Delivery / Postage","Office Supplies",2017-03-01 00:00:00.000,564.9578385593851
"Delivery / Postage","Office Supplies",2017-04-01 00:00:00.000,536.70994663141573
"Delivery / Postage","Office Supplies",2017-05-01 00:00:00.000,542.07704609772986
"Delivery / Postage","Office Supplies",2017-06-01 00:00:00.000,552.91858701968454
"Delivery / Postage","Office Supplies",2017-07-01 00:00:00.000,563.97695876007822
"Delivery / Postage","Office Supplies",2017-08-01 00:00:00.000,580.89626752288063
"Delivery / Postage","Office Supplies",2017-09-01 00:00:00.000,569.278342172423
"Delivery / Postage","Office Supplies",2017-10-01 00:00:00.000,597.7422592810442
"Delivery / Postage","Office Supplies",2017-11-01 00:00:00.000,573.83256890980238
"Delivery / Postage","Office Supplies",2017-12-01 00:00:00.000,591.04754597709643
"Delivery / Postage","Office Supplies",2018-01-01 00:00:00.000,591.04754597709643
"Delivery / Postage","Office Supplies",2018-02-01 00:00:00.000,561.49516867824161
"Delivery / Postage","Office Supplies",2018-03-01 00:00:00.000,533.42041024432956
"Delivery / Postage","Office Supplies",2018-04-01 00:00:00.000,528.08620614188624
"Delivery / Postage","Office Supplies",2018-05-01 00:00:00.000,538.64793026472387
"Office Security","Office Supplies",2015-05-01 00:00:00.000,267.43645580319367
"Office Security","Office Supplies",2015-06-01 00:00:00.000,267.43645580319367
"Office Security","Office Supplies",2015-07-01 00:00:00.000,272.78518491925752
"Office Security","Office Supplies",2015-08-01 00:00:00.000,283.69659231602782
"Office Security","Office Supplies",2015-09-01 00:00:00.000,278.02266046970726
"Office Security","Office Supplies",2015-10-01 00:00:00.000,266.90175405091895
"Office Security","Office Supplies",2015-11-01 00:00:00.000,274.90880667244653
"Office Security","Office Supplies",2015-12-01 00:00:00.000,261.16336633882418
"Office Security","Office Supplies",2016-01-01 00:00:00.000,268.99826732898896
"Office Security","Office Supplies",2016-02-01 00:00:00.000,268.99826732898896
"Office Security","Office Supplies",2016-03-01 00:00:00.000,260.92831930911927
"Office Security","Office Supplies",2016-04-01 00:00:00.000,268.75616888839284
"Office Security","Office Supplies",2016-05-01 00:00:00.000,260.69348382174104
"Office Security","Office Supplies",2016-06-01 00:00:00.000,268.51428833639335
"Office Security","Office Supplies",2016-07-01 00:00:00.000,257.7737168029376
"Office Security","Office Supplies",2016-08-01 00:00:00.000,257.7737168029376
"Office Security","Office Supplies",2016-09-01 00:00:00.000,260.351453970967
"Office Security","Office Supplies",2016-10-01 00:00:00.000,268.161997590096
"Office Security","Office Supplies",2016-11-01 00:00:00.000,260.11713766239313
"Office Security","Office Supplies",2016-12-01 00:00:00.000,257.5159662857692
"Office Security","Office Supplies",2017-01-01 00:00:00.000,254.94080662291148
"Office Security","Office Supplies",2017-02-01 00:00:00.000,249.84199049045327
"Office Security","Office Supplies",2017-03-01 00:00:00.000,247.34357058554872
"Office Security","Office Supplies",2017-04-01 00:00:00.000,249.81700629140423
"Office Security","Office Supplies",2017-05-01 00:00:00.000,242.32249610266209
"Office Security","Office Supplies",2017-06-01 00:00:00.000,237.47604618060885
"Office Security","Office Supplies",2017-07-01 00:00:00.000,249.3498484896393
"Office Security","Office Supplies",2017-08-01 00:00:00.000,249.3498484896393
"Office Security","Office Supplies",2017-09-01 00:00:00.000,251.84334697453568
"Office Security","Office Supplies",2017-10-01 00:00:00.000,259.39864738377173
"Office Security","Office Supplies",2017-11-01 00:00:00.000,272.36857975296039
"Office Security","Office Supplies",2017-12-01 00:00:00.000,283.26332294307878
"Office Security","Office Supplies",2018-01-01 00:00:00.000,297.42648909023274
"Office Security","Office Supplies",2018-02-01 00:00:00.000,300.4007539811351
"Office Security","Office Supplies",2018-03-01 00:00:00.000,303.40476152094647
"Office Security","Office Supplies",2018-04-01 00:00:00.000,297.33666629052749
"Office Security","Office Supplies",2018-05-01 00:00:00.000,309.2301329421486
"Office Supplies","Office Supplies",2015-05-01 00:00:00.000,6256.4282126311682
"Office Supplies","Office Supplies",2015-06-01 00:00:00.000,6569.2496232627263
"Office Supplies","Office Supplies",2015-07-01 00:00:00.000,6503.5571270300989
"Office Supplies","Office Supplies",2015-08-01 00:00:00.000,6828.7349833816043
"Office Supplies","Office Supplies",2015-09-01 00:00:00.000,7101.8843827168685
"Office Supplies","Office Supplies",2015-10-01 00:00:00.000,6817.8090074081938
"Office Supplies","Office Supplies",2015-11-01 00:00:00.000,6749.6309173341115
"Office Supplies","Office Supplies",2015-12-01 00:00:00.000,6884.6235356807938
"Office Supplies","Office Supplies",2016-01-01 00:00:00.000,7091.1622417512181
"Office Supplies","Office Supplies",2016-02-01 00:00:00.000,6949.3389969161935
"Office Supplies","Office Supplies",2016-03-01 00:00:00.000,7088.3257768545182
"Office Supplies","Office Supplies",2016-04-01 00:00:00.000,7300.9755501601539
"Office Supplies","Office Supplies",2016-05-01 00:00:00.000,7373.9853056617558
"Office Supplies","Office Supplies",2016-06-01 00:00:00.000,7152.765746491903
"Office Supplies","Office Supplies",2016-07-01 00:00:00.000,6866.655116632227
"Office Supplies","Office Supplies",2016-08-01 00:00:00.000,6935.3216677985483
"Office Supplies","Office Supplies",2016-09-01 00:00:00.000,7004.6748844765343
"Office Supplies","Office Supplies",2016-10-01 00:00:00.000,7074.7216333213
"Office Supplies","Office Supplies",2016-11-01 00:00:00.000,7145.4688496545132
"Office Supplies","Office Supplies",2016-12-01 00:00:00.000,7216.923538151058
"Office Supplies","Office Supplies",2017-01-01 00:00:00.000,7000.4158320065262
"Office Supplies","Office Supplies",2017-02-01 00:00:00.000,7070.4199903265917
"Office Supplies","Office Supplies",2017-03-01 00:00:00.000,6716.8989908102612
"Office Supplies","Office Supplies",2017-04-01 00:00:00.000,6649.7300009021583
"Office Supplies","Office Supplies",2017-05-01 00:00:00.000,6982.2165009472665
"Office Supplies","Office Supplies",2017-06-01 00:00:00.000,6633.1056758999039
"Office Supplies","Office Supplies",2017-07-01 00:00:00.000,6765.7677894179014
"Office Supplies","Office Supplies",2017-08-01 00:00:00.000,6630.4524336295426
"Office Supplies","Office Supplies",2017-09-01 00:00:00.000,6829.3660066384291
"Office Supplies","Office Supplies",2017-10-01 00:00:00.000,6624.4850264392762
"Office Supplies","Office Supplies",2017-11-01 00:00:00.000,6889.4644274968477
"Office Supplies","Office Supplies",2017-12-01 00:00:00.000,7027.2537160467846
"Office Supplies","Office Supplies",2018-01-01 00:00:00.000,7027.2537160467846
"Office Supplies","Office Supplies",2018-02-01 00:00:00.000,6886.7086417258488
"Office Supplies","Office Supplies",2018-03-01 00:00:00.000,7024.4428145603661
"Office Supplies","Office Supplies",2018-04-01 00:00:00.000,7024.4428145603661
"Office Supplies","Office Supplies",2018-05-01 00:00:00.000,7024.4428145603661
"Office Apparel","Office Supplies",2015-05-01 00:00:00.000,1404.5788985588238
"Office Apparel","Office Supplies",2015-06-01 00:00:00.000,1376.4873205876474
"Office Apparel","Office Supplies",2015-07-01 00:00:00.000,1362.722447381771
"Office Apparel","Office Supplies",2015-08-01 00:00:00.000,1321.8407739603178
"Office Apparel","Office Supplies",2015-09-01 00:00:00.000,1308.6223662207146
"Office Apparel","Office Supplies",2015-10-01 00:00:00.000,1347.8810372073362
"Office Apparel","Office Supplies",2015-11-01 00:00:00.000,1388.3174683235563
"Office Apparel","Office Supplies",2015-12-01 00:00:00.000,1443.8501670564985
"Office Apparel","Office Supplies",2016-01-01 00:00:00.000,1414.9731637153689
"Office Apparel","Office Supplies",2016-02-01 00:00:00.000,1485.7218219011374
"Office Apparel","Office Supplies",2016-03-01 00:00:00.000,1411.4357308060805
"Office Apparel","Office Supplies",2016-04-01 00:00:00.000,1453.7788027302629
"Office Apparel","Office Supplies",2016-05-01 00:00:00.000,1410.1654386483549
"Office Apparel","Office Supplies",2016-06-01 00:00:00.000,1424.2670930348386
"Office Apparel","Office Supplies",2016-07-01 00:00:00.000,1495.4804476865806
"Office Apparel","Office Supplies",2016-08-01 00:00:00.000,1420.7064253022515
"Office Apparel","Office Supplies",2016-09-01 00:00:00.000,1463.3276180613191
"Office Apparel","Office Supplies",2016-10-01 00:00:00.000,1434.0610657000925
"Office Apparel","Office Supplies",2016-11-01 00:00:00.000,1376.6986230720888
"Office Apparel","Office Supplies",2016-12-01 00:00:00.000,1431.7665679949723
"Office Apparel","Office Supplies",2017-01-01 00:00:00.000,1360.1782395952237
"Office Apparel","Office Supplies",2017-02-01 00:00:00.000,1428.1871515749847
"Office Apparel","Office Supplies",2017-03-01 00:00:00.000,1399.6234085434849
