country,variable,value
Chad,1982,
Chile,1982,
China,1982,
Colombia,1982,0.0319
Comoros,1982,0.0
"Congo, Dem, Rep,",1982,0.0355
"Congo, Rep,",1982,0.0928
Costa Rica,1982,0.0702
Cote d'Ivoire,1982,0.0556
Croatia,1982,
Cuba,1982,0.249
Cyprus,1982,0.0248
Czech Republic,1982,
Denmark,1982,0.244
Djibouti,1982,0.0
Dominica,1982,0.12
Dominican Republic,1982,0.0544
Ecuador,1982,0.0254
Egypt,1982,0.0825
El Salvador,1982,0.133
Equatorial Guinea,1982,0.0343
Eritrea,1982,
Estonia,1982,
Eswatini,1982,0.0533
Ethiopia,1982,0.0031
Fiji,1982,0.027
Finland,1982,0.294
France,1982,0.0545
Gabon,1982,0.137
Gambia,1982,0.0612
Georgia,1982,
Germany,1982,
Ghana,1982,0.049
Greece,1982,0.0433
Grenada,1982,0.113
Guatemala,1982,0.0336
Guinea,1982,0.136
Guinea-Bissau,1982,0.142
Guyana,1982,0.168
Haiti,1982,0.0717
Honduras,1982,0.0818
Hungary,1982,0.261
Iceland,1982,0.125
India,1982,0.0984
Indonesia,1982,0.0913
Iran,1982,0.0148
Iraq,1982,0.098
Ireland,1982,0.0973
Israel,1982,0.0778
Italy,1982,0.0676
Jamaica,1982,0.123
Japan,1982,0.0342
Jordan,1982,0.0
Kazakhstan,1982,
Kenya,1982,0.0203
Kiribati,1982,0.0
Kuwait,1982,0.0
Kyrgyz Republic,1982,
Lao,1982,0.0726
Latvia,1982,
Lebanon,1982,0.0132
Lesotho,1982,0.018
Liberia,1982,
Libya,1982,0.0717
Liechtenstein,1982,
Lithuania,1982,
Luxembourg,1982,0.124
Madagascar,1982,0.017
Malawi,1982,0.057
Malaysia,1982,0.0679
Maldives,1982,0.0292
Mali,1982,0.0244
Malta,1982,0.0305
Marshall Islands,1982,
Mauritania,1982,0.0122
Mauritius,1982,0.0429
Mexico,1982,0.118
"Micronesia, Fed, Sts,",1982,
Moldova,1982,
Monaco,1982,0.111
Mongolia,1982,0.244
Montenegro,1982,
Morocco,1982,0.0
Mozambique,1982,0.16
Myanmar,1982,0.0278
Namibia,1982,
Nauru,1982,0.0
Nepal,1982,0.05
Netherlands,1982,0.167
New Zealand,1982,0.1
Nicaragua,1982,0.167
Niger,1982,0.0409
Nigeria,1982,
North Korea,1982,0.195
North Macedonia,1982,
Norway,1982,0.28
Oman,1982,
Pakistan,1982,0.0586
Palau,1982,
Panama,1982,0.0179
Papua New Guinea,1982,0.0092
Paraguay,1982,0.0244
Peru,1982,0.0592
Philippines,1982,0.0556
Poland,1982,0.219
Portugal,1982,0.0707
Qatar,1982,
Romania,1982,0.336
Russia,1982,
Rwanda,1982,0.097
Samoa,1982,0.0213
San Marino,1982,0.09
Sao Tome and Principe,1982,0.0811
Saudi Arabia,1982,
Senegal,1982,0.102
Serbia,1982,
Seychelles,1982,0.26
Sierra Leone,1982,0.0096
Singapore,1982,0.0195
Slovak Republic,1982,
Slovenia,1982,
Solomon Islands,1982,0.0
Somalia,1982,0.0644
South Africa,1982,0.0124
South Korea,1982,0.0317
South Sudan,1982,
Spain,1982,0.0545
Sri Lanka,1982,0.0361
"St, Kitts and Nevis",1982,
"St, Lucia",1982,0.107
"St, Vincent and the Grenadines",1982,0.0737
Sudan,1982,0.085
Suriname,1982,0.0956
Sweden,1982,0.275
Switzerland,1982,0.101
Syria,1982,0.0718
Tajikistan,1982,
Tanzania,1982,0.0996
Thailand,1982,0.0253
Timor-Leste,1982,
Togo,1982,0.0764
Tonga,1982,0.0
Trinidad and Tobago,1982,0.149
Tunisia,1982,0.0523
Turkey,1982,0.0274
Turkmenistan,1982,
Tuvalu,1982,0.0
Uganda,1982,0.0522
Ukraine,1982,
United Arab Emirates,1982,0.0
United Kingdom,1982,0.034
United States,1982,0.0426
Uruguay,1982,0.0012
Uzbekistan,1982,
Vanuatu,1982,0.0
Venezuela,1982,0.0287
Vietnam,1982,0.211
Yemen,1982,
Zambia,1982,0.0324
Zimbabwe,1982,0.09
Afghanistan,1983,0.0136
Albania,1983,0.301
Algeria,1983,0.0162
Andorra,1983,
Angola,1983,0.118
Antigua and Barbuda,1983,
Argentina,1983,0.0433
Armenia,1983,
Australia,1983,0.101
Austria,1983,0.111
Azerbaijan,1983,
Bahamas,1983,
Bahrain,1983,
Bangladesh,1983,
Barbados,1983,
Belarus,1983,
Belgium,1983,0.09
Belize,1983,
Benin,1983,0.0536
Bhutan,1983,0.0222
Bolivia,1983,0.0306
Bosnia and Herzegovina,1983,
Botswana,1983,0.0518
Brazil,1983,0.0213
Brunei,1983,
Bulgaria,1983,0.214
Burkina Faso,1983,0.0372
Burundi,1983,0.0958
Cambodia,1983,0.191
Cameroon,1983,0.142
Canada,1983,0.0978
Cape Verde,1983,0.123
Central African Republic,1983,
Chad,1983,
Chile,1983,
China,1983,
Colombia,1983,0.0343
Comoros,1983,0.0
"Congo, Dem, Rep,",1983,0.0383
"Congo, Rep,",1983,0.0954
Costa Rica,1983,0.0789
Cote d'Ivoire,1983,0.0562
Croatia,1983,
Cuba,1983,0.272
Cyprus,1983,0.022
Czech Republic,1983,
Denmark,1983,0.253
Djibouti,1983,0.0
Dominica,1983,0.113
Dominican Republic,1983,0.0575
Ecuador,1983,0.0336
Egypt,1983,0.0805
El Salvador,1983,0.117
Equatorial Guinea,1983,0.0333
Eritrea,1983,
Estonia,1983,
Eswatini,1983,0.0533
Ethiopia,1983,0.0026
Fiji,1983,0.0231
Finland,1983,0.305
France,1983,0.0284
Gabon,1983,0.136
Gambia,1983,0.0648
Georgia,1983,
Germany,1983,
Ghana,1983,0.0529
Greece,1983,0.0433
Grenada,1983,0.108
Guatemala,1983,0.0339
Guinea,1983,0.132
Guinea-Bissau,1983,0.144
Guyana,1983,0.171
Haiti,1983,0.0782
Honduras,1983,0.0791
Hungary,1983,0.243
Iceland,1983,0.15
India,1983,0.0915
Indonesia,1983,0.0983
Iran,1983,0.0148
Iraq,1983,0.115
Ireland,1983,0.1
Israel,1983,0.0806
Italy,1983,0.0681
Jamaica,1983,0.123
Japan,1983,0.0342
Jordan,1983,0.0
Kazakhstan,1983,
Kenya,1983,0.0174
Kiribati,1983,0.0
Kuwait,1983,0.0
Kyrgyz Republic,1983,
Lao,1983,0.071
Latvia,1983,
Lebanon,1983,0.0144
Lesotho,1983,0.0122
Liberia,1983,
Libya,1983,0.0722
Liechtenstein,1983,
Lithuania,1983,
Luxembourg,1983,0.12
Madagascar,1983,0.0146
Malawi,1983,0.0495
Malaysia,1983,0.104
Maldives,1983,0.025
Mali,1983,0.0285
Malta,1983,0.0302
Marshall Islands,1983,
Mauritania,1983,0.0105
Mauritius,1983,0.0571
Mexico,1983,0.116
"Micronesia, Fed, Sts,",1983,
Moldova,1983,
Monaco,1983,0.111
Mongolia,1983,0.245
Montenegro,1983,
Morocco,1983,0.0
Mozambique,1983,0.159
Myanmar,1983,0.0283
Namibia,1983,
Nauru,1983,0.0
Nepal,1983,0.05
Netherlands,1983,0.213
New Zealand,1983,0.113
Nicaragua,1983,0.156
Niger,1983,0.0431
Nigeria,1983,
North Korea,1983,0.199
North Macedonia,1983,
Norway,1983,0.301
Oman,1983,
Pakistan,1983,0.0608
Palau,1983,
Panama,1983,0.0407
Papua New Guinea,1983,0.0073
Paraguay,1983,0.0222
Peru,1983,0.0575
Philippines,1983,0.0557
Poland,1983,0.214
Portugal,1983,0.072
Qatar,1983,
Romania,1983,0.339
Russia,1983,
Rwanda,1983,0.129
Samoa,1983,0.0284
San Marino,1983,0.1
Sao Tome and Principe,1983,0.0944
Saudi Arabia,1983,
Senegal,1983,0.108
Serbia,1983,
Seychelles,1983,0.24
Sierra Leone,1983,0.0126
Singapore,1983,0.0288
Slovak Republic,1983,
Slovenia,1983,
Solomon Islands,1983,0.0
Somalia,1983,0.052
South Africa,1983,0.0137
South Korea,1983,0.0308
South Sudan,1983,
Spain,1983,0.0603
Sri Lanka,1983,0.0383
"St, Kitts and Nevis",1983,
"St, Lucia",1983,0.0993
"St, Vincent and the Grenadines",1983,0.0632
Sudan,1983,0.0567
Suriname,1983,0.106
Sweden,1983,0.288
Switzerland,1983,0.102
Syria,1983,0.0769
Tajikistan,1983,
Tanzania,1983,0.101
Thailand,1983,0.03
Timor-Leste,1983,
Togo,1983,0.0679
Tonga,1983,0.0
Trinidad and Tobago,1983,0.149
Tunisia,1983,0.0532
Turkey,1983,0.03
Turkmenistan,1983,
Tuvalu,1983,0.0
Uganda,1983,0.0679
Ukraine,1983,
United Arab Emirates,1983,0.0
United Kingdom,1983,0.0354
United States,1983,0.0435
Uruguay,1983,0.0006
Uzbekistan,1983,
Vanuatu,1983,0.0
Venezuela,1983,0.0287
Vietnam,1983,0.204
Yemen,1983,
Zambia,1983,0.0294
Zimbabwe,1983,0.0957
Afghanistan,1984,0.0143
Albania,1984,0.298
Algeria,1984,0.0181
Andorra,1984,
Angola,1984,0.128
Antigua and Barbuda,1984,0.0588
Argentina,1984,0.0415
Armenia,1984,
Australia,1984,0.0982
Austria,1984,0.164
Azerbaijan,1984,
Bahamas,1984,
Bahrain,1984,
Bangladesh,1984,
Barbados,1984,
Belarus,1984,
Belgium,1984,0.093
Belize,1984,0.105
Benin,1984,0.0408
Bhutan,1984,0.0238
Bolivia,1984,0.0344
Bosnia and Herzegovina,1984,
Botswana,1984,0.0513
Brazil,1984,0.0298
Brunei,1984,
Bulgaria,1984,0.213
Burkina Faso,1984,0.0401
Burundi,1984,0.0991
Cambodia,1984,0.193
Cameroon,1984,0.142
Canada,1984,0.104
Cape Verde,1984,0.122
Central African Republic,1984,
Chad,1984,
Chile,1984,
China,1984,
Colombia,1984,0.0367
Comoros,1984,0.0
"Congo, Dem, Rep,",1984,0.0415
"Congo, Rep,",1984,0.098
Costa Rica,1984,0.0877
Cote d'Ivoire,1984,0.0567
Croatia,1984,
Cuba,1984,0.295
Cyprus,1984,0.0197
Czech Republic,1984,
Denmark,1984,0.263
Djibouti,1984,0.0
Dominica,1984,0.107
Dominican Republic,1984,0.0606
Ecuador,1984,0.0417
Egypt,1984,0.0786
El Salvador,1984,0.0917
Equatorial Guinea,1984,0.0533
Eritrea,1984,
Estonia,1984,
Eswatini,1984,0.0567
Ethiopia,1984,0.0022
Fiji,1984,0.0185
Finland,1984,0.308
France,1984,0.0425
Gabon,1984,0.134
Gambia,1984,0.0683
Georgia,1984,
Germany,1984,
Ghana,1984,0.0566
Greece,1984,0.0433
Grenada,1984,0.103
Guatemala,1984,0.0341
Guinea,1984,0.127
Guinea-Bissau,1984,0.147
Guyana,1984,0.175
Haiti,1984,0.0847
Honduras,1984,0.0769
Hungary,1984,0.225
Iceland,1984,0.165
India,1984,0.0894
Indonesia,1984,0.105
Iran,1984,0.0148
Iraq,1984,0.132
Ireland,1984,0.0911
Israel,1984,0.0833
Italy,1984,0.0781
Jamaica,1984,0.117
Japan,1984,0.0355
Jordan,1984,0.0
Kazakhstan,1984,
Kenya,1984,0.016
Kiribati,1984,0.0
Kuwait,1984,0.0
Kyrgyz Republic,1984,
Lao,1984,0.0694
Latvia,1984,
Lebanon,1984,0.0155
Lesotho,1984,0.0062
Liberia,1984,
Libya,1984,0.0726
Liechtenstein,1984,
Lithuania,1984,
Luxembourg,1984,0.117
Madagascar,1984,0.0231
Malawi,1984,0.0597
Malaysia,1984,0.132
Maldives,1984,0.0208
Mali,1984,0.0325
Malta,1984,0.0299
Marshall Islands,1984,
Mauritania,1984,0.009
Mauritius,1984,0.0607
Mexico,1984,0.113
"Micronesia, Fed, Sts,",1984,
Moldova,1984,
Monaco,1984,0.111
Mongolia,1984,0.246
Montenegro,1984,
Morocco,1984,0.0
Mozambique,1984,0.158
Myanmar,1984,0.0288
Namibia,1984,
Nauru,1984,0.0185
Nepal,1984,0.05
Netherlands,1984,0.211
New Zealand,1984,0.126
Nicaragua,1984,0.148
Niger,1984,0.0451
Nigeria,1984,
North Korea,1984,0.203
North Macedonia,1984,
Norway,1984,0.323
Oman,1984,
Pakistan,1984,0.0628
Palau,1984,
Panama,1984,0.0597
Papua New Guinea,1984,0.0055
Paraguay,1984,0.0256
Peru,1984,0.0558
Philippines,1984,0.0558
Poland,1984,0.208
Portugal,1984,0.068
Qatar,1984,
Romania,1984,0.341
Russia,1984,
Rwanda,1984,0.137
Samoa,1984,0.0355
San Marino,1984,0.103
Sao Tome and Principe,1984,0.107
Saudi Arabia,1984,
Senegal,1984,0.112
Serbia,1984,
Seychelles,1984,0.22
Sierra Leone,1984,0.0156
Singapore,1984,0.038
Slovak Republic,1984,
Slovenia,1984,
Solomon Islands,1984,0.0
Somalia,1984,0.0395
South Africa,1984,0.0154
South Korea,1984,0.0299
South Sudan,1984,
Spain,1984,0.0661
Sri Lanka,1984,0.0403
"St, Kitts and Nevis",1984,0.0667
"St, Lucia",1984,0.0915
"St, Vincent and the Grenadines",1984,0.0526
Sudan,1984,0.036
Suriname,1984,0.117
Sweden,1984,0.302
Switzerland,1984,0.11
Syria,1984,0.0821
Tajikistan,1984,
Tanzania,1984,0.103
Thailand,1984,0.0266
Timor-Leste,1984,
Togo,1984,0.0597
Tonga,1984,0.0
Trinidad and Tobago,1984,0.149
Tunisia,1984,0.0541
Turkey,1984,0.0255
Turkmenistan,1984,
Tuvalu,1984,0.0
Uganda,1984,0.0809
Ukraine,1984,
United Arab Emirates,1984,0.0
United Kingdom,1984,0.0423
United States,1984,0.0444
Uruguay,1984,0.0
Uzbekistan,1984,
Vanuatu,1984,0.0123
Venezuela,1984,0.0417
Vietnam,1984,0.198
Yemen,1984,
Zambia,1984,0.0368
Zimbabwe,1984,0.101
Afghanistan,1985,0.0151
Albania,1985,0.294
Algeria,1985,0.02
Andorra,1985,
Angola,1985,0.137
Antigua and Barbuda,1985,0.0529
Argentina,1985,0.0394
Armenia,1985,
Australia,1985,0.104
Austria,1985,0.164
Azerbaijan,1985,
Bahamas,1985,
Bahrain,1985,
Bangladesh,1985,
Barbados,1985,
Belarus,1985,
Belgium,1985,0.096
Belize,1985,0.0995
Benin,1985,0.0384
Bhutan,1985,0.0254
Bolivia,1985,0.0382
Bosnia and Herzegovina,1985,
Botswana,1985,0.051
Brazil,1985,0.0383
Brunei,1985,
Bulgaria,1985,0.211
Burkina Faso,1985,0.0427
Burundi,1985,0.102
Cambodia,1985,0.195
Cameroon,1985,0.143
Canada,1985,0.118
Cape Verde,1985,0.121
Central African Republic,1985,
Chad,1985,
Chile,1985,
China,1985,
Colombia,1985,0.0391
Comoros,1985,0.0
"Congo, Dem, Rep,",1985,0.0451
"Congo, Rep,",1985,0.106
Costa Rica,1985,0.0965
Cote d'Ivoire,1985,0.0571
Croatia,1985,
Cuba,1985,0.317
Cyprus,1985,0.0179
Czech Republic,1985,
Denmark,1985,0.272
Djibouti,1985,0.0
Dominica,1985,0.1
Dominican Republic,1985,0.0637
Ecuador,1985,0.0278
Egypt,1985,0.0655
El Salvador,1985,0.0667
Equatorial Guinea,1985,0.0733
Eritrea,1985,
Estonia,1985,
Eswatini,1985,0.06
Ethiopia,1985,0.0019
Fiji,1985,0.0133
Finland,1985,0.31
France,1985,0.0488
Gabon,1985,0.133
Gambia,1985,0.0717
Georgia,1985,
Germany,1985,
Ghana,1985,0.0601
Greece,1985,0.0433
Grenada,1985,0.11
Guatemala,1985,0.07
Guinea,1985,0.123
Guinea-Bissau,1985,0.157
Guyana,1985,0.178
Haiti,1985,0.0605
Honduras,1985,0.0752
Hungary,1985,0.207
Iceland,1985,0.179
India,1985,0.0925
Indonesia,1985,0.112
Iran,1985,0.0148
Iraq,1985,0.127
Ireland,1985,0.0874
Israel,1985,0.0792
Italy,1985,0.0881
Jamaica,1985,0.111
Japan,1985,0.0367
Jordan,1985,0.0042
Kazakhstan,1985,
Kenya,1985,0.0146
Kiribati,1985,0.0
Kuwait,1985,0.0
Kyrgyz Republic,1985,
Lao,1985,0.068
Latvia,1985,
Lebanon,1985,0.0165
Lesotho,1985,0.0
Liberia,1985,
Libya,1985,0.073
Liechtenstein,1985,
Lithuania,1985,
Luxembourg,1985,0.12
Madagascar,1985,0.0316
Malawi,1985,0.0691
Malaysia,1985,0.132
Maldives,1985,0.0292
Mali,1985,0.0366
Malta,1985,0.0296
Marshall Islands,1985,
Mauritania,1985,0.0076
Mauritius,1985,0.0643
Mexico,1985,0.11
"Micronesia, Fed, Sts,",1985,
Moldova,1985,
Monaco,1985,0.111
Mongolia,1985,0.248
Montenegro,1985,
Morocco,1985,0.0007
Mozambique,1985,0.158
Myanmar,1985,0.0292
Namibia,1985,
Nauru,1985,0.037
Nepal,1985,0.05
Netherlands,1985,0.209
New Zealand,1985,0.132
Nicaragua,1985,0.15
Niger,1985,0.047
Nigeria,1985,
North Korea,1985,0.207
North Macedonia,1985,
Norway,1985,0.344
Oman,1985,
Pakistan,1985,0.0648
Palau,1985,
Panama,1985,0.0627
Papua New Guinea,1985,0.0037
Paraguay,1985,0.0288
Peru,1985,0.0542
Philippines,1985,0.069
Poland,1985,0.202
Portugal,1985,0.064
Qatar,1985,
Romania,1985,0.344
Russia,1985,
Rwanda,1985,0.146
Samoa,1985,0.0426
San Marino,1985,0.107
Sao Tome and Principe,1985,0.118
Saudi Arabia,1985,
Senegal,1985,0.115
Serbia,1985,
Seychelles,1985,0.2
Sierra Leone,1985,0.0188
Singapore,1985,0.0408
Slovak Republic,1985,
Slovenia,1985,
Solomon Islands,1985,0.0
Somalia,1985,0.0435
South Africa,1985,0.0195
South Korea,1985,0.029
South Sudan,1985,
Spain,1985,0.072
Sri Lanka,1985,0.0422
"St, Kitts and Nevis",1985,0.0667
"St, Lucia",1985,0.0839
"St, Vincent and the Grenadines",1985,0.0619
Sudan,1985,0.0201
Suriname,1985,0.129
Sweden,1985,0.315
Switzerland,1985,0.118
Syria,1985,0.0872
Tajikistan,1985,
Tanzania,1985,0.104
Thailand,1985,0.0192
Timor-Leste,1985,
Togo,1985,0.0519
Tonga,1985,0.0
Trinidad and Tobago,1985,0.149
Tunisia,1985,0.055
Turkey,1985,0.0212
Turkmenistan,1985,
Tuvalu,1985,0.0
Uganda,1985,0.0919
Ukraine,1985,
United Arab Emirates,1985,0.0
United Kingdom,1985,0.0492
United States,1985,0.0454
Uruguay,1985,0.0093
Uzbekistan,1985,
Vanuatu,1985,0.0235
Venezuela,1985,0.0546
Vietnam,1985,0.191
Yemen,1985,
Zambia,1985,0.0441
Zimbabwe,1985,0.107
Afghanistan,1986,0.0158
Albania,1986,0.291
Algeria,1986,0.0219
Andorra,1986,
Angola,1986,0.145
Antigua and Barbuda,1986,0.0471
Argentina,1986,0.0652
Armenia,1986,
Australia,1986,0.11
Austria,1986,0.139
Azerbaijan,1986,
Bahamas,1986,
Bahrain,1986,
Bangladesh,1986,
Barbados,1986,
Belarus,1986,
Belgium,1986,0.0896
Belize,1986,0.0938
Benin,1986,0.0361
Bhutan,1986,0.0272
Bolivia,1986,0.0494
Bosnia and Herzegovina,1986,
Botswana,1986,0.0508
Brazil,1986,0.0466
Brunei,1986,
Bulgaria,1986,0.21
Burkina Faso,1986,0.0451
Burundi,1986,0.105
Cambodia,1986,0.197
Cameroon,1986,0.144
Canada,1986,0.147
Cape Verde,1986,0.113
Central African Republic,1986,
Chad,1986,
Chile,1986,
China,1986,
Colombia,1986,0.0415
Comoros,1986,0.0
"Congo, Dem, Rep,",1986,0.0492
"Congo, Rep,",1986,0.114
Costa Rica,1986,0.105
Cote d'Ivoire,1986,0.0549
Croatia,1986,
Cuba,1986,0.339
Cyprus,1986,0.0238
Czech Republic,1986,
Denmark,1986,0.281
Djibouti,1986,0.0
Dominica,1986,0.113
Dominican Republic,1986,0.0667
Ecuador,1986,0.0139
Egypt,1986,0.0524
El Salvador,1986,0.0833
Equatorial Guinea,1986,0.0933
Eritrea,1986,
Estonia,1986,
Eswatini,1986,0.0633
Ethiopia,1986,0.0015
Fiji,1986,0.0072
Finland,1986,0.313
France,1986,0.0525
Gabon,1986,0.118
Gambia,1986,0.0751
Georgia,1986,
Germany,1986,
Ghana,1986,0.0634
Greece,1986,0.0473
Grenada,1986,0.116
Guatemala,1986,0.0659
Guinea,1986,0.118
Guinea-Bissau,1986,0.168
Guyana,1986,0.181
Haiti,1986,0.0429
Honduras,1986,0.0816
Hungary,1986,0.18
Iceland,1986,0.193
India,1986,0.103
Indonesia,1986,0.118
Iran,1986,0.0148
Iraq,1986,0.122
Ireland,1986,0.0854
Israel,1986,0.075
Italy,1986,0.098
Jamaica,1986,0.105
Japan,1986,0.038
Jordan,1986,0.0061
Kazakhstan,1986,
Kenya,1986,0.0132
Kiribati,1986,0.0
Kuwait,1986,0.0
Kyrgyz Republic,1986,
Lao,1986,0.0667
Latvia,1986,
Lebanon,1986,0.0176
Lesotho,1986,0.0186
Liberia,1986,
Libya,1986,0.0733
Liechtenstein,1986,0.0667
Lithuania,1986,
Luxembourg,1986,0.123
Madagascar,1986,0.04
Malawi,1986,0.0776
Malaysia,1986,0.0696
Maldives,1986,0.0375
Mali,1986,0.0447
Malta,1986,0.0293
Marshall Islands,1986,
Mauritania,1986,0.0063
Mauritius,1986,0.0679
Mexico,1986,0.116
"Micronesia, Fed, Sts,",1986,
Moldova,1986,
Monaco,1986,0.111
Mongolia,1986,0.249
Montenegro,1986,
Morocco,1986,0.0014
Mozambique,1986,0.157
Myanmar,1986,0.0297
Namibia,1986,
Nauru,1986,0.0556
Nepal,1986,0.0511
Netherlands,1986,0.209
New Zealand,1986,0.138
Nicaragua,1986,0.153
Niger,1986,0.0488
Nigeria,1986,
North Korea,1986,0.211
North Macedonia,1986,
Norway,1986,0.348
Oman,1986,
Pakistan,1986,0.0746
Palau,1986,
Panama,1986,0.0657
Papua New Guinea,1986,0.0018
Paraguay,1986,0.0317
Peru,1986,0.0567
Philippines,1986,0.0803
Poland,1986,0.179
Portugal,1986,0.07
Qatar,1986,
Romania,1986,0.264
Russia,1986,
Rwanda,1986,0.154
Samoa,1986,0.0355
San Marino,1986,0.11
Sao Tome and Principe,1986,0.116
Saudi Arabia,1986,
Senegal,1986,0.118
Serbia,1986,
Seychelles,1986,0.18
Sierra Leone,1986,0.0221
Singapore,1986,0.0435
Slovak Republic,1986,
Slovenia,1986,
Solomon Islands,1986,0.0
Somalia,1986,0.0468
South Africa,1986,0.0216
South Korea,1986,0.0259
South Sudan,1986,
Spain,1986,0.0778
Sri Lanka,1986,0.044
"St, Kitts and Nevis",1986,0.0667
"St, Lucia",1986,0.0764
"St, Vincent and the Grenadines",1986,0.0707
Sudan,1986,0.0076
Suriname,1986,0.0976
Sweden,1986,0.338
Switzerland,1986,0.126
Syria,1986,0.0923
Tajikistan,1986,
Tanzania,1986,0.106
Thailand,1986,0.028
Timor-Leste,1986,
Togo,1986,0.0494
Tonga,1986,0.0
Trinidad and Tobago,1986,0.149
Tunisia,1986,0.056
Turkey,1986,0.0171
Turkmenistan,1986,
Tuvalu,1986,0.0192
Uganda,1986,0.101
Ukraine,1986,
United Arab Emirates,1986,0.0
United Kingdom,1986,0.0562
United States,1986,0.0464
Uruguay,1986,0.0185
Uzbekistan,1986,
Vanuatu,1986,0.0339
Venezuela,1986,0.0675
Vietnam,1986,0.184
Yemen,1986,
Zambia,1986,0.0515
Zimbabwe,1986,0.11
Afghanistan,1987,0.0165
Albania,1987,0.288
Algeria,1987,0.0237
Andorra,1987,
Angola,1987,0.139
Antigua and Barbuda,1987,0.0412
Argentina,1987,0.0472
Armenia,1987,
Australia,1987,0.116
Austria,1987,0.21
Azerbaijan,1987,
Bahamas,1987,
Bahrain,1987,
Bangladesh,1987,
Barbados,1987,
Belarus,1987,
Belgium,1987,0.0833
Belize,1987,0.0881
Benin,1987,0.0338
Bhutan,1987,0.0291
Bolivia,1987,0.0605
Bosnia and Herzegovina,1987,
Botswana,1987,0.0505
Brazil,1987,0.0478
Brunei,1987,
Bulgaria,1987,0.179
Burkina Faso,1987,0.0473
Burundi,1987,0.108
Cambodia,1987,0.214
Cameroon,1987,0.144
Canada,1987,0.13
Cape Verde,1987,0.106
Central African Republic,1987,
Chad,1987,
Chile,1987,
China,1987,
Colombia,1987,0.0455
Comoros,1987,0.0
"Congo, Dem, Rep,",1987,0.0541
"Congo, Rep,",1987,0.123
Costa Rica,1987,0.11
Cote d'Ivoire,1987,0.0526
Croatia,1987,
Cuba,1987,0.321
Cyprus,1987,0.0298
Czech Republic,1987,
Denmark,1987,0.291
Djibouti,1987,0.0
Dominica,1987,0.127
Dominican Republic,1987,0.0733
Ecuador,1987,0.0288
Egypt,1987,0.0393
El Salvador,1987,0.1
Equatorial Guinea,1987,0.113
Eritrea,1987,
Estonia,1987,
Eswatini,1987,0.0667
Ethiopia,1987,0.0012
Fiji,1987,0.0
Finland,1987,0.315
France,1987,0.0591
Gabon,1987,0.104
Gambia,1987,0.0784
Georgia,1987,
Germany,1987,
Ghana,1987,0.0665
Greece,1987,0.05
Grenada,1987,0.123
Guatemala,1987,0.062
Guinea,1987,0.113
Guinea-Bissau,1987,0.179
Guyana,1987,0.185
Haiti,1987,0.0296
Honduras,1987,0.0881
Hungary,1987,0.153
Iceland,1987,0.206
India,1987,0.102
Indonesia,1987,0.124
Iran,1987,0.0148
Iraq,1987,0.118
Ireland,1987,0.0841
Israel,1987,0.0708
Italy,1987,0.108
Jamaica,1987,0.0988
Japan,1987,0.0512
Jordan,1987,0.0071
Kazakhstan,1987,
Kenya,1987,0.0119
Kiribati,1987,0.0
Kuwait,1987,0.0
Kyrgyz Republic,1987,
Lao,1987,0.0655
Latvia,1987,
Lebanon,1987,0.0186
Lesotho,1987,0.0349
Liberia,1987,
Libya,1987,0.0737
Liechtenstein,1987,0.0545
Lithuania,1987,
Luxembourg,1987,0.127
Madagascar,1987,0.0484
Malawi,1987,0.0854
Malaysia,1987,0.132
Maldives,1987,0.0458
Mali,1987,0.0528
Malta,1987,0.029
Marshall Islands,1987,
Mauritania,1987,0.0051
Mauritius,1987,0.0714
Mexico,1987,0.12
"Micronesia, Fed, Sts,",1987,
Moldova,1987,
Monaco,1987,0.111
Mongolia,1987,0.185
Montenegro,1987,
Morocco,1987,0.0021
Mozambique,1987,0.169
Myanmar,1987,0.0302
Namibia,1987,
Nauru,1987,0.0556
Nepal,1987,0.0584
Netherlands,1987,0.267
New Zealand,1987,0.144
Nicaragua,1987,0.156
Niger,1987,0.0506
Nigeria,1987,
North Korea,1987,0.208
North Macedonia,1987,
Norway,1987,0.351
Oman,1987,
Pakistan,1987,0.0865
Palau,1987,
Panama,1987,0.0687
Papua New Guinea,1987,0.0
Paraguay,1987,0.0345
Peru,1987,0.0592
Philippines,1987,0.0902
Poland,1987,0.159
Portugal,1987,0.076
Qatar,1987,
Romania,1987,0.194
Russia,1987,
Rwanda,1987,0.163
Samoa,1987,0.0284
San Marino,1987,0.113
Sao Tome and Principe,1987,0.115
Saudi Arabia,1987,
Senegal,1987,0.122
Serbia,1987,
Seychelles,1987,0.16
Sierra Leone,1987,0.0254
Singapore,1987,0.0462
Slovak Republic,1987,
Slovenia,1987,
Solomon Islands,1987,0.0
Somalia,1987,0.0495
South Africa,1987,0.023
South Korea,1987,0.0229
South Sudan,1987,
Spain,1987,0.0949
Sri Lanka,1987,0.0458
"St, Kitts and Nevis",1987,0.0667
"St, Lucia",1987,0.069
"St, Vincent and the Grenadines",1987,0.0792
Sudan,1987,0.022
Suriname,1987,0.0784
Sweden,1987,0.361
Switzerland,1987,0.134
Syria,1987,0.0898
Tajikistan,1987,
Tanzania,1987,0.108
Thailand,1987,0.0192
Timor-Leste,1987,
Togo,1987,0.0468
Tonga,1987,0.0
Trinidad and Tobago,1987,0.155
Tunisia,1987,0.0512
Turkey,1987,0.0133
Turkmenistan,1987,
Tuvalu,1987,0.0385
