Row ID,Product ID,Category,Sub-Category,Product Name
9265,"OFF-BI-10000216","Office Supplies","Binders","Mead 1st Gear 2"" Zipper Binder, Asst. Colors"
9270,"OFF-BI-10003476","Office Supplies","Binders","Avery Metallic Poly Binders"
9271,"OFF-BI-10001359","Office Supplies","Binders","GBC DocuBind TL300 Electric Binding System"
9274,"OFF-BI-10003650","Office Supplies","Binders","GBC DocuBind 300 Electric Binding Machine"
9279,"OFF-BI-10001759","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"
9287,"OFF-BI-10003166","Office Supplies","Binders","GBC Plasticlear Binding Covers"
9292,"OFF-BI-10004965","Office Supplies","Binders","Ibico Covers for Plastic or Wire Binding Elements"
9293,"OFF-BI-10004022","Office Supplies","Binders","Acco Suede Grain Vinyl Round Ring Binder"
9294,"OFF-BI-10000050","Office Supplies","Binders","Angle-D Binders with Locking Rings, Label Holders"
9300,"OFF-BI-10003676","Office Supplies","Binders","GBC Standard Recycled Report Covers, Clear Plastic Sheets"
9305,"OFF-BI-10000320","Office Supplies","Binders","GBC Plastic Binding Combs"
9311,"OFF-BI-10001510","Office Supplies","Binders","Deluxe Heavy-Duty Vinyl Round Ring Binder"
9326,"OFF-BI-10000977","Office Supplies","Binders","Ibico Plastic Spiral Binding Combs"
9338,"OFF-BI-10003196","Office Supplies","Binders","Accohide Poly Flexible Ring Binders"
9339,"OFF-BI-10003727","Office Supplies","Binders","Avery Durable Slant Ring Binders With Label Holder"
9343,"OFF-BI-10001036","Office Supplies","Binders","Cardinal EasyOpen D-Ring Binders"
9345,"OFF-BI-10001525","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red"
9351,"OFF-BI-10004970","Office Supplies","Binders","ACCOHIDE 3-Ring Binder, Blue, 1"""
9358,"OFF-BI-10003676","Office Supplies","Binders","GBC Standard Recycled Report Covers, Clear Plastic Sheets"
9362,"OFF-BI-10004410","Office Supplies","Binders","C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack"
9367,"OFF-BI-10003876","Office Supplies","Binders","Green Canvas Binder for 8-1/2"" x 14"" Sheets"
9410,"OFF-BI-10000014","Office Supplies","Binders","Heavy-Duty E-Z-D Binders"
9414,"OFF-BI-10004001","Office Supplies","Binders","GBC Recycled VeloBinder Covers"
9437,"OFF-BI-10003712","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"
9450,"OFF-BI-10000822","Office Supplies","Binders","Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11"""
9453,"OFF-BI-10004001","Office Supplies","Binders","GBC Recycled VeloBinder Covers"
9458,"OFF-BI-10004209","Office Supplies","Binders","Fellowes Twister Kit, Gray/Clear, 3/pkg"
9467,"OFF-BI-10002735","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers"
9472,"OFF-BI-10002706","Office Supplies","Binders","Avery Premier Heavy-Duty Binder with Round Locking Rings"
9478,"OFF-BI-10004364","Office Supplies","Binders","Storex Dura Pro Binders"
9480,"OFF-BI-10001249","Office Supplies","Binders","Avery Heavy-Duty EZD View Binder with Locking Rings"
9481,"OFF-BI-10004632","Office Supplies","Binders","Ibico Hi-Tech Manual Binding System"
9491,"OFF-BI-10004584","Office Supplies","Binders","GBC ProClick 150 Presentation Binding System"
9493,"OFF-BI-10000756","Office Supplies","Binders","Storex DuraTech Recycled Plastic Frosted Binders"
9495,"OFF-BI-10004364","Office Supplies","Binders","Storex Dura Pro Binders"
9508,"OFF-BI-10004209","Office Supplies","Binders","Fellowes Twister Kit, Gray/Clear, 3/pkg"
9512,"OFF-BI-10002353","Office Supplies","Binders","GBC VeloBind Cover Sets"
9525,"OFF-BI-10001524","Office Supplies","Binders","GBC Premium Transparent Covers with Diagonal Lined Pattern"
9528,"OFF-BI-10001543","Office Supplies","Binders","GBC VeloBinder Manual Binding System"
9529,"OFF-BI-10002071","Office Supplies","Binders","Fellowes Black Plastic Comb Bindings"
9536,"OFF-BI-10002949","Office Supplies","Binders","Prestige Round Ring Binders"
9543,"OFF-BI-10001097","Office Supplies","Binders","Avery Hole Reinforcements"
9549,"OFF-BI-10003910","Office Supplies","Binders","DXL Angle-View Binders with Locking Rings by Samsill"
9551,"OFF-BI-10004654","Office Supplies","Binders","Avery Binding System Hidden Tab Executive Style Index Sets"
9567,"OFF-BI-10001636","Office Supplies","Binders","Ibico Plastic and Wire Spiral Binding Combs"
9570,"OFF-BI-10003196","Office Supplies","Binders","Accohide Poly Flexible Ring Binders"
9587,"OFF-BI-10002437","Office Supplies","Binders","Recycled Premium Regency Composition Covers"
9591,"OFF-BI-10002026","Office Supplies","Binders","Avery Arch Ring Binders"
9597,"OFF-BI-10004318","Office Supplies","Binders","Ibico EB-19 Dual Function Manual Binding System"
9616,"OFF-BI-10003527","Office Supplies","Binders","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind"
9628,"OFF-BI-10002049","Office Supplies","Binders","UniKeep View Case Binders"
9630,"OFF-BI-10003476","Office Supplies","Binders","Avery Metallic Poly Binders"
9631,"OFF-BI-10002609","Office Supplies","Binders","Avery Hidden Tab Dividers for Binding Systems"
9647,"OFF-BI-10000778","Office Supplies","Binders","GBC VeloBinder Electric Binding Machine"
9655,"OFF-BI-10004506","Office Supplies","Binders","Wilson Jones data.warehouse D-Ring Binders with DublLock"
9657,"OFF-BI-10003355","Office Supplies","Binders","Cardinal Holdit Business Card Pockets"
9668,"OFF-BI-10002764","Office Supplies","Binders","Recycled Pressboard Report Cover with Reinforced Top Hinge"
9688,"OFF-BI-10000301","Office Supplies","Binders","GBC Instant Report Kit"
9704,"OFF-BI-10003656","Office Supplies","Binders","Fellowes PB200 Plastic Comb Binding Machine"
9705,"OFF-BI-10002897","Office Supplies","Binders","Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2"""
9706,"OFF-BI-10004826","Office Supplies","Binders","JM Magazine Binder"
9712,"OFF-BI-10003684","Office Supplies","Binders","Wilson Jones Legal Size Ring Binders"
9716,"OFF-BI-10001543","Office Supplies","Binders","GBC VeloBinder Manual Binding System"
9724,"OFF-BI-10003984","Office Supplies","Binders","Lock-Up Easel 'Spel-Binder'"
9730,"OFF-BI-10001308","Office Supplies","Binders","GBC Standard Plastic Binding Systems' Combs"
9735,"OFF-BI-10001359","Office Supplies","Binders","GBC DocuBind TL300 Electric Binding System"
9739,"OFF-BI-10004236","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binder, White, 3"""
9740,"OFF-BI-10001757","Office Supplies","Binders","Pressboard Hanging Data Binders for Unburst Sheets"
9753,"OFF-BI-10000145","Office Supplies","Binders","Zipper Ring Binder Pockets"
9755,"OFF-BI-10001679","Office Supplies","Binders","GBC Instant Index System for Binding Systems"
9766,"OFF-BI-10001757","Office Supplies","Binders","Pressboard Hanging Data Binders for Unburst Sheets"
9768,"OFF-BI-10000088","Office Supplies","Binders","GBC Imprintable Covers"
9775,"OFF-BI-10004995","Office Supplies","Binders","GBC DocuBind P400 Electric Binding System"
9777,"OFF-BI-10001524","Office Supplies","Binders","GBC Premium Transparent Covers with Diagonal Lined Pattern"
9779,"OFF-BI-10001679","Office Supplies","Binders","GBC Instant Index System for Binding Systems"
9782,"OFF-BI-10004390","Office Supplies","Binders","GBC DocuBind 200 Manual Binding Machine"
9786,"OFF-BI-10000962","Office Supplies","Binders","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""
9795,"OFF-BI-10000977","Office Supplies","Binders","Ibico Plastic Spiral Binding Combs"
9796,"OFF-BI-10003429","Office Supplies","Binders","Cardinal HOLDit! Binder Insert Strips,Extra Strips"
9803,"OFF-BI-10004182","Office Supplies","Binders","Economy Binders"
9807,"OFF-BI-10004817","Office Supplies","Binders","GBC Personal VeloBind Strips"
9809,"OFF-BI-10001116","Office Supplies","Binders","Wilson Jones 1"" Hanging DublLock Ring Binders"
9815,"OFF-BI-10004233","Office Supplies","Binders","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""
9822,"OFF-BI-10002429","Office Supplies","Binders","Premier Elliptical Ring Binder, Black"
9825,"OFF-BI-10002309","Office Supplies","Binders","Avery Heavy-Duty EZD  Binder With Locking Rings"
9826,"OFF-BI-10003638","Office Supplies","Binders","GBC Durable Plastic Covers"
9829,"OFF-BI-10004728","Office Supplies","Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders"
9836,"OFF-BI-10001597","Office Supplies","Binders","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"
9849,"OFF-BI-10004330","Office Supplies","Binders","GBC Velobind Prepunched Cover Sets, Regency Series"
9852,"OFF-BI-10001670","Office Supplies","Binders","Vinyl Sectional Post Binders"
9870,"OFF-BI-10000494","Office Supplies","Binders","Acco Economy Flexible Poly Round Ring Binder"
9871,"OFF-BI-10001658","Office Supplies","Binders","GBC Standard Therm-A-Bind Covers"
9878,"OFF-BI-10000174","Office Supplies","Binders","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
9882,"OFF-BI-10000138","Office Supplies","Binders","Acco Translucent Poly Ring Binders"
9907,"OFF-BI-10001628","Office Supplies","Binders","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
9912,"OFF-BI-10002852","Office Supplies","Binders","Ibico Standard Transparent Covers"
9921,"OFF-BI-10004233","Office Supplies","Binders","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""
9922,"OFF-BI-10003350","Office Supplies","Binders","Acco Expandable Hanging Binders"
9924,"OFF-BI-10003982","Office Supplies","Binders","Wilson Jones Century Plastic Molded Ring Binders"
9926,"OFF-BI-10003656","Office Supplies","Binders","Fellowes PB200 Plastic Comb Binding Machine"
9931,"OFF-BI-10001267","Office Supplies","Binders","Universal Recycled Hanging Pressboard Report Binders, Letter Size"
9937,"OFF-BI-10002735","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers"
9952,"OFF-BI-10002072","Office Supplies","Binders","Cardinal Slant-D Ring Binders"
9953,"OFF-BI-10001153","Office Supplies","Binders","Ibico Recycled Grain-Textured Covers"
9955,"OFF-BI-10000948","Office Supplies","Binders","GBC Laser Imprintable Binding System Covers, Desert Sand"
9968,"OFF-BI-10004209","Office Supplies","Binders","Fellowes Twister Kit, Gray/Clear, 3/pkg"
9969,"OFF-BI-10004600","Office Supplies","Binders","Ibico Ibimaster 300 Manual Binding System"
9971,"OFF-BI-10002867","Office Supplies","Binders","GBC Recycled Regency Composition Covers"
9979,"OFF-BI-10003727","Office Supplies","Binders","Avery Durable Slant Ring Binders With Label Holder"
9980,"OFF-BI-10002026","Office Supplies","Binders","Ibico Recycled Linen-Style Covers"
13,"OFF-PA-10002365","Office Supplies","Paper","Xerox 1967"
35,"OFF-PA-10000249","Office Supplies","Paper","Easy-staple paper"
57,"OFF-PA-10001569","Office Supplies","Paper","Xerox 232"
59,"OFF-PA-10000587","Office Supplies","Paper","Array Parchment Paper, Assorted Colors"
65,"OFF-PA-10003892","Office Supplies","Paper","Xerox 1943"
70,"OFF-PA-10000482","Office Supplies","Paper","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate"
72,"OFF-PA-10004675","Office Supplies","Paper","Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
92,"OFF-PA-10000304","Office Supplies","Paper","Xerox 1995"
93,"OFF-PA-10003177","Office Supplies","Paper","Xerox 1999"
100,"OFF-PA-10003256","Office Supplies","Paper","Avery Personal Creations Heavyweight Cards"
103,"OFF-PA-10004040","Office Supplies","Paper","Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)"
116,"OFF-PA-10004965","Office Supplies","Paper","Xerox 1921"
132,"OFF-PA-10002377","Office Supplies","Paper","Xerox 1916"
134,"OFF-PA-10001804","Office Supplies","Paper","Xerox 195"
135,"OFF-PA-10001736","Office Supplies","Paper","Xerox 1880"
144,"OFF-PA-10004327","Office Supplies","Paper","Xerox 1911"
154,"OFF-PA-10001950","Office Supplies","Paper","Southworth 25% Cotton Antique Laid Paper & Envelopes"
155,"OFF-PA-10002254","Office Supplies","Paper","Xerox 1883"
161,"OFF-PA-10002751","Office Supplies","Paper","Xerox 1920"
172,"OFF-PA-10000659","Office Supplies","Paper","Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”"
173,"OFF-PA-10001144","Office Supplies","Paper","Xerox 1913"
189,"OFF-PA-10001950","Office Supplies","Paper","Southworth 25% Cotton Antique Laid Paper & Envelopes"
192,"OFF-PA-10000061","Office Supplies","Paper","Xerox 205"
200,"OFF-PA-10002749","Office Supplies","Paper","Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page"
201,"OFF-PA-10002666","Office Supplies","Paper","Southworth 25% Cotton Linen-Finish Paper & Envelopes"
221,"OFF-PA-10004000","Office Supplies","Paper","While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle"
237,"OFF-PA-10002479","Office Supplies","Paper","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)"
238,"OFF-PA-10003349","Office Supplies","Paper","Xerox 1957"
247,"OFF-PA-10004082","Office Supplies","Paper","Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book"
249,"OFF-PA-10000061","Office Supplies","Paper","Xerox 205"
251,"OFF-PA-10004569","Office Supplies","Paper","Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"
275,"OFF-PA-10002615","Office Supplies","Paper","Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"
277,"OFF-PA-10000673","Office Supplies","Paper","Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad"
278,"OFF-PA-10004470","Office Supplies","Paper","Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages"
284,"OFF-PA-10000474","Office Supplies","Paper","Easy-staple paper"
286,"OFF-PA-10004100","Office Supplies","Paper","Xerox 216"
299,"OFF-PA-10002105","Office Supplies","Paper","Xerox 223"
301,"OFF-PA-10004243","Office Supplies","Paper","Xerox 1939"
316,"OFF-PA-10001937","Office Supplies","Paper","Xerox 21"
348,"OFF-PA-10000249","Office Supplies","Paper","Easy-staple paper"
351,"OFF-PA-10001970","Office Supplies","Paper","Xerox 1881"
353,"OFF-PA-10001970","Office Supplies","Paper","Xerox 1881"
358,"OFF-PA-10002713","Office Supplies","Paper","Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”"
359,"OFF-PA-10002666","Office Supplies","Paper","Southworth 25% Cotton Linen-Finish Paper & Envelopes"
371,"OFF-PA-10002036","Office Supplies","Paper","Xerox 1930"
377,"OFF-PA-10003039","Office Supplies","Paper","Xerox 1960"
382,"OFF-PA-10004734","Office Supplies","Paper","Southworth Structures Collection"
397,"OFF-PA-10002552","Office Supplies","Paper","Xerox 1958"
403,"OFF-PA-10001947","Office Supplies","Paper","Xerox 1974"
408,"OFF-PA-10003724","Office Supplies","Paper","Wirebound Message Book, 4 per Page"
410,"OFF-PA-10002893","Office Supplies","Paper","Wirebound Service Call Books, 5 1/2"" x 4"""
412,"OFF-PA-10001970","Office Supplies","Paper","Xerox 1908"
415,"OFF-PA-10000157","Office Supplies","Paper","Xerox 191"
419,"OFF-PA-10003845","Office Supplies","Paper","Xerox 1987"
438,"OFF-PA-10001970","Office Supplies","Paper","Xerox 1908"
439,"OFF-PA-10002230","Office Supplies","Paper","Xerox 1897"
444,"OFF-PA-10002222","Office Supplies","Paper","Xerox Color Copier Paper, 11"" x 17"", Ream"
471,"OFF-PA-10004071","Office Supplies","Paper","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
476,"OFF-PA-10001509","Office Supplies","Paper","Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
477,"OFF-PA-10003465","Office Supplies","Paper","Xerox 1912"
505,"OFF-PA-10000357","Office Supplies","Paper","White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
518,"OFF-PA-10001667","Office Supplies","Paper","Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)"
548,"OFF-PA-10002986","Office Supplies","Paper","Xerox 1898"
559,"OFF-PA-10003441","Office Supplies","Paper","Xerox 226"
567,"OFF-PA-10004530","Office Supplies","Paper","Personal Creations Ink Jet Cards and Labels"
569,"OFF-PA-10004451","Office Supplies","Paper","Xerox 222"
576,"OFF-PA-10004530","Office Supplies","Paper","Personal Creations Ink Jet Cards and Labels"
577,"OFF-PA-10001450","Office Supplies","Paper","Rediform S.O.S. Phone Message Books"
590,"OFF-PA-10002005","Office Supplies","Paper","Xerox 225"
592,"OFF-PA-10004101","Office Supplies","Paper","Xerox 1894"
607,"OFF-PA-10002120","Office Supplies","Paper","Xerox 1889"
613,"OFF-PA-10001204","Office Supplies","Paper","Xerox 1972"
630,"OFF-PA-10002615","Office Supplies","Paper","Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"
645,"OFF-PA-10001934","Office Supplies","Paper","Xerox 1993"
652,"OFF-PA-10000482","Office Supplies","Paper","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate"
653,"OFF-PA-10003892","Office Supplies","Paper","Xerox 1943"
667,"OFF-PA-10000474","Office Supplies","Paper","Easy-staple paper"
672,"OFF-PA-10002377","Office Supplies","Paper","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages"
675,"OFF-PA-10002137","Office Supplies","Paper","Southworth 100% Résumé Paper, 24lb."
688,"OFF-PA-10000304","Office Supplies","Paper","Xerox 1995"
694,"OFF-PA-10000743","Office Supplies","Paper","Xerox 1977"
705,"OFF-PA-10001800","Office Supplies","Paper","Xerox 220"
711,"OFF-PA-10004071","Office Supplies","Paper","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
721,"OFF-PA-10004092","Office Supplies","Paper","Tops Green Bar Computer Printout Paper"
728,"OFF-PA-10001954","Office Supplies","Paper","Xerox 1964"
744,"OFF-PA-10002615","Office Supplies","Paper","Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"
745,"OFF-PA-10004971","Office Supplies","Paper","Xerox 196"
760,"OFF-PA-10002377","Office Supplies","Paper","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages"
761,"OFF-PA-10003441","Office Supplies","Paper","Xerox 226"
779,"OFF-PA-10000157","Office Supplies","Paper","Xerox 191"
780,"OFF-PA-10001947","Office Supplies","Paper","Xerox 1974"
781,"OFF-PA-10003657","Office Supplies","Paper","Xerox 1927"
795,"OFF-PA-10003724","Office Supplies","Paper","Wirebound Message Book, 4 per Page"
797,"OFF-PA-10000176","Office Supplies","Paper","Xerox 1887"
798,"OFF-PA-10002365","Office Supplies","Paper","Xerox 1967"
804,"OFF-PA-10003953","Office Supplies","Paper","Xerox 218"
816,"OFF-PA-10000061","Office Supplies","Paper","Xerox 205"
817,"OFF-PA-10003651","Office Supplies","Paper","Xerox 1968"
818,"OFF-PA-10000304","Office Supplies","Paper","Xerox 1995"
822,"OFF-PA-10003395","Office Supplies","Paper","Xerox 1941"
838,"OFF-PA-10001560","Office Supplies","Paper","Adams Telephone Message Books, 5 1/4” x 11”"
852,"OFF-PA-10001870","Office Supplies","Paper","Xerox 202"
856,"OFF-PA-10001019","Office Supplies","Paper","Xerox 1884"
859,"OFF-PA-10004569","Office Supplies","Paper","Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"
872,"OFF-PA-10003591","Office Supplies","Paper","Southworth 100% Cotton The Best Paper"
873,"OFF-PA-10004470","Office Supplies","Paper","Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages"
875,"OFF-PA-10001790","Office Supplies","Paper","Xerox 1910"
889,"OFF-PA-10003845","Office Supplies","Paper","Xerox 1987"
892,"OFF-PA-10001622","Office Supplies","Paper","Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled"
899,"OFF-PA-10002250","Office Supplies","Paper","Things To Do Today Pad"
904,"OFF-PA-10002947","Office Supplies","Paper","Xerox 1923"
906,"OFF-PA-10000019","Office Supplies","Paper","Xerox 1931"
926,"OFF-PA-10003543","Office Supplies","Paper","Xerox 1985"
932,"OFF-PA-10004971","Office Supplies","Paper","Xerox 196"
933,"OFF-PA-10002195","Office Supplies","Paper","RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set"
934,"OFF-PA-10001745","Office Supplies","Paper","Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page"
936,"OFF-PA-10001870","Office Supplies","Paper","Xerox 202"
939,"OFF-PA-10000289","Office Supplies","Paper","Xerox 213"
941,"OFF-PA-10000350","Office Supplies","Paper","Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book"
944,"OFF-PA-10004101","Office Supplies","Paper","Xerox 1894"
951,"OFF-PA-10000788","Office Supplies","Paper","Xerox 210"
952,"OFF-PA-10002479","Office Supplies","Paper","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)"
959,"OFF-PA-10002333","Office Supplies","Paper","Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream"
967,"OFF-PA-10004621","Office Supplies","Paper","Xerox 212"
968,"OFF-PA-10001281","Office Supplies","Paper","Computer Printout Paper with Letter-Trim Fine Perforations"
980,"OFF-PA-10004156","Office Supplies","Paper","Xerox 188"
994,"OFF-PA-10003625","Office Supplies","Paper","Xerox 1979"
1004,"OFF-PA-10004621","Office Supplies","Paper","Xerox 212"
1006,"OFF-PA-10001790","Office Supplies","Paper","Xerox 1910"
1009,"OFF-PA-10001509","Office Supplies","Paper","Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
1016,"OFF-PA-10004100","Office Supplies","Paper","Xerox 216"
1026,"OFF-PA-10001166","Office Supplies","Paper","Xerox 2"
1027,"OFF-PA-10003656","Office Supplies","Paper","Xerox 1935"
1029,"OFF-PA-10000474","Office Supplies","Paper","Easy-staple paper"
1034,"OFF-PA-10000955","Office Supplies","Paper","Southworth 25% Cotton Granite Paper & Envelopes"
1052,"OFF-PA-10001307","Office Supplies","Paper","Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"
1072,"OFF-PA-10001970","Office Supplies","Paper","Xerox 1881"
1081,"OFF-PA-10000349","Office Supplies","Paper","Easy-staple paper"
1084,"OFF-PA-10003127","Office Supplies","Paper","Easy-staple paper"
1087,"OFF-PA-10000029","Office Supplies","Paper","Xerox 224"
1094,"OFF-PA-10000605","Office Supplies","Paper","Xerox 1950"
1105,"OFF-PA-10001892","Office Supplies","Paper","Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"
1112,"OFF-PA-10004735","Office Supplies","Paper","Xerox 1905"
1118,"OFF-PA-10001970","Office Supplies","Paper","Xerox 1908"
1120,"OFF-PA-10000141","Office Supplies","Paper","Ampad Evidence Wirebond Steno Books, 6"" x 9"""
1131,"OFF-PA-10000100","Office Supplies","Paper","Xerox 1945"
1133,"OFF-PA-10004100","Office Supplies","Paper","Xerox 216"
1139,"OFF-PA-10001763","Office Supplies","Paper","Xerox 1896"
1144,"OFF-PA-10002105","Office Supplies","Paper","Xerox 223"
1170,"OFF-PA-10003172","Office Supplies","Paper","Xerox 1996"
1172,"OFF-PA-10002259","Office Supplies","Paper","Geographics Note Cards, Blank, White, 8 1/2"" x 11"""
1187,"OFF-PA-10001800","Office Supplies","Paper","Xerox 220"
1192,"OFF-PA-10001970","Office Supplies","Paper","Xerox 1908"
1193,"OFF-PA-10000682","Office Supplies","Paper","Xerox 1924"
1194,"OFF-PA-10001937","Office Supplies","Paper","Xerox 21"
1226,"OFF-PA-10001685","Office Supplies","Paper","Easy-staple paper"
1270,"OFF-PA-10002870","Office Supplies","Paper","Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”"
1274,"OFF-PA-10004621","Office Supplies","Paper","Xerox 212"
1276,"OFF-PA-10004040","Office Supplies","Paper","Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)"
1284,"OFF-PA-10000994","Office Supplies","Paper","Xerox 1915"
1292,"OFF-PA-10003172","Office Supplies","Paper","Xerox 1996"
1294,"OFF-PA-10002968","Office Supplies","Paper","Xerox 1973"
1307,"OFF-PA-10002986","Office Supplies","Paper","Xerox 1898"
1315,"OFF-PA-10003072","Office Supplies","Paper","Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream"
1324,"OFF-PA-10002659","Office Supplies","Paper","Avoid Verbal Orders Carbonless Minifold Book"
1328,"OFF-PA-10004156","Office Supplies","Paper","Xerox 188"
1340,"OFF-PA-10004911","Office Supplies","Paper","Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk"
1347,"OFF-PA-10000466","Office Supplies","Paper","Memo Book, 100 Message Capacity, 5 3/8” x 11”"
1354,"OFF-PA-10002250","Office Supplies","Paper","Things To Do Today Pad"
1358,"OFF-PA-10003641","Office Supplies","Paper","Xerox 1909"
1362,"OFF-PA-10004041","Office Supplies","Paper","It's Hot Message Books with Stickers, 2 3/4"" x 5"""
1377,"OFF-PA-10000806","Office Supplies","Paper","Xerox 1934"
1384,"OFF-PA-10001289","Office Supplies","Paper","White Computer Printout Paper by Universal"
1391,"OFF-PA-10000357","Office Supplies","Paper","White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
1393,"OFF-PA-10003892","Office Supplies","Paper","Xerox 1943"
1398,"OFF-PA-10004971","Office Supplies","Paper","Xerox 196"
1400,"OFF-PA-10004888","Office Supplies","Paper","Xerox 217"
1404,"OFF-PA-10000418","Office Supplies","Paper","Xerox 189"
1420,"OFF-PA-10000501","Office Supplies","Paper","Petty Cash Envelope"
1435,"OFF-PA-10003673","Office Supplies","Paper","Strathmore Photo Mount Cards"
1436,"OFF-PA-10001639","Office Supplies","Paper","Xerox 203"
1441,"OFF-PA-10001712","Office Supplies","Paper","Xerox 1948"
1443,"OFF-PA-10002713","Office Supplies","Paper","Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”"
1452,"OFF-PA-10001685","Office Supplies","Paper","Easy-staple paper"
1471,"OFF-PA-10001293","Office Supplies","Paper","Xerox 1946"
1480,"OFF-PA-10002262","Office Supplies","Paper","Xerox 192"
1481,"OFF-PA-10002464","Office Supplies","Paper","HP Office Recycled Paper (20Lb. and 87 Bright)"
1484,"OFF-PA-10000130","Office Supplies","Paper","Xerox 199"
1492,"OFF-PA-10001838","Office Supplies","Paper","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"
1500,"OFF-PA-10002749","Office Supplies","Paper","Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page"
1501,"OFF-PA-10003823","Office Supplies","Paper","Xerox 197"
1523,"OFF-PA-10002586","Office Supplies","Paper","Xerox 1970"
1524,"OFF-PA-10003039","Office Supplies","Paper","Xerox 1960"
1530,"OFF-PA-10001274","Office Supplies","Paper","Loose Memo Sheets"
1531,"OFF-PA-10001125","Office Supplies","Paper","Xerox 1988"
1545,"OFF-PA-10000350","Office Supplies","Paper","Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book"
1547,"OFF-PA-10000994","Office Supplies","Paper","Xerox 1915"
