Date,Age,Day of Week,Day of Year,Day Name,Start of Week,DayOfWeek,Weekend,MonthName,ShortMonth
2017-02-20 00:00:00.000,2,0,51,"Monday",2017-02-20 00:00:00.000,1,"Weekday","February","FEB"
2017-02-21 00:00:00.000,2,1,52,"Tuesday",2017-02-20 00:00:00.000,2,"Weekday","February","FEB"
2017-02-22 00:00:00.000,2,2,53,"Wednesday",2017-02-20 00:00:00.000,3,"Weekday","February","FEB"
2017-02-24 00:00:00.000,2,4,55,"Friday",2017-02-20 00:00:00.000,5,"Weekday","February","FEB"
2017-02-25 00:00:00.000,2,5,56,"Saturday",2017-02-20 00:00:00.000,6,"Weekend","February","FEB"
2017-02-26 00:00:00.000,2,6,57,"Sunday",2017-02-20 00:00:00.000,7,"Weekend","February","FEB"
2017-02-23 00:00:00.000,2,3,54,"Thursday",2017-02-20 00:00:00.000,4,"Weekday","February","FEB"
2017-02-19 00:00:00.000,2,6,50,"Sunday",2017-02-13 00:00:00.000,7,"Weekend","February","FEB"
2017-02-18 00:00:00.000,2,5,49,"Saturday",2017-02-13 00:00:00.000,6,"Weekend","February","FEB"
2017-02-17 00:00:00.000,2,4,48,"Friday",2017-02-13 00:00:00.000,5,"Weekday","February","FEB"
2017-02-16 00:00:00.000,2,3,47,"Thursday",2017-02-13 00:00:00.000,4,"Weekday","February","FEB"
2017-02-15 00:00:00.000,2,2,46,"Wednesday",2017-02-13 00:00:00.000,3,"Weekday","February","FEB"
2017-02-14 00:00:00.000,2,1,45,"Tuesday",2017-02-13 00:00:00.000,2,"Weekday","February","FEB"
2017-02-13 00:00:00.000,2,0,44,"Monday",2017-02-13 00:00:00.000,1,"Weekday","February","FEB"
2017-02-06 00:00:00.000,2,0,37,"Monday",2017-02-06 00:00:00.000,1,"Weekday","February","FEB"
2017-02-08 00:00:00.000,2,2,39,"Wednesday",2017-02-06 00:00:00.000,3,"Weekday","February","FEB"
2017-02-07 00:00:00.000,2,1,38,"Tuesday",2017-02-06 00:00:00.000,2,"Weekday","February","FEB"
2017-02-10 00:00:00.000,2,4,41,"Friday",2017-02-06 00:00:00.000,5,"Weekday","February","FEB"
2017-02-12 00:00:00.000,2,6,43,"Sunday",2017-02-06 00:00:00.000,7,"Weekend","February","FEB"
2017-02-09 00:00:00.000,2,3,40,"Thursday",2017-02-06 00:00:00.000,4,"Weekday","February","FEB"
2017-02-11 00:00:00.000,2,5,42,"Saturday",2017-02-06 00:00:00.000,6,"Weekend","February","FEB"
2017-02-05 00:00:00.000,2,6,36,"Sunday",2017-01-30 00:00:00.000,7,"Weekend","February","FEB"
2017-02-04 00:00:00.000,2,5,35,"Saturday",2017-01-30 00:00:00.000,6,"Weekend","February","FEB"
2017-02-03 00:00:00.000,2,4,34,"Friday",2017-01-30 00:00:00.000,5,"Weekday","February","FEB"
2017-02-02 00:00:00.000,2,3,33,"Thursday",2017-01-30 00:00:00.000,4,"Weekday","February","FEB"
2017-02-01 00:00:00.000,2,2,32,"Wednesday",2017-01-30 00:00:00.000,3,"Weekday","February","FEB"
2017-01-31 00:00:00.000,2,1,31,"Tuesday",2017-01-30 00:00:00.000,2,"Weekday","January","JAN"
2017-01-30 00:00:00.000,2,0,30,"Monday",2017-01-30 00:00:00.000,1,"Weekday","January","JAN"
2017-01-23 00:00:00.000,2,0,23,"Monday",2017-01-23 00:00:00.000,1,"Weekday","January","JAN"
2017-01-25 00:00:00.000,2,2,25,"Wednesday",2017-01-23 00:00:00.000,3,"Weekday","January","JAN"
2017-01-24 00:00:00.000,2,1,24,"Tuesday",2017-01-23 00:00:00.000,2,"Weekday","January","JAN"
2017-01-27 00:00:00.000,2,4,27,"Friday",2017-01-23 00:00:00.000,5,"Weekday","January","JAN"
2017-01-28 00:00:00.000,2,5,28,"Saturday",2017-01-23 00:00:00.000,6,"Weekend","January","JAN"
2017-01-29 00:00:00.000,2,6,29,"Sunday",2017-01-23 00:00:00.000,7,"Weekend","January","JAN"
2017-01-26 00:00:00.000,2,3,26,"Thursday",2017-01-23 00:00:00.000,4,"Weekday","January","JAN"
2017-01-22 00:00:00.000,2,6,22,"Sunday",2017-01-16 00:00:00.000,7,"Weekend","January","JAN"
2017-01-21 00:00:00.000,2,5,21,"Saturday",2017-01-16 00:00:00.000,6,"Weekend","January","JAN"
2017-01-20 00:00:00.000,2,4,20,"Friday",2017-01-16 00:00:00.000,5,"Weekday","January","JAN"
2017-01-19 00:00:00.000,2,3,19,"Thursday",2017-01-16 00:00:00.000,4,"Weekday","January","JAN"
2017-01-18 00:00:00.000,2,2,18,"Wednesday",2017-01-16 00:00:00.000,3,"Weekday","January","JAN"
2017-01-17 00:00:00.000,2,1,17,"Tuesday",2017-01-16 00:00:00.000,2,"Weekday","January","JAN"
2017-01-16 00:00:00.000,2,0,16,"Monday",2017-01-16 00:00:00.000,1,"Weekday","January","JAN"
2017-01-09 00:00:00.000,2,0,9,"Monday",2017-01-09 00:00:00.000,1,"Weekday","January","JAN"
2017-01-10 00:00:00.000,2,1,10,"Tuesday",2017-01-09 00:00:00.000,2,"Weekday","January","JAN"
2017-01-11 00:00:00.000,2,2,11,"Wednesday",2017-01-09 00:00:00.000,3,"Weekday","January","JAN"
2017-01-13 00:00:00.000,2,4,13,"Friday",2017-01-09 00:00:00.000,5,"Weekday","January","JAN"
2017-01-14 00:00:00.000,2,5,14,"Saturday",2017-01-09 00:00:00.000,6,"Weekend","January","JAN"
2017-01-12 00:00:00.000,2,3,12,"Thursday",2017-01-09 00:00:00.000,4,"Weekday","January","JAN"
2017-01-15 00:00:00.000,2,6,15,"Sunday",2017-01-09 00:00:00.000,7,"Weekend","January","JAN"
2017-01-02 00:00:00.000,2,0,2,"Monday",2017-01-02 00:00:00.000,1,"Weekday","January","JAN"
2017-01-03 00:00:00.000,2,1,3,"Tuesday",2017-01-02 00:00:00.000,2,"Weekday","January","JAN"
2017-01-04 00:00:00.000,2,2,4,"Wednesday",2017-01-02 00:00:00.000,3,"Weekday","January","JAN"
2017-01-08 00:00:00.000,2,6,8,"Sunday",2017-01-02 00:00:00.000,7,"Weekend","January","JAN"
2017-01-06 00:00:00.000,2,4,6,"Friday",2017-01-02 00:00:00.000,5,"Weekday","January","JAN"
2017-01-07 00:00:00.000,2,5,7,"Saturday",2017-01-02 00:00:00.000,6,"Weekend","January","JAN"
2017-01-05 00:00:00.000,2,3,5,"Thursday",2017-01-02 00:00:00.000,4,"Weekday","January","JAN"
2016-12-26 00:00:00.000,2,0,361,"Monday",2016-12-26 00:00:00.000,1,"Weekday","December","DEC"
2016-12-28 00:00:00.000,2,2,363,"Wednesday",2016-12-26 00:00:00.000,3,"Weekday","December","DEC"
2016-12-27 00:00:00.000,2,1,362,"Tuesday",2016-12-26 00:00:00.000,2,"Weekday","December","DEC"
2016-12-30 00:00:00.000,2,4,365,"Friday",2016-12-26 00:00:00.000,5,"Weekday","December","DEC"
2016-12-31 00:00:00.000,2,5,366,"Saturday",2016-12-26 00:00:00.000,6,"Weekend","December","DEC"
2017-01-01 00:00:00.000,2,6,1,"Sunday",2016-12-26 00:00:00.000,7,"Weekend","January","JAN"
2016-12-29 00:00:00.000,2,3,364,"Thursday",2016-12-26 00:00:00.000,4,"Weekday","December","DEC"
2016-12-24 00:00:00.000,2,5,359,"Saturday",2016-12-19 00:00:00.000,6,"Weekend","December","DEC"
2016-12-23 00:00:00.000,2,4,358,"Friday",2016-12-19 00:00:00.000,5,"Weekday","December","DEC"
2016-12-22 00:00:00.000,2,3,357,"Thursday",2016-12-19 00:00:00.000,4,"Weekday","December","DEC"
2016-12-21 00:00:00.000,2,2,356,"Wednesday",2016-12-19 00:00:00.000,3,"Weekday","December","DEC"
2016-12-20 00:00:00.000,2,1,355,"Tuesday",2016-12-19 00:00:00.000,2,"Weekday","December","DEC"
2016-12-19 00:00:00.000,2,0,354,"Monday",2016-12-19 00:00:00.000,1,"Weekday","December","DEC"
2016-12-25 00:00:00.000,2,6,360,"Sunday",2016-12-19 00:00:00.000,7,"Weekend","December","DEC"
2016-12-14 00:00:00.000,2,2,349,"Wednesday",2016-12-12 00:00:00.000,3,"Weekday","December","DEC"
2016-12-12 00:00:00.000,2,0,347,"Monday",2016-12-12 00:00:00.000,1,"Weekday","December","DEC"
2016-12-13 00:00:00.000,2,1,348,"Tuesday",2016-12-12 00:00:00.000,2,"Weekday","December","DEC"
2016-12-15 00:00:00.000,2,3,350,"Thursday",2016-12-12 00:00:00.000,4,"Weekday","December","DEC"
2016-12-17 00:00:00.000,2,5,352,"Saturday",2016-12-12 00:00:00.000,6,"Weekend","December","DEC"
2016-12-16 00:00:00.000,2,4,351,"Friday",2016-12-12 00:00:00.000,5,"Weekday","December","DEC"
2016-12-18 00:00:00.000,2,6,353,"Sunday",2016-12-12 00:00:00.000,7,"Weekend","December","DEC"
2016-12-11 00:00:00.000,2,6,346,"Sunday",2016-12-05 00:00:00.000,7,"Weekend","December","DEC"
2016-12-10 00:00:00.000,2,5,345,"Saturday",2016-12-05 00:00:00.000,6,"Weekend","December","DEC"
2016-12-09 00:00:00.000,2,4,344,"Friday",2016-12-05 00:00:00.000,5,"Weekday","December","DEC"
2016-12-08 00:00:00.000,2,3,343,"Thursday",2016-12-05 00:00:00.000,4,"Weekday","December","DEC"
2016-12-07 00:00:00.000,2,2,342,"Wednesday",2016-12-05 00:00:00.000,3,"Weekday","December","DEC"
2016-12-06 00:00:00.000,2,1,341,"Tuesday",2016-12-05 00:00:00.000,2,"Weekday","December","DEC"
2016-12-05 00:00:00.000,2,0,340,"Monday",2016-12-05 00:00:00.000,1,"Weekday","December","DEC"
2016-11-28 00:00:00.000,2,0,333,"Monday",2016-11-28 00:00:00.000,1,"Weekday","November","NOV"
2016-11-29 00:00:00.000,2,1,334,"Tuesday",2016-11-28 00:00:00.000,2,"Weekday","November","NOV"
2016-11-30 00:00:00.000,2,2,335,"Wednesday",2016-11-28 00:00:00.000,3,"Weekday","November","NOV"
2016-12-01 00:00:00.000,2,3,336,"Thursday",2016-11-28 00:00:00.000,4,"Weekday","December","DEC"
2016-12-03 00:00:00.000,2,5,338,"Saturday",2016-11-28 00:00:00.000,6,"Weekend","December","DEC"
2016-12-04 00:00:00.000,2,6,339,"Sunday",2016-11-28 00:00:00.000,7,"Weekend","December","DEC"
2016-12-02 00:00:00.000,2,4,337,"Friday",2016-11-28 00:00:00.000,5,"Weekday","December","DEC"
2016-11-27 00:00:00.000,2,6,332,"Sunday",2016-11-21 00:00:00.000,7,"Weekend","November","NOV"
2016-11-26 00:00:00.000,2,5,331,"Saturday",2016-11-21 00:00:00.000,6,"Weekend","November","NOV"
2016-11-25 00:00:00.000,2,4,330,"Friday",2016-11-21 00:00:00.000,5,"Weekday","November","NOV"
2016-11-24 00:00:00.000,2,3,329,"Thursday",2016-11-21 00:00:00.000,4,"Weekday","November","NOV"
2016-11-23 00:00:00.000,2,2,328,"Wednesday",2016-11-21 00:00:00.000,3,"Weekday","November","NOV"
2016-11-22 00:00:00.000,2,1,327,"Tuesday",2016-11-21 00:00:00.000,2,"Weekday","November","NOV"
2016-11-21 00:00:00.000,2,0,326,"Monday",2016-11-21 00:00:00.000,1,"Weekday","November","NOV"
2016-11-15 00:00:00.000,2,1,320,"Tuesday",2016-11-14 00:00:00.000,2,"Weekday","November","NOV"
2016-11-16 00:00:00.000,2,2,321,"Wednesday",2016-11-14 00:00:00.000,3,"Weekday","November","NOV"
2016-11-14 00:00:00.000,2,0,319,"Monday",2016-11-14 00:00:00.000,1,"Weekday","November","NOV"
2016-11-18 00:00:00.000,2,4,323,"Friday",2016-11-14 00:00:00.000,5,"Weekday","November","NOV"
2016-11-19 00:00:00.000,2,5,324,"Saturday",2016-11-14 00:00:00.000,6,"Weekend","November","NOV"
2016-11-17 00:00:00.000,2,3,322,"Thursday",2016-11-14 00:00:00.000,4,"Weekday","November","NOV"
2016-11-20 00:00:00.000,2,6,325,"Sunday",2016-11-14 00:00:00.000,7,"Weekend","November","NOV"
2016-11-07 00:00:00.000,2,0,312,"Monday",2016-11-07 00:00:00.000,1,"Weekday","November","NOV"
2016-11-08 00:00:00.000,2,1,313,"Tuesday",2016-11-07 00:00:00.000,2,"Weekday","November","NOV"
2016-11-09 00:00:00.000,2,2,314,"Wednesday",2016-11-07 00:00:00.000,3,"Weekday","November","NOV"
2016-11-12 00:00:00.000,2,5,317,"Saturday",2016-11-07 00:00:00.000,6,"Weekend","November","NOV"
2016-11-11 00:00:00.000,2,4,316,"Friday",2016-11-07 00:00:00.000,5,"Weekday","November","NOV"
2016-11-10 00:00:00.000,2,3,315,"Thursday",2016-11-07 00:00:00.000,4,"Weekday","November","NOV"
2016-11-13 00:00:00.000,2,6,318,"Sunday",2016-11-07 00:00:00.000,7,"Weekend","November","NOV"
2016-10-31 00:00:00.000,2,0,305,"Monday",2016-10-31 00:00:00.000,1,"Weekday","October","OCT"
2016-11-01 00:00:00.000,2,1,306,"Tuesday",2016-10-31 00:00:00.000,2,"Weekday","November","NOV"
2016-11-02 00:00:00.000,2,2,307,"Wednesday",2016-10-31 00:00:00.000,3,"Weekday","November","NOV"
2016-11-06 00:00:00.000,2,6,311,"Sunday",2016-10-31 00:00:00.000,7,"Weekend","November","NOV"
2016-11-04 00:00:00.000,2,4,309,"Friday",2016-10-31 00:00:00.000,5,"Weekday","November","NOV"
2016-11-05 00:00:00.000,2,5,310,"Saturday",2016-10-31 00:00:00.000,6,"Weekend","November","NOV"
2016-11-03 00:00:00.000,2,3,308,"Thursday",2016-10-31 00:00:00.000,4,"Weekday","November","NOV"
2016-10-30 00:00:00.000,2,6,304,"Sunday",2016-10-24 00:00:00.000,7,"Weekend","October","OCT"
2016-10-29 00:00:00.000,2,5,303,"Saturday",2016-10-24 00:00:00.000,6,"Weekend","October","OCT"
2016-10-28 00:00:00.000,2,4,302,"Friday",2016-10-24 00:00:00.000,5,"Weekday","October","OCT"
2016-10-27 00:00:00.000,2,3,301,"Thursday",2016-10-24 00:00:00.000,4,"Weekday","October","OCT"
2016-10-26 00:00:00.000,2,2,300,"Wednesday",2016-10-24 00:00:00.000,3,"Weekday","October","OCT"
2016-10-25 00:00:00.000,2,1,299,"Tuesday",2016-10-24 00:00:00.000,2,"Weekday","October","OCT"
2016-10-24 00:00:00.000,2,0,298,"Monday",2016-10-24 00:00:00.000,1,"Weekday","October","OCT"
2016-10-17 00:00:00.000,2,0,291,"Monday",2016-10-17 00:00:00.000,1,"Weekday","October","OCT"
2016-10-18 00:00:00.000,2,1,292,"Tuesday",2016-10-17 00:00:00.000,2,"Weekday","October","OCT"
2016-10-19 00:00:00.000,2,2,293,"Wednesday",2016-10-17 00:00:00.000,3,"Weekday","October","OCT"
2016-10-23 00:00:00.000,2,6,297,"Sunday",2016-10-17 00:00:00.000,7,"Weekend","October","OCT"
2016-10-21 00:00:00.000,2,4,295,"Friday",2016-10-17 00:00:00.000,5,"Weekday","October","OCT"
2016-10-22 00:00:00.000,2,5,296,"Saturday",2016-10-17 00:00:00.000,6,"Weekend","October","OCT"
2016-10-20 00:00:00.000,2,3,294,"Thursday",2016-10-17 00:00:00.000,4,"Weekday","October","OCT"
2016-10-10 00:00:00.000,2,0,284,"Monday",2016-10-10 00:00:00.000,1,"Weekday","October","OCT"
2016-10-11 00:00:00.000,2,1,285,"Tuesday",2016-10-10 00:00:00.000,2,"Weekday","October","OCT"
2016-10-12 00:00:00.000,2,2,286,"Wednesday",2016-10-10 00:00:00.000,3,"Weekday","October","OCT"
2016-10-14 00:00:00.000,2,4,288,"Friday",2016-10-10 00:00:00.000,5,"Weekday","October","OCT"
2016-10-15 00:00:00.000,2,5,289,"Saturday",2016-10-10 00:00:00.000,6,"Weekend","October","OCT"
2016-10-16 00:00:00.000,2,6,290,"Sunday",2016-10-10 00:00:00.000,7,"Weekend","October","OCT"
2016-10-13 00:00:00.000,2,3,287,"Thursday",2016-10-10 00:00:00.000,4,"Weekday","October","OCT"
2016-10-09 00:00:00.000,2,6,283,"Sunday",2016-10-03 00:00:00.000,7,"Weekend","October","OCT"
2016-10-08 00:00:00.000,2,5,282,"Saturday",2016-10-03 00:00:00.000,6,"Weekend","October","OCT"
2016-10-07 00:00:00.000,2,4,281,"Friday",2016-10-03 00:00:00.000,5,"Weekday","October","OCT"
2016-10-06 00:00:00.000,2,3,280,"Thursday",2016-10-03 00:00:00.000,4,"Weekday","October","OCT"
2016-10-05 00:00:00.000,2,2,279,"Wednesday",2016-10-03 00:00:00.000,3,"Weekday","October","OCT"
2016-10-04 00:00:00.000,2,1,278,"Tuesday",2016-10-03 00:00:00.000,2,"Weekday","October","OCT"
2016-10-03 00:00:00.000,2,0,277,"Monday",2016-10-03 00:00:00.000,1,"Weekday","October","OCT"
2016-09-27 00:00:00.000,2,1,271,"Tuesday",2016-09-26 00:00:00.000,2,"Weekday","September","SEP"
2016-09-28 00:00:00.000,2,2,272,"Wednesday",2016-09-26 00:00:00.000,3,"Weekday","September","SEP"
2016-09-29 00:00:00.000,2,3,273,"Thursday",2016-09-26 00:00:00.000,4,"Weekday","September","SEP"
2016-10-01 00:00:00.000,2,5,275,"Saturday",2016-09-26 00:00:00.000,6,"Weekend","October","OCT"
2016-10-02 00:00:00.000,2,6,276,"Sunday",2016-09-26 00:00:00.000,7,"Weekend","October","OCT"
2016-09-30 00:00:00.000,2,4,274,"Friday",2016-09-26 00:00:00.000,5,"Weekday","September","SEP"
2015-09-21 00:00:00.000,4,0,264,"Monday",2015-09-21 00:00:00.000,1,"Weekday","September","SEP"
2015-09-23 00:00:00.000,4,2,266,"Wednesday",2015-09-21 00:00:00.000,3,"Weekday","September","SEP"
2015-09-22 00:00:00.000,4,1,265,"Tuesday",2015-09-21 00:00:00.000,2,"Weekday","September","SEP"
2015-09-25 00:00:00.000,4,4,268,"Friday",2015-09-21 00:00:00.000,5,"Weekday","September","SEP"
2015-09-26 00:00:00.000,4,5,269,"Saturday",2015-09-21 00:00:00.000,6,"Weekend","September","SEP"
2015-09-27 00:00:00.000,4,6,270,"Sunday",2015-09-21 00:00:00.000,7,"Weekend","September","SEP"
2015-09-24 00:00:00.000,4,3,267,"Thursday",2015-09-21 00:00:00.000,4,"Weekday","September","SEP"
2015-09-20 00:00:00.000,4,6,263,"Sunday",2015-09-14 00:00:00.000,7,"Weekend","September","SEP"
2015-09-19 00:00:00.000,4,5,262,"Saturday",2015-09-14 00:00:00.000,6,"Weekend","September","SEP"
2015-09-18 00:00:00.000,4,4,261,"Friday",2015-09-14 00:00:00.000,5,"Weekday","September","SEP"
2015-09-17 00:00:00.000,4,3,260,"Thursday",2015-09-14 00:00:00.000,4,"Weekday","September","SEP"
2015-09-16 00:00:00.000,4,2,259,"Wednesday",2015-09-14 00:00:00.000,3,"Weekday","September","SEP"
2015-09-15 00:00:00.000,4,1,258,"Tuesday",2015-09-14 00:00:00.000,2,"Weekday","September","SEP"
2015-09-14 00:00:00.000,4,0,257,"Monday",2015-09-14 00:00:00.000,1,"Weekday","September","SEP"
2015-09-07 00:00:00.000,4,0,250,"Monday",2015-09-07 00:00:00.000,1,"Weekday","September","SEP"
2015-09-08 00:00:00.000,4,1,251,"Tuesday",2015-09-07 00:00:00.000,2,"Weekday","September","SEP"
2015-09-09 00:00:00.000,4,2,252,"Wednesday",2015-09-07 00:00:00.000,3,"Weekday","September","SEP"
2015-09-10 00:00:00.000,4,3,253,"Thursday",2015-09-07 00:00:00.000,4,"Weekday","September","SEP"
2015-09-12 00:00:00.000,4,5,255,"Saturday",2015-09-07 00:00:00.000,6,"Weekend","September","SEP"
2015-09-13 00:00:00.000,4,6,256,"Sunday",2015-09-07 00:00:00.000,7,"Weekend","September","SEP"
2015-09-11 00:00:00.000,4,4,254,"Friday",2015-09-07 00:00:00.000,5,"Weekday","September","SEP"
2015-09-06 00:00:00.000,4,6,249,"Sunday",2015-08-31 00:00:00.000,7,"Weekend","September","SEP"
2015-09-05 00:00:00.000,4,5,248,"Saturday",2015-08-31 00:00:00.000,6,"Weekend","September","SEP"
2015-09-04 00:00:00.000,4,4,247,"Friday",2015-08-31 00:00:00.000,5,"Weekday","September","SEP"
2015-09-03 00:00:00.000,4,3,246,"Thursday",2015-08-31 00:00:00.000,4,"Weekday","September","SEP"
2015-09-02 00:00:00.000,4,2,245,"Wednesday",2015-08-31 00:00:00.000,3,"Weekday","September","SEP"
2015-09-01 00:00:00.000,4,1,244,"Tuesday",2015-08-31 00:00:00.000,2,"Weekday","September","SEP"
2015-08-31 00:00:00.000,4,0,243,"Monday",2015-08-31 00:00:00.000,1,"Weekday","August","AUG"
2015-08-24 00:00:00.000,4,0,236,"Monday",2015-08-24 00:00:00.000,1,"Weekday","August","AUG"
2015-08-25 00:00:00.000,4,1,237,"Tuesday",2015-08-24 00:00:00.000,2,"Weekday","August","AUG"
2015-08-26 00:00:00.000,4,2,238,"Wednesday",2015-08-24 00:00:00.000,3,"Weekday","August","AUG"
2015-08-28 00:00:00.000,4,4,240,"Friday",2015-08-24 00:00:00.000,5,"Weekday","August","AUG"
2015-08-29 00:00:00.000,4,5,241,"Saturday",2015-08-24 00:00:00.000,6,"Weekend","August","AUG"
2015-08-30 00:00:00.000,4,6,242,"Sunday",2015-08-24 00:00:00.000,7,"Weekend","August","AUG"
2015-08-27 00:00:00.000,4,3,239,"Thursday",2015-08-24 00:00:00.000,4,"Weekday","August","AUG"
2015-08-23 00:00:00.000,4,6,235,"Sunday",2015-08-17 00:00:00.000,7,"Weekend","August","AUG"
2015-08-22 00:00:00.000,4,5,234,"Saturday",2015-08-17 00:00:00.000,6,"Weekend","August","AUG"
2015-08-21 00:00:00.000,4,4,233,"Friday",2015-08-17 00:00:00.000,5,"Weekday","August","AUG"
2015-08-20 00:00:00.000,4,3,232,"Thursday",2015-08-17 00:00:00.000,4,"Weekday","August","AUG"
2015-08-19 00:00:00.000,4,2,231,"Wednesday",2015-08-17 00:00:00.000,3,"Weekday","August","AUG"
2015-08-18 00:00:00.000,4,1,230,"Tuesday",2015-08-17 00:00:00.000,2,"Weekday","August","AUG"
2015-08-17 00:00:00.000,4,0,229,"Monday",2015-08-17 00:00:00.000,1,"Weekday","August","AUG"
2015-08-10 00:00:00.000,4,0,222,"Monday",2015-08-10 00:00:00.000,1,"Weekday","August","AUG"
2015-08-11 00:00:00.000,4,1,223,"Tuesday",2015-08-10 00:00:00.000,2,"Weekday","August","AUG"
2015-08-12 00:00:00.000,4,2,224,"Wednesday",2015-08-10 00:00:00.000,3,"Weekday","August","AUG"
2015-08-15 00:00:00.000,4,5,227,"Saturday",2015-08-10 00:00:00.000,6,"Weekend","August","AUG"
2015-08-14 00:00:00.000,4,4,226,"Friday",2015-08-10 00:00:00.000,5,"Weekday","August","AUG"
2015-08-13 00:00:00.000,4,3,225,"Thursday",2015-08-10 00:00:00.000,4,"Weekday","August","AUG"
2015-08-16 00:00:00.000,4,6,228,"Sunday",2015-08-10 00:00:00.000,7,"Weekend","August","AUG"
2015-08-03 00:00:00.000,4,0,215,"Monday",2015-08-03 00:00:00.000,1,"Weekday","August","AUG"
2015-08-04 00:00:00.000,4,1,216,"Tuesday",2015-08-03 00:00:00.000,2,"Weekday","August","AUG"
2015-08-05 00:00:00.000,4,2,217,"Wednesday",2015-08-03 00:00:00.000,3,"Weekday","August","AUG"
2015-08-09 00:00:00.000,4,6,221,"Sunday",2015-08-03 00:00:00.000,7,"Weekend","August","AUG"
2015-08-07 00:00:00.000,4,4,219,"Friday",2015-08-03 00:00:00.000,5,"Weekday","August","AUG"
2015-08-08 00:00:00.000,4,5,220,"Saturday",2015-08-03 00:00:00.000,6,"Weekend","August","AUG"
2015-08-06 00:00:00.000,4,3,218,"Thursday",2015-08-03 00:00:00.000,4,"Weekday","August","AUG"
2015-08-02 00:00:00.000,4,6,214,"Sunday",2015-07-27 00:00:00.000,7,"Weekend","August","AUG"
2015-08-01 00:00:00.000,4,5,213,"Saturday",2015-07-27 00:00:00.000,6,"Weekend","August","AUG"
2015-07-31 00:00:00.000,4,4,212,"Friday",2015-07-27 00:00:00.000,5,"Weekday","July","JUL"
2015-07-30 00:00:00.000,4,3,211,"Thursday",2015-07-27 00:00:00.000,4,"Weekday","July","JUL"
2015-07-29 00:00:00.000,4,2,210,"Wednesday",2015-07-27 00:00:00.000,3,"Weekday","July","JUL"
2015-07-28 00:00:00.000,4,1,209,"Tuesday",2015-07-27 00:00:00.000,2,"Weekday","July","JUL"
2015-07-27 00:00:00.000,4,0,208,"Monday",2015-07-27 00:00:00.000,1,"Weekday","July","JUL"
2015-07-20 00:00:00.000,4,0,201,"Monday",2015-07-20 00:00:00.000,1,"Weekday","July","JUL"
2015-07-21 00:00:00.000,4,1,202,"Tuesday",2015-07-20 00:00:00.000,2,"Weekday","July","JUL"
2015-07-22 00:00:00.000,4,2,203,"Wednesday",2015-07-20 00:00:00.000,3,"Weekday","July","JUL"
2015-07-26 00:00:00.000,4,6,207,"Sunday",2015-07-20 00:00:00.000,7,"Weekend","July","JUL"
2015-07-24 00:00:00.000,4,4,205,"Friday",2015-07-20 00:00:00.000,5,"Weekday","July","JUL"
2015-07-25 00:00:00.000,4,5,206,"Saturday",2015-07-20 00:00:00.000,6,"Weekend","July","JUL"
2015-07-23 00:00:00.000,4,3,204,"Thursday",2015-07-20 00:00:00.000,4,"Weekday","July","JUL"
2015-07-13 00:00:00.000,4,0,194,"Monday",2015-07-13 00:00:00.000,1,"Weekday","July","JUL"
2015-07-14 00:00:00.000,4,1,195,"Tuesday",2015-07-13 00:00:00.000,2,"Weekday","July","JUL"
2015-07-15 00:00:00.000,4,2,196,"Wednesday",2015-07-13 00:00:00.000,3,"Weekday","July","JUL"
2015-07-17 00:00:00.000,4,4,198,"Friday",2015-07-13 00:00:00.000,5,"Weekday","July","JUL"
2015-07-18 00:00:00.000,4,5,199,"Saturday",2015-07-13 00:00:00.000,6,"Weekend","July","JUL"
2015-07-19 00:00:00.000,4,6,200,"Sunday",2015-07-13 00:00:00.000,7,"Weekend","July","JUL"
2015-07-16 00:00:00.000,4,3,197,"Thursday",2015-07-13 00:00:00.000,4,"Weekday","July","JUL"
2015-07-12 00:00:00.000,4,6,193,"Sunday",2015-07-06 00:00:00.000,7,"Weekend","July","JUL"
2015-07-11 00:00:00.000,4,5,192,"Saturday",2015-07-06 00:00:00.000,6,"Weekend","July","JUL"
2015-07-10 00:00:00.000,4,4,191,"Friday",2015-07-06 00:00:00.000,5,"Weekday","July","JUL"
2015-07-09 00:00:00.000,4,3,190,"Thursday",2015-07-06 00:00:00.000,4,"Weekday","July","JUL"
2015-07-08 00:00:00.000,4,2,189,"Wednesday",2015-07-06 00:00:00.000,3,"Weekday","July","JUL"
2015-07-07 00:00:00.000,4,1,188,"Tuesday",2015-07-06 00:00:00.000,2,"Weekday","July","JUL"
2015-07-06 00:00:00.000,4,0,187,"Monday",2015-07-06 00:00:00.000,1,"Weekday","July","JUL"
2015-06-29 00:00:00.000,4,0,180,"Monday",2015-06-29 00:00:00.000,1,"Weekday","June","JUN"
2015-06-30 00:00:00.000,4,1,181,"Tuesday",2015-06-29 00:00:00.000,2,"Weekday","June","JUN"
2015-07-01 00:00:00.000,4,2,182,"Wednesday",2015-06-29 00:00:00.000,3,"Weekday","July","JUL"
2015-07-02 00:00:00.000,4,3,183,"Thursday",2015-06-29 00:00:00.000,4,"Weekday","July","JUL"
2015-07-04 00:00:00.000,4,5,185,"Saturday",2015-06-29 00:00:00.000,6,"Weekend","July","JUL"
2015-07-05 00:00:00.000,4,6,186,"Sunday",2015-06-29 00:00:00.000,7,"Weekend","July","JUL"
2015-07-03 00:00:00.000,4,4,184,"Friday",2015-06-29 00:00:00.000,5,"Weekday","July","JUL"
